B4GALT7-related spondylodysplastic Ehlers-Danlos syndrome	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
254	HPA	HPA:0310000	lymph node	0.0063998500551043	True	lymph node	6523	76	62	11006	0.8157894736842105	0.0095048290663805	query_1	['HPA:0000000']	['RAB14', 'RAB34', 'RBSN', 'RAB1B', 'SORT1', 'TPX2', 'RAB7A', 'RUFY1', 'EEA1', 'PAWR', 'OPTN', 'MICALL1', 'MTDH', 'PSEN1', 'HTT', 'RAB31', 'OSBPL1A', 'HPS4', 'BACE1', 'RABGGTB', 'RABEP1', 'DTD2', 'RAB32', 'RAB5B', 'RIN3', 'CCDC43', 'HMMR', 'RAB5C', 'RABGGTA', 'CHM', 'RAB5A', 'B4GALT7', 'GGA1', 'RAB13', 'EHD3', 'PSENEN', 'RAB1A', 'CHML', 'GGA2', 'RAB3GAP2', 'SALL1', 'RAB12', 'GGA3', 'YWHAE', 'TRIM4', 'EHD2', 'GDI1', 'MECP2', 'APH1A', 'AURKA', 'GDI2', 'RAB10', 'RAB35', 'SUN2', 'DDX3Y', 'EHD1', 'RAB23', 'HPS1', 'ACOT13', 'RAB3GAP1', 'RAB22A', 'RAB6A']
255	REAC	REAC:R-HSA-1445148	Translocation of SLC2A4 (GLUT4) to the plasma membrane	0.0068161482201734	True	Translocation of SLC2A4 (GLUT4) to the plasma membrane	72	82	6	10790	0.073170731707317	0.0833333333333333	query_1	['REAC:R-HSA-199991']	['RAB14', 'RAB8A', 'RAB4A', 'RAB13', 'YWHAE', 'RAB10']
256	GO:CC	GO:0098794	postsynapse	0.0069644649863005	True	"""The part of a synapse that is part of the post-synaptic cell."" [GOC:dos]"	665	94	12	22122	0.1276595744680851	0.0180451127819548	query_1	['GO:0045202', 'GO:0110165']	['EEA1', 'RAB8A', 'PSEN1', 'HTT', 'RAB5A', 'RAB4A', 'NGFR', 'MECP2', 'AURKA', 'APP', 'RAB3GAP1', 'RAB3A']
257	TF	TF:M00008	Factor: Sp1; motif: GGGGCGGGGT	0.0070823996788682	True	Factor: Sp1; motif: GGGGCGGGGT	10319	98	73	20011	0.7448979591836735	0.0070743289078399	query_1	['TF:M00000']	['RAB14', 'RAB34', 'GPAM', 'RBSN', 'RAB1B', 'SORT1', 'TPX2', 'ANKLE2', 'RUFY1', 'EEA1', 'PAWR', 'OPTN', 'RAB39A', 'MICALL1', 'MTDH', 'RAB8A', 'PSEN1', 'AS3MT', 'HTT', 'TMEM102', 'RAB31', 'APH1B', 'OSBPL1A', 'HPS4', 'RAB8B', 'SALL2', 'RABEP1', 'VPS45', 'RAB5B', 'TBC1D3F', 'NCSTN', 'RABGEF1', 'RAB3IP', 'SCML1', 'HMMR', 'C19orf54', 'RAB5C', 'RABGGTA', 'CHM', 'RAB5A', 'B4GALT7', 'RAB4A', 'GGA1', 'RILP', 'NGFR', 'PSENEN', 'TNRC6C', 'RAB1A', 'CHML', 'GGA2', 'RAB3GAP2', 'SALL1', 'GGA3', 'PPFIA3', 'GDI1', 'MECP2', 'NGF', 'GDI2', 'RAB10', 'TBC1D17', 'SIRT2', 'RAB35', 'DDX3Y', 'EHD1', 'GOLGA7B', 'RAB23', 'HPS1', 'RAB3GAP1', 'RAB3A', 'RAB22A', 'PTP4A2', 'RAB6A', 'RAB3IL1']
258	GO:BP	GO:0051246	regulation of protein metabolic process	0.0070885547586328	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving a protein."" [GOC:ai]"	2496	95	28	21110	0.2947368421052631	0.0112179487179487	query_1	['GO:0019538', 'GO:0051171', 'GO:0060255', 'GO:0080090']	['RAB1B', 'TPX2', 'ANKLE2', 'RAB7A', 'PAWR', 'PSEN1', 'HTT', 'TMEM102', 'APH1B', 'IL24', 'NCSTN', 'RABGEF1', 'GGA1', 'RILP', 'NGFR', 'PSENEN', 'TNRC6C', 'RAB1A', 'RAB3GAP2', 'GGA3', 'YWHAE', 'MECP2', 'APH1A', 'AURKA', 'NGF', 'SIRT2', 'APP', 'RAB3GAP1']
259	GO:BP	GO:0090383	phagosome acidification	0.0072621211783597	True	"""Any process that reduces the pH of the phagosome, measured by the concentration of the hydrogen ion."" [GOC:kmv, GOC:tb]"	7	95	3	21110	0.031578947368421	0.4285714285714285	query_1	['GO:0051452', 'GO:0090382']	['RAB7A', 'RAB39A', 'RAB38']
260	WP	WP:WP5265	Neurogenesis regulation in the olfactory epithelium	0.0079183069359737	True	Neurogenesis regulation in the olfactory epithelium	57	59	5	8133	0.0847457627118644	0.087719298245614	query_1	['WP:000000']	['PSEN1', 'NGFR', 'MECP2', 'NGF', 'APP']
261	GO:CC	GO:0043226	organelle	0.0080779897653869	True	"""Organized structure of distinctive morphology and function. Includes the nucleus, mitochondria, plastids, vacuoles, vesicles, ribosomes and the cytoskeleton, and prokaryotic structures such as anammoxosomes and pirellulosomes. Excludes the plasma membrane."" [GOC:go_curators]"	16842	94	87	22122	0.925531914893617	0.005165657285358	query_1	['GO:0110165']	['RAB14', 'RAB34', 'GPAM', 'RBSN', 'RAB1B', 'SORT1', 'TPX2', 'ANKLE2', 'RAB7A', 'RUFY1', 'EEA1', 'PAWR', 'OPTN', 'RAB39A', 'MICALL1', 'MTDH', 'RAB8A', 'PSEN1', 'HTT', 'TMEM102', 'RAB31', 'APH1B', 'OSBPL1A', 'BMX', 'HPS4', 'RAB8B', 'BACE1', 'SALL2', 'RABEP1', 'VPS45', 'RAB32', 'RAB5B', 'RIN3', 'NCSTN', 'RABGEF1', 'RAB3IP', 'SCML1', 'HMMR', 'RAB5C', 'CHM', 'RAB38', 'RAB5A', 'B4GALT7', 'RAB4A', 'GGA1', 'RAB13', 'RILP', 'NGFR', 'EHD3', 'PSENEN', 'TNRC6C', 'RAB1A', 'SHROOM3', 'CHML', 'GGA2', 'NAT8', 'RAB3GAP2', 'SALL1', 'GGA3', 'YWHAE', 'PPFIA3', 'EHD2', 'GDI1', 'MECP2', 'APH1A', 'AURKA', 'NGF', 'GDI2', 'RAB10', 'TBC1D17', 'SIRT2', 'RAB18', 'APP', 'RAB35', 'SUN2', 'DDX3Y', 'EHD1', 'GOLGA7B', 'RAB23', 'HPS1', 'ACOT13', 'RAB3GAP1', 'RAB3A', 'RAB22A', 'PTP4A2', 'RAB6A', 'RAB3IL1']
262	HPA	HPA:0570000	testis	0.0088110786349777	True	testis	9008	76	74	11006	0.9736842105263158	0.0082149200710479	query_1	['HPA:0000000']	['RAB14', 'RAB34', 'GPAM', 'RBSN', 'RAB1B', 'SORT1', 'TPX2', 'RAB7A', 'RUFY1', 'EEA1', 'PAWR', 'OPTN', 'MICALL1', 'MTDH', 'PSEN1', 'AS3MT', 'HTT', 'RAB31', 'OSBPL1A', 'BMX', 'HPS4', 'BACE1', 'RABGGTB', 'RABEP1', 'DTD2', 'RAB32', 'RAB5B', 'RIN3', 'CCDC43', 'NCSTN', 'SCML1', 'HMMR', 'C19orf54', 'RAB5C', 'RABGGTA', 'CHM', 'RAB5A', 'B4GALT7', 'GGA1', 'RAB13', 'NGFR', 'EHD3', 'PSENEN', 'RAB1A', 'SHROOM3', 'CHML', 'GGA2', 'RAB3GAP2', 'SALL1', 'RAB12', 'GGA3', 'YWHAE', 'TRIM4', 'PPFIA3', 'EHD2', 'GDI1', 'MECP2', 'APH1A', 'AURKA', 'GDI2', 'RAB10', 'SIRT2', 'APP', 'RAB35', 'SUN2', 'DDX3Y', 'EHD1', 'RAB23', 'HPS1', 'ACOT13', 'RAB3GAP1', 'RAB3A', 'RAB22A', 'RAB6A']
263	WP	WP:WP61	Notch signaling pathway	0.0093634466315633	True	Notch signaling pathway	59	59	5	8133	0.0847457627118644	0.0847457627118644	query_1	['WP:000000']	['PSEN1', 'APH1B', 'NCSTN', 'PSENEN', 'APH1A']
264	GO:BP	GO:0042147	retrograde transport, endosome to Golgi	0.0093759917294625	True	"""The directed movement of membrane-bounded vesicles from endosomes back to the trans-Golgi network where they are recycled for further rounds of transport."" [GOC:jl, PMID:10873832, PMID:16936697]"	93	95	6	21110	0.0631578947368421	0.064516129032258	query_1	['GO:0016197', 'GO:0016482']	['RBSN', 'RAB7A', 'GGA1', 'EHD3', 'TBC1D17', 'RAB6A']
265	TF	TF:M00933	Factor: Sp1; motif: CCCCGCCCCN	0.0100704978219287	True	Factor: Sp1; motif: CCCCGCCCCN	9955	98	71	20011	0.7244897959183674	0.0071320944249121	query_1	['TF:M00000']	['RAB14', 'RAB34', 'GPAM', 'RBSN', 'RAB1B', 'ANKLE2', 'RUFY1', 'EEA1', 'PAWR', 'OPTN', 'RAB39A', 'MICALL1', 'MTDH', 'RAB8A', 'PSEN1', 'AS3MT', 'TMEM102', 'APH1B', 'OSBPL1A', 'RAB8B', 'SALL2', 'RABEP1', 'VPS45', 'DTD2', 'RAB32', 'RAB5B', 'RIN3', 'IL24', 'RABGEF1', 'RAB3IP', 'SCML1', 'HMMR', 'C19orf54', 'RAB5C', 'RABGGTA', 'RAB38', 'RAB5A', 'B4GALT7', 'RAB4A', 'GGA1', 'RAB13', 'RILP', 'NGFR', 'PSENEN', 'TNRC6C', 'RAB1A', 'CHML', 'GGA2', 'RAB12', 'GGA3', 'YWHAE', 'PPFIA3', 'GDI1', 'MECP2', 'GDI2', 'RAB10', 'TBC1D17', 'SIRT2', 'APP', 'RAB35', 'SUN2', 'DDX3Y', 'EHD1', 'GOLGA7B', 'RAB23', 'HPS1', 'RAB3GAP1', 'RAB3A', 'RAB22A', 'PTP4A2', 'RAB3IL1']
266	GO:MF	GO:0005085	guanyl-nucleotide exchange factor activity	0.0106805381616786	True	"""Stimulates the exchange of GDP to GTP on a signaling GTPase, changing its conformation to its active form. Guanine nucleotide exchange factors (GEFs) act by stimulating the release of guanosine diphosphate (GDP) to allow binding of guanosine triphosphate (GTP), which is more abundant in the cell under normal cellular physiological conditions."" [GOC:kd, GOC:mah, PMID:23303910, PMID:27218782]"	232	96	8	20195	0.0833333333333333	0.0344827586206896	query_1	['GO:0030695', 'GO:0140677', 'GO:0140678']	['HPS4', 'RIN3', 'RABGEF1', 'RAB3IP', 'RAB3GAP2', 'HPS1', 'RAB3GAP1', 'RAB3IL1']
267	GO:BP	GO:1903020	positive regulation of glycoprotein metabolic process	0.0107809017812438	True	"""Any process that activates or increases the frequency, rate or extent of glycoprotein metabolic process."" [GO_REF:0000058, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:23544079]"	25	95	4	21110	0.0421052631578947	0.16	query_1	['GO:0009100', 'GO:0051247', 'GO:1903018']	['RAB1B', 'PAWR', 'NCSTN', 'RAB1A']
268	TF	TF:M09723	Factor: BTEB1; motif: GGGGGCGGGGCNGSGGGNGS	0.0110886020456231	True	Factor: BTEB1; motif: GGGGGCGGGGCNGSGGGNGS	10417	98	73	20011	0.7448979591836735	0.0070077757511759	query_1	['TF:M00000']	['RAB14', 'RAB34', 'GPAM', 'RBSN', 'RAB1B', 'SORT1', 'ANKLE2', 'RUFY1', 'EEA1', 'PAWR', 'OPTN', 'RAB39A', 'MICALL1', 'MTDH', 'RAB8A', 'PSEN1', 'AS3MT', 'TMEM102', 'RAB31', 'APH1B', 'OSBPL1A', 'RAB8B', 'SALL2', 'RABEP1', 'VPS45', 'DTD2', 'RAB32', 'RAB5B', 'RIN3', 'RABGEF1', 'RAB3IP', 'SCML1', 'HMMR', 'RAB5C', 'RABGGTA', 'RAB38', 'RAB5A', 'B4GALT7', 'RAB4A', 'GGA1', 'RAB13', 'RILP', 'NGFR', 'TNRC6C', 'RAB1A', 'CHML', 'GGA2', 'RAB3GAP2', 'SALL1', 'RAB12', 'GGA3', 'YWHAE', 'PPFIA3', 'EHD2', 'GDI1', 'MECP2', 'APH1A', 'NGF', 'GDI2', 'TBC1D17', 'APP', 'RAB35', 'SUN2', 'DDX3Y', 'EHD1', 'GOLGA7B', 'RAB23', 'HPS1', 'RAB3GAP1', 'RAB3A', 'RAB22A', 'PTP4A2', 'RAB3IL1']
269	GO:CC	GO:0005783	endoplasmic reticulum	0.0112284332121752	True	"""The irregular network of unit membranes, visible only by electron microscopy, that occurs in the cytoplasm of many eukaryotic cells. The membranes form a complex meshwork of tubular channels, which are often expanded into slitlike cavities called cisternae. The ER takes two forms, rough (or granular), with ribosomes adhering to the outer surface, and smooth (with no ribosomes attached)."" [ISBN:0198506732]"	2059	94	22	22122	0.2340425531914893	0.0106847984458474	query_1	['GO:0005737', 'GO:0012505', 'GO:0043231']	['RAB14', 'RAB1B', 'SORT1', 'ANKLE2', 'MTDH', 'PSEN1', 'HTT', 'APH1B', 'BACE1', 'RAB32', 'NCSTN', 'RAB38', 'PSENEN', 'RAB1A', 'NAT8', 'RAB3GAP2', 'APH1A', 'RAB10', 'RAB18', 'APP', 'RAB3GAP1', 'RAB6A']
270	GO:CC	GO:0005770	late endosome	0.0113206989946573	True	"""A prelysosomal endocytic organelle differentiated from early endosomes by lower lumenal pH and different protein composition. Late endosomes are more spherical than early endosomes and are mostly juxtanuclear, being concentrated near the microtubule organizing center."" [NIF_Subcellular:nlx_subcell_20090702, PMID:11964142, PMID:2557062]"	298	94	8	22122	0.0851063829787234	0.0268456375838926	query_1	['GO:0005768']	['RAB14', 'RAB7A', 'MICALL1', 'HTT', 'OSBPL1A', 'BACE1', 'RILP', 'RAB22A']
271	TF	TF:M07277	Factor: BTEB2; motif: RGGGNGKGGN	0.0117459927644815	True	Factor: BTEB2; motif: RGGGNGKGGN	8719	98	65	20011	0.6632653061224489	0.0074549833696524	query_1	['TF:M00000']	['RAB14', 'RAB34', 'GPAM', 'RBSN', 'RAB1B', 'ANKLE2', 'RUFY1', 'EEA1', 'PAWR', 'OPTN', 'RAB39A', 'MICALL1', 'RAB8A', 'PSEN1', 'AS3MT', 'TMEM102', 'APH1B', 'OSBPL1A', 'RAB8B', 'SALL2', 'RABEP1', 'VPS45', 'DTD2', 'RAB32', 'RAB5B', 'RIN3', 'RABGEF1', 'RAB3IP', 'SCML1', 'HMMR', 'RAB5C', 'RABGGTA', 'RAB38', 'RAB5A', 'B4GALT7', 'RAB4A', 'GGA1', 'RILP', 'NGFR', 'PSENEN', 'TNRC6C', 'RAB1A', 'CHML', 'GGA2', 'RAB12', 'GGA3', 'YWHAE', 'PPFIA3', 'GDI1', 'MECP2', 'GDI2', 'TBC1D17', 'APP', 'RAB35', 'SUN2', 'DDX3Y', 'EHD1', 'GOLGA7B', 'RAB23', 'HPS1', 'RAB3GAP1', 'RAB3A', 'RAB22A', 'PTP4A2', 'RAB3IL1']
272	REAC	REAC:R-HSA-9012852	Signaling by NOTCH3	0.0120735850041807	True	Signaling by NOTCH3	48	82	5	10790	0.0609756097560975	0.1041666666666666	query_1	['REAC:R-HSA-157118']	['PSEN1', 'APH1B', 'NCSTN', 'PSENEN', 'APH1A']
273	GO:BP	GO:0046903	secretion	0.0124007926090578	True	"""The controlled release of a substance by a cell or a tissue."" [GOC:ai]"	955	95	16	21110	0.1684210526315789	0.0167539267015706	query_1	['GO:0006810']	['RAB7A', 'RAB8A', 'PSEN1', 'RAB31', 'RAB8B', 'RABGEF1', 'RAB3IP', 'RAB5A', 'RAB13', 'RAB1A', 'PPFIA3', 'MECP2', 'RAB10', 'RAB3GAP1', 'RAB3A', 'RAB3IL1']
274	HPA	HPA:0020053	adrenal gland; glandular cells[High]	0.0131632329892869	True	adrenal gland; glandular cells[High]	2287	76	31	11006	0.4078947368421052	0.0135548753825972	query_1	['HPA:0020052']	['RAB14', 'RBSN', 'TPX2', 'RAB7A', 'RUFY1', 'PAWR', 'OPTN', 'MICALL1', 'MTDH', 'AS3MT', 'HTT', 'RAB31', 'HPS4', 'RABGGTB', 'DTD2', 'RAB32', 'RIN3', 'RABGGTA', 'RAB5A', 'PSENEN', 'SALL1', 'RAB12', 'YWHAE', 'TRIM4', 'GDI1', 'MECP2', 'APH1A', 'RAB23', 'RAB3GAP1', 'RAB22A', 'RAB6A']
275	GO:CC	GO:0005795	Golgi stack	0.013250568001925	True	"""The set of thin, flattened membrane-bounded compartments, called cisternae, that form the central portion of the Golgi complex. The stack usually comprises cis, medial, and trans cisternae; the cis- and trans-Golgi networks are not considered part of the stack."" [GOC:mah, ISBN:0815316194]"	152	94	6	22122	0.0638297872340425	0.0394736842105263	query_1	['GO:0098791']	['RAB14', 'RAB34', 'SORT1', 'B4GALT7', 'PSENEN', 'APH1A']
276	REAC	REAC:R-HSA-3928665	EPH-ephrin mediated repulsion of cells	0.0133659217082898	True	EPH-ephrin mediated repulsion of cells	49	82	5	10790	0.0609756097560975	0.1020408163265306	query_1	['REAC:R-HSA-2682334']	['PSEN1', 'APH1B', 'NCSTN', 'PSENEN', 'APH1A']
277	HPA	HPA:0050000	breast	0.0141864722123256	True	breast	7176	76	65	11006	0.8552631578947368	0.0090579710144927	query_1	['HPA:0000000']	['RAB14', 'RAB34', 'GPAM', 'RBSN', 'RAB1B', 'TPX2', 'RAB7A', 'RUFY1', 'EEA1', 'PAWR', 'OPTN', 'MICALL1', 'MTDH', 'PSEN1', 'AS3MT', 'HTT', 'RAB31', 'OSBPL1A', 'HPS4', 'RABGGTB', 'RABEP1', 'DTD2', 'RAB32', 'RAB5B', 'RIN3', 'CCDC43', 'NCSTN', 'C19orf54', 'RAB5C', 'RABGGTA', 'CHM', 'RAB5A', 'B4GALT7', 'GGA1', 'RAB13', 'EHD3', 'PSENEN', 'RAB1A', 'SHROOM3', 'CHML', 'GGA2', 'RAB3GAP2', 'SALL1', 'RAB12', 'GGA3', 'YWHAE', 'TRIM4', 'EHD2', 'GDI1', 'MECP2', 'APH1A', 'GDI2', 'RAB10', 'SIRT2', 'APP', 'RAB35', 'SUN2', 'DDX3Y', 'EHD1', 'RAB23', 'HPS1', 'ACOT13', 'RAB3GAP1', 'RAB22A', 'RAB6A']
278	TF	TF:M07615	Factor: Sp3; motif: GGGGCGGGGSNN	0.0142852076176676	True	Factor: Sp3; motif: GGGGCGGGGSNN	6985	98	56	20011	0.5714285714285714	0.0080171796707229	query_1	['TF:M00000']	['RAB14', 'RAB34', 'GPAM', 'RAB1B', 'RUFY1', 'EEA1', 'PAWR', 'OPTN', 'RAB39A', 'RAB8A', 'PSEN1', 'AS3MT', 'TMEM102', 'APH1B', 'RAB8B', 'RABEP1', 'VPS45', 'RAB32', 'RAB5B', 'RIN3', 'RABGEF1', 'RAB3IP', 'SCML1', 'RAB5C', 'RABGGTA', 'RAB38', 'RAB5A', 'B4GALT7', 'RAB4A', 'GGA1', 'RILP', 'PSENEN', 'RAB1A', 'CHML', 'GGA2', 'RAB12', 'GGA3', 'YWHAE', 'PPFIA3', 'GDI1', 'MECP2', 'GDI2', 'TBC1D17', 'APP', 'RAB35', 'SUN2', 'DDX3Y', 'EHD1', 'GOLGA7B', 'RAB23', 'HPS1', 'RAB3GAP1', 'RAB3A', 'RAB22A', 'PTP4A2', 'RAB3IL1']
279	TF	TF:M00932	Factor: Sp1; motif: NNGGGGCGGGGNN	0.0147719780211946	True	Factor: Sp1; motif: NNGGGGCGGGGNN	10705	98	74	20011	0.7551020408163265	0.0069126576366184	query_1	['TF:M00000']	['RAB14', 'RAB34', 'GPAM', 'RBSN', 'RAB1B', 'ANKLE2', 'RUFY1', 'EEA1', 'PAWR', 'OPTN', 'RAB39A', 'MICALL1', 'MTDH', 'RAB8A', 'PSEN1', 'AS3MT', 'HTT', 'TMEM102', 'APH1B', 'OSBPL1A', 'RAB8B', 'SALL2', 'RABEP1', 'VPS45', 'DTD2', 'RAB32', 'RAB5B', 'RIN3', 'TBC1D3F', 'RABGEF1', 'RAB3IP', 'SCML1', 'HMMR', 'C19orf54', 'RAB5C', 'RABGGTA', 'RAB38', 'RAB5A', 'B4GALT7', 'RAB4A', 'GGA1', 'RILP', 'NGFR', 'PSENEN', 'TNRC6C', 'RAB1A', 'CHML', 'GGA2', 'SALL1', 'RAB12', 'GGA3', 'YWHAE', 'PPFIA3', 'EHD2', 'GDI1', 'MECP2', 'GDI2', 'RAB10', 'TBC1D17', 'SIRT2', 'APP', 'RAB35', 'SUN2', 'DDX3Y', 'EHD1', 'GOLGA7B', 'RAB23', 'HPS1', 'RAB3GAP1', 'RAB3A', 'RAB22A', 'PTP4A2', 'RAB6A', 'RAB3IL1']
280	GO:CC	GO:0020016	ciliary pocket	0.0150122936377324	True	"""Invagination of the plasma membrane from which a cilium (also called flagellum) protrudes."" [GOC:cilia, GOC:mb]"	3	94	2	22122	0.0212765957446808	0.6666666666666666	query_1	['GO:0005929', 'GO:0110165']	['EHD3', 'EHD1']
281	GO:CC	GO:0020018	ciliary pocket membrane	0.0150122936377324	True	"""That part of the plasma membrane found in the ciliary pocket (also called flagellar pocket)."" [GOC:cilia, GOC:mb]"	3	94	2	22122	0.0212765957446808	0.6666666666666666	query_1	['GO:0020016', 'GO:0060170']	['EHD3', 'EHD1']
282	GO:CC	GO:0070319	Golgi to plasma membrane transport vesicle	0.0150122936377324	True	"""A transport vesicle that mediates transport from the Golgi to the plasma membrane, and fuses with the plasma membrane to release various cargo molecules, such as proteins or hormones, by exocytosis."" [GOC:kad, GOC:mah]"	3	94	2	22122	0.0212765957446808	0.6666666666666666	query_1	['GO:0070382']	['RAB3IP', 'RAB3IL1']
283	HPA	HPA:0100201	cerebral cortex; endothelial cells[≥Low]	0.0156974252152075	True	cerebral cortex; endothelial cells[≥Low]	4633	76	49	11006	0.6447368421052632	0.01057630045327	query_1	['HPA:0100000']	['RAB34', 'RBSN', 'RAB1B', 'SORT1', 'RAB7A', 'RUFY1', 'EEA1', 'PAWR', 'OPTN', 'MICALL1', 'MTDH', 'PSEN1', 'HTT', 'RAB31', 'OSBPL1A', 'HPS4', 'RABEP1', 'DTD2', 'RAB32', 'RAB5B', 'CCDC43', 'C19orf54', 'RAB5C', 'CHM', 'RAB5A', 'GGA1', 'RAB13', 'EHD3', 'PSENEN', 'RAB1A', 'GGA2', 'RAB3GAP2', 'SALL1', 'RAB12', 'YWHAE', 'TRIM4', 'EHD2', 'MECP2', 'APH1A', 'RAB10', 'RAB35', 'SUN2', 'DDX3Y', 'EHD1', 'RAB23', 'HPS1', 'RAB3GAP1', 'RAB22A', 'RAB6A']
284	GO:MF	GO:0036461	BLOC-2 complex binding	0.0159735186523985	True	"""Binding to a BLOC-2 complex, a protein complex required for the biogenesis of specialized organelles of the endosomal-lysosomal system, such as melanosomes and platelet dense granules."" [GOC:bf, GOC:PARL, PMID:22511774]"	2	96	2	20195	0.0208333333333333	1.0	query_1	['GO:0044877']	['RAB32', 'RAB38']
285	GO:MF	GO:0005093	Rab GDP-dissociation inhibitor activity	0.0159735186523985	True	"""Prevents the dissociation of GDP from the small GTPase Rab, thereby preventing GTP from binding."" [GOC:mah]"	2	96	2	20195	0.0208333333333333	1.0	query_1	['GO:0005092']	['GDI1', 'GDI2']
286	GO:BP	GO:0006605	protein targeting	0.0161116092330944	True	"""The process of targeting specific proteins to particular regions of the cell, typically membrane-bounded subcellular organelles. Usually requires an organelle specific protein sequence motif."" [GOC:ma]"	551	95	12	21110	0.1263157894736842	0.0217785843920145	query_1	['GO:0006886']	['SORT1', 'RAB7A', 'MICALL1', 'HPS4', 'RAB8B', 'RABGEF1', 'RAB3IP', 'CHM', 'GGA3', 'YWHAE', 'GDI1', 'GOLGA7B']
287	TF	TF:M04869_1	Factor: Egr-1; motif: GCGCATGCG; match class: 1	0.0166814845465325	True	Factor: Egr-1; motif: GCGCATGCG; match class: 1	10508	98	73	20011	0.7448979591836735	0.0069470879330034	query_1	['TF:M04869']	['RAB14', 'RBSN', 'RAB1B', 'SORT1', 'TPX2', 'ANKLE2', 'RUFY1', 'EEA1', 'PAWR', 'RAB39A', 'MICALL1', 'MTDH', 'RAB8A', 'PSEN1', 'AS3MT', 'HTT', 'RAB31', 'APH1B', 'HPS4', 'RAB8B', 'BACE1', 'SALL2', 'RABGGTB', 'RABEP1', 'VPS45', 'DTD2', 'RAB5B', 'RIN3', 'RABGEF1', 'RAB3IP', 'SCML1', 'HMMR', 'C19orf54', 'RAB5C', 'RABGGTA', 'RAB5A', 'B4GALT7', 'RAB4A', 'GGA1', 'NGFR', 'EHD3', 'PSENEN', 'TNRC6C', 'RAB1A', 'CHML', 'GGA2', 'RAB3GAP2', 'SALL1', 'RAB12', 'YWHAE', 'TRIM4', 'PPFIA3', 'EHD2', 'GDI1', 'MECP2', 'APH1A', 'AURKA', 'NGF', 'GDI2', 'RAB10', 'TBC1D17', 'RAB18', 'APP', 'RAB35', 'SUN2', 'DDX3Y', 'EHD1', 'RAB23', 'ACOT13', 'RAB3A', 'PTP4A2', 'RAB6A', 'RAB3IL1']
288	TF	TF:M00196	Factor: Sp1; motif: NGGGGGCGGGGYN	0.0167558104429541	True	Factor: Sp1; motif: NGGGGGCGGGGYN	10509	98	73	20011	0.7448979591836735	0.0069464268722047	query_1	['TF:M00000']	['RAB14', 'RAB34', 'GPAM', 'RBSN', 'RAB1B', 'ANKLE2', 'RUFY1', 'EEA1', 'PAWR', 'OPTN', 'RAB39A', 'MICALL1', 'MTDH', 'RAB8A', 'PSEN1', 'AS3MT', 'TMEM102', 'APH1B', 'OSBPL1A', 'HPS4', 'RAB8B', 'SALL2', 'RABEP1', 'VPS45', 'DTD2', 'RAB32', 'RAB5B', 'RIN3', 'RABGEF1', 'RAB3IP', 'SCML1', 'HMMR', 'C19orf54', 'RAB5C', 'RABGGTA', 'RAB38', 'RAB5A', 'B4GALT7', 'RAB4A', 'GGA1', 'RILP', 'NGFR', 'PSENEN', 'TNRC6C', 'RAB1A', 'CHML', 'GGA2', 'SALL1', 'RAB12', 'GGA3', 'YWHAE', 'PPFIA3', 'EHD2', 'GDI1', 'MECP2', 'GDI2', 'RAB10', 'TBC1D17', 'SIRT2', 'APP', 'RAB35', 'SUN2', 'DDX3Y', 'EHD1', 'GOLGA7B', 'RAB23', 'HPS1', 'RAB3GAP1', 'RAB3A', 'RAB22A', 'PTP4A2', 'RAB6A', 'RAB3IL1']
289	HPA	HPA:0020052	adrenal gland; glandular cells[≥Medium]	0.0168133135657049	True	adrenal gland; glandular cells[≥Medium]	6009	76	58	11006	0.7631578947368421	0.0096521883840905	query_1	['HPA:0020051']	['RAB14', 'RAB34', 'RBSN', 'RAB1B', 'TPX2', 'RAB7A', 'RUFY1', 'EEA1', 'PAWR', 'OPTN', 'MICALL1', 'MTDH', 'PSEN1', 'AS3MT', 'HTT', 'RAB31', 'OSBPL1A', 'HPS4', 'BACE1', 'RABGGTB', 'RABEP1', 'DTD2', 'RAB32', 'RAB5B', 'RIN3', 'CCDC43', 'NCSTN', 'C19orf54', 'RAB5C', 'RABGGTA', 'RAB5A', 'B4GALT7', 'GGA1', 'NGFR', 'PSENEN', 'RAB1A', 'CHML', 'GGA2', 'RAB3GAP2', 'SALL1', 'RAB12', 'GGA3', 'YWHAE', 'TRIM4', 'GDI1', 'MECP2', 'APH1A', 'GDI2', 'RAB10', 'SIRT2', 'SUN2', 'RAB23', 'HPS1', 'ACOT13', 'RAB3GAP1', 'RAB3A', 'RAB22A', 'RAB6A']
290	GO:BP	GO:0080171	lytic vacuole organization	0.0169643140224104	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a lytic vacuole."" [PMID:20729380]"	103	95	6	21110	0.0631578947368421	0.058252427184466	query_1	['GO:0007033']	['RAB14', 'RAB34', 'RAB7A', 'RAB39A', 'HPS4', 'HPS1']
