Ataxia-telangiectasia	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
451	GO:BP	GO:0031396	regulation of protein ubiquitination	0.0112312286762464	True	"""Any process that modulates the frequency, rate or extent of the addition of ubiquitin groups to a protein."" [GOC:mah]"	209	99	6	15719	0.0606060606060606	0.0287081339712918	query_1	['GO:0016567', 'GO:1903320']	['AKT1', 'FANCI', 'WDR48', 'PAXIP1', 'BRCA1', 'KDM1A']
452	GO:BP	GO:0031061	negative regulation of histone methylation	0.0112312286762464	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the covalent addition of methyl groups to histones."" [GOC:mah]"	11	99	2	15719	0.0202020202020202	0.1818181818181818	query_1	['GO:0016571', 'GO:0031060', 'GO:0031400']	['BRCA1', 'KDM1A']
453	GO:BP	GO:0034397	telomere localization	0.0112312286762464	True	"""Any process in which a telomere is transported to, and/or maintained in, a specific location."" [GOC:mah, GOC:vw]"	11	99	2	15719	0.0202020202020202	0.1818181818181818	query_1	['GO:0050000']	['MLH1', 'ATM']
448	GO:BP	GO:0090220	chromosome localization to nuclear envelope involved in homologous chromosome segregation	0.0112312286762464	True	"""The directed movement of a chromosome to the nuclear envelope that contributes to homologous chromosome segregation and precedes synapsis."" [GOC:ascb_2009, GOC:dph, GOC:tb, PMID:19913287]"	11	99	2	15719	0.0202020202020202	0.1818181818181818	query_1	['GO:0022414', 'GO:0045143', 'GO:0051303']	['MLH1', 'ATM']
454	GO:BP	GO:0043066	negative regulation of apoptotic process	0.0118151092026318	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of cell death by apoptotic process."" [GOC:jl, GOC:mtg_apoptosis]"	835	99	13	15719	0.1313131313131313	0.0155688622754491	query_1	['GO:0006915', 'GO:0042981', 'GO:0043069']	['AKT1', 'MSH2', 'LIG4', 'OGG1', 'AR', 'MRE11', 'BRCA1', 'PRKDC', 'XRCC2', 'BARD1', 'TP53', 'KDM1A', 'PALB2']
458	GO:BP	GO:0050865	regulation of cell activation	0.0118978617810635	True	"""Any process that modulates the frequency, rate or extent of cell activation, the change in the morphology or behavior of a cell resulting from exposure to an activating factor such as a cellular or soluble ligand."" [GOC:ai]"	638	99	11	15719	0.1111111111111111	0.0172413793103448	query_1	['GO:0001775', 'GO:0050794', 'GO:0051239']	['AKT1', 'MSH2', 'TP53BP1', 'XRCC6', 'PAXIP1', 'APLF', 'MLH1', 'FANCD2', 'ATM', 'PRKDC', 'KAT5']
457	GO:BP	GO:0008584	male gonad development	0.0118978617810635	True	"""The process whose specific outcome is the progression of the male gonad over time, from its formation to the mature structure."" [GOC:jid]"	145	99	5	15719	0.0505050505050505	0.0344827586206896	query_1	['GO:0008406', 'GO:0046546']	['BRIP1', 'MSH2', 'WDR48', 'AR', 'ERCC1']
455	GO:BP	GO:0016579	protein deubiquitination	0.0118978617810635	True	"""The removal of one or more ubiquitin groups from a protein."" [GOC:ai]"	145	99	5	15719	0.0505050505050505	0.0344827586206896	query_1	['GO:0070646']	['USP1', 'USP12', 'USP46', 'BRCA1', 'BARD1']
456	GO:BP	GO:0006325	chromatin organization	0.0118978617810635	True	"""The assembly or remodeling of chromatin composed of DNA complexed with histones, other associated proteins, and sometimes RNA."" [PMID:20404130]"	638	99	11	15719	0.1111111111111111	0.0172413793103448	query_1	['GO:0016043']	['HLTF', 'APLF', 'H2AX', 'POLE3', 'BRCA1', 'CDK2', 'CHRAC1', 'KAT5', 'TP53', 'KDM1A', 'RNF8']
459	GO:BP	GO:0046546	development of primary male sexual characteristics	0.0122119101892738	True	"""The process whose specific outcome is the progression of the primary male sexual characteristics over time, from their formation to the mature structures. The primary male sexual characteristics are the testes, and they develop in response to sex hormone secretion."" [GOC:ai]"	146	99	5	15719	0.0505050505050505	0.0342465753424657	query_1	['GO:0045137', 'GO:0046661']	['BRIP1', 'MSH2', 'WDR48', 'AR', 'ERCC1']
91	GO:CC	GO:0005813	centrosome	0.0126599623644367	True	"""A structure comprised of a core structure (in most organisms, a pair of centrioles) and peripheral material from which a microtubule-based structure, such as a spindle apparatus, is organized. Centrosomes occur close to the nucleus during interphase in many eukaryotic cells, though in animal cells it changes continually during the cell-division cycle."" [GOC:mah, ISBN:0198547684]"	624	100	10	16420	0.1	0.016025641025641	query_1	['GO:0005815']	['RAD51D', 'H2AX', 'BRCA2', 'PCNA', 'ATM', 'APEX1', 'CDK2', 'XRCC2', 'WRN', 'TP53']
90	GO:CC	GO:0055029	nuclear DNA-directed RNA polymerase complex	0.0126599623644367	True	"""A protein complex, located in the nucleus, that possesses DNA-directed RNA polymerase activity."" [GOC:mtg_sensu]"	111	100	4	16420	0.04	0.036036036036036	query_1	['GO:0000428', 'GO:0140513']	['POLA1', 'PRIM1', 'PRIM2', 'POLA2']
124	REAC	REAC:R-HSA-8953750	Transcriptional Regulation by E2F6	0.0128675394486625	True	Transcriptional Regulation by E2F6	34	95	3	10022	0.031578947368421	0.088235294117647	query_1	['REAC:R-HSA-212436']	['RBBP8', 'RAD51', 'BRCA1']
460	GO:BP	GO:0031023	microtubule organizing center organization	0.0129275786537943	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a microtubule organizing center, a structure from which microtubules grow."" [GOC:dph, GOC:jl, GOC:mah]"	148	99	5	15719	0.0505050505050505	0.0337837837837837	query_1	['GO:0000226', 'GO:0007017', 'GO:0016043']	['BRCA2', 'BRCA1', 'CDK2', 'XRCC2', 'XRCC3']
461	GO:BP	GO:0007420	brain development	0.0129665568729318	True	"""The process whose specific outcome is the progression of the brain over time, from its formation to the mature structure. Brain development begins with patterning events in the neural tube and ends with the mature structure that is the center of thought and emotion. The brain is responsible for the coordination and control of bodily activities and the interpretation of information from the senses (sight, hearing, smell, etc.)."" [GOC:dph, GOC:jid, GOC:tb, UBERON:0000955]"	744	99	12	15719	0.1212121212121212	0.0161290322580645	query_1	['GO:0007417', 'GO:0048513', 'GO:0060322']	['H2AX', 'BRCA2', 'RAD1', 'XRCC5', 'FANCD2', 'ATM', 'PRKDC', 'XRCC1', 'WRN', 'TP53', 'PHLPP2', 'KDM1A']
462	GO:BP	GO:0033148	positive regulation of intracellular estrogen receptor signaling pathway	0.0130981488053888	True	"""Any process that activates or increases the frequency, rate or extent of the activity of an intracellular estrogen receptor signaling pathway."" [GOC:mah]"	12	99	2	15719	0.0202020202020202	0.1666666666666666	query_1	['GO:0030520', 'GO:0033145', 'GO:0033146']	['AR', 'PARP1']
463	GO:BP	GO:0006285	base-excision repair, AP site formation	0.0130981488053888	True	"""The formation of an AP site, a deoxyribose sugar with a missing base, by DNA glycosylase which recognizes an altered base in DNA and catalyzes its hydrolytic removal. This sugar phosphate is the substrate recognized by the AP endonuclease, which cuts the DNA phosphodiester backbone at the 5' side of the altered site to leave a gap which is subsequently repaired."" [ISBN:0815316194]"	12	99	2	15719	0.0202020202020202	0.1666666666666666	query_1	['GO:0006259', 'GO:0006284']	['OGG1', 'NEIL1']
464	GO:BP	GO:0072710	response to hydroxyurea	0.0130981488053888	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a hydroxyurea stimulus."" [GOC:mah]"	12	99	2	15719	0.0202020202020202	0.1666666666666666	query_1	['GO:0010033', 'GO:1901698']	['BLM', 'RAD51']
465	GO:BP	GO:0032781	positive regulation of ATP-dependent activity	0.0130981488053888	True	"""Any process that activates or increases the rate of an ATP-dependent activity."" [GOC:mah]"	43	99	3	15719	0.0303030303030303	0.0697674418604651	query_1	['GO:0043462', 'GO:0044093']	['MSH2', 'MSH3', 'MSH6']
466	GO:BP	GO:1901992	positive regulation of mitotic cell cycle phase transition	0.0131156096572741	True	"""Any process that activates or increases the frequency, rate or extent of mitotic cell cycle phase transition."" [GOC:mtg_cell_cycle, GOC:TermGenie, PMID:22841721]"	90	99	4	15719	0.0404040404040404	0.0444444444444444	query_1	['GO:0044772', 'GO:0045931', 'GO:1901989', 'GO:1901990']	['AKT1', 'APEX1', 'RAD51C', 'RAD51B']
467	GO:BP	GO:0048608	reproductive structure development	0.0136669761889303	True	"""The reproductive developmental process whose specific outcome is the progression of somatic structures that will be used in the process of creating new individuals from one or more parents, from their formation to the mature structures."" [GOC:dph, GOC:isa_complete, GOC:jid]"	295	99	7	15719	0.0707070707070707	0.023728813559322	query_1	['GO:0003006', 'GO:0048856', 'GO:0061458']	['BRIP1', 'MSH2', 'WDR48', 'BRCA2', 'AR', 'ERCC1', 'ATM']
468	GO:BP	GO:0031952	regulation of protein autophosphorylation	0.0139033249360419	True	"""Any process that modulates the frequency, rate or extent of addition of the phosphorylation by a protein of one or more of its own residues."" [GOC:mah]"	44	99	3	15719	0.0303030303030303	0.0681818181818181	query_1	['GO:0001932', 'GO:0046777']	['NBN', 'RAD50', 'MRE11']
469	GO:BP	GO:0043069	negative regulation of programmed cell death	0.0139134182179706	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of programmed cell death, cell death resulting from activation of endogenous cellular processes."" [GOC:jl]"	854	99	13	15719	0.1313131313131313	0.0152224824355971	query_1	['GO:0012501', 'GO:0043067', 'GO:0060548']	['AKT1', 'MSH2', 'LIG4', 'OGG1', 'AR', 'MRE11', 'BRCA1', 'PRKDC', 'XRCC2', 'BARD1', 'TP53', 'KDM1A', 'PALB2']
470	GO:BP	GO:1903131	mononuclear cell differentiation	0.0139365991366313	True	"""The process in which a relatively unspecialized cell acquires the specialized features of a mononuclear cell."" [CL:0000842, GO_REF:0000086, GOC:TermGenie, PMID:24759906]"	466	99	9	15719	0.0909090909090909	0.01931330472103	query_1	['GO:0002521']	['MSH2', 'XRCC6', 'LIG4', 'NHEJ1', 'FANCD2', 'ATM', 'PRKDC', 'KAT5', 'TP53']
471	GO:BP	GO:0030183	B cell differentiation	0.0141716543319323	True	"""The process in which a precursor cell type acquires the specialized features of a B cell. A B cell is a lymphocyte of B lineage with the phenotype CD19-positive and capable of B cell mediated immunity."" [GO_REF:0000022, GOC:mah]"	152	99	5	15719	0.0505050505050505	0.0328947368421052	query_1	['GO:0030098', 'GO:0042113']	['MSH2', 'NHEJ1', 'ATM', 'PRKDC', 'TP53']
472	GO:BP	GO:0002696	positive regulation of leukocyte activation	0.0141872914857289	True	"""Any process that activates or increases the frequency, rate, or extent of leukocyte activation."" [GOC:add]"	380	99	8	15719	0.0808080808080808	0.0210526315789473	query_1	['GO:0002684', 'GO:0002694', 'GO:0045321', 'GO:0050867']	['AKT1', 'MSH2', 'TP53BP1', 'XRCC6', 'PAXIP1', 'MLH1', 'PRKDC', 'KAT5']
92	GO:CC	GO:0000428	DNA-directed RNA polymerase complex	0.0141926935867016	True	"""A protein complex that possesses DNA-directed RNA polymerase activity."" [GOC:krc]"	115	100	4	16420	0.04	0.0347826086956521	query_1	['GO:0030880']	['POLA1', 'PRIM1', 'PRIM2', 'POLA2']
473	GO:BP	GO:0061458	reproductive system development	0.014544009028227	True	"""The progression of the reproductive system over time from its formation to the mature structure. The reproductive system consists of the organs that function in reproduction."" [GOC:dph]"	299	99	7	15719	0.0707070707070707	0.0234113712374581	query_1	['GO:0048731']	['BRIP1', 'MSH2', 'WDR48', 'BRCA2', 'AR', 'ERCC1', 'ATM']
474	GO:BP	GO:0033145	positive regulation of intracellular steroid hormone receptor signaling pathway	0.0150675628966196	True	"""Any process that activates or increases the frequency, rate or extent of the activity of any intracellular steroid hormone receptor signaling pathway."" [GOC:mah]"	13	99	2	15719	0.0202020202020202	0.1538461538461538	query_1	['GO:0009967', 'GO:0030518', 'GO:0033143']	['AR', 'PARP1']
475	GO:BP	GO:0002327	immature B cell differentiation	0.0150675628966196	True	"""The process in which a precursor cell type acquires the specialized features of an immature B cell."" [GOC:jal, ISBN:0781735149, PMID:16551251]"	13	99	2	15719	0.0202020202020202	0.1538461538461538	query_1	['GO:0030183']	['ATM', 'PRKDC']
97	GO:CC	GO:0070421	DNA ligase III-XRCC1 complex	0.0151945767049292	True	"""A protein complex that contains DNA ligase III and XRCC1, and is involved in base excision repair."" [PMID:15141024, PMID:7760816]"	1	100	1	16420	0.01	1.0	query_1	['GO:0140513', 'GO:1902494']	['LIG3']
96	GO:CC	GO:0044796	DNA polymerase processivity factor complex	0.0151945767049292	True	"""A protein complex which is capable of increasing the processivity of nucleotide polymerization by DNA polymerase as a part of DNA replication."" [GOC:bhm, GOC:jl]"	1	100	1	16420	0.01	1.0	query_1	['GO:0150005']	['PCNA']
95	GO:CC	GO:0043626	PCNA complex	0.0151945767049292	True	"""A protein complex composed of three identical PCNA monomers, each comprising two similar domains, which are joined in a head-to-tail arrangement to form a homotrimer. Forms a ring-like structure in solution, with a central hole sufficiently large to accommodate the double helix of DNA. Originally characterized as a DNA sliding clamp for replicative DNA polymerases and as an essential component of the replisome, and has also been shown to be involved in other processes including Okazaki fragment processing, DNA repair, translesion DNA synthesis, DNA methylation, chromatin remodeling and cell cycle regulation."" [GOC:jl, PMID:12829735]"	1	100	1	16420	0.01	1.0	query_1	['GO:0044796', 'GO:0140513']	['PCNA']
93	GO:CC	GO:0033593	BRCA2-MAGE-D1 complex	0.0151945767049292	True	"""A heterodimeric protein complex formed of BRCA2 and MAGE-D1; may mediate the synergistic activities of the two proteins in regulating cell growth."" [PMID:15930293]"	1	100	1	16420	0.01	1.0	query_1	['GO:0140535']	['BRCA2']
94	GO:CC	GO:0030880	RNA polymerase complex	0.0151945767049292	True	"""Any complex that possesses RNA polymerase activity; generally comprises a catalytic subunit and one or more additional subunits."" [GOC:mah]"	118	100	4	16420	0.04	0.0338983050847457	query_1	['GO:0061695', 'GO:0140535']	['POLA1', 'PRIM1', 'PRIM2', 'POLA2']
98	GO:CC	GO:0005715	late recombination nodule	0.0151945767049292	True	"""An electron dense structure that is associated with meiotic chromosomes in pachytene during meiosis I."" [GOC:elh]"	1	100	1	16420	0.01	1.0	query_1	['GO:0005713']	['MLH1']
476	GO:BP	GO:0009987	cellular process	0.015313930572788	True	"""Any process that is carried out at the cellular level, but not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."" [GOC:go_curators, GOC:isa_complete]"	14494	99	98	15719	0.98989898989899	0.0067614185180074	query_1	['GO:0008150']	['RBBP8', 'HUS1', 'RPA4', 'BRIP1', 'AKT1', 'RAD9B', 'XPA', 'NBN', 'MUS81', 'MSH2', 'USP1', 'TP53BP1', 'POLD3', 'RAD50', 'FANCI', 'RAD52', 'RAD51AP1', 'LIG3', 'XRCC6', 'HLTF', 'WDR48', 'RAD51D', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'FEN1', 'TDP1', 'POLD4', 'H2AX', 'RPA2', 'MSH3', 'MDC1', 'OGG1', 'LIG1', 'POLE4', 'BRCA2', 'POLA1', 'PHLPP1', 'PRIM1', 'RAD1', 'PCNA', 'ATR', 'RPA3', 'AR', 'PMS2', 'PARP1', 'XRCC4', 'ERCC1', 'XRCC5', 'NHEJ1', 'RPA1', 'APTX', 'ERCC4', 'ATRIP', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'POLE3', 'MRE11', 'RAD51', 'TOP3A', 'APEX1', 'PRIM2', 'HUS1B', 'EXO1', 'USP46', 'BRCA1', 'CDK2', 'PRKDC', 'CHRAC1', 'POLA2', 'XRCC1', 'XRCC2', 'KAT5', 'POLD1', 'POLB', 'BARD1', 'WRN', 'XRCC3', 'SLX4', 'RAD51C', 'RMI2', 'NDUFAF5', 'POLE2', 'RMI1', 'TP53', 'PHLPP2', 'PNKP', 'NEIL1', 'RAD51B', 'KDM1A', 'POLE', 'POLD2', 'RNF8', 'PALB2', 'MSH6']
477	GO:BP	GO:0002376	immune system process	0.0157143685281699	True	"""Any process involved in the development or functioning of the immune system, an organismal system for calibrated responses to potential internal or invasive threats."" [GO_REF:0000022, GOC:add]"	2394	99	26	15719	0.2626262626262626	0.010860484544695	query_1	['GO:0008150']	['AKT1', 'NBN', 'MSH2', 'TP53BP1', 'XRCC6', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'MSH3', 'PHLPP1', 'PMS2', 'PARP1', 'XRCC4', 'ERCC1', 'XRCC5', 'NHEJ1', 'FANCD2', 'ATM', 'EXO1', 'PRKDC', 'KAT5', 'POLB', 'TP53', 'RNF8', 'MSH6']
478	GO:BP	GO:1901699	cellular response to nitrogen compound	0.0160574679606037	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a nitrogen compound stimulus."" [GOC:pr, GOC:TermGenie]"	667	99	11	15719	0.1111111111111111	0.0164917541229385	query_1	['GO:0070887', 'GO:1901698']	['BRIP1', 'AKT1', 'PARP1', 'BLM', 'RAD51', 'APEX1', 'BRCA1', 'CDK2', 'PRKDC', 'TP53', 'KDM1A']
479	GO:BP	GO:0065007	biological regulation	0.0161264770149848	True	"""Any process that modulates a measurable attribute of any biological process, quality or function."" [GOC:dph, GOC:isa_complete, GOC:mah, GOC:pr, GOC:vw]"	10874	99	81	15719	0.8181818181818182	0.0074489608239838	query_1	['GO:0008150']	['RBBP8', 'HUS1', 'RPA4', 'BRIP1', 'AKT1', 'RAD9B', 'NBN', 'MUS81', 'MSH2', 'USP1', 'TP53BP1', 'RAD50', 'FANCI', 'RAD52', 'RAD51AP1', 'LIG3', 'XRCC6', 'HLTF', 'WDR48', 'RAD51D', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'FEN1', 'POLD4', 'H2AX', 'RPA2', 'MSH3', 'MDC1', 'OGG1', 'BRCA2', 'POLA1', 'PHLPP1', 'RAD1', 'PCNA', 'ATR', 'RPA3', 'AR', 'PARP1', 'XRCC4', 'ERCC1', 'XRCC5', 'NHEJ1', 'APTX', 'ERCC4', 'ATRIP', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'POLE3', 'MRE11', 'RAD51', 'APEX1', 'PRIM2', 'HUS1B', 'USP46', 'BRCA1', 'CDK2', 'PRKDC', 'CHRAC1', 'XRCC1', 'XRCC2', 'KAT5', 'POLB', 'BARD1', 'WRN', 'XRCC3', 'SLX4', 'RAD51C', 'RMI2', 'TP53', 'PHLPP2', 'PNKP', 'NEIL1', 'RAD51B', 'KDM1A', 'RNF8', 'PALB2', 'MSH6']
125	REAC	REAC:R-HSA-5688426	Deubiquitination	0.0163308840331059	True	Deubiquitination	281	95	8	10022	0.0842105263157894	0.0284697508896797	query_1	['REAC:R-HSA-597592']	['WDR48', 'WDR20', 'USP12', 'AR', 'BRCA1', 'POLB', 'BARD1', 'TP53']
480	GO:BP	GO:0062014	negative regulation of small molecule metabolic process	0.0166300066274011	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of a small molecule metabolic process."" [GOC:vw]"	97	99	4	15719	0.0404040404040404	0.0412371134020618	query_1	['GO:0009892', 'GO:0044281', 'GO:0062012']	['AKT1', 'PARP1', 'BRCA1', 'TP53']
481	GO:BP	GO:0097306	cellular response to alcohol	0.0166300066274011	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an alcohol stimulus."" [GOC:pr]"	97	99	4	15719	0.0404040404040404	0.0412371134020618	query_1	['GO:0071310', 'GO:0097305', 'GO:1901701']	['AKT1', 'BLM', 'RAD51', 'BRCA1']
482	GO:BP	GO:0050871	positive regulation of B cell activation	0.0166300066274011	True	"""Any process that activates or increases the frequency, rate or extent of B cell activation."" [GOC:ai]"	97	99	4	15719	0.0404040404040404	0.0412371134020618	query_1	['GO:0042113', 'GO:0050864', 'GO:0051251']	['MSH2', 'TP53BP1', 'PAXIP1', 'MLH1']
483	GO:BP	GO:0046777	protein autophosphorylation	0.0168263535451563	True	"""The phosphorylation by a protein of one or more of its own amino acid residues (cis-autophosphorylation), or residues on an identical protein (trans-autophosphorylation)."" [ISBN:0198506732]"	230	99	6	15719	0.0606060606060606	0.0260869565217391	query_1	['GO:0006468']	['AKT1', 'NBN', 'RAD50', 'ATR', 'ATM', 'MRE11']
487	GO:BP	GO:1901214	regulation of neuron death	0.0170433620639695	True	"""Any process that modulates the frequency, rate or extent of neuron death."" [GOC:rph, GOC:TermGenie]"	309	99	7	15719	0.0707070707070707	0.0226537216828478	query_1	['GO:0010941', 'GO:0070997']	['AKT1', 'MSH2', 'LIG4', 'PARP1', 'ATM', 'XRCC2', 'TP53']
488	GO:BP	GO:0051570	regulation of histone H3-K9 methylation	0.0170433620639695	True	"""Any process that modulates the frequency, rate or extent of the covalent addition of a methyl group to the lysine at position 9 of histone H3."" [GOC:ai]"	14	99	2	15719	0.0202020202020202	0.1428571428571428	query_1	['GO:0031060', 'GO:0051567']	['BRCA1', 'KDM1A']
485	GO:BP	GO:0048477	oogenesis	0.0170433620639695	True	"""The complete process of formation and maturation of an ovum or female gamete from a primordial female germ cell. Examples of this process are found in Mus musculus and Drosophila melanogaster."" [GOC:kmv, GOC:mtg_sensu, GOC:pr]"	98	99	4	15719	0.0404040404040404	0.0408163265306122	query_1	['GO:0007281', 'GO:0007292']	['MLH1', 'BRCA2', 'ERCC1', 'ATM']
486	GO:BP	GO:0001833	inner cell mass cell proliferation	0.0170433620639695	True	"""The proliferation of cells in the inner cell mass."" [GOC:dph, GOC:isa_complete, ISBN:0124020607, ISBN:0198542771]"	14	99	2	15719	0.0202020202020202	0.1428571428571428	query_1	['GO:0001832', 'GO:0008283']	['BRCA2', 'PALB2']
484	GO:BP	GO:2001034	positive regulation of double-strand break repair via nonhomologous end joining	0.0170433620639695	True	"""Any process that activates or increases the frequency, rate or extent of double-strand break repair via nonhomologous end joining."" [GOC:obol]"	14	99	2	15719	0.0202020202020202	0.1428571428571428	query_1	['GO:0006303', 'GO:2000781', 'GO:2001032']	['PRKDC', 'PNKP']
489	GO:BP	GO:0050867	positive regulation of cell activation	0.0170725423230371	True	"""Any process that activates or increases the frequency, rate or extent of activation."" [GOC:ai]"	394	99	8	15719	0.0808080808080808	0.0203045685279187	query_1	['GO:0001775', 'GO:0048522', 'GO:0050865', 'GO:0051240']	['AKT1', 'MSH2', 'TP53BP1', 'XRCC6', 'PAXIP1', 'MLH1', 'PRKDC', 'KAT5']
490	GO:BP	GO:0034504	protein localization to nucleus	0.0171422869825082	True	"""A process in which a protein transports or maintains the localization of another protein to the nucleus."" [GOC:ecd]"	310	99	7	15719	0.0707070707070707	0.0225806451612903	query_1	['GO:0033365']	['AKT1', 'XPA', 'PARP1', 'POLA2', 'BARD1', 'WRN', 'TP53']
491	GO:BP	GO:0010941	regulation of cell death	0.0174290996571074	True	"""Any process that modulates the rate or frequency of cell death. Cell death is the specific activation or halting of processes within a cell so that its vital functions markedly cease, rather than simply deteriorating gradually over time, which culminates in cell death."" [GOC:dph, GOC:tb]"	1554	99	19	15719	0.1919191919191919	0.0122265122265122	query_1	['GO:0008219', 'GO:0050794']	['AKT1', 'MSH2', 'LIG4', 'OGG1', 'PHLPP1', 'AR', 'PARP1', 'ATM', 'RAD9A', 'MRE11', 'APEX1', 'BRCA1', 'PRKDC', 'XRCC2', 'KAT5', 'BARD1', 'TP53', 'KDM1A', 'PALB2']
126	REAC	REAC:R-HSA-6803207	TP53 Regulates Transcription of Caspase Activators and Caspases	0.0175049662946308	True	TP53 Regulates Transcription of Caspase Activators and Caspases	12	95	2	10022	0.0210526315789473	0.1666666666666666	query_1	['REAC:R-HSA-5633008']	['ATM', 'TP53']
492	GO:BP	GO:0034655	nucleobase-containing compound catabolic process	0.0177652659295264	True	"""The chemical reactions and pathways resulting in the breakdown of nucleobases, nucleosides, nucleotides and nucleic acids."" [GOC:mah]"	397	99	8	15719	0.0808080808080808	0.0201511335012594	query_1	['GO:0006139', 'GO:0019439', 'GO:0044270', 'GO:0046700', 'GO:1901361']	['AKT1', 'MLH1', 'FEN1', 'OGG1', 'ATM', 'APEX1', 'POLB', 'NEIL1']
493	GO:BP	GO:0070646	protein modification by small protein removal	0.0182735064293417	True	"""A protein modification process in which one or more covalently attached groups of a small protein, such as ubiquitin or a ubiquitin-like protein, are removed from a target protein."" [GOC:mah]"	163	99	5	15719	0.0505050505050505	0.0306748466257668	query_1	['GO:0006508', 'GO:0070647']	['USP1', 'USP12', 'USP46', 'BRCA1', 'BARD1']
495	GO:BP	GO:0070647	protein modification by small protein conjugation or removal	0.018932994901564	True	"""A protein modification process in which one or more groups of a small protein, such as ubiquitin or a ubiquitin-like protein, are covalently attached to or removed from a target protein."" [GOC:mah]"	998	99	14	15719	0.1414141414141414	0.0140280561122244	query_1	['GO:0036211']	['AKT1', 'USP1', 'FANCI', 'HLTF', 'WDR48', 'PAXIP1', 'BRCA2', 'USP12', 'RAD51', 'USP46', 'BRCA1', 'BARD1', 'KDM1A', 'RNF8']
494	GO:BP	GO:0051972	regulation of telomerase activity	0.018932994901564	True	"""Any process that modulates the frequency, rate or extent of telomerase activity, the catalysis of the reaction: deoxynucleoside triphosphate + DNA(n) = diphosphate + DNA(n+1). Telomerases catalyze extension of the 3'- end of a DNA strand by one deoxynucleotide at a time using an internal RNA template that encodes the telomeric repeat sequence."" [EC:2.-.-.-, GOC:ai]"	50	99	3	15719	0.0303030303030303	0.06	query_1	['GO:0051338', 'GO:2000278']	['XRCC5', 'TP53', 'PNKP']
496	GO:BP	GO:0030174	regulation of DNA-templated DNA replication initiation	0.0192675549483383	True	"""Any process that modulates the frequency, rate or extent of initiation of DNA-dependent DNA replication; the process in which DNA becomes competent to replicate. In eukaryotes, replication competence is established in early G1 and lost during the ensuing S phase."" [GOC:mah]"	15	99	2	15719	0.0202020202020202	0.1333333333333333	query_1	['GO:0006270', 'GO:0090329']	['NBN', 'CDK2']
497	GO:BP	GO:0060322	head development	0.0197627086598735	True	"""The biological process whose specific outcome is the progression of a head from an initial condition to its mature state. The head is the anterior-most division of the body."" [GOC:dph]"	791	99	12	15719	0.1212121212121212	0.0151706700379266	query_1	['GO:0048856']	['H2AX', 'BRCA2', 'RAD1', 'XRCC5', 'FANCD2', 'ATM', 'PRKDC', 'XRCC1', 'WRN', 'TP53', 'PHLPP2', 'KDM1A']
498	GO:BP	GO:0002521	leukocyte differentiation	0.020093257396833	True	"""The process in which a relatively unspecialized hemopoietic precursor cell acquires the specialized features of a leukocyte. A leukocyte is an achromatic cell of the myeloid or lymphoid lineages capable of ameboid movement, found in blood or other tissue."" [CL:0000738, GOC:add, PMID:16551264]"	592	99	10	15719	0.101010101010101	0.0168918918918918	query_1	['GO:0030097', 'GO:0030154']	['MSH2', 'XRCC6', 'LIG4', 'PARP1', 'NHEJ1', 'FANCD2', 'ATM', 'PRKDC', 'KAT5', 'TP53']
127	REAC	REAC:R-HSA-2564830	Cytosolic iron-sulfur cluster assembly	0.0203999579771452	True	Cytosolic iron-sulfur cluster assembly	13	95	2	10022	0.0210526315789473	0.1538461538461538	query_1	['REAC:R-HSA-1430728']	['BRIP1', 'POLD1']
499	GO:BP	GO:2001242	regulation of intrinsic apoptotic signaling pathway	0.020485938744439	True	"""Any process that modulates the frequency, rate or extent of intrinsic apoptotic signaling pathway."" [GOC:mtg_apoptosis]"	168	99	5	15719	0.0505050505050505	0.0297619047619047	query_1	['GO:0097193', 'GO:1902531', 'GO:2001233']	['AKT1', 'PARP1', 'RAD9A', 'TP53', 'KDM1A']
500	GO:BP	GO:0046661	male sex differentiation	0.020485938744439	True	"""The establishment of the sex of a male organism by physical differentiation."" [GOC:bf]"	168	99	5	15719	0.0505050505050505	0.0297619047619047	query_1	['GO:0007275', 'GO:0007548']	['BRIP1', 'MSH2', 'WDR48', 'AR', 'ERCC1']
