SHORT syndrome	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
1247	GO:BP	GO:0090288	negative regulation of cellular response to growth factor stimulus	0.009684182167739	True	"""Any process that decreases the rate, frequency, or extent of a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a growth factor stimulus."" [GOC:BHF]"	95	99	4	15719	0.0404040404040404	0.0421052631578947	query_1	['GO:0048585', 'GO:0071363', 'GO:0090287']	['PIK3CB', 'SMURF2', 'SMAD7', 'SMURF1']
1248	GO:BP	GO:0006629	lipid metabolic process	0.0097007221299816	True	"""The chemical reactions and pathways involving lipids, compounds soluble in an organic solvent but not, or sparingly, in an aqueous solvent. Includes fatty acids; neutral fats, other fatty-acid esters, and soaps; long-chain (fatty) alcohols and waxes; sphingoids and other long-chain bases; glycolipids, phospholipids and sphingolipids; and carotenes, polyprenols, sterols, terpenes and other isoprenoids."" [GOC:ma]"	1304	99	17	15719	0.1717171717171717	0.0130368098159509	query_1	['GO:0044238', 'GO:0071704']	['PIK3CB', 'PIK3R2', 'SRC', 'SPP1', 'PIK3R1', 'CRK', 'PLCG2', 'PIK3CD', 'LYN', 'PIK3CA', 'PLCG1', 'PTK2B', 'PIK3R3', 'CRKL', 'PTK2', 'PTPN11', 'PDGFRA']
1249	GO:BP	GO:0055082	intracellular chemical homeostasis	0.0097546234672004	True	"""A homeostatic process involved in the maintenance of a steady state level of a chemical within a cell."" [GOC:isa_complete, GOC:jid]"	665	99	11	15719	0.1111111111111111	0.0165413533834586	query_1	['GO:0019725', 'GO:0048878']	['PIK3CB', 'PIK3R2', 'ITGB3', 'PIK3R1', 'PLCG2', 'LYN', 'TGFB1', 'PIK3CA', 'PLCG1', 'PTK2B', 'LCK']
1250	GO:BP	GO:0003013	circulatory system process	0.0099442369617469	True	"""A organ system process carried out by any of the organs or tissues of the circulatory system. The circulatory system is an organ system that moves extracellular fluids to and from tissue within a multicellular organism."" [GOC:mtg_cardio]"	570	99	10	15719	0.101010101010101	0.0175438596491228	query_1	['GO:0003008']	['VEGFB', 'SRC', 'SMAD7', 'FYN', 'DOCK4', 'PIK3CA', 'VEGFA', 'SH3GL2', 'SMAD3', 'DOCK5']
1251	GO:BP	GO:0060840	artery development	0.0100169496032197	True	"""The progression of the artery over time, from its initial formation to the mature structure. An artery is a blood vessel that carries blood away from the heart to a capillary bed."" [GOC:dph, GOC:sdb_2009, GOC:tb]"	96	99	4	15719	0.0404040404040404	0.0416666666666666	query_1	['GO:0001568']	['SMAD7', 'TGFBR2', 'VEGFA', 'TGFBR1']
1252	GO:BP	GO:2001237	negative regulation of extrinsic apoptotic signaling pathway	0.0100169496032197	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of extrinsic apoptotic signaling pathway."" [GOC:mtg_apoptosis]"	96	99	4	15719	0.0404040404040404	0.0416666666666666	query_1	['GO:0097191', 'GO:2001234', 'GO:2001236']	['ITGAV', 'SRC', 'HGF', 'TGFBR1']
1253	GO:BP	GO:2001234	negative regulation of apoptotic signaling pathway	0.0100911819967934	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of apoptotic signaling pathway."" [GOC:mtg_apoptosis]"	228	99	6	15719	0.0606060606060606	0.0263157894736842	query_1	['GO:0009968', 'GO:0043066', 'GO:0097190', 'GO:2001233']	['PIK3CB', 'ITGAV', 'SRC', 'HGF', 'CTNNB1', 'TGFBR1']
1256	GO:BP	GO:0048806	genitalia development	0.010162478364126	True	"""The process whose specific outcome is the progression of the genitalia over time, from its formation to the mature structure."" [GOC:jid]"	47	99	3	15719	0.0303030303030303	0.0638297872340425	query_1	['GO:0007548', 'GO:0048513', 'GO:0048608']	['CTNNB1', 'PTPN11', 'PDGFRA']
1255	GO:BP	GO:1901861	regulation of muscle tissue development	0.010162478364126	True	"""Any process that modulates the frequency, rate or extent of muscle tissue development."" [GOC:TermGenie, GOC:yaf, PMID:23150719]"	47	99	3	15719	0.0303030303030303	0.0638297872340425	query_1	['GO:0050793', 'GO:0060537']	['CTNNB1', 'TGFB1', 'SMAD3']
1254	GO:BP	GO:0060976	coronary vasculature development	0.010162478364126	True	"""The process whose specific outcome is the progression of the blood vessels of the heart over time, from its formation to the mature structure."" [GOC:mtg_heart]"	47	99	3	15719	0.0303030303030303	0.0638297872340425	query_1	['GO:0001568', 'GO:0007507']	['VEGFB', 'VEGFA', 'TGFBR1']
1257	GO:BP	GO:0034764	positive regulation of transmembrane transport	0.01027810454996	True	"""Any process that activates or increases the frequency, rate or extent of the directed movement of a solute from one side of a membrane to the other."" [GOC:mah]"	229	99	6	15719	0.0606060606060606	0.0262008733624454	query_1	['GO:0034762', 'GO:0048522', 'GO:0051050', 'GO:0055085']	['ITGB1', 'PIK3R1', 'PLCG2', 'PRKCI', 'PLCG1', 'PTPN11']
1258	GO:BP	GO:0030111	regulation of Wnt signaling pathway	0.0106529666892753	True	"""Any process that modulates the frequency, rate or extent of the activity of the Wnt signal transduction pathway."" [GOC:dph, GOC:mah, GOC:tb]"	309	99	7	15719	0.0707070707070707	0.0226537216828478	query_1	['GO:0009966', 'GO:0016055']	['RAPGEF1', 'SMURF2', 'SRC', 'FGFR2', 'CTNNB1', 'EGFR', 'SMAD3']
265	REAC	REAC:R-HSA-179812	GRB2 events in EGFR signaling	0.0106594771357527	True	GRB2 events in EGFR signaling	11	95	2	10022	0.0210526315789473	0.1818181818181818	query_1	['REAC:R-HSA-177929']	['SOS1', 'EGFR']
264	REAC	REAC:R-HSA-170968	Frs2-mediated activation	0.0106594771357527	True	Frs2-mediated activation	11	95	2	10022	0.0210526315789473	0.1818181818181818	query_1	['REAC:R-HSA-169893']	['RAPGEF1', 'CRKL']
262	REAC	REAC:R-HSA-1059683	Interleukin-6 signaling	0.0106594771357527	True	Interleukin-6 signaling	11	95	2	10022	0.0210526315789473	0.1818181818181818	query_1	['REAC:R-HSA-6783589']	['PTPN11', 'CBL']
263	REAC	REAC:R-HSA-983231	Factors involved in megakaryocyte development and platelet production	0.0106594771357527	True	Factors involved in megakaryocyte development and platelet production	164	95	6	10022	0.0631578947368421	0.0365853658536585	query_1	['REAC:R-HSA-109582']	['DOCK1', 'DOCK8', 'DOCK4', 'DOCK3', 'DOCK2', 'DOCK5']
1260	GO:BP	GO:0060572	morphogenesis of an epithelial bud	0.0106949518508922	True	"""The morphogenetic process in which a bud forms from an epithelial sheet. A bud is a protrusion that forms form the sheet by localized folding."" [GOC:dph]"	14	99	2	15719	0.0202020202020202	0.1428571428571428	query_1	['GO:0060571']	['FGFR2', 'CTNNB1']
1261	GO:BP	GO:0048477	oogenesis	0.0106949518508922	True	"""The complete process of formation and maturation of an ovum or female gamete from a primordial female germ cell. Examples of this process are found in Mus musculus and Drosophila melanogaster."" [GOC:kmv, GOC:mtg_sensu, GOC:pr]"	98	99	4	15719	0.0404040404040404	0.0408163265306122	query_1	['GO:0007281', 'GO:0007292']	['SRC', 'CTNNB1', 'SHB', 'PTK2B']
1262	GO:BP	GO:0061029	eyelid development in camera-type eye	0.0106949518508922	True	"""The progression of the eyelid in a camera-type eye from its formation to the mature state. The eyelid is a membranous cover that helps protect and lubricate the eye."" [GOC:dph, GOC:yaf]"	14	99	2	15719	0.0202020202020202	0.1428571428571428	query_1	['GO:0043010', 'GO:0048856']	['SOS1', 'EGFR']
1263	GO:BP	GO:0045059	positive thymic T cell selection	0.0106949518508922	True	"""The process of sparing immature T cells in the thymus which react with self-MHC protein complexes with low affinity levels from apoptotic death."" [ISBN:0781735149, PMID:12414722]"	14	99	2	15719	0.0202020202020202	0.1428571428571428	query_1	['GO:0043368', 'GO:0045061']	['ZAP70', 'DOCK2']
1259	GO:BP	GO:1903909	regulation of receptor clustering	0.0106949518508922	True	"""Any process that modulates the frequency, rate or extent of receptor clustering."" [GO_REF:0000058, GOC:als, GOC:TermGenie, PMID:23575248]"	14	99	2	15719	0.0202020202020202	0.1428571428571428	query_1	['GO:0043113', 'GO:1905475']	['TGFB1', 'CRKL']
1264	GO:BP	GO:0048538	thymus development	0.0107141806429437	True	"""The process whose specific outcome is the progression of the thymus over time, from its formation to the mature structure. The thymus is a symmetric bi-lobed organ involved primarily in the differentiation of immature to mature T cells, with unique vascular, nervous, epithelial, and lymphoid cell components."" [GOC:add, ISBN:0781735149]"	48	99	3	15719	0.0303030303030303	0.0625	query_1	['GO:0048534', 'GO:0048732']	['CTNNB1', 'CRKL', 'TGFBR1']
1265	GO:BP	GO:0046580	negative regulation of Ras protein signal transduction	0.0107141806429437	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of Ras protein signal transduction."" [GOC:bf]"	48	99	3	15719	0.0303030303030303	0.0625	query_1	['GO:0007265', 'GO:0046578', 'GO:0051058']	['MET', 'RAPGEF1', 'ITGB1']
1266	GO:BP	GO:1905952	regulation of lipid localization	0.0109637330035989	True	"""Any process that modulates the frequency, rate or extent of lipid localization."" [GO_REF:0000058, GOC:TermGenie, PMID:17564681]"	161	99	5	15719	0.0505050505050505	0.031055900621118	query_1	['GO:0010876', 'GO:0032879']	['ITGAV', 'SPP1', 'ITGB3', 'SYK', 'PTPN11']
1267	GO:BP	GO:0032760	positive regulation of tumor necrosis factor production	0.0110571949372784	True	"""Any process that activates or increases the frequency, rate or extent of tumor necrosis factor production."" [GO_REF:0000058, GOC:TermGenie, PMID:10891884, PMID:15560120]"	99	99	4	15719	0.0404040404040404	0.0404040404040404	query_1	['GO:0032640', 'GO:0032680', 'GO:1903557']	['PIK3R1', 'PLCG2', 'SYK', 'PTPN11']
1268	GO:BP	GO:0001764	neuron migration	0.0112396687613148	True	"""The characteristic movement of an immature neuron from germinal zones to specific positions where they will reside as they mature."" [CL:0000540, GOC:go_curators]"	162	99	5	15719	0.0505050505050505	0.0308641975308641	query_1	['GO:0016477', 'GO:0048699']	['CRK', 'CTNNB1', 'FYN', 'VEGFA', 'CRKL']
1269	GO:BP	GO:0061082	myeloid leukocyte cytokine production	0.0112899253693818	True	"""Any process that contributes to cytokine production by a myeloid cell."" [GOC:dph]"	49	99	3	15719	0.0303030303030303	0.0612244897959183	query_1	['GO:0002367']	['TGFB3', 'PLCG2', 'SYK']
1270	GO:BP	GO:0032768	regulation of monooxygenase activity	0.0112899253693818	True	"""Any process that modulates the activity of a monooxygenase."" [GOC:mah]"	49	99	3	15719	0.0303030303030303	0.0612244897959183	query_1	['GO:0051341']	['PIK3CB', 'EGFR', 'PTK2B']
1271	GO:BP	GO:0006968	cellular defense response	0.0112899253693818	True	"""A defense response that is mediated by cells."" [GOC:ebc]"	49	99	3	15719	0.0303030303030303	0.0612244897959183	query_1	['GO:0006952']	['ITGB1', 'ITK', 'PTK2B']
1272	GO:BP	GO:0060038	cardiac muscle cell proliferation	0.0112899253693818	True	"""The expansion of a cardiac muscle cell population by cell division."" [GOC:dph, GOC:rph, PMID:11161571]"	49	99	3	15719	0.0303030303030303	0.0612244897959183	query_1	['GO:0014855', 'GO:0055017']	['FGFR2', 'TGFBR2', 'TGFBR1']
1273	GO:BP	GO:0050982	detection of mechanical stimulus	0.0112899253693818	True	"""The series of events by which a mechanical stimulus is received and converted into a molecular signal."" [GOC:ai, GOC:dos]"	49	99	3	15719	0.0303030303030303	0.0612244897959183	query_1	['GO:0009581', 'GO:0009582', 'GO:0009612']	['CTNNB1', 'FYN', 'PTK2']
1275	GO:BP	GO:0071396	cellular response to lipid	0.011304239620162	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a lipid stimulus."" [GOC:mah]"	582	99	10	15719	0.101010101010101	0.0171821305841924	query_1	['GO:0033993', 'GO:0071310']	['SRC', 'SPP1', 'FGFR2', 'PLCG2', 'LYN', 'TGFB1', 'EGFR', 'SYK', 'PTK2B', 'TRAF6']
1274	GO:BP	GO:0071345	cellular response to cytokine stimulus	0.011304239620162	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a cytokine stimulus."" [GOC:mah]"	781	99	12	15719	0.1212121212121212	0.0153649167733674	query_1	['GO:0034097', 'GO:0071310']	['SRC', 'SMAD7', 'SOS1', 'DOCK8', 'WAS', 'LYN', 'SYK', 'PTK2B', 'TRAF6', 'CRKL', 'PTPN11', 'CBL']
266	REAC	REAC:R-HSA-8864260	Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors	0.0116570816472691	True	Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors	37	95	3	10022	0.031578947368421	0.081081081081081	query_1	['REAC:R-HSA-212436']	['EGFR', 'ERBB2', 'VEGFA']
116	GO:CC	GO:0030175	filopodium	0.0117434764666388	True	"""Thin, stiff, actin-based protrusion extended by the leading edge of a motile cell such as a crawling fibroblast or amoeba, or an axonal or dendritic growth cone, or a dendritic shaft."" [GOC:mah, GOC:pr, ISBN:0815316194]"	106	98	4	16420	0.0408163265306122	0.0377358490566037	query_1	['GO:0098858']	['ITGB1', 'ITGAV', 'SRC', 'ITGB3']
1276	GO:BP	GO:0008585	female gonad development	0.0117952264524259	True	"""The process whose specific outcome is the progression of the female gonad over time, from its formation to the mature structure."" [GOC:dph, GOC:jid, GOC:tb]"	101	99	4	15719	0.0404040404040404	0.0396039603960396	query_1	['GO:0008406', 'GO:0046545']	['SRC', 'KDR', 'VEGFA', 'PDGFRA']
1278	GO:BP	GO:0030514	negative regulation of BMP signaling pathway	0.0119094643399507	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the BMP signaling pathway."" [GOC:go_curators]"	50	99	3	15719	0.0303030303030303	0.06	query_1	['GO:0030509', 'GO:0030510', 'GO:0090101', 'GO:0090288']	['SMURF2', 'SMAD7', 'SMURF1']
1277	GO:BP	GO:2000351	regulation of endothelial cell apoptotic process	0.0119094643399507	True	"""Any process that modulates the frequency, rate or extent of endothelial cell apoptotic process."" [GOC:mah, GOC:mtg_apoptosis]"	50	99	3	15719	0.0303030303030303	0.06	query_1	['GO:0072577', 'GO:1904035']	['PRKCI', 'KDR', 'PLCG1']
1279	GO:BP	GO:0030855	epithelial cell differentiation	0.0119267045346293	True	"""The process in which a relatively unspecialized cell acquires specialized features of an epithelial cell, any of the cells making up an epithelium."" [GOC:ecd, PMID:11839751]"	685	99	11	15719	0.1111111111111111	0.0160583941605839	query_1	['GO:0030154', 'GO:0060429']	['MET', 'RAPGEF1', 'SRC', 'FGFR2', 'CTNNB1', 'TGFB1', 'KDR', 'VCL', 'VEGFA', 'SMAD3', 'F11R']
267	REAC	REAC:R-HSA-204998	Cell death signalling via NRAGE, NRIF and NADE	0.0120201246784843	True	Cell death signalling via NRAGE, NRIF and NADE	74	95	4	10022	0.0421052631578947	0.054054054054054	query_1	['REAC:R-HSA-193704']	['SOS1', 'SQSTM1', 'VAV1', 'TRAF6']
1280	GO:BP	GO:0008015	blood circulation	0.0120597763488415	True	"""The flow of blood through the body of an animal, enabling the transport of nutrients to the tissues and the removal of waste products."" [GOC:mtg_heart, ISBN:0192800825]"	493	99	9	15719	0.0909090909090909	0.0182555780933062	query_1	['GO:0003013']	['VEGFB', 'SRC', 'SMAD7', 'DOCK4', 'PIK3CA', 'VEGFA', 'SH3GL2', 'SMAD3', 'DOCK5']
1281	GO:BP	GO:0001768	establishment of T cell polarity	0.0120751614665558	True	"""The directed orientation of T cell signaling molecules and associated membrane rafts towards a chemokine gradient or a contact point with antigen presenting cell."" [GOC:mgi_curators, PMID:11244041, PMID:12615889]"	15	99	2	15719	0.0202020202020202	0.1333333333333333	query_1	['GO:0001767', 'GO:0042110']	['DOCK8', 'DOCK2']
1282	GO:BP	GO:0050930	induction of positive chemotaxis	0.0120751614665558	True	"""Any process that initiates the directed movement of a motile cell or organism towards a higher concentration in a concentration gradient of a specific chemical."" [GOC:ai]"	15	99	2	15719	0.0202020202020202	0.1333333333333333	query_1	['GO:0050927']	['VEGFB', 'VEGFA']
1283	GO:BP	GO:0051127	positive regulation of actin nucleation	0.0120751614665558	True	"""Any process that activates or increases the frequency, rate or extent of actin nucleation, the initial step in the formation of an actin filament in which actin monomers combine to form a new filament."" [GOC:ai]"	15	99	2	15719	0.0202020202020202	0.1333333333333333	query_1	['GO:0045010', 'GO:0051125', 'GO:0051495', 'GO:1902905']	['WASL', 'WAS']
1284	GO:BP	GO:0014070	response to organic cyclic compound	0.0120751614665558	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an organic cyclic compound stimulus."" [GOC:ef]"	893	99	13	15719	0.1313131313131313	0.0145576707726763	query_1	['GO:0010033']	['RAPGEF1', 'SRC', 'SPP1', 'TGFB3', 'CTNNB1', 'TGFBR2', 'LYN', 'TGFB1', 'EGFR', 'PIK3CA', 'PTK2B', 'TGFBR1', 'CBL']
1285	GO:BP	GO:0032488	Cdc42 protein signal transduction	0.0120751614665558	True	"""The series of molecular signals within the cell that are mediated by the Cdc42 protein switching to a GTP-bound active state."" [GOC:mah, PMID:18558478]"	15	99	2	15719	0.0202020202020202	0.1333333333333333	query_1	['GO:0007266']	['RHOJ', 'WAS']
1286	GO:BP	GO:0045986	negative regulation of smooth muscle contraction	0.0120751614665558	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of smooth muscle contraction."" [GOC:go_curators]"	15	99	2	15719	0.0202020202020202	0.1333333333333333	query_1	['GO:0006939', 'GO:0006940', 'GO:0045932']	['DOCK4', 'DOCK5']
1287	GO:BP	GO:0060349	bone morphogenesis	0.0121044815192159	True	"""The process in which bones are generated and organized."" [GOC:dph]"	102	99	4	15719	0.0404040404040404	0.0392156862745098	query_1	['GO:0009887', 'GO:0048705', 'GO:0060348']	['FGFR2', 'TGFB3', 'TGFBR2', 'TGFB1']
1288	GO:BP	GO:1902414	protein localization to cell junction	0.0121044815192159	True	"""A process in which a protein is transported to, or maintained in, a location within a cell junction."" [GOC:TermGenie, PMID:18332111]"	102	99	4	15719	0.0404040404040404	0.0392156862745098	query_1	['GO:0008104']	['VCL', 'ERBB2', 'PRKCZ', 'F11R']
1289	GO:BP	GO:0010950	positive regulation of endopeptidase activity	0.0122662061277414	True	"""Any process that increases the frequency, rate or extent of endopeptidase activity, the endohydrolysis of peptide bonds within proteins."" [GOC:dph, GOC:tb]"	166	99	5	15719	0.0505050505050505	0.0301204819277108	query_1	['GO:0010952', 'GO:0052548']	['FYN', 'LYN', 'SYK', 'LCK', 'SMAD3']
1291	GO:BP	GO:0060425	lung morphogenesis	0.0124409234536362	True	"""The process in which the anatomical structures of the lung are generated and organized."" [GOC:dph]"	51	99	3	15719	0.0303030303030303	0.0588235294117647	query_1	['GO:0009887', 'GO:0030324']	['FGFR2', 'CTNNB1', 'TGFBR2']
1292	GO:BP	GO:0045058	T cell selection	0.0124409234536362	True	"""The process in which T cells that express T cell receptors that are restricted by self MHC protein complexes and tolerant to self antigens are selected for further maturation."" [ISBN:0781735149, PMID:12414722]"	51	99	3	15719	0.0303030303030303	0.0588235294117647	query_1	['GO:0002376', 'GO:0030217']	['ZAP70', 'SYK', 'DOCK2']
1290	GO:BP	GO:0030834	regulation of actin filament depolymerization	0.0124409234536362	True	"""Any process that modulates the frequency, rate or extent of the disassembly of actin filaments by the removal of actin monomers from a filament."" [GOC:mah]"	51	99	3	15719	0.0303030303030303	0.0588235294117647	query_1	['GO:0008064', 'GO:0030042', 'GO:1901879']	['NCK1', 'PIK3CA', 'NCK2']
1294	GO:BP	GO:0022602	ovulation cycle process	0.0124409234536362	True	"""A process involved in the sexual cycle seen in females, often with physiologic changes in the endometrium that recur at regular intervals during the reproductive years."" [GOC:isa_complete]"	51	99	3	15719	0.0303030303030303	0.0588235294117647	query_1	['GO:0022414', 'GO:0042698', 'GO:0048511']	['SRC', 'TGFB3', 'PDGFRA']
1293	GO:BP	GO:0014009	glial cell proliferation	0.0124409234536362	True	"""The multiplication or reproduction of glial cells by cell division, resulting in the expansion of their population. Glial cells exist throughout the nervous system, and include Schwann cells, astrocytes, and oligodendrocytes among others."" [GOC:ef, ISBN:0878932585]"	51	99	3	15719	0.0303030303030303	0.0588235294117647	query_1	['GO:0008283', 'GO:0042063']	['PRKCI', 'LYN', 'PTK2B']
1295	GO:BP	GO:1903557	positive regulation of tumor necrosis factor superfamily cytokine production	0.0124659201662978	True	"""Any process that activates or increases the frequency, rate or extent of tumor necrosis factor superfamily cytokine production."" [GO_REF:0000058, GOC:TermGenie, PMID:24187568]"	103	99	4	15719	0.0404040404040404	0.0388349514563106	query_1	['GO:0001819', 'GO:0071706', 'GO:1903555']	['PIK3R1', 'PLCG2', 'SYK', 'PTPN11']
270	REAC	REAC:R-HSA-9754189	Germ layer formation at gastrulation	0.0124781768745781	True	Germ layer formation at gastrulation	12	95	2	10022	0.0210526315789473	0.1666666666666666	query_1	['REAC:R-HSA-9758941']	['CTNNB1', 'SMAD3']
269	REAC	REAC:R-HSA-9758941	Gastrulation	0.0124781768745781	True	Gastrulation	12	95	2	10022	0.0210526315789473	0.1666666666666666	query_1	['REAC:R-HSA-1266738']	['CTNNB1', 'SMAD3']
268	REAC	REAC:R-HSA-6785631	ERBB2 Regulates Cell Motility	0.0124781768745781	True	ERBB2 Regulates Cell Motility	12	95	2	10022	0.0210526315789473	0.1666666666666666	query_1	['REAC:R-HSA-1227986']	['EGFR', 'ERBB2']
117	GO:CC	GO:0031092	platelet alpha granule membrane	0.0125292435540188	True	"""The lipid bilayer surrounding the platelet alpha granule."" [GOC:mah, PMID:8467233]"	16	98	2	16420	0.0204081632653061	0.125	query_1	['GO:0030667', 'GO:0031091']	['ITGB3', 'ITGA2B']
1296	GO:BP	GO:0046661	male sex differentiation	0.0128256883135029	True	"""The establishment of the sex of a male organism by physical differentiation."" [GOC:bf]"	168	99	5	15719	0.0505050505050505	0.0297619047619047	query_1	['GO:0007275', 'GO:0007548']	['CTNNB1', 'CRKL', 'TGFBR1', 'CBL', 'PDGFRA']
1297	GO:BP	GO:2001242	regulation of intrinsic apoptotic signaling pathway	0.0128256883135029	True	"""Any process that modulates the frequency, rate or extent of intrinsic apoptotic signaling pathway."" [GOC:mtg_apoptosis]"	168	99	5	15719	0.0505050505050505	0.0297619047619047	query_1	['GO:0097193', 'GO:1902531', 'GO:2001233']	['NCK1', 'PIK3CB', 'SRC', 'LCK', 'NCK2']
1298	GO:BP	GO:0002456	T cell mediated immunity	0.0128730692754349	True	"""Any process involved in the carrying out of an immune response by a T cell."" [GO_REF:0000022, GOC:add, ISBN:0781735149]"	104	99	4	15719	0.0404040404040404	0.0384615384615384	query_1	['GO:0002449', 'GO:0002460']	['SMAD7', 'WAS', 'TRAF6', 'PRKCZ']
1299	GO:BP	GO:0060071	Wnt signaling pathway, planar cell polarity pathway	0.0130923474043256	True	"""The series of molecular signals initiated by binding of a Wnt protein to a receptor on the surface of the target cell where activated receptors signal via downstream effectors including C-Jun N-terminal kinase (JNK) to modulate cytoskeletal elements and control cell polarity."" [GOC:bf, GOC:dph, PMID:11532397]"	52	99	3	15719	0.0303030303030303	0.0576923076923076	query_1	['GO:0035567', 'GO:0090175']	['SMURF2', 'DVL2', 'SMURF1']
1300	GO:BP	GO:0046545	development of primary female sexual characteristics	0.0132987503649797	True	"""The process whose specific outcome is the progression of the primary female sexual characteristics over time, from their formation to the mature structure. The primary female sexual characteristics are the ovaries, and they develop in response to sex hormone secretion."" [GOC:ai]"	105	99	4	15719	0.0404040404040404	0.0380952380952381	query_1	['GO:0045137', 'GO:0046660']	['SRC', 'KDR', 'VEGFA', 'PDGFRA']
271	REAC	REAC:R-HSA-9006931	Signaling by Nuclear Receptors	0.0133097817029953	True	Signaling by Nuclear Receptors	288	95	8	10022	0.0842105263157894	0.0277777777777777	query_1	['REAC:R-HSA-162582']	['PIK3R2', 'SRC', 'PIK3R1', 'EGFR', 'PIK3CA', 'PIK3R3', 'PTK2', 'PRKCZ']
1301	GO:BP	GO:0009895	negative regulation of catabolic process	0.013345667695768	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways resulting in the breakdown of substances."" [GOC:go_curators]"	324	99	7	15719	0.0707070707070707	0.0216049382716049	query_1	['GO:0009056', 'GO:0009892', 'GO:0009894']	['MET', 'HGF', 'FYN', 'EGFR', 'PIK3CA', 'SMAD3', 'WDR6']
1308	GO:BP	GO:0023035	CD40 signaling pathway	0.0134954033605267	True	"""The series of molecular signals initiated by the binding of the cell surface receptor CD40 to one of its physiological ligands, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:mtg_signal, GOC:signaling, PMID:11348017]"	16	99	2	15719	0.0202020202020202	0.125	query_1	['GO:0007166']	['ITGB1', 'ITGA5']
1303	GO:BP	GO:0033631	cell-cell adhesion mediated by integrin	0.0134954033605267	True	"""The attachment of one cell to another cell via an integrin, a heterodimeric adhesion receptor formed by the non-covalent association of particular alpha and beta subunits."" [GOC:add, PMID:12213832, PMID:14754902]"	16	99	2	15719	0.0202020202020202	0.125	query_1	['GO:0033627', 'GO:0098609']	['ITGB1', 'ITGA5']
1304	GO:BP	GO:0048557	embryonic digestive tract morphogenesis	0.0134954033605267	True	"""The process in which the anatomical structures of the digestive tract are generated and organized during embryonic development. The digestive tract is the anatomical structure through which food passes and is processed."" [GOC:go_curators]"	16	99	2	15719	0.0202020202020202	0.125	query_1	['GO:0048546', 'GO:0048562', 'GO:0048566']	['FGFR2', 'PDGFRA']
1305	GO:BP	GO:0034134	toll-like receptor 2 signaling pathway	0.0134954033605267	True	"""The series of molecular signals initiated by a ligand binding to toll-like receptor 2."" [GOC:add, PMID:16551253, PMID:17328678]"	16	99	2	15719	0.0202020202020202	0.125	query_1	['GO:0140895']	['PIK3AP1', 'LYN']
1306	GO:BP	GO:0001767	establishment of lymphocyte polarity	0.0134954033605267	True	"""The directed orientation of lymphocyte signaling molecules and associated membrane rafts towards a chemokine gradient or a contact point with an appropriate activating cell."" [GOC:mgi_curators, PMID:11244041, PMID:12615889]"	16	99	2	15719	0.0202020202020202	0.125	query_1	['GO:0030010', 'GO:0046649']	['DOCK8', 'DOCK2']
1302	GO:BP	GO:1900102	negative regulation of endoplasmic reticulum unfolded protein response	0.0134954033605267	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of endoplasmic reticulum unfolded protein response."" [GOC:TermGenie]"	16	99	2	15719	0.0202020202020202	0.125	query_1	['GO:0009968', 'GO:0030968', 'GO:1900101', 'GO:1903573']	['NCK1', 'NCK2']
1309	GO:BP	GO:0043558	regulation of translational initiation in response to stress	0.0134954033605267	True	"""Any process that modulates the frequency, rate or extent of translation initiation, as a result of a stimulus indicating the organism is under stress."" [GOC:jl]"	16	99	2	15719	0.0202020202020202	0.125	query_1	['GO:0006446', 'GO:0043555']	['NCK1', 'NCK2']
1307	GO:BP	GO:0055091	phospholipid homeostasis	0.0134954033605267	True	"""Any process involved in the maintenance of an internal steady state of phospholipid within an organism or cell."" [GOC:BHF, GOC:rl]"	16	99	2	15719	0.0202020202020202	0.125	query_1	['GO:0055088']	['TGFB1', 'ITGB6']
1310	GO:BP	GO:0055021	regulation of cardiac muscle tissue growth	0.0136887778449802	True	"""Any process that modulates the frequency, rate or extent of cardiac muscle growth."" [GOC:vk]"	53	99	3	15719	0.0303030303030303	0.0566037735849056	query_1	['GO:0055017', 'GO:0060420']	['FGFR2', 'TGFBR2', 'TGFBR1']
1311	GO:BP	GO:0046324	regulation of glucose import	0.0136887778449802	True	"""Any process that modulates the frequency, rate or extent of the import of the hexose monosaccharide glucose into a cell or organelle."" [GOC:ai]"	53	99	3	15719	0.0303030303030303	0.0566037735849056	query_1	['GO:0010827', 'GO:0046323']	['PIK3R1', 'PRKCI', 'PTPN11']
