Mandibuloacral dysplasia with type B lipodystrophy	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
233	GO:BP	GO:1901576	organic substance biosynthetic process	0.0267450747635495	True	"""The chemical reactions and pathways resulting in the formation of an organic substance, any molecular entity containing carbon."" [GOC:pr, GOC:TermGenie]"	5359	99	48	15719	0.4848484848484848	0.0089568949430863	query_1	['GO:0009058', 'GO:0071704']	['CUL3', 'RXRA', 'PTCH1', 'PNPLA2', 'IHH', 'SELENOS', 'CREBBP', 'STT3B', 'PPARD', 'DAD1', 'LMO7', 'DHH', 'CDON', 'HSP90AB1', 'VCP', 'COX10', 'ZMPSTE24', 'ELOB', 'DDB1', 'UBE2J1', 'DDOST', 'CSDE1', 'RPN1', 'EGLN1', 'VHL', 'HIF1A', 'EPAS1', 'ELOC', 'RPLP2', 'NEDD8', 'SHH', 'EP300', 'ARNT', 'AHR', 'STT3A', 'CAND1', 'SELENOK', 'MAGT1', 'COPS5', 'PKHD1', 'ZFP14', 'RARA', 'RPN2', 'HSPA8', 'FABP5', 'PKD2', 'TUSC3', 'CDX1']
102	REAC	REAC:R-HSA-373080	Class B/2 (Secretin family receptors)	0.0276729534648484	True	Class B/2 (Secretin family receptors)	89	83	4	10022	0.0481927710843373	0.0449438202247191	query_1	['REAC:R-HSA-500792']	['PTCH1', 'IHH', 'DHH', 'SHH']
234	GO:BP	GO:0006810	transport	0.0285472058270889	True	"""The directed movement of substances (such as macromolecules, small molecules, ions) or cellular components (such as complexes and organelles) into, out of or within a cell, or between cells, or within a multicellular organism by means of some agent such as a transporter or a transporter complex, a pore or a motor protein."" [GOC:dos, GOC:dph, GOC:jl, GOC:mah]"	4218	99	40	15719	0.404040404040404	0.0094831673779042	query_1	['GO:0051234']	['CUL3', 'RXRA', 'PTCH1', 'SELENOS', 'SYVN1', 'PPARD', 'ARF1', 'DERL2', 'VCP', 'CYTH3', 'CYTH1', 'ARL1', 'ZMPSTE24', 'PLEKHA3', 'TAMALIN', 'CYTH2', 'OS9', 'UBE2J1', 'DERL1', 'ARFRP1', 'HSP90B1', 'ARFIP2', 'HIF1A', 'SEL1L', 'GBF1', 'SHH', 'FAF2', 'ERLEC1', 'SELENOK', 'CUL5', 'MAGT1', 'COPS5', 'RARA', 'HSPA8', 'FAM3D', 'FABP5', 'PLEKHA8', 'PKD2', 'SYS1', 'TUSC3']
70	GO:CC	GO:0035000	oligosaccharyltransferase III complex	0.0286493626803437	True	"""An oligosaccharyltransferase (OST) complex that contains the seven polypeptides found in OST complex I, plus heterotrimeric Sec61alpha-beta-gamma and the tetrameric TRAP complex. Of the three forms of mammalian OST complexes identified, the OSTIII complex has the strongest affinity for ribosomes."" [PMID:15835887]"	1	100	1	16420	0.01	1.0	query_1	['GO:0008250']	['STT3A']
69	GO:CC	GO:0034752	cytosolic aryl hydrocarbon receptor complex	0.0286493626803437	True	"""An aryl hydrocarbon receptor complex found in the cytosol, in which the ligand-binding subunit AhR is not bound to ligand; consists of AhR, two molecules of HSP90, the protein kinase c-Src, and the immunophilin XAP2/AIP."" [PMID:7598497, PMID:8937476, PMID:9447995]"	1	100	1	16420	0.01	1.0	query_1	['GO:0005829', 'GO:0034751']	['AHR']
68	GO:CC	GO:0098791	Golgi apparatus subcompartment	0.0286493626803437	True	"""A compartment that consists of a lumen and an enclosing membrane, and is part of the Golgi apparatus."" [GOC:dos]"	356	100	7	16420	0.07	0.0196629213483146	query_1	['GO:0005794', 'GO:0031984']	['ARL1', 'SCOC', 'ARFRP1', 'ARFIP2', 'GBF1', 'PLEKHA8', 'SYS1']
103	REAC	REAC:R-HSA-918233	TRAF3-dependent IRF activation pathway	0.0290266018770959	True	TRAF3-dependent IRF activation pathway	15	83	2	10022	0.0240963855421686	0.1333333333333333	query_1	['REAC:R-HSA-168928']	['CREBBP', 'EP300']
235	GO:BP	GO:0030522	intracellular receptor signaling pathway	0.0293484905569607	True	"""The series of molecular signals initiated by a ligand binding to a receptor located within a cell."" [GOC:bf, GOC:mah]"	289	99	7	15719	0.0707070707070707	0.0242214532871972	query_1	['GO:0007165']	['RXRA', 'PPARD', 'EP300', 'ARNT', 'AHR', 'RARA', 'FABP5']
104	REAC	REAC:R-HSA-9707616	Heme signaling	0.0296089628377606	True	Heme signaling	47	83	3	10022	0.036144578313253	0.0638297872340425	query_1	['REAC:R-HSA-2262752']	['RXRA', 'CREBBP', 'EP300']
105	REAC	REAC:R-HSA-168256	Immune System	0.0296954983428241	True	Immune System	1957	83	26	10022	0.3132530120481928	0.0132856412876852	query_1	['REAC:0000000']	['CUL3', 'CREBBP', 'ARF1', 'LMO7', 'HSP90AB1', 'VCP', 'ELOB', 'UBE2J1', 'RBX1', 'DDOST', 'HSP90B1', 'VHL', 'HIF1A', 'SKP1', 'ELOC', 'EP300', 'FAF2', 'CAND1', 'UBE2D2', 'RNF7', 'CUL5', 'MAGT1', 'HSPA8', 'CUL1', 'CUL2', 'FABP5']
236	GO:BP	GO:1901566	organonitrogen compound biosynthetic process	0.030004245901978	True	"""The chemical reactions and pathways resulting in the formation of organonitrogen compound."" [GOC:pr, GOC:TermGenie]"	1619	99	20	15719	0.202020202020202	0.0123533045089561	query_1	['GO:1901564', 'GO:1901576']	['STT3B', 'DAD1', 'VCP', 'COX10', 'ELOB', 'UBE2J1', 'DDOST', 'CSDE1', 'RPN1', 'HIF1A', 'ELOC', 'RPLP2', 'STT3A', 'SELENOK', 'MAGT1', 'COPS5', 'RARA', 'RPN2', 'FABP5', 'TUSC3']
237	GO:BP	GO:0051234	establishment of localization	0.030004245901978	True	"""Any process that localizes a substance or cellular component. This may occur via movement, tethering or selective degradation."" [GOC:ai, GOC:dos]"	4373	99	41	15719	0.4141414141414141	0.0093757146123942	query_1	['GO:0051179']	['CUL3', 'RXRA', 'PTCH1', 'SELENOS', 'SYVN1', 'PPARD', 'ARF1', 'DERL2', 'VCP', 'CYTH3', 'CYTH1', 'ARL1', 'ZMPSTE24', 'PLEKHA3', 'TAMALIN', 'CYTH2', 'OS9', 'UBE2J1', 'DERL1', 'ARFRP1', 'HSP90B1', 'ARFIP2', 'HIF1A', 'SEL1L', 'GBF1', 'SHH', 'FAF2', 'ERLEC1', 'SELENOK', 'CUL5', 'MAGT1', 'COPS5', 'PKHD1', 'RARA', 'HSPA8', 'FAM3D', 'FABP5', 'PLEKHA8', 'PKD2', 'SYS1', 'TUSC3']
238	GO:BP	GO:0060993	kidney morphogenesis	0.0302994685099824	True	"""Morphogenesis of a kidney. A kidney is an organ that filters the blood and excretes the end products of body metabolism in the form of urine."" [GOC:dph, GOC:mtg_kidney_jan10]"	90	99	4	15719	0.0404040404040404	0.0444444444444444	query_1	['GO:0001822', 'GO:0009887']	['PTCH1', 'ZMPSTE24', 'SHH', 'PKD2']
245	GO:BP	GO:0061635	regulation of protein complex stability	0.0302994685099824	True	"""Any process that affects the structure and integrity of a protein complex by altering the likelihood of its assembly or disassembly."" [GOC:dph]"	12	99	2	15719	0.0202020202020202	0.1666666666666666	query_1	['GO:0065008']	['SCOC', 'HSPA8']
244	GO:BP	GO:1902692	regulation of neuroblast proliferation	0.0302994685099824	True	"""Any process that modulates the frequency, rate or extent of neuroblast proliferation."" [GO_REF:0000058, GOC:PARL, GOC:rl, GOC:TermGenie, PMID:21168496]"	43	99	3	15719	0.0303030303030303	0.0697674418604651	query_1	['GO:0007405', 'GO:2000177']	['CDON', 'HIF1A', 'SHH']
243	GO:BP	GO:2001053	regulation of mesenchymal cell apoptotic process	0.0302994685099824	True	"""Any process that modulates the frequency, rate or extent of mesenchymal cell apoptotic process."" [GOC:mtg_apoptosis, GOC:obol]"	12	99	2	15719	0.0202020202020202	0.1666666666666666	query_1	['GO:0042981', 'GO:0097152']	['HIF1A', 'SHH']
242	GO:BP	GO:0010557	positive regulation of macromolecule biosynthetic process	0.0302994685099824	True	"""Any process that increases the rate, frequency or extent of the chemical reactions and pathways resulting in the formation of a macromolecule, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]"	1860	99	22	15719	0.2222222222222222	0.0118279569892473	query_1	['GO:0009059', 'GO:0009891', 'GO:0010556', 'GO:0010604']	['RXRA', 'PTCH1', 'IHH', 'CREBBP', 'PPARD', 'LMO7', 'CDON', 'HSP90AB1', 'CSDE1', 'EGLN1', 'VHL', 'HIF1A', 'EPAS1', 'SHH', 'EP300', 'ARNT', 'AHR', 'CAND1', 'COPS5', 'RARA', 'PKD2', 'CDX1']
241	GO:BP	GO:0071712	ER-associated misfolded protein catabolic process	0.0302994685099824	True	"""The chemical reactions and pathways resulting in the breakdown of misfolded proteins transported from the endoplasmic reticulum and targeted to cytoplasmic proteasomes for degradation."" [GOC:mah, GOC:vw, PMID:14607247, PMID:19520858]"	12	99	2	15719	0.0202020202020202	0.1666666666666666	query_1	['GO:0006515', 'GO:0036503', 'GO:0071218']	['VCP', 'DERL1']
240	GO:BP	GO:0051056	regulation of small GTPase mediated signal transduction	0.0302994685099824	True	"""Any process that modulates the frequency, rate or extent of small GTPase mediated signal transduction."" [GOC:go_curators]"	292	99	7	15719	0.0707070707070707	0.023972602739726	query_1	['GO:0007264', 'GO:1902531']	['CUL3', 'CYTH4', 'CDON', 'CYTH3', 'CYTH1', 'CYTH2', 'GBF1']
239	GO:BP	GO:0035264	multicellular organism growth	0.0302994685099824	True	"""The increase in size or mass of an entire multicellular organism, as opposed to cell growth."" [GOC:bf, GOC:curators, GOC:dph, GOC:tb]"	149	99	5	15719	0.0505050505050505	0.0335570469798657	query_1	['GO:0032501', 'GO:0048589']	['PTCH1', 'IHH', 'ZMPSTE24', 'EP300', 'RARA']
246	GO:BP	GO:0048193	Golgi vesicle transport	0.0308648310357373	True	"""The directed movement of substances into, out of or within the Golgi apparatus, mediated by vesicles."" [GOC:jid, ISBN:0716731363, PMID:10219233]"	294	99	7	15719	0.0707070707070707	0.0238095238095238	query_1	['GO:0016192']	['CUL3', 'VCP', 'CYTH3', 'ARL1', 'ARFRP1', 'GBF1', 'SYS1']
109	REAC	REAC:R-HSA-5684264	MAP3K8 (TPL2)-dependent MAPK1/3 activation	0.0311961191066491	True	MAP3K8 (TPL2)-dependent MAPK1/3 activation	16	83	2	10022	0.0240963855421686	0.125	query_1	['REAC:R-HSA-450294', 'REAC:R-HSA-9020702']	['SKP1', 'CUL1']
106	REAC	REAC:R-HSA-9614657	FOXO-mediated transcription of cell death genes	0.0311961191066491	True	FOXO-mediated transcription of cell death genes	16	83	2	10022	0.0240963855421686	0.125	query_1	['REAC:R-HSA-9614085']	['CREBBP', 'EP300']
107	REAC	REAC:R-HSA-204174	Regulation of pyruvate dehydrogenase (PDH) complex	0.0311961191066491	True	Regulation of pyruvate dehydrogenase (PDH) complex	16	83	2	10022	0.0240963855421686	0.125	query_1	['REAC:R-HSA-70268']	['RXRA', 'PPARD']
108	REAC	REAC:R-HSA-210744	Regulation of gene expression in late stage (branching morphogenesis) pancreatic bud precursor cells	0.0311961191066491	True	Regulation of gene expression in late stage (branching morphogenesis) pancreatic bud precursor cells	16	83	2	10022	0.0240963855421686	0.125	query_1	['REAC:R-HSA-186712']	['CREBBP', 'EP300']
247	GO:BP	GO:1903047	mitotic cell cycle process	0.0313421196701653	True	"""A process that is part of the mitotic cell cycle."" [GO_REF:0000060, GOC:mtg_cell_cycle, GOC:TermGenie]"	750	99	12	15719	0.1212121212121212	0.016	query_1	['GO:0000278', 'GO:0022402']	['CUL3', 'CUL4B', 'ARF1', 'VCP', 'ZMPSTE24', 'DDB1', 'CUL5', 'PKHD1', 'CUL1', 'CUL2', 'PKD2', 'CUL4A']
71	GO:CC	GO:1904813	ficolin-1-rich granule lumen	0.0313763756446589	True	"""Any membrane-enclosed lumen that is part of a ficolin-1-rich granule."" [GO_REF:0000064, GOC:TermGenie, PMID:23650620]"	123	100	4	16420	0.04	0.032520325203252	query_1	['GO:0070013', 'GO:0101002']	['HSP90AB1', 'VCP', 'CAND1', 'HSPA8']
248	GO:BP	GO:0019318	hexose metabolic process	0.0318958873961157	True	"""The chemical reactions and pathways involving a hexose, any monosaccharide with a chain of six carbon atoms in the molecule."" [ISBN:0198506732]"	220	99	6	15719	0.0606060606060606	0.0272727272727272	query_1	['GO:0005996']	['SELENOS', 'PPARD', 'ZMPSTE24', 'DDB1', 'EP300', 'FABP5']
249	GO:BP	GO:0032436	positive regulation of proteasomal ubiquitin-dependent protein catabolic process	0.0321050775432419	True	"""Any process that activates or increases the frequency, rate or extent of the breakdown of a protein or peptide by hydrolysis of its peptide bonds, initiated by the covalent attachment of ubiquitin, and mediated by the proteasome."" [GOC:mah]"	92	99	4	15719	0.0404040404040404	0.0434782608695652	query_1	['GO:0032434', 'GO:0043161', 'GO:1901800', 'GO:2000060']	['VCP', 'ELOB', 'ZYG11B', 'RBX1']
250	GO:BP	GO:0001657	ureteric bud development	0.0321050775432419	True	"""The process whose specific outcome is the progression of the ureteric bud over time, from its formation to the mature structure."" [GOC:go_curators]"	92	99	4	15719	0.0404040404040404	0.0434782608695652	query_1	['GO:0072164']	['PTCH1', 'SHH', 'RARA', 'PKD2']
251	GO:BP	GO:0007049	cell cycle	0.03258947520506	True	"""The progression of biochemical and morphological phases and events that occur in a cell during successive cell replication or nuclear replication events. Canonically, the cell cycle comprises the replication and segregation of genetic material followed by the division of the cell, but in endocycles or syncytial cells nuclear replication or nuclear division may not be followed by cell division."" [GOC:go_curators, GOC:mtg_cell_cycle]"	1758	99	21	15719	0.2121212121212121	0.0119453924914675	query_1	['GO:0009987']	['CUL3', 'PTCH1', 'CUL4B', 'ARF1', 'HSP90AB1', 'VCP', 'ZMPSTE24', 'DDB1', 'PRCC', 'GBF1', 'EP300', 'AHR', 'CUL5', 'COPS5', 'PKHD1', 'RARA', 'HSPA8', 'CUL1', 'CUL2', 'PKD2', 'CUL4A']
252	GO:BP	GO:1903508	positive regulation of nucleic acid-templated transcription	0.0327359493942242	True	"""Any process that activates or increases the frequency, rate or extent of nucleic acid-templated transcription."" [GO_REF:0000058, GOC:pr, GOC:TermGenie, GOC:txnOH, GOC:vw]"	1641	99	20	15719	0.202020202020202	0.012187690432663	query_1	['GO:0097659', 'GO:1902680', 'GO:1903506']	['RXRA', 'PTCH1', 'IHH', 'CREBBP', 'PPARD', 'LMO7', 'CDON', 'EGLN1', 'VHL', 'HIF1A', 'EPAS1', 'SHH', 'EP300', 'ARNT', 'AHR', 'CAND1', 'COPS5', 'RARA', 'PKD2', 'CDX1']
253	GO:BP	GO:0045893	positive regulation of DNA-templated transcription	0.0327359493942242	True	"""Any process that activates or increases the frequency, rate or extent of cellular DNA-templated transcription."" [GOC:go_curators, GOC:txnOH]"	1641	99	20	15719	0.202020202020202	0.012187690432663	query_1	['GO:0006351', 'GO:0006355', 'GO:1903508']	['RXRA', 'PTCH1', 'IHH', 'CREBBP', 'PPARD', 'LMO7', 'CDON', 'EGLN1', 'VHL', 'HIF1A', 'EPAS1', 'SHH', 'EP300', 'ARNT', 'AHR', 'CAND1', 'COPS5', 'RARA', 'PKD2', 'CDX1']
254	GO:BP	GO:0072164	mesonephric tubule development	0.0327359493942242	True	"""The progression of a mesonephric tubule over time, from its initial formation to the mature structure. A mesonephric tubule is an epithelial tube that is part of the mesonephros."" [GOC:mtg_kidney_jan10]"	93	99	4	15719	0.0404040404040404	0.043010752688172	query_1	['GO:0035295', 'GO:0072163']	['PTCH1', 'SHH', 'RARA', 'PKD2']
255	GO:BP	GO:0072163	mesonephric epithelium development	0.0327359493942242	True	"""The process whose specific outcome is the progression of an epithelium in the mesonephros over time, from its formation to the mature structure. An epithelium is a tissue that covers the internal or external surfaces of an anatomical structure."" [GOC:mtg_kidney_jan10]"	93	99	4	15719	0.0404040404040404	0.043010752688172	query_1	['GO:0001823', 'GO:0072073']	['PTCH1', 'SHH', 'RARA', 'PKD2']
256	GO:BP	GO:0033083	regulation of immature T cell proliferation	0.0336369836543092	True	"""Any process that modulates the frequency, rate or extent of immature T cell proliferation."" [GOC:add, GOC:mah]"	13	99	2	15719	0.0202020202020202	0.1538461538461538	query_1	['GO:0033079', 'GO:0042129']	['IHH', 'SHH']
257	GO:BP	GO:0033084	regulation of immature T cell proliferation in thymus	0.0336369836543092	True	"""Any process that modulates the frequency, rate or extent of immature T cell proliferation in the thymus."" [GOC:add, GOC:mah]"	13	99	2	15719	0.0202020202020202	0.1538461538461538	query_1	['GO:0033080', 'GO:0033083']	['IHH', 'SHH']
258	GO:BP	GO:0051775	response to redox state	0.0336369836543092	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating redox state. Redox state refers to the balance of oxidized versus reduced forms of electron donors and acceptors in an organelle, cell or organ; plastoquinone, glutathione (GSH/GSSG), and nicotinamide nucleotides (NAD+/NADH and NADP+/NADPH) are among the most important."" [GOC:mah, PMID:15131240, PMID:16987039]"	13	99	2	15719	0.0202020202020202	0.1538461538461538	query_1	['GO:0050896']	['SELENOS', 'RNF7']
259	GO:BP	GO:1902680	positive regulation of RNA biosynthetic process	0.0337124692170311	True	"""Any process that activates or increases the frequency, rate or extent of RNA biosynthetic process."" [GO:jl, GO_REF:0000058, GOC:TermGenie]"	1648	99	20	15719	0.202020202020202	0.012135922330097	query_1	['GO:0010557', 'GO:0031328', 'GO:0032774', 'GO:0051254', 'GO:2001141']	['RXRA', 'PTCH1', 'IHH', 'CREBBP', 'PPARD', 'LMO7', 'CDON', 'EGLN1', 'VHL', 'HIF1A', 'EPAS1', 'SHH', 'EP300', 'ARNT', 'AHR', 'CAND1', 'COPS5', 'RARA', 'PKD2', 'CDX1']
262	GO:BP	GO:1905953	negative regulation of lipid localization	0.0342066509587869	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of lipid localization."" [GO_REF:0000058, GOC:TermGenie, PMID:17564681]"	46	99	3	15719	0.0303030303030303	0.0652173913043478	query_1	['GO:0010876', 'GO:0048519', 'GO:1905952']	['PNPLA2', 'PPARD', 'SHH']
260	GO:BP	GO:0042789	mRNA transcription by RNA polymerase II	0.0342066509587869	True	"""The cellular synthesis of messenger RNA (mRNA) from a DNA template by RNA polymerase II, originating at an RNA polymerase II promoter."" [GOC:jl, ISBN:0321000382]"	46	99	3	15719	0.0303030303030303	0.0652173913043478	query_1	['GO:0006366', 'GO:0009299']	['RXRA', 'EPAS1', 'RARA']
261	GO:BP	GO:0006110	regulation of glycolytic process	0.0342066509587869	True	"""Any process that modulates the frequency, rate or extent of glycolysis."" [GOC:go_curators]"	46	99	3	15719	0.0303030303030303	0.0652173913043478	query_1	['GO:0006096', 'GO:0031323', 'GO:0043470', 'GO:0062012']	['HIF1A', 'EP300', 'ARNT']
263	GO:BP	GO:0033157	regulation of intracellular protein transport	0.0343699458112929	True	"""Any process that modulates the frequency, rate or extent of the directed movement of proteins within cells."" [GOC:mah]"	226	99	6	15719	0.0606060606060606	0.0265486725663716	query_1	['GO:0006886', 'GO:0032386', 'GO:0051223']	['DERL2', 'TAMALIN', 'OS9', 'UBE2J1', 'SHH', 'ERLEC1']
112	REAC	REAC:R-HSA-211945	Phase I - Functionalization of compounds	0.0345086642158713	True	Phase I - Functionalization of compounds	97	83	4	10022	0.0481927710843373	0.0412371134020618	query_1	['REAC:R-HSA-211859']	['RXRA', 'HSP90AB1', 'ARNT', 'AHR']
111	REAC	REAC:R-HSA-1660499	Synthesis of PIPs at the plasma membrane	0.0345086642158713	True	Synthesis of PIPs at the plasma membrane	51	83	3	10022	0.036144578313253	0.0588235294117647	query_1	['REAC:R-HSA-1483255']	['ARF1', 'PLEKHA3', 'PLEKHA8']
110	REAC	REAC:R-HSA-8876725	Protein methylation	0.0345086642158713	True	Protein methylation	17	83	2	10022	0.0240963855421686	0.1176470588235294	query_1	['REAC:R-HSA-597592']	['VCP', 'HSPA8']
265	GO:BP	GO:0030850	prostate gland development	0.0358285072671148	True	"""The process whose specific outcome is the progression of the prostate gland over time, from its formation to the mature structure. The prostate gland is a partly muscular, partly glandular body that is situated near the base of the mammalian male urethra and secretes an alkaline viscid fluid which is a major constituent of the ejaculatory fluid."" [PMID:11839751]"	47	99	3	15719	0.0303030303030303	0.0638297872340425	query_1	['GO:0001655', 'GO:0048608', 'GO:0048732']	['PTCH1', 'SHH', 'RARA']
264	GO:BP	GO:0016574	histone ubiquitination	0.0358285072671148	True	"""The modification of histones by addition of ubiquitin groups."" [GOC:ai]"	47	99	3	15719	0.0303030303030303	0.0638297872340425	query_1	['GO:0016567', 'GO:0016570']	['CUL4B', 'DDB2', 'DDB1']
266	GO:BP	GO:0010171	body morphogenesis	0.0358285072671148	True	"""The process in which the anatomical structures of the soma are generated and organized."" [GOC:ems, ISBN:0140512888]"	47	99	3	15719	0.0303030303030303	0.0638297872340425	query_1	['GO:0009653']	['IHH', 'CDON', 'EP300']
113	REAC	REAC:R-HSA-9762114	GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2	0.0360863393518299	True	GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2	52	83	3	10022	0.036144578313253	0.0576923076923076	query_1	['REAC:R-HSA-9759194']	['RBX1', 'SKP1', 'CUL1']
72	GO:CC	GO:0060170	ciliary membrane	0.0362391731231159	True	"""The portion of the plasma membrane surrounding a cilium."" [GOC:cilia, GOC:dph, GOC:rph]"	67	100	3	16420	0.03	0.044776119402985	query_1	['GO:0005929', 'GO:0031253', 'GO:0098588']	['PTCH1', 'HHIP', 'PKD2']
267	GO:BP	GO:0001823	mesonephros development	0.0364058857238492	True	"""The process whose specific outcome is the progression of the mesonephros over time, from its formation to the mature structure. In mammals, the mesonephros is the second of the three embryonic kidneys to be established and exists only transiently. In lower vertebrates such as fish and amphibia, the mesonephros will form the mature kidney."" [GOC:dph, ISBN:0124020607, ISBN:0721662544, PMID:10535314]"	97	99	4	15719	0.0404040404040404	0.0412371134020618	query_1	['GO:0001822']	['PTCH1', 'SHH', 'RARA', 'PKD2']
114	REAC	REAC:R-HSA-382551	Transport of small molecules	0.036772474066891	True	Transport of small molecules	675	83	12	10022	0.144578313253012	0.0177777777777777	query_1	['REAC:0000000']	['DERL2', 'VCP', 'OS9', 'DERL1', 'SKP1', 'SEL1L', 'NEDD8', 'ERLEC1', 'CAND1', 'MAGT1', 'CUL1', 'TUSC3']
268	GO:BP	GO:0033079	immature T cell proliferation	0.037072098583535	True	"""The expansion of an immature T cell population by cell division."" [GOC:add, ISBN:0781735149]"	14	99	2	15719	0.0202020202020202	0.1428571428571428	query_1	['GO:0042098']	['IHH', 'SHH']
272	GO:BP	GO:0030949	positive regulation of vascular endothelial growth factor receptor signaling pathway	0.037072098583535	True	"""Any process that activates or increases the frequency, rate or extent of vascular endothelial growth factor receptor signaling pathway activity."" [GOC:dgh]"	14	99	2	15719	0.0202020202020202	0.1428571428571428	query_1	['GO:0009967', 'GO:0030947', 'GO:0048010']	['HIF1A', 'ARNT']
271	GO:BP	GO:0072075	metanephric mesenchyme development	0.037072098583535	True	"""The biological process whose specific outcome is the progression of a metanephric mesenchyme from an initial condition to its mature state. This process begins with the formation of metanephric mesenchyme and ends with the mature structure. Metanephric mesenchyme is the tissue made up of loosely connected mesenchymal cells in the metanephros."" [GOC:mtg_kidney_jan10]"	14	99	2	15719	0.0202020202020202	0.1428571428571428	query_1	['GO:0001656', 'GO:0072074']	['SHH', 'PKD2']
270	GO:BP	GO:0048546	digestive tract morphogenesis	0.037072098583535	True	"""The process in which the anatomical structures of the digestive tract are generated and organized. The digestive tract is the anatomical structure through which food passes and is processed."" [GOC:dph, GOC:go_curators, PMID:12618131]"	48	99	3	15719	0.0303030303030303	0.0625	query_1	['GO:0035239', 'GO:0048565']	['IHH', 'HIF1A', 'SHH']
273	GO:BP	GO:0097152	mesenchymal cell apoptotic process	0.037072098583535	True	"""Any apoptotic process in a mesenchymal cell. A mesenchymal cell is a loosely associated cell that is part of the connective tissue in an organism. Mesenchymal cells give rise to more mature connective tissue cell types."" [CL:0000134, GOC:mtg_apoptosis, GOC:yaf, PMID:18231833]"	14	99	2	15719	0.0202020202020202	0.1428571428571428	query_1	['GO:0006915']	['HIF1A', 'SHH']
269	GO:BP	GO:0033080	immature T cell proliferation in thymus	0.037072098583535	True	"""The expansion of an immature T cell population by cell division in the thymus."" [GOC:add, ISBN:0781735149]"	14	99	2	15719	0.0202020202020202	0.1428571428571428	query_1	['GO:0033077', 'GO:0033079']	['IHH', 'SHH']
274	GO:BP	GO:0010033	response to organic substance	0.0371871545500228	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an organic substance stimulus."" [GOC:sm, PMID:23356676]"	2672	99	28	15719	0.2828282828282828	0.0104790419161676	query_1	['GO:0042221']	['CUL3', 'RXRA', 'PTCH1', 'IHH', 'SELENOS', 'SYVN1', 'STT3B', 'PPARD', 'DHH', 'DERL2', 'DNAJC10', 'HSP90AB1', 'VCP', 'OS9', 'UBE2J1', 'DERL1', 'DDOST', 'HSP90B1', 'HIF1A', 'SEL1L', 'EP300', 'AHR', 'FAF2', 'ERLEC1', 'COPS5', 'RARA', 'HSPA8', 'PKD2']
275	GO:BP	GO:1905952	regulation of lipid localization	0.0372851527342656	True	"""Any process that modulates the frequency, rate or extent of lipid localization."" [GO_REF:0000058, GOC:TermGenie, PMID:17564681]"	161	99	5	15719	0.0505050505050505	0.031055900621118	query_1	['GO:0010876', 'GO:0032879']	['RXRA', 'PTCH1', 'PNPLA2', 'PPARD', 'SHH']
276	GO:BP	GO:0007163	establishment or maintenance of cell polarity	0.0372851527342656	True	"""Any cellular process that results in the specification, formation or maintenance of anisotropic intracellular organization or cell growth patterns."" [GOC:mah]"	232	99	6	15719	0.0606060606060606	0.0258620689655172	query_1	['GO:0009987']	['HSP90AB1', 'CYTH3', 'CYTH1', 'GBF1', 'SHH', 'PKHD1']
277	GO:BP	GO:0021915	neural tube development	0.0372851527342656	True	"""The process whose specific outcome is the progression of the neural tube over time, from its formation to the mature structure. The mature structure of the neural tube exists when the tube has been segmented into the forebrain, midbrain, hindbrain and spinal cord regions. In addition neural crest has budded away from the epithelium."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid]"	161	99	5	15719	0.0505050505050505	0.031055900621118	query_1	['GO:0007399', 'GO:0035295', 'GO:0043009', 'GO:0060429']	['PTCH1', 'HIF1A', 'SHH', 'RARA', 'PKD2']
278	GO:BP	GO:0035556	intracellular signal transduction	0.0372851527342656	True	"""The process in which a signal is passed on to downstream components within the cell, which become activated themselves to further propagate the signal and finally trigger a change in the function or state of the cell."" [GOC:bf, GOC:jl, GOC:signaling, ISBN:3527303782]"	2545	99	27	15719	0.2727272727272727	0.0106090373280943	query_1	['GO:0007165']	['CUL3', 'MROH2B', 'SELENOS', 'SYVN1', 'PPARD', 'CYTH4', 'CDON', 'DNAJC10', 'HSP90AB1', 'CYTH3', 'CYTH1', 'ZMPSTE24', 'CYTH2', 'RBX1', 'ARFIP2', 'HIF1A', 'GBF1', 'SHH', 'EP300', 'AHR', 'SELENOK', 'CUL5', 'COPS5', 'PKHD1', 'CUL1', 'CUL2', 'CUL4A']
115	REAC	REAC:R-HSA-9604323	Negative regulation of NOTCH4 signaling	0.0373706205948024	True	Negative regulation of NOTCH4 signaling	53	83	3	10022	0.036144578313253	0.0566037735849056	query_1	['REAC:R-HSA-9013694']	['RBX1', 'SKP1', 'CUL1']
