Waardenburg-Shah syndrome	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
2197	REAC	REAC:R-HSA-9034793	Activated NTRK3 signals through PLCG1	0.0324386856611814	True	Activated NTRK3 signals through PLCG1	3	104	1	17376	0.0096153846153846	0.3333333333333333	query_1	['REAC:R-HSA-9034015']	['PLCG1']
2198	REAC	REAC:R-HSA-167021	PLC-gamma1 signalling	0.0324386856611814	True	PLC-gamma1 signalling	3	104	1	17376	0.0096153846153846	0.3333333333333333	query_1	['REAC:R-HSA-187037']	['PLCG1']
2199	GO:BP	GO:1901185	negative regulation of ERBB signaling pathway	0.0325840599556885	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of ERBB signaling pathway."" [GOC:BHF, GOC:TermGenie]"	31	104	2	17376	0.0192307692307692	0.064516129032258	query_1	['GO:0009968', 'GO:0038127', 'GO:1901184']	['EGFR', 'CBL']
2200	GO:BP	GO:1900225	regulation of NLRP3 inflammasome complex assembly	0.0325840599556885	True	"""Any process that modulates the frequency, rate or extent of NLRP3 inflammasome complex assembly."" [GOC:TermGenie]"	31	104	2	17376	0.0192307692307692	0.064516129032258	query_1	['GO:0043254', 'GO:0044546']	['PLCG2', 'NEK7']
2201	GO:BP	GO:0001782	B cell homeostasis	0.0325840599556885	True	"""The process of regulating the proliferation and elimination of B cells such that the total number of B cells within a whole or part of an organism is stable over time in the absence of an outside stimulus."" [GOC:add, ISBN:0781735149, PMID:12956429]"	31	104	2	17376	0.0192307692307692	0.064516129032258	query_1	['GO:0002260']	['SOS1', 'LYN']
2202	GO:BP	GO:0002313	mature B cell differentiation involved in immune response	0.0325840599556885	True	"""The process in which a naive B cell acquires the specialized features of a mature or memory B cell during an immune response."" [GOC:jal]"	31	104	2	17376	0.0192307692307692	0.064516129032258	query_1	['GO:0002312', 'GO:0002335']	['PLCG2', 'PTK2B']
2203	GO:BP	GO:0043304	regulation of mast cell degranulation	0.0325840599556885	True	"""Any process that modulates the frequency, rate, or extent of mast cell degranulation."" [ISBN:0781735149]"	31	104	2	17376	0.0192307692307692	0.064516129032258	query_1	['GO:0002886', 'GO:0033006', 'GO:0043300', 'GO:0043303']	['LYN', 'SYK']
2204	GO:BP	GO:0097421	liver regeneration	0.0325840599556885	True	"""The regrowth of lost or destroyed liver."" [GOC:gap, PMID:19447520]"	31	104	2	17376	0.0192307692307692	0.064516129032258	query_1	['GO:0001889', 'GO:0031100']	['TGFB1', 'VTN']
2205	GO:BP	GO:0032232	negative regulation of actin filament bundle assembly	0.0325840599556885	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the assembly of actin filament bundles."" [GOC:mah]"	31	104	2	17376	0.0192307692307692	0.064516129032258	query_1	['GO:0032231', 'GO:0051017', 'GO:0051494', 'GO:1902904']	['MET', 'PIK3R1']
2206	GO:BP	GO:2000243	positive regulation of reproductive process	0.0328670496660746	True	"""Any process that activates or increases the frequency, rate or extent of reproductive process."" [GOC:mah]"	86	104	3	17376	0.0288461538461538	0.0348837209302325	query_1	['GO:0022414', 'GO:0048518', 'GO:2000241']	['SRC', 'VEGFA', 'EDNRB']
2207	GO:BP	GO:0032945	negative regulation of mononuclear cell proliferation	0.0328670496660746	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of mononuclear cell proliferation."" [GOC:add]"	86	104	3	17376	0.0288461538461538	0.0348837209302325	query_1	['GO:0032943', 'GO:0032944', 'GO:0070664']	['LYN', 'TGFB1', 'ERBB2']
2208	GO:BP	GO:0036473	cell death in response to oxidative stress	0.0328670496660746	True	"""Any biological process that results in permanent cessation of all vital functions of a cell upon exposure to an oxidative stress stimulus."" [GOC:bf, GOC:PARL]"	86	104	3	17376	0.0288461538461538	0.0348837209302325	query_1	['GO:0008219', 'GO:0034599']	['MET', 'HGF', 'FYN']
2209	GO:BP	GO:0071453	cellular response to oxygen levels	0.0330814289763681	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus reflecting the presence, absence, or concentration of oxygen."" [GOC:mah]"	158	104	4	17376	0.0384615384615384	0.0253164556962025	query_1	['GO:0070482', 'GO:0070887']	['SRC', 'EDN1', 'VEGFA', 'CBL']
2210	GO:CC	GO:0032279	asymmetric synapse	0.0334484303902271	True	"""A type of synapse occurring between an axon and a dendritic spine or dendritic shaft. Asymmetric synapses, the most abundant synapse type in the central nervous system, involve axons that contain predominantly spherical vesicles and contain a thickened postsynaptic density. Most or all synapses of this type are excitatory."" [GOC:dgh, GOC:ef]"	332	104	6	17376	0.0576923076923076	0.0180722891566265	query_1	['GO:0098984']	['ITGB1', 'SRC', 'SOS1', 'FYN', 'LYN', 'PTK2B']
2211	GO:CC	GO:0045334	clathrin-coated endocytic vesicle	0.0334777147228728	True	"""A clathrin-coated, membrane-bounded intracellular vesicle formed by invagination of the plasma membrane around an extracellular substance."" [GOC:go_curators]"	86	104	3	17376	0.0288461538461538	0.0348837209302325	query_1	['GO:0030136', 'GO:0030139']	['EGFR', 'FCGR1A', 'SH3GL2']
2212	GO:BP	GO:0007389	pattern specification process	0.0336628575221521	True	"""Any developmental process that results in the creation of defined areas or spaces within an organism to which cells respond and eventually are instructed to differentiate."" [GOC:go_curators, GOC:isa_complete, ISBN:0521436125]"	433	104	7	17376	0.0673076923076923	0.0161662817551963	query_1	['GO:0007275', 'GO:0032501']	['EDNRA', 'TGFBR2', 'NRP2', 'EDN1', 'CRKL', 'TGFBR1', 'NRP1']
2213	GO:BP	GO:0035265	organ growth	0.0337438377068139	True	"""The increase in size or mass of an organ. Organs are commonly observed as visibly distinct structures, but may also exist as loosely associated clusters of cells that function together as to perform a specific function."" [GOC:bf, ISBN:0471245208, ISBN:0721662544]"	159	104	4	17376	0.0384615384615384	0.0251572327044025	query_1	['GO:0032501', 'GO:0048589']	['TGFBR2', 'EDN1', 'TGFBR1', 'PTPN11']
2214	REAC	REAC:R-HSA-8878159	Transcriptional regulation by RUNX3	0.0341457894245283	True	Transcriptional regulation by RUNX3	94	104	3	17376	0.0288461538461538	0.0319148936170212	query_1	['REAC:R-HSA-212436']	['SRC', 'SPP1', 'ITGA4']
2215	GO:BP	GO:1901031	regulation of response to reactive oxygen species	0.0342651632408956	True	"""Any process that modulates the frequency, rate or extent of response to reactive oxygen species."" [GOC:kmv, GOC:TermGenie]"	32	104	2	17376	0.0192307692307692	0.0625	query_1	['GO:0000302', 'GO:1902882']	['MET', 'HGF']
2216	GO:BP	GO:0071402	cellular response to lipoprotein particle stimulus	0.0342651632408956	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a lipoprotein particle stimulus."" [GOC:mah]"	32	104	2	17376	0.0192307692307692	0.0625	query_1	['GO:0051716']	['ITGB1', 'SYK']
2217	GO:BP	GO:0042044	fluid transport	0.0342651632408956	True	"""The directed movement of substances that are in liquid form in normal living conditions into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]"	32	104	2	17376	0.0192307692307692	0.0625	query_1	['GO:0006810']	['EDN1', 'EDNRB']
2218	GO:BP	GO:0045737	positive regulation of cyclin-dependent protein serine/threonine kinase activity	0.0342651632408956	True	"""Any process that activates or increases the frequency, rate or extent of CDK activity."" [GOC:go_curators, GOC:pr]"	32	104	2	17376	0.0192307692307692	0.0625	query_1	['GO:0000079', 'GO:0045787', 'GO:0071902', 'GO:1904031']	['SRC', 'EGFR']
2219	GO:BP	GO:0060603	mammary gland duct morphogenesis	0.0342651632408956	True	"""The process in which anatomical structures of the mammary ducts are generated and organized. Mammary ducts are epithelial tubes that transport milk."" [GOC:dph, PMID:17120154]"	32	104	2	17376	0.0192307692307692	0.0625	query_1	['GO:0060443', 'GO:0060562', 'GO:0061180']	['SRC', 'TGFB1']
2220	GO:BP	GO:0090312	positive regulation of protein deacetylation	0.0342651632408956	True	"""Any process that increases the rate, frequency, or extent of protein deacetylation, the removal of an acetyl group from a protein amino acid. An acetyl group is CH3CO-, derived from acetic [ethanoic] acid."" [GOC:ecd, PMID:20027304]"	32	104	2	17376	0.0192307692307692	0.0625	query_1	['GO:0006476', 'GO:0031401', 'GO:0090311']	['TGFB1', 'VEGFA']
2221	GO:BP	GO:0090183	regulation of kidney development	0.0342651632408956	True	"""Any process that modulates the rate, frequency or extent of kidney development. Kidney development is the process whose specific outcome is the progression of the kidney over time, from its formation to the mature structure. The kidney is an organ that filters the blood and excretes the end products of body metabolism in the form of urine."" [GOC:dph, GOC:tb, GOC:yaf]"	32	104	2	17376	0.0192307692307692	0.0625	query_1	['GO:0001822', 'GO:0050793']	['TGFB1', 'VEGFA']
2222	GO:BP	GO:0061384	heart trabecula morphogenesis	0.0342651632408956	True	"""The process of shaping a trabecula in the heart. A trabecula is a small, often microscopic, tissue element in the form of a small beam, strut or rod, which generally has a mechanical function. Trabecula are usually but not necessarily, composed of dense collagenous tissue."" [GOC:dph]"	32	104	2	17376	0.0192307692307692	0.0625	query_1	['GO:0061383']	['SOS1', 'TGFBR1']
2223	GO:BP	GO:0007517	muscle organ development	0.0342651632408956	True	"""The process whose specific outcome is the progression of the muscle over time, from its formation to the mature structure. The muscle is an organ consisting of a tissue made up of various elongated cells that are specialized to contract and thus to produce movement and mechanical work."" [GOC:jid, ISBN:0198506732]"	336	104	6	17376	0.0576923076923076	0.0178571428571428	query_1	['GO:0048513', 'GO:0061061']	['KEL', 'ITGB1', 'EDNRA', 'TGFB1', 'TGFBR1', 'XK']
2224	GO:BP	GO:0043267	negative regulation of potassium ion transport	0.0342651632408956	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the directed movement of potassium ions (K+) into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:jl]"	32	104	2	17376	0.0192307692307692	0.0625	query_1	['GO:0006813', 'GO:0043266', 'GO:0043271']	['KEL', 'PTK2B']
2225	GO:BP	GO:0048799	animal organ maturation	0.0342651632408956	True	"""A developmental process, independent of morphogenetic (shape) change, that is required for an animal organ to attain its fully functional state. An organ is a tissue or set of tissues that work together to perform a specific function or functions."" [GOC:curators]"	32	104	2	17376	0.0192307692307692	0.0625	query_1	['GO:0048513', 'GO:0071695']	['PLXNB1', 'SEMA4D']
2226	GO:BP	GO:0001975	response to amphetamine	0.0342651632408956	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an amphetamine stimulus. Amphetamines consist of a group of compounds related to alpha-methylphenethylamine."" [GOC:dph, GOC:ef]"	32	104	2	17376	0.0192307692307692	0.0625	query_1	['GO:0014075']	['EDNRA', 'EDN1']
2227	GO:BP	GO:0001892	embryonic placenta development	0.0345234817665746	True	"""The embryonically driven process whose specific outcome is the progression of the placenta over time, from its formation to the mature structure. The placenta is an organ of metabolic interchange between fetus and mother, partly of embryonic origin and partly of maternal origin."" [GOC:add, ISBN:068340007X]"	88	104	3	17376	0.0288461538461538	0.034090909090909	query_1	['GO:0001701', 'GO:0001890', 'GO:0048568']	['GRB2', 'EGFR', 'TFEB']
2228	GO:BP	GO:1902882	regulation of response to oxidative stress	0.0345234817665746	True	"""Any process that modulates the frequency, rate or extent of response to oxidative stress."" [GO_REF:0000058, GOC:kmv, GOC:TermGenie, PMID:16899554]"	88	104	3	17376	0.0288461538461538	0.034090909090909	query_1	['GO:0006979', 'GO:0080134']	['MET', 'HGF', 'FYN']
2229	GO:BP	GO:0032273	positive regulation of protein polymerization	0.0345234817665746	True	"""Any process that activates or increases the frequency, rate or extent of the process of creating protein polymers."" [GOC:mah]"	88	104	3	17376	0.0288461538461538	0.034090909090909	query_1	['GO:0031334', 'GO:0032271', 'GO:0051258']	['MET', 'GRB2', 'PTK2B']
2230	GO:BP	GO:0045638	negative regulation of myeloid cell differentiation	0.0345234817665746	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of myeloid cell differentiation."" [GOC:go_curators]"	88	104	3	17376	0.0288461538461538	0.034090909090909	query_1	['GO:0030099', 'GO:0045596', 'GO:0045637']	['PIK3R1', 'LYN', 'PTK2B']
2231	GO:BP	GO:0046620	regulation of organ growth	0.0345234817665746	True	"""Any process that modulates the frequency, rate or extent of growth of an organ of an organism."" [GOC:bf, GOC:tb]"	88	104	3	17376	0.0288461538461538	0.034090909090909	query_1	['GO:0035265', 'GO:0048638', 'GO:0051239']	['TGFBR2', 'EDN1', 'TGFBR1']
2232	GO:BP	GO:0002237	response to molecule of bacterial origin	0.0345234817665746	True	"""Any process that results in a change in state or activity of an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus by molecules of bacterial origin such as peptides derived from bacterial flagellin."" [GOC:rl, GOC:sm]"	337	104	6	17376	0.0576923076923076	0.0178041543026706	query_1	['GO:0009617', 'GO:0010033', 'GO:0043207']	['SRC', 'PLCG2', 'LYN', 'EDN1', 'EDNRB', 'VCAM1']
2233	GO:BP	GO:0031326	regulation of cellular biosynthetic process	0.0345401786896187	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of substances, carried out by individual cells."" [GOC:mah]"	3716	104	32	17376	0.3076923076923077	0.0086114101184068	query_1	['GO:0009889', 'GO:0031323', 'GO:0044249']	['MET', 'PIK3R2', 'SRC', 'SPP1', 'TGFB3', 'PIK3R1', 'MITF', 'CRK', 'HGF', 'SHC1', 'PLCG2', 'TFE3', 'SOS1', 'FYN', 'SOX10', 'NEK7', 'TGFB1', 'PLK1', 'EGFR', 'TFEB', 'POU3F1', 'SYK', 'ERBB2', 'POU3F2', 'EDN1', 'CDH1', 'PTK2B', 'VEGFA', 'EDNRB', 'TGFBR1', 'THBS1', 'SEMA4D']
2234	GO:BP	GO:0006355	regulation of DNA-templated transcription	0.0347187698394493	True	"""Any process that modulates the frequency, rate or extent of cellular DNA-templated transcription."" [GOC:go_curators, GOC:txnOH]"	3136	104	28	17376	0.2692307692307692	0.0089285714285714	query_1	['GO:0006351', 'GO:0010468', 'GO:1903506']	['MET', 'PIK3R2', 'SRC', 'SPP1', 'TGFB3', 'PIK3R1', 'MITF', 'CRK', 'HGF', 'SHC1', 'PLCG2', 'TFE3', 'SOS1', 'SOX10', 'TGFB1', 'PLK1', 'EGFR', 'TFEB', 'POU3F1', 'SYK', 'ERBB2', 'POU3F2', 'EDN1', 'CDH1', 'VEGFA', 'EDNRB', 'TGFBR1', 'SEMA4D']
2235	GO:BP	GO:1903506	regulation of nucleic acid-templated transcription	0.0349809262558662	True	"""Any process that modulates the frequency, rate or extent of nucleic acid-templated transcription."" [GO_REF:0000058, GOC:pr, GOC:TermGenie, GOC:txnOH, GOC:vw]"	3138	104	28	17376	0.2692307692307692	0.0089228808158062	query_1	['GO:0097659', 'GO:2001141']	['MET', 'PIK3R2', 'SRC', 'SPP1', 'TGFB3', 'PIK3R1', 'MITF', 'CRK', 'HGF', 'SHC1', 'PLCG2', 'TFE3', 'SOS1', 'SOX10', 'TGFB1', 'PLK1', 'EGFR', 'TFEB', 'POU3F1', 'SYK', 'ERBB2', 'POU3F2', 'EDN1', 'CDH1', 'VEGFA', 'EDNRB', 'TGFBR1', 'SEMA4D']
2236	GO:BP	GO:0031214	biomineral tissue development	0.0354518396323926	True	"""Formation of hard tissues that consist mainly of inorganic compounds, and also contain a small amounts of organic matrices that are believed to play important roles in their formation."" [PMID:15132736]"	162	104	4	17376	0.0384615384615384	0.0246913580246913	query_1	['GO:0009888', 'GO:0048513']	['SPP1', 'TGFB1', 'PTK2B', 'ITGB6']
2237	GO:BP	GO:0050000	chromosome localization	0.035474220755255	True	"""Any process in which a chromosome is transported to, or maintained in, a specific location."" [GOC:ai]"	89	104	3	17376	0.0288461538461538	0.0337078651685393	query_1	['GO:0051640']	['EML3', 'NUDC', 'EML4']
2238	GO:BP	GO:0090092	regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	0.0357119205319874	True	"""Any process that modulates the rate, frequency, or extent of the series of molecular signals generated as a consequence of a transmembrane receptor serine/threonine kinase binding to its physiological ligand."" [GOC:dph, GOC:tb]"	247	104	5	17376	0.048076923076923	0.020242914979757	query_1	['GO:0007178', 'GO:0009966']	['TGFB3', 'TGFBR2', 'TGFBR1', 'THBS1', 'ITGA3']
2239	GO:BP	GO:0098810	neurotransmitter reuptake	0.0359642397750339	True	"""The directed movement of neurotransmitter molecules from the extrasynaptic space into the presynaptic cytosol."" [GOC:dos]"	33	104	2	17376	0.0192307692307692	0.0606060606060606	query_1	['GO:0001504', 'GO:0051649']	['ITGB1', 'ITGB3']
2240	GO:BP	GO:0033006	regulation of mast cell activation involved in immune response	0.0359642397750339	True	"""Any process that modulates the frequency, rate, or extent of mast cell activation as part of an immune response."" [GOC:mah]"	33	104	2	17376	0.0192307692307692	0.0606060606060606	query_1	['GO:0002279', 'GO:0002699', 'GO:0033003', 'GO:0050776']	['LYN', 'SYK']
2241	GO:BP	GO:0060251	regulation of glial cell proliferation	0.0359642397750339	True	"""Any process that modulates the frequency, rate or extent of glial cell proliferation."" [GOC:dph, GOC:tb]"	33	104	2	17376	0.0192307692307692	0.0606060606060606	query_1	['GO:0014009', 'GO:0042127']	['SOX10', 'LYN']
2242	GO:BP	GO:0090169	regulation of spindle assembly	0.0359642397750339	True	"""Any process that modulates the rate, frequency or extent of spindle assembly. Spindle assembly is the aggregation, arrangement and bonding together of a set of components to form the spindle, the array of microtubules and associated molecules that serves to move duplicated chromosomes apart."" [GOC:ascb_2009, GOC:dph, GOC:tb]"	33	104	2	17376	0.0192307692307692	0.0606060606060606	query_1	['GO:0051225', 'GO:0090224', 'GO:1902115']	['EML3', 'PLK1']
2243	GO:BP	GO:0090022	regulation of neutrophil chemotaxis	0.0359642397750339	True	"""Any process that modulates the frequency, rate, or extent of neutrophil chemotaxis. Neutrophil chemotaxis is the directed movement of a neutrophil cell, the most numerous polymorphonuclear leukocyte found in the blood, in response to an external stimulus, usually an infection or wounding."" [GOC:dph, GOC:tb]"	33	104	2	17376	0.0192307692307692	0.0606060606060606	query_1	['GO:0030593', 'GO:0071622', 'GO:1902622']	['JAM3', 'EDN1']
2244	GO:BP	GO:0032774	RNA biosynthetic process	0.0359642397750339	True	"""The chemical reactions and pathways resulting in the formation of RNA, ribonucleic acid, one of the two main type of nucleic acid, consisting of a long, unbranched macromolecule formed from ribonucleotides joined in 3',5'-phosphodiester linkage. Includes polymerization of ribonucleotide monomers. Refers not only to transcription but also to e.g. viral RNA replication."" [GOC:mah, GOC:txnOH]"	3290	104	29	17376	0.2788461538461538	0.0088145896656534	query_1	['GO:0009059', 'GO:0016070', 'GO:0034654']	['MET', 'PIK3R2', 'SRC', 'SPP1', 'TGFB3', 'PIK3R1', 'MITF', 'CRK', 'HGF', 'SHC1', 'PLCG2', 'TFE3', 'SOS1', 'PXN', 'SOX10', 'TGFB1', 'PLK1', 'EGFR', 'TFEB', 'POU3F1', 'SYK', 'ERBB2', 'POU3F2', 'EDN1', 'CDH1', 'VEGFA', 'EDNRB', 'TGFBR1', 'SEMA4D']
2245	GO:BP	GO:1903530	regulation of secretion by cell	0.0362082640201372	True	"""Any process that modulates the frequency, rate or extent of secretion by cell."" [GO_REF:0000058, GOC:pm, GOC:TermGenie, PMID:12130530]"	546	104	8	17376	0.0769230769230769	0.0146520146520146	query_1	['GO:0032940', 'GO:0050794', 'GO:0051046']	['CD2AP', 'SPP1', 'TGFB3', 'EDN3', 'LYN', 'SYK', 'EDN1', 'PTPN11']
2246	GO:BP	GO:0032886	regulation of microtubule-based process	0.0366834286036612	True	"""Any process that modulates the frequency, rate or extent of any cellular process that depends upon or alters the microtubule cytoskeleton."" [GOC:mah]"	249	104	5	17376	0.048076923076923	0.0200803212851405	query_1	['GO:0007017', 'GO:0050794']	['MET', 'EML3', 'PLK1', 'ERBB2', 'EML2']
2247	GO:BP	GO:0030031	cell projection assembly	0.0368886417985667	True	"""Formation of a prolongation or process extending from a cell, e.g. a flagellum or axon."" [GOC:jl, GOC:mah, http://www.cogsci.princeton.edu/~wn/]"	548	104	8	17376	0.0769230769230769	0.0145985401459854	query_1	['GO:0022607', 'GO:0030030']	['ITGB1', 'CD2AP', 'SRC', 'TGFB3', 'PIK3R1', 'VCL', 'TGFBR1', 'NRP1']
2248	GO:BP	GO:0070101	positive regulation of chemokine-mediated signaling pathway	0.0370267063847845	True	"""Any process that increases the rate, frequency or extent of a chemokine-mediated signaling pathway."" [GOC:mah]"	3	104	1	17376	0.0096153846153846	0.3333333333333333	query_1	['GO:0001961', 'GO:0070098', 'GO:0070099']	['EDN1']
2249	GO:BP	GO:0070447	positive regulation of oligodendrocyte progenitor proliferation	0.0370267063847845	True	"""Any process that activates or increases the rate or extent of oligodendrocyte progenitor proliferation."" [GOC:mah, GOC:sl]"	3	104	1	17376	0.0096153846153846	0.3333333333333333	query_1	['GO:0014015', 'GO:0070444', 'GO:0070445', 'GO:2000179']	['LYN']
2250	GO:BP	GO:0001798	positive regulation of type IIa hypersensitivity	0.0370267063847845	True	"""Any process that activates or increases the frequency, rate or extent of type IIa hypersensitivity, a type of inflammatory response."" [GOC:add, ISBN:0781735149]"	3	104	1	17376	0.0096153846153846	0.3333333333333333	query_1	['GO:0001794', 'GO:0001796', 'GO:0002894']	['FCGR1A']
2251	GO:BP	GO:0070494	regulation of thrombin-activated receptor signaling pathway	0.0370267063847845	True	"""Any process that modulates the frequency, rate or extent of a thrombin-activated receptor signaling pathway activity. A thrombin receptor signaling pathway is the series of molecular signals generated as a consequence of a thrombin-activated receptor binding to one of its physiological ligands."" [GOC:mah]"	3	104	1	17376	0.0096153846153846	0.3333333333333333	query_1	['GO:0008277', 'GO:0070493']	['MET']
2252	GO:BP	GO:0070495	negative regulation of thrombin-activated receptor signaling pathway	0.0370267063847845	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of thrombin-activated receptor protein signaling pathway activity. A thrombin receptor signaling pathway is the series of molecular signals generated as a consequence of a thrombin-activated receptor binding to one of its physiological ligands."" [GOC:mah]"	3	104	1	17376	0.0096153846153846	0.3333333333333333	query_1	['GO:0045744', 'GO:0070493', 'GO:0070494']	['MET']
2253	GO:BP	GO:0002894	positive regulation of type II hypersensitivity	0.0370267063847845	True	"""Any process that activates or increases the frequency, rate, or extent of type II hypersensitivity."" [GOC:add]"	3	104	1	17376	0.0096153846153846	0.3333333333333333	query_1	['GO:0002445', 'GO:0002885', 'GO:0002888', 'GO:0002891', 'GO:0002892']	['FCGR1A']
2254	GO:BP	GO:0010950	positive regulation of endopeptidase activity	0.0370267063847845	True	"""Any process that increases the frequency, rate or extent of endopeptidase activity, the endohydrolysis of peptide bonds within proteins."" [GOC:dph, GOC:tb]"	166	104	4	17376	0.0384615384615384	0.0240963855421686	query_1	['GO:0010952', 'GO:0052548']	['FYN', 'LYN', 'SYK', 'LCK']
2255	GO:BP	GO:2000474	regulation of opioid receptor signaling pathway	0.0370267063847845	True	"""Any process that modulates the frequency, rate or extent of opioid receptor signaling pathway."" [GOC:obol]"	3	104	1	17376	0.0096153846153846	0.3333333333333333	query_1	['GO:0008277', 'GO:0038003']	['ITGB3']
2256	GO:BP	GO:1904235	regulation of substrate-dependent cell migration, cell attachment to substrate	0.0370267063847845	True	"""Any process that modulates the frequency, rate or extent of substrate-dependent cell migration, cell attachment to substrate."" [GO_REF:0000058, GOC:TermGenie, PMID:25834989]"	3	104	1	17376	0.0096153846153846	0.3333333333333333	query_1	['GO:0006931', 'GO:0010810', 'GO:0030334']	['FN1']
2257	GO:BP	GO:0003099	positive regulation of the force of heart contraction by chemical signal	0.0370267063847845	True	"""Any process which increases the force of heart muscle contraction mediated by chemical signaling, hormonal, autocrine or paracrine."" [GOC:mtg_cardio]"	3	104	1	17376	0.0096153846153846	0.3333333333333333	query_1	['GO:0003057', 'GO:0045823']	['EDN2']
2258	GO:BP	GO:0070633	transepithelial transport	0.0370267063847845	True	"""The directed movement of a substance from one side of an epithelium to the other."" [GOC:mah, GOC:yaf, ISBN:0716731363]"	34	104	2	17376	0.0192307692307692	0.0588235294117647	query_1	['GO:0006810']	['EDN1', 'EDNRB']
2259	GO:BP	GO:1904237	positive regulation of substrate-dependent cell migration, cell attachment to substrate	0.0370267063847845	True	"""Any process that activates or increases the frequency, rate or extent of substrate-dependent cell migration, cell attachment to substrate."" [GO_REF:0000058, GOC:TermGenie, PMID:25834989]"	3	104	1	17376	0.0096153846153846	0.3333333333333333	query_1	['GO:0006931', 'GO:0010811', 'GO:0030335', 'GO:1904235']	['FN1']
2260	GO:BP	GO:1901890	positive regulation of cell junction assembly	0.0370267063847845	True	"""Any process that activates or increases the frequency, rate or extent of cell junction assembly."" [GOC:TermGenie]"	92	104	3	17376	0.0288461538461538	0.0326086956521739	query_1	['GO:0034329', 'GO:0044089', 'GO:0051130', 'GO:1901888']	['VEGFA', 'NRP1', 'SEMA4D']
2261	GO:BP	GO:1904693	midbrain morphogenesis	0.0370267063847845	True	"""The developmental process by which a midbrain is generated and organized."" [GO_REF:0000083, GOC:bf, GOC:PARL, GOC:TermGenie, PMID:21347250]"	3	104	1	17376	0.0096153846153846	0.3333333333333333	query_1	['GO:0009653', 'GO:0030901', 'GO:0048854']	['SOS1']
2262	GO:BP	GO:0010814	substance P catabolic process	0.0370267063847845	True	"""The chemical reactions and pathways resulting in the breakdown of the neuropeptide substance P."" [GOC:BHF, GOC:rl]"	3	104	1	17376	0.0096153846153846	0.3333333333333333	query_1	['GO:0010813']	['ECE1']
2263	GO:BP	GO:0003430	growth plate cartilage chondrocyte growth	0.0370267063847845	True	"""The growth of a growth plate cartilage chondrocyte, where growth contributes to the progression of the chondrocyte over time from one condition to another."" [GOC:ascb_2009, GOC:dph, GOC:tb]"	3	104	1	17376	0.0096153846153846	0.3333333333333333	query_1	['GO:0003415', 'GO:0003431', 'GO:0060560']	['TGFBR2']
2264	GO:BP	GO:2000588	positive regulation of platelet-derived growth factor receptor-beta signaling pathway	0.0370267063847845	True	"""Any process that activates or increases the frequency, rate or extent of platelet-derived growth factor receptor-beta signaling pathway."" [GOC:obol]"	3	104	1	17376	0.0096153846153846	0.3333333333333333	query_1	['GO:0010641', 'GO:0035791', 'GO:2000586']	['SRC']
2265	GO:BP	GO:0031635	adenylate cyclase-inhibiting opioid receptor signaling pathway	0.0370267063847845	True	"""An adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway initiated by an opioid binding to its receptor, and ending with the regulation of a downstream cellular process."" [GOC:dph, GOC:mah, GOC:signaling, GOC:tb]"	3	104	1	17376	0.0096153846153846	0.3333333333333333	query_1	['GO:0007193', 'GO:0038003']	['ITGB3']
2266	GO:BP	GO:0050804	modulation of chemical synaptic transmission	0.0370267063847845	True	"""Any process that modulates the frequency or amplitude of synaptic transmission, the process of communication from a neuron to a target (neuron, muscle, or secretory cell) across a synapse. Amplitude, in this case, refers to the change in postsynaptic membrane potential due to a single instance of synaptic transmission."" [GOC:ai]"	445	104	7	17376	0.0673076923076923	0.0157303370786516	query_1	['GO:0007268', 'GO:0099177']	['ITGB1', 'SRC', 'FYN', 'PLCG1', 'EDN1', 'CDH1', 'PTK2B']
2267	GO:BP	GO:0010693	negative regulation of alkaline phosphatase activity	0.0370267063847845	True	"""Any process that decreases the frequency, rate or extent of alkaline phosphatase activity, the catalysis of the reaction: an orthophosphoric monoester + H2O = an alcohol + phosphate, with an alkaline pH optimum."" [GOC:BHF, GOC:dph, GOC:tb]"	3	104	1	17376	0.0096153846153846	0.3333333333333333	query_1	['GO:0010692', 'GO:0010923']	['SEMA4D']
