Myoclonic-astatic epilepsy	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
659	GO:CC	GO:0019897	extrinsic component of plasma membrane	0.0046556425632924	True	"""The component of a plasma membrane consisting of gene products and protein complexes that are loosely bound to one of its surfaces, but not integrated into the hydrophobic region."" [GOC:curators, GOC:dos]"	167	104	7	22122	0.0673076923076923	0.0419161676646706	query_1	['GO:0005886', 'GO:0019898']	['SRC', 'AP2M1', 'FYN', 'PCSK9', 'TF', 'FGR', 'PTK2']
660	WP	WP:WP4560	MFAP5 effect on permeability and motility of endothelial cells via cytoskeleton rearrangement	0.0048259385212191	True	MFAP5 effect on permeability and motility of endothelial cells via cytoskeleton rearrangement	18	86	4	8133	0.0465116279069767	0.2222222222222222	query_1	['WP:000000']	['ITGAV', 'ITGB3', 'MFAP5', 'PTK2']
661	GO:BP	GO:0045124	regulation of bone resorption	0.0048772224902195	True	"""Any process that modulates the frequency, rate or extent of bone tissue loss (resorption)."" [GOC:ai]"	44	103	5	21110	0.0485436893203883	0.1136363636363636	query_1	['GO:0045453', 'GO:0046850']	['SRC', 'SPP1', 'ITGB3', 'TFRC', 'TF']
662	GO:CC	GO:0042470	melanosome	0.004908464593559	True	"""A tissue-specific, membrane-bounded cytoplasmic organelle within which melanin pigments are synthesized and stored. Melanosomes are synthesized in melanocyte cells."" [GOC:jl, PMID:11584301]"	112	104	6	22122	0.0576923076923076	0.0535714285714285	query_1	['GO:0048770']	['ITGB1', 'ITGB3', 'CLTC', 'SLC2A1', 'TFRC', 'APOE']
663	GO:CC	GO:0048770	pigment granule	0.004908464593559	True	"""A small, subcellular membrane-bounded vesicle containing pigment and/or pigment precursor molecules. Pigment granule biogenesis is poorly understood, as pigment granules are derived from multiple sources including the endoplasmic reticulum, coated vesicles, lysosomes, and endosomes."" [GOC:jid, GOC:mh]"	112	104	6	22122	0.0576923076923076	0.0535714285714285	query_1	['GO:0031410']	['ITGB1', 'ITGB3', 'CLTC', 'SLC2A1', 'TFRC', 'APOE']
664	GO:CC	GO:0120025	plasma membrane bounded cell projection	0.0049317847680838	True	"""A prolongation or process extending from a cell and that is bounded by plasma membrane, e.g. a cilium, lamellipodium, or axon."" [GOC:krc]"	2286	104	26	22122	0.25	0.0113735783027121	query_1	['GO:0042995']	['SLC6A1', 'ITGB1', 'NTS', 'ITGAV', 'SRC', 'ITGB3', 'LRP2', 'SNX9', 'LRP4', 'APOE', 'SCN1A', 'ITGA5', 'SYNE2', 'FYN', 'MYO6', 'SYNGAP1', 'LDLRAP1', 'BIN1', 'NTSR1', 'AP2A1', 'FGR', 'DMTN', 'TLN1', 'LRP8', 'PTK2', 'APP']
665	GO:BP	GO:0040012	regulation of locomotion	0.004957124750532	True	"""Any process that modulates the frequency, rate or extent of locomotion of a cell or organism."" [GOC:ems]"	1033	103	18	21110	0.174757281553398	0.0174249757986447	query_1	['GO:0040011', 'GO:0050789']	['ITGB1', 'FN1', 'ITGAV', 'SRC', 'ITGB3', 'APOE', 'ITGA5', 'SYNE2', 'AGT', 'LRP1', 'TF', 'FGR', 'DMTN', 'VTN', 'PTK2', 'APP', 'DAB2', 'NUMB']
666	GO:BP	GO:0030334	regulation of cell migration	0.0049572950903979	True	"""Any process that modulates the frequency, rate or extent of cell migration."" [GOC:go_curators]"	927	103	17	21110	0.1650485436893204	0.0183387270765911	query_1	['GO:0016477', 'GO:2000145']	['ITGB1', 'FN1', 'ITGAV', 'SRC', 'ITGB3', 'APOE', 'ITGA5', 'SYNE2', 'AGT', 'LRP1', 'FGR', 'DMTN', 'VTN', 'PTK2', 'APP', 'DAB2', 'NUMB']
667	HP	HP:0012499	Descending aortic dissection	0.0049673174181867	True	A separation of the layers within the wall of the descending aorta. Tears in the intimal layer result in the propagation of dissection (proximally or distally) secondary to blood entering the intima-media space.	20	62	5	4851	0.0806451612903225	0.25	query_1	['HP:0002647']	['TGFB3', 'LOX', 'FBN1', 'MFAP5', 'ELN']
668	GO:BP	GO:0051493	regulation of cytoskeleton organization	0.0050376556623463	True	"""Any process that modulates the frequency, rate or extent of the formation, arrangement of constituent parts, or disassembly of cytoskeletal structures."" [GOC:ai]"	543	103	13	21110	0.1262135922330097	0.0239410681399631	query_1	['GO:0007010', 'GO:0033043']	['ADD2', 'ITGB3', 'TGFB3', 'ADD3', 'CLTC', 'SNX9', 'BIN1', 'APOA1', 'LRP1', 'DMTN', 'PTK2', 'ADD1', 'ELN']
669	GO:BP	GO:0072376	protein activation cascade	0.0050802026042887	True	"""A sequential series of modifications to a set of proteins where the product of one reaction catalyzes the following reaction, ultimately leading to the generation of a mature protein. Modifications typically include proteolysis or covalent modification, and may also include binding events."" [GOC:add, GOC:mah, GOC:pde]"	20	103	4	21110	0.0388349514563106	0.2	query_1	['GO:0051604']	['FN1', 'FGA', 'FGB', 'FGG']
670	HP	HP:0030872	Abnormal cardiac ventricular function	0.005314266860331	True	An abnormality of the cardiac ventricular function.	129	62	10	4851	0.1612903225806451	0.0775193798449612	query_1	['HP:0011025']	['TGFB3', 'LTBP1', 'LOX', 'LDLR', 'PCSK9', 'LDLRAP1', 'FBLN5', 'FBN1', 'MFAP5', 'ELN']
671	GO:CC	GO:0031838	haptoglobin-hemoglobin complex	0.0053303535015146	True	"""A protein complex formed by the stable binding of a haptoglobin to hemoglobin."" [GOC:mah]"	11	104	3	22122	0.0288461538461538	0.2727272727272727	query_1	['GO:0032991']	['HBB', 'HBD', 'HP']
672	KEGG	KEGG:05100	Bacterial invasion of epithelial cells	0.0053411106331519	True	Bacterial invasion of epithelial cells	77	73	6	8161	0.0821917808219178	0.0779220779220779	query_1	['KEGG:00000']	['ITGB1', 'FN1', 'SRC', 'CLTC', 'ITGA5', 'PTK2']
673	REAC	REAC:R-HSA-9006936	Signaling by TGFB family members	0.0054304101598161	True	Signaling by TGFB family members	119	99	8	10790	0.0808080808080808	0.0672268907563025	query_1	['REAC:R-HSA-162582']	['ITGB1', 'ITGB5', 'ITGAV', 'ITGB3', 'TGFB3', 'LTBP1', 'FBN1', 'ITGB6']
674	WP	WP:WP4541	Hippo-Merlin signaling dysregulation	0.0054688831738981	True	Hippo-Merlin signaling dysregulation	120	86	8	8133	0.0930232558139534	0.0666666666666666	query_1	['WP:000000']	['ITGB1', 'ITGB5', 'ITGAV', 'ITGB3', 'ITGA2B', 'ITGA5', 'PTK2', 'ITGB6']
675	GO:BP	GO:0001704	formation of primary germ layer	0.0055556207160623	True	"""The formation of the ectoderm, mesoderm and endoderm during gastrulation."" [GOC:go_curators]"	125	103	7	21110	0.0679611650485436	0.056	query_1	['GO:0007369', 'GO:0048646']	['ITGB1', 'ITGB5', 'FN1', 'ITGAV', 'ITGB3', 'ITGA5', 'VTN']
676	WP	WP:WP4927	COVID-19, thrombosis and anticoagulation	0.0058719804069454	True	COVID-19, thrombosis and anticoagulation	7	86	3	8133	0.0348837209302325	0.4285714285714285	query_1	['WP:000000']	['FGA', 'FGB', 'FGG']
677	GO:BP	GO:0071840	cellular component organization or biogenesis	0.0059095943865115	True	"""A process that results in the biosynthesis of constituent macromolecules, assembly, arrangement of constituent parts, or disassembly of a cellular component."" [GOC:mah]"	8345	103	64	21110	0.6213592233009708	0.0076692630317555	query_1	['GO:0009987']	['SLC6A1', 'C3', 'ITGB1', 'APOC3', 'CHD2', 'SYNE1', 'ITGB5', 'FN1', 'ITGAV', 'SRC', 'SPP1', 'ADD2', 'FGA', 'ITGB3', 'TGFB3', 'ADD3', 'LRP2', 'CLTC', 'SLC2A1', 'SNX9', 'AP2M1', 'TFRC', 'LRP4', 'APOE', 'LOX', 'ITGA5', 'HFE', 'SYNE2', 'FYN', 'MYO6', 'LDLR', 'AP2S1', 'PCSK9', 'SYNGAP1', 'AGT', 'LDLRAP1', 'FBLN5', 'BIN1', 'FBLN2', 'APOA1', 'LRP1', 'TF', 'TFR2', 'FGB', 'APOA2', 'FGR', 'FGG', 'MPO', 'APOA4', 'MUSK', 'AGRN', 'CTSG', 'DMTN', 'MFAP5', 'VTN', 'APOC2', 'TLN1', 'LRP8', 'PTK2', 'APP', 'DAB2', 'NUMB', 'ADD1', 'ELN']
678	GO:BP	GO:0120035	regulation of plasma membrane bounded cell projection organization	0.0059502946785028	True	"""Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of plasma membrane bounded cell projections."" [GOC:krc]"	642	103	14	21110	0.1359223300970873	0.0218068535825545	query_1	['GO:0031344', 'GO:0120036']	['FN1', 'SRC', 'SPP1', 'TGFB3', 'LRP4', 'APOE', 'SYNE2', 'FYN', 'SYNGAP1', 'AGT', 'AGRN', 'DMTN', 'LRP8', 'DAB2']
679	GO:BP	GO:0001817	regulation of cytokine production	0.0061345075958592	True	"""Any process that modulates the frequency, rate, or extent of production of a cytokine."" [GOC:add, ISBN:0781735149]"	739	103	15	21110	0.145631067961165	0.020297699594046	query_1	['GO:0001816', 'GO:0010468', 'GO:0051239']	['C3', 'FN1', 'ITGAV', 'SRC', 'TGFB3', 'LTBP1', 'HFE', 'AGT', 'APOA1', 'ORM2', 'APOA2', 'FGR', 'ITGB6', 'APP', 'ORM1']
680	HP	HP:0002511	Alzheimer disease	0.0061519291835477	True	A degenerative disease of the brain characterized by the insidious onset of dementia. Impairment of memory, judgment, attention span, and problem solving skills are followed by severe apraxia and a global loss of cognitive abilities. The condition primarily occurs after age 60, and is marked pathologically by severe cortical atrophy and the triad of senile plaques, neurofibrillary tangles, and neuropil threads.	10	62	4	4851	0.064516129032258	0.4	query_1	['HP:0002011']	['APOE', 'HFE', 'MPO', 'APP']
681	REAC	REAC:R-HSA-1566977	Fibronectin matrix formation	0.0062242236298723	True	Fibronectin matrix formation	6	99	3	10790	0.0303030303030303	0.5	query_1	['REAC:R-HSA-1474244']	['ITGB1', 'FN1', 'ITGA5']
682	GO:MF	GO:0140677	molecular function activator activity	0.0063473921214091	True	"""A molecular function regulator that activates or increases the activity of its target via non-covalent binding that does not result in covalent modification to the target."" [GOC:curators]"	1321	103	20	20195	0.1941747572815534	0.0151400454201362	query_1	['GO:0098772']	['NTS', 'TCN2', 'FN1', 'SRC', 'SPP1', 'TGFB3', 'APOE', 'CD320', 'FYN', 'SYNGAP1', 'AGT', 'APOA1', 'FBN1', 'APOA2', 'APOA4', 'CTSG', 'APOC2', 'PTK2', 'ITGB6', 'APP']
683	GO:BP	GO:0007010	cytoskeleton organization	0.0063818685074317	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures."" [GOC:dph, GOC:jl, GOC:mah]"	1513	103	22	21110	0.2135922330097087	0.014540647719762	query_1	['GO:0006996']	['ITGB1', 'ITGB5', 'SRC', 'ADD2', 'ITGB3', 'TGFB3', 'ADD3', 'CLTC', 'SNX9', 'APOE', 'SYNE2', 'MYO6', 'BIN1', 'APOA1', 'LRP1', 'TF', 'AGRN', 'DMTN', 'TLN1', 'PTK2', 'ADD1', 'ELN']
684	GO:BP	GO:0001816	cytokine production	0.0067694702466772	True	"""The appearance of a cytokine due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels."" [GOC:add, ISBN:0781735149]"	745	103	15	21110	0.145631067961165	0.0201342281879194	query_1	['GO:0010467', 'GO:0032501']	['C3', 'FN1', 'ITGAV', 'SRC', 'TGFB3', 'LTBP1', 'HFE', 'AGT', 'APOA1', 'ORM2', 'APOA2', 'FGR', 'ITGB6', 'APP', 'ORM1']
685	GO:MF	GO:0030492	hemoglobin binding	0.0067850766291634	True	"""Binding to hemoglobin, an oxygen carrying, conjugated protein containing four heme groups and globin."" [GOC:jl]"	9	103	3	20195	0.029126213592233	0.3333333333333333	query_1	['GO:0005515']	['HBB', 'HBD', 'HP']
686	HP	HP:0030972	Abnormal systemic blood pressure	0.0068225373170759	True	A chronic deviation from normal pressure in the systemic arterial system.	487	62	19	4851	0.3064516129032258	0.0390143737166324	query_1	['HP:0011025']	['C3', 'FN1', 'HBB', 'FGA', 'TGFB3', 'LOX', 'HFE', 'LDLR', 'PCSK9', 'AGT', 'LDLRAP1', 'CFH', 'APOA1', 'FBN1', 'CFB', 'MFAP5', 'ADD1', 'ALB', 'ELN']
687	GO:BP	GO:0050803	regulation of synapse structure or activity	0.0069080077785984	True	"""Any process that modulates the physical form or the activity of a synapse, the junction between a neuron and a target (neuron, muscle, or secretory cell)."" [GOC:ai]"	246	103	9	21110	0.087378640776699	0.0365853658536585	query_1	['GO:0065008']	['ITGB1', 'LRP4', 'APOE', 'FYN', 'SYNGAP1', 'MUSK', 'AGRN', 'LRP8', 'APP']
688	GO:CC	GO:0034685	integrin alphav-beta6 complex	0.0072005859156446	True	"""An integrin complex that comprises one alphav subunit and one beta6 subunit."" [PMID:12297042]"	2	104	2	22122	0.0192307692307692	1.0	query_1	['GO:0008305']	['ITGAV', 'ITGB6']
689	GO:CC	GO:0034674	integrin alpha5-beta1 complex	0.0072005859156446	True	"""An integrin complex that comprises one alpha5 subunit and one beta1 subunit."" [PMID:12297042]"	2	104	2	22122	0.0192307692307692	1.0	query_1	['GO:0008305']	['ITGB1', 'ITGA5']
690	GO:CC	GO:1990666	PCSK9-LDLR complex	0.0072005859156446	True	"""A protein complex consisting of the serine protease PCSK9 (proprotein convertase subtilisin/kexin-9) and a low-density lipoprotein receptor (LDLR). Interaction typically occurs through the epidermal growth factor-like repeat A (EGF-A) domain of the LDLR, and complex formation promotes degradation of the LDLR through the endosome/lysosome pathway."" [GOC:BHF, GOC:nc, PMID:18250299, PMID:24440079]"	2	104	2	22122	0.0192307692307692	1.0	query_1	['GO:0032991']	['LDLR', 'PCSK9']
691	GO:CC	GO:0034684	integrin alphav-beta5 complex	0.0072005859156446	True	"""An integrin complex that comprises one alphav subunit and one beta5 subunit."" [PMID:12297042]"	2	104	2	22122	0.0192307692307692	1.0	query_1	['GO:0008305']	['ITGB5', 'ITGAV']
692	KEGG	KEGG:05205	Proteoglycans in cancer	0.0072085235956655	True	Proteoglycans in cancer	205	73	9	8161	0.1232876712328767	0.0439024390243902	query_1	['KEGG:00000']	['ITGB1', 'ITGB5', 'FN1', 'ITGAV', 'SRC', 'ITGB3', 'ITGA5', 'VTN', 'PTK2']
693	HP	HP:0012703	Abnormal subarachnoid space morphology	0.0073633127266731	True	Abnormality in the space in the meninges beneath the arachnoid membrane and above the pia mater that contains the cerebrospinal fluid.	79	62	8	4851	0.1290322580645161	0.1012658227848101	query_1	['HP:0002011']	['ITGB3', 'TGFB3', 'LOX', 'ITGA2B', 'SYNGAP1', 'FBN1', 'MFAP5', 'ELN']
694	GO:BP	GO:0046903	secretion	0.0073891233428092	True	"""The controlled release of a substance by a cell or a tissue."" [GOC:ai]"	955	103	17	21110	0.1650485436893204	0.0178010471204188	query_1	['GO:0006810']	['SLC6A1', 'SPP1', 'FGA', 'TGFB3', 'APOE', 'HFE', 'MYO6', 'TPD52', 'AGT', 'FBLN5', 'NTSR1', 'TFR2', 'FGB', 'FGR', 'FGG', 'DMTN', 'DAB2']
695	GO:CC	GO:0045121	membrane raft	0.0074079993368392	True	"""Any of the small (10-200 nm), heterogeneous, highly dynamic, sterol- and sphingolipid-enriched membrane domains that compartmentalize cellular processes. Small rafts can sometimes be stabilized to form larger platforms through protein-protein and protein-lipid interactions."" [PMID:16645198, PMID:20044567]"	324	104	9	22122	0.0865384615384615	0.0277777777777777	query_1	['GO:0098857']	['ITGB1', 'SRC', 'ADD2', 'SLC2A1', 'LRP4', 'FYN', 'NTSR1', 'LRP8', 'APP']
696	HP	HP:0001933	Subcutaneous hemorrhage	0.007420341375548	True	This term refers to an abnormally increased susceptibility to bruising (purpura, petechiae, or ecchymoses).	235	62	13	4851	0.2096774193548387	0.0553191489361702	query_1	['HP:0001892', 'HP:0011276']	['FGA', 'ITGB3', 'TGFB3', 'APOE', 'LOX', 'ITGA2B', 'CFH', 'FBN1', 'TFR2', 'FGB', 'FGG', 'MFAP5', 'ELN']
697	GO:CC	GO:0031090	organelle membrane	0.0074283595499662	True	"""A membrane that is one of the two lipid bilayers of an organelle envelope or the outermost membrane of single membrane bound organelle."" [GOC:dos, GOC:mah]"	3728	104	35	22122	0.3365384615384615	0.0093884120171673	query_1	['GO:0016020', 'GO:0043227']	['ITGB1', 'SYNE1', 'ITGAV', 'SRC', 'ITGB3', 'AMPH', 'LRP2', 'CLTC', 'SLC2A1', 'SNX9', 'AP2M1', 'TFRC', 'APOE', 'AP2B1', 'ITGA2B', 'SYNE2', 'MYO6', 'LDLR', 'AP2S1', 'PCSK9', 'AP2A2', 'LDLRAP1', 'BIN1', 'LRP1', 'TF', 'GALNT12', 'AP2A1', 'FGR', 'DMTN', 'SERPINA1', 'GDPD1', 'APP', 'DAB2', 'CP', 'NUMB']
698	GO:CC	GO:0005794	Golgi apparatus	0.0075609953407618	True	"""A membrane-bound cytoplasmic organelle of the endomembrane system that further processes the core oligosaccharides (e.g. N-glycans) added to proteins in the endoplasmic reticulum and packages them into membrane-bound vesicles. The Golgi apparatus operates at the intersection of the secretory, lysosomal, and endocytic pathways."" [ISBN:0198506732]"	1648	104	21	22122	0.2019230769230769	0.0127427184466019	query_1	['GO:0005737', 'GO:0012505', 'GO:0043231']	['SYNE1', 'SPP1', 'LRP2', 'CLTC', 'SLC2A1', 'SNX9', 'APOE', 'ITGA5', 'MYO6', 'LDLR', 'PCSK9', 'AP2A2', 'NTSR1', 'LRP1', 'GALNT12', 'AP2A1', 'AGRN', 'SERPINA1', 'VTN', 'APP', 'ALB']
699	GO:BP	GO:0035987	endodermal cell differentiation	0.0075719043092355	True	"""The process in which a relatively unspecialized cell acquires the specialized features of an endoderm cell, a cell of the inner of the three germ layers of the embryo."" [CL:0000223, GOC:yaf, PMID:17624332]"	48	103	5	21110	0.0485436893203883	0.1041666666666666	query_1	['GO:0001706', 'GO:0030154']	['ITGB5', 'FN1', 'ITGAV', 'ITGA5', 'VTN']
700	GO:CC	GO:0098857	membrane microdomain	0.0075895553504592	True	"""A membrane region with a lipid composition that is distinct from that of the membrane regions that surround it."" [PMID:20044567, PMID:26253820]"	325	104	9	22122	0.0865384615384615	0.0276923076923076	query_1	['GO:0016020']	['ITGB1', 'SRC', 'ADD2', 'SLC2A1', 'LRP4', 'FYN', 'NTSR1', 'LRP8', 'APP']
701	GO:BP	GO:1904375	regulation of protein localization to cell periphery	0.007592050496374	True	"""Any process that modulates the frequency, rate or extent of protein localization to cell periphery."" [GO_REF:0000058, GOC:TermGenie, PMID:18216290]"	131	103	7	21110	0.0679611650485436	0.0534351145038167	query_1	['GO:0032880', 'GO:1990778']	['ITGB1', 'CLTC', 'AP2M1', 'LDLRAP1', 'LRP1', 'DAB2', 'NUMB']
702	GO:BP	GO:0044241	lipid digestion	0.0076127661589682	True	"""The whole of the physical, chemical, and biochemical processes carried out by living organisms to break down ingested lipids into components that may be easily absorbed and directed into metabolism."" [GOC:go_curators]"	22	103	4	21110	0.0388349514563106	0.1818181818181818	query_1	['GO:0007586']	['LDLR', 'APOA1', 'APOA2', 'APOA4']
703	GO:BP	GO:0045056	transcytosis	0.0076127661589682	True	"""The directed movement of endocytosed material through the cell and its exocytosis from the plasma membrane at the opposite side."" [ISBN:0716731363]"	22	103	4	21110	0.0388349514563106	0.1818181818181818	query_1	['GO:0016192', 'GO:0032501']	['SRC', 'LRP2', 'CLTC', 'LRP1']
704	GO:BP	GO:0031344	regulation of cell projection organization	0.0076328481011441	True	"""Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of cell projections."" [GOC:mah]"	656	103	14	21110	0.1359223300970873	0.0213414634146341	query_1	['GO:0030030', 'GO:0051128']	['FN1', 'SRC', 'SPP1', 'TGFB3', 'LRP4', 'APOE', 'SYNE2', 'FYN', 'SYNGAP1', 'AGT', 'AGRN', 'DMTN', 'LRP8', 'DAB2']
705	GO:BP	GO:0006508	proteolysis	0.0076890969393998	True	"""The hydrolysis of proteins into smaller polypeptides and/or amino acids by cleavage of their peptide bonds."" [GOC:bf, GOC:mah]"	1780	103	24	21110	0.233009708737864	0.0134831460674157	query_1	['GO:0019538']	['SRC', 'FGA', 'SNX9', 'APOE', 'HFE', 'FYN', 'PCSK9', 'AGT', 'ITIH2', 'BIN1', 'CFH', 'LRP1', 'HP', 'FGB', 'FGG', 'CFB', 'CTSG', 'NLN', 'SERPINA1', 'VTN', 'LRP8', 'PTK2', 'APP', 'DAB2']
706	GO:BP	GO:0046889	positive regulation of lipid biosynthetic process	0.0077693312293404	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of lipids."" [GOC:ai]"	85	103	6	21110	0.058252427184466	0.0705882352941176	query_1	['GO:0008610', 'GO:0009891', 'GO:0045834', 'GO:0046890']	['APOE', 'LDLR', 'APOA1', 'APOA4', 'APOC2', 'DAB2']
707	GO:BP	GO:0071694	maintenance of protein location in extracellular region	0.0081096238182954	True	"""Any process in which a protein is maintained in a specific location within the extracellular region and is prevented from moving elsewhere."" [GOC:mah]"	7	103	3	21110	0.029126213592233	0.4285714285714285	query_1	['GO:0045185', 'GO:0071692']	['LTBP1', 'FBN1', 'FBN2']
708	GO:BP	GO:0030182	neuron differentiation	0.0081437946034996	True	"""The process in which a relatively unspecialized cell acquires specialized features of a neuron."" [GOC:mah]"	1415	103	21	21110	0.203883495145631	0.0148409893992932	query_1	['GO:0030154', 'GO:0048699']	['C3', 'ITGB1', 'FN1', 'SPP1', 'LRP2', 'LRP4', 'APOE', 'FYN', 'MYO6', 'PCSK9', 'SYNGAP1', 'AGT', 'BIN1', 'APOA4', 'MUSK', 'AGRN', 'LRP8', 'PTK2', 'APP', 'DAB2', 'NUMB']
709	HP	HP:0100775	Dural ectasia	0.0082728293881857	True	A widening or ballooning of the dural sac surrounding the spinal cord usually at the lumbosacral level.	22	62	5	4851	0.0806451612903225	0.2272727272727272	query_1	['HP:0010303']	['TGFB3', 'LOX', 'FBN1', 'MFAP5', 'ELN']
710	GO:MF	GO:0019899	enzyme binding	0.0083662274541158	True	"""Binding to an enzyme, a protein with catalytic activity."" [GOC:jl]"	2093	103	26	20195	0.2524271844660194	0.0124223602484472	query_1	['GO:0005515']	['ITGB1', 'SYNE1', 'FN1', 'ITGAV', 'SRC', 'ADD2', 'ITGB3', 'CLTC', 'SLC2A1', 'SNX9', 'TFRC', 'LRP4', 'APOE', 'FYN', 'LDLR', 'AP2A2', 'BIN1', 'APOA1', 'AP2A1', 'APOA2', 'FGR', 'CTSG', 'SERPINA1', 'APOC2', 'PTK2', 'APP']
711	GO:BP	GO:0051180	vitamin transport	0.0083998206195874	True	"""The directed movement of vitamins into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. A vitamin is one of a number of unrelated organic substances that occur in many foods in small amounts and that are necessary in trace amounts for the normal metabolic functioning of the body."" [GOC:ai]"	49	103	5	21110	0.0485436893203883	0.1020408163265306	query_1	['GO:0006810']	['TCN2', 'LRP2', 'SLC2A1', 'CD320', 'APOA1']
712	HP	HP:0009928	Thick nasal alae	0.008770151941078	True	Increase in bulk of the ala nasi.	38	62	6	4851	0.0967741935483871	0.1578947368421052	query_1	['HP:0000429']	['SLC6A1', 'CHD2', 'SLC2A1', 'AP2M1', 'SCN1A', 'SYNGAP1']
713	GO:BP	GO:0032102	negative regulation of response to external stimulus	0.0088056894441979	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of a response to an external stimulus."" [GOC:mah]"	401	103	11	21110	0.1067961165048543	0.027431421446384	query_1	['GO:0009605', 'GO:0032101', 'GO:0048585']	['SRC', 'SPP1', 'FGA', 'APOE', 'FYN', 'LDLR', 'APOA1', 'FGB', 'FGR', 'FGG', 'VTN']
714	GO:BP	GO:0150104	transport across blood-brain barrier	0.008900402216886	True	"""The directed movement of substances (e.g. macromolecules, small molecules, ions) through the blood-brain barrier."" [GOC:aruk, GOC:bc, PMID:29377008]"	87	103	6	21110	0.058252427184466	0.0689655172413793	query_1	['GO:0010232']	['SLC6A1', 'LRP2', 'SLC2A1', 'TFRC', 'APOE', 'LRP1']
715	GO:BP	GO:0010232	vascular transport	0.008900402216886	True	"""The directed movement of substances, into, out of or within a cell, either in a vascular tissue or in the vascular membrane."" [GOC:sm]"	87	103	6	21110	0.058252427184466	0.0689655172413793	query_1	['GO:0003018', 'GO:0006810']	['SLC6A1', 'LRP2', 'SLC2A1', 'TFRC', 'APOE', 'LRP1']
716	GO:BP	GO:0120039	plasma membrane bounded cell projection morphogenesis	0.0090822633722195	True	"""The process in which the anatomical structures of a plasma membrane bounded cell projection are generated and organized."" [GOC:krc]"	666	103	14	21110	0.1359223300970873	0.021021021021021	query_1	['GO:0048858']	['ITGB1', 'FN1', 'SRC', 'SPP1', 'LRP2', 'LRP4', 'APOE', 'FYN', 'SYNGAP1', 'MUSK', 'LRP8', 'PTK2', 'APP', 'NUMB']
717	HP	HP:0003119	Abnormal circulating lipid concentration	0.0091648158413105	True	Any deviation from the normal concentration of a lipid in the blood circulation.	278	62	14	4851	0.2258064516129032	0.0503597122302158	query_1	['HP:0032180']	['APOC3', 'SYNE1', 'APOE', 'SYNE2', 'LDLR', 'PCSK9', 'LDLRAP1', 'CFH', 'APOA1', 'FBN1', 'APOA2', 'APOC2', 'ALB', 'ELN']
718	GO:CC	GO:0034362	low-density lipoprotein particle	0.0091762089010889	True	"""A lipoprotein particle, rich in cholesterol esters and low in triglycerides that is typically composed of APOB100 and APOE and has a density of 1.02-1.06 g/ml and a diameter of between 20-25 nm. LDL particles are formed from VLDL particles (via IDL) by the loss of triglyceride and gain of cholesterol ester. They transport endogenous cholesterol (and to some extent triglycerides) from peripheral tissues back to the liver."" [GOC:BHF, GOC:expert_pt, GOC:mah, GOC:rl]"	13	104	3	22122	0.0288461538461538	0.2307692307692307	query_1	['GO:0034358']	['APOE', 'LDLR', 'APOC2']
719	GO:BP	GO:0098856	intestinal lipid absorption	0.00918094685646	True	"""Any process in which lipids are taken up from the contents of the intestine."" [GOC:dos, GOC:sl, PMID:18768481]"	23	103	4	21110	0.0388349514563106	0.1739130434782608	query_1	['GO:0006869', 'GO:0050892']	['LDLR', 'APOA1', 'APOA2', 'APOA4']
720	GO:BP	GO:0090208	positive regulation of triglyceride metabolic process	0.00918094685646	True	"""Any process that increases the frequency, rate or extent of the chemical reactions and pathways involving triglyceride, any triester of glycerol."" [GOC:dph, GOC:sl, GOC:tb]"	23	103	4	21110	0.0388349514563106	0.1739130434782608	query_1	['GO:0006641', 'GO:0031325', 'GO:0045834', 'GO:0090207']	['LDLR', 'APOA1', 'APOA4', 'APOC2']
721	GO:BP	GO:0048871	multicellular organismal-level homeostasis	0.009187372834676	True	"""Any process involved in the maintenance of an internal steady state at the level of the multicellular organism."" [GOC:isa_complete]"	764	103	15	21110	0.145631067961165	0.0196335078534031	query_1	['GO:0032501', 'GO:0042592']	['ITGB1', 'SRC', 'SPP1', 'ITGB3', 'SLC2A1', 'TFRC', 'HFE', 'NTSR1', 'TF', 'MFAP2', 'DMTN', 'SLC40A1', 'ITGB6', 'ADD1', 'ALB']
722	GO:BP	GO:0030195	negative regulation of blood coagulation	0.0092971346345192	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of blood coagulation."" [GOC:mah]"	50	103	5	21110	0.0485436893203883	0.1	query_1	['GO:0007596', 'GO:0030193', 'GO:0050819', 'GO:0061045', 'GO:1900047']	['FGA', 'APOE', 'FGB', 'FGG', 'VTN']
