Dyskeratosis congenita	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
873	GO:BP	GO:0050871	positive regulation of B cell activation	0.0172816647108578	True	"""Any process that activates or increases the frequency, rate or extent of B cell activation."" [GOC:ai]"	100	112	4	17376	0.0357142857142857	0.04	query_1	['GO:0042113', 'GO:0050864', 'GO:0051251']	['MSH2', 'TP53BP1', 'PAXIP1', 'MLH1']
874	GO:BP	GO:0048477	oogenesis	0.0172816647108578	True	"""The complete process of formation and maturation of an ovum or female gamete from a primordial female germ cell. Examples of this process are found in Mus musculus and Drosophila melanogaster."" [GOC:kmv, GOC:mtg_sensu, GOC:pr]"	100	112	4	17376	0.0357142857142857	0.04	query_1	['GO:0007281', 'GO:0007292']	['MLH1', 'BRCA2', 'ERCC1', 'ATM']
875	GO:BP	GO:1901214	regulation of neuron death	0.0173631211063358	True	"""Any process that modulates the frequency, rate or extent of neuron death."" [GOC:rph, GOC:TermGenie]"	311	112	7	17376	0.0625	0.022508038585209	query_1	['GO:0010941', 'GO:0070997']	['AKT1', 'MSH2', 'LIG4', 'TERT', 'PARP1', 'ATM', 'TP53']
876	GO:BP	GO:1902680	positive regulation of RNA biosynthetic process	0.0173631211063358	True	"""Any process that activates or increases the frequency, rate or extent of RNA biosynthetic process."" [GO:jl, GO_REF:0000058, GOC:TermGenie]"	1645	112	20	17376	0.1785714285714285	0.0121580547112462	query_1	['GO:0010557', 'GO:0031328', 'GO:0032774', 'GO:0051254', 'GO:2001141']	['AKT1', 'TP53BP1', 'XRCC6', 'HLTF', 'PAXIP1', 'BRCA2', 'AR', 'TERT', 'PARP1', 'ERCC1', 'BLM', 'ATM', 'APEX1', 'PRIM2', 'BRCA1', 'CDK2', 'PRKDC', 'KAT5', 'NPM1', 'TP53']
877	GO:BP	GO:1904814	regulation of protein localization to chromosome, telomeric region	0.0175831243013351	True	"""Any process that modulates the frequency, rate or extent of protein localization to chromosome, telomeric region."" [GO_REF:0000058, GOC:BHF, GOC:BHF_telomere, GOC:nc, GOC:TermGenie, PMID:19487455]"	15	112	2	17376	0.0178571428571428	0.1333333333333333	query_1	['GO:0032880', 'GO:0070198']	['DKC1', 'WRAP53']
878	GO:BP	GO:0030174	regulation of DNA-templated DNA replication initiation	0.0175831243013351	True	"""Any process that modulates the frequency, rate or extent of initiation of DNA-dependent DNA replication; the process in which DNA becomes competent to replicate. In eukaryotes, replication competence is established in early G1 and lost during the ensuing S phase."" [GOC:mah]"	15	112	2	17376	0.0178571428571428	0.1333333333333333	query_1	['GO:0006270', 'GO:0090329']	['NBN', 'CDK2']
879	GO:BP	GO:0070646	protein modification by small protein removal	0.0175831243013351	True	"""A protein modification process in which one or more covalently attached groups of a small protein, such as ubiquitin or a ubiquitin-like protein, are removed from a target protein."" [GOC:mah]"	163	112	5	17376	0.0446428571428571	0.0306748466257668	query_1	['GO:0006508', 'GO:0070647']	['USP1', 'USP12', 'USP46', 'BRCA1', 'BARD1']
880	GO:BP	GO:0010468	regulation of gene expression	0.0177559157763922	True	"""Any process that modulates the frequency, rate or extent of gene expression. Gene expression is the process in which a gene's coding sequence is converted into a mature gene product (protein or RNA)."" [GOC:txnOH-2018]"	4484	112	42	17376	0.375	0.0093666369313113	query_1	['GO:0010467', 'GO:0060255']	['RBBP8', 'BRIP1', 'AKT1', 'MSH2', 'TP53BP1', 'XRCC6', 'HLTF', 'TYMS', 'PAXIP1', 'APLF', 'MLH1', 'SHQ1', 'OGG1', 'DHFR', 'DCP2', 'POLA1', 'BRCA2', 'PCNA', 'AR', 'TERT', 'DKC1', 'PARN', 'PARP1', 'XRCC5', 'ERCC1', 'FANCD2', 'BLM', 'ATM', 'POLE3', 'NAF1', 'SMG6', 'APEX1', 'BRCA1', 'CDK2', 'PRKDC', 'KAT5', 'POLB', 'KHSRP', 'NPM1', 'TP53', 'NEIL1', 'RNF8']
881	GO:BP	GO:0050867	positive regulation of cell activation	0.0178727792030265	True	"""Any process that activates or increases the frequency, rate or extent of activation."" [GOC:ai]"	397	112	8	17376	0.0714285714285714	0.0201511335012594	query_1	['GO:0001775', 'GO:0048522', 'GO:0050865', 'GO:0051240']	['AKT1', 'MSH2', 'TP53BP1', 'XRCC6', 'PAXIP1', 'MLH1', 'PRKDC', 'KAT5']
882	REAC	REAC:R-HSA-6803204	TP53 Regulates Transcription of Genes Involved in Cytochrome C Release	0.018131440132205	True	TP53 Regulates Transcription of Genes Involved in Cytochrome C Release	20	112	2	17376	0.0178571428571428	0.1	query_1	['REAC:R-HSA-5633008']	['ATM', 'TP53']
883	GO:BP	GO:0008219	cell death	0.0181724744858145	True	"""Any biological process that results in permanent cessation of all vital functions of a cell. A cell should be considered dead when any one of the following molecular or morphological criteria is met: (1) the cell has lost the integrity of its plasma membrane; (2) the cell, including its nucleus, has undergone complete fragmentation into discrete bodies (frequently referred to as apoptotic bodies). The cell corpse (or its fragments) may be engulfed by an adjacent cell in vivo, but engulfment of whole cells should not be considered a strict criteria to define cell death as, under some circumstances, live engulfed cells can be released from phagosomes (see PMID:18045538)."" [GOC:mah, GOC:mtg_apoptosis, PMID:25236395]"	2010	112	23	17376	0.2053571428571428	0.0114427860696517	query_1	['GO:0009987']	['AKT1', 'NBN', 'MSH2', 'LIG4', 'MLH1', 'SHQ1', 'OGG1', 'BRCA2', 'AR', 'TERT', 'PARP1', 'ATM', 'RAD9A', 'MRE11', 'APEX1', 'BRCA1', 'PRKDC', 'KAT5', 'POLB', 'BARD1', 'NPM1', 'TP53', 'MSH6']
884	GO:BP	GO:1902895	positive regulation of miRNA transcription	0.0185031784438065	True	"""Any process that activates or increases the frequency, rate or extent of microRNA (miRNA) gene transcription."" [GO_REF:0000058, GOC:dph, GOC:kmv, GOC:TermGenie, PMID:24699545]"	51	112	3	17376	0.0267857142857142	0.0588235294117647	query_1	['GO:0045893', 'GO:0061614', 'GO:1902893', 'GO:2000630']	['AR', 'TERT', 'TP53']
885	GO:BP	GO:1901575	organic substance catabolic process	0.0185636680317946	True	"""The chemical reactions and pathways resulting in the breakdown of an organic substance, any molecular entity containing carbon."" [GOC:pr, GOC:TermGenie]"	2014	112	23	17376	0.2053571428571428	0.0114200595829195	query_1	['GO:0009056', 'GO:0071704']	['AKT1', 'USP1', 'MLH1', 'FEN1', 'OGG1', 'DCP2', 'USP12', 'DKC1', 'PARN', 'ATM', 'NAF1', 'SMG6', 'APEX1', 'USP46', 'CDK2', 'KAT5', 'POLB', 'BARD1', 'KHSRP', 'NPM1', 'TP53', 'NEIL1', 'RNF8']
886	GO:BP	GO:0070482	response to oxygen levels	0.0186437134892019	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus reflecting the presence, absence, or concentration of oxygen."" [GOC:BHF, GOC:mah]"	316	112	7	17376	0.0625	0.0221518987341772	query_1	['GO:0009628']	['BRIP1', 'AKT1', 'TERT', 'ATM', 'XRCC1', 'POLB', 'TP53']
887	GO:BP	GO:0030520	intracellular estrogen receptor signaling pathway	0.0194173272215933	True	"""The series of molecular signals initiated by estrogen binding to an intracellular receptor, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:mah, GOC:signaling]"	52	112	3	17376	0.0267857142857142	0.0576923076923076	query_1	['GO:0030518']	['AR', 'PARP1', 'BRCA1']
888	GO:BP	GO:0035195	miRNA-mediated gene silencing	0.0194173272215933	True	"""A post-transcriptional gene silencing pathway in which regulatory microRNAs (miRNAs) elicit silencing of specific target genes. miRNAs are endogenous 21-24 nucleotide small RNAs processed from stem-loop RNA precursors (pre-miRNAs). Once incorporated into a RNA-induced silencing complex (RISC), miRNAs can downregulate protein production by either of two posttranscriptional mechanisms: endonucleolytic cleavage of the RNA (often mRNA) or mRNA translational repression, usually accompanied by poly-A tail shortening and subsequent degradation of the mRNA. miRNAs are present in all the animals and in plants, whereas siRNAs are present in lower animals and in plants."" [GOC:aruk, GOC:bc, GOC:rl, PMID:14744438, PMID:15066275, PMID:15066283, PMID:23209154, PMID:23985560, PMID:28379604]"	52	112	3	17376	0.0267857142857142	0.0576923076923076	query_1	['GO:0035194']	['TERT', 'TP53', 'NEIL1']
889	GO:BP	GO:1902570	protein localization to nucleolus	0.0195897837608518	True	"""A process in which a protein is transported to, or maintained in, a location within a nucleolus."" [GOC:TermGenie, PMID:22809626]"	16	112	2	17376	0.0178571428571428	0.125	query_1	['GO:0034504']	['TERT', 'WRN']
890	GO:BP	GO:0046661	male sex differentiation	0.0195897837608518	True	"""The establishment of the sex of a male organism by physical differentiation."" [GOC:bf]"	168	112	5	17376	0.0446428571428571	0.0297619047619047	query_1	['GO:0007275', 'GO:0007548']	['BRIP1', 'MSH2', 'WDR48', 'AR', 'ERCC1']
891	GO:BP	GO:0010940	positive regulation of necrotic cell death	0.0195897837608518	True	"""Any process that increases the rate, frequency or extent of necrotic cell death. Necrotic cell death is a cell death process that is morphologically characterized by a gain in cell volume (oncosis), swelling of organelles, plasma membrane rupture and subsequent loss of intracellular contents."" [PMID:16507998]"	16	112	2	17376	0.0178571428571428	0.125	query_1	['GO:0010939', 'GO:0010942', 'GO:0070265']	['PARP1', 'TP53']
892	GO:BP	GO:1902036	regulation of hematopoietic stem cell differentiation	0.0195897837608518	True	"""Any process that modulates the frequency, rate or extent of hematopoietic stem cell differentiation."" [GOC:TermGenie, PMID:23403623]"	16	112	2	17376	0.0178571428571428	0.125	query_1	['GO:0060218', 'GO:1901532', 'GO:2000736']	['PRKDC', 'KAT5']
893	GO:BP	GO:0016074	sno(s)RNA metabolic process	0.0195897837608518	True	"""The chemical reactions and pathways involving snoRNA, small nucleolar RNA, any of a class of small RNAs that are associated with the eukaryotic nucleus as components of small nucleolar ribonucleoproteins. They participate in the processing or modifications of many RNAs, mostly ribosomal RNAs (rRNAs) though snoRNAs are also known to target other classes of RNA, including spliceosomal RNAs, tRNAs, and mRNAs via a stretch of sequence that is complementary to a sequence in the targeted RNA."" [GOC:krc]"	16	112	2	17376	0.0178571428571428	0.125	query_1	['GO:0034660']	['DKC1', 'PARN']
894	REAC	REAC:R-HSA-6804115	TP53 regulates transcription of additional cell cycle genes whose exact role in the p53 pathway remain uncertain	0.0198380909245944	True	TP53 regulates transcription of additional cell cycle genes whose exact role in the p53 pathway remain uncertain	21	112	2	17376	0.0178571428571428	0.0952380952380952	query_1	['REAC:R-HSA-6791312']	['NPM1', 'TP53']
895	GO:BP	GO:0007283	spermatogenesis	0.0199336854785728	True	"""The developmental process by which male germ line stem cells self renew or give rise to successive cell types resulting in the development of a spermatozoa."" [GOC:jid, ISBN:9780878933846, PMID:28073824, PMID:30990821]"	589	112	10	17376	0.0892857142857142	0.0169779286926994	query_1	['GO:0003006', 'GO:0048232']	['BRIP1', 'WDR48', 'MLH1', 'H2AX', 'BRCA2', 'AR', 'ERCC1', 'KAT5', 'RNF8', 'MSH6']
896	GO:BP	GO:0002376	immune system process	0.0200207109713593	True	"""Any process involved in the development or functioning of the immune system, an organismal system for calibrated responses to potential internal or invasive threats."" [GO_REF:0000022, GOC:add]"	2399	112	26	17376	0.2321428571428571	0.0108378491037932	query_1	['GO:0008150']	['AKT1', 'NBN', 'MSH2', 'TP53BP1', 'XRCC6', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'MSH3', 'PMS2', 'PARP1', 'XRCC4', 'XRCC5', 'ERCC1', 'NHEJ1', 'FANCD2', 'ATM', 'EXO1', 'PRKDC', 'KAT5', 'POLB', 'TP53', 'CTC1', 'RNF8', 'MSH6']
897	GO:BP	GO:0007140	male meiotic nuclear division	0.0202229175827349	True	"""A cell cycle process by which the cell nucleus divides as part of a meiotic cell cycle in the male germline."" [GOC:dph, GOC:mah, GOC:vw]"	53	112	3	17376	0.0267857142857142	0.0566037735849056	query_1	['GO:0022412', 'GO:0048232', 'GO:0140013']	['MLH1', 'BRCA2', 'ATM']
898	GO:BP	GO:0002706	regulation of lymphocyte mediated immunity	0.0204223906667822	True	"""Any process that modulates the frequency, rate, or extent of lymphocyte mediated immunity."" [GOC:add]"	170	112	5	17376	0.0446428571428571	0.0294117647058823	query_1	['GO:0002449', 'GO:0002703']	['MSH2', 'TP53BP1', 'PAXIP1', 'APLF', 'MLH1']
899	GO:BP	GO:1901796	regulation of signal transduction by p53 class mediator	0.0204744569153453	True	"""Any process that modulates the frequency, rate or extent of signal transduction by p53 class mediator."" [GOC:TermGenie]"	106	112	4	17376	0.0357142857142857	0.0377358490566037	query_1	['GO:0072331', 'GO:1902531']	['AKT1', 'ATR', 'ATM', 'TP53']
900	GO:BP	GO:0002521	leukocyte differentiation	0.0207229620795174	True	"""The process in which a relatively unspecialized hemopoietic precursor cell acquires the specialized features of a leukocyte. A leukocyte is an achromatic cell of the myeloid or lymphoid lineages capable of ameboid movement, found in blood or other tissue."" [CL:0000738, GOC:add, PMID:16551264]"	593	112	10	17376	0.0892857142857142	0.0168634064080944	query_1	['GO:0030097', 'GO:0030154']	['MSH2', 'XRCC6', 'LIG4', 'PARP1', 'NHEJ1', 'FANCD2', 'ATM', 'PRKDC', 'KAT5', 'TP53']
901	GO:BP	GO:0002824	positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	0.0210979480409309	True	"""Any process that activates or increases the frequency, rate, or extent of an adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains. An example of this process is found in the Gnathostomata."" [GOC:add, GOC:mtg_sensu]"	107	112	4	17376	0.0357142857142857	0.0373831775700934	query_1	['GO:0002460', 'GO:0002821', 'GO:0002822']	['MSH2', 'TP53BP1', 'PAXIP1', 'MLH1']
902	GO:BP	GO:0040007	growth	0.0213461507131886	True	"""The increase in size or mass of an entire organism, a part of an organism or a cell."" [GOC:bf, GOC:ma]"	898	112	13	17376	0.1160714285714285	0.0144766146993318	query_1	['GO:0008150']	['AKT1', 'NBN', 'WDR48', 'TYMS', 'BRCA2', 'AR', 'ERCC1', 'ATM', 'BRCA1', 'WRN', 'RMI1', 'TP53', 'CTC1']
903	GO:BP	GO:0009223	pyrimidine deoxyribonucleotide catabolic process	0.0216291416010907	True	"""The chemical reactions and pathways resulting in the breakdown of a pyrimidine deoxyribonucleotide, a compound consisting of nucleoside (a pyrimidine base linked to a deoxyribose sugar) esterified with a phosphate group at either the 3' or 5'-hydroxyl group of the sugar."" [GOC:go_curators, ISBN:0198506732]"	17	112	2	17376	0.0178571428571428	0.1176470588235294	query_1	['GO:0006244', 'GO:0009219', 'GO:0009264', 'GO:0046386']	['OGG1', 'NEIL1']
904	GO:BP	GO:2000042	negative regulation of double-strand break repair via homologous recombination	0.0216291416010907	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of double-strand break repair via homologous recombination."" [GOC:vw]"	17	112	2	17376	0.0178571428571428	0.1176470588235294	query_1	['GO:0000724', 'GO:0010569', 'GO:0045910', 'GO:2000780']	['TP53BP1', 'RMI2']
905	GO:BP	GO:0002822	regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	0.0216291416010907	True	"""Any process that modulates the frequency, rate, or extent of an adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains. An example of this process is found in the Gnathostomata."" [GOC:add, GOC:mtg_sensu]"	173	112	5	17376	0.0446428571428571	0.0289017341040462	query_1	['GO:0002460', 'GO:0002819']	['MSH2', 'TP53BP1', 'PAXIP1', 'APLF', 'MLH1']
906	GO:BP	GO:0000028	ribosomal small subunit assembly	0.0216291416010907	True	"""The aggregation, arrangement and bonding together of constituent RNAs and proteins to form the small ribosomal subunit."" [GOC:jl, PMID:30467428]"	17	112	2	17376	0.0178571428571428	0.1176470588235294	query_1	['GO:0022618', 'GO:0042255', 'GO:0042274']	['XRCC5', 'PRKDC']
907	GO:BP	GO:1904355	positive regulation of telomere capping	0.0216291416010907	True	"""Any process that activates or increases the frequency, rate or extent of telomere capping."" [GO_REF:0000058, GOC:BHF, GOC:BHF_telomere, GOC:nc, GOC:TermGenie, PMID:23959892]"	17	112	2	17376	0.0178571428571428	0.1176470588235294	query_1	['GO:0016233', 'GO:0032206', 'GO:1904353']	['RTEL1', 'PNKP']
908	GO:BP	GO:1900034	regulation of cellular response to heat	0.0216291416010907	True	"""Any process that modulates the frequency, rate or extent of cellular response to heat."" [GOC:TermGenie, GOC:yaf]"	17	112	2	17376	0.0178571428571428	0.1176470588235294	query_1	['GO:0034605', 'GO:0080135']	['ATR', 'ATM']
909	REAC	REAC:R-HSA-69580	p53-Dependent G1/S DNA damage checkpoint	0.0218252671943658	True	p53-Dependent G1/S DNA damage checkpoint	66	112	3	17376	0.0267857142857142	0.0454545454545454	query_1	['REAC:R-HSA-69615']	['ATM', 'CDK2', 'TP53']
910	REAC	REAC:R-HSA-69563	p53-Dependent G1 DNA Damage Response	0.0218252671943658	True	p53-Dependent G1 DNA Damage Response	66	112	3	17376	0.0267857142857142	0.0454545454545454	query_1	['REAC:R-HSA-69580']	['ATM', 'CDK2', 'TP53']
911	GO:BP	GO:0042255	ribosome assembly	0.0231509714905807	True	"""The aggregation, arrangement and bonding together of the mature ribosome and of its subunits."" [GOC:ma, PMID:30467428]"	56	112	3	17376	0.0267857142857142	0.0535714285714285	query_1	['GO:0042254', 'GO:0140694']	['XRCC5', 'PRKDC', 'NPM1']
912	REAC	REAC:R-HSA-69615	G1/S DNA Damage Checkpoints	0.0235447578695183	True	G1/S DNA Damage Checkpoints	68	112	3	17376	0.0267857142857142	0.0441176470588235	query_1	['REAC:R-HSA-69620']	['ATM', 'CDK2', 'TP53']
913	GO:BP	GO:0031123	RNA 3'-end processing	0.0236690978519537	True	"""Any process involved in forming the mature 3' end of an RNA molecule."" [GOC:mah]"	111	112	4	17376	0.0357142857142857	0.036036036036036	query_1	['GO:0006396']	['DKC1', 'PARN', 'BARD1', 'USB1']
914	GO:BP	GO:0043517	positive regulation of DNA damage response, signal transduction by p53 class mediator	0.024029298742548	True	"""Any process that activates, maintains or increases the rate of the cascade of processes induced by the cell cycle regulator phosphoprotein p53, or an equivalent protein, in response to the detection of DNA damage."" [GOC:jl]"	18	112	2	17376	0.0178571428571428	0.1111111111111111	query_1	['GO:0030330', 'GO:0043516', 'GO:1901798']	['ATR', 'ATM']
915	GO:BP	GO:0043628	regulatory ncRNA 3'-end processing	0.024029298742548	True	"""Any process involved in forming the mature 3' end of a regulatory non-coding RNA molecule."" [GOC:jl]"	18	112	2	17376	0.0178571428571428	0.1111111111111111	query_1	['GO:0031123']	['DKC1', 'PARN']
916	GO:BP	GO:0035092	sperm DNA condensation	0.024029298742548	True	"""The progressive compaction of the spermatid chromatin so that it reaches a level of condensation that is not compatible with nuclear activities such as transcription or DNA replication."" [GOC:bf, PMID:11735001]"	18	112	2	17376	0.0178571428571428	0.1111111111111111	query_1	['GO:0006325', 'GO:0007289', 'GO:0022412']	['KAT5', 'RNF8']
917	GO:BP	GO:2000630	positive regulation of miRNA metabolic process	0.0241332242196577	True	"""Any process that activates or increases the frequency, rate or extent of miRNA metabolic process."" [GOC:dph]"	57	112	3	17376	0.0267857142857142	0.0526315789473684	query_1	['GO:0010586', 'GO:0051254', 'GO:2000628']	['AR', 'TERT', 'TP53']
918	GO:BP	GO:0000718	nucleotide-excision repair, DNA damage removal	0.0243139361767529	True	"""The removal of the oligonucleotide that contains the DNA damage. The oligonucleotide is formed by dual incisions that flank the site of DNA damage."" [GOC:elh, PMID:10197977]"	1	112	1	17376	0.0089285714285714	1.0	query_1	['GO:0006289', 'GO:0044349']	['PNKP']
919	GO:BP	GO:0006288	base-excision repair, DNA ligation	0.0243139361767529	True	"""The ligation by DNA ligase of DNA strands. Ligation occurs after polymerase action to fill the gap left by the action of endonucleases during base-excision repair."" [ISBN:1550091131]"	1	112	1	17376	0.0089285714285714	1.0	query_1	['GO:0006284', 'GO:0051103']	['LIG3']
920	GO:BP	GO:0032203	telomere formation via telomerase	0.0243139361767529	True	"""A cellular process that results in the formation of a telomere at a non-telomeric double-stranded DNA end that involves the activity of a telomerase enzyme."" [GOC:cjm, GOC:ns, PMID:11902675, PMID:8622671]"	1	112	1	17376	0.0089285714285714	1.0	query_1	['GO:0032202']	['WRAP53']
921	GO:BP	GO:0035194	ncRNA-mediated post-transcriptional gene silencing	0.0243139361767529	True	"""A posttranscriptional gene silencing pathway in which regulatory RNAs elicit silencing of specific target genes, either by mRNA destabilization or inhibition of translation."" [GOC:ems, PMID:11201747, PMID:11713190, PMID:15020054, PMID:15066275, PMID:18771919, PMID:32885814, PMID:33184244]"	58	112	3	17376	0.0267857142857142	0.0517241379310344	query_1	['GO:0016441', 'GO:0031047']	['TERT', 'TP53', 'NEIL1']
922	GO:BP	GO:0002821	positive regulation of adaptive immune response	0.0243139361767529	True	"""Any process that activates or increases the frequency, rate, or extent of an adaptive immune response."" [GOC:add]"	113	112	4	17376	0.0357142857142857	0.0353982300884955	query_1	['GO:0002250', 'GO:0002819', 'GO:0050778']	['MSH2', 'TP53BP1', 'PAXIP1', 'MLH1']
923	GO:BP	GO:0031427	response to methotrexate	0.0243139361767529	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a methotrexate stimulus. Methotrexate is 4-amino-10-methylformic acid, a folic acid analogue that is a potent competitive inhibitor of dihydrofolate reductase."" [GOC:ef, GOC:mah, ISBN:0198506732]"	1	112	1	17376	0.0089285714285714	1.0	query_1	['GO:0010243', 'GO:0014070', 'GO:1901700', 'GO:1902074']	['DHFR']
924	GO:BP	GO:0001172	RNA-templated transcription	0.0243139361767529	True	"""The synthesis of an RNA transcript from an RNA template."" [GOC:txnOH]"	1	112	1	17376	0.0089285714285714	1.0	query_1	['GO:0097659']	['TERT']
925	GO:BP	GO:0034337	RNA folding	0.0243139361767529	True	"""The process of assisting in the covalent and noncovalent assembly of single or multimeric RNAs into the correct tertiary structure."" [GOC:mah, PMID:10393192]"	1	112	1	17376	0.0089285714285714	1.0	query_1	['GO:0009987']	['WRAP53']
926	GO:BP	GO:0000732	strand displacement	0.0243139361767529	True	"""The rejection of the broken 3' single-strand DNA molecule that formed heteroduplex DNA with its complement in an intact duplex DNA. The Watson-Crick base pairing in the original duplex is restored. The rejected 3' single-strand DNA molecule reanneals with its original complement to reform two intact duplex molecules."" [PMID:10357855]"	1	112	1	17376	0.0089285714285714	1.0	query_1	['GO:0006259', 'GO:0006310']	['RTEL1']
927	GO:BP	GO:0019102	male somatic sex determination	0.0243139361767529	True	"""The determination of sex and sexual phenotypes in a male organism's soma."" [GOC:mah]"	1	112	1	17376	0.0089285714285714	1.0	query_1	['GO:0018993', 'GO:0030238']	['AR']
928	GO:BP	GO:0002708	positive regulation of lymphocyte mediated immunity	0.0243139361767529	True	"""Any process that activates or increases the frequency, rate, or extent of lymphocyte mediated immunity."" [GOC:add]"	114	112	4	17376	0.0357142857142857	0.0350877192982456	query_1	['GO:0002449', 'GO:0002705', 'GO:0002706']	['MSH2', 'TP53BP1', 'PAXIP1', 'MLH1']
929	GO:BP	GO:0000715	nucleotide-excision repair, DNA damage recognition	0.0243139361767529	True	"""The identification of lesions in DNA, such as pyrimidine-dimers, intrastrand cross-links, and bulky adducts. The wide range of substrate specificity suggests the repair complex recognizes distortions in the DNA helix."" [GOC:elh, PMID:10197977]"	1	112	1	17376	0.0089285714285714	1.0	query_1	['GO:0006289', 'GO:0051276']	['XPA']
930	GO:BP	GO:0060135	maternal process involved in female pregnancy	0.0243139361767529	True	"""A reproductive process occurring in the mother that allows an embryo or fetus to develop within it."" [GOC:dph]"	58	112	3	17376	0.0267857142857142	0.0517241379310344	query_1	['GO:0007565', 'GO:0048609']	['AKT1', 'AR', 'PARP1']
931	GO:BP	GO:1905843	regulation of cellular response to gamma radiation	0.0243139361767529	True	"""Any process that modulates the frequency, rate or extent of cellular response to gamma radiation."" [GO_REF:0000058, GOC:TermGenie, PMID:23505386]"	1	112	1	17376	0.0089285714285714	1.0	query_1	['GO:0050794', 'GO:0071480', 'GO:2001228']	['ATM']
932	GO:BP	GO:0044349	DNA excision	0.0243139361767529	True	"""The removal of a section of DNA from a larger DNA molecule by the making of dual incisions that flank the section to be excised."" [GOC:jl]"	1	112	1	17376	0.0089285714285714	1.0	query_1	['GO:0006259']	['PNKP']
933	GO:BP	GO:1904877	positive regulation of DNA ligase activity	0.0243139361767529	True	"""Any process that activates or increases the frequency, rate or extent of DNA ligase activity."" [GO_REF:0000059, GOC:BHF, GOC:BHF_telomere, GOC:rl, GOC:TermGenie, PMID:17389648]"	1	112	1	17376	0.0089285714285714	1.0	query_1	['GO:0051106', 'GO:0051351', 'GO:1904875']	['XRCC1']
934	GO:BP	GO:0090298	negative regulation of mitochondrial DNA replication	0.0243139361767529	True	"""Any process that decreases the rate, frequency or extent of the process in which new strands of DNA are synthesized in the mitochondrion."" [GOC:tb]"	1	112	1	17376	0.0089285714285714	1.0	query_1	['GO:0006264', 'GO:0090296', 'GO:1901859', 'GO:2000104']	['LIG3']
935	GO:BP	GO:0051102	DNA ligation involved in DNA recombination	0.0243139361767529	True	"""The re-formation of a broken phosphodiester bond in the DNA backbone, carried out by DNA ligase, that contributes to DNA recombination."" [GOC:ai]"	1	112	1	17376	0.0089285714285714	1.0	query_1	['GO:0006266', 'GO:0006310']	['LIG4']
936	GO:BP	GO:1904762	positive regulation of myofibroblast differentiation	0.0243139361767529	True	"""Any process that activates or increases the frequency, rate or extent of myofibroblast differentiation."" [GO_REF:0000058, GOC:BHF, GOC:BHF_miRNA, GOC:rph, GOC:TermGenie, PMID:20533548]"	1	112	1	17376	0.0089285714285714	1.0	query_1	['GO:0036446', 'GO:0045597', 'GO:1904760']	['PARP1']
937	GO:BP	GO:0097551	mitochondrial double-strand break repair	0.0243139361767529	True	"""The repair of double-strand breaks in mitochondrial DNA via homologous and nonhomologous mechanisms to reform a continuous DNA helix."" [GOC:di, PMID:22214610]"	1	112	1	17376	0.0089285714285714	1.0	query_1	['GO:0006302']	['MRE11']
938	GO:BP	GO:0097552	mitochondrial double-strand break repair via homologous recombination	0.0243139361767529	True	"""The repair of a double-strand break in mitochondrial DNA in which the broken DNA molecule is repaired using homologous sequences."" [GOC:di, PMID:22214610]"	1	112	1	17376	0.0089285714285714	1.0	query_1	['GO:0000725', 'GO:0097551']	['MRE11']
939	GO:BP	GO:1904631	response to glucoside	0.0243139361767529	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a glucoside stimulus."" [GO_REF:0000071, GOC:TermGenie, PMID:16842873]"	1	112	1	17376	0.0089285714285714	1.0	query_1	['GO:1903416']	['RAD51']
940	GO:BP	GO:1904535	positive regulation of telomeric loop disassembly	0.0243139361767529	True	"""Any process that activates or increases the frequency, rate or extent of telomeric loop disassembly."" [GO_REF:0000058, GOC:BHF, GOC:BHF_telomere, GOC:nc, GOC:TermGenie, PMID:22579284]"	1	112	1	17376	0.0089285714285714	1.0	query_1	['GO:0032206', 'GO:0090657', 'GO:1904533']	['RTEL1']
941	GO:BP	GO:0097698	telomere maintenance via base-excision repair	0.0243139361767529	True	"""A telomere maintenance process that occurs by base-excision repair of telomeric DNA in response to DNA damage. Telomeric sequences are particularly susceptible to oxidative DNA damage, due to their G-rich nature."" [GOC:BHF, GOC:BHF_telomere, GOC:jbu, PMID:24703901]"	1	112	1	17376	0.0089285714285714	1.0	query_1	['GO:0006284', 'GO:0043247']	['APEX1']
