Vascular Ehlers-Danlos syndrome	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
964	REAC	REAC:R-HSA-9034015	Signaling by NTRK3 (TRKC)	0.0026199458774961	True	Signaling by NTRK3 (TRKC)	14	98	4	10790	0.0408163265306122	0.2857142857142857	query_1	['REAC:R-HSA-166520']	['SRC', 'PIK3R1', 'SOS1', 'PLCG1']
965	REAC	REAC:R-HSA-399955	SEMA3A-Plexin repulsion signaling by inhibiting Integrin adhesion	0.0026199458774961	True	SEMA3A-Plexin repulsion signaling by inhibiting Integrin adhesion	14	98	4	10790	0.0408163265306122	0.2857142857142857	query_1	['REAC:R-HSA-373755']	['FYN', 'TLN1', 'NRP1', 'PLXNA1']
966	GO:CC	GO:0030175	filopodium	0.0026213279204729	True	"""Thin, stiff, actin-based protrusion extended by the leading edge of a motile cell such as a crawling fibroblast or amoeba, or an axonal or dendritic growth cone, or a dendritic shaft."" [GOC:mah, GOC:pr, ISBN:0815316194]"	107	99	6	22122	0.0606060606060606	0.0560747663551401	query_1	['GO:0098858']	['ITGB1', 'ITGAV', 'SRC', 'ITGB3', 'VCAM1', 'ITGA3']
967	GO:BP	GO:0010863	positive regulation of phospholipase C activity	0.002689756320668	True	"""Any process that increases the rate of phospholipase C activity."" [GOC:dph, GOC:tb]"	40	99	5	21110	0.0505050505050505	0.125	query_1	['GO:0010518', 'GO:1900274']	['ITK', 'PDGFRB', 'EGFR', 'PDGFRA', 'FLT1']
968	GO:BP	GO:0060627	regulation of vesicle-mediated transport	0.0027798203196156	True	"""Any process that modulates the rate, frequency, or extent of vesicle-mediated transport, the directed movement of substances, either within a vesicle or in the vesicle membrane, into, out of or within a cell."" [GOC:dph, GOC:tb]"	532	99	13	21110	0.1313131313131313	0.0244360902255639	query_1	['GO:0016192', 'GO:0050794', 'GO:0051049']	['RAPGEF1', 'ITGAV', 'SRC', 'ITGB3', 'PLCG2', 'LYN', 'SYK', 'FCGR1A', 'VEGFA', 'VTN', 'NRP1', 'CBL', 'ITGA2']
969	GO:MF	GO:0030234	enzyme regulator activity	0.0028866092092362	True	"""Binds to and modulates the activity of an enzyme."" [GOC:dph, GOC:mah, GOC:tb]"	1300	99	20	20195	0.202020202020202	0.0153846153846153	query_1	['GO:0098772']	['RAPGEF1', 'NCK1', 'PLXNB1', 'FN1', 'PDGFB', 'DOCK1', 'SRC', 'PIK3R1', 'SHC1', 'SOS1', 'FYN', 'SH3PXD2A', 'DOCK4', 'GRB2', 'EGFR', 'VAV1', 'DOCK3', 'NRP1', 'LCK', 'ELMO1']
970	GO:BP	GO:0001649	osteoblast differentiation	0.0028926024298515	True	"""The process whereby a relatively unspecialized cell acquires the specialized features of an osteoblast, a mesodermal or neural crest cell that gives rise to bone."" [CL:0000062, GO_REF:0000034, GOC:jid]"	228	99	9	21110	0.0909090909090909	0.0394736842105263	query_1	['GO:0001503', 'GO:0030154']	['SPP1', 'ITGA11', 'VEGFC', 'HGF', 'CTNNB1', 'TNC', 'COL1A1', 'PTK2', 'SEMA4D']
971	REAC	REAC:R-HSA-9674555	Signaling by CSF3 (G-CSF)	0.0029116244712429	True	Signaling by CSF3 (G-CSF)	30	98	5	10790	0.0510204081632653	0.1666666666666666	query_1	['REAC:R-HSA-1280215']	['SHC1', 'LYN', 'GRB2', 'SYK', 'PTPN11']
972	GO:CC	GO:0005783	endoplasmic reticulum	0.0029180872421002	True	"""The irregular network of unit membranes, visible only by electron microscopy, that occurs in the cytoplasm of many eukaryotic cells. The membranes form a complex meshwork of tubular channels, which are often expanded into slitlike cavities called cisternae. The ER takes two forms, rough (or granular), with ribosomes adhering to the outer surface, and smooth (with no ribosomes attached)."" [ISBN:0198506732]"	2059	99	24	22122	0.2424242424242424	0.0116561437591063	query_1	['GO:0005737', 'GO:0012505', 'GO:0043231']	['P4HB', 'P4HA3', 'NCK1', 'FN1', 'PDGFB', 'SPP1', 'PIK3R1', 'P4HA2', 'COL3A1', 'ITGA5', 'FYN', 'COL1A2', 'TNC', 'EGFR', 'P4HA1', 'KDR', 'COL10A1', 'COL1A1', 'VTN', 'VCAM1', 'THBS1', 'NCK2', 'PDGFRA', 'CALU']
973	GO:CC	GO:0030141	secretory granule	0.0030131822508576	True	"""A small subcellular vesicle, surrounded by a membrane, that is formed from the Golgi apparatus and contains a highly concentrated protein destined for secretion. Secretory granules move towards the periphery of the cell and upon stimulation, their membranes fuse with the cell membrane, and their protein load is exteriorized. Processing of the contained protein may take place in secretory granules."" [GOC:mah, ISBN:0198506732]"	893	99	15	22122	0.1515151515151515	0.0167973124300112	query_1	['GO:0012505', 'GO:0099503']	['VEGFB', 'FN1', 'ITGAV', 'PDGFB', 'ITGB3', 'TGFB3', 'VEGFC', 'HGF', 'ITGA2B', 'VCL', 'VEGFA', 'COL1A1', 'VEGFD', 'THBS1', 'ADAM15']
974	GO:MF	GO:0043274	phospholipase binding	0.0031102745471905	True	"""Binding to a phospholipase."" [GOC:jl]"	23	99	4	20195	0.0404040404040404	0.1739130434782608	query_1	['GO:0019899']	['SRC', 'FYN', 'SYK', 'LCK']
975	REAC	REAC:R-HSA-8851907	MET activates PI3K/AKT signaling	0.0031451073612423	True	MET activates PI3K/AKT signaling	5	98	3	10790	0.0306122448979591	0.6	query_1	['REAC:R-HSA-6806834']	['MET', 'PIK3R1', 'HGF']
976	REAC	REAC:R-HSA-8875513	MET interacts with TNS proteins	0.0031451073612423	True	MET interacts with TNS proteins	5	98	3	10790	0.0306122448979591	0.6	query_1	['REAC:R-HSA-8875878']	['MET', 'ITGB1', 'HGF']
977	GO:BP	GO:0071345	cellular response to cytokine stimulus	0.0032165509583569	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a cytokine stimulus."" [GOC:mah]"	826	99	16	21110	0.1616161616161616	0.0193704600484261	query_1	['GO:0034097', 'GO:0071310']	['P4HB', 'PDGFB', 'SRC', 'VEGFC', 'SOS1', 'ITGA4', 'LYN', 'NRP2', 'SYK', 'PTK2B', 'COL1A1', 'CRKL', 'VCAM1', 'THBS1', 'CBL', 'PTPN11']
978	GO:BP	GO:0002437	inflammatory response to antigenic stimulus	0.0032166378417637	True	"""An inflammatory response to an antigenic stimulus, which can be include any number of T cell or B cell epitopes."" [GOC:add, ISBN:0781735149]"	75	99	6	21110	0.0606060606060606	0.08	query_1	['GO:0006954', 'GO:0006955']	['SRC', 'FYN', 'LYN', 'SYK', 'PLCG1', 'FCGR1A']
979	GO:CC	GO:0002102	podosome	0.003278940039781	True	"""An actin-rich adhesion structure characterized by formation upon cell substrate contact and localization at the substrate-attached part of the cell, contain an F-actin-rich core surrounded by a ring structure containing proteins such as vinculin and talin, and have a diameter of 0.5 mm."" [PMID:12837608, PMID:15890982]"	31	99	4	22122	0.0404040404040404	0.1290322580645161	query_1	['GO:0015629', 'GO:0043232']	['SRC', 'SH3PXD2A', 'VCL', 'VCAM1']
980	WP	WP:WP5097	CCL18 signaling pathway	0.0032855363857376	True	CCL18 signaling pathway	53	89	6	8133	0.0674157303370786	0.1132075471698113	query_1	['WP:000000']	['FN1', 'VEGFC', 'COL1A2', 'CDH1', 'PTK2B', 'VCAM1']
981	REAC	REAC:R-HSA-187037	Signaling by NTRK1 (TRKA)	0.003330284594189	True	Signaling by NTRK1 (TRKA)	112	98	8	10790	0.0816326530612244	0.0714285714285714	query_1	['REAC:R-HSA-166520']	['RAPGEF1', 'PIK3R1', 'CRK', 'SHC1', 'SOS1', 'PLCG1', 'SH3GL2', 'CRKL']
982	REAC	REAC:R-HSA-187687	Signalling to ERKs	0.0034466883006497	True	Signalling to ERKs	31	98	5	10790	0.0510204081632653	0.1612903225806451	query_1	['REAC:R-HSA-187037']	['RAPGEF1', 'CRK', 'SHC1', 'SOS1', 'CRKL']
983	REAC	REAC:R-HSA-389356	CD28 co-stimulation	0.0034466883006497	True	CD28 co-stimulation	31	98	5	10790	0.0510204081632653	0.1612903225806451	query_1	['REAC:R-HSA-388841']	['PIK3R1', 'FYN', 'LYN', 'VAV1', 'LCK']
984	GO:BP	GO:2000403	positive regulation of lymphocyte migration	0.0034515944997572	True	"""Any process that activates or increases the frequency, rate or extent of lymphocyte migration."" [GOC:mah]"	42	99	5	21110	0.0505050505050505	0.119047619047619	query_1	['GO:0071677', 'GO:0072676', 'GO:2000401']	['ITGB3', 'ITGA4', 'MADCAM1', 'PTK2B', 'JAM2']
985	GO:BP	GO:1900274	regulation of phospholipase C activity	0.0034515944997572	True	"""Any process that modulates the frequency, rate or extent of phospholipase C activity."" [GOC:BHF, GOC:TermGenie]"	42	99	5	21110	0.0505050505050505	0.119047619047619	query_1	['GO:0010517']	['ITK', 'PDGFRB', 'EGFR', 'PDGFRA', 'FLT1']
986	GO:BP	GO:0071604	transforming growth factor beta production	0.0034515944997572	True	"""The appearance of any member of the transforming growth factor-beta family of cytokines due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels. Transforming growth factor-beta family members include TGF-B1, TGF-B2, and TGF-B3."" [GOC:add, GOC:rv, PMID:16891311, PMID:2022183]"	42	99	5	21110	0.0505050505050505	0.119047619047619	query_1	['GO:0001816']	['FN1', 'ITGAV', 'COL3A1', 'ITGB6', 'THBS1']
987	GO:CC	GO:0097060	synaptic membrane	0.0035307668444332	True	"""A specialized area of membrane on either the presynaptic or the postsynaptic side of a synapse, the junction between a nerve fiber of one neuron and another neuron or muscle fiber or glial cell."" [GOC:BHF, PMID:20410104]"	397	99	10	22122	0.101010101010101	0.0251889168765743	query_1	['GO:0045202', 'GO:0098590']	['ITGB1', 'SRC', 'ITGB3', 'CTNNB1', 'ITGA5', 'NRP2', 'ERBB2', 'CRKL', 'NRP1', 'ITGA3']
988	REAC	REAC:R-HSA-9703648	Signaling by FLT3 ITD and TKD mutants	0.0035477991928148	True	Signaling by FLT3 ITD and TKD mutants	15	98	4	10790	0.0408163265306122	0.2666666666666666	query_1	['REAC:R-HSA-9682385']	['PIK3R1', 'SOS1', 'GRB2', 'PTPN11']
989	CORUM	CORUM:2850	ITGA5-ITGB1-FN-1-NOV complex	0.0035540565170555	True	ITGA5-ITGB1-FN-1-NOV complex	4	63	3	3383	0.0476190476190476	0.75	query_1	['CORUM:0000000']	['ITGB1', 'FN1', 'ITGA5']
990	CORUM	CORUM:2376	ITGA2B-ITGB3-FN1-TGM2 complex	0.0035540565170555	True	ITGA2B-ITGB3-FN1-TGM2 complex	4	63	3	3383	0.0476190476190476	0.75	query_1	['CORUM:0000000']	['FN1', 'ITGB3', 'ITGA2B']
991	CORUM	CORUM:2383	ITGA5-ITGB1-FN1-TGM2 complex	0.0035540565170555	True	ITGA5-ITGB1-FN1-TGM2 complex	4	63	3	3383	0.0476190476190476	0.75	query_1	['CORUM:0000000']	['ITGB1', 'FN1', 'ITGA5']
992	CORUM	CORUM:2456	MET-CIN85-SH3GL3-CBL complex, HGF stimulated	0.0035540565170555	True	MET-CIN85-SH3GL3-CBL complex, HGF stimulated	4	63	3	3383	0.0476190476190476	0.75	query_1	['CORUM:0000000']	['MET', 'SH3KBP1', 'CBL']
993	CORUM	CORUM:2896	ITGA2b-ITGB3-CD47-FAK complex	0.0035540565170555	True	ITGA2b-ITGB3-CD47-FAK complex	4	63	3	3383	0.0476190476190476	0.75	query_1	['CORUM:0000000']	['ITGB3', 'ITGA2B', 'PTK2']
994	CORUM	CORUM:6990	THSD1-FAK-talin-vinculin complex	0.0035540565170555	True	THSD1-FAK-talin-vinculin complex	4	63	3	3383	0.0476190476190476	0.75	query_1	['CORUM:0000000']	['VCL', 'TLN1', 'PTK2']
995	CORUM	CORUM:6842	EphA1 receptor signaling complex	0.0035540565170555	True	EphA1 receptor signaling complex	4	63	3	3383	0.0476190476190476	0.75	query_1	['CORUM:0000000']	['PIK3R1', 'PTK2B', 'LCK']
996	CORUM	CORUM:6193	ADAM12-alphaVbeta3-integrin-MMP-14 complex	0.0035540565170555	True	ADAM12-alphaVbeta3-integrin-MMP-14 complex	4	63	3	3383	0.0476190476190476	0.75	query_1	['CORUM:0000000']	['ITGAV', 'ITGB3', 'ADAM12']
997	GO:BP	GO:0030217	T cell differentiation	0.0035640537213726	True	"""The process in which a precursor cell type acquires characteristics of a more mature T-cell. A T cell is a type of lymphocyte whose definin characteristic is the expression of a T cell receptor complex."" [GO_REF:0000022, GOC:jid, GOC:mah]"	302	99	10	21110	0.101010101010101	0.0331125827814569	query_1	['GO:0030098', 'GO:0042110']	['PIK3R1', 'ITK', 'CTNNB1', 'SOS1', 'ZAP70', 'SHB', 'VAV1', 'SYK', 'ERBB2', 'LCK']
998	WP	WP:WP395	IL-4 signaling pathway	0.0036640021849934	True	IL-4 signaling pathway	54	89	6	8133	0.0674157303370786	0.1111111111111111	query_1	['WP:000000']	['PIK3R1', 'SHC1', 'SOS1', 'GRB2', 'CBL', 'PTPN11']
999	GO:BP	GO:0007178	transmembrane receptor protein serine/threonine kinase signaling pathway	0.0036752447559639	True	"""The series of molecular signals initiated by an extracellular ligand binding to a receptor on the surface of the target cell where the receptor possesses serine/threonine kinase activity, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:mah, GOC:signaling]"	378	99	11	21110	0.1111111111111111	0.0291005291005291	query_1	['GO:0007167']	['ITGB5', 'SRC', 'TGFB3', 'COL3A1', 'PXN', 'COL1A2', 'KDR', 'PTK2', 'ITGB6', 'THBS1', 'ITGA3']
1000	WP	WP:WP2253	Pilocytic astrocytoma	0.0036930212544377	True	Pilocytic astrocytoma	6	89	3	8133	0.0337078651685393	0.5	query_1	['WP:000000']	['SOS1', 'GRB2', 'PTPN11']
1001	WP	WP:WP3943	Robo4 and VEGF signaling pathways crosstalk	0.0036930212544377	True	Robo4 and VEGF signaling pathways crosstalk	6	89	3	8133	0.0337078651685393	0.5	query_1	['WP:000000']	['SRC', 'KDR', 'VEGFA']
1002	GO:BP	GO:2000811	negative regulation of anoikis	0.0037977322316916	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of anoikis."" [GOC:obol]"	19	99	4	21110	0.0404040404040404	0.2105263157894736	query_1	['GO:0043066', 'GO:0043276', 'GO:2000209']	['ITGB1', 'SRC', 'ITGA5', 'PTK2']
1003	GO:BP	GO:0045780	positive regulation of bone resorption	0.0037977322316916	True	"""Any process that activates or increases the frequency, rate or extent of bone resorption."" [GOC:go_curators]"	19	99	4	21110	0.0404040404040404	0.2105263157894736	query_1	['GO:0045124', 'GO:0045453', 'GO:0051240']	['SRC', 'SPP1', 'ITGB3', 'SYK']
1004	GO:BP	GO:0071364	cellular response to epidermal growth factor stimulus	0.0038912913648994	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an epidermal growth factor stimulus."" [GOC:mah]"	43	99	5	21110	0.0505050505050505	0.1162790697674418	query_1	['GO:0070849', 'GO:0071363']	['EGFR', 'PLCG1', 'ERBB2', 'COL1A1', 'PTPN11']
1005	WP	WP:WP4786	Type I collagen synthesis in the context of osteogenesis imperfecta	0.0038986019605121	True	Type I collagen synthesis in the context of osteogenesis imperfecta	33	89	5	8133	0.0561797752808988	0.1515151515151515	query_1	['WP:000000']	['P4HB', 'P4HA2', 'COL1A2', 'P4HA1', 'COL1A1']
1006	GO:BP	GO:0060348	bone development	0.0039833071058752	True	"""The process whose specific outcome is the progression of bone over time, from its formation to the mature structure. Bone is the hard skeletal connective tissue consisting of both mineral and cellular components."" [GOC:dph]"	237	99	9	21110	0.0909090909090909	0.0379746835443038	query_1	['GO:0001501', 'GO:0048513']	['PLXNB1', 'SRC', 'TGFB3', 'COL3A1', 'KDR', 'COL1A1', 'ITGB6', 'PTPN11', 'SEMA4D']
1007	GO:BP	GO:0001501	skeletal system development	0.0040179970062822	True	"""The process whose specific outcome is the progression of the skeleton over time, from its formation to the mature structure. The skeleton is the bony framework of the body in vertebrates (endoskeleton) or the hard outer envelope of insects (exoskeleton or dermoskeleton)."" [GOC:dph, GOC:jid, GOC:tb]"	550	99	13	21110	0.1313131313131313	0.0236363636363636	query_1	['GO:0048731']	['PLXNB1', 'SRC', 'TGFB3', 'CTNNB1', 'COL3A1', 'COL1A2', 'KDR', 'COL10A1', 'COL1A1', 'ITGB6', 'PTPN11', 'PDGFRA', 'SEMA4D']
1008	REAC	REAC:R-HSA-5654741	Signaling by FGFR3	0.0040557106004574	True	Signaling by FGFR3	32	98	5	10790	0.0510204081632653	0.15625	query_1	['REAC:R-HSA-190236']	['PIK3R1', 'SOS1', 'PLCG1', 'CBL', 'PTPN11']
1009	WP	WP:WP2272	Pathogenic Escherichia coli infection	0.0040768020027772	True	Pathogenic Escherichia coli infection	55	89	6	8133	0.0674157303370786	0.109090909090909	query_1	['WP:000000']	['ITGB1', 'NCK1', 'CTNNB1', 'FYN', 'CDH1', 'NCK2']
1010	GO:BP	GO:1902905	positive regulation of supramolecular fiber organization	0.0042375334657434	True	"""Any process that activates or increases the frequency, rate or extent of supramolecular fiber organization."" [GO_REF:0000058, GOC:PARL, GOC:rl, GOC:TermGenie, PMID:23921388]"	177	99	8	21110	0.0808080808080808	0.0451977401129943	query_1	['GO:0051130', 'GO:0097435', 'GO:1902903']	['MET', 'NCK1', 'TGFB3', 'PXN', 'GRB2', 'PTK2B', 'NRP1', 'NCK2']
1011	REAC	REAC:R-HSA-2871796	FCERI mediated MAPK activation	0.0042573602055719	True	FCERI mediated MAPK activation	83	98	7	10790	0.0714285714285714	0.0843373493975903	query_1	['REAC:R-HSA-2454202']	['PLCG2', 'SOS1', 'LYN', 'LCP2', 'VAV1', 'SYK', 'PLCG1']
1012	GO:BP	GO:0050670	regulation of lymphocyte proliferation	0.0042688815325908	True	"""Any process that modulates the frequency, rate or extent of lymphocyte proliferation."" [GOC:ai]"	239	99	9	21110	0.0909090909090909	0.0376569037656903	query_1	['GO:0032944', 'GO:0046651', 'GO:0051249']	['NCK1', 'CTNNB1', 'SOS1', 'ZAP70', 'LYN', 'SYK', 'ERBB2', 'VCAM1', 'NCK2']
1013	WP	WP:WP3678	Amplification and expansion of oncogenic pathways as metastatic traits	0.0042692865005515	True	Amplification and expansion of oncogenic pathways as metastatic traits	17	89	4	8133	0.0449438202247191	0.2352941176470588	query_1	['WP:000000']	['SRC', 'TNC', 'VEGFA', 'VCAM1']
1014	HP	HP:0001873	Thrombocytopenia	0.0042722248430255	True	A reduction in the number of circulating thrombocytes.	370	51	15	4851	0.2941176470588235	0.0405405405405405	query_1	['HP:0011873']	['PDGFB', 'SRC', 'SPP1', 'ITGB3', 'ITK', 'SOS1', 'ITGA2B', 'LAT', 'ZAP70', 'PDGFRB', 'CBL', 'JAM2', 'PTPN11', 'FLT1', 'ITGA2']
1015	KEGG	KEGG:04540	Gap junction	0.0042725750080515	True	Gap junction	88	91	7	8161	0.0769230769230769	0.0795454545454545	query_1	['KEGG:00000']	['PDGFB', 'SRC', 'SOS1', 'GRB2', 'PDGFRB', 'EGFR', 'PDGFRA']
1016	GO:BP	GO:0043200	response to amino acid	0.0044003190165121	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an amino acid stimulus. An amino acid is a carboxylic acids containing one or more amino groups."" [GOC:ef, GOC:mlg]"	124	99	7	21110	0.0707070707070707	0.0564516129032258	query_1	['GO:0001101', 'GO:0010243', 'GO:1901700']	['COL3A1', 'FYN', 'LYN', 'COL1A2', 'EGFR', 'COL1A1', 'PDGFRA']
1017	GO:MF	GO:0060229	lipase activator activity	0.0044099395036543	True	"""Binds to and increases the activity of a lipase, an enzyme that catalyzes of the hydrolysis of a lipid."" [GOC:BHF, GOC:dph, GOC:tb]"	25	99	4	20195	0.0404040404040404	0.16	query_1	['GO:0008047']	['SRC', 'FYN', 'EGFR', 'LCK']
1018	GO:BP	GO:0002274	myeloid leukocyte activation	0.004418173412597	True	"""A change in the morphology or behavior of a myeloid leukocyte resulting from exposure to an activating factor such as a cellular or soluble ligand."" [GOC:add, ISBN:0781735149]"	240	99	9	21110	0.0909090909090909	0.0375	query_1	['GO:0045321']	['FN1', 'PLCG2', 'LAT', 'LYN', 'LCP2', 'SYK', 'ITGB6', 'THBS1', 'CBL']
1019	GO:BP	GO:0001816	cytokine production	0.0044386034696505	True	"""The appearance of a cytokine due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels."" [GOC:add, ISBN:0781735149]"	745	99	15	21110	0.1515151515151515	0.0201342281879194	query_1	['GO:0010467', 'GO:0032501']	['FN1', 'ITGAV', 'SRC', 'TGFB3', 'PIK3R1', 'HGF', 'ITK', 'PLCG2', 'FLT4', 'COL3A1', 'LYN', 'SYK', 'ITGB6', 'THBS1', 'PTPN11']
1020	GO:BP	GO:0021856	hypothalamic tangential migration using cell-axon interactions	0.0045014892026489	True	"""The movement of a hypothalamic neuronal precursor tangentially through the forebrain using an interaction of the migrating cells with axons of other neurons."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid]"	6	99	3	21110	0.0303030303030303	0.5	query_1	['GO:0021855']	['NRP2', 'NRP1', 'PLXNA1']
1021	GO:BP	GO:0021828	gonadotrophin-releasing hormone neuronal migration to the hypothalamus	0.0045014892026489	True	"""The directional movement of a gonadotrophin-releasing hormone producing neuron from the nasal placode to the hypothalamus."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid, PMID:12626695]"	6	99	3	21110	0.0303030303030303	0.5	query_1	['GO:0001764', 'GO:0021856', 'GO:0021888']	['NRP2', 'NRP1', 'PLXNA1']
1022	GO:BP	GO:1901166	neural crest cell migration involved in autonomic nervous system development	0.0045014892026489	True	"""Any neural crest cell migration that is involved in autonomic nervous system development."" [GOC:BHF, GOC:TermGenie]"	6	99	3	21110	0.0303030303030303	0.5	query_1	['GO:0001755', 'GO:0048483']	['FN1', 'NRP2', 'NRP1']
1023	KEGG	KEGG:05235	PD-L1 expression and PD-1 checkpoint pathway in cancer	0.0045956677859939	True	PD-L1 expression and PD-1 checkpoint pathway in cancer	89	91	7	8161	0.0769230769230769	0.0786516853932584	query_1	['KEGG:00000']	['PIK3R1', 'LAT', 'ZAP70', 'EGFR', 'PLCG1', 'LCK', 'PTPN11']
1024	HP	HP:0030448	Soft tissue sarcoma	0.0045965361098206	True	A type of sarcoma (A connective tissue neoplasm formed by proliferation of mesodermal cells) that develops from soft tissues like fat, muscle, nerves, fibrous tissues, blood vessels, or deep skin tissues.	121	51	9	4851	0.1764705882352941	0.0743801652892562	query_1	['HP:0100242']	['PDGFB', 'SRC', 'FLT4', 'CTNNB1', 'SOS1', 'PDGFRB', 'COL1A1', 'PTPN11', 'ELMO2']
1025	GO:BP	GO:2000278	regulation of DNA biosynthetic process	0.0046436187122655	True	"""Any process that modulates the frequency, rate or extent of DNA biosynthetic process."" [GOC:obol]"	125	99	7	21110	0.0707070707070707	0.056	query_1	['GO:0010556', 'GO:0031326', 'GO:0051052', 'GO:0071897']	['PDGFB', 'SRC', 'HGF', 'CTNNB1', 'PDGFRB', 'VEGFA', 'PTK2B']
1026	REAC	REAC:R-HSA-210993	Tie2 Signaling	0.0046974977149632	True	Tie2 Signaling	16	98	4	10790	0.0408163265306122	0.25	query_1	['REAC:R-HSA-202733']	['PIK3R1', 'SHC1', 'SOS1', 'PTPN11']
1027	GO:BP	GO:0035728	response to hepatocyte growth factor	0.0047301001095795	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a hepatocyte growth factor stimulus."" [GOC:bf]"	20	99	4	21110	0.0404040404040404	0.2	query_1	['GO:0070848']	['BCAR1', 'CRK', 'HGF', 'NRP1']
1028	GO:BP	GO:0032944	regulation of mononuclear cell proliferation	0.0048933906380502	True	"""Any process that modulates the frequency, rate or extent of mononuclear cell proliferation."" [GOC:add]"	243	99	9	21110	0.0909090909090909	0.037037037037037	query_1	['GO:0032943', 'GO:0070663']	['NCK1', 'CTNNB1', 'SOS1', 'ZAP70', 'LYN', 'SYK', 'ERBB2', 'VCAM1', 'NCK2']
1029	GO:BP	GO:0035272	exocrine system development	0.0049024472142895	True	"""Progression of the exocrine system over time, from its formation to a mature structure. The exocrine system is a system of hormones and glands, where the glands secrete straight to a target site via ducts or tubes. The human exocrine system includes the salivary glands, sweat glands and many glands of the digestive system."" [GOC:bf, Wikipedia:Exocrine_gland]"	45	99	5	21110	0.0505050505050505	0.1111111111111111	query_1	['GO:0048731']	['TGFB3', 'HGF', 'EGFR', 'NRP1', 'PLXNA1']
1030	GO:BP	GO:0043588	skin development	0.0049118297224698	True	"""The process whose specific outcome is the progression of the skin over time, from its formation to the mature structure. The skin is the external membranous integument of an animal. In vertebrates the skin generally consists of two layers, an outer nonsensitive and nonvascular epidermis (cuticle or skarfskin) composed of cells which are constantly growing and multiplying in the deeper, and being thrown off in the superficial layers, as well as an inner vascular dermis (cutis, corium or true skin) composed mostly of connective tissue."" [GOC:jl, UBERON:0002097]"	313	99	10	21110	0.101010101010101	0.0319488817891373	query_1	['GO:0048513']	['MET', 'CTNNB1', 'SOS1', 'COL3A1', 'COL1A2', 'EGFR', 'COL1A1', 'ITGB6', 'ITGA3', 'ITGA2']
1031	GO:BP	GO:0042592	homeostatic process	0.0049477923465309	True	"""Any biological process involved in the maintenance of an internal steady state."" [GOC:jl, ISBN:0395825172]"	1673	99	23	21110	0.2323232323232323	0.0137477585176329	query_1	['GO:0008150']	['ITGB1', 'SRC', 'SPP1', 'ITGB3', 'PIK3R1', 'PLCG2', 'CTNNB1', 'SOS1', 'COL3A1', 'LAT', 'LYN', 'JAM3', 'KDR', 'VCL', 'SYK', 'PLCG1', 'VEGFA', 'PTK2B', 'SH3GL2', 'ITGB6', 'LCK', 'JAM2', 'PTPN11']
1032	GO:BP	GO:0008543	fibroblast growth factor receptor signaling pathway	0.0050683381254162	True	"""The series of molecular signals generated as a consequence of a fibroblast growth factor receptor binding to one of its physiological ligands."" [GOC:ceb]"	81	99	6	21110	0.0606060606060606	0.074074074074074	query_1	['GO:0007169', 'GO:0044344']	['CTNNB1', 'SOS1', 'GRB2', 'CRKL', 'THBS1', 'PTPN11']
1033	GO:BP	GO:0022612	gland morphogenesis	0.0051640626511244	True	"""The process in which the anatomical structures of a gland are generated and organized."" [GOC:isa_complete]"	127	99	7	21110	0.0707070707070707	0.0551181102362204	query_1	['GO:0009887', 'GO:0048732']	['SRC', 'TGFB3', 'HGF', 'TNC', 'EGFR', 'NRP1', 'PLXNA1']
1034	REAC	REAC:R-HSA-9006936	Signaling by TGFB family members	0.0052142686298489	True	Signaling by TGFB family members	119	98	8	10790	0.0816326530612244	0.0672268907563025	query_1	['REAC:R-HSA-162582']	['ITGB1', 'ITGB5', 'ITGAV', 'ITGB3', 'TGFB3', 'COL1A2', 'ITGB6', 'CBL']
1035	GO:BP	GO:0042129	regulation of T cell proliferation	0.0052181025329329	True	"""Any process that modulates the frequency, rate or extent of T cell proliferation."" [GOC:jl]"	182	99	8	21110	0.0808080808080808	0.0439560439560439	query_1	['GO:0042098', 'GO:0050670', 'GO:0050863']	['NCK1', 'CTNNB1', 'SOS1', 'ZAP70', 'SYK', 'ERBB2', 'VCAM1', 'NCK2']
1036	GO:BP	GO:0031098	stress-activated protein kinase signaling cascade	0.0052341331278814	True	"""The series of molecular signals in which a stress-activated protein kinase (SAPK) cascade relays a signal."" [GOC:mah]"	245	99	9	21110	0.0909090909090909	0.036734693877551	query_1	['GO:0033554', 'GO:0035556']	['RAPGEF1', 'CRK', 'HGF', 'FLT4', 'LYN', 'EGFR', 'VEGFA', 'PTK2B', 'CRKL']
