Dyskeratosis congenita	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
529	GO:BP	GO:0046606	negative regulation of centrosome cycle	0.0152718072008829	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the centrosome cycle."" [GOC:ai]"	12	111	2	15719	0.018018018018018	0.1666666666666666	query_1	['GO:0007098', 'GO:0010948', 'GO:0046605', 'GO:0051494']	['BRCA1', 'NPM1']
528	GO:BP	GO:0000491	small nucleolar ribonucleoprotein complex assembly	0.0152718072008829	True	"""The aggregation, arrangement and bonding together of proteins and a snoRNA to form a small nucleolar ribonucleoprotein (snoRNP) complex."" [GOC:krc]"	12	111	2	15719	0.018018018018018	0.1666666666666666	query_1	['GO:0022618']	['SHQ1', 'NAF1']
526	GO:BP	GO:0033148	positive regulation of intracellular estrogen receptor signaling pathway	0.0152718072008829	True	"""Any process that activates or increases the frequency, rate or extent of the activity of an intracellular estrogen receptor signaling pathway."" [GOC:mah]"	12	111	2	15719	0.018018018018018	0.1666666666666666	query_1	['GO:0030520', 'GO:0033145', 'GO:0033146']	['AR', 'PARP1']
525	GO:BP	GO:0072710	response to hydroxyurea	0.0152718072008829	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a hydroxyurea stimulus."" [GOC:mah]"	12	111	2	15719	0.018018018018018	0.1666666666666666	query_1	['GO:0010033', 'GO:1901698']	['BLM', 'RAD51']
524	GO:BP	GO:1903405	protein localization to nuclear body	0.0152718072008829	True	"""A process in which a protein is transported to, or maintained in, a location within a nuclear body."" [GO_REF:0000087, GOC:TermGenie, PMID:24713849]"	12	111	2	15719	0.018018018018018	0.1666666666666666	query_1	['GO:1990173']	['DKC1', 'WRAP53']
523	GO:BP	GO:0006285	base-excision repair, AP site formation	0.0152718072008829	True	"""The formation of an AP site, a deoxyribose sugar with a missing base, by DNA glycosylase which recognizes an altered base in DNA and catalyzes its hydrolytic removal. This sugar phosphate is the substrate recognized by the AP endonuclease, which cuts the DNA phosphodiester backbone at the 5' side of the altered site to leave a gap which is subsequently repaired."" [ISBN:0815316194]"	12	111	2	15719	0.018018018018018	0.1666666666666666	query_1	['GO:0006259', 'GO:0006284']	['OGG1', 'NEIL1']
522	GO:BP	GO:1903798	regulation of miRNA processing	0.0152718072008829	True	"""Any process that modulates the frequency, rate or extent of microRNA processing."" [GO_REF:0000058, GOC:BHF, GOC:BHF_miRNA, GOC:rph, GOC:TermGenie, PMID:22269326]"	12	111	2	15719	0.018018018018018	0.1666666666666666	query_1	['GO:0035196', 'GO:0070920']	['TERT', 'TP53']
521	GO:BP	GO:0010826	negative regulation of centrosome duplication	0.0152718072008829	True	"""Any process that decreases the frequency, rate or extent of centrosome duplication. Centrosome duplication is the replication of a centrosome, a structure comprised of a pair of centrioles and peri-centriolar material from which a microtubule spindle apparatus is organized."" [GOC:dph, GOC:tb]"	12	111	2	15719	0.018018018018018	0.1666666666666666	query_1	['GO:0010824', 'GO:0046606', 'GO:0051298']	['BRCA1', 'NPM1']
520	GO:BP	GO:0022618	ribonucleoprotein complex assembly	0.0152718072008829	True	"""The aggregation, arrangement and bonding together of proteins and RNA molecules to form a ribonucleoprotein complex."" [GOC:jl]"	202	111	6	15719	0.054054054054054	0.0297029702970297	query_1	['GO:0022613', 'GO:0065003', 'GO:0071826']	['SHQ1', 'ATR', 'XRCC5', 'ATM', 'NAF1', 'PRKDC']
527	GO:BP	GO:1904867	protein localization to Cajal body	0.0152718072008829	True	"""A process in which a protein is transported to, or maintained in, a location within a Cajal body."" [GO_REF:0000087, GOC:BHF, GOC:BHF_telomere, GOC:nc, GOC:TermGenie, PMID:25467444]"	12	111	2	15719	0.018018018018018	0.1666666666666666	query_1	['GO:1903405']	['DKC1', 'WRAP53']
139	REAC	REAC:R-HSA-8953750	Transcriptional Regulation by E2F6	0.015429372880221	True	Transcriptional Regulation by E2F6	34	104	3	10022	0.0288461538461538	0.088235294117647	query_1	['REAC:R-HSA-212436']	['RBBP8', 'RAD51', 'BRCA1']
95	GO:CC	GO:0031332	RNAi effector complex	0.0154579734661546	True	"""Any protein complex that mediates the effects of small interfering RNAs on gene expression. Most known examples contain one or more members of the Argonaute family of proteins."" [GOC:mah, PMID:14704433]"	17	112	2	16420	0.0178571428571428	0.1176470588235294	query_1	['GO:1990904']	['DCP2', 'NEIL1']
94	GO:CC	GO:0016442	RISC complex	0.0154579734661546	True	"""A ribonucleoprotein complex that contains members of the Argonaute family of proteins, small interfering RNAs (siRNAs) or microRNAs (miRNAs), and miRNA or siRNA-complementary mRNAs, in addition to a number of accessory factors. The RISC complex is involved in posttranscriptional repression of gene expression through downregulation of translation or induction of mRNA degradation."" [PMID:10749213, PMID:15145345]"	17	112	2	16420	0.0178571428571428	0.1176470588235294	query_1	['GO:0031332']	['DCP2', 'NEIL1']
530	GO:BP	GO:0007099	centriole replication	0.0157609969017019	True	"""The cell cycle process in which a daughter centriole is formed perpendicular to an existing centriole. An immature centriole contains a ninefold radially symmetric array of single microtubules; mature centrioles consist of a radial array of nine microtubule triplets, doublets, or singlets depending upon the species and cell type. Duplicated centrioles also become the ciliary basal body in cells that form cilia during G0."" [GOC:cilia, GOC:kmv, ISBN:0815316194, PMID:9889124]"	42	111	3	15719	0.027027027027027	0.0714285714285714	query_1	['GO:0022402', 'GO:0051298', 'GO:0098534']	['BRCA1', 'CDK2', 'NPM1']
531	GO:BP	GO:0065007	biological regulation	0.015847560961497	True	"""Any process that modulates a measurable attribute of any biological process, quality or function."" [GOC:dph, GOC:isa_complete, GOC:mah, GOC:pr, GOC:vw]"	10874	111	90	15719	0.8108108108108109	0.0082766231377597	query_1	['GO:0008150']	['RBBP8', 'HUS1', 'RPA4', 'BRIP1', 'AKT1', 'RAD9B', 'NBN', 'STN1', 'MSH2', 'USP1', 'TP53BP1', 'RAD50', 'RAD52', 'FANCI', 'RAD51AP1', 'LIG3', 'XRCC6', 'HLTF', 'WDR48', 'TYMS', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'FEN1', 'SHQ1', 'POLD4', 'H2AX', 'NHP2', 'RPA2', 'MSH3', 'MDC1', 'OGG1', 'DHFR', 'TEN1', 'DCP2', 'TINF2', 'POLA1', 'BRCA2', 'RAD1', 'PCNA', 'ATR', 'RPA3', 'AR', 'TERT', 'DKC1', 'PARN', 'PARP1', 'XRCC4', 'XRCC5', 'ERCC1', 'NHEJ1', 'APTX', 'ERCC4', 'ATRIP', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'POLE3', 'MRE11', 'RAD51', 'NAF1', 'SMG6', 'APEX1', 'PRIM2', 'HUS1B', 'USP46', 'BRCA1', 'CDK2', 'PRKDC', 'CHRAC1', 'XRCC1', 'RTEL1', 'KAT5', 'POLB', 'BARD1', 'WRN', 'NOP10', 'KHSRP', 'RMI2', 'NPM1', 'TP53', 'WRAP53', 'PNKP', 'NEIL1', 'PIF1', 'CTC1', 'RNF8', 'MSH6']
532	GO:BP	GO:0006915	apoptotic process	0.0160789366219842	True	"""A programmed cell death process which begins when a cell receives an internal (e.g. DNA damage) or external signal (e.g. an extracellular death ligand), and proceeds through a series of biochemical events (signaling pathway phase) which trigger an execution phase. The execution phase is the last step of an apoptotic process, and is typically characterized by rounding-up of the cell, retraction of pseudopodes, reduction of cellular volume (pyknosis), chromatin condensation, nuclear fragmentation (karyorrhexis), plasma membrane blebbing and fragmentation of the cell into apoptotic bodies. When the execution phase is completed, the cell has died."" [GOC:cjm, GOC:dhl, GOC:ecd, GOC:go_curators, GOC:mtg_apoptosis, GOC:tb, ISBN:0198506732, PMID:18846107, PMID:21494263]"	1799	111	23	15719	0.2072072072072072	0.0127848804891606	query_1	['GO:0012501']	['AKT1', 'NBN', 'MSH2', 'LIG4', 'MLH1', 'SHQ1', 'OGG1', 'BRCA2', 'AR', 'TERT', 'PARP1', 'ATM', 'RAD9A', 'MRE11', 'APEX1', 'BRCA1', 'PRKDC', 'KAT5', 'POLB', 'BARD1', 'NPM1', 'TP53', 'MSH6']
533	GO:BP	GO:0022412	cellular process involved in reproduction in multicellular organism	0.0160845904182245	True	"""A process, occurring at the cellular level, that is involved in the reproductive function of a multicellular organism."" [GOC:isa_complete]"	428	111	9	15719	0.081081081081081	0.0210280373831775	query_1	['GO:0009987', 'GO:0022414', 'GO:0032504']	['BRIP1', 'AKT1', 'MSH2', 'MLH1', 'BRCA2', 'ERCC1', 'ATM', 'KAT5', 'RNF8']
534	GO:BP	GO:0043523	regulation of neuron apoptotic process	0.0161798245002179	True	"""Any process that modulates the occurrence or rate of cell death by apoptotic process in neurons."" [GOC:go_curators, GOC:mtg_apoptosis]"	205	111	6	15719	0.054054054054054	0.0292682926829268	query_1	['GO:0042981', 'GO:0051402', 'GO:1901214']	['MSH2', 'LIG4', 'TERT', 'PARP1', 'ATM', 'TP53']
535	GO:BP	GO:0007548	sex differentiation	0.0166349479637724	True	"""The establishment of the sex of an organism by physical differentiation."" [GOC:ai]"	276	111	7	15719	0.063063063063063	0.0253623188405797	query_1	['GO:0003006']	['BRIP1', 'MSH2', 'WDR48', 'BRCA2', 'AR', 'ERCC1', 'ATM']
536	GO:BP	GO:0048659	smooth muscle cell proliferation	0.0166374555465249	True	"""The multiplication or reproduction of smooth muscle cells, resulting in the expansion of a cell population."" [CL:0000192, GOC:ebc, PMID:1840698]"	143	111	5	15719	0.045045045045045	0.0349650349650349	query_1	['GO:0033002']	['AKT1', 'XRCC6', 'TERT', 'XRCC5', 'PRKDC']
537	GO:BP	GO:0032781	positive regulation of ATP-dependent activity	0.0166374555465249	True	"""Any process that activates or increases the rate of an ATP-dependent activity."" [GOC:mah]"	43	111	3	15719	0.027027027027027	0.0697674418604651	query_1	['GO:0043462', 'GO:0044093']	['MSH2', 'MSH3', 'MSH6']
101	GO:CC	GO:0043626	PCNA complex	0.0167543724796896	True	"""A protein complex composed of three identical PCNA monomers, each comprising two similar domains, which are joined in a head-to-tail arrangement to form a homotrimer. Forms a ring-like structure in solution, with a central hole sufficiently large to accommodate the double helix of DNA. Originally characterized as a DNA sliding clamp for replicative DNA polymerases and as an essential component of the replisome, and has also been shown to be involved in other processes including Okazaki fragment processing, DNA repair, translesion DNA synthesis, DNA methylation, chromatin remodeling and cell cycle regulation."" [GOC:jl, PMID:12829735]"	1	112	1	16420	0.0089285714285714	1.0	query_1	['GO:0044796', 'GO:0140513']	['PCNA']
102	GO:CC	GO:0005715	late recombination nodule	0.0167543724796896	True	"""An electron dense structure that is associated with meiotic chromosomes in pachytene during meiosis I."" [GOC:elh]"	1	112	1	16420	0.0089285714285714	1.0	query_1	['GO:0005713']	['MLH1']
100	GO:CC	GO:1990572	TERT-RMRP complex	0.0167543724796896	True	"""A ribonucleoprotein complex that has RNA-directed RNA polymerase (RdRP) activity, and is composed of telomerase reverse transcriptase (TERT) and the non-coding RNA component of mitochondrial RNA processing endoribonuclease (RMRP)."" [GOC:bf, GOC:BHF, GOC:BHF_telomere, GOC:nc, PMID:19701182]"	1	112	1	16420	0.0089285714285714	1.0	query_1	['GO:0031379', 'GO:1990904']	['TERT']
99	GO:CC	GO:0033593	BRCA2-MAGE-D1 complex	0.0167543724796896	True	"""A heterodimeric protein complex formed of BRCA2 and MAGE-D1; may mediate the synergistic activities of the two proteins in regulating cell growth."" [PMID:15930293]"	1	112	1	16420	0.0089285714285714	1.0	query_1	['GO:0140535']	['BRCA2']
98	GO:CC	GO:0070421	DNA ligase III-XRCC1 complex	0.0167543724796896	True	"""A protein complex that contains DNA ligase III and XRCC1, and is involved in base excision repair."" [PMID:15141024, PMID:7760816]"	1	112	1	16420	0.0089285714285714	1.0	query_1	['GO:0140513', 'GO:1902494']	['LIG3']
97	GO:CC	GO:0044796	DNA polymerase processivity factor complex	0.0167543724796896	True	"""A protein complex which is capable of increasing the processivity of nucleotide polymerization by DNA polymerase as a part of DNA replication."" [GOC:bhm, GOC:jl]"	1	112	1	16420	0.0089285714285714	1.0	query_1	['GO:0150005']	['PCNA']
96	GO:CC	GO:0000333	telomerase catalytic core complex	0.0167543724796896	True	"""The minimal catalytic core of telomerase is a ribonucleoprotein complex composed of a catalytic reverse transcriptase subunit and an RNA subunit that provides the template for telomeric DNA addition."" [GOC:BHF-UCL, PMID:11884619, PMID:1808260]"	1	112	1	16420	0.0089285714285714	1.0	query_1	['GO:0005697', 'GO:0061695']	['TERT']
538	GO:BP	GO:0070997	neuron death	0.016825938463503	True	"""The process of cell death in a neuron."" [GOC:BHF, GOC:mah]"	352	111	8	15719	0.072072072072072	0.0227272727272727	query_1	['GO:0008219']	['AKT1', 'MSH2', 'LIG4', 'TERT', 'PARP1', 'ATM', 'POLB', 'TP53']
103	GO:CC	GO:0055029	nuclear DNA-directed RNA polymerase complex	0.017084374280324	True	"""A protein complex, located in the nucleus, that possesses DNA-directed RNA polymerase activity."" [GOC:mtg_sensu]"	111	112	4	16420	0.0357142857142857	0.036036036036036	query_1	['GO:0000428', 'GO:0140513']	['POLA1', 'PRIM1', 'PRIM2', 'POLA2']
539	GO:BP	GO:0048731	system development	0.0170971478389676	True	"""The process whose specific outcome is the progression of an organismal system over time, from its formation to the mature structure. A system is a regularly interacting or interdependent group of organs or tissues that work together to carry out a given biological process."" [GOC:dph, GOC:jid]"	3689	111	39	15719	0.3513513513513513	0.0105719707237733	query_1	['GO:0007275', 'GO:0048856']	['BRIP1', 'AKT1', 'NBN', 'MSH2', 'USP1', 'TP53BP1', 'HLTF', 'WDR48', 'TYMS', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'H2AX', 'MSH3', 'DHFR', 'BRCA2', 'RAD1', 'PCNA', 'AR', 'TERT', 'PMS2', 'XRCC4', 'XRCC5', 'ERCC1', 'NHEJ1', 'FANCD2', 'ATM', 'EXO1', 'BRCA1', 'PRKDC', 'XRCC1', 'KAT5', 'POLB', 'WRN', 'TP53', 'CTC1', 'RNF8', 'MSH6']
548	GO:BP	GO:0008584	male gonad development	0.0173437436089575	True	"""The process whose specific outcome is the progression of the male gonad over time, from its formation to the mature structure."" [GOC:jid]"	145	111	5	15719	0.045045045045045	0.0344827586206896	query_1	['GO:0008406', 'GO:0046546']	['BRIP1', 'MSH2', 'WDR48', 'AR', 'ERCC1']
545	GO:BP	GO:0043144	sno(s)RNA processing	0.0173437436089575	True	"""Any process involved in the conversion of a primary snoRNA family RNA transcript into a mature snoRNA (eukaryota) or sRNA (archaea)."" [GOC:go_curators, GOC:krc, PMID:12773397]"	13	111	2	15719	0.018018018018018	0.1538461538461538	query_1	['GO:0016074', 'GO:0034470']	['DKC1', 'PARN']
544	GO:BP	GO:0033145	positive regulation of intracellular steroid hormone receptor signaling pathway	0.0173437436089575	True	"""Any process that activates or increases the frequency, rate or extent of the activity of any intracellular steroid hormone receptor signaling pathway."" [GOC:mah]"	13	111	2	15719	0.018018018018018	0.1538461538461538	query_1	['GO:0009967', 'GO:0030518', 'GO:0033143']	['AR', 'PARP1']
543	GO:BP	GO:0016579	protein deubiquitination	0.0173437436089575	True	"""The removal of one or more ubiquitin groups from a protein."" [GOC:ai]"	145	111	5	15719	0.045045045045045	0.0344827586206896	query_1	['GO:0070646']	['USP1', 'USP12', 'USP46', 'BRCA1', 'BARD1']
542	GO:BP	GO:0070920	regulation of regulatory ncRNA processing	0.0173437436089575	True	"""Any process that modulates the frequency, rate or extent of regulatory non-coding RNA processing."" [GOC:mah]"	13	111	2	15719	0.018018018018018	0.1538461538461538	query_1	['GO:0051252', 'GO:0060966', 'GO:0070918']	['TERT', 'TP53']
541	GO:BP	GO:1904816	positive regulation of protein localization to chromosome, telomeric region	0.0173437436089575	True	"""Any process that activates or increases the frequency, rate or extent of protein localization to chromosome, telomeric region."" [GO_REF:0000058, GOC:BHF, GOC:BHF_telomere, GOC:nc, GOC:TermGenie, PMID:19487455]"	13	111	2	15719	0.018018018018018	0.1538461538461538	query_1	['GO:0070198', 'GO:1903829', 'GO:1904814']	['DKC1', 'WRAP53']
540	GO:BP	GO:0060965	negative regulation of miRNA-mediated gene silencing	0.0173437436089575	True	"""A process that decreases the rate, frequency, or extent of gene silencing by a microRNA (miRNA)."" [GOC:aruk, GOC:bc, GOC:dph, GOC:rl, GOC:tb, PMID:23985560, PMID:28379604]"	13	111	2	15719	0.018018018018018	0.1538461538461538	query_1	['GO:0035195', 'GO:0060964', 'GO:1900369']	['TERT', 'TP53']
547	GO:BP	GO:1900182	positive regulation of protein localization to nucleus	0.0173437436089575	True	"""Any process that activates or increases the frequency, rate or extent of protein localization to nucleus."" [GOC:TermGenie]"	89	111	4	15719	0.036036036036036	0.0449438202247191	query_1	['GO:0034504', 'GO:1900180', 'GO:1903829']	['AKT1', 'TERT', 'DKC1', 'PARP1']
546	GO:BP	GO:0002327	immature B cell differentiation	0.0173437436089575	True	"""The process in which a precursor cell type acquires the specialized features of an immature B cell."" [GOC:jal, ISBN:0781735149, PMID:16551251]"	13	111	2	15719	0.018018018018018	0.1538461538461538	query_1	['GO:0030183']	['ATM', 'PRKDC']
549	GO:BP	GO:1900087	positive regulation of G1/S transition of mitotic cell cycle	0.0173448131035139	True	"""Any signalling pathway that increases or activates a cell cycle cyclin-dependent protein kinase to modulate the switch from G1 phase to S phase of the mitotic cell cycle."" [GOC:mtg_cell_cycle]"	44	111	3	15719	0.027027027027027	0.0681818181818181	query_1	['GO:0000082', 'GO:1901992', 'GO:1902808', 'GO:2000045']	['AKT1', 'TERT', 'APEX1']
550	GO:BP	GO:0031952	regulation of protein autophosphorylation	0.0173448131035139	True	"""Any process that modulates the frequency, rate or extent of addition of the phosphorylation by a protein of one or more of its own residues."" [GOC:mah]"	44	111	3	15719	0.027027027027027	0.0681818181818181	query_1	['GO:0001932', 'GO:0046777']	['NBN', 'RAD50', 'MRE11']
551	GO:BP	GO:0048232	male gamete generation	0.0176016656439468	True	"""Generation of the male gamete; specialised haploid cells produced by meiosis and along with a female gamete takes part in sexual reproduction."" [GOC:dph, GOC:jid]"	607	111	11	15719	0.0990990990990991	0.0181219110378912	query_1	['GO:0007276']	['BRIP1', 'WDR48', 'MLH1', 'H2AX', 'BRCA2', 'AR', 'ERCC1', 'ATM', 'KAT5', 'RNF8', 'MSH6']
552	GO:BP	GO:0071826	ribonucleoprotein complex subunit organization	0.0176116548420318	True	"""Any process in which macromolecules aggregate, disaggregate, or are modified, resulting in the formation, disassembly, or alteration of a ribonucleoprotein complex."" [GOC:mah]"	210	111	6	15719	0.054054054054054	0.0285714285714285	query_1	['GO:0043933']	['SHQ1', 'ATR', 'XRCC5', 'ATM', 'NAF1', 'PRKDC']
553	GO:BP	GO:0050794	regulation of cellular process	0.0176116548420318	True	"""Any process that modulates the frequency, rate or extent of a cellular process, any of those that are carried out at the cellular level, but are not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."" [GOC:go_curators]"	9803	111	83	15719	0.7477477477477478	0.0084667958788126	query_1	['GO:0009987', 'GO:0050789']	['RBBP8', 'HUS1', 'RPA4', 'BRIP1', 'AKT1', 'RAD9B', 'NBN', 'STN1', 'MSH2', 'USP1', 'TP53BP1', 'RAD50', 'RAD52', 'RAD51AP1', 'LIG3', 'XRCC6', 'HLTF', 'WDR48', 'TYMS', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'FEN1', 'SHQ1', 'POLD4', 'H2AX', 'RPA2', 'MSH3', 'MDC1', 'OGG1', 'DHFR', 'TEN1', 'DCP2', 'TINF2', 'BRCA2', 'RAD1', 'PCNA', 'ATR', 'RPA3', 'AR', 'TERT', 'DKC1', 'PARN', 'PARP1', 'XRCC5', 'ERCC1', 'ERCC4', 'ATRIP', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'POLE3', 'MRE11', 'RAD51', 'NAF1', 'SMG6', 'APEX1', 'PRIM2', 'HUS1B', 'USP46', 'BRCA1', 'CDK2', 'PRKDC', 'CHRAC1', 'XRCC1', 'RTEL1', 'KAT5', 'POLB', 'BARD1', 'WRN', 'KHSRP', 'RMI2', 'NPM1', 'TP53', 'WRAP53', 'PNKP', 'NEIL1', 'PIF1', 'CTC1', 'RNF8', 'MSH6']
554	GO:BP	GO:0046546	development of primary male sexual characteristics	0.0176116548420318	True	"""The process whose specific outcome is the progression of the primary male sexual characteristics over time, from their formation to the mature structures. The primary male sexual characteristics are the testes, and they develop in response to sex hormone secretion."" [GOC:ai]"	146	111	5	15719	0.045045045045045	0.0342465753424657	query_1	['GO:0045137', 'GO:0046661']	['BRIP1', 'MSH2', 'WDR48', 'AR', 'ERCC1']
104	GO:CC	GO:0000428	DNA-directed RNA polymerase complex	0.0190004353364749	True	"""A protein complex that possesses DNA-directed RNA polymerase activity."" [GOC:krc]"	115	112	4	16420	0.0357142857142857	0.0347826086956521	query_1	['GO:0030880']	['POLA1', 'PRIM1', 'PRIM2', 'POLA2']
105	GO:CC	GO:0005667	transcription regulator complex	0.0190004353364749	True	"""A protein complex that is capable of associating with DNA by direct binding, or via other DNA-binding proteins or complexes, and regulating transcription."" [GOC:jl]"	508	112	9	16420	0.0803571428571428	0.0177165354330708	query_1	['GO:0032991']	['RBBP8', 'XRCC6', 'HLTF', 'PARP1', 'APEX1', 'CDK2', 'PRKDC', 'KAT5', 'TP53']
555	GO:BP	GO:0061157	mRNA destabilization	0.0190964646901277	True	"""Any process that decreases the stability of an mRNA molecule, making it more vulnerable to degradative processes. Messenger RNA is the intermediate molecule between DNA and protein. It includes UTR and coding sequences. It does not contain introns."" [GOC:dph, GOC:jh]"	92	111	4	15719	0.036036036036036	0.0434782608695652	query_1	['GO:0017148', 'GO:0043488', 'GO:0050779', 'GO:0061014']	['MLH1', 'DCP2', 'PARN', 'KHSRP']
556	GO:BP	GO:0098534	centriole assembly	0.0194664692018994	True	"""A cellular process that results in the assembly of one or more centrioles."" [GOC:dos, PMID:24075808]"	46	111	3	15719	0.027027027027027	0.0652173913043478	query_1	['GO:0031023', 'GO:0140694']	['BRCA1', 'CDK2', 'NPM1']
140	REAC	REAC:R-HSA-6803207	TP53 Regulates Transcription of Caspase Activators and Caspases	0.0195934214098564	True	TP53 Regulates Transcription of Caspase Activators and Caspases	12	104	2	10022	0.0192307692307692	0.1666666666666666	query_1	['REAC:R-HSA-5633008']	['ATM', 'TP53']
557	GO:BP	GO:0046653	tetrahydrofolate metabolic process	0.0196754634846651	True	"""The chemical reactions and pathways involving tetrahydrofolate, 5,6,7,8-tetrahydrofolic acid, a folate derivative bearing additional hydrogens on the pterin group."" [ISBN:0198506732]"	14	111	2	15719	0.018018018018018	0.1428571428571428	query_1	['GO:0006760']	['TYMS', 'DHFR']
558	GO:BP	GO:0060149	negative regulation of post-transcriptional gene silencing	0.0196754634846651	True	"""Any process that decreases the frequency, rate or extent of the inactivation of gene expression by a posttranscriptional mechanism."" [GOC:dph]"	14	111	2	15719	0.018018018018018	0.1428571428571428	query_1	['GO:0010628', 'GO:0016441', 'GO:0048519', 'GO:0060147']	['TERT', 'TP53']
559	GO:BP	GO:0060967	negative regulation of gene silencing by RNA	0.0196754634846651	True	"""Any process that decreases the rate, frequency, or extent of gene silencing by RNA. Gene silencing by RNA is the process in which RNA molecules inactivate expression of target genes."" [GOC:dph, GOC:tb]"	14	111	2	15719	0.018018018018018	0.1428571428571428	query_1	['GO:0010628', 'GO:0031047', 'GO:0048519', 'GO:0060966']	['TERT', 'TP53']
560	GO:BP	GO:1990173	protein localization to nucleoplasm	0.0196754634846651	True	"""A process in which a protein is transported to, or maintained in, a location within the nucleoplasm."" [GOC:mah, PMID:22918952]"	14	111	2	15719	0.018018018018018	0.1428571428571428	query_1	['GO:0034504']	['DKC1', 'WRAP53']
561	GO:BP	GO:1900369	negative regulation of post-transcriptional gene silencing by RNA	0.0196754634846651	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of post-transcriptional gene silencing by RNA."" [GOC:kmv, GOC:TermGenie, PMID:22412382]"	14	111	2	15719	0.018018018018018	0.1428571428571428	query_1	['GO:0035194', 'GO:0060149', 'GO:0060967', 'GO:1900368']	['TERT', 'TP53']
562	GO:BP	GO:0048534	hematopoietic or lymphoid organ development	0.020362608483816	True	"""The process whose specific outcome is the progression of any organ involved in hematopoiesis (also known as hemopoiesis) or lymphoid cell activation over time, from its formation to the mature structure. Such development includes differentiation of resident cell types (stromal cells) and of migratory cell types dependent on the unique microenvironment afforded by the organ for their proper differentiation."" [GOC:add, GOC:rl, ISBN:0781735149]"	94	111	4	15719	0.036036036036036	0.0425531914893617	query_1	['GO:0002520', 'GO:0048513']	['ATM', 'POLB', 'TP53', 'CTC1']
563	GO:BP	GO:0042771	intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator	0.0204311965277187	True	"""The series of molecular signals in which an intracellular signal is conveyed to trigger the apoptotic death of a cell. The pathway is induced by the cell cycle regulator phosphoprotein p53, or an equivalent protein, in response to the detection of DNA damage, and ends when the execution phase of apoptosis is triggered."" [GOC:go_curators, GOC:mtg_apoptosis]"	47	111	3	15719	0.027027027027027	0.0638297872340425	query_1	['GO:0008630', 'GO:0072332']	['MSH2', 'BRCA2', 'TP53']
564	GO:BP	GO:0030183	B cell differentiation	0.020524346330997	True	"""The process in which a precursor cell type acquires the specialized features of a B cell. A B cell is a lymphocyte of B lineage with the phenotype CD19-positive and capable of B cell mediated immunity."" [GO_REF:0000022, GOC:mah]"	152	111	5	15719	0.045045045045045	0.0328947368421052	query_1	['GO:0030098', 'GO:0042113']	['MSH2', 'NHEJ1', 'ATM', 'PRKDC', 'TP53']
565	GO:BP	GO:0007292	female gamete generation	0.0210633632802048	True	"""Generation of the female gamete; specialised haploid cells produced by meiosis and along with a male gamete takes part in sexual reproduction."" [GOC:dph, ISBN:0198506732]"	153	111	5	15719	0.045045045045045	0.0326797385620915	query_1	['GO:0007276']	['MLH1', 'BRCA2', 'PARN', 'ERCC1', 'ATM']
566	GO:BP	GO:0012501	programmed cell death	0.0214145275866824	True	"""A process which begins when a cell receives an internal or external signal and activates a series of biochemical events (signaling pathway). The process ends with the death of the cell."" [GOC:lr, GOC:mtg_apoptosis]"	1850	111	23	15719	0.2072072072072072	0.0124324324324324	query_1	['GO:0008219']	['AKT1', 'NBN', 'MSH2', 'LIG4', 'MLH1', 'SHQ1', 'OGG1', 'BRCA2', 'AR', 'TERT', 'PARP1', 'ATM', 'RAD9A', 'MRE11', 'APEX1', 'BRCA1', 'PRKDC', 'KAT5', 'POLB', 'BARD1', 'NPM1', 'TP53', 'MSH6']
567	GO:BP	GO:0048589	developmental growth	0.0215391405310293	True	"""The increase in size or mass of an entire organism, a part of an organism or a cell, where the increase in size or mass has the specific outcome of the progression of the organism over time from one condition to another."" [GOC:go_curators]"	626	111	11	15719	0.0990990990990991	0.0175718849840255	query_1	['GO:0032502', 'GO:0040007']	['AKT1', 'NBN', 'WDR48', 'TYMS', 'BRCA2', 'AR', 'ERCC1', 'ATM', 'RMI1', 'TP53', 'CTC1']
570	GO:BP	GO:0050779	RNA destabilization	0.0216375967948359	True	"""Any process that decreases the stability of an RNA molecule, making it more vulnerable to degradative processes."" [GOC:ai]"	96	111	4	15719	0.036036036036036	0.0416666666666666	query_1	['GO:0006401', 'GO:0031331', 'GO:0043487', 'GO:0051254']	['MLH1', 'DCP2', 'PARN', 'KHSRP']
