Keppen-Lubinsky syndrome	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
505	REAC	REAC:R-HSA-2424491	DAP12 signaling	0.0223281210065301	True	DAP12 signaling	25	100	2	17376	0.02	0.08	query_1	['REAC:R-HSA-2172127']	['FYN', 'BTK']
506	GO:BP	GO:0050793	regulation of developmental process	0.0223776853706857	True	"""Any process that modulates the frequency, rate or extent of development, the biological process whose specific outcome is the progression of a multicellular organism over time from an initial condition (e.g. a zygote, or a young adult) to a later condition (e.g. a multicellular animal or an aged adult)."" [GOC:go_curators]"	2325	100	24	17376	0.24	0.0103225806451612	query_1	['GO:0032502', 'GO:0050789']	['GNB3', 'GNA11', 'TBXA2R', 'PLXNB1', 'PLXNA2', 'PRKCA', 'PLCB1', 'RAP1GAP', 'PTK7', 'FYN', 'ADRA2C', 'RHOA', 'BTN2A2', 'GNAS', 'OCIAD1', 'BTK', 'GNA13', 'S1PR1', 'NRP1', 'SEMA4D', 'GNA12', 'PLXNA1', 'S1PR2', 'RGS14']
507	GO:BP	GO:0023057	negative regulation of signaling	0.0223776853706857	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of a signaling process."" [GOC:mtg_signal]"	1291	100	16	17376	0.16	0.0123934934159566	query_1	['GO:0023051', 'GO:0023052', 'GO:0048519']	['GNAI2', 'MTNR1B', 'GABBR1', 'RHOA', 'BTN2A2', 'RGS12', 'RGS20', 'HTR1B', 'PTGIR', 'GNAI3', 'RGS17', 'NRP1', 'GNAZ', 'ADRA2A', 'RGS7', 'RGS14']
508	GO:BP	GO:0086002	cardiac muscle cell action potential involved in contraction	0.0225170395122641	True	"""An action potential that occurs in a cardiac muscle cell and is involved in its contraction."" [GOC:BHF, GOC:mtg_cardiac_conduct_nov11]"	49	100	3	17376	0.03	0.0612244897959183	query_1	['GO:0086001', 'GO:0086003']	['KCNJ5', 'KCNJ2', 'KCNJ3']
509	GO:BP	GO:0009642	response to light intensity	0.0226983798942153	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a light intensity stimulus."" [GOC:go_curators]"	14	100	2	17376	0.02	0.1428571428571428	query_1	['GO:0009416']	['GNB5', 'GNAT2']
510	GO:BP	GO:0106070	regulation of adenylate cyclase-activating G protein-coupled receptor signaling pathway	0.0226983798942153	True	"""Any process that modulates the frequency, rate or extent of an adenylate cyclase-activating G protein-coupled receptor signaling pathway."" [GOC:hjd, PMID:19246489]"	14	100	2	17376	0.02	0.1428571428571428	query_1	['GO:0007189', 'GO:0008277']	['PRKCA', 'GNAI2']
511	GO:BP	GO:0120035	regulation of plasma membrane bounded cell projection organization	0.0230858643131773	True	"""Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of plasma membrane bounded cell projections."" [GOC:krc]"	617	100	10	17376	0.1	0.0162074554294975	query_1	['GO:0031344', 'GO:0120036']	['PLXNB1', 'PLXNA2', 'RAP1GAP', 'PTK7', 'FYN', 'RHOA', 'P2RY12', 'NRP1', 'SEMA4D', 'PLXNA1']
512	GO:CC	GO:1902495	transmembrane transporter complex	0.0231087203426349	True	"""A transmembrane protein complex which enables the transfer of a substance from one side of a membrane to the other."" [GOC:bhm, GOC:TermGenie, PMID:18024586]"	377	100	7	17376	0.07	0.0185676392572944	query_1	['GO:0098796', 'GO:1990351']	['KCNJ16', 'KCNJ4', 'KCNJ5', 'KCNJ6', 'KCNJ2', 'KCNJ3', 'KCNJ14']
513	GO:CC	GO:0097381	photoreceptor disc membrane	0.0239264414018056	True	"""Stack of disc membranes located inside a photoreceptor outer segment, and containing densely packed molecules of photoreceptor proteins that traverse the lipid bilayer. Disc membranes arise as evaginations of the ciliary membrane during the development of the outer segment and may or may not remain contiguous with the ciliary membrane."" [GOC:bj, GOC:krc, GOC:pde, PMID:11826267, PMID:19501669, PMID:2537204, PMID:26574505, PMID:6771304, PMID:7507907]"	21	100	2	17376	0.02	0.0952380952380952	query_1	['GO:0001750', 'GO:0031090']	['GNB1', 'GNGT1']
514	GO:BP	GO:0015837	amine transport	0.0248961230429667	True	"""The directed movement of amines, including polyamines, organic compounds containing one or more amino groups, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai, ISBN:0198506732]"	105	100	4	17376	0.04	0.0380952380952381	query_1	['GO:0071702', 'GO:0071705']	['GABBR1', 'ADRA2C', 'HTR1B', 'ADRA2A']
515	GO:BP	GO:0002042	cell migration involved in sprouting angiogenesis	0.0248961230429667	True	"""The orderly movement of endothelial cells into the extracellular matrix in order to form new blood vessels involved in sprouting angiogenesis."" [PMID:16391003]"	51	100	3	17376	0.03	0.0588235294117647	query_1	['GO:0002040', 'GO:0043534']	['TBXA2R', 'RHOA', 'NRP1']
516	GO:BP	GO:0048015	phosphatidylinositol-mediated signaling	0.0248961230429667	True	"""The series of molecular signals in which a cell uses a phosphatidylinositol-mediated signaling to convert a signal into a response. Phosphatidylinositols include phosphatidylinositol (PtdIns) and its phosphorylated derivatives."" [GOC:bf, GOC:ceb, ISBN:0198506732]"	172	100	5	17376	0.05	0.0290697674418604	query_1	['GO:0048017']	['PLXNB1', 'PLCB1', 'BTN2A2', 'PLCB3', 'SEMA4D']
517	GO:BP	GO:0090520	sphingolipid mediated signaling pathway	0.025325035873322	True	"""The series of molecular signals mediated by a sphingolipid."" [PMID:9525917]"	15	100	2	17376	0.02	0.1333333333333333	query_1	['GO:0007165']	['S1PR1', 'S1PR2']
518	GO:BP	GO:1903427	negative regulation of reactive oxygen species biosynthetic process	0.025325035873322	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of reactive oxygen species biosynthetic process."" [GO_REF:0000058, GOC:bf, GOC:PARL, GOC:TermGenie, PMID:24252804]"	15	100	2	17376	0.02	0.1333333333333333	query_1	['GO:0009890', 'GO:1903409', 'GO:1903426', 'GO:2000378']	['FYN', 'RHOA']
519	GO:BP	GO:0090051	negative regulation of cell migration involved in sprouting angiogenesis	0.025325035873322	True	"""Any process that decreases the frequency, rate or extent of cell migration involved in sprouting angiogenesis. Cell migration involved in sprouting angiogenesis is the orderly movement of endothelial cells into the extracellular matrix in order to form new blood vessels contributing to the process of sprouting angiogenesis."" [GOC:BHF, GOC:dph, GOC:rl, GOC:tb]"	15	100	2	17376	0.02	0.1333333333333333	query_1	['GO:0002042', 'GO:0043537', 'GO:0090049']	['TBXA2R', 'RHOA']
520	GO:BP	GO:0051956	negative regulation of amino acid transport	0.025325035873322	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the directed movement of amino acids into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]"	15	100	2	17376	0.02	0.1333333333333333	query_1	['GO:0006865', 'GO:0032891', 'GO:0051953', 'GO:0051955']	['GABBR1', 'HTR1B']
521	GO:BP	GO:1904862	inhibitory synapse assembly	0.025325035873322	True	"""The aggregation, arrangement and bonding together of a set of components to form an inhibitory synapse."" [GO_REF:0000079, GOC:bf, GOC:PARL, GOC:TermGenie]"	15	100	2	17376	0.02	0.1333333333333333	query_1	['GO:0007416']	['PLXNB1', 'SEMA4D']
522	GO:BP	GO:0045198	establishment of epithelial cell apical/basal polarity	0.025325035873322	True	"""The specification and formation of the apicobasal polarity of an epithelial cell."" [GOC:ascb_2009, GOC:bf, GOC:dph, GOC:tb]"	15	100	2	17376	0.02	0.1333333333333333	query_1	['GO:0030859', 'GO:0035089', 'GO:0045197', 'GO:0090162']	['PTK7', 'RHOA']
523	GO:BP	GO:0045744	negative regulation of G protein-coupled receptor signaling pathway	0.0256586642572633	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of G protein-coupled receptor signaling pathway."" [GOC:go_curators]"	52	100	3	17376	0.03	0.0576923076923076	query_1	['GO:0007186', 'GO:0008277', 'GO:0009968']	['GNAI2', 'HTR1B', 'RGS14']
524	REAC	REAC:R-HSA-3928663	EPHA-mediated growth cone collapse	0.0257081709363958	True	EPHA-mediated growth cone collapse	27	100	2	17376	0.02	0.074074074074074	query_1	['REAC:R-HSA-2682334']	['FYN', 'RHOA']
525	GO:BP	GO:0007409	axonogenesis	0.0259037395794544	True	"""De novo generation of a long process of a neuron, including the terminal branched region. Refers to the morphogenesis or creation of shape or form of the developing axon, which carries efferent (outgoing) action potentials from the cell body towards target cells."" [GOC:dph, GOC:jid, GOC:pg, GOC:pr, ISBN:0198506732]"	430	100	8	17376	0.08	0.0186046511627906	query_1	['GO:0048667', 'GO:0048812', 'GO:0061564']	['ARHGEF25', 'PLXNB1', 'PLXNA2', 'PTK7', 'FYN', 'NRP1', 'SEMA4D', 'PLXNA1']
526	GO:BP	GO:0010975	regulation of neuron projection development	0.0261177455526647	True	"""Any process that modulates the rate, frequency or extent of neuron projection development. Neuron projection development is the process whose specific outcome is the progression of a neuron projection over time, from its formation to the mature structure. A neuron projection is any process extending from a neural cell, such as axons or dendrites (collectively called neurites)."" [GOC:dph, GOC:tb]"	431	100	8	17376	0.08	0.0185614849187935	query_1	['GO:0031175', 'GO:0120035']	['PLXNB1', 'PLXNA2', 'PTK7', 'FYN', 'RHOA', 'NRP1', 'SEMA4D', 'PLXNA1']
527	GO:BP	GO:0031344	regulation of cell projection organization	0.0261177455526647	True	"""Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of cell projections."" [GOC:mah]"	631	100	10	17376	0.1	0.0158478605388272	query_1	['GO:0030030', 'GO:0051128']	['PLXNB1', 'PLXNA2', 'RAP1GAP', 'PTK7', 'FYN', 'RHOA', 'P2RY12', 'NRP1', 'SEMA4D', 'PLXNA1']
528	GO:BP	GO:0022603	regulation of anatomical structure morphogenesis	0.02631434673302	True	"""Any process that modulates the frequency, rate or extent of anatomical structure morphogenesis."" [GOC:mah]"	849	100	12	17376	0.12	0.0141342756183745	query_1	['GO:0009653', 'GO:0050793']	['TBXA2R', 'PLXNB1', 'PLXNA2', 'PRKCA', 'PTK7', 'FYN', 'RHOA', 'GNA13', 'NRP1', 'SEMA4D', 'GNA12', 'PLXNA1']
529	GO:BP	GO:0048017	inositol lipid-mediated signaling	0.0265154436814733	True	"""The series of molecular signals in which a cell uses an inositol-containing lipid to convert a signal into a response. Inositol lipids include the phosphoinositides (phosphatidylinositol and its phosphorylated derivatives), ceramides containing inositol, and inositol glycolipids."" [GOC:bf, GOC:ceb, PMID:16088939]"	176	100	5	17376	0.05	0.0284090909090909	query_1	['GO:0035556']	['PLXNB1', 'PLCB1', 'BTN2A2', 'PLCB3', 'SEMA4D']
530	GO:BP	GO:0045446	endothelial cell differentiation	0.0274004023832819	True	"""The process in which a mesodermal, bone marrow or neural crest cell acquires specialized features of an endothelial cell, a thin flattened cell. A layer of such cells lines the inside surfaces of body cavities, blood vessels, and lymph vessels, making up the endothelium."" [CL:0000115, GOC:go_curators]"	109	100	4	17376	0.04	0.036697247706422	query_1	['GO:0003158', 'GO:0030855']	['PLCB1', 'S1PR1', 'NRP1', 'S1PR2']
531	GO:BP	GO:1903830	magnesium ion transmembrane transport	0.0277094162520688	True	"""The directed movement of magnesium ion across a membrane."" [GO_REF:0000069, GOC:TermGenie, PMID:11254124]"	16	100	2	17376	0.02	0.125	query_1	['GO:0015693', 'GO:0098655', 'GO:0098662']	['CNNM2', 'CNNM4']
532	GO:BP	GO:0022008	neurogenesis	0.0277094162520688	True	"""Generation of cells within the nervous system."" [GO_REF:0000021, GOC:cls, GOC:curators, GOC:dgh, GOC:dph, GOC:jid]"	1581	100	18	17376	0.18	0.0113851992409867	query_1	['GO:0007399', 'GO:0030154']	['ARHGEF25', 'PLXNB1', 'PLXNA2', 'RAP1GAP', 'PTK7', 'FYN', 'ADRA2C', 'RHOA', 'KCNJ10', 'P2RY12', 'GNAT2', 'S1PR1', 'NRP1', 'FARP2', 'SEMA4D', 'GNGT1', 'PLXNA1', 'RGS14']
533	GO:BP	GO:0050805	negative regulation of synaptic transmission	0.0277094162520688	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of synaptic transmission, the process of communication from a neuron to a target (neuron, muscle, or secretory cell) across a synapse."" [GOC:ai]"	54	100	3	17376	0.03	0.0555555555555555	query_1	['GO:0007268', 'GO:0010648', 'GO:0023057', 'GO:0050804']	['GNAI2', 'GABBR1', 'HTR1B']
534	GO:BP	GO:0044406	adhesion of symbiont to host	0.0277094162520688	True	"""The attachment of a symbiont to its host via either adhesion molecules, general stickiness, or other mechanisms. The host is defined as the larger of the organisms involved in a symbiotic interaction."" [GOC:bf, GOC:cc, GOC:dos, GOC:jl]"	16	100	2	17376	0.02	0.125	query_1	['GO:0051701']	['CD209', 'CLEC4M']
535	GO:BP	GO:0098900	regulation of action potential	0.0277094162520688	True	"""Any process that modulates the frequency, rate or extent of action potential creation, propagation or termination. This typically occurs via modulation of the activity or expression of voltage-gated ion channels."" [GOC:dos, GOC:dph, GOC:go_curators, GOC:tb, ISBN:978-0-07-139011-8]"	54	100	3	17376	0.03	0.0555555555555555	query_1	['GO:0001508', 'GO:0042391', 'GO:0050789']	['MTNR1B', 'TMEM161B', 'KCNJ2']
536	GO:BP	GO:0033623	regulation of integrin activation	0.0277094162520688	True	"""Any process that modulates the frequency, rate, or extent of integrin activation."" [GOC:add]"	16	100	2	17376	0.02	0.125	query_1	['GO:0033622', 'GO:0043254']	['P2RY12', 'FARP2']
537	GO:BP	GO:0007420	brain development	0.0277094162520688	True	"""The process whose specific outcome is the progression of the brain over time, from its formation to the mature structure. Brain development begins with patterning events in the neural tube and ends with the mature structure that is the center of thought and emotion. The brain is responsible for the coordination and control of bodily activities and the interpretation of information from the senses (sight, hearing, smell, etc.)."" [GOC:dph, GOC:jid, GOC:tb, UBERON:0000955]"	746	100	11	17376	0.11	0.0147453083109919	query_1	['GO:0007417', 'GO:0048513', 'GO:0060322']	['PLXNA2', 'PLCB1', 'GNB4', 'FYN', 'RHOA', 'P2RY12', 'GNAI3', 'S1PR1', 'NRP1', 'RGS7', 'PLXNA1']
538	REAC	REAC:R-HSA-9729555	Sensory perception of sour taste	0.0279152190935697	True	Sensory perception of sour taste	2	100	1	17376	0.01	0.5	query_1	['REAC:R-HSA-9717189']	['KCNJ2']
539	GO:CC	GO:0098852	lytic vacuole membrane	0.02863924232342	True	"""The lipid bilayer surrounding a lytic vacuole and separating its contents from the cytoplasm of the cell."" [GOC:dos]"	396	100	7	17376	0.07	0.0176767676767676	query_1	['GO:0000323', 'GO:0005774']	['GNA11', 'GNB4', 'GNB2', 'GNB1', 'GNAI3', 'GNAI1', 'GNAQ']
540	GO:CC	GO:0005765	lysosomal membrane	0.02863924232342	True	"""The lipid bilayer surrounding the lysosome and separating its contents from the cell cytoplasm."" [GOC:ai]"	396	100	7	17376	0.07	0.0176767676767676	query_1	['GO:0005764', 'GO:0098852']	['GNA11', 'GNB4', 'GNB2', 'GNB1', 'GNAI3', 'GNAI1', 'GNAQ']
541	GO:BP	GO:0051932	synaptic transmission, GABAergic	0.0288966776494875	True	"""The vesicular release of gamma-aminobutyric acid (GABA). from a presynapse, across a chemical synapse, the subsequent activation of GABA receptors at the postsynapse of a target cell (neuron, muscle, or secretory cell) and the effects of this activation on the postsynaptic membrane potential and ionic composition of the postsynaptic cytosol. This process encompasses both spontaneous and evoked release of neurotransmitter and all parts of synaptic vesicle exocytosis. Evoked transmission starts with the arrival of an action potential at the presynapse."" [GOC:dos, ISBN:0126603030]"	55	100	3	17376	0.03	0.0545454545454545	query_1	['GO:0007268']	['GABBR1', 'HTR1B', 'GABBR2']
542	REAC	REAC:R-HSA-5683826	Surfactant metabolism	0.0290196980927242	True	Surfactant metabolism	29	100	2	17376	0.02	0.0689655172413793	query_1	['REAC:R-HSA-392499']	['ADRA2C', 'ADRA2A']
543	GO:BP	GO:0043534	blood vessel endothelial cell migration	0.029428984050075	True	"""The orderly movement of an endothelial cell into the extracellular matrix in order to form new blood vessels during angiogenesis."" [PMID:11166264]"	112	100	4	17376	0.04	0.0357142857142857	query_1	['GO:0043542']	['TBXA2R', 'PRKCA', 'RHOA', 'NRP1']
544	GO:CC	GO:1990351	transporter complex	0.0297489048732215	True	"""A protein complex facilitating transport of molecules (proteins, small molecules, nucleic acids) into, out of or within a cell, or between cells."" [GOC:bhm, PMID:15449578]"	400	100	7	17376	0.07	0.0175	query_1	['GO:0032991']	['KCNJ16', 'KCNJ4', 'KCNJ5', 'KCNJ6', 'KCNJ2', 'KCNJ3', 'KCNJ14']
545	GO:BP	GO:0015695	organic cation transport	0.030151296783919	True	"""The directed movement of organic cations into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Organic cations are atoms or small molecules with a positive charge which contain carbon in covalent linkage."" [GOC:ai]"	56	100	3	17376	0.03	0.0535714285714285	query_1	['GO:0071702']	['PDZK1', 'ADRA2C', 'ADRA2A']
546	GO:BP	GO:0048008	platelet-derived growth factor receptor signaling pathway	0.030151296783919	True	"""The series of molecular signals initiated by a ligand binding to a platelet-derived growth factor receptor on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:ceb]"	56	100	3	17376	0.03	0.0535714285714285	query_1	['GO:0007169']	['PTGIR', 'NRP1', 'RGS14']
547	GO:BP	GO:0031345	negative regulation of cell projection organization	0.0301631405795229	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of cell projections."" [GOC:mah]"	183	100	5	17376	0.05	0.0273224043715847	query_1	['GO:0030030', 'GO:0031344', 'GO:0051129']	['RAP1GAP', 'FYN', 'RHOA', 'NRP1', 'SEMA4D']
548	GO:BP	GO:0051962	positive regulation of nervous system development	0.0301698584416488	True	"""Any process that activates, maintains or increases the frequency, rate or extent of nervous system development, the origin and formation of nervous tissue."" [GOC:ai]"	263	100	6	17376	0.06	0.0228136882129277	query_1	['GO:0007399', 'GO:0051094', 'GO:0051240', 'GO:0051960']	['PLXNB1', 'PLXNA2', 'NRP1', 'SEMA4D', 'PLXNA1', 'RGS14']
549	GO:BP	GO:0007603	phototransduction, visible light	0.0304105241721087	True	"""The sequence of reactions within a cell required to convert absorbed photons from visible light into a molecular signal. A visible light stimulus is electromagnetic radiation that can be perceived visually by an organism; for organisms lacking a visual system, this can be defined as light with a wavelength within the range 380 to 780 nm."" [GOC:go_curators, ISBN:0198506732]"	17	100	2	17376	0.02	0.1176470588235294	query_1	['GO:0007602', 'GO:0009584']	['GNA11', 'GNAQ']
550	GO:BP	GO:1903140	regulation of establishment of endothelial barrier	0.0304105241721087	True	"""Any process that modulates the frequency, rate or extent of establishment of endothelial barrier."" [GO_REF:0000058, GOC:als, GOC:TermGenie, PMID:24851274]"	17	100	2	17376	0.02	0.1176470588235294	query_1	['GO:0061028', 'GO:1901550']	['PLCB1', 'S1PR2']
551	GO:BP	GO:1901550	regulation of endothelial cell development	0.0304105241721087	True	"""Any process that modulates the frequency, rate or extent of endothelial cell development."" [GOC:pr, GOC:TermGenie, PMID:19470579]"	17	100	2	17376	0.02	0.1176470588235294	query_1	['GO:0001885', 'GO:0045601', 'GO:0060284']	['PLCB1', 'S1PR2']
552	GO:BP	GO:0015812	gamma-aminobutyric acid transport	0.0304105241721087	True	"""The directed movement of gamma-aminobutyric acid (GABA, 4-aminobutyrate), an amino acid which acts as a neurotransmitter in some organisms, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:go_curators, ISBN:0198506732]"	17	100	2	17376	0.02	0.1176470588235294	query_1	['GO:0006865']	['GABBR1', 'HTR1B']
553	GO:CC	GO:0098978	glutamatergic synapse	0.0312844226804264	True	"""A synapse that uses glutamate as a neurotransmitter."" [GOC:dos]"	405	100	7	17376	0.07	0.0172839506172839	query_1	['GO:0045202']	['PLCB1', 'GABBR1', 'RHOA', 'KCNJ2', 'NRP1', 'ADRA2A', 'RGS14']
554	GO:BP	GO:0045595	regulation of cell differentiation	0.0320441447811229	True	"""Any process that modulates the frequency, rate or extent of cell differentiation, the process in which relatively unspecialized cells acquire specialized structural and functional features."" [GOC:go_curators]"	1480	100	17	17376	0.17	0.0114864864864864	query_1	['GO:0030154', 'GO:0050793', 'GO:0050794']	['GNB3', 'GNA11', 'PLXNB1', 'PLXNA2', 'PRKCA', 'PLCB1', 'RAP1GAP', 'ADRA2C', 'RHOA', 'BTN2A2', 'OCIAD1', 'BTK', 'NRP1', 'SEMA4D', 'PLXNA1', 'S1PR2', 'RGS14']
555	GO:CC	GO:0098982	GABA-ergic synapse	0.0333252199705991	True	"""A synapse that uses GABA as a neurotransmitter. These synapses are typically inhibitory."" [GOC:dos]"	76	100	3	17376	0.03	0.0394736842105263	query_1	['GO:0045202']	['PLCB1', 'GABBR1', 'ADRA2A']
556	GO:BP	GO:0086014	atrial cardiac muscle cell action potential	0.033622179474976	True	"""An action potential that occurs in an atrial cardiac muscle cell."" [GOC:BHF, GOC:mtg_cardiac_conduct_nov11]"	18	100	2	17376	0.02	0.1111111111111111	query_1	['GO:0086002', 'GO:0086026']	['KCNJ5', 'KCNJ3']
557	GO:BP	GO:0086026	atrial cardiac muscle cell to AV node cell signaling	0.033622179474976	True	"""Any process that mediates the transfer of information from an atrial cardiomyocyte to an AV node cell."" [GOC:BHF, GOC:mtg_cardiac_conduct_nov11]"	18	100	2	17376	0.02	0.1111111111111111	query_1	['GO:0086019', 'GO:0086066']	['KCNJ5', 'KCNJ3']
558	GO:BP	GO:0032930	positive regulation of superoxide anion generation	0.033622179474976	True	"""Any process that activates or increases the frequency, rate or extent of enzymatic generation of superoxide by a cell."" [GOC:mah]"	18	100	2	17376	0.02	0.1111111111111111	query_1	['GO:0032928', 'GO:0042554', 'GO:2000379']	['GNAI2', 'GNAI3']
559	GO:BP	GO:0086066	atrial cardiac muscle cell to AV node cell communication	0.033622179474976	True	"""The process that mediates interactions between an atrial cardiomyocyte and its surroundings that contributes to the process of the atrial cardiomyocyte communicating with an AV node cell in cardiac conduction. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment."" [GOC:BHF, GOC:mtg_cardiac_conduct_nov11]"	18	100	2	17376	0.02	0.1111111111111111	query_1	['GO:0086065']	['KCNJ5', 'KCNJ3']
560	GO:BP	GO:0030073	insulin secretion	0.0358268432907532	True	"""The regulated release of proinsulin from secretory granules accompanied by cleavage of proinsulin to form mature insulin. In vertebrates, insulin is secreted from B granules in the B cells of the vertebrate pancreas and from insulin-producing cells in insects."" [GOC:mah, ISBN:0198506732]"	192	100	5	17376	0.05	0.0260416666666666	query_1	['GO:0009306', 'GO:0030072']	['GNA11', 'PLCB1', 'MTNR1B', 'GNAZ', 'ADRA2A']
561	GO:BP	GO:0060301	positive regulation of cytokine activity	0.0366815516100749	True	"""Any process that increases the rate, frequency or extent of the activity of a molecule that controls the survival, growth, differentiation and effector function of tissues and cells."" [GOC:BHF, GOC:dph, GOC:tb]"	1	100	1	17376	0.01	1.0	query_1	['GO:0009967', 'GO:0060300', 'GO:1900122', 'GO:2000273']	['NRP1']
562	GO:BP	GO:0031161	phosphatidylinositol catabolic process	0.0366815516100749	True	"""The chemical reactions and pathways resulting in the breakdown of phosphatidylinositol, any glycophospholipid with its sn-glycerol 3-phosphate residue is esterified to the 1-hydroxyl group of 1D-myo-inositol."" [GOC:mah]"	1	100	1	17376	0.01	1.0	query_1	['GO:0046475', 'GO:0046488']	['PLCB1']
563	GO:BP	GO:1904695	positive regulation of vascular associated smooth muscle contraction	0.0366815516100749	True	"""Any process that activates or increases the frequency, rate or extent of vascular smooth muscle contraction."" [GO_REF:0000058, GOC:BHF, GOC:BHF_miRNA, GOC:rph, GOC:TermGenie, PMID:22158624]"	1	100	1	17376	0.01	1.0	query_1	['GO:0003056', 'GO:0014829', 'GO:0045907', 'GO:0045987']	['RHOA']
564	GO:BP	GO:1905040	otic placode development	0.0366815516100749	True	"""The process whose specific outcome is the progression of an otic placode over time, from its formation to the mature structure."" [GO_REF:0000094, GOC:bf, GOC:mat, GOC:PARL, GOC:TermGenie, PMID:18356247]"	1	100	1	17376	0.01	1.0	query_1	['GO:0071696']	['NRP1']
565	GO:BP	GO:0070473	negative regulation of uterine smooth muscle contraction	0.0366815516100749	True	"""Any process that decreases the frequency, rate or extent of uterine smooth muscle contraction."" [GOC:go_curators]"	1	100	1	17376	0.01	1.0	query_1	['GO:0045986', 'GO:0070471', 'GO:0070472']	['ADRA2A']
566	GO:BP	GO:1905630	response to glyceraldehyde	0.0366815516100749	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a glyceraldehyde stimulus."" [GO_REF:0000071, GOC:TermGenie, PMID:11377826]"	1	100	1	17376	0.01	1.0	query_1	['GO:0034284']	['PLCB1']
567	GO:BP	GO:0097323	B cell adhesion	0.0366815516100749	True	"""The attachment of a B cell to another cell via adhesion molecules."" [GOC:jc]"	1	100	1	17376	0.01	1.0	query_1	['GO:0007159']	['CD209']
568	GO:BP	GO:0010070	zygote asymmetric cell division	0.0366815516100749	True	"""The division of the zygote into two daughter cells that will adopt developmentally distinct potentials."" [GOC:tb]"	1	100	1	17376	0.01	1.0	query_1	['GO:0008356']	['RGS14']
569	GO:BP	GO:0071444	cellular response to pheromone	0.0366815516100749	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a pheromone stimulus."" [GOC:mah]"	1	100	1	17376	0.01	1.0	query_1	['GO:0019236', 'GO:0071310']	['GNG8']
570	GO:BP	GO:1905631	cellular response to glyceraldehyde	0.0366815516100749	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a glyceraldehyde stimulus."" [GO_REF:0000071, GOC:TermGenie, PMID:11377826]"	1	100	1	17376	0.01	1.0	query_1	['GO:0071326', 'GO:1905630']	['PLCB1']
571	GO:BP	GO:0008016	regulation of heart contraction	0.0366815516100749	True	"""Any process that modulates the frequency, rate or extent of heart contraction. Heart contraction is the process in which the heart decreases in volume in a characteristic way to propel blood through the body."" [GOC:dph, GOC:go_curators, GOC:tb]"	198	100	5	17376	0.05	0.0252525252525252	query_1	['GO:0060047', 'GO:1903522']	['TMEM161B', 'KCNJ5', 'KCNJ2', 'KCNJ3', 'KCNJ12']
572	GO:BP	GO:1990789	thyroid gland epithelial cell proliferation	0.0366815516100749	True	"""The multiplication or reproduction of thyroid gland epithelial cells, resulting in the expansion of the thyroid gland epithelial cell population."" [PMID:17646383]"	1	100	1	17376	0.01	1.0	query_1	['GO:0030878', 'GO:0050673']	['RAP1GAP']
573	GO:BP	GO:0097087	interleukin-17A production	0.0366815516100749	True	"""The appearance of interleukin-17A due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels."" [GOC:rv, PMID:27901018]"	1	100	1	17376	0.01	1.0	query_1	['GO:0032620']	['BTK']
574	GO:BP	GO:2000560	positive regulation of CD24 production	0.0366815516100749	True	"""Any process that activates or increases the frequency, rate or extent of CD24 biosynthetic process."" [GOC:obol]"	1	100	1	17376	0.01	1.0	query_1	['GO:0010560', 'GO:0035724', 'GO:2000559']	['PLCB1']
575	GO:BP	GO:2000559	regulation of CD24 production	0.0366815516100749	True	"""Any process that modulates the frequency, rate or extent of CD24 biosynthetic process."" [GOC:obol]"	1	100	1	17376	0.01	1.0	query_1	['GO:0010559', 'GO:0035724']	['PLCB1']
576	GO:BP	GO:2000438	negative regulation of monocyte extravasation	0.0366815516100749	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of monocyte extravasation."" [GOC:obol]"	1	100	1	17376	0.01	1.0	query_1	['GO:0002692', 'GO:0035696', 'GO:0071676', 'GO:2000437']	['PLCB1']
