Autosomal recessive cerebellar ataxia due to STUB1 deficiency	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
714	GO:BP	GO:0048017	inositol lipid-mediated signaling	0.0262353873047947	True	"""The series of molecular signals in which a cell uses an inositol-containing lipid to convert a signal into a response. Inositol lipids include the phosphoinositides (phosphatidylinositol and its phosphorylated derivatives), ceramides containing inositol, and inositol glycolipids."" [GOC:bf, GOC:ceb, PMID:16088939]"	176	99	5	17376	0.0505050505050505	0.0284090909090909	query_1	['GO:0035556']	['PIK3R1', 'EGFR', 'ERBB2', 'GAB2', 'CBL']
715	REAC	REAC:R-HSA-5696399	Global Genome Nucleotide Excision Repair (GG-NER)	0.026384372608407	True	Global Genome Nucleotide Excision Repair (GG-NER)	84	99	3	17376	0.0303030303030303	0.0357142857142857	query_1	['REAC:R-HSA-5696398']	['UBE2I', 'UBE2V2', 'UBE2N']
716	GO:BP	GO:0043069	negative regulation of programmed cell death	0.0265709985600223	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of programmed cell death, cell death resulting from activation of endogenous cellular processes."" [GOC:jl]"	856	99	12	17376	0.1212121212121212	0.014018691588785	query_1	['GO:0012501', 'GO:0043067', 'GO:0060548']	['HSPA1A', 'DDR2', 'LRRK2', 'PIK3R1', 'HSP90AB1', 'SHC1', 'EGFR', 'ERBB2', 'SIRT5', 'DNAJA1', 'BAG3', 'CBL']
717	GO:BP	GO:0006826	iron ion transport	0.0265901938714936	True	"""The directed movement of iron (Fe) ions into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]"	53	99	3	17376	0.0303030303030303	0.0566037735849056	query_1	['GO:0000041']	['SCARA5', 'FTL', 'FTH1']
718	GO:BP	GO:0048146	positive regulation of fibroblast proliferation	0.0265901938714936	True	"""Any process that activates or increases the frequency, rate or extent of multiplication or reproduction of fibroblast cells."" [GOC:jid]"	53	99	3	17376	0.0303030303030303	0.0566037735849056	query_1	['GO:0008284', 'GO:0048144', 'GO:0048145']	['DDR2', 'EGFR', 'ESR1']
719	REAC	REAC:R-HSA-8866652	Synthesis of active ubiquitin: roles of E1 and E2 enzymes	0.0268347139069645	True	Synthesis of active ubiquitin: roles of E1 and E2 enzymes	30	99	2	17376	0.0202020202020202	0.0666666666666666	query_1	['REAC:R-HSA-8852135']	['UBE2G1', 'UBE2D2']
720	REAC	REAC:R-HSA-2029485	Role of phospholipids in phagocytosis	0.0268347139069645	True	Role of phospholipids in phagocytosis	30	99	2	17376	0.0202020202020202	0.0666666666666666	query_1	['REAC:R-HSA-2029480']	['PIK3R1', 'PLCG1']
721	REAC	REAC:R-HSA-182971	EGFR downregulation	0.0268347139069645	True	EGFR downregulation	30	99	2	17376	0.0202020202020202	0.0666666666666666	query_1	['REAC:R-HSA-177929']	['EGFR', 'CBL']
722	GO:BP	GO:0046822	regulation of nucleocytoplasmic transport	0.0279135120297248	True	"""Any process that modulates the frequency, rate or extent of the directed movement of substances between the nucleus and the cytoplasm."" [GOC:bf]"	110	99	4	17376	0.0404040404040404	0.0363636363636363	query_1	['GO:0006913', 'GO:0032386']	['PIK3R1', 'HSP90AA1', 'PRKACA', 'BAG3']
723	GO:BP	GO:0071320	cellular response to cAMP	0.0279135120297248	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a cAMP (cyclic AMP, adenosine 3',5'-cyclophosphate) stimulus."" [GOC:mah]"	54	99	3	17376	0.0303030303030303	0.0555555555555555	query_1	['GO:0051591', 'GO:0071407', 'GO:0071417', 'GO:1901701']	['AKAP9', 'KCNQ1', 'KCNE1']
724	GO:CC	GO:0043233	organelle lumen	0.0280703290599385	True	"""The internal volume enclosed by the membranes of a particular organelle; includes the volume enclosed by a single organelle membrane, e.g. endoplasmic reticulum lumen, or the volume enclosed by the innermost of the two lipid bilayers of an organelle envelope, e.g. nuclear lumen."" [GOC:jl, GOC:mah]"	5406	99	43	17376	0.4343434343434343	0.0079541250462449	query_1	['GO:0031974', 'GO:0043226']	['UBE2I', 'HSPA1A', 'LRRK2', 'HSP90AB1', 'HSPH1', 'PTPN23', 'SHC1', 'OSBPL11', 'STUB1', 'CLINT1', 'FKBP5', 'UBE2D3', 'PIR', 'PRKACB', 'CEP68', 'AKAP11', 'ANXA11', 'SH3D19', 'GRB2', 'HSPB8', 'FTL', 'EGFR', 'PRKACG', 'HSP90AA1', 'RADX', 'OTUB1', 'FTH1', 'PUM1', 'UBE2V2', 'GTF2IRD2', 'UBE2D2', 'ESR1', 'PRKACA', 'GTF2IRD1', 'SIRT5', 'HSPA8', 'PTGES3', 'DNAJC7', 'MYCBP', 'PDCD6', 'GTF2IRD2B', 'UBE2N', 'GRAP2']
725	GO:CC	GO:0031974	membrane-enclosed lumen	0.0280703290599385	True	"""The enclosed volume within a sealed membrane or between two sealed membranes. Encompasses the volume enclosed by the membranes of a particular organelle, e.g. endoplasmic reticulum lumen, or the space between the two lipid bilayers of a double membrane surrounding an organelle, e.g. nuclear envelope lumen."" [GOC:add, GOC:mah]"	5406	99	43	17376	0.4343434343434343	0.0079541250462449	query_1	['GO:0110165']	['UBE2I', 'HSPA1A', 'LRRK2', 'HSP90AB1', 'HSPH1', 'PTPN23', 'SHC1', 'OSBPL11', 'STUB1', 'CLINT1', 'FKBP5', 'UBE2D3', 'PIR', 'PRKACB', 'CEP68', 'AKAP11', 'ANXA11', 'SH3D19', 'GRB2', 'HSPB8', 'FTL', 'EGFR', 'PRKACG', 'HSP90AA1', 'RADX', 'OTUB1', 'FTH1', 'PUM1', 'UBE2V2', 'GTF2IRD2', 'UBE2D2', 'ESR1', 'PRKACA', 'GTF2IRD1', 'SIRT5', 'HSPA8', 'PTGES3', 'DNAJC7', 'MYCBP', 'PDCD6', 'GTF2IRD2B', 'UBE2N', 'GRAP2']
726	GO:CC	GO:0070013	intracellular organelle lumen	0.0280703290599385	True	"""An organelle lumen that is part of an intracellular organelle."" [GOC:mah]"	5406	99	43	17376	0.4343434343434343	0.0079541250462449	query_1	['GO:0043229', 'GO:0043233']	['UBE2I', 'HSPA1A', 'LRRK2', 'HSP90AB1', 'HSPH1', 'PTPN23', 'SHC1', 'OSBPL11', 'STUB1', 'CLINT1', 'FKBP5', 'UBE2D3', 'PIR', 'PRKACB', 'CEP68', 'AKAP11', 'ANXA11', 'SH3D19', 'GRB2', 'HSPB8', 'FTL', 'EGFR', 'PRKACG', 'HSP90AA1', 'RADX', 'OTUB1', 'FTH1', 'PUM1', 'UBE2V2', 'GTF2IRD2', 'UBE2D2', 'ESR1', 'PRKACA', 'GTF2IRD1', 'SIRT5', 'HSPA8', 'PTGES3', 'DNAJC7', 'MYCBP', 'PDCD6', 'GTF2IRD2B', 'UBE2N', 'GRAP2']
727	GO:BP	GO:0006812	monoatomic cation transport	0.0282099594203751	True	"""The directed movement of a monoatomic cation, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Monatomic cations (also called simple cations) are positively charged ions consisting of exactly one atom."" [GOC:ai]"	979	99	13	17376	0.1313131313131313	0.0132788559754851	query_1	['GO:0006811']	['SCARA5', 'KCNE5', 'AKAP5', 'KCNH2', 'KCNB1', 'KCNE2', 'FTL', 'FTH1', 'PLCG1', 'AKAP9', 'KCNQ1', 'PRKACA', 'KCNE1']
728	GO:BP	GO:0043408	regulation of MAPK cascade	0.0282127945634405	True	"""Any process that modulates the frequency, rate or extent of signal transduction mediated by the MAP kinase (MAPK) cascade."" [GOC:go_curators]"	644	99	10	17376	0.101010101010101	0.015527950310559	query_1	['GO:0000165', 'GO:1902531']	['DDR2', 'LRRK2', 'RET', 'SHC1', 'GRB2', 'EGFR', 'ERBB2', 'DNAJA1', 'GAREM1', 'GRAP2']
729	GO:BP	GO:0099587	inorganic ion import across plasma membrane	0.0283722045838827	True	"""The directed movement of inorganic ions from outside of a cell, across the plasma membrane and into the cytosol."" [GOC:dos]"	111	99	4	17376	0.0404040404040404	0.036036036036036	query_1	['GO:0098657', 'GO:0098660', 'GO:0098739']	['AKAP5', 'KCNH2', 'KCNE2', 'KCNQ1']
730	GO:BP	GO:0098659	inorganic cation import across plasma membrane	0.0283722045838827	True	"""The directed movement of inorganic cations from outside of a cell, across the plasma membrane and into the cytosol."" [GOC:dos]"	111	99	4	17376	0.0404040404040404	0.036036036036036	query_1	['GO:0098662', 'GO:0099587']	['AKAP5', 'KCNH2', 'KCNE2', 'KCNQ1']
731	GO:BP	GO:0051897	positive regulation of protein kinase B signaling	0.0283722045838827	True	"""Any process that activates or increases the frequency, rate or extent of protein kinase B signaling, a series of reactions mediated by the intracellular serine/threonine kinase protein kinase B."" [GOC:ai]"	111	99	4	17376	0.0404040404040404	0.036036036036036	query_1	['GO:0043491', 'GO:0051896', 'GO:1902533']	['HSP90AB1', 'RET', 'EGFR', 'HSP90AA1']
732	GO:BP	GO:0051172	negative regulation of nitrogen compound metabolic process	0.0283722045838827	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways involving nitrogen or nitrogenous compounds."" [GOC:ai, GOC:tb]"	2264	99	23	17376	0.2323232323232323	0.0101590106007067	query_1	['GO:0006807', 'GO:0009892', 'GO:0051171']	['UBE2I', 'HSPA1A', 'LRRK2', 'HSP90AB1', 'CDK5RAP2', 'PRKAR1B', 'PRKAR1A', 'PRKAR2B', 'SHC1', 'UBE2D3', 'EGFR', 'PRKAR2A', 'RADX', 'OTUB1', 'PUM1', 'CHORDC1', 'USP8', 'ESR1', 'GTF2IRD1', 'DNAJA1', 'HSPA8', 'BAG3', 'CBL']
733	REAC	REAC:R-HSA-389356	CD28 co-stimulation	0.0284744397769386	True	CD28 co-stimulation	31	99	2	17376	0.0202020202020202	0.064516129032258	query_1	['REAC:R-HSA-388841']	['PIK3R1', 'GRAP2']
734	GO:BP	GO:0043405	regulation of MAP kinase activity	0.0286224328043932	True	"""Any process that modulates the frequency, rate or extent of MAP kinase activity."" [GOC:dph, GOC:go_curators]"	181	99	5	17376	0.0505050505050505	0.0276243093922651	query_1	['GO:0071900']	['LRRK2', 'SOS1', 'EGFR', 'ERBB2', 'DNAJA1']
735	GO:CC	GO:0012506	vesicle membrane	0.0286285688144943	True	"""The lipid bilayer surrounding any membrane-bounded vesicle in the cell."" [GOC:mah, GOC:vesicle]"	1174	99	14	17376	0.1414141414141414	0.0119250425894378	query_1	['GO:0031090', 'GO:0031982']	['LRRK2', 'RET', 'OSBPL11', 'CLINT1', 'UBE2D3', 'GRB2', 'EGFR', 'GPR161', 'USP8', 'ERBB2', 'OSBPL9', 'KCNQ1', 'HSPA8', 'PDCD6']
736	REAC	REAC:R-HSA-1430728	Metabolism	0.0286714827413317	True	Metabolism	1954	99	19	17376	0.1919191919191919	0.0097236438075742	query_1	['REAC:0000000']	['UBE2I', 'AKAP5', 'PIK3R1', 'HSP90AB1', 'PRKAR1B', 'SELENOI', 'PRKAR1A', 'PRKAR2B', 'PPAT', 'PRKACB', 'UQCRQ', 'KCNB1', 'PRKACG', 'PRKAR2A', 'HSP90AA1', 'PLCG1', 'OSBPL9', 'PRKACA', 'PTGES3']
737	GO:BP	GO:0032868	response to insulin	0.0286780421716972	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an insulin stimulus. Insulin is a polypeptide hormone produced by the islets of Langerhans of the pancreas in mammals, and by the homologous organs of other organisms."" [GOC:mah, ISBN:0198506732]"	261	99	6	17376	0.0606060606060606	0.0229885057471264	query_1	['GO:0043434']	['PIK3R1', 'SHC1', 'SOS1', 'GAB1', 'GRB2', 'KCNQ1']
738	GO:BP	GO:0031113	regulation of microtubule polymerization	0.0286780421716972	True	"""Any process that modulates the frequency, rate or extent of microtubule polymerization."" [GOC:mah]"	55	99	3	17376	0.0303030303030303	0.0545454545454545	query_1	['GO:0031110', 'GO:0032271', 'GO:0046785', 'GO:1902903']	['HSPA1A', 'CDK5RAP2', 'AKAP9']
739	GO:CC	GO:0043005	neuron projection	0.0288617618921453	True	"""A prolongation or process extending from a nerve cell, e.g. an axon or dendrite."" [GOC:jl, http://www.cogsci.princeton.edu/~wn/]"	1302	99	15	17376	0.1515151515151515	0.0115207373271889	query_1	['GO:0120025']	['LRRK2', 'AKAP5', 'HSP90AB1', 'PRKAR2B', 'RET', 'KCNB1', 'HSP90AA1', 'GPR161', 'USP8', 'AKAP9', 'KCNQ1', 'PRKACA', 'HSPA8', 'BAG3', 'CBL']
740	GO:BP	GO:0032414	positive regulation of ion transmembrane transporter activity	0.0289879445212827	True	"""Any process that activates or increases the activity of an ion transporter."" [GOC:mah, GOC:tb]"	112	99	4	17376	0.0404040404040404	0.0357142857142857	query_1	['GO:0032411', 'GO:0032412', 'GO:0034767']	['AKAP5', 'KCNE2', 'AKAP9', 'KCNE1']
741	GO:BP	GO:1903169	regulation of calcium ion transmembrane transport	0.0296750518281489	True	"""Any process that modulates the frequency, rate or extent of calcium ion transmembrane transport."" [GO_REF:0000058, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:24125847]"	183	99	5	17376	0.0505050505050505	0.0273224043715847	query_1	['GO:0051924', 'GO:0070588', 'GO:1904062']	['AKAP5', 'KCNE2', 'PLCG1', 'PRKACA', 'KCNE1']
742	GO:BP	GO:0009987	cellular process	0.0297653193295976	True	"""Any process that is carried out at the cellular level, but not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."" [GOC:go_curators, GOC:isa_complete]"	14469	99	92	17376	0.9292929292929292	0.006358421452761	query_1	['GO:0008150']	['SCARA5', 'UBE2I', 'STIP1', 'KCNE5', 'HSPA1A', 'DDR2', 'LRRK2', 'AKAP5', 'PIK3R1', 'HSP90AB1', 'HSPH1', 'CDK5RAP2', 'PRKAR1B', 'SELENOI', 'PTPN23', 'PRKAR1A', 'PRKAR2B', 'RET', 'SHC1', 'OSBPL11', 'STUB1', 'RNF128', 'DNAJA2', 'PPAT', 'FKBP5', 'SOS1', 'GAB1', 'UBE2D3', 'PIR', 'ANKRD26', 'PRKACB', 'UBE4B', 'CEP68', 'AKAP11', 'ANXA11', 'KCNH2', 'ENDOG', 'SH3D19', 'UQCRQ', 'KCNB1', 'GFRA3', 'GRB2', 'KCNE2', 'HSPB8', 'FTL', 'EGFR', 'AKAP10', 'PRKACG', 'PRKAR2A', 'DNAJA4', 'HSP90AA1', 'RADX', 'OTUB1', 'FTH1', 'GPR161', 'PLCG1', 'PUM1', 'CHORDC1', 'USP8', 'AKAP9', 'ERBB2', 'UBE2V2', 'OSBPL9', 'GTF2IRD2', 'KCNQ1', 'ESR1', 'PRKACA', 'GAB2', 'AKAP3', 'SHC3', 'GTF2IRD1', 'SIRT5', 'DNAJA1', 'TOM1L2', 'HSPA8', 'PTGES3', 'ARTN', 'UBL7', 'DNAJC7', 'MYCBP', 'GAREM1', 'BAG3', 'ECHDC1', 'CBL', 'KCNE1', 'PDCD6', 'GTF2IRD2B', 'CCDC117', 'UBE2N', 'AKAP1', 'GRAP2', 'CDC37']
743	GO:BP	GO:0045862	positive regulation of proteolysis	0.0297786676632613	True	"""Any process that activates or increases the frequency, rate or extent of the hydrolysis of a peptide bond or bonds within a protein."" [GOC:go_curators]"	352	99	7	17376	0.0707070707070707	0.0198863636363636	query_1	['GO:0006508', 'GO:0030162', 'GO:0051247']	['HSPA1A', 'LRRK2', 'RET', 'STUB1', 'SH3D19', 'KCNE2', 'PDCD6']
744	GO:BP	GO:0051345	positive regulation of hydrolase activity	0.0297786676632613	True	"""Any process that activates or increases the frequency, rate or extent of hydrolase activity, the catalysis of the hydrolysis of various bonds."" [GOC:ai]"	547	99	9	17376	0.0909090909090909	0.016453382084095	query_1	['GO:0043085', 'GO:0051336']	['HSPA1A', 'LRRK2', 'HSP90AB1', 'RET', 'SOS1', 'EGFR', 'ERBB2', 'ESR1', 'PDCD6']
745	GO:BP	GO:0048469	cell maturation	0.0300531862404181	True	"""The cellular developmental process, independent of morphogenetic (shape) change, that is required for a specific cell to attain its fully functional state."" [GOC:go_curators]"	184	99	5	17376	0.0505050505050505	0.0271739130434782	query_1	['GO:0021700', 'GO:0048468', 'GO:0048869']	['LRRK2', 'RET', 'KCNB1', 'PRKACA', 'KCNE1']
746	REAC	REAC:R-HSA-5687128	MAPK6/MAPK4 signaling	0.0301357091682603	True	MAPK6/MAPK4 signaling	89	99	3	17376	0.0303030303030303	0.0337078651685393	query_1	['REAC:R-HSA-5683057']	['PRKACB', 'PRKACG', 'PRKACA']
747	GO:BP	GO:1903206	negative regulation of hydrogen peroxide-induced cell death	0.0302551167824619	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of hydrogen peroxide-induced cell death."" [GO_REF:0000058, GOC:bf, GOC:PARL, GOC:TermGenie, PMID:14749723, PMID:24252804]"	17	99	2	17376	0.0202020202020202	0.1176470588235294	query_1	['GO:0036474', 'GO:1901032', 'GO:1903202', 'GO:1903205']	['DDR2', 'LRRK2']
748	GO:BP	GO:1902916	positive regulation of protein polyubiquitination	0.0302551167824619	True	"""Any process that activates or increases the frequency, rate or extent of protein polyubiquitination."" [GO_REF:0000058, GOC:di, GOC:TermGenie, PMID:23645667]"	17	99	2	17376	0.0202020202020202	0.1176470588235294	query_1	['GO:0000209', 'GO:0031398', 'GO:1902914']	['UBE2V2', 'UBE2N']
749	GO:BP	GO:1900034	regulation of cellular response to heat	0.0302551167824619	True	"""Any process that modulates the frequency, rate or extent of cellular response to heat."" [GOC:TermGenie, GOC:yaf]"	17	99	2	17376	0.0202020202020202	0.1176470588235294	query_1	['GO:0034605', 'GO:0080135']	['CHORDC1', 'DNAJC7']
750	GO:BP	GO:1901032	negative regulation of response to reactive oxygen species	0.0302551167824619	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of response to reactive oxygen species."" [GOC:kmv, GOC:TermGenie]"	17	99	2	17376	0.0202020202020202	0.1176470588235294	query_1	['GO:0000302', 'GO:1901031', 'GO:1902883']	['DDR2', 'LRRK2']
751	GO:BP	GO:0046827	positive regulation of protein export from nucleus	0.0302551167824619	True	"""Any process that activates or increases the frequency, rate or extent of directed movement of proteins from the nucleus into the cytoplasm."" [GOC:bf]"	17	99	2	17376	0.0202020202020202	0.1176470588235294	query_1	['GO:0006611', 'GO:0046824', 'GO:0046825', 'GO:0090316']	['PRKACA', 'BAG3']
752	GO:BP	GO:0040017	positive regulation of locomotion	0.0302551167824619	True	"""Any process that activates or increases the frequency, rate or extent of locomotion of a cell or organism."" [GOC:go_curators]"	549	99	9	17376	0.0909090909090909	0.0163934426229508	query_1	['GO:0040011', 'GO:0040012', 'GO:0048518']	['UBE2I', 'DDR2', 'PIK3R1', 'RET', 'GAB1', 'EGFR', 'PLCG1', 'ARTN', 'PDCD6']
753	GO:BP	GO:0019725	cellular homeostasis	0.0303791014531756	True	"""Any process involved in the maintenance of an internal steady state at the level of the cell."" [GOC:isa_complete, GOC:jl, ISBN:0395825172]"	765	99	11	17376	0.1111111111111111	0.0143790849673202	query_1	['GO:0042592']	['SCARA5', 'LRRK2', 'PIK3R1', 'ENDOG', 'KCNB1', 'FTL', 'FTH1', 'PLCG1', 'KCNQ1', 'PRKACA', 'BAG3']
754	GO:BP	GO:0051173	positive regulation of nitrogen compound metabolic process	0.0304446373499891	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving nitrogen or nitrogenous compounds."" [GOC:ai, GOC:tb]"	2994	99	28	17376	0.2828282828282828	0.0093520374081496	query_1	['GO:0006807', 'GO:0009893', 'GO:0051171']	['HSPA1A', 'DDR2', 'LRRK2', 'PIK3R1', 'HSP90AB1', 'CDK5RAP2', 'RET', 'SHC1', 'STUB1', 'RNF128', 'KCNH2', 'ENDOG', 'SH3D19', 'KCNE2', 'EGFR', 'HSP90AA1', 'PUM1', 'USP8', 'AKAP9', 'ERBB2', 'UBE2V2', 'ESR1', 'HSPA8', 'PTGES3', 'MYCBP', 'PDCD6', 'CCDC117', 'UBE2N']
755	GO:BP	GO:0086065	cell communication involved in cardiac conduction	0.0304446373499891	True	"""Any process that mediates interactions between a cell and its surroundings that contributes to the process of cardiac conduction. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment."" [GOC:BHF, GOC:mtg_cardiac_conduct_nov11]"	57	99	3	17376	0.0303030303030303	0.0526315789473684	query_1	['GO:0007154', 'GO:0061337']	['KCNE5', 'KCNQ1', 'PRKACA']
756	GO:BP	GO:0098662	inorganic cation transmembrane transport	0.0304446373499891	True	"""A process in which an inorganic cation is transported from one side of a membrane to the other by means of some agent such as a transporter or pore."" [GOC:mah]"	766	99	11	17376	0.1111111111111111	0.0143603133159268	query_1	['GO:0098660']	['SCARA5', 'KCNE5', 'AKAP5', 'KCNH2', 'KCNB1', 'KCNE2', 'PLCG1', 'AKAP9', 'KCNQ1', 'PRKACA', 'KCNE1']
757	REAC	REAC:R-HSA-1640170	Cell Cycle	0.030546403919931	True	Cell Cycle	673	99	9	17376	0.0909090909090909	0.013372956909361	query_1	['REAC:0000000']	['UBE2I', 'HSP90AB1', 'CDK5RAP2', 'PRKAR2B', 'HSP90AA1', 'AKAP9', 'UBE2V2', 'PRKACA', 'UBE2N']
758	REAC	REAC:R-HSA-170834	Signaling by TGF-beta Receptor Complex	0.0308225873392606	True	Signaling by TGF-beta Receptor Complex	90	99	3	17376	0.0303030303030303	0.0333333333333333	query_1	['REAC:R-HSA-9006936']	['STUB1', 'UBE2D3', 'CBL']
759	GO:BP	GO:0006914	autophagy	0.0309225358211835	True	"""The cellular catabolic process in which cells digest parts of their own cytoplasm; allows for both recycling of macromolecular constituents under conditions of cellular stress and remodeling the intracellular structure for cell differentiation."" [GOC:autophagy, ISBN:0198547684, PMID:11099404, PMID:9412464]"	553	99	9	17376	0.0909090909090909	0.0162748643761302	query_1	['GO:0044248', 'GO:0061919']	['LRRK2', 'STUB1', 'ENDOG', 'HSPB8', 'HSP90AA1', 'PRKACA', 'HSPA8', 'BAG3', 'CDC37']
760	GO:BP	GO:0061919	process utilizing autophagic mechanism	0.0309225358211835	True	"""A cellular process involving delivery of a portion of the cytoplasm to lysosomes or to the plant or fungal vacuole that does not involve direct transport through the endocytic or vacuolar protein sorting (Vps) pathways. This process typically leads to degradation of the cargo; however, it can also be used to deliver resident proteins, such as in the cytoplasm-to-vacuole targeting (Cvt) pathway."" [PMID:21997368, PMID:22966490, PMID:28596378]"	553	99	9	17376	0.0909090909090909	0.0162748643761302	query_1	['GO:0009987']	['LRRK2', 'STUB1', 'ENDOG', 'HSPB8', 'HSP90AA1', 'PRKACA', 'HSPA8', 'BAG3', 'CDC37']
761	GO:CC	GO:0071682	endocytic vesicle lumen	0.0318365518522922	True	"""The volume enclosed by the membrane of an endocytic vesicle."" [GOC:pde]"	23	99	2	17376	0.0202020202020202	0.0869565217391304	query_1	['GO:0030139', 'GO:0070013']	['HSPH1', 'HSP90AA1']
762	GO:BP	GO:0006839	mitochondrial transport	0.0318391071978009	True	"""Transport of substances into, out of or within a mitochondrion."" [GOC:ai]"	188	99	5	17376	0.0505050505050505	0.026595744680851	query_1	['GO:0046907']	['HSPA1A', 'LRRK2', 'UBE2D3', 'HSP90AA1', 'BAG3']
763	GO:CC	GO:1902494	catalytic complex	0.0321260710805421	True	"""A protein complex which is capable of catalytic activity."" [GOC:bhm, GOC:TermGenie, PMID:8077207]"	1713	99	18	17376	0.1818181818181818	0.010507880910683	query_1	['GO:0032991']	['UBE2I', 'AKAP5', 'PIK3R1', 'PRKAR1B', 'PRKAR1A', 'PRKAR2B', 'STUB1', 'SOS1', 'PRKACB', 'UBE4B', 'UQCRQ', 'PRKAR2A', 'UBE2V2', 'UBE2D2', 'PRKACA', 'PTGES3', 'PDCD6', 'UBE2N']
764	GO:BP	GO:1901800	positive regulation of proteasomal protein catabolic process	0.0322513689838418	True	"""Any process that activates or increases the frequency, rate or extent of proteasomal protein catabolic process."" [GOC:BHF, GOC:rl, GOC:TermGenie, PMID:21669198]"	117	99	4	17376	0.0404040404040404	0.0341880341880341	query_1	['GO:0010498', 'GO:0045732', 'GO:0061136', 'GO:1903052']	['HSPA1A', 'LRRK2', 'STUB1', 'KCNE2']
765	GO:BP	GO:0032271	regulation of protein polymerization	0.0326582564801039	True	"""Any process that modulates the frequency, rate or extent of the process of creating protein polymers."" [GOC:mah]"	190	99	5	17376	0.0505050505050505	0.0263157894736842	query_1	['GO:0043254', 'GO:0051258']	['HSPA1A', 'CDK5RAP2', 'GRB2', 'HSP90AA1', 'AKAP9']
766	GO:BP	GO:0086014	atrial cardiac muscle cell action potential	0.0326582564801039	True	"""An action potential that occurs in an atrial cardiac muscle cell."" [GOC:BHF, GOC:mtg_cardiac_conduct_nov11]"	18	99	2	17376	0.0202020202020202	0.1111111111111111	query_1	['GO:0086002', 'GO:0086026']	['KCNE5', 'KCNQ1']
767	GO:BP	GO:0086026	atrial cardiac muscle cell to AV node cell signaling	0.0326582564801039	True	"""Any process that mediates the transfer of information from an atrial cardiomyocyte to an AV node cell."" [GOC:BHF, GOC:mtg_cardiac_conduct_nov11]"	18	99	2	17376	0.0202020202020202	0.1111111111111111	query_1	['GO:0086019', 'GO:0086066']	['KCNE5', 'KCNQ1']
768	GO:BP	GO:0086066	atrial cardiac muscle cell to AV node cell communication	0.0326582564801039	True	"""The process that mediates interactions between an atrial cardiomyocyte and its surroundings that contributes to the process of the atrial cardiomyocyte communicating with an AV node cell in cardiac conduction. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment."" [GOC:BHF, GOC:mtg_cardiac_conduct_nov11]"	18	99	2	17376	0.0202020202020202	0.1111111111111111	query_1	['GO:0086065']	['KCNE5', 'KCNQ1']
769	GO:BP	GO:0002253	activation of immune response	0.0326582564801039	True	"""Any process that initiates an immune response."" [GO_REF:0000022, GOC:add, ISBN:0781735149]"	457	99	8	17376	0.0808080808080808	0.0175054704595186	query_1	['GO:0002376', 'GO:0050778']	['HSPA1A', 'SOS1', 'GRB2', 'HSP90AA1', 'PLCG1', 'PUM1', 'ESR1', 'UBE2N']
770	GO:BP	GO:0090083	regulation of inclusion body assembly	0.0326582564801039	True	"""Any process that modulates the rate, frequency, or extent of inclusion body assembly. Inclusion body assembly is the aggregation, arrangement and bonding together of a set of components to form an inclusion body."" [GOC:BHF, GOC:dph, GOC:tb]"	18	99	2	17376	0.0202020202020202	0.1111111111111111	query_1	['GO:0044087', 'GO:0051128', 'GO:0070841']	['HSPA1A', 'DNAJA4']
771	GO:BP	GO:0055082	intracellular chemical homeostasis	0.0326582564801039	True	"""A homeostatic process involved in the maintenance of a steady state level of a chemical within a cell."" [GOC:isa_complete, GOC:jid]"	665	99	10	17376	0.101010101010101	0.0150375939849624	query_1	['GO:0019725', 'GO:0048878']	['SCARA5', 'LRRK2', 'PIK3R1', 'ENDOG', 'KCNB1', 'FTL', 'FTH1', 'PLCG1', 'KCNQ1', 'PRKACA']
772	GO:BP	GO:1902903	regulation of supramolecular fiber organization	0.0326797708054854	True	"""Any process that modulates the frequency, rate or extent of supramolecular fiber organization."" [GO_REF:0000058, GOC:PARL, GOC:rl, GOC:TermGenie, PMID:23921388]"	362	99	7	17376	0.0707070707070707	0.0193370165745856	query_1	['GO:0051128', 'GO:0097435']	['HSPA1A', 'PIK3R1', 'CDK5RAP2', 'GRB2', 'USP8', 'AKAP9', 'HSPA8']
