Transaldolase deficiency	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
353	GO:BP	GO:0045814	negative regulation of gene expression, epigenetic	0.0111300698491264	True	"""An epigenetic process that silences gene expression at specific genomic regions through chromatin remodelling either by modifying higher order chromatin fiber structure, nucleosomal histones, or the DNA."" [PMID:22243696]"	84	95	4	15719	0.0421052631578947	0.0476190476190476	query_1	['GO:0010629', 'GO:0040029']	['ATF7IP', 'SETDB2', 'SETDB1', 'TRIM28']
356	GO:BP	GO:0042113	B cell activation	0.0112875852336049	True	"""The change in morphology and behavior of a mature or immature B cell resulting from exposure to a mitogen, cytokine, chemokine, cellular ligand, or an antigen for which it is specific."" [GOC:mgi_curators, ISBN:0781735149]"	285	95	7	15719	0.0736842105263157	0.0245614035087719	query_1	['GO:0046649']	['NBN', 'TP53BP1', 'PAXIP1', 'PHB2', 'HSPD1', 'PHB1', 'STAT5B']
67	REAC	REAC:R-HSA-4551638	SUMOylation of chromatin organization proteins	0.0114250211745634	True	SUMOylation of chromatin organization proteins	66	83	4	10022	0.0481927710843373	0.0606060606060606	query_1	['REAC:R-HSA-3108232']	['UBE2I', 'SUMO1', 'PIAS1', 'CBX5']
72	REAC	REAC:R-HSA-212436	Generic Transcription Pathway	0.0115558165283101	True	Generic Transcription Pathway	1153	83	19	10022	0.2289156626506024	0.0164787510841283	query_1	['REAC:R-HSA-73857']	['RBBP8', 'UBE2I', 'NBN', 'RAD50', 'ZNF45', 'ZNF350', 'H2AX', 'MDC1', 'SUMO1', 'HSPD1', 'RPA1', 'BLM', 'MRE11', 'RAD51', 'HDAC6', 'CBX5', 'BRCA1', 'TRIM28', 'BARD1']
70	REAC	REAC:R-HSA-9683610	Maturation of nucleoprotein	0.0115558165283101	True	Maturation of nucleoprotein	9	83	2	10022	0.0240963855421686	0.2222222222222222	query_1	['REAC:R-HSA-9683701']	['UBE2I', 'SUMO1']
69	REAC	REAC:R-HSA-8866904	Negative regulation of activity of TFAP2 (AP-2) family transcription factors	0.0115558165283101	True	Negative regulation of activity of TFAP2 (AP-2) family transcription factors	9	83	2	10022	0.0240963855421686	0.2222222222222222	query_1	['REAC:R-HSA-8864260']	['UBE2I', 'SUMO1']
68	REAC	REAC:R-HSA-3215018	Processing and activation of SUMO	0.0115558165283101	True	Processing and activation of SUMO	9	83	2	10022	0.0240963855421686	0.2222222222222222	query_1	['REAC:R-HSA-2990846']	['UBE2I', 'SUMO1']
73	REAC	REAC:R-HSA-8985947	Interleukin-9 signaling	0.0115558165283101	True	Interleukin-9 signaling	9	83	2	10022	0.0240963855421686	0.2222222222222222	query_1	['REAC:R-HSA-451927']	['STAT5A', 'STAT5B']
71	REAC	REAC:R-HSA-2586552	Signaling by Leptin	0.0115558165283101	True	Signaling by Leptin	9	83	2	10022	0.0240963855421686	0.2222222222222222	query_1	['REAC:R-HSA-162582']	['STAT5A', 'STAT5B']
357	GO:BP	GO:0016233	telomere capping	0.0119103627600273	True	"""A process in which telomeres are protected from degradation and fusion, thereby ensuring chromosome stability by protecting the ends from both degradation and from being recognized as damaged DNA. May be mediated by specific single- or double-stranded telomeric DNA binding proteins."" [GOC:mah, GOC:rn, PMID:11349150, PMID:11352055]"	40	95	3	15719	0.031578947368421	0.075	query_1	['GO:0000723']	['NBN', 'RAD50', 'MRE11']
358	GO:BP	GO:0006631	fatty acid metabolic process	0.0120027245466185	True	"""The chemical reactions and pathways involving fatty acids, aliphatic monocarboxylic acids liberated from naturally occurring fats and oils by hydrolysis."" [ISBN:0198547684]"	371	95	8	15719	0.0842105263157894	0.0215633423180593	query_1	['GO:0032787', 'GO:0044255']	['PDK4', 'MCAT', 'PDK3', 'PDK1', 'NDUFAB1', 'BRCA1', 'PDK2', 'ABHD6']
359	GO:BP	GO:0002312	B cell activation involved in immune response	0.0120027245466185	True	"""The change in morphology and behavior of a mature or immature B cell during an immune response, resulting from exposure to a mitogen, cytokine, chemokine, cellular ligand, or an antigen for which it is specific."" [GOC:jal]"	86	95	4	15719	0.0421052631578947	0.0465116279069767	query_1	['GO:0002285', 'GO:0042113']	['NBN', 'TP53BP1', 'PAXIP1', 'HSPD1']
360	GO:BP	GO:0043648	dicarboxylic acid metabolic process	0.0124889164477164	True	"""The chemical reactions and pathways involving dicarboxylic acids, any organic acid containing two carboxyl (COOH) groups or anions (COO-)."" [ISBN:0198506732]"	87	95	4	15719	0.0421052631578947	0.0459770114942528	query_1	['GO:0019752']	['DLST', 'SDHB', 'SDHA', 'OGDH']
363	GO:BP	GO:0006734	NADH metabolic process	0.0125073945344245	True	"""The chemical reactions and pathways involving reduced nicotinamide adenine dinucleotide (NADH), a coenzyme present in most living cells and derived from the B vitamin nicotinic acid."" [GOC:jl, ISBN:0618254153]"	11	95	2	15719	0.0210526315789473	0.1818181818181818	query_1	['GO:0019674']	['GPD1', 'OGDH']
362	GO:BP	GO:0052646	alditol phosphate metabolic process	0.0125073945344245	True	"""The chemical reactions and pathways involving alditol phosphates, any phosphorylated polyhydric alcohol derived from the acyclic form of a monosaccharide by reduction of its aldehyde or keto group to an alcoholic group."" [PMID:30240188]"	11	95	2	15719	0.0210526315789473	0.1818181818181818	query_1	['GO:0006796', 'GO:0019637', 'GO:1901135']	['GPD1', 'ABHD6']
361	GO:BP	GO:0072711	cellular response to hydroxyurea	0.0125073945344245	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a hydroxyurea stimulus."" [GOC:mah]"	11	95	2	15719	0.0210526315789473	0.1818181818181818	query_1	['GO:0071241', 'GO:0072710', 'GO:1901699']	['BLM', 'RAD51']
364	GO:BP	GO:0002440	production of molecular mediator of immune response	0.0125538645262989	True	"""The synthesis or release of any molecular mediator of the immune response, resulting in an increase in its intracellular or extracellular levels."" [GO_REF:0000022, GOC:add, ISBN:0781735149]"	215	95	6	15719	0.0631578947368421	0.027906976744186	query_1	['GO:0002376', 'GO:0010467']	['NBN', 'TP53BP1', 'PAXIP1', 'PHB2', 'HSPD1', 'PHB1']
365	GO:BP	GO:1904063	negative regulation of cation transmembrane transport	0.0128458560323931	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of cation transmembrane transport."" [GO_REF:0000058, GOC:TermGenie, PMID:15304482]"	88	95	4	15719	0.0421052631578947	0.0454545454545454	query_1	['GO:0034766', 'GO:0098655', 'GO:1904062']	['PPIF', 'SUMO1', 'VDAC1', 'ISCU']
74	REAC	REAC:R-HSA-3700989	Transcriptional Regulation by TP53	0.0130320127520145	True	Transcriptional Regulation by TP53	357	83	9	10022	0.108433734939759	0.0252100840336134	query_1	['REAC:R-HSA-212436']	['RBBP8', 'NBN', 'RAD50', 'MDC1', 'RPA1', 'BLM', 'MRE11', 'BRCA1', 'BARD1']
366	GO:BP	GO:1901698	response to nitrogen compound	0.0131666310979835	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a nitrogen compound stimulus."" [GOC:pr, GOC:TermGenie]"	1082	95	15	15719	0.1578947368421052	0.0138632162661737	query_1	['GO:0042221']	['SNX6', 'PDK4', 'OTC', 'UBAC2', 'UFL1', 'BCKDHB', 'BLM', 'RAD51', 'HDAC6', 'GPD1', 'FAF2', 'BRCA1', 'STAT5A', 'PDK2', 'STAT5B']
367	GO:BP	GO:0044786	cell cycle DNA replication	0.013346246170526	True	"""The DNA-dependent DNA replication that takes place as part of the cell cycle."" [GOC:mtg_cell_cycle]"	42	95	3	15719	0.031578947368421	0.0714285714285714	query_1	['GO:0006261', 'GO:0022402']	['BRCA2', 'BLM', 'RAD51']
86	GO:CC	GO:0001673	male germ cell nucleus	0.0135607719357057	True	"""The nucleus of a male germ cell, a reproductive cell in males."" [CL:0000015, GOC:hjd, GOC:mtg_sensu]"	54	97	3	16420	0.0309278350515463	0.0555555555555555	query_1	['GO:0043073']	['H2AX', 'RAD51', 'BRCA1']
368	GO:BP	GO:0046907	intracellular transport	0.0137234163768305	True	"""The directed movement of substances within a cell."" [GOC:ai]"	1553	95	19	15719	0.2	0.0122343850611719	query_1	['GO:0006810', 'GO:0051641', 'GO:0051649']	['PPIF', 'SNX6', 'UBE2I', 'SPG7', 'SNX1', 'MAIP1', 'HSPA9', 'UBAC2', 'PMPCA', 'PHB2', 'SIL1', 'SUMO1', 'HSPD1', 'HDAC6', 'FAF2', 'TRIM28', 'BARD1', 'PMPCB', 'UFM1']
369	GO:BP	GO:0006915	apoptotic process	0.0137990927548356	True	"""A programmed cell death process which begins when a cell receives an internal (e.g. DNA damage) or external signal (e.g. an extracellular death ligand), and proceeds through a series of biochemical events (signaling pathway phase) which trigger an execution phase. The execution phase is the last step of an apoptotic process, and is typically characterized by rounding-up of the cell, retraction of pseudopodes, reduction of cellular volume (pyknosis), chromatin condensation, nuclear fragmentation (karyorrhexis), plasma membrane blebbing and fragmentation of the cell into apoptotic bodies. When the execution phase is completed, the cell has died."" [GOC:cjm, GOC:dhl, GOC:ecd, GOC:go_curators, GOC:mtg_apoptosis, GOC:tb, ISBN:0198506732, PMID:18846107, PMID:21494263]"	1799	95	21	15719	0.2210526315789473	0.0116731517509727	query_1	['GO:0012501']	['PPIF', 'SNX6', 'PDK4', 'CDK5RAP3', 'NBN', 'HSPA9', 'DDRGK1', 'UFL1', 'PHB2', 'METTL21C', 'BRCA2', 'HSPD1', 'MRE11', 'VDAC1', 'PDK1', 'BRCA1', 'PDK2', 'BARD1', 'PHB1', 'UFM1', 'STAT5B']
76	REAC	REAC:R-HSA-9702518	STAT5 activation downstream of FLT3 ITD mutants	0.0138074913907501	True	STAT5 activation downstream of FLT3 ITD mutants	10	83	2	10022	0.0240963855421686	0.2	query_1	['REAC:R-HSA-9703648']	['STAT5A', 'STAT5B']
75	REAC	REAC:R-HSA-9020958	Interleukin-21 signaling	0.0138074913907501	True	Interleukin-21 signaling	10	83	2	10022	0.0240963855421686	0.2	query_1	['REAC:R-HSA-451927']	['STAT5A', 'STAT5B']
77	REAC	REAC:R-HSA-3232142	SUMOylation of ubiquitinylation proteins	0.0138200725347255	True	SUMOylation of ubiquitinylation proteins	35	83	3	10022	0.036144578313253	0.0857142857142857	query_1	['REAC:R-HSA-3108232']	['UBE2I', 'SUMO1', 'PIAS1']
370	GO:BP	GO:0006812	monoatomic cation transport	0.0139647497558276	True	"""The directed movement of a monoatomic cation, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Monatomic cations (also called simple cations) are positively charged ions consisting of exactly one atom."" [GOC:ai]"	979	95	14	15719	0.1473684210526315	0.0143003064351378	query_1	['GO:0006811']	['PPIF', 'MAIP1', 'MCUB', 'PHB2', 'METTL21C', 'MCU', 'SUMO1', 'VDAC1', 'AFG3L2', 'ISCU', 'MICU1', 'SMDT1', 'MICU2', 'PMPCB']
371	GO:BP	GO:2000378	negative regulation of reactive oxygen species metabolic process	0.0140933525104731	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of reactive oxygen species metabolic process."" [GOC:mah]"	43	95	3	15719	0.031578947368421	0.0697674418604651	query_1	['GO:0031324', 'GO:0072593', 'GO:2000377']	['VDAC1', 'HDAC6', 'BRCA1']
372	GO:BP	GO:0009892	negative regulation of metabolic process	0.0140933525104731	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism."" [GOC:go_curators]"	2846	95	29	15719	0.3052631578947368	0.0101897399859451	query_1	['GO:0008152', 'GO:0019222', 'GO:0048519']	['PPIF', 'RBBP8', 'SNX6', 'UBE2I', 'CDK5RAP3', 'NBN', 'ATF7IP', 'TP53BP1', 'RAD50', 'ZNF350', 'XRCC6', 'SETDB2', 'DDRGK1', 'UFL1', 'PHB2', 'SETDB1', 'BCKDK', 'SUMO1', 'BLM', 'PIAS1', 'VDAC1', 'HDAC6', 'CBX5', 'BRCA1', 'MBD1', 'TRIM28', 'BARD1', 'ABHD6', 'PHB1']
373	GO:BP	GO:0070887	cellular response to chemical stimulus	0.0141926093812731	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a chemical stimulus."" [GOC:mah]"	2579	95	27	15719	0.2842105263157894	0.0104691740984877	query_1	['GO:0042221', 'GO:0051716']	['PPIF', 'SNX6', 'PDK4', 'CDK5RAP3', 'HSPA9', 'DDRGK1', 'UFL1', 'PHB2', 'METTL21C', 'SDHD', 'MCU', 'SUMO1', 'HSPD1', 'PDK3', 'BLM', 'RAD51', 'HDAC6', 'GPD1', 'PDK1', 'BRCA1', 'MICU1', 'STAT5A', 'PDK2', 'UBA5', 'PHB1', 'UFM1', 'STAT5B']
374	GO:BP	GO:0072710	response to hydroxyurea	0.0145113757288344	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a hydroxyurea stimulus."" [GOC:mah]"	12	95	2	15719	0.0210526315789473	0.1666666666666666	query_1	['GO:0010033', 'GO:1901698']	['BLM', 'RAD51']
375	GO:BP	GO:0031952	regulation of protein autophosphorylation	0.0149386842067407	True	"""Any process that modulates the frequency, rate or extent of addition of the phosphorylation by a protein of one or more of its own residues."" [GOC:mah]"	44	95	3	15719	0.031578947368421	0.0681818181818181	query_1	['GO:0001932', 'GO:0046777']	['NBN', 'RAD50', 'MRE11']
376	GO:BP	GO:0033993	response to lipid	0.0156554573041267	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a lipid stimulus."" [GOC:sl]"	884	95	13	15719	0.1368421052631579	0.0147058823529411	query_1	['GO:0010033']	['PDK4', 'DDRGK1', 'UFL1', 'PHB2', 'METTL21C', 'BCKDHB', 'PDK3', 'HDAC6', 'BRCA1', 'UBA5', 'PHB1', 'UFM1', 'STAT5B']
79	REAC	REAC:R-HSA-8864260	Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors	0.0158075882035698	True	Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors	37	83	3	10022	0.036144578313253	0.081081081081081	query_1	['REAC:R-HSA-212436']	['UBE2I', 'SUMO1', 'HSPD1']
78	REAC	REAC:R-HSA-382551	Transport of small molecules	0.0158075882035698	True	Transport of small molecules	675	83	13	10022	0.1566265060240964	0.0192592592592592	query_1	['REAC:0000000']	['SPG7', 'MAIP1', 'MCUB', 'PMPCA', 'PHB2', 'MCU', 'VDAC1', 'AFG3L2', 'MICU1', 'SMDT1', 'MICU2', 'PMPCB', 'PHB1']
80	REAC	REAC:R-HSA-4755510	SUMOylation of immune response proteins	0.015956411676349	True	SUMOylation of immune response proteins	11	83	2	10022	0.0240963855421686	0.1818181818181818	query_1	['REAC:R-HSA-3108232']	['UBE2I', 'SUMO1']
377	GO:BP	GO:0007584	response to nutrient	0.0160271412836949	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a nutrient stimulus."" [GOC:go_curators]"	156	95	5	15719	0.0526315789473684	0.032051282051282	query_1	['GO:0031667', 'GO:0042221']	['ADSL', 'OTC', 'SETDB1', 'BCKDHB', 'PDK2']
379	GO:BP	GO:0071481	cellular response to X-ray	0.016813444668964	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of X-ray radiation. An X-ray is a form of electromagnetic radiation with a wavelength in the range of 10 nanometers to 100 picometers (corresponding to frequencies in the range 30 PHz to 3 EHz)."" [GOC:mah]"	13	95	2	15719	0.0210526315789473	0.1538461538461538	query_1	['GO:0010165', 'GO:0071479']	['TP53BP1', 'XRCC6']
380	GO:BP	GO:1904925	positive regulation of autophagy of mitochondrion in response to mitochondrial depolarization	0.016813444668964	True	"""Any process that activates or increases the frequency, rate or extent of autophagy of the mitochondrion in response to mitochondrial depolarization."" [GO_REF:0000058, GOC:pad, GOC:PARL, GOC:TermGenie, PMID:22020285]"	13	95	2	15719	0.0210526315789473	0.1538461538461538	query_1	['GO:0000422', 'GO:1904923']	['VDAC1', 'HDAC6']
378	GO:BP	GO:0033147	negative regulation of intracellular estrogen receptor signaling pathway	0.016813444668964	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the activity of an intracellular estrogen receptor signaling pathway."" [GOC:mah]"	13	95	2	15719	0.0210526315789473	0.1538461538461538	query_1	['GO:0030520', 'GO:0033144', 'GO:0033146']	['PHB2', 'BRCA1']
381	GO:BP	GO:0034766	negative regulation of monoatomic ion transmembrane transport	0.0169024327628517	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the directed movement of ions from one side of a membrane to the other."" [GOC:mah]"	96	95	4	15719	0.0421052631578947	0.0416666666666666	query_1	['GO:0034220', 'GO:0034763', 'GO:0034765', 'GO:0043271']	['PPIF', 'SUMO1', 'VDAC1', 'ISCU']
382	GO:BP	GO:0030003	intracellular monoatomic cation homeostasis	0.0175154015786315	True	"""A homeostatic process involved in the maintenance of a steady state level of monoatomic cations within a cell. Monatomic cations (also called simple cations) are cations consisting of exactly one atom."" [GOC:ceb, GOC:mah]"	490	95	9	15719	0.0947368421052631	0.0183673469387755	query_1	['GO:0006873', 'GO:0055080']	['MAIP1', 'MCUB', 'METTL21C', 'MCU', 'AFG3L2', 'ISCU', 'MICU1', 'SMDT1', 'MICU2']
383	GO:BP	GO:0062012	regulation of small molecule metabolic process	0.0177670331065566	True	"""Any process that modulates the rate, frequency or extent of a small molecule metabolic process."" [GOC:vw]"	313	95	7	15719	0.0736842105263157	0.0223642172523961	query_1	['GO:0019222', 'GO:0044281']	['PDK4', 'BCKDK', 'PDK3', 'GPD1', 'PDK1', 'BRCA1', 'PDK2']
83	REAC	REAC:R-HSA-3371511	HSF1 activation	0.0181488276932296	True	HSF1 activation	12	83	2	10022	0.0240963855421686	0.1666666666666666	query_1	['REAC:R-HSA-3371556']	['RPA1', 'HDAC6']
82	REAC	REAC:R-HSA-9020558	Interleukin-2 signaling	0.0181488276932296	True	Interleukin-2 signaling	12	83	2	10022	0.0240963855421686	0.1666666666666666	query_1	['REAC:R-HSA-451927']	['STAT5A', 'STAT5B']
81	REAC	REAC:R-HSA-877312	Regulation of IFNG signaling	0.0181488276932296	True	Regulation of IFNG signaling	12	83	2	10022	0.0240963855421686	0.1666666666666666	query_1	['REAC:R-HSA-877300']	['SUMO1', 'PIAS1']
84	REAC	REAC:R-HSA-2559586	DNA Damage/Telomere Stress Induced Senescence	0.0181488276932296	True	DNA Damage/Telomere Stress Induced Senescence	79	83	4	10022	0.0481927710843373	0.050632911392405	query_1	['REAC:R-HSA-2559583']	['NBN', 'RAD50', 'H2AX', 'MRE11']
384	GO:BP	GO:0031647	regulation of protein stability	0.0183576307308181	True	"""Any process that affects the structure and integrity of a protein, altering the likelihood of its degradation or aggregation."" [GOC:dph, GOC:mah, GOC:tb]"	315	95	7	15719	0.0736842105263157	0.0222222222222222	query_1	['GO:0065008']	['ATF7IP', 'DDRGK1', 'PHB2', 'SUMO1', 'HSPD1', 'HDAC6', 'PHB1']
385	GO:BP	GO:0006468	protein phosphorylation	0.018874042678438	True	"""The process of introducing a phosphate group on to a protein."" [GOC:hb]"	1482	95	18	15719	0.1894736842105263	0.0121457489878542	query_1	['GO:0016310', 'GO:0036211']	['SNX6', 'PDK4', 'CDK5RAP3', 'NBN', 'RAD50', 'XRCC6', 'DDRGK1', 'PHB2', 'BCKDK', 'PDK3', 'BLM', 'MRE11', 'RAD51', 'HDAC6', 'PDK1', 'PDK2', 'TRIM28', 'PHB1']
388	GO:BP	GO:1902969	mitotic DNA replication	0.0191368650308716	True	"""Any nuclear DNA replication that is involved in a mitotic cell cycle."" [GO_REF:0000060, GOC:TermGenie]"	14	95	2	15719	0.0210526315789473	0.1428571428571428	query_1	['GO:0033260', 'GO:1903047']	['BRCA2', 'RAD51']
387	GO:BP	GO:1904923	regulation of autophagy of mitochondrion in response to mitochondrial depolarization	0.0191368650308716	True	"""Any process that modulates the frequency, rate or extent of autophagy of mitochondrion in response to mitochondrial depolarization."" [GO_REF:0000058, GOC:pad, GOC:PARL, GOC:TermGenie, PMID:22020285]"	14	95	2	15719	0.0210526315789473	0.1428571428571428	query_1	['GO:0000422', 'GO:0098780']	['VDAC1', 'HDAC6']
386	GO:BP	GO:0045869	negative regulation of single stranded viral RNA replication via double stranded DNA intermediate	0.0191368650308716	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of single stranded viral RNA replication via double stranded DNA intermediate."" [GOC:go_curators]"	14	95	2	15719	0.0210526315789473	0.1428571428571428	query_1	['GO:0039692', 'GO:0045071', 'GO:0045091', 'GO:1902679']	['SETDB1', 'TRIM28']
391	GO:BP	GO:0051604	protein maturation	0.0193322257888136	True	"""Any process leading to the attainment of the full functional capacity of a protein."" [GOC:ai]"	319	95	7	15719	0.0736842105263157	0.0219435736677116	query_1	['GO:0010467', 'GO:0019538']	['GCSH', 'SPG7', 'PMPCA', 'HSPD1', 'AFG3L2', 'NDUFAB1', 'PMPCB']
390	GO:BP	GO:0045892	negative regulation of DNA-templated transcription	0.0193322257888136	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of cellular DNA-templated transcription."" [GOC:go_curators, GOC:txnOH]"	1249	95	16	15719	0.1684210526315789	0.0128102481985588	query_1	['GO:0006351', 'GO:0006355', 'GO:1903507']	['RBBP8', 'SNX6', 'UBE2I', 'ATF7IP', 'ZNF350', 'XRCC6', 'SETDB2', 'PHB2', 'SUMO1', 'PIAS1', 'HDAC6', 'CBX5', 'BRCA1', 'MBD1', 'TRIM28', 'PHB1']
389	GO:BP	GO:0006873	intracellular monoatomic ion homeostasis	0.0193322257888136	True	"""A homeostatic process involved in the maintenance of a steady state level of monoatomic ions within a cell. Monatomic ions (also called simple ions) are ions consisting of exactly one atom."" [GOC:mah]"	499	95	9	15719	0.0947368421052631	0.0180360721442885	query_1	['GO:0050801', 'GO:0055082']	['MAIP1', 'MCUB', 'METTL21C', 'MCU', 'AFG3L2', 'ISCU', 'MICU1', 'SMDT1', 'MICU2']
392	GO:BP	GO:1903507	negative regulation of nucleic acid-templated transcription	0.0194998788605473	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of nucleic acid-templated transcription."" [GO_REF:0000058, GOC:pr, GOC:TermGenie, GOC:txnOH, GOC:vw]"	1251	95	16	15719	0.1684210526315789	0.0127897681854516	query_1	['GO:0097659', 'GO:1902679', 'GO:1903506']	['RBBP8', 'SNX6', 'UBE2I', 'ATF7IP', 'ZNF350', 'XRCC6', 'SETDB2', 'PHB2', 'SUMO1', 'PIAS1', 'HDAC6', 'CBX5', 'BRCA1', 'MBD1', 'TRIM28', 'PHB1']
87	GO:CC	GO:0033593	BRCA2-MAGE-D1 complex	0.0198704462407262	True	"""A heterodimeric protein complex formed of BRCA2 and MAGE-D1; may mediate the synergistic activities of the two proteins in regulating cell growth."" [PMID:15930293]"	1	97	1	16420	0.0103092783505154	1.0	query_1	['GO:0140535']	['BRCA2']
86	REAC	REAC:R-HSA-9694631	Maturation of nucleoprotein	0.0208432943470869	True	Maturation of nucleoprotein	13	83	2	10022	0.0240963855421686	0.1538461538461538	query_1	['REAC:R-HSA-9694635']	['UBE2I', 'SUMO1']
85	REAC	REAC:R-HSA-3270619	IRF3-mediated induction of type I IFN	0.0208432943470869	True	IRF3-mediated induction of type I IFN	13	83	2	10022	0.0240963855421686	0.1538461538461538	query_1	['REAC:R-HSA-1834941']	['XRCC6', 'MRE11']
394	GO:BP	GO:0034968	histone lysine methylation	0.0210932178381845	True	"""The modification of a histone by addition of one or more methyl groups to a lysine residue."" [GOC:mah, GOC:pr]"	103	95	4	15719	0.0421052631578947	0.0388349514563106	query_1	['GO:0016571', 'GO:0018022']	['PAXIP1', 'SETDB2', 'SETDB1', 'BRCA1']
393	GO:BP	GO:0002262	myeloid cell homeostasis	0.0210932178381845	True	"""The process of regulating the proliferation and elimination of myeloid cells such that the total number of myeloid cells within a whole or part of an organism is stable over time in the absence of an outside stimulus."" [CL:0000763, GOC:add]"	168	95	5	15719	0.0526315789473684	0.0297619047619047	query_1	['GO:0002376', 'GO:0048872']	['CDK5RAP3', 'HSPA9', 'UFL1', 'UBA5', 'STAT5B']
87	REAC	REAC:R-HSA-5696399	Global Genome Nucleotide Excision Repair (GG-NER)	0.0211242606666507	True	Global Genome Nucleotide Excision Repair (GG-NER)	84	83	4	10022	0.0481927710843373	0.0476190476190476	query_1	['REAC:R-HSA-5696398']	['UBE2I', 'SUMO1', 'RPA1', 'PIAS1']
395	GO:BP	GO:0009719	response to endogenous stimulus	0.0211704633815801	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus arising within the organism."" [GOC:sm]"	1624	95	19	15719	0.2	0.0116995073891625	query_1	['GO:0050896']	['SNX6', 'PDK4', 'OTC', 'DDRGK1', 'UFL1', 'PHB2', 'METTL21C', 'BCKDHB', 'BLM', 'RAD51', 'HDAC6', 'GPD1', 'BRCA1', 'STAT5A', 'PDK2', 'UBA5', 'PHB1', 'UFM1', 'STAT5B']
396	GO:BP	GO:0048291	isotype switching to IgG isotypes	0.0212831035815144	True	"""The switching of activated B cells from IgM biosynthesis to biosynthesis of an IgG isotype, accomplished through a recombination process involving an intrachromosomal deletion between switch regions that reside 5' of the IgM and one of the IgG constant region gene segments in the immunoglobulin heavy chain locus."" [ISBN:0781735149, PMID:12370374, PMID:2113175, PMID:9186655]"	15	95	2	15719	0.0210526315789473	0.1333333333333333	query_1	['GO:0045190']	['PAXIP1', 'HSPD1']
397	GO:BP	GO:0090737	telomere maintenance via telomere trimming	0.0212831035815144	True	"""A process that contributes to the maintenance of proper telomeric length and structure via the activation of telomere shortening pathways that compensate telomerase-dependent excessive telomere elongation. Telomere attrition is mediated by a mechanism which involves the generation of single-stranded C-rich telomeric DNA, and the formation and removal of double-stranded telomeric circular DNA (T-circles). Telomere trimming is an independent pathway to recombination-mediated telomere elongation and the well-documented gradual telomere attrition that accompanies cellular replication."" [GOC:BHF, GOC:BHF_telomere, GOC:nc, PMID:27918544]"	15	95	2	15719	0.0210526315789473	0.1333333333333333	query_1	['GO:0000723']	['NBN', 'BLM']
399	GO:BP	GO:0042308	negative regulation of protein import into nucleus	0.0212831035815144	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the movement of proteins from the cytoplasm into the nucleus."" [GOC:jl]"	15	95	2	15719	0.0210526315789473	0.1333333333333333	query_1	['GO:0006606', 'GO:0042306', 'GO:0046823', 'GO:0090317', 'GO:1900181']	['SUMO1', 'UFM1']
400	GO:BP	GO:0001325	formation of extrachromosomal circular DNA	0.0212831035815144	True	"""Excision from the chromosome and circularization of a region of chromosomal DNA, generally, but not always, via homologous recombination between direct tandem repeats."" [GOC:jh, PMID:12044938]"	15	95	2	15719	0.0210526315789473	0.1333333333333333	query_1	['GO:0006259', 'GO:0022607']	['NBN', 'BLM']
401	GO:BP	GO:1903894	regulation of IRE1-mediated unfolded protein response	0.0212831035815144	True	"""Any process that modulates the frequency, rate or extent of the IRE1-mediated unfolded protein response."" [GO_REF:0000058, GOC:bf, GOC:PARL, GOC:TermGenie, PMID:22013210]"	15	95	2	15719	0.0210526315789473	0.1333333333333333	query_1	['GO:0036498', 'GO:1900101']	['DDRGK1', 'UFL1']
