Vascular Ehlers-Danlos syndrome	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
1236	GO:BP	GO:0002544	chronic inflammatory response	0.0167235882150175	True	"""Inflammation of prolonged duration (weeks or months) in which active inflammation, tissue destruction, and attempts at repair are proceeding simultaneously. Although it may follow acute inflammation, chronic inflammation frequently begins insidiously, as a low-grade, smoldering, often asymptomatic response."" [GO_REF:0000022, GOC:jal, ISBN:0781735149]"	18	99	2	15719	0.0202020202020202	0.1111111111111111	query_1	['GO:0006954']	['VCAM1', 'THBS1']
1237	GO:BP	GO:0036499	PERK-mediated unfolded protein response	0.0167235882150175	True	"""The series of molecular signals mediated by the endoplasmic reticulum membrane stress sensor PERK (PKR-like ER kinase). Begins with activation of PERK in response to endoplasmic reticulum (ER) stress and ends with regulation of a downstream cellular process, e.g. transcription. The main substrate of PERK is the translation initiation factor eIF2alpha. Serine-phosphorylation of eIF2alpha by PERK inactivates eIF2alpha and inhibits general protein translation. In addition, eIF2alpha phosphorylation preferentially increases the translation of selective mRNAs such as ATF4 (activating transcription factor 4), which up regulates a subset of UPR genes required to restore folding capacity."" [GOC:bf, GOC:PARL, PMID:22013210, PMID:27629041]"	18	99	2	15719	0.0202020202020202	0.1111111111111111	query_1	['GO:0006984', 'GO:0030968', 'GO:0140467']	['NCK1', 'NCK2']
1238	GO:BP	GO:1905564	positive regulation of vascular endothelial cell proliferation	0.0167235882150175	True	"""Any process that activates or increases the frequency, rate or extent of vascular endothelial cell proliferation."" [GO_REF:0000058, GOC:BHF, GOC:BHF_telomere, GOC:nc, GOC:TermGenie, PMID:23201774]"	18	99	2	15719	0.0202020202020202	0.1111111111111111	query_1	['GO:0001938', 'GO:0101023', 'GO:1905562']	['ITGA4', 'PLCG1']
1239	GO:BP	GO:0055003	cardiac myofibril assembly	0.0167235882150175	True	"""The process whose specific outcome is the progression of the cardiac myofibril over time, from its formation to the mature structure. A cardiac myofibril is a myofibril specific to cardiac muscle cells."" [GOC:devbiol]"	18	99	2	15719	0.0202020202020202	0.1111111111111111	query_1	['GO:0030239', 'GO:0055013']	['PDGFRB', 'PDGFRA']
1240	GO:BP	GO:0051917	regulation of fibrinolysis	0.0167235882150175	True	"""Any process that modulates the frequency, rate or extent of fibrinolysis, an ongoing process that solubilizes fibrin, resulting in the removal of small blood clots."" [GOC:ai]"	18	99	2	15719	0.0202020202020202	0.1111111111111111	query_1	['GO:0030193', 'GO:0042730']	['VTN', 'THBS1']
1241	GO:BP	GO:0090136	epithelial cell-cell adhesion	0.0167235882150175	True	"""The attachment of an epithelial cell to another epithelial cell via adhesion molecules."" [GOC:ascb_2009, GOC:dph, GOC:tb]"	18	99	2	15719	0.0202020202020202	0.1111111111111111	query_1	['GO:0098609']	['ITGB5', 'VCL']
1243	GO:BP	GO:0022412	cellular process involved in reproduction in multicellular organism	0.0167235882150175	True	"""A process, occurring at the cellular level, that is involved in the reproductive function of a multicellular organism."" [GOC:isa_complete]"	428	99	8	15719	0.0808080808080808	0.0186915887850467	query_1	['GO:0009987', 'GO:0022414', 'GO:0032504']	['ITGB1', 'SRC', 'CTNNB1', 'SOS1', 'SHB', 'JAM3', 'PTK2B', 'JAM2']
1242	GO:BP	GO:0010544	negative regulation of platelet activation	0.0167235882150175	True	"""Any process that decreases the rate or frequency of platelet activation. Platelet activation is a series of progressive, overlapping events triggered by exposure of the platelets to subendothelial tissue."" [GOC:BHF, GOC:dph, GOC:tb]"	18	99	2	15719	0.0202020202020202	0.1111111111111111	query_1	['GO:0010543', 'GO:0030168', 'GO:0030195', 'GO:0050866']	['PDGFB', 'PDGFRA']
1244	GO:BP	GO:0007611	learning or memory	0.0169055390266206	True	"""The acquisition and processing of information and/or the storage and retrieval of this information over time."" [GOC:jid, PMID:8938125]"	257	99	6	15719	0.0606060606060606	0.0233463035019455	query_1	['GO:0007610', 'GO:0050890']	['ITGB1', 'SRC', 'ITGA5', 'FYN', 'EGFR', 'ITGA3']
139	GO:CC	GO:0097038	perinuclear endoplasmic reticulum	0.0169268905256429	True	"""The portion of endoplasmic reticulum, the intracellular network of tubules and cisternae, that occurs near the nucleus. The lumen of the perinuclear endoplasmic reticulum is contiguous with the nuclear envelope lumen (also called perinuclear space), the region between the inner and outer nuclear membranes."" [GOC:bf, GOC:mah, GOC:mcc, GOC:pr, GOC:vw]"	20	99	2	16420	0.0202020202020202	0.1	query_1	['GO:0005783', 'GO:0048471', 'GO:0110165']	['PIK3R1', 'FYN']
250	REAC	REAC:R-HSA-2428924	IGF1R signaling cascade	0.0171499615249318	True	IGF1R signaling cascade	42	98	3	10022	0.0306122448979591	0.0714285714285714	query_1	['REAC:R-HSA-2404192']	['PIK3R1', 'SOS1', 'PTPN11']
249	REAC	REAC:R-HSA-2428928	IRS-related events triggered by IGF1R	0.0171499615249318	True	IRS-related events triggered by IGF1R	42	98	3	10022	0.0306122448979591	0.0714285714285714	query_1	['REAC:R-HSA-2428924']	['PIK3R1', 'SOS1', 'PTPN11']
248	REAC	REAC:R-HSA-2404192	Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)	0.0171499615249318	True	Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)	42	98	3	10022	0.0306122448979591	0.0714285714285714	query_1	['REAC:R-HSA-9006934']	['PIK3R1', 'SOS1', 'PTPN11']
252	REAC	REAC:R-HSA-1295596	Spry regulation of FGF signaling	0.0171866337595498	True	Spry regulation of FGF signaling	14	98	2	10022	0.0204081632653061	0.1428571428571428	query_1	['REAC:R-HSA-5654726', 'REAC:R-HSA-5654727', 'REAC:R-HSA-5654732', 'REAC:R-HSA-5654733']	['CBL', 'PTPN11']
251	REAC	REAC:R-HSA-5654689	PI-3K cascade:FGFR1	0.0171866337595498	True	PI-3K cascade:FGFR1	14	98	2	10022	0.0204081632653061	0.1428571428571428	query_1	['REAC:R-HSA-5654687']	['PIK3R1', 'PTPN11']
1246	GO:BP	GO:0009994	oocyte differentiation	0.0172437445076104	True	"""The process in which a relatively unspecialized immature germ cell acquires the specialized features of a mature female gamete."" [GOC:go_curators, GOC:mtg_sensu]"	58	99	3	15719	0.0303030303030303	0.0517241379310344	query_1	['GO:0003006', 'GO:0022412', 'GO:0030154', 'GO:0048477']	['CTNNB1', 'SHB', 'PTK2B']
1245	GO:BP	GO:0008347	glial cell migration	0.0172437445076104	True	"""The orderly movement of a glial cell, non-neuronal cells that provide support and nutrition, maintain homeostasis, form myelin, and participate in signal transmission in the nervous system."" [GOC:jl, GOC:mtg_sensu]"	58	99	3	15719	0.0303030303030303	0.0517241379310344	query_1	['GO:0016477', 'GO:0042063']	['CTNNB1', 'COL3A1', 'CRKL']
1247	GO:BP	GO:0051145	smooth muscle cell differentiation	0.0172437445076104	True	"""The process in which a relatively unspecialized cell acquires specialized features of a smooth muscle cell; smooth muscle lacks transverse striations in its constituent fibers and are almost always involuntary."" [CL:0000192, GOC:ai]"	58	99	3	15719	0.0303030303030303	0.0517241379310344	query_1	['GO:0042692']	['PDGFB', 'CTNNB1', 'VEGFA']
1248	GO:BP	GO:0048469	cell maturation	0.0173588615808863	True	"""The cellular developmental process, independent of morphogenetic (shape) change, that is required for a specific cell to attain its fully functional state."" [GOC:go_curators]"	182	99	5	15719	0.0505050505050505	0.0274725274725274	query_1	['GO:0021700', 'GO:0048468', 'GO:0048869']	['CTNNB1', 'SHB', 'KDR', 'VEGFA', 'PTK2B']
1249	GO:BP	GO:0030001	metal ion transport	0.0178550906903183	True	"""The directed movement of metal ions, any metal ion with an electric charge, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]"	833	99	12	15719	0.1212121212121212	0.0144057623049219	query_1	['GO:0006812']	['ITGB1', 'ITGAV', 'PDGFB', 'ITGB3', 'PLCG2', 'CTNNB1', 'FYN', 'LYN', 'PDGFRB', 'PLCG1', 'PTK2B', 'LCK']
1289	GO:BP	GO:0048683	regulation of collateral sprouting of intact axon in response to injury	0.0178881819325157	True	"""Any process that modulates the frequency, rate or extent of collateral sprouting of an intact axon as a result of injury to an axon."" [GOC:dgh, GOC:dph, GOC:jid, GOC:lm]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0048670', 'GO:0048673', 'GO:0048679']	['SPP1']
1276	GO:BP	GO:0043116	negative regulation of vascular permeability	0.0178881819325157	True	"""Any process that reduces the extent to which blood vessels can be pervaded by fluid."" [GOC:jl]"	19	99	2	15719	0.0202020202020202	0.1052631578947368	query_1	['GO:0043114']	['VEGFA', 'SH3GL2']
1277	GO:BP	GO:1905040	otic placode development	0.0178881819325157	True	"""The process whose specific outcome is the progression of an otic placode over time, from its formation to the mature structure."" [GO_REF:0000094, GOC:bf, GOC:mat, GOC:PARL, GOC:TermGenie, PMID:18356247]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0071696']	['NRP1']
1278	GO:BP	GO:2001244	positive regulation of intrinsic apoptotic signaling pathway	0.0178881819325157	True	"""Any process that activates or increases the frequency, rate or extent of intrinsic apoptotic signaling pathway."" [GOC:mtg_apoptosis]"	59	99	3	15719	0.0303030303030303	0.0508474576271186	query_1	['GO:0097193', 'GO:1902533', 'GO:2001235', 'GO:2001242']	['NCK1', 'LCK', 'NCK2']
1279	GO:BP	GO:1900729	regulation of adenylate cyclase-inhibiting opioid receptor signaling pathway	0.0178881819325157	True	"""Any process that modulates the frequency, rate or extent of adenylate cyclase-inhibiting opioid receptor signaling pathway."" [GOC:sjw, GOC:TermGenie, PMID:17157995]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0031635', 'GO:2000474']	['ITGB3']
1280	GO:BP	GO:0061847	response to cholecystokinin	0.0178881819325157	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a cholecystokinin stimulus."" [PMID:14622258]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0043434']	['CRK']
1281	GO:BP	GO:0051463	negative regulation of cortisol secretion	0.0178881819325157	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the regulated release of cortisol from a cell."" [GOC:ai]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0043400', 'GO:0051462', 'GO:2000850']	['PTPN11']
1283	GO:BP	GO:1990859	cellular response to endothelin	0.0178881819325157	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an endothelin stimulus. Endothelin is any of three secretory vasoconstrictive peptides (endothelin-1, -2, -3)."" [PMID:16365184]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0071375', 'GO:1990839']	['CRK']
1284	GO:BP	GO:0032752	positive regulation of interleukin-3 production	0.0178881819325157	True	"""Any process that activates or increases the frequency, rate, or extent of interleukin-3 production."" [GOC:mah]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0001819', 'GO:0032632', 'GO:0032672']	['SYK']
1285	GO:BP	GO:2000476	positive regulation of opioid receptor signaling pathway	0.0178881819325157	True	"""Any process that activates or increases the frequency, rate or extent of opioid receptor signaling pathway."" [GOC:obol]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0038003', 'GO:0045745', 'GO:2000474']	['ITGB3']
1286	GO:BP	GO:0044336	canonical Wnt signaling pathway involved in negative regulation of apoptotic process	0.0178881819325157	True	"""The series of molecular signals initiated by binding of a Wnt protein to a frizzled family receptor on the surface of the target cell, followed by propagation of the signal via beta-catenin, and ending with a change in transcription of target genes involved in the negative regulation of apoptotic process."" [GOC:BHF, GOC:jl, GOC:mtg_apoptosis]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0043066', 'GO:0060070']	['CTNNB1']
1287	GO:BP	GO:0070208	protein heterotrimerization	0.0178881819325157	True	"""The formation of a protein heterotrimer, a macromolecular structure consisting of three noncovalently associated subunits, of which not all are identical."" [GOC:hjd]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0051291', 'GO:0070206']	['COL1A2']
1288	GO:BP	GO:0048685	negative regulation of collateral sprouting of intact axon in response to injury	0.0178881819325157	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of collateral sprouting of an intact axon as a result of injury to an axon."" [GOC:dgh, GOC:dph, GOC:jid, GOC:lm]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0048671', 'GO:0048673', 'GO:0048681', 'GO:0048683']	['SPP1']
1290	GO:BP	GO:0060945	cardiac neuron differentiation	0.0178881819325157	True	"""The process in which a relatively unspecialized cell acquires specialized features of a neuron of the heart."" [GOC:mtg_heart]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0030182', 'GO:0035051', 'GO:0048483']	['VCAM1']
1291	GO:BP	GO:0048673	collateral sprouting of intact axon in response to injury	0.0178881819325157	True	"""The process in which outgrowths develop from the axons of intact undamaged neurons as a result of injury to an axon. The collateral sprouts typically appear from undamaged axons in a tissue which has had part of its nerve supply removed, and they can often innervate successfully any cells that have lost some or all of their original synaptic input."" [GOC:dgh, GOC:dph, GOC:jid]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0031103', 'GO:0048668']	['SPP1']
1292	GO:BP	GO:0060739	mesenchymal-epithelial cell signaling involved in prostate gland development	0.0178881819325157	True	"""Any process that mediates the transfer of information from a mesenchymal cell to an epithelial cell where it is received and interpreted contributing to the progression of the prostate gland over time."" [GOC:dph]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0022414', 'GO:0030850', 'GO:0060638']	['TNC']
1293	GO:BP	GO:0002281	macrophage activation involved in immune response	0.0178881819325157	True	"""A change in morphology and behavior of a macrophage resulting from exposure to a cytokine, chemokine, cellular ligand, or soluble factor, leading to the initiation or perpetuation of an immune response."" [GOC:add, ISBN:0781735149]"	19	99	2	15719	0.0202020202020202	0.1052631578947368	query_1	['GO:0002275', 'GO:0042116']	['PLCG2', 'SYK']
1294	GO:BP	GO:1900731	positive regulation of adenylate cyclase-inhibiting opioid receptor signaling pathway	0.0178881819325157	True	"""Any process that activates or increases the frequency, rate or extent of adenylate cyclase-inhibiting opioid receptor signaling pathway."" [GOC:sjw, GOC:TermGenie, PMID:17157995]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0031635', 'GO:1900729', 'GO:2000476']	['ITGB3']
1295	GO:BP	GO:0061324	canonical Wnt signaling pathway involved in positive regulation of cardiac outflow tract cell proliferation	0.0178881819325157	True	"""The canonical Wnt signaling pathway that contributes to the modulation of the expansion of a population of cardiac outflow tract cells."" [GOC:dph, GOC:mtg_heart]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0044340', 'GO:0061316', 'GO:1901963']	['CTNNB1']
1296	GO:BP	GO:1990771	clathrin-dependent extracellular exosome endocytosis	0.0178881819325157	True	"""The clathrin-mediated endocytosis of an extracellular exosome."" [PMID:24951588]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0051650', 'GO:0072583']	['ITGA4']
1297	GO:BP	GO:0150054	regulation of postsynaptic neurotransmitter receptor diffusion trapping	0.0178881819325157	True	"""Any process that modulates the frequency, rate or extent of postsynaptic neurotransmitter receptor diffusion trapping."" [GOC:aruk, GOC:bc, PMID:20935643]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0060341', 'GO:0065008', 'GO:0098970', 'GO:1902683']	['ITGB3']
1298	GO:BP	GO:0000304	response to singlet oxygen	0.0178881819325157	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a singlet oxygen stimulus. Singlet oxygen is a dioxygen (O2) molecule in which two 2p electrons have similar spin. Singlet oxygen is more highly reactive than the form in which these electrons are of opposite spin, and it is produced in mutant chloroplasts lacking carotenoids and by leukocytes during metabolic burst."" [GOC:krc, ISBN:0124325653, ISBN:0198506732]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0000302', 'GO:0010035']	['FYN']
1299	GO:BP	GO:0043496	regulation of protein homodimerization activity	0.0178881819325157	True	"""Any process that modulates the frequency, rate or extent of protein homodimerization, interacting selectively with an identical protein to form a homodimer."" [GOC:jl, GOC:tb]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0043393']	['ITGA4']
1300	GO:BP	GO:0036323	vascular endothelial growth factor receptor-1 signaling pathway	0.0178881819325157	True	"""The series of molecular signals initiated by a ligand binding to a vascular endothelial growth factor receptor-1 (VEGFR-1) on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:bf, GOC:uh, Wikipedia:FLT1, Wikipedia:VEGF_receptors]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0048010']	['FLT1']
1301	GO:BP	GO:0033343	positive regulation of collagen binding	0.0178881819325157	True	"""Any process that activates or increases the frequency, rate or extent of collagen binding."" [GOC:mah]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0033341', 'GO:0051099']	['ITGA2']
1275	GO:BP	GO:0060301	positive regulation of cytokine activity	0.0178881819325157	True	"""Any process that increases the rate, frequency or extent of the activity of a molecule that controls the survival, growth, differentiation and effector function of tissues and cells."" [GOC:BHF, GOC:dph, GOC:tb]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0009967', 'GO:0060300', 'GO:1900122', 'GO:2000273']	['NRP1']
1274	GO:BP	GO:0048568	embryonic organ development	0.0178881819325157	True	"""Development, taking place during the embryonic phase, of a tissue or tissues that work together to perform a specific function or functions. Development pertains to the process whose specific outcome is the progression of a structure over time, from its formation to the mature structure. Organs are commonly observed as visibly distinct structures, but may also exist as loosely associated clusters of cells that work together to perform a specific function or functions."" [GOC:jid]"	435	99	8	15719	0.0808080808080808	0.0183908045977011	query_1	['GO:0009790', 'GO:0048513']	['PDGFB', 'TGFB3', 'CTNNB1', 'GRB2', 'EGFR', 'KDR', 'VEGFA', 'PDGFRA']
1282	GO:BP	GO:0060981	cell migration involved in coronary angiogenesis	0.0178881819325157	True	"""The orderly movement of a cell from one site to another that will contribute to the formation of new blood vessels in the heart from pre-existing blood vessels."" [GOC:mtg_heart]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0060973', 'GO:0060978']	['PDGFRB']
1272	GO:BP	GO:0002831	regulation of response to biotic stimulus	0.0178881819325157	True	"""Any process that modulates the frequency, rate, or extent of a response to biotic stimulus."" [GOC:add]"	436	99	8	15719	0.0808080808080808	0.018348623853211	query_1	['GO:0009607', 'GO:0048583']	['SRC', 'CRK', 'PLCG2', 'FYN', 'LYN', 'VAV1', 'SYK', 'PTPN11']
1250	GO:BP	GO:1905517	macrophage migration	0.0178881819325157	True	"""The orderly movement of a macrophage from one site to another."" [GO_REF:0000091, GOC:TermGenie, PMID:25749876]"	59	99	3	15719	0.0303030303030303	0.0508474576271186	query_1	['GO:0097529']	['PTK2B', 'PTK2', 'THBS1']
1273	GO:BP	GO:1902378	VEGF-activated neuropilin signaling pathway involved in axon guidance	0.0178881819325157	True	"""Any VEGF-activated neuropilin signaling pathway that is involved in axon guidance."" [GOC:BHF, GOC:rl, GOC:TermGenie, PMID:21658587]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0007411', 'GO:0038190']	['NRP1']
1252	GO:BP	GO:0085017	entry into host cell by a symbiont-containing vacuole	0.0178881819325157	True	"""The invasion by a symbiont of a cell of a host organism, forming a vacuole in which the symbiont resides. The vacuole membrane is formed from lipids and proteins derived from both host and symbiont. Begins when the symbiont attaches on to the host cell membrane which invaginates and deepens as the symbiont enters, and ends when the host cell membrane closes behind the newly-formed vacuole."" [GOC:jl, PMID:18665841, PMID:8690024, PMID:9580555]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0044409']	['ITGAV']
1253	GO:BP	GO:1903572	positive regulation of protein kinase D signaling	0.0178881819325157	True	"""Any process that activates or increases the frequency, rate or extent of protein kinase D signaling."" [GO_REF:0000058, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:20497126]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0089700', 'GO:1902533', 'GO:1903570']	['VEGFA']
1254	GO:BP	GO:0051580	regulation of neurotransmitter uptake	0.0178881819325157	True	"""Any process that modulates the frequency, rate or extent of the directed movement of a neurotransmitter into a neuron or glial cell."" [GOC:ai]"	19	99	2	15719	0.0202020202020202	0.1052631578947368	query_1	['GO:0001504', 'GO:0001505', 'GO:0051588']	['ITGB1', 'ITGB3']
1255	GO:BP	GO:1903570	regulation of protein kinase D signaling	0.0178881819325157	True	"""Any process that modulates the frequency, rate or extent of protein kinase D signaling."" [GO_REF:0000058, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:20497126]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0089700', 'GO:1902531']	['VEGFA']
1256	GO:BP	GO:0002575	basophil chemotaxis	0.0178881819325157	True	"""The movement of a basophil in response to an external stimulus."" [GOC:add, PMID:11292027]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0071621']	['VEGFA']
1257	GO:BP	GO:0051900	regulation of mitochondrial depolarization	0.0178881819325157	True	"""Any process that modulates the frequency, rate or extent of the change in the membrane potential of the mitochondria from negative to positive."" [GOC:ai]"	19	99	2	15719	0.0202020202020202	0.1052631578947368	query_1	['GO:0003254', 'GO:0051881', 'GO:0051882']	['SRC', 'KDR']
1258	GO:BP	GO:0006837	serotonin transport	0.0178881819325157	True	"""The directed movement of serotonin into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Serotonin (5-hydroxytryptamine) is a monoamine neurotransmitter occurring in the peripheral and central nervous systems."" [GOC:ai]"	19	99	2	15719	0.0202020202020202	0.1052631578947368	query_1	['GO:0015844', 'GO:0015850']	['ITGB3', 'SYK']
1259	GO:BP	GO:0072255	metanephric glomerular mesangial cell development	0.0178881819325157	True	"""The process whose specific outcome is the progression of a glomerular mesangial cell in the metanephros over time, from its formation to the mature structure."" [GOC:mtg_kidney_jan10]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0072144', 'GO:0072254']	['PDGFB']
1260	GO:BP	GO:0150103	reactive gliosis	0.0178881819325157	True	"""A neuroinflammatory response, occurring over several days, during which glial cells undergo nonspecific reactive changes in response to damage to the central nervous system (CNS); typically involves the proliferation or hypertrophy of different types of glial cells."" [GOC:aruk, GOC:bc, PMID:24462092]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0150076']	['ITGB1']
1251	GO:BP	GO:0048626	myoblast fate specification	0.0178881819325157	True	"""The process in which a cell becomes capable of differentiating autonomously into a myoblast in an environment that is neutral with respect to the developmental pathway. Upon specification, the cell fate can be reversed. A myoblast is a mononucleate cell type that, by fusion with other myoblasts, gives rise to the myotubes that eventually develop into skeletal muscle fibers."" [CL:0000056, GOC:dph, GOC:mtg_muscle]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0001708', 'GO:0048625']	['ITGB1']
1262	GO:BP	GO:0043157	response to cation stress	0.0178881819325157	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of cation stress, an increase or decrease in the concentration of positively charged ions in the environment."" [GOC:jl, PMID:14762213]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0009651']	['PTK2B']
1263	GO:BP	GO:1904702	regulation of protein localization to adherens junction	0.0178881819325157	True	"""Any process that modulates the frequency, rate or extent of protein localization to adherens junction. An adherens junction is a cell-cell junction composed of the epithelial cadherin-catenin complex at which the cytoplasmic face of the plasma membrane is attached to actin filaments."" [GO_REF:0000058, GOC:aruk, GOC:bc, GOC:kmv, GOC:TermGenie, PMID:26412237]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0071896', 'GO:0150106']	['VCL']
1264	GO:BP	GO:0090138	regulation of actin cytoskeleton organization by cell-cell adhesion	0.0178881819325157	True	"""Any cell-cell adhesion process that modulates the formation, arrangement of constituent parts, or disassembly of cytoskeletal structures comprising actin filaments and their associated proteins."" [GOC:ascb_2009, GOC:dph, GOC:tb]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0032956', 'GO:0098609']	['JAM3']
1265	GO:BP	GO:0007403	glial cell fate determination	0.0178881819325157	True	"""The cell fate determination process in which a cell becomes capable of differentiating autonomously into a glial cell regardless of its environment; upon determination, the cell fate cannot be reversed."" [GOC:go_curators, GOC:mtg_sensu]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0001709', 'GO:0021781']	['CTNNB1']
1266	GO:BP	GO:0002886	regulation of myeloid leukocyte mediated immunity	0.0178881819325157	True	"""Any process that modulates the frequency, rate, or extent of myeloid leukocyte mediated immunity."" [GOC:add]"	59	99	3	15719	0.0303030303030303	0.0508474576271186	query_1	['GO:0002444', 'GO:0002703']	['LYN', 'SYK', 'FCGR1A']
1267	GO:BP	GO:0030308	negative regulation of cell growth	0.0178881819325157	True	"""Any process that stops, prevents, or reduces the frequency, rate, extent or direction of cell growth."" [GOC:go_curators]"	185	99	5	15719	0.0505050505050505	0.027027027027027	query_1	['GO:0001558', 'GO:0016049', 'GO:0045926', 'GO:0048523']	['SPP1', 'CDH1', 'NRP1', 'ADAM15', 'SEMA4D']
1268	GO:BP	GO:1905176	positive regulation of vascular associated smooth muscle cell dedifferentiation	0.0178881819325157	True	"""Any process that activates or increases the frequency, rate or extent of vascular smooth muscle cell dedifferentiation."" [GO_REF:0000058, GOC:BHF, GOC:BHF_miRNA, GOC:rph, GOC:TermGenie, PMID:19088079]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0048522', 'GO:0051094', 'GO:1905174', 'GO:1990936']	['PDGFB']
1269	GO:BP	GO:0090074	negative regulation of protein homodimerization activity	0.0178881819325157	True	"""Any process that decreases the frequency, rate or extent of protein homodimerization, interacting selectively with an identical protein to form a homodimer."" [GOC:dph, GOC:tb]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0032091', 'GO:0043496']	['ITGA4']
1270	GO:BP	GO:0090036	regulation of protein kinase C signaling	0.0178881819325157	True	"""Any process that modulates the frequency, rate, or extent of a series of reactions, mediated by the intracellular serine/threonine kinase protein kinase C, which occurs as a result of a single trigger reaction or compound."" [GOC:dph, GOC:tb]"	19	99	2	15719	0.0202020202020202	0.1052631578947368	query_1	['GO:0070528', 'GO:1902531']	['FLT4', 'VEGFA']
1271	GO:BP	GO:1903676	positive regulation of cap-dependent translational initiation	0.0178881819325157	True	"""Any process that activates or increases the frequency, rate or extent of cap-dependent translational initiation."" [GO_REF:0000058, GOC:bf, GOC:PARL, GOC:TermGenie, PMID:11959995]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0002191', 'GO:1903674', 'GO:1904690']	['NCK1']
1261	GO:BP	GO:1903674	regulation of cap-dependent translational initiation	0.0178881819325157	True	"""Any process that modulates the frequency, rate or extent of cap-dependent translational initiation."" [GO_REF:0000058, GOC:bf, GOC:PARL, GOC:TermGenie]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0002191', 'GO:1904688']	['NCK1']
1305	GO:BP	GO:0022029	telencephalon cell migration	0.0181098180652744	True	"""The orderly movement of a cell from one site to another at least one of which is located in the telencephalon."" [GO_REF:0000021, GOC:cls, GOC:curators, GOC:dgh, GOC:dph, GOC:jid]"	60	99	3	15719	0.0303030303030303	0.05	query_1	['GO:0021537', 'GO:0021885']	['CTNNB1', 'COL3A1', 'EGFR']
1304	GO:BP	GO:0032615	interleukin-12 production	0.0181098180652744	True	"""The appearance of interleukin-12 due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels."" [GOC:mah]"	60	99	3	15719	0.0303030303030303	0.05	query_1	['GO:0001816']	['PLCG2', 'SYK', 'THBS1']
