Noonan syndrome with multiple lentigines	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
1670	GO:MF	GO:0005154	epidermal growth factor receptor binding	0.0168642498600938	True	"""Binding to an epidermal growth factor receptor."" [GOC:ai]"	34	103	4	20195	0.0388349514563106	0.1176470588235294	query_1	['GO:0070851']	['SHC1', 'SOS1', 'ITGA5', 'GRB2']
1671	GO:BP	GO:0019722	calcium-mediated signaling	0.0172574677118493	True	"""Any intracellular signal transduction in which the signal is passed on within the cell via calcium ions."" [GOC:signaling]"	208	103	8	21110	0.0776699029126213	0.0384615384615384	query_1	['GO:0019932']	['PLCG2', 'LAT', 'ZAP70', 'KDR', 'SYK', 'PLCG1', 'PTK2B', 'VCAM1']
1672	HPA	HPA:0381221	placenta; syncytiotrophoblasts - microvilli[≥Low]	0.0172791174164989	True	placenta; syncytiotrophoblasts - microvilli[≥Low]	362	82	11	11006	0.1341463414634146	0.0303867403314917	query_1	['HPA:0380000']	['ITGB1', 'ITGAV', 'FN1', 'ITGA5', 'PXN', 'LAT', 'LYN', 'EGFR', 'YWHAB', 'SH3GL2', 'MAP2K2']
1673	HP	HP:0004332	Abnormal lymphocyte morphology	0.0173785578604504	True	An abnormality of lymphocytes.	218	52	11	4851	0.2115384615384615	0.0504587155963302	query_1	['HP:0001881']	['SPP1', 'PIK3R1', 'ITK', 'PLCG2', 'PIK3CD', 'LAT', 'ZAP70', 'BRAF', 'LCP2', 'SYK', 'LCK']
1674	GO:BP	GO:2001237	negative regulation of extrinsic apoptotic signaling pathway	0.0177672081220566	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of extrinsic apoptotic signaling pathway."" [GOC:mtg_apoptosis]"	98	103	6	21110	0.058252427184466	0.0612244897959183	query_1	['GO:0097191', 'GO:2001234', 'GO:2001236']	['ITGAV', 'SRC', 'HGF', 'RAF1', 'TGFBR1', 'NRP1']
1675	GO:BP	GO:0071378	cellular response to growth hormone stimulus	0.0179250755135266	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a growth hormone stimulus. Growth hormone is a peptide hormone that binds to the growth hormone receptor and stimulates growth."" [GOC:mah]"	27	103	4	21110	0.0388349514563106	0.1481481481481481	query_1	['GO:0060416', 'GO:0071375']	['PIK3R1', 'PXN', 'LYN', 'PTK2']
1676	GO:BP	GO:0006929	substrate-dependent cell migration	0.0179250755135266	True	"""The orderly movement of a cell from one site to another along a substrate such as the extracellular matrix; the migrating cell forms a protrusion that attaches to the substrate."" [ISBN:0815316194, PMID:11944043, PMID:14657486]"	27	103	4	21110	0.0388349514563106	0.1481481481481481	query_1	['GO:0016477']	['NCK1', 'FN1', 'VEGFC', 'NRP1']
1677	GO:BP	GO:0060396	growth hormone receptor signaling pathway	0.0179250755135266	True	"""The series of molecular signals generated as a consequence of growth hormone receptor binding to its physiological ligand."" [GOC:BHF, GOC:dph, PMID:11445442]"	27	103	4	21110	0.0388349514563106	0.1481481481481481	query_1	['GO:0007169', 'GO:0071378']	['PIK3R1', 'PXN', 'LYN', 'PTK2']
1678	REAC	REAC:R-HSA-416550	Sema4D mediated inhibition of cell attachment and migration	0.0179537305042513	True	Sema4D mediated inhibition of cell attachment and migration	8	101	3	10790	0.0297029702970297	0.375	query_1	['REAC:R-HSA-400685']	['MET', 'PLXNB1', 'SEMA4D']
1679	REAC	REAC:R-HSA-112411	MAPK1 (ERK2) activation	0.0179537305042513	True	MAPK1 (ERK2) activation	8	101	3	10790	0.0297029702970297	0.375	query_1	['REAC:R-HSA-112409']	['MAPK1', 'MAP2K2', 'PTPN11']
1680	GO:BP	GO:0050728	negative regulation of inflammatory response	0.0185523779014529	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the inflammatory response."" [GOC:ai]"	150	103	7	21110	0.0679611650485436	0.0466666666666666	query_1	['GO:0006954', 'GO:0031348', 'GO:0032102', 'GO:0050727']	['SRC', 'HGF', 'FYN', 'LYN', 'SYK', 'PLCG1', 'SMAD3']
1681	KEGG	KEGG:05152	Tuberculosis	0.0187076686105	True	Tuberculosis	175	97	9	8161	0.0927835051546391	0.0514285714285714	query_1	['KEGG:00000']	['SRC', 'TGFB3', 'MAPK1', 'KSR1', 'MAPK3', 'TGFB1', 'SYK', 'FCGR1A', 'RAF1']
1682	GO:BP	GO:0035635	entry of bacterium into host cell	0.0193251497636149	True	"""The process in which a bacterium enters a host cell. The host is defined as the larger of the organisms involved in a symbiotic interaction."" [GOC:bf, PMID:21187937]"	9	103	3	21110	0.029126213592233	0.3333333333333333	query_1	['GO:0044409']	['ITGAV', 'SRC', 'CBL']
1683	GO:BP	GO:0008354	germ cell migration	0.0193251497636149	True	"""The orderly movement of a cell specialized to produce haploid gametes through the embryo from its site of production to the place where the gonads will form."" [GOC:bf, GOC:jl]"	9	103	3	21110	0.029126213592233	0.3333333333333333	query_1	['GO:0007276', 'GO:0016477', 'GO:0022412']	['ITGB1', 'TGFB1', 'TGFBR1']
1684	GO:BP	GO:0061549	sympathetic ganglion development	0.0193251497636149	True	"""The process whose specific outcome is the progression of a sympathetic ganglion over time, from its formation to the mature structure."" [GOC:BHF, GOC:rl]"	9	103	3	21110	0.029126213592233	0.3333333333333333	query_1	['GO:0048485', 'GO:0061548']	['CTNNB1', 'NRP2', 'NRP1']
1685	GO:BP	GO:0060982	coronary artery morphogenesis	0.0193251497636149	True	"""The process in which the anatomical structures of coronary arteries are generated and organized. Coronary arteries are blood vessels that transport blood to the heart muscle."" [GOC:mtg_heart]"	9	103	3	21110	0.029126213592233	0.3333333333333333	query_1	['GO:0048844', 'GO:0060977']	['VEGFA', 'TGFBR1', 'NRP1']
1686	GO:BP	GO:1990314	cellular response to insulin-like growth factor stimulus	0.0193251497636149	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an insulin-like growth factor stimulus."" [PMID:20042609]"	9	103	3	21110	0.029126213592233	0.3333333333333333	query_1	['GO:0071375']	['ITGB3', 'CRK', 'TGFB1']
1687	HP	HP:0100538	Abnormality of the supraorbital ridges	0.0194031829598656	True	An anomaly of the supraorbital portion of the frontal bones.	108	52	8	4851	0.1538461538461538	0.074074074074074	query_1	['HP:0000606']	['FGFR2', 'PIK3R1', 'FLT4', 'PIK3CD', 'BRAF', 'MAP2K1', 'KDR', 'MAP2K2']
1688	GO:BP	GO:0043113	receptor clustering	0.0194944487515085	True	"""The receptor metabolic process that results in grouping of a set of receptors at a cellular location, often to amplify the sensitivity of a signaling response."" [GOC:bf, GOC:jl, GOC:pr, PMID:19747931, PMID:21453460]"	58	103	5	21110	0.0485436893203883	0.0862068965517241	query_1	['GO:0072657']	['ITGA4', 'MADCAM1', 'TGFB1', 'CRKL', 'ITGB7']
1689	GO:BP	GO:0002279	mast cell activation involved in immune response	0.0194944487515085	True	"""The change in morphology and behavior of a mast cell resulting from exposure to a cytokine, chemokine, soluble factor, or to (at least in mammals) an antigen which the mast cell has specifically bound via IgE bound to Fc-epsilonRI receptors, leading to the initiation or perpetuation of an immune response."" [GOC:add, ISBN:0781735149]"	58	103	5	21110	0.0485436893203883	0.0862068965517241	query_1	['GO:0002275', 'GO:0045576']	['PIK3CD', 'LAT', 'LYN', 'SYK', 'CBL']
1690	WP	WP:WP3593	MicroRNA for targeting cancer growth and vascularization in glioblastoma	0.0195646197182771	True	MicroRNA for targeting cancer growth and vascularization in glioblastoma	9	96	3	8133	0.03125	0.3333333333333333	query_1	['WP:000000']	['VEGFB', 'VEGFC', 'VEGFA']
1691	GO:BP	GO:0045619	regulation of lymphocyte differentiation	0.0198307157982413	True	"""Any process that modulates the frequency, rate or extent of lymphocyte differentiation."" [GOC:go_curators]"	212	103	8	21110	0.0776699029126213	0.0377358490566037	query_1	['GO:0030098', 'GO:0051249', 'GO:1902105']	['SMAD7', 'SOS1', 'TGFBR2', 'ZAP70', 'TGFB1', 'BRAF', 'SYK', 'ERBB2']
1692	WP	WP:WP1403	AMP-activated protein kinase signaling	0.0198624729327874	True	AMP-activated protein kinase signaling	67	96	6	8133	0.0625	0.0895522388059701	query_1	['WP:000000']	['PIK3CB', 'PIK3R2', 'PIK3R1', 'PIK3CD', 'PIK3CA', 'PIK3R3']
1693	GO:BP	GO:0001657	ureteric bud development	0.0199631471509356	True	"""The process whose specific outcome is the progression of the ureteric bud over time, from its formation to the mature structure."" [GOC:go_curators]"	100	103	6	21110	0.058252427184466	0.06	query_1	['GO:0072164']	['SMAD7', 'FGFR2', 'CTNNB1', 'TGFB1', 'VEGFA', 'SMAD3']
1694	HP	HP:0032152	Keratosis pilaris	0.0200118901386077	True	An anomaly of the hair follicles of the skin that typically presents as small, rough, brown folliculocentric papules distributed over characteristic areas of the skin, particularly the outer-upper arms and thighs.	31	52	5	4851	0.0961538461538461	0.1612903225806451	query_1	['HP:0011121']	['SOS1', 'BRAF', 'MAP2K1', 'RAF1', 'MAP2K2']
1695	KEGG	KEGG:04928	Parathyroid hormone synthesis, secretion and action	0.0201153647850409	True	Parathyroid hormone synthesis, secretion and action	105	97	7	8161	0.0721649484536082	0.0666666666666666	query_1	['KEGG:00000']	['MAPK1', 'MAPK3', 'BRAF', 'MAP2K1', 'EGFR', 'ARAF', 'RAF1']
1696	GO:CC	GO:0035866	alphav-beta3 integrin-PKCalpha complex	0.020191955378806	True	"""A protein complex that consists of an alphav-beta3 integrin complex bound to protein kinase C alpha."" [GOC:BHF, GOC:ebc, PMID:16014375]"	3	103	2	22122	0.0194174757281553	0.6666666666666666	query_1	['GO:0098797']	['ITGAV', 'ITGB3']
1697	GO:CC	GO:0035868	alphav-beta3 integrin-HMGB1 complex	0.020191955378806	True	"""A protein complex that consists of an alphav-beta3 integrin complex bound to high mobility group box 1 protein."" [GOC:BHF, GOC:ebc, PMID:20826760]"	3	103	2	22122	0.0194174757281553	0.6666666666666666	query_1	['GO:0098797']	['ITGAV', 'ITGB3']
1698	GO:CC	GO:0070021	transforming growth factor beta ligand-receptor complex	0.020191955378806	True	"""A protein complex that is formed by the association of a TGF-beta dimeric ligand with 2 molecules of each receptor molecule, TGF-beta type I receptor and TGF-beta type II receptor. The receptor molecules may form homo- or heterodimers but only once bound by the ligand."" [Reactome:R-HSA-170840]"	3	103	2	22122	0.0194174757281553	0.6666666666666666	query_1	['GO:0098802', 'GO:1902554']	['TGFBR2', 'TGFBR1']
1699	GO:CC	GO:0034668	integrin alpha4-beta1 complex	0.020191955378806	True	"""An integrin complex that comprises one alpha4 subunit and one beta1 subunit."" [PMID:12297042]"	3	103	2	22122	0.0194174757281553	0.6666666666666666	query_1	['GO:0008305']	['ITGB1', 'ITGA4']
1700	GO:CC	GO:0034666	integrin alpha2-beta1 complex	0.020191955378806	True	"""An integrin complex that comprises one alpha2 subunit and one beta1 subunit."" [PMID:12297042]"	3	103	2	22122	0.0194174757281553	0.6666666666666666	query_1	['GO:0008305']	['ITGB1', 'LYN']
1701	GO:CC	GO:0034683	integrin alphav-beta3 complex	0.020191955378806	True	"""An integrin complex that comprises one alphav subunit and one beta3 subunit."" [PMID:12297042]"	3	103	2	22122	0.0194174757281553	0.6666666666666666	query_1	['GO:0008305']	['ITGAV', 'ITGB3']
1702	GO:BP	GO:0035767	endothelial cell chemotaxis	0.0208343290391547	True	"""The directed movement of an endothelial cell guided by a specific chemical concentration gradient. Movement may be towards a higher concentration (positive chemotaxis) or towards a lower concentration (negative chemotaxis)."" [CL:0000115, GOC:BHF]"	28	103	4	21110	0.0388349514563106	0.1428571428571428	query_1	['GO:0043542', 'GO:0060326']	['MET', 'KDR', 'VEGFA', 'NRP1']
1703	GO:BP	GO:0150146	cell junction disassembly	0.0208343290391547	True	"""The disaggregation of a cell junction into its constituent components."" [GOC:aruk, PMID:25490267]"	28	103	4	21110	0.0388349514563106	0.1428571428571428	query_1	['GO:0022411', 'GO:0034330']	['ITGB1', 'TGFB3', 'PIK3R1', 'TGFBR1']
1704	HP	HP:0001156	Brachydactyly	0.0208456794955416	True	Digits that appear disproportionately short compared to the hand/foot. The word brachydactyly is used here to describe a series distinct patterns of shortened digits (brachydactyly types A-E). This is the sense used here.	362	52	14	4851	0.2692307692307692	0.0386740331491712	query_1	['HP:0011927']	['FGFR2', 'PIK3R1', 'FLT4', 'SOS1', 'TGFBR2', 'BRAF', 'MAP2K1', 'PIK3CA', 'KDR', 'HRAS', 'RAF1', 'ITGB6', 'PTPN11', 'CBL']
1705	WP	WP:WP712	Estrogen signaling pathway	0.0209093452477696	True	Estrogen signaling pathway	23	96	4	8133	0.0416666666666666	0.1739130434782608	query_1	['WP:000000']	['MAPK1', 'BRAF', 'MAP2K1', 'PIK3CA']
1706	GO:BP	GO:0045862	positive regulation of proteolysis	0.0210750093783789	True	"""Any process that activates or increases the frequency, rate or extent of the hydrolysis of a peptide bond or bonds within a protein."" [GOC:go_curators]"	358	103	10	21110	0.0970873786407767	0.0279329608938547	query_1	['GO:0006508', 'GO:0030162', 'GO:0051247']	['SRC', 'SMAD7', 'FYN', 'LYN', 'SYK', 'SMURF1', 'PTK2B', 'PTK2', 'LCK', 'SMAD3']
1707	GO:BP	GO:0072164	mesonephric tubule development	0.0211407121892831	True	"""The progression of a mesonephric tubule over time, from its initial formation to the mature structure. A mesonephric tubule is an epithelial tube that is part of the mesonephros."" [GOC:mtg_kidney_jan10]"	101	103	6	21110	0.058252427184466	0.0594059405940594	query_1	['GO:0035295', 'GO:0072163']	['SMAD7', 'FGFR2', 'CTNNB1', 'TGFB1', 'VEGFA', 'SMAD3']
1708	GO:BP	GO:0002275	myeloid cell activation involved in immune response	0.0211407121892831	True	"""A change in the morphology or behavior of a myeloid cell resulting from exposure to an activating factor such as a cellular or soluble ligand, leading to the initiation or perpetuation of an immune response."" [GOC:add, ISBN:0781735149]"	101	103	6	21110	0.058252427184466	0.0594059405940594	query_1	['GO:0002274', 'GO:0002366']	['PLCG2', 'PIK3CD', 'LAT', 'LYN', 'SYK', 'CBL']
1709	GO:BP	GO:0050764	regulation of phagocytosis	0.0211407121892831	True	"""Any process that modulates the frequency, rate or extent of phagocytosis, the process in which phagocytes engulf external particulate material."" [GOC:ai]"	101	103	6	21110	0.058252427184466	0.0594059405940594	query_1	['GO:0006909', 'GO:0030100']	['RAPGEF1', 'ITGAV', 'PLCG2', 'TGFB1', 'SYK', 'FCGR1A']
1710	GO:BP	GO:0072163	mesonephric epithelium development	0.0211407121892831	True	"""The process whose specific outcome is the progression of an epithelium in the mesonephros over time, from its formation to the mature structure. An epithelium is a tissue that covers the internal or external surfaces of an anatomical structure."" [GOC:mtg_kidney_jan10]"	101	103	6	21110	0.058252427184466	0.0594059405940594	query_1	['GO:0001823', 'GO:0072073']	['SMAD7', 'FGFR2', 'CTNNB1', 'TGFB1', 'VEGFA', 'SMAD3']
1711	GO:BP	GO:0002448	mast cell mediated immunity	0.0212173908637174	True	"""Any process involved in the carrying out of an immune response by a mast cell."" [GO_REF:0000022, GOC:add, ISBN:0781735149]"	59	103	5	21110	0.0485436893203883	0.0847457627118644	query_1	['GO:0002444']	['PIK3CD', 'LAT', 'LYN', 'SYK', 'CBL']
1712	HP	HP:0012703	Abnormal subarachnoid space morphology	0.0215464620252977	True	Abnormality in the space in the meninges beneath the arachnoid membrane and above the pia mater that contains the cerebrospinal fluid.	79	52	7	4851	0.1346153846153846	0.0886075949367088	query_1	['HP:0002011']	['ITGB3', 'TGFB3', 'TGFBR2', 'ITGA2B', 'TGFBR1', 'L1CAM', 'SMAD3']
1713	HP	HP:0011121	Abnormality of skin morphology	0.021571289075476	True	Any morphological abnormality of the skin.	1940	52	36	4851	0.6923076923076923	0.0185567010309278	query_1	['HP:0000951']	['FN1', 'FGFR2', 'ITGB3', 'TGFB3', 'PIK3R1', 'MAPK1', 'VEGFC', 'PLCG2', 'FLT4', 'CTNNB1', 'SOS1', 'TGFBR2', 'PIK3CD', 'ITGA2B', 'ZAP70', 'TGFB1', 'BRAF', 'LCP2', 'MAP2K1', 'EGFR', 'PIK3CA', 'KDR', 'VCL', 'HRAS', 'SYK', 'RAF1', 'CDH1', 'LAMTOR2', 'TGFBR1', 'ITGB6', 'MAP2K2', 'SMAD3', 'PTPN11', 'CBL', 'PDGFRA', 'SEMA4D']
1714	TF	TF:M02036_1	Factor: WT1; motif: CGCCCCCNCN; match class: 1	0.0217380383793916	True	Factor: WT1; motif: CGCCCCCNCN; match class: 1	5454	103	49	20011	0.4757281553398058	0.0089842317565089	query_1	['TF:M02036']	['RAPGEF1', 'ITGB1', 'ITGA9', 'NCK1', 'PIK3CB', 'SMURF2', 'VEGFB', 'ITGAV', 'PIK3R2', 'BCAR1', 'SRC', 'SMAD7', 'PIK3R1', 'MAPK1', 'VEGFC', 'KSR1', 'MAPK3', 'PIK3CD', 'ITGA5', 'PXN', 'FYN', 'SH3PXD2A', 'ADAM19', 'MADCAM1', 'GRB2', 'TGFB1', 'BRAF', 'TNC', 'NRP2', 'MAP2K1', 'EGFR', 'PIK3CA', 'HSP90AA1', 'VCL', 'HRAS', 'PLCG1', 'SMURF1', 'SH3KBP1', 'CDH1', 'VEGFA', 'SH3GL2', 'LAMTOR2', 'TGFBR1', 'PTK2', 'SMAD3', 'ADAM15', 'PTPN11', 'CBL', 'PLXNA1']
1715	HP	HP:0011355	Localized skin lesion	0.0228278597196505	True	A lesion of the skin that is located in a specific region rather than being generalized.	905	52	23	4851	0.4423076923076923	0.0254143646408839	query_1	['HP:0011121']	['FN1', 'FGFR2', 'TGFB3', 'PIK3R1', 'MAPK1', 'FLT4', 'CTNNB1', 'SOS1', 'TGFBR2', 'BRAF', 'MAP2K1', 'EGFR', 'PIK3CA', 'KDR', 'HRAS', 'SYK', 'RAF1', 'CDH1', 'TGFBR1', 'MAP2K2', 'SMAD3', 'PTPN11', 'CBL']
1716	HP	HP:0002705	High, narrow palate	0.0228298654701144	True	The presence of a high and narrow palate.	145	52	9	4851	0.173076923076923	0.0620689655172413	query_1	['HP:0000189', 'HP:0000218']	['TGFB3', 'MAPK1', 'TGFBR2', 'BRAF', 'MAP2K1', 'CRKL', 'TGFBR1', 'SMAD3', 'PTPN11']
1717	KEGG	KEGG:05144	Malaria	0.0228477992262181	True	Malaria	49	97	5	8161	0.0515463917525773	0.1020408163265306	query_1	['KEGG:00000']	['MET', 'TGFB3', 'HGF', 'TGFB1', 'VCAM1']
1718	GO:BP	GO:0045807	positive regulation of endocytosis	0.0229864985317439	True	"""Any process that activates or increases the frequency, rate or extent of endocytosis."" [GOC:go_curators]"	155	103	7	21110	0.0679611650485436	0.0451612903225806	query_1	['GO:0006897', 'GO:0030100', 'GO:0051050', 'GO:0051130']	['RAPGEF1', 'PLCG2', 'SYK', 'FCGR1A', 'VEGFA', 'VTN', 'CBL']
1719	GO:BP	GO:0090303	positive regulation of wound healing	0.0230570336002314	True	"""Any process that increases the rate, frequency, or extent of the series of events that restore integrity to a damaged tissue, following an injury."" [GOC:BHF]"	60	103	5	21110	0.0485436893203883	0.0833333333333333	query_1	['GO:0042060', 'GO:0061041', 'GO:1903036']	['ITGB1', 'VEGFB', 'HRAS', 'VTN', 'PTK2']
1720	HP	HP:0002202	Pleural effusion	0.0234200159012185	True	The presence of an excessive amount of fluid in the pleural cavity.	80	52	7	4851	0.1346153846153846	0.0875	query_1	['HP:0000969', 'HP:0002103']	['SPP1', 'ITK', 'BRAF', 'MAP2K1', 'PTPN11', 'CBL', 'SEMA4D']
1721	HP	HP:0006716	Hereditary nonpolyposis colorectal carcinoma	0.0235264159606589	True	Hereditary nonpolyposis colorectal carcinoma	32	52	5	4851	0.0961538461538461	0.15625	query_1	['HP:0002672', 'HP:0100834']	['SRC', 'CTNNB1', 'TGFBR2', 'BRAF', 'PIK3CA']
1722	HP	HP:0006740	Transitional cell carcinoma of the bladder	0.0235264159606589	True	The presence of a carcinoma of the urinary bladder with origin in a transitional epithelial cell.	32	52	5	4851	0.0961538461538461	0.15625	query_1	['HP:0002862']	['SRC', 'CTNNB1', 'BRAF', 'PIK3CA', 'HRAS']
1723	GO:CC	GO:0031143	pseudopodium	0.023906223456631	True	"""A temporary protrusion or retractile process of a cell, associated with flowing movements of the protoplasm, and serving for locomotion and feeding."" [ISBN:0198506732]"	18	103	3	22122	0.029126213592233	0.1666666666666666	query_1	['GO:0120025']	['MAPK1', 'MAPK3', 'RAF1']
1724	KEGG	KEGG:04931	Insulin resistance	0.0239397728335602	True	Insulin resistance	108	97	7	8161	0.0721649484536082	0.0648148148148148	query_1	['KEGG:00000']	['PIK3CB', 'PIK3R2', 'PIK3R1', 'PIK3CD', 'PIK3CA', 'PIK3R3', 'PTPN11']
1725	HP	HP:0009810	Abnormality of upper limb joint	0.0240358580650074	True	Abnormality of upper limb joint	529	52	17	4851	0.3269230769230769	0.0321361058601134	query_1	['HP:0001367', 'HP:0002817']	['MET', 'FGFR2', 'TGFB3', 'MAPK1', 'SOS1', 'TGFBR2', 'BRAF', 'MAP2K1', 'HRAS', 'RAF1', 'CRKL', 'TGFBR1', 'L1CAM', 'MAP2K2', 'SMAD3', 'PTPN11', 'CBL']
1726	GO:BP	GO:0010758	regulation of macrophage chemotaxis	0.0240773918764398	True	"""Any process that modulates the rate, frequency or extent of macrophage chemotaxis. Macrophage chemotaxis is the movement of a macrophage in response to an external stimulus."" [GOC:BHF, GOC:dph, GOC:tb]"	29	103	4	21110	0.0388349514563106	0.1379310344827586	query_1	['GO:0002688', 'GO:0048246', 'GO:1905521']	['MAPK1', 'MAPK3', 'PTK2B', 'PTK2']
1727	GO:BP	GO:0002052	positive regulation of neuroblast proliferation	0.0240773918764398	True	"""Any process that activates or increases the rate of neuroblast proliferation."" [GOC:dph]"	29	103	4	21110	0.0388349514563106	0.1379310344827586	query_1	['GO:0007405', 'GO:0050769', 'GO:1902692', 'GO:2000179']	['ITGB1', 'VEGFC', 'CTNNB1', 'VEGFA']
1728	HP	HP:0011381	Aplasia of the semicircular canal	0.0242950769815144	True	Absence of the semicircular canal.	16	52	4	4851	0.0769230769230769	0.25	query_1	['HP:0011380']	['SOS1', 'RAF1', 'PTPN11', 'CBL']
1729	TF	TF:M01104_1	Factor: MOVO-B; motif: GNGGGGG; match class: 1	0.0243470244603498	True	Factor: MOVO-B; motif: GNGGGGG; match class: 1	5813	103	51	20011	0.4951456310679611	0.0087734388439704	query_1	['TF:M01104']	['MET', 'RAPGEF1', 'ITGB1', 'SMURF2', 'ITGB5', 'VEGFB', 'PLXNB1', 'ITGAV', 'BCAR1', 'SRC', 'SMAD7', 'PIK3R1', 'MAPK1', 'VEGFC', 'CRK', 'KSR1', 'FLT4', 'TGFBR2', 'PIK3CD', 'ITGA5', 'PXN', 'FYN', 'SH3PXD2A', 'ADAM19', 'LAMTOR3', 'GRB2', 'TGFB1', 'BRAF', 'EGFR', 'ARAF', 'PIK3CA', 'YWHAZ', 'HSP90AA1', 'VCL', 'HRAS', 'SYK', 'PLCG1', 'RAF1', 'SMURF1', 'SH3KBP1', 'VEGFA', 'SH3GL2', 'ADAM12', 'LAMTOR2', 'TLN1', 'PTK2', 'NRP1', 'PTPN11', 'CBL', 'FLT1', 'PLXNA1']
1730	GO:CC	GO:0005770	late endosome	0.0243869942456109	True	"""A prelysosomal endocytic organelle differentiated from early endosomes by lower lumenal pH and different protein composition. Late endosomes are more spherical than early endosomes and are mostly juxtanuclear, being concentrated near the microtubule organizing center."" [NIF_Subcellular:nlx_subcell_20090702, PMID:11964142, PMID:2557062]"	298	103	8	22122	0.0776699029126213	0.0268456375838926	query_1	['GO:0005768']	['SRC', 'MAPK1', 'MAPK3', 'LAMTOR3', 'MAP2K1', 'EGFR', 'LAMTOR2', 'MAP2K2']
1731	GO:BP	GO:0046824	positive regulation of nucleocytoplasmic transport	0.0250189030241597	True	"""Any process that activates or increases the frequency, rate or extent of the directed movement of substances between the nucleus and the cytoplasm."" [GOC:bf]"	61	103	5	21110	0.0485436893203883	0.081967213114754	query_1	['GO:0006913', 'GO:0032388', 'GO:0046822']	['PIK3R2', 'PIK3R1', 'HSP90AA1', 'CDH1', 'SMAD3']
1732	GO:CC	GO:0044297	cell body	0.0259596264079932	True	"""The portion of a cell bearing surface projections such as axons, dendrites, cilia, or flagella that includes the nucleus, but excludes all cell projections."" [GOC:go_curators]"	580	103	11	22122	0.1067961165048543	0.0189655172413793	query_1	['GO:0110165']	['SRC', 'TGFB3', 'SOS1', 'FYN', 'ITGA4', 'TGFB1', 'BRAF', 'HSP90AA1', 'SMURF1', 'PTK2B', 'L1CAM']
1733	GO:BP	GO:0001823	mesonephros development	0.0264269833824199	True	"""The process whose specific outcome is the progression of the mesonephros over time, from its formation to the mature structure. In mammals, the mesonephros is the second of the three embryonic kidneys to be established and exists only transiently. In lower vertebrates such as fish and amphibia, the mesonephros will form the mature kidney."" [GOC:dph, ISBN:0124020607, ISBN:0721662544, PMID:10535314]"	105	103	6	21110	0.058252427184466	0.0571428571428571	query_1	['GO:0001822']	['SMAD7', 'FGFR2', 'CTNNB1', 'TGFB1', 'VEGFA', 'SMAD3']
1734	TF	TF:M01858	Factor: AP-2beta; motif: GCNNNGGSCNGVGGGN	0.0264988787941069	True	Factor: AP-2beta; motif: GCNNNGGSCNGVGGGN	7609	103	61	20011	0.5922330097087378	0.0080168221842554	query_1	['TF:M00000']	['ITGB1', 'ITGA9', 'NCK1', 'PIK3CB', 'SMURF2', 'ITGB5', 'VEGFB', 'PLXNB1', 'ITGAV', 'FN1', 'BCAR1', 'SMAD7', 'FGFR2', 'TGFB3', 'PIK3R1', 'MAPK1', 'VEGFC', 'CRK', 'PLCG2', 'FLT4', 'CTNNB1', 'MAPK3', 'SOS1', 'TGFBR2', 'PIK3CD', 'PXN', 'SH3PXD2A', 'ADAM19', 'MADCAM1', 'LAMTOR3', 'LYN', 'TGFB1', 'BRAF', 'NRP2', 'CD44', 'ARAF', 'PIK3CA', 'YWHAB', 'YWHAZ', 'HSP90AA1', 'VCL', 'HRAS', 'SYK', 'PLCG1', 'SMURF1', 'ERBB2', 'SH3KBP1', 'PTK2B', 'VEGFA', 'ADAM12', 'LAMTOR2', 'TLN1', 'TGFBR1', 'L1CAM', 'MAP2K2', 'SMAD3', 'ADAM15', 'PTPN11', 'CBL', 'FLT1', 'PLXNA1']
1735	REAC	REAC:R-HSA-110056	MAPK3 (ERK1) activation	0.0267474505153309	True	MAPK3 (ERK1) activation	9	101	3	10790	0.0297029702970297	0.3333333333333333	query_1	['REAC:R-HSA-112409']	['MAPK3', 'MAP2K1', 'PTPN11']
1736	REAC	REAC:R-HSA-8876493	InlA-mediated entry of Listeria monocytogenes into host cells	0.0267474505153309	True	InlA-mediated entry of Listeria monocytogenes into host cells	9	101	3	10790	0.0297029702970297	0.3333333333333333	query_1	['REAC:R-HSA-8876384']	['SRC', 'CTNNB1', 'CDH1']
1737	REAC	REAC:R-HSA-9028731	Activated NTRK2 signals through FRS2 and FRS3	0.0267474505153309	True	Activated NTRK2 signals through FRS2 and FRS3	9	101	3	10790	0.0297029702970297	0.3333333333333333	query_1	['REAC:R-HSA-9006115']	['SOS1', 'HRAS', 'PTPN11']
