Transaldolase deficiency	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
496	HPA	HPA:0290401	liver; hepatocytes[≥Low]	0.0016751930098888	True	liver; hepatocytes[≥Low]	5743	83	63	11006	0.7590361445783133	0.0109698763712345	query_1	['HPA:0290000']	['PDK4', 'GCSH', 'SNX1', 'ADSL', 'MAIP1', 'CDK5RAP3', 'OTC', 'DLST', 'HSPA9', 'TP53BP1', 'UBAC2', 'XRCC6', 'DLAT', 'PDHX', 'SETDB2', 'H2AX', 'DDRGK1', 'UFL1', 'MDC1', 'PMPCA', 'PHB2', 'MCAT', 'SDHD', 'DBT', 'MCU', 'SIL1', 'BCKDK', 'BCKDHB', 'PDHA1', 'HSPD1', 'RPA1', 'PDK3', 'FLYWCH1', 'PIAS1', 'MRE11', 'VDAC1', 'HDAC6', 'ISCU', 'GPD1', 'PDK1', 'NSUN6', 'SDHB', 'FAF2', 'NFS1', 'NDUFAB1', 'BRCA1', 'SDHA', 'MICU1', 'DLD', 'PDK2', 'NDUFV3', 'TRIM28', 'BARD1', 'MICU2', 'MFN1', 'PEPD', 'PMPCB', 'UBA5', 'OGDH', 'PHB1', 'UFM1', 'STAT5B', 'BCKDHA']
497	HPA	HPA:0130241	colon; peripheral nerve/ganglion[≥Low]	0.0016927001566265	True	colon; peripheral nerve/ganglion[≥Low]	5037	83	58	11006	0.6987951807228916	0.0115147905499305	query_1	['HPA:0130000']	['RBBP8', 'SNX6', 'GCSH', 'PPM1K', 'LYRM4', 'ADSL', 'CDK5RAP3', 'NBN', 'ATF7IP', 'DLST', 'HSPA9', 'MCUB', 'XRCC6', 'DLAT', 'PDHX', 'SETDB2', 'PDHB', 'H2AX', 'DDRGK1', 'UFL1', 'MDC1', 'PMPCA', 'MCAT', 'SDHD', 'DBT', 'MCU', 'SIL1', 'BCKDK', 'BCKDHB', 'PDHA1', 'SUMO1', 'HSPD1', 'RPA1', 'BLM', 'PIAS1', 'MRE11', 'HDAC6', 'ISCU', 'GPD1', 'PDK1', 'NSUN6', 'SDHB', 'NFS1', 'CBX5', 'BRCA1', 'SDHA', 'MICU1', 'STAT5A', 'NDUFV3', 'TRIM28', 'MICU2', 'MFN1', 'PEPD', 'UBA5', 'OGDH', 'UFM1', 'STAT5B', 'BCKDHA']
498	GO:MF	GO:0003697	single-stranded DNA binding	0.0016999833620932	True	"""Binding to single-stranded DNA."" [GOC:elh, GOC:vw, PMID:22976174]"	125	97	7	20195	0.0721649484536082	0.056	query_1	['GO:0003677']	['RBBP8', 'RAD50', 'BRCA2', 'HSPD1', 'RPA1', 'BLM', 'RAD51']
499	HP	HP:0033155	Elevated circulating L-alloisoleucine concentration	0.0017164619613501	True	Abnormally increased concentration of L-alloisoleucine in the blood circulation.	3	54	3	4851	0.0555555555555555	1.0	query_1	['HP:0033108']	['DBT', 'BCKDHB', 'BCKDHA']
500	WP	WP:WP4206	Hereditary leiomyomatosis and renal cell carcinoma pathway	0.0017408818749999	True	Hereditary leiomyomatosis and renal cell carcinoma pathway	20	60	4	8133	0.0666666666666666	0.2	query_1	['WP:000000']	['PDHA2', 'PDHB', 'PDHA1', 'PDK1']
501	GO:CC	GO:0070469	respirasome	0.0017525885285223	True	"""The protein complexes that form the electron transport system (the respiratory chain), associated with a cell membrane, usually the plasma membrane (in prokaryotes) or the inner mitochondrial membrane (on eukaryotes). The respiratory chain complexes transfer electrons from an electron donor to an electron acceptor and are associated with a proton pump to create a transmembrane electrochemical gradient."" [GOC:ecd, GOC:mah, ISBN:0198547684, Wikipedia:Respirasome]"	103	97	6	22122	0.0618556701030927	0.058252427184466	query_1	['GO:0016020', 'GO:0110165']	['SDHD', 'SDHB', 'NDUFAB1', 'SDHA', 'SDHC', 'NDUFV3']
502	HPA	HPA:0600433	tonsil; germinal center cells[High]	0.0018071503901408	True	tonsil; germinal center cells[High]	1229	83	24	11006	0.2891566265060241	0.0195280716029292	query_1	['HPA:0600432']	['GCSH', 'ADSL', 'HSPA9', 'XRCC6', 'PAXIP1', 'SETDB2', 'PMPCA', 'PHB2', 'SUMO1', 'RPA1', 'FLYWCH1', 'PIAS1', 'MRE11', 'VDAC1', 'AFG3L2', 'SDHB', 'MICU1', 'DLD', 'NDUFV3', 'PMPCB', 'OGDH', 'PHB1', 'UFM1', 'BCKDHA']
503	WP	WP:WP4290	Metabolic reprogramming in colon cancer	0.0018662932227166	True	Metabolic reprogramming in colon cancer	42	60	5	8133	0.0833333333333333	0.119047619047619	query_1	['WP:000000']	['DLST', 'TALDO1', 'PDHB', 'PDHA1', 'SDHB']
504	GO:BP	GO:2001252	positive regulation of chromosome organization	0.0018838980582265	True	"""Any process that activates or increases the frequency, rate or extent of chromosome organization."" [GOC:obol]"	112	96	7	21110	0.0729166666666666	0.0625	query_1	['GO:0010638', 'GO:0033044', 'GO:0051276']	['NBN', 'ATF7IP', 'RAD50', 'SETDB2', 'SETDB1', 'MRE11', 'TRIM28']
505	WP	WP:WP2942	DDX1 as a regulatory component of the Drosha microprocessor	0.0019185256951643	True	DDX1 as a regulatory component of the Drosha microprocessor	7	60	3	8133	0.05	0.4285714285714285	query_1	['WP:000000']	['NBN', 'RAD50', 'MRE11']
506	HP	HP:0010532	Paroxysmal vertigo	0.0019240546470282	True	Paroxysmal episodes of vertigo.	19	54	5	4851	0.0925925925925925	0.2631578947368421	query_1	['HP:0002321']	['DLST', 'SDHD', 'SDHB', 'SDHA', 'SDHC']
507	HP	HP:0001095	Hypertensive retinopathy	0.0019240546470282	True	Hypertensive retinopathy	19	54	5	4851	0.0925925925925925	0.2631578947368421	query_1	['HP:0008046']	['DLST', 'SDHD', 'SDHB', 'SDHA', 'SDHC']
508	GO:BP	GO:0009056	catabolic process	0.0019250546816022	True	"""The chemical reactions and pathways resulting in the breakdown of substances, including the breakdown of carbon compounds with the liberation of energy for use by the cell or organism."" [ISBN:0198547684]"	2601	96	30	21110	0.3125	0.0115340253748558	query_1	['GO:0008152']	['SNX6', 'UBE2I', 'GCSH', 'SNX1', 'CDK5RAP3', 'OTC', 'DLST', 'UBAC2', 'DDRGK1', 'UFL1', 'PHB2', 'MCAT', 'DBT', 'BCKDK', 'BCKDHB', 'SUMO1', 'PIAS1', 'VDAC1', 'HDAC6', 'GPD1', 'FAF2', 'DLD', 'BARD1', 'ABHD6', 'PEPD', 'UBA5', 'OGDH', 'PHB1', 'UFM1', 'BCKDHA']
509	HPA	HPA:0100121	cerebral cortex; glial cells[≥Low]	0.0019421032995376	True	cerebral cortex; glial cells[≥Low]	4919	83	57	11006	0.6867469879518072	0.0115877210815206	query_1	['HPA:0100000']	['RBBP8', 'PDK4', 'GCSH', 'PPM1K', 'LYRM4', 'ADSL', 'MAIP1', 'CDK5RAP3', 'ATF7IP', 'DLST', 'HSPA9', 'TP53BP1', 'RAD50', 'XRCC6', 'PAXIP1', 'DLAT', 'PDHX', 'SETDB2', 'PDHB', 'H2AX', 'MDC1', 'PMPCA', 'PHB2', 'MCAT', 'SDHD', 'MCU', 'SIL1', 'PDHA1', 'SUMO1', 'HSPD1', 'RPA1', 'ARL14EP', 'FLYWCH1', 'BLM', 'PIAS1', 'MRE11', 'VDAC1', 'AFG3L2', 'ISCU', 'GPD1', 'PDK1', 'SDHB', 'NFS1', 'CBX5', 'BRCA1', 'SDHA', 'MICU1', 'DLD', 'MBD1', 'NDUFV3', 'TRIM28', 'BARD1', 'UBA5', 'OGDH', 'PHB1', 'UFM1', 'BCKDHA']
510	GO:MF	GO:0016491	oxidoreductase activity	0.0020283246699983	True	"""Catalysis of an oxidation-reduction (redox) reaction, a reversible chemical reaction in which the oxidation state of an atom or atoms within a molecule is altered. One substrate acts as a hydrogen or electron donor and becomes oxidized, while the other acts as hydrogen or electron acceptor and becomes reduced."" [GOC:go_curators]"	751	97	15	20195	0.1546391752577319	0.0199733688415446	query_1	['GO:0003824']	['DLAT', 'PDHA2', 'PDHX', 'PDHB', 'SDHD', 'BCKDHB', 'PDHA1', 'GPD1', 'SDHB', 'SDHA', 'SDHC', 'DLD', 'NDUFV3', 'OGDH', 'BCKDHA']
511	GO:BP	GO:0044572	[4Fe-4S] cluster assembly	0.0021557361387308	True	"""The incorporation of four iron atoms and four sulfur atoms into an iron-sulfur cluster."" [GOC:jl, GOC:mengo_curators, GOC:pde, GOC:tt, GOC:vw, PMID:15952888]"	5	96	3	21110	0.03125	0.6	query_1	['GO:0016226']	['LYRM4', 'ISCU', 'NFS1']
512	HPA	HPA:0170252	endometrium 2; cells in endometrial stroma[≥Medium]	0.0021697666713653	True	endometrium 2; cells in endometrial stroma[≥Medium]	1798	83	30	11006	0.3614457831325301	0.0166852057842046	query_1	['HPA:0170251']	['UBE2I', 'GCSH', 'SNX1', 'HSPA9', 'TP53BP1', 'RAD50', 'XRCC6', 'PAXIP1', 'SETDB2', 'H2AX', 'MDC1', 'PMPCA', 'PHB2', 'SUMO1', 'RPA1', 'ARL14EP', 'BLM', 'PIAS1', 'MRE11', 'ISCU', 'PDK1', 'SDHB', 'NFS1', 'MICU1', 'NDUFV3', 'TRIM28', 'PMPCB', 'OGDH', 'PHB1', 'BCKDHA']
513	GO:BP	GO:0061709	reticulophagy	0.0021746740425884	True	"""The selective autohagy process in which parts of the endoplasmic reticulum are loaded into autophagosomes, delivered to the vacuole, and degraded in response to changing cellular conditions."" [GOC:autophagy, GOC:dph, PMID:22481944, PMID:24060720, PMID:26040717]"	17	96	4	21110	0.0416666666666666	0.2352941176470588	query_1	['GO:0061912', 'GO:1903008']	['DDRGK1', 'UFL1', 'UBA5', 'UFM1']
514	KEGG	KEGG:00620	Pyruvate metabolism	0.0022897048978913	True	Pyruvate metabolism	47	63	5	8161	0.0793650793650793	0.1063829787234042	query_1	['KEGG:00000']	['DLAT', 'PDHA2', 'PDHB', 'PDHA1', 'DLD']
515	HPA	HPA:0320101	nasopharynx; respiratory epithelial cells[≥Low]	0.0023135913825614	True	nasopharynx; respiratory epithelial cells[≥Low]	5787	83	63	11006	0.7590361445783133	0.0108864696734059	query_1	['HPA:0320000']	['RBBP8', 'PDK4', 'GCSH', 'PPM1K', 'LYRM4', 'ADSL', 'CDK5RAP3', 'NBN', 'DLST', 'HSPA9', 'MCUB', 'TP53BP1', 'UBAC2', 'XRCC6', 'PAXIP1', 'DLAT', 'PDHX', 'SETDB2', 'H2AX', 'DDRGK1', 'UFL1', 'MDC1', 'PHB2', 'MCAT', 'SDHD', 'SIL1', 'BCKDK', 'BCKDHB', 'PDHA1', 'SUMO1', 'RPA1', 'ARL14EP', 'FLYWCH1', 'BLM', 'MRE11', 'VDAC1', 'RAD51', 'AFG3L2', 'HDAC6', 'ISCU', 'GPD1', 'PDK1', 'SDHB', 'FAF2', 'NFS1', 'CBX5', 'NDUFAB1', 'SDHA', 'MICU1', 'DLD', 'PDK2', 'MBD1', 'NDUFV3', 'TRIM28', 'BARD1', 'MICU2', 'MFN1', 'PEPD', 'UBA5', 'OGDH', 'UFM1', 'STAT5B', 'BCKDHA']
516	GO:BP	GO:0031324	negative regulation of cellular metabolic process	0.0023901994397574	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways by which individual cells transform chemical substances."" [GOC:mah]"	2194	96	27	21110	0.28125	0.0123062898814949	query_1	['GO:0009892', 'GO:0031323', 'GO:0044237', 'GO:0048523']	['PPIF', 'RBBP8', 'SNX6', 'UBE2I', 'CDK5RAP3', 'NBN', 'ATF7IP', 'TP53BP1', 'RAD50', 'ZNF350', 'XRCC6', 'SETDB2', 'PHB2', 'SETDB1', 'BCKDK', 'SUMO1', 'FLYWCH1', 'BLM', 'PIAS1', 'VDAC1', 'HDAC6', 'CBX5', 'BRCA1', 'MBD1', 'TRIM28', 'BARD1', 'PHB1']
517	GO:CC	GO:0000228	nuclear chromosome	0.0024631664213756	True	"""A chromosome that encodes the nuclear genome and is found in the nucleus of a eukaryotic cell during the cell cycle phases when the nucleus is intact."" [GOC:dph, GOC:mah]"	233	97	8	22122	0.0824742268041237	0.0343347639484978	query_1	['GO:0005694', 'GO:0031981']	['UBE2I', 'RAD50', 'H2AX', 'BRCA2', 'RPA1', 'BLM', 'RAD51', 'BRCA1']
518	HPA	HPA:0570000	testis	0.0025136106242761	True	testis	9008	83	81	11006	0.9759036144578314	0.0089920071047957	query_1	['HPA:0000000']	['RBBP8', 'SNX6', 'UBE2I', 'PDK4', 'GCSH', 'PPM1K', 'SNX1', 'LYRM4', 'ADSL', 'MAIP1', 'CDK5RAP3', 'NBN', 'ATF7IP', 'DLST', 'HSPA9', 'TP53BP1', 'RAD50', 'UBAC2', 'XRCC6', 'PAXIP1', 'DLAT', 'PDHA2', 'PDHX', 'SETDB2', 'PDHB', 'H2AX', 'DDRGK1', 'UFL1', 'MDC1', 'PMPCA', 'PHB2', 'MCAT', 'SDHD', 'DBT', 'MCU', 'SIL1', 'BCKDK', 'BCKDHB', 'PDHA1', 'SUMO1', 'HSPD1', 'RPA1', 'PDK3', 'ARL14EP', 'FLYWCH1', 'BLM', 'PIAS1', 'MRE11', 'VDAC1', 'RAD51', 'AFG3L2', 'HDAC6', 'ISCU', 'GPD1', 'PDK1', 'NSUN6', 'SDHB', 'FAF2', 'NFS1', 'CBX5', 'NDUFAB1', 'BRCA1', 'SDHA', 'MICU1', 'STAT5A', 'DLD', 'PDK2', 'MBD1', 'NDUFV3', 'TRIM28', 'BARD1', 'MICU2', 'MFN1', 'PEPD', 'PMPCB', 'UBA5', 'OGDH', 'PHB1', 'UFM1', 'STAT5B', 'BCKDHA']
519	GO:BP	GO:0048523	negative regulation of cellular process	0.00252194458966	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of a cellular process, any of those that are carried out at the cellular level, but are not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."" [GOC:jid]"	4753	96	43	21110	0.4479166666666667	0.0090469177361666	query_1	['GO:0009987', 'GO:0048519', 'GO:0050794']	['PPIF', 'RBBP8', 'SNX6', 'UBE2I', 'PDK4', 'CDK5RAP3', 'NBN', 'ATF7IP', 'HSPA9', 'TP53BP1', 'RAD50', 'UBAC2', 'ZNF350', 'XRCC6', 'SETDB2', 'H2AX', 'DDRGK1', 'UFL1', 'MDC1', 'PHB2', 'METTL21C', 'BRCA2', 'SETDB1', 'BCKDK', 'SUMO1', 'HSPD1', 'FLYWCH1', 'BLM', 'PIAS1', 'MRE11', 'VDAC1', 'RAD51', 'HDAC6', 'ISCU', 'CBX5', 'BRCA1', 'MBD1', 'TRIM28', 'BARD1', 'ABHD6', 'PHB1', 'UFM1', 'STAT5B']
520	HP	HP:0002668	Paraganglioma	0.0025438107577581	True	A carotid body tumor (also called paraganglionoma or chemodectoma) is a tumor found in the upper neck at the branching of the carotid artery. They arise from the chemoreceptor organ (paraganglion) located in the adventitia of the carotid artery bifurcation.	20	54	5	4851	0.0925925925925925	0.25	query_1	['HP:0100634']	['DLST', 'SDHD', 'SDHB', 'SDHA', 'SDHC']
521	GO:BP	GO:0045930	negative regulation of mitotic cell cycle	0.0026019483892192	True	"""Any process that stops, prevents or reduces the rate or extent of progression through the mitotic cell cycle."" [GOC:dph, GOC:go_curators, GOC:tb]"	231	96	9	21110	0.09375	0.0389610389610389	query_1	['GO:0000278', 'GO:0007346', 'GO:0045786']	['RBBP8', 'CDK5RAP3', 'NBN', 'RAD50', 'MDC1', 'BLM', 'MRE11', 'BRCA1', 'BARD1']
522	KEGG	KEGG:05012	Parkinson disease	0.0026076608332527	True	Parkinson disease	266	63	10	8161	0.1587301587301587	0.037593984962406	query_1	['KEGG:00000']	['PPIF', 'SDHD', 'MCU', 'VDAC1', 'SDHB', 'NDUFAB1', 'SDHA', 'SDHC', 'NDUFV3', 'MFN1']
523	CORUM	CORUM:7267	KAT2A-Oxoglutarate dehydrogenase complex	0.0026354491139835	True	KAT2A-Oxoglutarate dehydrogenase complex	4	47	3	3383	0.0638297872340425	0.75	query_1	['CORUM:0000000']	['DLST', 'DLD', 'OGDH']
524	CORUM	CORUM:2787	BRCA1 C complex	0.0026354491139835	True	BRCA1 C complex	4	47	3	3383	0.0638297872340425	0.75	query_1	['CORUM:0000000']	['RBBP8', 'BRCA1', 'BARD1']
525	CORUM	CORUM:619	MRE11A-RAD50-NBN-TRF2 complex	0.0026354491139835	True	MRE11A-RAD50-NBN-TRF2 complex	4	47	3	3383	0.0638297872340425	0.75	query_1	['CORUM:0000000']	['NBN', 'RAD50', 'MRE11']
526	CORUM	CORUM:627	MRN-TRRAP complex (MRE11A-RAD50-NBN-TRRAP complex)	0.0026354491139835	True	MRN-TRRAP complex (MRE11A-RAD50-NBN-TRRAP complex)	4	47	3	3383	0.0638297872340425	0.75	query_1	['CORUM:0000000']	['NBN', 'RAD50', 'MRE11']
527	HPA	HPA:0400051	rectum; glandular cells[≥Low]	0.0027098190541342	True	rectum; glandular cells[≥Low]	7057	83	71	11006	0.8554216867469879	0.0100609324075386	query_1	['HPA:0400000']	['RBBP8', 'SNX6', 'UBE2I', 'PDK4', 'GCSH', 'PPM1K', 'SNX1', 'LYRM4', 'ADSL', 'MAIP1', 'NBN', 'ATF7IP', 'DLST', 'HSPA9', 'MCUB', 'UBAC2', 'XRCC6', 'PAXIP1', 'DLAT', 'PDHX', 'SETDB2', 'PDHB', 'H2AX', 'DDRGK1', 'UFL1', 'MDC1', 'PMPCA', 'MCAT', 'SDHD', 'DBT', 'MCU', 'BCKDK', 'BCKDHB', 'PDHA1', 'SUMO1', 'RPA1', 'PDK3', 'ARL14EP', 'FLYWCH1', 'BLM', 'PIAS1', 'MRE11', 'VDAC1', 'RAD51', 'AFG3L2', 'HDAC6', 'ISCU', 'PDK1', 'NSUN6', 'SDHB', 'FAF2', 'NFS1', 'CBX5', 'NDUFAB1', 'BRCA1', 'SDHA', 'MICU1', 'DLD', 'PDK2', 'MBD1', 'NDUFV3', 'MICU2', 'MFN1', 'PEPD', 'PMPCB', 'UBA5', 'OGDH', 'PHB1', 'UFM1', 'STAT5B', 'BCKDHA']
528	GO:BP	GO:0006725	cellular aromatic compound metabolic process	0.002775141831264	True	"""The chemical reactions and pathways involving aromatic compounds, any organic compound characterized by one or more planar rings, each of which contains conjugated double bonds and delocalized pi electrons, as carried out by individual cells."" [GOC:ai, ISBN:0198506732]"	8273	96	61	21110	0.6354166666666666	0.0073733832950562	query_1	['GO:0044237']	['RBBP8', 'SNX6', 'UBE2I', 'PDK4', 'ADSL', 'CDK5RAP3', 'NBN', 'ATF7IP', 'DLST', 'TP53BP1', 'RAD50', 'ZNF45', 'ZNF350', 'XRCC6', 'TALDO1', 'PAXIP1', 'DLAT', 'PDHA2', 'PDHX', 'SETDB2', 'PDHB', 'H2AX', 'DDRGK1', 'UFL1', 'MDC1', 'PHB2', 'SDHD', 'BRCA2', 'SETDB1', 'PDHA1', 'SUMO1', 'HSPD1', 'RPA1', 'PDK3', 'FLYWCH1', 'BLM', 'PIAS1', 'MRE11', 'RAD51', 'HDAC6', 'MOCS3', 'GPD1', 'PDK1', 'NSUN6', 'SDHB', 'CBX5', 'NDUFAB1', 'BRCA1', 'SDHA', 'STAT5A', 'SDHC', 'DLD', 'PDK2', 'MBD1', 'NDUFV3', 'TRIM28', 'BARD1', 'MFN1', 'OGDH', 'PHB1', 'STAT5B']
529	HPA	HPA:0340453	ovary; follicle cells[High]	0.0028405408504655	True	ovary; follicle cells[High]	617	83	16	11006	0.1927710843373494	0.0259319286871961	query_1	['HPA:0340452']	['PDK4', 'GCSH', 'PPM1K', 'LYRM4', 'ADSL', 'HSPA9', 'SETDB2', 'PMPCA', 'MCU', 'MRE11', 'ISCU', 'NFS1', 'DLD', 'TRIM28', 'OGDH', 'PHB1']
530	HPA	HPA:0270362	kidney; cells in tubules[≥Medium]	0.0028751683533364	True	kidney; cells in tubules[≥Medium]	5817	83	63	11006	0.7590361445783133	0.0108303249097472	query_1	['HPA:0270361']	['RBBP8', 'SNX6', 'UBE2I', 'PDK4', 'GCSH', 'PPM1K', 'SNX1', 'LYRM4', 'ADSL', 'MAIP1', 'CDK5RAP3', 'NBN', 'ATF7IP', 'HSPA9', 'MCUB', 'TP53BP1', 'RAD50', 'XRCC6', 'PDHX', 'SETDB2', 'DDRGK1', 'UFL1', 'MDC1', 'PMPCA', 'PHB2', 'MCAT', 'SDHD', 'MCU', 'SIL1', 'BCKDK', 'BCKDHB', 'PDHA1', 'SUMO1', 'RPA1', 'ARL14EP', 'FLYWCH1', 'BLM', 'PIAS1', 'MRE11', 'AFG3L2', 'HDAC6', 'ISCU', 'PDK1', 'NSUN6', 'FAF2', 'NFS1', 'CBX5', 'NDUFAB1', 'BRCA1', 'MICU1', 'DLD', 'MBD1', 'TRIM28', 'BARD1', 'MICU2', 'MFN1', 'PEPD', 'PMPCB', 'UBA5', 'OGDH', 'UFM1', 'STAT5B', 'BCKDHA']
531	HPA	HPA:0530723	spleen; cells in white pulp[High]	0.0029843027938169	True	spleen; cells in white pulp[High]	846	83	19	11006	0.2289156626506024	0.0224586288416075	query_1	['HPA:0530722']	['PDK4', 'ADSL', 'HSPA9', 'XRCC6', 'PAXIP1', 'SETDB2', 'MDC1', 'PHB2', 'MCU', 'RPA1', 'FLYWCH1', 'PIAS1', 'MRE11', 'AFG3L2', 'SDHB', 'MICU1', 'OGDH', 'PHB1', 'BCKDHA']
532	GO:BP	GO:0051054	positive regulation of DNA metabolic process	0.003069210194892	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving DNA."" [GOC:ai]"	305	96	10	21110	0.1041666666666666	0.0327868852459016	query_1	['GO:0006259', 'GO:0010604', 'GO:0045935', 'GO:0051052']	['RBBP8', 'NBN', 'TP53BP1', 'RAD50', 'PAXIP1', 'H2AX', 'MRE11', 'RAD51', 'BRCA1', 'TRIM28']
533	GO:CC	GO:0031090	organelle membrane	0.0031330234890104	True	"""A membrane that is one of the two lipid bilayers of an organelle envelope or the outermost membrane of single membrane bound organelle."" [GOC:dos, GOC:mah]"	3728	97	34	22122	0.3505154639175257	0.0091201716738197	query_1	['GO:0016020', 'GO:0043227']	['PPIF', 'SNX6', 'SPG7', 'SNX1', 'MAIP1', 'OTC', 'HSPA9', 'MCUB', 'UBAC2', 'DDRGK1', 'UFL1', 'PMPCA', 'PHB2', 'SDHD', 'MCU', 'SUMO1', 'HSPD1', 'VDAC1', 'AFG3L2', 'SDHB', 'FAF2', 'NDUFAB1', 'SDHA', 'MICU1', 'SMDT1', 'SDHC', 'NDUFV3', 'MICU2', 'MFN1', 'ABHD6', 'PMPCB', 'UBA5', 'OGDH', 'PHB1']
534	GO:BP	GO:1901360	organic cyclic compound metabolic process	0.0031509918665102	True	"""The chemical reactions and pathways involving organic cyclic compound."" [GOC:TermGenie]"	8514	96	62	21110	0.6458333333333334	0.0072821235611933	query_1	['GO:0071704']	['RBBP8', 'SNX6', 'UBE2I', 'PDK4', 'ADSL', 'CDK5RAP3', 'NBN', 'ATF7IP', 'DLST', 'TP53BP1', 'RAD50', 'ZNF45', 'ZNF350', 'XRCC6', 'TALDO1', 'PAXIP1', 'DLAT', 'PDHA2', 'PDHX', 'SETDB2', 'PDHB', 'H2AX', 'DDRGK1', 'UFL1', 'MDC1', 'PHB2', 'SDHD', 'BRCA2', 'SETDB1', 'PDHA1', 'SUMO1', 'HSPD1', 'RPA1', 'PDK3', 'FLYWCH1', 'BLM', 'PIAS1', 'MRE11', 'RAD51', 'HDAC6', 'MOCS3', 'GPD1', 'PDK1', 'NSUN6', 'SDHB', 'NFS1', 'CBX5', 'NDUFAB1', 'BRCA1', 'SDHA', 'STAT5A', 'SDHC', 'DLD', 'PDK2', 'MBD1', 'NDUFV3', 'TRIM28', 'BARD1', 'MFN1', 'OGDH', 'PHB1', 'STAT5B']
535	HPA	HPA:0570732	testis; Leydig cells[≥Medium]	0.0033945276408766	True	testis; Leydig cells[≥Medium]	5409	83	60	11006	0.7228915662650602	0.0110926234054353	query_1	['HPA:0570731']	['PDK4', 'PPM1K', 'LYRM4', 'CDK5RAP3', 'ATF7IP', 'DLST', 'HSPA9', 'TP53BP1', 'RAD50', 'UBAC2', 'XRCC6', 'DLAT', 'PDHX', 'SETDB2', 'PDHB', 'MDC1', 'PMPCA', 'PHB2', 'MCAT', 'SDHD', 'DBT', 'MCU', 'SIL1', 'BCKDK', 'BCKDHB', 'HSPD1', 'ARL14EP', 'FLYWCH1', 'BLM', 'MRE11', 'VDAC1', 'RAD51', 'AFG3L2', 'ISCU', 'GPD1', 'PDK1', 'NSUN6', 'SDHB', 'FAF2', 'NFS1', 'NDUFAB1', 'BRCA1', 'SDHA', 'MICU1', 'STAT5A', 'DLD', 'PDK2', 'MBD1', 'NDUFV3', 'TRIM28', 'MICU2', 'MFN1', 'PEPD', 'PMPCB', 'UBA5', 'OGDH', 'PHB1', 'UFM1', 'STAT5B', 'BCKDHA']
536	HP	HP:0003287	Abnormality of mitochondrial metabolism	0.0033953313013563	True	A functional anomaly of mitochondria.	176	54	11	4851	0.2037037037037037	0.0625	query_1	['HP:0012103']	['DLAT', 'PDHX', 'PDHB', 'SDHD', 'PDHA1', 'AFG3L2', 'ISCU', 'SDHB', 'NFS1', 'SDHA', 'DLD']
537	GO:BP	GO:0071704	organic substance metabolic process	0.0034033863964705	True	"""The chemical reactions and pathways involving an organic substance, any molecular entity containing carbon."" [GOC:mah]"	13946	96	84	21110	0.875	0.0060232324680912	query_1	['GO:0008152']	['PPIF', 'RBBP8', 'SNX6', 'UBE2I', 'PDK4', 'GCSH', 'SPG7', 'PPM1K', 'SNX1', 'ADSL', 'CDK5RAP3', 'NBN', 'OTC', 'ATF7IP', 'DLST', 'TP53BP1', 'RAD50', 'ZNF45', 'UBAC2', 'ZNF350', 'XRCC6', 'TALDO1', 'PAXIP1', 'DLAT', 'PDHA2', 'PDHX', 'SETDB2', 'PDHB', 'H2AX', 'DDRGK1', 'UFL1', 'MDC1', 'PMPCA', 'PHB2', 'MCAT', 'METTL21C', 'SDHD', 'DBT', 'BRCA2', 'SETDB1', 'BCKDK', 'BCKDHB', 'PDHA1', 'SUMO1', 'HSPD1', 'RPA1', 'PDK3', 'FLYWCH1', 'BLM', 'PIAS1', 'MRE11', 'VDAC1', 'RAD51', 'AFG3L2', 'HDAC6', 'MOCS3', 'GPD1', 'PDK1', 'NSUN6', 'SDHB', 'FAF2', 'NFS1', 'CBX5', 'NDUFAB1', 'BRCA1', 'SDHA', 'STAT5A', 'SDHC', 'DLD', 'PDK2', 'MBD1', 'NDUFV3', 'TRIM28', 'BARD1', 'MFN1', 'ABHD6', 'PEPD', 'PMPCB', 'UBA5', 'OGDH', 'PHB1', 'UFM1', 'STAT5B', 'BCKDHA']
