Rabson-Mendenhall syndrome	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
1749	GO:BP	GO:0007043	cell-cell junction assembly	0.0261144430385571	True	"""The aggregation, arrangement and bonding together of a set of components to form a junction between cells."" [GOC:ai]"	136	100	4	15719	0.04	0.0294117647058823	query_1	['GO:0034329', 'GO:0045216']	['SMAD7', 'CTNNB1', 'VCL', 'TLN1']
1750	GO:BP	GO:0042552	myelination	0.0261144430385571	True	"""The process in which myelin sheaths are formed and maintained around neurons. Oligodendrocytes in the brain and spinal cord and Schwann cells in the peripheral nervous system wrap axons with compact layers of their plasma membrane. Adjacent myelin segments are separated by a non-myelinated stretch of axon called a node of Ranvier."" [GOC:dgh, GOC:mah]"	136	100	4	15719	0.04	0.0294117647058823	query_1	['GO:0008366']	['HGF', 'CTNNB1', 'TGFB1', 'ERBB2']
1751	GO:BP	GO:0050680	negative regulation of epithelial cell proliferation	0.0261144430385571	True	"""Any process that stops, prevents or reduces the rate or extent of epithelial cell proliferation."" [GOC:ai]"	136	100	4	15719	0.04	0.0294117647058823	query_1	['GO:0008285', 'GO:0050673', 'GO:0050678']	['FGFR2', 'TGFB1', 'TGFBR1', 'FLT1']
1752	GO:BP	GO:0050890	cognition	0.0263455419599569	True	"""The operation of the mind by which an organism becomes aware of objects of thought or perception; it includes the mental activities associated with thinking, learning, and memory."" [ISBN:0721619908]"	294	100	6	15719	0.06	0.0204081632653061	query_1	['GO:0050877']	['ITGB1', 'SRC', 'INSR', 'ITGA5', 'FYN', 'EGFR']
1753	GO:BP	GO:0061333	renal tubule morphogenesis	0.0264964191238667	True	"""The process in which the renal tubule is generated by specification of cell fate, through the maintenance of cell polarity, regulated cell proliferation and morphogenetic cell rearrangements, shape changes and growth. A renal tubule is a tube that filters, re-absorbs and secretes substances to rid an organism of waste and to play a role in fluid homeostasis."" [GOC:dph, GOC:mtg_kidney_jan10]"	73	100	3	15719	0.03	0.0410958904109589	query_1	['GO:0060562', 'GO:0061326']	['CTNNB1', 'TGFB1', 'VEGFA']
1755	GO:BP	GO:0008366	axon ensheathment	0.0273762706854276	True	"""Any process in which the axon of a neuron is insulated, and that insulation maintained, thereby preventing dispersion of the electrical signal."" [GOC:jl, ISBN:0878932437]"	138	100	4	15719	0.04	0.0289855072463768	query_1	['GO:0007272']	['HGF', 'CTNNB1', 'TGFB1', 'ERBB2']
1754	GO:BP	GO:0007272	ensheathment of neurons	0.0273762706854276	True	"""The process in which glial cells envelop neuronal cell bodies and/or axons to form an insulating layer. This can take the form of myelinating or non-myelinating ensheathment."" [GOC:dgh, GOC:dph, GOC:tb]"	138	100	4	15719	0.04	0.0289855072463768	query_1	['GO:0007399', 'GO:0009987']	['HGF', 'CTNNB1', 'TGFB1', 'ERBB2']
1759	GO:BP	GO:0045913	positive regulation of carbohydrate metabolic process	0.0273968747346186	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving carbohydrate."" [GOC:go_curators]"	74	100	3	15719	0.03	0.0405405405405405	query_1	['GO:0005975', 'GO:0006109', 'GO:0009893']	['SRC', 'INSR', 'IRS1']
1758	GO:BP	GO:0072028	nephron morphogenesis	0.0273968747346186	True	"""The process in which the anatomical structures of the nephron are generated and organized. A nephron is the functional unit of the kidney."" [GOC:mtg_kidney_jan10]"	74	100	3	15719	0.03	0.0405405405405405	query_1	['GO:0009653', 'GO:0060993', 'GO:0072006']	['CTNNB1', 'TGFB1', 'VEGFA']
1757	GO:BP	GO:0055017	cardiac muscle tissue growth	0.0273968747346186	True	"""The increase in size or mass of a cardiac muscle, where the increase in size or mass has the specific outcome of the progression of the organism over time from one condition to another."" [GOC:devbiol]"	74	100	3	15719	0.03	0.0405405405405405	query_1	['GO:0048589', 'GO:0048738', 'GO:0060419']	['FGFR2', 'TGFBR2', 'TGFBR1']
1756	GO:BP	GO:0071260	cellular response to mechanical stimulus	0.0273968747346186	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a mechanical stimulus."" [GOC:mah]"	74	100	3	15719	0.03	0.0405405405405405	query_1	['GO:0009612', 'GO:0071214', 'GO:0071496']	['ITGB3', 'TGFB1', 'IGF1R']
312	REAC	REAC:R-HSA-9013695	NOTCH4 Intracellular Domain Regulates Transcription	0.0274413738002791	True	NOTCH4 Intracellular Domain Regulates Transcription	19	97	2	10022	0.0206185567010309	0.1052631578947368	query_1	['REAC:R-HSA-9013694']	['FLT4', 'SMAD3']
1767	GO:BP	GO:0010714	positive regulation of collagen metabolic process	0.0275147166231337	True	"""Any process that increases the frequency, rate or extent of the chemical reactions and pathways resulting in the metabolism of collagen, any of a group of fibrous proteins of very high tensile strength that form the main component of connective tissue in animals."" [GOC:dph, GOC:tb]"	26	100	2	15719	0.02	0.0769230769230769	query_1	['GO:0009893', 'GO:0010712', 'GO:0032963']	['TGFB3', 'TGFB1']
1766	GO:BP	GO:1904385	cellular response to angiotensin	0.0275147166231337	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an angiotensin stimulus. Angiotensin is any of three physiologically active peptides (angiotensin II, III, or IV) processed from angiotensinogen."" [GO_REF:0000071, GOC:TermGenie, PMID:22982863]"	26	100	2	15719	0.02	0.0769230769230769	query_1	['GO:0071375', 'GO:1990776']	['SRC', 'IGF1R']
1764	GO:BP	GO:0060669	embryonic placenta morphogenesis	0.0275147166231337	True	"""The process in which the embryonic placenta is generated and organized."" [GOC:dph]"	26	100	2	15719	0.02	0.0769230769230769	query_1	['GO:0001892', 'GO:0048598']	['FGFR2', 'GRB2']
1763	GO:BP	GO:0007263	nitric oxide mediated signal transduction	0.0275147166231337	True	"""Any intracellular signal transduction in which the signal is passed on within the cell via nitric oxide (NO). Includes synthesis of nitric oxide, receptors/sensors for nitric oxide (such as soluble guanylyl cyclase/sGC) and downstream effectors that further transmit the signal within the cell. Nitric oxide transmits its downstream effects through either cyclic GMP (cGMP)-dependent or independent mechanisms."" [GOC:jl, PMID:21549190]"	26	100	2	15719	0.02	0.0769230769230769	query_1	['GO:0019932']	['EGFR', 'VEGFA']
1762	GO:BP	GO:0072012	glomerulus vasculature development	0.0275147166231337	True	"""The biological process whose specific outcome is the progression of a glomerulus vasculature from an initial condition to its mature state. This process begins with the formation of the glomerulus vasculature and ends with the mature structure. The glomerulus vasculature is composed of the tubule structures that carry blood or lymph in the glomerulus."" [GOC:mtg_kidney_jan10]"	26	100	2	15719	0.02	0.0769230769230769	query_1	['GO:0001568', 'GO:0032835', 'GO:0061440']	['ITGB3', 'PDGFRA']
1765	GO:BP	GO:0036010	protein localization to endosome	0.0275147166231337	True	"""A process in which a protein is transported to, or maintained in, a location within an endosome."" [GOC:yaf]"	26	100	2	15719	0.02	0.0769230769230769	query_1	['GO:0033365']	['VEGFA', 'NRP1']
1761	GO:BP	GO:0033081	regulation of T cell differentiation in thymus	0.0275147166231337	True	"""Any process that modulates the frequency, rate or extent of T cell differentiation in the thymus."" [GOC:add, GOC:mah]"	26	100	2	15719	0.02	0.0769230769230769	query_1	['GO:0033077', 'GO:0045580']	['SOS1', 'ERBB2']
1760	GO:BP	GO:0045940	positive regulation of steroid metabolic process	0.0275147166231337	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving steroids."" [GOC:go_curators]"	26	100	2	15719	0.02	0.0769230769230769	query_1	['GO:0008202', 'GO:0019218', 'GO:0045834']	['APOA1', 'IGF1R']
1768	GO:BP	GO:0062013	positive regulation of small molecule metabolic process	0.0278466501185105	True	"""Any process that activates or increases the frequency, rate or extent of a small molecule metabolic process."" [GOC:vw]"	139	100	4	15719	0.04	0.0287769784172661	query_1	['GO:0009893', 'GO:0044281', 'GO:0062012']	['SRC', 'INSR', 'APOA1', 'IRS1']
141	GO:CC	GO:0005794	Golgi apparatus	0.02799018862698	True	"""A membrane-bound cytoplasmic organelle of the endomembrane system that further processes the core oligosaccharides (e.g. N-glycans) added to proteins in the endoplasmic reticulum and packages them into membrane-bound vesicles. The Golgi apparatus operates at the intersection of the secretory, lysosomal, and endocytic pathways."" [ISBN:0198506732]"	1516	101	17	16420	0.1683168316831683	0.0112137203166226	query_1	['GO:0005737', 'GO:0012505', 'GO:0043231']	['SPP1', 'FGFR2', 'PIK3R1', 'ITGA5', 'LAT', 'ADAM19', 'LYN', 'GRB2', 'EGFR', 'KDR', 'CDH1', 'SH3GL2', 'ESR1', 'VTN', 'VCAM1', 'CBL', 'PDGFRA']
1828	GO:BP	GO:0060529	squamous basal epithelial stem cell differentiation involved in prostate gland acinus development	0.028226349393289	True	"""The process in which a relatively unspecialized epithelial cell acquires specialized features of a squamous basal epithelial stem cell of the prostate."" [GOC:dph, PMID:18977204]"	2	100	1	15719	0.01	0.5	query_1	['GO:0002067', 'GO:0048863', 'GO:0060525', 'GO:0060742']	['FGFR2']
1827	GO:BP	GO:0051943	positive regulation of amino acid uptake involved in synaptic transmission	0.028226349393289	True	"""Any process that activates, maintains or increases the frequency, rate or extent of the directed movement of amino acid neurotransmitters into a neuron or glial cell."" [GOC:ai]"	2	100	1	15719	0.01	0.5	query_1	['GO:0051582', 'GO:0051933', 'GO:0051941', 'GO:0051957']	['ITGB1']
1829	GO:BP	GO:2000866	positive regulation of estradiol secretion	0.028226349393289	True	"""Any process that activates or increases the frequency, rate or extent of estradiol secretion."" [GOC:sl]"	2	100	1	15719	0.01	0.5	query_1	['GO:0035938', 'GO:2000833', 'GO:2000864']	['SPP1']
1830	GO:BP	GO:0060125	negative regulation of growth hormone secretion	0.028226349393289	True	"""Any process that decreases or stops the frequency, rate or extent of the regulated release of growth hormone from a cell."" [GOC:dph]"	2	100	1	15719	0.01	0.5	query_1	['GO:0030252', 'GO:0060123', 'GO:0090278']	['PTPN11']
1826	GO:BP	GO:0021769	orbitofrontal cortex development	0.028226349393289	True	"""The progression of the orbitofrontal cortex over time from its initial formation until its mature state. The orbitofrontal cortex is a cerebral cortex region located in the frontal lobe."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid, ISBN:0878937420]"	2	100	1	15719	0.01	0.5	query_1	['GO:0021761', 'GO:0048856']	['FGFR2']
1824	GO:BP	GO:0072054	renal outer medulla development	0.028226349393289	True	"""The process whose specific outcome is the progression of the renal outer medulla over time, from its formation to the mature structure. The renal outer medulla is the region of the kidney that lies between the renal cortex and the renal inner medulla."" [GOC:mtg_kidney_jan10]"	2	100	1	15719	0.01	0.5	query_1	['GO:0001822', 'GO:0048856']	['CTNNB1']
1823	GO:BP	GO:0044331	cell-cell adhesion mediated by cadherin	0.028226349393289	True	"""The attachment of one cell to another cell via a cadherin, transmembrane proteins having repeating extracellular calcium ion binding domains."" [GOC:ha, GOC:hjd, GOC:jl, PMID:10923970]"	27	100	2	15719	0.02	0.074074074074074	query_1	['GO:0098609']	['ADAM19', 'VEGFA']
1822	GO:BP	GO:2000017	positive regulation of determination of dorsal identity	0.028226349393289	True	"""Any process that activates or increases the frequency, rate or extent of determination of dorsal identity."" [GOC:obol]"	2	100	1	15719	0.01	0.5	query_1	['GO:0048263', 'GO:0051094', 'GO:0051240', 'GO:2000015']	['CTNNB1']
1821	GO:BP	GO:1990910	response to hypobaric hypoxia	0.028226349393289	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating lowered oxygen tension combined with low atmospheric pressure. Hypoxia is defined as a decline in O2 levels below normoxic levels of 20.8 - 20.95% and hypobaric is defined as atmospheric pressure below 0.74 atm (greater than 2,500 m above sea level)."" [PMID:24590457]"	2	100	1	15719	0.01	0.5	query_1	['GO:0001666']	['ADAM15']
1851	GO:BP	GO:0051666	actin cortical patch localization	0.028226349393289	True	"""Any process in which actin cortical patches are transported to, or maintained in, a specific location. An actin cortical patch is a discrete actin-containing structure found just beneath the plasma membrane in fungal cells."" [GOC:mah]"	2	100	1	15719	0.01	0.5	query_1	['GO:0051641']	['FYN']
1819	GO:BP	GO:0001545	primary ovarian follicle growth	0.028226349393289	True	"""Increase in size of primary follicles including oocyte growth and granulosa and/or theca cell proliferation until more than one layer of granulosa cells is present (preantral follicle)."" [GOC:mtg_mpo, https://www.ncbi.nlm.nih.gov/books/NBK279054/]"	2	100	1	15719	0.01	0.5	query_1	['GO:0001541', 'GO:0022602', 'GO:0048589']	['SRC']
1818	GO:BP	GO:2000538	positive regulation of B cell chemotaxis	0.028226349393289	True	"""Any process that activates or increases the frequency, rate or extent of B cell chemotaxis."" [GOC:obol]"	2	100	1	15719	0.01	0.5	query_1	['GO:0035754', 'GO:0140131', 'GO:2000537']	['PTK2B']
1817	GO:BP	GO:0021628	olfactory nerve formation	0.028226349393289	True	"""The process that gives rise to the olfactory nerve. This process pertains to the initial formation of a structure from unspecified parts. The olfactory nerve is a collection of sensory nerve rootlets that extend down from the olfactory bulb to the olfactory mucosa of the upper parts of the nasal cavity. This nerve conducts odor information to the brainstem."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid, ISBN:0838580343]"	2	100	1	15719	0.01	0.5	query_1	['GO:0021603', 'GO:0021627']	['PLXNA1']
1816	GO:BP	GO:1990646	cellular response to prolactin	0.028226349393289	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a prolactin stimulus."" [PMID:7760850]"	2	100	1	15719	0.01	0.5	query_1	['GO:0071375', 'GO:1990637']	['SRC']
1815	GO:BP	GO:0060615	mammary gland bud formation	0.028226349393289	True	"""The morphogenetic process in which a bud forms from the mammary placode. A mammary bud is bulb of epithelial cells that is distinct from the surrounding epidermis."" [GOC:dph, PMID:12558599]"	2	100	1	15719	0.01	0.5	query_1	['GO:0016331', 'GO:0048646', 'GO:0060648']	['FGFR2']
1831	GO:BP	GO:0072377	blood coagulation, common pathway	0.028226349393289	True	"""A protein activation cascade that contributes to blood coagulation and consists of events leading from the formation of activated factor X to the formation of active thrombin, the cleavage of fibrinogen by thrombin, and the formation of cleaved fibrin into a stable multimeric, cross-linked complex."" [GOC:add, GOC:mah, GOC:pde, PMID:1931959]"	2	100	1	15719	0.01	0.5	query_1	['GO:0072376', 'GO:0072378']	['FGA']
1814	GO:BP	GO:1904881	cellular response to hydrogen sulfide	0.028226349393289	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a hydrogen sulfide stimulus."" [GO_REF:0000071, GOC:TermGenie, PMID:24012591]"	2	100	1	15719	0.01	0.5	query_1	['GO:0070887', 'GO:1904880']	['KDR']
1813	GO:BP	GO:0070483	detection of hypoxia	0.028226349393289	True	"""The series of events in which a stimulus indicating lowered oxygen tension is received by a cell and converted into a molecular signal. Hypoxia, defined as a decline in O2 levels below normoxic levels of 20.8 - 20.95%, results in metabolic adaptation at both the cellular and organismal level."" [GOC:BHF, GOC:mah]"	2	100	1	15719	0.01	0.5	query_1	['GO:0001666', 'GO:0003032']	['TGFB3']
1812	GO:BP	GO:0010575	positive regulation of vascular endothelial growth factor production	0.028226349393289	True	"""Any process that increases or activates the frequency, rate, or extent of production of vascular endothelial growth factor."" [GOC:BHF, GOC:rl]"	27	100	2	15719	0.02	0.074074074074074	query_1	['GO:0001819', 'GO:0010573', 'GO:0010574']	['C3', 'FLT4']
1820	GO:BP	GO:0060595	fibroblast growth factor receptor signaling pathway involved in mammary gland specification	0.028226349393289	True	"""The series of molecular signals initiated by binding of a fibroblast growth factor to its receptor on the surface of al cell in the epidermis resulting in the formation of the mammary line. The mammary line is a ridge of epidermal cells that will form the mammary placodes."" [GOC:dph, PMID:16168142]"	2	100	1	15719	0.01	0.5	query_1	['GO:0008543', 'GO:0060594']	['FGFR2']
1832	GO:BP	GO:2000256	positive regulation of male germ cell proliferation	0.028226349393289	True	"""Any process that activates or increases the frequency, rate or extent of male germ cell proliferation."" [GOC:obol]"	2	100	1	15719	0.01	0.5	query_1	['GO:0002176', 'GO:1905938', 'GO:2000254']	['SRC']
1843	GO:BP	GO:0072053	renal inner medulla development	0.028226349393289	True	"""The process whose specific outcome is the progression of the renal inner medulla over time, from its formation to the mature structure. The renal inner medulla is unique to mammalian kidneys and is the innermost region of the mammalian kidney."" [GOC:mtg_kidney_jan10]"	2	100	1	15719	0.01	0.5	query_1	['GO:0001822', 'GO:0048856']	['CTNNB1']
1834	GO:BP	GO:2000386	positive regulation of ovarian follicle development	0.028226349393289	True	"""Any process that activates or increases the frequency, rate or extent of ovarian follicle development."" [GOC:obol]"	2	100	1	15719	0.01	0.5	query_1	['GO:0001541', 'GO:0051094', 'GO:2000243', 'GO:2000354']	['SRC']
1852	GO:BP	GO:0071479	cellular response to ionizing radiation	0.028226349393289	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a ionizing radiation stimulus. Ionizing radiation is radiation with sufficient energy to remove electrons from atoms and may arise from spontaneous decay of unstable isotopes, resulting in alpha and beta particles and gamma rays. Ionizing radiation also includes X-rays."" [GOC:mah]"	75	100	3	15719	0.03	0.04	query_1	['GO:0010212', 'GO:0071478']	['GRB2', 'TGFB1', 'ITGB6']
1853	GO:BP	GO:1905938	positive regulation of germ cell proliferation	0.028226349393289	True	"""Any process that activates or increases the frequency, rate or extent of germ cell proliferation."" [GO_REF:0000058, GOC:TermGenie, PMID:15342467]"	2	100	1	15719	0.01	0.5	query_1	['GO:0008284', 'GO:0036093', 'GO:0051240', 'GO:1905936', 'GO:2000243']	['SRC']
1811	GO:BP	GO:0033137	negative regulation of peptidyl-serine phosphorylation	0.028226349393289	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the phosphorylation of peptidyl-serine."" [GOC:mah]"	27	100	2	15719	0.02	0.074074074074074	query_1	['GO:0001933', 'GO:0018105', 'GO:0033135']	['SMAD7', 'HGF']
1850	GO:BP	GO:1905704	positive regulation of inhibitory synapse assembly	0.028226349393289	True	"""Any process that activates or increases the frequency, rate or extent of inhibitory synapse assembly."" [GO_REF:0000058, GOC:TermGenie, PMID:27779093]"	2	100	1	15719	0.01	0.5	query_1	['GO:0051965', 'GO:1904862', 'GO:1905702']	['SEMA4D']
1849	GO:BP	GO:0060648	mammary gland bud morphogenesis	0.028226349393289	True	"""The process in which anatomical structures of the mammary gland buds are generated and organized. Mammary gland buds form by an outpocketing of the mammary placodes and grow to invade the mammary fat, when they form the mammary cord."" [GOC:dph, PMID:12558599]"	2	100	1	15719	0.01	0.5	query_1	['GO:0060572', 'GO:0060603']	['FGFR2']
1848	GO:BP	GO:0002554	serotonin secretion by platelet	0.028226349393289	True	"""The regulated release of serotonin by a platelet or group of platelets."" [GOC:add, ISBN:0781735149]"	2	100	1	15719	0.01	0.5	query_1	['GO:0002442', 'GO:0002576', 'GO:0051649', 'GO:0140029']	['SYK']
1847	GO:BP	GO:0060667	branch elongation involved in salivary gland morphogenesis	0.028226349393289	True	"""The differential growth of the salivary branches along their axis, resulting in the growth of a branch."" [GOC:dph]"	2	100	1	15719	0.01	0.5	query_1	['GO:0060445', 'GO:0060602']	['FGFR2']
1846	GO:BP	GO:0010758	regulation of macrophage chemotaxis	0.028226349393289	True	"""Any process that modulates the rate, frequency or extent of macrophage chemotaxis. Macrophage chemotaxis is the movement of a macrophage in response to an external stimulus."" [GOC:BHF, GOC:dph, GOC:tb]"	27	100	2	15719	0.02	0.074074074074074	query_1	['GO:0002688', 'GO:0048246', 'GO:1905521']	['PTK2B', 'PTK2']
1833	GO:BP	GO:0001970	positive regulation of activation of membrane attack complex	0.028226349393289	True	"""Any process that activates, maintains or increases the frequency, rate or extent of the activation of the membrane attack complex components of the complement cascade."" [GOC:hjd]"	2	100	1	15719	0.01	0.5	query_1	['GO:0001905', 'GO:0001969', 'GO:0045917']	['C3']
1845	GO:BP	GO:1905223	epicardium morphogenesis	0.028226349393289	True	"""The developmental process by which an epicardium is generated and organized."" [GO_REF:0000083, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:18718461]"	2	100	1	15719	0.01	0.5	query_1	['GO:0009653']	['TGFBR1']
1842	GO:BP	GO:0043588	skin development	0.028226349393289	True	"""The process whose specific outcome is the progression of the skin over time, from its formation to the mature structure. The skin is the external membranous integument of an animal. In vertebrates the skin generally consists of two layers, an outer nonsensitive and nonvascular epidermis (cuticle or skarfskin) composed of cells which are constantly growing and multiplying in the deeper, and being thrown off in the superficial layers, as well as an inner vascular dermis (cutis, corium or true skin) composed mostly of connective tissue."" [GOC:jl, UBERON:0002097]"	300	100	6	15719	0.06	0.02	query_1	['GO:0048513']	['MET', 'FGFR2', 'CTNNB1', 'SOS1', 'EGFR', 'ITGB6']
1841	GO:BP	GO:1990839	response to endothelin	0.028226349393289	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an endothelin stimulus. Endothelin is any of three secretory vasoconstrictive peptides (endothelin-1, -2, -3)."" [PMID:16365184]"	2	100	1	15719	0.01	0.5	query_1	['GO:0043434']	['CRK']
1840	GO:BP	GO:0021847	ventricular zone neuroblast division	0.028226349393289	True	"""The proliferation of neuroblasts in the ventricular zone of the cerebral cortex. The neuronal progenitors of these cells will migrate radially."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid, PMID:12626695]"	2	100	1	15719	0.01	0.5	query_1	['GO:0021869', 'GO:0021873']	['FGFR2']
1839	GO:BP	GO:0051951	positive regulation of glutamate uptake involved in transmission of nerve impulse	0.028226349393289	True	"""Any process that activates, maintains or increases the frequency, rate or extent of the directed movement of L-glutamate into a neuron or glial cell."" [GOC:ai]"	2	100	1	15719	0.01	0.5	query_1	['GO:0002038', 'GO:0051935', 'GO:0051943', 'GO:0051946']	['ITGB1']
1838	GO:BP	GO:0045976	negative regulation of mitotic cell cycle, embryonic	0.028226349393289	True	"""Any process that stops, prevents or reduces the rate or extent of progression through the embryonic mitotic cell cycle."" [GOC:dph, GOC:go_curators, GOC:tb]"	2	100	1	15719	0.01	0.5	query_1	['GO:0009794', 'GO:0045448', 'GO:0045930']	['CTNNB1']
1837	GO:BP	GO:2000537	regulation of B cell chemotaxis	0.028226349393289	True	"""Any process that modulates the frequency, rate or extent of B cell chemotaxis."" [GOC:obol]"	2	100	1	15719	0.01	0.5	query_1	['GO:0035754', 'GO:1901623']	['PTK2B']
1836	GO:BP	GO:2000536	negative regulation of entry of bacterium into host cell	0.028226349393289	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of entry of bacterium into host cell."" [GOC:obol]"	2	100	1	15719	0.01	0.5	query_1	['GO:0035635', 'GO:0048519', 'GO:2000535']	['ITGAV']
1835	GO:BP	GO:0002438	acute inflammatory response to antigenic stimulus	0.028226349393289	True	"""An acute inflammatory response to an antigenic stimulus. An acute inflammatory response occurs within a matter of minutes or hours, and either resolves within a few days or becomes a chronic inflammatory response."" [GO_REF:0000022, GOC:add, ISBN:0781735149]"	27	100	2	15719	0.02	0.074074074074074	query_1	['GO:0002437', 'GO:0002526']	['C3', 'FCGR1A']
1844	GO:BP	GO:0010730	negative regulation of hydrogen peroxide biosynthetic process	0.028226349393289	True	"""Any process that decreases the rate, frequency or extent of hydrogen peroxide biosynthesis. The chemical reactions and pathways resulting in the formation of hydrogen peroxide (H2O2), a potentially harmful byproduct of aerobic cellular respiration which can cause damage to DNA."" [GOC:dph, GOC:hjd, GOC:tb]"	2	100	1	15719	0.01	0.5	query_1	['GO:0010727', 'GO:0010728', 'GO:0031327', 'GO:0050665', 'GO:1903427']	['FYN']
1810	GO:BP	GO:0032907	transforming growth factor beta3 production	0.028226349393289	True	"""The appearance of transforming growth factor-beta3 due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels."" [GOC:mah]"	2	100	1	15719	0.01	0.5	query_1	['GO:0071604']	['SMAD3']
1825	GO:BP	GO:0044334	canonical Wnt signaling pathway involved in positive regulation of epithelial to mesenchymal transition	0.028226349393289	True	"""The series of molecular signals initiated by binding of a Wnt protein to a frizzled family receptor on the surface of the target cell, followed by propagation of the signal via beta-catenin, and ending with a change in transcription of target genes involved in the positive regulation of epithelial cell to mesenchymal cell transition."" [GOC:BHF, GOC:jl]"	2	100	1	15719	0.01	0.5	query_1	['GO:0010718', 'GO:0060070']	['CTNNB1']
1808	GO:BP	GO:0070489	T cell aggregation	0.028226349393289	True	"""The adhesion of one T cell to one or more other T cells via adhesion molecules."" [GOC:sl, PMID:12972508]"	2	100	1	15719	0.01	0.5	query_1	['GO:0071593']	['ZAP70']
1786	GO:BP	GO:0042704	uterine wall breakdown	0.028226349393289	True	"""The sloughing of the endometrium and blood vessels during menstruation that results from a drop in progesterone levels."" [GOC:dph]"	2	100	1	15719	0.01	0.5	query_1	['GO:0022602']	['TGFB3']
1785	GO:BP	GO:0048813	dendrite morphogenesis	0.028226349393289	True	"""The process in which the anatomical structures of a dendrite are generated and organized."" [GOC:aruk, GOC:bc, GOC:jl, ISBN:0198506732, PMID:22683681]"	141	100	4	15719	0.04	0.0283687943262411	query_1	['GO:0016358', 'GO:0048667', 'GO:0048812']	['ITGB1', 'FYN', 'NRP1', 'SEMA4D']
1784	GO:BP	GO:0002661	regulation of B cell tolerance induction	0.028226349393289	True	"""Any process that modulates the frequency, rate, or extent of B cell tolerance induction."" [GOC:add]"	2	100	1	15719	0.01	0.5	query_1	['GO:0002514', 'GO:0002643']	['TGFBR2']
1783	GO:BP	GO:0002663	positive regulation of B cell tolerance induction	0.028226349393289	True	"""Any process that activates or increases the frequency, rate, or extent of B cell tolerance induction."" [GOC:add]"	2	100	1	15719	0.01	0.5	query_1	['GO:0002514', 'GO:0002645', 'GO:0002661']	['TGFBR2']
1782	GO:BP	GO:0035929	steroid hormone secretion	0.028226349393289	True	"""The regulated release of any steroid that acts as a hormone into the circulatory system."" [GOC:sl]"	27	100	2	15719	0.02	0.074074074074074	query_1	['GO:0060986', 'GO:0140353']	['SPP1', 'PTPN11']
1780	GO:BP	GO:0097102	endothelial tip cell fate specification	0.028226349393289	True	"""The process involved in the specification of identity of an endothelial tip cell. Once specification has taken place, a cell will be committed to differentiate down a specific pathway if left in its normal environment. An endothelial tip cell is a specialized endothelial cell localized to the leading edge of an angiogenic sprout that senses extracellular signals and guides the directed growth of blood vessels."" [CL:0000704, GOC:dgh, PMID:21521739]"	2	100	1	15719	0.01	0.5	query_1	['GO:0002040', 'GO:0097101']	['NRP1']
1779	GO:BP	GO:1902656	calcium ion import into cytosol	0.028226349393289	True	"""The directed movement of calcium ion into a cytosol."" [GO_REF:0000075, GOC:TermGenie, GOC:vw]"	2	100	1	15719	0.01	0.5	query_1	['GO:0006816']	['MS4A1']
1778	GO:BP	GO:0060915	mesenchymal cell differentiation involved in lung development	0.028226349393289	True	"""The process in which a relatively unspecialized cell acquires specialized features of a mesenchymal cell of the lung. A mesenchymal cell is a loosely associated cell that is part of the connective tissue in an organism. Mesenchymal cells give rise to more mature connective tissue cell types."" [GOC:dph]"	2	100	1	15719	0.01	0.5	query_1	['GO:0030324', 'GO:0048762']	['FGFR2']
1777	GO:BP	GO:1903544	response to butyrate	0.028226349393289	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a butyrate stimulus."" [GO_REF:0000071, GOC:mr, GOC:TermGenie, PMID:9734870]"	2	100	1	15719	0.01	0.5	query_1	['GO:0070542', 'GO:1902074']	['PIK3CA']
