Trichothiodystrophy	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
10	GO:BP	GO:0019438	aromatic compound biosynthetic process	1.96693328971796e-53	True	"""The chemical reactions and pathways resulting in the formation of aromatic compounds, any substance containing an aromatic carbon ring."" [GOC:ai]"	3774	107	99	17376	0.9252336448598132	0.0262321144674085	query_1	['GO:0006725', 'GO:0044249']	['NRIP1', 'GTF3C3', 'RXRA', 'UBE2I', 'NCOA3', 'TGIF1', 'CCNT1', 'AKT1', 'WDR77', 'SMURF2', 'CREBBP', 'GTF3C1', 'CBFB', 'SUPT4H1', 'ZNF143', 'GTF3A', 'GTF2A2', 'CDK7', 'FOXO3', 'NR1H2', 'NCOA2', 'CARM1', 'CTNNB1', 'DDX5', 'HDAC1', 'GTF2H4', 'SMARCA4', 'BDP1', 'SMARCA2', 'CCNT2', 'FOXG1', 'GTF2H1', 'TBL1X', 'ERCC3', 'NCOR2', 'SIN3A', 'CDK9', 'SUPT5H', 'GTF3C2', 'RXRB', 'GTF2H3', 'NR1H3', 'GTF2E1', 'AR', 'CCNK', 'POU2F1', 'SUMO1', 'CCNH', 'SMAD2', 'DAXX', 'SMARCB1', 'CTDP1', 'GTF2B', 'SMAD9', 'SMAD4', 'RUNX1', 'EP300', 'MECP2', 'PRMT5', 'SUMO2', 'GPS2', 'NCOR1', 'HDAC3', 'BRF1', 'MNAT1', 'BRF2', 'GTF3C4', 'GTF2F1', 'SMARCC2', 'SKI', 'BRCA1', 'CDK13', 'SP1', 'TBP', 'GTF2H5', 'KAT2B', 'ESR1', 'GTF2F2', 'FOXO1', 'PDE8A', 'GTF3C5', 'DRAP1', 'RARA', 'GTF2E2', 'FOXH1', 'POU2F2', 'TBL1XR1', 'TP53', 'GTF2A1', 'SMAD3', 'PML', 'ERCC2', 'HDAC2', 'KDM1A', 'SMARCC1', 'HEXIM1', 'SKIL', 'NCOA1', 'HIPK2']
11	GO:BP	GO:0090304	nucleic acid metabolic process	2.2174502585417946e-52	True	"""Any cellular metabolic process involving nucleic acids."" [GOC:dph, GOC:tb]"	4724	107	104	17376	0.97196261682243	0.0220152413209144	query_1	['GO:0006139', 'GO:0043170']	['NRIP1', 'GTF3C3', 'RXRA', 'UBE2I', 'NCOA3', 'TGIF1', 'CCNT1', 'AKT1', 'WDR77', 'SMURF2', 'CREBBP', 'GTF3C1', 'CBFB', 'SUPT4H1', 'ZNF143', 'GTF3A', 'GTF2A2', 'CDK7', 'FOXO3', 'NR1H2', 'NCOA2', 'CARM1', 'CTNNB1', 'DDX5', 'HDAC1', 'GTF2H4', 'SMARCA4', 'BDP1', 'SMARCA2', 'CCNT2', 'FOXG1', 'GTF2H1', 'TBL1X', 'ERCC3', 'NCOR2', 'SIN3A', 'CDK9', 'SUPT5H', 'GTF3C2', 'RXRB', 'GTF2H3', 'NR1H3', 'GTF2E1', 'AR', 'CCNK', 'POU2F1', 'SUMO1', 'CCNH', 'SMAD2', 'DAXX', 'SMARCB1', 'RNF113A', 'CTDP1', 'GTF2B', 'TARS1', 'SMAD9', 'SMAD4', 'RUNX1', 'EP300', 'MECP2', 'PRMT5', 'PRMT1', 'SUMO2', 'GPS2', 'NCOR1', 'HDAC3', 'BRF1', 'MNAT1', 'BRF2', 'GTF3C4', 'GTF2F1', 'SMARCC2', 'SKI', 'BRCA1', 'CDK13', 'SP1', 'TBP', 'GTF2H5', 'KAT2B', 'ESR1', 'GTF2F2', 'FOXO1', 'PDE8A', 'GTF3C5', 'DRAP1', 'RARA', 'GTF2E2', 'FOXH1', 'POU2F2', 'CLNS1A', 'TBL1XR1', 'TP53', 'GTF2A1', 'SMAD3', 'PML', 'ERCC2', 'HDAC2', 'KDM1A', 'SMARCC1', 'HEXIM1', 'SKIL', 'NCOA1', 'HIPK2', 'CARS1']
12	GO:BP	GO:0009059	macromolecule biosynthetic process	2.39904894564218e-52	True	"""The chemical reactions and pathways resulting in the formation of a macromolecule, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:mah]"	4361	107	102	17376	0.9532710280373832	0.0233891309332721	query_1	['GO:0043170', 'GO:1901576']	['NRIP1', 'GTF3C3', 'RXRA', 'UBE2I', 'NCOA3', 'TGIF1', 'CCNT1', 'AKT1', 'WDR77', 'SMURF2', 'CREBBP', 'GTF3C1', 'CBFB', 'SUPT4H1', 'ZNF143', 'GTF3A', 'GTF2A2', 'CDK7', 'FOXO3', 'NR1H2', 'NCOA2', 'CARM1', 'CTNNB1', 'DDX5', 'HDAC1', 'GTF2H4', 'SMARCA4', 'BDP1', 'SMARCA2', 'CCNT2', 'FOXG1', 'GTF2H1', 'TBL1X', 'ERCC3', 'NCOR2', 'SIN3A', 'CDK9', 'SUPT5H', 'GTF3C2', 'RXRB', 'GTF2H3', 'NR1H3', 'GTF2E1', 'AR', 'CCNK', 'POU2F1', 'SUMO1', 'CCNH', 'SMAD2', 'DAXX', 'SMARCB1', 'CTDP1', 'GTF2B', 'TARS1', 'SMAD9', 'SMAD4', 'RUNX1', 'EP300', 'MECP2', 'PRMT5', 'PRMT1', 'SUMO2', 'GPS2', 'NCOR1', 'HDAC3', 'BRF1', 'MNAT1', 'BRF2', 'GTF3C4', 'GTF2F1', 'SMARCC2', 'SKI', 'BRCA1', 'CDK13', 'SP1', 'TBP', 'GTF2H5', 'KAT2B', 'ESR1', 'GTF2F2', 'FOXO1', 'PDE8A', 'GTF3C5', 'DRAP1', 'RARA', 'GTF2E2', 'FOXH1', 'POU2F2', 'TBL1XR1', 'TP53', 'GTF2A1', 'SMAD3', 'PML', 'ERCC2', 'HDAC2', 'KDM1A', 'SMARCC1', 'HEXIM1', 'SKIL', 'NCOA1', 'HIPK2', 'CARS1']
13	GO:BP	GO:1901362	organic cyclic compound biosynthetic process	4.656318137374748e-52	True	"""The chemical reactions and pathways resulting in the formation of organic cyclic compound."" [GOC:TermGenie]"	3912	107	99	17376	0.9252336448598132	0.0253067484662576	query_1	['GO:1901360', 'GO:1901576']	['NRIP1', 'GTF3C3', 'RXRA', 'UBE2I', 'NCOA3', 'TGIF1', 'CCNT1', 'AKT1', 'WDR77', 'SMURF2', 'CREBBP', 'GTF3C1', 'CBFB', 'SUPT4H1', 'ZNF143', 'GTF3A', 'GTF2A2', 'CDK7', 'FOXO3', 'NR1H2', 'NCOA2', 'CARM1', 'CTNNB1', 'DDX5', 'HDAC1', 'GTF2H4', 'SMARCA4', 'BDP1', 'SMARCA2', 'CCNT2', 'FOXG1', 'GTF2H1', 'TBL1X', 'ERCC3', 'NCOR2', 'SIN3A', 'CDK9', 'SUPT5H', 'GTF3C2', 'RXRB', 'GTF2H3', 'NR1H3', 'GTF2E1', 'AR', 'CCNK', 'POU2F1', 'SUMO1', 'CCNH', 'SMAD2', 'DAXX', 'SMARCB1', 'CTDP1', 'GTF2B', 'SMAD9', 'SMAD4', 'RUNX1', 'EP300', 'MECP2', 'PRMT5', 'SUMO2', 'GPS2', 'NCOR1', 'HDAC3', 'BRF1', 'MNAT1', 'BRF2', 'GTF3C4', 'GTF2F1', 'SMARCC2', 'SKI', 'BRCA1', 'CDK13', 'SP1', 'TBP', 'GTF2H5', 'KAT2B', 'ESR1', 'GTF2F2', 'FOXO1', 'PDE8A', 'GTF3C5', 'DRAP1', 'RARA', 'GTF2E2', 'FOXH1', 'POU2F2', 'TBL1XR1', 'TP53', 'GTF2A1', 'SMAD3', 'PML', 'ERCC2', 'HDAC2', 'KDM1A', 'SMARCC1', 'HEXIM1', 'SKIL', 'NCOA1', 'HIPK2']
14	GO:CC	GO:0031981	nuclear lumen	1.869045166552189e-51	True	"""The volume enclosed by the nuclear inner membrane."" [GOC:mah, GOC:pz]"	4336	107	101	17376	0.9439252336448598	0.0232933579335793	query_1	['GO:0005634', 'GO:0070013']	['NRIP1', 'GTF3C3', 'RXRA', 'UBE2I', 'NCOA3', 'TGIF1', 'CCNT1', 'AKT1', 'WDR77', 'SMURF2', 'CREBBP', 'GTF3C1', 'CBFB', 'SUPT4H1', 'MPLKIP', 'ZNF143', 'GTF3A', 'COPRS', 'GTF2A2', 'CDK7', 'FOXO3', 'NR1H2', 'NCOA2', 'CARM1', 'CTNNB1', 'DDX5', 'HDAC1', 'GTF2H4', 'SMARCA4', 'BDP1', 'SMARCA2', 'CCNT2', 'FOXG1', 'GTF2H1', 'TBL1X', 'ERCC3', 'NCOR2', 'SIN3A', 'CDK9', 'SUPT5H', 'GTF3C2', 'RXRB', 'GTF2H3', 'NR1H3', 'GTF2E1', 'AR', 'CCNK', 'POU2F1', 'SUMO1', 'CCNH', 'SMAD2', 'DAXX', 'SMARCB1', 'RNF113A', 'CTDP1', 'GTF2B', 'SMAD9', 'SMAD4', 'RUNX1', 'EP300', 'MECP2', 'PRMT5', 'PRMT1', 'SUMO2', 'GPS2', 'NCOR1', 'HDAC3', 'BRF1', 'MNAT1', 'BRF2', 'GTF3C4', 'GTF2F1', 'SMARCC2', 'SKI', 'BRCA1', 'CDK13', 'SP1', 'TBP', 'GTF2H5', 'KAT2B', 'ESR1', 'GTF2F2', 'FOXO1', 'GTF3C5', 'RARA', 'GTF2E2', 'POU2F2', 'CLNS1A', 'TBL1XR1', 'TP53', 'GTF2A1', 'SMAD3', 'PML', 'ERCC2', 'HDAC2', 'KDM1A', 'SMARCC1', 'HEXIM1', 'SKIL', 'NCOA1', 'HIPK2']
15	REAC	REAC:R-HSA-212436	Generic Transcription Pathway	3.984449680921037e-51	True	Generic Transcription Pathway	1151	107	68	17376	0.6355140186915887	0.0590790616854908	query_1	['REAC:R-HSA-73857']	['RXRA', 'UBE2I', 'TGIF1', 'CCNT1', 'AKT1', 'SMURF2', 'CREBBP', 'CBFB', 'SUPT4H1', 'CDK7', 'FOXO3', 'NR1H2', 'CARM1', 'CTNNB1', 'HDAC1', 'GTF2H4', 'SMARCA4', 'SMARCA2', 'CCNT2', 'FOXG1', 'GTF2H1', 'TBL1X', 'ERCC3', 'NCOR2', 'SIN3A', 'CDK9', 'SUPT5H', 'RXRB', 'GTF2H3', 'AR', 'CCNK', 'SUMO1', 'CCNH', 'SMAD2', 'DAXX', 'SMARCB1', 'CTDP1', 'SMAD4', 'RUNX1', 'EP300', 'PRMT5', 'PRMT1', 'GPS2', 'NCOR1', 'HDAC3', 'MNAT1', 'GTF2F1', 'SMARCC2', 'SKI', 'BRCA1', 'CDK13', 'SP1', 'TBP', 'GTF2H5', 'KAT2B', 'ESR1', 'GTF2F2', 'FOXO1', 'RARA', 'TBL1XR1', 'TP53', 'SMAD3', 'PML', 'ERCC2', 'HDAC2', 'SMARCC1', 'SKIL', 'HIPK2']
16	GO:BP	GO:0044271	cellular nitrogen compound biosynthetic process	5.039302775013405e-50	True	"""The chemical reactions and pathways resulting in the formation of organic and inorganic nitrogenous compounds."" [GOC:jl, ISBN:0198506732]"	4431	107	101	17376	0.9439252336448598	0.0227939517039043	query_1	['GO:0034641', 'GO:0044249']	['NRIP1', 'GTF3C3', 'RXRA', 'UBE2I', 'NCOA3', 'TGIF1', 'CCNT1', 'AKT1', 'WDR77', 'SMURF2', 'CREBBP', 'GTF3C1', 'CBFB', 'SUPT4H1', 'ZNF143', 'GTF3A', 'GTF2A2', 'CDK7', 'FOXO3', 'NR1H2', 'NCOA2', 'CARM1', 'CTNNB1', 'DDX5', 'HDAC1', 'GTF2H4', 'SMARCA4', 'BDP1', 'SMARCA2', 'CCNT2', 'FOXG1', 'GTF2H1', 'TBL1X', 'ERCC3', 'NCOR2', 'SIN3A', 'CDK9', 'SUPT5H', 'GTF3C2', 'RXRB', 'GTF2H3', 'NR1H3', 'GTF2E1', 'AR', 'CCNK', 'POU2F1', 'SUMO1', 'CCNH', 'SMAD2', 'DAXX', 'SMARCB1', 'CTDP1', 'GTF2B', 'TARS1', 'SMAD9', 'SMAD4', 'RUNX1', 'EP300', 'MECP2', 'PRMT5', 'SUMO2', 'GPS2', 'NCOR1', 'HDAC3', 'BRF1', 'MNAT1', 'BRF2', 'GTF3C4', 'GTF2F1', 'SMARCC2', 'SKI', 'BRCA1', 'CDK13', 'SP1', 'TBP', 'GTF2H5', 'KAT2B', 'ESR1', 'GTF2F2', 'FOXO1', 'PDE8A', 'GTF3C5', 'DRAP1', 'RARA', 'GTF2E2', 'FOXH1', 'POU2F2', 'TBL1XR1', 'TP53', 'GTF2A1', 'SMAD3', 'PML', 'ERCC2', 'HDAC2', 'KDM1A', 'SMARCC1', 'HEXIM1', 'SKIL', 'NCOA1', 'HIPK2', 'CARS1']
17	GO:BP	GO:0006366	transcription by RNA polymerase II	1.1491425854097095e-48	True	"""The synthesis of RNA from a DNA template by RNA polymerase II (RNAP II), originating at an RNA polymerase II promoter. Includes transcription of messenger RNA (mRNA) and certain small nuclear RNAs (snRNAs)."" [GOC:jl, GOC:txnOH, ISBN:0321000382]"	2443	107	84	17376	0.7850467289719626	0.0343839541547277	query_1	['GO:0006351']	['NRIP1', 'RXRA', 'UBE2I', 'NCOA3', 'TGIF1', 'CCNT1', 'AKT1', 'WDR77', 'SMURF2', 'CREBBP', 'CBFB', 'SUPT4H1', 'ZNF143', 'GTF2A2', 'CDK7', 'FOXO3', 'NR1H2', 'NCOA2', 'CTNNB1', 'DDX5', 'HDAC1', 'GTF2H4', 'SMARCA4', 'SMARCA2', 'CCNT2', 'FOXG1', 'GTF2H1', 'TBL1X', 'ERCC3', 'NCOR2', 'SIN3A', 'CDK9', 'SUPT5H', 'RXRB', 'GTF2H3', 'NR1H3', 'GTF2E1', 'AR', 'CCNK', 'POU2F1', 'CCNH', 'SMAD2', 'SMARCB1', 'CTDP1', 'GTF2B', 'SMAD9', 'SMAD4', 'RUNX1', 'EP300', 'MECP2', 'SUMO2', 'GPS2', 'NCOR1', 'HDAC3', 'MNAT1', 'GTF2F1', 'SMARCC2', 'SKI', 'BRCA1', 'CDK13', 'SP1', 'TBP', 'GTF2H5', 'KAT2B', 'ESR1', 'GTF2F2', 'FOXO1', 'DRAP1', 'RARA', 'GTF2E2', 'FOXH1', 'POU2F2', 'TBL1XR1', 'TP53', 'GTF2A1', 'SMAD3', 'ERCC2', 'HDAC2', 'KDM1A', 'SMARCC1', 'HEXIM1', 'SKIL', 'NCOA1', 'HIPK2']
18	GO:BP	GO:0006139	nucleobase-containing compound metabolic process	3.0539359199759143e-48	True	"""Any cellular metabolic process involving nucleobases, nucleosides, nucleotides and nucleic acids."" [GOC:ai]"	5202	107	104	17376	0.97196261682243	0.01999231064975	query_1	['GO:0006725', 'GO:0034641', 'GO:0044238', 'GO:0046483', 'GO:1901360']	['NRIP1', 'GTF3C3', 'RXRA', 'UBE2I', 'NCOA3', 'TGIF1', 'CCNT1', 'AKT1', 'WDR77', 'SMURF2', 'CREBBP', 'GTF3C1', 'CBFB', 'SUPT4H1', 'ZNF143', 'GTF3A', 'GTF2A2', 'CDK7', 'FOXO3', 'NR1H2', 'NCOA2', 'CARM1', 'CTNNB1', 'DDX5', 'HDAC1', 'GTF2H4', 'SMARCA4', 'BDP1', 'SMARCA2', 'CCNT2', 'FOXG1', 'GTF2H1', 'TBL1X', 'ERCC3', 'NCOR2', 'SIN3A', 'CDK9', 'SUPT5H', 'GTF3C2', 'RXRB', 'GTF2H3', 'NR1H3', 'GTF2E1', 'AR', 'CCNK', 'POU2F1', 'SUMO1', 'CCNH', 'SMAD2', 'DAXX', 'SMARCB1', 'RNF113A', 'CTDP1', 'GTF2B', 'TARS1', 'SMAD9', 'SMAD4', 'RUNX1', 'EP300', 'MECP2', 'PRMT5', 'PRMT1', 'SUMO2', 'GPS2', 'NCOR1', 'HDAC3', 'BRF1', 'MNAT1', 'BRF2', 'GTF3C4', 'GTF2F1', 'SMARCC2', 'SKI', 'BRCA1', 'CDK13', 'SP1', 'TBP', 'GTF2H5', 'KAT2B', 'ESR1', 'GTF2F2', 'FOXO1', 'PDE8A', 'GTF3C5', 'DRAP1', 'RARA', 'GTF2E2', 'FOXH1', 'POU2F2', 'CLNS1A', 'TBL1XR1', 'TP53', 'GTF2A1', 'SMAD3', 'PML', 'ERCC2', 'HDAC2', 'KDM1A', 'SMARCC1', 'HEXIM1', 'SKIL', 'NCOA1', 'HIPK2', 'CARS1']
19	GO:BP	GO:0010467	gene expression	1.941292528452846e-47	True	"""The process in which a gene's sequence is converted into a mature gene product (protein or RNA). This includes the production of an RNA transcript and its processing, translation and maturation for protein-coding genes."" [GOC:txnOH-2018, PMID:25934543, PMID:31580950]"	5526	107	105	17376	0.9813084112149532	0.01900108577633	query_1	['GO:0043170']	['NRIP1', 'GTF3C3', 'RXRA', 'UBE2I', 'NCOA3', 'TGIF1', 'CCNT1', 'AKT1', 'WDR77', 'SMURF2', 'CREBBP', 'GTF3C1', 'CBFB', 'SUPT4H1', 'ZNF143', 'GTF3A', 'GTF2A2', 'CDK7', 'FOXO3', 'NR1H2', 'NCOA2', 'CARM1', 'CTNNB1', 'DDX5', 'HDAC1', 'GTF2H4', 'SMARCA4', 'BDP1', 'SMARCA2', 'CCNT2', 'FOXG1', 'GTF2H1', 'TBL1X', 'ERCC3', 'NCOR2', 'SIN3A', 'CDK9', 'SUPT5H', 'GTF3C2', 'RXRB', 'GTF2H3', 'NR1H3', 'GTF2E1', 'AR', 'CCNK', 'POU2F1', 'SUMO1', 'CCNH', 'SMAD2', 'DAXX', 'SMARCB1', 'RNF113A', 'CTDP1', 'GTF2B', 'TARS1', 'SMAD9', 'RNF26', 'SMAD4', 'RUNX1', 'EP300', 'MECP2', 'PRMT5', 'PRMT1', 'SUMO2', 'GPS2', 'NCOR1', 'HDAC3', 'BRF1', 'MNAT1', 'BRF2', 'GTF3C4', 'GTF2F1', 'SMARCC2', 'SKI', 'BRCA1', 'CDK13', 'SP1', 'TBP', 'GTF2H5', 'KAT2B', 'ESR1', 'GTF2F2', 'FOXO1', 'PDE8A', 'GTF3C5', 'DRAP1', 'RARA', 'GTF2E2', 'FOXH1', 'POU2F2', 'CLNS1A', 'TBL1XR1', 'TP53', 'GTF2A1', 'SMAD3', 'PML', 'ERCC2', 'HDAC2', 'KDM1A', 'SMARCC1', 'HEXIM1', 'SKIL', 'NCOA1', 'HIPK2', 'CARS1']
20	GO:BP	GO:0046483	heterocycle metabolic process	5.6740615874114305e-47	True	"""The chemical reactions and pathways involving heterocyclic compounds, those with a cyclic molecular structure and at least two different atoms in the ring (or rings)."" [ISBN:0198506732]"	5358	107	104	17376	0.97196261682243	0.0194102276969018	query_1	['GO:0044237']	['NRIP1', 'GTF3C3', 'RXRA', 'UBE2I', 'NCOA3', 'TGIF1', 'CCNT1', 'AKT1', 'WDR77', 'SMURF2', 'CREBBP', 'GTF3C1', 'CBFB', 'SUPT4H1', 'ZNF143', 'GTF3A', 'GTF2A2', 'CDK7', 'FOXO3', 'NR1H2', 'NCOA2', 'CARM1', 'CTNNB1', 'DDX5', 'HDAC1', 'GTF2H4', 'SMARCA4', 'BDP1', 'SMARCA2', 'CCNT2', 'FOXG1', 'GTF2H1', 'TBL1X', 'ERCC3', 'NCOR2', 'SIN3A', 'CDK9', 'SUPT5H', 'GTF3C2', 'RXRB', 'GTF2H3', 'NR1H3', 'GTF2E1', 'AR', 'CCNK', 'POU2F1', 'SUMO1', 'CCNH', 'SMAD2', 'DAXX', 'SMARCB1', 'RNF113A', 'CTDP1', 'GTF2B', 'TARS1', 'SMAD9', 'SMAD4', 'RUNX1', 'EP300', 'MECP2', 'PRMT5', 'PRMT1', 'SUMO2', 'GPS2', 'NCOR1', 'HDAC3', 'BRF1', 'MNAT1', 'BRF2', 'GTF3C4', 'GTF2F1', 'SMARCC2', 'SKI', 'BRCA1', 'CDK13', 'SP1', 'TBP', 'GTF2H5', 'KAT2B', 'ESR1', 'GTF2F2', 'FOXO1', 'PDE8A', 'GTF3C5', 'DRAP1', 'RARA', 'GTF2E2', 'FOXH1', 'POU2F2', 'CLNS1A', 'TBL1XR1', 'TP53', 'GTF2A1', 'SMAD3', 'PML', 'ERCC2', 'HDAC2', 'KDM1A', 'SMARCC1', 'HEXIM1', 'SKIL', 'NCOA1', 'HIPK2', 'CARS1']
21	GO:BP	GO:0006725	cellular aromatic compound metabolic process	1.1725133902693663e-46	True	"""The chemical reactions and pathways involving aromatic compounds, any organic compound characterized by one or more planar rings, each of which contains conjugated double bonds and delocalized pi electrons, as carried out by individual cells."" [GOC:ai, ISBN:0198506732]"	5399	107	104	17376	0.97196261682243	0.0192628264493424	query_1	['GO:0044237']	['NRIP1', 'GTF3C3', 'RXRA', 'UBE2I', 'NCOA3', 'TGIF1', 'CCNT1', 'AKT1', 'WDR77', 'SMURF2', 'CREBBP', 'GTF3C1', 'CBFB', 'SUPT4H1', 'ZNF143', 'GTF3A', 'GTF2A2', 'CDK7', 'FOXO3', 'NR1H2', 'NCOA2', 'CARM1', 'CTNNB1', 'DDX5', 'HDAC1', 'GTF2H4', 'SMARCA4', 'BDP1', 'SMARCA2', 'CCNT2', 'FOXG1', 'GTF2H1', 'TBL1X', 'ERCC3', 'NCOR2', 'SIN3A', 'CDK9', 'SUPT5H', 'GTF3C2', 'RXRB', 'GTF2H3', 'NR1H3', 'GTF2E1', 'AR', 'CCNK', 'POU2F1', 'SUMO1', 'CCNH', 'SMAD2', 'DAXX', 'SMARCB1', 'RNF113A', 'CTDP1', 'GTF2B', 'TARS1', 'SMAD9', 'SMAD4', 'RUNX1', 'EP300', 'MECP2', 'PRMT5', 'PRMT1', 'SUMO2', 'GPS2', 'NCOR1', 'HDAC3', 'BRF1', 'MNAT1', 'BRF2', 'GTF3C4', 'GTF2F1', 'SMARCC2', 'SKI', 'BRCA1', 'CDK13', 'SP1', 'TBP', 'GTF2H5', 'KAT2B', 'ESR1', 'GTF2F2', 'FOXO1', 'PDE8A', 'GTF3C5', 'DRAP1', 'RARA', 'GTF2E2', 'FOXH1', 'POU2F2', 'CLNS1A', 'TBL1XR1', 'TP53', 'GTF2A1', 'SMAD3', 'PML', 'ERCC2', 'HDAC2', 'KDM1A', 'SMARCC1', 'HEXIM1', 'SKIL', 'NCOA1', 'HIPK2', 'CARS1']
22	GO:BP	GO:0044249	cellular biosynthetic process	7.067611019450258e-45	True	"""The chemical reactions and pathways resulting in the formation of substances, carried out by individual cells."" [GOC:jl]"	5011	107	101	17376	0.9439252336448598	0.0201556575533825	query_1	['GO:0009058', 'GO:0044237']	['NRIP1', 'GTF3C3', 'RXRA', 'UBE2I', 'NCOA3', 'TGIF1', 'CCNT1', 'AKT1', 'WDR77', 'SMURF2', 'CREBBP', 'GTF3C1', 'CBFB', 'SUPT4H1', 'ZNF143', 'GTF3A', 'GTF2A2', 'CDK7', 'FOXO3', 'NR1H2', 'NCOA2', 'CARM1', 'CTNNB1', 'DDX5', 'HDAC1', 'GTF2H4', 'SMARCA4', 'BDP1', 'SMARCA2', 'CCNT2', 'FOXG1', 'GTF2H1', 'TBL1X', 'ERCC3', 'NCOR2', 'SIN3A', 'CDK9', 'SUPT5H', 'GTF3C2', 'RXRB', 'GTF2H3', 'NR1H3', 'GTF2E1', 'AR', 'CCNK', 'POU2F1', 'SUMO1', 'CCNH', 'SMAD2', 'DAXX', 'SMARCB1', 'CTDP1', 'GTF2B', 'TARS1', 'SMAD9', 'SMAD4', 'RUNX1', 'EP300', 'MECP2', 'PRMT5', 'SUMO2', 'GPS2', 'NCOR1', 'HDAC3', 'BRF1', 'MNAT1', 'BRF2', 'GTF3C4', 'GTF2F1', 'SMARCC2', 'SKI', 'BRCA1', 'CDK13', 'SP1', 'TBP', 'GTF2H5', 'KAT2B', 'ESR1', 'GTF2F2', 'FOXO1', 'PDE8A', 'GTF3C5', 'DRAP1', 'RARA', 'GTF2E2', 'FOXH1', 'POU2F2', 'TBL1XR1', 'TP53', 'GTF2A1', 'SMAD3', 'PML', 'ERCC2', 'HDAC2', 'KDM1A', 'SMARCC1', 'HEXIM1', 'SKIL', 'NCOA1', 'HIPK2', 'CARS1']
23	GO:BP	GO:1901360	organic cyclic compound metabolic process	7.164408393741158e-45	True	"""The chemical reactions and pathways involving organic cyclic compound."" [GOC:TermGenie]"	5624	107	104	17376	0.97196261682243	0.0184921763869132	query_1	['GO:0071704']	['NRIP1', 'GTF3C3', 'RXRA', 'UBE2I', 'NCOA3', 'TGIF1', 'CCNT1', 'AKT1', 'WDR77', 'SMURF2', 'CREBBP', 'GTF3C1', 'CBFB', 'SUPT4H1', 'ZNF143', 'GTF3A', 'GTF2A2', 'CDK7', 'FOXO3', 'NR1H2', 'NCOA2', 'CARM1', 'CTNNB1', 'DDX5', 'HDAC1', 'GTF2H4', 'SMARCA4', 'BDP1', 'SMARCA2', 'CCNT2', 'FOXG1', 'GTF2H1', 'TBL1X', 'ERCC3', 'NCOR2', 'SIN3A', 'CDK9', 'SUPT5H', 'GTF3C2', 'RXRB', 'GTF2H3', 'NR1H3', 'GTF2E1', 'AR', 'CCNK', 'POU2F1', 'SUMO1', 'CCNH', 'SMAD2', 'DAXX', 'SMARCB1', 'RNF113A', 'CTDP1', 'GTF2B', 'TARS1', 'SMAD9', 'SMAD4', 'RUNX1', 'EP300', 'MECP2', 'PRMT5', 'PRMT1', 'SUMO2', 'GPS2', 'NCOR1', 'HDAC3', 'BRF1', 'MNAT1', 'BRF2', 'GTF3C4', 'GTF2F1', 'SMARCC2', 'SKI', 'BRCA1', 'CDK13', 'SP1', 'TBP', 'GTF2H5', 'KAT2B', 'ESR1', 'GTF2F2', 'FOXO1', 'PDE8A', 'GTF3C5', 'DRAP1', 'RARA', 'GTF2E2', 'FOXH1', 'POU2F2', 'CLNS1A', 'TBL1XR1', 'TP53', 'GTF2A1', 'SMAD3', 'PML', 'ERCC2', 'HDAC2', 'KDM1A', 'SMARCC1', 'HEXIM1', 'SKIL', 'NCOA1', 'HIPK2', 'CARS1']
