Wiedemann-Rautenstrauch syndrome	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
893	GO:BP	GO:0022414	reproductive process	0.0170687307073826	True	"""A biological process that directly contributes to the process of producing new individuals by one or two organisms. The new individuals inherit some proportion of their genetic material from the parent or parents."" [GOC:dph, GOC:isa_complete]"	1453	100	18	15719	0.18	0.0123881624225739	query_1	['GO:0000003', 'GO:0008150']	['ITGB1', 'SRC', 'SPP1', 'ITGB3', 'TGFB3', 'SOS1', 'ITGA5', 'TNC', 'JAM3', 'PTK2B', 'VEGFA', 'CRKL', 'ADAM15', 'ITGA3', 'CBL', 'JAM2', 'PTPN11', 'PDGFRA']
894	GO:BP	GO:0051496	positive regulation of stress fiber assembly	0.0170691319839705	True	"""Any process that activates or increases the frequency, rate or extent of the assembly of a stress fiber, a bundle of microfilaments and other proteins found in fibroblasts."" [GOC:ai]"	52	100	3	15719	0.03	0.0576923076923076	query_1	['GO:0032233', 'GO:0043149', 'GO:0051492']	['TGFB3', 'PXN', 'APOA1']
895	GO:BP	GO:0016032	viral process	0.0173347951818068	True	"""A multi-organism process in which a virus is a participant. The other participant is the host. Includes infection of a host cell, replication of the viral genome, and assembly of progeny virus particles. In some cases the viral genetic material may integrate into the host genome and only subsequently, under particular circumstances, 'complete' its life cycle."" [GOC:bf, GOC:jl, GOC:mah]"	408	100	8	15719	0.08	0.0196078431372549	query_1	['GO:0008150']	['ITGB1', 'ITGB5', 'ITGAV', 'ITGB3', 'ITGA5', 'EGFR', 'ITGB6', 'ITGB7']
246	REAC	REAC:R-HSA-1295596	Spry regulation of FGF signaling	0.0173609845679368	True	Spry regulation of FGF signaling	14	93	2	10022	0.021505376344086	0.1428571428571428	query_1	['REAC:R-HSA-5654726', 'REAC:R-HSA-5654727', 'REAC:R-HSA-5654732', 'REAC:R-HSA-5654733']	['CBL', 'PTPN11']
249	REAC	REAC:R-HSA-399955	SEMA3A-Plexin repulsion signaling by inhibiting Integrin adhesion	0.0173609845679368	True	SEMA3A-Plexin repulsion signaling by inhibiting Integrin adhesion	14	93	2	10022	0.021505376344086	0.1428571428571428	query_1	['REAC:R-HSA-373755']	['FYN', 'TLN1']
248	REAC	REAC:R-HSA-5654689	PI-3K cascade:FGFR1	0.0173609845679368	True	PI-3K cascade:FGFR1	14	93	2	10022	0.021505376344086	0.1428571428571428	query_1	['REAC:R-HSA-5654687']	['PIK3R1', 'PTPN11']
247	REAC	REAC:R-HSA-8875360	InlB-mediated entry of Listeria monocytogenes into host cell	0.0173609845679368	True	InlB-mediated entry of Listeria monocytogenes into host cell	14	93	2	10022	0.021505376344086	0.1428571428571428	query_1	['REAC:R-HSA-8876384']	['MET', 'CBL']
896	GO:BP	GO:1903707	negative regulation of hemopoiesis	0.0174451450255217	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of hemopoiesis."" [GO_REF:0000058, GOC:pad, GOC:PARL, GOC:TermGenie, PMID:20080761]"	105	100	4	15719	0.04	0.0380952380952381	query_1	['GO:0002683', 'GO:0010721', 'GO:0030097', 'GO:0051241', 'GO:1903706']	['PIK3R1', 'LYN', 'FBN1', 'ERBB2']
899	GO:BP	GO:0036035	osteoclast development	0.0174622514772527	True	"""The process whose specific outcome is the progression of a osteoclast from its formation to the mature structure. Cell development does not include the steps involved in committing a cell to a specific fate. An osteoclast is a specialized phagocytic cell associated with the absorption and removal of the mineralized matrix of bone tissue."" [CL:0000092, GOC:bf, GOC:yaf]"	16	100	2	15719	0.02	0.125	query_1	['GO:0030316', 'GO:0061515', 'GO:0098751']	['SRC', 'FBN1']
900	GO:BP	GO:0055091	phospholipid homeostasis	0.0174622514772527	True	"""Any process involved in the maintenance of an internal steady state of phospholipid within an organism or cell."" [GOC:BHF, GOC:rl]"	16	100	2	15719	0.02	0.125	query_1	['GO:0055088']	['APOA1', 'ITGB6']
897	GO:BP	GO:0033623	regulation of integrin activation	0.0174622514772527	True	"""Any process that modulates the frequency, rate, or extent of integrin activation."" [GOC:add]"	16	100	2	15719	0.02	0.125	query_1	['GO:0033622', 'GO:0043254']	['SRC', 'JAM3']
898	GO:BP	GO:0023035	CD40 signaling pathway	0.0174622514772527	True	"""The series of molecular signals initiated by the binding of the cell surface receptor CD40 to one of its physiological ligands, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:mtg_signal, GOC:signaling, PMID:11348017]"	16	100	2	15719	0.02	0.125	query_1	['GO:0007166']	['ITGB1', 'ITGA5']
901	GO:BP	GO:0010518	positive regulation of phospholipase activity	0.0178708560996239	True	"""Any process that increases the frequency, rate or extent of phospholipase activity, the hydrolysis of a phospholipid."" [GOC:BHF, GOC:dph, GOC:tb]"	53	100	3	15719	0.03	0.0566037735849056	query_1	['GO:0010517', 'GO:0060193']	['ITK', 'EGFR', 'PDGFRA']
902	GO:BP	GO:0120034	positive regulation of plasma membrane bounded cell projection assembly	0.0178826604766005	True	"""Any process that activates or increases the frequency, rate or extent of plasma membrane bounded cell projection assembly."" [GOC:krc]"	106	100	4	15719	0.04	0.0377358490566037	query_1	['GO:0031346', 'GO:0044089', 'GO:0120031', 'GO:0120032']	['TGFB3', 'PIK3R1', 'HSP90AA1', 'AGRN']
903	GO:BP	GO:0048144	fibroblast proliferation	0.0178826604766005	True	"""The multiplication or reproduction of fibroblast cells, resulting in the expansion of the fibroblast population."" [GOC:jid]"	106	100	4	15719	0.04	0.0377358490566037	query_1	['GO:0008283']	['FN1', 'ITGB3', 'EGFR', 'PDGFRA']
904	GO:BP	GO:0032147	activation of protein kinase activity	0.0178826604766005	True	"""Any process that initiates the activity of an inactive protein kinase."" [GOC:mah]"	106	100	4	15719	0.04	0.0377358490566037	query_1	['GO:0045860']	['SRC', 'ITGB3', 'PTK2B', 'VEGFA']
905	GO:BP	GO:0000003	reproduction	0.0179667188931844	True	"""The production of new individuals that contain some portion of genetic material inherited from one or more parent organisms."" [GOC:go_curators, GOC:isa_complete, GOC:jl, ISBN:0198506732]"	1462	100	18	15719	0.18	0.0123119015047879	query_1	['GO:0008150']	['ITGB1', 'SRC', 'SPP1', 'ITGB3', 'TGFB3', 'SOS1', 'ITGA5', 'TNC', 'JAM3', 'PTK2B', 'VEGFA', 'CRKL', 'ADAM15', 'ITGA3', 'CBL', 'JAM2', 'PTPN11', 'PDGFRA']
120	GO:CC	GO:0061826	podosome ring	0.0181480959523243	True	"""The ring structure surrounding the podosome core, containing proteins such as vinculin and talin."" [PMID:23158496]"	1	101	1	16420	0.0099009900990099	1.0	query_1	['GO:0002102', 'GO:0110165']	['VCL']
114	GO:CC	GO:0034677	integrin alpha7-beta1 complex	0.0181480959523243	True	"""An integrin complex that comprises one alpha7 subunit and one beta1 subunit."" [PMID:12297042]"	1	101	1	16420	0.0099009900990099	1.0	query_1	['GO:0008305']	['ITGB1']
115	GO:CC	GO:0097489	multivesicular body, internal vesicle lumen	0.0181480959523243	True	"""The volume enclosed by the membrane of the multivesicular body internal vesicle."" [GOC:pde, PMID:21183070]"	1	101	1	16420	0.0099009900990099	1.0	query_1	['GO:0031983', 'GO:0070013', 'GO:0097487']	['EGFR']
116	GO:CC	GO:0090637	inner dense plaque of desmosome	0.0181480959523243	True	"""The desmosomal part containing the C-termini of desmoplakins which interact with the keratin intermediate filaments, serving to tether the intermediate filaments to the plasma membrane."" [PMID:20066089]"	1	101	1	16420	0.0099009900990099	1.0	query_1	['GO:0030057', 'GO:0110165']	['VCL']
117	GO:CC	GO:0090636	outer dense plaque of desmosome	0.0181480959523243	True	"""The desmosomal part containing plakoglobins, plakophilins, the N-termini of desmoplakins, as well as the cytoplasmic tails of the desmosomal cadherins, which together attach the plaque to the plasma membrane."" [PMID:20066089]"	1	101	1	16420	0.0099009900990099	1.0	query_1	['GO:0030057', 'GO:0110165']	['VCL']
118	GO:CC	GO:1990150	VEGF-A complex	0.0181480959523243	True	"""A homodimeric, extracellular protein complex containing two VEGF-A monomers. Binds to and activates a receptor tyrosine kinase."" [GOC:bf, GOC:bhm, PMID:12207021, PMID:19658168]"	1	101	1	16420	0.0099009900990099	1.0	query_1	['GO:0036454']	['VEGFA']
119	GO:CC	GO:0071065	alpha9-beta1 integrin-vascular cell adhesion molecule-1 complex	0.0181480959523243	True	"""A protein complex that consists of an alpha9-beta1 integrin complex bound to vascular cell adhesion molecule-1."" [PMID:10209034]"	1	101	1	16420	0.0099009900990099	1.0	query_1	['GO:0098797']	['VCAM1']
906	GO:BP	GO:0007254	JNK cascade	0.0184616486800368	True	"""An intracellular protein kinase cascade containing at least a JNK (a MAPK), a JNKK (a MAPKK) and a JUN3K (a MAP3K). The cascade can also contain an additional tier: the upstream MAP4K. The kinases in each tier phosphorylate and activate the kinases in the downstream tier to transmit a signal within a cell."" [GOC:bf, GOC:signaling, PMID:11790549, PMID:20811974]"	172	100	5	15719	0.05	0.0290697674418604	query_1	['GO:0051403']	['RAPGEF1', 'CRK', 'EGFR', 'PTK2B', 'CRKL']
907	GO:BP	GO:0001954	positive regulation of cell-matrix adhesion	0.0187112047691655	True	"""Any process that activates or increases the rate or extent of cell adhesion to an extracellular matrix."" [GOC:hjd]"	54	100	3	15719	0.03	0.0555555555555555	query_1	['GO:0001952', 'GO:0007160', 'GO:0010811']	['ITGB3', 'PTK2B', 'VEGFA']
908	GO:BP	GO:0061387	regulation of extent of cell growth	0.0190226459678081	True	"""Any process that modulates the extent of cell growth."" [GOC:mah, GOC:vw]"	108	100	4	15719	0.04	0.037037037037037	query_1	['GO:0001558', 'GO:0008361']	['FN1', 'SPP1', 'CDH1', 'VEGFA']
250	REAC	REAC:R-HSA-9013404	RAC2 GTPase cycle	0.019042005203958	True	RAC2 GTPase cycle	85	93	4	10022	0.043010752688172	0.0470588235294117	query_1	['REAC:R-HSA-9012999']	['ITGB1', 'PIK3R1', 'IQGAP1', 'VAV1']
909	GO:BP	GO:0043010	camera-type eye development	0.0191044145075745	True	"""The process whose specific outcome is the progression of the camera-type eye over time, from its formation to the mature structure. The camera-type eye is an organ of sight that receives light through an aperture and focuses it through a lens, projecting it on a photoreceptor field."" [GOC:go_curators, GOC:mtg_sensu]"	329	100	7	15719	0.07	0.0212765957446808	query_1	['GO:0001654']	['SOS1', 'EGFR', 'PFDN5', 'FBN1', 'FBN2', 'VEGFA', 'PDGFRA']
910	GO:BP	GO:0019216	regulation of lipid metabolic process	0.0191044145075745	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving lipids."" [GOC:go_curators]"	329	100	7	15719	0.07	0.0212765957446808	query_1	['GO:0006629', 'GO:0080090']	['SRC', 'PLCG2', 'LYN', 'APOA1', 'PTK2B', 'PTK2', 'PDGFRA']
921	GO:BP	GO:0010759	positive regulation of macrophage chemotaxis	0.0192599356303621	True	"""Any process that increases the rate, frequency or extent of macrophage chemotaxis. Macrophage chemotaxis is the movement of a macrophage in response to an external stimulus."" [GOC:BHF, GOC:dph, GOC:tb]"	17	100	2	15719	0.02	0.1176470588235294	query_1	['GO:0002690', 'GO:0010758', 'GO:0048246', 'GO:0071622', 'GO:0071675', 'GO:1905523']	['PTK2', 'THBS1']
920	GO:BP	GO:0050746	regulation of lipoprotein metabolic process	0.0192599356303621	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving lipoproteins, any conjugated, water-soluble protein in which the nonprotein group consists of a lipid or lipids."" [GOC:ai]"	17	100	2	15719	0.02	0.1176470588235294	query_1	['GO:0031323', 'GO:0042157', 'GO:0051246']	['ITGAV', 'ITGB3']
919	GO:BP	GO:0150118	negative regulation of cell-substrate junction organization	0.0192599356303621	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of cell-substrate junction organization."" [GOC:aruk]"	17	100	2	15719	0.02	0.1176470588235294	query_1	['GO:0051129', 'GO:0150115', 'GO:0150116']	['SRC', 'THBS1']
918	GO:BP	GO:1903672	positive regulation of sprouting angiogenesis	0.0192599356303621	True	"""Any process that activates or increases the frequency, rate or extent of sprouting angiogenesis."" [GO_REF:0000058, GOC:TermGenie, PMID:16756958]"	17	100	2	15719	0.02	0.1176470588235294	query_1	['GO:0002040', 'GO:0045766', 'GO:1903670']	['ITGA5', 'VEGFA']
912	GO:BP	GO:0043129	surfactant homeostasis	0.0192599356303621	True	"""Any process involved in the maintenance of a steady-state level of a surface-active agent that maintains the surface tension of a liquid."" [PMID:23708874, PMID:9751757]"	17	100	2	15719	0.02	0.1176470588235294	query_1	['GO:0140962']	['VEGFA', 'ITGB6']
915	GO:BP	GO:0062197	cellular response to chemical stress	0.0192599356303621	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a chemical stimulus indicating the organism is under stress."" [PMID:26653712]"	330	100	7	15719	0.07	0.0212121212121212	query_1	['GO:0033554', 'GO:0070887']	['MET', 'SRC', 'PXN', 'FYN', 'FBLN5', 'EGFR', 'PDGFRA']
914	GO:BP	GO:0038065	collagen-activated signaling pathway	0.0192599356303621	True	"""The series of molecular signals initiated by collagen binding to a cell surface receptor, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:bf, GOC:uh, PMID:21568710]"	17	100	2	15719	0.02	0.1176470588235294	query_1	['GO:0007166']	['SYK', 'MUSK']
913	GO:BP	GO:1903140	regulation of establishment of endothelial barrier	0.0192599356303621	True	"""Any process that modulates the frequency, rate or extent of establishment of endothelial barrier."" [GO_REF:0000058, GOC:als, GOC:TermGenie, PMID:24851274]"	17	100	2	15719	0.02	0.1176470588235294	query_1	['GO:0061028', 'GO:1901550']	['VCL', 'VEGFA']
911	GO:BP	GO:1901550	regulation of endothelial cell development	0.0192599356303621	True	"""Any process that modulates the frequency, rate or extent of endothelial cell development."" [GOC:pr, GOC:TermGenie, PMID:19470579]"	17	100	2	15719	0.02	0.1176470588235294	query_1	['GO:0001885', 'GO:0045601', 'GO:0060284']	['VCL', 'VEGFA']
916	GO:BP	GO:0009886	post-embryonic animal morphogenesis	0.0192599356303621	True	"""The process, occurring after animal embryonic development, by which anatomical structures are generated and organized."" [GOC:go_curators]"	17	100	2	15719	0.02	0.1176470588235294	query_1	['GO:0009653', 'GO:0009791']	['FBN1', 'MFAP2']
917	GO:BP	GO:0051895	negative regulation of focal adhesion assembly	0.0192599356303621	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of focal adhesion assembly, the establishment and maturation of focal adhesions."" [GOC:ai]"	17	100	2	15719	0.02	0.1176470588235294	query_1	['GO:0001953', 'GO:0048041', 'GO:0051893', 'GO:0150118', 'GO:1901889']	['SRC', 'THBS1']
922	GO:BP	GO:0002699	positive regulation of immune effector process	0.0192963301472838	True	"""Any process that activates or increases the frequency, rate, or extent of an immune effector process."" [GOC:add]"	249	100	6	15719	0.06	0.0240963855421686	query_1	['GO:0002252', 'GO:0002684', 'GO:0002697']	['RAPGEF1', 'PLCG2', 'LYN', 'VAV1', 'SYK', 'FCGR1A']
923	GO:BP	GO:0045446	endothelial cell differentiation	0.0193334418718001	True	"""The process in which a mesodermal, bone marrow or neural crest cell acquires specialized features of an endothelial cell, a thin flattened cell. A layer of such cells lines the inside surfaces of body cavities, blood vessels, and lymph vessels, making up the endothelium."" [CL:0000115, GOC:go_curators]"	109	100	4	15719	0.04	0.036697247706422	query_1	['GO:0003158', 'GO:0030855']	['MET', 'RAPGEF1', 'VCL', 'VEGFA']
924	GO:BP	GO:2000179	positive regulation of neural precursor cell proliferation	0.0193382823926952	True	"""Any process that activates or increases the frequency, rate or extent of neural precursor cell proliferation."" [GOC:dph, GOC:yaf]"	55	100	3	15719	0.03	0.0545454545454545	query_1	['GO:0008284', 'GO:0061351', 'GO:2000177']	['ITGB1', 'LYN', 'VEGFA']
925	GO:BP	GO:0006816	calcium ion transport	0.0193654466456678	True	"""The directed movement of calcium (Ca) ions into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]"	418	100	8	15719	0.08	0.0191387559808612	query_1	['GO:0030001', 'GO:0071702']	['ITGAV', 'ITGB3', 'PLCG2', 'FYN', 'LYN', 'PLCG1', 'PTK2B', 'LCK']
121	GO:CC	GO:0097038	perinuclear endoplasmic reticulum	0.0193775382827511	True	"""The portion of endoplasmic reticulum, the intracellular network of tubules and cisternae, that occurs near the nucleus. The lumen of the perinuclear endoplasmic reticulum is contiguous with the nuclear envelope lumen (also called perinuclear space), the region between the inner and outer nuclear membranes."" [GOC:bf, GOC:mah, GOC:mcc, GOC:pr, GOC:vw]"	20	101	2	16420	0.0198019801980198	0.1	query_1	['GO:0005783', 'GO:0048471', 'GO:0110165']	['PIK3R1', 'FYN']
926	GO:BP	GO:0032386	regulation of intracellular transport	0.0193963241294813	True	"""Any process that modulates the frequency, rate or extent of the directed movement of substances within cells."" [GOC:mah]"	331	100	7	15719	0.07	0.0211480362537764	query_1	['GO:0046907', 'GO:0051049', 'GO:0060341']	['SRC', 'PIK3R1', 'FYN', 'HSP90AA1', 'ERBB2', 'CDH1', 'PTPN11']
927	GO:BP	GO:0097305	response to alcohol	0.0195625063617657	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an alcohol stimulus."" [GOC:pr, PMID:24014527]"	250	100	6	15719	0.06	0.024	query_1	['GO:0010033', 'GO:1901700']	['FYN', 'CDH1', 'PTK2B', 'VCAM1', 'ADAM15', 'CBL']
928	GO:BP	GO:0006810	transport	0.0195625063617657	True	"""The directed movement of substances (such as macromolecules, small molecules, ions) or cellular components (such as complexes and organelles) into, out of or within a cell, or between cells, or within a multicellular organism by means of some agent such as a transporter or a transporter complex, a pore or a motor protein."" [GOC:dos, GOC:dph, GOC:jl, GOC:mah]"	4218	100	39	15719	0.39	0.0092460881934566	query_1	['GO:0051234']	['MET', 'RAPGEF1', 'ITGB1', 'ITGAV', 'SRC', 'SPP1', 'FGA', 'ITGB3', 'TGFB3', 'PIK3R1', 'PLCG2', 'LRP4', 'FYN', 'ITGA4', 'LAT', 'LYN', 'FBLN5', 'LMNB2', 'GRB2', 'EGFR', 'APOA1', 'HSP90AA1', 'FGB', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'FGG', 'ERBB2', 'CDH1', 'PTK2B', 'VEGFA', 'VTN', 'UXT', 'PTK2', 'LCK', 'THBS1', 'CBL', 'PTPN11']
251	REAC	REAC:R-HSA-5654693	FRS-mediated FGFR1 signaling	0.0197536011386241	True	FRS-mediated FGFR1 signaling	15	93	2	10022	0.021505376344086	0.1333333333333333	query_1	['REAC:R-HSA-5654687']	['SOS1', 'PTPN11']
929	GO:BP	GO:0046822	regulation of nucleocytoplasmic transport	0.019837847409327	True	"""Any process that modulates the frequency, rate or extent of the directed movement of substances between the nucleus and the cytoplasm."" [GOC:bf]"	110	100	4	15719	0.04	0.0363636363636363	query_1	['GO:0006913', 'GO:0032386']	['PIK3R1', 'HSP90AA1', 'CDH1', 'PTPN11']
122	GO:CC	GO:0098984	neuron to neuron synapse	0.0200014617148405	True	"""A synapse in which pre and post-synaptic cells are neurons."" [GOC:dos]"	361	101	7	16420	0.0693069306930693	0.0193905817174515	query_1	['GO:0045202']	['ITGB1', 'SRC', 'LRP4', 'SOS1', 'FYN', 'LYN', 'PTK2B']
930	GO:BP	GO:0031323	regulation of cellular metabolic process	0.0200772201212856	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways by which individual cells transform chemical substances."" [GOC:mah]"	5085	100	45	15719	0.45	0.0088495575221238	query_1	['GO:0019222', 'GO:0044237', 'GO:0050794']	['MET', 'FN1', 'ITGAV', 'SRC', 'SPP1', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'SHC1', 'PLCG2', 'LRP4', 'SOS1', 'LOX', 'ITGA5', 'FYN', 'IQGAP1', 'LAT', 'LYN', 'FBLN5', 'GRB2', 'LCP2', 'EGFR', 'URI1', 'APOA1', 'PFDN5', 'HSP90AA1', 'SYK', 'FCGR1A', 'ERBB2', 'MUSK', 'CDH1', 'PTK2B', 'VEGFA', 'AGRN', 'CRKL', 'VTN', 'UXT', 'PTK2', 'EMILIN1', 'THBS1', 'CBL', 'PTPN11', 'PDGFRA', 'PIH1D1']
931	GO:BP	GO:0090630	activation of GTPase activity	0.0204366964420867	True	"""Any process that initiates the activity of an inactive GTPase through the replacement of GDP by GTP."" [GOC:dph, GOC:mah, GOC:tb]"	111	100	4	15719	0.04	0.036036036036036	query_1	['GO:0043547']	['RAPGEF1', 'CRK', 'PTK2B', 'CRKL']
932	GO:BP	GO:0051234	establishment of localization	0.0206449705749708	True	"""Any process that localizes a substance or cellular component. This may occur via movement, tethering or selective degradation."" [GOC:ai, GOC:dos]"	4373	100	40	15719	0.4	0.0091470386462382	query_1	['GO:0051179']	['MET', 'RAPGEF1', 'ITGB1', 'ITGAV', 'SRC', 'SPP1', 'FGA', 'ITGB3', 'TGFB3', 'PIK3R1', 'PLCG2', 'LRP4', 'FYN', 'ITGA4', 'LAT', 'LYN', 'FBLN5', 'LMNB2', 'GRB2', 'EGFR', 'APOA1', 'HSP90AA1', 'FGB', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'FGG', 'ERBB2', 'CDH1', 'PTK2B', 'VEGFA', 'VTN', 'UXT', 'PTK2', 'LCK', 'THBS1', 'CBL', 'PTPN11', 'PIH1D1']
933	GO:BP	GO:0003007	heart morphogenesis	0.0209741448564433	True	"""The developmental process in which the heart is generated and organized. The heart is a hollow, muscular organ, which, by contracting rhythmically, keeps up the circulation of the blood."" [GOC:dph, GOC:isa_complete]"	254	100	6	15719	0.06	0.0236220472440944	query_1	['GO:0007507', 'GO:0009887']	['SOS1', 'VEGFA', 'CRKL', 'PTK2', 'ADAM15', 'ELN']
123	GO:CC	GO:0031258	lamellipodium membrane	0.0209878371907529	True	"""The portion of the plasma membrane surrounding a lamellipodium."" [GOC:mah]"	21	101	2	16420	0.0198019801980198	0.0952380952380952	query_1	['GO:0030027', 'GO:0031253', 'GO:0031256']	['ITGAV', 'ITGB3']
934	GO:BP	GO:0002011	morphogenesis of an epithelial sheet	0.0211274696676207	True	"""The process in which the anatomical structures of an epithelial sheet are generated and organized. An epithelial sheet is a flat surface consisting of closely packed epithelial cells."" [GOC:jl]"	57	100	3	15719	0.03	0.0526315789473684	query_1	['GO:0002009']	['ITGB1', 'SOS1', 'ITGA5']
935	GO:BP	GO:0050673	epithelial cell proliferation	0.0211274696676207	True	"""The multiplication or reproduction of epithelial cells, resulting in the expansion of a cell population. Epithelial cells make up the epithelium, the covering of internal and external surfaces of the body, including the lining of vessels and other small cavities. It consists of cells joined by small amounts of cementing substances."" [ISBN:0721662544]"	425	100	8	15719	0.08	0.0188235294117647	query_1	['GO:0008283']	['ITGB3', 'ITGA4', 'EGFR', 'APOA1', 'PLCG1', 'ERBB2', 'VEGFA', 'THBS1']
936	GO:BP	GO:1905564	positive regulation of vascular endothelial cell proliferation	0.0211423172596334	True	"""Any process that activates or increases the frequency, rate or extent of vascular endothelial cell proliferation."" [GO_REF:0000058, GOC:BHF, GOC:BHF_telomere, GOC:nc, GOC:TermGenie, PMID:23201774]"	18	100	2	15719	0.02	0.1111111111111111	query_1	['GO:0001938', 'GO:0101023', 'GO:1905562']	['ITGA4', 'PLCG1']
937	GO:BP	GO:0010544	negative regulation of platelet activation	0.0211423172596334	True	"""Any process that decreases the rate or frequency of platelet activation. Platelet activation is a series of progressive, overlapping events triggered by exposure of the platelets to subendothelial tissue."" [GOC:BHF, GOC:dph, GOC:tb]"	18	100	2	15719	0.02	0.1111111111111111	query_1	['GO:0010543', 'GO:0030168', 'GO:0030195', 'GO:0050866']	['FGG', 'PDGFRA']
938	GO:BP	GO:0002544	chronic inflammatory response	0.0211423172596334	True	"""Inflammation of prolonged duration (weeks or months) in which active inflammation, tissue destruction, and attempts at repair are proceeding simultaneously. Although it may follow acute inflammation, chronic inflammation frequently begins insidiously, as a low-grade, smoldering, often asymptomatic response."" [GO_REF:0000022, GOC:jal, ISBN:0781735149]"	18	100	2	15719	0.02	0.1111111111111111	query_1	['GO:0006954']	['VCAM1', 'THBS1']
939	GO:BP	GO:0090136	epithelial cell-cell adhesion	0.0211423172596334	True	"""The attachment of an epithelial cell to another epithelial cell via adhesion molecules."" [GOC:ascb_2009, GOC:dph, GOC:tb]"	18	100	2	15719	0.02	0.1111111111111111	query_1	['GO:0098609']	['ITGB5', 'VCL']
940	GO:BP	GO:0051917	regulation of fibrinolysis	0.0211423172596334	True	"""Any process that modulates the frequency, rate or extent of fibrinolysis, an ongoing process that solubilizes fibrin, resulting in the removal of small blood clots."" [GOC:ai]"	18	100	2	15719	0.02	0.1111111111111111	query_1	['GO:0030193', 'GO:0042730']	['VTN', 'THBS1']
941	GO:BP	GO:0001501	skeletal system development	0.0213087077602876	True	"""The process whose specific outcome is the progression of the skeleton over time, from its formation to the mature structure. The skeleton is the bony framework of the body in vertebrates (endoskeleton) or the hard outer envelope of insects (exoskeleton or dermoskeleton)."" [GOC:dph, GOC:jid, GOC:tb]"	519	100	9	15719	0.09	0.0173410404624277	query_1	['GO:0048731']	['SRC', 'TGFB3', 'LOX', 'PAPSS2', 'FBN1', 'FBN2', 'ITGB6', 'PTPN11', 'PDGFRA']
942	GO:BP	GO:0070661	leukocyte proliferation	0.0213267821649542	True	"""The expansion of a leukocyte population by cell division."" [GOC:add]"	338	100	7	15719	0.07	0.0207100591715976	query_1	['GO:0008283']	['SOS1', 'FYN', 'LYN', 'SYK', 'ERBB2', 'VCAM1', 'PTK2']
943	GO:BP	GO:0043200	response to amino acid	0.0214843296382213	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an amino acid stimulus. An amino acid is a carboxylic acids containing one or more amino groups."" [GOC:ef, GOC:mlg]"	113	100	4	15719	0.04	0.0353982300884955	query_1	['GO:0001101', 'GO:0010243', 'GO:1901700']	['FYN', 'LYN', 'EGFR', 'PDGFRA']
944	GO:BP	GO:0051924	regulation of calcium ion transport	0.021520474734337	True	"""Any process that modulates the frequency, rate or extent of the directed movement of calcium ions into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]"	256	100	6	15719	0.06	0.0234375	query_1	['GO:0006816', 'GO:0010959']	['ITGB3', 'PLCG2', 'FYN', 'LYN', 'PLCG1', 'PTK2B']
258	REAC	REAC:R-HSA-9674428	PDGFR mutants bind TKIs	0.0215687649333629	True	PDGFR mutants bind TKIs	1	93	1	10022	0.010752688172043	1.0	query_1	['REAC:R-HSA-9671555']	['PDGFRA']
257	REAC	REAC:R-HSA-9674396	Imatinib-resistant PDGFR mutants	0.0215687649333629	True	Imatinib-resistant PDGFR mutants	1	93	1	10022	0.010752688172043	1.0	query_1	['REAC:R-HSA-9674415']	['PDGFRA']
256	REAC	REAC:R-HSA-9674403	Regorafenib-resistant PDGFR mutants	0.0215687649333629	True	Regorafenib-resistant PDGFR mutants	1	93	1	10022	0.010752688172043	1.0	query_1	['REAC:R-HSA-9674415']	['PDGFRA']
255	REAC	REAC:R-HSA-9674404	Sorafenib-resistant PDGFR mutants	0.0215687649333629	True	Sorafenib-resistant PDGFR mutants	1	93	1	10022	0.010752688172043	1.0	query_1	['REAC:R-HSA-9674415']	['PDGFRA']
253	REAC	REAC:R-HSA-9674415	Drug resistance of PDGFR mutants	0.0215687649333629	True	Drug resistance of PDGFR mutants	1	93	1	10022	0.010752688172043	1.0	query_1	['REAC:R-HSA-9671555']	['PDGFRA']
254	REAC	REAC:R-HSA-3560796	Defective PAPSS2 causes SEMD-PA	0.0215687649333629	True	Defective PAPSS2 causes SEMD-PA	1	93	1	10022	0.010752688172043	1.0	query_1	['REAC:R-HSA-3560782']	['PAPSS2']
