Branchioskeletogenital syndrome	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
1372	GO:BP	GO:0007292	female gamete generation	0.0086180597536774	True	"""Generation of the female gamete; specialised haploid cells produced by meiosis and along with a male gamete takes part in sexual reproduction."" [GOC:dph, ISBN:0198506732]"	153	99	5	15719	0.0505050505050505	0.0326797385620915	query_1	['GO:0007276']	['NRIP1', 'WDR77', 'SRC', 'CTNNB1', 'SIRT1']
199	REAC	REAC:R-HSA-3214847	HATs acetylate histones	0.0086213979731692	True	HATs acetylate histones	140	98	6	10022	0.0612244897959183	0.0428571428571428	query_1	['REAC:R-HSA-3247509']	['CREBBP', 'KAT2A', 'NCOA2', 'EP300', 'KAT2B', 'NCOA1']
1373	GO:BP	GO:0009791	post-embryonic development	0.0086344902911437	True	"""The process whose specific outcome is the progression of the organism over time, from the completion of embryonic development to the mature structure. See embryonic development."" [GOC:go_curators]"	93	99	4	15719	0.0404040404040404	0.043010752688172	query_1	['GO:0007275', 'GO:0032501']	['PSEN1', 'KMT2A', 'SMAD2', 'MECP2']
1374	GO:BP	GO:0032102	negative regulation of response to external stimulus	0.0086665157298698	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of a response to an external stimulus."" [GOC:mah]"	382	99	8	15719	0.0808080808080808	0.0209424083769633	query_1	['GO:0009605', 'GO:0032101', 'GO:0048585']	['SRC', 'NR1H2', 'NR1H3', 'NOTCH1', 'GPS2', 'CTNNA2', 'CDH5', 'SMAD3']
1378	GO:BP	GO:0032964	collagen biosynthetic process	0.0086724788482903	True	"""The chemical reactions and pathways resulting in the formation of collagen, any of a group of fibrous proteins of very high tensile strength that form the main component of connective tissue in animals. Collagen is highly enriched in glycine (some regions are 33% glycine) and proline, occurring predominantly as 3-hydroxyproline (about 20%)."" [GOC:mah, ISBN:0198506732]"	45	99	3	15719	0.0303030303030303	0.0666666666666666	query_1	['GO:0009058', 'GO:0032963']	['NOTCH1', 'RUNX1', 'HDAC2']
1377	GO:BP	GO:0006356	regulation of transcription by RNA polymerase I	0.0086724788482903	True	"""Any process that modulates the frequency, rate or extent of transcription mediated by RNA polymerase I."" [GOC:go_curators]"	45	99	3	15719	0.0303030303030303	0.0666666666666666	query_1	['GO:0006355', 'GO:0006360']	['CREBBP', 'SMARCA4', 'SMARCB1']
1376	GO:BP	GO:0045668	negative regulation of osteoblast differentiation	0.0086724788482903	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of osteoblast differentiation."" [GOC:go_curators]"	45	99	3	15719	0.0303030303030303	0.0666666666666666	query_1	['GO:0001649', 'GO:0045596', 'GO:0045667']	['NOTCH1', 'SKI', 'SMAD3']
1375	GO:BP	GO:0002762	negative regulation of myeloid leukocyte differentiation	0.0086724788482903	True	"""Any process that stops, prevents, or reduces the frequency, rate, or extent of myeloid leukocyte differentiation."" [GOC:add]"	45	99	3	15719	0.0303030303030303	0.0666666666666666	query_1	['GO:0002573', 'GO:0002761', 'GO:0045638', 'GO:1902106']	['PIK3R1', 'CTNNB1', 'RARA']
1379	GO:BP	GO:0006996	organelle organization	0.008772378381566	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of an organelle within a cell. An organelle is an organized structure of distinctive morphology and function. Includes the nucleus, mitochondria, plastids, vacuoles, vesicles, ribosomes and the cytoskeleton. Excludes the plasma membrane."" [GOC:mah]"	3437	99	34	15719	0.3434343434343434	0.0098923479778876	query_1	['GO:0016043']	['UBE2I', 'AKT1', 'SRC', 'PSEN1', 'PIK3R1', 'KAT2A', 'CTNNB1', 'SMARCA4', 'SMARCA2', 'SIN3A', 'WWTR1', 'CTNNA1', 'SUMO1', 'SMARCB1', 'SIRT1', 'SMAD4', 'NOTCH1', 'ARHGAP10', 'CDH2', 'EP300', 'MECP2', 'NOTCH2', 'PRMT5', 'NCOR1', 'HDAC3', 'SMARCC2', 'KAT2B', 'ARHGAP26', 'CTNNA2', 'TP53', 'CDH5', 'SMAD3', 'SMARCC1', 'HIPK2']
1394	GO:BP	GO:0042762	regulation of sulfur metabolic process	0.0088346616636823	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving sulfur, the nonmetallic element sulfur or compounds that contain sulfur."" [GOC:go_curators]"	13	99	2	15719	0.0202020202020202	0.1538461538461538	query_1	['GO:0006790', 'GO:0031323']	['CTNNB1', 'SP1']
1386	GO:BP	GO:0010867	positive regulation of triglyceride biosynthetic process	0.0088346616636823	True	"""Any process that increases the rate, frequency, or extent of triglyceride biosynthesis. Triglyceride biosynthesis is the collection of chemical reactions and pathways resulting in the formation of triglyceride, any triester of glycerol."" [GOC:BHF, GOC:tb]"	13	99	2	15719	0.0202020202020202	0.1538461538461538	query_1	['GO:0010866', 'GO:0019432', 'GO:0031328', 'GO:0046889', 'GO:0090208']	['NR1H2', 'NR1H3']
1391	GO:BP	GO:0048534	hematopoietic or lymphoid organ development	0.0088346616636823	True	"""The process whose specific outcome is the progression of any organ involved in hematopoiesis (also known as hemopoiesis) or lymphoid cell activation over time, from its formation to the mature structure. Such development includes differentiation of resident cell types (stromal cells) and of migratory cell types dependent on the unique microenvironment afforded by the organ for their proper differentiation."" [GOC:add, GOC:rl, ISBN:0781735149]"	94	99	4	15719	0.0404040404040404	0.0425531914893617	query_1	['GO:0002520', 'GO:0048513']	['PSEN1', 'CTNNB1', 'KMT2A', 'TP53']
1390	GO:BP	GO:0048705	skeletal system morphogenesis	0.0088346616636823	True	"""The process in which the anatomical structures of the skeleton are generated and organized."" [GOC:dph, GOC:dsf, GOC:jid, GOC:tb]"	224	99	6	15719	0.0606060606060606	0.0267857142857142	query_1	['GO:0001501', 'GO:0009887']	['PSEN1', 'CTNNB1', 'SMAD2', 'SKI', 'RARA', 'SMAD3']
1395	GO:BP	GO:0070920	regulation of regulatory ncRNA processing	0.0088346616636823	True	"""Any process that modulates the frequency, rate or extent of regulatory non-coding RNA processing."" [GOC:mah]"	13	99	2	15719	0.0202020202020202	0.1538461538461538	query_1	['GO:0051252', 'GO:0060966', 'GO:0070918']	['STAT3', 'TP53']
1389	GO:BP	GO:0010663	positive regulation of striated muscle cell apoptotic process	0.0088346616636823	True	"""Any process that increases the rate or extent of striated muscle cell apoptotic process, a form of programmed cell death induced by external or internal signals that trigger the activity of proteolytic caspases whose actions dismantle a striated muscle cell and result in its death."" [GOC:dph, GOC:mtg_apoptosis, GOC:tb]"	13	99	2	15719	0.0202020202020202	0.1538461538461538	query_1	['GO:0010658', 'GO:0010661', 'GO:0010662']	['SMAD4', 'TP53']
1388	GO:BP	GO:0010666	positive regulation of cardiac muscle cell apoptotic process	0.0088346616636823	True	"""Any process that increases the rate or extent of cardiac cell apoptotic process, a form of programmed cell death induced by external or internal signals that trigger the activity of proteolytic caspases whose actions dismantle a cardiac muscle cell and result in its death."" [GOC:dph, GOC:mtg_apoptosis, GOC:tb]"	13	99	2	15719	0.0202020202020202	0.1538461538461538	query_1	['GO:0010659', 'GO:0010663', 'GO:0010665']	['SMAD4', 'TP53']
1387	GO:BP	GO:0036151	phosphatidylcholine acyl-chain remodeling	0.0088346616636823	True	"""Remodeling the acyl chains of phosphatidylcholine, through sequential deacylation and re-acylation reactions, to generate phosphatidylcholine containing different types of fatty acid acyl chains."" [GOC:mw, PMID:18195019, PMID:18458083]"	13	99	2	15719	0.0202020202020202	0.1538461538461538	query_1	['GO:0046470']	['NR1H2', 'NR1H3']
1392	GO:BP	GO:0036302	atrioventricular canal development	0.0088346616636823	True	"""The progression of the atrioventricular canal over time, from its formation to the mature structure. The atrioventricular canal is the part of the heart connecting the atrium to the cardiac ventricle."" [GOC:BHF, GOC:gr, PMID:14701881, UBERON:0002087, ZFA:0001315]"	13	99	2	15719	0.0202020202020202	0.1538461538461538	query_1	['GO:0007507', 'GO:0048856']	['SMAD4', 'RBPJ']
1393	GO:BP	GO:0030157	pancreatic juice secretion	0.0088346616636823	True	"""The regulated release of pancreatic juice by the exocrine pancreas into the upper part of the intestine. Pancreatic juice is slightly alkaline and contains numerous enzymes and inactive enzyme precursors including alpha-amylase, chymotrypsinogen, lipase, procarboxypeptidase, proelastase, prophospholipase A2, ribonuclease, and trypsinogen. Its high concentration of bicarbonate ions helps to neutralize the acid from the stomach."" [GOC:mah, ISBN:0198506732]"	13	99	2	15719	0.0202020202020202	0.1538461538461538	query_1	['GO:0007589', 'GO:0022600', 'GO:0032941']	['NR1H2', 'NR1H3']
1384	GO:BP	GO:0060965	negative regulation of miRNA-mediated gene silencing	0.0088346616636823	True	"""A process that decreases the rate, frequency, or extent of gene silencing by a microRNA (miRNA)."" [GOC:aruk, GOC:bc, GOC:dph, GOC:rl, GOC:tb, PMID:23985560, PMID:28379604]"	13	99	2	15719	0.0202020202020202	0.1538461538461538	query_1	['GO:0035195', 'GO:0060964', 'GO:1900369']	['STAT3', 'TP53']
1383	GO:BP	GO:0001938	positive regulation of endothelial cell proliferation	0.0088346616636823	True	"""Any process that activates or increases the rate or extent of endothelial cell proliferation."" [GOC:add]"	94	99	4	15719	0.0404040404040404	0.0425531914893617	query_1	['GO:0001935', 'GO:0001936', 'GO:0050679']	['AKT1', 'STAT3', 'SIRT1', 'SP1']
1382	GO:BP	GO:0051974	negative regulation of telomerase activity	0.0088346616636823	True	"""Any process that stops or reduces the activity of the enzyme telomerase, which catalyzes of the reaction: deoxynucleoside triphosphate + DNA(n) = diphosphate + DNA(n+1)."" [GOC:ai]"	13	99	2	15719	0.0202020202020202	0.1538461538461538	query_1	['GO:0051348', 'GO:0051972', 'GO:2000279']	['SRC', 'TP53']
1381	GO:BP	GO:0070141	response to UV-A	0.0088346616636823	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a UV-A radiation stimulus. UV-A radiation (UV-A light) spans the wavelengths 315 to 400 nm."" [GOC:BHF, GOC:mah]"	13	99	2	15719	0.0202020202020202	0.1538461538461538	query_1	['GO:0009411']	['AKT1', 'EGFR']
1380	GO:BP	GO:0006511	ubiquitin-dependent protein catabolic process	0.0088346616636823	True	"""The chemical reactions and pathways resulting in the breakdown of a protein or peptide by hydrolysis of its peptide bonds, initiated by the covalent attachment of a ubiquitin group, or multiple ubiquitin groups, to the protein."" [GOC:go_curators]"	660	99	11	15719	0.1111111111111111	0.0166666666666666	query_1	['GO:0019941']	['UBE2I', 'AKT1', 'PSEN1', 'CTNNB1', 'TBL1X', 'WWTR1', 'SUMO1', 'SIRT1', 'TBL1XR1', 'SMARCC1', 'HIPK2']
1385	GO:BP	GO:0010745	negative regulation of macrophage derived foam cell differentiation	0.0088346616636823	True	"""Any process that decreases the rate, frequency or extent of macrophage derived foam cell differentiation. Macrophage derived foam cell differentiation is the process in which a macrophage acquires the specialized features of a foam cell. A foam cell is a type of cell containing lipids in small vacuoles and typically seen in atherosclerotic lesions, as well as other conditions."" [GOC:add, GOC:BHF, GOC:dph, GOC:tb]"	13	99	2	15719	0.0202020202020202	0.1538461538461538	query_1	['GO:0010742', 'GO:0010743', 'GO:0045596']	['NR1H2', 'NR1H3']
200	REAC	REAC:R-HSA-8939242	RUNX1 regulates transcription of genes involved in differentiation of keratinocytes	0.0089000253696233	True	RUNX1 regulates transcription of genes involved in differentiation of keratinocytes	8	98	2	10022	0.0204081632653061	0.25	query_1	['REAC:R-HSA-8878171']	['CBFB', 'RUNX1']
201	REAC	REAC:R-HSA-199418	Negative regulation of the PI3K/AKT network	0.0089000253696233	True	Negative regulation of the PI3K/AKT network	97	98	5	10022	0.0510204081632653	0.0515463917525773	query_1	['REAC:R-HSA-1257604']	['AKT1', 'SRC', 'PIK3R1', 'EGFR', 'ESR1']
1396	GO:BP	GO:0006952	defense response	0.0090082462796002	True	"""Reactions, triggered in response to the presence of a foreign body or the occurrence of an injury, which result in restriction of damage to the organism attacked or prevention/recovery from the infection caused by the attack."" [GOC:go_curators]"	1650	99	20	15719	0.202020202020202	0.0121212121212121	query_1	['GO:0006950']	['SMAD1', 'AKT1', 'CREBBP', 'SRC', 'PSEN1', 'STAT3', 'NR1H2', 'SIN3A', 'NR1H3', 'NOTCH1', 'EP300', 'RBPJ', 'MECP2', 'NOTCH2', 'GPS2', 'ESR1', 'APP', 'TP53', 'CDH5', 'SMAD3']
1398	GO:BP	GO:2000273	positive regulation of signaling receptor activity	0.0090581501678444	True	"""Any process that activates or increases the frequency, rate or extent of signaling receptor activity."" [GOC:obol]"	46	99	3	15719	0.0303030303030303	0.0652173913043478	query_1	['GO:0010469', 'GO:0044093']	['NCOA3', 'HDAC1', 'HDAC2']
1401	GO:BP	GO:1905953	negative regulation of lipid localization	0.0090581501678444	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of lipid localization."" [GO_REF:0000058, GOC:TermGenie, PMID:17564681]"	46	99	3	15719	0.0303030303030303	0.0652173913043478	query_1	['GO:0010876', 'GO:0048519', 'GO:1905952']	['AKT1', 'NR1H2', 'NR1H3']
1397	GO:BP	GO:0008542	visual learning	0.0090581501678444	True	"""Any process in an organism in which a change in behavior of an individual occurs in response to repeated exposure to a visual cue."" [GOC:jid, ISBN:0582227089]"	46	99	3	15719	0.0303030303030303	0.0652173913043478	query_1	['GO:0007632', 'GO:0008306']	['KMT2A', 'MECP2', 'APP']
1405	GO:BP	GO:0043124	negative regulation of I-kappaB kinase/NF-kappaB signaling	0.0090581501678444	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of -kappaB kinase/NF-kappaB signaling."" [GOC:jl]"	46	99	3	15719	0.0303030303030303	0.0652173913043478	query_1	['GO:0007249', 'GO:0043122', 'GO:1902532']	['HDAC1', 'SIRT1', 'ESR1']
1404	GO:BP	GO:1990090	cellular response to nerve growth factor stimulus	0.0090581501678444	True	"""A process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a nerve growth factor stimulus."" [PMID:22399805, Wikipedia:Nerve_growth_factor]"	46	99	3	15719	0.0303030303030303	0.0652173913043478	query_1	['GO:0071363', 'GO:1990089']	['AKT1', 'KAT2A', 'APP']
1403	GO:BP	GO:0061383	trabecula morphogenesis	0.0090581501678444	True	"""The process of shaping a trabecula in an organ. A trabecula is a small, often microscopic, tissue element in the form of a small beam, strut or rod, which generally has a mechanical function. Trabecula are usually but not necessarily, composed of dense collagenous tissue."" [GOC:dph]"	46	99	3	15719	0.0303030303030303	0.0652173913043478	query_1	['GO:0009653']	['NOTCH1', 'RBPJ', 'FOXH1']
1402	GO:BP	GO:0031018	endocrine pancreas development	0.0090581501678444	True	"""The process whose specific outcome is the progression of the endocrine pancreas over time, from its formation to the mature structure. The endocrine pancreas is made up of islet cells that produce insulin, glucagon and somatostatin."" [GOC:cvs]"	46	99	3	15719	0.0303030303030303	0.0652173913043478	query_1	['GO:0031016', 'GO:0035270', 'GO:0048856']	['AKT1', 'DLL1', 'CDH2']
1400	GO:BP	GO:0048009	insulin-like growth factor receptor signaling pathway	0.0090581501678444	True	"""The series of molecular signals initiated by a ligand binding to an insulin-like growth factor receptor on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:ceb]"	46	99	3	15719	0.0303030303030303	0.0652173913043478	query_1	['GO:0007169']	['AKT1', 'PIK3R1', 'AR']
1399	GO:BP	GO:0060443	mammary gland morphogenesis	0.0090581501678444	True	"""The process in which anatomical structures of the mammary gland are generated and organized. Morphogenesis refers to the creation of shape. The mammary gland is a large compound sebaceous gland that in female mammals is modified to secrete milk."" [GOC:dph]"	46	99	3	15719	0.0303030303030303	0.0652173913043478	query_1	['GO:0022612', 'GO:0030879']	['SRC', 'AR', 'ESR1']
1406	GO:BP	GO:0002833	positive regulation of response to biotic stimulus	0.0090695280152999	True	"""Any process that activates or increases the frequency, rate, or extent of a response to biotic stimulus."" [GOC:add]"	303	99	7	15719	0.0707070707070707	0.0231023102310231	query_1	['GO:0002831', 'GO:0009607', 'GO:0048584']	['CREBBP', 'SRC', 'SIN3A', 'NR1H3', 'EP300', 'GPS2', 'ESR1']
1408	GO:BP	GO:0090288	negative regulation of cellular response to growth factor stimulus	0.0090934804800955	True	"""Any process that decreases the rate, frequency, or extent of a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a growth factor stimulus."" [GOC:BHF]"	95	99	4	15719	0.0404040404040404	0.0421052631578947	query_1	['GO:0048585', 'GO:0071363', 'GO:0090287']	['NOTCH1', 'SKI', 'SKIL', 'HIPK2']
1407	GO:BP	GO:0070167	regulation of biomineral tissue development	0.0090934804800955	True	"""Any process that modulates the frequency, rate or extent of biomineral tissue development, the formation of hard tissues that consist mainly of inorganic compounds."" [GOC:mah]"	95	99	4	15719	0.0404040404040404	0.0421052631578947	query_1	['GO:0031214', 'GO:2000026']	['RXRA', 'RXRB', 'NOTCH1', 'SMAD3']
1409	GO:BP	GO:0007584	response to nutrient	0.0091237251525854	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a nutrient stimulus."" [GOC:go_curators]"	156	99	5	15719	0.0505050505050505	0.032051282051282	query_1	['GO:0031667', 'GO:0042221']	['RXRA', 'RXRB', 'SNW1', 'RARA', 'NCOA1']
98	GO:CC	GO:0031965	nuclear membrane	0.0091694418551311	True	"""Either of the lipid bilayers that surround the nucleus and form the nuclear envelope; excludes the intermembrane space."" [GOC:mah, GOC:pz]"	299	100	7	16420	0.07	0.0234113712374581	query_1	['GO:0005635', 'GO:0031090']	['SMAD1', 'PSEN1', 'SUMO1', 'EGFR', 'SIRT1', 'CDH5', 'SMAD3']
97	GO:CC	GO:0035253	ciliary rootlet	0.0091694418551311	True	"""A cytoskeleton-like structure, originating from the basal body at the proximal end of a cilium, and extending proximally toward the cell nucleus. Rootlets are typically 80-100 nm in diameter and contain cross striae distributed at regular intervals of approximately 55-70 nm."" [GOC:cilia, PMID:12427867]"	12	100	2	16420	0.02	0.1666666666666666	query_1	['GO:0005856', 'GO:0005929', 'GO:0110165']	['PSEN1', 'APP']
99	GO:CC	GO:0005635	nuclear envelope	0.0091694418551311	True	"""The double lipid bilayer enclosing the nucleus and separating its contents from the rest of the cytoplasm; includes the intermembrane space, a gap of width 20-40 nm (also called the perinuclear space)."" [ISBN:0198547684]"	471	100	9	16420	0.09	0.019108280254777	query_1	['GO:0005634', 'GO:0012505', 'GO:0031967']	['SMAD1', 'UBE2I', 'PSEN1', 'SUMO1', 'EGFR', 'SIRT1', 'APP', 'CDH5', 'SMAD3']
1410	GO:BP	GO:0000819	sister chromatid segregation	0.0093040275983923	True	"""The cell cycle process in which sister chromatids are organized and then physically separated and apportioned to two or more sets."" [GOC:ai, GOC:elh]"	227	99	6	15719	0.0606060606060606	0.026431718061674	query_1	['GO:0051276', 'GO:0098813']	['SMARCA4', 'SMARCA2', 'SMARCB1', 'SMARCC2', 'KAT2B', 'SMARCC1']
100	GO:CC	GO:0098590	plasma membrane region	0.0093667660954752	True	"""A membrane that is a (regional) part of the plasma membrane."" [GOC:dos]"	1203	100	16	16420	0.16	0.0133000831255195	query_1	['GO:0005886', 'GO:0016020']	['ADAM10', 'SRC', 'PSEN1', 'CTNNB1', 'NCSTN', 'DLL1', 'PSENEN', 'CTNNA1', 'EGFR', 'NOTCH1', 'CDH2', 'APH1A', 'CDH1', 'APP', 'CDH10', 'JUP']
1414	GO:BP	GO:2001237	negative regulation of extrinsic apoptotic signaling pathway	0.009403590666895	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of extrinsic apoptotic signaling pathway."" [GOC:mtg_apoptosis]"	96	99	4	15719	0.0404040404040404	0.0416666666666666	query_1	['GO:0097191', 'GO:2001234', 'GO:2001236']	['AKT1', 'SRC', 'AR', 'CTNNA1']
1411	GO:BP	GO:0006641	triglyceride metabolic process	0.009403590666895	True	"""The chemical reactions and pathways involving triglyceride, any triester of glycerol. The three fatty acid residues may all be the same or differ in any permutation. Triglycerides are important components of plant oils, animal fats and animal plasma lipoproteins."" [ISBN:0198506732]"	96	99	4	15719	0.0404040404040404	0.0416666666666666	query_1	['GO:0006639']	['NR1H2', 'NR1H3', 'SIRT1', 'TBL1XR1']
1412	GO:BP	GO:0060840	artery development	0.009403590666895	True	"""The progression of the artery over time, from its initial formation to the mature structure. An artery is a blood vessel that carries blood away from the heart to a capillary bed."" [GOC:dph, GOC:sdb_2009, GOC:tb]"	96	99	4	15719	0.0404040404040404	0.0416666666666666	query_1	['GO:0001568']	['NOTCH3', 'NOTCH1', 'RBPJ', 'FOXH1']
1413	GO:BP	GO:1903321	negative regulation of protein modification by small protein conjugation or removal	0.009403590666895	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of protein modification by small protein conjugation or removal."" [GO_REF:0000058, GOC:TermGenie, GOC:vw]"	96	99	4	15719	0.0404040404040404	0.0416666666666666	query_1	['GO:0031400', 'GO:0070647', 'GO:1903320']	['AKT1', 'PSEN1', 'CTNNB1', 'GPS2']
1419	GO:BP	GO:0060711	labyrinthine layer development	0.0095302530017448	True	"""The process in which the labyrinthine layer of the placenta progresses, from its formation to its mature state."" [GOC:dph]"	47	99	3	15719	0.0303030303030303	0.0638297872340425	query_1	['GO:0001892', 'GO:0048856']	['AKT1', 'RBPJ', 'NCOA1']
1415	GO:BP	GO:0010824	regulation of centrosome duplication	0.0095302530017448	True	"""Any process that modulates the frequency, rate or extent of centrosome duplication. Centrosome duplication is the replication of a centrosome, a structure comprised of a pair of centrioles and peri-centriolar material from which a microtubule spindle apparatus is organized."" [GOC:dph, GOC:tb]"	47	99	3	15719	0.0303030303030303	0.0638297872340425	query_1	['GO:0046605', 'GO:0051298']	['KAT2A', 'SIRT1', 'KAT2B']
1416	GO:BP	GO:1990089	response to nerve growth factor	0.0095302530017448	True	"""A process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a nerve growth factor stimulus."" [PMID:22399805]"	47	99	3	15719	0.0303030303030303	0.0638297872340425	query_1	['GO:0070848']	['AKT1', 'KAT2A', 'APP']
1417	GO:BP	GO:0048806	genitalia development	0.0095302530017448	True	"""The process whose specific outcome is the progression of the genitalia over time, from its formation to the mature structure."" [GOC:jid]"	47	99	3	15719	0.0303030303030303	0.0638297872340425	query_1	['GO:0007548', 'GO:0048513', 'GO:0048608']	['CTNNB1', 'AR', 'ESR1']
1418	GO:BP	GO:1901861	regulation of muscle tissue development	0.0095302530017448	True	"""Any process that modulates the frequency, rate or extent of muscle tissue development."" [GOC:TermGenie, GOC:yaf, PMID:23150719]"	47	99	3	15719	0.0303030303030303	0.0638297872340425	query_1	['GO:0050793', 'GO:0060537']	['CTNNB1', 'DLL1', 'SMAD3']
1420	GO:BP	GO:0070849	response to epidermal growth factor	0.0095302530017448	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an epidermal growth factor stimulus."" [GOC:BHF, GOC:mah]"	47	99	3	15719	0.0303030303030303	0.0638297872340425	query_1	['GO:0070848']	['AKT1', 'EGFR', 'PDE8A']
1421	GO:BP	GO:0051707	response to other organism	0.0095595172523046	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus from another living organism."" [GOC:ai]"	1426	99	18	15719	0.1818181818181818	0.0126227208976157	query_1	['GO:0043207', 'GO:0044419']	['AKT1', 'CREBBP', 'SRC', 'NR1H2', 'SIN3A', 'NR1H3', 'NOTCH1', 'EP300', 'RBPJ', 'MECP2', 'NOTCH2', 'GPS2', 'CDH1', 'ESR1', 'RARA', 'TP53', 'SMAD3', 'HDAC2']
1422	GO:BP	GO:0019941	modification-dependent protein catabolic process	0.0096179438205601	True	"""The chemical reactions and pathways resulting in the breakdown of a protein or peptide by hydrolysis of its peptide bonds, initiated by the covalent modification of the target protein."" [GOC:go_curators]"	670	99	11	15719	0.1111111111111111	0.0164179104477611	query_1	['GO:0043632', 'GO:0051603']	['UBE2I', 'AKT1', 'PSEN1', 'CTNNB1', 'TBL1X', 'WWTR1', 'SUMO1', 'SIRT1', 'TBL1XR1', 'SMARCC1', 'HIPK2']
202	REAC	REAC:R-HSA-9679191	Potential therapeutics for SARS	0.0096794316638513	True	Potential therapeutics for SARS	99	98	5	10022	0.0510204081632653	0.0505050505050505	query_1	['REAC:R-HSA-9679506']	['REST', 'HDAC1', 'RCOR1', 'HDAC2', 'KDM1A']
1423	GO:BP	GO:0043207	response to external biotic stimulus	0.0097634873673955	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an external biotic stimulus, an external stimulus caused by, or produced by living things."" [GOC:go_curators]"	1429	99	18	15719	0.1818181818181818	0.0125962211336599	query_1	['GO:0009605', 'GO:0009607']	['AKT1', 'CREBBP', 'SRC', 'NR1H2', 'SIN3A', 'NR1H3', 'NOTCH1', 'EP300', 'RBPJ', 'MECP2', 'NOTCH2', 'GPS2', 'CDH1', 'ESR1', 'RARA', 'TP53', 'SMAD3', 'HDAC2']
1432	GO:BP	GO:0060149	negative regulation of post-transcriptional gene silencing	0.0099789864009281	True	"""Any process that decreases the frequency, rate or extent of the inactivation of gene expression by a posttranscriptional mechanism."" [GOC:dph]"	14	99	2	15719	0.0202020202020202	0.1428571428571428	query_1	['GO:0010628', 'GO:0016441', 'GO:0048519', 'GO:0060147']	['STAT3', 'TP53']
1430	GO:BP	GO:1901836	regulation of transcription of nucleolar large rRNA by RNA polymerase I	0.0099789864009281	True	"""Any process that modulates the frequency, rate or extent of transcription of nuclear large rRNA mediated by RNA polymerase I."" [GOC:sart, GOC:TermGenie]"	14	99	2	15719	0.0202020202020202	0.1428571428571428	query_1	['GO:0006356', 'GO:0042790', 'GO:0140747']	['SMARCA4', 'SMARCB1']
1429	GO:BP	GO:0035358	regulation of peroxisome proliferator activated receptor signaling pathway	0.0099789864009281	True	"""Any process that modulates the frequency, rate or extent of the peroxisome proliferator activated receptor signaling pathway."" [GOC:bf]"	14	99	2	15719	0.0202020202020202	0.1428571428571428	query_1	['GO:0009966', 'GO:0035357']	['SIRT1', 'GPS2']
1428	GO:BP	GO:0060572	morphogenesis of an epithelial bud	0.0099789864009281	True	"""The morphogenetic process in which a bud forms from an epithelial sheet. A bud is a protrusion that forms form the sheet by localized folding."" [GOC:dph]"	14	99	2	15719	0.0202020202020202	0.1428571428571428	query_1	['GO:0060571']	['CTNNB1', 'AR']
1435	GO:BP	GO:0072160	nephron tubule epithelial cell differentiation	0.0099789864009281	True	"""The process in which relatively unspecialized cells acquire specialized structural and/or functional features that characterize the cells of the nephron tubule as it progresses from its formation to the mature state."" [GOC:mtg_kidney_jan10]"	14	99	2	15719	0.0202020202020202	0.1428571428571428	query_1	['GO:0035850', 'GO:0072080']	['CTNNB1', 'WWTR1']
1426	GO:BP	GO:0060560	developmental growth involved in morphogenesis	0.0099789864009281	True	"""The increase in size or mass of an anatomical structure that contributes to the structure attaining its shape."" [GOC:dph]"	231	99	6	15719	0.0606060606060606	0.0259740259740259	query_1	['GO:0009653', 'GO:0048589']	['CTNNB1', 'SIN3A', 'NOTCH1', 'CDH1', 'ESR1', 'APP']
1425	GO:BP	GO:0048820	hair follicle maturation	0.0099789864009281	True	"""A developmental process, independent of morphogenetic (shape) change, that is required for a hair follicle to attain its fully functional state."" [GOC:devbiol]"	14	99	2	15719	0.0202020202020202	0.1428571428571428	query_1	['GO:0001942', 'GO:0022405', 'GO:0071695']	['CTNNB1', 'RBPJ']
