Autosomal dominant cutis laxa	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
1344	GO:BP	GO:0044336	canonical Wnt signaling pathway involved in negative regulation of apoptotic process	0.0177245790535821	True	"""The series of molecular signals initiated by binding of a Wnt protein to a frizzled family receptor on the surface of the target cell, followed by propagation of the signal via beta-catenin, and ending with a change in transcription of target genes involved in the negative regulation of apoptotic process."" [GOC:BHF, GOC:jl, GOC:mtg_apoptosis]"	1	102	1	15719	0.0098039215686274	1.0	query_1	['GO:0043066', 'GO:0060070']	['CTNNB1']
1384	GO:BP	GO:0002649	regulation of tolerance induction to self antigen	0.0177245790535821	True	"""Any process that modulates the frequency, rate, or extent of tolerance induction to self antigen."" [GOC:add]"	1	102	1	15719	0.0098039215686274	1.0	query_1	['GO:0002513', 'GO:0002643']	['TGFBR2']
1355	GO:BP	GO:1901629	regulation of presynaptic membrane organization	0.0177245790535821	True	"""Any process that modulates the frequency, rate or extent of presynaptic membrane organization."" [GOC:TermGenie, PMID:22426000]"	1	102	1	15719	0.0098039215686274	1.0	query_1	['GO:0050807', 'GO:0097090']	['LRP4']
1354	GO:BP	GO:2000541	positive regulation of protein geranylgeranylation	0.0177245790535821	True	"""Any process that activates or increases the frequency, rate or extent of protein geranylgeranylation."" [GOC:obol]"	1	102	1	15719	0.0098039215686274	1.0	query_1	['GO:0018344', 'GO:0031325', 'GO:0031401', 'GO:2000539']	['MUSK']
1353	GO:BP	GO:1903572	positive regulation of protein kinase D signaling	0.0177245790535821	True	"""Any process that activates or increases the frequency, rate or extent of protein kinase D signaling."" [GO_REF:0000058, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:20497126]"	1	102	1	15719	0.0098039215686274	1.0	query_1	['GO:0089700', 'GO:1902533', 'GO:1903570']	['VEGFA']
1352	GO:BP	GO:1901631	positive regulation of presynaptic membrane organization	0.0177245790535821	True	"""Any process that activates or increases the frequency, rate or extent of presynaptic membrane organization."" [GOC:TermGenie, PMID:22426000]"	1	102	1	15719	0.0098039215686274	1.0	query_1	['GO:0051130', 'GO:0097090', 'GO:1901629']	['LRP4']
1351	GO:BP	GO:1904027	negative regulation of collagen fibril organization	0.0177245790535821	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of collagen fibril organization."" [GO_REF:0000058, GOC:TermGenie, PMID:25451920]"	1	102	1	15719	0.0098039215686274	1.0	query_1	['GO:0030199', 'GO:1902904', 'GO:1903054', 'GO:1904026']	['EMILIN1']
1345	GO:BP	GO:0006592	ornithine biosynthetic process	0.0177245790535821	True	"""The chemical reactions and pathways resulting in the formation of ornithine, an amino acid only rarely found in proteins, but which is important in living organisms as an intermediate in the reactions of the urea cycle and in arginine biosynthesis."" [GOC:jl, ISBN:0192801023]"	1	102	1	15719	0.0098039215686274	1.0	query_1	['GO:0006591', 'GO:1901607']	['ALDH18A1']
1349	GO:BP	GO:0051463	negative regulation of cortisol secretion	0.0177245790535821	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the regulated release of cortisol from a cell."" [GOC:ai]"	1	102	1	15719	0.0098039215686274	1.0	query_1	['GO:0043400', 'GO:0051462', 'GO:2000850']	['PTPN11']
1348	GO:BP	GO:0048685	negative regulation of collateral sprouting of intact axon in response to injury	0.0177245790535821	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of collateral sprouting of an intact axon as a result of injury to an axon."" [GOC:dgh, GOC:dph, GOC:jid, GOC:lm]"	1	102	1	15719	0.0098039215686274	1.0	query_1	['GO:0048671', 'GO:0048673', 'GO:0048681', 'GO:0048683']	['SPP1']
1347	GO:BP	GO:0048683	regulation of collateral sprouting of intact axon in response to injury	0.0177245790535821	True	"""Any process that modulates the frequency, rate or extent of collateral sprouting of an intact axon as a result of injury to an axon."" [GOC:dgh, GOC:dph, GOC:jid, GOC:lm]"	1	102	1	15719	0.0098039215686274	1.0	query_1	['GO:0048670', 'GO:0048673', 'GO:0048679']	['SPP1']
1346	GO:BP	GO:0090138	regulation of actin cytoskeleton organization by cell-cell adhesion	0.0177245790535821	True	"""Any cell-cell adhesion process that modulates the formation, arrangement of constituent parts, or disassembly of cytoskeletal structures comprising actin filaments and their associated proteins."" [GOC:ascb_2009, GOC:dph, GOC:tb]"	1	102	1	15719	0.0098039215686274	1.0	query_1	['GO:0032956', 'GO:0098609']	['JAM3']
1350	GO:BP	GO:0014008	positive regulation of microglia differentiation	0.0177245790535821	True	"""Any process that activates, maintains or increases the frequency, rate or extent of microglia differentiation, the process in which a relatively unspecialized cell acquires specialized features of a microglial cell."" [GOC:ef]"	1	102	1	15719	0.0098039215686274	1.0	query_1	['GO:0014004', 'GO:0014006', 'GO:0045651', 'GO:0045687']	['TGFB1']
128	GO:CC	GO:0030666	endocytic vesicle membrane	0.0178519176938278	True	"""The lipid bilayer surrounding an endocytic vesicle."" [GOC:mah]"	187	103	5	16420	0.0485436893203883	0.0267379679144385	query_1	['GO:0030139', 'GO:0030659', 'GO:0098588']	['RAPGEF1', 'LYN', 'EGFR', 'FCGR1A', 'SH3GL2']
1394	GO:BP	GO:1990778	protein localization to cell periphery	0.0178815797625246	True	"""A process in which a protein is transported to, or maintained in, the cell periphery."" [PMID:18216290]"	339	102	7	15719	0.0686274509803921	0.0206489675516224	query_1	['GO:0008104']	['ITGB1', 'PIK3R1', 'EGFR', 'SMURF1', 'ERBB2', 'CDH1', 'ITGA3']
1407	GO:BP	GO:0060391	positive regulation of SMAD protein signal transduction	0.0179222654782913	True	"""Any process that increases the rate, frequency or extent of SMAD protein signal transduction. Pathway-restricted SMAD proteins and common-partner SMAD proteins are involved in the transforming growth factor beta receptor signaling pathways."" [GOC:BHF, GOC:dph, GOC:tb]"	19	102	2	15719	0.0196078431372549	0.1052631578947368	query_1	['GO:0060390', 'GO:0060395', 'GO:0090100', 'GO:1902533']	['TGFB3', 'TGFBR1']
1406	GO:BP	GO:0043116	negative regulation of vascular permeability	0.0179222654782913	True	"""Any process that reduces the extent to which blood vessels can be pervaded by fluid."" [GOC:jl]"	19	102	2	15719	0.0196078431372549	0.1052631578947368	query_1	['GO:0043114']	['VEGFA', 'SH3GL2']
1405	GO:BP	GO:0002886	regulation of myeloid leukocyte mediated immunity	0.0179222654782913	True	"""Any process that modulates the frequency, rate, or extent of myeloid leukocyte mediated immunity."" [GOC:add]"	59	102	3	15719	0.0294117647058823	0.0508474576271186	query_1	['GO:0002444', 'GO:0002703']	['LYN', 'SYK', 'FCGR1A']
1403	GO:BP	GO:0055008	cardiac muscle tissue morphogenesis	0.0179222654782913	True	"""The process in which the anatomical structures of cardiac muscle tissue are generated and organized."" [GOC:devbiol]"	59	102	3	15719	0.0294117647058823	0.0508474576271186	query_1	['GO:0003007', 'GO:0048738', 'GO:0060415']	['SMAD7', 'TGFB1', 'TGFBR1']
1402	GO:BP	GO:0070166	enamel mineralization	0.0179222654782913	True	"""The process in which calcium salts, mainly carbonated hydroxyapatite, are deposited in tooth enamel."" [GOC:BHF, GOC:mah, GOC:sl, PMID:10206335, PMID:16931858, PMID:21196346]"	19	102	2	15719	0.0196078431372549	0.1052631578947368	query_1	['GO:0034505', 'GO:0097186']	['TGFB1', 'ITGB6']
1401	GO:BP	GO:0051900	regulation of mitochondrial depolarization	0.0179222654782913	True	"""Any process that modulates the frequency, rate or extent of the change in the membrane potential of the mitochondria from negative to positive."" [GOC:ai]"	19	102	2	15719	0.0196078431372549	0.1052631578947368	query_1	['GO:0003254', 'GO:0051881', 'GO:0051882']	['SRC', 'KDR']
1408	GO:BP	GO:0090036	regulation of protein kinase C signaling	0.0179222654782913	True	"""Any process that modulates the frequency, rate, or extent of a series of reactions, mediated by the intracellular serine/threonine kinase protein kinase C, which occurs as a result of a single trigger reaction or compound."" [GOC:dph, GOC:tb]"	19	102	2	15719	0.0196078431372549	0.1052631578947368	query_1	['GO:0070528', 'GO:1902531']	['FLT4', 'VEGFA']
1399	GO:BP	GO:0006837	serotonin transport	0.0179222654782913	True	"""The directed movement of serotonin into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Serotonin (5-hydroxytryptamine) is a monoamine neurotransmitter occurring in the peripheral and central nervous systems."" [GOC:ai]"	19	102	2	15719	0.0196078431372549	0.1052631578947368	query_1	['GO:0015844', 'GO:0015850']	['ITGB3', 'SYK']
1404	GO:BP	GO:0035904	aorta development	0.0179222654782913	True	"""The progression of the aorta over time, from its initial formation to the mature structure. An aorta is an artery that carries blood from the heart to other parts of the body."" [GOC:bf, GOC:dgh, MA:0000062, UBERON:0000947, Wikipedia:Aorta]"	59	102	3	15719	0.0294117647058823	0.0508474576271186	query_1	['GO:0060840']	['TGFBR2', 'LOX', 'LOXL1']
1400	GO:BP	GO:0007398	ectoderm development	0.0179222654782913	True	"""The process whose specific outcome is the progression of the ectoderm over time, from its formation to the mature structure. In animal embryos, the ectoderm is the outer germ layer of the embryo, formed during gastrulation."" [GOC:dph, GOC:tb]"	19	102	2	15719	0.0196078431372549	0.1052631578947368	query_1	['GO:0009888']	['CTNNB1', 'SMURF1']
1397	GO:BP	GO:0002281	macrophage activation involved in immune response	0.0179222654782913	True	"""A change in morphology and behavior of a macrophage resulting from exposure to a cytokine, chemokine, cellular ligand, or soluble factor, leading to the initiation or perpetuation of an immune response."" [GOC:add, ISBN:0781735149]"	19	102	2	15719	0.0196078431372549	0.1052631578947368	query_1	['GO:0002275', 'GO:0042116']	['PLCG2', 'SYK']
1396	GO:BP	GO:0051580	regulation of neurotransmitter uptake	0.0179222654782913	True	"""Any process that modulates the frequency, rate or extent of the directed movement of a neurotransmitter into a neuron or glial cell."" [GOC:ai]"	19	102	2	15719	0.0196078431372549	0.1052631578947368	query_1	['GO:0001504', 'GO:0001505', 'GO:0051588']	['ITGB1', 'ITGB3']
1395	GO:BP	GO:0006611	protein export from nucleus	0.0179222654782913	True	"""The directed movement of a protein from the nucleus into the cytoplasm."" [GOC:jl]"	59	102	3	15719	0.0294117647058823	0.0508474576271186	query_1	['GO:0006886', 'GO:0051168']	['RANBP3L', 'SMURF1', 'PTPN11']
1398	GO:BP	GO:0090190	positive regulation of branching involved in ureteric bud morphogenesis	0.0179222654782913	True	"""Any process that increases the rate, frequency or extent of branching involved in ureteric bud morphogenesis, the process in which the branching structure of the ureteric bud is generated and organized. The ureteric bud is an epithelial tube that grows out from the metanephric duct. The bud elongates and branches to give rise to the ureter and kidney collecting tubules."" [GOC:dph, GOC:tb, GOC:yaf]"	19	102	2	15719	0.0196078431372549	0.1052631578947368	query_1	['GO:0001658', 'GO:0051240', 'GO:0090189', 'GO:1905332']	['TGFB1', 'VEGFA']
245	REAC	REAC:R-HSA-2428928	IRS-related events triggered by IGF1R	0.0182255371881026	True	IRS-related events triggered by IGF1R	42	99	3	10022	0.0303030303030303	0.0714285714285714	query_1	['REAC:R-HSA-2428924']	['PIK3R1', 'SOS1', 'PTPN11']
246	REAC	REAC:R-HSA-1295596	Spry regulation of FGF signaling	0.0182255371881026	True	Spry regulation of FGF signaling	14	99	2	10022	0.0202020202020202	0.1428571428571428	query_1	['REAC:R-HSA-5654726', 'REAC:R-HSA-5654727', 'REAC:R-HSA-5654732', 'REAC:R-HSA-5654733']	['PTPN11', 'CBL']
247	REAC	REAC:R-HSA-2428924	IGF1R signaling cascade	0.0182255371881026	True	IGF1R signaling cascade	42	99	3	10022	0.0303030303030303	0.0714285714285714	query_1	['REAC:R-HSA-2404192']	['PIK3R1', 'SOS1', 'PTPN11']
248	REAC	REAC:R-HSA-5654689	PI-3K cascade:FGFR1	0.0182255371881026	True	PI-3K cascade:FGFR1	14	99	2	10022	0.0202020202020202	0.1428571428571428	query_1	['REAC:R-HSA-5654687']	['PIK3R1', 'PTPN11']
249	REAC	REAC:R-HSA-2404192	Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)	0.0182255371881026	True	Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)	42	99	3	10022	0.0303030303030303	0.0714285714285714	query_1	['REAC:R-HSA-9006934']	['PIK3R1', 'SOS1', 'PTPN11']
129	GO:CC	GO:0150034	distal axon	0.0183933490941022	True	"""That part of an axon close to and including the growth cone or the axon terminus."" [GOC:aruk, GOC:bc, PMID:17202468]"	267	103	6	16420	0.058252427184466	0.0224719101123595	query_1	['GO:0030424', 'GO:0110165']	['SRC', 'ITGA4', 'PTK2B', 'L1CAM', 'ITGA3', 'CBL']
130	GO:CC	GO:0097038	perinuclear endoplasmic reticulum	0.0186918737200557	True	"""The portion of endoplasmic reticulum, the intracellular network of tubules and cisternae, that occurs near the nucleus. The lumen of the perinuclear endoplasmic reticulum is contiguous with the nuclear envelope lumen (also called perinuclear space), the region between the inner and outer nuclear membranes."" [GOC:bf, GOC:mah, GOC:mcc, GOC:pr, GOC:vw]"	20	103	2	16420	0.0194174757281553	0.1	query_1	['GO:0005783', 'GO:0048471', 'GO:0110165']	['PIK3R1', 'FYN']
1410	GO:BP	GO:0032615	interleukin-12 production	0.0187202561183491	True	"""The appearance of interleukin-12 due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels."" [GOC:mah]"	60	102	3	15719	0.0294117647058823	0.05	query_1	['GO:0001816']	['PLCG2', 'SYK', 'THBS1']
1411	GO:BP	GO:0050922	negative regulation of chemotaxis	0.0187202561183491	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the directed movement of a motile cell or organism in response to a specific chemical concentration gradient."" [GOC:ai]"	60	102	3	15719	0.0294117647058823	0.05	query_1	['GO:0006935', 'GO:0032102', 'GO:0040013', 'GO:0050920']	['NRP1', 'THBS1', 'SEMA4D']
1409	GO:BP	GO:0032655	regulation of interleukin-12 production	0.0187202561183491	True	"""Any process that modulates the frequency, rate, or extent of interleukin-12 production."" [GOC:mah]"	60	102	3	15719	0.0294117647058823	0.05	query_1	['GO:0001817', 'GO:0032615']	['PLCG2', 'SYK', 'THBS1']
131	GO:CC	GO:0043005	neuron projection	0.01887088149234	True	"""A prolongation or process extending from a nerve cell, e.g. an axon or dendrite."" [GOC:jl, http://www.cogsci.princeton.edu/~wn/]"	1302	103	16	16420	0.1553398058252427	0.0122887864823348	query_1	['GO:0120025']	['ITGB1', 'BCAR1', 'SRC', 'LRP4', 'FYN', 'ITGA4', 'TGFB1', 'NRP2', 'SMURF1', 'PTK2B', 'SH3KBP1', 'L1CAM', 'PTK2', 'NRP1', 'ITGA3', 'CBL']
132	GO:CC	GO:0005923	bicellular tight junction	0.0189571230574197	True	"""An occluding cell-cell junction that is composed of a branching network of sealing strands that completely encircles the apical end of each cell in an epithelial sheet; the outer leaflets of the two interacting plasma membranes are seen to be tightly apposed where sealing strands are present. Each sealing strand is composed of a long row of transmembrane adhesion proteins embedded in each of the two interacting plasma membranes."" [GOC:mah, ISBN:0815332181]"	121	103	4	16420	0.0388349514563106	0.0330578512396694	query_1	['GO:0043296', 'GO:0070160']	['CTNNB1', 'JAM3', 'TGFBR1', 'JAM2']
1412	GO:BP	GO:0070201	regulation of establishment of protein localization	0.0192826274478274	True	"""Any process that modulates the frequency, rate or extent of the directed movement of a protein to a specific location."" [GOC:BHF, GOC:mah]"	526	102	9	15719	0.088235294117647	0.0171102661596958	query_1	['GO:0032880', 'GO:0045184']	['SRC', 'TGFB3', 'PIK3R1', 'VEGFC', 'FYN', 'TGFB1', 'ERBB2', 'CDH1', 'PTPN11']
1413	GO:BP	GO:0032481	positive regulation of type I interferon production	0.0195554480707718	True	"""Any process that activates or increases the frequency, rate, or extent of type I interferon production. Type I interferons include the interferon-alpha, beta, delta, episilon, zeta, kappa, tau, and omega gene families."" [GOC:add, GOC:mah]"	61	102	3	15719	0.0294117647058823	0.0491803278688524	query_1	['GO:0001819', 'GO:0032479', 'GO:0032606']	['PLCG2', 'SYK', 'PTPN11']
1414	GO:BP	GO:0042306	regulation of protein import into nucleus	0.0195554480707718	True	"""Any process that modulates the frequency, rate or extent of movement of proteins from the cytoplasm to the nucleus."" [GOC:jl]"	61	102	3	15719	0.0294117647058823	0.0491803278688524	query_1	['GO:0006606', 'GO:0033157', 'GO:0046822', 'GO:1900180']	['PIK3R1', 'TGFB1', 'CDH1']
1415	GO:BP	GO:0071498	cellular response to fluid shear stress	0.0196485778824249	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a fluid shear stress stimulus. Fluid shear stress is the force acting on an object in a system where the fluid is moving across a solid surface."" [GOC:mah]"	20	102	2	15719	0.0196078431372549	0.1	query_1	['GO:0033554', 'GO:0034405']	['SRC', 'PTK2B']
1416	GO:BP	GO:0014856	skeletal muscle cell proliferation	0.0196485778824249	True	"""The multiplication or reproduction of skeletal muscle cells, resulting in the expansion of a cell population."" [CL:0000188, GOC:ef, GOC:mtg_muscle]"	20	102	2	15719	0.0196078431372549	0.1	query_1	['GO:0014855']	['SRC', 'HGF']
1417	GO:BP	GO:0097062	dendritic spine maintenance	0.0196485778824249	True	"""The organization process that preserves a dendritic spine in a stable functional or structural state. A dendritic spine is a specialized protrusion from a neuronal dendrite and is involved in synaptic transmission."" [GOC:BHF, PMID:20410104]"	20	102	2	15719	0.0196078431372549	0.1	query_1	['GO:0043954', 'GO:0097061']	['FYN', 'ITGA3']
1418	GO:BP	GO:0048670	regulation of collateral sprouting	0.0196485778824249	True	"""Any process that modulates the frequency, rate or extent of collateral sprouting."" [GOC:dgh, GOC:dph, GOC:jid, GOC:lm]"	20	102	2	15719	0.0196078431372549	0.1	query_1	['GO:0048638', 'GO:0048668', 'GO:0050770', 'GO:0061387']	['SPP1', 'SEMA4D']
1419	GO:BP	GO:0046629	gamma-delta T cell activation	0.0196485778824249	True	"""The change in morphology and behavior of a gamma-delta T cell resulting from exposure to a mitogen, cytokine, chemokine, cellular ligand, or an antigen for which it is specific."" [GOC:add]"	20	102	2	15719	0.0196078431372549	0.1	query_1	['GO:0042110']	['ITK', 'SYK']
1420	GO:BP	GO:2000047	regulation of cell-cell adhesion mediated by cadherin	0.0196485778824249	True	"""Any process that modulates the frequency, rate or extent of cell-cell adhesion mediated by cadherin."" [GOC:obol]"	20	102	2	15719	0.0196078431372549	0.1	query_1	['GO:0022407', 'GO:0044331']	['ADAM19', 'VEGFA']
1421	GO:BP	GO:0035313	wound healing, spreading of epidermal cells	0.0196485778824249	True	"""The migration of an epidermal cell along or through a wound gap that contributes to the reestablishment of a continuous epidermis."" [GOC:bf, PMID:15269788]"	20	102	2	15719	0.0196078431372549	0.1	query_1	['GO:0044319']	['ITGB1', 'ITGA5']
133	GO:CC	GO:0031258	lamellipodium membrane	0.0201147894340941	True	"""The portion of the plasma membrane surrounding a lamellipodium."" [GOC:mah]"	21	103	2	16420	0.0194174757281553	0.0952380952380952	query_1	['GO:0030027', 'GO:0031253', 'GO:0031256']	['ITGAV', 'ITGB3']
1422	GO:BP	GO:0120032	regulation of plasma membrane bounded cell projection assembly	0.0202893283666347	True	"""Any process that modulates the rate, frequency, or extent of plasma membrane bounded cell projection assembly."" [GOC:krc]"	188	102	5	15719	0.0490196078431372	0.026595744680851	query_1	['GO:0060491', 'GO:0120031', 'GO:0120035']	['TGFB3', 'PIK3R1', 'AGRN', 'TGFBR1', 'NRP1']
1423	GO:BP	GO:0002695	negative regulation of leukocyte activation	0.0202893283666347	True	"""Any process that stops, prevents, or reduces the frequency, rate, or extent of leukocyte activation."" [GOC:add]"	188	102	5	15719	0.0490196078431372	0.026595744680851	query_1	['GO:0002683', 'GO:0002694', 'GO:0045321', 'GO:0050866']	['FN1', 'SMAD7', 'LYN', 'TGFB1', 'ERBB2']
1424	GO:BP	GO:0014015	positive regulation of gliogenesis	0.020310728816474	True	"""Any process that activates or increases the frequency, rate or extent of gliogenesis, the formation of mature glia."" [GOC:ef]"	62	102	3	15719	0.0294117647058823	0.0483870967741935	query_1	['GO:0014013', 'GO:0042063', 'GO:0050769']	['VEGFC', 'LYN', 'TGFB1']
1425	GO:BP	GO:0046660	female sex differentiation	0.0206261917692937	True	"""The establishment of the sex of a female organism by physical differentiation."" [GOC:bf]"	120	102	4	15719	0.0392156862745098	0.0333333333333333	query_1	['GO:0007275', 'GO:0007548']	['SRC', 'KDR', 'VEGFA', 'PDGFRA']
134	GO:CC	GO:0045178	basal part of cell	0.0207009048924112	True	"""The region of a cell situated near the base. For example, in a polarized epithelial cell, the basal surface rests on the basal lamina that separates the epithelium from other tissue."" [GOC:mah, ISBN:0815316194]"	276	103	6	16420	0.058252427184466	0.0217391304347826	query_1	['GO:0110165']	['MET', 'ITGA9', 'CTNNB1', 'EGFR', 'ERBB2', 'ITGA3']
250	REAC	REAC:R-HSA-5654693	FRS-mediated FGFR1 signaling	0.0208117127113165	True	FRS-mediated FGFR1 signaling	15	99	2	10022	0.0202020202020202	0.1333333333333333	query_1	['REAC:R-HSA-5654687']	['SOS1', 'PTPN11']
1426	GO:BP	GO:0060675	ureteric bud morphogenesis	0.0211825647907679	True	"""The process in which the ureteric bud is generated and organized."" [GOC:dph, GOC:mtg_kidney_jan10]"	63	102	3	15719	0.0294117647058823	0.0476190476190476	query_1	['GO:0001657', 'GO:0072171']	['CTNNB1', 'TGFB1', 'VEGFA']
1427	GO:BP	GO:0072171	mesonephric tubule morphogenesis	0.0211825647907679	True	"""The process in which the anatomical structures of a mesonephric tubule are generated and organized. A mesonephric tubule is an epithelial tube that is part of the mesonephros."" [GOC:mtg_kidney_jan10]"	63	102	3	15719	0.0294117647058823	0.0476190476190476	query_1	['GO:0072078', 'GO:0072164']	['CTNNB1', 'TGFB1', 'VEGFA']
1434	GO:BP	GO:0031290	retinal ganglion cell axon guidance	0.0214296340944786	True	"""The process in which the migration of an axon growth cone of a retinal ganglion cell (RGC) is directed to its target in the brain in response to a combination of attractive and repulsive cues."" [GOC:ejs]"	21	102	2	15719	0.0196078431372549	0.0952380952380952	query_1	['GO:0007411']	['VEGFA', 'NRP1']
1433	GO:BP	GO:0035584	calcium-mediated signaling using intracellular calcium source	0.0214296340944786	True	"""The series of molecular signals in which a cell uses calcium ions released from an intracellular store to convert a signal into a response."" [GOC:bf, GOC:BHF, PMID:20192754]"	21	102	2	15719	0.0196078431372549	0.0952380952380952	query_1	['GO:0019722']	['KDR', 'VCAM1']
1432	GO:BP	GO:0051882	mitochondrial depolarization	0.0214296340944786	True	"""The process in which the potential difference across the mitochondrial membrane is reduced from its steady state level."" [Wikipedia:Depolarization, Wikipedia:Mitochondrion]"	21	102	2	15719	0.0196078431372549	0.0952380952380952	query_1	['GO:0051881', 'GO:0051899']	['SRC', 'KDR']
1431	GO:BP	GO:0048634	regulation of muscle organ development	0.0214296340944786	True	"""Any process that modulates the frequency, rate or extent of muscle development."" [GOC:go_curators]"	21	102	2	15719	0.0196078431372549	0.0952380952380952	query_1	['GO:0007517', 'GO:0050793']	['LOX', 'TGFB1']
1429	GO:BP	GO:0002043	blood vessel endothelial cell proliferation involved in sprouting angiogenesis	0.0214296340944786	True	"""The multiplication or reproduction of blood vessel endothelial cells, resulting in the expansion of a cell population contributing to sprouting angiogenesis."" [GOC:dph, GOC:tb, PMID:16391003]"	21	102	2	15719	0.0196078431372549	0.0952380952380952	query_1	['GO:0001935', 'GO:0002040']	['VEGFA', 'THBS1']
1428	GO:BP	GO:0035902	response to immobilization stress	0.0214296340944786	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of being rendered immobile."" [GOC:bf, PMID:17683801, PMID:19893991]"	21	102	2	15719	0.0196078431372549	0.0952380952380952	query_1	['GO:0006950']	['TGFB1', 'PTK2B']
1430	GO:BP	GO:0010888	negative regulation of lipid storage	0.0214296340944786	True	"""Any process that decreases the rate, frequency or extent of lipid storage. Lipid storage is the accumulation and maintenance in cells or tissues of lipids, compounds soluble in organic solvents but insoluble or sparingly soluble in aqueous solvents. Lipid reserves can be accumulated during early developmental stages for mobilization and utilization at later stages of development."" [GOC:BHF, GOC:dph, GOC:tb]"	21	102	2	15719	0.0196078431372549	0.0952380952380952	query_1	['GO:0010883', 'GO:0019915', 'GO:1905953']	['ITGAV', 'ITGB3']
254	REAC	REAC:R-HSA-9674428	PDGFR mutants bind TKIs	0.0214412014498337	True	PDGFR mutants bind TKIs	1	99	1	10022	0.0101010101010101	1.0	query_1	['REAC:R-HSA-9671555']	['PDGFRA']
252	REAC	REAC:R-HSA-9674404	Sorafenib-resistant PDGFR mutants	0.0214412014498337	True	Sorafenib-resistant PDGFR mutants	1	99	1	10022	0.0101010101010101	1.0	query_1	['REAC:R-HSA-9674415']	['PDGFRA']
251	REAC	REAC:R-HSA-9674403	Regorafenib-resistant PDGFR mutants	0.0214412014498337	True	Regorafenib-resistant PDGFR mutants	1	99	1	10022	0.0101010101010101	1.0	query_1	['REAC:R-HSA-9674415']	['PDGFRA']
255	REAC	REAC:R-HSA-9674415	Drug resistance of PDGFR mutants	0.0214412014498337	True	Drug resistance of PDGFR mutants	1	99	1	10022	0.0101010101010101	1.0	query_1	['REAC:R-HSA-9671555']	['PDGFRA']
256	REAC	REAC:R-HSA-3642279	TGFBR2 MSI Frameshift Mutants in Cancer	0.0214412014498337	True	TGFBR2 MSI Frameshift Mutants in Cancer	1	99	1	10022	0.0101010101010101	1.0	query_1	['REAC:R-HSA-3642278']	['TGFBR2']
257	REAC	REAC:R-HSA-9674396	Imatinib-resistant PDGFR mutants	0.0214412014498337	True	Imatinib-resistant PDGFR mutants	1	99	1	10022	0.0101010101010101	1.0	query_1	['REAC:R-HSA-9674415']	['PDGFRA']
253	REAC	REAC:R-HSA-9674401	Sunitinib-resistant PDGFR mutants	0.0214412014498337	True	Sunitinib-resistant PDGFR mutants	1	99	1	10022	0.0101010101010101	1.0	query_1	['REAC:R-HSA-9674415']	['PDGFRA']
1435	GO:BP	GO:0002758	innate immune response-activating signaling pathway	0.0214678545473029	True	"""The series of molecular signals generated by a ligand binding to its receptor that lead to the activation or perpetuation of an innate immune response."" [GOC:jy, GOC:mah, PMID:11418339, PMID:28105028]"	191	102	5	15719	0.0490196078431372	0.0261780104712041	query_1	['GO:0002218', 'GO:0002757']	['SRC', 'PLCG2', 'FYN', 'LYN', 'SYK']
1436	GO:BP	GO:0034765	regulation of monoatomic ion transmembrane transport	0.0215940445320679	True	"""Any process that modulates the frequency, rate or extent of the directed movement of ions from one side of a membrane to the other."" [GOC:mah]"	443	102	8	15719	0.0784313725490196	0.0180586907449209	query_1	['GO:0034220', 'GO:0034762', 'GO:0043269']	['ITGB1', 'ITGB3', 'PLCG2', 'FYN', 'LYN', 'TGFB1', 'PLCG1', 'PTK2B']
135	GO:CC	GO:0070160	tight junction	0.0219202558369167	True	"""A cell-cell junction that seals cells together in an epithelium in a way that prevents even small molecules from leaking from one side of the sheet to the other."" [ISBN:0815332181]"	127	103	4	16420	0.0388349514563106	0.0314960629921259	query_1	['GO:0005911']	['CTNNB1', 'JAM3', 'TGFBR1', 'JAM2']
1438	GO:BP	GO:0006911	phagocytosis, engulfment	0.0219215160946867	True	"""The internalization of bacteria, immune complexes and other particulate matter or of an apoptotic cell by phagocytosis, including the membrane and cytoskeletal processes required, which involves one of three mechanisms: zippering of pseudopods around a target via repeated receptor-ligand interactions, sinking of the target directly into plasma membrane of the phagocytosing cell, or induced uptake via an enhanced membrane ruffling of the phagocytosing cell similar to macropinocytosis."" [GOC:curators, ISBN:0781735149]"	64	102	3	15719	0.0294117647058823	0.046875	query_1	['GO:0006909', 'GO:0099024']	['PLCG2', 'FCGR1A', 'THBS1']
