Rabson-Mendenhall syndrome	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
1487	GO:BP	GO:0008584	male gonad development	0.0133277662091345	True	"""The process whose specific outcome is the progression of the male gonad over time, from its formation to the mature structure."" [GOC:jid]"	146	100	7	21110	0.07	0.047945205479452	query_1	['GO:0008406', 'GO:0046546']	['INSR', 'CRKL', 'ESR1', 'TGFBR1', 'ADAM15', 'CBL', 'PDGFRA']
1488	WP	WP:WP4746	Thyroid hormones production and peripheral downstream signaling effects	0.0134914197728104	True	Thyroid hormones production and peripheral downstream signaling effects	93	94	7	8133	0.0744680851063829	0.075268817204301	query_1	['WP:000000']	['ITGAV', 'SRC', 'ITGB3', 'CTNNB1', 'SOS1', 'GRB2', 'PIK3CA']
1489	GO:BP	GO:0007566	embryo implantation	0.0135165569505143	True	"""Attachment of the blastocyst to the uterine lining."" [GOC:isa_complete, http://www.medterms.com]"	55	100	5	21110	0.05	0.0909090909090909	query_1	['GO:0007275', 'GO:0007565', 'GO:0022414']	['SMURF2', 'SPP1', 'ITGB3', 'TGFBR2', 'VEGFA']
1490	GO:BP	GO:0008285	negative regulation of cell population proliferation	0.0136074661386413	True	"""Any process that stops, prevents or reduces the rate or extent of cell proliferation."" [GOC:go_curators]"	709	100	14	21110	0.14	0.0197461212976022	query_1	['GO:0008283', 'GO:0042127', 'GO:0048523']	['RAPGEF1', 'PLXNB1', 'SMAD7', 'FGFR2', 'TGFB3', 'CTNNB1', 'TGFBR2', 'LYN', 'TGFB1', 'ERBB2', 'PTK2B', 'TGFBR1', 'SMAD3', 'FLT1']
1491	GO:MF	GO:0019956	chemokine binding	0.0138424628997266	True	"""Binding to a chemokine. Chemokines are a family of small chemotactic cytokines; their name is derived from their ability to induce directed chemotaxis in nearby responsive cells. All chemokines possess a number of conserved cysteine residues involved in intramolecular disulfide bond formation. Some chemokines are considered pro-inflammatory and can be induced during an immune response to recruit cells of the immune system to a site of infection, while others are considered homeostatic and are involved in controlling the migration of cells during normal processes of tissue maintenance or development. Chemokines are found in all vertebrates, some viruses and some bacteria."" [GOC:ai, GOC:BHF, GOC:rl, PMID:12183377, Wikipedia:Chemokine]"	33	99	4	20195	0.0404040404040404	0.1212121212121212	query_1	['GO:0019955']	['ITGB1', 'ITGAV', 'ITGB3', 'ITGA4']
1492	GO:BP	GO:0046546	development of primary male sexual characteristics	0.0139403645937693	True	"""The process whose specific outcome is the progression of the primary male sexual characteristics over time, from their formation to the mature structures. The primary male sexual characteristics are the testes, and they develop in response to sex hormone secretion."" [GOC:ai]"	147	100	7	21110	0.07	0.0476190476190476	query_1	['GO:0045137', 'GO:0046661']	['INSR', 'CRKL', 'ESR1', 'TGFBR1', 'ADAM15', 'CBL', 'PDGFRA']
1493	TF	TF:M09826_1	Factor: BTEB3; motif: CCNNSCCNSCCCCKCCCCC; match class: 1	0.0141890839311411	True	Factor: BTEB3; motif: CCNNSCCNSCCCCKCCCCC; match class: 1	7853	99	61	20011	0.6161616161616161	0.0077677320769132	query_1	['TF:M09826']	['MET', 'ITGB1', 'ITGA9', 'PIK3CB', 'SMURF2', 'ITGB5', 'VEGFB', 'PLXNB1', 'ITGAV', 'FN1', 'PIK3R2', 'BCAR1', 'SMAD7', 'ITGB3', 'TGFB3', 'PIK3R1', 'VEGFC', 'CRK', 'INSR', 'PLCG2', 'FLT4', 'SOS1', 'PIK3CD', 'ITGA5', 'PXN', 'FYN', 'SH3PXD2A', 'ADAM19', 'MADCAM1', 'LYN', 'GRB2', 'TGFB1', 'EGFR', 'PIK3CA', 'KDR', 'IGF1R', 'VCL', 'VAV1', 'SYK', 'PLCG1', 'SMURF1', 'ERBB2', 'SH3KBP1', 'CDH1', 'VEGFA', 'SH3GL2', 'ADAM12', 'IRS1', 'CD81', 'TGFBR1', 'L1CAM', 'PTK2', 'NRP1', 'SMAD3', 'ADAM15', 'PTPN11', 'CBL', 'PDGFRA', 'CR2', 'PGF', 'PLXNA1']
1494	KEGG	KEGG:04620	Toll-like receptor signaling pathway	0.014210742457992	True	Toll-like receptor signaling pathway	102	94	7	8161	0.0744680851063829	0.0686274509803921	query_1	['KEGG:00000']	['PIK3CB', 'PIK3R2', 'SPP1', 'PIK3R1', 'PIK3CD', 'PIK3CA', 'PIK3R3']
1495	GO:BP	GO:0051894	positive regulation of focal adhesion assembly	0.0142199648341466	True	"""Any process that activates or increases the frequency, rate or extent of focal adhesion assembly, the establishment and maturation of focal adhesions."" [GOC:ai]"	26	100	4	21110	0.04	0.1538461538461538	query_1	['GO:0001954', 'GO:0048041', 'GO:0051893', 'GO:0150117', 'GO:1901890']	['KDR', 'VEGFA', 'NRP1', 'SMAD3']
1496	GO:BP	GO:0021854	hypothalamus development	0.0142199648341466	True	"""The progression of the hypothalamus region of the forebrain, from its initial formation to its mature state."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid]"	26	100	4	21110	0.04	0.1538461538461538	query_1	['GO:0021536', 'GO:0021761', 'GO:0048856']	['CTNNB1', 'NRP2', 'NRP1', 'PLXNA1']
1497	HP	HP:0011032	Abnormality of fluid regulation	0.0143975104433779	True	An abnormality of the regulation of body fluids.	697	59	22	4851	0.3728813559322034	0.0315638450502152	query_1	['HP:0012337']	['FN1', 'SPP1', 'FGA', 'PIK3R1', 'VEGFC', 'ITK', 'PLCG2', 'FLT4', 'CTNNB1', 'SOS1', 'PIK3CD', 'TGFB1', 'EGFR', 'APOA1', 'PIK3CA', 'FGB', 'SYK', 'FGG', 'BLNK', 'PTPN11', 'CBL', 'SEMA4D']
1498	GO:BP	GO:0019722	calcium-mediated signaling	0.0144539089632461	True	"""Any intracellular signal transduction in which the signal is passed on within the cell via calcium ions."" [GOC:signaling]"	208	100	8	21110	0.08	0.0384615384615384	query_1	['GO:0019932']	['PLCG2', 'LAT', 'ZAP70', 'KDR', 'SYK', 'PLCG1', 'PTK2B', 'VCAM1']
1499	KEGG	KEGG:05140	Leishmaniasis	0.0147063266097093	True	Leishmaniasis	72	94	6	8161	0.0638297872340425	0.0833333333333333	query_1	['KEGG:00000']	['C3', 'ITGB1', 'TGFB3', 'ITGA4', 'TGFB1', 'FCGR1A']
1500	GO:CC	GO:0001772	immunological synapse	0.0147213944901425	True	"""An area of close contact between a lymphocyte (T-, B-, or natural killer cell) and a target cell formed through the clustering of particular signaling and adhesion molecules and their associated membrane rafts on both the lymphocyte and the target cell and facilitating activation of the lymphocyte, transfer of membrane from the target cell to the lymphocyte, and in some situations killing of the target cell through release of secretory granules and/or death-pathway ligand-receptor interaction."" [GOC:mgi_curators, PMID:11244041, PMID:11376300]"	44	101	4	22122	0.0396039603960396	0.0909090909090909	query_1	['GO:0005886', 'GO:0110165']	['LAT', 'ZAP70', 'CD81', 'LCK']
1501	GO:BP	GO:0002690	positive regulation of leukocyte chemotaxis	0.0147294311602993	True	"""Any process that activates or increases the frequency, rate, or extent of leukocyte chemotaxis."" [GOC:add]"	97	100	6	21110	0.06	0.0618556701030927	query_1	['GO:0002687', 'GO:0002688', 'GO:0030595', 'GO:0050921']	['VEGFB', 'VEGFC', 'PTK2B', 'VEGFA', 'PTK2', 'PGF']
1502	GO:BP	GO:2000179	positive regulation of neural precursor cell proliferation	0.0147862305006718	True	"""Any process that activates or increases the frequency, rate or extent of neural precursor cell proliferation."" [GOC:dph, GOC:yaf]"	56	100	5	21110	0.05	0.0892857142857142	query_1	['GO:0008284', 'GO:0061351', 'GO:2000177']	['ITGB1', 'VEGFC', 'CTNNB1', 'LYN', 'VEGFA']
1503	GO:BP	GO:0043303	mast cell degranulation	0.0147862305006718	True	"""The regulated exocytosis of secretory granules containing preformed mediators such as histamine, serotonin, and neutral proteases by a mast cell."" [ISBN:0781735149]"	56	100	5	21110	0.05	0.0892857142857142	query_1	['GO:0002279', 'GO:0002448', 'GO:0032418', 'GO:0043299', 'GO:0051656']	['PIK3CD', 'LAT', 'LYN', 'SYK', 'CBL']
1504	HP	HP:0002733	Abnormal lymph node morphology	0.0152882423787202	True	A structural lymph node abnormality.	222	59	12	4851	0.2033898305084746	0.054054054054054	query_1	['HP:0100763']	['SPP1', 'ITK', 'TGFBR2', 'PIK3CD', 'LAT', 'ZAP70', 'MS4A1', 'SYK', 'CD81', 'CD19', 'CBL', 'CR2']
1505	TF	TF:M08867_1	Factor: AP2; motif: GCCYGSGGSN; match class: 1	0.015339562378936	True	Factor: AP2; motif: GCCYGSGGSN; match class: 1	5299	99	47	20011	0.4747474747474747	0.0088695980373655	query_1	['TF:M08867']	['MET', 'RAPGEF1', 'ITGB1', 'ITGA9', 'ITGB5', 'VEGFB', 'PIK3R2', 'BCAR1', 'SRC', 'SMAD7', 'FGFR2', 'PIK3R1', 'VEGFC', 'CRK', 'INSR', 'PLCG2', 'SOS1', 'TGFBR2', 'PIK3CD', 'ITGA5', 'FYN', 'SH3PXD2A', 'ADAM19', 'LYN', 'TGFB1', 'NRP2', 'EGFR', 'PIK3CA', 'ITGAE', 'IGF1R', 'VAV1', 'PLCG1', 'SH3KBP1', 'VEGFA', 'ESR1', 'CD81', 'TLN1', 'TGFBR1', 'PTK2', 'CD19', 'SMAD3', 'ADAM15', 'PTPN11', 'CBL', 'FLT1', 'CR2', 'PLXNA1']
1506	WP	WP:WP2324	AGE/RAGE pathway	0.0153413499339267	True	AGE/RAGE pathway	66	94	6	8133	0.0638297872340425	0.0909090909090909	query_1	['WP:000000']	['SRC', 'INSR', 'SHC1', 'EGFR', 'IRS1', 'SMAD3']
1507	HP	HP:0002843	Abnormal T cell morphology	0.0154299046518512	True	An abnormality of T cells.	90	59	8	4851	0.135593220338983	0.0888888888888888	query_1	['HP:0004332']	['PIK3R1', 'ITK', 'PIK3CD', 'LAT', 'ZAP70', 'LCP2', 'SYK', 'LCK']
1508	HP	HP:0011839	Abnormal T cell count	0.0154299046518512	True	A deviation from the normal count of T cells.	90	59	8	4851	0.135593220338983	0.0888888888888888	query_1	['HP:0002843', 'HP:0040088']	['PIK3R1', 'ITK', 'PIK3CD', 'LAT', 'ZAP70', 'LCP2', 'SYK', 'LCK']
1509	GO:BP	GO:0072657	protein localization to membrane	0.0154541672348667	True	"""A process in which a protein is transported to, or maintained in, a specific location in a membrane."" [GOC:mah]"	820	100	15	21110	0.15	0.0182926829268292	query_1	['GO:0008104', 'GO:0051668']	['ITGB1', 'PIK3R2', 'PIK3R1', 'CRK', 'FYN', 'ITGA4', 'MADCAM1', 'TGFB1', 'EGFR', 'SMURF1', 'ERBB2', 'CDH1', 'CRKL', 'CD81', 'ITGB7']
1510	GO:MF	GO:0019887	protein kinase regulator activity	0.0161131018705639	True	"""Modulates the activity of a protein kinase, an enzyme which phosphorylates a protein."" [GOC:ai]"	239	99	8	20195	0.0808080808080808	0.0334728033472803	query_1	['GO:0019207']	['PIK3R1', 'INSR', 'SHC1', 'SOS1', 'GRB2', 'TGFB1', 'EGFR', 'PIK3CA']
1511	HP	HP:0002720	Decreased circulating IgA level	0.0161716972235666	True	Decreased levels of immunoglobulin A (IgA).	65	59	7	4851	0.1186440677966101	0.1076923076923077	query_1	['HP:0004313', 'HP:0410240']	['PIK3R1', 'PLCG2', 'PIK3CD', 'SYK', 'CD19', 'BLNK', 'CR2']
1512	GO:BP	GO:0061448	connective tissue development	0.0165787633615065	True	"""The progression of a connective tissue over time, from its formation to the mature structure."" [GOC:BHF]"	281	100	9	21110	0.09	0.0320284697508896	query_1	['GO:0009888']	['SMAD7', 'ITGB3', 'CTNNB1', 'TGFBR2', 'TGFB1', 'PIK3CA', 'TGFBR1', 'SMAD3', 'PTPN11']
1513	GO:BP	GO:1901654	response to ketone	0.0166174346514646	True	"""A response that results in a state of tolerance to ketone."" [GOC:mengo_curators, PMID:23356676]"	212	100	8	21110	0.08	0.0377358490566037	query_1	['GO:0010033', 'GO:1901700']	['SRC', 'SPP1', 'TGFB3', 'TGFB1', 'PIK3CA', 'IGF1R', 'ADAM15', 'CBL']
1514	GO:BP	GO:0002092	positive regulation of receptor internalization	0.0166324128046918	True	"""Any process that activates or increases the frequency, rate or extent of receptor internalization."" [GOC:hjd]"	27	100	4	21110	0.04	0.1481481481481481	query_1	['GO:0002090', 'GO:0031623', 'GO:0048260']	['INSR', 'PLCG2', 'SYK', 'VEGFA']
1515	GO:BP	GO:0060396	growth hormone receptor signaling pathway	0.0166324128046918	True	"""The series of molecular signals generated as a consequence of growth hormone receptor binding to its physiological ligand."" [GOC:BHF, GOC:dph, PMID:11445442]"	27	100	4	21110	0.04	0.1481481481481481	query_1	['GO:0007169', 'GO:0071378']	['PIK3R1', 'PXN', 'LYN', 'PTK2']
1516	GO:BP	GO:0071378	cellular response to growth hormone stimulus	0.0166324128046918	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a growth hormone stimulus. Growth hormone is a peptide hormone that binds to the growth hormone receptor and stimulates growth."" [GOC:mah]"	27	100	4	21110	0.04	0.1481481481481481	query_1	['GO:0060416', 'GO:0071375']	['PIK3R1', 'PXN', 'LYN', 'PTK2']
1517	GO:BP	GO:0042730	fibrinolysis	0.0166324128046918	True	"""A process that solubilizes fibrin in the bloodstream of a multicellular organism, chiefly by the proteolytic action of plasmin."" [GOC:jl, PMID:15842654]"	27	100	4	21110	0.04	0.1481481481481481	query_1	['GO:0030195']	['FGA', 'FGB', 'FGG', 'VTN']
1518	GO:MF	GO:0005518	collagen binding	0.0166981492413587	True	"""Binding to collagen, a group of fibrous proteins of very high tensile strength that form the main component of connective tissue in animals. Collagen is highly enriched in glycine (some regions are 33% glycine) and proline, occurring predominantly as 3-hydroxyproline (about 20%)."" [GOC:ai, ISBN:0198506732]"	70	99	5	20195	0.0505050505050505	0.0714285714285714	query_1	['GO:0044877']	['ITGB1', 'FN1', 'SMAD7', 'VTN', 'SMAD3']
1519	GO:BP	GO:0045862	positive regulation of proteolysis	0.0168776042403605	True	"""Any process that activates or increases the frequency, rate or extent of the hydrolysis of a peptide bond or bonds within a protein."" [GOC:go_curators]"	358	100	10	21110	0.1	0.0279329608938547	query_1	['GO:0006508', 'GO:0030162', 'GO:0051247']	['SRC', 'SMAD7', 'FYN', 'LYN', 'SYK', 'SMURF1', 'PTK2B', 'PTK2', 'LCK', 'SMAD3']
1520	REAC	REAC:R-HSA-198933	Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	0.0170181388801197	True	Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	183	97	9	10790	0.0927835051546391	0.0491803278688524	query_1	['REAC:R-HSA-1280218']	['C3', 'ITGB1', 'ITGA4', 'FCGR1A', 'CDH1', 'CD81', 'VCAM1', 'CD19', 'ITGB7']
1521	GO:BP	GO:0014070	response to organic cyclic compound	0.0171584404815533	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an organic cyclic compound stimulus."" [GOC:ef]"	935	100	16	21110	0.16	0.0171122994652406	query_1	['GO:0010033']	['RAPGEF1', 'SRC', 'SPP1', 'TGFB3', 'CTNNB1', 'TGFBR2', 'LYN', 'TGFB1', 'EGFR', 'PIK3CA', 'IGF1R', 'CDH1', 'PTK2B', 'ESR1', 'TGFBR1', 'CBL']
1522	REAC	REAC:R-HSA-416550	Sema4D mediated inhibition of cell attachment and migration	0.0171960989679742	True	Sema4D mediated inhibition of cell attachment and migration	8	97	3	10790	0.0309278350515463	0.375	query_1	['REAC:R-HSA-400685']	['MET', 'PLXNB1', 'SEMA4D']
1523	REAC	REAC:R-HSA-8851805	MET activates RAS signaling	0.0171960989679742	True	MET activates RAS signaling	8	97	3	10790	0.0309278350515463	0.375	query_1	['REAC:R-HSA-6806834']	['MET', 'HGF', 'SOS1']
1524	WP	WP:WP3593	MicroRNA for targeting cancer growth and vascularization in glioblastoma	0.0173602457623331	True	MicroRNA for targeting cancer growth and vascularization in glioblastoma	9	94	3	8133	0.0319148936170212	0.3333333333333333	query_1	['WP:000000']	['VEGFB', 'VEGFC', 'VEGFA']
1525	GO:BP	GO:0001657	ureteric bud development	0.0175664529507741	True	"""The process whose specific outcome is the progression of the ureteric bud over time, from its formation to the mature structure."" [GOC:go_curators]"	100	100	6	21110	0.06	0.06	query_1	['GO:0072164']	['SMAD7', 'FGFR2', 'CTNNB1', 'TGFB1', 'VEGFA', 'SMAD3']
1526	GO:BP	GO:0002279	mast cell activation involved in immune response	0.0176046966963589	True	"""The change in morphology and behavior of a mast cell resulting from exposure to a cytokine, chemokine, soluble factor, or to (at least in mammals) an antigen which the mast cell has specifically bound via IgE bound to Fc-epsilonRI receptors, leading to the initiation or perpetuation of an immune response."" [GOC:add, ISBN:0781735149]"	58	100	5	21110	0.05	0.0862068965517241	query_1	['GO:0002275', 'GO:0045576']	['PIK3CD', 'LAT', 'LYN', 'SYK', 'CBL']
1527	GO:BP	GO:0046474	glycerophospholipid biosynthetic process	0.0177979761654615	True	"""The chemical reactions and pathways resulting in the formation of glycerophospholipids, any derivative of glycerophosphate that contains at least one O-acyl, O-alkyl, or O-alkenyl group attached to the glycerol residue."" [ISBN:0198506732]"	214	100	8	21110	0.08	0.0373831775700934	query_1	['GO:0006650', 'GO:0008654', 'GO:0045017']	['PIK3CB', 'PIK3R2', 'PIK3R1', 'PLCG2', 'PIK3CD', 'APOA1', 'PIK3CA', 'PIK3R3']
1528	HP	HP:0025539	Abnormal B cell subset distribution	0.0178248411215349	True	Abnormal B cell subset distribution	26	59	5	4851	0.0847457627118644	0.1923076923076923	query_1	['HP:0010975']	['PIK3R1', 'PLCG2', 'PIK3CD', 'LCP2', 'CD19']
1529	KEGG	KEGG:04140	Autophagy - animal	0.0180878899397677	True	Autophagy - animal	141	94	8	8161	0.0851063829787234	0.0567375886524822	query_1	['KEGG:00000']	['PIK3CB', 'PIK3R2', 'PIK3R1', 'PIK3CD', 'PIK3CA', 'IGF1R', 'PIK3R3', 'IRS1']
1530	HP	HP:0100658	Cellulitis	0.0181254040705337	True	A bacterial infection and inflammation of the skin und subcutaneous tissues.	44	59	6	4851	0.1016949152542373	0.1363636363636363	query_1	['HP:0003549']	['PIK3R1', 'VEGFC', 'PLCG2', 'FLT4', 'PIK3CD', 'BLNK']
1531	WP	WP:WP4357	NRF2-ARE regulation	0.0182023991875721	True	NRF2-ARE regulation	23	94	4	8133	0.0425531914893617	0.1739130434782608	query_1	['WP:000000']	['SRC', 'INSR', 'FYN', 'PIK3CA']
1532	GO:BP	GO:0035635	entry of bacterium into host cell	0.0184496113492813	True	"""The process in which a bacterium enters a host cell. The host is defined as the larger of the organisms involved in a symbiotic interaction."" [GOC:bf, PMID:21187937]"	9	100	3	21110	0.03	0.3333333333333333	query_1	['GO:0044409']	['ITGAV', 'SRC', 'CBL']
1533	GO:BP	GO:0060982	coronary artery morphogenesis	0.0184496113492813	True	"""The process in which the anatomical structures of coronary arteries are generated and organized. Coronary arteries are blood vessels that transport blood to the heart muscle."" [GOC:mtg_heart]"	9	100	3	21110	0.03	0.3333333333333333	query_1	['GO:0048844', 'GO:0060977']	['VEGFA', 'TGFBR1', 'NRP1']
1534	GO:BP	GO:0061549	sympathetic ganglion development	0.0184496113492813	True	"""The process whose specific outcome is the progression of a sympathetic ganglion over time, from its formation to the mature structure."" [GOC:BHF, GOC:rl]"	9	100	3	21110	0.03	0.3333333333333333	query_1	['GO:0048485', 'GO:0061548']	['CTNNB1', 'NRP2', 'NRP1']
1535	GO:BP	GO:0008354	germ cell migration	0.0184496113492813	True	"""The orderly movement of a cell specialized to produce haploid gametes through the embryo from its site of production to the place where the gonads will form."" [GOC:bf, GOC:jl]"	9	100	3	21110	0.03	0.3333333333333333	query_1	['GO:0007276', 'GO:0016477', 'GO:0022412']	['ITGB1', 'TGFB1', 'TGFBR1']
1536	GO:BP	GO:0072163	mesonephric epithelium development	0.0186048918383695	True	"""The process whose specific outcome is the progression of an epithelium in the mesonephros over time, from its formation to the mature structure. An epithelium is a tissue that covers the internal or external surfaces of an anatomical structure."" [GOC:mtg_kidney_jan10]"	101	100	6	21110	0.06	0.0594059405940594	query_1	['GO:0001823', 'GO:0072073']	['SMAD7', 'FGFR2', 'CTNNB1', 'TGFB1', 'VEGFA', 'SMAD3']
1537	GO:BP	GO:0072164	mesonephric tubule development	0.0186048918383695	True	"""The progression of a mesonephric tubule over time, from its initial formation to the mature structure. A mesonephric tubule is an epithelial tube that is part of the mesonephros."" [GOC:mtg_kidney_jan10]"	101	100	6	21110	0.06	0.0594059405940594	query_1	['GO:0035295', 'GO:0072163']	['SMAD7', 'FGFR2', 'CTNNB1', 'TGFB1', 'VEGFA', 'SMAD3']
1538	GO:BP	GO:0002275	myeloid cell activation involved in immune response	0.0186048918383695	True	"""A change in the morphology or behavior of a myeloid cell resulting from exposure to an activating factor such as a cellular or soluble ligand, leading to the initiation or perpetuation of an immune response."" [GOC:add, ISBN:0781735149]"	101	100	6	21110	0.06	0.0594059405940594	query_1	['GO:0002274', 'GO:0002366']	['PLCG2', 'PIK3CD', 'LAT', 'LYN', 'SYK', 'CBL']
1539	GO:CC	GO:0034683	integrin alphav-beta3 complex	0.0188209650683766	True	"""An integrin complex that comprises one alphav subunit and one beta3 subunit."" [PMID:12297042]"	3	101	2	22122	0.0198019801980198	0.6666666666666666	query_1	['GO:0008305']	['ITGAV', 'ITGB3']
1540	GO:CC	GO:0034668	integrin alpha4-beta1 complex	0.0188209650683766	True	"""An integrin complex that comprises one alpha4 subunit and one beta1 subunit."" [PMID:12297042]"	3	101	2	22122	0.0198019801980198	0.6666666666666666	query_1	['GO:0008305']	['ITGB1', 'ITGA4']
1541	GO:CC	GO:0070021	transforming growth factor beta ligand-receptor complex	0.0188209650683766	True	"""A protein complex that is formed by the association of a TGF-beta dimeric ligand with 2 molecules of each receptor molecule, TGF-beta type I receptor and TGF-beta type II receptor. The receptor molecules may form homo- or heterodimers but only once bound by the ligand."" [Reactome:R-HSA-170840]"	3	101	2	22122	0.0198019801980198	0.6666666666666666	query_1	['GO:0098802', 'GO:1902554']	['TGFBR2', 'TGFBR1']
1542	GO:CC	GO:0035868	alphav-beta3 integrin-HMGB1 complex	0.0188209650683766	True	"""A protein complex that consists of an alphav-beta3 integrin complex bound to high mobility group box 1 protein."" [GOC:BHF, GOC:ebc, PMID:20826760]"	3	101	2	22122	0.0198019801980198	0.6666666666666666	query_1	['GO:0098797']	['ITGAV', 'ITGB3']
1543	GO:CC	GO:0034666	integrin alpha2-beta1 complex	0.0188209650683766	True	"""An integrin complex that comprises one alpha2 subunit and one beta1 subunit."" [PMID:12297042]"	3	101	2	22122	0.0198019801980198	0.6666666666666666	query_1	['GO:0008305']	['ITGB1', 'LYN']
1544	GO:CC	GO:0035866	alphav-beta3 integrin-PKCalpha complex	0.0188209650683766	True	"""A protein complex that consists of an alphav-beta3 integrin complex bound to protein kinase C alpha."" [GOC:BHF, GOC:ebc, PMID:16014375]"	3	101	2	22122	0.0198019801980198	0.6666666666666666	query_1	['GO:0098797']	['ITGAV', 'ITGB3']
1545	GO:BP	GO:0002064	epithelial cell development	0.0190486233955642	True	"""The process whose specific outcome is the progression of an epithelial cell over time, from its formation to the mature structure. An epithelial cell is a cell usually found in a two-dimensional sheet with a free surface."" [GOC:dph]"	216	100	8	21110	0.08	0.037037037037037	query_1	['GO:0030855', 'GO:0048468']	['MET', 'RAPGEF1', 'SRC', 'TGFB1', 'KDR', 'VCL', 'VEGFA', 'ESR1']
1546	HP	HP:0006783	Posterior pharyngeal cleft	0.019131047577368	True	Posterior pharyngeal cleft	13	59	4	4851	0.0677966101694915	0.3076923076923077	query_1	['HP:0000600']	['MS4A1', 'CD81', 'CD19', 'CR2']
1547	HP	HP:0011121	Abnormality of skin morphology	0.0191407244917449	True	Any morphological abnormality of the skin.	1940	59	40	4851	0.6779661016949152	0.0206185567010309	query_1	['HP:0000951']	['FN1', 'FGFR2', 'FGA', 'ITGB3', 'TGFB3', 'PIK3R1', 'VEGFC', 'INSR', 'PLCG2', 'FLT4', 'CTNNB1', 'SOS1', 'TGFBR2', 'PIK3CD', 'ITGA2B', 'ZAP70', 'MS4A1', 'TGFB1', 'LCP2', 'EGFR', 'APOA1', 'PIK3CA', 'KDR', 'FGB', 'IGF1R', 'VCL', 'SYK', 'FGG', 'CDH1', 'ESR1', 'CD81', 'TGFBR1', 'ITGB6', 'CD19', 'SMAD3', 'PTPN11', 'CBL', 'PDGFRA', 'SEMA4D', 'CR2']
1548	GO:BP	GO:1904036	negative regulation of epithelial cell apoptotic process	0.0191628762896577	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of epithelial cell apoptotic process."" [GO_REF:0000058, GOC:TermGenie, PMID:19137015]"	59	100	5	21110	0.05	0.0847457627118644	query_1	['GO:0043066', 'GO:1904019', 'GO:1904035']	['FGA', 'KDR', 'FGB', 'IGF1R', 'FGG']
1549	GO:BP	GO:0002448	mast cell mediated immunity	0.0191628762896577	True	"""Any process involved in the carrying out of an immune response by a mast cell."" [GO_REF:0000022, GOC:add, ISBN:0781735149]"	59	100	5	21110	0.05	0.0847457627118644	query_1	['GO:0002444']	['PIK3CD', 'LAT', 'LYN', 'SYK', 'CBL']
1550	GO:BP	GO:0030325	adrenal gland development	0.0193340587399269	True	"""The process whose specific outcome is the progression of the adrenal gland over time, from its formation to the mature structure. This gland can either be a discrete structure located bilaterally above each kidney, or a cluster of cells in the head kidney that perform the functions of the adrenal gland. In either case, this organ consists of two cells types, aminergic chromaffin cells and steroidogenic cortical cells."" [GOC:dgh]"	28	100	4	21110	0.04	0.1428571428571428	query_1	['GO:0035270', 'GO:0048732']	['INSR', 'APOA1', 'SMAD3', 'PDGFRA']
1551	GO:BP	GO:0035767	endothelial cell chemotaxis	0.0193340587399269	True	"""The directed movement of an endothelial cell guided by a specific chemical concentration gradient. Movement may be towards a higher concentration (positive chemotaxis) or towards a lower concentration (negative chemotaxis)."" [CL:0000115, GOC:BHF]"	28	100	4	21110	0.04	0.1428571428571428	query_1	['GO:0043542', 'GO:0060326']	['MET', 'KDR', 'VEGFA', 'NRP1']
1552	HP	HP:0011123	Inflammatory abnormality of the skin	0.0194578870341411	True	The presence of inflammation of the skin. That is, an abnormality of the skin resulting from the local accumulation of fluid, plasma proteins, and leukocytes.	447	59	17	4851	0.288135593220339	0.0380313199105145	query_1	['HP:0011122', 'HP:0012649']	['SPP1', 'FGFR2', 'FGA', 'PIK3R1', 'FLT4', 'PIK3CD', 'ZAP70', 'TGFB1', 'LCP2', 'EGFR', 'APOA1', 'PIK3CA', 'SYK', 'ESR1', 'BLNK', 'CBL', 'PDGFRA']
1553	WP	WP:WP5130	Th17 cell differentiation pathway	0.0196861469277008	True	Th17 cell differentiation pathway	69	94	6	8133	0.0638297872340425	0.0869565217391304	query_1	['WP:000000']	['LAT', 'ZAP70', 'TGFB1', 'PLCG1', 'TGFBR1', 'LCK']
1554	GO:BP	GO:1901215	negative regulation of neuron death	0.0197012736048595	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of neuron death."" [GOC:rph, GOC:TermGenie]"	217	100	8	21110	0.08	0.0368663594470046	query_1	['GO:0060548', 'GO:0070997', 'GO:1901214']	['VEGFB', 'TGFB3', 'CTNNB1', 'PIK3CA', 'KDR', 'PTK2B', 'NRP1', 'CBL']
1555	HP	HP:0002239	Gastrointestinal hemorrhage	0.0199223499823896	True	Hemorrhage affecting the gastrointestinal tract.	155	59	10	4851	0.1694915254237288	0.064516129032258	query_1	['HP:0011029', 'HP:0012719']	['FGA', 'ITGB3', 'CTNNB1', 'TGFBR2', 'ITGA2B', 'PIK3CA', 'FGB', 'FGG', 'CBL', 'PDGFRA']
