Acral peeling skin syndrome	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
1913	GO:BP	GO:0021997	neural plate axis specification	0.0281893133627021	True	"""The pattern specification process in which the axes of the nervous system are established."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid]"	2	101	1	15719	0.0099009900990099	0.5	query_1	['GO:0000578', 'GO:0001840', 'GO:0060896']	['PTCH1']
1912	GO:BP	GO:0140066	peptidyl-lysine crotonylation	0.0281893133627021	True	"""The crotonylation of a lysine residue in a protein. Crotonyl is the univalent radical CH3-CH=CH-CO- derived from crotonic acid."" [PMID:25818647, Wikipedia:crotonyl]"	2	101	1	15719	0.0099009900990099	0.5	query_1	['GO:0043543']	['EP300']
1911	GO:BP	GO:0097102	endothelial tip cell fate specification	0.0281893133627021	True	"""The process involved in the specification of identity of an endothelial tip cell. Once specification has taken place, a cell will be committed to differentiate down a specific pathway if left in its normal environment. An endothelial tip cell is a specialized endothelial cell localized to the leading edge of an angiogenic sprout that senses extracellular signals and guides the directed growth of blood vessels."" [CL:0000704, GOC:dgh, PMID:21521739]"	2	101	1	15719	0.0099009900990099	0.5	query_1	['GO:0002040', 'GO:0097101']	['DLL1']
1910	GO:BP	GO:0044281	small molecule metabolic process	0.0281893133627021	True	"""The chemical reactions and pathways involving small molecules, any low molecular weight, monomeric, non-encoded molecule."" [GOC:curators, GOC:pde, GOC:vw]"	1720	101	19	15719	0.1881188118811881	0.0110465116279069	query_1	['GO:0008152']	['AKT1', 'SRC', 'PSEN1', 'KAT2A', 'VCP', 'NR1H2', 'NCOA2', 'NCOR2', 'NR1H3', 'SIRT1', 'EP300', 'MECP2', 'NCOR1', 'KAT2B', 'FOXO1', 'PDE8A', 'APP', 'TP53', 'KDM1A']
1909	GO:BP	GO:0003407	neural retina development	0.0281893133627021	True	"""The progression of the neural retina over time from its initial formation to the mature structure. The neural retina is the part of the retina that contains neurons and photoreceptor cells."" [GOC:ascb_2009, GOC:dph, GOC:tb]"	75	101	3	15719	0.0297029702970297	0.04	query_1	['GO:0048856', 'GO:0060041']	['IHH', 'PSEN1', 'NOTCH1']
1964	GO:BP	GO:0072554	blood vessel lumenization	0.0281893133627021	True	"""The process in which a developing blood vessel forms an endothelial lumen through which blood will flow."" [GOC:dsf, PMID:16799567, PMID:20926893]"	2	101	1	15719	0.0099009900990099	0.5	query_1	['GO:0048514', 'GO:0061154']	['RBPJ']
1907	GO:BP	GO:2000017	positive regulation of determination of dorsal identity	0.0281893133627021	True	"""Any process that activates or increases the frequency, rate or extent of determination of dorsal identity."" [GOC:obol]"	2	101	1	15719	0.0099009900990099	0.5	query_1	['GO:0048263', 'GO:0051094', 'GO:0051240', 'GO:2000015']	['CTNNB1']
1906	GO:BP	GO:2000386	positive regulation of ovarian follicle development	0.0281893133627021	True	"""Any process that activates or increases the frequency, rate or extent of ovarian follicle development."" [GOC:obol]"	2	101	1	15719	0.0099009900990099	0.5	query_1	['GO:0001541', 'GO:0051094', 'GO:2000243', 'GO:2000354']	['SRC']
1905	GO:BP	GO:0051230	spindle disassembly	0.0281893133627021	True	"""The controlled breakdown of the spindle, the array of microtubules and associated molecules that serves to move duplicated chromosomes apart."" [GOC:ai]"	2	101	1	15719	0.0099009900990099	0.5	query_1	['GO:0007051', 'GO:1903008']	['VCP']
1904	GO:BP	GO:2000256	positive regulation of male germ cell proliferation	0.0281893133627021	True	"""Any process that activates or increases the frequency, rate or extent of male germ cell proliferation."" [GOC:obol]"	2	101	1	15719	0.0099009900990099	0.5	query_1	['GO:0002176', 'GO:1905938', 'GO:2000254']	['SRC']
1903	GO:BP	GO:0097118	neuroligin clustering involved in postsynaptic membrane assembly	0.0281893133627021	True	"""The receptor clustering process involved in assembly of the postsynaptic membrane in which neuroligins are localized to distinct domains in the cell membrane. Neuroligins are neuronal cell surface proteins on the postsynaptic membrane that mediate synapse formation between neurons."" [GOC:BHF, GOC:sjp, PMID:12796785]"	2	101	1	15719	0.0099009900990099	0.5	query_1	['GO:0043113', 'GO:0097104']	['CDH2']
1902	GO:BP	GO:1901963	regulation of cell proliferation involved in outflow tract morphogenesis	0.0281893133627021	True	"""Any process that modulates the frequency, rate or extent of cell proliferation involved in outflow tract morphogenesis."" [GOC:dph, GOC:mtg_heart, GOC:TermGenie, PMID:21419760]"	2	101	1	15719	0.0099009900990099	0.5	query_1	['GO:0061325', 'GO:2000136']	['CTNNB1']
1901	GO:BP	GO:0060447	bud outgrowth involved in lung branching	0.0281893133627021	True	"""The process in which a region of the lung epithelium initiates an outgrowth."" [GOC:dph, GOC:mtg_lung]"	2	101	1	15719	0.0099009900990099	0.5	query_1	['GO:0060441', 'GO:0060602']	['SHH']
1900	GO:BP	GO:0031393	negative regulation of prostaglandin biosynthetic process	0.0281893133627021	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of prostaglandin."" [GOC:mah]"	2	101	1	15719	0.0099009900990099	0.5	query_1	['GO:0001516', 'GO:0031392', 'GO:0045717']	['SIRT1']
1899	GO:BP	GO:0002332	transitional stage B cell differentiation	0.0281893133627021	True	"""The process in which immature B cells from the bone marrow become mature B cells in the spleen. Transitional stage B cells are subdivided into transitional one (T1) and transitional two (T2) stages and are short-lived and functionally incompetent."" [GOC:jal, ISBN:0781735149]"	2	101	1	15719	0.0099009900990099	0.5	query_1	['GO:0002327']	['ABL1']
1920	GO:BP	GO:1905755	protein localization to cytoplasmic microtubule	0.0281893133627021	True	"""A process in which a protein is transported to, or maintained in, a location within a cytoplasmic microtubule."" [GO_REF:0000087, GOC:TermGenie, PMID:15177031]"	2	101	1	15719	0.0099009900990099	0.5	query_1	['GO:0035372']	['ABL1']
1908	GO:BP	GO:0044334	canonical Wnt signaling pathway involved in positive regulation of epithelial to mesenchymal transition	0.0281893133627021	True	"""The series of molecular signals initiated by binding of a Wnt protein to a frizzled family receptor on the surface of the target cell, followed by propagation of the signal via beta-catenin, and ending with a change in transcription of target genes involved in the positive regulation of epithelial cell to mesenchymal cell transition."" [GOC:BHF, GOC:jl]"	2	101	1	15719	0.0099009900990099	0.5	query_1	['GO:0010718', 'GO:0060070']	['CTNNB1']
1921	GO:BP	GO:0021693	cerebellar Purkinje cell layer structural organization	0.0281893133627021	True	"""The process that contributes to the act of creating the structural organization of the cerebellar Purkinje cell layer. This process pertains to the physical shaping of a rudimentary structure. The Purkinje cell layer lies just underneath the molecular layer of the cerebellar cortex. It contains the neuronal cell bodies of the Purkinje cells that are arranged side by side in a single layer. Candelabrum interneurons are vertically oriented between the Purkinje cells. Purkinje neurons are inhibitory and provide the output of the cerebellar cortex through axons that project into the white matter. Extensive dendritic trees from the Purkinje cells extend upward in a single plane into the molecular layer where they synapse with parallel fibers of granule cells."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid, ISBN:0838580343]"	2	101	1	15719	0.0099009900990099	0.5	query_1	['GO:0021692', 'GO:0021698', 'GO:0048532']	['DLL1']
1916	GO:BP	GO:0021687	cerebellar molecular layer morphogenesis	0.0281893133627021	True	"""The process in which the anatomical structure of the cerebellar molecular layer is generated and organized. The molecular layer is the outermost layer of the cerebellar cortex. It contains the parallel fibers of the granule cells, interneurons such as stellate and basket cells, and the dendrites of the underlying Purkinje cells."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid, ISBN:0838580343]"	2	101	1	15719	0.0099009900990099	0.5	query_1	['GO:0009653', 'GO:0021679', 'GO:0021696']	['DLL1']
1923	GO:BP	GO:0060738	epithelial-mesenchymal signaling involved in prostate gland development	0.0281893133627021	True	"""Any process that results in the transfer of information from an epithelial cell to a mesenchymal cell where it is interpreted and contributes to the progression of the prostate gland over time."" [GOC:dph]"	2	101	1	15719	0.0099009900990099	0.5	query_1	['GO:0022414', 'GO:0030850', 'GO:0060684']	['SHH']
1957	GO:BP	GO:0014737	positive regulation of muscle atrophy	0.0281893133627021	True	"""Any process that activates or increases the frequency, rate or extent of muscle atrophy."" [GOC:mtg_muscle]"	2	101	1	15719	0.0099009900990099	0.5	query_1	['GO:0014735', 'GO:0014744', 'GO:0014889']	['FOXO3']
1958	GO:BP	GO:0060459	left lung development	0.0281893133627021	True	"""The biological process whose specific outcome is the progression of a left lung from an initial condition to its mature state. This process begins with the formation of the left lung and ends with the mature structure. The left lung is the lung which is on the left side of the anterior posterior axis looking from a dorsal to ventral aspect."" [GOC:dph, GOC:mtg_lung]"	2	101	1	15719	0.0099009900990099	0.5	query_1	['GO:0030324']	['SHH']
1959	GO:BP	GO:0003169	coronary vein morphogenesis	0.0281893133627021	True	"""The process in which the anatomical structures of veins of the heart are generated and organized."" [GOC:mtg_heart]"	2	101	1	15719	0.0099009900990099	0.5	query_1	['GO:0048845', 'GO:0060977']	['NOTCH1']
1960	GO:BP	GO:0035262	gonad morphogenesis	0.0281893133627021	True	"""The process in which the anatomical structures of the gonads are generated and organized. A gonad is an animal organ producing gametes, e.g. the testes or the ovary in mammals."" [ISBN:0198612001]"	2	101	1	15719	0.0099009900990099	0.5	query_1	['GO:0003006', 'GO:0008406', 'GO:0009887']	['SMAD4']
1988	GO:BP	GO:1990646	cellular response to prolactin	0.0281893133627021	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a prolactin stimulus."" [PMID:7760850]"	2	101	1	15719	0.0099009900990099	0.5	query_1	['GO:0071375', 'GO:1990637']	['SRC']
1987	GO:BP	GO:1904618	positive regulation of actin binding	0.0281893133627021	True	"""Any process that activates or increases the frequency, rate or extent of actin binding."" [GO_REF:0000059, GOC:mr, GOC:TermGenie, PMID:8621557]"	2	101	1	15719	0.0099009900990099	0.5	query_1	['GO:0032092', 'GO:1904616']	['ABL1']
1922	GO:BP	GO:0043062	extracellular structure organization	0.0281893133627021	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of structures in the space external to the outermost structure of a cell. For cells without external protective or external encapsulating structures this refers to space outside of the plasma membrane, and also covers the host cell environment outside an intracellular parasite."" [GOC:ai, GOC:dph, GOC:jl, GOC:mah]"	298	101	6	15719	0.0594059405940594	0.0201342281879194	query_1	['GO:0016043']	['IHH', 'ADAM10', 'ABL1', 'NOTCH1', 'APP', 'SMAD3']
1962	GO:BP	GO:0071874	cellular response to norepinephrine stimulus	0.0281893133627021	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a norepinephrine stimulus. Norepinephrine is a catecholamine that has the formula C8H11NO3; it acts as a hormone, and as a neurotransmitter in most of the sympathetic nervous system."" [GOC:BHF, GOC:mah]"	2	101	1	15719	0.0099009900990099	0.5	query_1	['GO:0071870', 'GO:0071873']	['APP']
1986	GO:BP	GO:0072194	kidney smooth muscle tissue development	0.0281893133627021	True	"""The process whose specific outcome is the progression of smooth muscle in the kidney over time, from its formation to the mature structure."" [GOC:mtg_kidney_jan10]"	2	101	1	15719	0.0099009900990099	0.5	query_1	['GO:0001822', 'GO:0048745']	['SHH']
1985	GO:BP	GO:0071479	cellular response to ionizing radiation	0.0281893133627021	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a ionizing radiation stimulus. Ionizing radiation is radiation with sufficient energy to remove electrons from atoms and may arise from spontaneous decay of unstable isotopes, resulting in alpha and beta particles and gamma rays. Ionizing radiation also includes X-rays."" [GOC:mah]"	75	101	3	15719	0.0297029702970297	0.04	query_1	['GO:0010212', 'GO:0071478']	['SIRT1', 'TP53', 'KDM1A']
1984	GO:BP	GO:0051595	response to methylglyoxal	0.0281893133627021	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a methylglyoxal stimulus. Methylglyoxal is a 2-oxoaldehyde derived from propanal."" [GOC:ai]"	2	101	1	15719	0.0099009900990099	0.5	query_1	['GO:1901654']	['SIN3A']
1983	GO:BP	GO:0003340	negative regulation of mesenchymal to epithelial transition involved in metanephros morphogenesis	0.0281893133627021	True	"""Any process that decreases the rate, frequency or extent of the transition where a mesenchymal cell establishes apical/basolateral polarity,forms intercellular adhesive junctions, synthesizes basement membrane components and becomes an epithelial cell that will contribute to the shaping of the metanephros."" [GOC:dph, GOC:yaf]"	2	101	1	15719	0.0099009900990099	0.5	query_1	['GO:0003337', 'GO:0003339', 'GO:2000697']	['CTNNB1']
1982	GO:BP	GO:0045976	negative regulation of mitotic cell cycle, embryonic	0.0281893133627021	True	"""Any process that stops, prevents or reduces the rate or extent of progression through the embryonic mitotic cell cycle."" [GOC:dph, GOC:go_curators, GOC:tb]"	2	101	1	15719	0.0099009900990099	0.5	query_1	['GO:0009794', 'GO:0045448', 'GO:0045930']	['CTNNB1']
1981	GO:BP	GO:0072076	nephrogenic mesenchyme development	0.0281893133627021	True	"""The biological process whose specific outcome is the progression of a nephrogenic mesenchyme from an initial condition to its mature state. This process begins with the formation of nephrogenic mesenchyme and ends with the mature structure. Nephrogenic mesenchyme is the tissue made up of loosely connected mesenchymal cells in the nephron."" [GOC:mtg_kidney_jan10]"	2	101	1	15719	0.0099009900990099	0.5	query_1	['GO:0072006', 'GO:0072074']	['SMAD4']
1980	GO:BP	GO:0048086	negative regulation of developmental pigmentation	0.0281893133627021	True	"""Any process that decreases the frequency, rate or extent of the developmental process that results in the deposition of coloring matter in an organism."" [GOC:dph, GOC:jid, GOC:tb]"	2	101	1	15719	0.0099009900990099	0.5	query_1	['GO:0048066', 'GO:0048070', 'GO:0048519']	['IHH']
1965	GO:BP	GO:0032907	transforming growth factor beta3 production	0.0281893133627021	True	"""The appearance of transforming growth factor-beta3 due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels."" [GOC:mah]"	2	101	1	15719	0.0099009900990099	0.5	query_1	['GO:0071604']	['SMAD3']
1966	GO:BP	GO:0060599	lateral sprouting involved in mammary gland duct morphogenesis	0.0281893133627021	True	"""The process in which a branch forms along the side of a mammary duct."" [GOC:dph, PMID:17120154]"	2	101	1	15719	0.0099009900990099	0.5	query_1	['GO:0060444', 'GO:0060601']	['AR']
1967	GO:BP	GO:0072387	flavin adenine dinucleotide metabolic process	0.0281893133627021	True	"""The chemical reactions and pathways involving flavin adenine dinucleotide, which acts as a coenzyme or prosthetic group of various flavoprotein oxidoreductase enzymes."" [GOC:mah]"	2	101	1	15719	0.0099009900990099	0.5	query_1	['GO:0009117', 'GO:0042726']	['VCP']
1968	GO:BP	GO:0032910	regulation of transforming growth factor beta3 production	0.0281893133627021	True	"""Any process that modulates the frequency, rate, or extent of production of transforming growth factor-beta3."" [GOC:mah]"	2	101	1	15719	0.0099009900990099	0.5	query_1	['GO:0032907', 'GO:0071634']	['SMAD3']
1969	GO:BP	GO:1905066	regulation of canonical Wnt signaling pathway involved in heart development	0.0281893133627021	True	"""Any process that modulates the frequency, rate or extent of canonical Wnt signaling pathway involved in heart development."" [GO_REF:0000058, GOC:bc, GOC:BHF, GOC:BHF_miRNA, GOC:TermGenie, PMID:25034767]"	2	101	1	15719	0.0099009900990099	0.5	query_1	['GO:0003307', 'GO:0060828', 'GO:0061316']	['RBPJ']
1970	GO:BP	GO:2000729	positive regulation of mesenchymal cell proliferation involved in ureter development	0.0281893133627021	True	"""Any process that activates or increases the frequency, rate or extent of mesenchymal cell proliferation involved in ureter development."" [GOC:obol]"	2	101	1	15719	0.0099009900990099	0.5	query_1	['GO:0002053', 'GO:0051094', 'GO:0072198', 'GO:0072199']	['SHH']
1971	GO:BP	GO:1904568	cellular response to wortmannin	0.0281893133627021	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a wortmannin stimulus."" [GO_REF:0000071, GOC:TermGenie, PMID:20629186]"	2	101	1	15719	0.0099009900990099	0.5	query_1	['GO:0071407', 'GO:1901655', 'GO:1904567']	['SP1']
1972	GO:BP	GO:0014735	regulation of muscle atrophy	0.0281893133627021	True	"""Any process that modulates the frequency, rate or extent of muscle atrophy."" [GOC:mtg_muscle]"	2	101	1	15719	0.0099009900990099	0.5	query_1	['GO:0014889', 'GO:0043502']	['FOXO3']
1973	GO:BP	GO:1904567	response to wortmannin	0.0281893133627021	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a wortmannin stimulus."" [GO_REF:0000071, GOC:TermGenie, PMID:20629186]"	2	101	1	15719	0.0099009900990099	0.5	query_1	['GO:0014070', 'GO:1901654']	['SP1']
1961	GO:BP	GO:0071873	response to norepinephrine	0.0281893133627021	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a norepinephrine stimulus. Norepinephrine is a catecholamine that has the formula C8H11NO3; it acts as a hormone, and as a neurotransmitter in most of the sympathetic nervous system."" [GOC:BHF, GOC:mah]"	2	101	1	15719	0.0099009900990099	0.5	query_1	['GO:0071869']	['APP']
1974	GO:BP	GO:2000654	regulation of cellular response to testosterone stimulus	0.0281893133627021	True	"""Any process that modulates the frequency, rate or extent of cellular response to testosterone stimulus."" [GOC:BHF]"	2	101	1	15719	0.0099009900990099	0.5	query_1	['GO:0048583', 'GO:0050794', 'GO:0071394']	['SIRT1']
1975	GO:BP	GO:0090108	positive regulation of high-density lipoprotein particle assembly	0.0281893133627021	True	"""Any process that increases the frequency, rate, or extent of high-density lipoprotein particle assembly. High-density lipoprotein particle assembly is the aggregation and arrangement of proteins and lipids to form a high-density lipoprotein particle."" [GOC:BHF, GOC:dph, GOC:tb]"	2	101	1	15719	0.0099009900990099	0.5	query_1	['GO:0031334', 'GO:0034380', 'GO:0051240', 'GO:0090107']	['NR1H2']
1976	GO:BP	GO:1904531	positive regulation of actin filament binding	0.0281893133627021	True	"""Any process that activates or increases the frequency, rate or extent of actin filament binding."" [GO_REF:0000059, GOC:als, GOC:TermGenie, PMID:24520051]"	2	101	1	15719	0.0099009900990099	0.5	query_1	['GO:1904529', 'GO:1904618']	['ABL1']
1977	GO:BP	GO:0046651	lymphocyte proliferation	0.0281893133627021	True	"""The expansion of a lymphocyte population by cell division."" [GOC:ai]"	298	101	6	15719	0.0594059405940594	0.0201342281879194	query_1	['GO:0032943', 'GO:0046649']	['IHH', 'CTNNB1', 'NCSTN', 'ABL1', 'SHH', 'TP53']
1978	GO:BP	GO:1903862	positive regulation of oxidative phosphorylation	0.0281893133627021	True	"""Any process that activates or increases the frequency, rate or extent of oxidative phosphorylation."" [GO_REF:0000058, GOC:TermGenie, PMID:10225962]"	2	101	1	15719	0.0099009900990099	0.5	query_1	['GO:0002082', 'GO:0006119', 'GO:1901857']	['VCP']
1955	GO:BP	GO:0048073	regulation of eye pigmentation	0.0281893133627021	True	"""Any process that modulates the frequency, rate or extent of establishment of a pattern of pigment in the eye of an organism."" [GOC:jid]"	2	101	1	15719	0.0099009900990099	0.5	query_1	['GO:0048069', 'GO:0048070']	['IHH']
1956	GO:BP	GO:0072134	nephrogenic mesenchyme morphogenesis	0.0281893133627021	True	"""The process in which the anatomical structures of a nephrogenic mesenchymal tissue are generated and organized. Nephrogenic mesenchyme is the tissue made up of loosely connected mesenchymal cells in the nephron."" [GOC:mtg_kidney_jan10]"	2	101	1	15719	0.0099009900990099	0.5	query_1	['GO:0072076', 'GO:0072131']	['SMAD4']
1953	GO:BP	GO:0045720	negative regulation of integrin biosynthetic process	0.0281893133627021	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of integrins."" [GOC:go_curators]"	2	101	1	15719	0.0099009900990099	0.5	query_1	['GO:0010558', 'GO:0045112', 'GO:0045113', 'GO:0051129']	['AR']
1937	GO:BP	GO:0140141	mitochondrial potassium ion transmembrane transport	0.0281893133627021	True	"""The process in which a potassium ion is transported across a mitochondrial membrane, into or out of the mitochondrion."" [GOC:vw, PMID:20197279]"	2	101	1	15719	0.0099009900990099	0.5	query_1	['GO:0071805']	['CCDC51']
1936	GO:BP	GO:0003252	negative regulation of cell proliferation involved in heart valve morphogenesis	0.0281893133627021	True	"""Any process that decreases the rate, frequency or extent of cell proliferation that contributes to the shaping of a heart valve."" [GOC:mtg_heart]"	2	101	1	15719	0.0099009900990099	0.5	query_1	['GO:0003249', 'GO:0003250', 'GO:2000137']	['NOTCH1']
1935	GO:BP	GO:0042595	behavioral response to starvation	0.0281893133627021	True	"""Any process that results in a change in the behavior of an organism as a result of deprivation of nourishment."" [GOC:go_curators]"	2	101	1	15719	0.0099009900990099	0.5	query_1	['GO:0042594']	['SIRT1']
1934	GO:BP	GO:0030198	extracellular matrix organization	0.0281893133627021	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of an extracellular matrix."" [GOC:mah]"	297	101	6	15719	0.0594059405940594	0.0202020202020202	query_1	['GO:0043062', 'GO:0045229']	['IHH', 'ADAM10', 'ABL1', 'NOTCH1', 'APP', 'SMAD3']
1933	GO:BP	GO:0018993	somatic sex determination	0.0281893133627021	True	"""The determination of sex and sexual phenotypes in an organism's soma."" [GOC:ems]"	2	101	1	15719	0.0099009900990099	0.5	query_1	['GO:0007275', 'GO:0007530']	['AR']
1932	GO:BP	GO:0106230	protein depropionylation	0.0281893133627021	True	"""The removal of a propionyl group from a residue in a peptide or protein."" [GOC:sp, PMID:30026585]"	2	101	1	15719	0.0099009900990099	0.5	query_1	['GO:0035601']	['SIRT1']
1938	GO:BP	GO:1900224	positive regulation of nodal signaling pathway involved in determination of lateral mesoderm left/right asymmetry	0.0281893133627021	True	"""Any process that activates or increases the frequency, rate or extent of nodal signaling pathway involved in determination of lateral mesoderm left/right asymmetry."" [GOC:BHF, GOC:TermGenie]"	2	101	1	15719	0.0099009900990099	0.5	query_1	['GO:0032927', 'GO:0051240', 'GO:1900164', 'GO:1900175']	['SMAD2']
1931	GO:BP	GO:0007352	zygotic specification of dorsal/ventral axis	0.0281893133627021	True	"""The specification of the dorsal/ventral axis of the embryo, through the products of genes expressed in the zygote."" [GOC:bf]"	2	101	1	15719	0.0099009900990099	0.5	query_1	['GO:0000578', 'GO:0009950']	['SMAD2']
1929	GO:BP	GO:1902437	positive regulation of male mating behavior	0.0281893133627021	True	"""Any process that activates or increases the frequency, rate or extent of male mating behavior."" [GOC:TermGenie, PMID:24089208]"	2	101	1	15719	0.0099009900990099	0.5	query_1	['GO:0048520', 'GO:0060179', 'GO:1902435', 'GO:2000243']	['HDAC2']
1928	GO:BP	GO:0021698	cerebellar cortex structural organization	0.0281893133627021	True	"""The process that contributes to the act of creating the structural organization of the cerebellar cortex. This process pertains to the physical shaping of a rudimentary structure. The cerebellar cortex is a thin mantle of gray matter that covers the surface of each cerebral hemisphere. It has a characteristic morphology with convolutions (gyri) and crevices (sulci) that have specific functions. Six layers of nerve cells and the nerve pathways that connect them comprise the cerebellar cortex. Together, these regions are responsible for the processes of conscious thought, perception, emotion and memory as well as advanced motor function."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid, ISBN:0838580343]"	2	101	1	15719	0.0099009900990099	0.5	query_1	['GO:0021696', 'GO:0048532']	['DLL1']
1927	GO:BP	GO:0021870	Cajal-Retzius cell differentiation	0.0281893133627021	True	"""The process in which a neuroblast acquires specialized structural and/or functional features of a Cajal-Retzius cell, one of a transient population of pioneering neurons in the cerebral cortex. These cells are slender bipolar cells of the developing marginal zone. One feature of these cells in mammals is that they express the Reelin gene."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid]"	2	101	1	15719	0.0099009900990099	0.5	query_1	['GO:0021895']	['PSEN1']
1926	GO:BP	GO:2001045	negative regulation of integrin-mediated signaling pathway	0.0281893133627021	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of integrin-mediated signaling pathway."" [GOC:obol]"	2	101	1	15719	0.0099009900990099	0.5	query_1	['GO:0007229', 'GO:0009968', 'GO:2001044']	['CTNNA1']
1925	GO:BP	GO:0060516	primary prostatic bud elongation	0.0281893133627021	True	"""The increase in size of the prostatic bud as it forms."" [GOC:dph, PMID:18977204]"	2	101	1	15719	0.0099009900990099	0.5	query_1	['GO:0060602', 'GO:0060737', 'GO:0060740']	['SHH']
1924	GO:BP	GO:1901295	regulation of canonical Wnt signaling pathway involved in cardiac muscle cell fate commitment	0.0281893133627021	True	"""Any process that modulates the frequency, rate or extent of canonical Wnt signaling pathway involved in cardiac muscle cell fate commitment."" [GOC:BHF, GOC:TermGenie]"	2	101	1	15719	0.0099009900990099	0.5	query_1	['GO:0061317', 'GO:1905066']	['RBPJ']
1930	GO:BP	GO:0038004	epidermal growth factor receptor ligand maturation	0.0281893133627021	True	"""Any process leading to the attainment of the full functional capacity of a ligand for an epidermal growth factor receptor. The ligand is functional when it can bind to and activate an epidermal growth factor receptor."" [GOC:signaling, PMID:11672524, PMID:11672525]"	2	101	1	15719	0.0099009900990099	0.5	query_1	['GO:0016486']	['ADAM10']
1954	GO:BP	GO:0061047	positive regulation of branching involved in lung morphogenesis	0.0281893133627021	True	"""Any process that increases the rate, frequency, or extent of the process in which a highly ordered sequence of patterning events generates the branched structures of the lung, consisting of reiterated combinations of bud outgrowth, elongation, and dichotomous subdivision of terminal units."" [GOC:dph, GOC:yaf]"	2	101	1	15719	0.0099009900990099	0.5	query_1	['GO:0051240', 'GO:0060441', 'GO:0061046', 'GO:1905332']	['CTNNB1']
1939	GO:BP	GO:2000974	negative regulation of pro-B cell differentiation	0.0281893133627021	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of pro-B cell differentiation."" [GOC:obol]"	2	101	1	15719	0.0099009900990099	0.5	query_1	['GO:0002328', 'GO:1905457', 'GO:2000973']	['NOTCH1']
1941	GO:BP	GO:1903004	regulation of protein K63-linked deubiquitination	0.0281893133627021	True	"""Any process that modulates the frequency, rate or extent of protein K63-linked deubiquitination."" [GO_REF:0000058, GOC:bf, GOC:PARL, GOC:TermGenie, PMID:22970133]"	2	101	1	15719	0.0099009900990099	0.5	query_1	['GO:0070536', 'GO:0090085']	['VCP']
1952	GO:BP	GO:0035622	intrahepatic bile duct development	0.0281893133627021	True	"""The progression of the intrahepatic bile ducts over time, from their formation to the mature structure. Intrahepatic bile ducts (bile ducts within the liver) collect bile from bile canaliculi in the liver, and connect to the extrahepatic bile ducts (bile ducts outside the liver)."" [GOC:bf, PMID:20614624]"	2	101	1	15719	0.0099009900990099	0.5	query_1	['GO:0001889', 'GO:0061009']	['NOTCH2']
1951	GO:BP	GO:1903847	regulation of aorta morphogenesis	0.0281893133627021	True	"""Any process that modulates the frequency, rate or extent of aorta morphogenesis."" [GO_REF:0000058, GOC:BHF, GOC:BHF_miRNA, GOC:rph, GOC:TermGenie, PMID:22269326]"	2	101	1	15719	0.0099009900990099	0.5	query_1	['GO:0035909', 'GO:1905651']	['NOTCH1']
1950	GO:BP	GO:1903849	positive regulation of aorta morphogenesis	0.0281893133627021	True	"""Any process that activates or increases the frequency, rate or extent of aorta morphogenesis."" [GO_REF:0000058, GOC:BHF, GOC:BHF_miRNA, GOC:rph, GOC:TermGenie, PMID:22269326]"	2	101	1	15719	0.0099009900990099	0.5	query_1	['GO:0035909', 'GO:1903847', 'GO:1905653']	['NOTCH1']
1949	GO:BP	GO:0072054	renal outer medulla development	0.0281893133627021	True	"""The process whose specific outcome is the progression of the renal outer medulla over time, from its formation to the mature structure. The renal outer medulla is the region of the kidney that lies between the renal cortex and the renal inner medulla."" [GOC:mtg_kidney_jan10]"	2	101	1	15719	0.0099009900990099	0.5	query_1	['GO:0001822', 'GO:0048856']	['CTNNB1']
