Autosomal dominant cutis laxa	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
1946	GO:BP	GO:0042698	ovulation cycle	0.0227698946259935	True	"""The type of sexual cycle seen in females, often with physiologic changes in the endometrium that recur at regular intervals during the reproductive years."" [ISBN:0721662544]"	72	103	3	17376	0.029126213592233	0.0416666666666666	query_1	['GO:0048511', 'GO:0048609']	['SRC', 'TGFB3', 'PDGFRA']
1947	GO:BP	GO:0048332	mesoderm morphogenesis	0.0227698946259935	True	"""The process in which the anatomical structures of the mesoderm are generated and organized."" [GOC:go_curators]"	72	103	3	17376	0.029126213592233	0.0416666666666666	query_1	['GO:0007498', 'GO:0048729']	['ITGB1', 'ITGB3', 'ITGA3']
1948	GO:BP	GO:0008015	blood circulation	0.0227912341653764	True	"""The flow of blood through the body of an animal, enabling the transport of nutrients to the tissues and the removal of waste products."" [GOC:mtg_heart, ISBN:0192800825]"	493	103	8	17376	0.0776699029126213	0.0162271805273833	query_1	['GO:0003013']	['VEGFB', 'SRC', 'SMAD7', 'VEGFC', 'VEGFA', 'SH3GL2', 'EMILIN1', 'ELN']
1949	GO:BP	GO:0051054	positive regulation of DNA metabolic process	0.0229221427954553	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving DNA."" [GOC:ai]"	301	103	6	17376	0.058252427184466	0.0199335548172757	query_1	['GO:0006259', 'GO:0010604', 'GO:0045935', 'GO:0051052']	['SRC', 'HGF', 'CTNNB1', 'EGFR', 'PTK2B', 'VEGFA']
1950	GO:BP	GO:0010466	negative regulation of peptidase activity	0.0230498371315614	True	"""Any process that stops or reduces the rate of peptidase activity, the hydrolysis of peptide bonds within proteins."" [GOC:dph, GOC:tb]"	215	103	5	17376	0.0485436893203883	0.0232558139534883	query_1	['GO:0045861', 'GO:0051346', 'GO:0052547']	['SRC', 'HGF', 'VEGFA', 'VTN', 'THBS1']
1951	REAC	REAC:R-HSA-372790	Signaling by GPCR	0.023072753013601	True	Signaling by GPCR	631	103	9	17376	0.087378640776699	0.0142630744849445	query_1	['REAC:R-HSA-162582']	['ITGB1', 'PLXNB1', 'FN1', 'SRC', 'PIK3R1', 'SOS1', 'ITGA5', 'EGFR', 'VAV1']
1952	REAC	REAC:R-HSA-2173795	Downregulation of SMAD2/3:SMAD4 transcriptional activity	0.0232204791541484	True	Downregulation of SMAD2/3:SMAD4 transcriptional activity	29	103	2	17376	0.0194174757281553	0.0689655172413793	query_1	['REAC:R-HSA-2173793']	['SMURF2', 'SMAD7']
1953	GO:BP	GO:0031644	regulation of nervous system process	0.0232479771345608	True	"""Any process that modulates the frequency, rate or extent of a neurophysiological process, an organ system process carried out by any of the organs or tissues of the nervous system."" [GOC:dph, GOC:mah, GOC:tb]"	138	103	4	17376	0.0388349514563106	0.0289855072463768	query_1	['GO:0044057', 'GO:0050877']	['SRC', 'HGF', 'PTK2B', 'JAM2']
1954	GO:BP	GO:1902532	negative regulation of intracellular signal transduction	0.0235273698150109	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of intracellular signal transduction."" [GOC:dph, GOC:signaling, GOC:tb, GOC:TermGenie]"	496	103	8	17376	0.0776699029126213	0.0161290322580645	query_1	['GO:0009968', 'GO:0035556', 'GO:1902531']	['MET', 'RAPGEF1', 'ITGB1', 'SRC', 'LYN', 'EMILIN1', 'THBS1', 'ITGA3']
1955	GO:BP	GO:0061333	renal tubule morphogenesis	0.0235352066048054	True	"""The process in which the renal tubule is generated by specification of cell fate, through the maintenance of cell polarity, regulated cell proliferation and morphogenetic cell rearrangements, shape changes and growth. A renal tubule is a tube that filters, re-absorbs and secretes substances to rid an organism of waste and to play a role in fluid homeostasis."" [GOC:dph, GOC:mtg_kidney_jan10]"	73	103	3	17376	0.029126213592233	0.0410958904109589	query_1	['GO:0060562', 'GO:0061326']	['CTNNB1', 'TGFB1', 'VEGFA']
1956	GO:BP	GO:0003281	ventricular septum development	0.0235352066048054	True	"""The progression of the ventricular septum over time from its formation to the mature structure."" [GOC:mtg_heart]"	73	103	3	17376	0.029126213592233	0.0410958904109589	query_1	['GO:0003231', 'GO:0003279']	['SMAD7', 'TGFBR2', 'TGFBR1']
1957	GO:BP	GO:0072073	kidney epithelium development	0.0237667884797057	True	"""The process whose specific outcome is the progression of an epithelium in the kidney over time, from its formation to the mature structure. An epithelium is a tissue that covers the internal or external surfaces of an anatomical structure."" [GOC:mtg_kidney_jan10]"	139	103	4	17376	0.0388349514563106	0.0287769784172661	query_1	['GO:0001822', 'GO:0060429']	['SMAD7', 'CTNNB1', 'TGFB1', 'VEGFA']
1958	GO:BP	GO:0003002	regionalization	0.0239108588139037	True	"""The pattern specification process that results in the subdivision of an axis or axes in space to define an area or volume in which specific patterns of cell differentiation will take place or in which cells interpret a specific environment."" [GOC:dph, GOC:isa_complete]"	398	103	7	17376	0.0679611650485436	0.0175879396984924	query_1	['GO:0007389']	['CTNNB1', 'LRP4', 'TGFBR2', 'NRP2', 'CRKL', 'TGFBR1', 'NRP1']
1959	GO:BP	GO:1905523	positive regulation of macrophage migration	0.0239488686400985	True	"""Any process that activates or increases the frequency, rate or extent of macrophage migration."" [GO_REF:0000058, GOC:TermGenie, PMID:25749876]"	25	103	2	17376	0.0194174757281553	0.08	query_1	['GO:0002687', 'GO:1905517', 'GO:1905521']	['PTK2', 'THBS1']
1960	GO:BP	GO:0010226	response to lithium ion	0.0239488686400985	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a lithium (Li+) ion stimulus."" [GOC:tb]"	25	103	2	17376	0.0194174757281553	0.08	query_1	['GO:0010038', 'GO:1901700', 'GO:1902074']	['CDH1', 'PTK2B']
1961	GO:BP	GO:0046716	muscle cell cellular homeostasis	0.0239488686400985	True	"""The cellular homeostatic process that preserves a muscle cell in a stable functional or structural state."" [GOC:mah, PMID:3091429, PMID:7781901]"	25	103	2	17376	0.0194174757281553	0.08	query_1	['GO:0019725']	['LOX', 'TGFB1']
1962	GO:BP	GO:0043931	ossification involved in bone maturation	0.0239488686400985	True	"""The formation of bone or of a bony substance, or the conversion of fibrous tissue or of cartilage into bone, involved in the progression of the skeleton from its formation to its mature state."" [GOC:dph, GOC:mah, GOC:mtg_mpo]"	25	103	2	17376	0.0194174757281553	0.08	query_1	['GO:0001503', 'GO:0070977']	['PLXNB1', 'SEMA4D']
1963	GO:BP	GO:0032967	positive regulation of collagen biosynthetic process	0.0239488686400985	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of collagen, any of a group of fibrous proteins of very high tensile strength that form the main component of connective tissue in animals."" [GOC:mah]"	25	103	2	17376	0.0194174757281553	0.08	query_1	['GO:0009891', 'GO:0010714', 'GO:0032964', 'GO:0032965']	['TGFB3', 'TGFB1']
1964	GO:BP	GO:0032958	inositol phosphate biosynthetic process	0.0239488686400985	True	"""The chemical reactions and pathways resulting in the formation of an inositol phosphate, 1,2,3,4,5,6-cyclohexanehexol, with one or more phosphate groups attached."" [GOC:mah]"	25	103	2	17376	0.0194174757281553	0.08	query_1	['GO:0043647', 'GO:0046173', 'GO:0090407']	['PLCG2', 'PTK2B']
1965	GO:BP	GO:0031065	positive regulation of histone deacetylation	0.0239488686400985	True	"""Any process that activates or increases the frequency, rate or extent of the removal of acetyl groups from histones."" [GOC:mah]"	25	103	2	17376	0.0194174757281553	0.08	query_1	['GO:0016575', 'GO:0031063', 'GO:0090312']	['TGFB1', 'VEGFA']
1966	GO:BP	GO:0046628	positive regulation of insulin receptor signaling pathway	0.0239488686400985	True	"""Any process that increases the frequency, rate or extent of insulin receptor signaling."" [GOC:bf]"	25	103	2	17376	0.0194174757281553	0.08	query_1	['GO:0008286', 'GO:0009967', 'GO:0046626', 'GO:1900078']	['SRC', 'PTPN11']
1967	GO:BP	GO:0097186	amelogenesis	0.0239488686400985	True	"""The process whose specific outcome is the formation of tooth enamel, occurring in two stages: secretory stage and maturation stage."" [GOC:cjm, GOC:sl, PMID:10206335, PMID:21196346]"	25	103	2	17376	0.0194174757281553	0.08	query_1	['GO:0042475', 'GO:0048646']	['TGFB1', 'ITGB6']
1968	GO:BP	GO:0009991	response to extracellular stimulus	0.0241204516368609	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an extracellular stimulus."" [GOC:go_curators]"	499	103	8	17376	0.0776699029126213	0.0160320641282565	query_1	['GO:0009605']	['SRC', 'SPP1', 'TGFBR2', 'ITGA4', 'LYN', 'TGFB1', 'VCAM1', 'CBL']
1969	GO:BP	GO:0009880	embryonic pattern specification	0.02420082071129	True	"""The process that results in the patterns of cell differentiation that will arise in an embryo."" [GOC:go_curators, ISBN:0521436125]"	74	103	3	17376	0.029126213592233	0.0405405405405405	query_1	['GO:0007389', 'GO:0009790']	['CTNNB1', 'NRP2', 'NRP1']
1970	GO:BP	GO:0072028	nephron morphogenesis	0.02420082071129	True	"""The process in which the anatomical structures of the nephron are generated and organized. A nephron is the functional unit of the kidney."" [GOC:mtg_kidney_jan10]"	74	103	3	17376	0.029126213592233	0.0405405405405405	query_1	['GO:0009653', 'GO:0060993', 'GO:0072006']	['CTNNB1', 'TGFB1', 'VEGFA']
1971	REAC	REAC:R-HSA-5626467	RHO GTPases activate IQGAPs	0.0247033681403351	True	RHO GTPases activate IQGAPs	30	103	2	17376	0.0194174757281553	0.0666666666666666	query_1	['REAC:R-HSA-195258']	['CTNNB1', 'CDH1']
1972	GO:BP	GO:0001889	liver development	0.0247264357944796	True	"""The process whose specific outcome is the progression of the liver over time, from its formation to the mature structure. The liver is an exocrine gland which secretes bile and functions in metabolism of protein and carbohydrate and fat, synthesizes substances involved in the clotting of the blood, synthesizes vitamin A, detoxifies poisonous substances, stores glycogen, and breaks down worn-out erythrocytes."" [GOC:add, ISBN:068340007X]"	141	103	4	17376	0.0388349514563106	0.0283687943262411	query_1	['GO:0048732', 'GO:0061008']	['MET', 'HGF', 'TGFB1', 'VTN']
1973	GO:CC	GO:0005737	cytoplasm	0.0247900281119444	True	"""The contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures."" [ISBN:0198547684]"	11219	103	78	17376	0.7572815533980582	0.0069524913093858	query_1	['GO:0005622', 'GO:0110165']	['RAPGEF1', 'ITGB1', 'SMURF2', 'ITGB5', 'VEGFB', 'FN1', 'ITGAV', 'BCAR1', 'SRC', 'PSAT1', 'SPP1', 'SMAD7', 'ITGB3', 'TGFB3', 'PIK3R1', 'VEGFC', 'CRK', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'FLT4', 'CTNNB1', 'LTBP1', 'SOS1', 'TGFBR2', 'ITGA2B', 'ITGA5', 'PXN', 'FYN', 'MEMO1', 'LAT', 'SH3PXD2A', 'ZAP70', 'ADAM19', 'LYN', 'GRB2', 'TNC', 'MFAP3', 'TGFB1', 'LCP2', 'LOXL1', 'JAM3', 'EGFR', 'FBN1', 'RANBP3L', 'KDR', 'VCL', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'SMURF1', 'ERBB2', 'CDH1', 'PTK2B', 'VEGFA', 'SH3KBP1', 'AGRN', 'SH3GL2', 'CRKL', 'VTN', 'TLN1', 'VEGFD', 'VCAM1', 'TGFBR1', 'PTK2', 'NRP1', 'LCK', 'ALDH18A1', 'THBS1', 'ADAM15', 'ITGA3', 'PTPN11', 'CBL', 'PDGFRA', 'FLT1', 'PLXNA1']
1974	GO:BP	GO:0009743	response to carbohydrate	0.024963516473589	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a carbohydrate stimulus."" [GOC:jl]"	220	103	5	17376	0.0485436893203883	0.0227272727272727	query_1	['GO:0010033', 'GO:1901700']	['TGFBR2', 'LYN', 'TGFB1', 'PTK2B', 'THBS1']
1975	GO:BP	GO:0099024	plasma membrane invagination	0.0250364877942125	True	"""An infolding of the plasma membrane."" [GOC:dos, GOC:vw]"	75	103	3	17376	0.029126213592233	0.04	query_1	['GO:0010324']	['PLCG2', 'FCGR1A', 'THBS1']
1976	GO:BP	GO:0071479	cellular response to ionizing radiation	0.0250364877942125	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a ionizing radiation stimulus. Ionizing radiation is radiation with sufficient energy to remove electrons from atoms and may arise from spontaneous decay of unstable isotopes, resulting in alpha and beta particles and gamma rays. Ionizing radiation also includes X-rays."" [GOC:mah]"	75	103	3	17376	0.029126213592233	0.04	query_1	['GO:0010212', 'GO:0071478']	['GRB2', 'TGFB1', 'ITGB6']
1977	GO:BP	GO:0034504	protein localization to nucleus	0.0254659697032858	True	"""A process in which a protein transports or maintains the localization of another protein to the nucleus."" [GOC:ecd]"	309	103	6	17376	0.058252427184466	0.0194174757281553	query_1	['GO:0033365']	['SRC', 'PIK3R1', 'FYN', 'TGFB1', 'SYK', 'CDH1']
1978	REAC	REAC:R-HSA-9013404	RAC2 GTPase cycle	0.0254884843710991	True	RAC2 GTPase cycle	85	103	3	17376	0.029126213592233	0.0352941176470588	query_1	['REAC:R-HSA-9012999']	['ITGB1', 'PIK3R1', 'VAV1']
1979	GO:BP	GO:0033081	regulation of T cell differentiation in thymus	0.0256089134465112	True	"""Any process that modulates the frequency, rate or extent of T cell differentiation in the thymus."" [GOC:add, GOC:mah]"	26	103	2	17376	0.0194174757281553	0.0769230769230769	query_1	['GO:0033077', 'GO:0045580']	['SOS1', 'ERBB2']
1980	GO:BP	GO:0072012	glomerulus vasculature development	0.0256089134465112	True	"""The biological process whose specific outcome is the progression of a glomerulus vasculature from an initial condition to its mature state. This process begins with the formation of the glomerulus vasculature and ends with the mature structure. The glomerulus vasculature is composed of the tubule structures that carry blood or lymph in the glomerulus."" [GOC:mtg_kidney_jan10]"	26	103	2	17376	0.0194174757281553	0.0769230769230769	query_1	['GO:0001568', 'GO:0032835', 'GO:0061440']	['ITGB3', 'PDGFRA']
1981	GO:BP	GO:0006807	nitrogen compound metabolic process	0.0256089134465112	True	"""The chemical reactions and pathways involving organic or inorganic compounds that contain nitrogen."" [GOC:jl, ISBN:0198506732]"	8916	103	65	17376	0.6310679611650486	0.0072902646926873	query_1	['GO:0008152']	['MET', 'SMURF2', 'VEGFB', 'FN1', 'ITGAV', 'SRC', 'PSAT1', 'SPP1', 'SMAD7', 'ITGB3', 'TGFB3', 'PIK3R1', 'VEGFC', 'CRK', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'FLT4', 'CTNNB1', 'LRP4', 'SOS1', 'TGFBR2', 'LOX', 'ITGA5', 'PXN', 'FYN', 'LAT', 'ZAP70', 'ADAM19', 'LYN', 'TGFB1', 'LCP2', 'LOXL1', 'EGFR', 'KDR', 'SYK', 'FCGR1A', 'SMURF1', 'ERBB2', 'MUSK', 'CDH1', 'PTK2B', 'VEGFA', 'AGRN', 'SH3GL2', 'ADAM12', 'CRKL', 'VTN', 'VEGFD', 'VCAM1', 'TGFBR1', 'PTK2', 'NRP1', 'LCK', 'EMILIN1', 'ALDH18A1', 'THBS1', 'ADAM15', 'PTPN11', 'CBL', 'PDGFRA', 'SEMA4D', 'FLT1', 'PGF']
1982	GO:BP	GO:0035994	response to muscle stretch	0.0256089134465112	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a myofibril being extended beyond its slack length."" [GOC:BHF, GOC:vk, PMID:14583192]"	26	103	2	17376	0.0194174757281553	0.0769230769230769	query_1	['GO:0009612']	['CTNNB1', 'PTK2']
1983	GO:BP	GO:0010714	positive regulation of collagen metabolic process	0.0256089134465112	True	"""Any process that increases the frequency, rate or extent of the chemical reactions and pathways resulting in the metabolism of collagen, any of a group of fibrous proteins of very high tensile strength that form the main component of connective tissue in animals."" [GOC:dph, GOC:tb]"	26	103	2	17376	0.0194174757281553	0.0769230769230769	query_1	['GO:0009893', 'GO:0010712', 'GO:0032963']	['TGFB3', 'TGFB1']
1984	GO:BP	GO:0036010	protein localization to endosome	0.0256089134465112	True	"""A process in which a protein is transported to, or maintained in, a location within an endosome."" [GOC:yaf]"	26	103	2	17376	0.0194174757281553	0.0769230769230769	query_1	['GO:0033365']	['VEGFA', 'NRP1']
1985	GO:BP	GO:0030001	metal ion transport	0.0257059356088035	True	"""The directed movement of metal ions, any metal ion with an electric charge, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]"	833	103	11	17376	0.1067961165048543	0.0132052821128451	query_1	['GO:0006812']	['ITGB1', 'ITGAV', 'ITGB3', 'PLCG2', 'CTNNB1', 'FYN', 'LYN', 'TGFB1', 'PLCG1', 'PTK2B', 'LCK']
1986	GO:BP	GO:0048644	muscle organ morphogenesis	0.0257858396137597	True	"""The process in which the anatomical structures of muscle are generated and organized."" [GOC:jid]"	76	103	3	17376	0.029126213592233	0.0394736842105263	query_1	['GO:0007517', 'GO:0009887']	['SMAD7', 'TGFB1', 'TGFBR1']
1987	GO:BP	GO:1901184	regulation of ERBB signaling pathway	0.0257858396137597	True	"""Any process that modulates the frequency, rate or extent of ERBB signaling pathway."" [GOC:BHF, GOC:TermGenie]"	76	103	3	17376	0.029126213592233	0.0394736842105263	query_1	['GO:0009966', 'GO:0038127']	['SOS1', 'EGFR', 'CBL']
1988	GO:CC	GO:0005938	cell cortex	0.0258223713363623	True	"""The region of a cell that lies just beneath the plasma membrane and often, but not always, contains a network of actin filaments and associated proteins."" [GOC:mah, ISBN:0815316194]"	311	103	6	17376	0.058252427184466	0.0192926045016077	query_1	['GO:0005737', 'GO:0071944']	['CTNNB1', 'PXN', 'VCL', 'CDH1', 'PTK2B', 'PTK2']
1989	GO:BP	GO:0061008	hepaticobiliary system development	0.026322523167562	True	"""The progression of the hepaticobiliary system over time, from its formation to the mature structure. The hepaticobiliary system is responsible for metabolic and catabolic processing of small molecules absorbed from the blood or gut, hormones and serum proteins, detoxification, storage of glycogen, triglycerides, metals and lipid soluble vitamins and excretion of bile. Included are the synthesis of albumin, blood coagulation factors, complement, and specific binding proteins."" [GOC:dph]"	144	103	4	17376	0.0388349514563106	0.0277777777777777	query_1	['GO:0048731']	['MET', 'HGF', 'TGFB1', 'VTN']
1990	GO:BP	GO:0048878	chemical homeostasis	0.0264643644206703	True	"""Any biological process involved in the maintenance of an internal steady state of a chemical."" [GOC:isa_complete]"	953	103	12	17376	0.116504854368932	0.0125918153200419	query_1	['GO:0042592']	['ITGB3', 'PIK3R1', 'PLCG2', 'LYN', 'TGFB1', 'KDR', 'PLCG1', 'PTK2B', 'VEGFA', 'ITGB6', 'LCK', 'PTPN11']
1991	GO:CC	GO:0034665	integrin alpha1-beta1 complex	0.0266338337959598	True	"""An integrin complex that comprises one alpha1 subunit and one beta1 subunit."" [PMID:12297042]"	2	103	1	17376	0.0097087378640776	0.5	query_1	['GO:0008305']	['ITGB1']
1992	GO:CC	GO:0030057	desmosome	0.0266338337959598	True	"""A cell-cell junction in which: on the cytoplasmic surface of each interacting plasma membrane is a dense plaque composed of a mixture of intracellular anchor proteins; a bundle of keratin intermediate filaments is attached to the surface of each plaque; transmembrane adhesion proteins of the cadherin family bind to the plaques and interact through their extracellular domains to hold the adjacent membranes together by a Ca2+-dependent mechanism."" [GOC:mah, GOC:mtg_muscle, ISBN:0815332181]"	27	103	2	17376	0.0194174757281553	0.074074074074074	query_1	['GO:0005911']	['JAM3', 'VCL']
1993	GO:CC	GO:0034750	Scrib-APC-beta-catenin complex	0.0266338337959598	True	"""A protein complex that contains the Scribble protein (a cell polarity determinant), the tumor suppressor protein adenomatous polyposis coli (APC), and beta-catenin; may be involved in the control of cell proliferation."" [PMID:16611247]"	2	103	1	17376	0.0097087378640776	0.5	query_1	['GO:0005737', 'GO:0032991']	['CTNNB1']
1994	GO:CC	GO:0034680	integrin alpha10-beta1 complex	0.0266338337959598	True	"""An integrin complex that comprises one alpha10 subunit and one beta1 subunit."" [PMID:12297042]"	2	103	1	17376	0.0097087378640776	0.5	query_1	['GO:0008305']	['ITGB1']
1995	GO:CC	GO:0038143	ERBB3:ERBB2 complex	0.0266338337959598	True	"""A heterodimeric complex between the tyrosine kinase receptor ERBB2 and a ligand-activated receptor ERBB3. ERBB2, which does not bind any known ligand, is activated through formation of a heterodimer with another ligand-activated ERBB family member such as ERBB3."" [GOC:signaling, PMID:16460914, PMID:8665853, Reactome:R-HSA-1247502, Reactome:R-HSA-1963573, Reactome:R-HSA-1963589]"	2	103	1	17376	0.0097087378640776	0.5	query_1	['GO:0098802']	['ERBB2']
1996	GO:CC	GO:0070436	Grb2-EGFR complex	0.0266338337959598	True	"""A protein complex that contains the epidermal growth factor receptor (EGFR) and Grb2, and is involved in linking EGFR activation to the p21-Ras pathway."" [GOC:mah, PMID:7798267]"	2	103	1	17376	0.0097087378640776	0.5	query_1	['GO:0098797']	['GRB2']
1997	GO:CC	GO:0071133	alpha9-beta1 integrin-ADAM8 complex	0.0266338337959598	True	"""A protein complex that consists of an alpha9-beta1 integrin complex bound to the transmembrane metallopeptidase ADAM8."" [PMID:16995821]"	2	103	1	17376	0.0097087378640776	0.5	query_1	['GO:0098797']	['ITGB3']
1998	GO:CC	GO:0036398	TCR signalosome	0.0266338337959598	True	"""A multi-protein complex containing at least the T-cell receptor complex and the LAT (linker for activation of T cells) scaffold protein. Also contains a variety of signaling proteins including co-receptors, kinases, phosphatases and adaptors such as CD8. Connects events on the plasma membrane to distal signaling cascades to ultimately modulate T cell biology."" [GOC:krc, PMID:17534068, PMID:20107804, PMID:22426112]"	2	103	1	17376	0.0097087378640776	0.5	query_1	['GO:0032991']	['LCP2']
1999	GO:CC	GO:0034686	integrin alphav-beta8 complex	0.0266338337959598	True	"""An integrin complex that comprises one alphav subunit and one beta8 subunit."" [PMID:12297042]"	2	103	1	17376	0.0097087378640776	0.5	query_1	['GO:0008305']	['ITGAV']
2000	GO:CC	GO:1990711	beta-catenin-ICAT complex	0.0266338337959598	True	"""Transcription factor complex that inhibits binding of Tcf to beta-catenin while preserving interaction of catenin with cadherin thus inhibiting transcription mediated by beta-catenin-Tcf complex."" [GOC:bhm, PMID:12408824]"	2	103	1	17376	0.0097087378640776	0.5	query_1	['GO:0090571']	['CTNNB1']
2001	GO:CC	GO:1990971	EMILIN complex	0.0266338337959598	True	"""Glycoprotein complex of the C1q/TNF superfamily found in the extracellular matrix (ECM) where it is an important component of the elastic fiber system. A homotrimer that will combine to form supramolecular EMILIN structures."" [GOC:bhm, PMID:10821830]"	2	103	1	17376	0.0097087378640776	0.5	query_1	['GO:0062023', 'GO:0098637']	['EMILIN1']
2002	GO:CC	GO:0034681	integrin alpha11-beta1 complex	0.0266338337959598	True	"""An integrin complex that comprises one alpha11 subunit and one beta1 subunit."" [PMID:12297042]"	2	103	1	17376	0.0097087378640776	0.5	query_1	['GO:0008305']	['ITGB1']
2003	GO:CC	GO:0034678	integrin alpha8-beta1 complex	0.0266338337959598	True	"""An integrin complex that comprises one alpha8 subunit and one beta1 subunit."" [PMID:12297042]"	2	103	1	17376	0.0097087378640776	0.5	query_1	['GO:0008305']	['ITGB1']
2004	GO:BP	GO:0098771	inorganic ion homeostasis	0.026639533831757	True	"""Any process involved in the maintenance of an internal steady state of inorganic ions within an organism or cell."" [GOC:dos]"	509	103	8	17376	0.0776699029126213	0.0157170923379174	query_1	['GO:0048878']	['ITGB3', 'PLCG2', 'LYN', 'TGFB1', 'KDR', 'PLCG1', 'PTK2B', 'LCK']
2005	GO:BP	GO:0051899	membrane depolarization	0.0266480984008744	True	"""The process in which membrane potential decreases with respect to its steady-state potential, usually from negative potential to a more positive potential. For example, the initial depolarization during the rising phase of an action potential is in the direction from the negative steady-state resting potential towards the positive membrane potential that will be the peak of the action potential."" [GOC:dh, Wikipedia:Depolarization]"	77	103	3	17376	0.029126213592233	0.0389610389610389	query_1	['GO:0042391']	['SRC', 'SMAD7', 'KDR']
2006	GO:BP	GO:0050671	positive regulation of lymphocyte proliferation	0.0268786100043221	True	"""Any process that activates or increases the rate or extent of lymphocyte proliferation."" [GOC:ai]"	145	103	4	17376	0.0388349514563106	0.0275862068965517	query_1	['GO:0032946', 'GO:0046651', 'GO:0050670', 'GO:0051251']	['TGFBR2', 'ZAP70', 'SYK', 'VCAM1']
2007	GO:BP	GO:0042059	negative regulation of epidermal growth factor receptor signaling pathway	0.0271965466030601	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of epidermal growth factor receptor signaling pathway activity."" [GOC:go_curators]"	27	103	2	17376	0.0194174757281553	0.074074074074074	query_1	['GO:0007173', 'GO:0042058', 'GO:1901185']	['EGFR', 'CBL']
2008	GO:BP	GO:1900078	positive regulation of cellular response to insulin stimulus	0.0271965466030601	True	"""Any process that activates or increases the frequency, rate or extent of cellular response to insulin stimulus."" [GOC:TermGenie, GOC:yaf]"	27	103	2	17376	0.0194174757281553	0.074074074074074	query_1	['GO:0032869', 'GO:0048522', 'GO:0048584', 'GO:1900076']	['SRC', 'PTPN11']
2009	GO:BP	GO:0034505	tooth mineralization	0.0271965466030601	True	"""The process in which calcium salts are deposited into calcareous tooth structures such as dental enamel, dentin and cementum."" [GOC:mah, MP:0002817, MSH:D014074]"	27	103	2	17376	0.0194174757281553	0.074074074074074	query_1	['GO:0031214', 'GO:0042476']	['TGFB1', 'ITGB6']
2010	GO:BP	GO:0001783	B cell apoptotic process	0.0271965466030601	True	"""Any apoptotic process in a B cell, a lymphocyte of B lineage with the phenotype CD19-positive and capable of B cell mediated immunity."" [CL:0000236, GOC:add, GOC:mtg_apoptosis, ISBN:0781735149]"	27	103	2	17376	0.0194174757281553	0.074074074074074	query_1	['GO:0070227']	['LYN', 'CRKL']
2011	GO:BP	GO:0042730	fibrinolysis	0.0271965466030601	True	"""A process that solubilizes fibrin in the bloodstream of a multicellular organism, chiefly by the proteolytic action of plasmin."" [GOC:jl, PMID:15842654]"	27	103	2	17376	0.0194174757281553	0.074074074074074	query_1	['GO:0030195']	['VTN', 'THBS1']
2012	GO:BP	GO:0070570	regulation of neuron projection regeneration	0.0271965466030601	True	"""Any process that modulates the rate, frequency or extent of neuron projection regeneration, the regrowth of neuronal processes such as axons or dendrites following their loss or damage."" [GOC:mah]"	27	103	2	17376	0.0194174757281553	0.074074074074074	query_1	['GO:0010975', 'GO:0031102', 'GO:0050793', 'GO:0080135']	['SPP1', 'HGF']
2013	GO:BP	GO:0070168	negative regulation of biomineral tissue development	0.0271965466030601	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of biomineral tissue development, the formation of hard tissues that consist mainly of inorganic compounds."" [GOC:mah]"	27	103	2	17376	0.0194174757281553	0.074074074074074	query_1	['GO:0031214', 'GO:0051093', 'GO:0070167']	['TGFB1', 'PTK2B']
2014	GO:BP	GO:0035929	steroid hormone secretion	0.0271965466030601	True	"""The regulated release of any steroid that acts as a hormone into the circulatory system."" [GOC:sl]"	27	103	2	17376	0.0194174757281553	0.074074074074074	query_1	['GO:0060986', 'GO:0140353']	['SPP1', 'PTPN11']
2015	GO:BP	GO:0044331	cell-cell adhesion mediated by cadherin	0.0271965466030601	True	"""The attachment of one cell to another cell via a cadherin, transmembrane proteins having repeating extracellular calcium ion binding domains."" [GOC:ha, GOC:hjd, GOC:jl, PMID:10923970]"	27	103	2	17376	0.0194174757281553	0.074074074074074	query_1	['GO:0098609']	['ADAM19', 'VEGFA']
