Autosomal recessive cerebellar ataxia due to STUB1 deficiency	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
282	GO:BP	GO:0032410	negative regulation of transporter activity	0.0172915476353258	True	"""Any process that stops or reduces the activity of a transporter."" [GOC:mah]"	81	99	4	15719	0.0404040404040404	0.0493827160493827	query_1	['GO:0032409', 'GO:0044092', 'GO:0051051']	['KCNE5', 'KCNE2', 'KCNQ1', 'KCNE1']
280	GO:BP	GO:0099624	atrial cardiac muscle cell membrane repolarization	0.0172915476353258	True	"""The process in which ions are transported across the plasma membrane of an atrial cardiac muscle cell such that the membrane potential changes in the repolarizing direction, toward the steady state potential. For example, the repolarization during an action potential is from a positive membrane potential towards a negative resting potential."" [GOC:BHF]"	10	99	2	15719	0.0202020202020202	0.2	query_1	['GO:0099622']	['KCNE5', 'KCNQ1']
283	GO:BP	GO:0051239	regulation of multicellular organismal process	0.0174303220113307	True	"""Any process that modulates the frequency, rate or extent of a multicellular organismal process, the processes pertinent to the function of a multicellular organism above the cellular level; includes the integrated processes of tissues and organs."" [GOC:ai, GOC:dph, GOC:tb]"	2810	99	30	15719	0.303030303030303	0.0106761565836298	query_1	['GO:0032501', 'GO:0050789']	['KCNE5', 'HSPA1A', 'DDR2', 'LRRK2', 'PIK3R1', 'HSP90AB1', 'HSPH1', 'PRKAR1B', 'PTPN23', 'PRKAR1A', 'RET', 'SHC1', 'RNF128', 'SOS1', 'GAB1', 'KCNH2', 'KCNE2', 'EGFR', 'DNAJA4', 'HSP90AA1', 'PLCG1', 'AKAP9', 'ERBB2', 'KCNQ1', 'ESR1', 'PRKACA', 'GAB2', 'GTF2IRD1', 'KCNE1', 'PDCD6']
284	GO:BP	GO:1903322	positive regulation of protein modification by small protein conjugation or removal	0.0174303220113307	True	"""Any process that activates or increases the frequency, rate or extent of protein modification by small protein conjugation or removal."" [GO_REF:0000058, GOC:TermGenie, GOC:vw]"	137	99	5	15719	0.0505050505050505	0.0364963503649635	query_1	['GO:0031401', 'GO:0070647', 'GO:1903320']	['LRRK2', 'STUB1', 'UBE2V2', 'PDCD6', 'UBE2N']
225	REAC	REAC:R-HSA-9679191	Potential therapeutics for SARS	0.0177849247671814	True	Potential therapeutics for SARS	99	77	4	10022	0.0519480519480519	0.0404040404040404	query_1	['REAC:R-HSA-9679506']	['HSP90AB1', 'SOS1', 'HSP90AA1', 'PTGES3']
64	GO:CC	GO:0044292	dendrite terminus	0.017948402839419	True	"""A structure at the distal end of a dendrite adapted to carry out a specific function, e.g. dendriole."" [GOC:jl, NIF_Subcellular:sao28175134]"	14	98	2	16420	0.0204081632653061	0.1428571428571428	query_1	['GO:0030425', 'GO:0110165']	['HSP90AB1', 'HSP90AA1']
285	GO:BP	GO:0009967	positive regulation of signal transduction	0.0183961362981434	True	"""Any process that activates or increases the frequency, rate or extent of signal transduction."" [GOC:sm]"	1468	99	19	15719	0.1919191919191919	0.0129427792915531	query_1	['GO:0007165', 'GO:0009966', 'GO:0010647', 'GO:0023056', 'GO:0048584']	['UBE2I', 'HSPA1A', 'DDR2', 'LRRK2', 'AKAP5', 'PIK3R1', 'HSP90AB1', 'PRKAR1B', 'RET', 'SHC1', 'SOS1', 'EGFR', 'HSP90AA1', 'PUM1', 'USP8', 'ERBB2', 'GAREM1', 'CBL', 'UBE2N']
226	REAC	REAC:R-HSA-5654695	PI-3K cascade:FGFR2	0.0184649778707625	True	PI-3K cascade:FGFR2	17	77	2	10022	0.0259740259740259	0.1176470588235294	query_1	['REAC:R-HSA-5654696']	['PIK3R1', 'GAB1']
228	REAC	REAC:R-HSA-9669938	Signaling by KIT in disease	0.0184649778707625	True	Signaling by KIT in disease	17	77	2	10022	0.0259740259740259	0.1176470588235294	query_1	['REAC:R-HSA-5663202']	['PIK3R1', 'SOS1']
227	REAC	REAC:R-HSA-9670439	Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants	0.0184649778707625	True	Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants	17	77	2	10022	0.0259740259740259	0.1176470588235294	query_1	['REAC:R-HSA-9669938']	['PIK3R1', 'SOS1']
286	GO:BP	GO:0044093	positive regulation of molecular function	0.0184766790350597	True	"""Any process that activates or increases the rate or extent of a molecular function, an elemental biological activity occurring at the molecular level, such as catalysis or binding."" [GO:jl]"	1469	99	19	15719	0.1919191919191919	0.012933968686181	query_1	['GO:0065009']	['UBE2I', 'HSPA1A', 'DDR2', 'LRRK2', 'AKAP5', 'HSP90AB1', 'RET', 'STUB1', 'SOS1', 'KCNE2', 'EGFR', 'HSP90AA1', 'AKAP9', 'ERBB2', 'ESR1', 'PTGES3', 'KCNE1', 'PDCD6', 'UBE2N']
287	GO:BP	GO:0032409	regulation of transporter activity	0.0185855465477585	True	"""Any process that modulates the activity of a transporter."" [GOC:mah]"	278	99	7	15719	0.0707070707070707	0.0251798561151079	query_1	['GO:0065009']	['KCNE5', 'AKAP5', 'KCNE2', 'AKAP9', 'KCNQ1', 'PRKACA', 'KCNE1']
65	GO:CC	GO:0097225	sperm midpiece	0.0190366869668626	True	"""The highly organized segment of the sperm flagellum which begins at the connecting piece and is characterized by the presence of 9 outer dense fibers (ODFs) that lie outside each of the 9 outer axonemal microtubule doublets and by a sheath of mitochondria that encloses the ODFs and the axoneme; the midpiece terminates about one-fourth of the way down the sperm flagellum at the annulus, which marks the beginning of the principal piece."" [GOC:cjm, MP:0009831]"	50	98	3	16420	0.0306122448979591	0.06	query_1	['GO:0036126', 'GO:0110165']	['HSP90AA1', 'PRKACA', 'AKAP3']
288	GO:BP	GO:1901700	response to oxygen-containing compound	0.0190752886965221	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an oxygen-containing compound stimulus."" [GOC:pr, GOC:TermGenie]"	1707	99	21	15719	0.2121212121212121	0.0123022847100175	query_1	['GO:0042221']	['DDR2', 'LRRK2', 'PIK3R1', 'RET', 'SHC1', 'SOS1', 'GAB1', 'ANXA11', 'ENDOG', 'KCNB1', 'GRB2', 'EGFR', 'HSP90AA1', 'USP8', 'AKAP9', 'KCNQ1', 'ESR1', 'PRKACA', 'CBL', 'KCNE1', 'PDCD6']
229	REAC	REAC:R-HSA-168330	Viral RNP Complexes in the Host Cell Nucleus	0.019207742965476	True	Viral RNP Complexes in the Host Cell Nucleus	1	77	1	10022	0.0129870129870129	1.0	query_1	['REAC:R-HSA-168274']	['HSPA1A']
230	REAC	REAC:R-HSA-186797	Signaling by PDGF	0.0193044063650557	True	Signaling by PDGF	53	77	3	10022	0.0389610389610389	0.0566037735849056	query_1	['REAC:R-HSA-9006934']	['PIK3R1', 'SOS1', 'PLCG1']
290	GO:BP	GO:0071383	cellular response to steroid hormone stimulus	0.0193553622355182	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a steroid hormone stimulus."" [GOC:mah]"	207	99	6	15719	0.0606060606060606	0.0289855072463768	query_1	['GO:0032870', 'GO:0048545', 'GO:0071396', 'GO:0071407']	['HSPA1A', 'USP8', 'ESR1', 'DNAJA1', 'HSPA8', 'PTGES3']
289	GO:BP	GO:0050804	modulation of chemical synaptic transmission	0.0193553622355182	True	"""Any process that modulates the frequency or amplitude of synaptic transmission, the process of communication from a neuron to a target (neuron, muscle, or secretory cell) across a synapse. Amplitude, in this case, refers to the change in postsynaptic membrane potential due to a single instance of synaptic transmission."" [GOC:ai]"	445	99	9	15719	0.0909090909090909	0.0202247191011235	query_1	['GO:0007268', 'GO:0099177']	['LRRK2', 'AKAP5', 'PRKAR1B', 'PRKAR2B', 'KCNB1', 'PLCG1', 'USP8', 'AKAP9', 'PRKACA']
66	GO:CC	GO:0005815	microtubule organizing center	0.0194021574618439	True	"""An intracellular structure that can catalyze gamma-tubulin-dependent microtubule nucleation and that can anchor microtubules by interacting with their minus ends, plus ends or sides."" [GOC:vw, ISBN:0815316194, PMID:17072892, PMID:17245416, Wikipedia:Microtubule_organizing_center]"	818	98	12	16420	0.1224489795918367	0.0146699266503667	query_1	['GO:0015630', 'GO:0110165']	['HSPA1A', 'CDK5RAP2', 'PTPN23', 'PRKAR1A', 'PRKAR2B', 'ANKRD26', 'PRKACB', 'CEP68', 'AKAP11', 'PRKAR2A', 'AKAP9', 'PRKACA']
67	GO:CC	GO:0031253	cell projection membrane	0.0194334910195948	True	"""The portion of the plasma membrane surrounding a plasma membrane bounded cell surface projection."" [GOC:krc, GOC:mah]"	328	98	7	16420	0.0714285714285714	0.0213414634146341	query_1	['GO:0098590', 'GO:0120025']	['AKAP5', 'KCNB1', 'EGFR', 'HSP90AA1', 'GPR161', 'PLCG1', 'ERBB2']
68	GO:CC	GO:0120293	dynein axonemal particle	0.0194334910195948	True	"""An aggregation of axonemal dyneins, their specific assembly factors, and broadly-acting chaperones that is located in the cytoplasm."" [GOC:krc, PMID:30561330, PMID:32898505, PMID:33263282]"	15	98	2	16420	0.0204081632653061	0.1333333333333333	query_1	['GO:0005737', 'GO:0043232']	['STIP1', 'HSP90AB1']
291	GO:BP	GO:0099177	regulation of trans-synaptic signaling	0.0195457848225181	True	"""Any process that modulates the frequency, rate or extent of trans-synaptic signaling."" [GOC:dos]"	446	99	9	15719	0.0909090909090909	0.0201793721973094	query_1	['GO:0010646', 'GO:0023051', 'GO:0099537']	['LRRK2', 'AKAP5', 'PRKAR1B', 'PRKAR2B', 'KCNB1', 'PLCG1', 'USP8', 'AKAP9', 'PRKACA']
292	GO:BP	GO:0072594	establishment of protein localization to organelle	0.0197099102505416	True	"""The directed movement of a protein to a specific location on or in an organelle. Encompasses establishment of localization in the membrane or lumen of a membrane-bounded organelle."" [GOC:mah]"	447	99	9	15719	0.0909090909090909	0.0201342281879194	query_1	['GO:0033365', 'GO:0045184']	['LRRK2', 'PIK3R1', 'PTPN23', 'UBE2D3', 'HSP90AA1', 'GTF2IRD2', 'DNAJA1', 'HSPA8', 'BAG3']
293	GO:BP	GO:0042307	positive regulation of protein import into nucleus	0.0197099102505416	True	"""Any process that activates or increases the frequency, rate or extent of movement of proteins from the cytoplasm into the nucleus."" [GOC:jl]"	40	99	3	15719	0.0303030303030303	0.075	query_1	['GO:0006606', 'GO:0042306', 'GO:0046824', 'GO:0090316', 'GO:1900182']	['PIK3R1', 'HSP90AA1', 'BAG3']
298	GO:BP	GO:1904350	regulation of protein catabolic process in the vacuole	0.0199211992601508	True	"""Any process that modulates the frequency, rate or extent of protein catabolic process in the vacuole."" [GO_REF:0000058, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:25635054]"	11	99	2	15719	0.0202020202020202	0.1818181818181818	query_1	['GO:0007039', 'GO:0042176']	['RNF128', 'USP8']
297	GO:BP	GO:0045793	positive regulation of cell size	0.0199211992601508	True	"""Any process that increases cell size."" [GOC:go_curators]"	11	99	2	15719	0.0202020202020202	0.1818181818181818	query_1	['GO:0008361']	['RET', 'HSP90AA1']
296	GO:BP	GO:0033036	macromolecule localization	0.0199211992601508	True	"""Any process in which a macromolecule is transported to, or maintained in, a specific location."" [GOC:mah]"	2841	99	30	15719	0.303030303030303	0.010559662090813	query_1	['GO:0051179']	['LRRK2', 'AKAP5', 'PIK3R1', 'HSP90AB1', 'PTPN23', 'PRKAR1A', 'OSBPL11', 'RNF128', 'UBE2D3', 'CEP68', 'AKAP11', 'KCNB1', 'EGFR', 'AKAP10', 'HSP90AA1', 'USP8', 'ERBB2', 'OSBPL9', 'GTF2IRD2', 'KCNQ1', 'ESR1', 'PRKACA', 'AKAP3', 'DNAJA1', 'TOM1L2', 'HSPA8', 'BAG3', 'KCNE1', 'PDCD6', 'CDC37']
295	GO:BP	GO:0021548	pons development	0.0199211992601508	True	"""The process whose specific outcome is the progression of the pons over time, from its formation to the mature structure. The pons lies above the medulla and next to the cerebellum. The pons conveys information about movement from the cerebral hemisphere to the cerebellum."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid, ISBN:0838580343]"	11	99	2	15719	0.0202020202020202	0.1818181818181818	query_1	['GO:0022037', 'GO:0048856']	['UQCRQ', 'KCNE1']
294	GO:BP	GO:1902947	regulation of tau-protein kinase activity	0.0199211992601508	True	"""Any process that modulates the frequency, rate or extent of tau-protein kinase activity."" [GO_REF:0000059, GOC:sjp, GOC:TermGenie, PMID:15897157, PMID:22986780]"	11	99	2	15719	0.0202020202020202	0.1818181818181818	query_1	['GO:0045859']	['HSP90AB1', 'HSP90AA1']
69	GO:CC	GO:0031256	leading edge membrane	0.0200791225697	True	"""The portion of the plasma membrane surrounding the leading edge of a motile cell."" [GOC:mah]"	172	98	5	16420	0.0510204081632653	0.0290697674418604	query_1	['GO:0005886', 'GO:0031252', 'GO:0110165']	['AKAP5', 'KCNB1', 'EGFR', 'PLCG1', 'ERBB2']
299	GO:BP	GO:0006282	regulation of DNA repair	0.0201829241281187	True	"""Any process that modulates the frequency, rate or extent of DNA repair."" [GOC:go_curators]"	210	99	6	15719	0.0606060606060606	0.0285714285714285	query_1	['GO:0006281', 'GO:0051052', 'GO:0080135']	['EGFR', 'RADX', 'OTUB1', 'UBE2V2', 'CCDC117', 'UBE2N']
231	REAC	REAC:R-HSA-9671555	Signaling by PDGFR in disease	0.020403021137399	True	Signaling by PDGFR in disease	18	77	2	10022	0.0259740259740259	0.1111111111111111	query_1	['REAC:R-HSA-5663202']	['PIK3R1', 'SOS1']
300	GO:BP	GO:0030001	metal ion transport	0.0204295848341702	True	"""The directed movement of metal ions, any metal ion with an electric charge, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]"	833	99	13	15719	0.1313131313131313	0.0156062424969987	query_1	['GO:0006812']	['SCARA5', 'KCNE5', 'AKAP5', 'KCNH2', 'KCNB1', 'KCNE2', 'FTL', 'FTH1', 'PLCG1', 'AKAP9', 'KCNQ1', 'PRKACA', 'KCNE1']
301	GO:BP	GO:0042981	regulation of apoptotic process	0.0207521847112876	True	"""Any process that modulates the occurrence or rate of cell death by apoptotic process."" [GOC:jl, GOC:mtg_apoptosis]"	1376	99	18	15719	0.1818181818181818	0.0130813953488372	query_1	['GO:0006915', 'GO:0043067']	['HSPA1A', 'DDR2', 'LRRK2', 'PIK3R1', 'HSP90AB1', 'RET', 'SHC1', 'ENDOG', 'KCNB1', 'EGFR', 'HSP90AA1', 'PLCG1', 'ERBB2', 'ESR1', 'SIRT5', 'DNAJA1', 'BAG3', 'CBL']
232	REAC	REAC:R-HSA-5218859	Regulated Necrosis	0.0212004665999909	True	Regulated Necrosis	55	77	3	10022	0.0389610389610389	0.0545454545454545	query_1	['REAC:R-HSA-5357801']	['STUB1', 'HSP90AA1', 'CDC37']
302	GO:BP	GO:0012501	programmed cell death	0.0214759311645873	True	"""A process which begins when a cell receives an internal or external signal and activates a series of biochemical events (signaling pathway). The process ends with the death of the cell."" [GOC:lr, GOC:mtg_apoptosis]"	1850	99	22	15719	0.2222222222222222	0.0118918918918918	query_1	['GO:0008219']	['HSPA1A', 'DDR2', 'LRRK2', 'PIK3R1', 'HSP90AB1', 'RET', 'SHC1', 'UBE2D3', 'UBE4B', 'ENDOG', 'KCNB1', 'EGFR', 'HSP90AA1', 'PLCG1', 'ERBB2', 'ESR1', 'SIRT5', 'DNAJA1', 'BAG3', 'CBL', 'PDCD6', 'AKAP1']
71	GO:CC	GO:0005813	centrosome	0.02162836598881	True	"""A structure comprised of a core structure (in most organisms, a pair of centrioles) and peripheral material from which a microtubule-based structure, such as a spindle apparatus, is organized. Centrosomes occur close to the nucleus during interphase in many eukaryotic cells, though in animal cells it changes continually during the cell-division cycle."" [GOC:mah, ISBN:0198547684]"	624	98	10	16420	0.1020408163265306	0.016025641025641	query_1	['GO:0005815']	['HSPA1A', 'CDK5RAP2', 'PRKAR1A', 'PRKAR2B', 'ANKRD26', 'PRKACB', 'CEP68', 'PRKAR2A', 'AKAP9', 'PRKACA']
70	GO:CC	GO:0005654	nucleoplasm	0.02162836598881	True	"""That part of the nuclear content other than the chromosomes or the nucleolus."" [GOC:ma, ISBN:0124325653]"	3998	98	36	16420	0.3673469387755102	0.0090045022511255	query_1	['GO:0031981', 'GO:0110165']	['UBE2I', 'HSPA1A', 'HSP90AB1', 'HSPH1', 'PTPN23', 'OSBPL11', 'STUB1', 'CLINT1', 'FKBP5', 'UBE2D3', 'PIR', 'PRKACB', 'CEP68', 'ANXA11', 'SH3D19', 'GRB2', 'HSPB8', 'PRKACG', 'HSP90AA1', 'RADX', 'OTUB1', 'PUM1', 'UBE2V2', 'GTF2IRD2', 'UBE2D2', 'ESR1', 'PRKACA', 'GTF2IRD1', 'HSPA8', 'PTGES3', 'DNAJC7', 'MYCBP', 'PDCD6', 'GTF2IRD2B', 'UBE2N', 'GRAP2']
304	GO:BP	GO:0010658	striated muscle cell apoptotic process	0.0218456394280705	True	"""A form of programmed cell death induced by external or internal signals that trigger the activity of proteolytic caspases, whose actions dismantle a striated muscle cell and result in its death. Striated muscle cells make up striated muscle fibers which are divided by transverse bands into striations."" [CL:0000737, GOC:dph, GOC:mtg_apoptosis, GOC:tb]"	42	99	3	15719	0.0303030303030303	0.0714285714285714	query_1	['GO:0010657']	['HSP90AA1', 'SIRT5', 'BAG3']
303	GO:BP	GO:0042551	neuron maturation	0.0218456394280705	True	"""A developmental process, independent of morphogenetic (shape) change, that is required for a neuron to attain its fully functional state."" [GOC:dph, GOC:jl]"	42	99	3	15719	0.0303030303030303	0.0714285714285714	query_1	['GO:0048469', 'GO:0048666']	['LRRK2', 'RET', 'KCNB1']
72	GO:CC	GO:0048770	pigment granule	0.0218806996775806	True	"""A small, subcellular membrane-bounded vesicle containing pigment and/or pigment precursor molecules. Pigment granule biogenesis is poorly understood, as pigment granules are derived from multiple sources including the endoplasmic reticulum, coated vesicles, lysosomes, and endosomes."" [GOC:jid, GOC:mh]"	110	98	4	16420	0.0408163265306122	0.0363636363636363	query_1	['GO:0031410']	['HSP90AB1', 'ANXA11', 'HSP90AA1', 'HSPA8']
73	GO:CC	GO:0042470	melanosome	0.0218806996775806	True	"""A tissue-specific, membrane-bounded cytoplasmic organelle within which melanin pigments are synthesized and stored. Melanosomes are synthesized in melanocyte cells."" [GOC:jl, PMID:11584301]"	110	98	4	16420	0.0408163265306122	0.0363636363636363	query_1	['GO:0048770']	['HSP90AB1', 'ANXA11', 'HSP90AA1', 'HSPA8']
74	GO:CC	GO:0098794	postsynapse	0.0219032867513736	True	"""The part of a synapse that is part of the post-synaptic cell."" [GOC:dos]"	630	98	10	16420	0.1020408163265306	0.0158730158730158	query_1	['GO:0045202', 'GO:0110165']	['LRRK2', 'AKAP5', 'PRKAR1B', 'PRKAR2B', 'SOS1', 'KCNB1', 'USP8', 'AKAP9', 'PRKACA', 'HSPA8']
75	GO:CC	GO:0101002	ficolin-1-rich granule	0.0219032867513736	True	"""Highly exocytosable gelatinase-poor granules found in neutrophils and rich in ficolin-1. Ficolin-1 is released from neutrophil granules by stimulation with fMLP or PMA, and the majority becomes associated with the surface membrane of the cells and can be detected by flow cytometry."" [GOC:mec, PMID:19741154]"	179	98	5	16420	0.0510204081632653	0.0279329608938547	query_1	['GO:0030141']	['HSPA1A', 'HSP90AB1', 'HSP90AA1', 'FTH1', 'HSPA8']
76	GO:CC	GO:0005776	autophagosome	0.0224188358299446	True	"""A double-membrane-bounded compartment that engulfs endogenous cellular material as well as invading microorganisms to target them to the lytic vacuole/lysosome for degradation as part of macroautophagy."" [GOC:autophagy, ISBN:0198547684, PMID:11099404]"	112	98	4	16420	0.0408163265306122	0.0357142857142857	query_1	['GO:0005773']	['LRRK2', 'FTL', 'FTH1', 'HSPA8']
305	GO:BP	GO:0048145	regulation of fibroblast proliferation	0.0224501888253344	True	"""Any process that modulates the frequency, rate or extent of multiplication or reproduction of fibroblast cells."" [GOC:jid]"	89	99	4	15719	0.0404040404040404	0.0449438202247191	query_1	['GO:0042127', 'GO:0048144']	['DDR2', 'EGFR', 'FTH1', 'ESR1']
306	GO:BP	GO:0071872	cellular response to epinephrine stimulus	0.022853082517735	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an epinephrine stimulus. Epinephrine is a catecholamine that has the formula C9H13NO3; it is secreted by the adrenal medulla to act as a hormone, and released by certain neurons to act as a neurotransmitter active in the central nervous system."" [GOC:BHF, GOC:mah]"	12	99	2	15719	0.0202020202020202	0.1666666666666666	query_1	['GO:0071870', 'GO:0071871']	['KCNQ1', 'PRKACA']
307	GO:BP	GO:0097468	programmed cell death in response to reactive oxygen species	0.022853082517735	True	"""Cell death resulting from activation of endogenous cellular processes and occurring as a result of a reactive oxygen species stimulus. Reactive oxygen species include singlet oxygen, superoxide, and oxygen free radicals."" [GOC:mtg_apoptosis]"	12	99	2	15719	0.0202020202020202	0.1666666666666666	query_1	['GO:0012501', 'GO:0034614', 'GO:0036473']	['DDR2', 'ENDOG']
308	GO:BP	GO:0071827	plasma lipoprotein particle organization	0.022853082517735	True	"""A protein-lipid complex subunit organization process that results in the formation, disassembly, or alteration of a plasma lipoprotein particle. A plasma lipoprotein particle is a spherical particle with a hydrophobic core of triglycerides and/or cholesterol esters, surrounded by an amphipathic monolayer of phospholipids, cholesterol and apolipoproteins."" [GOC:BHF, GOC:mah]"	43	99	3	15719	0.0303030303030303	0.0697674418604651	query_1	['GO:0032501', 'GO:0071825']	['PRKACB', 'PRKACG', 'PRKACA']
309	GO:BP	GO:0090084	negative regulation of inclusion body assembly	0.022853082517735	True	"""Any process that decreases the rate, frequency, or extent of inclusion body assembly. Inclusion body assembly is the aggregation, arrangement and bonding together of a set of components to form an inclusion body."" [GOC:BHF, GOC:dph, GOC:tb]"	12	99	2	15719	0.0202020202020202	0.1666666666666666	query_1	['GO:0051129', 'GO:0070841', 'GO:0090083']	['HSPA1A', 'DNAJA4']
310	GO:BP	GO:0010421	hydrogen peroxide-mediated programmed cell death	0.022853082517735	True	"""Programmed cell death induced by hydrogen peroxide. Programmed cell death is the cell death resulting from activation of endogenous cellular processes."" [GOC:mtg_apoptosis, PMID:16036580]"	12	99	2	15719	0.0202020202020202	0.1666666666666666	query_1	['GO:0036474', 'GO:0097468']	['DDR2', 'ENDOG']
311	GO:BP	GO:1903214	regulation of protein targeting to mitochondrion	0.022853082517735	True	"""Any process that modulates the frequency, rate or extent of protein targeting to mitochondrion."" [GO_REF:0000058, GOC:bf, GOC:PARL, GOC:TermGenie]"	43	99	3	15719	0.0303030303030303	0.0697674418604651	query_1	['GO:0006626', 'GO:1903533', 'GO:1903747']	['LRRK2', 'UBE2D3', 'BAG3']
312	GO:BP	GO:0048878	chemical homeostasis	0.0233194695563547	True	"""Any biological process involved in the maintenance of an internal steady state of a chemical."" [GOC:isa_complete]"	954	99	14	15719	0.1414141414141414	0.0146750524109014	query_1	['GO:0042592']	['SCARA5', 'LRRK2', 'PIK3R1', 'PRKACB', 'AKAP11', 'KCNH2', 'ENDOG', 'KCNB1', 'FTL', 'PRKACG', 'FTH1', 'PLCG1', 'KCNQ1', 'PRKACA']
313	GO:BP	GO:0080090	regulation of primary metabolic process	0.0237583207367501	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism involving those compounds formed as a part of the normal anabolic and catabolic processes. These processes take place in most, if not all, cells of the organism."" [PMID:19211694]"	5409	99	48	15719	0.4848484848484848	0.0088740987243483	query_1	['GO:0019222', 'GO:0044238']	['UBE2I', 'HSPA1A', 'DDR2', 'LRRK2', 'PIK3R1', 'HSP90AB1', 'CDK5RAP2', 'PRKAR1B', 'PRKAR1A', 'PRKAR2B', 'RET', 'SHC1', 'STUB1', 'RNF128', 'SOS1', 'UBE2D3', 'PRKACB', 'KCNH2', 'ENDOG', 'SH3D19', 'KCNE2', 'EGFR', 'PRKAR2A', 'HSP90AA1', 'RADX', 'OTUB1', 'PUM1', 'CHORDC1', 'USP8', 'AKAP9', 'ERBB2', 'UBE2V2', 'GTF2IRD2', 'ESR1', 'PRKACA', 'GTF2IRD1', 'DNAJA1', 'HSPA8', 'PTGES3', 'UBL7', 'MYCBP', 'BAG3', 'CBL', 'PDCD6', 'GTF2IRD2B', 'CCDC117', 'UBE2N', 'CDC37']
314	GO:BP	GO:0043269	regulation of monoatomic ion transport	0.023796558039697	True	"""Any process that modulates the frequency, rate or extent of the directed movement of charged atoms or small charged molecules into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:jl]"	556	99	10	15719	0.101010101010101	0.0179856115107913	query_1	['GO:0006811', 'GO:0051049']	['KCNE5', 'AKAP5', 'KCNH2', 'KCNB1', 'KCNE2', 'PLCG1', 'AKAP9', 'KCNQ1', 'PRKACA', 'KCNE1']
316	GO:BP	GO:1901385	regulation of voltage-gated calcium channel activity	0.024029005586172	True	"""Any process that modulates the frequency, rate or extent of voltage-gated calcium channel activity."" [GOC:BHF, GOC:TermGenie]"	44	99	3	15719	0.0303030303030303	0.0681818181818181	query_1	['GO:1901019', 'GO:2001257']	['AKAP5', 'KCNE2', 'KCNE1']
315	GO:BP	GO:0090317	negative regulation of intracellular protein transport	0.024029005586172	True	"""Any process that decreases the frequency, rate or extent of the directed movement of proteins within cells."" [GOC:tb]"	44	99	3	15719	0.0303030303030303	0.0681818181818181	query_1	['GO:0006886', 'GO:0032387', 'GO:0033157', 'GO:0051224']	['LRRK2', 'BAG3', 'KCNE1']
233	REAC	REAC:R-HSA-168256	Immune System	0.0242493187767052	True	Immune System	1957	77	24	10022	0.3116883116883117	0.0122636688809402	query_1	['REAC:0000000']	['HSPA1A', 'PIK3R1', 'HSP90AB1', 'PTPN23', 'SHC1', 'STUB1', 'SOS1', 'UBE2G1', 'UBE2D3', 'PRKACB', 'GRB2', 'FTL', 'PRKACG', 'HSP90AA1', 'FTH1', 'PLCG1', 'UBE2V2', 'UBE2D2', 'PRKACA', 'GAB2', 'HSPA8', 'CBL', 'UBE2N', 'GRAP2']
317	GO:BP	GO:0043067	regulation of programmed cell death	0.0246913884302323	True	"""Any process that modulates the frequency, rate or extent of programmed cell death, cell death resulting from activation of endogenous cellular processes."" [GOC:jl]"	1405	99	18	15719	0.1818181818181818	0.0128113879003558	query_1	['GO:0010941', 'GO:0012501']	['HSPA1A', 'DDR2', 'LRRK2', 'PIK3R1', 'HSP90AB1', 'RET', 'SHC1', 'ENDOG', 'KCNB1', 'EGFR', 'HSP90AA1', 'PLCG1', 'ERBB2', 'ESR1', 'SIRT5', 'DNAJA1', 'BAG3', 'CBL']
318	GO:BP	GO:1902533	positive regulation of intracellular signal transduction	0.0246913884302323	True	"""Any process that activates or increases the frequency, rate or extent of intracellular signal transduction."" [GOC:BHF, GOC:dph, GOC:signaling, GOC:tb, GOC:TermGenie]"	962	99	14	15719	0.1414141414141414	0.0145530145530145	query_1	['GO:0009967', 'GO:0035556', 'GO:1902531']	['UBE2I', 'DDR2', 'LRRK2', 'AKAP5', 'HSP90AB1', 'RET', 'SHC1', 'SOS1', 'EGFR', 'HSP90AA1', 'ERBB2', 'GAREM1', 'CBL', 'UBE2N']
77	GO:CC	GO:0015630	microtubule cytoskeleton	0.0247632767753098	True	"""The part of the cytoskeleton (the internal framework of a cell) composed of microtubules and associated proteins."" [GOC:jl, ISBN:0395825172]"	1325	98	16	16420	0.1632653061224489	0.0120754716981132	query_1	['GO:0005856']	['HSPA1A', 'HSPH1', 'CDK5RAP2', 'PTPN23', 'PRKAR1A', 'PRKAR2B', 'ANKRD26', 'PRKACB', 'CEP68', 'AKAP11', 'ANXA11', 'PRKAR2A', 'AKAP9', 'PRKACA', 'DNAJA1', 'CCDC117']
