Thanatophoric dysplasia type 1	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
749	GO:BP	GO:0043157	response to cation stress	0.0249820224009058	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of cation stress, an increase or decrease in the concentration of positively charged ions in the environment."" [GOC:jl, PMID:14762213]"	1	96	1	15719	0.0104166666666666	1.0	query_1	['GO:0009651']	['PTK2B']
750	GO:BP	GO:0061847	response to cholecystokinin	0.0249820224009058	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a cholecystokinin stimulus."" [PMID:14622258]"	1	96	1	15719	0.0104166666666666	1.0	query_1	['GO:0043434']	['CRK']
742	GO:BP	GO:1903621	protein localization to photoreceptor connecting cilium	0.0249820224009058	True	"""A process in which a protein is transported to, or maintained in, a location within a photoreceptor connecting cilium."" [GO_REF:0000087, GOC:lb, GOC:TermGenie, PMID:25398945]"	1	96	1	15719	0.0104166666666666	1.0	query_1	['GO:0097499', 'GO:1904491']	['SPATA7']
731	GO:BP	GO:0039007	pronephric nephron morphogenesis	0.0249820224009058	True	"""The process in which the anatomical structures of the pronephric nephron are generated and organized. A pronephric nephron is the functional unit of the pronephros."" [GOC:mtg_kidney_jan10]"	1	96	1	15719	0.0104166666666666	1.0	query_1	['GO:0039019', 'GO:0072028', 'GO:0072114']	['AHI1']
715	GO:BP	GO:0072432	response to G1 DNA damage checkpoint signaling	0.0249820224009058	True	"""A process that occurs in response to signals generated as a result of G1/S transition DNA damage checkpoint signaling."" [GOC:mtg_cell_cycle]"	1	96	1	15719	0.0104166666666666	1.0	query_1	['GO:0072414', 'GO:0072423']	['APAF1']
729	GO:BP	GO:0032752	positive regulation of interleukin-3 production	0.0249820224009058	True	"""Any process that activates or increases the frequency, rate, or extent of interleukin-3 production."" [GOC:mah]"	1	96	1	15719	0.0104166666666666	1.0	query_1	['GO:0001819', 'GO:0032632', 'GO:0032672']	['SYK']
716	GO:BP	GO:0050794	regulation of cellular process	0.0249820224009058	True	"""Any process that modulates the frequency, rate or extent of a cellular process, any of those that are carried out at the cellular level, but are not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."" [GOC:go_curators]"	9803	96	72	15719	0.75	0.0073446904008976	query_1	['GO:0009987', 'GO:0050789']	['MET', 'RAPGEF1', 'LATS1', 'NCK1', 'BCAR1', 'DOCK1', 'SRC', 'CYCS', 'PIK3R1', 'TMEM231', 'CRK', 'APAF1', 'NPHP4', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'ZNF398', 'OSTF1', 'WASL', 'SOS1', 'RPGRIP1L', 'SLC44A2', 'NPHP1', 'PXN', 'ASAP1', 'FYN', 'B9D1', 'WAS', 'LAT', 'DOCK4', 'ZAP70', 'UACA', 'LYN', 'FGFR3', 'SHB', 'GRB2', 'DVL2', 'CORO1B', 'LCP2', 'CASP9', 'ARL3', 'EGFR', 'APIP', 'AHI1', 'VAV1', 'NEK8', 'SYK', 'PLCG1', 'FCGR1A', 'ERBB2', 'SH3KBP1', 'PTK2B', 'HTRA2', 'GNAT1', 'SH3GL2', 'CRKL', 'XIAP', 'DOCK3', 'HAP1', 'DIABLO', 'PKD1', 'PTK2', 'DOCK2', 'LCK', 'DOCK5', 'ELMO1', 'CBL', 'PTPN11', 'PDGFRA', 'NCK2', 'INVS']
717	GO:BP	GO:0071800	podosome assembly	0.0249820224009058	True	"""The aggregation, arrangement and bonding together of a set of components to form a podosome, an actin-rich adhesion structure characterized by formation upon cell substrate contact and localization at the substrate-attached part of the cell."" [GOC:mah, GOC:sl]"	19	96	2	15719	0.0208333333333333	0.1052631578947368	query_1	['GO:0065003', 'GO:0140694']	['SRC', 'DOCK5']
718	GO:BP	GO:0030860	regulation of polarized epithelial cell differentiation	0.0249820224009058	True	"""Any process that modulates the frequency, rate or extent of polarized epithelial cell differentiation."" [GOC:mah]"	1	96	1	15719	0.0104166666666666	1.0	query_1	['GO:0030856', 'GO:0030859', 'GO:2000027']	['AHI1']
730	GO:BP	GO:0032535	regulation of cellular component size	0.0249820224009058	True	"""A process that modulates the size of a cellular component."" [GOC:mah]"	353	96	7	15719	0.0729166666666666	0.0198300283286118	query_1	['GO:0016043', 'GO:0090066']	['LATS1', 'NCK1', 'WAS', 'GRB2', 'VAV1', 'PTK2B', 'NCK2']
720	GO:BP	GO:0090135	actin filament branching	0.0249820224009058	True	"""The formation of daughter actin filament branches at an angle on the sides of preexisting mother filaments."" [GOC:ascb_2009, GOC:dph, GOC:tb]"	1	96	1	15719	0.0104166666666666	1.0	query_1	['GO:0007015']	['CORO1B']
721	GO:BP	GO:0039022	pronephric duct development	0.0249820224009058	True	"""The process whose specific outcome is the progression of the pronephric duct over time, from its formation to the mature structure. The pronephric duct collects the filtrate from the pronephric tubules and opens to the exterior of the pronephric kidney."" [GOC:mtg_kidney_jan10, PMID:15647339, XAO:0000063, ZFA:0000150]"	1	96	1	15719	0.0104166666666666	1.0	query_1	['GO:0048793', 'GO:0072176']	['AHI1']
719	GO:BP	GO:0039023	pronephric duct morphogenesis	0.0249820224009058	True	"""The process in which the anatomical structures of the pronephric duct are generated and organized. The pronephric duct collects the filtrate from the pronephric tubules and opens to the exterior of the kidney."" [GOC:mtg_kidney_jan10, XAO:0000063, ZFA:0000150]"	1	96	1	15719	0.0104166666666666	1.0	query_1	['GO:0039022', 'GO:0072114', 'GO:0072178']	['AHI1']
723	GO:BP	GO:0032989	cellular component morphogenesis	0.0249820224009058	True	"""The process in which cellular structures, including whole cells or cell parts, are generated and organized."" [GOC:dph, GOC:mah, GOC:tb]"	752	96	11	15719	0.1145833333333333	0.014627659574468	query_1	['GO:0009653', 'GO:0016043', 'GO:0048869']	['SRC', 'WASL', 'SOS1', 'FYN', 'DVL2', 'CORO1B', 'ERBB2', 'SH3GL2', 'PTK2', 'PTPN11', 'PDGFRA']
725	GO:BP	GO:0072287	metanephric distal tubule morphogenesis	0.0249820224009058	True	"""The process in which the anatomical structures of a metanephric distal tubule are generated and organized. The metanephric distal tubule is a metanephric nephron tubule that begins at the macula densa and extends to the metanephric connecting tubule."" [GOC:mtg_kidney_jan10]"	1	96	1	15719	0.0104166666666666	1.0	query_1	['GO:0072156', 'GO:0072235', 'GO:0072282']	['PKD1']
726	GO:BP	GO:0039008	pronephric nephron tubule morphogenesis	0.0249820224009058	True	"""The process in which the anatomical structures of a pronephric nephron tubule are generated and organized from an epithelium. A pronephric nephron tubule is an epithelial tube that is part of the pronephric nephron."" [GOC:mtg_kidney_jan10, ZFA:00001558]"	1	96	1	15719	0.0104166666666666	1.0	query_1	['GO:0039007', 'GO:0039020', 'GO:0072078']	['AHI1']
727	GO:BP	GO:0072414	response to mitotic cell cycle checkpoint signaling	0.0249820224009058	True	"""A process that occurs in response to signals generated as a result of mitotic cell cycle checkpoint signaling."" [GOC:mtg_cell_cycle]"	1	96	1	15719	0.0104166666666666	1.0	query_1	['GO:0072396']	['APAF1']
728	GO:BP	GO:0032901	positive regulation of neurotrophin production	0.0249820224009058	True	"""Any process that activates or increases the frequency, rate, or extent of production of a neurotrophin."" [GOC:mah]"	1	96	1	15719	0.0104166666666666	1.0	query_1	['GO:0032898', 'GO:0032899', 'GO:0051240']	['HAP1']
722	GO:BP	GO:0030862	positive regulation of polarized epithelial cell differentiation	0.0249820224009058	True	"""Any process that activates or increases the rate or extent of polarized epithelial cell differentiation."" [GOC:mah]"	1	96	1	15719	0.0104166666666666	1.0	query_1	['GO:0030858', 'GO:0030859', 'GO:0030860']	['AHI1']
752	GO:BP	GO:0032481	positive regulation of type I interferon production	0.0250903915200874	True	"""Any process that activates or increases the frequency, rate, or extent of type I interferon production. Type I interferons include the interferon-alpha, beta, delta, episilon, zeta, kappa, tau, and omega gene families."" [GOC:add, GOC:mah]"	61	96	3	15719	0.03125	0.0491803278688524	query_1	['GO:0001819', 'GO:0032479', 'GO:0032606']	['PLCG2', 'SYK', 'PTPN11']
751	GO:BP	GO:0070059	intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress	0.0250903915200874	True	"""The series of molecular signals in which an intracellular signal is conveyed to trigger the apoptotic death of a cell. The pathway is induced in response to a stimulus indicating endoplasmic reticulum (ER) stress, and ends when the execution phase of apoptosis is triggered. ER stress usually results from the accumulation of unfolded or misfolded proteins in the ER lumen."" [GOC:mah, GOC:mtg_apoptosis, PMID:18701708]"	61	96	3	15719	0.03125	0.0491803278688524	query_1	['GO:0034976', 'GO:0097193']	['NCK1', 'APAF1', 'NCK2']
753	GO:BP	GO:0060491	regulation of cell projection assembly	0.0251114407001049	True	"""Any process that modulates the rate, frequency, or extent of cell projection assembly."" [GOC:dph, GOC:tb]"	190	96	5	15719	0.0520833333333333	0.0263157894736842	query_1	['GO:0030031', 'GO:0031344', 'GO:0044087']	['SRC', 'PIK3R1', 'WASL', 'WAS', 'HAP1']
754	GO:BP	GO:0010035	response to inorganic substance	0.0252344630945252	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an inorganic substance stimulus."" [GOC:sm]"	547	96	9	15719	0.09375	0.016453382084095	query_1	['GO:0042221']	['MET', 'SRC', 'CRK', 'HGF', 'PLCG2', 'FYN', 'CASP9', 'EGFR', 'PTK2B']
75	GO:CC	GO:0097489	multivesicular body, internal vesicle lumen	0.0253397653695748	True	"""The volume enclosed by the membrane of the multivesicular body internal vesicle."" [GOC:pde, PMID:21183070]"	1	97	1	16420	0.0103092783505154	1.0	query_1	['GO:0031983', 'GO:0070013', 'GO:0097487']	['EGFR']
755	GO:BP	GO:0009581	detection of external stimulus	0.0254179263440128	True	"""The series of events in which an external stimulus is received by a cell and converted into a molecular signal."" [GOC:hb]"	120	96	4	15719	0.0416666666666666	0.0333333333333333	query_1	['GO:0009605', 'GO:0051606']	['FYN', 'GNAT1', 'PKD1', 'PTK2']
756	GO:BP	GO:0048519	negative regulation of biological process	0.0256541688631063	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of a biological process. Biological processes are regulated by many means; examples include the control of gene expression, protein modification or interaction with a protein or substrate molecule."" [GOC:jid]"	5055	96	43	15719	0.4479166666666667	0.0085064292779426	query_1	['GO:0008150', 'GO:0050789']	['MET', 'RAPGEF1', 'LATS1', 'NCK1', 'SRC', 'PIK3R1', 'CRK', 'NPHP4', 'HGF', 'SHC1', 'PLCG2', 'ZNF398', 'WASL', 'RPGRIP1L', 'ASAP1', 'FYN', 'WAS', 'DOCK4', 'UACA', 'LYN', 'FGFR3', 'SHB', 'CORO1B', 'EGFR', 'APIP', 'AHI1', 'SYK', 'PLCG1', 'ERBB2', 'PTK2B', 'HTRA2', 'SH3GL2', 'CRKL', 'XIAP', 'HAP1', 'PTK2', 'LCK', 'DOCK5', 'CBL', 'PTPN11', 'PDGFRA', 'NCK2', 'INVS']
757	GO:BP	GO:0032990	cell part morphogenesis	0.0257330890104501	True	"""The process in which the anatomical structures of a cell part are generated and organized."" [GOC:mah]"	651	96	10	15719	0.1041666666666666	0.0153609831029185	query_1	['GO:0032989']	['SRC', 'WASL', 'SOS1', 'FYN', 'DVL2', 'CORO1B', 'ERBB2', 'SH3GL2', 'PTK2', 'PTPN11']
76	GO:CC	GO:0097038	perinuclear endoplasmic reticulum	0.0259240637893428	True	"""The portion of endoplasmic reticulum, the intracellular network of tubules and cisternae, that occurs near the nucleus. The lumen of the perinuclear endoplasmic reticulum is contiguous with the nuclear envelope lumen (also called perinuclear space), the region between the inner and outer nuclear membranes."" [GOC:bf, GOC:mah, GOC:mcc, GOC:pr, GOC:vw]"	20	97	2	16420	0.0206185567010309	0.1	query_1	['GO:0005783', 'GO:0048471', 'GO:0110165']	['PIK3R1', 'FYN']
758	GO:BP	GO:0042531	positive regulation of tyrosine phosphorylation of STAT protein	0.0259600223020703	True	"""Any process that activates or increases the frequency, rate or extent of the introduction of a phosphate group to a tyrosine residue of a STAT (Signal Transducer and Activator of Transcription) protein."" [GOC:jl, PMID:11426647]"	62	96	3	15719	0.03125	0.0483870967741935	query_1	['GO:0007260', 'GO:0042509', 'GO:0050731']	['FYN', 'LYN', 'FGFR3']
759	GO:BP	GO:0031623	receptor internalization	0.0259600223020703	True	"""A receptor-mediated endocytosis process that results in the movement of receptors from the plasma membrane to the inside of the cell. The process begins when cell surface receptors are monoubiquitinated following ligand-induced activation. Receptors are subsequently taken up into endocytic vesicles from where they are either targeted to the lysosome or vacuole for degradation or recycled back to the plasma membrane."" [GOC:bf, GOC:mah, GOC:signaling, PMID:15006537, PMID:19643732]"	121	96	4	15719	0.0416666666666666	0.0330578512396694	query_1	['GO:0006898']	['PLCG2', 'GRB2', 'AHI1', 'SYK']
760	GO:BP	GO:0006949	syncytium formation	0.0259600223020703	True	"""The formation of a syncytium, a mass of cytoplasm containing several nuclei enclosed within a single plasma membrane. Syncytia are normally derived from single cells that fuse or fail to complete cell division."" [ISBN:0198506732]"	62	96	3	15719	0.03125	0.0483870967741935	query_1	['GO:0009987', 'GO:0048646']	['DOCK1', 'DOCK2', 'DOCK5']
761	GO:BP	GO:0031638	zymogen activation	0.0259600223020703	True	"""The proteolytic processing of an inactive enzyme to an active form."" [GOC:hjd]"	62	96	3	15719	0.03125	0.0483870967741935	query_1	['GO:0016485']	['CYCS', 'APAF1', 'CASP9']
238	REAC	REAC:R-HSA-375165	NCAM signaling for neurite out-growth	0.0261379733533366	True	NCAM signaling for neurite out-growth	56	84	3	10022	0.0357142857142857	0.0535714285714285	query_1	['REAC:R-HSA-422475']	['SOS1', 'FYN', 'PTK2']
763	GO:BP	GO:0046629	gamma-delta T cell activation	0.026182340550066	True	"""The change in morphology and behavior of a gamma-delta T cell resulting from exposure to a mitogen, cytokine, chemokine, cellular ligand, or an antigen for which it is specific."" [GOC:add]"	20	96	2	15719	0.0208333333333333	0.1	query_1	['GO:0042110']	['ITK', 'SYK']
762	GO:BP	GO:0097320	plasma membrane tubulation	0.026182340550066	True	"""A membrane tubulation process occurring in a plasma membrane."" [GOC:BHF, GOC:pr, PMID:15252009, PMID:20730103]"	20	96	2	15719	0.0208333333333333	0.1	query_1	['GO:0007009']	['WASL', 'ASAP1']
764	GO:BP	GO:0014856	skeletal muscle cell proliferation	0.026182340550066	True	"""The multiplication or reproduction of skeletal muscle cells, resulting in the expansion of a cell population."" [CL:0000188, GOC:ef, GOC:mtg_muscle]"	20	96	2	15719	0.0208333333333333	0.1	query_1	['GO:0014855']	['SRC', 'HGF']
765	GO:BP	GO:0071498	cellular response to fluid shear stress	0.026182340550066	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a fluid shear stress stimulus. Fluid shear stress is the force acting on an object in a system where the fluid is moving across a solid surface."" [GOC:mah]"	20	96	2	15719	0.0208333333333333	0.1	query_1	['GO:0033554', 'GO:0034405']	['SRC', 'PTK2B']
766	GO:BP	GO:0019538	protein metabolic process	0.0264213527079231	True	"""The chemical reactions and pathways involving a protein. Includes protein modification."" [GOC:ma]"	5066	96	43	15719	0.4479166666666667	0.008487958941966	query_1	['GO:0043170', 'GO:0044238', 'GO:1901564']	['MET', 'LATS1', 'NCK1', 'SRC', 'CYCS', 'PIK3R1', 'APAF1', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'SOS1', 'FYN', 'LAT', 'ZAP70', 'UACA', 'LYN', 'FGFR3', 'SHB', 'DVL2', 'LCP2', 'CASP9', 'EGFR', 'NEK8', 'SYK', 'FCGR1A', 'ERBB2', 'PTK2B', 'HTRA2', 'SH3GL2', 'CRKL', 'XIAP', 'DOCK3', 'HAP1', 'DIABLO', 'PKD1', 'PTK2', 'CPVL', 'LCK', 'CBL', 'PTPN11', 'PDGFRA', 'NCK2']
77	GO:CC	GO:0098796	membrane protein complex	0.0266377508747992	True	"""Any protein complex that is part of a membrane."" [GOC:dos]"	1249	97	15	16420	0.1546391752577319	0.0120096076861489	query_1	['GO:0016020', 'GO:0032991']	['EPS15L1', 'PIK3R1', 'SHC1', 'ZAP70', 'LYN', 'GRB2', 'EGFR', 'SYK', 'ERBB2', 'PTK2B', 'HTRA2', 'GNAT1', 'DIABLO', 'PKD1', 'CBL']
768	GO:BP	GO:0043491	protein kinase B signaling	0.0268405014854437	True	"""A series of reactions, mediated by the intracellular serine/threonine kinase protein kinase B (also called AKT), which occurs as a result of a single trigger reaction or compound."" [GOC:bf, PMID:20517722]"	194	96	5	15719	0.0520833333333333	0.0257731958762886	query_1	['GO:0035556']	['MET', 'RAPGEF1', 'SRC', 'EGFR', 'PTK2']
767	GO:BP	GO:0001763	morphogenesis of a branching structure	0.0268405014854437	True	"""The process in which the anatomical structures of branches are generated and organized. A branch is a division or offshoot from a main stem. Examples in animals would include blood vessels, nerves, lymphatics and other endothelial or epithelial tubes."" [ISBN:0721662544]"	194	96	5	15719	0.0520833333333333	0.0257731958762886	query_1	['GO:0009653', 'GO:0032501']	['MET', 'SRC', 'HGF', 'GRB2', 'PKD1']
240	REAC	REAC:R-HSA-202430	Translocation of ZAP-70 to Immunological synapse	0.0270944104174015	True	Translocation of ZAP-70 to Immunological synapse	20	84	2	10022	0.0238095238095238	0.1	query_1	['REAC:R-HSA-202403']	['ZAP70', 'LCK']
239	REAC	REAC:R-HSA-5621575	CD209 (DC-SIGN) signaling	0.0270944104174015	True	CD209 (DC-SIGN) signaling	20	84	2	10022	0.0238095238095238	0.1	query_1	['REAC:R-HSA-5621481']	['FYN', 'LYN']
241	REAC	REAC:R-HSA-983231	Factors involved in megakaryocyte development and platelet production	0.0272364833417829	True	Factors involved in megakaryocyte development and platelet production	164	84	5	10022	0.0595238095238095	0.0304878048780487	query_1	['REAC:R-HSA-109582']	['DOCK1', 'DOCK4', 'DOCK3', 'DOCK2', 'DOCK5']
769	GO:BP	GO:0019221	cytokine-mediated signaling pathway	0.0272677879626578	True	"""The series of molecular signals initiated by the binding of a cytokine to a receptor on the surface of a cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:mah, GOC:signaling, PMID:19295629]"	457	96	8	15719	0.0833333333333333	0.0175054704595186	query_1	['GO:0007166', 'GO:0071345']	['SRC', 'SOS1', 'LYN', 'SYK', 'PTK2B', 'XIAP', 'CBL', 'PTPN11']
771	GO:BP	GO:0007548	sex differentiation	0.0274433332078519	True	"""The establishment of the sex of an organism by physical differentiation."" [GOC:ai]"	276	96	6	15719	0.0625	0.0217391304347826	query_1	['GO:0003006']	['SRC', 'CRKL', 'PKD1', 'CBL', 'PTPN11', 'PDGFRA']
770	GO:BP	GO:2001233	regulation of apoptotic signaling pathway	0.0274433332078519	True	"""Any process that modulates the frequency, rate or extent of apoptotic signaling pathway."" [GOC:mtg_apoptosis]"	364	96	7	15719	0.0729166666666666	0.0192307692307692	query_1	['GO:0009966', 'GO:0042981', 'GO:0097190']	['NCK1', 'SRC', 'APAF1', 'HGF', 'HTRA2', 'LCK', 'NCK2']
772	GO:BP	GO:0065008	regulation of biological quality	0.0275392213107515	True	"""Any process that modulates a qualitative or quantitative trait of a biological quality. A biological quality is a measurable attribute of an organism or part of an organism, such as size, mass, shape, color, etc."" [GOC:dph, GOC:isa_complete, GOC:mah, GOC:pr, GOC:vw]"	2763	96	27	15719	0.28125	0.009771986970684	query_1	['GO:0065007']	['LATS1', 'NCK1', 'SRC', 'PIK3R1', 'CRK', 'PLCG2', 'WASL', 'ASAP1', 'FYN', 'WAS', 'DOCK4', 'LYN', 'GRB2', 'VAV1', 'SYK', 'ERBB2', 'SH3KBP1', 'PTK2B', 'SH3GL2', 'PKD1', 'PTK2', 'LCK', 'DOCK5', 'PTPN11', 'PDGFRA', 'NCK2', 'ALKBH7']
773	GO:BP	GO:0009582	detection of abiotic stimulus	0.0278351420701984	True	"""The series of events in which an (non-living) abiotic stimulus is received by a cell and converted into a molecular signal."" [GOC:hb]"	124	96	4	15719	0.0416666666666666	0.032258064516129	query_1	['GO:0009628', 'GO:0051606']	['FYN', 'GNAT1', 'PKD1', 'PTK2']
774	GO:BP	GO:0061512	protein localization to cilium	0.0278530418839598	True	"""A process in which a protein is transported to, or maintained in, a location within a cilium."" [GOC:dph]"	64	96	3	15719	0.03125	0.046875	query_1	['GO:0033365']	['NPHP4', 'ARL3', 'SPATA7']
776	GO:BP	GO:0071300	cellular response to retinoic acid	0.0289983724146656	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a retinoic acid stimulus."" [GOC:mah]"	65	96	3	15719	0.03125	0.0461538461538461	query_1	['GO:0032526', 'GO:0071396', 'GO:1901701']	['LYN', 'PTK2B', 'HTRA2']
775	GO:BP	GO:0045453	bone resorption	0.0289983724146656	True	"""The process in which specialized cells known as osteoclasts degrade the organic and inorganic portions of bone, and endocytose and transport the degradation products."" [GOC:mah, PMID:10968780]"	65	96	3	15719	0.03125	0.0461538461538461	query_1	['GO:0001894', 'GO:0046849']	['SRC', 'SYK', 'PTK2B']
242	REAC	REAC:R-HSA-5620916	VxPx cargo-targeting to cilium	0.0295397513556055	True	VxPx cargo-targeting to cilium	21	84	2	10022	0.0238095238095238	0.0952380952380952	query_1	['REAC:R-HSA-5620920']	['ASAP1', 'PKD1']
777	GO:BP	GO:1905515	non-motile cilium assembly	0.030207695254289	True	"""The aggregation, arrangement and bonding together of a set of components to form a non-motile cilium."" [GO_REF:0000079, GOC:cilia, GOC:kmv, GOC:TermGenie, PMID:14521833, PMID:14521834]"	66	96	3	15719	0.03125	0.0454545454545454	query_1	['GO:0060271']	['RPGRIP1L', 'HAP1', 'RPGRIP1']
778	GO:BP	GO:0001101	response to acid chemical	0.0308364448888635	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus by the chemical structure of the anion portion of a dissociated acid (rather than the acid acting as a proton donor). The acid chemical may be in gaseous, liquid or solid form."" [GOC:go_curators, GOC:rn]"	128	96	4	15719	0.0416666666666666	0.03125	query_1	['GO:0042221']	['FYN', 'LYN', 'EGFR', 'PDGFRA']
779	GO:BP	GO:0070304	positive regulation of stress-activated protein kinase signaling cascade	0.0308364448888635	True	"""Any process that activates or increases the frequency, rate or extent of signaling via the stress-activated protein kinase signaling cascade."" [GOC:mah]"	128	96	4	15719	0.0416666666666666	0.03125	query_1	['GO:0031098', 'GO:0070302', 'GO:1902533']	['CRK', 'LYN', 'PTK2B', 'XIAP']
780	GO:BP	GO:1902883	negative regulation of response to oxidative stress	0.0308953494071742	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of response to oxidative stress."" [GO_REF:0000058, GOC:kmv, GOC:TermGenie, PMID:16899554]"	22	96	2	15719	0.0208333333333333	0.0909090909090909	query_1	['GO:0006979', 'GO:0048585', 'GO:1902882']	['MET', 'HGF']
781	GO:BP	GO:0045061	thymic T cell selection	0.0308953494071742	True	"""The process of T cell selection that occurs in the thymus."" [ISBN:0781735149, PMID:12414722]"	22	96	2	15719	0.0208333333333333	0.0909090909090909	query_1	['GO:0033077', 'GO:0045058']	['ZAP70', 'DOCK2']
782	GO:BP	GO:0030220	platelet formation	0.0308953494071742	True	"""The process in which platelets bud from long processes extended by megakaryocytes."" [GOC:mah, ISBN:0815316194]"	22	96	2	15719	0.0208333333333333	0.0909090909090909	query_1	['GO:0030099', 'GO:0036344', 'GO:0048646']	['CASP9', 'PTPN11']
783	GO:BP	GO:1900076	regulation of cellular response to insulin stimulus	0.0311255451207041	True	"""Any process that modulates the frequency, rate or extent of cellular response to insulin stimulus."" [GOC:TermGenie, GOC:yaf]"	67	96	3	15719	0.03125	0.044776119402985	query_1	['GO:0032869', 'GO:0048583', 'GO:0050794']	['NCK1', 'SRC', 'PTPN11']
785	GO:BP	GO:0009620	response to fungus	0.0311255451207041	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus from a fungus."" [GOC:hb]"	67	96	3	15719	0.03125	0.044776119402985	query_1	['GO:0051707']	['CRK', 'PLCG2', 'SYK']
786	GO:BP	GO:0002260	lymphocyte homeostasis	0.0311255451207041	True	"""The process of regulating the proliferation and elimination of lymphocytes such that the total number of lymphocytes within a whole or part of an organism is stable over time in the absence of an outside stimulus."" [GOC:add, PMID:15826826, PMID:16319493, PMID:16551252, PMID:16551262]"	67	96	3	15719	0.03125	0.044776119402985	query_1	['GO:0001776']	['SOS1', 'LAT', 'LYN']
784	GO:BP	GO:0150116	regulation of cell-substrate junction organization	0.0311255451207041	True	"""Any process that modulates the frequency, rate or extent of cell-substrate junction organization."" [GOC:aruk]"	67	96	3	15719	0.03125	0.044776119402985	query_1	['GO:0051128', 'GO:0150115']	['SRC', 'PIK3R1', 'PTK2']
787	GO:BP	GO:0071345	cellular response to cytokine stimulus	0.0311262703707202	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a cytokine stimulus."" [GOC:mah]"	781	96	11	15719	0.1145833333333333	0.0140845070422535	query_1	['GO:0034097', 'GO:0071310']	['SRC', 'SOS1', 'WAS', 'LYN', 'SYK', 'PTK2B', 'HTRA2', 'CRKL', 'XIAP', 'CBL', 'PTPN11']
788	GO:BP	GO:0090090	negative regulation of canonical Wnt signaling pathway	0.0313157670873174	True	"""Any process that decreases the rate, frequency, or extent of the Wnt signaling pathway through beta-catenin, the series of molecular signals initiated by binding of a Wnt protein to a frizzled family receptor on the surface of the target cell, followed by propagation of the signal via beta-catenin, and ending with a change in transcription of target genes."" [GOC:dph, GOC:tb]"	129	96	4	15719	0.0416666666666666	0.0310077519379844	query_1	['GO:0030178', 'GO:0060070', 'GO:0060828']	['RAPGEF1', 'LATS1', 'NPHP4', 'INVS']
78	GO:CC	GO:0005741	mitochondrial outer membrane	0.0316267197257935	True	"""The outer, i.e. cytoplasm-facing, lipid bilayer of the mitochondrial envelope."" [GOC:ai]"	207	97	5	16420	0.0515463917525773	0.0241545893719806	query_1	['GO:0031966', 'GO:0031968']	['MTARC1', 'MTARC2', 'CYB5R3', 'CYB5A', 'CYB5B']
789	GO:BP	GO:0002244	hematopoietic progenitor cell differentiation	0.0321208911793853	True	"""The process in which precursor cell type acquires the specialized features of a hematopoietic progenitor cell, a class of cell types including myeloid progenitor cells and lymphoid progenitor cells."" [GOC:add, GOC:rl, ISBN:0781735149, PMID:16551251]"	130	96	4	15719	0.0416666666666666	0.0307692307692307	query_1	['GO:0030097', 'GO:0030154']	['DOCK1', 'SOS1', 'LYN', 'PDGFRA']
790	GO:BP	GO:0006874	intracellular calcium ion homeostasis	0.0321383926214867	True	"""A homeostatic process involved in the maintenance of a steady state level of calcium ions within a cell."" [GOC:ceb, GOC:mah]"	287	96	6	15719	0.0625	0.0209059233449477	query_1	['GO:0030003', 'GO:0055074']	['PLCG2', 'LYN', 'PLCG1', 'PTK2B', 'HAP1', 'LCK']
243	REAC	REAC:R-HSA-5654732	Negative regulation of FGFR3 signaling	0.0321860834363739	True	Negative regulation of FGFR3 signaling	22	84	2	10022	0.0238095238095238	0.0909090909090909	query_1	['REAC:R-HSA-5654741']	['CBL', 'PTPN11']
79	GO:CC	GO:0030669	clathrin-coated endocytic vesicle membrane	0.0321935846989628	True	"""The lipid bilayer surrounding a clathrin-coated endocytic vesicle."" [GOC:mah]"	69	97	3	16420	0.0309278350515463	0.0434782608695652	query_1	['GO:0030665', 'GO:0030666', 'GO:0045334']	['EGFR', 'FCGR1A', 'SH3GL2']
