LMNA-related cardiocutaneous progeria syndrome	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
93	GO:CC	GO:0005667	transcription regulator complex	0.0101716851303572	True	"""A protein complex that is capable of associating with DNA by direct binding, or via other DNA-binding proteins or complexes, and regulating transcription."" [GOC:jl]"	508	101	9	16420	0.0891089108910891	0.0177165354330708	query_1	['GO:0032991']	['RBBP8', 'XRCC6', 'HLTF', 'PARP1', 'APEX1', 'CDK2', 'PRKDC', 'KAT5', 'TP53']
396	GO:BP	GO:0030097	hemopoiesis	0.0103997026750213	True	"""The process whose specific outcome is the progression of the myeloid and lymphoid derived organ/tissue systems of the blood and other parts of the body over time, from formation to the mature structure. The site of hemopoiesis is variable during development, but occurs primarily in bone marrow or kidney in many adult vertebrates."" [GOC:dgh, ISBN:0198506732]"	914	100	14	15719	0.14	0.0153172866520787	query_1	['GO:0048468']	['MSH2', 'DCLRE1C', 'XRCC6', 'LIG4', 'BRCA2', 'PARP1', 'ERCC1', 'XRCC5', 'NHEJ1', 'FANCD2', 'ATM', 'PRKDC', 'KAT5', 'TP53']
397	GO:BP	GO:0007548	sex differentiation	0.0104324766317093	True	"""The establishment of the sex of an organism by physical differentiation."" [GOC:ai]"	276	100	7	15719	0.07	0.0253623188405797	query_1	['GO:0003006']	['BRIP1', 'MSH2', 'WDR48', 'BRCA2', 'AR', 'ERCC1', 'ATM']
399	GO:BP	GO:0009058	biosynthetic process	0.010571338199007	True	"""The chemical reactions and pathways resulting in the formation of substances; typically the energy-requiring part of metabolism in which simpler substances are transformed into more complex ones."" [GOC:curators, ISBN:0198547684]"	5427	100	49	15719	0.49	0.0090289294269393	query_1	['GO:0008152']	['RBBP8', 'BRIP1', 'USP1', 'TP53BP1', 'POLD3', 'RAD50', 'LIG3', 'XRCC6', 'HLTF', 'PAXIP1', 'LIG4', 'MLH1', 'POLD4', 'OGG1', 'LIG1', 'POLE4', 'BRCA2', 'POLA1', 'PRIM1', 'PCNA', 'ATR', 'AR', 'PARP1', 'ERCC1', 'XRCC5', 'RPA1', 'FANCD2', 'BLM', 'ATM', 'POLE3', 'MRE11', 'APEX1', 'PRIM2', 'BRCA1', 'CDK2', 'PRKDC', 'CHRAC1', 'POLA2', 'KAT5', 'POLD1', 'POLB', 'WRN', 'POLE2', 'TP53', 'PNKP', 'POLE', 'POLD2', 'ORC2', 'RNF8']
398	GO:BP	GO:0043516	regulation of DNA damage response, signal transduction by p53 class mediator	0.010571338199007	True	"""Any process that modulates the frequency, rate or extent of the cascade of processes induced by the cell cycle regulator phosphoprotein p53, or an equivalent protein, in response to the detection of DNA damage."" [GOC:jl]"	39	100	3	15719	0.03	0.0769230769230769	query_1	['GO:0030330', 'GO:0080135', 'GO:1901796']	['ATR', 'ATM', 'TP53']
129	REAC	REAC:R-HSA-8953750	Transcriptional Regulation by E2F6	0.0114143495385445	True	Transcriptional Regulation by E2F6	34	96	3	10022	0.03125	0.088235294117647	query_1	['REAC:R-HSA-212436']	['RBBP8', 'RAD51', 'BRCA1']
400	GO:BP	GO:0090220	chromosome localization to nuclear envelope involved in homologous chromosome segregation	0.0114425773957232	True	"""The directed movement of a chromosome to the nuclear envelope that contributes to homologous chromosome segregation and precedes synapsis."" [GOC:ascb_2009, GOC:dph, GOC:tb, PMID:19913287]"	11	100	2	15719	0.02	0.1818181818181818	query_1	['GO:0022414', 'GO:0045143', 'GO:0051303']	['MLH1', 'ATM']
404	GO:BP	GO:0034397	telomere localization	0.0114425773957232	True	"""Any process in which a telomere is transported to, and/or maintained in, a specific location."" [GOC:mah, GOC:vw]"	11	100	2	15719	0.02	0.1818181818181818	query_1	['GO:0050000']	['MLH1', 'ATM']
403	GO:BP	GO:0072711	cellular response to hydroxyurea	0.0114425773957232	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a hydroxyurea stimulus."" [GOC:mah]"	11	100	2	15719	0.02	0.1818181818181818	query_1	['GO:0071241', 'GO:0072710', 'GO:1901699']	['BLM', 'RAD51']
402	GO:BP	GO:0090657	telomeric loop disassembly	0.0114425773957232	True	"""The telomere maintenance process in which telomeric loops are disassembled to permit efficient telomere replication."" [GOC:BHF, GOC:BHF_telomere, GOC:nc, PMID:22579284]"	11	100	2	15719	0.02	0.1818181818181818	query_1	['GO:0000723']	['BLM', 'WRN']
401	GO:BP	GO:0002328	pro-B cell differentiation	0.0114425773957232	True	"""The process in which a precursor cell type acquires the specialized features of a pro-B cell. Pro-B cells are the earliest stage of the B cell lineage and undergo heavy chain D and J gene rearrangements, although they are not fully committed."" [GOC:jal, ISBN:0781735149]"	11	100	2	15719	0.02	0.1818181818181818	query_1	['GO:0002320']	['LIG4', 'PRKDC']
405	GO:BP	GO:1901700	response to oxygen-containing compound	0.0117970478013341	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an oxygen-containing compound stimulus."" [GOC:pr, GOC:TermGenie]"	1707	100	21	15719	0.21	0.0123022847100175	query_1	['GO:0042221']	['BRIP1', 'LIG4', 'OGG1', 'PCNA', 'AR', 'PARP1', 'ERCC1', 'XRCC5', 'BLM', 'ATM', 'RAD51', 'APEX1', 'USP46', 'BRCA1', 'CDK2', 'PRKDC', 'XRCC1', 'KAT5', 'POLB', 'RMI1', 'TP53']
406	GO:BP	GO:0031062	positive regulation of histone methylation	0.0119864178560664	True	"""Any process that activates or increases the frequency, rate or extent of the covalent addition of methyl groups to histones."" [GOC:mah]"	41	100	3	15719	0.03	0.073170731707317	query_1	['GO:0016571', 'GO:0031060', 'GO:0031401']	['LMNA', 'PAXIP1', 'BRCA1']
407	GO:BP	GO:0008584	male gonad development	0.0124109662717768	True	"""The process whose specific outcome is the progression of the male gonad over time, from its formation to the mature structure."" [GOC:jid]"	145	100	5	15719	0.05	0.0344827586206896	query_1	['GO:0008406', 'GO:0046546']	['BRIP1', 'MSH2', 'WDR48', 'AR', 'ERCC1']
408	GO:BP	GO:0016579	protein deubiquitination	0.0124109662717768	True	"""The removal of one or more ubiquitin groups from a protein."" [GOC:ai]"	145	100	5	15719	0.05	0.0344827586206896	query_1	['GO:0070646']	['USP1', 'USP12', 'USP46', 'BRCA1', 'BARD1']
409	GO:BP	GO:0071763	nuclear membrane organization	0.0127250409760439	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of the nuclear inner or outer membrane."" [GOC:mah]"	42	100	3	15719	0.03	0.0714285714285714	query_1	['GO:0006998', 'GO:0061024']	['VRK1', 'EMD', 'BANF1']
410	GO:BP	GO:0046546	development of primary male sexual characteristics	0.0127250409760439	True	"""The process whose specific outcome is the progression of the primary male sexual characteristics over time, from their formation to the mature structures. The primary male sexual characteristics are the testes, and they develop in response to sex hormone secretion."" [GOC:ai]"	146	100	5	15719	0.05	0.0342465753424657	query_1	['GO:0045137', 'GO:0046661']	['BRIP1', 'MSH2', 'WDR48', 'AR', 'ERCC1']
411	GO:BP	GO:0003006	developmental process involved in reproduction	0.0131098706998933	True	"""A developmental process in which a progressive change in the state of some part of an organism, germline or somatic, specifically contributes to its ability to form offspring."" [GOC:dph, GOC:isa_complete]"	941	100	14	15719	0.14	0.0148777895855472	query_1	['GO:0022414', 'GO:0032502']	['BRIP1', 'MSH2', 'WDR48', 'MLH1', 'H2AX', 'BRCA2', 'AR', 'PARP1', 'ERCC1', 'ATM', 'PRKDC', 'KAT5', 'RNF8', 'MSH6']
412	GO:BP	GO:0010035	response to inorganic substance	0.0132554198245944	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an inorganic substance stimulus."" [GOC:sm]"	547	100	10	15719	0.1	0.0182815356489945	query_1	['GO:0042221']	['LIG4', 'OGG1', 'PCNA', 'PARP1', 'ERCC1', 'BLM', 'RAD51', 'APEX1', 'CDK2', 'TP53']
414	GO:BP	GO:0033148	positive regulation of intracellular estrogen receptor signaling pathway	0.0133126803995181	True	"""Any process that activates or increases the frequency, rate or extent of the activity of an intracellular estrogen receptor signaling pathway."" [GOC:mah]"	12	100	2	15719	0.02	0.1666666666666666	query_1	['GO:0030520', 'GO:0033145', 'GO:0033146']	['AR', 'PARP1']
413	GO:BP	GO:0006285	base-excision repair, AP site formation	0.0133126803995181	True	"""The formation of an AP site, a deoxyribose sugar with a missing base, by DNA glycosylase which recognizes an altered base in DNA and catalyzes its hydrolytic removal. This sugar phosphate is the substrate recognized by the AP endonuclease, which cuts the DNA phosphodiester backbone at the 5' side of the altered site to leave a gap which is subsequently repaired."" [ISBN:0815316194]"	12	100	2	15719	0.02	0.1666666666666666	query_1	['GO:0006259', 'GO:0006284']	['OGG1', 'NEIL1']
415	GO:BP	GO:0072710	response to hydroxyurea	0.0133126803995181	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a hydroxyurea stimulus."" [GOC:mah]"	12	100	2	15719	0.02	0.1666666666666666	query_1	['GO:0010033', 'GO:1901698']	['BLM', 'RAD51']
130	REAC	REAC:R-HSA-6804757	Regulation of TP53 Degradation	0.0133302654055533	True	Regulation of TP53 Degradation	36	96	3	10022	0.03125	0.0833333333333333	query_1	['REAC:R-HSA-6806003']	['ATM', 'CDK2', 'TP53']
416	GO:BP	GO:0032781	positive regulation of ATP-dependent activity	0.0134199936642005	True	"""Any process that activates or increases the rate of an ATP-dependent activity."" [GOC:mah]"	43	100	3	15719	0.03	0.0697674418604651	query_1	['GO:0043462', 'GO:0044093']	['MSH2', 'MSH3', 'MSH6']
417	GO:BP	GO:0050000	chromosome localization	0.0135414608240268	True	"""Any process in which a chromosome is transported to, or maintained in, a specific location."" [GOC:ai]"	90	100	4	15719	0.04	0.0444444444444444	query_1	['GO:0051640']	['LMNA', 'MLH1', 'ATM', 'KAT5']
418	GO:BP	GO:0031952	regulation of protein autophosphorylation	0.0142675594873946	True	"""Any process that modulates the frequency, rate or extent of addition of the phosphorylation by a protein of one or more of its own residues."" [GOC:mah]"	44	100	3	15719	0.03	0.0681818181818181	query_1	['GO:0001932', 'GO:0046777']	['NBN', 'RAD50', 'MRE11']
131	REAC	REAC:R-HSA-6806003	Regulation of TP53 Expression and Degradation	0.0142976724036669	True	Regulation of TP53 Expression and Degradation	37	96	3	10022	0.03125	0.081081081081081	query_1	['REAC:R-HSA-5633007']	['ATM', 'CDK2', 'TP53']
419	GO:BP	GO:0048608	reproductive structure development	0.0143618153124515	True	"""The reproductive developmental process whose specific outcome is the progression of somatic structures that will be used in the process of creating new individuals from one or more parents, from their formation to the mature structures."" [GOC:dph, GOC:isa_complete, GOC:jid]"	295	100	7	15719	0.07	0.023728813559322	query_1	['GO:0003006', 'GO:0048856', 'GO:0061458']	['BRIP1', 'MSH2', 'WDR48', 'BRCA2', 'AR', 'ERCC1', 'ATM']
421	GO:BP	GO:0010557	positive regulation of macromolecule biosynthetic process	0.0143747645849731	True	"""Any process that increases the rate, frequency or extent of the chemical reactions and pathways resulting in the formation of a macromolecule, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]"	1860	100	22	15719	0.22	0.0118279569892473	query_1	['GO:0009059', 'GO:0009891', 'GO:0010556', 'GO:0010604']	['USP1', 'TP53BP1', 'XRCC6', 'HLTF', 'PAXIP1', 'BRCA2', 'PCNA', 'ATR', 'AR', 'PARP1', 'ERCC1', 'XRCC5', 'BLM', 'ATM', 'APEX1', 'PRIM2', 'BRCA1', 'CDK2', 'PRKDC', 'KAT5', 'TP53', 'PNKP']
420	GO:BP	GO:0009987	cellular process	0.0143747645849731	True	"""Any process that is carried out at the cellular level, but not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."" [GOC:go_curators, GOC:isa_complete]"	14494	100	99	15719	0.99	0.0068304125845177	query_1	['GO:0008150']	['RBBP8', 'MCM6', 'HUS1', 'RPA4', 'LMNA', 'BRIP1', 'RAD9B', 'XPA', 'NBN', 'MCM5', 'MSH2', 'USP1', 'TP53BP1', 'POLD3', 'RAD50', 'MCM7', 'FANCI', 'RAD52', 'DCLRE1C', 'RAD51AP1', 'LIG3', 'XRCC6', 'HLTF', 'WDR48', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'FEN1', 'TDP1', 'POLD4', 'H2AX', 'RPA2', 'MSH3', 'MDC1', 'OGG1', 'LIG1', 'POLE4', 'BRCA2', 'POLA1', 'PRIM1', 'RAD1', 'PCNA', 'MCM10', 'ATR', 'RPA3', 'AR', 'PMS2', 'PARP1', 'XRCC4', 'ERCC1', 'XRCC5', 'NHEJ1', 'RPA1', 'APTX', 'ERCC4', 'ATRIP', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'POLE3', 'MRE11', 'RAD51', 'TOP3A', 'MCM4', 'APEX1', 'PRIM2', 'VRK1', 'EXO1', 'HUS1B', 'USP46', 'BRCA1', 'CDK2', 'MCM2', 'PRKDC', 'CHRAC1', 'POLA2', 'XRCC1', 'KAT5', 'POLD1', 'POLB', 'BARD1', 'WRN', 'EMD', 'RMI2', 'POLE2', 'RMI1', 'MCM3', 'TP53', 'PNKP', 'NEIL1', 'BANF1', 'POLE', 'POLD2', 'ORC4', 'ORC2', 'RNF8', 'MSH6']
99	GO:CC	GO:0044796	DNA polymerase processivity factor complex	0.014454933008525	True	"""A protein complex which is capable of increasing the processivity of nucleotide polymerization by DNA polymerase as a part of DNA replication."" [GOC:bhm, GOC:jl]"	1	101	1	16420	0.0099009900990099	1.0	query_1	['GO:0150005']	['PCNA']
97	GO:CC	GO:0033593	BRCA2-MAGE-D1 complex	0.014454933008525	True	"""A heterodimeric protein complex formed of BRCA2 and MAGE-D1; may mediate the synergistic activities of the two proteins in regulating cell growth."" [PMID:15930293]"	1	101	1	16420	0.0099009900990099	1.0	query_1	['GO:0140535']	['BRCA2']
96	GO:CC	GO:0005715	late recombination nodule	0.014454933008525	True	"""An electron dense structure that is associated with meiotic chromosomes in pachytene during meiosis I."" [GOC:elh]"	1	101	1	16420	0.0099009900990099	1.0	query_1	['GO:0005713']	['MLH1']
95	GO:CC	GO:0043626	PCNA complex	0.014454933008525	True	"""A protein complex composed of three identical PCNA monomers, each comprising two similar domains, which are joined in a head-to-tail arrangement to form a homotrimer. Forms a ring-like structure in solution, with a central hole sufficiently large to accommodate the double helix of DNA. Originally characterized as a DNA sliding clamp for replicative DNA polymerases and as an essential component of the replisome, and has also been shown to be involved in other processes including Okazaki fragment processing, DNA repair, translesion DNA synthesis, DNA methylation, chromatin remodeling and cell cycle regulation."" [GOC:jl, PMID:12829735]"	1	101	1	16420	0.0099009900990099	1.0	query_1	['GO:0044796', 'GO:0140513']	['PCNA']
94	GO:CC	GO:0160045	TMEM240-body	0.014454933008525	True	"""A multilamellar subcellular structure formed in the cytoplasm of developing neuron, composed of Tmem240 and Emd proteins."" [PMID:32535204]"	1	101	1	16420	0.0099009900990099	1.0	query_1	['GO:0043231']	['EMD']
98	GO:CC	GO:0070421	DNA ligase III-XRCC1 complex	0.014454933008525	True	"""A protein complex that contains DNA ligase III and XRCC1, and is involved in base excision repair."" [PMID:15141024, PMID:7760816]"	1	101	1	16420	0.0099009900990099	1.0	query_1	['GO:0140513', 'GO:1902494']	['LIG3']
132	REAC	REAC:R-HSA-5688426	Deubiquitination	0.0147616748689101	True	Deubiquitination	281	96	8	10022	0.0833333333333333	0.0284697508896797	query_1	['REAC:R-HSA-597592']	['WDR48', 'WDR20', 'USP12', 'AR', 'BRCA1', 'POLB', 'BARD1', 'TP53']
133	REAC	REAC:R-HSA-6803207	TP53 Regulates Transcription of Caspase Activators and Caspases	0.0150552503107447	True	TP53 Regulates Transcription of Caspase Activators and Caspases	12	96	2	10022	0.0208333333333333	0.1666666666666666	query_1	['REAC:R-HSA-5633008']	['ATM', 'TP53']
134	REAC	REAC:R-HSA-162906	HIV Infection	0.0150552503107447	True	HIV Infection	224	96	7	10022	0.0729166666666666	0.03125	query_1	['REAC:R-HSA-5663205']	['XRCC6', 'LIG4', 'FEN1', 'LIG1', 'XRCC4', 'XRCC5', 'BANF1']
422	GO:BP	GO:0007292	female gamete generation	0.0151397334992869	True	"""Generation of the female gamete; specialised haploid cells produced by meiosis and along with a male gamete takes part in sexual reproduction."" [GOC:dph, ISBN:0198506732]"	153	100	5	15719	0.05	0.0326797385620915	query_1	['GO:0007276']	['MLH1', 'BRCA2', 'ERCC1', 'ATM', 'ORC4']
423	GO:BP	GO:0048584	positive regulation of response to stimulus	0.015203680741744	True	"""Any process that activates, maintains or increases the rate of a response to a stimulus. Response to stimulus is a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus."" [GOC:jid]"	2113	100	24	15719	0.24	0.0113582584003786	query_1	['GO:0048518', 'GO:0048583', 'GO:0050896']	['RBBP8', 'MSH2', 'USP1', 'TP53BP1', 'RAD51AP1', 'XRCC6', 'WDR48', 'PAXIP1', 'MLH1', 'H2AX', 'PCNA', 'ATR', 'AR', 'PARP1', 'XRCC5', 'ATM', 'RAD9A', 'BRCA1', 'PRKDC', 'XRCC1', 'KAT5', 'TP53', 'PNKP', 'RNF8']
424	GO:BP	GO:0002327	immature B cell differentiation	0.0152644515870354	True	"""The process in which a precursor cell type acquires the specialized features of an immature B cell."" [GOC:jal, ISBN:0781735149, PMID:16551251]"	13	100	2	15719	0.02	0.1538461538461538	query_1	['GO:0030183']	['ATM', 'PRKDC']
426	GO:BP	GO:0033145	positive regulation of intracellular steroid hormone receptor signaling pathway	0.0152644515870354	True	"""Any process that activates or increases the frequency, rate or extent of the activity of any intracellular steroid hormone receptor signaling pathway."" [GOC:mah]"	13	100	2	15719	0.02	0.1538461538461538	query_1	['GO:0009967', 'GO:0030518', 'GO:0033143']	['AR', 'PARP1']
425	GO:BP	GO:0061458	reproductive system development	0.0152644515870354	True	"""The progression of the reproductive system over time from its formation to the mature structure. The reproductive system consists of the organs that function in reproduction."" [GOC:dph]"	299	100	7	15719	0.07	0.0234113712374581	query_1	['GO:0048731']	['BRIP1', 'MSH2', 'WDR48', 'BRCA2', 'AR', 'ERCC1', 'ATM']
100	GO:CC	GO:0015630	microtubule cytoskeleton	0.0158600737350789	True	"""The part of the cytoskeleton (the internal framework of a cell) composed of microtubules and associated proteins."" [GOC:jl, ISBN:0395825172]"	1325	101	16	16420	0.1584158415841584	0.0120754716981132	query_1	['GO:0005856']	['H2AX', 'BRCA2', 'PCNA', 'ATM', 'RAD51', 'APEX1', 'BRCA1', 'CDK2', 'KAT5', 'POLB', 'WRN', 'EMD', 'MCM3', 'TP53', 'NEIL1', 'ORC2']
428	GO:BP	GO:0071241	cellular response to inorganic substance	0.0159700602688151	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an inorganic substance stimulus."" [GOC:mah]"	225	100	6	15719	0.06	0.0266666666666666	query_1	['GO:0010035', 'GO:0070887']	['LIG4', 'OGG1', 'PARP1', 'BLM', 'RAD51', 'CDK2']
427	GO:BP	GO:0048731	system development	0.0159700602688151	True	"""The process whose specific outcome is the progression of an organismal system over time, from its formation to the mature structure. A system is a regularly interacting or interdependent group of organs or tissues that work together to carry out a given biological process."" [GOC:dph, GOC:jid]"	3689	100	36	15719	0.36	0.00975874220656	query_1	['GO:0007275', 'GO:0048856']	['LMNA', 'BRIP1', 'NBN', 'MSH2', 'USP1', 'TP53BP1', 'DCLRE1C', 'HLTF', 'WDR48', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'H2AX', 'MSH3', 'BRCA2', 'RAD1', 'PCNA', 'AR', 'PMS2', 'XRCC4', 'ERCC1', 'XRCC5', 'NHEJ1', 'FANCD2', 'ATM', 'EXO1', 'BRCA1', 'PRKDC', 'XRCC1', 'KAT5', 'POLB', 'WRN', 'TP53', 'RNF8', 'MSH6']
429	GO:BP	GO:0043085	positive regulation of catalytic activity	0.0166318902058828	True	"""Any process that activates or increases the activity of an enzyme."" [GOC:ebc, GOC:jl, GOC:tb, GOC:vw]"	1078	100	15	15719	0.15	0.0139146567717996	query_1	['GO:0044093', 'GO:0050790']	['NBN', 'MSH2', 'RAD50', 'XRCC6', 'MSH3', 'PCNA', 'XRCC4', 'XRCC5', 'NHEJ1', 'MRE11', 'PRIM2', 'XRCC1', 'WRN', 'PNKP', 'MSH6']
431	GO:BP	GO:0051130	positive regulation of cellular component organization	0.0167109320662582	True	"""Any process that activates or increases the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of cell structures, including the plasma membrane and any external encapsulating structures such as the cell wall and cell envelope."" [GOC:ai]"	1079	100	15	15719	0.15	0.0139017608897126	query_1	['GO:0016043', 'GO:0048522', 'GO:0051128']	['NBN', 'RAD50', 'RAD51AP1', 'LIG4', 'FEN1', 'ATR', 'AR', 'ERCC1', 'XRCC5', 'ATM', 'MRE11', 'CDK2', 'KAT5', 'TP53', 'PNKP']
430	GO:BP	GO:0042771	intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator	0.0167109320662582	True	"""The series of molecular signals in which an intracellular signal is conveyed to trigger the apoptotic death of a cell. The pathway is induced by the cell cycle regulator phosphoprotein p53, or an equivalent protein, in response to the detection of DNA damage, and ends when the execution phase of apoptosis is triggered."" [GOC:go_curators, GOC:mtg_apoptosis]"	47	100	3	15719	0.03	0.0638297872340425	query_1	['GO:0008630', 'GO:0072332']	['MSH2', 'BRCA2', 'TP53']
433	GO:BP	GO:0050871	positive regulation of B cell activation	0.0170976388750584	True	"""Any process that activates or increases the frequency, rate or extent of B cell activation."" [GOC:ai]"	97	100	4	15719	0.04	0.0412371134020618	query_1	['GO:0042113', 'GO:0050864', 'GO:0051251']	['MSH2', 'TP53BP1', 'PAXIP1', 'MLH1']
432	GO:BP	GO:0050790	regulation of catalytic activity	0.0170976388750584	True	"""Any process that modulates the activity of an enzyme."" [GOC:ai, GOC:ebc, GOC:vw]"	1770	100	21	15719	0.21	0.011864406779661	query_1	['GO:0065009']	['NBN', 'MSH2', 'RAD50', 'XRCC6', 'MSH3', 'PCNA', 'PARP1', 'XRCC4', 'XRCC5', 'NHEJ1', 'BLM', 'MRE11', 'PRIM2', 'MCM2', 'XRCC1', 'WRN', 'TP53', 'PNKP', 'NEIL1', 'BANF1', 'MSH6']
434	GO:BP	GO:2001034	positive regulation of double-strand break repair via nonhomologous end joining	0.0173290549987043	True	"""Any process that activates or increases the frequency, rate or extent of double-strand break repair via nonhomologous end joining."" [GOC:obol]"	14	100	2	15719	0.02	0.1428571428571428	query_1	['GO:0006303', 'GO:2000781', 'GO:2001032']	['PRKDC', 'PNKP']
436	GO:BP	GO:0001701	in utero embryonic development	0.0173290549987043	True	"""The process whose specific outcome is the progression of the embryo in the uterus over time, from formation of the zygote in the oviduct, to birth. An example of this process is found in Mus musculus."" [GOC:go_curators, GOC:mtg_sensu]"	391	100	8	15719	0.08	0.0204603580562659	query_1	['GO:0043009']	['RBBP8', 'NBN', 'MSH2', 'LIG4', 'BRCA2', 'AR', 'POLB', 'TP53']
435	GO:BP	GO:0051570	regulation of histone H3-K9 methylation	0.0173290549987043	True	"""Any process that modulates the frequency, rate or extent of the covalent addition of a methyl group to the lysine at position 9 of histone H3."" [GOC:ai]"	14	100	2	15719	0.02	0.1428571428571428	query_1	['GO:0031060', 'GO:0051567']	['LMNA', 'BRCA1']
437	GO:BP	GO:0046777	protein autophosphorylation	0.0174140166226714	True	"""The phosphorylation by a protein of one or more of its own amino acid residues (cis-autophosphorylation), or residues on an identical protein (trans-autophosphorylation)."" [ISBN:0198506732]"	230	100	6	15719	0.06	0.0260869565217391	query_1	['GO:0006468']	['NBN', 'RAD50', 'ATR', 'ATM', 'MRE11', 'VRK1']
438	GO:BP	GO:0048477	oogenesis	0.0175373721374212	True	"""The complete process of formation and maturation of an ovum or female gamete from a primordial female germ cell. Examples of this process are found in Mus musculus and Drosophila melanogaster."" [GOC:kmv, GOC:mtg_sensu, GOC:pr]"	98	100	4	15719	0.04	0.0408163265306122	query_1	['GO:0007281', 'GO:0007292']	['MLH1', 'BRCA2', 'ERCC1', 'ATM']
135	REAC	REAC:R-HSA-2564830	Cytosolic iron-sulfur cluster assembly	0.0175520742677904	True	Cytosolic iron-sulfur cluster assembly	13	96	2	10022	0.0208333333333333	0.1538461538461538	query_1	['REAC:R-HSA-1430728']	['BRIP1', 'POLD1']
439	GO:BP	GO:0002376	immune system process	0.0176388395468687	True	"""Any process involved in the development or functioning of the immune system, an organismal system for calibrated responses to potential internal or invasive threats."" [GO_REF:0000022, GOC:add]"	2394	100	26	15719	0.26	0.010860484544695	query_1	['GO:0008150']	['NBN', 'MSH2', 'TP53BP1', 'DCLRE1C', 'XRCC6', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'MSH3', 'PMS2', 'PARP1', 'XRCC4', 'ERCC1', 'XRCC5', 'NHEJ1', 'FANCD2', 'ATM', 'EXO1', 'PRKDC', 'KAT5', 'POLB', 'TP53', 'BANF1', 'RNF8', 'MSH6']
440	GO:BP	GO:0034504	protein localization to nucleus	0.017984727473891	True	"""A process in which a protein transports or maintains the localization of another protein to the nucleus."" [GOC:ecd]"	310	100	7	15719	0.07	0.0225806451612903	query_1	['GO:0033365']	['LMNA', 'XPA', 'PARP1', 'POLA2', 'BARD1', 'WRN', 'TP53']
441	GO:BP	GO:0070646	protein modification by small protein removal	0.0189980393496648	True	"""A protein modification process in which one or more covalently attached groups of a small protein, such as ubiquitin or a ubiquitin-like protein, are removed from a target protein."" [GOC:mah]"	163	100	5	15719	0.05	0.0306748466257668	query_1	['GO:0006508', 'GO:0070647']	['USP1', 'USP12', 'USP46', 'BRCA1', 'BARD1']
442	GO:BP	GO:0051972	regulation of telomerase activity	0.0194288796841162	True	"""Any process that modulates the frequency, rate or extent of telomerase activity, the catalysis of the reaction: deoxynucleoside triphosphate + DNA(n) = diphosphate + DNA(n+1). Telomerases catalyze extension of the 3'- end of a DNA strand by one deoxynucleotide at a time using an internal RNA template that encodes the telomeric repeat sequence."" [EC:2.-.-.-, GOC:ai]"	50	100	3	15719	0.03	0.06	query_1	['GO:0051338', 'GO:2000278']	['XRCC5', 'TP53', 'PNKP']
443	GO:BP	GO:0002694	regulation of leukocyte activation	0.0201362127877619	True	"""Any process that modulates the frequency, rate, or extent of leukocyte activation."" [GOC:add]"	586	100	10	15719	0.1	0.0170648464163822	query_1	['GO:0002682', 'GO:0045321', 'GO:0050865']	['MSH2', 'TP53BP1', 'XRCC6', 'PAXIP1', 'APLF', 'MLH1', 'FANCD2', 'ATM', 'PRKDC', 'KAT5']
