B4GALT7-related spondylodysplastic Ehlers-Danlos syndrome	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
169	GO:BP	GO:0099171	presynaptic modulation of chemical synaptic transmission	0.0172782397515116	True	"""Any process, acting in the presynapse that results in modulation of chemical synaptic transmission."" [GOC:dos]"	35	94	3	15719	0.0319148936170212	0.0857142857142857	query_1	['GO:0050804']	['BACE1', 'NGFR', 'RAB3A']
170	GO:BP	GO:0050931	pigment cell differentiation	0.0172782397515116	True	"""The process in which a relatively unspecialized cell acquires the specialized features of a pigmented cell, such as a melanocyte."" [GOC:dgh]"	35	94	3	15719	0.0319148936170212	0.0857142857142857	query_1	['GO:0030154', 'GO:0048066']	['HPS4', 'RAB32', 'RAB38']
171	GO:BP	GO:0045862	positive regulation of proteolysis	0.017436137914277	True	"""Any process that activates or increases the frequency, rate or extent of the hydrolysis of a peptide bond or bonds within a protein."" [GOC:go_curators]"	351	94	8	15719	0.0851063829787234	0.0227920227920227	query_1	['GO:0006508', 'GO:0030162', 'GO:0051247']	['PSEN1', 'APH1B', 'NCSTN', 'NGFR', 'PSENEN', 'APH1A', 'AURKA', 'SIRT2']
105	GO:CC	GO:0099522	cytosolic region	0.0174780419360264	True	"""Any (proper) part of the cytosol of a single cell of sufficient size to still be considered cytosol."" [GOC:dos]"	19	94	2	16420	0.0212765957446808	0.1052631578947368	query_1	['GO:0005829']	['HTT', 'GDI1']
104	GO:CC	GO:0034045	phagophore assembly site membrane	0.0174780419360264	True	"""A cellular membrane associated with the phagophore assembly site."" [GOC:mah, GOC:rph, PMID:16874040, PMID:17382324]"	19	94	2	16420	0.0212765957446808	0.1052631578947368	query_1	['GO:0000407', 'GO:0016020']	['RAB1B', 'RAB7A']
173	GO:BP	GO:0101024	mitotic nuclear membrane organization	0.0178363257153806	True	"""A mitotic cell cycle process which results in the assembly, arrangement, or disassembly of the nuclear inner or outer membrane during mitosis."" [GOC:vw, PMID:15147872]"	9	94	2	15719	0.0212765957446808	0.2222222222222222	query_1	['GO:0071763', 'GO:0140014', 'GO:1903047']	['ANKLE2', 'SIRT2']
172	GO:BP	GO:0007084	mitotic nuclear membrane reassembly	0.0178363257153806	True	"""The mitotic cell cycle process involving ESCRTIII that results in reformation of the nuclear envelope after mitotic nuclear division. In organisms undergoing closed mitosis this involves resealing or 'repair' of the nuclear envelope in the nuclear bridge."" [PMID:26040712, PMID:28242692, PMID:32109380, PMID:32848252]"	9	94	2	15719	0.0212765957446808	0.2222222222222222	query_1	['GO:0031468', 'GO:0101024']	['ANKLE2', 'SIRT2']
50	REAC	REAC:R-HSA-193697	p75NTR regulates axonogenesis	0.0179505296438581	True	p75NTR regulates axonogenesis	10	82	2	10022	0.024390243902439	0.2	query_1	['REAC:R-HSA-193704']	['NGFR', 'NGF']
49	REAC	REAC:R-HSA-8854518	AURKA Activation by TPX2	0.0179505296438581	True	AURKA Activation by TPX2	72	82	4	10022	0.048780487804878	0.0555555555555555	query_1	['REAC:R-HSA-69275']	['TPX2', 'HMMR', 'YWHAE', 'AURKA']
109	GO:CC	GO:1990761	growth cone lamellipodium	0.0184764920088938	True	"""A thin sheetlike process extended by the leading edge of an axonal or dendritic growth cone; contains a dense meshwork of actin filaments."" [GOC:dos, PMID:25598228]"	1	94	1	16420	0.0106382978723404	1.0	query_1	['GO:0030027', 'GO:0030426', 'GO:0043005']	['APP']
108	GO:CC	GO:0031082	BLOC complex	0.0184764920088938	True	"""Any of several protein complexes required for the biogenesis of specialized organelles of the endosomal-lysosomal system, such as melanosomes, platelet dense granules, and other related organelles; acronym for biogenesis of lysosomal-related organelles complex."" [PMID:15102850, PMID:15261680]"	20	94	2	16420	0.0212765957446808	0.1	query_1	['GO:0140535']	['HPS4', 'HPS1']
110	GO:CC	GO:0005969	serine-pyruvate aminotransferase complex	0.0184764920088938	True	"""An enzyme complex that catalyzes the formation of hydroxypyruvate and alanine from serine and pyruvate."" [EC:2.6.1.51]"	1	94	1	16420	0.0106382978723404	1.0	query_1	['GO:0005737', 'GO:1990234']	['EEA1']
106	GO:CC	GO:0070931	Golgi-associated vesicle lumen	0.0184764920088938	True	"""The volume enclosed by the membrane of a Golgi-associated vesicle."" [GOC:mah]"	1	94	1	16420	0.0106382978723404	1.0	query_1	['GO:0005794', 'GO:0005798', 'GO:0060205']	['BACE1']
107	GO:CC	GO:0098875	epididymosome	0.0184764920088938	True	"""A microvesicle of the epididymal fluid, from which spermatozoa aquire membrane proteins."" [GOC:dos, GOC:mg, PMID:23177142, PMID:26112475]"	1	94	1	16420	0.0106382978723404	1.0	query_1	['GO:1990742']	['PPFIA3']
174	GO:BP	GO:1902115	regulation of organelle assembly	0.0184826414148726	True	"""Any process that modulates the frequency, rate or extent of organelle assembly."" [GOC:pr, GOC:TermGenie]"	201	94	6	15719	0.0638297872340425	0.0298507462686567	query_1	['GO:0033043', 'GO:0044087', 'GO:0070925']	['RAB1B', 'HTT', 'RAB5A', 'RAB3GAP2', 'GDI2', 'RAB3GAP1']
175	GO:BP	GO:0030705	cytoskeleton-dependent intracellular transport	0.0184826414148726	True	"""The directed movement of substances along cytoskeletal fibers such as microfilaments or microtubules within a cell."" [GOC:mah]"	201	94	6	15719	0.0638297872340425	0.0298507462686567	query_1	['GO:0046907']	['HTT', 'RABGEF1', 'RAB1A', 'APP', 'SUN2', 'RAB6A']
178	GO:BP	GO:0007269	neurotransmitter secretion	0.0192280315211956	True	"""The regulated release of neurotransmitter from the presynapse into the synaptic cleft via calcium-regulated exocytosis during synaptic transmission."" [GOC:dph]"	137	94	5	15719	0.0531914893617021	0.0364963503649635	query_1	['GO:0001505', 'GO:0006836', 'GO:0007268', 'GO:0051649', 'GO:0099643']	['PSEN1', 'RAB5A', 'PPFIA3', 'RAB3GAP1', 'RAB3A']
177	GO:BP	GO:1901653	cellular response to peptide	0.0192280315211956	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a peptide stimulus."" [GOC:pr, GOC:TermGenie]"	359	94	8	15719	0.0851063829787234	0.022284122562674	query_1	['GO:0071417', 'GO:1901652', 'GO:1901701']	['RAB8A', 'PSEN1', 'RAB31', 'BACE1', 'RAB13', 'NGFR', 'RAB10', 'APP']
176	GO:BP	GO:0099643	signal release from synapse	0.0192280315211956	True	"""Any signal release from a synapse."" [GOC:dos]"	137	94	5	15719	0.0531914893617021	0.0364963503649635	query_1	['GO:0023061', 'GO:0099536']	['PSEN1', 'RAB5A', 'PPFIA3', 'RAB3GAP1', 'RAB3A']
179	GO:BP	GO:0099111	microtubule-based transport	0.0192280315211956	True	"""A microtubule-based process that results in the transport of organelles, other microtubules, or other cellular components. Examples include motor-driven movement along microtubules and movement driven by polymerization or depolymerization of microtubules."" [GOC:cjm, ISBN:0815316194]"	203	94	6	15719	0.0638297872340425	0.0295566502463054	query_1	['GO:0006810']	['HTT', 'RABGEF1', 'RAB1A', 'APP', 'SUN2', 'RAB6A']
180	GO:BP	GO:0120031	plasma membrane bounded cell projection assembly	0.0192716566920051	True	"""Formation of a prolongation or process extending and that is bounded by plasma membrane, e.g. a cilium, lamellipodium, or axon."" [GOC:krc]"	538	94	10	15719	0.1063829787234042	0.0185873605947955	query_1	['GO:0030031', 'GO:0120036']	['RAB8A', 'HTT', 'RAB3IP', 'RAB5A', 'RILP', 'EHD3', 'EHD2', 'GDI2', 'EHD1', 'RAB23']
111	GO:CC	GO:0044233	mitochondria-associated endoplasmic reticulum membrane	0.0201640253245392	True	"""A zone of apposition between endoplasmic-reticulum and mitochondrial membranes, structured by bridging complexes. These contact sites are thought to facilitate inter-organelle calcium and phospholipid exchange."" [GOC:jl, PMID:19556461, PMID:22078959, PMID:29626751, PMID:29684109]"	21	94	2	16420	0.0212765957446808	0.0952380952380952	query_1	['GO:0044232']	['RAB32', 'RAB38']
181	GO:BP	GO:0048666	neuron development	0.0201645249772284	True	"""The process whose specific outcome is the progression of a neuron over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."" [GOC:dph]"	1058	94	15	15719	0.1595744680851064	0.0141776937618147	query_1	['GO:0030182', 'GO:0048468']	['MICALL1', 'RAB8A', 'PSEN1', 'RAB13', 'NGFR', 'GDI1', 'MECP2', 'AURKA', 'NGF', 'RAB10', 'APP', 'RAB35', 'EHD1', 'RAB3A', 'RAB6A']
185	GO:BP	GO:0048757	pigment granule maturation	0.020775855063832	True	"""Steps required to form a membrane-bounded organelle into a pigment granule containing pigment. Maturation is a developmental process, independent of morphogenetic (shape) change, that is required for a cell or structure to attain its fully functional state."" [GOC:dgh, GOC:jid, GOC:mh]"	10	94	2	15719	0.0212765957446808	0.2	query_1	['GO:0021700', 'GO:0043482', 'GO:0050931']	['RAB32', 'RAB38']
182	GO:BP	GO:0043485	endosome to pigment granule transport	0.020775855063832	True	"""The directed movement of substances from endosomes to pigment granules."" [GOC:jl]"	10	94	2	15719	0.0212765957446808	0.2	query_1	['GO:0046907', 'GO:0048757']	['RAB32', 'RAB38']
183	GO:BP	GO:1903059	regulation of protein lipidation	0.020775855063832	True	"""Any process that modulates the frequency, rate or extent of protein lipidation."" [GO_REF:0000058, GOC:rph, GOC:TermGenie, PMID:21909394]"	10	94	2	15719	0.0212765957446808	0.2	query_1	['GO:0006497', 'GO:0010556', 'GO:0031399', 'GO:0050746']	['RAB3GAP2', 'RAB3GAP1']
184	GO:BP	GO:0035646	endosome to melanosome transport	0.020775855063832	True	"""The directed movement of substances from endosomes to the melanosome, a specialised lysosome-related organelle."" [PMID:16162817]"	10	94	2	15719	0.0212765957446808	0.2	query_1	['GO:0043485']	['RAB32', 'RAB38']
112	GO:CC	GO:0060170	ciliary membrane	0.0210466471481976	True	"""The portion of the plasma membrane surrounding a cilium."" [GOC:cilia, GOC:dph, GOC:rph]"	67	94	3	16420	0.0319148936170212	0.044776119402985	query_1	['GO:0005929', 'GO:0031253', 'GO:0098588']	['RAB8A', 'EHD3', 'EHD1']
186	GO:BP	GO:0030031	cell projection assembly	0.021388233209411	True	"""Formation of a prolongation or process extending from a cell, e.g. a flagellum or axon."" [GOC:jl, GOC:mah, http://www.cogsci.princeton.edu/~wn/]"	548	94	10	15719	0.1063829787234042	0.0182481751824817	query_1	['GO:0022607', 'GO:0030030']	['RAB8A', 'HTT', 'RAB3IP', 'RAB5A', 'RILP', 'EHD3', 'EHD2', 'GDI2', 'EHD1', 'RAB23']
187	GO:BP	GO:0007029	endoplasmic reticulum organization	0.0223439444647439	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of the endoplasmic reticulum."" [GOC:dph, GOC:jl, GOC:mah]"	85	94	4	15719	0.0425531914893617	0.0470588235294117	query_1	['GO:0006996', 'GO:0010256']	['RAB3GAP2', 'RAB10', 'RAB18', 'RAB3GAP1']
188	GO:BP	GO:0010508	positive regulation of autophagy	0.0234708465415454	True	"""Any process that activates, maintains or increases the rate of autophagy. Autophagy is the process in which cells digest parts of their own cytoplasm."" [GOC:dph, GOC:tb]"	145	94	5	15719	0.0531914893617021	0.0344827586206896	query_1	['GO:0006914', 'GO:0010506', 'GO:0031331']	['OPTN', 'MTDH', 'HTT', 'RAB3GAP2', 'RAB3GAP1']
190	GO:BP	GO:1903441	protein localization to ciliary membrane	0.0246318262729056	True	"""A process in which a protein is transported to, or maintained in, a location within a ciliary membrane."" [GO_REF:0000087, GOC:cilia, GOC:krc, GOC:TermGenie, PMID:22139371]"	11	94	2	15719	0.0212765957446808	0.1818181818181818	query_1	['GO:0061512', 'GO:0072657', 'GO:1990778']	['RABEP1', 'GGA1']
189	GO:BP	GO:1990535	neuron projection maintenance	0.0246318262729056	True	"""The organization process that preserves a neuron projection in a stable functional or structural state. A neuron projection is a prolongation or process extending from a nerve cell, e.g. an axon or dendrite."" [GOC:kmv, PMID:25359212]"	11	94	2	15719	0.0212765957446808	0.1818181818181818	query_1	['GO:0106027']	['PSEN1', 'APP']
191	GO:BP	GO:0050789	regulation of biological process	0.0247118076349275	True	"""Any process that modulates the frequency, rate or extent of a biological process. Biological processes are regulated by many means; examples include the control of gene expression, protein modification or interaction with a protein or substrate molecule."" [GOC:ai, GOC:go_curators]"	10508	94	76	15719	0.8085106382978723	0.0072325846973734	query_1	['GO:0008150', 'GO:0065007']	['RAB14', 'RAB34', 'GPAM', 'RBSN', 'RAB1B', 'SORT1', 'TPX2', 'ANKLE2', 'RAB7A', 'RUFY1', 'EEA1', 'PAWR', 'OPTN', 'RAB39A', 'MTDH', 'RAB8A', 'PSEN1', 'HTT', 'TMEM102', 'RAB31', 'APH1B', 'BMX', 'HPS4', 'RAB8B', 'BACE1', 'SALL2', 'RABEP1', 'RAB5B', 'RIN3', 'IL24', 'NCSTN', 'RABGEF1', 'RAB3IP', 'SCML1', 'RAB5C', 'CHM', 'RAB38', 'RAB5A', 'B4GALT7', 'RAB4A', 'GGA1', 'RAB13', 'RILP', 'NGFR', 'EHD3', 'PSENEN', 'TNRC6C', 'RAB1A', 'SHROOM3', 'CHML', 'NAT8', 'RAB3GAP2', 'SALL1', 'RAB12', 'GGA3', 'YWHAE', 'TRIM4', 'PPFIA3', 'EHD2', 'GDI1', 'MECP2', 'APH1A', 'AURKA', 'NGF', 'GDI2', 'RAB10', 'SIRT2', 'RAB18', 'APP', 'RAB35', 'SUN2', 'EHD1', 'RAB23', 'ACOT13', 'RAB3GAP1', 'RAB3A']
192	GO:BP	GO:0072384	organelle transport along microtubule	0.0247274633024071	True	"""The directed movement of an organelle along a microtubule, mediated by motor proteins. This process begins with the attachment of an organelle to a microtubule, and ends when the organelle reaches its final destination."" [GOC:mah]"	88	94	4	15719	0.0425531914893617	0.0454545454545454	query_1	['GO:0010970', 'GO:0051656']	['HTT', 'RAB1A', 'SUN2', 'RAB6A']
193	GO:BP	GO:0099003	vesicle-mediated transport in synapse	0.025192099038289	True	"""Any vesicle-mediated transport that occurs in a synapse."" [GOC:dos]"	218	94	6	15719	0.0638297872340425	0.0275229357798165	query_1	['GO:0016192']	['RAB8A', 'PSEN1', 'RAB5A', 'PPFIA3', 'RAB3GAP1', 'RAB3A']
194	GO:BP	GO:0023052	signaling	0.025192099038289	True	"""The entirety of a process in which information is transmitted within a biological system. This process begins with an active signal and ends when a cellular response has been triggered."" [GOC:mtg_signal, GOC:mtg_signaling_feb11, GOC:signaling]"	5663	94	48	15719	0.5106382978723404	0.0084760727529577	query_1	['GO:0050789']	['RAB14', 'RAB34', 'SORT1', 'RAB7A', 'RUFY1', 'EEA1', 'PAWR', 'OPTN', 'RAB39A', 'MTDH', 'RAB8A', 'PSEN1', 'HTT', 'TMEM102', 'APH1B', 'BMX', 'RAB8B', 'BACE1', 'RABEP1', 'RIN3', 'IL24', 'NCSTN', 'RABGEF1', 'CHM', 'RAB38', 'RAB5A', 'RAB4A', 'RAB13', 'NGFR', 'PSENEN', 'RAB1A', 'CHML', 'SALL1', 'RAB12', 'YWHAE', 'PPFIA3', 'GDI1', 'MECP2', 'APH1A', 'AURKA', 'NGF', 'GDI2', 'SIRT2', 'RAB18', 'APP', 'RAB35', 'RAB3GAP1', 'RAB3A']
113	GO:CC	GO:0015630	microtubule cytoskeleton	0.0252155264749529	True	"""The part of the cytoskeleton (the internal framework of a cell) composed of microtubules and associated proteins."" [GOC:jl, ISBN:0395825172]"	1325	94	15	16420	0.1595744680851064	0.0113207547169811	query_1	['GO:0005856']	['TPX2', 'RAB8A', 'PSEN1', 'HTT', 'RAB3IP', 'HMMR', 'RILP', 'SHROOM3', 'EHD2', 'MECP2', 'AURKA', 'SIRT2', 'APP', 'RAB23', 'ACOT13']
114	GO:CC	GO:0005905	clathrin-coated pit	0.0252242211447467	True	"""A part of the endomembrane system in the form of an invagination of a membrane upon which a clathrin coat forms, and that can be converted by vesicle budding into a clathrin-coated vesicle. Coated pits form on the plasma membrane, where they are involved in receptor-mediated selective transport of many proteins and other macromolecules across the cell membrane, in the trans-Golgi network, and on some endosomes."" [GOC:mah, ISBN:0198506732, NIF_Subcellular:sao1969557946, PMID:10559856, PMID:17284835]"	72	94	3	16420	0.0319148936170212	0.0416666666666666	query_1	['GO:0012505', 'GO:0098590']	['SORT1', 'APP', 'RAB35']
195	GO:BP	GO:0001881	receptor recycling	0.02565399818089	True	"""The process that results in the return of receptor molecules to an active state and an active cellular location after they have been stimulated by a ligand. An active state is when the receptor is ready to receive a signal."" [GOC:dph]"	42	94	3	15719	0.0319148936170212	0.0714285714285714	query_1	['GO:0043112']	['OPTN', 'PSEN1', 'EHD3']
196	GO:BP	GO:0007399	nervous system development	0.0267334491427604	True	"""The process whose specific outcome is the progression of nervous tissue over time, from its formation to its mature state."" [GOC:dgh]"	2331	94	25	15719	0.2659574468085106	0.0107250107250107	query_1	['GO:0048731']	['ANKLE2', 'MICALL1', 'RAB8A', 'PSEN1', 'SALL2', 'NCSTN', 'RAB13', 'NGFR', 'SHROOM3', 'SALL1', 'YWHAE', 'GDI1', 'MECP2', 'AURKA', 'NGF', 'RAB10', 'SIRT2', 'RAB18', 'APP', 'RAB35', 'SUN2', 'EHD1', 'RAB3GAP1', 'RAB3A', 'RAB6A']
197	GO:BP	GO:0006623	protein targeting to vacuole	0.0270454752168729	True	"""The process of directing proteins towards the vacuole, usually using signals contained within the protein."" [GOC:curators]"	43	94	3	15719	0.0319148936170212	0.0697674418604651	query_1	['GO:0006605', 'GO:0007034', 'GO:0072666']	['SORT1', 'RAB7A', 'GGA3']
198	GO:BP	GO:2000300	regulation of synaptic vesicle exocytosis	0.0270454752168729	True	"""Any process that modulates the frequency, rate or extent of synaptic vesicle exocytosis."" [GOC:obol]"	43	94	3	15719	0.0319148936170212	0.0697674418604651	query_1	['GO:0016079', 'GO:0046928', 'GO:1903305']	['RAB5A', 'RAB3GAP1', 'RAB3A']
115	GO:CC	GO:0005789	endoplasmic reticulum membrane	0.0277886849009051	True	"""The lipid bilayer surrounding the endoplasmic reticulum."" [GOC:mah]"	1090	94	13	16420	0.1382978723404255	0.0119266055045871	query_1	['GO:0031090', 'GO:0042175', 'GO:0098827']	['RAB1B', 'SORT1', 'ANKLE2', 'MTDH', 'PSEN1', 'PSENEN', 'NAT8', 'RAB3GAP2', 'APH1A', 'RAB10', 'RAB18', 'RAB3GAP1', 'RAB6A']
200	GO:BP	GO:0071287	cellular response to manganese ion	0.0279784648009181	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a manganese ion stimulus."" [GOC:mah]"	12	94	2	15719	0.0212765957446808	0.1666666666666666	query_1	['GO:0010042', 'GO:0071248']	['BACE1', 'APP']
199	GO:BP	GO:0038180	nerve growth factor signaling pathway	0.0279784648009181	True	"""The series of molecular signals initiated by nerve growth factor (NGF) binding to its receptor on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:bf, PMID:11520933]"	12	94	2	15719	0.0212765957446808	0.1666666666666666	query_1	['GO:0038179', 'GO:1990090']	['SORT1', 'NGF']
116	GO:CC	GO:0005576	extracellular region	0.0280333748969616	True	"""The space external to the outermost structure of a cell. For cells without external protective or external encapsulating structures this refers to space outside of the plasma membrane. This term covers the host cell environment outside an intracellular parasite."" [GOC:go_curators]"	3767	94	32	16420	0.3404255319148936	0.0084948234669498	query_1	['GO:0110165']	['RAB14', 'RAB34', 'RBSN', 'RAB1B', 'RAB7A', 'EEA1', 'RAB8A', 'OSBPL1A', 'RAB8B', 'RAB5B', 'IL24', 'NCSTN', 'RAB5C', 'RAB5A', 'RAB4A', 'RAB13', 'NGFR', 'RAB1A', 'YWHAE', 'PPFIA3', 'EHD2', 'MECP2', 'NGF', 'GDI2', 'RAB10', 'APP', 'RAB35', 'EHD1', 'RAB3GAP1', 'RAB3A', 'RAB22A', 'RAB6A']
117	GO:CC	GO:0098827	endoplasmic reticulum subcompartment	0.0281237319286508	True	"""A distinct region of the endoplasmic reticulum."" [GOC:dos]"	1094	94	13	16420	0.1382978723404255	0.0118829981718464	query_1	['GO:0005783', 'GO:0031984']	['RAB1B', 'SORT1', 'ANKLE2', 'MTDH', 'PSEN1', 'PSENEN', 'NAT8', 'RAB3GAP2', 'APH1A', 'RAB10', 'RAB18', 'RAB3GAP1', 'RAB6A']
54	REAC	REAC:R-HSA-209543	p75NTR recruits signalling complexes	0.0283955969410732	True	p75NTR recruits signalling complexes	13	82	2	10022	0.024390243902439	0.1538461538461538	query_1	['REAC:R-HSA-193639']	['NGFR', 'NGF']
51	REAC	REAC:R-HSA-9637687	Suppression of phagosomal maturation	0.0283955969410732	True	Suppression of phagosomal maturation	13	82	2	10022	0.024390243902439	0.1538461538461538	query_1	['REAC:R-HSA-9637690']	['RAB7A', 'RAB5A']
52	REAC	REAC:R-HSA-209560	NF-kB is activated and signals survival	0.0283955969410732	True	NF-kB is activated and signals survival	13	82	2	10022	0.024390243902439	0.1538461538461538	query_1	['REAC:R-HSA-193639']	['NGFR', 'NGF']
53	REAC	REAC:R-HSA-162658	Golgi Cisternae Pericentriolar Stack Reorganization	0.0283955969410732	True	Golgi Cisternae Pericentriolar Stack Reorganization	13	82	2	10022	0.024390243902439	0.1538461538461538	query_1	['REAC:R-HSA-68875']	['RAB1B', 'RAB1A']
118	GO:CC	GO:0070161	anchoring junction	0.0286171414729504	True	"""A cell junction that mechanically attaches a cell (and its cytoskeleton) to neighboring cells or to the extracellular matrix."" [ISBN:0815332181]"	855	94	11	16420	0.1170212765957446	0.0128654970760233	query_1	['GO:0030054']	['MTDH', 'NCSTN', 'RAB13', 'NGFR', 'EHD3', 'SHROOM3', 'YWHAE', 'GDI2', 'RAB10', 'SIRT2', 'APP']
55	REAC	REAC:R-HSA-69275	G2/M Transition	0.0288953746291267	True	G2/M Transition	194	82	6	10022	0.073170731707317	0.0309278350515463	query_1	['REAC:R-HSA-453274']	['TPX2', 'OPTN', 'RAB8A', 'HMMR', 'YWHAE', 'AURKA']
119	GO:CC	GO:0031594	neuromuscular junction	0.0290482461081496	True	"""The junction between the axon of a motor neuron and a muscle fiber. In response to the arrival of action potentials, the presynaptic button releases molecules of neurotransmitters into the synaptic cleft. These diffuse across the cleft and transmit the signal to the postsynaptic membrane of the muscle fiber, leading to a change in post-synaptic potential."" [GOC:nln]"	77	94	3	16420	0.0319148936170212	0.0389610389610389	query_1	['GO:0045202']	['PSEN1', 'NGFR', 'APP']
57	REAC	REAC:R-HSA-1483257	Phospholipid metabolism	0.0293835982159992	True	Phospholipid metabolism	197	82	6	10022	0.073170731707317	0.0304568527918781	query_1	['REAC:R-HSA-556833']	['RAB14', 'GPAM', 'RUFY1', 'BMX', 'RAB5A', 'RAB4A']
59	REAC	REAC:R-HSA-5633008	TP53 Regulates Transcription of Cell Death Genes	0.0293835982159992	True	TP53 Regulates Transcription of Cell Death Genes	44	82	3	10022	0.0365853658536585	0.0681818181818181	query_1	['REAC:R-HSA-3700989']	['RABGGTB', 'RABGGTA', 'CHM']
58	REAC	REAC:R-HSA-453274	Mitotic G2-G2/M phases	0.0293835982159992	True	Mitotic G2-G2/M phases	196	82	6	10022	0.073170731707317	0.0306122448979591	query_1	['REAC:R-HSA-69278']	['TPX2', 'OPTN', 'RAB8A', 'HMMR', 'YWHAE', 'AURKA']
56	REAC	REAC:R-HSA-2565942	Regulation of PLK1 Activity at G2/M Transition	0.0293835982159992	True	Regulation of PLK1 Activity at G2/M Transition	86	82	4	10022	0.048780487804878	0.0465116279069767	query_1	['REAC:R-HSA-69275']	['OPTN', 'RAB8A', 'YWHAE', 'AURKA']
201	GO:BP	GO:0051050	positive regulation of transport	0.0294346551526293	True	"""Any process that activates or increases the frequency, rate or extent of the directed movement of substances (such as macromolecules, small molecules, ions) into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]"	889	94	13	15719	0.1382978723404255	0.014623172103487	query_1	['GO:0006810', 'GO:0048518', 'GO:0051049']	['RAB7A', 'PSEN1', 'HTT', 'RAB31', 'HPS4', 'RAB8B', 'RAB5A', 'EHD3', 'YWHAE', 'EHD2', 'EHD1', 'RAB3GAP1', 'RAB3A']
120	GO:CC	GO:0042582	azurophil granule	0.0294566488549407	True	"""Primary lysosomal granule found in neutrophil granulocytes. Contains a wide range of hydrolytic enzymes and is released into the extracellular fluid."" [GOC:jl, PMID:17152095]"	147	94	4	16420	0.0425531914893617	0.0272108843537414	query_1	['GO:0005766', 'GO:0030141']	['PSEN1', 'NCSTN', 'RAB5C', 'GDI2']
121	GO:CC	GO:0005766	primary lysosome	0.0294566488549407	True	"""A lysosome before it has fused with a vesicle or vacuole."" [GOC:jl, ISBN:0815316194]"	147	94	4	16420	0.0425531914893617	0.0272108843537414	query_1	['GO:0005764']	['PSEN1', 'NCSTN', 'RAB5C', 'GDI2']
202	GO:BP	GO:0048066	developmental pigmentation	0.0321929114249491	True	"""The developmental process that results in the deposition of coloring matter in an organism, tissue or cell."" [ISBN:0582227089]"	46	94	3	15719	0.0319148936170212	0.0652173913043478	query_1	['GO:0043473']	['HPS4', 'RAB32', 'RAB38']
125	GO:CC	GO:0070381	endosome to plasma membrane transport vesicle	0.0322576292122723	True	"""A transport vesicle that mediates transport from the endosome to the plasma membrane, and fuses with the plasma membrane to deliver lipids and membrane proteins to the plasma membrane and to release various cargo molecules, such as proteins or hormones, by exocytosis."" [GOC:kad, GOC:mah, PMID:10679016, PMID:12110576]"	2	94	1	16420	0.0106382978723404	0.5	query_1	['GO:0070382']	['RAB6A']
124	GO:CC	GO:0005880	nuclear microtubule	0.0322576292122723	True	"""Any microtubule in the nucleus of a cell."" [GOC:mah]"	2	94	1	16420	0.0106382978723404	0.5	query_1	['GO:0005634', 'GO:0005874']	['TPX2']
123	GO:CC	GO:0005791	rough endoplasmic reticulum	0.0322576292122723	True	"""The rough (or granular) endoplasmic reticulum (ER) has ribosomes adhering to the outer surface; the ribosomes are the site of translation of the mRNA for those proteins which are either to be retained within the cisternae (ER-resident proteins), the proteins of the lysosomes, or the proteins destined for export from the cell. Glycoproteins undergo their initial glycosylation within the cisternae."" [ISBN:0198506732]"	81	94	3	16420	0.0319148936170212	0.037037037037037	query_1	['GO:0005783']	['RAB14', 'PSEN1', 'APP']
122	GO:CC	GO:0036186	early phagosome membrane	0.0322576292122723	True	"""The lipid bilayer surrounding an early phagosome."" [GOC:phg]"	2	94	1	16420	0.0106382978723404	0.5	query_1	['GO:0030670', 'GO:0032009']	['RAB31']
203	GO:BP	GO:0051036	regulation of endosome size	0.0324526308384337	True	"""Any process that modulates the volume of an endosome, a membrane-bounded organelle that carries materials newly ingested by endocytosis."" [GOC:ai]"	13	94	2	15719	0.0212765957446808	0.1538461538461538	query_1	['GO:0097494']	['RAB5A', 'RILP']
126	GO:CC	GO:0000792	heterochromatin	0.0325567512077941	True	"""A compact and highly condensed form of chromatin that is refractory to transcription."" [PMID:32017156]"	82	94	3	16420	0.0319148936170212	0.0365853658536585	query_1	['GO:0000785']	['SALL1', 'MECP2', 'SIRT2']
204	GO:BP	GO:1901652	response to peptide	0.0325631962449917	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a peptide stimulus."" [GOC:pr, GOC:TermGenie]"	491	94	9	15719	0.0957446808510638	0.0183299389002036	query_1	['GO:0010243', 'GO:1901700']	['SORT1', 'RAB8A', 'PSEN1', 'RAB31', 'BACE1', 'RAB13', 'NGFR', 'RAB10', 'APP']
