Nicolaides-Baraitser syndrome	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
10	GO:BP	GO:0019219	regulation of nucleobase-containing compound metabolic process	2.8044321445650566e-48	True	"""Any cellular process that modulates the frequency, rate or extent of the chemical reactions and pathways involving nucleobases, nucleosides, nucleotides and nucleic acids."" [GOC:go_curators]"	4061	100	89	21110	0.89	0.0219157842895838	query_1	['GO:0006139', 'GO:0031323', 'GO:0051171', 'GO:0080090']	['REST', 'UBE2I', 'NRIP1', 'RXRA', 'NCOA3', 'TGIF1', 'AKT1', 'WDR77', 'CREBBP', 'CKS1B', 'CBFB', 'CDK5', 'E2F4', 'PPARG', 'CDK7', 'RBL1', 'FOXO3', 'RBL2', 'NR1H2', 'TFDP1', 'NCOA2', 'CTNNB1', 'RB1', 'HDAC1', 'SMARCA4', 'SMARCA2', 'CCNE1', 'FOXG1', 'TBL1X', 'NCOR2', 'SIN3A', 'RXRB', 'NR1H3', 'E2F5', 'CDKN1A', 'CCNA2', 'AR', 'E2F2', 'WWTR1', 'SUMO1', 'CCNH', 'SMAD2', 'SMARCB1', 'SMAD4', 'E2F6', 'RUNX1', 'EP300', 'RBPJ', 'MECP2', 'E2F1', 'PRMT5', 'RIOK1', 'GPS2', 'NCOR1', 'HDAC3', 'MNAT1', 'CDK1', 'SMARCC2', 'SKI', 'SNW1', 'RCOR1', 'CDKN2A', 'CDK2', 'SP1', 'KAT2B', 'ESR1', 'FOXO1', 'PDE8A', 'CCND3', 'DRAP1', 'RARA', 'FOXH1', 'CDK4', 'CDKN1B', 'CLNS1A', 'TBL1XR1', 'TP53', 'TFDP2', 'SMAD3', 'HDAC2', 'KDM1A', 'THRB', 'SMARCC1', 'SKIL', 'CDK6', 'NCOA1', 'HIPK2', 'CCND1', 'CCNC']
11	GO:BP	GO:0051171	regulation of nitrogen compound metabolic process	2.814204107285284e-48	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving nitrogen or nitrogenous compounds."" [GOC:ai, GOC:tb]"	5662	100	97	21110	0.97	0.0171317555634051	query_1	['GO:0006807', 'GO:0019222']	['REST', 'UBE2I', 'NRIP1', 'RXRA', 'CDKN2B', 'NCOA3', 'TGIF1', 'AKT1', 'WDR77', 'CREBBP', 'CKS1B', 'CBFB', 'CDK5', 'E2F4', 'PPARG', 'CCNB1', 'CDK7', 'RBL1', 'FOXO3', 'CCNE2', 'RBL2', 'NR1H2', 'TFDP1', 'NCOA2', 'CTNNB1', 'RB1', 'HDAC1', 'SMARCA4', 'SMARCA2', 'CCNE1', 'FOXG1', 'TBL1X', 'NCOR2', 'SIN3A', 'CDKN2D', 'RXRB', 'NR1H3', 'E2F5', 'CDKN1A', 'CCNA2', 'AR', 'E2F2', 'WWTR1', 'SUMO1', 'CCNH', 'SMAD2', 'SMARCB1', 'SKP1', 'SMAD4', 'E2F6', 'RUNX1', 'EP300', 'RBPJ', 'MECP2', 'CCND2', 'E2F1', 'PRMT5', 'RIOK1', 'GPS2', 'NCOR1', 'HDAC3', 'MNAT1', 'CDK1', 'SMARCC2', 'SKI', 'SNW1', 'CDKN2C', 'RCOR1', 'CDKN2A', 'CDK2', 'SP1', 'KAT2B', 'ESR1', 'FOXO1', 'PDE8A', 'CCND3', 'SKP2', 'DRAP1', 'RARA', 'FOXH1', 'CDK4', 'CDKN1B', 'CLNS1A', 'TBL1XR1', 'TP53', 'TFDP2', 'SMAD3', 'HDAC2', 'KDM1A', 'THRB', 'SMARCC1', 'SKIL', 'CDK6', 'NCOA1', 'HIPK2', 'CCND1', 'CCNC']
12	GO:BP	GO:2001141	regulation of RNA biosynthetic process	4.8437506544665716e-48	True	"""Any process that modulates the frequency, rate or extent of RNA biosynthetic process."" [GOC:dph]"	3480	100	85	21110	0.85	0.0244252873563218	query_1	['GO:0010556', 'GO:0031326', 'GO:0032774', 'GO:0051252']	['REST', 'UBE2I', 'NRIP1', 'RXRA', 'NCOA3', 'TGIF1', 'AKT1', 'WDR77', 'CREBBP', 'CKS1B', 'CBFB', 'CDK5', 'E2F4', 'PPARG', 'CDK7', 'RBL1', 'FOXO3', 'RBL2', 'NR1H2', 'TFDP1', 'NCOA2', 'CTNNB1', 'RB1', 'HDAC1', 'SMARCA4', 'SMARCA2', 'CCNE1', 'FOXG1', 'TBL1X', 'NCOR2', 'SIN3A', 'RXRB', 'NR1H3', 'E2F5', 'CCNA2', 'AR', 'E2F2', 'WWTR1', 'SUMO1', 'CCNH', 'SMAD2', 'SMARCB1', 'SMAD4', 'E2F6', 'RUNX1', 'EP300', 'RBPJ', 'MECP2', 'E2F1', 'PRMT5', 'GPS2', 'NCOR1', 'HDAC3', 'MNAT1', 'SMARCC2', 'SKI', 'SNW1', 'RCOR1', 'CDKN2A', 'CDK2', 'SP1', 'KAT2B', 'ESR1', 'FOXO1', 'PDE8A', 'CCND3', 'DRAP1', 'RARA', 'FOXH1', 'CDK4', 'CDKN1B', 'TBL1XR1', 'TP53', 'TFDP2', 'SMAD3', 'HDAC2', 'KDM1A', 'THRB', 'SMARCC1', 'SKIL', 'CDK6', 'NCOA1', 'HIPK2', 'CCND1', 'CCNC']
13	GO:BP	GO:0051252	regulation of RNA metabolic process	5.1106201233061775e-48	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving RNA."" [GOC:ai]"	3774	100	87	21110	0.87	0.0230524642289348	query_1	['GO:0016070', 'GO:0019219', 'GO:0060255']	['REST', 'UBE2I', 'NRIP1', 'RXRA', 'NCOA3', 'TGIF1', 'AKT1', 'WDR77', 'CREBBP', 'CKS1B', 'CBFB', 'CDK5', 'E2F4', 'PPARG', 'CDK7', 'RBL1', 'FOXO3', 'RBL2', 'NR1H2', 'TFDP1', 'NCOA2', 'CTNNB1', 'RB1', 'HDAC1', 'SMARCA4', 'SMARCA2', 'CCNE1', 'FOXG1', 'TBL1X', 'NCOR2', 'SIN3A', 'RXRB', 'NR1H3', 'E2F5', 'CCNA2', 'AR', 'E2F2', 'WWTR1', 'SUMO1', 'CCNH', 'SMAD2', 'SMARCB1', 'SMAD4', 'E2F6', 'RUNX1', 'EP300', 'RBPJ', 'MECP2', 'E2F1', 'PRMT5', 'RIOK1', 'GPS2', 'NCOR1', 'HDAC3', 'MNAT1', 'SMARCC2', 'SKI', 'SNW1', 'RCOR1', 'CDKN2A', 'CDK2', 'SP1', 'KAT2B', 'ESR1', 'FOXO1', 'PDE8A', 'CCND3', 'DRAP1', 'RARA', 'FOXH1', 'CDK4', 'CDKN1B', 'CLNS1A', 'TBL1XR1', 'TP53', 'TFDP2', 'SMAD3', 'HDAC2', 'KDM1A', 'THRB', 'SMARCC1', 'SKIL', 'CDK6', 'NCOA1', 'HIPK2', 'CCND1', 'CCNC']
14	GO:CC	GO:0031981	nuclear lumen	1.4590840535367695e-47	True	"""The volume enclosed by the nuclear inner membrane."" [GOC:mah, GOC:pz]"	5499	101	95	22122	0.9405940594059404	0.0172758683396981	query_1	['GO:0005634', 'GO:0070013']	['REST', 'UBE2I', 'NRIP1', 'RXRA', 'NCOA3', 'TGIF1', 'AKT1', 'WDR77', 'CREBBP', 'CKS1B', 'CDK8', 'CBFB', 'CDK5', 'E2F4', 'PPARG', 'COPRS', 'CCNB1', 'CDK7', 'RBL1', 'FOXO3', 'CCNE2', 'RBL2', 'NR1H2', 'TFDP1', 'NCOA2', 'CTNNB1', 'RB1', 'HDAC1', 'SMARCA4', 'SMARCA2', 'CCNE1', 'FOXG1', 'TBL1X', 'NCOR2', 'SIN3A', 'CDKN2D', 'RXRB', 'NR1H3', 'E2F5', 'CDKN1A', 'CCNA2', 'AR', 'E2F2', 'WWTR1', 'SUMO1', 'CCNH', 'SMAD2', 'SMARCB1', 'SKP1', 'SMAD4', 'E2F6', 'RUNX1', 'EP300', 'RBPJ', 'MECP2', 'CCND2', 'E2F1', 'PRMT5', 'RIOK1', 'GPS2', 'NCOR1', 'HDAC3', 'MNAT1', 'CDK1', 'SMARCC2', 'SKI', 'SNW1', 'RCOR1', 'CDKN2A', 'CDK2', 'SP1', 'KAT2B', 'ESR1', 'FOXO1', 'CCND3', 'SKP2', 'RARA', 'CDK4', 'CDKN1B', 'CUL1', 'CLNS1A', 'TBL1XR1', 'TP53', 'TFDP2', 'SMAD3', 'HDAC2', 'KDM1A', 'THRB', 'SMARCC1', 'SKIL', 'CDK6', 'NCOA1', 'HIPK2', 'CCND1', 'CCNC']
15	GO:BP	GO:0045892	negative regulation of DNA-templated transcription	2.3790697211145513e-47	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of cellular DNA-templated transcription."" [GOC:go_curators, GOC:txnOH]"	1317	100	63	21110	0.63	0.0478359908883826	query_1	['GO:0006351', 'GO:0006355', 'GO:1903507']	['REST', 'UBE2I', 'NRIP1', 'RXRA', 'TGIF1', 'CREBBP', 'CBFB', 'CDK5', 'PPARG', 'RBL1', 'FOXO3', 'NR1H2', 'NCOA2', 'CTNNB1', 'RB1', 'HDAC1', 'SMARCA4', 'SMARCA2', 'CCNE1', 'FOXG1', 'TBL1X', 'NCOR2', 'SIN3A', 'NR1H3', 'AR', 'WWTR1', 'SUMO1', 'SMAD2', 'SMAD4', 'E2F6', 'RUNX1', 'EP300', 'RBPJ', 'MECP2', 'E2F1', 'PRMT5', 'GPS2', 'NCOR1', 'HDAC3', 'SMARCC2', 'SKI', 'SNW1', 'RCOR1', 'CDKN2A', 'CDK2', 'ESR1', 'FOXO1', 'CCND3', 'DRAP1', 'RARA', 'FOXH1', 'CDKN1B', 'TBL1XR1', 'TP53', 'TFDP2', 'SMAD3', 'HDAC2', 'KDM1A', 'THRB', 'SKIL', 'CDK6', 'HIPK2', 'CCND1']
16	GO:BP	GO:1903507	negative regulation of nucleic acid-templated transcription	2.614187442637164e-47	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of nucleic acid-templated transcription."" [GO_REF:0000058, GOC:pr, GOC:TermGenie, GOC:txnOH, GOC:vw]"	1319	100	63	21110	0.63	0.0477634571645185	query_1	['GO:0097659', 'GO:1902679', 'GO:1903506']	['REST', 'UBE2I', 'NRIP1', 'RXRA', 'TGIF1', 'CREBBP', 'CBFB', 'CDK5', 'PPARG', 'RBL1', 'FOXO3', 'NR1H2', 'NCOA2', 'CTNNB1', 'RB1', 'HDAC1', 'SMARCA4', 'SMARCA2', 'CCNE1', 'FOXG1', 'TBL1X', 'NCOR2', 'SIN3A', 'NR1H3', 'AR', 'WWTR1', 'SUMO1', 'SMAD2', 'SMAD4', 'E2F6', 'RUNX1', 'EP300', 'RBPJ', 'MECP2', 'E2F1', 'PRMT5', 'GPS2', 'NCOR1', 'HDAC3', 'SMARCC2', 'SKI', 'SNW1', 'RCOR1', 'CDKN2A', 'CDK2', 'ESR1', 'FOXO1', 'CCND3', 'DRAP1', 'RARA', 'FOXH1', 'CDKN1B', 'TBL1XR1', 'TP53', 'TFDP2', 'SMAD3', 'HDAC2', 'KDM1A', 'THRB', 'SKIL', 'CDK6', 'HIPK2', 'CCND1']
17	GO:BP	GO:0006366	transcription by RNA polymerase II	3.7610113446440015e-47	True	"""The synthesis of RNA from a DNA template by RNA polymerase II (RNAP II), originating at an RNA polymerase II promoter. Includes transcription of messenger RNA (mRNA) and certain small nuclear RNAs (snRNAs)."" [GOC:jl, GOC:txnOH, ISBN:0321000382]"	2677	100	78	21110	0.78	0.0291370937616735	query_1	['GO:0006351']	['REST', 'UBE2I', 'NRIP1', 'RXRA', 'NCOA3', 'TGIF1', 'AKT1', 'WDR77', 'CREBBP', 'CBFB', 'E2F4', 'PPARG', 'CDK7', 'RBL1', 'FOXO3', 'RBL2', 'NR1H2', 'TFDP1', 'NCOA2', 'CTNNB1', 'RB1', 'HDAC1', 'SMARCA4', 'SMARCA2', 'CCNE1', 'FOXG1', 'TBL1X', 'NCOR2', 'SIN3A', 'RXRB', 'NR1H3', 'E2F5', 'AR', 'E2F2', 'WWTR1', 'CCNH', 'SMAD2', 'SMARCB1', 'SMAD4', 'E2F6', 'RUNX1', 'EP300', 'RBPJ', 'MECP2', 'E2F1', 'GPS2', 'NCOR1', 'HDAC3', 'MNAT1', 'SMARCC2', 'SKI', 'SNW1', 'RCOR1', 'CDKN2A', 'CDK2', 'SP1', 'KAT2B', 'ESR1', 'FOXO1', 'CCND3', 'DRAP1', 'RARA', 'FOXH1', 'CDK4', 'TBL1XR1', 'TP53', 'TFDP2', 'SMAD3', 'HDAC2', 'KDM1A', 'THRB', 'SMARCC1', 'SKIL', 'CDK6', 'NCOA1', 'HIPK2', 'CCND1', 'CCNC']
18	GO:BP	GO:1902679	negative regulation of RNA biosynthetic process	5.035032794758489e-47	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of RNA biosynthetic process."" [GO:jl, GO_REF:0000058, GOC:TermGenie]"	1333	100	63	21110	0.63	0.0472618154538634	query_1	['GO:0010558', 'GO:0031327', 'GO:0032774', 'GO:0051253', 'GO:2001141']	['REST', 'UBE2I', 'NRIP1', 'RXRA', 'TGIF1', 'CREBBP', 'CBFB', 'CDK5', 'PPARG', 'RBL1', 'FOXO3', 'NR1H2', 'NCOA2', 'CTNNB1', 'RB1', 'HDAC1', 'SMARCA4', 'SMARCA2', 'CCNE1', 'FOXG1', 'TBL1X', 'NCOR2', 'SIN3A', 'NR1H3', 'AR', 'WWTR1', 'SUMO1', 'SMAD2', 'SMAD4', 'E2F6', 'RUNX1', 'EP300', 'RBPJ', 'MECP2', 'E2F1', 'PRMT5', 'GPS2', 'NCOR1', 'HDAC3', 'SMARCC2', 'SKI', 'SNW1', 'RCOR1', 'CDKN2A', 'CDK2', 'ESR1', 'FOXO1', 'CCND3', 'DRAP1', 'RARA', 'FOXH1', 'CDKN1B', 'TBL1XR1', 'TP53', 'TFDP2', 'SMAD3', 'HDAC2', 'KDM1A', 'THRB', 'SKIL', 'CDK6', 'HIPK2', 'CCND1']
19	GO:BP	GO:0080090	regulation of primary metabolic process	5.256263033211007e-47	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism involving those compounds formed as a part of the normal anabolic and catabolic processes. These processes take place in most, if not all, cells of the organism."" [PMID:19211694]"	5836	100	97	21110	0.97	0.0166209732693625	query_1	['GO:0019222', 'GO:0044238']	['REST', 'UBE2I', 'NRIP1', 'RXRA', 'CDKN2B', 'NCOA3', 'TGIF1', 'AKT1', 'WDR77', 'CREBBP', 'CKS1B', 'CBFB', 'CDK5', 'E2F4', 'PPARG', 'CCNB1', 'CDK7', 'RBL1', 'FOXO3', 'CCNE2', 'RBL2', 'NR1H2', 'TFDP1', 'NCOA2', 'CTNNB1', 'RB1', 'HDAC1', 'SMARCA4', 'SMARCA2', 'CCNE1', 'FOXG1', 'TBL1X', 'NCOR2', 'SIN3A', 'CDKN2D', 'RXRB', 'NR1H3', 'E2F5', 'CDKN1A', 'CCNA2', 'AR', 'E2F2', 'WWTR1', 'SUMO1', 'CCNH', 'SMAD2', 'SMARCB1', 'SKP1', 'SMAD4', 'E2F6', 'RUNX1', 'EP300', 'RBPJ', 'MECP2', 'CCND2', 'E2F1', 'PRMT5', 'RIOK1', 'GPS2', 'NCOR1', 'HDAC3', 'MNAT1', 'CDK1', 'SMARCC2', 'SKI', 'SNW1', 'CDKN2C', 'RCOR1', 'CDKN2A', 'CDK2', 'SP1', 'KAT2B', 'ESR1', 'FOXO1', 'PDE8A', 'CCND3', 'SKP2', 'DRAP1', 'RARA', 'FOXH1', 'CDK4', 'CDKN1B', 'CLNS1A', 'TBL1XR1', 'TP53', 'TFDP2', 'SMAD3', 'HDAC2', 'KDM1A', 'THRB', 'SMARCC1', 'SKIL', 'CDK6', 'NCOA1', 'HIPK2', 'CCND1', 'CCNC']
20	GO:BP	GO:0006351	DNA-templated transcription	5.72022972909313e-47	True	"""The synthesis of an RNA transcript from a DNA template."" [GOC:jl, GOC:txnOH]"	3585	100	85	21110	0.85	0.0237099023709902	query_1	['GO:0097659']	['REST', 'UBE2I', 'NRIP1', 'RXRA', 'NCOA3', 'TGIF1', 'AKT1', 'WDR77', 'CREBBP', 'CKS1B', 'CBFB', 'CDK5', 'E2F4', 'PPARG', 'CDK7', 'RBL1', 'FOXO3', 'RBL2', 'NR1H2', 'TFDP1', 'NCOA2', 'CTNNB1', 'RB1', 'HDAC1', 'SMARCA4', 'SMARCA2', 'CCNE1', 'FOXG1', 'TBL1X', 'NCOR2', 'SIN3A', 'RXRB', 'NR1H3', 'E2F5', 'CCNA2', 'AR', 'E2F2', 'WWTR1', 'SUMO1', 'CCNH', 'SMAD2', 'SMARCB1', 'SMAD4', 'E2F6', 'RUNX1', 'EP300', 'RBPJ', 'MECP2', 'E2F1', 'PRMT5', 'GPS2', 'NCOR1', 'HDAC3', 'MNAT1', 'SMARCC2', 'SKI', 'SNW1', 'RCOR1', 'CDKN2A', 'CDK2', 'SP1', 'KAT2B', 'ESR1', 'FOXO1', 'PDE8A', 'CCND3', 'DRAP1', 'RARA', 'FOXH1', 'CDK4', 'CDKN1B', 'TBL1XR1', 'TP53', 'TFDP2', 'SMAD3', 'HDAC2', 'KDM1A', 'THRB', 'SMARCC1', 'SKIL', 'CDK6', 'NCOA1', 'HIPK2', 'CCND1', 'CCNC']
21	GO:BP	GO:0097659	nucleic acid-templated transcription	5.854167063497882e-47	True	"""The synthesis of an RNA transcript from a nucleic acid template (DNA or RNA)."" [GOC:pr, GOC:txnOH, GOC:vw]"	3586	100	85	21110	0.85	0.0237032905744562	query_1	['GO:0010467', 'GO:0032774']	['REST', 'UBE2I', 'NRIP1', 'RXRA', 'NCOA3', 'TGIF1', 'AKT1', 'WDR77', 'CREBBP', 'CKS1B', 'CBFB', 'CDK5', 'E2F4', 'PPARG', 'CDK7', 'RBL1', 'FOXO3', 'RBL2', 'NR1H2', 'TFDP1', 'NCOA2', 'CTNNB1', 'RB1', 'HDAC1', 'SMARCA4', 'SMARCA2', 'CCNE1', 'FOXG1', 'TBL1X', 'NCOR2', 'SIN3A', 'RXRB', 'NR1H3', 'E2F5', 'CCNA2', 'AR', 'E2F2', 'WWTR1', 'SUMO1', 'CCNH', 'SMAD2', 'SMARCB1', 'SMAD4', 'E2F6', 'RUNX1', 'EP300', 'RBPJ', 'MECP2', 'E2F1', 'PRMT5', 'GPS2', 'NCOR1', 'HDAC3', 'MNAT1', 'SMARCC2', 'SKI', 'SNW1', 'RCOR1', 'CDKN2A', 'CDK2', 'SP1', 'KAT2B', 'ESR1', 'FOXO1', 'PDE8A', 'CCND3', 'DRAP1', 'RARA', 'FOXH1', 'CDK4', 'CDKN1B', 'TBL1XR1', 'TP53', 'TFDP2', 'SMAD3', 'HDAC2', 'KDM1A', 'THRB', 'SMARCC1', 'SKIL', 'CDK6', 'NCOA1', 'HIPK2', 'CCND1', 'CCNC']
22	GO:BP	GO:0032774	RNA biosynthetic process	1.3718567246356796e-46	True	"""The chemical reactions and pathways resulting in the formation of RNA, ribonucleic acid, one of the two main type of nucleic acid, consisting of a long, unbranched macromolecule formed from ribonucleotides joined in 3',5'-phosphodiester linkage. Includes polymerization of ribonucleotide monomers. Refers not only to transcription but also to e.g. viral RNA replication."" [GOC:mah, GOC:txnOH]"	3623	100	85	21110	0.85	0.0234612199834391	query_1	['GO:0009059', 'GO:0016070', 'GO:0034654']	['REST', 'UBE2I', 'NRIP1', 'RXRA', 'NCOA3', 'TGIF1', 'AKT1', 'WDR77', 'CREBBP', 'CKS1B', 'CBFB', 'CDK5', 'E2F4', 'PPARG', 'CDK7', 'RBL1', 'FOXO3', 'RBL2', 'NR1H2', 'TFDP1', 'NCOA2', 'CTNNB1', 'RB1', 'HDAC1', 'SMARCA4', 'SMARCA2', 'CCNE1', 'FOXG1', 'TBL1X', 'NCOR2', 'SIN3A', 'RXRB', 'NR1H3', 'E2F5', 'CCNA2', 'AR', 'E2F2', 'WWTR1', 'SUMO1', 'CCNH', 'SMAD2', 'SMARCB1', 'SMAD4', 'E2F6', 'RUNX1', 'EP300', 'RBPJ', 'MECP2', 'E2F1', 'PRMT5', 'GPS2', 'NCOR1', 'HDAC3', 'MNAT1', 'SMARCC2', 'SKI', 'SNW1', 'RCOR1', 'CDKN2A', 'CDK2', 'SP1', 'KAT2B', 'ESR1', 'FOXO1', 'PDE8A', 'CCND3', 'DRAP1', 'RARA', 'FOXH1', 'CDK4', 'CDKN1B', 'TBL1XR1', 'TP53', 'TFDP2', 'SMAD3', 'HDAC2', 'KDM1A', 'THRB', 'SMARCC1', 'SKIL', 'CDK6', 'NCOA1', 'HIPK2', 'CCND1', 'CCNC']
23	GO:BP	GO:0051253	negative regulation of RNA metabolic process	2.7638653622311442e-46	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways involving RNA."" [GOC:ai]"	1443	100	64	21110	0.64	0.0443520443520443	query_1	['GO:0010605', 'GO:0016070', 'GO:0045934', 'GO:0051252']	['REST', 'UBE2I', 'NRIP1', 'RXRA', 'TGIF1', 'CREBBP', 'CBFB', 'CDK5', 'PPARG', 'RBL1', 'FOXO3', 'NR1H2', 'NCOA2', 'CTNNB1', 'RB1', 'HDAC1', 'SMARCA4', 'SMARCA2', 'CCNE1', 'FOXG1', 'TBL1X', 'NCOR2', 'SIN3A', 'NR1H3', 'AR', 'WWTR1', 'SUMO1', 'SMAD2', 'SMAD4', 'E2F6', 'RUNX1', 'EP300', 'RBPJ', 'MECP2', 'E2F1', 'PRMT5', 'GPS2', 'NCOR1', 'HDAC3', 'SMARCC2', 'SKI', 'SNW1', 'RCOR1', 'CDKN2A', 'CDK2', 'KAT2B', 'ESR1', 'FOXO1', 'CCND3', 'DRAP1', 'RARA', 'FOXH1', 'CDKN1B', 'TBL1XR1', 'TP53', 'TFDP2', 'SMAD3', 'HDAC2', 'KDM1A', 'THRB', 'SKIL', 'CDK6', 'HIPK2', 'CCND1']
24	GO:BP	GO:0031323	regulation of cellular metabolic process	5.8825017744611016e-46	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways by which individual cells transform chemical substances."" [GOC:mah]"	5493	100	95	21110	0.95	0.0172947387584198	query_1	['GO:0019222', 'GO:0044237', 'GO:0050794']	['REST', 'UBE2I', 'NRIP1', 'RXRA', 'CDKN2B', 'NCOA3', 'TGIF1', 'AKT1', 'WDR77', 'CREBBP', 'CKS1B', 'CBFB', 'CDK5', 'E2F4', 'PPARG', 'CCNB1', 'CDK7', 'RBL1', 'FOXO3', 'CCNE2', 'RBL2', 'NR1H2', 'TFDP1', 'NCOA2', 'CTNNB1', 'RB1', 'HDAC1', 'SMARCA4', 'SMARCA2', 'CCNE1', 'FOXG1', 'TBL1X', 'NCOR2', 'SIN3A', 'CDKN2D', 'RXRB', 'NR1H3', 'E2F5', 'CDKN1A', 'CCNA2', 'AR', 'E2F2', 'WWTR1', 'SUMO1', 'CCNH', 'SMAD2', 'SMARCB1', 'SMAD4', 'E2F6', 'RUNX1', 'EP300', 'RBPJ', 'MECP2', 'CCND2', 'E2F1', 'PRMT5', 'RIOK1', 'GPS2', 'NCOR1', 'HDAC3', 'MNAT1', 'CDK1', 'SMARCC2', 'SKI', 'SNW1', 'CDKN2C', 'RCOR1', 'CDKN2A', 'CDK2', 'SP1', 'KAT2B', 'ESR1', 'FOXO1', 'PDE8A', 'CCND3', 'DRAP1', 'RARA', 'FOXH1', 'CDK4', 'CDKN1B', 'CLNS1A', 'TBL1XR1', 'TP53', 'TFDP2', 'SMAD3', 'HDAC2', 'KDM1A', 'THRB', 'SMARCC1', 'SKIL', 'CDK6', 'NCOA1', 'HIPK2', 'CCND1', 'CCNC']
25	GO:BP	GO:0045934	negative regulation of nucleobase-containing compound metabolic process	1.429502238344492e-45	True	"""Any cellular process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways involving nucleobases, nucleosides, nucleotides and nucleic acids."" [GOC:go_curators]"	1558	100	65	21110	0.65	0.0417201540436457	query_1	['GO:0006139', 'GO:0019219', 'GO:0031324', 'GO:0051172']	['REST', 'UBE2I', 'NRIP1', 'RXRA', 'TGIF1', 'CREBBP', 'CBFB', 'CDK5', 'PPARG', 'RBL1', 'FOXO3', 'NR1H2', 'NCOA2', 'CTNNB1', 'RB1', 'HDAC1', 'SMARCA4', 'SMARCA2', 'CCNE1', 'FOXG1', 'TBL1X', 'NCOR2', 'SIN3A', 'NR1H3', 'CDKN1A', 'AR', 'WWTR1', 'SUMO1', 'SMAD2', 'SMAD4', 'E2F6', 'RUNX1', 'EP300', 'RBPJ', 'MECP2', 'E2F1', 'PRMT5', 'GPS2', 'NCOR1', 'HDAC3', 'SMARCC2', 'SKI', 'SNW1', 'RCOR1', 'CDKN2A', 'CDK2', 'KAT2B', 'ESR1', 'FOXO1', 'CCND3', 'DRAP1', 'RARA', 'FOXH1', 'CDKN1B', 'TBL1XR1', 'TP53', 'TFDP2', 'SMAD3', 'HDAC2', 'KDM1A', 'THRB', 'SKIL', 'CDK6', 'HIPK2', 'CCND1']
26	GO:BP	GO:0034654	nucleobase-containing compound biosynthetic process	2.2972914276711585e-45	True	"""The chemical reactions and pathways resulting in the formation of nucleobases, nucleosides, nucleotides and nucleic acids."" [GOC:mah]"	4055	100	87	21110	0.87	0.0214549938347718	query_1	['GO:0006139', 'GO:0018130', 'GO:0019438', 'GO:0044271', 'GO:1901362']	['REST', 'UBE2I', 'NRIP1', 'RXRA', 'NCOA3', 'TGIF1', 'AKT1', 'WDR77', 'CREBBP', 'CKS1B', 'CBFB', 'CDK5', 'E2F4', 'PPARG', 'CDK7', 'RBL1', 'FOXO3', 'RBL2', 'NR1H2', 'TFDP1', 'NCOA2', 'CTNNB1', 'RB1', 'HDAC1', 'SMARCA4', 'SMARCA2', 'CCNE1', 'FOXG1', 'TBL1X', 'NCOR2', 'SIN3A', 'CDKN2D', 'RXRB', 'NR1H3', 'E2F5', 'CDKN1A', 'CCNA2', 'AR', 'E2F2', 'WWTR1', 'SUMO1', 'CCNH', 'SMAD2', 'SMARCB1', 'SMAD4', 'E2F6', 'RUNX1', 'EP300', 'RBPJ', 'MECP2', 'E2F1', 'PRMT5', 'GPS2', 'NCOR1', 'HDAC3', 'MNAT1', 'SMARCC2', 'SKI', 'SNW1', 'RCOR1', 'CDKN2A', 'CDK2', 'SP1', 'KAT2B', 'ESR1', 'FOXO1', 'PDE8A', 'CCND3', 'DRAP1', 'RARA', 'FOXH1', 'CDK4', 'CDKN1B', 'TBL1XR1', 'TP53', 'TFDP2', 'SMAD3', 'HDAC2', 'KDM1A', 'THRB', 'SMARCC1', 'SKIL', 'CDK6', 'NCOA1', 'HIPK2', 'CCND1', 'CCNC']
27	WP	WP:WP179	Cell cycle	5.684892108633186e-45	True	Cell cycle	120	93	38	8133	0.4086021505376344	0.3166666666666666	query_1	['WP:000000']	['CDKN2B', 'E2F4', 'CCNB1', 'CDK7', 'RBL1', 'CCNE2', 'RBL2', 'TFDP1', 'RB1', 'HDAC1', 'CCNE1', 'CDKN2D', 'E2F5', 'CDKN1A', 'CCNA2', 'E2F2', 'CCNH', 'SMAD2', 'SKP1', 'SMAD4', 'EP300', 'CCND2', 'E2F1', 'CDK1', 'CDKN2C', 'CDKN2A', 'CDK2', 'CCND3', 'SKP2', 'CDK4', 'CDKN1B', 'CUL1', 'TP53', 'TFDP2', 'SMAD3', 'HDAC2', 'CDK6', 'CCND1']
