GAPO syndrome	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
129	GO:CC	GO:0043195	terminal bouton	0.0070526452401166	True	"""Terminal inflated portion of the axon, containing the specialized apparatus necessary to release neurotransmitters. The axon terminus is considered to be the whole region of thickening and the terminal bouton is a specialized region of it."" [GOC:dph, GOC:mc, GOC:nln, PMID:10218156, PMID:8409967]"	44	101	3	16420	0.0297029702970297	0.0681818181818181	query_1	['GO:0043679', 'GO:0098793']	['SLC18A3', 'HSPA8', 'RAB3A']
50	REAC	REAC:R-HSA-6807878	COPI-mediated anterograde transport	0.0075081798711351	True	COPI-mediated anterograde transport	100	82	5	10022	0.0609756097560975	0.05	query_1	['REAC:R-HSA-199977']	['GOSR1', 'GOSR2', 'BET1', 'NAPA', 'STX5']
49	REAC	REAC:R-HSA-6798695	Neutrophil degranulation	0.0075081798711351	True	Neutrophil degranulation	463	82	11	10022	0.1341463414634146	0.0237580993520518	query_1	['REAC:R-HSA-168249']	['DOK3', 'TMEM30A', 'ATP11A', 'SNAP25', 'IGF2R', 'SNAP23', 'AP1M1', 'HSPA8', 'VAMP8', 'SNAP29', 'RAB3A']
232	GO:BP	GO:0043304	regulation of mast cell degranulation	0.0076241837470416	True	"""Any process that modulates the frequency, rate, or extent of mast cell degranulation."" [ISBN:0781735149]"	31	98	3	15719	0.0306122448979591	0.0967741935483871	query_1	['GO:0002886', 'GO:0033006', 'GO:0043300', 'GO:0043303']	['VAMP7', 'STXBP1', 'VAMP8']
132	GO:CC	GO:0042589	zymogen granule membrane	0.00773559261012	True	"""The lipid bilayer surrounding a zymogen granule."" [GOC:jl]"	13	101	2	16420	0.0198019801980198	0.1538461538461538	query_1	['GO:0030667', 'GO:0042588']	['VAMP2', 'STX3']
130	GO:CC	GO:0099243	extrinsic component of synaptic membrane	0.00773559261012	True	"""The component of the synaptic membrane consisting of gene products and protein complexes that are loosely bound to one of its surfaces, but not integrated into the hydrophobic region."" [GOC:dos]"	13	101	2	16420	0.0198019801980198	0.1538461538461538	query_1	['GO:0019897', 'GO:0097060']	['PICALM', 'STXBP1']
131	GO:CC	GO:0099523	presynaptic cytosol	0.00773559261012	True	"""The region of the cytosol consisting of all cytosol that is part of the presynapse."" [GOC:dos]"	13	101	2	16420	0.0198019801980198	0.1538461538461538	query_1	['GO:0098793', 'GO:0099522']	['HSPA8', 'STXBP1']
233	GO:BP	GO:0031623	receptor internalization	0.0077899825853539	True	"""A receptor-mediated endocytosis process that results in the movement of receptors from the plasma membrane to the inside of the cell. The process begins when cell surface receptors are monoubiquitinated following ligand-induced activation. Receptors are subsequently taken up into endocytic vesicles from where they are either targeted to the lysosome or vacuole for degradation or recycled back to the plasma membrane."" [GOC:bf, GOC:mah, GOC:signaling, PMID:15006537, PMID:19643732]"	121	98	5	15719	0.0510204081632653	0.0413223140495867	query_1	['GO:0006898']	['HGS', 'PICALM', 'CLTC', 'DNM2', 'SNAP25']
234	GO:BP	GO:0061669	spontaneous neurotransmitter secretion	0.0085036920399782	True	"""Neurotransmitter secretion that occurs in the absence of the action of a secretagogue or a presynaptic action potential."" [GOC:dph, GOC:pad, GOC:PARL, PMID:21334193]"	8	98	2	15719	0.0204081632653061	0.25	query_1	['GO:0007269', 'GO:0098814']	['SYT1', 'STX1B']
235	GO:BP	GO:2000389	regulation of neutrophil extravasation	0.0085036920399782	True	"""Any process that modulates the frequency, rate or extent of neutrophil extravasation."" [GOC:mah]"	8	98	2	15719	0.0204081632653061	0.25	query_1	['GO:0002691', 'GO:0072672', 'GO:1902622']	['CD99L2', 'CD99']
51	REAC	REAC:R-HSA-199977	ER to Golgi Anterograde Transport	0.0085682723541775	True	ER to Golgi Anterograde Transport	153	82	6	10022	0.073170731707317	0.0392156862745098	query_1	['REAC:R-HSA-199991', 'REAC:R-HSA-948021']	['GOSR1', 'GOSR2', 'BET1', 'SEC22B', 'NAPA', 'STX5']
133	GO:CC	GO:0097470	ribbon synapse	0.008921682164223	True	"""Type of synapse characterized by an electron-dense ribbon, lamella (bar) or spherical body in the presynaptic process cytoplasm."" [NIF_Subcellular:sao1884931180, PMID:15626493]"	14	101	2	16420	0.0198019801980198	0.1428571428571428	query_1	['GO:0045202']	['SNAP25', 'HSPA8']
52	REAC	REAC:R-HSA-1236975	Antigen processing-Cross presentation	0.0089764869361984	True	Antigen processing-Cross presentation	105	82	5	10022	0.0609756097560975	0.0476190476190476	query_1	['REAC:R-HSA-983169']	['STX4', 'SNAP23', 'VAMP3', 'SEC22B', 'VAMP8']
236	GO:BP	GO:0033006	regulation of mast cell activation involved in immune response	0.0090162905366037	True	"""Any process that modulates the frequency, rate, or extent of mast cell activation as part of an immune response."" [GOC:mah]"	33	98	3	15719	0.0306122448979591	0.0909090909090909	query_1	['GO:0002279', 'GO:0002699', 'GO:0033003', 'GO:0050776']	['VAMP7', 'STXBP1', 'VAMP8']
54	REAC	REAC:R-HSA-182971	EGFR downregulation	0.0095709178222307	True	EGFR downregulation	30	82	3	10022	0.0365853658536585	0.1	query_1	['REAC:R-HSA-177929']	['HGS', 'STAM2', 'STAM']
53	REAC	REAC:R-HSA-9662360	Sensory processing of sound by inner hair cells of the cochlea	0.0095709178222307	True	Sensory processing of sound by inner hair cells of the cochlea	64	82	4	10022	0.048780487804878	0.0625	query_1	['REAC:R-HSA-9659379']	['VAMP2', 'STX1A', 'SNAP25', 'RAB3A']
237	GO:BP	GO:0042886	amide transport	0.0097172216664249	True	"""The directed movement of an amide, any compound containing one, two, or three acyl groups attached to a nitrogen atom, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:jl, ISBN:0198506732]"	337	98	8	15719	0.0816326530612244	0.0237388724035608	query_1	['GO:0071705']	['STX1A', 'VPS54', 'SLC17A7', 'STX4', 'SNAP25', 'STXBP1', 'EIPR1', 'RAB3A']
238	GO:BP	GO:0035418	protein localization to synapse	0.0098286315663167	True	"""Any process in which a protein is transported to, and/or maintained at the synapse, the junction between a nerve fiber of one neuron and another neuron or muscle fiber or glial cell."" [GOC:bf]"	75	98	4	15719	0.0408163265306122	0.0533333333333333	query_1	['GO:1902414']	['STX3', 'STX1B', 'SNAP25', 'SNAP47']
135	GO:CC	GO:0031985	Golgi cisterna	0.0101282799094988	True	"""Any of the thin, flattened membrane-bounded compartments that form the central portion of the Golgi complex."" [GOC:mah]"	103	101	4	16420	0.0396039603960396	0.0388349514563106	query_1	['GO:0005795', 'GO:0098791']	['GOSR1', 'B4GALNT4', 'BET1', 'STX16']
134	GO:CC	GO:0043229	intracellular organelle	0.0101282799094988	True	"""Organized structure of distinctive morphology and function, occurring within the cell. Includes the nucleus, mitochondria, plastids, vacuoles, vesicles, ribosomes and the cytoskeleton. Excludes the plasma membrane."" [GOC:go_curators]"	12263	101	87	16420	0.8613861386138614	0.0070945119465057	query_1	['GO:0005622', 'GO:0043226']	['AP1G2', 'VAMP7', 'AP1B1', 'GOSR1', 'MLF1', 'VTI1B', 'VTI1A', 'TINAGL1', 'AGFG1', 'CHMP2A', 'SYT1', 'STAMBP', 'B4GALNT4', 'HGS', 'ATP10D', 'BHLHE41', 'ATP10A', 'COLEC12', 'PICALM', 'STAM2', 'DOK3', 'CLTC', 'GOSR2', 'VPS52', 'VAMP2', 'ATP8B1', 'STX7', 'TMEM30A', 'ATP11A', 'AP1AR', 'STX1A', 'STX6', 'VPS54', 'SH3BP1', 'PACS1', 'SLC17A7', 'AP1S1', 'SDCCAG8', 'TPP2', 'ATP10B', 'AP1M2', 'STX10', 'STX3', 'SYNRG', 'STAM', 'AP1G1', 'SLC18A3', 'VAMP4', 'STXBP5', 'VPS50', 'DNM2', 'STX1B', 'SCARA3', 'STX4', 'SNAP25', 'IGF2R', 'AP1S3', 'BET1', 'HEATR5B', 'SNAP23', 'LITAF', 'WDR37', 'VPS53', 'RAB9A', 'AP1S2', 'HSPG2', 'VAMP1', 'ANTXR1', 'VAMP3', 'AP1M1', 'SEC22B', 'STX12', 'HSPA8', 'STXBP1', 'LGI3', 'SNAP47', 'AFTPH', 'VAMP8', 'STX16', 'SNAP29', 'NFIL3', 'EIPR1', 'STX8', 'FURIN', 'VPS51', 'RAB3A', 'STX5']
239	GO:BP	GO:0060478	acrosomal vesicle exocytosis	0.0107074397276672	True	"""The calcium ion regulated exocytosis which results in fusion of the acrosomal vesicle with the plasma membrane of the sperm as part of the acrosome reaction."" [GOC:dph]"	9	98	2	15719	0.0204081632653061	0.2222222222222222	query_1	['GO:0007340', 'GO:0017156', 'GO:0022414']	['STXBP1', 'RAB3A']
136	GO:CC	GO:0042588	zymogen granule	0.0114154313503995	True	"""A membrane-bounded, cytoplasmic secretory granule found in enzyme-secreting cells and visible by light microscopy. Contain zymogen, an inactive enzyme precursor, often of a digestive enzyme."" [GOC:jl, ISBN:0198506732]"	16	101	2	16420	0.0198019801980198	0.125	query_1	['GO:0030141']	['VAMP2', 'STX3']
240	GO:BP	GO:0051938	L-glutamate import	0.0114474938999479	True	"""The directed movement of L-glutamate, the L-enantiomer of the anion of 2-aminopentanedioic acid, into a cell or organelle."" [GOC:ai, GOC:jsg, GOC:mah]"	36	98	3	15719	0.0306122448979591	0.0833333333333333	query_1	['GO:0006835', 'GO:0015800', 'GO:0015807', 'GO:0042886']	['VPS54', 'SLC17A7', 'STXBP1']
55	REAC	REAC:R-HSA-9706019	RHOBTB3 ATPase cycle	0.0117962762358348	True	RHOBTB3 ATPase cycle	9	82	2	10022	0.024390243902439	0.2222222222222222	query_1	['REAC:R-HSA-9716542']	['HGS', 'RAB9A']
56	REAC	REAC:R-HSA-5694530	Cargo concentration in the ER	0.0121936204697097	True	Cargo concentration in the ER	33	82	3	10022	0.0365853658536585	0.0909090909090909	query_1	['REAC:R-HSA-199977']	['GOSR2', 'SEC22B', 'STX5']
241	GO:BP	GO:0010324	membrane invagination	0.012334830468618	True	"""The infolding of a membrane."" [GOC:tb]"	80	98	4	15719	0.0408163265306122	0.05	query_1	['GO:0061024']	['VAMP7', 'CHMP2A', 'HGS', 'SH3BP1']
137	GO:CC	GO:0030424	axon	0.0124108583230138	True	"""The long process of a neuron that conducts nerve impulses, usually away from the cell body to the terminals and varicosities, which are sites of storage and release of neurotransmitter."" [GOC:nln, ISBN:0198506732]"	617	101	10	16420	0.099009900990099	0.0162074554294975	query_1	['GO:0043005']	['SYT1', 'STX1A', 'STX3', 'SLC18A3', 'DNM2', 'STX1B', 'SNAP25', 'HSPA8', 'STXBP1', 'RAB3A']
245	GO:BP	GO:0048757	pigment granule maturation	0.0129522032924197	True	"""Steps required to form a membrane-bounded organelle into a pigment granule containing pigment. Maturation is a developmental process, independent of morphogenetic (shape) change, that is required for a cell or structure to attain its fully functional state."" [GOC:dgh, GOC:jid, GOC:mh]"	10	98	2	15719	0.0204081632653061	0.2	query_1	['GO:0021700', 'GO:0043482', 'GO:0050931']	['AP1G1', 'AP1M1']
244	GO:BP	GO:0044351	macropinocytosis	0.0129522032924197	True	"""An endocytosis process that results in the uptake of liquid material by cells from their external environment by the 'ruffling' of the cell membrane to form heterogeneously sized intracellular vesicles called macropinosomes, which can be up to 5 micrometers in size."" [PMID:14732047]"	10	98	2	15719	0.0204081632653061	0.2	query_1	['GO:0006907']	['DNM2', 'STX1B']
243	GO:BP	GO:0035646	endosome to melanosome transport	0.0129522032924197	True	"""The directed movement of substances from endosomes to the melanosome, a specialised lysosome-related organelle."" [PMID:16162817]"	10	98	2	15719	0.0204081632653061	0.2	query_1	['GO:0043485']	['AP1G1', 'AP1M1']
242	GO:BP	GO:0043485	endosome to pigment granule transport	0.0129522032924197	True	"""The directed movement of substances from endosomes to pigment granules."" [GOC:jl]"	10	98	2	15719	0.0204081632653061	0.2	query_1	['GO:0046907', 'GO:0048757']	['AP1G1', 'AP1M1']
246	GO:BP	GO:0033572	transferrin transport	0.0129522032924197	True	"""The directed movement of transferrin into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:mlg]"	10	98	2	15719	0.0204081632653061	0.2	query_1	['GO:0006826', 'GO:0015031']	['CLTC', 'DNM2']
57	REAC	REAC:R-HSA-9772572	Early SARS-CoV-2 Infection Events	0.0130661047650736	True	Early SARS-CoV-2 Infection Events	34	82	3	10022	0.0365853658536585	0.088235294117647	query_1	['REAC:R-HSA-9694516']	['CHMP2A', 'HSPG2', 'FURIN']
138	GO:CC	GO:0060076	excitatory synapse	0.0130903962369152	True	"""A synapse in which an action potential in the presynaptic cell increases the probability of an action potential occurring in the postsynaptic cell."" [GOC:dph, GOC:ef]"	56	101	3	16420	0.0297029702970297	0.0535714285714285	query_1	['GO:0045202']	['SYT1', 'SLC17A7', 'STXBP1']
247	GO:BP	GO:0015844	monoamine transport	0.0131854289781665	True	"""The directed movement of monoamines, organic compounds that contain one amino group that is connected to an aromatic ring by an ethylene group (-CH2-CH2-), into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:mah]"	82	98	4	15719	0.0408163265306122	0.048780487804878	query_1	['GO:0071702', 'GO:0071705']	['SYT1', 'STX1A', 'SLC18A3', 'RAB3A']
139	GO:CC	GO:0005776	autophagosome	0.0132536021755917	True	"""A double-membrane-bounded compartment that engulfs endogenous cellular material as well as invading microorganisms to target them to the lytic vacuole/lysosome for degradation as part of macroautophagy."" [GOC:autophagy, ISBN:0198547684, PMID:11099404]"	112	101	4	16420	0.0396039603960396	0.0357142857142857	query_1	['GO:0005773']	['VTI1A', 'CHMP2A', 'HSPA8', 'SNAP29']
58	REAC	REAC:R-HSA-9659379	Sensory processing of sound	0.0137078173232619	True	Sensory processing of sound	72	82	4	10022	0.048780487804878	0.0555555555555555	query_1	['REAC:R-HSA-9709957']	['VAMP2', 'STX1A', 'SNAP25', 'RAB3A']
248	GO:BP	GO:2000008	regulation of protein localization to cell surface	0.0139913837360022	True	"""Any process that modulates the frequency, rate or extent of protein localization to the cell surface."" [GOC:obol]"	39	98	3	15719	0.0306122448979591	0.0769230769230769	query_1	['GO:0032880', 'GO:0034394']	['PICALM', 'STX3', 'STX4']
249	GO:BP	GO:0002697	regulation of immune effector process	0.0147828563424279	True	"""Any process that modulates the frequency, rate, or extent of an immune effector process."" [GOC:add]"	363	98	8	15719	0.0816326530612244	0.0220385674931129	query_1	['GO:0002252', 'GO:0002682']	['VAMP7', 'CLEC4G', 'STX7', 'AP1G1', 'STX4', 'LITAF', 'STXBP1', 'VAMP8']
250	GO:BP	GO:0099072	regulation of postsynaptic membrane neurotransmitter receptor levels	0.0148687628041301	True	"""Any process that regulates the the local concentration of neurotransmitter receptor at the postsynaptic membrane."" [GOC:dos]"	85	98	4	15719	0.0408163265306122	0.0470588235294117	query_1	['GO:0065008']	['STX3', 'STX1B', 'SNAP25', 'SNAP47']
251	GO:BP	GO:0048489	synaptic vesicle transport	0.0148786258218182	True	"""The directed movement of synaptic vesicles."" [GOC:aruk, GOC:bc, GOC:jid, GOC:lmg, GOC:pr]"	40	98	3	15719	0.0306122448979591	0.075	query_1	['GO:0006810', 'GO:0051650', 'GO:0097479']	['PICALM', 'DNM2', 'RAB3A']
140	GO:CC	GO:0043226	organelle	0.0149662921429371	True	"""Organized structure of distinctive morphology and function. Includes the nucleus, mitochondria, plastids, vacuoles, vesicles, ribosomes and the cytoskeleton, and prokaryotic structures such as anammoxosomes and pirellulosomes. Excludes the plasma membrane."" [GOC:go_curators]"	12969	101	90	16420	0.8910891089108911	0.0069396252602359	query_1	['GO:0110165']	['AP1G2', 'VAMP7', 'AP1B1', 'GOSR1', 'MLF1', 'VTI1B', 'VTI1A', 'TINAGL1', 'AGFG1', 'CHMP2A', 'SYT1', 'STAMBP', 'B4GALNT4', 'HGS', 'ATP10D', 'BHLHE41', 'ATP10A', 'COLEC12', 'PICALM', 'STAM2', 'DOK3', 'CLTC', 'GOSR2', 'VPS52', 'VAMP2', 'ATP8B1', 'STX7', 'TMEM30A', 'PILRA', 'ATP11A', 'AP1AR', 'STX1A', 'STX6', 'VPS54', 'SH3BP1', 'PACS1', 'SLC17A7', 'AP1S1', 'SDCCAG8', 'TPP2', 'ATP10B', 'AP1M2', 'STX10', 'STX3', 'SYNRG', 'STAM', 'AP1G1', 'SLC18A3', 'VAMP4', 'STXBP5', 'VPS50', 'DNM2', 'STX1B', 'NID2', 'SCARA3', 'STX4', 'SNAP25', 'IGF2R', 'AP1S3', 'BET1', 'HEATR5B', 'SNAP23', 'LITAF', 'WDR37', 'VPS53', 'RAB9A', 'AP1S2', 'HSPG2', 'VAMP1', 'ANTXR1', 'VAMP3', 'AP1M1', 'SEC22B', 'STX12', 'HSPA8', 'STXBP1', 'LGI3', 'SNAP47', 'AFTPH', 'VAMP8', 'STX16', 'SNAP29', 'NFIL3', 'EIPR1', 'STX8', 'FURIN', 'VPS51', 'NAPA', 'RAB3A', 'STX5']
252	GO:BP	GO:0051128	regulation of cellular component organization	0.014988021264798	True	"""Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of cell structures, including the plasma membrane and any external encapsulating structures such as the cell wall and cell envelope."" [GOC:ai]"	2347	98	26	15719	0.2653061224489796	0.0110779718789944	query_1	['GO:0016043', 'GO:0050794']	['CHMP2A', 'SYT1', 'ATP10A', 'PICALM', 'CLTC', 'ATP8B1', 'TMEM30A', 'AP1AR', 'STX1A', 'SH3BP1', 'SLC17A7', 'SDCCAG8', 'STAM', 'SLC18A3', 'VAMP4', 'STXBP5', 'DNM2', 'STX1B', 'SNAP25', 'ANTXR1', 'SEC22B', 'HSPA8', 'STXBP1', 'NAPA', 'RAB3A', 'STX5']
253	GO:BP	GO:0002366	leukocyte activation involved in immune response	0.0152625585824562	True	"""A change in morphology and behavior of a leukocyte resulting from exposure to a specific antigen, mitogen, cytokine, cellular ligand, or soluble factor, leading to the initiation or perpetuation of an immune response."" [GOC:add, ISBN:0781735149]"	285	98	7	15719	0.0714285714285714	0.0245614035087719	query_1	['GO:0002263', 'GO:0045321']	['VAMP7', 'VAMP2', 'AP1G1', 'STX4', 'SNAP23', 'STXBP1', 'VAMP8']
141	GO:CC	GO:0099522	cytosolic region	0.0155069996718177	True	"""Any (proper) part of the cytosol of a single cell of sufficient size to still be considered cytosol."" [GOC:dos]"	19	101	2	16420	0.0198019801980198	0.1052631578947368	query_1	['GO:0005829']	['HSPA8', 'STXBP1']
144	GO:CC	GO:0098594	mucin granule	0.015696448921859	True	"""A secretory granule that contains mucin."" [PMID:16377632]"	1	101	1	16420	0.0099009900990099	1.0	query_1	['GO:0030141']	['VAMP8']
143	GO:CC	GO:0070161	anchoring junction	0.015696448921859	True	"""A cell junction that mechanically attaches a cell (and its cytoskeleton) to neighboring cells or to the extracellular matrix."" [ISBN:0815332181]"	855	101	12	16420	0.1188118811881188	0.0140350877192982	query_1	['GO:0030054']	['CD99L2', 'CD99', 'CLTC', 'SH3BP1', 'SDCCAG8', 'STX3', 'DNM2', 'IGF2R', 'SNAP23', 'HSPG2', 'HSPA8', 'STX16']
142	GO:CC	GO:0150034	distal axon	0.015696448921859	True	"""That part of an axon close to and including the growth cone or the axon terminus."" [GOC:aruk, GOC:bc, PMID:17202468]"	267	101	6	16420	0.0594059405940594	0.0224719101123595	query_1	['GO:0030424', 'GO:0110165']	['STX3', 'SLC18A3', 'DNM2', 'SNAP25', 'HSPA8', 'RAB3A']
59	REAC	REAC:R-HSA-948021	Transport to the Golgi and subsequent modification	0.0158910023031627	True	Transport to the Golgi and subsequent modification	178	82	6	10022	0.073170731707317	0.0337078651685393	query_1	['REAC:R-HSA-446203']	['GOSR1', 'GOSR2', 'BET1', 'SEC22B', 'NAPA', 'STX5']
60	REAC	REAC:R-HSA-196025	Formation of annular gap junctions	0.0161059633290749	True	Formation of annular gap junctions	11	82	2	10022	0.024390243902439	0.1818181818181818	query_1	['REAC:R-HSA-190873']	['CLTC', 'DNM2']
61	REAC	REAC:R-HSA-422356	Regulation of insulin secretion	0.0161059633290749	True	Regulation of insulin secretion	76	82	4	10022	0.048780487804878	0.0526315789473684	query_1	['REAC:R-HSA-163685']	['VAMP2', 'STX1A', 'SNAP25', 'STXBP1']
254	GO:BP	GO:0002263	cell activation involved in immune response	0.0164440935749289	True	"""A change in the morphology or behavior of a cell resulting from exposure to an activating factor such as a cellular or soluble ligand, leading to the initiation or perpetuation of an immune response."" [GO_REF:0000022, GOC:add, ISBN:0781735149]"	289	98	7	15719	0.0714285714285714	0.0242214532871972	query_1	['GO:0001775', 'GO:0002252', 'GO:0006955']	['VAMP7', 'VAMP2', 'AP1G1', 'STX4', 'SNAP23', 'STXBP1', 'VAMP8']
255	GO:BP	GO:0072583	clathrin-dependent endocytosis	0.0168655335097233	True	"""An endocytosis process that begins when material is taken up into clathrin-coated pits, which then pinch off to form clathrin-coated endocytic vesicles."" [GOC:BHF, GOC:mah, PMID:18498251, PMID:8970738, PMID:9234965]"	42	98	3	15719	0.0306122448979591	0.0714285714285714	query_1	['GO:0006898']	['PICALM', 'CLTC', 'DNM2']
259	GO:BP	GO:0043482	cellular pigment accumulation	0.0177639953273139	True	"""The aggregation of coloring matter in a particular location in a cell, occurring in response to some external stimulus."" [GOC:jl]"	12	98	2	15719	0.0204081632653061	0.1666666666666666	query_1	['GO:0033059', 'GO:0043476', 'GO:0051716']	['AP1G1', 'AP1M1']
256	GO:BP	GO:0006855	xenobiotic transmembrane transport	0.0177639953273139	True	"""The process in which a xenobiotic, a compound foreign to the organim exposed to it, is transported across a membrane. It may be synthesized by another organism (like ampicilin) or it can be a synthetic chemical."" [GOC:ai, GOC:bf, GOC:krc]"	12	98	2	15719	0.0204081632653061	0.1666666666666666	query_1	['GO:0042908', 'GO:0055085']	['ATP8B1', 'TMEM30A']
257	GO:BP	GO:2000300	regulation of synaptic vesicle exocytosis	0.0177639953273139	True	"""Any process that modulates the frequency, rate or extent of synaptic vesicle exocytosis."" [GOC:obol]"	43	98	3	15719	0.0306122448979591	0.0697674418604651	query_1	['GO:0016079', 'GO:0046928', 'GO:1903305']	['SYT1', 'STXBP5', 'RAB3A']
258	GO:BP	GO:0043320	natural killer cell degranulation	0.0177639953273139	True	"""The regulated exocytosis of secretory granules containing preformed mediators such as perforin and granzymes by a natural killer cell."" [ISBN:0781735149]"	12	98	2	15719	0.0204081632653061	0.1666666666666666	query_1	['GO:0002323', 'GO:0042267', 'GO:0043299']	['VAMP7', 'AP1G1']
261	GO:BP	GO:0043476	pigment accumulation	0.0177639953273139	True	"""The aggregation of coloring matter in a particular location in an organism, tissue or cell, occurring in response to some external stimulus."" [GOC:jl]"	12	98	2	15719	0.0204081632653061	0.1666666666666666	query_1	['GO:0009605', 'GO:0043473']	['AP1G1', 'AP1M1']
260	GO:BP	GO:0072683	T cell extravasation	0.0177639953273139	True	"""The migration of a T cell from the blood vessels into the surrounding tissue."" [CL:0000084, GOC:BHF, GOC:mah]"	12	98	2	15719	0.0204081632653061	0.1666666666666666	query_1	['GO:0045123', 'GO:0072678']	['CD99L2', 'CD99']
262	GO:BP	GO:0033003	regulation of mast cell activation	0.018769618354213	True	"""Any process that modulates the frequency, rate, or extent of mast cell activation."" [GOC:mah]"	44	98	3	15719	0.0306122448979591	0.0681818181818181	query_1	['GO:0002694', 'GO:0045576']	['VAMP7', 'STXBP1', 'VAMP8']
62	REAC	REAC:R-HSA-190873	Gap junction degradation	0.0189196810770444	True	Gap junction degradation	12	82	2	10022	0.024390243902439	0.1666666666666666	query_1	['REAC:R-HSA-190828']	['CLTC', 'DNM2']
263	GO:BP	GO:0022411	cellular component disassembly	0.0202519724169599	True	"""A cellular process that results in the breakdown of a cellular component."" [GOC:isa_complete]"	474	98	9	15719	0.0918367346938775	0.0189873417721519	query_1	['GO:0016043']	['CHMP2A', 'VPS54', 'SH3BP1', 'HSPA8', 'VAMP8', 'SNAP29', 'FURIN', 'NAPA', 'STX5']
264	GO:BP	GO:0098814	spontaneous synaptic transmission	0.0205943066821199	True	"""The low level of synaptic transmission that occurs via spontaneous neurotransmitter release into the synaptic cleft in the absence of a presynaptic action potential."" [PMID:20200227]"	13	98	2	15719	0.0204081632653061	0.1538461538461538	query_1	['GO:0007268']	['SYT1', 'STX1B']
265	GO:BP	GO:0033605	positive regulation of catecholamine secretion	0.0205943066821199	True	"""Any process that activates or increases the frequency, rate or extent of the regulated release of a catecholamine."" [GOC:mah]"	13	98	2	15719	0.0204081632653061	0.1538461538461538	query_1	['GO:0050432', 'GO:0050433', 'GO:0051954', 'GO:1903532']	['SYT1', 'STX1A']
145	GO:CC	GO:0005793	endoplasmic reticulum-Golgi intermediate compartment	0.0213774377420302	True	"""A complex system of membrane-bounded compartments located between endoplasmic reticulum (ER) and the Golgi complex, with a distinctive membrane protein composition; involved in ER-to-Golgi and Golgi-to-ER transport."" [GOC:pr, PMID:16723730]"	130	101	4	16420	0.0396039603960396	0.0307692307692307	query_1	['GO:0005737', 'GO:0043231']	['GOSR2', 'BET1', 'SEC22B', 'STX5']
146	GO:CC	GO:0005622	intracellular anatomical structure	0.0227716358872472	True	"""A component of a cell contained within (but not including) the plasma membrane. In eukaryotes it includes the nucleus and cytoplasm."" [ISBN:0198506732]"	13702	101	93	16420	0.9207920792079208	0.006787330316742	query_1	['GO:0110165']	['AP1G2', 'VAMP7', 'APBA3', 'AP1B1', 'GOSR1', 'MLF1', 'VTI1B', 'VTI1A', 'TINAGL1', 'AGFG1', 'CHMP2A', 'SYT1', 'STAMBP', 'B4GALNT4', 'HGS', 'ATP10D', 'BHLHE41', 'ATP10A', 'COLEC12', 'PICALM', 'STAM2', 'CD99', 'DOK3', 'CLTC', 'GOSR2', 'VPS52', 'VAMP2', 'ATP8B1', 'STX7', 'TMEM30A', 'ATP11A', 'AP1AR', 'STX1A', 'STX6', 'VPS54', 'SH3BP1', 'PACS1', 'SLC17A7', 'AP1S1', 'SDCCAG8', 'TPP2', 'ATP10B', 'AP1M2', 'ZFAND6', 'STX10', 'STX3', 'SYNRG', 'STAM', 'ZFAND5', 'AP1G1', 'SLC18A3', 'VAMP4', 'STXBP5', 'VPS50', 'DNM2', 'STX1B', 'SCARA3', 'STX4', 'SNAP25', 'IGF2R', 'AP1S3', 'BET1', 'HEATR5B', 'SNAP23', 'LITAF', 'WDR37', 'VPS53', 'RAB9A', 'AP1S2', 'HSPG2', 'VAMP1', 'ANTXR1', 'TXLNA', 'VAMP3', 'AP1M1', 'SEC22B', 'STX12', 'HSPA8', 'STXBP1', 'LGI3', 'SNAP47', 'AFTPH', 'VAMP8', 'STX16', 'SNAP29', 'NFIL3', 'EIPR1', 'STX8', 'FURIN', 'VPS51', 'NAPA', 'RAB3A', 'STX5']
266	GO:BP	GO:0002274	myeloid leukocyte activation	0.0230840127791257	True	"""A change in the morphology or behavior of a myeloid leukocyte resulting from exposure to an activating factor such as a cellular or soluble ligand."" [GOC:add, ISBN:0781735149]"	231	98	6	15719	0.0612244897959183	0.0259740259740259	query_1	['GO:0045321']	['VAMP7', 'VAMP2', 'STX4', 'SNAP23', 'STXBP1', 'VAMP8']
