GAPO syndrome	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
416	REAC	REAC:R-HSA-5694530	Cargo concentration in the ER	0.0043979730968615	True	Cargo concentration in the ER	33	101	3	17376	0.0297029702970297	0.0909090909090909	query_1	['REAC:R-HSA-199977']	['GOSR2', 'SEC22B', 'STX5']
417	GO:CC	GO:0098686	hippocampal mossy fiber to CA3 synapse	0.0044576358857655	True	"""One of the giant synapses that form between the mossy fiber axons of dentate gyrus granule cells and the large complex spines of CA3 pyramidal cells. It consists of a giant bouton known as the mossy fiber expansion, synapsed to the complex, multiheaded spine (thorny excresence) of a CA3 pyramidal cell."" [DOI:10.1002/1096-9861, PMID:13869693, PMID:23264762]"	40	101	3	17376	0.0297029702970297	0.075	query_1	['GO:0098984']	['SYT1', 'STXBP5', 'SNAP47']
418	GO:BP	GO:0006903	vesicle targeting	0.0046854695581267	True	"""The process in which vesicles are directed to specific destination membranes. Targeting involves coordinated interactions among cytoskeletal elements (microtubules or actin filaments), motor proteins, molecules at the vesicle membrane and target membrane surfaces, and vesicle cargo."" [GOC:mah, PMID:17335816]"	65	101	4	17376	0.0396039603960396	0.0615384615384615	query_1	['GO:0009987', 'GO:0016192', 'GO:0051650']	['AP1AR', 'AP1M2', 'SNAP23', 'SNAP29']
419	REAC	REAC:R-HSA-422356	Regulation of insulin secretion	0.0047265220423591	True	Regulation of insulin secretion	76	101	4	17376	0.0396039603960396	0.0526315789473684	query_1	['REAC:R-HSA-163685']	['VAMP2', 'STX1A', 'SNAP25', 'STXBP1']
420	GO:BP	GO:0045576	mast cell activation	0.0049438007134298	True	"""The change in morphology and behavior of a mast cell resulting from exposure to a cytokine, chemokine, soluble factor, or to (at least in mammals) an antigen which the mast cell has specifically bound via IgE bound to Fc-epsilonRI receptors."" [GOC:mgi_curators, ISBN:0781735149]"	66	101	4	17376	0.0396039603960396	0.0606060606060606	query_1	['GO:0002274']	['VAMP7', 'SNAP23', 'STXBP1', 'VAMP8']
421	REAC	REAC:R-HSA-9012999	RHO GTPase cycle	0.004970235775728	True	RHO GTPase cycle	441	101	9	17376	0.0891089108910891	0.0204081632653061	query_1	['REAC:R-HSA-194315']	['HGS', 'PICALM', 'STAM2', 'CLTC', 'SH3BP1', 'STAM', 'SNAP23', 'VAMP3', 'STX5']
422	GO:BP	GO:0034394	protein localization to cell surface	0.0052114613883678	True	"""A process in which a protein is transported to, or maintained in, a location within the external part of the cell wall and/or plasma membrane."" [GOC:mah]"	67	101	4	17376	0.0396039603960396	0.0597014925373134	query_1	['GO:0008104']	['PICALM', 'VPS54', 'STX3', 'STX4']
423	REAC	REAC:R-HSA-9772572	Early SARS-CoV-2 Infection Events	0.0053280151367343	True	Early SARS-CoV-2 Infection Events	36	101	3	17376	0.0297029702970297	0.0833333333333333	query_1	['REAC:R-HSA-9694516']	['CHMP2A', 'HSPG2', 'FURIN']
424	REAC	REAC:R-HSA-9706019	RHOBTB3 ATPase cycle	0.0053280151367343	True	RHOBTB3 ATPase cycle	9	101	2	17376	0.0198019801980198	0.2222222222222222	query_1	['REAC:R-HSA-9716542']	['HGS', 'RAB9A']
425	GO:CC	GO:0005575	cellular_component	0.0054566698000178	True	"""A location, relative to cellular compartments and structures, occupied by a macromolecular machine when it carries out a molecular function. There are two ways in which the gene ontology describes locations of gene products: (1) relative to cellular structures (e.g., cytoplasmic side of plasma membrane) or compartments (e.g., mitochondrion), and (2) the stable macromolecular complexes of which they are parts (e.g., the ribosome)."" [GOC:pdt, NIF_Subcellular:sao1337158144]"	16341	101	101	17376	1.0	0.0061807722905574	query_1	[]	['AP1G2', 'VAMP7', 'APBA3', 'AP1B1', 'CLEC4G', 'GOSR1', 'MLF1', 'VTI1B', 'VTI1A', 'TINAGL1', 'AGFG1', 'CHMP2A', 'SYT1', 'STAMBP', 'B4GALNT4', 'HGS', 'ATP10D', 'BHLHE41', 'ATP10A', 'CD99L2', 'COLEC12', 'PICALM', 'STAM2', 'CD99', 'DOK3', 'CLTC', 'GOSR2', 'VPS52', 'VAMP2', 'ATP8B1', 'STX7', 'TMEM30A', 'PILRA', 'ATP11A', 'AP1AR', 'STX1A', 'STX6', 'VPS54', 'SH3BP1', 'PACS1', 'SLC17A7', 'AP1S1', 'SDCCAG8', 'LRRTM4', 'TPP2', 'ATP10B', 'AP1M2', 'ZFAND6', 'STX10', 'STX3', 'PILRB', 'SYNRG', 'STAM', 'ZFAND5', 'AP1G1', 'SLC18A3', 'VAMP4', 'PIANP', 'STXBP5', 'VPS50', 'DNM2', 'STX1B', 'NID2', 'SCARA3', 'STX4', 'SNAP25', 'IGF2R', 'AP1S3', 'BET1', 'HEATR5B', 'SNAP23', 'LITAF', 'WDR37', 'VPS53', 'RAB9A', 'AP1S2', 'HSPG2', 'VAMP1', 'ANTXR1', 'TXLNA', 'VAMP3', 'AP1M1', 'SEC22B', 'STX12', 'HSPA8', 'STXBP1', 'LGI3', 'SNAP47', 'AFTPH', 'VAMP8', 'STX16', 'SNAP29', 'NFIL3', 'EIPR1', 'STX8', 'FURIN', 'VPS51', 'NPDC1', 'NAPA', 'RAB3A', 'STX5']
426	GO:BP	GO:0016240	autophagosome membrane docking	0.0056718733590848	True	"""The initial attachment of an autophagosome membrane to a target membrane, mediated by proteins protruding from the membrane of the vesicle and the target membrane. Docking requires only that the two membranes come close enough for these proteins to interact and adhere."" [GOC:autophagy, GOC:mah]"	7	101	2	17376	0.0198019801980198	0.2857142857142857	query_1	['GO:0097352', 'GO:0140056']	['VAMP8', 'SNAP29']
427	GO:BP	GO:0150093	amyloid-beta clearance by transcytosis	0.0056718733590848	True	"""The process in which amyloid-beta is removed from extracellular brain regions by cell surface receptor-mediated endocytosis, followed by transcytosis across the blood-brain barrier."" [GOC:aruk, GOC:bc, PMID:26005850]"	7	101	2	17376	0.0198019801980198	0.2857142857142857	query_1	['GO:0045056', 'GO:0097242']	['PICALM', 'CLTC']
428	GO:BP	GO:2000391	positive regulation of neutrophil extravasation	0.0056718733590848	True	"""Any process that activates or increases the frequency, rate or extent of neutrophil extravasation."" [GOC:BHF, GOC:mah]"	7	101	2	17376	0.0198019801980198	0.2857142857142857	query_1	['GO:0002693', 'GO:0072672', 'GO:1902624', 'GO:2000389']	['CD99L2', 'CD99']
429	GO:BP	GO:0099532	synaptic vesicle endosomal processing	0.0056718733590848	True	"""The process in which synaptic vesicles fuse to the presynaptic endosome followed by sorting of synaptic vesicle components and budding of new synaptic vesicles."" [GOC:aruk, GOC:bc, GOC:dos]"	7	101	2	17376	0.0198019801980198	0.2857142857142857	query_1	['GO:0016197']	['STX6', 'VAMP4']
430	GO:BP	GO:0031623	receptor internalization	0.0057404982005005	True	"""A receptor-mediated endocytosis process that results in the movement of receptors from the plasma membrane to the inside of the cell. The process begins when cell surface receptors are monoubiquitinated following ligand-induced activation. Receptors are subsequently taken up into endocytic vesicles from where they are either targeted to the lysosome or vacuole for degradation or recycled back to the plasma membrane."" [GOC:bf, GOC:mah, GOC:signaling, PMID:15006537, PMID:19643732]"	121	101	5	17376	0.0495049504950495	0.0413223140495867	query_1	['GO:0006898']	['HGS', 'PICALM', 'CLTC', 'DNM2', 'SNAP25']
431	GO:CC	GO:0043195	terminal bouton	0.0057888032659734	True	"""Terminal inflated portion of the axon, containing the specialized apparatus necessary to release neurotransmitters. The axon terminus is considered to be the whole region of thickening and the terminal bouton is a specialized region of it."" [GOC:dph, GOC:mc, GOC:nln, PMID:10218156, PMID:8409967]"	44	101	3	17376	0.0297029702970297	0.0681818181818181	query_1	['GO:0043679', 'GO:0098793']	['SLC18A3', 'HSPA8', 'RAB3A']
432	GO:BP	GO:0051128	regulation of cellular component organization	0.0059453189293857	True	"""Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of cell structures, including the plasma membrane and any external encapsulating structures such as the cell wall and cell envelope."" [GOC:ai]"	2347	101	26	17376	0.2574257425742574	0.0110779718789944	query_1	['GO:0016043', 'GO:0050794']	['CHMP2A', 'SYT1', 'ATP10A', 'PICALM', 'CLTC', 'ATP8B1', 'TMEM30A', 'AP1AR', 'STX1A', 'SH3BP1', 'SLC17A7', 'SDCCAG8', 'STAM', 'SLC18A3', 'VAMP4', 'STXBP5', 'DNM2', 'STX1B', 'SNAP25', 'ANTXR1', 'SEC22B', 'HSPA8', 'STXBP1', 'NAPA', 'RAB3A', 'STX5']
433	GO:BP	GO:0043304	regulation of mast cell degranulation	0.0061838911940479	True	"""Any process that modulates the frequency, rate, or extent of mast cell degranulation."" [ISBN:0781735149]"	31	101	3	17376	0.0297029702970297	0.0967741935483871	query_1	['GO:0002886', 'GO:0033006', 'GO:0043300', 'GO:0043303']	['VAMP7', 'STXBP1', 'VAMP8']
434	GO:BP	GO:0042886	amide transport	0.00629786512683	True	"""The directed movement of an amide, any compound containing one, two, or three acyl groups attached to a nitrogen atom, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:jl, ISBN:0198506732]"	337	101	8	17376	0.0792079207920792	0.0237388724035608	query_1	['GO:0071705']	['STX1A', 'VPS54', 'SLC17A7', 'STX4', 'SNAP25', 'STXBP1', 'EIPR1', 'RAB3A']
435	GO:CC	GO:0042589	zymogen granule membrane	0.0066737120804378	True	"""The lipid bilayer surrounding a zymogen granule."" [GOC:jl]"	13	101	2	17376	0.0198019801980198	0.1538461538461538	query_1	['GO:0030667', 'GO:0042588']	['VAMP2', 'STX3']
436	GO:CC	GO:0099243	extrinsic component of synaptic membrane	0.0066737120804378	True	"""The component of the synaptic membrane consisting of gene products and protein complexes that are loosely bound to one of its surfaces, but not integrated into the hydrophobic region."" [GOC:dos]"	13	101	2	17376	0.0198019801980198	0.1538461538461538	query_1	['GO:0019897', 'GO:0097060']	['PICALM', 'STXBP1']
437	GO:CC	GO:0099523	presynaptic cytosol	0.0066737120804378	True	"""The region of the cytosol consisting of all cytosol that is part of the presynapse."" [GOC:dos]"	13	101	2	17376	0.0198019801980198	0.1538461538461538	query_1	['GO:0098793', 'GO:0099522']	['HSPA8', 'STXBP1']
438	GO:BP	GO:0061669	spontaneous neurotransmitter secretion	0.0073184541857641	True	"""Neurotransmitter secretion that occurs in the absence of the action of a secretagogue or a presynaptic action potential."" [GOC:dph, GOC:pad, GOC:PARL, PMID:21334193]"	8	101	2	17376	0.0198019801980198	0.25	query_1	['GO:0007269', 'GO:0098814']	['SYT1', 'STX1B']
439	GO:BP	GO:0033006	regulation of mast cell activation involved in immune response	0.0073184541857641	True	"""Any process that modulates the frequency, rate, or extent of mast cell activation as part of an immune response."" [GOC:mah]"	33	101	3	17376	0.0297029702970297	0.0909090909090909	query_1	['GO:0002279', 'GO:0002699', 'GO:0033003', 'GO:0050776']	['VAMP7', 'STXBP1', 'VAMP8']
440	GO:BP	GO:2000389	regulation of neutrophil extravasation	0.0073184541857641	True	"""Any process that modulates the frequency, rate or extent of neutrophil extravasation."" [GOC:mah]"	8	101	2	17376	0.0198019801980198	0.25	query_1	['GO:0002691', 'GO:0072672', 'GO:1902622']	['CD99L2', 'CD99']
441	GO:BP	GO:0035418	protein localization to synapse	0.0075773372879053	True	"""Any process in which a protein is transported to, and/or maintained at the synapse, the junction between a nerve fiber of one neuron and another neuron or muscle fiber or glial cell."" [GOC:bf]"	75	101	4	17376	0.0396039603960396	0.0533333333333333	query_1	['GO:1902414']	['STX3', 'STX1B', 'SNAP25', 'SNAP47']
442	GO:CC	GO:0097470	ribbon synapse	0.0077007593367076	True	"""Type of synapse characterized by an electron-dense ribbon, lamella (bar) or spherical body in the presynaptic process cytoplasm."" [NIF_Subcellular:sao1884931180, PMID:15626493]"	14	101	2	17376	0.0198019801980198	0.1428571428571428	query_1	['GO:0045202']	['SNAP25', 'HSPA8']
443	GO:CC	GO:0031985	Golgi cisterna	0.0077697987974657	True	"""Any of the thin, flattened membrane-bounded compartments that form the central portion of the Golgi complex."" [GOC:mah]"	102	101	4	17376	0.0396039603960396	0.0392156862745098	query_1	['GO:0005795', 'GO:0098791']	['GOSR1', 'B4GALNT4', 'BET1', 'STX16']
444	REAC	REAC:R-HSA-196025	Formation of annular gap junctions	0.0078784015011031	True	Formation of annular gap junctions	11	101	2	17376	0.0198019801980198	0.1818181818181818	query_1	['REAC:R-HSA-190873']	['CLTC', 'DNM2']
445	GO:CC	GO:0030424	axon	0.0081683834494055	True	"""The long process of a neuron that conducts nerve impulses, usually away from the cell body to the terminals and varicosities, which are sites of storage and release of neurotransmitter."" [GOC:nln, ISBN:0198506732]"	617	101	10	17376	0.099009900990099	0.0162074554294975	query_1	['GO:0043005']	['SYT1', 'STX1A', 'STX3', 'SLC18A3', 'DNM2', 'STX1B', 'SNAP25', 'HSPA8', 'STXBP1', 'RAB3A']
446	GO:BP	GO:0060478	acrosomal vesicle exocytosis	0.0092509089429179	True	"""The calcium ion regulated exocytosis which results in fusion of the acrosomal vesicle with the plasma membrane of the sperm as part of the acrosome reaction."" [GOC:dph]"	9	101	2	17376	0.0198019801980198	0.2222222222222222	query_1	['GO:0007340', 'GO:0017156', 'GO:0022414']	['STXBP1', 'RAB3A']
447	GO:BP	GO:0044351	macropinocytosis	0.0092509089429179	True	"""An endocytosis process that results in the uptake of liquid material by cells from their external environment by the 'ruffling' of the cell membrane to form heterogeneously sized intracellular vesicles called macropinosomes, which can be up to 5 micrometers in size."" [PMID:14732047]"	9	101	2	17376	0.0198019801980198	0.2222222222222222	query_1	['GO:0006907']	['DNM2', 'STX1B']
448	REAC	REAC:R-HSA-190873	Gap junction degradation	0.0092756069119634	True	Gap junction degradation	12	101	2	17376	0.0198019801980198	0.1666666666666666	query_1	['REAC:R-HSA-190828']	['CLTC', 'DNM2']
449	GO:BP	GO:0051938	L-glutamate import	0.0093014914458397	True	"""The directed movement of L-glutamate, the L-enantiomer of the anion of 2-aminopentanedioic acid, into a cell or organelle."" [GOC:ai, GOC:jsg, GOC:mah]"	36	101	3	17376	0.0297029702970297	0.0833333333333333	query_1	['GO:0006835', 'GO:0015800', 'GO:0015807', 'GO:0042886']	['VPS54', 'SLC17A7', 'STXBP1']
450	GO:BP	GO:0002697	regulation of immune effector process	0.0096473803812913	True	"""Any process that modulates the frequency, rate, or extent of an immune effector process."" [GOC:add]"	362	101	8	17376	0.0792079207920792	0.0220994475138121	query_1	['GO:0002252', 'GO:0002682']	['VAMP7', 'CLEC4G', 'STX7', 'AP1G1', 'STX4', 'LITAF', 'STXBP1', 'VAMP8']
451	GO:CC	GO:0042588	zymogen granule	0.0098653400230702	True	"""A membrane-bounded, cytoplasmic secretory granule found in enzyme-secreting cells and visible by light microscopy. Contain zymogen, an inactive enzyme precursor, often of a digestive enzyme."" [GOC:jl, ISBN:0198506732]"	16	101	2	17376	0.0198019801980198	0.125	query_1	['GO:0030141']	['VAMP2', 'STX3']
452	GO:CC	GO:0070161	anchoring junction	0.0102185577067327	True	"""A cell junction that mechanically attaches a cell (and its cytoskeleton) to neighboring cells or to the extracellular matrix."" [ISBN:0815332181]"	855	101	12	17376	0.1188118811881188	0.0140350877192982	query_1	['GO:0030054']	['CD99L2', 'CD99', 'CLTC', 'SH3BP1', 'SDCCAG8', 'STX3', 'DNM2', 'IGF2R', 'SNAP23', 'HSPG2', 'HSPA8', 'STX16']
453	GO:BP	GO:0015844	monoamine transport	0.0103133266895176	True	"""The directed movement of monoamines, organic compounds that contain one amino group that is connected to an aromatic ring by an ethylene group (-CH2-CH2-), into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:mah]"	82	101	4	17376	0.0396039603960396	0.048780487804878	query_1	['GO:0071702', 'GO:0071705']	['SYT1', 'STX1A', 'SLC18A3', 'RAB3A']
454	GO:BP	GO:0010324	membrane invagination	0.0103133266895176	True	"""The infolding of a membrane."" [GOC:tb]"	82	101	4	17376	0.0396039603960396	0.048780487804878	query_1	['GO:0061024']	['VAMP7', 'CHMP2A', 'HGS', 'SH3BP1']
455	GO:BP	GO:0002366	leukocyte activation involved in immune response	0.0103962425964296	True	"""A change in morphology and behavior of a leukocyte resulting from exposure to a specific antigen, mitogen, cytokine, cellular ligand, or soluble factor, leading to the initiation or perpetuation of an immune response."" [GOC:add, ISBN:0781735149]"	284	101	7	17376	0.0693069306930693	0.0246478873239436	query_1	['GO:0002263', 'GO:0045321']	['VAMP7', 'VAMP2', 'AP1G1', 'STX4', 'SNAP23', 'STXBP1', 'VAMP8']
456	GO:CC	GO:0005776	autophagosome	0.0105641925435161	True	"""A double-membrane-bounded compartment that engulfs endogenous cellular material as well as invading microorganisms to target them to the lytic vacuole/lysosome for degradation as part of macroautophagy."" [GOC:autophagy, ISBN:0198547684, PMID:11099404]"	112	101	4	17376	0.0396039603960396	0.0357142857142857	query_1	['GO:0005773']	['VTI1A', 'CHMP2A', 'HSPA8', 'SNAP29']
457	GO:CC	GO:0060076	excitatory synapse	0.0107271765898627	True	"""A synapse in which an action potential in the presynaptic cell increases the probability of an action potential occurring in the postsynaptic cell."" [GOC:dph, GOC:ef]"	56	101	3	17376	0.0297029702970297	0.0535714285714285	query_1	['GO:0045202']	['SYT1', 'SLC17A7', 'STXBP1']
458	GO:BP	GO:0043485	endosome to pigment granule transport	0.0110627056164269	True	"""The directed movement of substances from endosomes to pigment granules."" [GOC:jl]"	10	101	2	17376	0.0198019801980198	0.2	query_1	['GO:0046907', 'GO:0048757']	['AP1G1', 'AP1M1']
459	GO:BP	GO:0035646	endosome to melanosome transport	0.0110627056164269	True	"""The directed movement of substances from endosomes to the melanosome, a specialised lysosome-related organelle."" [PMID:16162817]"	10	101	2	17376	0.0198019801980198	0.2	query_1	['GO:0043485']	['AP1G1', 'AP1M1']
460	GO:BP	GO:0048757	pigment granule maturation	0.0110627056164269	True	"""Steps required to form a membrane-bounded organelle into a pigment granule containing pigment. Maturation is a developmental process, independent of morphogenetic (shape) change, that is required for a cell or structure to attain its fully functional state."" [GOC:dgh, GOC:jid, GOC:mh]"	10	101	2	17376	0.0198019801980198	0.2	query_1	['GO:0021700', 'GO:0043482', 'GO:0050931']	['AP1G1', 'AP1M1']
461	GO:BP	GO:0033572	transferrin transport	0.0110627056164269	True	"""The directed movement of transferrin into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:mlg]"	10	101	2	17376	0.0198019801980198	0.2	query_1	['GO:0006826', 'GO:0015031']	['CLTC', 'DNM2']
462	GO:BP	GO:0002263	cell activation involved in immune response	0.0110627056164269	True	"""A change in the morphology or behavior of a cell resulting from exposure to an activating factor such as a cellular or soluble ligand, leading to the initiation or perpetuation of an immune response."" [GO_REF:0000022, GOC:add, ISBN:0781735149]"	288	101	7	17376	0.0693069306930693	0.0243055555555555	query_1	['GO:0001775', 'GO:0002252', 'GO:0006955']	['VAMP7', 'VAMP2', 'AP1G1', 'STX4', 'SNAP23', 'STXBP1', 'VAMP8']
463	GO:BP	GO:2000008	regulation of protein localization to cell surface	0.0112917350475716	True	"""Any process that modulates the frequency, rate or extent of protein localization to the cell surface."" [GOC:obol]"	39	101	3	17376	0.0297029702970297	0.0769230769230769	query_1	['GO:0032880', 'GO:0034394']	['PICALM', 'STX3', 'STX4']
464	GO:BP	GO:0099072	regulation of postsynaptic membrane neurotransmitter receptor levels	0.011410631703722	True	"""Any process that regulates the the local concentration of neurotransmitter receptor at the postsynaptic membrane."" [GOC:dos]"	85	101	4	17376	0.0396039603960396	0.0470588235294117	query_1	['GO:0065008']	['STX3', 'STX1B', 'SNAP25', 'SNAP47']
465	REAC	REAC:R-HSA-177929	Signaling by EGFR	0.0117227748253509	True	Signaling by EGFR	48	101	3	17376	0.0297029702970297	0.0625	query_1	['REAC:R-HSA-9006934']	['HGS', 'STAM2', 'STAM']
466	GO:CC	GO:0150034	distal axon	0.011774510458658	True	"""That part of an axon close to and including the growth cone or the axon terminus."" [GOC:aruk, GOC:bc, PMID:17202468]"	267	101	6	17376	0.0594059405940594	0.0224719101123595	query_1	['GO:0030424', 'GO:0110165']	['STX3', 'SLC18A3', 'DNM2', 'SNAP25', 'HSPA8', 'RAB3A']
467	GO:BP	GO:0048489	synaptic vesicle transport	0.012060745721315	True	"""The directed movement of synaptic vesicles."" [GOC:aruk, GOC:bc, GOC:jid, GOC:lmg, GOC:pr]"	40	101	3	17376	0.0297029702970297	0.075	query_1	['GO:0006810', 'GO:0051650', 'GO:0097479']	['PICALM', 'DNM2', 'RAB3A']
468	REAC	REAC:R-HSA-177504	Retrograde neurotrophin signalling	0.0123192454350655	True	Retrograde neurotrophin signalling	14	101	2	17376	0.0198019801980198	0.1428571428571428	query_1	['REAC:R-HSA-187037']	['CLTC', 'DNM2']
469	GO:CC	GO:0099522	cytosolic region	0.0134267743213881	True	"""Any (proper) part of the cytosol of a single cell of sufficient size to still be considered cytosol."" [GOC:dos]"	19	101	2	17376	0.0198019801980198	0.1052631578947368	query_1	['GO:0005829']	['HSPA8', 'STXBP1']
470	GO:BP	GO:0022411	cellular component disassembly	0.0135113795843007	True	"""A cellular process that results in the breakdown of a cellular component."" [GOC:isa_complete]"	476	101	9	17376	0.0891089108910891	0.01890756302521	query_1	['GO:0016043']	['CHMP2A', 'VPS54', 'SH3BP1', 'HSPA8', 'VAMP8', 'SNAP29', 'FURIN', 'NAPA', 'STX5']
471	REAC	REAC:R-HSA-983712	Ion channel transport	0.0135988506678334	True	Ion channel transport	172	101	5	17376	0.0495049504950495	0.0290697674418604	query_1	['REAC:R-HSA-382551']	['ATP10D', 'ATP10A', 'ATP8B1', 'ATP11A', 'ATP10B']
472	REAC	REAC:R-HSA-163685	Integration of energy metabolism	0.0135988506678334	True	Integration of energy metabolism	105	101	4	17376	0.0396039603960396	0.0380952380952381	query_1	['REAC:R-HSA-1430728']	['VAMP2', 'STX1A', 'SNAP25', 'STXBP1']
473	GO:BP	GO:0072583	clathrin-dependent endocytosis	0.0137885084510241	True	"""An endocytosis process that begins when material is taken up into clathrin-coated pits, which then pinch off to form clathrin-coated endocytic vesicles."" [GOC:BHF, GOC:mah, PMID:18498251, PMID:8970738, PMID:9234965]"	42	101	3	17376	0.0297029702970297	0.0714285714285714	query_1	['GO:0006898']	['PICALM', 'CLTC', 'DNM2']
474	GO:CC	GO:0098594	mucin granule	0.0144529889005022	True	"""A secretory granule that contains mucin."" [PMID:16377632]"	1	101	1	17376	0.0099009900990099	1.0	query_1	['GO:0030141']	['VAMP8']
475	GO:BP	GO:2000300	regulation of synaptic vesicle exocytosis	0.0147033205748704	True	"""Any process that modulates the frequency, rate or extent of synaptic vesicle exocytosis."" [GOC:obol]"	43	101	3	17376	0.0297029702970297	0.0697674418604651	query_1	['GO:0016079', 'GO:0046928', 'GO:1903305']	['SYT1', 'STXBP5', 'RAB3A']
476	GO:BP	GO:0006855	xenobiotic transmembrane transport	0.0153707756900506	True	"""The process in which a xenobiotic, a compound foreign to the organim exposed to it, is transported across a membrane. It may be synthesized by another organism (like ampicilin) or it can be a synthetic chemical."" [GOC:ai, GOC:bf, GOC:krc]"	12	101	2	17376	0.0198019801980198	0.1666666666666666	query_1	['GO:0042908', 'GO:0055085']	['ATP8B1', 'TMEM30A']
477	GO:BP	GO:0033003	regulation of mast cell activation	0.0153707756900506	True	"""Any process that modulates the frequency, rate, or extent of mast cell activation."" [GOC:mah]"	44	101	3	17376	0.0297029702970297	0.0681818181818181	query_1	['GO:0002694', 'GO:0045576']	['VAMP7', 'STXBP1', 'VAMP8']
478	GO:BP	GO:0072683	T cell extravasation	0.0153707756900506	True	"""The migration of a T cell from the blood vessels into the surrounding tissue."" [CL:0000084, GOC:BHF, GOC:mah]"	12	101	2	17376	0.0198019801980198	0.1666666666666666	query_1	['GO:0045123', 'GO:0072678']	['CD99L2', 'CD99']
479	GO:BP	GO:0043482	cellular pigment accumulation	0.0153707756900506	True	"""The aggregation of coloring matter in a particular location in a cell, occurring in response to some external stimulus."" [GOC:jl]"	12	101	2	17376	0.0198019801980198	0.1666666666666666	query_1	['GO:0033059', 'GO:0043476', 'GO:0051716']	['AP1G1', 'AP1M1']
480	GO:BP	GO:0043320	natural killer cell degranulation	0.0153707756900506	True	"""The regulated exocytosis of secretory granules containing preformed mediators such as perforin and granzymes by a natural killer cell."" [ISBN:0781735149]"	12	101	2	17376	0.0198019801980198	0.1666666666666666	query_1	['GO:0002323', 'GO:0042267', 'GO:0043299']	['VAMP7', 'AP1G1']
481	GO:BP	GO:0043476	pigment accumulation	0.0153707756900506	True	"""The aggregation of coloring matter in a particular location in an organism, tissue or cell, occurring in response to some external stimulus."" [GOC:jl]"	12	101	2	17376	0.0198019801980198	0.1666666666666666	query_1	['GO:0009605', 'GO:0043473']	['AP1G1', 'AP1M1']
482	GO:BP	GO:0044403	biological process involved in symbiotic interaction	0.0159345249284525	True	"""A process carried out by gene products in an organism that enable the organism to engage in a symbiotic relationship, a more or less intimate association, with another organism. The various forms of symbiosis include parasitism, in which the association is disadvantageous or destructive to one of the organisms; mutualism, in which the association is advantageous, or often necessary to one or both and not harmful to either; and commensalism, in which one member of the association benefits while the other is not affected. However, mutualism, parasitism, and commensalism are often not discrete categories of interactions and should rather be perceived as a continuum of interaction ranging from parasitism to mutualism. In fact, the direction of a symbiotic interaction can change during the lifetime of the symbionts due to developmental changes as well as changes in the biotic/abiotic environment in which the interaction occurs. Microscopic symbionts are often referred to as endosymbionts."" [GOC:cc, PMID:31257129]"	310	101	7	17376	0.0693069306930693	0.0225806451612903	query_1	['GO:0044419']	['CLEC4G', 'CHMP2A', 'IGF2R', 'RAB9A', 'HSPA8', 'VAMP8', 'FURIN']
483	GO:BP	GO:0002274	myeloid leukocyte activation	0.0161086914545925	True	"""A change in the morphology or behavior of a myeloid leukocyte resulting from exposure to an activating factor such as a cellular or soluble ligand."" [GOC:add, ISBN:0781735149]"	230	101	6	17376	0.0594059405940594	0.0260869565217391	query_1	['GO:0045321']	['VAMP7', 'VAMP2', 'STX4', 'SNAP23', 'STXBP1', 'VAMP8']
484	GO:CC	GO:0005793	endoplasmic reticulum-Golgi intermediate compartment	0.0172513623487407	True	"""A complex system of membrane-bounded compartments located between endoplasmic reticulum (ER) and the Golgi complex, with a distinctive membrane protein composition; involved in ER-to-Golgi and Golgi-to-ER transport."" [GOC:pr, PMID:16723730]"	130	101	4	17376	0.0396039603960396	0.0307692307692307	query_1	['GO:0005737', 'GO:0043231']	['GOSR2', 'BET1', 'SEC22B', 'STX5']
485	GO:BP	GO:0098814	spontaneous synaptic transmission	0.0178266553566546	True	"""The low level of synaptic transmission that occurs via spontaneous neurotransmitter release into the synaptic cleft in the absence of a presynaptic action potential."" [PMID:20200227]"	13	101	2	17376	0.0198019801980198	0.1538461538461538	query_1	['GO:0007268']	['SYT1', 'STX1B']
486	GO:BP	GO:0033605	positive regulation of catecholamine secretion	0.0178266553566546	True	"""Any process that activates or increases the frequency, rate or extent of the regulated release of a catecholamine."" [GOC:mah]"	13	101	2	17376	0.0198019801980198	0.1538461538461538	query_1	['GO:0050432', 'GO:0050433', 'GO:0051954', 'GO:1903532']	['SYT1', 'STX1A']
487	GO:BP	GO:0032984	protein-containing complex disassembly	0.0181113660324726	True	"""The disaggregation of a protein-containing macromolecular complex into its constituent components."" [GOC:mah]"	236	101	6	17376	0.0594059405940594	0.0254237288135593	query_1	['GO:0022411', 'GO:0043933']	['CHMP2A', 'SH3BP1', 'HSPA8', 'VAMP8', 'SNAP29', 'NAPA']
