COG5-CDG	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
1192	HPA	HPA:0010000	adipose tissue	0.0157386903726365	True	adipose tissue	3934	74	43	11006	0.581081081081081	0.010930350788002	query_1	['HPA:0000000']	['SHARPIN', 'BCL2L11', 'BAX', 'STIP1', 'MAP3K8', 'TANK', 'HSPA1A', 'AKT1', 'NFKBIE', 'CREBBP', 'MAP3K14', 'BCL2', 'HSP90AB1', 'CHUK', 'CARD8', 'TNFRSF1A', 'TAB2', 'FOXO3', 'RELA', 'IKBKB', 'FKBP5', 'TBKBP1', 'MCL1', 'IKBKE', 'AZI2', 'BTRC', 'RIPK1', 'SKP1', 'TRADD', 'NFKB2', 'FBXW11', 'SNX33', 'MAP3K7', 'TNFAIP3', 'RELB', 'TRAF6', 'NFKBIA', 'CASP8', 'TAB3', 'CUL1', 'FBXW7', 'BAD', 'CDC37']
1193	HP	HP:0032158	Unusual infection by anatomical site	0.0159595967493955	True	An unusual infection classified by the affected body part.	108	50	8	4851	0.16	0.074074074074074	query_1	['HP:0032101']	['BCL2', 'NLRC4', 'TBK1', 'FAS', 'NLRP3', 'IKBKG', 'MEFV', 'BCL10']
1194	HP	HP:0002315	Headache	0.0162639355148235	True	Cephalgia, or pain sensed in various parts of the head, not confined to the area of distribution of any nerve.	316	50	13	4851	0.26	0.0411392405063291	query_1	['HP:0012638']	['AKT1', 'TRAF3', 'CASP10', 'TNFRSF1A', 'RELA', 'FASLG', 'TBK1', 'TNF', 'FAS', 'NLRP3', 'MEFV', 'APP', 'TP53']
1195	GO:BP	GO:0010605	negative regulation of macromolecule metabolic process	0.0162933784486524	True	"""Any process that decreases the frequency, rate or extent of the chemical reactions and pathways involving macromolecules, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]"	3342	101	34	21110	0.3366336633663366	0.0101735487731897	query_1	['GO:0009892', 'GO:0043170', 'GO:0060255']	['BAX', 'HSPA1A', 'GSK3B', 'AKT1', 'CREBBP', 'PYDC2', 'HSP90AB1', 'CARD8', 'FOXO3', 'RELA', 'IKBKB', 'FASLG', 'IKBKE', 'BTRC', 'TBK1', 'TNF', 'NFKB1', 'TNFSF14', 'NFKB2', 'FBXW11', 'BIRC3', 'TRAF2', 'TNFAIP3', 'MEFV', 'RELB', 'PYCARD', 'REL', 'TRAF6', 'BIRC2', 'SFN', 'BAK1', 'APP', 'FBXW7', 'TP53']
1196	GO:BP	GO:0002449	lymphocyte mediated immunity	0.0163217530605959	True	"""Any process involved in the carrying out of an immune response by a lymphocyte."" [GO_REF:0000022, GOC:add, ISBN:0781735149]"	353	101	10	21110	0.099009900990099	0.0283286118980169	query_1	['GO:0002443']	['TNFRSF1B', 'TNF', 'FADD', 'NLRP3', 'LTA', 'MALT1', 'TRAF2', 'MAP3K7', 'TRAF6', 'BCL10']
1197	WP	WP:WP4399	MicroRNA network associated with chronic lymphocytic leukemia	0.0164737335553851	True	MicroRNA network associated with chronic lymphocytic leukemia	9	92	3	8133	0.0326086956521739	0.3333333333333333	query_1	['WP:000000']	['BCL2', 'MCL1', 'TP53']
1198	WP	WP:WP3926	ApoE and miR-146 in inflammation and atherosclerosis	0.0164737335553851	True	ApoE and miR-146 in inflammation and atherosclerosis	9	92	3	8133	0.0326086956521739	0.3333333333333333	query_1	['WP:000000']	['RELA', 'NFKB2', 'TRAF6']
1199	GO:MF	GO:0032090	Pyrin domain binding	0.0165106398936342	True	"""Binding to a Pyrin (PAAD/DAPIN) domain, a protein-protein interaction domain that has the same fold as the Death domain."" [GOC:rl]"	2	101	2	20195	0.0198019801980198	1.0	query_1	['GO:0019904']	['PYCARD', 'NLRP2']
1200	GO:MF	GO:0140608	cysteine-type endopeptidase activator activity	0.0165106398936342	True	"""Binds to and increases the activity of a cysteine-type endopeptidase."" [PMID:32558991]"	2	101	2	20195	0.0198019801980198	1.0	query_1	['GO:0061133']	['CARD8', 'NLRP1']
1201	WP	WP:WP1530	miRNA regulation of DNA damage response	0.0166018652379704	True	miRNA regulation of DNA damage response	98	92	7	8133	0.0760869565217391	0.0714285714285714	query_1	['WP:000000']	['BAX', 'FAS', 'BID', 'BBC3', 'SFN', 'CASP8', 'TP53']
1202	GO:BP	GO:0042113	B cell activation	0.0167302241211941	True	"""The change in morphology and behavior of a mature or immature B cell resulting from exposure to a mitogen, cytokine, chemokine, cellular ligand, or an antigen for which it is specific."" [GOC:mgi_curators, ISBN:0781735149]"	354	101	10	21110	0.099009900990099	0.0282485875706214	query_1	['GO:0046649']	['CARD11', 'BAX', 'BCL2', 'TNIP2', 'MALT1', 'TNFAIP3', 'BAK1', 'CASP8', 'TP53', 'BAD']
1203	GO:BP	GO:0050728	negative regulation of inflammatory response	0.0170050283772811	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the inflammatory response."" [GOC:ai]"	150	101	7	21110	0.0693069306930693	0.0466666666666666	query_1	['GO:0006954', 'GO:0031348', 'GO:0032102', 'GO:0050727']	['SHARPIN', 'TNFRSF1B', 'PYDC2', 'TNFRSF1A', 'NFKB1', 'TNFAIP3', 'MEFV']
1204	GO:BP	GO:0001783	B cell apoptotic process	0.0173031838317734	True	"""Any apoptotic process in a B cell, a lymphocyte of B lineage with the phenotype CD19-positive and capable of B cell mediated immunity."" [CL:0000236, GOC:add, GOC:mtg_apoptosis, ISBN:0781735149]"	27	101	4	21110	0.0396039603960396	0.1481481481481481	query_1	['GO:0070227']	['BAX', 'BCL2', 'BAK1', 'BCL10']
1205	GO:BP	GO:0051049	regulation of transport	0.0175768604932399	True	"""Any process that modulates the frequency, rate or extent of the directed movement of substances (such as macromolecules, small molecules, ions) into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]"	1771	101	23	21110	0.2277227722772277	0.0129870129870129	query_1	['GO:0006810', 'GO:0032879']	['BAX', 'HSPA1A', 'GSK3B', 'AKT1', 'TNFRSF1B', 'BCL2', 'TNFRSF1A', 'FASLG', 'TNF', 'RNF31', 'NFKB1', 'BBC3', 'RIPK1', 'HSP90AA1', 'SNX33', 'PYCARD', 'BCL2L1', 'SFN', 'NFKBIA', 'BAK1', 'APP', 'FBXW7', 'BAD']
1206	GO:BP	GO:0050821	protein stabilization	0.0178928660593562	True	"""Any process involved in maintaining the structure and integrity of a protein and preventing it from degradation or aggregation."" [GOC:ai]"	212	101	8	21110	0.0792079207920792	0.0377358490566037	query_1	['GO:0031647']	['HSPA1A', 'HSP90AB1', 'TNIP2', 'HSP90AA1', 'COG7', 'FBXW7', 'TP53', 'CDC37']
1207	HP	HP:0030782	Abnormal circulating interleukin concentration	0.0182905968401231	True	An abnormal amount of any of the interleukins, a class of cytokines, in the circulation.	31	50	5	4851	0.1	0.1612903225806451	query_1	['HP:0011112']	['CASP10', 'FASLG', 'FAS', 'FADD', 'MEFV']
1208	HP	HP:0025031	Abnormality of the digestive system	0.0183220779403002	True	Abnormality of the digestive system	2788	50	43	4851	0.86	0.0154232424677187	query_1	['HP:0000118']	['CARD11', 'BAX', 'AKT1', 'TNFRSF1B', 'CREBBP', 'TRAF3', 'BCL2', 'CASP10', 'CHUK', 'CARD8', 'TNFRSF1A', 'RELA', 'IKBKB', 'NLRC4', 'FASLG', 'RBCK1', 'TBK1', 'TNF', 'FAS', 'FADD', 'NFKB1', 'PSTPIP1', 'NLRP3', 'RIPK1', 'MALT1', 'NFKB2', 'XPNPEP3', 'COG5', 'FBXW11', 'IKBKG', 'BIRC3', 'MAP3K7', 'TNFAIP3', 'MEFV', 'REL', 'COG7', 'NLRP1', 'NFKBIA', 'CASP8', 'APP', 'FBXW7', 'TP53', 'BCL10']
1209	GO:BP	GO:0002763	positive regulation of myeloid leukocyte differentiation	0.0184829248352902	True	"""Any process that activates or increases the frequency, rate, or extent of myeloid leukocyte differentiation."" [GOC:add]"	58	101	5	21110	0.0495049504950495	0.0862068965517241	query_1	['GO:0002573', 'GO:0002761', 'GO:0045639', 'GO:1902107']	['TNF', 'FADD', 'RIPK1', 'TRAF6', 'CASP8']
1210	GO:BP	GO:2000630	positive regulation of miRNA metabolic process	0.0184829248352902	True	"""Any process that activates or increases the frequency, rate or extent of miRNA metabolic process."" [GOC:dph]"	58	101	5	21110	0.0495049504950495	0.0862068965517241	query_1	['GO:0010586', 'GO:0051254', 'GO:2000628']	['FOXO3', 'RELA', 'TNF', 'NFKB1', 'TP53']
1211	GO:BP	GO:2001243	negative regulation of intrinsic apoptotic signaling pathway	0.0186048918383695	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of intrinsic apoptotic signaling pathway."" [GOC:mtg_apoptosis]"	100	101	6	21110	0.0594059405940594	0.06	query_1	['GO:0097193', 'GO:1902532', 'GO:2001234', 'GO:2001242']	['HSPA1A', 'AKT1', 'BCL2', 'MCL1', 'BID', 'BCL2L1']
1212	WP	WP:WP2332	Interleukin-11 signaling pathway	0.0187177333807285	True	Interleukin-11 signaling pathway	44	92	5	8133	0.0543478260869565	0.1136363636363636	query_1	['WP:000000']	['AKT1', 'BCL2', 'CHUK', 'RELA', 'IKBKB']
1213	GO:CC	GO:1990452	Parkin-FBXW7-Cul1 ubiquitin ligase complex	0.0188209650683766	True	"""A ubiquitin ligase complex containing Parkin (PARK2), the F-box protein FBXW7 (also called SEL-10) and a cullin from the Cul1 subfamily; substrate specificity is conferred by the F-box protein."" [GOC:bf, GOC:PARL, PMID:12628165]"	3	101	2	22122	0.0198019801980198	0.6666666666666666	query_1	['GO:0000151']	['CUL1', 'FBXW7']
1214	GO:BP	GO:0032471	negative regulation of endoplasmic reticulum calcium ion concentration	0.0190103322060955	True	"""Any process that decreases the concentration of calcium ions in the endoplasmic reticulum."" [GOC:mah]"	9	101	3	21110	0.0297029702970297	0.3333333333333333	query_1	['GO:0032469']	['BAX', 'BBC3', 'BAK1']
1215	GO:BP	GO:2000074	regulation of type B pancreatic cell development	0.0190103322060955	True	"""Any process that modulates the frequency, rate or extent of pancreatic B cell development."" [GOC:obol, GOC:yaf]"	9	101	3	21110	0.0297029702970297	0.3333333333333333	query_1	['GO:0003323', 'GO:0060284']	['GSK3B', 'AKT1', 'BAD']
1216	WP	WP:WP2880	Glucocorticoid receptor pathway	0.0191595757506532	True	Glucocorticoid receptor pathway	70	92	6	8133	0.0652173913043478	0.0857142857142857	query_1	['WP:000000']	['NFKB2', 'HSP90AA1', 'BIRC3', 'TNFAIP3', 'BIRC2', 'CUL1']
1217	HPA	HPA:0180051	epididymis; glandular cells[≥Low]	0.0192352048760696	True	epididymis; glandular cells[≥Low]	7330	74	64	11006	0.8648648648648649	0.008731241473397	query_1	['HPA:0180000']	['SHARPIN', 'BCL2L11', 'BAX', 'STIP1', 'MAP3K8', 'TANK', 'HSPA1A', 'GSK3B', 'AKT1', 'NFKBIE', 'CREBBP', 'MAP3K14', 'BCL2', 'CASP10', 'HSP90AB1', 'CHUK', 'CARD8', 'TNFRSF1A', 'TAB2', 'FOXO3', 'RELA', 'IKBKB', 'FKBP5', 'FASLG', 'MCL1', 'IKBKE', 'AZI2', 'BTRC', 'RNF31', 'FADD', 'NFKB1', 'TNIP2', 'BID', 'BBC3', 'RIPK1', 'SKP1', 'TRADD', 'MALT1', 'TNIP1', 'XPNPEP3', 'HSP90AA1', 'FBXW11', 'SNX33', 'TAB1', 'MAP3K7', 'TNFAIP3', 'RELB', 'PYCARD', 'NLRP1', 'TRAF6', 'BIRC2', 'BCL2L1', 'NFKBIA', 'BAK1', 'CASP1', 'CASP8', 'APP', 'TAB3', 'CUL1', 'FBXW7', 'BCL10', 'UBE2N', 'BAD', 'CDC37']
1218	HPA	HPA:0180000	epididymis	0.0192352048760696	True	epididymis	7330	74	64	11006	0.8648648648648649	0.008731241473397	query_1	['HPA:0000000']	['SHARPIN', 'BCL2L11', 'BAX', 'STIP1', 'MAP3K8', 'TANK', 'HSPA1A', 'GSK3B', 'AKT1', 'NFKBIE', 'CREBBP', 'MAP3K14', 'BCL2', 'CASP10', 'HSP90AB1', 'CHUK', 'CARD8', 'TNFRSF1A', 'TAB2', 'FOXO3', 'RELA', 'IKBKB', 'FKBP5', 'FASLG', 'MCL1', 'IKBKE', 'AZI2', 'BTRC', 'RNF31', 'FADD', 'NFKB1', 'TNIP2', 'BID', 'BBC3', 'RIPK1', 'SKP1', 'TRADD', 'MALT1', 'TNIP1', 'XPNPEP3', 'HSP90AA1', 'FBXW11', 'SNX33', 'TAB1', 'MAP3K7', 'TNFAIP3', 'RELB', 'PYCARD', 'NLRP1', 'TRAF6', 'BIRC2', 'BCL2L1', 'NFKBIA', 'BAK1', 'CASP1', 'CASP8', 'APP', 'TAB3', 'CUL1', 'FBXW7', 'BCL10', 'UBE2N', 'BAD', 'CDC37']
1219	HPA	HPA:0300411	lung; macrophages[≥Low]	0.019246912588252	True	lung; macrophages[≥Low]	6779	74	61	11006	0.8243243243243243	0.0089983773417908	query_1	['HPA:0300000']	['SHARPIN', 'BCL2L11', 'BAX', 'STIP1', 'MAP3K8', 'TANK', 'HSPA1A', 'AKT1', 'NFKBIE', 'CREBBP', 'MAP3K14', 'CASP10', 'HSP90AB1', 'CHUK', 'CARD8', 'TNFRSF1A', 'TAB2', 'RELA', 'IKBKB', 'FKBP5', 'TBKBP1', 'MCL1', 'IKBKE', 'AZI2', 'BTRC', 'TNF', 'RNF31', 'FADD', 'NFKB1', 'TNIP2', 'PSTPIP1', 'BID', 'BBC3', 'RIPK1', 'SKP1', 'TRADD', 'MALT1', 'LTB', 'TNIP1', 'NFKB2', 'XPNPEP3', 'FBXW11', 'SNX33', 'TAB1', 'MAP3K7', 'TNFAIP3', 'RELB', 'PYCARD', 'NLRP1', 'TRAF6', 'BIRC2', 'SFN', 'NFKBIA', 'BAK1', 'CASP1', 'CASP8', 'TAB3', 'CUL1', 'FBXW7', 'BAD', 'CDC37']
1220	GO:BP	GO:0010951	negative regulation of endopeptidase activity	0.0193613464320959	True	"""Any process that decreases the frequency, rate or extent of endopeptidase activity, the endohydrolysis of peptide bonds within proteins."" [GOC:dph, GOC:tb]"	153	101	7	21110	0.0693069306930693	0.0457516339869281	query_1	['GO:0010466', 'GO:0052548']	['AKT1', 'CARD8', 'TNF', 'TNFSF14', 'BIRC3', 'BIRC2', 'SFN']
1221	HPA	HPA:0060101	bronchus; respiratory epithelial cells[≥Low]	0.0199617775854745	True	bronchus; respiratory epithelial cells[≥Low]	5931	74	56	11006	0.7567567567567568	0.009441915359973	query_1	['HPA:0060000']	['SHARPIN', 'BCL2L11', 'BAX', 'STIP1', 'MAP3K8', 'TANK', 'HSPA1A', 'GSK3B', 'AKT1', 'NFKBIE', 'CREBBP', 'MAP3K14', 'BCL2', 'CASP10', 'HSP90AB1', 'CHUK', 'CARD8', 'TNFRSF1A', 'TAB2', 'FOXO3', 'RELA', 'IKBKB', 'FKBP5', 'MCL1', 'IKBKE', 'AZI2', 'BTRC', 'RNF31', 'FADD', 'NFKB1', 'TNIP2', 'RIPK1', 'SKP1', 'TRADD', 'TNIP1', 'NFKB2', 'XPNPEP3', 'FBXW11', 'SNX33', 'TAB1', 'TNFAIP3', 'RELB', 'PYCARD', 'TRAF6', 'BCL2L1', 'NFKBIA', 'BAK1', 'CASP1', 'CASP8', 'TAB3', 'CUL1', 'FBXW7', 'BCL10', 'UBE2N', 'BAD', 'CDC37']
1222	GO:BP	GO:0002250	adaptive immune response	0.0200262727112661	True	"""An immune response mediated by cells expressing specific receptors for antigens produced through a somatic diversification process, and allowing for an enhanced secondary response to subsequent exposures to the same antigen (immunological memory)."" [GO_REF:0000022, GOC:add, ISBN:0781735149]"	726	101	14	21110	0.1386138613861386	0.0192837465564738	query_1	['GO:0006955']	['TNFRSF1B', 'TNF', 'FADD', 'NLRP3', 'LTA', 'MALT1', 'NFKB2', 'TRAF2', 'MAP3K7', 'TNFAIP3', 'RELB', 'PYCARD', 'TRAF6', 'BCL10']
1223	REAC	REAC:R-HSA-3371571	HSF1-dependent transactivation	0.0200892750546209	True	HSF1-dependent transactivation	24	94	4	10790	0.0425531914893617	0.1666666666666666	query_1	['REAC:R-HSA-3371556']	['HSPA1A', 'CREBBP', 'HSP90AB1', 'HSP90AA1']
1224	GO:BP	GO:0009651	response to salt stress	0.0201130244581228	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating an increase or decrease in the concentration of salt (particularly but not exclusively sodium and chloride ions) in the environment."" [GOC:jl]"	28	101	4	21110	0.0396039603960396	0.1428571428571428	query_1	['GO:0006970']	['BAX', 'TNF', 'HSP90AA1', 'TP53']
1225	HPA	HPA:0310432	lymph node; germinal center cells[≥Medium]	0.0205591199543757	True	lymph node; germinal center cells[≥Medium]	3297	74	38	11006	0.5135135135135135	0.0115256293600242	query_1	['HPA:0310431']	['BCL2L11', 'CARD11', 'BAX', 'STIP1', 'MAP3K8', 'TANK', 'GSK3B', 'AKT1', 'NFKBIE', 'CREBBP', 'BCL2', 'HSP90AB1', 'CHUK', 'CARD8', 'TNFRSF1A', 'TAB2', 'RELA', 'IKBKB', 'FKBP5', 'MCL1', 'IKBKE', 'NFKB1', 'TNIP2', 'PSTPIP1', 'BID', 'BBC3', 'SKP1', 'MALT1', 'LTB', 'TNIP1', 'NFKB2', 'XPNPEP3', 'BIRC3', 'PYCARD', 'TRAF6', 'BAK1', 'CASP8', 'CDC37']
1226	REAC	REAC:R-HSA-2562578	TRIF-mediated programmed cell death	0.0207142726375157	True	TRIF-mediated programmed cell death	9	94	3	10790	0.0319148936170212	0.3333333333333333	query_1	['REAC:R-HSA-937061']	['FADD', 'RIPK1', 'CASP8']
1227	GO:BP	GO:0001666	response to hypoxia	0.0207230116746028	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating lowered oxygen tension. Hypoxia, defined as a decline in O2 levels below normoxic levels of 20.8 - 20.95%, results in metabolic adaptation at both the cellular and organismal level."" [GOC:hjd]"	286	101	9	21110	0.0891089108910891	0.0314685314685314	query_1	['GO:0006950', 'GO:0036293']	['CREBBP', 'BCL2', 'TNF', 'LTA', 'BBC3', 'CFLAR', 'BIRC2', 'TP53', 'BAD']
1228	GO:BP	GO:1901215	negative regulation of neuron death	0.0212089753187239	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of neuron death."" [GOC:rph, GOC:TermGenie]"	217	101	8	21110	0.0792079207920792	0.0368663594470046	query_1	['GO:0060548', 'GO:0070997', 'GO:1901214']	['BAX', 'GSK3B', 'AKT1', 'TNFRSF1B', 'BCL2', 'IKBKG', 'TRAF2', 'BCL2L1']
1229	KEGG	KEGG:05208	Chemical carcinogenesis - reactive oxygen species	0.0213430968229874	True	Chemical carcinogenesis - reactive oxygen species	222	95	10	8161	0.1052631578947368	0.045045045045045	query_1	['KEGG:00000']	['AKT1', 'MAP3K14', 'CHUK', 'FOXO3', 'RELA', 'IKBKB', 'NFKB1', 'IKBKG', 'NFKBIA', 'BAD']
1230	GO:BP	GO:0071900	regulation of protein serine/threonine kinase activity	0.0218415161677373	True	"""Any process that modulates the rate, frequency, or extent of protein serine/threonine kinase activity."" [GOC:mah]"	365	101	10	21110	0.099009900990099	0.0273972602739726	query_1	['GO:0045859']	['AKT1', 'TNF', 'TAB1', 'TRAF2', 'MAP3K7', 'TNFAIP3', 'PYCARD', 'TRAF6', 'SFN', 'CDC37']
1231	GO:MF	GO:0005035	death receptor activity	0.0223224313454317	True	"""Combining with an extracellular messenger (called a death ligand), and transmitting the signal from one side of the plasma membrane to the other to initiate apoptotic or necrotic cell death."" [GOC:bf, GOC:BHF, GOC:ecd, GOC:mtg_apoptosis, GOC:rl, PMID:10209153]"	13	101	3	20195	0.0297029702970297	0.2307692307692307	query_1	['GO:0004888']	['TNFRSF1B', 'TNFRSF1A', 'FAS']
1232	GO:MF	GO:0061133	endopeptidase activator activity	0.0223224313454317	True	"""Binds to and increases the activity of an endopeptidase."" [GOC:dph, GOC:tb]"	13	101	3	20195	0.0297029702970297	0.2307692307692307	query_1	['GO:0016504', 'GO:0061135']	['CARD8', 'NLRC4', 'NLRP1']
1233	GO:BP	GO:0030183	B cell differentiation	0.0229190048138478	True	"""The process in which a precursor cell type acquires the specialized features of a B cell. A B cell is a lymphocyte of B lineage with the phenotype CD19-positive and capable of B cell mediated immunity."" [GO_REF:0000022, GOC:mah]"	157	101	7	21110	0.0693069306930693	0.0445859872611464	query_1	['GO:0030098', 'GO:0042113']	['CARD11', 'BAX', 'BCL2', 'MALT1', 'BAK1', 'TP53', 'BAD']
1234	REAC	REAC:R-HSA-9759194	Nuclear events mediated by NFE2L2	0.0230870501177892	True	Nuclear events mediated by NFE2L2	78	94	6	10790	0.0638297872340425	0.0769230769230769	query_1	['REAC:R-HSA-9755511']	['GSK3B', 'CREBBP', 'RBX1', 'BTRC', 'SKP1', 'CUL1']
1235	KEGG	KEGG:04066	HIF-1 signaling pathway	0.023138661647974	True	HIF-1 signaling pathway	109	95	7	8161	0.0736842105263157	0.0642201834862385	query_1	['KEGG:00000']	['AKT1', 'CREBBP', 'BCL2', 'RELA', 'RBX1', 'NFKB1', 'LTBR']
1236	WP	WP:WP2586	Aryl hydrocarbon receptor pathway	0.0232085395812757	True	Aryl hydrocarbon receptor pathway	46	92	5	8133	0.0543478260869565	0.108695652173913	query_1	['WP:000000']	['RELA', 'TNF', 'NFKB1', 'HSP90AA1', 'CDC37']
1237	GO:BP	GO:0032691	negative regulation of interleukin-1 beta production	0.0232455662572506	True	"""Any process that stops, prevents, or reduces the frequency, rate, or extent of interleukin-1 beta production."" [GOC:mah]"	29	101	4	21110	0.0396039603960396	0.1379310344827586	query_1	['GO:0032611', 'GO:0032651', 'GO:0032692']	['PYDC2', 'CARD8', 'TNFAIP3', 'MEFV']
1238	GO:BP	GO:1902042	negative regulation of extrinsic apoptotic signaling pathway via death domain receptors	0.0232455662572506	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of extrinsic apoptotic signaling pathway via death domain receptors."" [GOC:TermGenie, PMID:17245429]"	29	101	4	21110	0.0396039603960396	0.1379310344827586	query_1	['GO:0008625', 'GO:1902041', 'GO:2001237']	['GSK3B', 'CFLAR', 'TNFAIP3', 'BCL2L1']
1239	WP	WP:WP5120	Inclusion body myositis	0.0233412136059857	True	Inclusion body myositis	10	92	3	8133	0.0326086956521739	0.3	query_1	['WP:000000']	['NFKB1', 'NFKB2', 'APP']
1240	KEGG	KEGG:05014	Amyotrophic lateral sclerosis	0.0234433285499481	True	Amyotrophic lateral sclerosis	362	95	13	8161	0.1368421052631579	0.0359116022099447	query_1	['KEGG:00000']	['BAX', 'TANK', 'TNFRSF1B', 'BCL2', 'TNFRSF1A', 'TBK1', 'TNF', 'BID', 'TRAF2', 'BCL2L1', 'CASP1', 'TP53', 'BAD']
1241	GO:BP	GO:0042592	homeostatic process	0.0237793329103427	True	"""Any biological process involved in the maintenance of an internal steady state."" [GOC:jl, ISBN:0395825172]"	1673	101	22	21110	0.2178217821782178	0.0131500298864315	query_1	['GO:0008150']	['BCL2L11', 'CARD11', 'BAX', 'HSPA1A', 'AKT1', 'CREBBP', 'BCL2', 'FOXO3', 'FASLG', 'MCL1', 'TNF', 'FAS', 'FADD', 'BBC3', 'TNFSF14', 'TNFAIP3', 'TRAF6', 'BAK1', 'APP', 'FBXW7', 'BCL10', 'BAD']
1242	WP	WP:WP205	IL-7 signaling pathway	0.0237818437146232	True	IL-7 signaling pathway	25	92	4	8133	0.0434782608695652	0.16	query_1	['WP:000000']	['GSK3B', 'AKT1', 'BCL2L1', 'BAD']
1243	GO:BP	GO:0098609	cell-cell adhesion	0.0238495355781102	True	"""The attachment of one cell to another cell via adhesion molecules."" [GOC:dos]"	950	101	16	21110	0.1584158415841584	0.0168421052631578	query_1	['GO:0007155']	['CARD11', 'MAP3K8', 'AKT1', 'BCL2', 'FOXO3', 'RELA', 'TNF', 'FADD', 'NLRP3', 'TNFSF14', 'MALT1', 'TNIP1', 'PYCARD', 'TRAF6', 'BCL10', 'BAD']
1244	WP	WP:WP4341	Non-genomic actions of 1,25 dihydroxyvitamin D3	0.0242086827002652	True	Non-genomic actions of 1,25 dihydroxyvitamin D3	73	92	6	8133	0.0652173913043478	0.0821917808219178	query_1	['WP:000000']	['TNFRSF1A', 'IKBKB', 'TNF', 'NFKB1', 'NFKB2', 'RELB']
1245	REAC	REAC:R-HSA-5663202	Diseases of signal transduction by growth factor receptors and second messengers	0.0247990555362772	True	Diseases of signal transduction by growth factor receptors and second messengers	417	94	13	10790	0.1382978723404255	0.0311750599520383	query_1	['REAC:R-HSA-1643685']	['BCL2L11', 'GSK3B', 'AKT1', 'CREBBP', 'CHUK', 'FOXO3', 'RBX1', 'SKP1', 'HSP90AA1', 'BCL2L1', 'CUL1', 'BAD', 'CDC37']
1246	GO:BP	GO:0044237	cellular metabolic process	0.0250567638947249	True	"""The chemical reactions and pathways by which individual cells transform chemical substances."" [GOC:go_curators]"	11477	101	76	21110	0.7524752475247525	0.0066219395312363	query_1	['GO:0008152', 'GO:0009987']	['BCL2L11', 'CARD11', 'BAX', 'MAP3K8', 'HSPA1A', 'GSK3B', 'AKT1', 'TNFRSF1B', 'NFKBIE', 'CREBBP', 'NFKBIB', 'UBE2V1', 'MAP3K14', 'TRAF3', 'PYDC2', 'BCL2', 'HSP90AB1', 'CHUK', 'CARD8', 'TNFRSF1A', 'TAB2', 'FOXO3', 'RELA', 'IKBKB', 'NLRC4', 'FASLG', 'MCL1', 'IKBKE', 'RBX1', 'RBCK1', 'BTRC', 'TBK1', 'TNF', 'FAS', 'RNF31', 'FADD', 'NFKB1', 'TNIP2', 'BID', 'NLRP3', 'RIPK1', 'CFLAR', 'TRADD', 'MALT1', 'TNIP1', 'NFKB2', 'HSP90AA1', 'TAX1BP1', 'FBXW11', 'SNX33', 'IKBKG', 'TAB1', 'TRAF2', 'MAP3K7', 'TNFAIP3', 'AIM2', 'MEFV', 'RELB', 'PYCARD', 'REL', 'TRAF6', 'BIRC2', 'BCL2L1', 'SFN', 'NFKBIA', 'BAK1', 'CASP1', 'APP', 'TAB3', 'FBXW7', 'TP53', 'BCL10', 'UBE2N', 'BAD', 'NLRP2', 'CDC37']
1247	WP	WP:WP5083	Neuroinflammation and glutamatergic signaling	0.0255678679591853	True	Neuroinflammation and glutamatergic signaling	140	92	8	8133	0.0869565217391304	0.0571428571428571	query_1	['WP:000000']	['AKT1', 'TNFRSF1B', 'BCL2', 'TNFRSF1A', 'TNF', 'NFKB1', 'LTA', 'NFKB2']
1248	GO:BP	GO:0032615	interleukin-12 production	0.0257101310392134	True	"""The appearance of interleukin-12 due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels."" [GOC:mah]"	62	101	5	21110	0.0495049504950495	0.0806451612903225	query_1	['GO:0001816']	['RELA', 'NFKB1', 'LTB', 'MEFV', 'TRAF6']
1249	GO:BP	GO:0032655	regulation of interleukin-12 production	0.0257101310392134	True	"""Any process that modulates the frequency, rate, or extent of interleukin-12 production."" [GOC:mah]"	62	101	5	21110	0.0495049504950495	0.0806451612903225	query_1	['GO:0001817', 'GO:0032615']	['RELA', 'NFKB1', 'LTB', 'MEFV', 'TRAF6']
