Geroderma osteodysplastica	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
1878	GO:BP	GO:0035603	fibroblast growth factor receptor signaling pathway involved in hemopoiesis	0.0153782226791742	True	"""The series of molecular signals generated as a consequence of a fibroblast growth factor receptor binding to one of its physiological ligands, which contributes to hemopoiesis."" [GOC:yaf]"	1	100	1	17376	0.01	1.0	query_1	['GO:0008543', 'GO:0030097']	['FGFR2']
1879	GO:BP	GO:1905317	inferior endocardial cushion morphogenesis	0.0153782226791742	True	"""The developmental process by which an inferior endocardial cushion is generated and organized."" [GO_REF:0000083, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:17050629]"	1	100	1	17376	0.01	1.0	query_1	['GO:0003203']	['TGFBR2']
1880	GO:BP	GO:1900731	positive regulation of adenylate cyclase-inhibiting opioid receptor signaling pathway	0.0153782226791742	True	"""Any process that activates or increases the frequency, rate or extent of adenylate cyclase-inhibiting opioid receptor signaling pathway."" [GOC:sjw, GOC:TermGenie, PMID:17157995]"	1	100	1	17376	0.01	1.0	query_1	['GO:0031635', 'GO:1900729', 'GO:2000476']	['ITGB3']
1881	GO:BP	GO:0033026	negative regulation of mast cell apoptotic process	0.0153782226791742	True	"""Any process that stops, prevents, or reduces the frequency, rate, or extent of mast cell apoptotic process."" [GOC:add, GOC:mtg_apoptosis]"	1	100	1	17376	0.01	1.0	query_1	['GO:0002683', 'GO:0033024', 'GO:0033025', 'GO:0033033', 'GO:2000107']	['KITLG']
1882	GO:BP	GO:0035607	fibroblast growth factor receptor signaling pathway involved in orbitofrontal cortex development	0.0153782226791742	True	"""The series of molecular signals generated as a consequence of a fibroblast growth factor-type receptor binding to one of its physiological ligands, which contributes to the progression of the orbitofrontal cortex over time from its initial formation until its mature state."" [GOC:yaf]"	1	100	1	17376	0.01	1.0	query_1	['GO:0008543', 'GO:0021769']	['FGFR2']
1883	GO:BP	GO:0070342	brown fat cell proliferation	0.0153782226791742	True	"""The multiplication or reproduction of brown fat cells by cell division, resulting in the expansion of their population. A brown fat cell is a fat cell found the thermogenic form of adipose tissue found in newborns of many species."" [CL:0000449, GOC:mah, GOC:sl]"	1	100	1	17376	0.01	1.0	query_1	['GO:0070341']	['SQSTM1']
1884	GO:BP	GO:0021987	cerebral cortex development	0.0153782226791742	True	"""The progression of the cerebral cortex over time from its initial formation until its mature state. The cerebral cortex is the outer layered region of the telencephalon."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid]"	124	100	4	17376	0.04	0.032258064516129	query_1	['GO:0021543', 'GO:0048856']	['CRK', 'CTNNB1', 'EGFR', 'CRKL']
1885	GO:BP	GO:0032752	positive regulation of interleukin-3 production	0.0153782226791742	True	"""Any process that activates or increases the frequency, rate, or extent of interleukin-3 production."" [GOC:mah]"	1	100	1	17376	0.01	1.0	query_1	['GO:0001819', 'GO:0032632', 'GO:0032672']	['SYK']
1886	GO:BP	GO:0002651	positive regulation of tolerance induction to self antigen	0.0153782226791742	True	"""Any process that activates or increases the frequency, rate, or extent of tolerance induction to self antigen."" [GOC:add]"	1	100	1	17376	0.01	1.0	query_1	['GO:0002513', 'GO:0002645', 'GO:0002649']	['TGFBR2']
1887	GO:BP	GO:0000304	response to singlet oxygen	0.0153782226791742	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a singlet oxygen stimulus. Singlet oxygen is a dioxygen (O2) molecule in which two 2p electrons have similar spin. Singlet oxygen is more highly reactive than the form in which these electrons are of opposite spin, and it is produced in mutant chloroplasts lacking carotenoids and by leukocytes during metabolic burst."" [GOC:krc, ISBN:0124325653, ISBN:0198506732]"	1	100	1	17376	0.01	1.0	query_1	['GO:0000302', 'GO:0010035']	['FYN']
1888	GO:BP	GO:1901622	positive regulation of smoothened signaling pathway involved in dorsal/ventral neural tube patterning	0.0153782226791742	True	"""Any process that activates or increases the frequency, rate or extent of smoothened signaling pathway involved in dorsal/ventral neural tube patterning."" [GOC:TermGenie]"	1	100	1	17376	0.01	1.0	query_1	['GO:0045880', 'GO:0060831', 'GO:1901620']	['GORAB']
1889	GO:BP	GO:0014006	regulation of microglia differentiation	0.0153782226791742	True	"""Any process that modulates the frequency, rate or extent of microglia differentiation, the process in which a relatively unspecialized cell acquires specialized features of a microglial cell."" [GOC:ef]"	1	100	1	17376	0.01	1.0	query_1	['GO:0014004', 'GO:0045649', 'GO:0045685']	['TGFB1']
1890	GO:BP	GO:1903043	positive regulation of chondrocyte hypertrophy	0.0153782226791742	True	"""Any process that activates or increases the frequency, rate or extent of chondrocyte hypertrophy."" [GO_REF:0000058, GOC:mr, GOC:TermGenie, PMID:23928032]"	1	100	1	17376	0.01	1.0	query_1	['GO:0003415', 'GO:0030307', 'GO:0048639', 'GO:1902761', 'GO:1903041']	['SMAD7']
1891	GO:BP	GO:0007403	glial cell fate determination	0.0153782226791742	True	"""The cell fate determination process in which a cell becomes capable of differentiating autonomously into a glial cell regardless of its environment; upon determination, the cell fate cannot be reversed."" [GOC:go_curators, GOC:mtg_sensu]"	1	100	1	17376	0.01	1.0	query_1	['GO:0001709', 'GO:0021781']	['CTNNB1']
1892	GO:BP	GO:1903041	regulation of chondrocyte hypertrophy	0.0153782226791742	True	"""Any process that modulates the frequency, rate or extent of chondrocyte hypertrophy."" [GO_REF:0000058, GOC:mr, GOC:TermGenie, PMID:23928032]"	1	100	1	17376	0.01	1.0	query_1	['GO:0001558', 'GO:0003415', 'GO:0048638', 'GO:0061181']	['SMAD7']
1893	GO:BP	GO:0061736	engulfment of target by autophagosome	0.0153782226791742	True	"""The membrane invagination process by which an autophagosomal membrane surrounds an object that will be degraded by macroautophagy."" [GOC:autophagy, GOC:dph, GOC:pad, GOC:PARL]"	1	100	1	17376	0.01	1.0	query_1	['GO:0000045', 'GO:0010324']	['SMURF1']
1894	GO:BP	GO:0032916	positive regulation of transforming growth factor beta3 production	0.0153782226791742	True	"""Any process that activates or increases the frequency, rate, or extent of production of transforming growth factor-beta3."" [GOC:mah]"	1	100	1	17376	0.01	1.0	query_1	['GO:0032907', 'GO:0032910', 'GO:0071636']	['SMAD3']
1895	GO:BP	GO:1900729	regulation of adenylate cyclase-inhibiting opioid receptor signaling pathway	0.0153782226791742	True	"""Any process that modulates the frequency, rate or extent of adenylate cyclase-inhibiting opioid receptor signaling pathway."" [GOC:sjw, GOC:TermGenie, PMID:17157995]"	1	100	1	17376	0.01	1.0	query_1	['GO:0031635', 'GO:2000474']	['ITGB3']
1896	GO:BP	GO:1905313	transforming growth factor beta receptor signaling pathway involved in heart development	0.0153782226791742	True	"""Any transforming growth factor beta receptor signaling pathway that is involved in heart development."" [GO_REF:0000060, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:16140292]"	1	100	1	17376	0.01	1.0	query_1	['GO:0007179', 'GO:0061311']	['TGFB1']
1897	GO:BP	GO:0044336	canonical Wnt signaling pathway involved in negative regulation of apoptotic process	0.0153782226791742	True	"""The series of molecular signals initiated by binding of a Wnt protein to a frizzled family receptor on the surface of the target cell, followed by propagation of the signal via beta-catenin, and ending with a change in transcription of target genes involved in the negative regulation of apoptotic process."" [GOC:BHF, GOC:jl, GOC:mtg_apoptosis]"	1	100	1	17376	0.01	1.0	query_1	['GO:0043066', 'GO:0060070']	['CTNNB1']
1898	GO:BP	GO:0150054	regulation of postsynaptic neurotransmitter receptor diffusion trapping	0.0153782226791742	True	"""Any process that modulates the frequency, rate or extent of postsynaptic neurotransmitter receptor diffusion trapping."" [GOC:aruk, GOC:bc, PMID:20935643]"	1	100	1	17376	0.01	1.0	query_1	['GO:0060341', 'GO:0065008', 'GO:0098970', 'GO:1902683']	['ITGB3']
1899	GO:BP	GO:0048626	myoblast fate specification	0.0153782226791742	True	"""The process in which a cell becomes capable of differentiating autonomously into a myoblast in an environment that is neutral with respect to the developmental pathway. Upon specification, the cell fate can be reversed. A myoblast is a mononucleate cell type that, by fusion with other myoblasts, gives rise to the myotubes that eventually develop into skeletal muscle fibers."" [CL:0000056, GOC:dph, GOC:mtg_muscle]"	1	100	1	17376	0.01	1.0	query_1	['GO:0001708', 'GO:0048625']	['ITGB1']
1900	GO:BP	GO:0043157	response to cation stress	0.0153782226791742	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of cation stress, an increase or decrease in the concentration of positively charged ions in the environment."" [GOC:jl, PMID:14762213]"	1	100	1	17376	0.01	1.0	query_1	['GO:0009651']	['PTK2B']
1901	GO:BP	GO:2000278	regulation of DNA biosynthetic process	0.0153782226791742	True	"""Any process that modulates the frequency, rate or extent of DNA biosynthetic process."" [GOC:obol]"	124	100	4	17376	0.04	0.032258064516129	query_1	['GO:0010556', 'GO:0031326', 'GO:0051052', 'GO:0071897']	['SRC', 'HGF', 'CTNNB1', 'PTK2B']
1902	GO:BP	GO:0048683	regulation of collateral sprouting of intact axon in response to injury	0.0153782226791742	True	"""Any process that modulates the frequency, rate or extent of collateral sprouting of an intact axon as a result of injury to an axon."" [GOC:dgh, GOC:dph, GOC:jid, GOC:lm]"	1	100	1	17376	0.01	1.0	query_1	['GO:0048670', 'GO:0048673', 'GO:0048679']	['SPP1']
1903	GO:BP	GO:0085017	entry into host cell by a symbiont-containing vacuole	0.0153782226791742	True	"""The invasion by a symbiont of a cell of a host organism, forming a vacuole in which the symbiont resides. The vacuole membrane is formed from lipids and proteins derived from both host and symbiont. Begins when the symbiont attaches on to the host cell membrane which invaginates and deepens as the symbiont enters, and ends when the host cell membrane closes behind the newly-formed vacuole."" [GOC:jl, PMID:18665841, PMID:8690024, PMID:9580555]"	1	100	1	17376	0.01	1.0	query_1	['GO:0044409']	['ITGAV']
1904	GO:BP	GO:0061324	canonical Wnt signaling pathway involved in positive regulation of cardiac outflow tract cell proliferation	0.0153782226791742	True	"""The canonical Wnt signaling pathway that contributes to the modulation of the expansion of a population of cardiac outflow tract cells."" [GOC:dph, GOC:mtg_heart]"	1	100	1	17376	0.01	1.0	query_1	['GO:0044340', 'GO:0061316', 'GO:1901963']	['CTNNB1']
1905	GO:BP	GO:0048675	axon extension	0.0153782226791742	True	"""Long distance growth of a single axon process involved in cellular development."" [GOC:BHF, GOC:dgh, GOC:dph, GOC:jid, GOC:lm, GOC:rl]"	124	100	4	17376	0.04	0.032258064516129	query_1	['GO:0007409', 'GO:1990138']	['ITGB1', 'FN1', 'VCL', 'SMURF1']
1906	GO:BP	GO:0061485	memory T cell proliferation	0.0153782226791742	True	"""The expansion of a memory T cell population by cell division."" [GOC:dph, PMID:14647273]"	1	100	1	17376	0.01	1.0	query_1	['GO:0042098']	['DOCK8']
1907	GO:BP	GO:0048685	negative regulation of collateral sprouting of intact axon in response to injury	0.0153782226791742	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of collateral sprouting of an intact axon as a result of injury to an axon."" [GOC:dgh, GOC:dph, GOC:jid, GOC:lm]"	1	100	1	17376	0.01	1.0	query_1	['GO:0048671', 'GO:0048673', 'GO:0048681', 'GO:0048683']	['SPP1']
1908	GO:BP	GO:2000476	positive regulation of opioid receptor signaling pathway	0.0153782226791742	True	"""Any process that activates or increases the frequency, rate or extent of opioid receptor signaling pathway."" [GOC:obol]"	1	100	1	17376	0.01	1.0	query_1	['GO:0038003', 'GO:0045745', 'GO:2000474']	['ITGB3']
1909	GO:BP	GO:0002649	regulation of tolerance induction to self antigen	0.0153782226791742	True	"""Any process that modulates the frequency, rate, or extent of tolerance induction to self antigen."" [GOC:add]"	1	100	1	17376	0.01	1.0	query_1	['GO:0002513', 'GO:0002643']	['TGFBR2']
1910	GO:BP	GO:0048673	collateral sprouting of intact axon in response to injury	0.0153782226791742	True	"""The process in which outgrowths develop from the axons of intact undamaged neurons as a result of injury to an axon. The collateral sprouts typically appear from undamaged axons in a tissue which has had part of its nerve supply removed, and they can often innervate successfully any cells that have lost some or all of their original synaptic input."" [GOC:dgh, GOC:dph, GOC:jid]"	1	100	1	17376	0.01	1.0	query_1	['GO:0031103', 'GO:0048668']	['SPP1']
1911	GO:BP	GO:0051463	negative regulation of cortisol secretion	0.0153782226791742	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the regulated release of cortisol from a cell."" [GOC:ai]"	1	100	1	17376	0.01	1.0	query_1	['GO:0043400', 'GO:0051462', 'GO:2000850']	['PTPN11']
1912	GO:CC	GO:0097060	synaptic membrane	0.0154241420157574	True	"""A specialized area of membrane on either the presynaptic or the postsynaptic side of a synapse, the junction between a nerve fiber of one neuron and another neuron or muscle fiber or glial cell."" [GOC:BHF, PMID:20410104]"	364	100	7	17376	0.07	0.0192307692307692	query_1	['GO:0045202', 'GO:0098590']	['ITGB1', 'SRC', 'ITGB3', 'CTNNB1', 'ITGA5', 'ERBB2', 'CRKL']
1913	GO:BP	GO:0071498	cellular response to fluid shear stress	0.0155182964961304	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a fluid shear stress stimulus. Fluid shear stress is the force acting on an object in a system where the fluid is moving across a solid surface."" [GOC:mah]"	20	100	2	17376	0.02	0.1	query_1	['GO:0033554', 'GO:0034405']	['SRC', 'PTK2B']
1914	GO:BP	GO:0035313	wound healing, spreading of epidermal cells	0.0155182964961304	True	"""The migration of an epidermal cell along or through a wound gap that contributes to the reestablishment of a continuous epidermis."" [GOC:bf, PMID:15269788]"	20	100	2	17376	0.02	0.1	query_1	['GO:0044319']	['ITGB1', 'ITGA5']
1915	GO:BP	GO:0014856	skeletal muscle cell proliferation	0.0155182964961304	True	"""The multiplication or reproduction of skeletal muscle cells, resulting in the expansion of a cell population."" [CL:0000188, GOC:ef, GOC:mtg_muscle]"	20	100	2	17376	0.02	0.1	query_1	['GO:0014855']	['SRC', 'HGF']
1916	GO:BP	GO:0150105	protein localization to cell-cell junction	0.0155182964961304	True	"""A process in which a protein is transported to, or maintained, in a location within a cell-cell junction."" [GOC:aruk, GOC:bc, PMID:26706435]"	20	100	2	17376	0.02	0.1	query_1	['GO:1902414']	['VCL', 'F11R']
1917	GO:BP	GO:0002285	lymphocyte activation involved in immune response	0.0156109663554777	True	"""A change in morphology and behavior of a lymphocyte resulting from exposure to a specific antigen, mitogen, cytokine, chemokine, cellular ligand, or soluble factor, leading to the initiation or perpetuation of an immune response."" [GOC:add, ISBN:0781735149]"	199	100	5	17376	0.05	0.0251256281407035	query_1	['GO:0002366', 'GO:0046649']	['SMAD7', 'PLCG2', 'SHB', 'PTK2B', 'PRKCZ']
1918	GO:BP	GO:0043632	modification-dependent macromolecule catabolic process	0.015619751689446	True	"""The chemical reactions and pathways resulting in the breakdown of a macromolecule, initiated by covalent modification of the target molecule."" [GOC:jl]"	682	100	10	17376	0.1	0.0146627565982404	query_1	['GO:0009057']	['KLHDC10', 'SMURF2', 'SMAD7', 'CTNNB1', 'USP4', 'SQSTM1', 'SMURF1', 'PTK2B', 'PTK2', 'CBL']
1919	GO:BP	GO:0071621	granulocyte chemotaxis	0.0156447468171282	True	"""The movement of a granulocyte in response to an external stimulus."" [GOC:rph]"	125	100	4	17376	0.04	0.032	query_1	['GO:0030595', 'GO:0097530']	['PIK3CD', 'VAV1', 'SYK', 'PTK2']
1920	GO:BP	GO:0050801	monoatomic ion homeostasis	0.0156474840758352	True	"""Any process involved in the maintenance of an internal steady state of monoatomic ions within an organism or cell. Monatomic ions (also called simple ions) are ions consisting of exactly one atom."" [GOC:ai]"	575	100	9	17376	0.09	0.0156521739130434	query_1	['GO:0048878']	['PIK3CB', 'ITGB3', 'PLCG2', 'LYN', 'TGFB1', 'KDR', 'PLCG1', 'PTK2B', 'LCK']
1921	GO:BP	GO:0030900	forebrain development	0.0157506246285682	True	"""The process whose specific outcome is the progression of the forebrain over time, from its formation to the mature structure. The forebrain is the anterior of the three primary divisions of the developing chordate brain or the corresponding part of the adult brain (in vertebrates, includes especially the cerebral hemispheres, the thalamus, and the hypothalamus and especially in higher vertebrates is the main control center for sensory and associative information processing, visceral functions, and voluntary motor functions)."" [http://www2.merriam-webster.com/cgi-bin/mwmednlm?book=Medical&va=forebrain]"	375	100	7	17376	0.07	0.0186666666666666	query_1	['GO:0007420', 'GO:0048856']	['SRC', 'FGFR2', 'CRK', 'CTNNB1', 'FYN', 'EGFR', 'CRKL']
1922	REAC	REAC:R-HSA-6783589	Interleukin-6 family signaling	0.0158314534635304	True	Interleukin-6 family signaling	24	100	2	17376	0.02	0.0833333333333333	query_1	['REAC:R-HSA-449147']	['PTPN11', 'CBL']
1923	REAC	REAC:R-HSA-400685	Sema4D in semaphorin signaling	0.0158314534635304	True	Sema4D in semaphorin signaling	24	100	2	17376	0.02	0.0833333333333333	query_1	['REAC:R-HSA-373755']	['MET', 'ERBB2']
1924	REAC	REAC:R-HSA-1855204	Synthesis of IP3 and IP4 in the cytosol	0.0158314534635304	True	Synthesis of IP3 and IP4 in the cytosol	24	100	2	17376	0.02	0.0833333333333333	query_1	['REAC:R-HSA-1483249']	['PLCG2', 'PLCG1']
1925	REAC	REAC:R-HSA-9634638	Estrogen-dependent nuclear events downstream of ESR-membrane signaling	0.0158314534635304	True	Estrogen-dependent nuclear events downstream of ESR-membrane signaling	24	100	2	17376	0.02	0.0833333333333333	query_1	['REAC:R-HSA-9009391']	['EGFR', 'PTK2']
1926	GO:BP	GO:0001655	urogenital system development	0.0158416817643198	True	"""The process whose specific outcome is the progression of the urogenital system over time, from its formation to the mature structure."" [GOC:go_curators]"	64	100	3	17376	0.03	0.046875	query_1	['GO:0048731']	['FGFR2', 'CTNNB1', 'CRKL']
1927	GO:BP	GO:0001947	heart looping	0.0158416817643198	True	"""The tube morphogenesis process in which the primitive heart tube loops asymmetrically. This looping brings the primitive heart chambers into alignment preceding their future integration. Heart looping begins with dextral-looping and ends when the main regional divisions of the mature heart and primordium of the great arterial trunks become established preceeding septation."" [GOC:dph, PMID:12094232]"	64	100	3	17376	0.03	0.046875	query_1	['GO:0003143', 'GO:0061371']	['TGFBR2', 'DVL2', 'SMAD3']
1928	GO:BP	GO:0016567	protein ubiquitination	0.0158416817643198	True	"""The process in which one or more ubiquitin groups are added to a protein."" [GOC:ai]"	795	100	11	17376	0.11	0.0138364779874213	query_1	['GO:0032446']	['KLHDC10', 'SMURF2', 'SMAD7', 'CTNNB1', 'USP4', 'SQSTM1', 'FYN', 'SMURF1', 'TRAF6', 'TGFBR1', 'CBL']
1929	REAC	REAC:R-HSA-376176	Signaling by ROBO receptors	0.0158593947219792	True	Signaling by ROBO receptors	217	100	5	17376	0.05	0.0230414746543778	query_1	['REAC:R-HSA-422475']	['NCK1', 'SRC', 'SOS1', 'ABL2', 'NCK2']
1930	GO:BP	GO:0015031	protein transport	0.0158956343868532	True	"""The directed movement of proteins into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]"	1525	100	17	17376	0.17	0.0111475409836065	query_1	['GO:0045184', 'GO:0071702', 'GO:0071705']	['PIK3R2', 'SRC', 'TGFB3', 'PIK3R1', 'PARD6A', 'SQSTM1', 'FYN', 'PRKCI', 'PARD3', 'TGFB1', 'HRAS', 'SYK', 'SMURF1', 'ERBB2', 'PRKCZ', 'SMAD3', 'PTPN11']
1931	GO:CC	GO:0032045	guanyl-nucleotide exchange factor complex	0.0159112335875315	True	"""A protein complex that stimulates the exchange of guanyl nucleotides associated with a GTPase."" [GOC:mah]"	19	100	2	17376	0.02	0.1052631578947368	query_1	['GO:0140535']	['DOCK1', 'ELMO1']
1932	GO:BP	GO:0007498	mesoderm development	0.0160007164314198	True	"""The process whose specific outcome is the progression of the mesoderm over time, from its formation to the mature structure. The mesoderm is the middle germ layer that develops into muscle, bone, cartilage, blood and connective tissue."" [GOC:dph, GOC:tb]"	126	100	4	17376	0.04	0.0317460317460317	query_1	['GO:0009888']	['ITGB1', 'FGFR2', 'ITGB3', 'SMAD3']
1933	GO:BP	GO:0045471	response to ethanol	0.0160007164314198	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an ethanol stimulus."" [GOC:go_curators]"	126	100	4	17376	0.04	0.0317460317460317	query_1	['GO:0097305']	['FGFR2', 'FYN', 'PTK2B', 'CBL']
1934	GO:BP	GO:0043281	regulation of cysteine-type endopeptidase activity involved in apoptotic process	0.0161415938759008	True	"""Any process that modulates the activity of a cysteine-type endopeptidase involved in apoptosis."" [GOC:jl, GOC:mtg_apoptosis]"	201	100	5	17376	0.05	0.0248756218905472	query_1	['GO:2000116']	['SRC', 'HGF', 'SYK', 'LCK', 'SMAD3']
1935	GO:BP	GO:0030855	epithelial cell differentiation	0.0161415938759008	True	"""The process in which a relatively unspecialized cell acquires specialized features of an epithelial cell, any of the cells making up an epithelium."" [GOC:ecd, PMID:11839751]"	686	100	10	17376	0.1	0.0145772594752186	query_1	['GO:0030154', 'GO:0060429']	['MET', 'RAPGEF1', 'SRC', 'FGFR2', 'CTNNB1', 'TGFB1', 'KDR', 'VCL', 'SMAD3', 'F11R']
1936	GO:BP	GO:0045670	regulation of osteoclast differentiation	0.0164728757010395	True	"""Any process that modulates the frequency, rate or extent of osteoclast differentiation."" [GOC:go_curators]"	65	100	3	17376	0.03	0.0461538461538461	query_1	['GO:0002761', 'GO:0030316']	['PIK3R1', 'CTNNB1', 'TRAF6']
1937	GO:CC	GO:0090637	inner dense plaque of desmosome	0.0165907717541426	True	"""The desmosomal part containing the C-termini of desmoplakins which interact with the keratin intermediate filaments, serving to tether the intermediate filaments to the plasma membrane."" [PMID:20066089]"	1	100	1	17376	0.01	1.0	query_1	['GO:0030057', 'GO:0110165']	['VCL']
1938	GO:CC	GO:0097489	multivesicular body, internal vesicle lumen	0.0165907717541426	True	"""The volume enclosed by the membrane of the multivesicular body internal vesicle."" [GOC:pde, PMID:21183070]"	1	100	1	17376	0.01	1.0	query_1	['GO:0031983', 'GO:0070013', 'GO:0097487']	['EGFR']
1939	GO:CC	GO:0090636	outer dense plaque of desmosome	0.0165907717541426	True	"""The desmosomal part containing plakoglobins, plakophilins, the N-termini of desmoplakins, as well as the cytoplasmic tails of the desmosomal cadherins, which together attach the plaque to the plasma membrane."" [PMID:20066089]"	1	100	1	17376	0.01	1.0	query_1	['GO:0030057', 'GO:0110165']	['VCL']
1940	GO:CC	GO:0034677	integrin alpha7-beta1 complex	0.0165907717541426	True	"""An integrin complex that comprises one alpha7 subunit and one beta1 subunit."" [PMID:12297042]"	1	100	1	17376	0.01	1.0	query_1	['GO:0008305']	['ITGB1']
1941	GO:CC	GO:0061826	podosome ring	0.0165907717541426	True	"""The ring structure surrounding the podosome core, containing proteins such as vinculin and talin."" [PMID:23158496]"	1	100	1	17376	0.01	1.0	query_1	['GO:0002102', 'GO:0110165']	['VCL']
1942	GO:CC	GO:0005794	Golgi apparatus	0.0165907717541426	True	"""A membrane-bound cytoplasmic organelle of the endomembrane system that further processes the core oligosaccharides (e.g. N-glycans) added to proteins in the endoplasmic reticulum and packages them into membrane-bound vesicles. The Golgi apparatus operates at the intersection of the secretory, lysosomal, and endocytic pathways."" [ISBN:0198506732]"	1513	100	17	17376	0.17	0.0112359550561797	query_1	['GO:0005737', 'GO:0012505', 'GO:0043231']	['SPP1', 'FGFR2', 'PIK3R1', 'ITGA5', 'PRKCI', 'GORAB', 'LAT', 'DOCK4', 'LYN', 'GRB2', 'EGFR', 'KDR', 'HRAS', 'SH3GL2', 'VTN', 'CBL', 'PDGFRA']
1943	GO:CC	GO:0097038	perinuclear endoplasmic reticulum	0.0166574035354435	True	"""The portion of endoplasmic reticulum, the intracellular network of tubules and cisternae, that occurs near the nucleus. The lumen of the perinuclear endoplasmic reticulum is contiguous with the nuclear envelope lumen (also called perinuclear space), the region between the inner and outer nuclear membranes."" [GOC:bf, GOC:mah, GOC:mcc, GOC:pr, GOC:vw]"	20	100	2	17376	0.02	0.1	query_1	['GO:0005783', 'GO:0048471', 'GO:0110165']	['PIK3R1', 'FYN']
1944	GO:BP	GO:0032332	positive regulation of chondrocyte differentiation	0.0168022475127546	True	"""Any process that activates or increases the frequency, rate or extent of chondrocyte differentiation."" [GOC:mah]"	21	100	2	17376	0.02	0.0952380952380952	query_1	['GO:0002062', 'GO:0032330', 'GO:0045597', 'GO:0061036']	['SMAD7', 'SMAD3']
1945	GO:BP	GO:0035902	response to immobilization stress	0.0168022475127546	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of being rendered immobile."" [GOC:bf, PMID:17683801, PMID:19893991]"	21	100	2	17376	0.02	0.0952380952380952	query_1	['GO:0006950']	['TGFB1', 'PTK2B']
1946	GO:BP	GO:0045624	positive regulation of T-helper cell differentiation	0.0168022475127546	True	"""Any process that activates or increases the frequency, rate or extent of T-helper cell differentiation."" [GOC:go_curators]"	21	100	2	17376	0.02	0.0952380952380952	query_1	['GO:0002699', 'GO:0042093', 'GO:0043372', 'GO:0045622', 'GO:0050778']	['SHB', 'PRKCZ']
1947	GO:BP	GO:0060445	branching involved in salivary gland morphogenesis	0.0168022475127546	True	"""The process in which the branching structure of the salivary gland is generated and organized."" [GOC:dph]"	21	100	2	17376	0.02	0.0952380952380952	query_1	['GO:0007435', 'GO:0061138']	['FGFR2', 'HGF']
1948	GO:BP	GO:2001026	regulation of endothelial cell chemotaxis	0.0168022475127546	True	"""Any process that modulates the frequency, rate or extent of endothelial cell chemotaxis."" [GOC:BHF]"	21	100	2	17376	0.02	0.0952380952380952	query_1	['GO:0010594', 'GO:0035767', 'GO:0050920']	['MET', 'KDR']
1949	GO:BP	GO:0010888	negative regulation of lipid storage	0.0168022475127546	True	"""Any process that decreases the rate, frequency or extent of lipid storage. Lipid storage is the accumulation and maintenance in cells or tissues of lipids, compounds soluble in organic solvents but insoluble or sparingly soluble in aqueous solvents. Lipid reserves can be accumulated during early developmental stages for mobilization and utilization at later stages of development."" [GOC:BHF, GOC:dph, GOC:tb]"	21	100	2	17376	0.02	0.0952380952380952	query_1	['GO:0010883', 'GO:0019915', 'GO:1905953']	['ITGAV', 'ITGB3']
1950	GO:BP	GO:0051882	mitochondrial depolarization	0.0168022475127546	True	"""The process in which the potential difference across the mitochondrial membrane is reduced from its steady state level."" [Wikipedia:Depolarization, Wikipedia:Mitochondrion]"	21	100	2	17376	0.02	0.0952380952380952	query_1	['GO:0051881', 'GO:0051899']	['SRC', 'KDR']
1951	GO:BP	GO:0051000	positive regulation of nitric-oxide synthase activity	0.0168022475127546	True	"""Any process that activates or increases the activity of the enzyme nitric-oxide synthase."" [GOC:ai]"	21	100	2	17376	0.02	0.0952380952380952	query_1	['GO:0032770', 'GO:0050999']	['PIK3CB', 'PTK2B']
1952	GO:BP	GO:0048634	regulation of muscle organ development	0.0168022475127546	True	"""Any process that modulates the frequency, rate or extent of muscle development."" [GOC:go_curators]"	21	100	2	17376	0.02	0.0952380952380952	query_1	['GO:0007517', 'GO:0050793']	['TGFB1', 'SMAD3']
1953	GO:BP	GO:0046629	gamma-delta T cell activation	0.0168022475127546	True	"""The change in morphology and behavior of a gamma-delta T cell resulting from exposure to a mitogen, cytokine, chemokine, cellular ligand, or an antigen for which it is specific."" [GOC:add]"	21	100	2	17376	0.02	0.0952380952380952	query_1	['GO:0042110']	['ITK', 'SYK']
