Myoclonic-astatic epilepsy	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
194	GO:CC	GO:0106139	symbiont cell surface	0.0251941917511747	True	"""The cell surface of a secondary, endosymbiont organism with which the first organism is interacting. The symbiont is defined as the smaller of the organisms involved in a symbiotic interaction."" [GOC:rjd, PMID:30049880]"	2	104	1	16420	0.0096153846153846	0.5	query_1	['GO:0044217']	['CFH']
195	GO:CC	GO:0000308	cytoplasmic cyclin-dependent protein kinase holoenzyme complex	0.0251941917511747	True	"""Cyclin-dependent protein kinase (CDK) complex found in the cytoplasm."" [GOC:krc]"	2	104	1	16420	0.0096153846153846	0.5	query_1	['GO:0000307', 'GO:0005737']	['CDK14']
196	GO:CC	GO:0034365	discoidal high-density lipoprotein particle	0.0251941917511747	True	"""A newly formed high-density lipoprotein particle; consists of a phospholipid bilayer surrounded by two or more APOA1 molecules. The discoidal HDL particle is formed when lipid-free or lipid-poor APOA1 acquires phospholipids and unesterified cholesterol from either cell membranes or triglyceride-rich lipoproteins (undergoing lipolysis by lipoprotein lipase)."" [GOC:BHF, GOC:expert_pt, GOC:mah, GOC:rl]"	2	104	1	16420	0.0096153846153846	0.5	query_1	['GO:0034364']	['APOE']
202	GO:CC	GO:0034686	integrin alphav-beta8 complex	0.0251941917511747	True	"""An integrin complex that comprises one alphav subunit and one beta8 subunit."" [PMID:12297042]"	2	104	1	16420	0.0096153846153846	0.5	query_1	['GO:0008305']	['ITGAV']
197	GO:CC	GO:0034667	integrin alpha3-beta1 complex	0.0251941917511747	True	"""An integrin complex that comprises one alpha3 subunit and one beta1 subunit."" [PMID:12297042]"	2	104	1	16420	0.0096153846153846	0.5	query_1	['GO:0008305']	['ITGB1']
198	GO:CC	GO:0034678	integrin alpha8-beta1 complex	0.0251941917511747	True	"""An integrin complex that comprises one alpha8 subunit and one beta1 subunit."" [PMID:12297042]"	2	104	1	16420	0.0096153846153846	0.5	query_1	['GO:0008305']	['ITGB1']
205	GO:CC	GO:0071133	alpha9-beta1 integrin-ADAM8 complex	0.0251941917511747	True	"""A protein complex that consists of an alpha9-beta1 integrin complex bound to the transmembrane metallopeptidase ADAM8."" [PMID:16995821]"	2	104	1	16420	0.0096153846153846	0.5	query_1	['GO:0098797']	['ITGB3']
200	GO:CC	GO:0034681	integrin alpha11-beta1 complex	0.0251941917511747	True	"""An integrin complex that comprises one alpha11 subunit and one beta1 subunit."" [PMID:12297042]"	2	104	1	16420	0.0096153846153846	0.5	query_1	['GO:0008305']	['ITGB1']
201	GO:CC	GO:0034665	integrin alpha1-beta1 complex	0.0251941917511747	True	"""An integrin complex that comprises one alpha1 subunit and one beta1 subunit."" [PMID:12297042]"	2	104	1	16420	0.0096153846153846	0.5	query_1	['GO:0008305']	['ITGB1']
124	REAC	REAC:R-HSA-418885	DCC mediated attractive signaling	0.0253245005538574	True	DCC mediated attractive signaling	13	99	2	10022	0.0202020202020202	0.1538461538461538	query_1	['REAC:R-HSA-373752']	['SRC', 'PTK2']
1038	GO:BP	GO:0002712	regulation of B cell mediated immunity	0.0254286187757407	True	"""Any process that modulates the frequency, rate, or extent of B cell mediated immunity."" [GOC:add]"	62	103	3	15719	0.029126213592233	0.0483870967741935	query_1	['GO:0002706', 'GO:0002822', 'GO:0019724']	['C3', 'TFRC', 'HPX']
1039	GO:BP	GO:0045088	regulation of innate immune response	0.0254286187757407	True	"""Any process that modulates the frequency, rate or extent of the innate immune response, the organism's first line of defense against infection."" [GOC:ebc]"	347	103	7	15719	0.0679611650485436	0.0201729106628242	query_1	['GO:0002831', 'GO:0031347', 'GO:0032101', 'GO:0045087', 'GO:0050776']	['SRC', 'APOE', 'FYN', 'CFH', 'FGR', 'LRP8', 'HPX']
1040	GO:BP	GO:0002889	regulation of immunoglobulin mediated immune response	0.0254286187757407	True	"""Any process that modulates the frequency, rate, or extent of an immunoglobulin mediated immune response."" [GOC:add]"	62	103	3	15719	0.029126213592233	0.0483870967741935	query_1	['GO:0002712', 'GO:0016064']	['C3', 'TFRC', 'HPX']
125	REAC	REAC:R-HSA-5663202	Diseases of signal transduction by growth factor receptors and second messengers	0.0255086111841913	True	Diseases of signal transduction by growth factor receptors and second messengers	410	99	10	10022	0.101010101010101	0.024390243902439	query_1	['REAC:R-HSA-1643685']	['FN1', 'SRC', 'FGA', 'ITGB3', 'CLTC', 'ITGA2B', 'FYN', 'FGB', 'FGG', 'TLN1']
1041	GO:BP	GO:0009892	negative regulation of metabolic process	0.0256657752233126	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism."" [GOC:go_curators]"	2846	103	29	15719	0.2815533980582524	0.0101897399859451	query_1	['GO:0008152', 'GO:0019222', 'GO:0048519']	['APOC3', 'NTS', 'FN1', 'ITGAV', 'SRC', 'ITGB3', 'TGFB3', 'CLTC', 'APOE', 'HFE', 'FYN', 'LDLR', 'PCSK9', 'AGT', 'ITIH2', 'BIN1', 'APOA1', 'LRP1', 'AP2A1', 'HP', 'APOA2', 'DMTN', 'SERPINA1', 'VTN', 'APOC2', 'APP', 'DAB2', 'CP', 'ORM1']
1042	GO:BP	GO:0002695	negative regulation of leukocyte activation	0.0256790032771598	True	"""Any process that stops, prevents, or reduces the frequency, rate, or extent of leukocyte activation."" [GOC:add]"	188	103	5	15719	0.0485436893203883	0.026595744680851	query_1	['GO:0002683', 'GO:0002694', 'GO:0045321', 'GO:0050866']	['FN1', 'HFE', 'LDLR', 'FGR', 'CTSG']
1043	GO:BP	GO:0009581	detection of external stimulus	0.0259492406997923	True	"""The series of events in which an external stimulus is received by a cell and converted into a molecular signal."" [GOC:hb]"	120	103	4	15719	0.0388349514563106	0.0333333333333333	query_1	['GO:0009605', 'GO:0051606']	['SCN1A', 'FYN', 'NTSR1', 'PTK2']
126	REAC	REAC:R-HSA-425366	Transport of bile salts and organic acids, metal ions and amine compounds	0.0259707161774846	True	Transport of bile salts and organic acids, metal ions and amine compounds	78	99	4	10022	0.0404040404040404	0.0512820512820512	query_1	['REAC:R-HSA-425407']	['SLC6A1', 'HEPH', 'SLC40A1', 'CP']
1044	GO:BP	GO:0031329	regulation of cellular catabolic process	0.0259883199090406	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the breakdown of substances, carried out by individual cells."" [GOC:mah]"	627	103	10	15719	0.0970873786407767	0.0159489633173843	query_1	['GO:0009894', 'GO:0031323', 'GO:0044248']	['APOC3', 'SNX9', 'APOE', 'LDLR', 'PCSK9', 'APOA1', 'HP', 'APOA4', 'APOC2', 'APP']
1045	GO:BP	GO:0090276	regulation of peptide hormone secretion	0.026167303104604	True	"""Any process that modulates the rate, frequency, or extent of the regulated release of a peptide hormone from secretory granules."" [GOC:tb]"	189	103	5	15719	0.0485436893203883	0.0264550264550264	query_1	['GO:0002791', 'GO:0030072', 'GO:0046883']	['FGA', 'HFE', 'TFR2', 'FGB', 'FGG']
206	GO:CC	GO:0031674	I band	0.0263468044868021	True	"""A region of a sarcomere that appears as a light band on each side of the Z disc, comprising a region of the sarcomere where thin (actin) filaments are not overlapped by thick (myosin) filaments; contains actin, troponin, and tropomyosin; each sarcomere includes half of an I band at each end."" [ISBN:0321204131]"	144	104	4	16420	0.0384615384615384	0.0277777777777777	query_1	['GO:0030017', 'GO:0110165']	['SLC2A1', 'SCN1A', 'SYNE2', 'BIN1']
1046	GO:BP	GO:0015909	long-chain fatty acid transport	0.0264224532413931	True	"""The directed movement of a long-chain fatty acid into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore.  A long-chain fatty acid is a fatty acid with an aliphatic tail of 13 to 21 carbons."" [GOC:ai]"	63	103	3	15719	0.029126213592233	0.0476190476190476	query_1	['GO:0015908']	['SLC2A1', 'APOE', 'NTSR1']
1051	GO:BP	GO:0010888	negative regulation of lipid storage	0.0265229193754135	True	"""Any process that decreases the rate, frequency or extent of lipid storage. Lipid storage is the accumulation and maintenance in cells or tissues of lipids, compounds soluble in organic solvents but insoluble or sparingly soluble in aqueous solvents. Lipid reserves can be accumulated during early developmental stages for mobilization and utilization at later stages of development."" [GOC:BHF, GOC:dph, GOC:tb]"	21	103	2	15719	0.0194174757281553	0.0952380952380952	query_1	['GO:0010883', 'GO:0019915', 'GO:1905953']	['ITGAV', 'ITGB3']
1049	GO:BP	GO:1902992	negative regulation of amyloid precursor protein catabolic process	0.0265229193754135	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of amyloid precursor protein catabolic process."" [GO_REF:0000058, GOC:PARL, GOC:rl, GOC:TermGenie, PMID:24499793]"	21	103	2	15719	0.0194174757281553	0.0952380952380952	query_1	['GO:0042987', 'GO:0051248', 'GO:1902991']	['APOE', 'BIN1']
1048	GO:BP	GO:0002922	positive regulation of humoral immune response	0.0265229193754135	True	"""Any process that activates or increases the frequency, rate, or extent of a humoral immune response."" [GOC:add]"	21	103	2	15719	0.0194174757281553	0.0952380952380952	query_1	['GO:0002920', 'GO:0006959', 'GO:0050778']	['C3', 'HPX']
1047	GO:BP	GO:0043244	regulation of protein-containing complex disassembly	0.0265229193754135	True	"""Any process that modulates the frequency, rate or extent of protein complex disassembly, the disaggregation of a protein complex into its constituent components."" [GOC:jl]"	121	103	4	15719	0.0388349514563106	0.0330578512396694	query_1	['GO:0032984', 'GO:0051128']	['ADD2', 'ADD3', 'DMTN', 'ADD1']
1050	GO:BP	GO:0001919	regulation of receptor recycling	0.0265229193754135	True	"""Any process that modulates the frequency, rate, or extent of receptor recycling."" [GOC:add]"	21	103	2	15719	0.0194174757281553	0.0952380952380952	query_1	['GO:0001881', 'GO:0023051', 'GO:0060255']	['LDLR', 'PCSK9']
207	GO:CC	GO:0030658	transport vesicle membrane	0.0265310310284486	True	"""The lipid bilayer surrounding a transport vesicle."" [GOC:mah]"	222	104	5	16420	0.048076923076923	0.0225225225225225	query_1	['GO:0030133', 'GO:0030659', 'GO:0098588']	['AMPH', 'CLTC', 'AP2A2', 'BIN1', 'AP2A1']
208	GO:CC	GO:0031528	microvillus membrane	0.0265310310284486	True	"""The portion of the plasma membrane surrounding a microvillus."" [GOC:mah]"	28	104	2	16420	0.0192307692307692	0.0714285714285714	query_1	['GO:0005902', 'GO:0031253']	['ITGAV', 'ITGB3']
1052	GO:BP	GO:0060491	regulation of cell projection assembly	0.0265600355287312	True	"""Any process that modulates the rate, frequency, or extent of cell projection assembly."" [GOC:dph, GOC:tb]"	190	103	5	15719	0.0485436893203883	0.0263157894736842	query_1	['GO:0030031', 'GO:0031344', 'GO:0044087']	['SRC', 'TGFB3', 'SYNE2', 'AGRN', 'DMTN']
209	GO:CC	GO:0005901	caveola	0.0269783686819416	True	"""A membrane raft that forms small pit, depression, or invagination that communicates with the outside of a cell and extends inward, indenting the cytoplasm and the cell membrane. Examples include flask-shaped invaginations of the plasma membrane in adipocytes associated with caveolin proteins, and minute pits or incuppings of the cell membrane formed during pinocytosis. Caveolae may be pinched off to form free vesicles within the cytoplasm."" [GOC:mah, ISBN:0721662544, PMID:16645198]"	79	104	3	16420	0.0288461538461538	0.0379746835443038	query_1	['GO:0044853']	['SRC', 'SLC2A1', 'LRP8']
1053	GO:BP	GO:0007186	G protein-coupled receptor signaling pathway	0.0269927977352438	True	"""The series of molecular signals initiated by a ligand binding to its receptor, in which the activated receptor promotes the exchange of GDP for GTP on the alpha-subunit of an associated heterotrimeric G-protein complex. The GTP-bound activated alpha-G-protein then dissociates from the beta- and gamma-subunits to further transmit the signal within the cell. The pathway begins with receptor-ligand interaction, and ends with regulation of a downstream cellular process. The pathway can start from the plasma membrane, Golgi or nuclear membrane."" [GOC:bf, GOC:mah, PMID:16902576, PMID:24568158, Wikipedia:G_protein-coupled_receptor]"	835	103	12	15719	0.116504854368932	0.0143712574850299	query_1	['GO:0007165']	['C3', 'APOC3', 'NTS', 'SRC', 'ITGB3', 'APOE', 'NTSR2', 'AGT', 'NTSR1', 'APOA1', 'AGRN', 'NLN']
1054	GO:BP	GO:0042542	response to hydrogen peroxide	0.0271863620901064	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a hydrogen peroxide (H2O2) stimulus."" [GOC:jl]"	122	103	4	15719	0.0388349514563106	0.0327868852459016	query_1	['GO:0000302', 'GO:0010033', 'GO:0010035']	['HBB', 'SRC', 'FYN', 'HP']
1055	GO:BP	GO:0010517	regulation of phospholipase activity	0.0273566977500097	True	"""Any process that modulates the frequency, rate or extent of phospholipase activity, the hydrolysis of a phospholipid."" [GOC:BHF, GOC:dph, GOC:tb]"	64	103	3	15719	0.029126213592233	0.046875	query_1	['GO:0060191']	['AGT', 'LRP1', 'APOC2']
210	GO:CC	GO:0042582	azurophil granule	0.0275643271176609	True	"""Primary lysosomal granule found in neutrophil granulocytes. Contains a wide range of hydrolytic enzymes and is released into the extracellular fluid."" [GOC:jl, PMID:17152095]"	147	104	4	16420	0.0384615384615384	0.0272108843537414	query_1	['GO:0005766', 'GO:0030141']	['C3', 'ORM2', 'MPO', 'CTSG']
211	GO:CC	GO:0005766	primary lysosome	0.0275643271176609	True	"""A lysosome before it has fused with a vesicle or vacuole."" [GOC:jl, ISBN:0815316194]"	147	104	4	16420	0.0384615384615384	0.0272108843537414	query_1	['GO:0005764']	['C3', 'ORM2', 'MPO', 'CTSG']
1056	GO:BP	GO:0002791	regulation of peptide secretion	0.0276141700408911	True	"""Any process that modulates the frequency, rate, or extent of peptide secretion."" [GOC:add]"	192	103	5	15719	0.0485436893203883	0.0260416666666666	query_1	['GO:0002790', 'GO:0051046', 'GO:0090087']	['FGA', 'HFE', 'TFR2', 'FGB', 'FGG']
1057	GO:BP	GO:0001818	negative regulation of cytokine production	0.0277845042316025	True	"""Any process that stops, prevents, or reduces the rate of production of a cytokine."" [GOC:add, ISBN:0781735149]"	270	103	6	15719	0.058252427184466	0.0222222222222222	query_1	['GO:0001816', 'GO:0001817', 'GO:0010629', 'GO:0051241']	['FN1', 'TGFB3', 'HFE', 'APOA1', 'APOA2', 'ORM1']
1058	GO:BP	GO:0019730	antimicrobial humoral response	0.0278558822229481	True	"""An immune response against microbes mediated through a body fluid. Examples of this process are seen in the antimicrobial humoral response of Drosophila melanogaster and Mus musculus."" [GOC:go_curators, GOC:mtg_sensu]"	123	103	4	15719	0.0388349514563106	0.032520325203252	query_1	['GO:0006959', 'GO:0098542']	['FGA', 'TF', 'FGB', 'CTSG']
1059	GO:BP	GO:0050778	positive regulation of immune response	0.0278831687478828	True	"""Any process that activates or increases the frequency, rate or extent of the immune response, the immunological reaction of an organism to an immunogenic stimulus."" [GOC:ai]"	635	103	10	15719	0.0970873786407767	0.0157480314960629	query_1	['GO:0002684', 'GO:0006955', 'GO:0048584', 'GO:0050776']	['C3', 'SRC', 'TFRC', 'FYN', 'CFH', 'FGR', 'CFB', 'CTSG', 'PTK2', 'HPX']
1060	GO:BP	GO:0050771	negative regulation of axonogenesis	0.0283846134871953	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of axonogenesis."" [GOC:ai]"	65	103	3	15719	0.029126213592233	0.0461538461538461	query_1	['GO:0007409', 'GO:0010977', 'GO:0050768', 'GO:0050770']	['SPP1', 'LRP4', 'SYNGAP1']
1061	GO:BP	GO:0051057	positive regulation of small GTPase mediated signal transduction	0.0283846134871953	True	"""Any process that activates or increases the frequency, rate or extent of small GTPase mediated signal transduction."" [GOC:ai]"	65	103	3	15719	0.029126213592233	0.0461538461538461	query_1	['GO:0007264', 'GO:0051056', 'GO:1902533']	['ITGAV', 'SRC', 'APOA1']
212	GO:CC	GO:0005791	rough endoplasmic reticulum	0.0284388975851047	True	"""The rough (or granular) endoplasmic reticulum (ER) has ribosomes adhering to the outer surface; the ribosomes are the site of translation of the mRNA for those proteins which are either to be retained within the cisternae (ER-resident proteins), the proteins of the lysosomes, or the proteins destined for export from the cell. Glycoproteins undergo their initial glycosylation within the cisternae."" [ISBN:0198506732]"	81	104	3	16420	0.0288461538461538	0.037037037037037	query_1	['GO:0005783']	['PCSK9', 'VTN', 'APP']
128	REAC	REAC:R-HSA-3296469	Defects in cobalamin (B12) metabolism	0.028445865420246	True	Defects in cobalamin (B12) metabolism	14	99	2	10022	0.0202020202020202	0.1428571428571428	query_1	['REAC:R-HSA-3296482']	['TCN2', 'CD320']
127	REAC	REAC:R-HSA-399955	SEMA3A-Plexin repulsion signaling by inhibiting Integrin adhesion	0.028445865420246	True	SEMA3A-Plexin repulsion signaling by inhibiting Integrin adhesion	14	99	2	10022	0.0202020202020202	0.1428571428571428	query_1	['REAC:R-HSA-373755']	['FYN', 'TLN1']
1062	GO:BP	GO:0009582	detection of abiotic stimulus	0.028534590726004	True	"""The series of events in which an (non-living) abiotic stimulus is received by a cell and converted into a molecular signal."" [GOC:hb]"	124	103	4	15719	0.0388349514563106	0.032258064516129	query_1	['GO:0009628', 'GO:0051606']	['SCN1A', 'FYN', 'NTSR1', 'PTK2']
1063	GO:BP	GO:0032103	positive regulation of response to external stimulus	0.0285697517524623	True	"""Any process that activates, maintains or increases the rate of a response to an external stimulus."" [GOC:mah]"	540	103	9	15719	0.087378640776699	0.0166666666666666	query_1	['GO:0009605', 'GO:0032101', 'GO:0048584']	['C3', 'SRC', 'FYN', 'LDLR', 'AGT', 'VTN', 'PTK2', 'APP', 'HPX']
1064	GO:BP	GO:0090087	regulation of peptide transport	0.0285869547520146	True	"""Any process that modulates the frequency, rate or extent of the directed movement of peptides, compounds of two or more amino acids where the alpha carboxyl group of one is bound to the alpha amino group of another, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:dph, GOC:tb]"	194	103	5	15719	0.0485436893203883	0.0257731958762886	query_1	['GO:0015833', 'GO:0051049']	['FGA', 'HFE', 'TFR2', 'FGB', 'FGG']
1066	GO:BP	GO:0015669	gas transport	0.0286161710290009	True	"""The directed movement of substances that are gaseous in normal living conditions into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]"	22	103	2	15719	0.0194174757281553	0.0909090909090909	query_1	['GO:0006810']	['HBB', 'HBD']
1065	GO:BP	GO:0010288	response to lead ion	0.0286161710290009	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a lead ion stimulus."" [GOC:tair_curators, PMID:16461380]"	22	103	2	15719	0.0194174757281553	0.0909090909090909	query_1	['GO:0010038']	['SLC6A1', 'APP']
1067	GO:BP	GO:0044321	response to leptin	0.0286161710290009	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a leptin stimulus. Leptin is a hormone manufactured primarily in the adipocytes of white adipose tissue, and the level of circulating leptin is directly proportional to the total amount of fat in the body. It plays a key role in regulating energy intake and energy expenditure, including appetite and metabolism]."" [GOC:yaf]"	22	103	2	15719	0.0194174757281553	0.0909090909090909	query_1	['GO:0009725']	['LRP2', 'FGB']
1068	GO:BP	GO:0099504	synaptic vesicle cycle	0.0290808323962483	True	"""A biological process in which synaptic vesicles are loaded with neurotransmitters, move to the active zone, exocytose and are then recycled via endocytosis, ultimately leading to reloading with neurotransmitters."" [GOC:aruk, GOC:bc, PMID:15217342]"	195	103	5	15719	0.0485436893203883	0.0256410256410256	query_1	['GO:0051649', 'GO:0099003']	['AMPH', 'AP2M1', 'AP2B1', 'AP2S1', 'BIN1']
1069	GO:BP	GO:0046847	filopodium assembly	0.0293755473365885	True	"""The assembly of a filopodium, a thin, stiff protrusion extended by the leading edge of a motile cell such as a crawling fibroblast or amoeba, or an axonal growth cone."" [GOC:dph, GOC:mah, GOC:tb, PMID:16337369, PMID:18464790]"	66	103	3	15719	0.029126213592233	0.0454545454545454	query_1	['GO:0120031']	['TGFB3', 'AGRN', 'DMTN']
1070	GO:BP	GO:0042476	odontogenesis	0.0299195643736968	True	"""The process whose specific outcome is the progression of a tooth or teeth over time, from formation to the mature structure(s). A tooth is any hard bony, calcareous, or chitinous organ found in the mouth or pharynx of an animal and used in procuring or masticating food."" [GOC:jl, GOC:mah]"	126	103	4	15719	0.0388349514563106	0.0317460317460317	query_1	['GO:0009887']	['SRC', 'TGFB3', 'LRP4', 'ITGB6']
1071	GO:BP	GO:0098660	inorganic ion transmembrane transport	0.0300738797667712	True	"""The process in which an inorganic ion is transported across a membrane."" [GOC:mah]"	849	103	12	15719	0.116504854368932	0.0141342756183745	query_1	['GO:0055085']	['SLC6A1', 'ITGB1', 'TCN2', 'ITGAV', 'ITGB3', 'SCN1A', 'HFE', 'FYN', 'PCSK9', 'BIN1', 'NTSR1', 'SLC40A1']
213	GO:CC	GO:0030016	myofibril	0.0302671565324941	True	"""The contractile element of skeletal and cardiac muscle; a long, highly organized bundle of actin, myosin, and other proteins that contracts by a sliding filament mechanism."" [ISBN:0815316194]"	231	104	5	16420	0.048076923076923	0.0216450216450216	query_1	['GO:0043292']	['SYNE1', 'SLC2A1', 'SCN1A', 'SYNE2', 'BIN1']
1072	GO:BP	GO:1905114	cell surface receptor signaling pathway involved in cell-cell signaling	0.0303252704246986	True	"""Any cell surface receptor signaling pathway that is involved in cell-cell signaling."" [GO_REF:0000060, GOC:TermGenie, ISBN:0-7167-3051-0]"	546	103	9	15719	0.087378640776699	0.0164835164835164	query_1	['GO:0007166', 'GO:0007267']	['C3', 'SRC', 'LRP4', 'APOE', 'CDK14', 'NTSR1', 'LRP1', 'APP', 'DAB2']
129	REAC	REAC:R-HSA-1266738	Developmental Biology	0.0304272961066782	True	Developmental Biology	1081	99	19	10022	0.1919191919191919	0.0175763182238667	query_1	['REAC:0000000']	['ITGB1', 'ITGAV', 'DPPA4', 'SRC', 'ITGB3', 'CLTC', 'AP2M1', 'AP2B1', 'SCN1A', 'ITGA2B', 'ITGA5', 'FYN', 'AP2S1', 'AP2A2', 'AP2A1', 'AGRN', 'TLN1', 'PTK2', 'NUMB']
1074	GO:BP	GO:0044283	small molecule biosynthetic process	0.0309557825180879	True	"""The chemical reactions and pathways resulting in the formation of small molecules, any low molecular weight, monomeric, non-encoded molecule."" [GOC:curators, GOC:pde, GOC:vw]"	548	103	9	15719	0.087378640776699	0.0164233576642335	query_1	['GO:0009058', 'GO:0044281']	['APOC3', 'APOE', 'NTSR1', 'APOA1', 'MPO', 'APOA4', 'NLN', 'APOC2', 'DAB2']
1073	GO:BP	GO:0051345	positive regulation of hydrolase activity	0.0309557825180879	True	"""Any process that activates or increases the frequency, rate or extent of hydrolase activity, the catalysis of the hydrolysis of various bonds."" [GOC:ai]"	548	103	9	15719	0.087378640776699	0.0164233576642335	query_1	['GO:0043085', 'GO:0051336']	['ITGB1', 'SNX9', 'FYN', 'AGT', 'BIN1', 'APOA1', 'APOA4', 'AGRN', 'APOC2']
1075	GO:BP	GO:0051043	regulation of membrane protein ectodomain proteolysis	0.0309765471701032	True	"""Any process that modulates the frequency, rate or extent of the proteolytic cleavage of transmembrane proteins and release of their ectodomain (extracellular domain)."" [GOC:ai]"	23	103	2	15719	0.0194174757281553	0.0869565217391304	query_1	['GO:0006509', 'GO:0030162', 'GO:0031329', 'GO:0042176']	['SNX9', 'APOE']
1076	GO:BP	GO:0030048	actin filament-based movement	0.0313994543368062	True	"""Movement of organelles or other particles along actin filaments, or sliding of actin filaments past each other, mediated by motor proteins."" [GOC:BHF, GOC:mah]"	128	103	4	15719	0.0388349514563106	0.03125	query_1	['GO:0030029']	['SCN1A', 'SYNE2', 'MYO6', 'BIN1']
1077	GO:BP	GO:0006644	phospholipid metabolic process	0.0314490543348979	True	"""The chemical reactions and pathways involving phospholipids, any lipid containing phosphoric acid as a mono- or diester."" [ISBN:0198506732]"	364	103	7	15719	0.0679611650485436	0.0192307692307692	query_1	['GO:0006796', 'GO:0019637', 'GO:0044255']	['LDLR', 'PCSK9', 'APOA1', 'APOA2', 'APOA4', 'APOC2', 'GDPD1']
1078	GO:BP	GO:0010629	negative regulation of gene expression	0.0314544723421342	True	"""Any process that decreases the frequency, rate or extent of gene expression. Gene expression is the process in which a gene's coding sequence is converted into a mature gene product (protein or RNA)."" [GOC:txnOH-2018]"	962	103	13	15719	0.1262135922330097	0.0135135135135135	query_1	['GO:0010467', 'GO:0010468', 'GO:0010605']	['NTS', 'FN1', 'TGFB3', 'APOE', 'HFE', 'FYN', 'LDLR', 'APOA1', 'LRP1', 'APOA2', 'APP', 'CP', 'ORM1']
1081	GO:BP	GO:0032732	positive regulation of interleukin-1 production	0.0315175482945263	True	"""Any process that activates or increases the frequency, rate, or extent of interleukin-1 production."" [GOC:mah]"	68	103	3	15719	0.029126213592233	0.0441176470588235	query_1	['GO:0001819', 'GO:0032612', 'GO:0032652']	['ORM2', 'APP', 'ORM1']
1080	GO:BP	GO:0006956	complement activation	0.0315175482945263	True	"""Any process involved in the activation of any of the steps of the complement cascade, which allows for the direct killing of microbes, the disposal of immune complexes, and the regulation of other immune processes; the initial steps of complement activation involve one of three pathways, the classical pathway, the alternative pathway, and the lectin pathway, all of which lead to the terminal complement pathway."" [GO_REF:0000022, GOC:add, ISBN:0781735149]"	68	103	3	15719	0.029126213592233	0.0441176470588235	query_1	['GO:0002252', 'GO:0002253', 'GO:0006959']	['C3', 'CFH', 'CFB']
1079	GO:BP	GO:0043112	receptor metabolic process	0.0315175482945263	True	"""The chemical reactions and pathways involving a receptor molecule, a macromolecule that undergoes combination with a hormone, neurotransmitter, drug or intracellular messenger to initiate a change in cell function."" [GOC:jl]"	68	103	3	15719	0.029126213592233	0.0441176470588235	query_1	['GO:0043170']	['APOE', 'LDLR', 'PCSK9']
1082	GO:BP	GO:0055085	transmembrane transport	0.0317042650836014	True	"""The process in which a solute is transported across a lipid bilayer, from one side of a membrane to the other."" [GOC:dph, GOC:jid]"	1413	103	17	15719	0.1650485436893204	0.0120311394196744	query_1	['GO:0006810', 'GO:0009987']	['SLC6A1', 'C3', 'ITGB1', 'TCN2', 'ITGAV', 'ITGB3', 'LRP2', 'SLC2A1', 'SCN1A', 'HFE', 'FYN', 'PCSK9', 'AGT', 'BIN1', 'NTSR1', 'SLC40A1', 'APP']
1083	GO:BP	GO:0002684	positive regulation of immune system process	0.0318244888756579	True	"""Any process that activates or increases the frequency, rate, or extent of an immune system process."" [GOC:add]"	964	103	13	15719	0.1262135922330097	0.0134854771784232	query_1	['GO:0002376', 'GO:0002682', 'GO:0048518']	['C3', 'SRC', 'ITGB3', 'TFRC', 'CD320', 'FYN', 'CFH', 'FGR', 'CFB', 'CTSG', 'PTK2', 'APP', 'HPX']
130	REAC	REAC:R-HSA-75892	Platelet Adhesion to exposed collagen	0.0321143223914086	True	Platelet Adhesion to exposed collagen	15	99	2	10022	0.0202020202020202	0.1333333333333333	query_1	['REAC:R-HSA-109582']	['ITGB1', 'FYN']
214	GO:CC	GO:0042581	specific granule	0.0324108439969668	True	"""Granule with a membranous, tubular internal structure, found primarily in mature neutrophil cells. Most are released into the extracellular fluid. Specific granules contain lactoferrin, lysozyme, vitamin B12 binding protein and elastase."" [GOC:jl, ISBN:0721662544, PMID:7334549]"	155	104	4	16420	0.0384615384615384	0.0258064516129032	query_1	['GO:0030141']	['ITGAV', 'ORM2', 'HP', 'ORM1']
1084	GO:BP	GO:0050766	positive regulation of phagocytosis	0.0327051245350009	True	"""Any process that activates or increases the frequency, rate or extent of phagocytosis."" [GOC:ai]"	69	103	3	15719	0.029126213592233	0.0434782608695652	query_1	['GO:0006909', 'GO:0045807', 'GO:0050764']	['C3', 'APOA1', 'APOA2']
