Mandibuloacral dysplasia with type A lipodystrophy	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
758	GO:BP	GO:1901291	negative regulation of double-strand break repair via single-strand annealing	0.0259841160220992	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of double-strand break repair via single-strand annealing."" [GOC:sart, GOC:TermGenie]"	1	102	1	17376	0.0098039215686274	1.0	query_1	['GO:0045002', 'GO:2000780']	['OGG1']
759	GO:BP	GO:0044349	DNA excision	0.0259841160220992	True	"""The removal of a section of DNA from a larger DNA molecule by the making of dual incisions that flank the section to be excised."" [GOC:jl]"	1	102	1	17376	0.0098039215686274	1.0	query_1	['GO:0006259']	['PNKP']
760	GO:BP	GO:0006288	base-excision repair, DNA ligation	0.0259841160220992	True	"""The ligation by DNA ligase of DNA strands. Ligation occurs after polymerase action to fill the gap left by the action of endonucleases during base-excision repair."" [ISBN:1550091131]"	1	102	1	17376	0.0098039215686274	1.0	query_1	['GO:0006284', 'GO:0051103']	['LIG3']
761	GO:BP	GO:1905843	regulation of cellular response to gamma radiation	0.0259841160220992	True	"""Any process that modulates the frequency, rate or extent of cellular response to gamma radiation."" [GO_REF:0000058, GOC:TermGenie, PMID:23505386]"	1	102	1	17376	0.0098039215686274	1.0	query_1	['GO:0050794', 'GO:0071480', 'GO:2001228']	['ATM']
762	GO:BP	GO:1905856	negative regulation of pentose-phosphate shunt	0.0259841160220992	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of pentose-phosphate shunt."" [GO_REF:0000058, GOC:TermGenie, PMID:19015259]"	1	102	1	17376	0.0098039215686274	1.0	query_1	['GO:0006098', 'GO:0043456', 'GO:1900543']	['TP53']
763	GO:BP	GO:1905768	negative regulation of double-stranded telomeric DNA binding	0.0259841160220992	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of double-stranded telomeric DNA binding."" [GO_REF:0000059, GOC:BHF, GOC:BHF_telomere, GOC:nc, GOC:TermGenie, PMID:18812185]"	1	102	1	17376	0.0098039215686274	1.0	query_1	['GO:1904743', 'GO:1905767']	['ERCC4']
764	GO:BP	GO:0006978	DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator	0.0259841160220992	True	"""A cascade of processes induced by the cell cycle regulator phosphoprotein p53, or an equivalent protein, resulting in the induction of the transcription of p21 (also known as WAF1, CIP1 and SDI1) or any equivalent protein, in response to the detection of DNA damage."" [PMID:10967424]"	19	102	2	17376	0.0196078431372549	0.1052631578947368	query_1	['GO:0030330', 'GO:0042772']	['BRCA2', 'TP53']
765	GO:BP	GO:0060542	regulation of strand invasion	0.0259841160220992	True	"""Any process that modulates the rate, frequency or extent of strand invasion. Strand invasion is the process in which the nucleoprotein complex (composed of the broken single-strand DNA and the recombinase) searches and identifies a region of homology in intact duplex DNA. The broken single-strand DNA displaces the like strand and forms Watson-Crick base pairs with its complement, forming a duplex in which each strand is from one of the two recombining DNA molecules."" [GOC:dph, GOC:tb]"	1	102	1	17376	0.0098039215686274	1.0	query_1	['GO:0042148', 'GO:0051052']	['WRN']
766	GO:BP	GO:0006977	DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest	0.0265081221065158	True	"""A cascade of processes induced by the cell cycle regulator phosphoprotein p53, or an equivalent protein, in response to the detection of DNA damage and resulting in the stopping or reduction in rate of the cell cycle."" [GOC:go_curators]"	20	102	2	17376	0.0196078431372549	0.1	query_1	['GO:0030330', 'GO:0031571']	['ATM', 'TP53']
767	GO:BP	GO:0032069	regulation of nuclease activity	0.0265081221065158	True	"""Any process that modulates the frequency, rate or extent of nuclease activity, the hydrolysis of ester linkages within nucleic acids."" [GOC:mah]"	20	102	2	17376	0.0196078431372549	0.1	query_1	['GO:0051336', 'GO:0060255']	['PCNA', 'NEIL1']
768	GO:BP	GO:0006244	pyrimidine nucleotide catabolic process	0.0265081221065158	True	"""The chemical reactions and pathways resulting in the breakdown of a pyrimidine nucleotide, a compound consisting of nucleoside (a pyrimidine base linked to a deoxyribose or ribose sugar) esterified with a phosphate group at either the 3' or 5'-hydroxyl group of the sugar."" [GOC:go_curators, ISBN:0198506732]"	20	102	2	17376	0.0196078431372549	0.1	query_1	['GO:0006220', 'GO:0009166', 'GO:0072529']	['OGG1', 'NEIL1']
769	GO:BP	GO:0042772	DNA damage response, signal transduction resulting in transcription	0.0265081221065158	True	"""A cascade of processes initiated in response to the detection of DNA damage, and resulting in the induction of transcription."" [GOC:go_curators]"	20	102	2	17376	0.0196078431372549	0.1	query_1	['GO:0042770']	['BRCA2', 'TP53']
770	GO:BP	GO:0044030	regulation of DNA methylation	0.0265081221065158	True	"""Any process that modulates the frequency, rate or extent of the covalent transfer of a methyl group to either N-6 of adenine or C-5 or N-4 of cytosine."" [GOC:jl]"	20	102	2	17376	0.0196078431372549	0.1	query_1	['GO:0006306', 'GO:0051052']	['PARP1', 'BRCA1']
771	GO:BP	GO:0051571	positive regulation of histone H3-K4 methylation	0.0290660664531394	True	"""Any process that activates or increases the frequency, rate or extent of the covalent addition of a methyl group to the lysine at position 4 of histone H3."" [GOC:mah]"	21	102	2	17376	0.0196078431372549	0.0952380952380952	query_1	['GO:0031062', 'GO:0051568', 'GO:0051569']	['PAXIP1', 'BRCA1']
772	GO:BP	GO:0051567	histone H3-K9 methylation	0.0290660664531394	True	"""The modification of histone H3 by addition of one or more methyl groups to lysine at position 9 of the histone."" [GOC:ai, GOC:pr]"	21	102	2	17376	0.0196078431372549	0.0952380952380952	query_1	['GO:0034968', 'GO:0061647']	['LMNA', 'BRCA1']
773	REAC	REAC:R-HSA-9013404	RAC2 GTPase cycle	0.029077082958211	True	RAC2 GTPase cycle	85	102	3	17376	0.0294117647058823	0.0352941176470588	query_1	['REAC:R-HSA-9012999']	['MTX1', 'EMD', 'SAMM50']
774	GO:CC	GO:0098796	membrane protein complex	0.0296652908703281	True	"""Any protein complex that is part of a membrane."" [GOC:dos]"	1247	102	14	17376	0.1372549019607843	0.0112269446672012	query_1	['GO:0016020', 'GO:0032991']	['MICOS10', 'MTX3', 'MTX2', 'MICOS13', 'MTX1', 'CHCHD3', 'APOOL', 'VDAC1', 'APOO', 'CHCHD6', 'DNAJC11', 'CHCHD10', 'SAMM50', 'IMMT']
775	GO:BP	GO:0001756	somitogenesis	0.0299340397042329	True	"""The formation of mesodermal clusters that are arranged segmentally along the anterior posterior axis of an embryo."" [ISBN:0721662544]"	66	102	3	17376	0.0294117647058823	0.0454545454545454	query_1	['GO:0009952', 'GO:0035282', 'GO:0043009', 'GO:0048646', 'GO:0061053']	['ATM', 'PRKDC', 'TP53']
776	GO:BP	GO:0002244	hematopoietic progenitor cell differentiation	0.0305729373326798	True	"""The process in which precursor cell type acquires the specialized features of a hematopoietic progenitor cell, a class of cell types including myeloid progenitor cells and lymphoid progenitor cells."" [GOC:add, GOC:rl, ISBN:0781735149, PMID:16551251]"	129	102	4	17376	0.0392156862745098	0.0310077519379844	query_1	['GO:0030097', 'GO:0030154']	['LIG4', 'XRCC5', 'PRKDC', 'TP53']
777	GO:BP	GO:0051205	protein insertion into membrane	0.0310769638084689	True	"""The process that results in the incorporation of a protein into a biological membrane. Incorporation in this context means having some part or covalently attached group that is inserted into the the hydrophobic region of one or both bilayers."" [GOC:ai]"	67	102	3	17376	0.0294117647058823	0.044776119402985	query_1	['GO:0008104', 'GO:0061024', 'GO:0090150']	['MTX2', 'MTX1', 'SAMM50']
778	GO:BP	GO:0009219	pyrimidine deoxyribonucleotide metabolic process	0.0314602106672421	True	"""The chemical reactions and pathways involving a pyrimidine deoxynucleotide, a compound consisting of nucleoside (a pyrimidine base linked to a deoxyribose sugar) esterified with a phosphate group at either the 3' or 5'-hydroxyl group of the sugar."" [GOC:go_curators, ISBN:0198506732]"	22	102	2	17376	0.0196078431372549	0.0909090909090909	query_1	['GO:0006220', 'GO:0009394']	['OGG1', 'NEIL1']
779	GO:BP	GO:0002320	lymphoid progenitor cell differentiation	0.0314602106672421	True	"""The process in which a precursor cell type acquires the specialized features of a lymphoid progenitor cell. Lymphoid progenitor cells include progenitor cells for any of the lymphoid lineages."" [GOC:add, PMID:16551251, PMID:16551264]"	22	102	2	17376	0.0196078431372549	0.0909090909090909	query_1	['GO:0002244']	['LIG4', 'PRKDC']
780	GO:BP	GO:0001832	blastocyst growth	0.0314602106672421	True	"""An increase in size of a blastocyst due to expansion of the blastocoelic cavity cell shape changes and cell proliferation."" [GOC:dph, ISBN:0124020607, ISBN:0198542771]"	22	102	2	17376	0.0196078431372549	0.0909090909090909	query_1	['GO:0001824', 'GO:0048589']	['NBN', 'BRCA2']
781	GO:BP	GO:0002702	positive regulation of production of molecular mediator of immune response	0.0319206125716902	True	"""Any process that activates or increases the frequency, rate, or extent of the production of molecular mediator of immune response."" [GOC:add]"	131	102	4	17376	0.0392156862745098	0.0305343511450381	query_1	['GO:0002440', 'GO:0002699', 'GO:0002700', 'GO:0010628']	['MSH2', 'TP53BP1', 'PAXIP1', 'MLH1']
782	GO:BP	GO:2000144	positive regulation of DNA-templated transcription initiation	0.032044886159103	True	"""Any process that activates or increases the frequency, rate or extent of DNA-templated transcription initiation."" [GOC:mah, GOC:txnOH]"	68	102	3	17376	0.0294117647058823	0.0441176470588235	query_1	['GO:0006352', 'GO:0045893', 'GO:2000142']	['PAXIP1', 'ERCC1', 'TP53']
783	GO:BP	GO:0043523	regulation of neuron apoptotic process	0.0320819356621265	True	"""Any process that modulates the occurrence or rate of cell death by apoptotic process in neurons."" [GOC:go_curators, GOC:mtg_apoptosis]"	207	102	5	17376	0.0490196078431372	0.0241545893719806	query_1	['GO:0042981', 'GO:0051402', 'GO:1901214']	['MSH2', 'LIG4', 'PARP1', 'ATM', 'TP53']
784	GO:BP	GO:0002694	regulation of leukocyte activation	0.033255716425152	True	"""Any process that modulates the frequency, rate, or extent of leukocyte activation."" [GOC:add]"	589	102	9	17376	0.088235294117647	0.0152801358234295	query_1	['GO:0002682', 'GO:0045321', 'GO:0050865']	['MSH2', 'TP53BP1', 'XRCC6', 'PAXIP1', 'APLF', 'MLH1', 'FANCD2', 'ATM', 'PRKDC']
785	GO:CC	GO:0044815	DNA packaging complex	0.0334657886059604	True	"""A protein complex that plays a role in the process of DNA packaging."" [GOC:jl]"	33	102	2	17376	0.0196078431372549	0.0606060606060606	query_1	['GO:0032991']	['XRCC6', 'XRCC5']
786	GO:BP	GO:0006955	immune response	0.0335346338878056	True	"""Any immune system process that functions in the calibrated response of an organism to a potential internal or invasive threat."" [GO_REF:0000022, GOC:add]"	1665	102	18	17376	0.1764705882352941	0.0108108108108108	query_1	['GO:0002376', 'GO:0050896']	['NBN', 'MSH2', 'TP53BP1', 'DCLRE1C', 'XRCC6', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'PARP1', 'XRCC5', 'ERCC1', 'EXO1', 'PRKDC', 'TP53', 'BANF1', 'RNF8', 'MSH6']
787	GO:BP	GO:0048608	reproductive structure development	0.0335346338878056	True	"""The reproductive developmental process whose specific outcome is the progression of somatic structures that will be used in the process of creating new individuals from one or more parents, from their formation to the mature structures."" [GOC:dph, GOC:isa_complete, GOC:jid]"	295	102	6	17376	0.0588235294117647	0.0203389830508474	query_1	['GO:0003006', 'GO:0048856', 'GO:0061458']	['BRIP1', 'MSH2', 'WDR48', 'BRCA2', 'ERCC1', 'ATM']
788	GO:BP	GO:0051457	maintenance of protein location in nucleus	0.0338409468585267	True	"""Any process in which a protein is maintained in the nucleus and prevented from moving elsewhere. These include sequestration within the nucleus, protein stabilization to prevent transport elsewhere and the active retrieval of proteins that escape the nucleus."" [GOC:ai]"	23	102	2	17376	0.0196078431372549	0.0869565217391304	query_1	['GO:0034504', 'GO:0072595']	['BARD1', 'CHCHD10']
789	GO:BP	GO:0031328	positive regulation of cellular biosynthetic process	0.0340532758089749	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of substances, carried out by individual cells."" [GOC:mah]"	1931	102	20	17376	0.196078431372549	0.0103573278094251	query_1	['GO:0009891', 'GO:0031325', 'GO:0031326', 'GO:0044249']	['USP1', 'TP53BP1', 'XRCC6', 'HLTF', 'PAXIP1', 'BRCA2', 'PCNA', 'PARP1', 'XRCC5', 'ERCC1', 'BLM', 'ATM', 'APEX1', 'PRIM2', 'BRCA1', 'CDK2', 'PRKDC', 'TP53', 'CHCHD10', 'PNKP']
790	GO:BP	GO:0065009	regulation of molecular function	0.0344047029119815	True	"""Any process that modulates the frequency, rate or extent of a molecular function, an elemental biological activity occurring at the molecular level, such as catalysis or binding."" [GOC:isa_complete]"	2477	102	24	17376	0.2352941176470588	0.0096891400888171	query_1	['GO:0065007']	['NBN', 'MSH2', 'TP53BP1', 'RAD50', 'XRCC6', 'PAXIP1', 'MSH3', 'PCNA', 'PARP1', 'XRCC4', 'XRCC5', 'NHEJ1', 'ERCC4', 'FANCD2', 'BLM', 'MRE11', 'PRIM2', 'XRCC1', 'WRN', 'TP53', 'PNKP', 'NEIL1', 'BANF1', 'MSH6']
791	GO:BP	GO:0001701	in utero embryonic development	0.0346866700534376	True	"""The process whose specific outcome is the progression of the embryo in the uterus over time, from formation of the zygote in the oviduct, to birth. An example of this process is found in Mus musculus."" [GOC:go_curators, GOC:mtg_sensu]"	391	102	7	17376	0.0686274509803921	0.0179028132992327	query_1	['GO:0043009']	['RBBP8', 'NBN', 'MSH2', 'LIG4', 'BRCA2', 'POLB', 'TP53']
792	GO:BP	GO:0002705	positive regulation of leukocyte mediated immunity	0.0347094046343337	True	"""Any process that activates or increases the frequency, rate, or extent of leukocyte mediated immunity."" [GOC:add]"	135	102	4	17376	0.0392156862745098	0.0296296296296296	query_1	['GO:0002443', 'GO:0002699', 'GO:0002703']	['MSH2', 'TP53BP1', 'PAXIP1', 'MLH1']
793	GO:BP	GO:0061458	reproductive system development	0.0352308940710553	True	"""The progression of the reproductive system over time from its formation to the mature structure. The reproductive system consists of the organs that function in reproduction."" [GOC:dph]"	299	102	6	17376	0.0588235294117647	0.020066889632107	query_1	['GO:0048731']	['BRIP1', 'MSH2', 'WDR48', 'BRCA2', 'ERCC1', 'ATM']
794	GO:CC	GO:0097134	cyclin E1-CDK2 complex	0.0363082471373119	True	"""A protein complex consisting of cyclin E1 and cyclin-dependent kinase 2 (CDK2). Cyclins are characterized by periodicity in protein abundance throughout the cell cycle. Cyclin-dependent kinases represent a family of serine/threonine protein kinases that become active upon binding to a cyclin regulatory partner."" [GOC:so, PMID:15935619]"	3	102	1	17376	0.0098039215686274	0.3333333333333333	query_1	['GO:0000307']	['CDK2']
795	GO:BP	GO:0008156	negative regulation of DNA replication	0.03633749044207	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of DNA replication."" [GOC:go_curators]"	24	102	2	17376	0.0196078431372549	0.0833333333333333	query_1	['GO:0006260', 'GO:0006275', 'GO:0051053']	['LIG3', 'TP53']
796	REAC	REAC:R-HSA-9673766	Signaling by cytosolic PDGFRA and PDGFRB fusion proteins	0.0365173629593337	True	Signaling by cytosolic PDGFRA and PDGFRB fusion proteins	3	102	1	17376	0.0098039215686274	0.3333333333333333	query_1	['REAC:R-HSA-9671555']	['WDR48']
797	REAC	REAC:R-HSA-175567	Integration of viral DNA into host genomic DNA	0.0365173629593337	True	Integration of viral DNA into host genomic DNA	3	102	1	17376	0.0098039215686274	0.3333333333333333	query_1	['REAC:R-HSA-162592']	['BANF1']
798	REAC	REAC:R-HSA-177539	Autointegration results in viral DNA circles	0.0365173629593337	True	Autointegration results in viral DNA circles	3	102	1	17376	0.0098039215686274	0.3333333333333333	query_1	['REAC:R-HSA-162592']	['BANF1']
799	GO:BP	GO:0031507	heterochromatin formation	0.0365304548726312	True	"""An epigenetic gene silencing mechanism in which chromatin is compacted into heterochromatin, resulting in a chromatin conformation refractory to transcription. This process starts with heterochromatin nucleation, its spreading, and ends with heterochromatin boundary formation."" [PMID:25192661, PMID:33827924]"	72	102	3	17376	0.0294117647058823	0.0416666666666666	query_1	['GO:0045814', 'GO:0070828']	['LMNA', 'POLE3', 'CDK2']
800	GO:BP	GO:0060260	regulation of transcription initiation by RNA polymerase II	0.0365304548726312	True	"""Any process that modulates the rate, frequency or extent of a process involved in starting transcription from an RNA polymerase II promoter."" [GOC:dph, GOC:tb, GOC:txnOH]"	72	102	3	17376	0.0294117647058823	0.0416666666666666	query_1	['GO:0006357', 'GO:0006367', 'GO:2000142']	['PAXIP1', 'ERCC1', 'TP53']
801	GO:BP	GO:0034655	nucleobase-containing compound catabolic process	0.0366145551260602	True	"""The chemical reactions and pathways resulting in the breakdown of nucleobases, nucleosides, nucleotides and nucleic acids."" [GOC:mah]"	396	102	7	17376	0.0686274509803921	0.0176767676767676	query_1	['GO:0006139', 'GO:0019439', 'GO:0044270', 'GO:0046700', 'GO:1901361']	['MLH1', 'FEN1', 'OGG1', 'ATM', 'APEX1', 'POLB', 'NEIL1']
802	GO:BP	GO:0051298	centrosome duplication	0.0377861099191839	True	"""The replication of a centrosome, a structure comprised of a pair of centrioles and peri-centriolar material from which a microtubule spindle apparatus is organized."" [GOC:ai]"	73	102	3	17376	0.0294117647058823	0.0410958904109589	query_1	['GO:0007098', 'GO:0022402']	['BRCA2', 'BRCA1', 'CDK2']
803	GO:BP	GO:0003006	developmental process involved in reproduction	0.0381051416682466	True	"""A developmental process in which a progressive change in the state of some part of an organism, germline or somatic, specifically contributes to its ability to form offspring."" [GOC:dph, GOC:isa_complete]"	943	102	12	17376	0.1176470588235294	0.0127253446447507	query_1	['GO:0022414', 'GO:0032502']	['BRIP1', 'MSH2', 'WDR48', 'MLH1', 'H2AX', 'BRCA2', 'PARP1', 'ERCC1', 'ATM', 'PRKDC', 'RNF8', 'MSH6']
804	REAC	REAC:R-HSA-5689901	Metalloprotease DUBs	0.0391575318743335	True	Metalloprotease DUBs	36	102	2	17376	0.0196078431372549	0.0555555555555555	query_1	['REAC:R-HSA-5688426']	['BRCA1', 'BARD1']
805	GO:BP	GO:0048232	male gamete generation	0.0392843731324951	True	"""Generation of the male gamete; specialised haploid cells produced by meiosis and along with a female gamete takes part in sexual reproduction."" [GOC:dph, GOC:jid]"	608	102	9	17376	0.088235294117647	0.0148026315789473	query_1	['GO:0007276']	['BRIP1', 'WDR48', 'MLH1', 'H2AX', 'BRCA2', 'ERCC1', 'ATM', 'RNF8', 'MSH6']
806	GO:BP	GO:0031056	regulation of histone modification	0.0395855360383723	True	"""Any process that modulates the frequency, rate or extent of the covalent alteration of a histone."" [GOC:mah]"	141	102	4	17376	0.0392156862745098	0.0283687943262411	query_1	['GO:0016570', 'GO:0031399']	['LMNA', 'PAXIP1', 'BRCA1', 'TP53']
807	GO:BP	GO:0010822	positive regulation of mitochondrion organization	0.0403608834618943	True	"""Any process that increases the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of a mitochondrion."" [GOC:dph, GOC:tb]"	75	102	3	17376	0.0294117647058823	0.04	query_1	['GO:0007005', 'GO:0010638', 'GO:0010821']	['VDAC1', 'TP53', 'CHCHD10']
808	GO:CC	GO:0032040	small-subunit processome	0.0409015635819451	True	"""A large ribonucleoprotein complex that is an early preribosomal complex. In S. cerevisiae, it has a size of 80S and consists of the 35S pre-rRNA, early-associating ribosomal proteins most of which are part of the small ribosomal subunit, the U3 snoRNA and associated proteins."" [GOC:krc, GOC:vw, PMID:12068309, PMID:12957375, PMID:15120992, PMID:15590835]"	37	102	2	17376	0.0196078431372549	0.054054054054054	query_1	['GO:0030684']	['XRCC5', 'PRKDC']
809	GO:BP	GO:1901700	response to oxygen-containing compound	0.0415697536798921	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an oxygen-containing compound stimulus."" [GOC:pr, GOC:TermGenie]"	1707	102	18	17376	0.1764705882352941	0.0105448154657293	query_1	['GO:0042221']	['BRIP1', 'LIG4', 'OGG1', 'PCNA', 'PARP1', 'XRCC5', 'ERCC1', 'BLM', 'ATM', 'RAD51', 'APEX1', 'BRCA1', 'CDK2', 'PRKDC', 'XRCC1', 'POLB', 'RMI1', 'TP53']
810	GO:BP	GO:0090502	RNA phosphodiester bond hydrolysis, endonucleolytic	0.0415985263889459	True	"""The chemical reactions and pathways involving the hydrolysis of internal 3',5'-phosphodiester bonds in one or two strands of ribonucleotides."" [GOC:dph, GOC:tb]"	76	102	3	17376	0.0294117647058823	0.0394736842105263	query_1	['GO:0090501']	['FEN1', 'APEX1', 'EXO1']
811	GO:BP	GO:0010259	multicellular organism aging	0.0415985263889459	True	"""An aging process that has as participant a whole multicellular organism. Multicellular organism aging includes loss of functions such as resistance to disease, homeostasis, and fertility, as well as wear and tear. Multicellular organisms aging includes processes like cellular senescence and organ senescence, but is more inclusive. May precede death (GO:0016265) of an organism and may succeed developmental maturation (GO:0021700)."" [GOC:PO_curators]"	26	102	2	17376	0.0196078431372549	0.0769230769230769	query_1	['GO:0007275', 'GO:0007568']	['ERCC1', 'WRN']
812	GO:CC	GO:0070461	SAGA-type complex	0.0426639340723567	True	"""A histone acetyltransferase complex that acetylates nucleosomal histones H2B, H3, or H4 and is required for the expression of a subset of Pol II-transcribed genes. This complex includes the acetyltransferases GCN5/KAT2A or PCAF/KAT2B, several proteins of the ADA, SGF and SPT families, and several TBP-associate proteins (TAFs)."" [GOC:mah, PMID:10637607, PMID:17337012]"	38	102	2	17376	0.0196078431372549	0.0526315789473684	query_1	['GO:0000123']	['POLE4', 'POLE3']
813	GO:BP	GO:0016579	protein deubiquitination	0.0430402290479989	True	"""The removal of one or more ubiquitin groups from a protein."" [GOC:ai]"	145	102	4	17376	0.0392156862745098	0.0275862068965517	query_1	['GO:0070646']	['USP1', 'USP12', 'BRCA1', 'BARD1']
814	GO:BP	GO:0008584	male gonad development	0.0430402290479989	True	"""The process whose specific outcome is the progression of the male gonad over time, from its formation to the mature structure."" [GOC:jid]"	145	102	4	17376	0.0392156862745098	0.0275862068965517	query_1	['GO:0008406', 'GO:0046546']	['BRIP1', 'MSH2', 'WDR48', 'ERCC1']
815	GO:BP	GO:0048522	positive regulation of cellular process	0.0438869136517071	True	"""Any process that activates or increases the frequency, rate or extent of a cellular process, any of those that are carried out at the cellular level, but are not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."" [GOC:jid]"	5221	102	42	17376	0.4117647058823529	0.0080444359318138	query_1	['GO:0009987', 'GO:0048518', 'GO:0050794']	['RBBP8', 'NBN', 'MSH2', 'USP1', 'TP53BP1', 'RAD50', 'RAD51AP1', 'XRCC6', 'HLTF', 'WDR48', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'FEN1', 'POLD4', 'H2AX', 'BRCA2', 'PCNA', 'PARP1', 'XRCC5', 'ERCC1', 'BLM', 'ATM', 'RAD9A', 'MRE11', 'VDAC1', 'RAD51', 'APEX1', 'PRIM2', 'VRK1', 'BRCA1', 'CDK2', 'PRKDC', 'XRCC1', 'BARD1', 'WRN', 'EMD', 'TP53', 'CHCHD10', 'PNKP', 'RNF8']
816	GO:BP	GO:0046546	development of primary male sexual characteristics	0.0438869136517071	True	"""The process whose specific outcome is the progression of the primary male sexual characteristics over time, from their formation to the mature structures. The primary male sexual characteristics are the testes, and they develop in response to sex hormone secretion."" [GOC:ai]"	146	102	4	17376	0.0392156862745098	0.0273972602739726	query_1	['GO:0045137', 'GO:0046661']	['BRIP1', 'MSH2', 'WDR48', 'ERCC1']
817	GO:BP	GO:0070482	response to oxygen levels	0.0439133806779167	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus reflecting the presence, absence, or concentration of oxygen."" [GOC:BHF, GOC:mah]"	316	102	6	17376	0.0588235294117647	0.0189873417721519	query_1	['GO:0009628']	['LMNA', 'BRIP1', 'ATM', 'XRCC1', 'POLB', 'TP53']
818	GO:BP	GO:0009891	positive regulation of biosynthetic process	0.0439133806779167	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of substances."" [GOC:go_curators]"	1986	102	20	17376	0.196078431372549	0.0100704934541792	query_1	['GO:0009058', 'GO:0009889', 'GO:0009893']	['USP1', 'TP53BP1', 'XRCC6', 'HLTF', 'PAXIP1', 'BRCA2', 'PCNA', 'PARP1', 'XRCC5', 'ERCC1', 'BLM', 'ATM', 'APEX1', 'PRIM2', 'BRCA1', 'CDK2', 'PRKDC', 'TP53', 'CHCHD10', 'PNKP']
819	GO:BP	GO:2001032	regulation of double-strand break repair via nonhomologous end joining	0.0439367968884655	True	"""Any process that modulates the frequency, rate or extent of double-strand break repair via nonhomologous end joining."" [GOC:obol]"	27	102	2	17376	0.0196078431372549	0.074074074074074	query_1	['GO:0006303', 'GO:2000779']	['PRKDC', 'PNKP']
820	GO:BP	GO:0046386	deoxyribose phosphate catabolic process	0.0439367968884655	True	"""The chemical reactions and pathways resulting in the breakdown of deoxyribose phosphate, the phosphorylated sugar 2-deoxy-erythro-pentose."" [ISBN:0198506732]"	27	102	2	17376	0.0196078431372549	0.074074074074074	query_1	['GO:0019692', 'GO:0046434', 'GO:1901136']	['OGG1', 'NEIL1']
821	GO:BP	GO:0009264	deoxyribonucleotide catabolic process	0.0439367968884655	True	"""The chemical reactions and pathways resulting in the breakdown of a deoxyribonucleotide, a compound consisting of deoxyribonucleoside (a base linked to a deoxyribose sugar) esterified with a phosphate group at either the 3' or 5'-hydroxyl group of the sugar."" [GOC:go_curators, ISBN:0198506732]"	27	102	2	17376	0.0196078431372549	0.074074074074074	query_1	['GO:0009166', 'GO:0009262', 'GO:1901136']	['OGG1', 'NEIL1']
822	GO:BP	GO:1905219	regulation of platelet formation	0.044521626965136	True	"""Any process that modulates the frequency, rate or extent of platelet formation."" [GO_REF:0000058, GOC:TermGenie, PMID:10606160]"	2	102	1	17376	0.0098039215686274	0.5	query_1	['GO:0010769', 'GO:0030220', 'GO:0045637']	['PRKDC']
823	GO:BP	GO:2000620	positive regulation of histone H4-K16 acetylation	0.044521626965136	True	"""Any process that activates or increases the frequency, rate or extent of histone H4-K16 acetylation."" [GOC:BHF]"	2	102	1	17376	0.0098039215686274	0.5	query_1	['GO:0043984', 'GO:0090240']	['BRCA1']
824	GO:BP	GO:0002703	regulation of leukocyte mediated immunity	0.044521626965136	True	"""Any process that modulates the frequency, rate, or extent of leukocyte mediated immunity."" [GOC:add]"	231	102	5	17376	0.0490196078431372	0.0216450216450216	query_1	['GO:0002443', 'GO:0002697']	['MSH2', 'TP53BP1', 'PAXIP1', 'APLF', 'MLH1']
825	GO:BP	GO:0065004	protein-DNA complex assembly	0.044521626965136	True	"""The aggregation, arrangement and bonding together of proteins and DNA molecules to form a protein-DNA complex."" [GOC:jl]"	231	102	5	17376	0.0490196078431372	0.0216450216450216	query_1	['GO:0065003', 'GO:0071824']	['RAD52', 'H2AX', 'POLE3', 'RAD51', 'TP53']
826	GO:BP	GO:0010705	meiotic DNA double-strand break processing involved in reciprocal meiotic recombination	0.044521626965136	True	"""The cell cycle process in which the 5' to 3' exonucleolytic resection of the DNA at the site of the break to form a 3' single-strand DNA overhang occurs resulting in double strand break formation and repair through a double Holliday junction intermediate."" [GOC:dph, GOC:tb]"	2	102	1	17376	0.0098039215686274	0.5	query_1	['GO:0000706', 'GO:0007131']	['BRIP1']
827	GO:BP	GO:0046777	protein autophosphorylation	0.044521626965136	True	"""The phosphorylation by a protein of one or more of its own amino acid residues (cis-autophosphorylation), or residues on an identical protein (trans-autophosphorylation)."" [ISBN:0198506732]"	230	102	5	17376	0.0490196078431372	0.0217391304347826	query_1	['GO:0006468']	['NBN', 'RAD50', 'ATM', 'MRE11', 'VRK1']
