Williams syndrome	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
1125	GO:BP	GO:0090138	regulation of actin cytoskeleton organization by cell-cell adhesion	0.0241405537324767	True	"""Any cell-cell adhesion process that modulates the formation, arrangement of constituent parts, or disassembly of cytoskeletal structures comprising actin filaments and their associated proteins."" [GOC:ascb_2009, GOC:dph, GOC:tb]"	1	118	1	15719	0.0084745762711864	1.0	query_1	['GO:0032956', 'GO:0098609']	['JAM3']
1114	GO:BP	GO:0014886	transition between slow and fast fiber	0.0241405537324767	True	"""The process of conversion of slow-contracting muscle fibers to a faster character. This may involve increasing of contractile rate, fast myosin gene induction, increase in glycolytic metabolic properties, altered electrophysiology and altered innervation. This process also regulates skeletal muscle adapatation."" [GOC:ef, GOC:mtg_muscle]"	1	118	1	15719	0.0084745762711864	1.0	query_1	['GO:0014733']	['GTF2IRD1']
1101	GO:BP	GO:1905040	otic placode development	0.0241405537324767	True	"""The process whose specific outcome is the progression of an otic placode over time, from its formation to the mature structure."" [GO_REF:0000094, GOC:bf, GOC:mat, GOC:PARL, GOC:TermGenie, PMID:18356247]"	1	118	1	15719	0.0084745762711864	1.0	query_1	['GO:0071696']	['NRP1']
1103	GO:BP	GO:0045055	regulated exocytosis	0.0241405537324767	True	"""A process of exocytosis in which soluble proteins and other substances are initially stored in secretory vesicles for later release. It is found mainly in cells that are specialized for secreting products such as hormones, neurotransmitters, or digestive enzymes rapidly on demand."" [GOC:mah, ISBN:0716731363]"	227	118	6	15719	0.0508474576271186	0.026431718061674	query_1	['GO:0006887']	['STX1A', 'LAT', 'LYN', 'SYK', 'GAB2', 'CBL']
1099	GO:BP	GO:0045887	positive regulation of synaptic assembly at neuromuscular junction	0.0241405537324767	True	"""Any process that activates or increases the frequency, rate or extent of synaptic assembly at neuromuscular junction."" [GOC:go_curators]"	1	118	1	15719	0.0084745762711864	1.0	query_1	['GO:0008582', 'GO:0048639', 'GO:0051124', 'GO:0051965', 'GO:1904398']	['AGRN']
1100	GO:BP	GO:1903572	positive regulation of protein kinase D signaling	0.0241405537324767	True	"""Any process that activates or increases the frequency, rate or extent of protein kinase D signaling."" [GO_REF:0000058, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:20497126]"	1	118	1	15719	0.0084745762711864	1.0	query_1	['GO:0089700', 'GO:1902533', 'GO:1903570']	['VEGFA']
1088	GO:BP	GO:1990859	cellular response to endothelin	0.0241405537324767	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an endothelin stimulus. Endothelin is any of three secretory vasoconstrictive peptides (endothelin-1, -2, -3)."" [PMID:16365184]"	1	118	1	15719	0.0084745762711864	1.0	query_1	['GO:0071375', 'GO:1990839']	['CRK']
1089	GO:BP	GO:1990771	clathrin-dependent extracellular exosome endocytosis	0.0241405537324767	True	"""The clathrin-mediated endocytosis of an extracellular exosome."" [PMID:24951588]"	1	118	1	15719	0.0084745762711864	1.0	query_1	['GO:0051650', 'GO:0072583']	['ITGA4']
1090	GO:BP	GO:0060301	positive regulation of cytokine activity	0.0241405537324767	True	"""Any process that increases the rate, frequency or extent of the activity of a molecule that controls the survival, growth, differentiation and effector function of tissues and cells."" [GOC:BHF, GOC:dph, GOC:tb]"	1	118	1	15719	0.0084745762711864	1.0	query_1	['GO:0009967', 'GO:0060300', 'GO:1900122', 'GO:2000273']	['NRP1']
1091	GO:BP	GO:1900729	regulation of adenylate cyclase-inhibiting opioid receptor signaling pathway	0.0241405537324767	True	"""Any process that modulates the frequency, rate or extent of adenylate cyclase-inhibiting opioid receptor signaling pathway."" [GOC:sjw, GOC:TermGenie, PMID:17157995]"	1	118	1	15719	0.0084745762711864	1.0	query_1	['GO:0031635', 'GO:2000474']	['ITGB3']
1093	GO:BP	GO:1902378	VEGF-activated neuropilin signaling pathway involved in axon guidance	0.0241405537324767	True	"""Any VEGF-activated neuropilin signaling pathway that is involved in axon guidance."" [GOC:BHF, GOC:rl, GOC:TermGenie, PMID:21658587]"	1	118	1	15719	0.0084745762711864	1.0	query_1	['GO:0007411', 'GO:0038190']	['NRP1']
1092	GO:BP	GO:1900731	positive regulation of adenylate cyclase-inhibiting opioid receptor signaling pathway	0.0241405537324767	True	"""Any process that activates or increases the frequency, rate or extent of adenylate cyclase-inhibiting opioid receptor signaling pathway."" [GOC:sjw, GOC:TermGenie, PMID:17157995]"	1	118	1	15719	0.0084745762711864	1.0	query_1	['GO:0031635', 'GO:1900729', 'GO:2000476']	['ITGB3']
1095	GO:BP	GO:1904027	negative regulation of collagen fibril organization	0.0241405537324767	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of collagen fibril organization."" [GO_REF:0000058, GOC:TermGenie, PMID:25451920]"	1	118	1	15719	0.0084745762711864	1.0	query_1	['GO:0030199', 'GO:1902904', 'GO:1903054', 'GO:1904026']	['EMILIN1']
1096	GO:BP	GO:0150103	reactive gliosis	0.0241405537324767	True	"""A neuroinflammatory response, occurring over several days, during which glial cells undergo nonspecific reactive changes in response to damage to the central nervous system (CNS); typically involves the proliferation or hypertrophy of different types of glial cells."" [GOC:aruk, GOC:bc, PMID:24462092]"	1	118	1	15719	0.0084745762711864	1.0	query_1	['GO:0150076']	['ITGB1']
1097	GO:BP	GO:0051463	negative regulation of cortisol secretion	0.0241405537324767	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the regulated release of cortisol from a cell."" [GOC:ai]"	1	118	1	15719	0.0084745762711864	1.0	query_1	['GO:0043400', 'GO:0051462', 'GO:2000850']	['PTPN11']
1098	GO:BP	GO:0043496	regulation of protein homodimerization activity	0.0241405537324767	True	"""Any process that modulates the frequency, rate or extent of protein homodimerization, interacting selectively with an identical protein to form a homodimer."" [GOC:jl, GOC:tb]"	1	118	1	15719	0.0084745762711864	1.0	query_1	['GO:0043393']	['ITGA4']
1094	GO:BP	GO:0150054	regulation of postsynaptic neurotransmitter receptor diffusion trapping	0.0241405537324767	True	"""Any process that modulates the frequency, rate or extent of postsynaptic neurotransmitter receptor diffusion trapping."" [GOC:aruk, GOC:bc, PMID:20935643]"	1	118	1	15719	0.0084745762711864	1.0	query_1	['GO:0060341', 'GO:0065008', 'GO:0098970', 'GO:1902683']	['ITGB3']
1126	GO:BP	GO:0031214	biomineral tissue development	0.0241493396176495	True	"""Formation of hard tissues that consist mainly of inorganic compounds, and also contain a small amounts of organic matrices that are believed to play important roles in their formation."" [PMID:15132736]"	162	118	5	15719	0.0423728813559322	0.0308641975308641	query_1	['GO:0009888', 'GO:0048513']	['SPP1', 'LOX', 'FBN2', 'PTK2B', 'ITGB6']
1127	GO:BP	GO:1904035	regulation of epithelial cell apoptotic process	0.0242103601488903	True	"""Any process that modulates the frequency, rate or extent of epithelial cell apoptotic process."" [GO_REF:0000058, GOC:TermGenie, PMID:19137015]"	103	118	4	15719	0.0338983050847457	0.0388349514563106	query_1	['GO:0042981', 'GO:1904019']	['ITGA4', 'KDR', 'PLCG1', 'THBS1']
117	GO:CC	GO:0034774	secretory granule lumen	0.0243060092583151	True	"""The volume enclosed by the membrane of a secretory granule."" [GOC:rph]"	313	118	7	16420	0.059322033898305	0.0223642172523961	query_1	['GO:0030141', 'GO:0060205']	['VEGFB', 'FN1', 'TGFB3', 'HGF', 'VCL', 'VEGFA', 'THBS1']
1128	GO:BP	GO:0031102	neuron projection regeneration	0.0247929419319735	True	"""The regrowth of neuronal processes such as axons or dendrites in response to their loss or damage."" [GOC:dgh, GOC:dph, GOC:tb]"	54	118	3	15719	0.0254237288135593	0.0555555555555555	query_1	['GO:0031099', 'GO:0031175', 'GO:0033554']	['SPP1', 'HGF', 'TNC']
1130	GO:BP	GO:0021545	cranial nerve development	0.0247929419319735	True	"""The process whose specific outcome is the progression of the cranial nerves over time, from its formation to the mature structure. The cranial nerves are composed of twelve pairs of nerves that emanate from the nervous tissue of the hindbrain. These nerves are sensory, motor, or mixed in nature, and provide the motor and general sensory innervation of the head, neck and viscera. They mediate vision, hearing, olfaction and taste and carry the parasympathetic innervation of the autonomic ganglia that control visceral functions."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid, ISBN:0838580343]"	54	118	3	15719	0.0254237288135593	0.0555555555555555	query_1	['GO:0021675']	['NRP2', 'NRP1', 'PLXNA1']
1129	GO:BP	GO:0001541	ovarian follicle development	0.0247929419319735	True	"""The process whose specific outcome is the progression of the ovarian follicle over time, from its formation to the mature structure."" [https://www.ncbi.nlm.nih.gov/books/NBK279054/]"	54	118	3	15719	0.0254237288135593	0.0555555555555555	query_1	['GO:0003006', 'GO:0008585', 'GO:0048856']	['SRC', 'KDR', 'VEGFA']
244	REAC	REAC:R-HSA-1295596	Spry regulation of FGF signaling	0.0248208237135931	True	Spry regulation of FGF signaling	14	108	2	10022	0.0185185185185185	0.1428571428571428	query_1	['REAC:R-HSA-5654726', 'REAC:R-HSA-5654727', 'REAC:R-HSA-5654732', 'REAC:R-HSA-5654733']	['CBL', 'PTPN11']
1131	GO:BP	GO:1903076	regulation of protein localization to plasma membrane	0.0249472066945383	True	"""Any process that modulates the frequency, rate or extent of protein localization to plasma membrane."" [GO_REF:0000058, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:11602640]"	104	118	4	15719	0.0338983050847457	0.0384615384615384	query_1	['GO:0072659', 'GO:1904375', 'GO:1905475']	['ITGB1', 'PIK3R1', 'EGFR', 'ITGA3']
1134	GO:BP	GO:0061298	retina vasculature development in camera-type eye	0.0251034900814765	True	"""The process whose specific outcome is the progression of the vasculature of the retina over time, from its formation to the mature structure."" [GOC:BHF, GOC:dph]"	18	118	2	15719	0.0169491525423728	0.1111111111111111	query_1	['GO:0001944', 'GO:0060041']	['NRP1', 'PDGFRA']
1135	GO:BP	GO:0090136	epithelial cell-cell adhesion	0.0251034900814765	True	"""The attachment of an epithelial cell to another epithelial cell via adhesion molecules."" [GOC:ascb_2009, GOC:dph, GOC:tb]"	18	118	2	15719	0.0169491525423728	0.1111111111111111	query_1	['GO:0098609']	['ITGB5', 'VCL']
1136	GO:BP	GO:1905564	positive regulation of vascular endothelial cell proliferation	0.0251034900814765	True	"""Any process that activates or increases the frequency, rate or extent of vascular endothelial cell proliferation."" [GO_REF:0000058, GOC:BHF, GOC:BHF_telomere, GOC:nc, GOC:TermGenie, PMID:23201774]"	18	118	2	15719	0.0169491525423728	0.1111111111111111	query_1	['GO:0001938', 'GO:0101023', 'GO:1905562']	['ITGA4', 'PLCG1']
1137	GO:BP	GO:0051917	regulation of fibrinolysis	0.0251034900814765	True	"""Any process that modulates the frequency, rate or extent of fibrinolysis, an ongoing process that solubilizes fibrin, resulting in the removal of small blood clots."" [GOC:ai]"	18	118	2	15719	0.0169491525423728	0.1111111111111111	query_1	['GO:0030193', 'GO:0042730']	['VTN', 'THBS1']
1138	GO:BP	GO:0018105	peptidyl-serine phosphorylation	0.0251034900814765	True	"""The phosphorylation of peptidyl-serine to form peptidyl-O-phospho-L-serine."" [RESID:AA0037]"	303	118	7	15719	0.059322033898305	0.0231023102310231	query_1	['GO:0006468', 'GO:0018209']	['MLXIPL', 'SRC', 'HGF', 'RET', 'EGFR', 'SYK', 'VEGFA']
1139	GO:BP	GO:0060977	coronary vasculature morphogenesis	0.0251034900814765	True	"""The process in which the anatomical structures of blood vessels of the heart are generated and organized. The blood vessel is the vasculature carrying blood."" [GOC:mtg_heart]"	18	118	2	15719	0.0169491525423728	0.1111111111111111	query_1	['GO:0048514', 'GO:0060976']	['VEGFA', 'NRP1']
1133	GO:BP	GO:0002544	chronic inflammatory response	0.0251034900814765	True	"""Inflammation of prolonged duration (weeks or months) in which active inflammation, tissue destruction, and attempts at repair are proceeding simultaneously. Although it may follow acute inflammation, chronic inflammation frequently begins insidiously, as a low-grade, smoldering, often asymptomatic response."" [GO_REF:0000022, GOC:jal, ISBN:0781735149]"	18	118	2	15719	0.0169491525423728	0.1111111111111111	query_1	['GO:0006954']	['VCAM1', 'THBS1']
1132	GO:BP	GO:0002833	positive regulation of response to biotic stimulus	0.0251034900814765	True	"""Any process that activates or increases the frequency, rate, or extent of a response to biotic stimulus."" [GOC:add]"	303	118	7	15719	0.059322033898305	0.0231023102310231	query_1	['GO:0002831', 'GO:0009607', 'GO:0048584']	['SRC', 'PLCG2', 'FYN', 'LYN', 'VAV1', 'SYK', 'EMILIN1']
118	GO:CC	GO:0060205	cytoplasmic vesicle lumen	0.025336185858988	True	"""The volume enclosed by a cytoplasmic vesicle."" [GOC:dph, GOC:vesicles]"	316	118	7	16420	0.059322033898305	0.0221518987341772	query_1	['GO:0031410', 'GO:0031983', 'GO:0070013']	['VEGFB', 'FN1', 'TGFB3', 'HGF', 'VCL', 'VEGFA', 'THBS1']
1141	GO:BP	GO:1903707	negative regulation of hemopoiesis	0.025562034402822	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of hemopoiesis."" [GO_REF:0000058, GOC:pad, GOC:PARL, GOC:TermGenie, PMID:20080761]"	105	118	4	15719	0.0338983050847457	0.0380952380952381	query_1	['GO:0002683', 'GO:0010721', 'GO:0030097', 'GO:0051241', 'GO:1903706']	['PIK3R1', 'LYN', 'FBN1', 'ERBB2']
1140	GO:BP	GO:0046545	development of primary female sexual characteristics	0.025562034402822	True	"""The process whose specific outcome is the progression of the primary female sexual characteristics over time, from their formation to the mature structure. The primary female sexual characteristics are the ovaries, and they develop in response to sex hormone secretion."" [GOC:ai]"	105	118	4	15719	0.0338983050847457	0.0380952380952381	query_1	['GO:0045137', 'GO:0046660']	['SRC', 'KDR', 'VEGFA', 'PDGFRA']
1144	GO:BP	GO:1903555	regulation of tumor necrosis factor superfamily cytokine production	0.0256092321993041	True	"""Any process that modulates the frequency, rate or extent of tumor necrosis factor superfamily cytokine production."" [GO_REF:0000058, GOC:TermGenie, PMID:24187568]"	165	118	5	15719	0.0423728813559322	0.0303030303030303	query_1	['GO:0001817', 'GO:0071706']	['PIK3R1', 'PLCG2', 'SYK', 'THBS1', 'PTPN11']
1145	GO:BP	GO:0007163	establishment or maintenance of cell polarity	0.0256092321993041	True	"""Any cellular process that results in the specification, formation or maintenance of anisotropic intracellular organization or cell growth patterns."" [GOC:mah]"	232	118	6	15719	0.0508474576271186	0.0258620689655172	query_1	['GO:0009987']	['ITGB1', 'CRK', 'JAM3', 'PTK2B', 'CRKL', 'PTK2']
1143	GO:BP	GO:0070665	positive regulation of leukocyte proliferation	0.0256092321993041	True	"""Any process that activates or increases the frequency, rate or extent of leukocyte proliferation."" [GOC:add, GOC:mah]"	165	118	5	15719	0.0423728813559322	0.0303030303030303	query_1	['GO:0008284', 'GO:0070661', 'GO:0070663']	['ZAP70', 'LYN', 'SYK', 'VCAM1', 'PTK2']
1142	GO:BP	GO:0071706	tumor necrosis factor superfamily cytokine production	0.0256092321993041	True	"""The appearance of any member of the TNF superfamily due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels."" [GOC:add]"	165	118	5	15719	0.0423728813559322	0.0303030303030303	query_1	['GO:0001816']	['PIK3R1', 'PLCG2', 'SYK', 'THBS1', 'PTPN11']
1146	GO:BP	GO:0140962	multicellular organismal-level chemical homeostasis	0.0256955871511793	True	"""A homeostatic process involved in the maintenance of a steady state level of a chemical within extracellular body fluids, such as blood, xylem or phloem, of a multicellular organism. This is distinct from maintenance of cellular homeostasis, which occurs within a cell."" [GOC:curators]"	55	118	3	15719	0.0254237288135593	0.0545454545454545	query_1	['GO:0048871', 'GO:0048878']	['KDR', 'VEGFA', 'ITGB6']
1147	GO:BP	GO:2000179	positive regulation of neural precursor cell proliferation	0.0256955871511793	True	"""Any process that activates or increases the frequency, rate or extent of neural precursor cell proliferation."" [GOC:dph, GOC:yaf]"	55	118	3	15719	0.0254237288135593	0.0545454545454545	query_1	['GO:0008284', 'GO:0061351', 'GO:2000177']	['ITGB1', 'LYN', 'VEGFA']
1148	GO:BP	GO:0032943	mononuclear cell proliferation	0.0257232641221046	True	"""The expansion of a mononuclear cell population by cell division. A mononuclear cell is a leukocyte with a single non-segmented nucleus in the mature form."" [GOC:add]"	305	118	7	15719	0.059322033898305	0.0229508196721311	query_1	['GO:0070661']	['SOS1', 'FYN', 'ZAP70', 'LYN', 'SYK', 'ERBB2', 'VCAM1']
1152	GO:BP	GO:0048144	fibroblast proliferation	0.0261388950073954	True	"""The multiplication or reproduction of fibroblast cells, resulting in the expansion of the fibroblast population."" [GOC:jid]"	106	118	4	15719	0.0338983050847457	0.0377358490566037	query_1	['GO:0008283']	['FN1', 'ITGB3', 'EGFR', 'PDGFRA']
1149	GO:BP	GO:0048640	negative regulation of developmental growth	0.0261388950073954	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of developmental growth."" [GOC:go_curators]"	106	118	4	15719	0.0338983050847457	0.0377358490566037	query_1	['GO:0045926', 'GO:0048589', 'GO:0048638', 'GO:0051093']	['SPP1', 'CDH1', 'NRP1', 'SEMA4D']
1150	GO:BP	GO:0032147	activation of protein kinase activity	0.0261388950073954	True	"""Any process that initiates the activity of an inactive protein kinase."" [GOC:mah]"	106	118	4	15719	0.0338983050847457	0.0377358490566037	query_1	['GO:0045860']	['SRC', 'ITGB3', 'PTK2B', 'VEGFA']
1151	GO:BP	GO:0010950	positive regulation of endopeptidase activity	0.0261388950073954	True	"""Any process that increases the frequency, rate or extent of endopeptidase activity, the endohydrolysis of peptide bonds within proteins."" [GOC:dph, GOC:tb]"	166	118	5	15719	0.0423728813559322	0.0301204819277108	query_1	['GO:0010952', 'GO:0052548']	['RET', 'FYN', 'LYN', 'SYK', 'LCK']
1153	GO:BP	GO:0120034	positive regulation of plasma membrane bounded cell projection assembly	0.0261388950073954	True	"""Any process that activates or increases the frequency, rate or extent of plasma membrane bounded cell projection assembly."" [GOC:krc]"	106	118	4	15719	0.0338983050847457	0.0377358490566037	query_1	['GO:0031346', 'GO:0044089', 'GO:0120031', 'GO:0120032']	['TGFB3', 'PIK3R1', 'AGRN', 'NRP1']
119	GO:CC	GO:0014069	postsynaptic density	0.0268287119744572	True	"""An electron dense network of proteins within and adjacent to the postsynaptic membrane of an asymmetric, neuron-neuron synapse. Its major components include neurotransmitter receptors and the proteins that spatially and functionally organize them such as anchoring and scaffolding molecules, signaling enzymes and cytoskeletal components."" [GOC:BHF, GOC:dos, GOC:ef, GOC:jid, GOC:pr, GOC:sjp, http://molneuro.kaist.ac.kr/psd, PMID:14532281, Wikipedia:Postsynaptic_density]"	320	118	7	16420	0.059322033898305	0.021875	query_1	['GO:0032279', 'GO:0099572']	['SRC', 'LRP4', 'SOS1', 'STX1A', 'FYN', 'LYN', 'PTK2B']
250	REAC	REAC:R-HSA-9674403	Regorafenib-resistant PDGFR mutants	0.0271339308501368	True	Regorafenib-resistant PDGFR mutants	1	108	1	10022	0.0092592592592592	1.0	query_1	['REAC:R-HSA-9674415']	['PDGFRA']
248	REAC	REAC:R-HSA-9674428	PDGFR mutants bind TKIs	0.0271339308501368	True	PDGFR mutants bind TKIs	1	108	1	10022	0.0092592592592592	1.0	query_1	['REAC:R-HSA-9671555']	['PDGFRA']
247	REAC	REAC:R-HSA-9674404	Sorafenib-resistant PDGFR mutants	0.0271339308501368	True	Sorafenib-resistant PDGFR mutants	1	108	1	10022	0.0092592592592592	1.0	query_1	['REAC:R-HSA-9674415']	['PDGFRA']
246	REAC	REAC:R-HSA-9674396	Imatinib-resistant PDGFR mutants	0.0271339308501368	True	Imatinib-resistant PDGFR mutants	1	108	1	10022	0.0092592592592592	1.0	query_1	['REAC:R-HSA-9674415']	['PDGFRA']
245	REAC	REAC:R-HSA-9674401	Sunitinib-resistant PDGFR mutants	0.0271339308501368	True	Sunitinib-resistant PDGFR mutants	1	108	1	10022	0.0092592592592592	1.0	query_1	['REAC:R-HSA-9674415']	['PDGFRA']
249	REAC	REAC:R-HSA-9674415	Drug resistance of PDGFR mutants	0.0271339308501368	True	Drug resistance of PDGFR mutants	1	108	1	10022	0.0092592592592592	1.0	query_1	['REAC:R-HSA-9671555']	['PDGFRA']
1161	GO:BP	GO:0050670	regulation of lymphocyte proliferation	0.0273209213557671	True	"""Any process that modulates the frequency, rate or extent of lymphocyte proliferation."" [GOC:ai]"	236	118	6	15719	0.0508474576271186	0.0254237288135593	query_1	['GO:0032944', 'GO:0046651', 'GO:0051249']	['SOS1', 'ZAP70', 'LYN', 'SYK', 'ERBB2', 'VCAM1']
1164	GO:BP	GO:0045945	positive regulation of transcription by RNA polymerase III	0.0273209213557671	True	"""Any process that activates or increases the frequency, rate or extent of transcription mediated by RNA polymerase III."" [GOC:go_curators, GOC:txnOH]"	19	118	2	15719	0.0169491525423728	0.1052631578947368	query_1	['GO:0006359', 'GO:0006383', 'GO:0045893']	['SMARCA5', 'BAZ1B']
1163	GO:BP	GO:0043116	negative regulation of vascular permeability	0.0273209213557671	True	"""Any process that reduces the extent to which blood vessels can be pervaded by fluid."" [GOC:jl]"	19	118	2	15719	0.0169491525423728	0.1052631578947368	query_1	['GO:0043114']	['VEGFA', 'SH3GL2']
1162	GO:BP	GO:0006837	serotonin transport	0.0273209213557671	True	"""The directed movement of serotonin into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Serotonin (5-hydroxytryptamine) is a monoamine neurotransmitter occurring in the peripheral and central nervous systems."" [GOC:ai]"	19	118	2	15719	0.0169491525423728	0.1052631578947368	query_1	['GO:0015844', 'GO:0015850']	['ITGB3', 'SYK']
1159	GO:BP	GO:0051900	regulation of mitochondrial depolarization	0.0273209213557671	True	"""Any process that modulates the frequency, rate or extent of the change in the membrane potential of the mitochondria from negative to positive."" [GOC:ai]"	19	118	2	15719	0.0169491525423728	0.1052631578947368	query_1	['GO:0003254', 'GO:0051881', 'GO:0051882']	['SRC', 'KDR']
1160	GO:BP	GO:0051580	regulation of neurotransmitter uptake	0.0273209213557671	True	"""Any process that modulates the frequency, rate or extent of the directed movement of a neurotransmitter into a neuron or glial cell."" [GOC:ai]"	19	118	2	15719	0.0169491525423728	0.1052631578947368	query_1	['GO:0001504', 'GO:0001505', 'GO:0051588']	['ITGB1', 'ITGB3']
1157	GO:BP	GO:0002281	macrophage activation involved in immune response	0.0273209213557671	True	"""A change in morphology and behavior of a macrophage resulting from exposure to a cytokine, chemokine, cellular ligand, or soluble factor, leading to the initiation or perpetuation of an immune response."" [GOC:add, ISBN:0781735149]"	19	118	2	15719	0.0169491525423728	0.1052631578947368	query_1	['GO:0002275', 'GO:0042116']	['PLCG2', 'SYK']
1156	GO:BP	GO:1902105	regulation of leukocyte differentiation	0.0273209213557671	True	"""Any process that modulates the frequency, rate or extent of leukocyte differentiation."" [GOC:add, GOC:TermGenie]"	309	118	7	15719	0.059322033898305	0.0226537216828478	query_1	['GO:0002521', 'GO:1903706']	['PIK3R1', 'SOS1', 'ZAP70', 'LYN', 'FBN1', 'SYK', 'ERBB2']
1155	GO:BP	GO:0007076	mitotic chromosome condensation	0.0273209213557671	True	"""The cell cycle process in which chromatin structure is compacted prior to and during mitosis in eukaryotic cells."" [GOC:mah, ISBN:0815316194]"	19	118	2	15719	0.0169491525423728	0.1052631578947368	query_1	['GO:0000070', 'GO:0030261', 'GO:1903047']	['SMARCA5', 'BAZ1B']
1154	GO:BP	GO:1901214	regulation of neuron death	0.0273209213557671	True	"""Any process that modulates the frequency, rate or extent of neuron death."" [GOC:rph, GOC:TermGenie]"	309	118	7	15719	0.059322033898305	0.0226537216828478	query_1	['GO:0010941', 'GO:0070997']	['VEGFB', 'TGFB3', 'FYN', 'KDR', 'PTK2B', 'NRP1', 'CBL']
1158	GO:BP	GO:0048771	tissue remodeling	0.0273209213557671	True	"""The reorganization or renovation of existing tissues. This process can either change the characteristics of a tissue such as in blood vessel remodeling, or result in the dynamic equilibrium of a tissue such as in bone remodeling."" [GOC:ebc]"	168	118	5	15719	0.0423728813559322	0.0297619047619047	query_1	['GO:0032501']	['SRC', 'SPP1', 'ITGB3', 'SYK', 'PTK2B']
1165	GO:BP	GO:0055074	calcium ion homeostasis	0.0275845594399381	True	"""Any process involved in the maintenance of an internal steady state of calcium ions within an organism or cell."" [GOC:ceb, GOC:jid, GOC:mah]"	310	118	7	15719	0.059322033898305	0.0225806451612903	query_1	['GO:0055080', 'GO:0098771']	['ITGB3', 'PLCG2', 'LYN', 'KDR', 'PLCG1', 'PTK2B', 'LCK']
251	REAC	REAC:R-HSA-5654693	FRS-mediated FGFR1 signaling	0.027649438554727	True	FRS-mediated FGFR1 signaling	15	108	2	10022	0.0185185185185185	0.1333333333333333	query_1	['REAC:R-HSA-5654687']	['SOS1', 'PTPN11']
1166	GO:BP	GO:0032613	interleukin-10 production	0.0278408503532975	True	"""The appearance of interleukin-10 due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels."" [GOC:mah]"	57	118	3	15719	0.0254237288135593	0.0526315789473684	query_1	['GO:0001816']	['HGF', 'PLCG2', 'SYK']
1167	GO:BP	GO:0032653	regulation of interleukin-10 production	0.0278408503532975	True	"""Any process that modulates the frequency, rate, or extent of interleukin-10 production."" [GOC:mah]"	57	118	3	15719	0.0254237288135593	0.0526315789473684	query_1	['GO:0001817', 'GO:0032613']	['HGF', 'PLCG2', 'SYK']
1168	GO:BP	GO:0002011	morphogenesis of an epithelial sheet	0.0278408503532975	True	"""The process in which the anatomical structures of an epithelial sheet are generated and organized. An epithelial sheet is a flat surface consisting of closely packed epithelial cells."" [GOC:jl]"	57	118	3	15719	0.0254237288135593	0.0526315789473684	query_1	['GO:0002009']	['ITGB1', 'SOS1', 'ITGA5']
1169	GO:BP	GO:1901655	cellular response to ketone	0.0283832607628138	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a ketone stimulus."" [GOC:pr, GOC:TermGenie]"	109	118	4	15719	0.0338983050847457	0.036697247706422	query_1	['GO:1901654', 'GO:1901701']	['SRC', 'SPP1', 'NCF1', 'ADAM15']
120	GO:CC	GO:0097038	perinuclear endoplasmic reticulum	0.0284473069217218	True	"""The portion of endoplasmic reticulum, the intracellular network of tubules and cisternae, that occurs near the nucleus. The lumen of the perinuclear endoplasmic reticulum is contiguous with the nuclear envelope lumen (also called perinuclear space), the region between the inner and outer nuclear membranes."" [GOC:bf, GOC:mah, GOC:mcc, GOC:pr, GOC:vw]"	20	118	2	16420	0.0169491525423728	0.1	query_1	['GO:0005783', 'GO:0048471', 'GO:0110165']	['PIK3R1', 'FYN']
1170	GO:BP	GO:0045936	negative regulation of phosphate metabolic process	0.0287185648237569	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways involving phosphates."" [GOC:go_curators]"	391	118	8	15719	0.0677966101694915	0.0204603580562659	query_1	['GO:0006796', 'GO:0010563', 'GO:0019220']	['MLXIPL', 'HGF', 'LYN', 'SH3GL2', 'CRKL', 'EMILIN1', 'CBL', 'SEMA4D']
1171	GO:BP	GO:0001701	in utero embryonic development	0.0287185648237569	True	"""The process whose specific outcome is the progression of the embryo in the uterus over time, from formation of the zygote in the oviduct, to birth. An example of this process is found in Mus musculus."" [GOC:go_curators, GOC:mtg_sensu]"	391	118	8	15719	0.0677966101694915	0.0204603580562659	query_1	['GO:0043009']	['ITGB1', 'TGFB3', 'SH3PXD2A', 'GRB2', 'EGFR', 'PLCG1', 'VEGFA', 'PDGFRA']
