Keppen-Lubinsky syndrome	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
63	GO:CC	GO:0097381	photoreceptor disc membrane	0.0279337011117681	True	"""Stack of disc membranes located inside a photoreceptor outer segment, and containing densely packed molecules of photoreceptor proteins that traverse the lipid bilayer. Disc membranes arise as evaginations of the ciliary membrane during the development of the outer segment and may or may not remain contiguous with the ciliary membrane."" [GOC:bj, GOC:krc, GOC:pde, PMID:11826267, PMID:19501669, PMID:2537204, PMID:26574505, PMID:6771304, PMID:7507907]"	21	100	2	16420	0.02	0.0952380952380952	query_1	['GO:0001750', 'GO:0031090']	['GNB1', 'GNGT1']
106	REAC	REAC:R-HSA-381753	Olfactory Signaling Pathway	0.0281079001807186	True	Olfactory Signaling Pathway	102	84	4	10022	0.0476190476190476	0.0392156862745098	query_1	['REAC:R-HSA-9709957']	['GNG13', 'GNAL', 'ADCY3', 'GNB1']
307	GO:BP	GO:0007264	small GTPase mediated signal transduction	0.0281908759668755	True	"""The series of molecular signals in which a small monomeric GTPase relays a signal."" [GOC:mah]"	481	99	9	15719	0.0909090909090909	0.0187110187110187	query_1	['GO:0035556']	['ARHGEF25', 'RAP1GAP', 'RHOA', 'GNB1', 'GNA13', 'NRP1', 'FARP2', 'GNA12', 'ADRA2A']
310	GO:BP	GO:0106070	regulation of adenylate cyclase-activating G protein-coupled receptor signaling pathway	0.0285449890645541	True	"""Any process that modulates the frequency, rate or extent of an adenylate cyclase-activating G protein-coupled receptor signaling pathway."" [GOC:hjd, PMID:19246489]"	14	99	2	15719	0.0202020202020202	0.1428571428571428	query_1	['GO:0007189', 'GO:0008277']	['PRKCA', 'GNAI2']
313	GO:BP	GO:0021872	forebrain generation of neurons	0.0285449890645541	True	"""The process in which nerve cells are generated in the forebrain. This includes the production of neuroblasts from and their differentiation into neurons."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid]"	48	99	3	15719	0.0303030303030303	0.0625	query_1	['GO:0030900', 'GO:0048699']	['RHOA', 'NRP1', 'PLXNA1']
308	GO:BP	GO:0050796	regulation of insulin secretion	0.0285449890645541	True	"""Any process that modulates the frequency, rate or extent of the regulated release of insulin."" [GOC:ai]"	160	99	5	15719	0.0505050505050505	0.03125	query_1	['GO:0030073', 'GO:0050708', 'GO:0090276']	['GNA11', 'PLCB1', 'MTNR1B', 'GNAZ', 'ADRA2A']
309	GO:BP	GO:0009642	response to light intensity	0.0285449890645541	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a light intensity stimulus."" [GOC:go_curators]"	14	99	2	15719	0.0202020202020202	0.1428571428571428	query_1	['GO:0009416']	['GNB5', 'GNAT2']
312	GO:BP	GO:0007215	glutamate receptor signaling pathway	0.0285449890645541	True	"""The series of molecular signals initiated by the binding of glutamate to its receptor on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:mah, GOC:signaling, PMID:9131252]"	48	99	3	15719	0.0303030303030303	0.0625	query_1	['GO:0007166']	['PLCB1', 'FYN', 'GNAQ']
311	GO:BP	GO:0043268	positive regulation of potassium ion transport	0.0285449890645541	True	"""Any process that activates or increases the frequency, rate or extent of the directed movement of potassium ions (K+) into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:jl]"	48	99	3	15719	0.0303030303030303	0.0625	query_1	['GO:0006813', 'GO:0043266', 'GO:0043270']	['KCNJ2', 'ADRA2A', 'RGS7']
314	GO:BP	GO:0002027	regulation of heart rate	0.0294117269169536	True	"""Any process that modulates the frequency or rate of heart contraction."" [GOC:dph, GOC:tb, PMID:10358008]"	99	99	4	15719	0.0404040404040404	0.0404040404040404	query_1	['GO:0008016', 'GO:0065008']	['TMEM161B', 'KCNJ5', 'KCNJ2', 'KCNJ3']
315	GO:BP	GO:0030072	peptide hormone secretion	0.0294366291141077	True	"""The regulated release of a peptide hormone from a cell."" [GOC:mah]"	233	99	6	15719	0.0606060606060606	0.0257510729613733	query_1	['GO:0002790', 'GO:0046879']	['GNA11', 'PLCB1', 'MTNR1B', 'GABBR1', 'GNAZ', 'ADRA2A']
316	GO:BP	GO:0033993	response to lipid	0.0297307883318463	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a lipid stimulus."" [GOC:sl]"	884	99	13	15719	0.1313131313131313	0.0147058823529411	query_1	['GO:0010033']	['TBXA2R', 'PRKCA', 'PLCB1', 'GNG2', 'PTK7', 'RHOA', 'GNAS', 'HTR1B', 'BTK', 'PTGIR', 'ADCY3', 'GNB1', 'GNAI1']
107	REAC	REAC:R-HSA-194138	Signaling by VEGF	0.0297558102975454	True	Signaling by VEGF	104	84	4	10022	0.0476190476190476	0.0384615384615384	query_1	['REAC:R-HSA-9006934']	['PRKCA', 'FYN', 'RHOA', 'NRP1']
318	GO:BP	GO:0086002	cardiac muscle cell action potential involved in contraction	0.0298791477026124	True	"""An action potential that occurs in a cardiac muscle cell and is involved in its contraction."" [GOC:BHF, GOC:mtg_cardiac_conduct_nov11]"	49	99	3	15719	0.0303030303030303	0.0612244897959183	query_1	['GO:0086001', 'GO:0086003']	['KCNJ5', 'KCNJ2', 'KCNJ3']
317	GO:BP	GO:0071396	cellular response to lipid	0.0298791477026124	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a lipid stimulus."" [GOC:mah]"	582	99	10	15719	0.101010101010101	0.0171821305841924	query_1	['GO:0033993', 'GO:0071310']	['TBXA2R', 'PRKCA', 'PLCB1', 'GNG2', 'PTK7', 'RHOA', 'GNAS', 'ADCY3', 'GNB1', 'GNAI1']
326	GO:BP	GO:0090051	negative regulation of cell migration involved in sprouting angiogenesis	0.0313880170371156	True	"""Any process that decreases the frequency, rate or extent of cell migration involved in sprouting angiogenesis. Cell migration involved in sprouting angiogenesis is the orderly movement of endothelial cells into the extracellular matrix in order to form new blood vessels contributing to the process of sprouting angiogenesis."" [GOC:BHF, GOC:dph, GOC:rl, GOC:tb]"	15	99	2	15719	0.0202020202020202	0.1333333333333333	query_1	['GO:0002042', 'GO:0043537', 'GO:0090049']	['TBXA2R', 'RHOA']
325	GO:BP	GO:0051956	negative regulation of amino acid transport	0.0313880170371156	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the directed movement of amino acids into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]"	15	99	2	15719	0.0202020202020202	0.1333333333333333	query_1	['GO:0006865', 'GO:0032891', 'GO:0051953', 'GO:0051955']	['GABBR1', 'HTR1B']
324	GO:BP	GO:1903427	negative regulation of reactive oxygen species biosynthetic process	0.0313880170371156	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of reactive oxygen species biosynthetic process."" [GO_REF:0000058, GOC:bf, GOC:PARL, GOC:TermGenie, PMID:24252804]"	15	99	2	15719	0.0202020202020202	0.1333333333333333	query_1	['GO:0009890', 'GO:1903409', 'GO:1903426', 'GO:2000378']	['FYN', 'RHOA']
323	GO:BP	GO:0045198	establishment of epithelial cell apical/basal polarity	0.0313880170371156	True	"""The specification and formation of the apicobasal polarity of an epithelial cell."" [GOC:ascb_2009, GOC:bf, GOC:dph, GOC:tb]"	15	99	2	15719	0.0202020202020202	0.1333333333333333	query_1	['GO:0030859', 'GO:0035089', 'GO:0045197', 'GO:0090162']	['PTK7', 'RHOA']
322	GO:BP	GO:0090520	sphingolipid mediated signaling pathway	0.0313880170371156	True	"""The series of molecular signals mediated by a sphingolipid."" [PMID:9525917]"	15	99	2	15719	0.0202020202020202	0.1333333333333333	query_1	['GO:0007165']	['S1PR1', 'S1PR2']
321	GO:BP	GO:0051240	positive regulation of multicellular organismal process	0.0313880170371156	True	"""Any process that activates or increases the frequency, rate or extent of an organismal process, any of the processes pertinent to the function of an organism above the cellular level; includes the integrated processes of tissues and organs."" [GOC:ai]"	1567	99	19	15719	0.1919191919191919	0.0121250797702616	query_1	['GO:0032501', 'GO:0048518', 'GO:0051239']	['TBXA2R', 'PLXNB1', 'PLXNA2', 'PRKCA', 'GNAI2', 'PLCB1', 'CD209', 'MTNR1B', 'FYN', 'RHOA', 'BTN2A2', 'GNAS', 'PTGER3', 'BTK', 'NRP1', 'SEMA4D', 'ADRA2A', 'PLXNA1', 'RGS14']
319	GO:BP	GO:1904862	inhibitory synapse assembly	0.0313880170371156	True	"""The aggregation, arrangement and bonding together of a set of components to form an inhibitory synapse."" [GO_REF:0000079, GOC:bf, GOC:PARL, GOC:TermGenie]"	15	99	2	15719	0.0202020202020202	0.1333333333333333	query_1	['GO:0007416']	['PLXNB1', 'SEMA4D']
320	GO:BP	GO:0006937	regulation of muscle contraction	0.0313880170371156	True	"""Any process that modulates the frequency, rate or extent of muscle contraction."" [GOC:go_curators]"	165	99	5	15719	0.0505050505050505	0.0303030303030303	query_1	['GO:0006936', 'GO:0090257']	['TBXA2R', 'ADRA2C', 'RHOA', 'KCNJ2', 'ADRA2A']
327	GO:BP	GO:0002790	peptide secretion	0.031459225333083	True	"""The controlled release of a peptide from a cell or a tissue."" [GOC:add]"	238	99	6	15719	0.0606060606060606	0.0252100840336134	query_1	['GO:0015833', 'GO:0046903']	['GNA11', 'PLCB1', 'MTNR1B', 'GABBR1', 'GNAZ', 'ADRA2A']
328	GO:BP	GO:0002042	cell migration involved in sprouting angiogenesis	0.0323588700115164	True	"""The orderly movement of endothelial cells into the extracellular matrix in order to form new blood vessels involved in sprouting angiogenesis."" [PMID:16391003]"	51	99	3	15719	0.0303030303030303	0.0588235294117647	query_1	['GO:0002040', 'GO:0043534']	['TBXA2R', 'RHOA', 'NRP1']
64	GO:CC	GO:1902495	transmembrane transporter complex	0.032438024090323	True	"""A transmembrane protein complex which enables the transfer of a substance from one side of a membrane to the other."" [GOC:bhm, GOC:TermGenie, PMID:18024586]"	379	100	7	16420	0.07	0.0184696569920844	query_1	['GO:0098796', 'GO:1990351']	['KCNJ16', 'KCNJ4', 'KCNJ5', 'KCNJ6', 'KCNJ2', 'KCNJ3', 'KCNJ14']
329	GO:BP	GO:0045744	negative regulation of G protein-coupled receptor signaling pathway	0.0340811147983765	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of G protein-coupled receptor signaling pathway."" [GOC:go_curators]"	52	99	3	15719	0.0303030303030303	0.0576923076923076	query_1	['GO:0007186', 'GO:0008277', 'GO:0009968']	['GNAI2', 'HTR1B', 'RGS14']
330	GO:BP	GO:0015837	amine transport	0.0345403708048129	True	"""The directed movement of amines, including polyamines, organic compounds containing one or more amino groups, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai, ISBN:0198506732]"	105	99	4	15719	0.0404040404040404	0.0380952380952381	query_1	['GO:0071702', 'GO:0071705']	['GABBR1', 'ADRA2C', 'HTR1B', 'ADRA2A']
331	GO:BP	GO:0033623	regulation of integrin activation	0.0349765973471378	True	"""Any process that modulates the frequency, rate, or extent of integrin activation."" [GOC:add]"	16	99	2	15719	0.0202020202020202	0.125	query_1	['GO:0033622', 'GO:0043254']	['P2RY12', 'FARP2']
332	GO:BP	GO:0044406	adhesion of symbiont to host	0.0349765973471378	True	"""The attachment of a symbiont to its host via either adhesion molecules, general stickiness, or other mechanisms. The host is defined as the larger of the organisms involved in a symbiotic interaction."" [GOC:bf, GOC:cc, GOC:dos, GOC:jl]"	16	99	2	15719	0.0202020202020202	0.125	query_1	['GO:0051701']	['CD209', 'CLEC4M']
333	GO:BP	GO:1903830	magnesium ion transmembrane transport	0.0349765973471378	True	"""The directed movement of magnesium ion across a membrane."" [GO_REF:0000069, GOC:TermGenie, PMID:11254124]"	16	99	2	15719	0.0202020202020202	0.125	query_1	['GO:0015693', 'GO:0098655', 'GO:0098662']	['CNNM2', 'CNNM4']
335	GO:BP	GO:0098900	regulation of action potential	0.035385957523567	True	"""Any process that modulates the frequency, rate or extent of action potential creation, propagation or termination. This typically occurs via modulation of the activity or expression of voltage-gated ion channels."" [GOC:dos, GOC:dph, GOC:go_curators, GOC:tb, ISBN:978-0-07-139011-8]"	53	99	3	15719	0.0303030303030303	0.0566037735849056	query_1	['GO:0001508', 'GO:0042391', 'GO:0050789']	['MTNR1B', 'TMEM161B', 'KCNJ2']
334	GO:BP	GO:0060284	regulation of cell development	0.035385957523567	True	"""Any process that modulates the rate, frequency or extent of the progression of the cell over time, from its formation to the mature structure. Cell development does not include the steps involved in committing a cell to a specific fate."" [GOC:dph, GOC:tb]"	803	99	12	15719	0.1212121212121212	0.0149439601494396	query_1	['GO:0045595', 'GO:0048468']	['PLXNB1', 'PLXNA2', 'PRKCA', 'PLCB1', 'RHOA', 'BTN2A2', 'BTK', 'NRP1', 'SEMA4D', 'PLXNA1', 'S1PR2', 'RGS14']
336	GO:BP	GO:0048015	phosphatidylinositol-mediated signaling	0.0360551949542327	True	"""The series of molecular signals in which a cell uses a phosphatidylinositol-mediated signaling to convert a signal into a response. Phosphatidylinositols include phosphatidylinositol (PtdIns) and its phosphorylated derivatives."" [GOC:bf, GOC:ceb, ISBN:0198506732]"	172	99	5	15719	0.0505050505050505	0.0290697674418604	query_1	['GO:0048017']	['PLXNB1', 'PLCB1', 'BTN2A2', 'PLCB3', 'SEMA4D']
337	GO:BP	GO:0050805	negative regulation of synaptic transmission	0.0370087634703216	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of synaptic transmission, the process of communication from a neuron to a target (neuron, muscle, or secretory cell) across a synapse."" [GOC:ai]"	54	99	3	15719	0.0303030303030303	0.0555555555555555	query_1	['GO:0007268', 'GO:0010648', 'GO:0023057', 'GO:0050804']	['GNAI2', 'GABBR1', 'HTR1B']
109	REAC	REAC:R-HSA-422475	Axon guidance	0.0377785493250585	True	Axon guidance	540	84	10	10022	0.119047619047619	0.0185185185185185	query_1	['REAC:R-HSA-9675108']	['PLXNB1', 'PLXNA2', 'PRKCA', 'RAP1GAP', 'FYN', 'RHOA', 'NRP1', 'FARP2', 'SEMA4D', 'PLXNA1']
108	REAC	REAC:R-HSA-420499	Class C/3 (Metabotropic glutamate/pheromone receptors)	0.0377785493250585	True	Class C/3 (Metabotropic glutamate/pheromone receptors)	22	84	2	10022	0.0238095238095238	0.0909090909090909	query_1	['REAC:R-HSA-500792']	['GABBR1', 'GABBR2']
338	GO:BP	GO:0010817	regulation of hormone levels	0.0380046217823363	True	"""Any process that modulates the levels of hormone within an organism or a tissue. A hormone is any substance formed in very small amounts in one specialized organ or group of cells and carried (sometimes in the bloodstream) to another organ or group of cells in the same organism, upon which it has a specific regulatory action."" [GOC:BHF, GOC:dph, GOC:tb]"	511	99	9	15719	0.0909090909090909	0.0176125244618395	query_1	['GO:0065008']	['GNB3', 'GNA11', 'PLCB1', 'MTNR1B', 'GABBR1', 'BTK', 'GNAZ', 'HTR1A', 'ADRA2A']
344	GO:BP	GO:1901550	regulation of endothelial cell development	0.0381089415152085	True	"""Any process that modulates the frequency, rate or extent of endothelial cell development."" [GOC:pr, GOC:TermGenie, PMID:19470579]"	17	99	2	15719	0.0202020202020202	0.1176470588235294	query_1	['GO:0001885', 'GO:0045601', 'GO:0060284']	['PLCB1', 'S1PR2']
339	GO:BP	GO:0007603	phototransduction, visible light	0.0381089415152085	True	"""The sequence of reactions within a cell required to convert absorbed photons from visible light into a molecular signal. A visible light stimulus is electromagnetic radiation that can be perceived visually by an organism; for organisms lacking a visual system, this can be defined as light with a wavelength within the range 380 to 780 nm."" [GOC:go_curators, ISBN:0198506732]"	17	99	2	15719	0.0202020202020202	0.1176470588235294	query_1	['GO:0007602', 'GO:0009584']	['GNA11', 'GNAQ']
340	GO:BP	GO:0045446	endothelial cell differentiation	0.0381089415152085	True	"""The process in which a mesodermal, bone marrow or neural crest cell acquires specialized features of an endothelial cell, a thin flattened cell. A layer of such cells lines the inside surfaces of body cavities, blood vessels, and lymph vessels, making up the endothelium."" [CL:0000115, GOC:go_curators]"	109	99	4	15719	0.0404040404040404	0.036697247706422	query_1	['GO:0003158', 'GO:0030855']	['PLCB1', 'S1PR1', 'NRP1', 'S1PR2']
341	GO:BP	GO:1903140	regulation of establishment of endothelial barrier	0.0381089415152085	True	"""Any process that modulates the frequency, rate or extent of establishment of endothelial barrier."" [GO_REF:0000058, GOC:als, GOC:TermGenie, PMID:24851274]"	17	99	2	15719	0.0202020202020202	0.1176470588235294	query_1	['GO:0061028', 'GO:1901550']	['PLCB1', 'S1PR2']
342	GO:BP	GO:0015812	gamma-aminobutyric acid transport	0.0381089415152085	True	"""The directed movement of gamma-aminobutyric acid (GABA, 4-aminobutyrate), an amino acid which acts as a neurotransmitter in some organisms, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:go_curators, ISBN:0198506732]"	17	99	2	15719	0.0202020202020202	0.1176470588235294	query_1	['GO:0006865']	['GABBR1', 'HTR1B']
343	GO:BP	GO:0051932	synaptic transmission, GABAergic	0.0381089415152085	True	"""The vesicular release of gamma-aminobutyric acid (GABA). from a presynapse, across a chemical synapse, the subsequent activation of GABA receptors at the postsynapse of a target cell (neuron, muscle, or secretory cell) and the effects of this activation on the postsynaptic membrane potential and ionic composition of the postsynaptic cytosol. This process encompasses both spontaneous and evoked release of neurotransmitter and all parts of synaptic vesicle exocytosis. Evoked transmission starts with the arrival of an action potential at the presynapse."" [GOC:dos, ISBN:0126603030]"	55	99	3	15719	0.0303030303030303	0.0545454545454545	query_1	['GO:0007268']	['GABBR1', 'HTR1B', 'GABBR2']
345	GO:BP	GO:0042127	regulation of cell population proliferation	0.0381089415152085	True	"""Any process that modulates the frequency, rate or extent of cell proliferation."" [GOC:jl]"	1604	99	19	15719	0.1919191919191919	0.0118453865336658	query_1	['GO:0008283', 'GO:0050794']	['PLXNB1', 'PRKCA', 'GNAI2', 'CD209', 'GABBR1', 'RAP1GAP', 'RHOA', 'BTN2A2', 'HTR1B', 'BTK', 'PTGIR', 'GNAI3', 'GNA13', 'S1PR1', 'NRP1', 'HTR1A', 'GNA12', 'ADRA2A', 'S1PR2']
346	GO:BP	GO:0048017	inositol lipid-mediated signaling	0.0385696076920594	True	"""The series of molecular signals in which a cell uses an inositol-containing lipid to convert a signal into a response. Inositol lipids include the phosphoinositides (phosphatidylinositol and its phosphorylated derivatives), ceramides containing inositol, and inositol glycolipids."" [GOC:bf, GOC:ceb, PMID:16088939]"	176	99	5	15719	0.0505050505050505	0.0284090909090909	query_1	['GO:0035556']	['PLXNB1', 'PLCB1', 'BTN2A2', 'PLCB3', 'SEMA4D']
65	GO:CC	GO:0098852	lytic vacuole membrane	0.0394679515391409	True	"""The lipid bilayer surrounding a lytic vacuole and separating its contents from the cytoplasm of the cell."" [GOC:dos]"	396	100	7	16420	0.07	0.0176767676767676	query_1	['GO:0000323', 'GO:0005774']	['GNA11', 'GNB4', 'GNB2', 'GNB1', 'GNAI3', 'GNAI1', 'GNAQ']
66	GO:CC	GO:0005765	lysosomal membrane	0.0394679515391409	True	"""The lipid bilayer surrounding the lysosome and separating its contents from the cell cytoplasm."" [GOC:ai]"	396	100	7	16420	0.07	0.0176767676767676	query_1	['GO:0005764', 'GO:0098852']	['GNA11', 'GNB4', 'GNB2', 'GNB1', 'GNAI3', 'GNAI1', 'GNAQ']
347	GO:BP	GO:0015695	organic cation transport	0.039694802711343	True	"""The directed movement of organic cations into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Organic cations are atoms or small molecules with a positive charge which contain carbon in covalent linkage."" [GOC:ai]"	56	99	3	15719	0.0303030303030303	0.0535714285714285	query_1	['GO:0071702']	['PDZK1', 'ADRA2C', 'ADRA2A']
348	GO:BP	GO:0048008	platelet-derived growth factor receptor signaling pathway	0.039694802711343	True	"""The series of molecular signals initiated by a ligand binding to a platelet-derived growth factor receptor on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:ceb]"	56	99	3	15719	0.0303030303030303	0.0535714285714285	query_1	['GO:0007169']	['PTGIR', 'NRP1', 'RGS14']
349	GO:BP	GO:0120035	regulation of plasma membrane bounded cell projection organization	0.040481954063664	True	"""Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of plasma membrane bounded cell projections."" [GOC:krc]"	616	99	10	15719	0.101010101010101	0.0162337662337662	query_1	['GO:0031344', 'GO:0120036']	['PLXNB1', 'PLXNA2', 'RAP1GAP', 'PTK7', 'FYN', 'RHOA', 'P2RY12', 'NRP1', 'SEMA4D', 'PLXNA1']
350	GO:BP	GO:0043534	blood vessel endothelial cell migration	0.0409318270496249	True	"""The orderly movement of an endothelial cell into the extracellular matrix in order to form new blood vessels during angiogenesis."" [PMID:11166264]"	112	99	4	15719	0.0404040404040404	0.0357142857142857	query_1	['GO:0043542']	['TBXA2R', 'PRKCA', 'RHOA', 'NRP1']
67	GO:CC	GO:0098982	GABA-ergic synapse	0.0410874262176393	True	"""A synapse that uses GABA as a neurotransmitter. These synapses are typically inhibitory."" [GOC:dos]"	76	100	3	16420	0.03	0.0394736842105263	query_1	['GO:0045202']	['PLCB1', 'GABBR1', 'ADRA2A']
351	GO:BP	GO:2000438	negative regulation of monocyte extravasation	0.0415548702223473	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of monocyte extravasation."" [GOC:obol]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0002692', 'GO:0035696', 'GO:0071676', 'GO:2000437']	['PLCB1']
352	GO:BP	GO:1902605	heterotrimeric G-protein complex assembly	0.0415548702223473	True	"""The aggregation, arrangement and bonding together of a set of components to form a heterotrimeric G-protein complex."" [GO_REF:0000079, GOC:dph, GOC:TermGenie, PMID:23637185]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0065003']	['PDCL']
354	GO:BP	GO:1990789	thyroid gland epithelial cell proliferation	0.0415548702223473	True	"""The multiplication or reproduction of thyroid gland epithelial cells, resulting in the expansion of the thyroid gland epithelial cell population."" [PMID:17646383]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0030878', 'GO:0050673']	['RAP1GAP']
355	GO:BP	GO:1903673	mitotic cleavage furrow formation	0.0415548702223473	True	"""Any cleavage furrow formation that is involved in mitotic cell cycle."" [GO_REF:0000060, GOC:mtg_cell_cycle, GOC:TermGenie]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0036089', 'GO:1902410']	['RHOA']
380	GO:BP	GO:0032930	positive regulation of superoxide anion generation	0.0415548702223473	True	"""Any process that activates or increases the frequency, rate or extent of enzymatic generation of superoxide by a cell."" [GOC:mah]"	18	99	2	15719	0.0202020202020202	0.1111111111111111	query_1	['GO:0032928', 'GO:0042554', 'GO:2000379']	['GNAI2', 'GNAI3']
381	GO:BP	GO:0031161	phosphatidylinositol catabolic process	0.0415548702223473	True	"""The chemical reactions and pathways resulting in the breakdown of phosphatidylinositol, any glycophospholipid with its sn-glycerol 3-phosphate residue is esterified to the 1-hydroxyl group of 1D-myo-inositol."" [GOC:mah]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0046475', 'GO:0046488']	['PLCB1']
382	GO:BP	GO:0070473	negative regulation of uterine smooth muscle contraction	0.0415548702223473	True	"""Any process that decreases the frequency, rate or extent of uterine smooth muscle contraction."" [GOC:go_curators]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0045986', 'GO:0070471', 'GO:0070472']	['ADRA2A']
383	GO:BP	GO:0097323	B cell adhesion	0.0415548702223473	True	"""The attachment of a B cell to another cell via adhesion molecules."" [GOC:jc]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0007159']	['CD209']
353	GO:BP	GO:1902378	VEGF-activated neuropilin signaling pathway involved in axon guidance	0.0415548702223473	True	"""Any VEGF-activated neuropilin signaling pathway that is involved in axon guidance."" [GOC:BHF, GOC:rl, GOC:TermGenie, PMID:21658587]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0007411', 'GO:0038190']	['NRP1']
385	GO:BP	GO:0086066	atrial cardiac muscle cell to AV node cell communication	0.0415548702223473	True	"""The process that mediates interactions between an atrial cardiomyocyte and its surroundings that contributes to the process of the atrial cardiomyocyte communicating with an AV node cell in cardiac conduction. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment."" [GOC:BHF, GOC:mtg_cardiac_conduct_nov11]"	18	99	2	15719	0.0202020202020202	0.1111111111111111	query_1	['GO:0086065']	['KCNJ5', 'KCNJ3']
386	GO:BP	GO:0086026	atrial cardiac muscle cell to AV node cell signaling	0.0415548702223473	True	"""Any process that mediates the transfer of information from an atrial cardiomyocyte to an AV node cell."" [GOC:BHF, GOC:mtg_cardiac_conduct_nov11]"	18	99	2	15719	0.0202020202020202	0.1111111111111111	query_1	['GO:0086019', 'GO:0086066']	['KCNJ5', 'KCNJ3']
387	GO:BP	GO:0086014	atrial cardiac muscle cell action potential	0.0415548702223473	True	"""An action potential that occurs in an atrial cardiac muscle cell."" [GOC:BHF, GOC:mtg_cardiac_conduct_nov11]"	18	99	2	15719	0.0202020202020202	0.1111111111111111	query_1	['GO:0086002', 'GO:0086026']	['KCNJ5', 'KCNJ3']
379	GO:BP	GO:0007409	axonogenesis	0.0415548702223473	True	"""De novo generation of a long process of a neuron, including the terminal branched region. Refers to the morphogenesis or creation of shape or form of the developing axon, which carries efferent (outgoing) action potentials from the cell body towards target cells."" [GOC:dph, GOC:jid, GOC:pg, GOC:pr, ISBN:0198506732]"	431	99	8	15719	0.0808080808080808	0.0185614849187935	query_1	['GO:0048667', 'GO:0048812', 'GO:0061564']	['ARHGEF25', 'PLXNB1', 'PLXNA2', 'PTK7', 'FYN', 'NRP1', 'SEMA4D', 'PLXNA1']
388	GO:BP	GO:0071882	phospholipase C-activating adrenergic receptor signaling pathway	0.0415548702223473	True	"""A phospholipase C-activating receptor G protein-coupled receptor signaling pathway initiated by ligand binding to an adrenergic receptor on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:BHF, GOC:mah, GOC:signaling]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0007200', 'GO:0071875']	['ADRA2A']
390	GO:BP	GO:0071444	cellular response to pheromone	0.0415548702223473	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a pheromone stimulus."" [GOC:mah]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0019236', 'GO:0071310']	['GNG8']
391	GO:BP	GO:0035724	CD24 biosynthetic process	0.0415548702223473	True	"""The chemical reactions and pathways resulting in the formation of CD24, a CD marker and cell adhesion molecule that occurs on many B-lineage cells and mature granulocytes, and is involved in B cell activation and differentiation as well as T cell co-stimulation."" [GOC:BHF]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0009101']	['PLCB1']
392	GO:BP	GO:0061516	monocyte proliferation	0.0415548702223473	True	"""The expansion of a monocyte population by cell division."" [GOC:dph, PMID:18467591]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0070661']	['BTK']
393	GO:BP	GO:2000560	positive regulation of CD24 production	0.0415548702223473	True	"""Any process that activates or increases the frequency, rate or extent of CD24 biosynthetic process."" [GOC:obol]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0010560', 'GO:0035724', 'GO:2000559']	['PLCB1']
394	GO:BP	GO:0060301	positive regulation of cytokine activity	0.0415548702223473	True	"""Any process that increases the rate, frequency or extent of the activity of a molecule that controls the survival, growth, differentiation and effector function of tissues and cells."" [GOC:BHF, GOC:dph, GOC:tb]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0009967', 'GO:0060300', 'GO:1900122', 'GO:2000273']	['NRP1']
