Wiedemann-Rautenstrauch syndrome	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
1240	GO:BP	GO:0007520	myoblast fusion	0.0097612113536419	True	"""A process in which non-proliferating myoblasts fuse to existing fibers or to myotubes to form new fibers. A myoblast is a mononucleate cell type that, by fusion with other myoblasts, gives rise to the myotubes that eventually develop into skeletal muscle fibers."" [CL:0000056, GOC:mtg_muscle]"	46	101	3	17376	0.0297029702970297	0.0652173913043478	query_1	['GO:0000768', 'GO:0014902']	['ITGB1', 'ADAM12', 'JAM2']
1241	GO:BP	GO:1990090	cellular response to nerve growth factor stimulus	0.0097612113536419	True	"""A process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a nerve growth factor stimulus."" [PMID:22399805, Wikipedia:Nerve_growth_factor]"	46	101	3	17376	0.0297029702970297	0.0652173913043478	query_1	['GO:0071363', 'GO:1990089']	['RAPGEF1', 'CRK', 'CBL']
1242	GO:BP	GO:0098742	cell-cell adhesion via plasma-membrane adhesion molecules	0.0098532918947718	True	"""The attachment of one cell to another cell via adhesion molecules that are at least partially embedded in the plasma membrane."" [GOC:dos]"	234	101	6	17376	0.0594059405940594	0.0256410256410256	query_1	['GO:0098609']	['ITGB1', 'ITGA5', 'APOA1', 'CDH1', 'VCAM1', 'ITGA3']
1243	GO:CC	GO:0032279	asymmetric synapse	0.0099675733546285	True	"""A type of synapse occurring between an axon and a dendritic spine or dendritic shaft. Asymmetric synapses, the most abundant synapse type in the central nervous system, involve axons that contain predominantly spherical vesicles and contain a thickened postsynaptic density. Most or all synapses of this type are excitatory."" [GOC:dgh, GOC:ef]"	332	101	7	17376	0.0693069306930693	0.0210843373493975	query_1	['GO:0098984']	['ITGB1', 'SRC', 'LRP4', 'SOS1', 'FYN', 'LYN', 'PTK2B']
1244	GO:BP	GO:0033690	positive regulation of osteoblast proliferation	0.0099875288384458	True	"""Any process that activates or increases the rate or extent of osteoblast proliferation."" [GOC:mah]"	13	101	2	17376	0.0198019801980198	0.1538461538461538	query_1	['GO:0008284', 'GO:0033687', 'GO:0033688']	['ITGAV', 'ITGB3']
1245	GO:BP	GO:1901163	regulation of trophoblast cell migration	0.0099875288384458	True	"""Any process that modulates the frequency, rate or extent of trophoblast cell migration."" [GOC:BHF, GOC:TermGenie]"	13	101	2	17376	0.0198019801980198	0.1538461538461538	query_1	['GO:0030334', 'GO:0061450', 'GO:2000241']	['ITGB3', 'VEGFA']
1246	GO:BP	GO:0051918	negative regulation of fibrinolysis	0.0099875288384458	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of fibrinolysis, an ongoing process that solubilizes fibrin, resulting in the removal of small blood clots."" [GOC:ai]"	13	101	2	17376	0.0198019801980198	0.1538461538461538	query_1	['GO:0030194', 'GO:0032103', 'GO:0042730', 'GO:0048519', 'GO:0051917']	['VTN', 'THBS1']
1247	GO:BP	GO:0010745	negative regulation of macrophage derived foam cell differentiation	0.0099875288384458	True	"""Any process that decreases the rate, frequency or extent of macrophage derived foam cell differentiation. Macrophage derived foam cell differentiation is the process in which a macrophage acquires the specialized features of a foam cell. A foam cell is a type of cell containing lipids in small vacuoles and typically seen in atherosclerotic lesions, as well as other conditions."" [GOC:add, GOC:BHF, GOC:dph, GOC:tb]"	13	101	2	17376	0.0198019801980198	0.1538461538461538	query_1	['GO:0010742', 'GO:0010743', 'GO:0045596']	['ITGAV', 'ITGB3']
1248	GO:BP	GO:0032486	Rap protein signal transduction	0.0099875288384458	True	"""The series of molecular signals within the cell that are mediated by a member of the Rap family of proteins switching to a GTP-bound active state."" [GOC:mah]"	13	101	2	17376	0.0198019801980198	0.1538461538461538	query_1	['GO:0007265']	['RAPGEF1', 'CBL']
1249	GO:BP	GO:0032957	inositol trisphosphate metabolic process	0.0099875288384458	True	"""The chemical reactions and pathways involving myo-inositol phosphate, 1,2,3,4,5,6-cyclohexanehexol, with three phosphate groups attached."" [GOC:mah]"	13	101	2	17376	0.0198019801980198	0.1538461538461538	query_1	['GO:0043647']	['PLCG2', 'PTK2B']
1250	GO:BP	GO:0048012	hepatocyte growth factor receptor signaling pathway	0.0099875288384458	True	"""The series of molecular signals initiated by a ligand binding to a hepatocyte growth factor receptor, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:ceb]"	13	101	2	17376	0.0198019801980198	0.1538461538461538	query_1	['GO:0007169']	['MET', 'BCAR1']
1251	GO:BP	GO:0034333	adherens junction assembly	0.0099875288384458	True	"""The aggregation, arrangement and bonding together of a set of components to form an adherens junction. An adherens junction is a cell-cell junction composed of the epithelial cadherin-catenin complex at which the cytoplasmic face of the plasma membrane is attached to actin filaments."" [GOC:aruk, GOC:bc, GOC:mah]"	13	101	2	17376	0.0198019801980198	0.1538461538461538	query_1	['GO:0007043', 'GO:0034332']	['JAM3', 'VCL']
1252	GO:BP	GO:0031214	biomineral tissue development	0.0101823880154112	True	"""Formation of hard tissues that consist mainly of inorganic compounds, and also contain a small amounts of organic matrices that are believed to play important roles in their formation."" [PMID:15132736]"	162	101	5	17376	0.0495049504950495	0.0308641975308641	query_1	['GO:0009888', 'GO:0048513']	['SPP1', 'LOX', 'FBN2', 'PTK2B', 'ITGB6']
1253	GO:BP	GO:0016032	viral process	0.0101876285500719	True	"""A multi-organism process in which a virus is a participant. The other participant is the host. Includes infection of a host cell, replication of the viral genome, and assembly of progeny virus particles. In some cases the viral genetic material may integrate into the host genome and only subsequently, under particular circumstances, 'complete' its life cycle."" [GOC:bf, GOC:jl, GOC:mah]"	407	101	8	17376	0.0792079207920792	0.0196560196560196	query_1	['GO:0008150']	['ITGB1', 'ITGB5', 'ITGAV', 'ITGB3', 'ITGA5', 'EGFR', 'ITGB6', 'ITGB7']
1254	GO:BP	GO:0010171	body morphogenesis	0.0101876285500719	True	"""The process in which the anatomical structures of the soma are generated and organized."" [GOC:ems, ISBN:0140512888]"	47	101	3	17376	0.0297029702970297	0.0638297872340425	query_1	['GO:0009653']	['TGFB3', 'PTPN11', 'PDGFRA']
1255	GO:BP	GO:1904645	response to amyloid-beta	0.0101876285500719	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a amyloid-beta stimulus."" [GO_REF:0000071, GOC:TermGenie, PMID:23555824]"	47	101	3	17376	0.0297029702970297	0.0638297872340425	query_1	['GO:1901652']	['FYN', 'ITGA4', 'VCAM1']
1256	GO:BP	GO:1990089	response to nerve growth factor	0.0101876285500719	True	"""A process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a nerve growth factor stimulus."" [PMID:22399805]"	47	101	3	17376	0.0297029702970297	0.0638297872340425	query_1	['GO:0070848']	['RAPGEF1', 'CRK', 'CBL']
1257	GO:BP	GO:0051346	negative regulation of hydrolase activity	0.0102886059225104	True	"""Any process that stops or reduces the rate of hydrolase activity, the catalysis of the hydrolysis of various bonds."" [GOC:ai]"	319	101	7	17376	0.0693069306930693	0.0219435736677116	query_1	['GO:0043086', 'GO:0051336']	['SRC', 'URI1', 'APOA1', 'VEGFA', 'VTN', 'THBS1', 'PIH1D1']
1258	GO:BP	GO:0033554	cellular response to stress	0.010291261584245	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating the organism is under stress. The stress is usually, but not necessarily, exogenous (e.g. temperature, humidity, ionizing radiation)."" [GOC:mah]"	1893	101	21	17376	0.2079207920792079	0.011093502377179	query_1	['GO:0006950', 'GO:0051716']	['MET', 'RAPGEF1', 'SRC', 'SPP1', 'PIK3R1', 'CRK', 'PXN', 'FYN', 'LYN', 'FBLN5', 'GRB2', 'TNC', 'EGFR', 'HSP90AA1', 'PTK2B', 'VEGFA', 'CRKL', 'THBS1', 'CBL', 'PTPN11', 'PDGFRA']
1259	GO:BP	GO:0016485	protein processing	0.0103062685142077	True	"""Any protein maturation process achieved by the cleavage of a peptide bond or bonds within a protein. Protein maturation is the process leading to the attainment of the full functional capacity of a protein."" [GOC:curators, GOC:jl, GOC:jsg]"	237	101	6	17376	0.0594059405940594	0.0253164556962025	query_1	['GO:0006508', 'GO:0051604']	['SRC', 'FGA', 'ADAM19', 'FGB', 'FGG', 'THBS1']
1260	GO:BP	GO:1904062	regulation of monoatomic cation transmembrane transport	0.0104218381815591	True	"""Any process that modulates the frequency, rate or extent of cation transmembrane transport."" [GO_REF:0000058, GOC:TermGenie, PMID:15304482]"	320	101	7	17376	0.0693069306930693	0.021875	query_1	['GO:0034765', 'GO:0098655']	['ITGB1', 'ITGB3', 'PLCG2', 'FYN', 'LYN', 'PLCG1', 'PTK2B']
1261	GO:BP	GO:0051604	protein maturation	0.0104218381815591	True	"""Any process leading to the attainment of the full functional capacity of a protein."" [GOC:ai]"	320	101	7	17376	0.0693069306930693	0.021875	query_1	['GO:0010467', 'GO:0019538']	['FN1', 'SRC', 'FGA', 'ADAM19', 'FGB', 'FGG', 'THBS1']
1262	GO:BP	GO:0030316	osteoclast differentiation	0.0104564145075604	True	"""The process in which a relatively unspecialized monocyte acquires the specialized features of an osteoclast. An osteoclast is a specialized phagocytic cell associated with the absorption and removal of the mineralized matrix of bone tissue."" [CL:0000092, GOC:add, ISBN:0781735149, PMID:12161749]"	99	101	4	17376	0.0396039603960396	0.0404040404040404	query_1	['GO:0002573']	['SRC', 'PIK3R1', 'SH3PXD2A', 'FBN1']
1263	GO:BP	GO:0009892	negative regulation of metabolic process	0.0106943321557739	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism."" [GOC:go_curators]"	2845	101	28	17376	0.2772277227722772	0.009841827768014	query_1	['GO:0008152', 'GO:0019222', 'GO:0048519']	['MET', 'FN1', 'ITGAV', 'SRC', 'ITGB3', 'TGFB3', 'SHC1', 'PFDN1', 'FYN', 'IQGAP1', 'LYN', 'LMNB2', 'EGFR', 'URI1', 'APOA1', 'VBP1', 'PFDN5', 'VEGFA', 'PFDN4', 'CRKL', 'VTN', 'PFDN2', 'PFDN6', 'UXT', 'EMILIN1', 'THBS1', 'CBL', 'PIH1D1']
1264	GO:BP	GO:0051489	regulation of filopodium assembly	0.0107110272245786	True	"""Any process that modulates the frequency, rate or extent of the assembly of a filopodium, a thin, stiff protrusion extended by the leading edge of a motile cell such as a crawling fibroblast or amoeba, or an axonal growth cone."" [GOC:ai, GOC:dph, GOC:tb]"	48	101	3	17376	0.0297029702970297	0.0625	query_1	['GO:0046847', 'GO:0120032']	['TGFB3', 'PIK3R1', 'AGRN']
1265	GO:BP	GO:0043277	apoptotic cell clearance	0.0107110272245786	True	"""The recognition and removal of an apoptotic cell by a neighboring cell or by a phagocyte."" [GOC:rk, PMID:14685684]"	48	101	3	17376	0.0297029702970297	0.0625	query_1	['GO:0006909']	['ITGAV', 'ITGB3', 'THBS1']
1266	REAC	REAC:R-HSA-5654700	FRS-mediated FGFR2 signaling	0.0107401563809704	True	FRS-mediated FGFR2 signaling	18	101	2	17376	0.0198019801980198	0.1111111111111111	query_1	['REAC:R-HSA-5654696']	['SOS1', 'PTPN11']
1267	REAC	REAC:R-HSA-446353	Cell-extracellular matrix interactions	0.0107401563809704	True	Cell-extracellular matrix interactions	18	101	2	17376	0.0198019801980198	0.1111111111111111	query_1	['REAC:R-HSA-446728']	['ITGB1', 'PXN']
1268	REAC	REAC:R-HSA-2243919	Crosslinking of collagen fibrils	0.0107401563809704	True	Crosslinking of collagen fibrils	18	101	2	17376	0.0198019801980198	0.1111111111111111	query_1	['REAC:R-HSA-2022090']	['LOX', 'LOXL1']
1269	GO:BP	GO:1903555	regulation of tumor necrosis factor superfamily cytokine production	0.0108353662057969	True	"""Any process that modulates the frequency, rate or extent of tumor necrosis factor superfamily cytokine production."" [GO_REF:0000058, GOC:TermGenie, PMID:24187568]"	165	101	5	17376	0.0495049504950495	0.0303030303030303	query_1	['GO:0001817', 'GO:0071706']	['PIK3R1', 'PLCG2', 'SYK', 'THBS1', 'PTPN11']
1270	GO:BP	GO:0071706	tumor necrosis factor superfamily cytokine production	0.0108353662057969	True	"""The appearance of any member of the TNF superfamily due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels."" [GOC:add]"	165	101	5	17376	0.0495049504950495	0.0303030303030303	query_1	['GO:0001816']	['PIK3R1', 'PLCG2', 'SYK', 'THBS1', 'PTPN11']
1271	GO:BP	GO:0061082	myeloid leukocyte cytokine production	0.0112851502962627	True	"""Any process that contributes to cytokine production by a myeloid cell."" [GOC:dph]"	49	101	3	17376	0.0297029702970297	0.0612244897959183	query_1	['GO:0002367']	['TGFB3', 'PLCG2', 'SYK']
1272	GO:BP	GO:0006968	cellular defense response	0.0112851502962627	True	"""A defense response that is mediated by cells."" [GOC:ebc]"	49	101	3	17376	0.0297029702970297	0.0612244897959183	query_1	['GO:0006952']	['ITGB1', 'ITK', 'PTK2B']
1273	GO:BP	GO:0061028	establishment of endothelial barrier	0.0112851502962627	True	"""The establishment of a barrier between endothelial cell layers, such as those in the brain, lung or intestine, to exert specific and selective control over the passage of water and solutes, thus allowing formation and maintenance of compartments that differ in fluid and solute composition."" [GOC:dph]"	49	101	3	17376	0.0297029702970297	0.0612244897959183	query_1	['GO:0001885']	['RAPGEF1', 'VCL', 'VEGFA']
1274	GO:BP	GO:0060324	face development	0.0112851502962627	True	"""The biological process whose specific outcome is the progression of a face from an initial condition to its mature state. The face is the ventral division of the head."" [GOC:dph]"	49	101	3	17376	0.0297029702970297	0.0612244897959183	query_1	['GO:0048856', 'GO:0060322']	['TGFB3', 'PTPN11', 'PDGFRA']
1275	GO:BP	GO:0061029	eyelid development in camera-type eye	0.0113087542642894	True	"""The progression of the eyelid in a camera-type eye from its formation to the mature state. The eyelid is a membranous cover that helps protect and lubricate the eye."" [GOC:dph, GOC:yaf]"	14	101	2	17376	0.0198019801980198	0.1428571428571428	query_1	['GO:0043010', 'GO:0048856']	['SOS1', 'EGFR']
1276	GO:BP	GO:1903909	regulation of receptor clustering	0.0113087542642894	True	"""Any process that modulates the frequency, rate or extent of receptor clustering."" [GO_REF:0000058, GOC:als, GOC:TermGenie, PMID:23575248]"	14	101	2	17376	0.0198019801980198	0.1428571428571428	query_1	['GO:0043113', 'GO:1905475']	['LRP4', 'CRKL']
1277	GO:BP	GO:0061450	trophoblast cell migration	0.0113087542642894	True	"""Trophoblast cell migration that is accomplished by extension and retraction of a pseudopodium. Trophoblast cells line the outside of the blastocyst."" [GOC:dph]"	14	101	2	17376	0.0198019801980198	0.1428571428571428	query_1	['GO:0001667', 'GO:0007566', 'GO:0022414']	['ITGB3', 'VEGFA']
1278	GO:BP	GO:0030593	neutrophil chemotaxis	0.0114665180677511	True	"""The directed movement of a neutrophil cell, the most numerous polymorphonuclear leukocyte found in the blood, in response to an external stimulus, usually an infection or wounding."" [GOC:jl, ISBN:0198506732]"	102	101	4	17376	0.0396039603960396	0.0392156862745098	query_1	['GO:0071621', 'GO:1990266']	['ITGA9', 'JAM3', 'VAV1', 'SYK']
1279	GO:BP	GO:1902106	negative regulation of leukocyte differentiation	0.0114665180677511	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of leukocyte differentiation."" [GOC:add, GOC:TermGenie]"	102	101	4	17376	0.0396039603960396	0.0392156862745098	query_1	['GO:0002521', 'GO:1902105', 'GO:1903707']	['PIK3R1', 'LYN', 'FBN1', 'ERBB2']
1280	GO:BP	GO:0006816	calcium ion transport	0.0115369483782987	True	"""The directed movement of calcium (Ca) ions into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]"	417	101	8	17376	0.0792079207920792	0.0191846522781774	query_1	['GO:0030001', 'GO:0071702']	['ITGAV', 'ITGB3', 'PLCG2', 'FYN', 'LYN', 'PLCG1', 'PTK2B', 'LCK']
1281	GO:BP	GO:0048771	tissue remodeling	0.0115654607332699	True	"""The reorganization or renovation of existing tissues. This process can either change the characteristics of a tissue such as in blood vessel remodeling, or result in the dynamic equilibrium of a tissue such as in bone remodeling."" [GOC:ebc]"	168	101	5	17376	0.0495049504950495	0.0297619047619047	query_1	['GO:0032501']	['SRC', 'SPP1', 'ITGB3', 'SYK', 'PTK2B']
1282	GO:CC	GO:0031092	platelet alpha granule membrane	0.0116154205483445	True	"""The lipid bilayer surrounding the platelet alpha granule."" [GOC:mah, PMID:8467233]"	16	101	2	17376	0.0198019801980198	0.125	query_1	['GO:0030667', 'GO:0031091']	['ITGB3', 'ITGA2B']
1283	GO:BP	GO:0019216	regulation of lipid metabolic process	0.0117117058249186	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving lipids."" [GOC:go_curators]"	328	101	7	17376	0.0693069306930693	0.0213414634146341	query_1	['GO:0006629', 'GO:0080090']	['SRC', 'PLCG2', 'LYN', 'APOA1', 'PTK2B', 'PTK2', 'PDGFRA']
1284	GO:BP	GO:0043536	positive regulation of blood vessel endothelial cell migration	0.0118222751143895	True	"""Any process that activates or increases the frequency, rate or extent of the migration of the endothelial cells of blood vessels."" [GOC:go_curators]"	50	101	3	17376	0.0297029702970297	0.06	query_1	['GO:0010595', 'GO:0043534', 'GO:0043535']	['PLCG1', 'VEGFA', 'THBS1']
1285	GO:BP	GO:0071622	regulation of granulocyte chemotaxis	0.0118222751143895	True	"""Any process that modulates the rate, frequency or extent of granulocyte chemotaxis. Granulocyte chemotaxis is the movement of a granulocyte in response to an external stimulus."" [GOC:mah]"	50	101	3	17376	0.0297029702970297	0.06	query_1	['GO:0002688', 'GO:0071621']	['JAM3', 'PTK2', 'THBS1']
1286	GO:BP	GO:0043010	camera-type eye development	0.011870638666162	True	"""The process whose specific outcome is the progression of the camera-type eye over time, from its formation to the mature structure. The camera-type eye is an organ of sight that receives light through an aperture and focuses it through a lens, projecting it on a photoreceptor field."" [GOC:go_curators, GOC:mtg_sensu]"	329	101	7	17376	0.0693069306930693	0.0212765957446808	query_1	['GO:0001654']	['SOS1', 'EGFR', 'PFDN5', 'FBN1', 'FBN2', 'VEGFA', 'PDGFRA']
1287	GO:BP	GO:0062197	cellular response to chemical stress	0.0120577785627791	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a chemical stimulus indicating the organism is under stress."" [PMID:26653712]"	330	101	7	17376	0.0693069306930693	0.0212121212121212	query_1	['GO:0033554', 'GO:0070887']	['MET', 'SRC', 'PXN', 'FYN', 'FBLN5', 'EGFR', 'PDGFRA']
1288	GO:BP	GO:1903076	regulation of protein localization to plasma membrane	0.0121889666838962	True	"""Any process that modulates the frequency, rate or extent of protein localization to plasma membrane."" [GO_REF:0000058, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:11602640]"	104	101	4	17376	0.0396039603960396	0.0384615384615384	query_1	['GO:0072659', 'GO:1904375', 'GO:1905475']	['ITGB1', 'PIK3R1', 'EGFR', 'ITGA3']
1289	GO:BP	GO:0032386	regulation of intracellular transport	0.0122335224302448	True	"""Any process that modulates the frequency, rate or extent of the directed movement of substances within cells."" [GOC:mah]"	331	101	7	17376	0.0693069306930693	0.0211480362537764	query_1	['GO:0046907', 'GO:0051049', 'GO:0060341']	['SRC', 'PIK3R1', 'FYN', 'HSP90AA1', 'ERBB2', 'CDH1', 'PTPN11']
1290	GO:BP	GO:0007566	embryo implantation	0.0123846520011925	True	"""Attachment of the blastocyst to the uterine lining."" [GOC:isa_complete, http://www.medterms.com]"	51	101	3	17376	0.0297029702970297	0.0588235294117647	query_1	['GO:0007275', 'GO:0007565', 'GO:0022414']	['SPP1', 'ITGB3', 'VEGFA']
1291	GO:BP	GO:1902743	regulation of lamellipodium organization	0.0123846520011925	True	"""Any process that modulates the frequency, rate or extent of lamellipodium organization."" [GO_REF:0000058, GOC:als, GOC:TermGenie, PMID:16054028]"	51	101	3	17376	0.0297029702970297	0.0588235294117647	query_1	['GO:0097581', 'GO:0120035']	['SRC', 'PIK3R1', 'HSP90AA1']
1292	GO:BP	GO:0022602	ovulation cycle process	0.0123846520011925	True	"""A process involved in the sexual cycle seen in females, often with physiologic changes in the endometrium that recur at regular intervals during the reproductive years."" [GOC:isa_complete]"	51	101	3	17376	0.0297029702970297	0.0588235294117647	query_1	['GO:0022414', 'GO:0042698', 'GO:0048511']	['SRC', 'TGFB3', 'PDGFRA']
1293	GO:BP	GO:0001501	skeletal system development	0.0123846520011925	True	"""The process whose specific outcome is the progression of the skeleton over time, from its formation to the mature structure. The skeleton is the bony framework of the body in vertebrates (endoskeleton) or the hard outer envelope of insects (exoskeleton or dermoskeleton)."" [GOC:dph, GOC:jid, GOC:tb]"	519	101	9	17376	0.0891089108910891	0.0173410404624277	query_1	['GO:0048731']	['SRC', 'TGFB3', 'LOX', 'PAPSS2', 'FBN1', 'FBN2', 'ITGB6', 'PTPN11', 'PDGFRA']
1294	GO:BP	GO:0002042	cell migration involved in sprouting angiogenesis	0.0123846520011925	True	"""The orderly movement of endothelial cells into the extracellular matrix in order to form new blood vessels involved in sprouting angiogenesis."" [PMID:16391003]"	51	101	3	17376	0.0297029702970297	0.0588235294117647	query_1	['GO:0002040', 'GO:0043534']	['ITGB1', 'VEGFA', 'THBS1']
1295	GO:BP	GO:0002699	positive regulation of immune effector process	0.0124415285922498	True	"""Any process that activates or increases the frequency, rate, or extent of an immune effector process."" [GOC:add]"	248	101	6	17376	0.0594059405940594	0.0241935483870967	query_1	['GO:0002252', 'GO:0002684', 'GO:0002697']	['RAPGEF1', 'PLCG2', 'LYN', 'VAV1', 'SYK', 'FCGR1A']
1296	GO:BP	GO:1903707	negative regulation of hemopoiesis	0.0125050353290217	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of hemopoiesis."" [GO_REF:0000058, GOC:pad, GOC:PARL, GOC:TermGenie, PMID:20080761]"	105	101	4	17376	0.0396039603960396	0.0380952380952381	query_1	['GO:0002683', 'GO:0010721', 'GO:0030097', 'GO:0051241', 'GO:1903706']	['PIK3R1', 'LYN', 'FBN1', 'ERBB2']
1297	GO:CC	GO:0005884	actin filament	0.0125065403987904	True	"""A filamentous structure formed of a two-stranded helical polymer of the protein actin and associated proteins. Actin filaments are a major component of the contractile apparatus of skeletal muscle and the microfilaments of the cytoskeleton of eukaryotic cells. The filaments, comprising polymerized globular actin molecules, appear as flexible structures with a diameter of 5-9 nm. They are organized into a variety of linear bundles, two-dimensional networks, and three dimensional gels. In the cytoskeleton they are most highly concentrated in the cortex of the cell just beneath the plasma membrane."" [GOC:mah, ISBN:0198506732, PMID:10666339]"	112	101	4	17376	0.0396039603960396	0.0357142857142857	query_1	['GO:0015629', 'GO:0099513']	['SRC', 'FYN', 'IQGAP1', 'JAM3']
1298	GO:BP	GO:0007254	JNK cascade	0.0125825443198989	True	"""An intracellular protein kinase cascade containing at least a JNK (a MAPK), a JNKK (a MAPKK) and a JUN3K (a MAP3K). The cascade can also contain an additional tier: the upstream MAP4K. The kinases in each tier phosphorylate and activate the kinases in the downstream tier to transmit a signal within a cell."" [GOC:bf, GOC:signaling, PMID:11790549, PMID:20811974]"	172	101	5	17376	0.0495049504950495	0.0290697674418604	query_1	['GO:0051403']	['RAPGEF1', 'CRK', 'EGFR', 'PTK2B', 'CRKL']
1299	REAC	REAC:R-HSA-9674403	Regorafenib-resistant PDGFR mutants	0.012632470364534	True	Regorafenib-resistant PDGFR mutants	1	101	1	17376	0.0099009900990099	1.0	query_1	['REAC:R-HSA-9674415']	['PDGFRA']
1300	REAC	REAC:R-HSA-9674404	Sorafenib-resistant PDGFR mutants	0.012632470364534	True	Sorafenib-resistant PDGFR mutants	1	101	1	17376	0.0099009900990099	1.0	query_1	['REAC:R-HSA-9674415']	['PDGFRA']
1301	REAC	REAC:R-HSA-9674428	PDGFR mutants bind TKIs	0.012632470364534	True	PDGFR mutants bind TKIs	1	101	1	17376	0.0099009900990099	1.0	query_1	['REAC:R-HSA-9671555']	['PDGFRA']
1302	REAC	REAC:R-HSA-9674415	Drug resistance of PDGFR mutants	0.012632470364534	True	Drug resistance of PDGFR mutants	1	101	1	17376	0.0099009900990099	1.0	query_1	['REAC:R-HSA-9671555']	['PDGFRA']
1303	REAC	REAC:R-HSA-9674396	Imatinib-resistant PDGFR mutants	0.012632470364534	True	Imatinib-resistant PDGFR mutants	1	101	1	17376	0.0099009900990099	1.0	query_1	['REAC:R-HSA-9674415']	['PDGFRA']
1304	REAC	REAC:R-HSA-3560796	Defective PAPSS2 causes SEMD-PA	0.012632470364534	True	Defective PAPSS2 causes SEMD-PA	1	101	1	17376	0.0099009900990099	1.0	query_1	['REAC:R-HSA-3560782']	['PAPSS2']
1305	REAC	REAC:R-HSA-9674401	Sunitinib-resistant PDGFR mutants	0.012632470364534	True	Sunitinib-resistant PDGFR mutants	1	101	1	17376	0.0099009900990099	1.0	query_1	['REAC:R-HSA-9674415']	['PDGFRA']
1306	GO:BP	GO:0035791	platelet-derived growth factor receptor-beta signaling pathway	0.0126724961951428	True	"""The series of molecular signals initiated by the binding of a ligand to a beta-type platelet-derived growth factor receptor (PDGFbeta) on the surface of a signal-receiving cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:bf, GOC:signaling, GOC:yaf, PMID:10372961]"	15	101	2	17376	0.0198019801980198	0.1333333333333333	query_1	['GO:0048008']	['SRC', 'LOX']
1307	GO:BP	GO:0050673	epithelial cell proliferation	0.0126724961951428	True	"""The multiplication or reproduction of epithelial cells, resulting in the expansion of a cell population. Epithelial cells make up the epithelium, the covering of internal and external surfaces of the body, including the lining of vessels and other small cavities. It consists of cells joined by small amounts of cementing substances."" [ISBN:0721662544]"	425	101	8	17376	0.0792079207920792	0.0188235294117647	query_1	['GO:0008283']	['ITGB3', 'ITGA4', 'EGFR', 'APOA1', 'PLCG1', 'ERBB2', 'VEGFA', 'THBS1']
1308	GO:BP	GO:2001028	positive regulation of endothelial cell chemotaxis	0.0126724961951428	True	"""Any process that activates or increases the frequency, rate or extent of endothelial cell chemotaxis."" [GOC:BHF]"	15	101	2	17376	0.0198019801980198	0.1333333333333333	query_1	['GO:0010595', 'GO:0035767', 'GO:0050921', 'GO:2001026']	['MET', 'VEGFA']
1309	GO:BP	GO:1903587	regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis	0.0126724961951428	True	"""Any process that modulates the frequency, rate or extent of blood vessel endothelial cell proliferation involved in sprouting angiogenesis."" [GO_REF:0000058, GOC:TermGenie, PMID:23388056]"	15	101	2	17376	0.0198019801980198	0.1333333333333333	query_1	['GO:0001936', 'GO:0002043']	['VEGFA', 'THBS1']
1310	REAC	REAC:R-HSA-1834949	Cytosolic sensors of pathogen-associated DNA 	0.0127339812232067	True	Cytosolic sensors of pathogen-associated DNA 	63	101	3	17376	0.0297029702970297	0.0476190476190476	query_1	['REAC:R-HSA-168249']	['POLR3E', 'POLR3D', 'POLR3A']
1311	REAC	REAC:R-HSA-5621575	CD209 (DC-SIGN) signaling	0.0127642862156692	True	CD209 (DC-SIGN) signaling	20	101	2	17376	0.0198019801980198	0.1	query_1	['REAC:R-HSA-5621481']	['FYN', 'LYN']
1312	REAC	REAC:R-HSA-6807004	Negative regulation of MET activity	0.0127642862156692	True	Negative regulation of MET activity	20	101	2	17376	0.0198019801980198	0.1	query_1	['REAC:R-HSA-6806834']	['MET', 'CBL']
1313	GO:BP	GO:0048144	fibroblast proliferation	0.0128115529471732	True	"""The multiplication or reproduction of fibroblast cells, resulting in the expansion of the fibroblast population."" [GOC:jid]"	106	101	4	17376	0.0396039603960396	0.0377358490566037	query_1	['GO:0008283']	['FN1', 'ITGB3', 'EGFR', 'PDGFRA']
