COG7-CDG	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
996	GO:BP	GO:1904668	positive regulation of ubiquitin protein ligase activity	0.0124565666695146	True	"""Any process that activates or increases the frequency, rate or extent of ubiquitin protein ligase activity."" [GO_REF:0000059, GOC:dph, GOC:TermGenie, GOC:vw, PMID:10921876, PMID:26216882]"	14	101	2	15719	0.0198019801980198	0.1428571428571428	query_1	['GO:0051443', 'GO:1904666']	['BTRC', 'SKP1']
997	GO:BP	GO:0010524	positive regulation of calcium ion transport into cytosol	0.0124565666695146	True	"""Any process that increases the rate of the directed movement of calcium ions into the cytosol of a cell. The cytosol is that part of the cytoplasm that does not contain membranous or particulate subcellular components."" [GOC:dph, GOC:tb]"	14	101	2	15719	0.0198019801980198	0.1428571428571428	query_1	['GO:0007204', 'GO:0010522', 'GO:0060402', 'GO:1904427']	['BAX', 'BAK1']
998	GO:BP	GO:0002467	germinal center formation	0.0124565666695146	True	"""The process in which germinal centers form. A germinal center is a specialized microenvironment formed when activated B cells enter lymphoid follicles. Germinal centers are the foci for B cell proliferation and somatic hypermutation."" [GO_REF:0000022, GOC:jal, ISBN:081533642X]"	14	101	2	15719	0.0198019801980198	0.1428571428571428	query_1	['GO:0002460', 'GO:0048646']	['NFKB2', 'TNFAIP3']
999	GO:BP	GO:0002066	columnar/cuboidal epithelial cell development	0.012678467564002	True	"""The process whose specific outcome is the progression of a columnar/cuboidal epithelial cell over time, from its formation to the mature structure. A columnar/cuboidal epithelial cell is a cell usually found in a two dimensional sheet with a free surface. Columnar/cuboidal epithelial cells take on the shape of a column or cube."" [GOC:dph]"	48	101	3	15719	0.0297029702970297	0.0625	query_1	['GO:0002064', 'GO:0002065']	['GSK3B', 'AKT1', 'BAD']
1001	GO:BP	GO:0048538	thymus development	0.012678467564002	True	"""The process whose specific outcome is the progression of the thymus over time, from its formation to the mature structure. The thymus is a symmetric bi-lobed organ involved primarily in the differentiation of immature to mature T cells, with unique vascular, nervous, epithelial, and lymphoid cell components."" [GOC:add, ISBN:0781735149]"	48	101	3	15719	0.0297029702970297	0.0625	query_1	['GO:0048534', 'GO:0048732']	['BCL2L11', 'BCL2', 'FADD']
1000	GO:BP	GO:0046677	response to antibiotic	0.012678467564002	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an antibiotic stimulus. An antibiotic is a chemical substance produced by a microorganism which has the capacity to inhibit the growth of or to kill other microorganisms."" [GOC:ai, GOC:ef]"	48	101	3	15719	0.0297029702970297	0.0625	query_1	['GO:0042221']	['HSP90AA1', 'CASP8', 'TP53']
217	REAC	REAC:R-HSA-9009391	Extra-nuclear estrogen signaling	0.012741239483226	True	Extra-nuclear estrogen signaling	73	94	4	10022	0.0425531914893617	0.0547945205479452	query_1	['REAC:R-HSA-8939211']	['AKT1', 'BCL2', 'FOXO3', 'HSP90AA1']
1002	GO:BP	GO:0062207	regulation of pattern recognition receptor signaling pathway	0.0128066610362249	True	"""Any process that modulates the rate, frequency or extent of a pattern recognition receptor signaling pathway."" [PMID:30610168]"	98	101	4	15719	0.0396039603960396	0.0408163265306122	query_1	['GO:0002221', 'GO:0009966', 'GO:0045088']	['HSPA1A', 'BIRC3', 'TNFAIP3', 'BIRC2']
1003	GO:BP	GO:0031341	regulation of cell killing	0.0128066610362249	True	"""Any process that modulates the frequency, rate or extent of cell killing, the process in which a cell brings about the death of another cell, either in the same or a different organism."" [GOC:mah]"	98	101	4	15719	0.0396039603960396	0.0408163265306122	query_1	['GO:0001906', 'GO:0050794']	['BCL2L11', 'FADD', 'BCL2L1', 'BAD']
1004	GO:BP	GO:0032680	regulation of tumor necrosis factor production	0.0129698782242619	True	"""Any process that modulates the frequency, rate or extent of tumor necrosis factor production."" [GOC:mah, PMID:10891884, PMID:15560120]"	160	101	5	15719	0.0495049504950495	0.03125	query_1	['GO:0032640', 'GO:1903555']	['FADD', 'RIPK1', 'TNFAIP3', 'PYCARD', 'APP']
1005	GO:BP	GO:0032640	tumor necrosis factor production	0.0129698782242619	True	"""The appearance of tumor necrosis factor due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels. Tumor necrosis factor is an inflammatory cytokine produced by macrophages/monocytes during acute inflammation and which is responsible for a diverse range of signaling events within cells, leading to necrosis or apoptosis."" [GOC:mah, PMID:10891884, PMID:15560120]"	160	101	5	15719	0.0495049504950495	0.03125	query_1	['GO:0071706']	['FADD', 'RIPK1', 'TNFAIP3', 'PYCARD', 'APP']
1006	GO:BP	GO:0072359	circulatory system development	0.0131693472881294	True	"""The process whose specific outcome is the progression of the circulatory system over time, from its formation to the mature structure. The circulatory system is the organ system that passes nutrients (such as amino acids and electrolytes), gases, hormones, blood cells, etc. to and from cells in the body to help fight diseases and help stabilize body temperature and pH to maintain homeostasis."" [GOC:mah, UBERON:0001009]"	1083	101	15	15719	0.1485148514851485	0.0138504155124653	query_1	['GO:0048731']	['BAX', 'GSK3B', 'AKT1', 'TNFRSF1B', 'TNFRSF1A', 'TAB2', 'FASLG', 'TNF', 'CFLAR', 'TAB1', 'TNFAIP3', 'BAK1', 'CASP8', 'FBXW7', 'TP53']
1007	GO:BP	GO:0032760	positive regulation of tumor necrosis factor production	0.0132152074969844	True	"""Any process that activates or increases the frequency, rate or extent of tumor necrosis factor production."" [GO_REF:0000058, GOC:TermGenie, PMID:10891884, PMID:15560120]"	99	101	4	15719	0.0396039603960396	0.0404040404040404	query_1	['GO:0032640', 'GO:0032680', 'GO:1903557']	['FADD', 'RIPK1', 'PYCARD', 'APP']
1008	GO:BP	GO:0045833	negative regulation of lipid metabolic process	0.0132152074969844	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways involving lipids."" [GOC:go_curators]"	99	101	4	15719	0.0396039603960396	0.0404040404040404	query_1	['GO:0006629', 'GO:0009892', 'GO:0019216']	['AKT1', 'TNF', 'NFKB1', 'FBXW7']
1009	GO:BP	GO:0065008	regulation of biological quality	0.0132893360516266	True	"""Any process that modulates a qualitative or quantitative trait of a biological quality. A biological quality is a measurable attribute of an organism or part of an organism, such as size, mass, shape, color, etc."" [GOC:dph, GOC:isa_complete, GOC:mah, GOC:pr, GOC:vw]"	2763	101	29	15719	0.2871287128712871	0.0104958378574013	query_1	['GO:0065007']	['BCL2L11', 'BAX', 'HSPA1A', 'GSK3B', 'AKT1', 'TNFRSF1B', 'CREBBP', 'BCL2', 'HSP90AB1', 'FASLG', 'IKBKE', 'BTRC', 'TNF', 'NFKB1', 'TNIP2', 'BID', 'BBC3', 'HSP90AA1', 'FBXW11', 'TRAF2', 'PYCARD', 'COG7', 'BCL2L1', 'BAK1', 'APP', 'FBXW7', 'TP53', 'BAD', 'CDC37']
1010	GO:BP	GO:0032768	regulation of monooxygenase activity	0.0132969594258096	True	"""Any process that modulates the activity of a monooxygenase."" [GOC:mah]"	49	101	3	15719	0.0297029702970297	0.0612244897959183	query_1	['GO:0051341']	['AKT1', 'TNF', 'NFKB1']
1012	GO:BP	GO:0061028	establishment of endothelial barrier	0.0132969594258096	True	"""The establishment of a barrier between endothelial cell layers, such as those in the brain, lung or intestine, to exert specific and selective control over the passage of water and solutes, thus allowing formation and maintenance of compartments that differ in fluid and solute composition."" [GOC:dph]"	49	101	3	15719	0.0297029702970297	0.0612244897959183	query_1	['GO:0001885']	['TNFRSF1A', 'IKBKB', 'TNF']
1011	GO:BP	GO:1903747	regulation of establishment of protein localization to mitochondrion	0.0132969594258096	True	"""Any process that modulates the frequency, rate or extent of establishment of protein localization to mitochondrion."" [GO_REF:0000058, GOC:TermGenie, PMID:16857185]"	49	101	3	15719	0.0297029702970297	0.0612244897959183	query_1	['GO:0070201', 'GO:0072655']	['RNF31', 'BBC3', 'FBXW7']
1013	GO:BP	GO:0072657	protein localization to membrane	0.0133601366537301	True	"""A process in which a protein is transported to, or maintained in, a specific location in a membrane."" [GOC:mah]"	575	101	10	15719	0.099009900990099	0.017391304347826	query_1	['GO:0008104', 'GO:0051668']	['BAX', 'AKT1', 'TNFRSF1A', 'IKBKB', 'FYB1', 'TNF', 'BID', 'BBC3', 'HSP90AA1', 'BCL2L1']
218	REAC	REAC:R-HSA-2262752	Cellular responses to stress	0.0134369310431274	True	Cellular responses to stress	770	94	15	10022	0.1595744680851064	0.0194805194805194	query_1	['REAC:R-HSA-8953897']	['STIP1', 'HSPA1A', 'GSK3B', 'AKT1', 'CREBBP', 'HSP90AB1', 'RELA', 'FKBP5', 'RBX1', 'BTRC', 'NFKB1', 'SKP1', 'HSP90AA1', 'CUL1', 'TP53']
1014	GO:BP	GO:0043467	regulation of generation of precursor metabolites and energy	0.0136179646292021	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of precursor metabolites, substances from which energy is derived, and the processes involved in the liberation of energy from these substances."" [GOC:jl]"	100	101	4	15719	0.0396039603960396	0.04	query_1	['GO:0006091', 'GO:0031323']	['GSK3B', 'AKT1', 'TNF', 'TP53']
1015	GO:BP	GO:0031960	response to corticosteroid	0.0138978817533389	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a corticosteroid hormone stimulus. A corticosteroid is a steroid hormone that is produced in the adrenal cortex. Corticosteroids are involved in a wide range of physiologic systems such as stress response, immune response and regulation of inflammation, carbohydrate metabolism, protein catabolism, blood electrolyte levels, and behavior. They include glucocorticoids and mineralocorticoids."" [GOC:mah, PMID:11027914]"	163	101	5	15719	0.0495049504950495	0.0306748466257668	query_1	['GO:0048545']	['BCL2L11', 'BCL2', 'TNF', 'CFLAR', 'BAD']
1026	GO:BP	GO:0032695	negative regulation of interleukin-12 production	0.0139457589263128	True	"""Any process that stops, prevents, or reduces the frequency, rate, or extent of interleukin-12 production."" [GOC:mah]"	15	101	2	15719	0.0198019801980198	0.1333333333333333	query_1	['GO:0001818', 'GO:0032615', 'GO:0032655']	['NFKB1', 'MEFV']
1016	GO:BP	GO:2000671	regulation of motor neuron apoptotic process	0.0139457589263128	True	"""Any process that modulates the frequency, rate or extent of motor neuron apoptotic process."" [GOC:mtg_apoptosis, GOC:obol]"	15	101	2	15719	0.0198019801980198	0.1333333333333333	query_1	['GO:0043523', 'GO:0097049']	['BAX', 'BCL2']
1017	GO:BP	GO:0000079	regulation of cyclin-dependent protein serine/threonine kinase activity	0.0139457589263128	True	"""Any process that modulates the frequency, rate or extent of cyclin-dependent protein serine/threonine kinase activity."" [GOC:go_curators, GOC:pr]"	101	101	4	15719	0.0396039603960396	0.0396039603960396	query_1	['GO:0071900', 'GO:1904029']	['AKT1', 'TNFAIP3', 'SFN', 'CDC37']
1018	GO:BP	GO:0051972	regulation of telomerase activity	0.0139457589263128	True	"""Any process that modulates the frequency, rate or extent of telomerase activity, the catalysis of the reaction: deoxynucleoside triphosphate + DNA(n) = diphosphate + DNA(n+1). Telomerases catalyze extension of the 3'- end of a DNA strand by one deoxynucleotide at a time using an internal RNA template that encodes the telomeric repeat sequence."" [EC:2.-.-.-, GOC:ai]"	50	101	3	15719	0.0297029702970297	0.06	query_1	['GO:0051338', 'GO:2000278']	['HSP90AB1', 'HSP90AA1', 'TP53']
1019	GO:BP	GO:0016049	cell growth	0.0139457589263128	True	"""The process in which a cell irreversibly increases in size over time by accretion and biosynthetic production of matter similar to that already present."" [GOC:ai]"	486	101	9	15719	0.0891089108910891	0.0185185185185185	query_1	['GO:0009987', 'GO:0040007']	['HSPA1A', 'GSK3B', 'AKT1', 'BCL2', 'HSP90AB1', 'HSP90AA1', 'SFN', 'APP', 'TP53']
1020	GO:BP	GO:0016236	macroautophagy	0.0139457589263128	True	"""The major inducible pathway for the general turnover of cytoplasmic constituents in eukaryotic cells, it is also responsible for the degradation of active cytoplasmic enzymes and organelles during nutrient starvation. Macroautophagy involves the formation of double-membrane-bounded autophagosomes which enclose the cytoplasmic constituent targeted for degradation in a membrane-bounded structure. Autophagosomes then fuse with a lysosome (or vacuole) releasing single-membrane-bounded autophagic bodies that are then degraded within the lysosome (or vacuole). Some types of macroautophagy, e.g. pexophagy, mitophagy, involve selective targeting of the targets to be degraded."" [PMID:11099404, PMID:12914914, PMID:15798367, PMID:16973210, PMID:20159618, PMID:9412464]"	313	101	7	15719	0.0693069306930693	0.0223642172523961	query_1	['GO:0006914']	['AKT1', 'TBK1', 'RNF31', 'IKBKG', 'MAP3K7', 'TP53', 'CDC37']
1021	GO:BP	GO:0019882	antigen processing and presentation	0.0139457589263128	True	"""The process in which an antigen-presenting cell expresses antigen (peptide or lipid) on its cell surface in association with an MHC protein complex."" [GO_REF:0000022, GOC:add, ISBN:0781735149, PMID:15771591, PMID:15928678]"	101	101	4	15719	0.0396039603960396	0.0396039603960396	query_1	['GO:0002376']	['IKBKB', 'RELB', 'PYCARD', 'TRAF6']
1022	GO:BP	GO:0070243	regulation of thymocyte apoptotic process	0.0139457589263128	True	"""Any process that modulates the occurrence or rate of thymocyte death by apoptotic process."" [GOC:add, GOC:mtg_apoptosis, ISBN:0781765196]"	15	101	2	15719	0.0198019801980198	0.1333333333333333	query_1	['GO:0070232', 'GO:0070242']	['BBC3', 'TP53']
1023	GO:BP	GO:0070278	extracellular matrix constituent secretion	0.0139457589263128	True	"""The controlled release of molecules that form the extracellular matrix, including carbohydrates and glycoproteins by a cell."" [GOC:mah]"	15	101	2	15719	0.0198019801980198	0.1333333333333333	query_1	['GO:0030198', 'GO:0032940']	['TNFRSF1B', 'TNFRSF1A']
1024	GO:BP	GO:0034349	glial cell apoptotic process	0.0139457589263128	True	"""Any apoptotic process in a glial cell, a non-neuronal cell of the nervous system."" [CL:0000125, GOC:mtg_apoptosis, GOC:sart]"	15	101	2	15719	0.0198019801980198	0.1333333333333333	query_1	['GO:0006915']	['TRAF2', 'TP53']
1025	GO:BP	GO:0002903	negative regulation of B cell apoptotic process	0.0139457589263128	True	"""Any process that stops, prevents, or reduces the frequency, rate, or extent of B cell apoptotic process."" [GOC:add, GOC:mtg_apoptosis]"	15	101	2	15719	0.0198019801980198	0.1333333333333333	query_1	['GO:0001783', 'GO:0002902', 'GO:0070229']	['BCL2', 'BCL10']
219	REAC	REAC:R-HSA-3371511	HSF1 activation	0.0140209549898672	True	HSF1 activation	12	94	2	10022	0.0212765957446808	0.1666666666666666	query_1	['REAC:R-HSA-3371556']	['HSP90AB1', 'HSP90AA1']
220	REAC	REAC:R-HSA-9755779	SARS-CoV-2 targets host intracellular signalling and regulatory pathways	0.0140209549898672	True	SARS-CoV-2 targets host intracellular signalling and regulatory pathways	12	94	2	10022	0.0212765957446808	0.1666666666666666	query_1	['REAC:R-HSA-9705683']	['AKT1', 'SFN']
221	REAC	REAC:R-HSA-6803211	TP53 Regulates Transcription of Death Receptors and Ligands	0.0140209549898672	True	TP53 Regulates Transcription of Death Receptors and Ligands	12	94	2	10022	0.0212765957446808	0.1666666666666666	query_1	['REAC:R-HSA-5633008']	['FAS', 'TP53']
1027	GO:BP	GO:0014009	glial cell proliferation	0.0146740362739702	True	"""The multiplication or reproduction of glial cells by cell division, resulting in the expansion of their population. Glial cells exist throughout the nervous system, and include Schwann cells, astrocytes, and oligodendrocytes among others."" [GOC:ef, ISBN:0878932585]"	51	101	3	15719	0.0297029702970297	0.0588235294117647	query_1	['GO:0008283', 'GO:0042063']	['TNF', 'LTA', 'TP53']
222	REAC	REAC:R-HSA-8853884	Transcriptional Regulation by VENTX	0.0147754444864025	True	Transcriptional Regulation by VENTX	39	94	3	10022	0.0319148936170212	0.0769230769230769	query_1	['REAC:R-HSA-212436']	['RELA', 'NFKB1', 'TP53']
1028	GO:BP	GO:0043500	muscle adaptation	0.0149115261887825	True	"""A process in which muscle adapts, with consequent modifications to structural and/or functional phenotypes, in response to a stimulus. Stimuli include contractile activity, loading conditions, substrate supply, and environmental factors. These adaptive events occur in both muscle fibers and associated structures (motoneurons and capillaries), and they involve alterations in regulatory mechanisms, contractile properties and metabolic capacities."" [GOC:mtg_muscle, PMID:11181628, PMID:11449884, PMID:12605307]"	103	101	4	15719	0.0396039603960396	0.0388349514563106	query_1	['GO:0003012', 'GO:0050896']	['TNFRSF1B', 'TNFRSF1A', 'FOXO3', 'CFLAR']
1029	GO:BP	GO:0006626	protein targeting to mitochondrion	0.0149115261887825	True	"""The process of directing proteins towards and into the mitochondrion, usually mediated by mitochondrial proteins that recognize signals contained within the imported protein."" [GOC:mcc, ISBN:0716731363]"	103	101	4	15719	0.0396039603960396	0.0388349514563106	query_1	['GO:0006605', 'GO:0006839', 'GO:0007005', 'GO:0072655']	['RNF31', 'BID', 'HSP90AA1', 'FBXW7']
1030	GO:BP	GO:0042102	positive regulation of T cell proliferation	0.0154177102336443	True	"""Any process that activates or increases the rate or extent of T cell proliferation."" [GOC:ai]"	104	101	4	15719	0.0396039603960396	0.0384615384615384	query_1	['GO:0042098', 'GO:0042129', 'GO:0050671', 'GO:0050870']	['CARD11', 'FADD', 'PYCARD', 'TRAF6']
1031	GO:BP	GO:0042149	cellular response to glucose starvation	0.0154255415713589	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of deprivation of glucose."" [GOC:jl]"	52	101	3	15719	0.0297029702970297	0.0576923076923076	query_1	['GO:0009267']	['BCL2', 'FOXO3', 'TP53']
1032	GO:BP	GO:0031640	killing of cells of another organism	0.0154255415713589	True	"""Any process in an organism that results in the killing of cells of another organism, including in some cases the death of the other organism. Killing here refers to the induction of death in one cell by another cell, not cell-autonomous death due to internal or other environmental conditions."" [GOC:add]"	52	101	3	15719	0.0297029702970297	0.0576923076923076	query_1	['GO:0001906', 'GO:0044419']	['BCL2L11', 'BCL2L1', 'BAD']
223	REAC	REAC:R-HSA-8953897	Cellular responses to stimuli	0.0154898119052189	True	Cellular responses to stimuli	784	94	15	10022	0.1595744680851064	0.0191326530612244	query_1	['REAC:0000000']	['STIP1', 'HSPA1A', 'GSK3B', 'AKT1', 'CREBBP', 'HSP90AB1', 'RELA', 'FKBP5', 'RBX1', 'BTRC', 'NFKB1', 'SKP1', 'HSP90AA1', 'CUL1', 'TP53']
1033	GO:BP	GO:0002262	myeloid cell homeostasis	0.015518346512141	True	"""The process of regulating the proliferation and elimination of myeloid cells such that the total number of myeloid cells within a whole or part of an organism is stable over time in the absence of an outside stimulus."" [CL:0000763, GOC:add]"	168	101	5	15719	0.0495049504950495	0.0297619047619047	query_1	['GO:0002376', 'GO:0048872']	['BCL2L11', 'BAX', 'HSPA1A', 'FOXO3', 'BAK1']
1037	GO:BP	GO:0071732	cellular response to nitric oxide	0.0156724675611335	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a nitric oxide stimulus."" [GOC:mah, GOC:yaf]"	16	101	2	15719	0.0198019801980198	0.125	query_1	['GO:0071241', 'GO:0071731', 'GO:1901701', 'GO:1902170']	['CFLAR', 'TRAF2']
1036	GO:BP	GO:0010940	positive regulation of necrotic cell death	0.0156724675611335	True	"""Any process that increases the rate, frequency or extent of necrotic cell death. Necrotic cell death is a cell death process that is morphologically characterized by a gain in cell volume (oncosis), swelling of organelles, plasma membrane rupture and subsequent loss of intracellular contents."" [PMID:16507998]"	16	101	2	15719	0.0198019801980198	0.125	query_1	['GO:0010939', 'GO:0010942', 'GO:0070265']	['RIPK1', 'TP53']
1038	GO:BP	GO:2000318	positive regulation of T-helper 17 type immune response	0.0156724675611335	True	"""Any process that activates or increases the frequency, rate or extent of T-helper 17 type immune response."" [GOC:BHF, GOC:mah]"	16	101	2	15719	0.0198019801980198	0.125	query_1	['GO:0002824', 'GO:0072538', 'GO:2000316']	['NLRP3', 'MALT1']
1034	GO:BP	GO:0034134	toll-like receptor 2 signaling pathway	0.0156724675611335	True	"""The series of molecular signals initiated by a ligand binding to toll-like receptor 2."" [GOC:add, PMID:16551253, PMID:17328678]"	16	101	2	15719	0.0198019801980198	0.125	query_1	['GO:0140895']	['TNIP2', 'TNFAIP3']
1035	GO:BP	GO:0008285	negative regulation of cell population proliferation	0.0156724675611335	True	"""Any process that stops, prevents or reduces the rate or extent of cell proliferation."" [GOC:go_curators]"	688	101	11	15719	0.1089108910891089	0.0159883720930232	query_1	['GO:0008283', 'GO:0042127', 'GO:0048523']	['BAX', 'HSPA1A', 'BCL2', 'TNF', 'LTA', 'TNFAIP3', 'SFN', 'BAK1', 'APP', 'FBXW7', 'TP53']
1039	GO:BP	GO:1905954	positive regulation of lipid localization	0.0158124587976171	True	"""Any process that activates or increases the frequency, rate or extent of lipid localization."" [GO_REF:0000058, GOC:TermGenie, PMID:17564681]"	105	101	4	15719	0.0396039603960396	0.0380952380952381	query_1	['GO:0010876', 'GO:0048518', 'GO:1905952']	['FASLG', 'IKBKE', 'NFKB1', 'NFKBIA']
65	GO:CC	GO:0044292	dendrite terminus	0.0159971697238105	True	"""A structure at the distal end of a dendrite adapted to carry out a specific function, e.g. dendriole."" [GOC:jl, NIF_Subcellular:sao28175134]"	14	101	2	16420	0.0198019801980198	0.1428571428571428	query_1	['GO:0030425', 'GO:0110165']	['HSP90AB1', 'HSP90AA1']
226	REAC	REAC:R-HSA-5637810	Constitutive Signaling by EGFRvIII	0.0160360943855522	True	Constitutive Signaling by EGFRvIII	13	94	2	10022	0.0212765957446808	0.1538461538461538	query_1	['REAC:R-HSA-5637812']	['HSP90AA1', 'CDC37']
227	REAC	REAC:R-HSA-5637812	Signaling by EGFRvIII in Cancer	0.0160360943855522	True	Signaling by EGFRvIII in Cancer	13	94	2	10022	0.0212765957446808	0.1538461538461538	query_1	['REAC:R-HSA-1643713']	['HSP90AA1', 'CDC37']
225	REAC	REAC:R-HSA-209543	p75NTR recruits signalling complexes	0.0160360943855522	True	p75NTR recruits signalling complexes	13	94	2	10022	0.0212765957446808	0.1538461538461538	query_1	['REAC:R-HSA-193639']	['IKBKB', 'TRAF6']
224	REAC	REAC:R-HSA-3270619	IRF3-mediated induction of type I IFN	0.0160360943855522	True	IRF3-mediated induction of type I IFN	13	94	2	10022	0.0212765957446808	0.1538461538461538	query_1	['REAC:R-HSA-1834941']	['TBK1', 'NLRP4']
1040	GO:BP	GO:1903053	regulation of extracellular matrix organization	0.0161505467163362	True	"""Any process that modulates the frequency, rate or extent of extracellular matrix organization."" [GO_REF:0000058, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:22357537]"	53	101	3	15719	0.0297029702970297	0.0566037735849056	query_1	['GO:0030198', 'GO:0051128']	['TNFRSF1B', 'TNFRSF1A', 'CFLAR']
1041	GO:BP	GO:0046631	alpha-beta T cell activation	0.0161864304460889	True	"""The change in morphology and behavior of an alpha-beta T cell resulting from exposure to a mitogen, cytokine, chemokine, cellular ligand, or an antigen for which it is specific."" [GOC:add]"	170	101	5	15719	0.0495049504950495	0.0294117647058823	query_1	['GO:0042110']	['CARD11', 'BCL2', 'NLRP3', 'MALT1', 'RELB']
1042	GO:BP	GO:0009991	response to extracellular stimulus	0.0161950897954477	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an extracellular stimulus."" [GOC:go_curators]"	499	101	9	15719	0.0891089108910891	0.0180360721442885	query_1	['GO:0009605']	['BAX', 'AKT1', 'BCL2', 'FOXO3', 'TNF', 'FAS', 'LTA', 'TP53', 'BCL10']
228	REAC	REAC:R-HSA-73857	RNA Polymerase II Transcription	0.0162253898194457	True	RNA Polymerase II Transcription	1274	94	21	10022	0.2234042553191489	0.0164835164835164	query_1	['REAC:R-HSA-74160']	['BCL2L11', 'BAX', 'GSK3B', 'AKT1', 'CREBBP', 'CASP10', 'FOXO3', 'RELA', 'NLRC4', 'FKBP5', 'FASLG', 'RBX1', 'FAS', 'NFKB1', 'BID', 'BBC3', 'SKP1', 'SFN', 'CASP1', 'CUL1', 'TP53']
1043	GO:BP	GO:0032147	activation of protein kinase activity	0.0162901322404191	True	"""Any process that initiates the activity of an inactive protein kinase."" [GOC:mah]"	106	101	4	15719	0.0396039603960396	0.0377358490566037	query_1	['GO:0045860']	['MALT1', 'TRAF2', 'MAP3K7', 'TRAF6']
1044	GO:BP	GO:0010608	post-transcriptional regulation of gene expression	0.0163741176277352	True	"""Any process that modulates the frequency, rate or extent of gene expression after the production of an RNA transcript."" [GOC:dph, GOC:tb]"	500	101	9	15719	0.0891089108910891	0.018	query_1	['GO:0010468']	['AKT1', 'TNFRSF1B', 'FOXO3', 'IKBKE', 'TNF', 'TRAF2', 'APP', 'TP53', 'CDC37']
1045	GO:BP	GO:0040007	growth	0.0163854674057901	True	"""The increase in size or mass of an entire organism, a part of an organism or a cell."" [GOC:bf, GOC:ma]"	898	101	13	15719	0.1287128712871287	0.0144766146993318	query_1	['GO:0008150']	['BCL2L11', 'HSPA1A', 'GSK3B', 'AKT1', 'BCL2', 'HSP90AB1', 'BBC3', 'CFLAR', 'HSP90AA1', 'BCL2L1', 'SFN', 'APP', 'TP53']
1046	GO:BP	GO:0097553	calcium ion transmembrane import into cytosol	0.0165113679192578	True	"""A process in which a calcium ion is transported from one side of a membrane to the other into the cytosol by means of some agent such as a transporter or pore."" [GOC:vw]"	171	101	5	15719	0.0495049504950495	0.0292397660818713	query_1	['GO:0070588']	['BAX', 'BCL2', 'FASLG', 'BBC3', 'BAK1']
1047	GO:BP	GO:0002534	cytokine production involved in inflammatory response	0.0168597353061184	True	"""The synthesis or release of a cytokine following a inflammatory stimulus as part of an inflammatory response, resulting in an increase in its intracellular or extracellular levels."" [GOC:add, ISBN:0781735149]"	54	101	3	15719	0.0297029702970297	0.0555555555555555	query_1	['GO:0001816', 'GO:0002532']	['TNF', 'MEFV', 'PYCARD']
1048	GO:BP	GO:0001541	ovarian follicle development	0.0168597353061184	True	"""The process whose specific outcome is the progression of the ovarian follicle over time, from its formation to the mature structure."" [https://www.ncbi.nlm.nih.gov/books/NBK279054/]"	54	101	3	15719	0.0297029702970297	0.0555555555555555	query_1	['GO:0003006', 'GO:0008585', 'GO:0048856']	['BAX', 'BCL2', 'BCL2L1']
1049	GO:BP	GO:1900015	regulation of cytokine production involved in inflammatory response	0.0168597353061184	True	"""Any process that modulates the frequency, rate or extent of cytokine production involved in inflammatory response."" [GOC:TermGenie]"	54	101	3	15719	0.0297029702970297	0.0555555555555555	query_1	['GO:0001817', 'GO:0002534']	['TNF', 'MEFV', 'PYCARD']
1050	GO:BP	GO:0002752	cell surface pattern recognition receptor signaling pathway	0.0168597353061184	True	"""The series of molecular signals initiated by a ligand binding to a cell surface pattern recognition receptor (PRR). PRRs bind pathogen-associated molecular pattern (PAMPs), structures conserved among microbial species."" [GOC:add, GOC:ar, ISBN:0781735149, PMID:15199967]"	54	101	3	15719	0.0297029702970297	0.0555555555555555	query_1	['GO:0002220', 'GO:0002221']	['TNIP2', 'TNFAIP3', 'NFKBIA']
1051	GO:BP	GO:0009410	response to xenobiotic stimulus	0.0170978298847993	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus from a xenobiotic, a compound foreign to the organim exposed to it. It may be synthesized by another organism (like ampicilin) or it can be a synthetic chemical."" [GOC:jl, GOC:krc]"	413	101	8	15719	0.0792079207920792	0.0193704600484261	query_1	['GO:0042221']	['BCL2', 'TNF', 'LTA', 'HSP90AA1', 'AIM2', 'BAK1', 'TP53', 'BAD']
1052	GO:BP	GO:0051169	nuclear transport	0.0171142473486295	True	"""The directed movement of substances into, out of, or within the nucleus."" [GOC:ai]"	327	101	7	15719	0.0693069306930693	0.0214067278287461	query_1	['GO:0046907']	['GSK3B', 'AKT1', 'MALT1', 'HSP90AA1', 'SFN', 'NFKBIA', 'TP53']
