Autosomal recessive cutis laxa type 2, classic type	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
311	GO:BP	GO:0035556	intracellular signal transduction	0.010256360398198	True	"""The process in which a signal is passed on to downstream components within the cell, which become activated themselves to further propagate the signal and finally trigger a change in the function or state of the cell."" [GOC:bf, GOC:jl, GOC:signaling, ISBN:3527303782]"	2545	97	28	15719	0.2886597938144329	0.0110019646365422	query_1	['GO:0007165']	['CGNL1', 'PIP4P1', 'AGTR1', 'MIB2', 'AGTR2', 'VPS4A', 'AIDA', 'FLOT1', 'SMYD2', 'SH3BP1', 'ATP6AP2', 'LEMD2', 'DMPK', 'AGT', 'TFG', 'REN', 'TIMP3', 'CASP3', 'PLN', 'LITAF', 'CHMP4C', 'ATP2A1', 'LGALS1', 'GCNT2', 'TP53', 'CYLD', 'CBL', 'ZFYVE19']
309	GO:BP	GO:0016242	negative regulation of macroautophagy	0.010256360398198	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of macroautophagy."" [GOC:go_curators]"	34	97	3	15719	0.0309278350515463	0.088235294117647	query_1	['GO:0010507', 'GO:0016236', 'GO:0016241']	['CHMP4B', 'CHMP4A', 'TP53']
308	GO:BP	GO:0098801	regulation of renal system process	0.010256360398198	True	"""Any process that modulates the frequency, rate or extent of a system process, a multicellular organismal process carried out by the renal system."" [GOC:dos]"	34	97	3	15719	0.0309278350515463	0.088235294117647	query_1	['GO:0003014', 'GO:0044057']	['AGTR1', 'AGT', 'ACE']
312	GO:BP	GO:2001235	positive regulation of apoptotic signaling pathway	0.010463868920715	True	"""Any process that activates or increases the frequency, rate or extent of apoptotic signaling pathway."" [GOC:mtg_apoptosis]"	129	97	5	15719	0.0515463917525773	0.0387596899224806	query_1	['GO:0009967', 'GO:0043065', 'GO:0097190', 'GO:2001233']	['AGTR2', 'AGT', 'TIMP3', 'TP53', 'CYLD']
313	GO:BP	GO:0051046	regulation of secretion	0.0105170724843474	True	"""Any process that modulates the frequency, rate or extent of the controlled release of a substance from a cell or a tissue."" [GOC:ai]"	604	97	11	15719	0.1134020618556701	0.0182119205298013	query_1	['GO:0046903', 'GO:0051049']	['AGTR1', 'CHMP2A', 'HGS', 'VPS4A', 'VPS4B', 'TSG101', 'AGT', 'STAM', 'REN', 'TCIRG1', 'ACE']
314	GO:BP	GO:0051348	negative regulation of transferase activity	0.0105543777629269	True	"""Any process that stops or reduces the rate of transferase activity, the catalysis of the transfer of a group, e.g. a methyl group, glycosyl group, acyl group, phosphorus-containing, or other groups, from a donor compound to an acceptor."" [GOC:ai]"	264	97	7	15719	0.0721649484536082	0.0265151515151515	query_1	['GO:0043086', 'GO:0051338']	['AIDA', 'TSG101', 'CHMP6', 'AGT', 'CASP3', 'TP53', 'CBL']
315	GO:BP	GO:0006950	response to stress	0.0105543777629269	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a disturbance in organismal or cellular homeostasis, usually, but not necessarily, exogenous (e.g. temperature, humidity, ionizing radiation)."" [GOC:mah]"	3764	97	37	15719	0.3814432989690721	0.0098299681190223	query_1	['GO:0050896']	['PIP4P1', 'C3', 'PRG2', 'AGTR1', 'CHMP2A', 'CHMP2B', 'AGTR2', 'CHMP1A', 'VPS4A', 'CHMP1B', 'CHMP4B', 'SPATA2', 'AIDA', 'FGL2', 'VPS4B', 'FLOT1', 'HSPA2', 'SMYD2', 'CHMP4A', 'CHMP6', 'CHMP7', 'AGT', 'REN', 'TBC1D24', 'PDIA6', 'CHMP5', 'CD68', 'TCIRG1', 'CASP3', 'CHMP3', 'CHMP4C', 'ATP2A1', 'LGALS1', 'ACE', 'TP53', 'CYLD', 'CBL']
316	GO:BP	GO:1901184	regulation of ERBB signaling pathway	0.0105878635574382	True	"""Any process that modulates the frequency, rate or extent of ERBB signaling pathway."" [GOC:BHF, GOC:TermGenie]"	76	97	4	15719	0.0412371134020618	0.0526315789473684	query_1	['GO:0009966', 'GO:0038127']	['TSG101', 'CHMP6', 'AGT', 'CBL']
108	GO:CC	GO:0031254	cell trailing edge	0.0107579363287385	True	"""The area of a motile cell opposite to the direction of movement."" [GOC:pg]"	14	100	2	16420	0.02	0.1428571428571428	query_1	['GO:0110165']	['FLOT1', 'FLOT2']
109	GO:CC	GO:0009898	cytoplasmic side of plasma membrane	0.0107579363287385	True	"""The leaflet the plasma membrane that faces the cytoplasm and any proteins embedded or anchored in it or attached to its surface."" [GOC:dos, GOC:tb]"	163	100	5	16420	0.05	0.0306748466257668	query_1	['GO:0005886', 'GO:0098562']	['CHMP4B', 'CHMP4A', 'LITAF', 'CHMP4C', 'CYLD']
321	GO:BP	GO:0007084	mitotic nuclear membrane reassembly	0.0110481682496927	True	"""The mitotic cell cycle process involving ESCRTIII that results in reformation of the nuclear envelope after mitotic nuclear division. In organisms undergoing closed mitosis this involves resealing or 'repair' of the nuclear envelope in the nuclear bridge."" [PMID:26040712, PMID:28242692, PMID:32109380, PMID:32848252]"	9	97	2	15719	0.0206185567010309	0.2222222222222222	query_1	['GO:0031468', 'GO:0101024']	['VPS4A', 'SPAST']
320	GO:BP	GO:2000169	regulation of peptidyl-cysteine S-nitrosylation	0.0110481682496927	True	"""Any process that modulates the frequency, rate or extent of peptidyl-cysteine S-nitrosylation."" [GOC:obol]"	9	97	2	15719	0.0206185567010309	0.2222222222222222	query_1	['GO:0018119', 'GO:0031399']	['TBC1D24', 'ACE']
319	GO:BP	GO:0101024	mitotic nuclear membrane organization	0.0110481682496927	True	"""A mitotic cell cycle process which results in the assembly, arrangement, or disassembly of the nuclear inner or outer membrane during mitosis."" [GOC:vw, PMID:15147872]"	9	97	2	15719	0.0206185567010309	0.2222222222222222	query_1	['GO:0071763', 'GO:0140014', 'GO:1903047']	['VPS4A', 'SPAST']
318	GO:BP	GO:0042756	drinking behavior	0.0110481682496927	True	"""The specific behavior of an organism relating to the intake of liquids, especially water."" [GOC:curators, GOC:pr]"	9	97	2	15719	0.0206185567010309	0.2222222222222222	query_1	['GO:0007631']	['AGT', 'REN']
317	GO:BP	GO:0002578	negative regulation of antigen processing and presentation	0.0110481682496927	True	"""Any process that stops, prevents, or reduces the frequency, rate, or extent of antigen processing and presentation."" [GOC:add]"	9	97	2	15719	0.0206185567010309	0.2222222222222222	query_1	['GO:0002577', 'GO:0002683', 'GO:0019882']	['FGL2', 'CD68']
322	GO:BP	GO:0006887	exocytosis	0.0111922980325071	True	"""A process of secretion by a cell that results in the release of intracellular molecules (e.g. hormones, matrix proteins) contained within a membrane-bounded vesicle. Exocytosis can occur either by full fusion, when the vesicle collapses into the plasma membrane, or by a kiss-and-run mechanism that involves the formation of a transient contact, a pore, between a granule (for exemple of chromaffin cells) and the plasma membrane. The latter process most of the time leads to only partial secretion of the granule content. Exocytosis begins with steps that prepare vesicles for fusion with the membrane (tethering and docking) and ends when molecules are secreted from the cell."" [GOC:mah, ISBN:0716731363, PMID:22323285]"	346	97	8	15719	0.0824742268041237	0.0231213872832369	query_1	['GO:0016192', 'GO:0032940']	['CHMP2A', 'HGS', 'VPS4A', 'VPS4B', 'TSG101', 'STAM', 'TMEM79', 'CBL']
323	GO:BP	GO:0017157	regulation of exocytosis	0.0114781331129728	True	"""Any process that modulates the frequency, rate or extent of exocytosis."" [GOC:go_curators]"	197	97	6	15719	0.0618556701030927	0.0304568527918781	query_1	['GO:0006887', 'GO:0060627', 'GO:1903530']	['CHMP2A', 'HGS', 'VPS4A', 'VPS4B', 'TSG101', 'STAM']
324	GO:BP	GO:0006469	negative regulation of protein kinase activity	0.0117425045650135	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of protein kinase activity."" [GOC:go_curators]"	198	97	6	15719	0.0618556701030927	0.0303030303030303	query_1	['GO:0001933', 'GO:0033673', 'GO:0045859']	['AIDA', 'TSG101', 'CHMP6', 'AGT', 'CASP3', 'CBL']
110	GO:CC	GO:0043227	membrane-bounded organelle	0.0121784083268643	True	"""Organized structure of distinctive morphology and function, bounded by a single or double lipid bilayer membrane. Includes the nucleus, mitochondria, plastids, vacuoles, and vesicles. Excludes the plasma membrane."" [GOC:go_curators]"	12219	100	86	16420	0.86	0.0070382191668712	query_1	['GO:0043226']	['AP1G2', 'PIP4P1', 'ZNF460', 'C3', 'ANPEP', 'ATP6V0A2', 'KIF7', 'CSNK1G1', 'PRG2', 'IFRD2', 'CHMP2A', 'CHMP2B', 'TMEM199', 'HGS', 'MIB2', 'CHMP1A', 'VPS4A', 'ATP6V0A1', 'CHMP1B', 'CHMP4B', 'STAM2', 'SPATA2', 'VTA1', 'CCDC115', 'FGL2', 'VPS4B', 'FLOT1', 'TM9SF1', 'TSG101', 'HSPA2', 'SMYD2', 'ARL8A', 'SH3BP1', 'ATP6AP2', 'CHMP4A', 'LEMD2', 'DMPK', 'CHMP6', 'CHMP7', 'IST1', 'AGT', 'TFG', 'STAM', 'CAPN7', 'SLN', 'TBC1D24', 'PDIA6', 'FLOT2', 'ZNF282', 'CHMP5', 'CD68', 'TCIRG1', 'VPS37C', 'TIMP3', 'PRPF38A', 'ATP6V0A4', 'CASP3', 'ATP6V0D1', 'CHMP3', 'ATP6V1E1', 'VPS28', 'PLN', 'ATP6V1A', 'LITAF', 'TMEM79', 'CHMP4C', 'CC2D1B', 'ATP6AP1', 'ATL1', 'ATP2A1', 'SORBS1', 'LGALS1', 'ATP6V0C', 'RTN3', 'ACE', 'GCNT2', 'VPS9D1', 'TP53', 'CYLD', 'SPAST', 'ATP6V0D2', 'VMA21', 'ELOF1', 'CBL', 'MITD1', 'SARAF']
325	GO:BP	GO:0016486	peptide hormone processing	0.0125762150342513	True	"""The generation of a mature peptide hormone by posttranslational processing of a prohormone."" [GOC:mah]"	37	97	3	15719	0.0309278350515463	0.081081081081081	query_1	['GO:0006518', 'GO:0042445', 'GO:0140448']	['ATP6AP2', 'REN', 'ACE']
53	REAC	REAC:R-HSA-6811555	PI5P Regulates TP53 Acetylation	0.0130064905506467	True	PI5P Regulates TP53 Acetylation	9	78	2	10022	0.0256410256410256	0.2222222222222222	query_1	['REAC:R-HSA-6804758']	['PIP4P1', 'TP53']
111	GO:CC	GO:0005622	intracellular anatomical structure	0.0132860952871872	True	"""A component of a cell contained within (but not including) the plasma membrane. In eukaryotes it includes the nucleus and cytoplasm."" [ISBN:0198506732]"	13702	100	93	16420	0.93	0.006787330316742	query_1	['GO:0110165']	['AP1G2', 'CGNL1', 'PIP4P1', 'ZNF460', 'C3', 'ANPEP', 'ATP6V0A2', 'KIF7', 'CSNK1G1', 'PRG2', 'IFRD2', 'CHMP2A', 'CHMP2B', 'TRPC4AP', 'MOCOS', 'TMEM199', 'HGS', 'MIB2', 'CHMP1A', 'VPS4A', 'ATP6V0A1', 'CHMP1B', 'CHMP4B', 'STAM2', 'MPZL2', 'SPATA2', 'AIDA', 'VTA1', 'CCDC115', 'FGL2', 'VPS4B', 'FLOT1', 'TM9SF1', 'TSG101', 'HSPA2', 'SMYD2', 'ARL8A', 'SH3BP1', 'ATP6AP2', 'CHMP4A', 'LEMD2', 'DMPK', 'CHMP6', 'CHMP7', 'IST1', 'AGT', 'TFG', 'STAM', 'CAPN7', 'REN', 'SLN', 'TBC1D24', 'PDIA6', 'FLOT2', 'ZNF282', 'CHMP5', 'CD68', 'TCIRG1', 'VPS37C', 'TIMP3', 'PRPF38A', 'ATP6V0A4', 'CASP3', 'ATP6V0D1', 'CHMP3', 'ATP6V1E1', 'VPS28', 'PLN', 'ATP6V1A', 'LITAF', 'TMEM79', 'CHMP4C', 'CC2D1B', 'ATP6AP1', 'ATL1', 'ATP2A1', 'SORBS1', 'LGALS1', 'ATP6V0C', 'RTN3', 'ACE', 'GCNT2', 'VPS9D1', 'TP53', 'CYLD', 'SPAST', 'ATP6V0D2', 'VMA21', 'ELOF1', 'CBL', 'MITD1', 'ZFYVE19', 'SARAF']
326	GO:BP	GO:0038179	neurotrophin signaling pathway	0.0134286887824474	True	"""The series of molecular signals initiated by neurotrophin binding to its receptor on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription. Neurotrophins are a family of secreted growth factors that induce the survival, development, and function of neurons."" [GOC:bf, GOC:jc, GOC:signaling, PMID:17466268, Wikipedia:Neurotrophin]"	38	97	3	15719	0.0309278350515463	0.0789473684210526	query_1	['GO:0007166', 'GO:0071363']	['AGTR2', 'AGT', 'CASP3']
327	GO:BP	GO:0002604	regulation of dendritic cell antigen processing and presentation	0.0134286887824474	True	"""Any process that modulates the frequency, rate, or extent of dendritic cell antigen processing and presentation."" [GOC:add]"	10	97	2	15719	0.0206185567010309	0.2	query_1	['GO:0002468', 'GO:0002577']	['FGL2', 'CD68']
328	GO:BP	GO:0010459	negative regulation of heart rate	0.0134286887824474	True	"""Any process that stops, prevents or reduces the frequency or rate of heart contraction."" [GOC:dph, GOC:tb]"	10	97	2	15719	0.0206185567010309	0.2	query_1	['GO:0002027', 'GO:0045822']	['AGTR2', 'PLN']
329	GO:BP	GO:1903596	regulation of gap junction assembly	0.0134286887824474	True	"""Any process that modulates the frequency, rate or extent of gap junction assembly."" [GO_REF:0000058, GOC:BHF, GOC:mtg_cardiac_conduct_nov11, GOC:rl, GOC:TermGenie, PMID:25017399]"	10	97	2	15719	0.0206185567010309	0.2	query_1	['GO:0016264', 'GO:1901888']	['AGT', 'ACE']
112	GO:CC	GO:0140513	nuclear protein-containing complex	0.0135039625891241	True	"""A stable assembly of two or more macromolecules, i.e. proteins, nucleic acids, carbohydrates or lipids, in which at least one component is a protein and the constituent parts function together in the nucleus."" [GOC:pg]"	1270	100	16	16420	0.16	0.0125984251968503	query_1	['GO:0005634', 'GO:0032991']	['CHMP2A', 'CHMP2B', 'CHMP1A', 'VPS4A', 'CHMP1B', 'CHMP4B', 'VPS4B', 'FLOT1', 'CHMP4A', 'CHMP6', 'CHMP7', 'CHMP5', 'PRPF38A', 'CHMP3', 'CHMP4C', 'ELOF1']
113	GO:CC	GO:0045177	apical part of cell	0.0135283499496933	True	"""The region of a polarized cell that forms a tip or is distal to a base. For example, in a polarized epithelial cell, the apical region has an exposed surface and lies opposite to the basal lamina that separates the epithelium from other tissue."" [GOC:mah, ISBN:0815316194]"	421	100	8	16420	0.08	0.0190023752969121	query_1	['GO:0110165']	['ATP6AP2', 'REN', 'TCIRG1', 'ATP6V0A4', 'ATP6V0D1', 'ATP6V1E1', 'ATP6V1A', 'ATP6V0D2']
54	REAC	REAC:R-HSA-1643685	Disease	0.0137547532681716	True	Disease	1723	78	24	10022	0.3076923076923077	0.0139291932675565	query_1	['REAC:0000000']	['C3', 'CHMP2A', 'CHMP2B', 'HGS', 'MIB2', 'CHMP1A', 'VPS4A', 'CHMP4B', 'STAM2', 'VTA1', 'VPS4B', 'TSG101', 'CHMP4A', 'CHMP6', 'CHMP7', 'TFG', 'STAM', 'CHMP5', 'VPS37C', 'CHMP3', 'VPS28', 'CHMP4C', 'TP53', 'CBL']
114	GO:CC	GO:0035577	azurophil granule membrane	0.0139670244189417	True	"""The lipid bilayer surrounding an azurophil granule, a primary lysosomal granule found in neutrophil granulocytes that contains a wide range of hydrolytic enzymes and is released into the extracellular fluid."" [GOC:bf, PMID:17152095]"	54	100	3	16420	0.03	0.0555555555555555	query_1	['GO:0005765', 'GO:0030667', 'GO:0042582']	['ARL8A', 'CD68', 'ATP6V0C']
331	GO:BP	GO:0000086	G2/M transition of mitotic cell cycle	0.0141717895490587	True	"""The mitotic cell cycle transition by which a cell in G2 commits to M phase. The process begins when the kinase activity of M cyclin/CDK complex reaches a threshold high enough for the cell cycle to proceed. This is accomplished by activating a positive feedback loop that results in the accumulation of unphosphorylated and active M cyclin/CDK complex."" [GOC:mtg_cell_cycle]"	140	97	5	15719	0.0515463917525773	0.0357142857142857	query_1	['GO:0044772', 'GO:0044839']	['VPS4A', 'VPS4B', 'HSPA2', 'CHMP4C', 'ZFYVE19']
330	GO:BP	GO:0050729	positive regulation of inflammatory response	0.0141717895490587	True	"""Any process that activates or increases the frequency, rate or extent of the inflammatory response."" [GOC:ai]"	140	97	5	15719	0.0515463917525773	0.0357142857142857	query_1	['GO:0006954', 'GO:0031349', 'GO:0032103', 'GO:0050727']	['C3', 'AGTR1', 'AGT', 'LGALS1', 'ACE']
332	GO:BP	GO:0070266	necroptotic process	0.0143096213990082	True	"""A programmed necrotic cell death process which begins when a cell receives a signal (e.g. a ligand binding to a death receptor or to a Toll-like receptor), and proceeds through a series of biochemical events (signaling pathways), characterized by activation of receptor-interacting serine/threonine-protein kinase 1 and/or 3 (RIPK1/3, also called RIP1/3) and by critical dependence on mixed lineage kinase domain-like (MLKL), and which typically lead to common morphological features of necrotic cell death. The process ends when the cell has died. The process is divided into a signaling phase, and an execution phase, which is triggered by the former."" [GOC:BHF, GOC:dph, GOC:mah, GOC:mtg_apoptosis, GOC:tb, PMID:18846107, PMID:20823910, PMID:21737330, PMID:21760595, PMID:21876153]"	39	97	3	15719	0.0309278350515463	0.0769230769230769	query_1	['GO:0097300']	['SPATA2', 'TP53', 'CYLD']
333	GO:BP	GO:0044060	regulation of endocrine process	0.0143096213990082	True	"""Any process that modulates the frequency, rate or extent of an endocrine process, a process involving the secretion of or response to endocrine hormones. An endocrine hormone is a hormone released into the circulatory system."" [GOC:jl]"	39	97	3	15719	0.0309278350515463	0.0769230769230769	query_1	['GO:0044057', 'GO:0050886']	['AGTR1', 'AGT', 'REN']
115	GO:CC	GO:0044853	plasma membrane raft	0.0145656586739631	True	"""A membrane raft that is part of the plasma membrane."" [GOC:jl]"	110	100	4	16420	0.04	0.0363636363636363	query_1	['GO:0045121', 'GO:0098590']	['FLOT1', 'FLOT2', 'SORBS1', 'CBL']
116	GO:CC	GO:0031901	early endosome membrane	0.0147032886086346	True	"""The lipid bilayer surrounding an early endosome."" [GOC:pz]"	178	100	5	16420	0.05	0.0280898876404494	query_1	['GO:0005769', 'GO:0010008']	['HGS', 'STAM2', 'TSG101', 'STAM', 'LITAF']
334	GO:BP	GO:1903532	positive regulation of secretion by cell	0.0148123207658936	True	"""Any process that activates or increases the frequency, rate or extent of secretion by cell."" [GO_REF:0000058, GOC:pm, GOC:TermGenie, PMID:12130530]"	283	97	7	15719	0.0721649484536082	0.0247349823321554	query_1	['GO:0032940', 'GO:0048522', 'GO:0051047', 'GO:1903530']	['CHMP2A', 'HGS', 'VPS4A', 'VPS4B', 'TSG101', 'AGT', 'STAM']
55	REAC	REAC:R-HSA-432720	Lysosome Vesicle Biogenesis	0.0149770997060294	True	Lysosome Vesicle Biogenesis	35	78	3	10022	0.0384615384615384	0.0857142857142857	query_1	['REAC:R-HSA-199992']	['AP1G2', 'CHMP2A', 'HGS']
335	GO:BP	GO:0140448	signaling receptor ligand precursor processing	0.0152640031096518	True	"""The cleavage of a peptide bond in a precursor form of a signaling receptor ligand, resulting in the mature (active) form of the ligand."" [PMID:29247995]"	40	97	3	15719	0.0309278350515463	0.075	query_1	['GO:0016485']	['ATP6AP2', 'REN', 'ACE']
336	GO:BP	GO:0070296	sarcoplasmic reticulum calcium ion transport	0.0152640031096518	True	"""The directed movement of calcium ions (Ca2+) into, out of or within the sarcoplasmic reticulum."" [GOC:BHF, GOC:vk]"	40	97	3	15719	0.0309278350515463	0.075	query_1	['GO:0006816']	['SLN', 'PLN', 'ATP2A1']
337	GO:BP	GO:0044057	regulation of system process	0.0155233497825917	True	"""Any process that modulates the frequency, rate or extent of a system process, a multicellular organismal process carried out by any of the organs or tissues in an organ system."" [GOC:jl]"	545	97	10	15719	0.1030927835051546	0.018348623853211	query_1	['GO:0003008', 'GO:0051239']	['AGTR1', 'AGTR2', 'DMPK', 'AGT', 'REN', 'SLN', 'TBC1D24', 'PLN', 'ATP2A1', 'ACE']
339	GO:BP	GO:1903530	regulation of secretion by cell	0.0156679815833614	True	"""Any process that modulates the frequency, rate or extent of secretion by cell."" [GO_REF:0000058, GOC:pm, GOC:TermGenie, PMID:12130530]"	546	97	10	15719	0.1030927835051546	0.0183150183150183	query_1	['GO:0032940', 'GO:0050794', 'GO:0051046']	['AGTR1', 'CHMP2A', 'HGS', 'VPS4A', 'VPS4B', 'TSG101', 'AGT', 'STAM', 'REN', 'TCIRG1']
338	GO:BP	GO:0065008	regulation of biological quality	0.0156679815833614	True	"""Any process that modulates a qualitative or quantitative trait of a biological quality. A biological quality is a measurable attribute of an organism or part of an organism, such as size, mass, shape, color, etc."" [GOC:dph, GOC:isa_complete, GOC:mah, GOC:pr, GOC:vw]"	2763	97	29	15719	0.2989690721649484	0.0104958378574013	query_1	['GO:0065007']	['LRFN3', 'ANPEP', 'ATP6V0A2', 'AGTR1', 'TMEM199', 'AGTR2', 'ATP6V0A1', 'CCDC115', 'FLOT1', 'SH3BP1', 'ATP6AP2', 'DMPK', 'IST1', 'AGT', 'REN', 'TBC1D24', 'FLOT2', 'TCIRG1', 'ATP6V0A4', 'CASP3', 'ATP6V0D1', 'CHMP3', 'PLN', 'ATP6V1A', 'ATP6AP1', 'ATP6V0C', 'ACE', 'TP53', 'ATP6V0D2']
340	GO:BP	GO:0033860	regulation of NAD(P)H oxidase activity	0.0158109125470188	True	"""Any process that modulates the activity of the enzyme NAD(P)H oxidase."" [GOC:mah]"	11	97	2	15719	0.0206185567010309	0.1818181818181818	query_1	['GO:0051341']	['AGTR1', 'AGT']
56	REAC	REAC:R-HSA-6806834	Signaling by MET	0.016108079741418	True	Signaling by MET	75	78	4	10022	0.0512820512820512	0.0533333333333333	query_1	['REAC:R-HSA-9006934']	['HGS', 'STAM2', 'STAM', 'CBL']
341	GO:BP	GO:1902991	regulation of amyloid precursor protein catabolic process	0.0161090700746459	True	"""Any process that modulates the frequency, rate or extent of amyloid precursor protein catabolic process."" [GO_REF:0000058, GOC:PARL, GOC:rl, GOC:TermGenie, PMID:24499793]"	41	97	3	15719	0.0309278350515463	0.073170731707317	query_1	['GO:0042987', 'GO:0051246']	['FLOT2', 'CASP3', 'RTN3']
342	GO:BP	GO:0010939	regulation of necrotic cell death	0.0161090700746459	True	"""Any process that modulates the rate, frequency or extent of necrotic cell death. Necrotic cell death is a cell death process that is morphologically characterized by a gain in cell volume (oncosis), swelling of organelles, plasma membrane rupture and subsequent loss of intracellular contents."" [PMID:16507998]"	41	97	3	15719	0.0309278350515463	0.073170731707317	query_1	['GO:0010941', 'GO:0070265']	['SPATA2', 'TP53', 'CYLD']
343	GO:BP	GO:0044770	cell cycle phase transition	0.016306177577632	True	"""The cell cycle process by which a cell commits to entering the next cell cycle phase."" [GOC:mtg_cell_cycle]"	550	97	10	15719	0.1030927835051546	0.0181818181818181	query_1	['GO:0022402']	['CHMP2A', 'VPS4A', 'CHMP4B', 'VPS4B', 'HSPA2', 'CHMP7', 'CHMP4C', 'TP53', 'SPAST', 'ZFYVE19']
117	GO:CC	GO:0033178	proton-transporting two-sector ATPase complex, catalytic domain	0.0165315962014044	True	"""A protein complex that forms part of a proton-transporting two-sector ATPase complex and catalyzes ATP hydrolysis or synthesis. The catalytic domain (F1, V1, or A1) comprises a hexameric catalytic core and a central stalk, and is peripherally associated with the membrane when the two-sector ATPase is assembled."" [GOC:mah, PMID:10838056]"	18	100	2	16420	0.02	0.1111111111111111	query_1	['GO:0016469', 'GO:0098796']	['ATP6V1E1', 'ATP6V1A']
344	GO:BP	GO:0023056	positive regulation of signaling	0.0170284132706329	True	"""Any process that activates, maintains or increases the frequency, rate or extent of a signaling process."" [GOC:mtg_signal]"	1641	97	20	15719	0.2061855670103092	0.012187690432663	query_1	['GO:0023051', 'GO:0023052', 'GO:0048518']	['PIP4P1', 'C3', 'KIF7', 'CSNK1G1', 'MIB2', 'AGTR2', 'FLOT1', 'ATP6AP2', 'AGT', 'TFG', 'TBC1D24', 'TIMP3', 'LITAF', 'SORBS1', 'LGALS1', 'ATP6V0C', 'GCNT2', 'TP53', 'CYLD', 'CBL']
345	GO:BP	GO:0010647	positive regulation of cell communication	0.0172260698240438	True	"""Any process that increases the frequency, rate or extent of cell communication. Cell communication is the process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment."" [GOC:dph, GOC:tb]"	1643	97	20	15719	0.2061855670103092	0.0121728545343883	query_1	['GO:0007154', 'GO:0010646', 'GO:0048522']	['PIP4P1', 'C3', 'KIF7', 'CSNK1G1', 'MIB2', 'AGTR2', 'FLOT1', 'ATP6AP2', 'AGT', 'TFG', 'TBC1D24', 'TIMP3', 'LITAF', 'SORBS1', 'LGALS1', 'ATP6V0C', 'GCNT2', 'TP53', 'CYLD', 'CBL']
346	GO:BP	GO:0048519	negative regulation of biological process	0.0180910285621816	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of a biological process. Biological processes are regulated by many means; examples include the control of gene expression, protein modification or interaction with a protein or substrate molecule."" [GOC:jid]"	5055	97	45	15719	0.4639175257731959	0.0089020771513353	query_1	['GO:0008150', 'GO:0050789']	['CGNL1', 'KIF7', 'PRG2', 'CHMP2A', 'CHMP2B', 'HGS', 'AGTR2', 'CHMP1A', 'VPS4A', 'CHMP1B', 'CHMP4B', 'AIDA', 'FGL2', 'VPS4B', 'TSG101', 'HSPA2', 'SMYD2', 'SH3BP1', 'CHMP4A', 'LEMD2', 'CHMP6', 'CHMP7', 'AGT', 'SLN', 'TBC1D24', 'FLOT2', 'ZNF282', 'CHMP5', 'CD68', 'TIMP3', 'CASP3', 'CHMP3', 'VPS28', 'PLN', 'LITAF', 'CHMP4C', 'CC2D1B', 'ATP2A1', 'RTN3', 'ACE', 'GCNT2', 'TP53', 'CYLD', 'CBL', 'ZFYVE19']
347	GO:BP	GO:0001974	blood vessel remodeling	0.0181662725831983	True	"""The reorganization or renovation of existing blood vessels."" [GOC:hjd]"	43	97	3	15719	0.0309278350515463	0.0697674418604651	query_1	['GO:0048771']	['AGTR2', 'AGT', 'ACE']
348	GO:BP	GO:0006623	protein targeting to vacuole	0.0181662725831983	True	"""The process of directing proteins towards the vacuole, usually using signals contained within the protein."" [GOC:curators]"	43	97	3	15719	0.0309278350515463	0.0697674418604651	query_1	['GO:0006605', 'GO:0007034', 'GO:0072666']	['HGS', 'VPS4A', 'VPS37C']
349	GO:BP	GO:0032879	regulation of localization	0.0182865399447553	True	"""Any process that modulates the frequency, rate or extent of any process in which a cell, a substance, or a cellular entity is transported to, or maintained in, a specific location."" [GOC:mah]"	2021	97	23	15719	0.2371134020618556	0.0113805047006432	query_1	['GO:0050789', 'GO:0051179']	['C3', 'AGTR1', 'CHMP2A', 'HGS', 'VPS4A', 'VPS4B', 'FLOT1', 'TSG101', 'HSPA2', 'DMPK', 'AGT', 'STAM', 'REN', 'SLN', 'TCIRG1', 'CHMP3', 'VPS28', 'PLN', 'ATP2A1', 'SORBS1', 'ACE', 'CBL', 'SARAF']
350	GO:BP	GO:0051386	regulation of neurotrophin TRK receptor signaling pathway	0.0183064276604141	True	"""Any process that modulates the frequency, rate or extent of the neurotrophin TRK receptor signaling pathway."" [GOC:ai]"	12	97	2	15719	0.0206185567010309	0.1666666666666666	query_1	['GO:0009966', 'GO:0048011', 'GO:0090287']	['AGTR2', 'AGT']
351	GO:BP	GO:0038166	angiotensin-activated signaling pathway	0.0183064276604141	True	"""A G protein-coupled receptor signaling pathway initiated by angiotensin II binding to its receptor on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:BHF, GOC:mtg_cardiac_conduct_nov11, GOC:nhn, GOC:signaling, PMID:10977869]"	12	97	2	15719	0.0206185567010309	0.1666666666666666	query_1	['GO:0007186', 'GO:1904385']	['AGTR1', 'AGTR2']
