Waardenburg syndrome type 2	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
844	GO:BP	GO:0051129	negative regulation of cellular component organization	0.0013170445233374	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of cell structures, including the plasma membrane and any external encapsulating structures such as the cell wall and cell envelope."" [GOC:ai]"	725	106	16	21110	0.1509433962264151	0.0220689655172413	query_1	['GO:0016043', 'GO:0048523', 'GO:0051128']	['MET', 'ITGAV', 'SRC', 'SPP1', 'ITGB3', 'PIK3R1', 'HGF', 'FYN', 'TGFB1', 'PLK1', 'JAM3', 'CDH1', 'VEGFA', 'EML2', 'THBS1', 'ITGA3']
845	WP	WP:WP3301	MFAP5-mediated ovarian cancer cell motility and invasiveness	0.0013262892841599	True	MFAP5-mediated ovarian cancer cell motility and invasiveness	13	89	4	8133	0.0449438202247191	0.3076923076923077	query_1	['WP:000000']	['ITGAV', 'ITGB3', 'PLCG1', 'PTK2']
846	HP	HP:0004362	Abnormality of enteric ganglion morphology	0.0013693085039114	True	An abnormality of the enteric nervous system, which comprises two types of ganglia, the myenteric (Auerbach's) and submucosal (Meissner's) plexuses. The enteric nervous system functions to control gut movement, fluid exchange between the gut and its lumen, and local blood flow.	125	55	10	4851	0.1818181818181818	0.08	query_1	['HP:0025028']	['KITLG', 'MITF', 'EDN3', 'TYR', 'SNAI2', 'SOX10', 'ERBB2', 'ECE1', 'EDNRB', 'L1CAM']
847	HP	HP:0002251	Aganglionic megacolon	0.0013693085039114	True	An abnormality resulting from a lack of intestinal ganglion cells (i.e., an aganglionic section of bowel) that results in bowel obstruction with enlargement of the colon.	125	55	10	4851	0.1818181818181818	0.08	query_1	['HP:0004362']	['KITLG', 'MITF', 'EDN3', 'TYR', 'SNAI2', 'SOX10', 'ERBB2', 'ECE1', 'EDNRB', 'L1CAM']
848	HP	HP:0025057	Abnormality of olfactory lobe morphology	0.0013910178939127	True	A structural anomaly of the olfactory lobe, the structure within the brain that receives neural input from the nasal cavity and thereby processes the sense of smell.	8	55	4	4851	0.0727272727272727	0.5	query_1	['HP:0100547']	['MITF', 'EDN3', 'SOX10', 'EDNRB']
849	KEGG	KEGG:04066	HIF-1 signaling pathway	0.0014351995022882	True	HIF-1 signaling pathway	109	85	8	8161	0.0941176470588235	0.073394495412844	query_1	['KEGG:00000']	['PIK3R1', 'PLCG2', 'EGFR', 'PLCG1', 'ERBB2', 'EDN1', 'VEGFA', 'FLT1']
850	GO:MF	GO:0140096	catalytic activity, acting on a protein	0.0014665229332376	True	"""Catalytic activity that acts to modify a protein."" [GOC:molecular_function_refactoring, GOC:pdt]"	2349	106	30	20195	0.2830188679245283	0.0127713920817369	query_1	['GO:0003824']	['MET', 'KEL', 'SRC', 'ITGB3', 'NEK9', 'HGF', 'ITK', 'TGFBR2', 'FYN', 'NEK6', 'ADAM19', 'LYN', 'NEK7', 'NRP2', 'PLK1', 'EGFR', 'SYK', 'ERBB2', 'PTK2B', 'ECE1', 'ADAM12', 'ECE2', 'TGFBR1', 'PTK2', 'LCK', 'ADAM15', 'CBL', 'PTPN11', 'PDGFRA', 'FLT1']
851	HP	HP:0025028	Abnormality of enteric nervous system morphology	0.0014746207354683	True	A structural anomaly of nerves of the enteric nervous system.	126	55	10	4851	0.1818181818181818	0.0793650793650793	query_1	['HP:0002242', 'HP:0012331']	['KITLG', 'MITF', 'EDN3', 'TYR', 'SNAI2', 'SOX10', 'ERBB2', 'ECE1', 'EDNRB', 'L1CAM']
852	HP	HP:0012331	Abnormal autonomic nervous system morphology	0.0014746207354683	True	A structural abnormality of the autonomic nervous system.	126	55	10	4851	0.1818181818181818	0.0793650793650793	query_1	['HP:0002270']	['KITLG', 'MITF', 'EDN3', 'TYR', 'SNAI2', 'SOX10', 'ERBB2', 'ECE1', 'EDNRB', 'L1CAM']
853	GO:BP	GO:0050808	synapse organization	0.0014922651972716	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a synapse, the junction between a neuron and a target (neuron, muscle, or secretory cell)."" [GOC:ai, GOC:pr]"	474	106	13	21110	0.1226415094339622	0.0274261603375527	query_1	['GO:0034330']	['ITGB1', 'CD2AP', 'ITGB3', 'CRK', 'FYN', 'TNC', 'NRP2', 'ERBB2', 'CDH1', 'PTK2B', 'CRKL', 'L1CAM', 'ITGA3']
854	GO:BP	GO:1903829	positive regulation of protein localization	0.0015279169369637	True	"""Any process that activates or increases the frequency, rate or extent of a protein localization."" [GO_REF:0000058, GOC:TermGenie, GOC:vw]"	475	106	13	21110	0.1226415094339622	0.0273684210526315	query_1	['GO:0008104', 'GO:0032880', 'GO:0048522']	['ITGB1', 'CD2AP', 'SRC', 'TGFB3', 'PIK3R1', 'FYN', 'TGFB1', 'PLK1', 'EGFR', 'ERBB2', 'CDH1', 'VEGFA', 'ITGA3']
855	GO:BP	GO:0051251	positive regulation of lymphocyte activation	0.0015677192248148	True	"""Any process that activates or increases the frequency, rate or extent of lymphocyte activation."" [GOC:ai]"	399	106	12	21110	0.1132075471698113	0.0300751879699248	query_1	['GO:0002696', 'GO:0046649', 'GO:0051249']	['KITLG', 'SRC', 'TGFBR2', 'FYN', 'LYN', 'TGFB1', 'VAV1', 'SYK', 'SH3KBP1', 'VCAM1', 'LCK', 'PTPN11']
856	GO:BP	GO:0097531	mast cell migration	0.0015711031980277	True	"""The movement of a mast cell within or between different tissues and organs of the body."" [GOC:cvs, PMID:24152847]"	15	106	4	21110	0.0377358490566037	0.2666666666666666	query_1	['GO:0097529']	['VEGFB', 'KITLG', 'VEGFA', 'PGF']
857	GO:BP	GO:0051893	regulation of focal adhesion assembly	0.0016452310249142	True	"""Any process that modulates the frequency, rate or extent of focal adhesion formation, the establishment and maturation of focal adhesions."" [GOC:ai]"	64	106	6	21110	0.0566037735849056	0.09375	query_1	['GO:0001952', 'GO:0048041', 'GO:0090109']	['SRC', 'VCL', 'VEGFA', 'TLN1', 'PTK2', 'THBS1']
858	GO:BP	GO:0090109	regulation of cell-substrate junction assembly	0.0016452310249142	True	"""Any process that modulates the rate, frequency, or extent of cell-substrate junction assembly. Cell-substrate junction assembly is the aggregation, arrangement and bonding together of a set of components to form a junction between a cell and its substrate."" [GOC:dph, GOC:tb]"	64	106	6	21110	0.0566037735849056	0.09375	query_1	['GO:0007044', 'GO:0150116', 'GO:1901888']	['SRC', 'VCL', 'VEGFA', 'TLN1', 'PTK2', 'THBS1']
859	GO:BP	GO:0051171	regulation of nitrogen compound metabolic process	0.0016479139667616	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving nitrogen or nitrogenous compounds."" [GOC:ai, GOC:tb]"	5662	106	52	21110	0.490566037735849	0.009184033910279	query_1	['GO:0006807', 'GO:0019222']	['MET', 'VEGFB', 'FN1', 'ITGAV', 'KITLG', 'SRC', 'SPP1', 'ITGB3', 'TGFB3', 'PIK3R1', 'MITF', 'CRK', 'HGF', 'SHC1', 'PLCG2', 'TFE3', 'EDN3', 'SOS1', 'TGFBR2', 'ITGA5', 'FYN', 'LAT', 'SNAI2', 'SOX10', 'LYN', 'NEK7', 'TGFB1', 'LCP2', 'PLK1', 'EGFR', 'TFEB', 'POU3F1', 'SYK', 'FCGR1A', 'ERBB2', 'POU3F2', 'EDN1', 'CDH1', 'PTK2B', 'VEGFA', 'SH3GL2', 'CRKL', 'EDNRB', 'VTN', 'TGFBR1', 'PTK2', 'LCK', 'THBS1', 'CBL', 'PTPN11', 'FLT1', 'PGF']
860	GO:BP	GO:0032102	negative regulation of response to external stimulus	0.0016523011607751	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of a response to an external stimulus."" [GOC:mah]"	401	106	12	21110	0.1132075471698113	0.0299251870324189	query_1	['GO:0009605', 'GO:0032101', 'GO:0048585']	['SRC', 'SPP1', 'CRK', 'HGF', 'FYN', 'LYN', 'SYK', 'PLCG1', 'EDN1', 'VTN', 'THBS1', 'PDGFRA']
861	GO:MF	GO:0030546	signaling receptor activator activity	0.0016644759035494	True	"""The function of interacting (directly or indirectly) with receptors such that the proportion of receptors in the active form is increased."" [GOC:ceb]"	510	106	13	20195	0.1226415094339622	0.0254901960784313	query_1	['GO:0030545', 'GO:0140677']	['EDN2', 'VEGFB', 'KITLG', 'SPP1', 'TGFB3', 'FLT3LG', 'HGF', 'EDN3', 'TGFB1', 'EGFR', 'EDN1', 'VEGFA', 'PGF']
862	GO:BP	GO:0080090	regulation of primary metabolic process	0.0016841204390303	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism involving those compounds formed as a part of the normal anabolic and catabolic processes. These processes take place in most, if not all, cells of the organism."" [PMID:19211694]"	5836	106	53	21110	0.5	0.0090815627141878	query_1	['GO:0019222', 'GO:0044238']	['MET', 'VEGFB', 'FN1', 'ITGAV', 'KITLG', 'SRC', 'SPP1', 'ITGB3', 'TGFB3', 'PIK3R1', 'MITF', 'CRK', 'HGF', 'SHC1', 'PLCG2', 'TFE3', 'EDN3', 'SOS1', 'TGFBR2', 'ITGA5', 'FYN', 'LAT', 'SNAI2', 'SOX10', 'LYN', 'NEK7', 'TGFB1', 'LCP2', 'PLK1', 'EGFR', 'TFEB', 'POU3F1', 'SYK', 'FCGR1A', 'ERBB2', 'POU3F2', 'EDN1', 'CDH1', 'PTK2B', 'VEGFA', 'SH3GL2', 'CRKL', 'EDNRB', 'VTN', 'TGFBR1', 'PTK2', 'LCK', 'THBS1', 'CBL', 'PTPN11', 'PDGFRA', 'FLT1', 'PGF']
863	GO:BP	GO:0001817	regulation of cytokine production	0.0016940371217676	True	"""Any process that modulates the frequency, rate, or extent of production of a cytokine."" [GOC:add, ISBN:0781735149]"	739	106	16	21110	0.1509433962264151	0.0216508795669824	query_1	['GO:0001816', 'GO:0010468', 'GO:0051239']	['FN1', 'ITGAV', 'CD2AP', 'SRC', 'TGFB3', 'PIK3R1', 'HGF', 'ITK', 'PLCG2', 'SNAI2', 'LYN', 'TGFB1', 'SYK', 'ITGB6', 'THBS1', 'PTPN11']
864	GO:MF	GO:0140031	phosphorylation-dependent protein binding	0.0016945507697054	True	"""Binding to a protein upon phosphorylation of the target protein."" [PMID:26060076]"	6	106	3	20195	0.0283018867924528	0.5	query_1	['GO:0140030']	['PLCG2', 'LYN', 'VAV1']
865	KEGG	KEGG:04662	B cell receptor signaling pathway	0.001728529551324	True	B cell receptor signaling pathway	81	85	7	8161	0.0823529411764705	0.0864197530864197	query_1	['KEGG:00000']	['PIK3R1', 'PLCG2', 'SOS1', 'LYN', 'GRB2', 'VAV1', 'SYK']
866	GO:BP	GO:0003018	vascular process in circulatory system	0.0018140501614725	True	"""A circulatory process that occurs at the level of the vasculature."" [GOC:mtg_cardio]"	265	106	10	21110	0.0943396226415094	0.0377358490566037	query_1	['GO:0003013']	['KEL', 'EDN2', 'SRC', 'EDNRA', 'EDN3', 'EDN1', 'VEGFA', 'ECE1', 'SH3GL2', 'EDNRB']
867	WP	WP:WP2848	Pluripotent stem cell differentiation pathway	0.0018348517145034	True	Pluripotent stem cell differentiation pathway	48	89	6	8133	0.0674157303370786	0.125	query_1	['WP:000000']	['KITLG', 'TGFB3', 'FLT3LG', 'HGF', 'TGFB1', 'VEGFA']
868	GO:BP	GO:0001816	cytokine production	0.0018835958308507	True	"""The appearance of a cytokine due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels."" [GOC:add, ISBN:0781735149]"	745	106	16	21110	0.1509433962264151	0.021476510067114	query_1	['GO:0010467', 'GO:0032501']	['FN1', 'ITGAV', 'CD2AP', 'SRC', 'TGFB3', 'PIK3R1', 'HGF', 'ITK', 'PLCG2', 'SNAI2', 'LYN', 'TGFB1', 'SYK', 'ITGB6', 'THBS1', 'PTPN11']
869	GO:BP	GO:0050931	pigment cell differentiation	0.0019335478464828	True	"""The process in which a relatively unspecialized cell acquires the specialized features of a pigmented cell, such as a melanocyte."" [GOC:dgh]"	36	106	5	21110	0.0471698113207547	0.1388888888888889	query_1	['GO:0030154', 'GO:0048066']	['KITLG', 'MITF', 'EDN3', 'SOX10', 'EDNRB']
870	GO:BP	GO:0043276	anoikis	0.0019335478464828	True	"""Apoptosis triggered by inadequate or inappropriate adherence to substrate e.g. after disruption of the interactions between normal epithelial cells and the extracellular matrix."" [GOC:jl, http://www.copewithcytokines.de/]"	36	106	5	21110	0.0471698113207547	0.1388888888888889	query_1	['GO:0006915']	['ITGB1', 'SRC', 'ITGA5', 'SNAI2', 'PTK2']
871	GO:CC	GO:0030139	endocytic vesicle	0.0019381814392541	True	"""A membrane-bounded intracellular vesicle formed by invagination of the plasma membrane around an extracellular substance. Endocytic vesicles fuse with early endosomes to deliver the cargo for further sorting."" [GOC:go_curators, PMID:19696797]"	343	106	10	22122	0.0943396226415094	0.0291545189504373	query_1	['GO:0031410']	['RAPGEF1', 'ITGB5', 'ITGAV', 'CD2AP', 'LYN', 'EGFR', 'SYK', 'FCGR1A', 'SH3KBP1', 'SH3GL2']
872	GO:BP	GO:0045216	cell-cell junction organization	0.0019540807361585	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a cell-cell junction. A cell-cell junction is a specialized region of connection between two cells."" [GOC:ai, GOC:dph, GOC:jl, GOC:mah]"	206	106	9	21110	0.0849056603773584	0.0436893203883495	query_1	['GO:0034330']	['SRC', 'TGFB3', 'SNAI2', 'JAM3', 'VCL', 'CDH1', 'VEGFA', 'TLN1', 'TGFBR1']
873	GO:BP	GO:0046718	viral entry into host cell	0.0019953088026752	True	"""The process that occurs after viral attachment by which a virus, or viral nucleic acid, breaches the plasma membrane or cell envelope and enters the host cell. The process ends when the viral nucleic acid is released into the host cell cytoplasm."" [GOC:jl]"	152	106	8	21110	0.0754716981132075	0.0526315789473684	query_1	['GO:0019058', 'GO:0044409']	['ITGB1', 'ITGB5', 'ITGAV', 'ITGB3', 'ITGA5', 'EGFR', 'ITGB6', 'ITGB7']
874	GO:BP	GO:1905477	positive regulation of protein localization to membrane	0.0020029313785164	True	"""Any process that activates or increases the frequency, rate or extent of protein localization to membrane."" [GO_REF:0000058, GOC:bc, GOC:PARL, GOC:TermGenie, PMID:26911690]"	105	106	7	21110	0.0660377358490566	0.0666666666666666	query_1	['GO:0072657', 'GO:1903829', 'GO:1905475']	['ITGB1', 'PIK3R1', 'FYN', 'TGFB1', 'EGFR', 'ERBB2', 'ITGA3']
875	WP	WP:WP3972	PDGFR-beta pathway	0.0020191347139361	True	PDGFR-beta pathway	29	89	5	8133	0.0561797752808988	0.1724137931034483	query_1	['WP:000000']	['PIK3R1', 'SHC1', 'SOS1', 'GRB2', 'PLCG1']
876	REAC	REAC:R-HSA-2454202	Fc epsilon receptor (FCERI) signaling	0.0020368438170569	True	Fc epsilon receptor (FCERI) signaling	182	96	10	10790	0.1041666666666666	0.0549450549450549	query_1	['REAC:R-HSA-168249']	['PIK3R1', 'ITK', 'PLCG2', 'SOS1', 'FYN', 'LYN', 'LCP2', 'VAV1', 'SYK', 'PLCG1']
877	GO:BP	GO:0008360	regulation of cell shape	0.002096719019119	True	"""Any process that modulates the surface configuration of a cell."" [GOC:dph, GOC:go_curators, GOC:tb]"	153	106	8	21110	0.0754716981132075	0.0522875816993464	query_1	['GO:0022604', 'GO:0065008']	['FN1', 'CRK', 'FYN', 'SH3KBP1', 'PTK2B', 'VEGFA', 'PTK2', 'PLXNA1']
878	HP	HP:0002597	Abnormality of the vasculature	0.0021251492191935	True	An abnormality of the vasculature.	1810	55	38	4851	0.6909090909090909	0.0209944751381215	query_1	['HP:0001626']	['FN1', 'KITLG', 'SPP1', 'ITGB3', 'TGFB3', 'PIK3R1', 'MITF', 'NEK9', 'ITK', 'PLCG2', 'TFE3', 'SOS1', 'PYCR1', 'TGFBR2', 'TYR', 'ITGA2B', 'LAT', 'SNAI2', 'SOX10', 'TGFB1', 'LCP2', 'EGFR', 'VCL', 'SYK', 'EDN1', 'ECE1', 'MOGS', 'CRKL', 'EDNRB', 'TGFBR1', 'XK', 'ITGA3', 'CBL', 'JAM2', 'PTPN11', 'PDGFRA', 'FLT1', 'PLXNA1']
879	GO:BP	GO:0032504	multicellular organism reproduction	0.0021353241600519	True	"""The biological process in which new individuals are produced by one or two multicellular organisms. The new individuals inherit some proportion of their genetic material from the parent or parents."" [GOC:isa_complete, GOC:jid]"	947	106	18	21110	0.1698113207547169	0.0190073917634635	query_1	['GO:0000003', 'GO:0032501']	['ITGB1', 'SRC', 'SPP1', 'EDNRA', 'TGFB3', 'SOS1', 'TGFB1', 'PLK1', 'JAM3', 'EDN1', 'PTK2B', 'CRKL', 'EDNRB', 'TGFBR1', 'ITGA3', 'JAM2', 'PTPN11', 'PDGFRA']
880	GO:BP	GO:0030593	neutrophil chemotaxis	0.0021357722939604	True	"""The directed movement of a neutrophil cell, the most numerous polymorphonuclear leukocyte found in the blood, in response to an external stimulus, usually an infection or wounding."" [GOC:jl, ISBN:0198506732]"	106	106	7	21110	0.0660377358490566	0.0660377358490566	query_1	['GO:0071621', 'GO:1990266']	['ITGA9', 'EDN2', 'EDN3', 'JAM3', 'VAV1', 'SYK', 'EDN1']
881	GO:BP	GO:0001885	endothelial cell development	0.0021634048943829	True	"""The progression of an endothelial cell over time, from its formation to the mature structure."" [GOC:dph]"	67	106	6	21110	0.0566037735849056	0.0895522388059701	query_1	['GO:0002064', 'GO:0045446']	['MET', 'RAPGEF1', 'EDNRA', 'VCL', 'VEGFA', 'EDNRB']
882	GO:BP	GO:2000379	positive regulation of reactive oxygen species metabolic process	0.0021634048943829	True	"""Any process that activates or increases the frequency, rate or extent of reactive oxygen species metabolic process."" [GOC:mah]"	67	106	6	21110	0.0566037735849056	0.0895522388059701	query_1	['GO:0031325', 'GO:0072593', 'GO:2000377']	['PLCG2', 'TGFBR2', 'GRB2', 'SYK', 'PTK2B', 'THBS1']
883	GO:BP	GO:1903706	regulation of hemopoiesis	0.0021940945191609	True	"""Any process that modulates the frequency, rate or extent of hemopoiesis."" [GO_REF:0000058, GOC:pad, GOC:PARL, GOC:TermGenie, PMID:20080761]"	412	106	12	21110	0.1132075471698113	0.029126213592233	query_1	['GO:0002682', 'GO:0030097', 'GO:0060284', 'GO:2000026']	['KITLG', 'PIK3R1', 'MITF', 'TFE3', 'SOS1', 'TGFBR2', 'SNAI2', 'LYN', 'TGFB1', 'SYK', 'ERBB2', 'PTK2B']
884	HPA	HPA:0470671	skin 2; melanocytes[≥Low]	0.0021961143198386	True	skin 2; melanocytes[≥Low]	724	78	17	11006	0.2179487179487179	0.0234806629834254	query_1	['HPA:0470000']	['MITF', 'SHC1', 'TYR', 'PXN', 'SNAI2', 'SOX10', 'ITGAE', 'VCL', 'CDH1', 'NUDC', 'VEGFA', 'EML4', 'TUBB2A', 'TLN1', 'L1CAM', 'ITGA3', 'FLT1']
885	TF	TF:M08867	Factor: AP2; motif: GCCYGSGGSN	0.0022045123461992	True	Factor: AP2; motif: GCCYGSGGSN	10280	106	79	20011	0.7452830188679245	0.0076848249027237	query_1	['TF:M00000']	['MET', 'RAPGEF1', 'ITGB1', 'ITGA9', 'EDN2', 'KLHDC10', 'ITGB5', 'VEGFB', 'FN1', 'ITGAV', 'BCAR1', 'CD2AP', 'KITLG', 'SRC', 'ITGB3', 'PIK3R1', 'NEK9', 'CRK', 'FLT3LG', 'PLCG2', 'TFE3', 'EDN3', 'EML3', 'SOS1', 'CLGN', 'TGFBR2', 'ITGA5', 'PXN', 'FYN', 'NEK6', 'LAT', 'SH3PXD2A', 'ADAM19', 'MADCAM1', 'SNAI2', 'LYN', 'NEK7', 'TNC', 'TGFB1', 'NRP2', 'LCP2', 'PLK1', 'JAM3', 'EGFR', 'TFEB', 'ITGAE', 'POU3F1', 'VCL', 'VAV1', 'PLCG1', 'EML1', 'ERBB2', 'POU3F2', 'SH3KBP1', 'PTK2B', 'NUDC', 'VEGFA', 'MOGS', 'SH3GL2', 'ADAM12', 'EML2', 'GPR143', 'EDNRB', 'TUBB2A', 'ECE2', 'TLN1', 'TGFBR1', 'PTK2', 'XK', 'LCK', 'THBS1', 'ADAM15', 'ITGA3', 'CBL', 'JAM2', 'PTPN11', 'FLT1', 'PGF', 'PLXNA1']
886	GO:BP	GO:0051641	cellular localization	0.0022156324818969	True	"""A cellular localization process whereby a substance or cellular entity, such as a protein complex or organelle, is transported to, and/or maintained in, a specific location within a cell including the localization of substances or cellular entities to the cell membrane."" [GOC:tb, GOC:vw]"	3635	106	39	21110	0.3679245283018867	0.0107290233837689	query_1	['GO:0009987', 'GO:0051179']	['KEL', 'ITGB1', 'CD2AP', 'SRC', 'EDNRA', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'PLCG2', 'EDN3', 'EML3', 'FYN', 'ITGA4', 'LAT', 'MADCAM1', 'LYN', 'TGFB1', 'PLK1', 'JAM3', 'EGFR', 'VCL', 'SYK', 'PLCG1', 'ERBB2', 'CDH1', 'PTK2B', 'NUDC', 'VEGFA', 'EML4', 'SH3GL2', 'GPR143', 'CRKL', 'EDNRB', 'LCK', 'ITGB7', 'ITGA3', 'CBL', 'PTPN11']
887	GO:CC	GO:0098562	cytoplasmic side of membrane	0.0022780417885466	True	"""The side of a membrane that faces the cytoplasm."" [GOC:dos]"	207	106	8	22122	0.0754716981132075	0.038647342995169	query_1	['GO:0098552']	['SRC', 'FYN', 'LYN', 'SYK', 'CDH1', 'PTK2B', 'PTK2', 'LCK']
888	REAC	REAC:R-HSA-9034015	Signaling by NTRK3 (TRKC)	0.0023919910213307	True	Signaling by NTRK3 (TRKC)	14	96	4	10790	0.0416666666666666	0.2857142857142857	query_1	['REAC:R-HSA-166520']	['SRC', 'PIK3R1', 'SOS1', 'PLCG1']
889	REAC	REAC:R-HSA-8875360	InlB-mediated entry of Listeria monocytogenes into host cell	0.0023919910213307	True	InlB-mediated entry of Listeria monocytogenes into host cell	14	96	4	10790	0.0416666666666666	0.2857142857142857	query_1	['REAC:R-HSA-8876384']	['MET', 'SH3KBP1', 'SH3GL2', 'CBL']
890	REAC	REAC:R-HSA-8848021	Signaling by PTK6	0.0024021714642304	True	Signaling by PTK6	51	96	6	10790	0.0625	0.1176470588235294	query_1	['REAC:R-HSA-9006927']	['BCAR1', 'CRK', 'PXN', 'EGFR', 'ERBB2', 'CBL']
891	REAC	REAC:R-HSA-9006927	Signaling by Non-Receptor Tyrosine Kinases	0.0024021714642304	True	Signaling by Non-Receptor Tyrosine Kinases	51	96	6	10790	0.0625	0.1176470588235294	query_1	['REAC:R-HSA-162582']	['BCAR1', 'CRK', 'PXN', 'EGFR', 'ERBB2', 'CBL']
892	GO:CC	GO:0098978	glutamatergic synapse	0.002406896430001	True	"""A synapse that uses glutamate as a neurotransmitter."" [GOC:dos]"	433	106	11	22122	0.1037735849056603	0.0254041570438799	query_1	['GO:0045202']	['ITGB1', 'SRC', 'ITGB3', 'ITGA5', 'LYN', 'NRP2', 'PLCG1', 'CDH1', 'PTK2B', 'SH3GL2', 'ITGA3']
893	HP	HP:0002664	Neoplasm	0.0024100342656582	True	An organ or organ-system abnormality that consists of uncontrolled autonomous cell-proliferation which can occur in any part of the body as a benign or malignant neoplasm (tumour).	926	55	26	4851	0.4727272727272727	0.0280777537796976	query_1	['HP:0000118']	['MET', 'SRC', 'PIK3R1', 'MITF', 'NEK9', 'ITK', 'TFE3', 'EDN3', 'SOS1', 'TGFBR2', 'TYR', 'SNAI2', 'EGFR', 'SYK', 'ERBB2', 'EDN1', 'SH3KBP1', 'CDH1', 'ECE1', 'GPR143', 'CRKL', 'EDNRB', 'TGFBR1', 'CBL', 'PTPN11', 'PDGFRA']
894	GO:BP	GO:0010961	intracellular magnesium ion homeostasis	0.0024432676811827	True	"""A homeostatic process involved in the maintenance of a steady state level of magnesium ions within a cell."" [GOC:dph, GOC:tb]"	5	106	3	21110	0.0283018867924528	0.6	query_1	['GO:0010960', 'GO:0030003']	['KEL', 'EDN3', 'XK']
895	GO:BP	GO:0150147	cell-cell junction disassembly	0.0024432676811827	True	"""The disaggregation of a cell-cell junction into its constituent components."" [GOC:aruk, PMID:25490267]"	5	106	3	21110	0.0283018867924528	0.6	query_1	['GO:0045216', 'GO:0150146']	['TGFB3', 'SNAI2', 'TGFBR1']
896	GO:BP	GO:1901654	response to ketone	0.0024806771958799	True	"""A response that results in a state of tolerance to ketone."" [GOC:mengo_curators, PMID:23356676]"	212	106	9	21110	0.0849056603773584	0.0424528301886792	query_1	['GO:0010033', 'GO:1901700']	['SRC', 'SPP1', 'TGFB3', 'SOX10', 'TGFB1', 'EDN1', 'THBS1', 'ADAM15', 'CBL']
897	KEGG	KEGG:05213	Endometrial cancer	0.0025078635777011	True	Endometrial cancer	58	85	6	8161	0.0705882352941176	0.1034482758620689	query_1	['KEGG:00000']	['PIK3R1', 'SOS1', 'GRB2', 'EGFR', 'ERBB2', 'CDH1']
898	GO:BP	GO:0061351	neural precursor cell proliferation	0.0025475678819044	True	"""The multiplication or reproduction of neural precursor cells, resulting in the expansion of a cell population. A neural precursor cell is either a nervous system stem cell or a nervous system progenitor cell."" [GOC:dph, GOC:yaf]"	157	106	8	21110	0.0754716981132075	0.0509554140127388	query_1	['GO:0008283']	['RAPGEF1', 'ITGB1', 'SOX10', 'LYN', 'TGFB1', 'EML1', 'POU3F2', 'VEGFA']
899	GO:BP	GO:0038179	neurotrophin signaling pathway	0.0025539579764337	True	"""The series of molecular signals initiated by neurotrophin binding to its receptor on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription. Neurotrophins are a family of secreted growth factors that induce the survival, development, and function of neurons."" [GOC:bf, GOC:jc, GOC:signaling, PMID:17466268, Wikipedia:Neurotrophin]"	38	106	5	21110	0.0471698113207547	0.131578947368421	query_1	['GO:0007166', 'GO:0071363']	['RAPGEF1', 'BCAR1', 'SRC', 'SOS1', 'PTPN11']
900	REAC	REAC:R-HSA-9674555	Signaling by CSF3 (G-CSF)	0.0026079442231884	True	Signaling by CSF3 (G-CSF)	30	96	5	10790	0.0520833333333333	0.1666666666666666	query_1	['REAC:R-HSA-1280215']	['SHC1', 'LYN', 'GRB2', 'SYK', 'PTPN11']
901	GO:BP	GO:1901888	regulation of cell junction assembly	0.0026815155688062	True	"""Any process that modulates the frequency, rate or extent of cell junction assembly."" [GOC:TermGenie]"	214	106	9	21110	0.0849056603773584	0.0420560747663551	query_1	['GO:0034329', 'GO:0044087', 'GO:0051128']	['RAPGEF1', 'SRC', 'SNAI2', 'VCL', 'PTK2B', 'VEGFA', 'TLN1', 'PTK2', 'THBS1']
902	GO:BP	GO:0010721	negative regulation of cell development	0.0027078788933781	True	"""Any process that decreases the rate, frequency or extent of the progression of the cell over time, from its formation to the mature structure. Cell development does not include the steps involved in committing a cell to a specific fate."" [GOC:BHF, GOC:dph, GOC:tb]"	277	106	10	21110	0.0943396226415094	0.0361010830324909	query_1	['GO:0045596', 'GO:0048468', 'GO:0060284']	['SPP1', 'PIK3R1', 'SNAI2', 'SOX10', 'LYN', 'TGFB1', 'ERBB2', 'CDH1', 'VEGFA', 'EDNRB']
903	HP	HP:0001428	Somatic mutation	0.002742917211852	True	A mode of inheritance in which a trait or disorder results from a de novo mutation occurring after conception, rather than being inherited from a preceding generation.	168	55	11	4851	0.2	0.0654761904761904	query_1	['HP:0034335']	['MET', 'SRC', 'NEK9', 'TFE3', 'TGFBR2', 'EGFR', 'ERBB2', 'CDH1', 'CBL', 'PTPN11', 'PDGFRA']
