Xeroderma pigmentosum-Cockayne syndrome complex	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
530	GO:BP	GO:0071417	cellular response to organonitrogen compound	0.0132039505325759	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an organonitrogen stimulus. An organonitrogen compound is formally a compound containing at least one carbon-nitrogen bond."" [GOC:mah]"	629	103	11	15719	0.1067961165048543	0.0174880763116057	query_1	['GO:0010243', 'GO:0071310', 'GO:0071495', 'GO:1901699']	['BRIP1', 'AKT1', 'PARP1', 'BLM', 'RAD51', 'APEX1', 'BRCA1', 'PRKDC', 'CDK4', 'TP53', 'KDM1A']
531	GO:BP	GO:0032781	positive regulation of ATP-dependent activity	0.0134307220511928	True	"""Any process that activates or increases the rate of an ATP-dependent activity."" [GOC:mah]"	43	103	3	15719	0.029126213592233	0.0697674418604651	query_1	['GO:0043462', 'GO:0044093']	['MSH2', 'MSH3', 'MSH6']
188	REAC	REAC:R-HSA-6803207	TP53 Regulates Transcription of Caspase Activators and Caspases	0.0137366830730138	True	TP53 Regulates Transcription of Caspase Activators and Caspases	12	98	2	10022	0.0204081632653061	0.1666666666666666	query_1	['REAC:R-HSA-5633008']	['ATM', 'TP53']
189	REAC	REAC:R-HSA-8878166	Transcriptional regulation by RUNX2	0.0137885064858805	True	Transcriptional regulation by RUNX2	118	98	5	10022	0.0510204081632653	0.0423728813559322	query_1	['REAC:R-HSA-212436']	['AKT1', 'CDKN1A', 'AR', 'CDK4', 'CCND1']
190	REAC	REAC:R-HSA-5688426	Deubiquitination	0.0142711913730332	True	Deubiquitination	281	98	8	10022	0.0816326530612244	0.0284697508896797	query_1	['REAC:R-HSA-597592']	['WDR48', 'WDR20', 'USP12', 'AR', 'BRCA1', 'BARD1', 'POLB', 'TP53']
532	GO:BP	GO:0031952	regulation of protein autophosphorylation	0.0143185214263159	True	"""Any process that modulates the frequency, rate or extent of addition of the phosphorylation by a protein of one or more of its own residues."" [GOC:mah]"	44	103	3	15719	0.029126213592233	0.0681818181818181	query_1	['GO:0001932', 'GO:0046777']	['NBN', 'RAD50', 'MRE11']
533	GO:BP	GO:0006325	chromatin organization	0.0146394590643413	True	"""The assembly or remodeling of chromatin composed of DNA complexed with histones, other associated proteins, and sometimes RNA."" [PMID:20404130]"	638	103	11	15719	0.1067961165048543	0.0172413793103448	query_1	['GO:0016043']	['HLTF', 'APLF', 'H2AX', 'POLE3', 'BRCA1', 'CDK2', 'CHRAC1', 'KAT5', 'TP53', 'KDM1A', 'RNF8']
102	GO:CC	GO:0033593	BRCA2-MAGE-D1 complex	0.0149546623359034	True	"""A heterodimeric protein complex formed of BRCA2 and MAGE-D1; may mediate the synergistic activities of the two proteins in regulating cell growth."" [PMID:15930293]"	1	104	1	16420	0.0096153846153846	1.0	query_1	['GO:0140535']	['BRCA2']
103	GO:CC	GO:0070421	DNA ligase III-XRCC1 complex	0.0149546623359034	True	"""A protein complex that contains DNA ligase III and XRCC1, and is involved in base excision repair."" [PMID:15141024, PMID:7760816]"	1	104	1	16420	0.0096153846153846	1.0	query_1	['GO:0140513', 'GO:1902494']	['LIG3']
104	GO:CC	GO:0005715	late recombination nodule	0.0149546623359034	True	"""An electron dense structure that is associated with meiotic chromosomes in pachytene during meiosis I."" [GOC:elh]"	1	104	1	16420	0.0096153846153846	1.0	query_1	['GO:0005713']	['MLH1']
105	GO:CC	GO:0097132	cyclin D2-CDK6 complex	0.0149546623359034	True	"""A protein complex consisting of cyclin D2 and cyclin-dependent kinase 6 (CDK6). Cyclins are characterized by periodicity in protein abundance throughout the cell cycle. Cyclin-dependent kinases represent a family of serine/threonine protein kinases that become active upon binding to a cyclin regulatory partner."" [GOC:so, PMID:15935619]"	1	104	1	16420	0.0096153846153846	1.0	query_1	['GO:0000307']	['CDK6']
106	GO:CC	GO:0044796	DNA polymerase processivity factor complex	0.0149546623359034	True	"""A protein complex which is capable of increasing the processivity of nucleotide polymerization by DNA polymerase as a part of DNA replication."" [GOC:bhm, GOC:jl]"	1	104	1	16420	0.0096153846153846	1.0	query_1	['GO:0150005']	['PCNA']
107	GO:CC	GO:0043626	PCNA complex	0.0149546623359034	True	"""A protein complex composed of three identical PCNA monomers, each comprising two similar domains, which are joined in a head-to-tail arrangement to form a homotrimer. Forms a ring-like structure in solution, with a central hole sufficiently large to accommodate the double helix of DNA. Originally characterized as a DNA sliding clamp for replicative DNA polymerases and as an essential component of the replisome, and has also been shown to be involved in other processes including Okazaki fragment processing, DNA repair, translesion DNA synthesis, DNA methylation, chromatin remodeling and cell cycle regulation."" [GOC:jl, PMID:12829735]"	1	104	1	16420	0.0096153846153846	1.0	query_1	['GO:0044796', 'GO:0140513']	['PCNA']
101	GO:CC	GO:0000112	nucleotide-excision repair factor 3 complex	0.0149546623359034	True	"""One of several protein complexes involved in nucleotide-excision repair; possesses endodeoxynuclease and DNA helicase activities. In S. cerevisiae, it is composed of Rad2p and the core TFIIH-Ssl2p complex (core TFIIH is composed of Rad3p, Tfb1p, Tfb2p, Ssl1p, Tfb4p and Tfb5p. Note that Ssl2p is also called Rad25p)."" [GOC:ew, PMID:10915862, PMID:14500720, PMID:7813015]"	1	104	1	16420	0.0096153846153846	1.0	query_1	['GO:0000109']	['ERCC3']
534	GO:BP	GO:0033145	positive regulation of intracellular steroid hormone receptor signaling pathway	0.015101653467899	True	"""Any process that activates or increases the frequency, rate or extent of the activity of any intracellular steroid hormone receptor signaling pathway."" [GOC:mah]"	13	103	2	15719	0.0194174757281553	0.1538461538461538	query_1	['GO:0009967', 'GO:0030518', 'GO:0033143']	['AR', 'PARP1']
536	GO:BP	GO:0002327	immature B cell differentiation	0.015101653467899	True	"""The process in which a precursor cell type acquires the specialized features of an immature B cell."" [GOC:jal, ISBN:0781735149, PMID:16551251]"	13	103	2	15719	0.0194174757281553	0.1538461538461538	query_1	['GO:0030183']	['ATM', 'PRKDC']
535	GO:BP	GO:0070141	response to UV-A	0.015101653467899	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a UV-A radiation stimulus. UV-A radiation (UV-A light) spans the wavelengths 315 to 400 nm."" [GOC:BHF, GOC:mah]"	13	103	2	15719	0.0194174757281553	0.1538461538461538	query_1	['GO:0009411']	['AKT1', 'CCND1']
537	GO:BP	GO:0065007	biological regulation	0.015243670567618	True	"""Any process that modulates a measurable attribute of any biological process, quality or function."" [GOC:dph, GOC:isa_complete, GOC:mah, GOC:pr, GOC:vw]"	10874	103	84	15719	0.8155339805825242	0.0077248482619091	query_1	['GO:0008150']	['RBBP8', 'HUS1', 'RPA4', 'BRIP1', 'AKT1', 'RAD9B', 'NBN', 'MSH2', 'USP1', 'TP53BP1', 'RAD50', 'RAD52', 'FANCI', 'RAD51AP1', 'LIG3', 'CDK7', 'XRCC6', 'HLTF', 'WDR48', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'FEN1', 'POLD4', 'H2AX', 'RPA2', 'ERCC3', 'MSH3', 'MDC1', 'OGG1', 'BRCA2', 'POLA1', 'PHLPP1', 'RAD1', 'PCNA', 'CDKN1A', 'ATR', 'RPA3', 'AR', 'CCNH', 'PARP1', 'XRCC4', 'XRCC5', 'ERCC1', 'NHEJ1', 'APTX', 'ERCC4', 'ATRIP', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'POLE3', 'MRE11', 'RAD51', 'CCND2', 'APEX1', 'MNAT1', 'PRIM2', 'HUS1B', 'USP46', 'BRCA1', 'CDK2', 'ERCC5', 'PRKDC', 'CHRAC1', 'XRCC1', 'KAT5', 'BARD1', 'POLB', 'WRN', 'RMI2', 'CDK4', 'TP53', 'PHLPP2', 'ERCC2', 'PNKP', 'NEIL1', 'KDM1A', 'CDK6', 'CCND1', 'RNF8', 'MSH6']
538	GO:BP	GO:0030183	B cell differentiation	0.0154090252879808	True	"""The process in which a precursor cell type acquires the specialized features of a B cell. A B cell is a lymphocyte of B lineage with the phenotype CD19-positive and capable of B cell mediated immunity."" [GO_REF:0000022, GOC:mah]"	152	103	5	15719	0.0485436893203883	0.0328947368421052	query_1	['GO:0030098', 'GO:0042113']	['MSH2', 'NHEJ1', 'ATM', 'PRKDC', 'TP53']
539	GO:BP	GO:0051252	regulation of RNA metabolic process	0.0154103055330519	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving RNA."" [GOC:ai]"	3448	103	35	15719	0.3398058252427184	0.0101508120649651	query_1	['GO:0016070', 'GO:0019219', 'GO:0060255']	['RBBP8', 'BRIP1', 'AKT1', 'TP53BP1', 'CDK7', 'XRCC6', 'HLTF', 'PAXIP1', 'MLH1', 'OGG1', 'BRCA2', 'PCNA', 'AR', 'CCNH', 'PARP1', 'XRCC5', 'ERCC1', 'FANCD2', 'BLM', 'ATM', 'APEX1', 'MNAT1', 'PRIM2', 'BRCA1', 'CDK2', 'PRKDC', 'KAT5', 'BARD1', 'POLB', 'CDK4', 'TP53', 'KDM1A', 'CDK6', 'CCND1', 'RNF8']
540	GO:BP	GO:0030217	T cell differentiation	0.015743717475448	True	"""The process in which a precursor cell type acquires characteristics of a more mature T-cell. A T cell is a type of lymphocyte whose definin characteristic is the expression of a T cell receptor complex."" [GO_REF:0000022, GOC:jid, GOC:mah]"	296	103	7	15719	0.0679611650485436	0.0236486486486486	query_1	['GO:0030098', 'GO:0042110']	['LIG4', 'NHEJ1', 'FANCD2', 'PRKDC', 'KAT5', 'TP53', 'CDK6']
541	GO:BP	GO:0031326	regulation of cellular biosynthetic process	0.016231030789801	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of substances, carried out by individual cells."" [GOC:mah]"	3724	103	37	15719	0.3592233009708738	0.0099355531686358	query_1	['GO:0009889', 'GO:0031323', 'GO:0044249']	['RBBP8', 'BRIP1', 'AKT1', 'USP1', 'TP53BP1', 'CDK7', 'XRCC6', 'HLTF', 'PAXIP1', 'MLH1', 'OGG1', 'BRCA2', 'PCNA', 'CDKN1A', 'ATR', 'AR', 'CCNH', 'PARP1', 'XRCC5', 'ERCC1', 'FANCD2', 'BLM', 'ATM', 'APEX1', 'MNAT1', 'PRIM2', 'BRCA1', 'CDK2', 'PRKDC', 'KAT5', 'CDK4', 'TP53', 'PNKP', 'KDM1A', 'CDK6', 'CCND1', 'RNF8']
544	GO:BP	GO:0010467	gene expression	0.0172860054990045	True	"""The process in which a gene's sequence is converted into a mature gene product (protein or RNA). This includes the production of an RNA transcript and its processing, translation and maturation for protein-coding genes."" [GOC:txnOH-2018, PMID:25934543, PMID:31580950]"	5541	103	50	15719	0.4854368932038835	0.0090236419418877	query_1	['GO:0043170']	['RBBP8', 'BRIP1', 'AKT1', 'NBN', 'MSH2', 'TP53BP1', 'CDK7', 'XRCC6', 'HLTF', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'ERCC3', 'MSH3', 'OGG1', 'BRCA2', 'POLA1', 'PCNA', 'CDKN1A', 'AR', 'CCNH', 'PMS2', 'PARP1', 'XRCC4', 'XRCC5', 'ERCC1', 'NHEJ1', 'FANCD2', 'BLM', 'ATM', 'POLE3', 'APEX1', 'MNAT1', 'EXO1', 'BRCA1', 'CDK2', 'PRKDC', 'KAT5', 'BARD1', 'POLB', 'CDK4', 'TP53', 'ERCC2', 'NEIL1', 'KDM1A', 'CDK6', 'CCND1', 'RNF8', 'MSH6']
543	GO:BP	GO:0051570	regulation of histone H3-K9 methylation	0.0172860054990045	True	"""Any process that modulates the frequency, rate or extent of the covalent addition of a methyl group to the lysine at position 9 of histone H3."" [GOC:ai]"	14	103	2	15719	0.0194174757281553	0.1428571428571428	query_1	['GO:0031060', 'GO:0051567']	['BRCA1', 'KDM1A']
542	GO:BP	GO:2001034	positive regulation of double-strand break repair via nonhomologous end joining	0.0172860054990045	True	"""Any process that activates or increases the frequency, rate or extent of double-strand break repair via nonhomologous end joining."" [GOC:obol]"	14	103	2	15719	0.0194174757281553	0.1428571428571428	query_1	['GO:0006303', 'GO:2000781', 'GO:2001032']	['PRKDC', 'PNKP']
545	GO:BP	GO:0062014	negative regulation of small molecule metabolic process	0.0177404922671437	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of a small molecule metabolic process."" [GOC:vw]"	97	103	4	15719	0.0388349514563106	0.0412371134020618	query_1	['GO:0009892', 'GO:0044281', 'GO:0062012']	['AKT1', 'PARP1', 'BRCA1', 'TP53']
546	GO:BP	GO:0042327	positive regulation of phosphorylation	0.0177771211577613	True	"""Any process that activates or increases the frequency, rate or extent of addition of phosphate groups to a molecule."" [GOC:jl]"	754	103	12	15719	0.116504854368932	0.0159151193633952	query_1	['GO:0016310', 'GO:0042325', 'GO:0045937']	['AKT1', 'NBN', 'RAD50', 'XRCC6', 'CDKN1A', 'AR', 'XRCC5', 'MRE11', 'CCND2', 'MNAT1', 'TP53', 'CCND1']
192	REAC	REAC:R-HSA-198323	AKT phosphorylates targets in the cytosol	0.0183130743464998	True	AKT phosphorylates targets in the cytosol	14	98	2	10022	0.0204081632653061	0.1428571428571428	query_1	['REAC:R-HSA-1257604']	['AKT1', 'CDKN1A']
191	REAC	REAC:R-HSA-6804759	Regulation of TP53 Activity through Association with Co-factors	0.0183130743464998	True	Regulation of TP53 Activity through Association with Co-factors	14	98	2	10022	0.0204081632653061	0.1428571428571428	query_1	['REAC:R-HSA-5633007']	['AKT1', 'TP53']
547	GO:BP	GO:0048477	oogenesis	0.0183365130484543	True	"""The complete process of formation and maturation of an ovum or female gamete from a primordial female germ cell. Examples of this process are found in Mus musculus and Drosophila melanogaster."" [GOC:kmv, GOC:mtg_sensu, GOC:pr]"	98	103	4	15719	0.0388349514563106	0.0408163265306122	query_1	['GO:0007281', 'GO:0007292']	['MLH1', 'BRCA2', 'ERCC1', 'ATM']
193	REAC	REAC:R-HSA-8878171	Transcriptional regulation by RUNX1	0.0184853931330401	True	Transcriptional regulation by RUNX1	235	98	7	10022	0.0714285714285714	0.0297872340425531	query_1	['REAC:R-HSA-212436']	['CDK7', 'H2AX', 'CCNH', 'CCND2', 'MNAT1', 'CDK6', 'CCND1']
548	GO:BP	GO:0046777	protein autophosphorylation	0.0188725340319314	True	"""The phosphorylation by a protein of one or more of its own amino acid residues (cis-autophosphorylation), or residues on an identical protein (trans-autophosphorylation)."" [ISBN:0198506732]"	230	103	6	15719	0.058252427184466	0.0260869565217391	query_1	['GO:0006468']	['AKT1', 'NBN', 'RAD50', 'ATR', 'ATM', 'MRE11']
549	GO:BP	GO:0051247	positive regulation of protein metabolic process	0.0193254498230589	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving a protein."" [GOC:ai]"	1401	103	18	15719	0.174757281553398	0.012847965738758	query_1	['GO:0010604', 'GO:0019538', 'GO:0051173', 'GO:0051246']	['AKT1', 'NBN', 'RAD50', 'FANCI', 'XRCC6', 'PAXIP1', 'CDKN1A', 'XRCC5', 'MRE11', 'CCND2', 'MNAT1', 'BRCA1', 'PRKDC', 'KAT5', 'BARD1', 'TP53', 'KDM1A', 'CCND1']
550	GO:BP	GO:1901214	regulation of neuron death	0.0195557741286683	True	"""Any process that modulates the frequency, rate or extent of neuron death."" [GOC:rph, GOC:TermGenie]"	309	103	7	15719	0.0679611650485436	0.0226537216828478	query_1	['GO:0010941', 'GO:0070997']	['AKT1', 'MSH2', 'LIG4', 'PARP1', 'ATM', 'TP53', 'CCND1']
551	GO:BP	GO:0030174	regulation of DNA-templated DNA replication initiation	0.0196085951179556	True	"""Any process that modulates the frequency, rate or extent of initiation of DNA-dependent DNA replication; the process in which DNA becomes competent to replicate. In eukaryotes, replication competence is established in early G1 and lost during the ensuing S phase."" [GOC:mah]"	15	103	2	15719	0.0194174757281553	0.1333333333333333	query_1	['GO:0006270', 'GO:0090329']	['NBN', 'CDK2']
552	GO:BP	GO:0051972	regulation of telomerase activity	0.0198528603112738	True	"""Any process that modulates the frequency, rate or extent of telomerase activity, the catalysis of the reaction: deoxynucleoside triphosphate + DNA(n) = diphosphate + DNA(n+1). Telomerases catalyze extension of the 3'- end of a DNA strand by one deoxynucleotide at a time using an internal RNA template that encodes the telomeric repeat sequence."" [EC:2.-.-.-, GOC:ai]"	50	103	3	15719	0.029126213592233	0.06	query_1	['GO:0051338', 'GO:2000278']	['XRCC5', 'TP53', 'PNKP']
553	GO:BP	GO:0048584	positive regulation of response to stimulus	0.0204926145829537	True	"""Any process that activates, maintains or increases the rate of a response to a stimulus. Response to stimulus is a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus."" [GOC:jid]"	2113	103	24	15719	0.233009708737864	0.0113582584003786	query_1	['GO:0048518', 'GO:0048583', 'GO:0050896']	['RBBP8', 'MSH2', 'USP1', 'TP53BP1', 'RAD51AP1', 'XRCC6', 'WDR48', 'PAXIP1', 'MLH1', 'H2AX', 'PCNA', 'ATR', 'AR', 'PARP1', 'XRCC5', 'ATM', 'RAD9A', 'BRCA1', 'PRKDC', 'XRCC1', 'KAT5', 'TP53', 'PNKP', 'RNF8']
554	GO:BP	GO:0048863	stem cell differentiation	0.020721889341535	True	"""The process in which a relatively unspecialized cell acquires specialized features of a stem cell. A stem cell is a cell that retains the ability to divide and proliferate throughout life to provide progenitor cells that can differentiate into specialized cells."" [CL:0000034, GOC:isa_complete]"	235	103	6	15719	0.058252427184466	0.025531914893617	query_1	['GO:0030154']	['XRCC5', 'PRKDC', 'KAT5', 'TP53', 'ERCC2', 'CDK6']
555	GO:BP	GO:1901698	response to nitrogen compound	0.0208025002629702	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a nitrogen compound stimulus."" [GOC:pr, GOC:TermGenie]"	1082	103	15	15719	0.145631067961165	0.0138632162661737	query_1	['GO:0042221']	['BRIP1', 'AKT1', 'OGG1', 'PCNA', 'PARP1', 'BLM', 'RAD51', 'APEX1', 'BRCA1', 'CDK2', 'PRKDC', 'CDK4', 'TP53', 'KDM1A', 'CCND1']
556	GO:BP	GO:0034655	nucleobase-containing compound catabolic process	0.0209477451295959	True	"""The chemical reactions and pathways resulting in the breakdown of nucleobases, nucleosides, nucleotides and nucleic acids."" [GOC:mah]"	397	103	8	15719	0.0776699029126213	0.0201511335012594	query_1	['GO:0006139', 'GO:0019439', 'GO:0044270', 'GO:0046700', 'GO:1901361']	['AKT1', 'MLH1', 'FEN1', 'OGG1', 'ATM', 'APEX1', 'POLB', 'NEIL1']
194	REAC	REAC:R-HSA-162599	Late Phase of HIV Life Cycle	0.021350370948514	True	Late Phase of HIV Life Cycle	132	98	5	10022	0.0510204081632653	0.0378787878787878	query_1	['REAC:R-HSA-162587']	['CDK7', 'ERCC3', 'CCNH', 'MNAT1', 'ERCC2']
199	REAC	REAC:R-HSA-9723905	Loss of function of TP53 in cancer due to loss of tetramerization ability	0.0214449004269814	True	Loss of function of TP53 in cancer due to loss of tetramerization ability	1	98	1	10022	0.010204081632653	1.0	query_1	['REAC:R-HSA-9723907']	['TP53']
200	REAC	REAC:R-HSA-9656255	Defective OGG1 Substrate Binding	0.0214449004269814	True	Defective OGG1 Substrate Binding	1	98	1	10022	0.010204081632653	1.0	query_1	['REAC:R-HSA-9656249']	['OGG1']
201	REAC	REAC:R-HSA-9656256	Defective OGG1 Substrate Processing	0.0214449004269814	True	Defective OGG1 Substrate Processing	1	98	1	10022	0.010204081632653	1.0	query_1	['REAC:R-HSA-9656249']	['OGG1']
195	REAC	REAC:R-HSA-192814	vRNA Synthesis	0.0214449004269814	True	vRNA Synthesis	1	98	1	10022	0.010204081632653	1.0	query_1	['REAC:R-HSA-168273']	['PARP1']
196	REAC	REAC:R-HSA-9616334	Defective Base Excision Repair Associated with NEIL1	0.0214449004269814	True	Defective Base Excision Repair Associated with NEIL1	1	98	1	10022	0.010204081632653	1.0	query_1	['REAC:R-HSA-9605308']	['NEIL1']
197	REAC	REAC:R-HSA-9656249	Defective Base Excision Repair Associated with OGG1	0.0214449004269814	True	Defective Base Excision Repair Associated with OGG1	1	98	1	10022	0.010204081632653	1.0	query_1	['REAC:R-HSA-9605308']	['OGG1']
198	REAC	REAC:R-HSA-9723907	Loss of Function of TP53 in Cancer	0.0214449004269814	True	Loss of Function of TP53 in Cancer	1	98	1	10022	0.010204081632653	1.0	query_1	['REAC:R-HSA-9734009']	['TP53']
557	GO:BP	GO:0065004	protein-DNA complex assembly	0.021472225352892	True	"""The aggregation, arrangement and bonding together of proteins and DNA molecules to form a protein-DNA complex."" [GOC:jl]"	237	103	6	15719	0.058252427184466	0.0253164556962025	query_1	['GO:0065003', 'GO:0071824']	['RAD52', 'H2AX', 'POLE3', 'RAD51', 'CHRAC1', 'TP53']
558	GO:BP	GO:1902680	positive regulation of RNA biosynthetic process	0.0216789004359056	True	"""Any process that activates or increases the frequency, rate or extent of RNA biosynthetic process."" [GO:jl, GO_REF:0000058, GOC:TermGenie]"	1648	103	20	15719	0.1941747572815534	0.012135922330097	query_1	['GO:0010557', 'GO:0031328', 'GO:0032774', 'GO:0051254', 'GO:2001141']	['AKT1', 'TP53BP1', 'CDK7', 'XRCC6', 'HLTF', 'PAXIP1', 'BRCA2', 'AR', 'PARP1', 'ERCC1', 'BLM', 'ATM', 'APEX1', 'PRIM2', 'BRCA1', 'CDK2', 'PRKDC', 'KAT5', 'TP53', 'KDM1A']
559	GO:BP	GO:0030520	intracellular estrogen receptor signaling pathway	0.0218975988940349	True	"""The series of molecular signals initiated by estrogen binding to an intracellular receptor, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:mah, GOC:signaling]"	52	103	3	15719	0.029126213592233	0.0576923076923076	query_1	['GO:0030518']	['AR', 'PARP1', 'BRCA1']
561	GO:BP	GO:0006351	DNA-templated transcription	0.0219304101721265	True	"""The synthesis of an RNA transcript from a DNA template."" [GOC:jl, GOC:txnOH]"	3265	103	33	15719	0.3203883495145631	0.0101071975497702	query_1	['GO:0097659']	['RBBP8', 'BRIP1', 'AKT1', 'TP53BP1', 'CDK7', 'XRCC6', 'HLTF', 'PAXIP1', 'ERCC3', 'OGG1', 'BRCA2', 'PCNA', 'AR', 'CCNH', 'PARP1', 'XRCC5', 'ERCC1', 'FANCD2', 'BLM', 'ATM', 'APEX1', 'MNAT1', 'BRCA1', 'CDK2', 'PRKDC', 'KAT5', 'CDK4', 'TP53', 'ERCC2', 'KDM1A', 'CDK6', 'CCND1', 'RNF8']
560	GO:BP	GO:0010940	positive regulation of necrotic cell death	0.0219304101721265	True	"""Any process that increases the rate, frequency or extent of necrotic cell death. Necrotic cell death is a cell death process that is morphologically characterized by a gain in cell volume (oncosis), swelling of organelles, plasma membrane rupture and subsequent loss of intracellular contents."" [PMID:16507998]"	16	103	2	15719	0.0194174757281553	0.125	query_1	['GO:0010939', 'GO:0010942', 'GO:0070265']	['PARP1', 'TP53']
562	GO:BP	GO:0070482	response to oxygen levels	0.021960094043618	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus reflecting the presence, absence, or concentration of oxygen."" [GOC:BHF, GOC:mah]"	317	103	7	15719	0.0679611650485436	0.0220820189274447	query_1	['GO:0009628']	['BRIP1', 'AKT1', 'ERCC3', 'ATM', 'XRCC1', 'POLB', 'TP53']
563	GO:BP	GO:0097659	nucleic acid-templated transcription	0.021960094043618	True	"""The synthesis of an RNA transcript from a nucleic acid template (DNA or RNA)."" [GOC:pr, GOC:txnOH, GOC:vw]"	3266	103	33	15719	0.3203883495145631	0.0101041028781383	query_1	['GO:0010467', 'GO:0032774']	['RBBP8', 'BRIP1', 'AKT1', 'TP53BP1', 'CDK7', 'XRCC6', 'HLTF', 'PAXIP1', 'ERCC3', 'OGG1', 'BRCA2', 'PCNA', 'AR', 'CCNH', 'PARP1', 'XRCC5', 'ERCC1', 'FANCD2', 'BLM', 'ATM', 'APEX1', 'MNAT1', 'BRCA1', 'CDK2', 'PRKDC', 'KAT5', 'CDK4', 'TP53', 'ERCC2', 'KDM1A', 'CDK6', 'CCND1', 'RNF8']
564	GO:BP	GO:2001242	regulation of intrinsic apoptotic signaling pathway	0.0224616390203531	True	"""Any process that modulates the frequency, rate or extent of intrinsic apoptotic signaling pathway."" [GOC:mtg_apoptosis]"	168	103	5	15719	0.0485436893203883	0.0297619047619047	query_1	['GO:0097193', 'GO:1902531', 'GO:2001233']	['AKT1', 'PARP1', 'RAD9A', 'TP53', 'KDM1A']
565	GO:BP	GO:0045944	positive regulation of transcription by RNA polymerase II	0.0224616390203531	True	"""Any process that activates or increases the frequency, rate or extent of transcription from an RNA polymerase II promoter."" [GOC:go_curators, GOC:txnOH]"	1202	103	16	15719	0.1553398058252427	0.0133111480865224	query_1	['GO:0006357', 'GO:0006366', 'GO:0045893']	['AKT1', 'TP53BP1', 'CDK7', 'XRCC6', 'HLTF', 'PAXIP1', 'AR', 'PARP1', 'ERCC1', 'ATM', 'APEX1', 'BRCA1', 'PRKDC', 'KAT5', 'TP53', 'KDM1A']
566	GO:BP	GO:0051254	positive regulation of RNA metabolic process	0.0225312996293991	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving RNA."" [GOC:ai]"	1773	103	21	15719	0.203883495145631	0.0118443316412859	query_1	['GO:0010604', 'GO:0016070', 'GO:0045935', 'GO:0051252']	['AKT1', 'TP53BP1', 'CDK7', 'XRCC6', 'HLTF', 'PAXIP1', 'MLH1', 'BRCA2', 'AR', 'PARP1', 'ERCC1', 'BLM', 'ATM', 'APEX1', 'PRIM2', 'BRCA1', 'CDK2', 'PRKDC', 'KAT5', 'TP53', 'KDM1A']
567	GO:BP	GO:0007140	male meiotic nuclear division	0.0227768156464997	True	"""A cell cycle process by which the cell nucleus divides as part of a meiotic cell cycle in the male germline."" [GOC:dph, GOC:mah, GOC:vw]"	53	103	3	15719	0.029126213592233	0.0566037735849056	query_1	['GO:0022412', 'GO:0048232', 'GO:0140013']	['MLH1', 'BRCA2', 'ATM']
568	GO:BP	GO:0007283	spermatogenesis	0.0233188843515174	True	"""The developmental process by which male germ line stem cells self renew or give rise to successive cell types resulting in the development of a spermatozoa."" [GOC:jid, ISBN:9780878933846, PMID:28073824, PMID:30990821]"	588	103	10	15719	0.0970873786407767	0.0170068027210884	query_1	['GO:0003006', 'GO:0048232']	['BRIP1', 'WDR48', 'MLH1', 'H2AX', 'BRCA2', 'AR', 'ERCC1', 'KAT5', 'RNF8', 'MSH6']
202	REAC	REAC:R-HSA-9616222	Transcriptional regulation of granulopoiesis	0.0233903205124678	True	Transcriptional regulation of granulopoiesis	88	98	4	10022	0.0408163265306122	0.0454545454545454	query_1	['REAC:R-HSA-1266738']	['H2AX', 'CDKN1A', 'CDK2', 'CDK4']
569	GO:BP	GO:0002706	regulation of lymphocyte mediated immunity	0.0234189767095637	True	"""Any process that modulates the frequency, rate, or extent of lymphocyte mediated immunity."" [GOC:add]"	170	103	5	15719	0.0485436893203883	0.0294117647058823	query_1	['GO:0002449', 'GO:0002703']	['MSH2', 'TP53BP1', 'PAXIP1', 'APLF', 'MLH1']
570	GO:BP	GO:0002824	positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	0.0240417606226253	True	"""Any process that activates or increases the frequency, rate, or extent of an adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains. An example of this process is found in the Gnathostomata."" [GOC:add, GOC:mtg_sensu]"	107	103	4	15719	0.0388349514563106	0.0373831775700934	query_1	['GO:0002460', 'GO:0002821', 'GO:0002822']	['MSH2', 'TP53BP1', 'PAXIP1', 'MLH1']
