Mandibuloacral dysplasia with type B lipodystrophy	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
566	GO:BP	GO:2000179	positive regulation of neural precursor cell proliferation	0.0364477091462375	True	"""Any process that activates or increases the frequency, rate or extent of neural precursor cell proliferation."" [GOC:dph, GOC:yaf]"	55	101	3	17376	0.0297029702970297	0.0545454545454545	query_1	['GO:0008284', 'GO:0061351', 'GO:2000177']	['CDON', 'HIF1A', 'SHH']
567	REAC	REAC:R-HSA-2871837	FCERI mediated NF-kB activation	0.0375182774132317	True	FCERI mediated NF-kB activation	86	101	3	17376	0.0297029702970297	0.0348837209302325	query_1	['REAC:R-HSA-2454202']	['SKP1', 'UBE2D2', 'CUL1']
568	REAC	REAC:R-HSA-9616222	Transcriptional regulation of granulopoiesis	0.0375182774132317	True	Transcriptional regulation of granulopoiesis	86	101	3	17376	0.0297029702970297	0.0348837209302325	query_1	['REAC:R-HSA-1266738']	['RXRA', 'EP300', 'RARA']
569	GO:CC	GO:0005844	polysome	0.0378805553999239	True	"""A multiribosomal structure representing a linear array of ribosomes held together by messenger RNA. They represent the active complexes in cellular protein synthesis and are able to incorporate amino acids into polypeptides both in vivo and in vitro."" [ISBN:0198506732, NIF_Subcellular:sao1038025871]"	72	101	3	17376	0.0297029702970297	0.0416666666666666	query_1	['GO:1990904']	['NAA38', 'NAA30', 'NAA35']
570	GO:BP	GO:0015693	magnesium ion transport	0.0385267415745846	True	"""The directed movement of magnesium (Mg) ions into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]"	17	101	2	17376	0.0198019801980198	0.1176470588235294	query_1	['GO:0030001']	['MAGT1', 'TUSC3']
571	GO:BP	GO:1900034	regulation of cellular response to heat	0.0385267415745846	True	"""Any process that modulates the frequency, rate or extent of cellular response to heat."" [GOC:TermGenie, GOC:yaf]"	17	101	2	17376	0.0198019801980198	0.1176470588235294	query_1	['GO:0034605', 'GO:0080135']	['CREBBP', 'EP300']
572	GO:BP	GO:0060644	mammary gland epithelial cell differentiation	0.0385267415745846	True	"""The process in which a relatively unspecialized epithelial cell becomes a more specialized epithelial cell of the mammary gland."" [GOC:dph]"	17	101	2	17376	0.0198019801980198	0.1176470588235294	query_1	['GO:0030855', 'GO:0061180']	['PTCH1', 'HIF1A']
573	GO:BP	GO:0072074	kidney mesenchyme development	0.0385267415745846	True	"""The biological process whose specific outcome is the progression of a kidney mesenchyme from an initial condition to its mature state. This process begins with the formation of kidney mesenchyme and ends with the mature structure. Kidney mesenchyme is the tissue made up of loosely connected mesenchymal cells in the kidney."" [GOC:mtg_kidney_jan10]"	17	101	2	17376	0.0198019801980198	0.1176470588235294	query_1	['GO:0001822', 'GO:0060485']	['SHH', 'PKD2']
574	GO:BP	GO:0001658	branching involved in ureteric bud morphogenesis	0.0397061862011854	True	"""The process in which the branching structure of the ureteric bud is generated and organized. The ureteric bud is an epithelial tube that grows out from the metanephric duct. The bud elongates and branches to give rise to the ureter and kidney collecting tubules."" [GOC:dph, PMID:16916378]"	57	101	3	17376	0.0297029702970297	0.0526315789473684	query_1	['GO:0048754', 'GO:0060675']	['PTCH1', 'SHH', 'PKD2']
575	GO:BP	GO:0044772	mitotic cell cycle phase transition	0.0397837804683415	True	"""The cell cycle process by which a cell commits to entering the next mitotic cell cycle phase."" [GOC:mtg_cell_cycle]"	446	101	8	17376	0.0792079207920792	0.0179372197309417	query_1	['GO:0044770', 'GO:1903047']	['CUL3', 'CUL4B', 'DDB1', 'CUL5', 'CUL1', 'CUL2', 'PKD2', 'CUL4A']
576	REAC	REAC:R-HSA-167287	HIV elongation arrest and recovery	0.0398823361466736	True	HIV elongation arrest and recovery	32	101	2	17376	0.0198019801980198	0.0625	query_1	['REAC:R-HSA-167172']	['ELOB', 'ELOC']
577	REAC	REAC:R-HSA-167290	Pausing and recovery of HIV elongation	0.0398823361466736	True	Pausing and recovery of HIV elongation	32	101	2	17376	0.0198019801980198	0.0625	query_1	['REAC:R-HSA-167172']	['ELOB', 'ELOC']
578	GO:CC	GO:0005667	transcription regulator complex	0.0404338033776726	True	"""A protein complex that is capable of associating with DNA by direct binding, or via other DNA-binding proteins or complexes, and regulating transcription."" [GOC:jl]"	505	101	8	17376	0.0792079207920792	0.0158415841584158	query_1	['GO:0032991']	['RXRA', 'CREBBP', 'HIF1A', 'EPAS1', 'EP300', 'ARNT', 'AHR', 'RARA']
579	GO:BP	GO:0009889	regulation of biosynthetic process	0.0408135346678493	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of substances."" [GOC:go_curators]"	3823	101	34	17376	0.3366336633663366	0.0088935391054145	query_1	['GO:0009058', 'GO:0019222']	['CUL3', 'RXRA', 'PTCH1', 'IHH', 'SELENOS', 'CREBBP', 'PPARD', 'LMO7', 'DHH', 'CDON', 'HSP90AB1', 'VCP', 'ZMPSTE24', 'DDB1', 'CSDE1', 'EGLN1', 'VHL', 'HIF1A', 'EPAS1', 'ELOC', 'NEDD8', 'SHH', 'EP300', 'ARNT', 'AHR', 'CAND1', 'COPS5', 'PKHD1', 'ZFP14', 'RARA', 'HSPA8', 'FABP5', 'PKD2', 'CDX1']
580	REAC	REAC:R-HSA-168898	Toll-like Receptor Cascades	0.0420409573368479	True	Toll-like Receptor Cascades	165	101	4	17376	0.0396039603960396	0.0242424242424242	query_1	['REAC:R-HSA-168249']	['HSP90B1', 'SKP1', 'UBE2D2', 'CUL1']
581	REAC	REAC:R-HSA-212436	Generic Transcription Pathway	0.042066892812448	True	Generic Transcription Pathway	1151	101	13	17376	0.1287128712871287	0.0112945264986967	query_1	['REAC:R-HSA-73857']	['RXRA', 'IHH', 'DDB2', 'CREBBP', 'PPARD', 'ELOB', 'RBX1', 'SKP1', 'ELOC', 'EP300', 'ZFP14', 'RARA', 'CUL1']
582	GO:BP	GO:0060438	trachea development	0.0423117969090954	True	"""The process whose specific outcome is the progression of a trachea over time, from its formation to the mature structure. The trachea is the portion of the airway that attaches to the bronchi as it branches."" [GOC:dph]"	18	101	2	17376	0.0198019801980198	0.1111111111111111	query_1	['GO:0048513', 'GO:0060541']	['SHH', 'RARA']
583	GO:BP	GO:0042127	regulation of cell population proliferation	0.0423117969090954	True	"""Any process that modulates the frequency, rate or extent of cell proliferation."" [GOC:jl]"	1602	101	18	17376	0.1782178217821782	0.0112359550561797	query_1	['GO:0008283', 'GO:0050794']	['CUL3', 'EGLN3', 'PTCH1', 'IHH', 'PPARD', 'CDON', 'DERL2', 'ZMPSTE24', 'VHL', 'HIF1A', 'SHH', 'ARNT', 'AHR', 'SELENOK', 'PKHD1', 'RARA', 'PKD2', 'CUL4A']
584	GO:BP	GO:0034244	negative regulation of transcription elongation by RNA polymerase II	0.0423117969090954	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of transcription elongation, the extension of an RNA molecule after transcription initiation and promoter clearance by the addition of ribonucleotides, catalyzed by RNA polymerase II."" [GOC:mah, GOC:txnOH]"	18	101	2	17376	0.0198019801980198	0.1111111111111111	query_1	['GO:0006368', 'GO:0032785', 'GO:0034243']	['VHL', 'SHH']
585	GO:BP	GO:1901800	positive regulation of proteasomal protein catabolic process	0.0423117969090954	True	"""Any process that activates or increases the frequency, rate or extent of proteasomal protein catabolic process."" [GOC:BHF, GOC:rl, GOC:TermGenie, PMID:21669198]"	117	101	4	17376	0.0396039603960396	0.0341880341880341	query_1	['GO:0010498', 'GO:0045732', 'GO:0061136', 'GO:1903052']	['VCP', 'ELOB', 'ZYG11B', 'RBX1']
586	GO:BP	GO:0010876	lipid localization	0.0423117969090954	True	"""Any process in which a lipid is transported to, or maintained in, a specific location."" [GOC:BHF, GOC:dph, GOC:tb]"	452	101	8	17376	0.0792079207920792	0.0176991150442477	query_1	['GO:0033036']	['RXRA', 'PTCH1', 'PNPLA2', 'PPARD', 'PLEKHA3', 'SHH', 'FABP5', 'PLEKHA8']
587	GO:BP	GO:0050678	regulation of epithelial cell proliferation	0.042596365627719	True	"""Any process that modulates the frequency, rate or extent of epithelial cell proliferation."" [GOC:ai]"	358	101	7	17376	0.0693069306930693	0.0195530726256983	query_1	['GO:0042127', 'GO:0050673']	['PTCH1', 'IHH', 'PPARD', 'HIF1A', 'SHH', 'ARNT', 'PKHD1']
588	GO:BP	GO:0042733	embryonic digit morphogenesis	0.042596365627719	True	"""The process, occurring in the embryo, by which the anatomical structures of the digit are generated and organized. A digit is one of the terminal divisions of an appendage, such as a finger or toe."" [GOC:bf, GOC:jl, UBERON:0002544]"	59	101	3	17376	0.0297029702970297	0.0508474576271186	query_1	['GO:0030326', 'GO:0048598']	['IHH', 'CREBBP', 'SHH']
589	GO:CC	GO:0034774	secretory granule lumen	0.0428927456809528	True	"""The volume enclosed by the membrane of a secretory granule."" [GOC:rph]"	313	101	6	17376	0.0594059405940594	0.0191693290734824	query_1	['GO:0030141', 'GO:0060205']	['HSP90AB1', 'VCP', 'FAF2', 'CAND1', 'HSPA8', 'FABP5']
590	GO:BP	GO:0030326	embryonic limb morphogenesis	0.0430347012045752	True	"""The process, occurring in the embryo, by which the anatomical structures of the limb are generated and organized. A limb is an appendage of an animal used for locomotion or grasping."" [GOC:bf, GOC:jl, ISBN:0395825172]"	118	101	4	17376	0.0396039603960396	0.0338983050847457	query_1	['GO:0035108', 'GO:0035113']	['PTCH1', 'IHH', 'CREBBP', 'SHH']
591	GO:BP	GO:0035113	embryonic appendage morphogenesis	0.0430347012045752	True	"""The process, occurring in the embryo, by which the anatomical structures of the appendage are generated and organized. An appendage is an organ or part that is attached to the trunk of an organism, such as a limb or a branch."" [ISBN:0582227089]"	118	101	4	17376	0.0396039603960396	0.0338983050847457	query_1	['GO:0035107', 'GO:0048598']	['PTCH1', 'IHH', 'CREBBP', 'SHH']
592	REAC	REAC:R-HSA-69052	Switching of origins to a post-replicative state	0.0436009733564291	True	Switching of origins to a post-replicative state	92	101	3	17376	0.0297029702970297	0.0326086956521739	query_1	['REAC:R-HSA-69239']	['RBX1', 'SKP1', 'CUL1']
593	GO:BP	GO:0042728	flavin-containing compound catabolic process	0.04362505400842	True	"""The chemical reactions and pathways resulting in the breakdown of a flavin, any derivative of the dimethylisoalloxazine (7,8-dimethylbenzo[g]pteridine-2,4(3H,10H)-dione) skeleton, with a substituent on the 10 position."" [GOC:jl, GOC:mah]"	1	101	1	17376	0.0099009900990099	1.0	query_1	['GO:0042726', 'GO:0044270', 'GO:0046700', 'GO:1901361', 'GO:1901565']	['VCP']
594	GO:BP	GO:0072214	metanephric cortex development	0.04362505400842	True	"""The process whose specific outcome is the progression of the metanephric cortex over time, from its formation to the mature structure. The metanephric cortex is the outer region of the metanephros."" [GOC:mtg_kidney_jan10]"	1	101	1	17376	0.0099009900990099	1.0	query_1	['GO:0001656', 'GO:0060485', 'GO:0072055']	['PKD2']
595	GO:BP	GO:2000063	positive regulation of ureter smooth muscle cell differentiation	0.04362505400842	True	"""Any process that activates or increases the frequency, rate or extent of ureter smooth muscle cell differentiation."" [GOC:mtg_kidney_jan10, GOC:obol, GOC:yaf]"	1	101	1	17376	0.0099009900990099	1.0	query_1	['GO:0051152', 'GO:0051240', 'GO:0072193', 'GO:2000061']	['SHH']
596	GO:BP	GO:2000062	negative regulation of ureter smooth muscle cell differentiation	0.04362505400842	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of ureter smooth muscle cell differentiation."" [GOC:mtg_kidney_jan10, GOC:obol, GOC:yaf]"	1	101	1	17376	0.0099009900990099	1.0	query_1	['GO:0051151', 'GO:0051241', 'GO:0072193', 'GO:2000061']	['SHH']
597	GO:BP	GO:0036498	IRE1-mediated unfolded protein response	0.04362505400842	True	"""The series of molecular signals mediated by the endoplasmic reticulum stress sensor IRE1 (Inositol-requiring transmembrane kinase/endonuclease). Begins with activation of IRE1 in response to endoplasmic reticulum (ER) stress, and ends with regulation of a downstream cellular process, e.g. transcription. One target of activated IRE1 is the transcription factor HAC1 in yeast, or XBP1 in mammals; IRE1 cleaves an intron of a mRNA coding for HAC1/XBP1 to generate an activated HAC1/XBP1 transcription factor, which controls the up regulation of UPR-related genes. At least in mammals, IRE1 can also signal through additional intracellular pathways including JNK and NF-kappaB."" [GOC:bf, GOC:PARL, PMID:22013210]"	20	101	2	17376	0.0198019801980198	0.1	query_1	['GO:0030968']	['DNAJC10', 'COPS5']
598	GO:BP	GO:0036268	swimming	0.04362505400842	True	"""Self-propelled movement of an organism from one location to another through water, often by means of active fin movement."" [GOC:cvs, PMID:22459995]"	1	101	1	17376	0.0099009900990099	1.0	query_1	['GO:0040011']	['EP300']
599	GO:BP	GO:0014856	skeletal muscle cell proliferation	0.04362505400842	True	"""The multiplication or reproduction of skeletal muscle cells, resulting in the expansion of a cell population."" [CL:0000188, GOC:ef, GOC:mtg_muscle]"	20	101	2	17376	0.0198019801980198	0.1	query_1	['GO:0014855']	['PPARD', 'SHH']
600	GO:BP	GO:2000357	negative regulation of kidney smooth muscle cell differentiation	0.04362505400842	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of kidney smooth muscle cell differentiation."" [GOC:obol]"	1	101	1	17376	0.0099009900990099	1.0	query_1	['GO:0051151', 'GO:0072195', 'GO:2000356']	['SHH']
601	GO:BP	GO:0006414	translational elongation	0.04362505400842	True	"""The successive addition of amino acid residues to a nascent polypeptide chain during protein biosynthesis."" [GOC:ems]"	63	101	3	17376	0.0297029702970297	0.0476190476190476	query_1	['GO:0006412', 'GO:0009059']	['ELOB', 'ELOC', 'RPLP2']
602	GO:BP	GO:2000356	regulation of kidney smooth muscle cell differentiation	0.04362505400842	True	"""Any process that modulates the frequency, rate or extent of kidney smooth muscle cell differentiation."" [GOC:obol]"	1	101	1	17376	0.0099009900990099	1.0	query_1	['GO:0051150', 'GO:0072195']	['SHH']
603	GO:BP	GO:0042706	eye photoreceptor cell fate commitment	0.04362505400842	True	"""The process in which the developmental fate of a cell becomes restricted such that it will develop into an eye photoreceptor cell. A photoreceptor cell is a cell that responds to incident electromagnetic radiation. Different classes of photoreceptor have different spectral sensitivities and express different photosensitive pigments."" [GOC:mtg_sensu]"	1	101	1	17376	0.0099009900990099	1.0	query_1	['GO:0001754', 'GO:0046552']	['IHH']
604	GO:BP	GO:0033189	response to vitamin A	0.04362505400842	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a vitamin A stimulus."" [GOC:sl]"	19	101	2	17376	0.0198019801980198	0.1052631578947368	query_1	['GO:0033273', 'GO:0033993']	['PPARD', 'RARA']
605	GO:BP	GO:0007368	determination of left/right symmetry	0.04362505400842	True	"""The establishment of an organism's body plan or part of an organism with respect to the left and right halves. The pattern can either be symmetric, such that the halves are mirror images, or asymmetric where the pattern deviates from this symmetry."" [GOC:dph, GOC:jid]"	123	101	4	17376	0.0396039603960396	0.032520325203252	query_1	['GO:0009855', 'GO:0060972']	['IHH', 'HIF1A', 'SHH', 'PKD2']
606	GO:BP	GO:0030704	vitelline membrane formation	0.04362505400842	True	"""Construction of the vitelline membrane portion of the egg shell, a rigid structure required to maintain the shape of the egg."" [ISBN:0879694238]"	1	101	1	17376	0.0099009900990099	1.0	query_1	['GO:0003006', 'GO:0010927', 'GO:0035803', 'GO:0085029']	['IHH']
607	GO:BP	GO:1990840	response to lectin	0.04362505400842	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a lectin stimulus. A lectin is a carbohydrate-binding protein, highly specific for binding sugar moieties."" [PMID:25996210, PMID:26306444]"	20	101	2	17376	0.0198019801980198	0.1	query_1	['GO:0009607']	['CREBBP', 'EP300']
608	GO:BP	GO:1990858	cellular response to lectin	0.04362505400842	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a lectin stimulus. A lectin is a carbohydrate-binding protein, highly specific for binding sugar moieties."" [PMID:25996210, PMID:26306444]"	20	101	2	17376	0.0198019801980198	0.1	query_1	['GO:1990840']	['CREBBP', 'EP300']
609	GO:BP	GO:1902236	negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway	0.04362505400842	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of an endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway."" [GOC:BHF, GOC:mtg_apoptosis, GOC:rl, GOC:TermGenie, PMID:20160352]"	20	101	2	17376	0.0198019801980198	0.1	query_1	['GO:0070059', 'GO:1902235', 'GO:1903573', 'GO:2001243']	['SELENOS', 'SYVN1']
610	GO:BP	GO:1990386	mitotic cleavage furrow ingression	0.04362505400842	True	"""Advancement of the mitotic cleavage furrow from the outside of the cell inward towards the center of the cell. The cleavage furrow acts as a 'purse string' which draws tight to separate daughter cells during mitotic cytokinesis and partition the cytoplasm between the two daughter cells. The furrow ingresses until a cytoplasmic bridge is formed."" [GOC:kmv, PMID:12707312]"	1	101	1	17376	0.0099009900990099	1.0	query_1	['GO:0036090', 'GO:1902410']	['ARF1']
611	GO:BP	GO:2000061	regulation of ureter smooth muscle cell differentiation	0.04362505400842	True	"""Any process that modulates the frequency, rate or extent of ureter smooth muscle cell differentiation."" [GOC:mtg_kidney_jan10, GOC:obol, GOC:yaf]"	1	101	1	17376	0.0099009900990099	1.0	query_1	['GO:0048634', 'GO:0051150', 'GO:0072193']	['SHH']
612	GO:BP	GO:1903007	positive regulation of Lys63-specific deubiquitinase activity	0.04362505400842	True	"""Any process that activates or increases the frequency, rate or extent of Lys63-specific deubiquitinase activity."" [GO_REF:0000059, GOC:bf, GOC:PARL, GOC:TermGenie, PMID:22970133]"	1	101	1	17376	0.0099009900990099	1.0	query_1	['GO:0010952', 'GO:1903006']	['VCP']
613	GO:BP	GO:0031398	positive regulation of protein ubiquitination	0.04362505400842	True	"""Any process that activates or increases the frequency, rate or extent of the addition of ubiquitin groups to a protein."" [GOC:mah]"	119	101	4	17376	0.0396039603960396	0.0336134453781512	query_1	['GO:0016567', 'GO:0031396', 'GO:1903322']	['CUL3', 'DERL1', 'RBX1', 'SKP1']
614	GO:BP	GO:1904764	chaperone-mediated autophagy translocation complex disassembly	0.04362505400842	True	"""The disaggregation of a chaperone-mediated autophagy translocation complex into its constituent components."" [GO_REF:0000079, GOC:pad, GOC:PARL, GOC:TermGenie, PMID:18644871]"	1	101	1	17376	0.0099009900990099	1.0	query_1	['GO:0032984']	['HSPA8']
615	GO:BP	GO:0032355	response to estradiol	0.04362505400842	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of stimulus by estradiol, a C18 steroid hormone hydroxylated at C3 and C17 that acts as a potent estrogen."" [GOC:mah, ISBN:0911910123]"	121	101	4	17376	0.0396039603960396	0.0330578512396694	query_1	['GO:0014070', 'GO:0033993', 'GO:1901700']	['PTCH1', 'IHH', 'DHH', 'RARA']
616	GO:BP	GO:0032371	regulation of sterol transport	0.04362505400842	True	"""Any process that modulates the frequency, rate or extent of the directed movement of sterols into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:mah]"	62	101	3	17376	0.0297029702970297	0.0483870967741935	query_1	['GO:0015918', 'GO:0032368']	['RXRA', 'PTCH1', 'SHH']
617	GO:BP	GO:0032374	regulation of cholesterol transport	0.04362505400842	True	"""Any process that modulates the frequency, rate or extent of the directed movement of cholesterol into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:mah]"	62	101	3	17376	0.0297029702970297	0.0483870967741935	query_1	['GO:0030301', 'GO:0032371']	['RXRA', 'PTCH1', 'SHH']
618	GO:BP	GO:0032879	regulation of localization	0.04362505400842	True	"""Any process that modulates the frequency, rate or extent of any process in which a cell, a substance, or a cellular entity is transported to, or maintained in, a specific location."" [GOC:mah]"	2020	101	21	17376	0.2079207920792079	0.0103960396039603	query_1	['GO:0050789', 'GO:0051179']	['RXRA', 'PTCH1', 'PNPLA2', 'SELENOS', 'PPARD', 'ARF1', 'DERL2', 'HSP90AB1', 'VCP', 'TAMALIN', 'OS9', 'UBE2J1', 'HIF1A', 'GBF1', 'SHH', 'ERLEC1', 'SELENOK', 'HSPA8', 'FAM3D', 'FABP5', 'PKD2']
619	GO:BP	GO:1903420	protein localization to endoplasmic reticulum tubular network	0.04362505400842	True	"""A process in which a protein is transported to, or maintained in, a location within an endoplasmic reticulum tubular network."" [GO_REF:0000087, GOC:TermGenie, PMID:25103238]"	1	101	1	17376	0.0099009900990099	1.0	query_1	['GO:0070972']	['GBF1']
620	GO:BP	GO:1905327	tracheoesophageal septum formation	0.04362505400842	True	"""The process that gives rise to the tracheoesophageal septum. This process pertains to the initial formation of a structure from unspecified parts."" [GO_REF:0000081, GOC:TermGenie, PMID:9731532]"	1	101	1	17376	0.0099009900990099	1.0	query_1	['GO:0048646']	['SHH']
621	GO:BP	GO:1990832	slow axonal transport	0.04362505400842	True	"""The directed slow movement of non-membranous molecules in nerve cell axons. It is comprised of a Slow Component a (SCa) and a Slow Component b (SCb) which differ in transport rates and protein composition."" [PMID:6378920]"	1	101	1	17376	0.0099009900990099	1.0	query_1	['GO:0008088']	['HSPA8']
622	GO:BP	GO:0072208	metanephric smooth muscle tissue development	0.04362505400842	True	"""The process whose specific outcome is the progression of smooth muscle in the metanephros over time, from its formation to the mature structure."" [GOC:mtg_kidney_jan10]"	1	101	1	17376	0.0099009900990099	1.0	query_1	['GO:0001656', 'GO:0072194']	['PKD2']
623	GO:BP	GO:0003417	growth plate cartilage development	0.04362505400842	True	"""The process whose specific outcome is the progression of the cartilage that will provide a scaffold for mineralization of endochondral bones as they elongate or grow."" [GOC:ascb_2009, GOC:dph, GOC:tb]"	20	101	2	17376	0.0198019801980198	0.1	query_1	['GO:0003416', 'GO:0060351', 'GO:0061448']	['ZMPSTE24', 'RARA']
624	GO:BP	GO:0072389	flavin adenine dinucleotide catabolic process	0.04362505400842	True	"""The chemical reactions and pathways resulting in the breakdown of flavin adenine dinucleotide, which acts as a coenzyme or prosthetic group of various flavoprotein oxidoreductase enzymes."" [GOC:mah]"	1	101	1	17376	0.0099009900990099	1.0	query_1	['GO:0009166', 'GO:0042728', 'GO:0072387']	['VCP']
625	GO:BP	GO:0060220	camera-type eye photoreceptor cell fate commitment	0.04362505400842	True	"""The process in which the developmental fate of a cell becomes restricted such that it will develop into a photoreceptor cell in a camera-type eye."" [GOC:dph]"	1	101	1	17376	0.0099009900990099	1.0	query_1	['GO:0042706', 'GO:0060219']	['IHH']
626	GO:BP	GO:0072219	metanephric cortical collecting duct development	0.04362505400842	True	"""The process whose specific outcome is the progression of the metanephric cortical collecting duct over time, from its formation to the mature structure. The metanephric cortical collecting duct is the portion of the metanephric collecting duct that resides in the renal cortex."" [GOC:mtg_kidney_jan10]"	1	101	1	17376	0.0099009900990099	1.0	query_1	['GO:0072059']	['PKD2']
627	GO:BP	GO:0043979	histone H2B-K5 acetylation	0.04362505400842	True	"""The modification of histone H2B by the addition of an acetyl group to a lysine residue at position 5 of the histone."" [GOC:jl]"	1	101	1	17376	0.0099009900990099	1.0	query_1	['GO:0043969']	['ZMPSTE24']
628	GO:BP	GO:0060350	endochondral bone morphogenesis	0.04362505400842	True	"""The process in which bones are generated and organized as a result of the conversion of initial cartilaginous anlage into bone."" [GOC:dph, PMID:11680679]"	61	101	3	17376	0.0297029702970297	0.0491803278688524	query_1	['GO:0060349']	['IHH', 'ZMPSTE24', 'RARA']
629	GO:BP	GO:0060458	right lung development	0.04362505400842	True	"""The biological process whose specific outcome is the progression of a right lung from an initial condition to its mature state. This process begins with the formation of the right lung and ends with the mature structure. The right lung is the lung which is on the right side of the anterior posterior axis looking from a dorsal to ventral aspect."" [GOC:dph, GOC:mtg_lung]"	1	101	1	17376	0.0099009900990099	1.0	query_1	['GO:0030324']	['SHH']
630	GO:BP	GO:0060675	ureteric bud morphogenesis	0.04362505400842	True	"""The process in which the ureteric bud is generated and organized."" [GOC:dph, GOC:mtg_kidney_jan10]"	63	101	3	17376	0.0297029702970297	0.0476190476190476	query_1	['GO:0001657', 'GO:0072171']	['PTCH1', 'SHH', 'PKD2']
631	GO:BP	GO:0060781	mesenchymal cell proliferation involved in prostate gland development	0.04362505400842	True	"""The multiplication or reproduction of mesenchymal cells, resulting in the expansion of a cell population that contributes to the progression of the prostate gland over time."" [GOC:dph, PMID:12221011]"	1	101	1	17376	0.0099009900990099	1.0	query_1	['GO:0010463', 'GO:0022414', 'GO:0030850']	['SHH']
632	GO:BP	GO:0060782	regulation of mesenchymal cell proliferation involved in prostate gland development	0.04362505400842	True	"""Any process that modulates the frequency, rate or extent of mesenchymal cell proliferation that contributes to the progression of the prostate gland over time. A mesenchymal cell is a cell that normally gives rise to other cells that are organized as three-dimensional masses, rather than sheets."" [GOC:dph, PMID:12221011]"	1	101	1	17376	0.0099009900990099	1.0	query_1	['GO:0010464', 'GO:0060781', 'GO:2000241']	['SHH']
633	GO:BP	GO:0060783	mesenchymal smoothened signaling pathway involved in prostate gland development	0.04362505400842	True	"""The series of molecular signals generated as a consequence of activation of the transmembrane Smoothened-type protein in the mesenchymal cells of the prostate that contribute to the progression of the prostate over time. This process contributes to lung development."" [PMID:12221011]"	1	101	1	17376	0.0099009900990099	1.0	query_1	['GO:0007224', 'GO:0022414', 'GO:0060738', 'GO:1905114']	['SHH']
634	GO:BP	GO:0061189	positive regulation of sclerotome development	0.04362505400842	True	"""Any process that increases the rate, frequency, or extent of the progression of the sclerotome over time, from its initial formation to the mature structure. The sclerotome is the portion of the somite that will give rise to a vertebra."" [GOC:BHF, GOC:dph]"	1	101	1	17376	0.0099009900990099	1.0	query_1	['GO:0051094', 'GO:0061056', 'GO:0061190']	['SHH']
635	GO:BP	GO:0061190	regulation of sclerotome development	0.04362505400842	True	"""Any process that modulates the rate, frequency, or extent of the progression of the sclerotome over time, from its initial formation to the mature structure. The sclerotome is the portion of the somite that will give rise to a vertebra."" [GOC:dph]"	1	101	1	17376	0.0099009900990099	1.0	query_1	['GO:0050793', 'GO:0061056']	['SHH']
636	GO:BP	GO:0061921	peptidyl-lysine propionylation	0.04362505400842	True	"""The propionylation of peptidyl-lysine."" [PMID:17267393]"	1	101	1	17376	0.0099009900990099	1.0	query_1	['GO:0043543']	['EP300']
637	GO:BP	GO:0061951	establishment of protein localization to plasma membrane	0.04362505400842	True	"""The directed movement of a protein to a specific location in a plasma membrane."" [GOC:dph, GOC:vw]"	62	101	3	17376	0.0297029702970297	0.0483870967741935	query_1	['GO:0072659', 'GO:0090150']	['TAMALIN', 'ARFRP1', 'SYS1']
638	GO:BP	GO:0072055	renal cortex development	0.04362505400842	True	"""The process whose specific outcome is the progression of the renal cortex over time, from its formation to the mature structure. The renal cortex is the outer region of the kidney."" [GOC:mtg_kidney_jan10]"	1	101	1	17376	0.0099009900990099	1.0	query_1	['GO:0001822', 'GO:0048856']	['PKD2']
639	GO:BP	GO:0072059	cortical collecting duct development	0.04362505400842	True	"""The process whose specific outcome is the progression of the cortical collecting duct over time, from its formation to the mature structure. The cortical collecting duct is the portion of the collecting duct that resides in the renal cortex."" [GOC:mtg_kidney_jan10]"	1	101	1	17376	0.0099009900990099	1.0	query_1	['GO:0048856']	['PKD2']
640	GO:BP	GO:0072111	cell proliferation involved in kidney development	0.04362505400842	True	"""The multiplication or reproduction of cells, resulting in the expansion of the population in the kidney."" [GOC:mtg_kidney_jan10]"	20	101	2	17376	0.0198019801980198	0.1	query_1	['GO:0001822', 'GO:0008283']	['PTCH1', 'SHH']
