Peripheral demyelinating neuropathy-central dysmyelinating leukodystrophy-Waardenburg syndrome-Hirschsprung disease	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
1774	GO:BP	GO:0090130	tissue migration	0.0229054851820581	True	"""The process in which the population of cells that make up a tissue undergo directed movement."" [GOC:ascb_2009, GOC:dph, GOC:tb]"	301	101	6	17376	0.0594059405940594	0.0199335548172757	query_1	['GO:0032501']	['AKT1', 'AMOT', 'SNAI1', 'SMAD4', 'NOTCH1', 'SP1']
1775	GO:BP	GO:0000398	mRNA splicing, via spliceosome	0.0229054851820581	True	"""The joining together of exons from one or more primary transcripts of messenger RNA (mRNA) and the excision of intron sequences, via a spliceosomal mechanism, so that mRNA consisting only of the joined exons is produced."" [GOC:krc, ISBN:0198506732, ISBN:0879695897]"	301	101	6	17376	0.0594059405940594	0.0199335548172757	query_1	['GO:0000377', 'GO:0006397']	['REST', 'WDR77', 'PRMT5', 'SNW1', 'CLNS1A', 'KDM1A']
1776	GO:BP	GO:0000377	RNA splicing, via transesterification reactions with bulged adenosine as nucleophile	0.0229054851820581	True	"""Splicing of RNA via a series of two transesterification reactions with a bulged adenosine residue from the intron branch point as the initiating nucleophile. When the initial RNA for the splicing reaction is a single molecule (cis splicing), the excised intron is released in a lariat structure."" [GOC:krc, PMID:11377794]"	301	101	6	17376	0.0594059405940594	0.0199335548172757	query_1	['GO:0000375']	['REST', 'WDR77', 'PRMT5', 'SNW1', 'CLNS1A', 'KDM1A']
1777	GO:BP	GO:0030177	positive regulation of Wnt signaling pathway	0.0232359041142801	True	"""Any process that activates or increases the frequency, rate or extent of Wnt signal transduction."" [GOC:dph, GOC:go_curators, GOC:tb]"	137	101	4	17376	0.0396039603960396	0.0291970802919708	query_1	['GO:0009967', 'GO:0016055', 'GO:0030111']	['SMARCA4', 'RBPJ', 'SMAD3', 'YAP1']
1778	GO:CC	GO:0035097	histone methyltransferase complex	0.0233035424267369	True	"""A multimeric complex that is able to catalyze the addition of methyl groups to histone proteins."" [GOC:bf]"	71	101	3	17376	0.0297029702970297	0.0422535211267605	query_1	['GO:0005654', 'GO:0034708', 'GO:0140513']	['E2F6', 'PRMT5', 'HDAC2']
1779	REAC	REAC:R-HSA-1251985	Nuclear signaling by ERBB4	0.0233934448377205	True	Nuclear signaling by ERBB4	30	101	2	17376	0.0198019801980198	0.0666666666666666	query_1	['REAC:R-HSA-1236394']	['ESR1', 'YAP1']
1780	GO:BP	GO:0010894	negative regulation of steroid biosynthetic process	0.0234286821635131	True	"""Any process that decreases the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of steroids, compounds with a 1,2,cyclopentanoperhydrophenanthrene nucleus."" [GOC:BHF, GOC:tb]"	24	101	2	17376	0.0198019801980198	0.0833333333333333	query_1	['GO:0006694', 'GO:0045939', 'GO:0050810', 'GO:0051055']	['REST', 'SNAI1']
1781	GO:BP	GO:0048332	mesoderm morphogenesis	0.0234286821635131	True	"""The process in which the anatomical structures of the mesoderm are generated and organized."" [GOC:go_curators]"	72	101	3	17376	0.0297029702970297	0.0416666666666666	query_1	['GO:0007498', 'GO:0048729']	['SNAI1', 'SMAD2', 'SMAD3']
1782	GO:BP	GO:0062009	secondary palate development	0.0234286821635131	True	"""The biological process whose specific outcome is the progression of the secondary palate from an initial condition to its mature state. This process begins with the formation of the structure and ends with the mature structure. The secondary palate is the part of the palate formed from the fusion of the two palatine shelves, extensions of the maxillary prominences."" [PMID:28784960]"	24	101	2	17376	0.0198019801980198	0.0833333333333333	query_1	['GO:0060021']	['SMAD2', 'SMAD4']
1783	GO:BP	GO:0045861	negative regulation of proteolysis	0.0234286821635131	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the hydrolysis of a peptide bond or bonds within a protein."" [GOC:go_curators]"	303	101	6	17376	0.0594059405940594	0.0198019801980198	query_1	['GO:0006508', 'GO:0030162', 'GO:0051248']	['AKT1', 'CDK5', 'CDKN2D', 'CDKN2A', 'TP53', 'SMARCC1']
1784	GO:BP	GO:0036119	response to platelet-derived growth factor	0.0234286821635131	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a platelet-derived growth factor stimulus."" [GOC:yaf]"	24	101	2	17376	0.0198019801980198	0.0833333333333333	query_1	['GO:0070848']	['HDAC1', 'CCNA2']
1785	GO:BP	GO:0097194	execution phase of apoptosis	0.0234286821635131	True	"""A stage of the apoptotic process that starts with the controlled breakdown of the cell through the action of effector caspases or other effector molecules (e.g. cathepsins, calpains etc.). Key steps of the execution phase are rounding-up of the cell, retraction of pseudopodes, reduction of cellular volume (pyknosis), chromatin condensation, nuclear fragmentation (karyorrhexis), plasma membrane blebbing and fragmentation of the cell into apoptotic bodies. When the execution phase is completed, the cell has died."" [GOC:mtg_apoptosis, PMID:21760595]"	72	101	3	17376	0.0297029702970297	0.0416666666666666	query_1	['GO:0006915', 'GO:0009987']	['AKT1', 'CDKN2A', 'TP53']
1786	GO:BP	GO:1903306	negative regulation of regulated secretory pathway	0.0234286821635131	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of regulated secretory pathway."" [GO_REF:0000058, GOC:pad, GOC:PARL, GOC:TermGenie, PMID:12526776]"	24	101	2	17376	0.0198019801980198	0.0833333333333333	query_1	['GO:0045055', 'GO:0045920', 'GO:1903305']	['REST', 'NOTCH1']
1787	GO:BP	GO:2000773	negative regulation of cellular senescence	0.0234286821635131	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of cellular senescence."" [GOC:BHF]"	24	101	2	17376	0.0198019801980198	0.0833333333333333	query_1	['GO:0031324', 'GO:0090398', 'GO:2000772']	['RBL1', 'CDK6']
1788	GO:BP	GO:0060065	uterus development	0.0234286821635131	True	"""The reproductive developmental process whose specific outcome is the progression of the uterus over time, from its formation to the mature structure."" [GOC:dph, GOC:ebc]"	24	101	2	17376	0.0198019801980198	0.0833333333333333	query_1	['GO:0048513', 'GO:0048608']	['SMAD4', 'ESR1']
1789	GO:BP	GO:0120036	plasma membrane bounded cell projection organization	0.0234286821635131	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a plasma membrane bounded prolongation or process extending from a cell, e.g. a cilium or axon."" [GOC:krc]"	1435	101	16	17376	0.1584158415841584	0.0111498257839721	query_1	['GO:0030030']	['AKT1', 'CDK5', 'E2F4', 'CTNNB1', 'RB1', 'SIN3A', 'EGR2', 'WWTR1', 'SMAD4', 'NOTCH1', 'EP300', 'NOTCH2', 'POU3F2', 'HDAC2', 'YAP1', 'KDM1A']
1790	GO:BP	GO:0000375	RNA splicing, via transesterification reactions	0.0241383239217696	True	"""Splicing of RNA via a series of two transesterification reactions."" [GOC:krc]"	305	101	6	17376	0.0594059405940594	0.0196721311475409	query_1	['GO:0008380']	['REST', 'WDR77', 'PRMT5', 'SNW1', 'CLNS1A', 'KDM1A']
1791	GO:BP	GO:0021536	diencephalon development	0.0242895795277065	True	"""The process whose specific outcome is the progression of the diencephalon over time, from its formation to the mature structure. The diencephalon is the paired caudal parts of the prosencephalon from which the thalamus, hypothalamus, epithalamus and subthalamus are derived; these regions regulate autonomic, visceral and endocrine function, and process information directed to the cerebral cortex."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid, ISBN:0838580343]"	73	101	3	17376	0.0297029702970297	0.0410958904109589	query_1	['GO:0030900', 'GO:0048856']	['CTNNB1', 'RBPJ', 'POU3F2']
1792	GO:BP	GO:0032434	regulation of proteasomal ubiquitin-dependent protein catabolic process	0.024788762984283	True	"""Any process that modulates the frequency, rate or extent of the breakdown of a protein or peptide by hydrolysis of its peptide bonds, initiated by the covalent attachment of ubiquitin, and mediated by the proteasome."" [GOC:mah]"	140	101	4	17376	0.0396039603960396	0.0285714285714285	query_1	['GO:0043161', 'GO:0061136', 'GO:2000058']	['AKT1', 'RBX1', 'CDK2', 'SMARCC1']
1793	GO:BP	GO:0007160	cell-matrix adhesion	0.0248574885188752	True	"""The binding of a cell to the extracellular matrix via adhesion molecules."" [GOC:hb]"	219	101	5	17376	0.0495049504950495	0.0228310502283105	query_1	['GO:0031589']	['CDK5', 'CTNNB1', 'CDKN2A', 'SMAD3', 'CDK6']
1794	GO:BP	GO:0021854	hypothalamus development	0.0251057667638947	True	"""The progression of the hypothalamus region of the forebrain, from its initial formation to its mature state."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid]"	25	101	2	17376	0.0198019801980198	0.08	query_1	['GO:0021536', 'GO:0021761', 'GO:0048856']	['CTNNB1', 'POU3F2']
1795	GO:BP	GO:0032967	positive regulation of collagen biosynthetic process	0.0251057667638947	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of collagen, any of a group of fibrous proteins of very high tensile strength that form the main component of connective tissue in animals."" [GOC:mah]"	25	101	2	17376	0.0198019801980198	0.08	query_1	['GO:0009891', 'GO:0010714', 'GO:0032964', 'GO:0032965']	['RUNX1', 'HDAC2']
1796	GO:BP	GO:1905207	regulation of cardiocyte differentiation	0.0251057667638947	True	"""Any process that modulates the frequency, rate or extent of cardiocyte differentiation."" [GO_REF:0000058, GOC:bc, GOC:BHF, GOC:BHF_miRNA, GOC:TermGenie, PMID:23069713]"	25	101	2	17376	0.0198019801980198	0.08	query_1	['GO:0035051', 'GO:0045595']	['TBX5', 'SMAD4']
1797	GO:BP	GO:0006346	DNA methylation-dependent heterochromatin formation	0.0251057667638947	True	"""Repression of transcription by methylation of DNA, leading to the formation of heterochromatin."" [GOC:mah]"	25	101	2	17376	0.0198019801980198	0.08	query_1	['GO:0140718']	['HDAC1', 'KDM1A']
1798	GO:BP	GO:0045913	positive regulation of carbohydrate metabolic process	0.0251057667638947	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving carbohydrate."" [GOC:go_curators]"	74	101	3	17376	0.0297029702970297	0.0405405405405405	query_1	['GO:0005975', 'GO:0006109', 'GO:0009893']	['AKT1', 'KAT2B', 'FOXO1']
1799	GO:BP	GO:0120255	olefinic compound biosynthetic process	0.0251057667638947	True	"""The chemical reactions and pathways resulting in the formation of an olefinic compound, any compound which contains a carbon-carbon double bond (aka C=C)."" [GOC:krc]"	25	101	2	17376	0.0198019801980198	0.08	query_1	['GO:0120254', 'GO:1901576']	['REST', 'EGR1']
1800	GO:BP	GO:0046885	regulation of hormone biosynthetic process	0.0251057667638947	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of hormones."" [GOC:ai]"	25	101	2	17376	0.0198019801980198	0.08	query_1	['GO:0031326', 'GO:0032350', 'GO:0042446']	['REST', 'EGR1']
1801	GO:BP	GO:0060740	prostate gland epithelium morphogenesis	0.0251057667638947	True	"""The process in which the anatomical structures of epithelia of the prostate gland are generated and organized. An epithelium consists of closely packed cells arranged in one or more layers, that covers the outer surfaces of the body or lines any internal cavity or tube."" [GOC:dph]"	25	101	2	17376	0.0198019801980198	0.08	query_1	['GO:0002009', 'GO:0003006', 'GO:0060512']	['NOTCH1', 'ESR1']
1802	GO:BP	GO:0019318	hexose metabolic process	0.0251520104171005	True	"""The chemical reactions and pathways involving a hexose, any monosaccharide with a chain of six carbon atoms in the molecule."" [ISBN:0198506732]"	220	101	5	17376	0.0495049504950495	0.0227272727272727	query_1	['GO:0005996']	['AKT1', 'EP300', 'KAT2B', 'FOXO1', 'TP53']
1803	GO:BP	GO:0120161	regulation of cold-induced thermogenesis	0.0251753347582394	True	"""Any process that modulates the frequency, rate or extent of cold-induced thermogenesis."" [PMID:27876809]"	141	101	4	17376	0.0396039603960396	0.0283687943262411	query_1	['GO:0019222', 'GO:0051239', 'GO:0106106']	['RB1', 'NOTCH1', 'RBPJ', 'KDM1A']
1804	GO:BP	GO:0071322	cellular response to carbohydrate stimulus	0.0251753347582394	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a carbohydrate stimulus."" [GOC:mah]"	141	101	4	17376	0.0396039603960396	0.0283687943262411	query_1	['GO:0009743', 'GO:0071310', 'GO:1901701']	['SMARCA4', 'SIN3A', 'SMARCB1', 'SMAD4']
1805	REAC	REAC:R-HSA-5250924	B-WICH complex positively regulates rRNA expression	0.0253097063851748	True	B-WICH complex positively regulates rRNA expression	87	101	3	17376	0.0297029702970297	0.0344827586206896	query_1	['REAC:R-HSA-5250913']	['EP300', 'TBP', 'KAT2B']
1806	GO:BP	GO:0106106	cold-induced thermogenesis	0.0257727124220419	True	"""The process by which heat is generated by increasing metabolism in response to cold ambient temperatures in order to maintain a stable core body temperature."" [PMID:27876809]"	142	101	4	17376	0.0396039603960396	0.028169014084507	query_1	['GO:0001659', 'GO:1990845']	['RB1', 'NOTCH1', 'RBPJ', 'KDM1A']
1807	GO:BP	GO:0002437	inflammatory response to antigenic stimulus	0.0258620309985371	True	"""An inflammatory response to an antigenic stimulus, which can be include any number of T cell or B cell epitopes."" [GOC:add, ISBN:0781735149]"	75	101	3	17376	0.0297029702970297	0.04	query_1	['GO:0006954', 'GO:0006955']	['NOTCH1', 'RBPJ', 'NOTCH2']
1808	GO:CC	GO:0000151	ubiquitin ligase complex	0.0262910552422031	True	"""A protein complex that includes a ubiquitin-protein ligase and enables ubiquitin protein ligase activity. The complex also contains other proteins that may confer substrate specificity on the complex."" [GOC:jh2, PMID:9529603]"	309	101	6	17376	0.0594059405940594	0.0194174757281553	query_1	['GO:0140535', 'GO:1990234']	['CKS1B', 'RBX1', 'SKP1', 'SKP2', 'CDKN1B', 'CUL1']
1809	GO:BP	GO:0008104	protein localization	0.0264736201119879	True	"""Any process in which a protein is transported to, or maintained in, a specific location."" [GOC:ai]"	2400	101	23	17376	0.2277227722772277	0.0095833333333333	query_1	['GO:0070727']	['REST', 'AKT1', 'CDK5', 'AMOT', 'CCNE2', 'CTNNB1', 'RB1', 'CCNE1', 'SIN3A', 'EGR2', 'CDKN1A', 'WWTR1', 'SMAD2', 'SKP1', 'NOTCH1', 'CDK1', 'CDKN2A', 'ESR1', 'FOXO1', 'TP53', 'SMAD3', 'YAP1', 'KDM1A']
1810	GO:BP	GO:1901983	regulation of protein acetylation	0.026773408914584	True	"""Any process that modulates the frequency, rate or extent of protein acetylation."" [GOC:TermGenie, PMID:22117195]"	76	101	3	17376	0.0297029702970297	0.0394736842105263	query_1	['GO:0006473', 'GO:0031399']	['SMARCB1', 'SMAD4', 'HDAC2']
1811	REAC	REAC:R-HSA-5687128	MAPK6/MAPK4 signaling	0.0268149820292321	True	MAPK6/MAPK4 signaling	89	101	3	17376	0.0297029702970297	0.0337078651685393	query_1	['REAC:R-HSA-5683057']	['CDK1', 'FOXO1', 'CCND3']
1812	GO:BP	GO:1904706	negative regulation of vascular associated smooth muscle cell proliferation	0.0268171211810815	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of vascular smooth muscle cell proliferation."" [GO_REF:0000058, GOC:TermGenie, PMID:23246467]"	26	101	2	17376	0.0198019801980198	0.0769230769230769	query_1	['GO:0048662', 'GO:1904705', 'GO:1990874']	['CDKN1A', 'CDKN1B']
1813	GO:BP	GO:0035116	embryonic hindlimb morphogenesis	0.0268171211810815	True	"""The process, occurring in the embryo, by which the anatomical structures of the hindlimbs are generated and organized. The hindlimbs are the posterior limbs of an animal."" [ISBN:0198612001]"	26	101	2	17376	0.0198019801980198	0.0769230769230769	query_1	['GO:0030326', 'GO:0035137']	['CTNNB1', 'NOTCH1']
1814	GO:BP	GO:0010714	positive regulation of collagen metabolic process	0.0268171211810815	True	"""Any process that increases the frequency, rate or extent of the chemical reactions and pathways resulting in the metabolism of collagen, any of a group of fibrous proteins of very high tensile strength that form the main component of connective tissue in animals."" [GOC:dph, GOC:tb]"	26	101	2	17376	0.0198019801980198	0.0769230769230769	query_1	['GO:0009893', 'GO:0010712', 'GO:0032963']	['RUNX1', 'HDAC2']
1815	GO:BP	GO:0072207	metanephric epithelium development	0.0268171211810815	True	"""The process whose specific outcome is the progression of an epithelium in the metanephros over time, from its formation to the mature structure. An epithelium is a tissue that covers the internal or external surfaces of an anatomical structure."" [GOC:mtg_kidney_jan10]"	26	101	2	17376	0.0198019801980198	0.0769230769230769	query_1	['GO:0001656', 'GO:0072073']	['WWTR1', 'YAP1']
1816	GO:BP	GO:0060706	cell differentiation involved in embryonic placenta development	0.0268171211810815	True	"""The process in which a relatively unspecialized cell acquires specialized features of the embryonic placenta."" [GOC:dph]"	26	101	2	17376	0.0198019801980198	0.0769230769230769	query_1	['GO:0001892', 'GO:0003006', 'GO:0030154']	['AKT1', 'SNAI1']
1817	GO:BP	GO:0048705	skeletal system morphogenesis	0.0268171211810815	True	"""The process in which the anatomical structures of the skeleton are generated and organized."" [GOC:dph, GOC:dsf, GOC:jid, GOC:tb]"	224	101	5	17376	0.0495049504950495	0.0223214285714285	query_1	['GO:0001501', 'GO:0009887']	['CTNNB1', 'SMAD2', 'NAB2', 'NAB1', 'SMAD3']
1818	GO:BP	GO:0045939	negative regulation of steroid metabolic process	0.0268171211810815	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways involving steroids."" [GOC:go_curators]"	26	101	2	17376	0.0198019801980198	0.0769230769230769	query_1	['GO:0008202', 'GO:0019218', 'GO:0045833']	['REST', 'SNAI1']
1819	GO:BP	GO:0071241	cellular response to inorganic substance	0.0272401619188038	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an inorganic substance stimulus."" [GOC:mah]"	225	101	5	17376	0.0495049504950495	0.0222222222222222	query_1	['GO:0010035', 'GO:0070887']	['AKT1', 'CCNA2', 'CDK2', 'FOXO1', 'CDKN1B']
1820	GO:BP	GO:1903050	regulation of proteolysis involved in protein catabolic process	0.0272401619188038	True	"""Any process that modulates the frequency, rate or extent of proteolysis involved in cellular catabolic process."" [GO_REF:0000058, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:18307834]"	225	101	5	17376	0.0495049504950495	0.0222222222222222	query_1	['GO:0030162', 'GO:0051603']	['AKT1', 'RBX1', 'CDKN2A', 'CDK2', 'SMARCC1']
1821	GO:BP	GO:1903351	cellular response to dopamine	0.0275389577576906	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a dopamine stimulus."" [GO_REF:0000071, GOC:mr, GOC:TermGenie, PMID:11118945]"	77	101	3	17376	0.0297029702970297	0.0389610389610389	query_1	['GO:0071870', 'GO:1903350']	['SIN3A', 'PRMT5', 'HDAC2']
1822	GO:BP	GO:0070727	cellular macromolecule localization	0.0275389577576906	True	"""Any process in which a macromolecule is transported to, and/or maintained in, a specific location at the level of a cell. Localization at the cellular level encompasses movement within the cell, from within the cell to the cell surface, or from one location to another at the surface of a cell."" [GOC:mah]"	2410	101	23	17376	0.2277227722772277	0.0095435684647302	query_1	['GO:0033036', 'GO:0051641']	['REST', 'AKT1', 'CDK5', 'AMOT', 'CCNE2', 'CTNNB1', 'RB1', 'CCNE1', 'SIN3A', 'EGR2', 'CDKN1A', 'WWTR1', 'SMAD2', 'SKP1', 'NOTCH1', 'CDK1', 'CDKN2A', 'ESR1', 'FOXO1', 'TP53', 'SMAD3', 'YAP1', 'KDM1A']
1823	REAC	REAC:R-HSA-390466	Chaperonin-mediated protein folding	0.0275449745085924	True	Chaperonin-mediated protein folding	90	101	3	17376	0.0297029702970297	0.0333333333333333	query_1	['REAC:R-HSA-391251']	['CCNE2', 'CCNE1', 'TP53']
1824	REAC	REAC:R-HSA-3301854	Nuclear Pore Complex (NPC) Disassembly	0.0277528813552548	True	Nuclear Pore Complex (NPC) Disassembly	33	101	2	17376	0.0198019801980198	0.0606060606060606	query_1	['REAC:R-HSA-2980766']	['CCNB1', 'CDK1']
1825	GO:BP	GO:1903350	response to dopamine	0.0284807788669574	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a dopamine stimulus."" [GO_REF:0000071, GOC:mr, GOC:TermGenie, PMID:11118945]"	78	101	3	17376	0.0297029702970297	0.0384615384615384	query_1	['GO:0071869']	['SIN3A', 'PRMT5', 'HDAC2']
1826	GO:BP	GO:0021801	cerebral cortex radial glia-guided migration	0.0286433239731749	True	"""The radial migration of neuronal or glial precursor cells along radial glial cells during the development of the cerebral cortex."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid, PMID:12626695]"	27	101	2	17376	0.0198019801980198	0.074074074074074	query_1	['GO:0021799', 'GO:0022030']	['CDK5', 'CTNNB1']
1827	GO:BP	GO:0046639	negative regulation of alpha-beta T cell differentiation	0.0286433239731749	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of alpha-beta T cell differentiation."" [GOC:ai]"	27	101	2	17376	0.0198019801980198	0.074074074074074	query_1	['GO:0045581', 'GO:0046632', 'GO:0046636', 'GO:0046637']	['CBFB', 'RUNX1']
1828	GO:BP	GO:0060512	prostate gland morphogenesis	0.0286433239731749	True	"""The process in which the anatomical structures of a prostate gland are generated and organized."" [GOC:dph, PMID:18977204]"	27	101	2	17376	0.0198019801980198	0.074074074074074	query_1	['GO:0003006', 'GO:0022612', 'GO:0030850']	['NOTCH1', 'ESR1']
1829	GO:BP	GO:0036037	CD8-positive, alpha-beta T cell activation	0.0286433239731749	True	"""The change in morphology and behavior of a CD8-positive, alpha-beta T cell resulting from exposure to a mitogen, cytokine, chemokine, cellular ligand, or an antigen for which it is specific."" [CL:0000625, GOC:yaf]"	27	101	2	17376	0.0198019801980198	0.074074074074074	query_1	['GO:0046631']	['CBFB', 'RUNX1']
1830	GO:BP	GO:0022030	telencephalon glial cell migration	0.0286433239731749	True	"""The orderly movement of glial cells through the telencephalon."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid]"	27	101	2	17376	0.0198019801980198	0.074074074074074	query_1	['GO:0008347', 'GO:0022029']	['CDK5', 'CTNNB1']
1831	REAC	REAC:R-HSA-69481	G2/M Checkpoints	0.0287954461492202	True	G2/M Checkpoints	167	101	4	17376	0.0396039603960396	0.0239520958083832	query_1	['REAC:R-HSA-69620']	['CCNB1', 'CDK1', 'CDK2', 'TP53']
1832	GO:CC	GO:0000228	nuclear chromosome	0.0292665715000067	True	"""A chromosome that encodes the nuclear genome and is found in the nucleus of a eukaryotic cell during the cell cycle phases when the nucleus is intact."" [GOC:dph, GOC:mah]"	227	101	5	17376	0.0495049504950495	0.0220264317180616	query_1	['GO:0005694', 'GO:0031981']	['HDAC1', 'SIN3A', 'SMARCB1', 'E2F1', 'HDAC2']
1833	REAC	REAC:R-HSA-5693532	DNA Double-Strand Break Repair	0.0292852435111604	True	DNA Double-Strand Break Repair	168	101	4	17376	0.0396039603960396	0.0238095238095238	query_1	['REAC:R-HSA-73894']	['CCNA1', 'CCNA2', 'CDK2', 'TP53']
1834	GO:BP	GO:0052548	regulation of endopeptidase activity	0.0293285786451343	True	"""Any process that modulates the frequency, rate or extent of endopeptidase activity, the endohydrolysis of peptide bonds within proteins."" [GOC:ai, GOC:hjd]"	320	101	6	17376	0.0594059405940594	0.01875	query_1	['GO:0052547']	['REST', 'AKT1', 'HDAC1', 'CDKN2D', 'CDKN2A', 'SMAD3']
1835	GO:BP	GO:1900407	regulation of cellular response to oxidative stress	0.0293319137735594	True	"""Any process that modulates the frequency, rate or extent of cellular response to oxidative stress."" [GOC:mah, GOC:TermGenie]"	79	101	3	17376	0.0297029702970297	0.0379746835443038	query_1	['GO:0034599', 'GO:0080135', 'GO:1902882']	['REST', 'AKT1', 'CTNNB1']
1836	GO:BP	GO:0060348	bone development	0.0294957187924332	True	"""The process whose specific outcome is the progression of bone over time, from its formation to the mature structure. Bone is the hard skeletal connective tissue consisting of both mineral and cellular components."" [GOC:dph]"	230	101	5	17376	0.0495049504950495	0.0217391304347826	query_1	['GO:0001501', 'GO:0048513']	['NAB2', 'EP300', 'NOTCH2', 'NAB1', 'TP53']
1837	GO:BP	GO:2000116	regulation of cysteine-type endopeptidase activity	0.0294957187924332	True	"""Any process that modulates the frequency, rate or extent of cysteine-type endopeptidase activity."" [GOC:obol, GOC:yaf]"	230	101	5	17376	0.0495049504950495	0.0217391304347826	query_1	['GO:0052548']	['REST', 'AKT1', 'CDKN2D', 'CDKN2A', 'SMAD3']
1838	GO:BP	GO:0021985	neurohypophysis development	0.0297185679565765	True	"""The progression of the neurohypophysis over time from its initial formation until its mature state. The neurohypophysis is the part of the pituitary gland that secretes hormones involved in blood pressure regulation."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0021983', 'GO:0048732']	['POU3F2']
1839	GO:BP	GO:0086054	bundle of His cell to Purkinje myocyte communication by electrical coupling	0.0297185679565765	True	"""The process that mediates signaling interactions between a bundle of His cardiac muscle cell and a Purkinje myocyte by transfer of current between their adjacent cytoplasms via intercellular protein channels."" [GOC:BHF, GOC:mtg_cardiac_conduct_nov11]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0086064', 'GO:0086069']	['TBX5']
1840	GO:BP	GO:1901187	regulation of ephrin receptor signaling pathway	0.0297185679565765	True	"""Any process that modulates the frequency, rate or extent of ephrin receptor signaling pathway."" [GOC:BHF, GOC:TermGenie]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0009966', 'GO:0048013']	['RBPJ']
1841	GO:BP	GO:0045976	negative regulation of mitotic cell cycle, embryonic	0.0297185679565765	True	"""Any process that stops, prevents or reduces the rate or extent of progression through the embryonic mitotic cell cycle."" [GOC:dph, GOC:go_curators, GOC:tb]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0009794', 'GO:0045448', 'GO:0045930']	['CTNNB1']
1842	GO:BP	GO:0036296	response to increased oxygen levels	0.0297185679565765	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus reflecting an increase in the level of oxygen."" [GOC:al]"	28	101	2	17376	0.0198019801980198	0.0714285714285714	query_1	['GO:0070482']	['FOXO1', 'HDAC2']
1843	GO:BP	GO:0003169	coronary vein morphogenesis	0.0297185679565765	True	"""The process in which the anatomical structures of veins of the heart are generated and organized."" [GOC:mtg_heart]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0048845', 'GO:0060977']	['NOTCH1']
1844	GO:BP	GO:0034352	positive regulation of glial cell apoptotic process	0.0297185679565765	True	"""Any process that activates or increases the frequency, rate, or extent of glial cell apoptotic process."" [GOC:mah, GOC:mtg_apoptosis]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0034349', 'GO:0034350', 'GO:0043065']	['CDK5']
1845	GO:BP	GO:1901295	regulation of canonical Wnt signaling pathway involved in cardiac muscle cell fate commitment	0.0297185679565765	True	"""Any process that modulates the frequency, rate or extent of canonical Wnt signaling pathway involved in cardiac muscle cell fate commitment."" [GOC:BHF, GOC:TermGenie]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0061317', 'GO:1905066']	['RBPJ']
1846	GO:BP	GO:0072554	blood vessel lumenization	0.0297185679565765	True	"""The process in which a developing blood vessel forms an endothelial lumen through which blood will flow."" [GOC:dsf, PMID:16799567, PMID:20926893]"	2	101	1	17376	0.0099009900990099	0.5	query_1	['GO:0048514', 'GO:0061154']	['RBPJ']
