Geroderma osteodysplastica	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
1273	GO:BP	GO:0030514	negative regulation of BMP signaling pathway	0.0121124819258278	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the BMP signaling pathway."" [GOC:go_curators]"	50	100	3	15719	0.03	0.06	query_1	['GO:0030509', 'GO:0030510', 'GO:0090101', 'GO:0090288']	['SMURF2', 'SMAD7', 'SMURF1']
1272	GO:BP	GO:0043536	positive regulation of blood vessel endothelial cell migration	0.0121124819258278	True	"""Any process that activates or increases the frequency, rate or extent of the migration of the endothelial cells of blood vessels."" [GOC:go_curators]"	50	100	3	15719	0.03	0.06	query_1	['GO:0010595', 'GO:0043534', 'GO:0043535']	['RHOJ', 'KDR', 'PLCG1']
1275	GO:BP	GO:0071345	cellular response to cytokine stimulus	0.0121124819258278	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a cytokine stimulus."" [GOC:mah]"	781	100	12	15719	0.12	0.0153649167733674	query_1	['GO:0034097', 'GO:0071310']	['SRC', 'SMAD7', 'SOS1', 'DOCK8', 'WAS', 'LYN', 'SYK', 'PTK2B', 'TRAF6', 'CRKL', 'PTPN11', 'CBL']
1274	GO:BP	GO:2000351	regulation of endothelial cell apoptotic process	0.0121124819258278	True	"""Any process that modulates the frequency, rate or extent of endothelial cell apoptotic process."" [GOC:mah, GOC:mtg_apoptosis]"	50	100	3	15719	0.03	0.06	query_1	['GO:0072577', 'GO:1904035']	['PRKCI', 'KDR', 'PLCG1']
1276	GO:BP	GO:2001028	positive regulation of endothelial cell chemotaxis	0.0121884883603439	True	"""Any process that activates or increases the frequency, rate or extent of endothelial cell chemotaxis."" [GOC:BHF]"	15	100	2	15719	0.02	0.1333333333333333	query_1	['GO:0010595', 'GO:0035767', 'GO:0050921', 'GO:2001026']	['MET', 'KDR']
1277	GO:BP	GO:0032488	Cdc42 protein signal transduction	0.0121884883603439	True	"""The series of molecular signals within the cell that are mediated by the Cdc42 protein switching to a GTP-bound active state."" [GOC:mah, PMID:18558478]"	15	100	2	15719	0.02	0.1333333333333333	query_1	['GO:0007266']	['RHOJ', 'WAS']
1278	GO:BP	GO:0045986	negative regulation of smooth muscle contraction	0.0121884883603439	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of smooth muscle contraction."" [GOC:go_curators]"	15	100	2	15719	0.02	0.1333333333333333	query_1	['GO:0006939', 'GO:0006940', 'GO:0045932']	['DOCK4', 'DOCK5']
1279	GO:BP	GO:0097531	mast cell migration	0.0121884883603439	True	"""The movement of a mast cell within or between different tissues and organs of the body."" [GOC:cvs, PMID:24152847]"	15	100	2	15719	0.02	0.1333333333333333	query_1	['GO:0097529']	['KITLG', 'PIK3CD']
1280	GO:BP	GO:0003002	regionalization	0.0121884883603439	True	"""The pattern specification process that results in the subdivision of an axis or axes in space to define an area or volume in which specific patterns of cell differentiation will take place or in which cells interpret a specific environment."" [GOC:dph, GOC:isa_complete]"	400	100	8	15719	0.08	0.02	query_1	['GO:0007389']	['FGFR2', 'CTNNB1', 'TGFBR2', 'GORAB', 'DVL2', 'CRKL', 'TGFBR1', 'SMAD3']
1281	GO:BP	GO:0051127	positive regulation of actin nucleation	0.0121884883603439	True	"""Any process that activates or increases the frequency, rate or extent of actin nucleation, the initial step in the formation of an actin filament in which actin monomers combine to form a new filament."" [GOC:ai]"	15	100	2	15719	0.02	0.1333333333333333	query_1	['GO:0045010', 'GO:0051125', 'GO:0051495', 'GO:1902905']	['WASL', 'WAS']
284	REAC	REAC:R-HSA-5654688	SHC-mediated cascade:FGFR1	0.0122180550262493	True	SHC-mediated cascade:FGFR1	12	96	2	10022	0.0208333333333333	0.1666666666666666	query_1	['REAC:R-HSA-5654687']	['SOS1', 'HRAS']
287	REAC	REAC:R-HSA-9758941	Gastrulation	0.0122180550262493	True	Gastrulation	12	96	2	10022	0.0208333333333333	0.1666666666666666	query_1	['REAC:R-HSA-1266738']	['CTNNB1', 'SMAD3']
286	REAC	REAC:R-HSA-6785631	ERBB2 Regulates Cell Motility	0.0122180550262493	True	ERBB2 Regulates Cell Motility	12	96	2	10022	0.0208333333333333	0.1666666666666666	query_1	['REAC:R-HSA-1227986']	['EGFR', 'ERBB2']
285	REAC	REAC:R-HSA-9754189	Germ layer formation at gastrulation	0.0122180550262493	True	Germ layer formation at gastrulation	12	96	2	10022	0.0208333333333333	0.1666666666666666	query_1	['REAC:R-HSA-9758941']	['CTNNB1', 'SMAD3']
1282	GO:BP	GO:0060349	bone morphogenesis	0.0124343297012964	True	"""The process in which bones are generated and organized."" [GOC:dph]"	102	100	4	15719	0.04	0.0392156862745098	query_1	['GO:0009887', 'GO:0048705', 'GO:0060348']	['FGFR2', 'TGFB3', 'TGFBR2', 'TGFB1']
1284	GO:BP	GO:0014009	glial cell proliferation	0.0126814896863738	True	"""The multiplication or reproduction of glial cells by cell division, resulting in the expansion of their population. Glial cells exist throughout the nervous system, and include Schwann cells, astrocytes, and oligodendrocytes among others."" [GOC:ef, ISBN:0878932585]"	51	100	3	15719	0.03	0.0588235294117647	query_1	['GO:0008283', 'GO:0042063']	['PRKCI', 'LYN', 'PTK2B']
1285	GO:BP	GO:0010950	positive regulation of endopeptidase activity	0.0126814896863738	True	"""Any process that increases the frequency, rate or extent of endopeptidase activity, the endohydrolysis of peptide bonds within proteins."" [GOC:dph, GOC:tb]"	166	100	5	15719	0.05	0.0301204819277108	query_1	['GO:0010952', 'GO:0052548']	['FYN', 'LYN', 'SYK', 'LCK', 'SMAD3']
1286	GO:BP	GO:0045058	T cell selection	0.0126814896863738	True	"""The process in which T cells that express T cell receptors that are restricted by self MHC protein complexes and tolerant to self antigens are selected for further maturation."" [ISBN:0781735149, PMID:12414722]"	51	100	3	15719	0.03	0.0588235294117647	query_1	['GO:0002376', 'GO:0030217']	['ZAP70', 'SYK', 'DOCK2']
1288	GO:BP	GO:0060425	lung morphogenesis	0.0126814896863738	True	"""The process in which the anatomical structures of the lung are generated and organized."" [GOC:dph]"	51	100	3	15719	0.03	0.0588235294117647	query_1	['GO:0009887', 'GO:0030324']	['FGFR2', 'CTNNB1', 'TGFBR2']
1287	GO:BP	GO:0030834	regulation of actin filament depolymerization	0.0126814896863738	True	"""Any process that modulates the frequency, rate or extent of the disassembly of actin filaments by the removal of actin monomers from a filament."" [GOC:mah]"	51	100	3	15719	0.03	0.0588235294117647	query_1	['GO:0008064', 'GO:0030042', 'GO:1901879']	['NCK1', 'PIK3CA', 'NCK2']
1283	GO:BP	GO:0022602	ovulation cycle process	0.0126814896863738	True	"""A process involved in the sexual cycle seen in females, often with physiologic changes in the endometrium that recur at regular intervals during the reproductive years."" [GOC:isa_complete]"	51	100	3	15719	0.03	0.0588235294117647	query_1	['GO:0022414', 'GO:0042698', 'GO:0048511']	['SRC', 'TGFB3', 'PDGFRA']
1289	GO:BP	GO:1903557	positive regulation of tumor necrosis factor superfamily cytokine production	0.0128046643449714	True	"""Any process that activates or increases the frequency, rate or extent of tumor necrosis factor superfamily cytokine production."" [GO_REF:0000058, GOC:TermGenie, PMID:24187568]"	103	100	4	15719	0.04	0.0388349514563106	query_1	['GO:0001819', 'GO:0071706', 'GO:1903555']	['PIK3R1', 'PLCG2', 'SYK', 'PTPN11']
1290	GO:BP	GO:0002456	T cell mediated immunity	0.0132425685867037	True	"""Any process involved in the carrying out of an immune response by a T cell."" [GO_REF:0000022, GOC:add, ISBN:0781735149]"	104	100	4	15719	0.04	0.0384615384615384	query_1	['GO:0002449', 'GO:0002460']	['SMAD7', 'WAS', 'TRAF6', 'PRKCZ']
1291	GO:BP	GO:2001242	regulation of intrinsic apoptotic signaling pathway	0.0132658488867468	True	"""Any process that modulates the frequency, rate or extent of intrinsic apoptotic signaling pathway."" [GOC:mtg_apoptosis]"	168	100	5	15719	0.05	0.0297619047619047	query_1	['GO:0097193', 'GO:1902531', 'GO:2001233']	['NCK1', 'PIK3CB', 'SRC', 'LCK', 'NCK2']
1292	GO:BP	GO:0060071	Wnt signaling pathway, planar cell polarity pathway	0.0133549702578613	True	"""The series of molecular signals initiated by binding of a Wnt protein to a receptor on the surface of the target cell where activated receptors signal via downstream effectors including C-Jun N-terminal kinase (JNK) to modulate cytoskeletal elements and control cell polarity."" [GOC:bf, GOC:dph, PMID:11532397]"	52	100	3	15719	0.03	0.0576923076923076	query_1	['GO:0035567', 'GO:0090175']	['SMURF2', 'DVL2', 'SMURF1']
114	GO:CC	GO:0031092	platelet alpha granule membrane	0.0133737666779942	True	"""The lipid bilayer surrounding the platelet alpha granule."" [GOC:mah, PMID:8467233]"	16	100	2	16420	0.02	0.125	query_1	['GO:0030667', 'GO:0031091']	['ITGB3', 'ITGA2B']
1293	GO:BP	GO:0046545	development of primary female sexual characteristics	0.0136690939694474	True	"""The process whose specific outcome is the progression of the primary female sexual characteristics over time, from their formation to the mature structure. The primary female sexual characteristics are the ovaries, and they develop in response to sex hormone secretion."" [GOC:ai]"	105	100	4	15719	0.04	0.0380952380952381	query_1	['GO:0045137', 'GO:0046660']	['KITLG', 'SRC', 'KDR', 'PDGFRA']
1294	GO:BP	GO:0023035	CD40 signaling pathway	0.0136695655186585	True	"""The series of molecular signals initiated by the binding of the cell surface receptor CD40 to one of its physiological ligands, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:mtg_signal, GOC:signaling, PMID:11348017]"	16	100	2	15719	0.02	0.125	query_1	['GO:0007166']	['ITGB1', 'ITGA5']
1296	GO:BP	GO:0034134	toll-like receptor 2 signaling pathway	0.0136695655186585	True	"""The series of molecular signals initiated by a ligand binding to toll-like receptor 2."" [GOC:add, PMID:16551253, PMID:17328678]"	16	100	2	15719	0.02	0.125	query_1	['GO:0140895']	['PIK3AP1', 'LYN']
1295	GO:BP	GO:0033631	cell-cell adhesion mediated by integrin	0.0136695655186585	True	"""The attachment of one cell to another cell via an integrin, a heterodimeric adhesion receptor formed by the non-covalent association of particular alpha and beta subunits."" [GOC:add, PMID:12213832, PMID:14754902]"	16	100	2	15719	0.02	0.125	query_1	['GO:0033627', 'GO:0098609']	['ITGB1', 'ITGA5']
1299	GO:BP	GO:0043558	regulation of translational initiation in response to stress	0.0136695655186585	True	"""Any process that modulates the frequency, rate or extent of translation initiation, as a result of a stimulus indicating the organism is under stress."" [GOC:jl]"	16	100	2	15719	0.02	0.125	query_1	['GO:0006446', 'GO:0043555']	['NCK1', 'NCK2']
1300	GO:BP	GO:1900102	negative regulation of endoplasmic reticulum unfolded protein response	0.0136695655186585	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of endoplasmic reticulum unfolded protein response."" [GOC:TermGenie]"	16	100	2	15719	0.02	0.125	query_1	['GO:0009968', 'GO:0030968', 'GO:1900101', 'GO:1903573']	['NCK1', 'NCK2']
1298	GO:BP	GO:0055091	phospholipid homeostasis	0.0136695655186585	True	"""Any process involved in the maintenance of an internal steady state of phospholipid within an organism or cell."" [GOC:BHF, GOC:rl]"	16	100	2	15719	0.02	0.125	query_1	['GO:0055088']	['TGFB1', 'ITGB6']
1297	GO:BP	GO:0048557	embryonic digestive tract morphogenesis	0.0136695655186585	True	"""The process in which the anatomical structures of the digestive tract are generated and organized during embryonic development. The digestive tract is the anatomical structure through which food passes and is processed."" [GOC:go_curators]"	16	100	2	15719	0.02	0.125	query_1	['GO:0048546', 'GO:0048562', 'GO:0048566']	['FGFR2', 'PDGFRA']
1301	GO:BP	GO:0006807	nitrogen compound metabolic process	0.0139578969335395	True	"""The chemical reactions and pathways involving organic or inorganic compounds that contain nitrogen."" [GOC:jl, ISBN:0198506732]"	8936	100	70	15719	0.7	0.0078334825425246	query_1	['GO:0008152']	['MET', 'NCK1', 'PIK3CB', 'KLHDC10', 'SMURF2', 'ITGAV', 'FN1', 'PIK3R2', 'KITLG', 'SRC', 'SPP1', 'SMAD7', 'FGFR2', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'CTNNB1', 'ZNF398', 'PRAG1', 'WASL', 'SOS1', 'PYCR1', 'USP4', 'TGFBR2', 'PIK3CD', 'PARD6A', 'ABL2', 'ITGA5', 'SQSTM1', 'PXN', 'FYN', 'PRKCI', 'WAS', 'PARD3', 'LAT', 'ZAP70', 'LYN', 'SHB', 'DVL2', 'TGFB1', 'LCP2', 'EGFR', 'PIK3CA', 'KDR', 'HRAS', 'SYK', 'FCGR1A', 'SMURF1', 'ERBB2', 'PTK2B', 'PIK3R3', 'SH3GL2', 'TRAF6', 'CRKL', 'VTN', 'DOCK3', 'TGFBR1', 'PTK2', 'LCK', 'PRKCZ', 'SMAD3', 'PTPN11', 'CBL', 'NCK2', 'PDGFRA']
1302	GO:BP	GO:0046324	regulation of glucose import	0.0139727304839899	True	"""Any process that modulates the frequency, rate or extent of the import of the hexose monosaccharide glucose into a cell or organelle."" [GOC:ai]"	53	100	3	15719	0.03	0.0566037735849056	query_1	['GO:0010827', 'GO:0046323']	['PIK3R1', 'PRKCI', 'PTPN11']
1303	GO:BP	GO:0055021	regulation of cardiac muscle tissue growth	0.0139727304839899	True	"""Any process that modulates the frequency, rate or extent of cardiac muscle growth."" [GOC:vk]"	53	100	3	15719	0.03	0.0566037735849056	query_1	['GO:0055017', 'GO:0060420']	['FGFR2', 'TGFBR2', 'TGFBR1']
1304	GO:BP	GO:0007219	Notch signaling pathway	0.0141519737964907	True	"""The series of molecular signals initiated by an extracellular ligand binding to the receptor Notch on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:go_curators, GOC:signaling]"	171	100	5	15719	0.05	0.0292397660818713	query_1	['GO:0007166']	['SRC', 'PRAG1', 'TGFBR2', 'PRKCI', 'TGFB1']
288	REAC	REAC:R-HSA-209560	NF-kB is activated and signals survival	0.0143002071596793	True	NF-kB is activated and signals survival	13	96	2	10022	0.0208333333333333	0.1538461538461538	query_1	['REAC:R-HSA-193639']	['SQSTM1', 'TRAF6']
1305	GO:BP	GO:0003279	cardiac septum development	0.0144588872163911	True	"""The progression of a cardiac septum over time, from its initial formation to the mature structure."" [GOC:mtg_heart]"	107	100	4	15719	0.04	0.0373831775700934	query_1	['GO:0003205', 'GO:0048856']	['SMAD7', 'FGFR2', 'TGFBR2', 'TGFBR1']
1307	GO:BP	GO:0090100	positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	0.0144588872163911	True	"""Any process that increases the rate, frequency, or extent of the series of molecular signals generated as a consequence of a transmembrane receptor serine/threonine kinase binding to its physiological ligand."" [GOC:dph, GOC:tb]"	107	100	4	15719	0.04	0.0373831775700934	query_1	['GO:0007178', 'GO:0009967', 'GO:0090092']	['TGFB3', 'TGFBR2', 'KDR', 'TGFBR1']
1306	GO:BP	GO:0018107	peptidyl-threonine phosphorylation	0.0144588872163911	True	"""The phosphorylation of peptidyl-threonine to form peptidyl-O-phospho-L-threonine."" [RESID:AA0038]"	107	100	4	15719	0.04	0.0373831775700934	query_1	['GO:0006468', 'GO:0018210']	['SMAD7', 'TGFBR2', 'PARD3', 'TGFBR1']
1308	GO:BP	GO:0001541	ovarian follicle development	0.0146372922220882	True	"""The process whose specific outcome is the progression of the ovarian follicle over time, from its formation to the mature structure."" [https://www.ncbi.nlm.nih.gov/books/NBK279054/]"	54	100	3	15719	0.03	0.0555555555555555	query_1	['GO:0003006', 'GO:0008585', 'GO:0048856']	['KITLG', 'SRC', 'KDR']
1309	GO:BP	GO:0043370	regulation of CD4-positive, alpha-beta T cell differentiation	0.0146372922220882	True	"""Any process that modulates the frequency, rate, or extent of CD4-positive, alpha-beta T cell differentiation."" [GOC:add, GOC:pr, ISBN:0781735149]"	54	100	3	15719	0.03	0.0555555555555555	query_1	['GO:0043367', 'GO:0046637', 'GO:2000514']	['SMAD7', 'SHB', 'PRKCZ']
1310	GO:BP	GO:0048599	oocyte development	0.0146372922220882	True	"""The process whose specific outcome is the progression of an oocyte over time, from initial commitment of the cell to its specific fate, to the fully functional differentiated cell."" [GOC:go_curators]"	54	100	3	15719	0.03	0.0555555555555555	query_1	['GO:0007281', 'GO:0009994']	['CTNNB1', 'SHB', 'PTK2B']
1311	GO:BP	GO:0045010	actin nucleation	0.0146372922220882	True	"""The initial step in the formation of an actin filament, in which actin monomers combine to form a new filament. Nucleation is slow relative to the subsequent addition of more monomers to extend the filament."" [ISBN:0815316194]"	54	100	3	15719	0.03	0.0555555555555555	query_1	['GO:0007015']	['WIPF3', 'WASL', 'WAS']
1312	GO:BP	GO:0002822	regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	0.0147707435521193	True	"""Any process that modulates the frequency, rate, or extent of an adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains. An example of this process is found in the Gnathostomata."" [GOC:add, GOC:mtg_sensu]"	173	100	5	15719	0.05	0.0289017341040462	query_1	['GO:0002460', 'GO:0002819']	['SMAD7', 'WAS', 'FCGR1A', 'TRAF6', 'PRKCZ']
1313	GO:BP	GO:2000060	positive regulation of ubiquitin-dependent protein catabolic process	0.0148746385575646	True	"""Any process that activates or increases the frequency, rate or extent of ubiquitin-dependent protein catabolic process."" [GOC:BHF]"	108	100	4	15719	0.04	0.037037037037037	query_1	['GO:0006511', 'GO:0009896', 'GO:1903052', 'GO:2000058']	['SMAD7', 'SMURF1', 'PTK2B', 'PTK2']
1315	GO:BP	GO:0016202	regulation of striated muscle tissue development	0.0151716524851073	True	"""Any process that modulates the frequency, rate or extent of striated muscle development."" [GOC:go_curators]"	17	100	2	15719	0.02	0.1176470588235294	query_1	['GO:0014706', 'GO:0048634', 'GO:1901861']	['TGFB1', 'SMAD3']
1314	GO:BP	GO:0050746	regulation of lipoprotein metabolic process	0.0151716524851073	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving lipoproteins, any conjugated, water-soluble protein in which the nonprotein group consists of a lipid or lipids."" [GOC:ai]"	17	100	2	15719	0.02	0.1176470588235294	query_1	['GO:0031323', 'GO:0042157', 'GO:0051246']	['ITGAV', 'ITGB3']
1317	GO:BP	GO:1901550	regulation of endothelial cell development	0.0151716524851073	True	"""Any process that modulates the frequency, rate or extent of endothelial cell development."" [GOC:pr, GOC:TermGenie, PMID:19470579]"	17	100	2	15719	0.02	0.1176470588235294	query_1	['GO:0001885', 'GO:0045601', 'GO:0060284']	['VCL', 'F11R']
1318	GO:BP	GO:0060252	positive regulation of glial cell proliferation	0.0151716524851073	True	"""Any process that activates or increases the rate or extent of glial cell proliferation."" [GOC:dph, GOC:sl, GOC:tb]"	17	100	2	15719	0.02	0.1176470588235294	query_1	['GO:0008284', 'GO:0014009', 'GO:0014015', 'GO:0060251']	['PRKCI', 'LYN']
1319	GO:BP	GO:0031643	positive regulation of myelination	0.0151716524851073	True	"""Any process that activates or increases the frequency, rate or extent of the formation of a myelin sheath around nerve axons."" [GOC:mah]"	17	100	2	15719	0.02	0.1176470588235294	query_1	['GO:0031641', 'GO:0031646', 'GO:0042552', 'GO:0048522']	['HGF', 'PARD3']
1320	GO:BP	GO:0035729	cellular response to hepatocyte growth factor stimulus	0.0151716524851073	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a hepatocyte growth factor stimulus."" [GOC:bf]"	17	100	2	15719	0.02	0.1176470588235294	query_1	['GO:0035728', 'GO:0071363']	['BCAR1', 'HGF']
1321	GO:BP	GO:1903140	regulation of establishment of endothelial barrier	0.0151716524851073	True	"""Any process that modulates the frequency, rate or extent of establishment of endothelial barrier."" [GO_REF:0000058, GOC:als, GOC:TermGenie, PMID:24851274]"	17	100	2	15719	0.02	0.1176470588235294	query_1	['GO:0061028', 'GO:1901550']	['VCL', 'F11R']
1322	GO:BP	GO:0003198	epithelial to mesenchymal transition involved in endocardial cushion formation	0.0151716524851073	True	"""A transition where a cardiac epithelial cell loses apical/basolateral polarity, severs intercellular adhesive junctions, degrades basement membrane components and becomes a migratory mesenchymal cell that will contribute to the formation of the endocardial cushion."" [GOC:mtg_heart]"	17	100	2	15719	0.02	0.1176470588235294	query_1	['GO:0003272', 'GO:0060317']	['TGFBR2', 'TGFBR1']
1316	GO:BP	GO:0098771	inorganic ion homeostasis	0.0151716524851073	True	"""Any process involved in the maintenance of an internal steady state of inorganic ions within an organism or cell."" [GOC:dos]"	509	100	9	15719	0.09	0.0176817288801571	query_1	['GO:0048878']	['PIK3CB', 'ITGB3', 'PLCG2', 'LYN', 'TGFB1', 'KDR', 'PLCG1', 'PTK2B', 'LCK']
1325	GO:BP	GO:2000179	positive regulation of neural precursor cell proliferation	0.0152253937801189	True	"""Any process that activates or increases the frequency, rate or extent of neural precursor cell proliferation."" [GOC:dph, GOC:yaf]"	55	100	3	15719	0.03	0.0545454545454545	query_1	['GO:0008284', 'GO:0061351', 'GO:2000177']	['ITGB1', 'CTNNB1', 'LYN']
1327	GO:BP	GO:0140962	multicellular organismal-level chemical homeostasis	0.0152253937801189	True	"""A homeostatic process involved in the maintenance of a steady state level of a chemical within extracellular body fluids, such as blood, xylem or phloem, of a multicellular organism. This is distinct from maintenance of cellular homeostasis, which occurs within a cell."" [GOC:curators]"	55	100	3	15719	0.03	0.0545454545454545	query_1	['GO:0048871', 'GO:0048878']	['TGFB1', 'KDR', 'ITGB6']
1323	GO:BP	GO:0032526	response to retinoic acid	0.0152253937801189	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a retinoic acid stimulus."" [GOC:sl]"	109	100	4	15719	0.04	0.036697247706422	query_1	['GO:0033993', 'GO:1901700']	['FGFR2', 'ABL2', 'LYN', 'PTK2B']
1324	GO:BP	GO:0021761	limbic system development	0.0152253937801189	True	"""The progression of the limbic system over time from its initial formation until its mature state. The limbic system is a collection of structures in the brain involved in emotion, motivation and emotional aspects of memory."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid, ISBN:0878937420]"	109	100	4	15719	0.04	0.036697247706422	query_1	['GO:0030900', 'GO:0048731']	['FGFR2', 'CRK', 'CTNNB1', 'CRKL']
1326	GO:BP	GO:0072577	endothelial cell apoptotic process	0.0152253937801189	True	"""Any apoptotic process in an endothelial cell. An endothelial cell comprises the outermost layer or lining of anatomical structures and can be squamous or cuboidal."" [CL:0000115, GOC:BHF, GOC:mah, GOC:mtg_apoptosis]"	55	100	3	15719	0.03	0.0545454545454545	query_1	['GO:1904019']	['PRKCI', 'KDR', 'PLCG1']
1328	GO:BP	GO:0010952	positive regulation of peptidase activity	0.0153138933922077	True	"""Any process that increases the frequency, rate or extent of peptidase activity, the hydrolysis of peptide bonds within proteins."" [GOC:dph, GOC:tb]"	175	100	5	15719	0.05	0.0285714285714285	query_1	['GO:0045862', 'GO:0051345', 'GO:0052547']	['FYN', 'LYN', 'SYK', 'LCK', 'SMAD3']
289	REAC	REAC:R-HSA-388396	GPCR downstream signalling	0.0159651739729404	True	GPCR downstream signalling	564	96	12	10022	0.125	0.0212765957446808	query_1	['REAC:R-HSA-372790']	['ITGB1', 'FN1', 'PIK3R2', 'SRC', 'PIK3R1', 'SOS1', 'ITGA5', 'EGFR', 'PIK3CA', 'HRAS', 'VAV1', 'PIK3R3']
1329	GO:BP	GO:0072132	mesenchyme morphogenesis	0.015965693600734	True	"""The process in which the anatomical structures of a mesenchymal tissue are generated and organized. A mesenchymal tissue is made up of loosely packed stellate cells."" [GOC:mtg_kidney_jan10]"	56	100	3	15719	0.03	0.0535714285714285	query_1	['GO:0009887', 'GO:0048729', 'GO:0060485']	['TGFBR2', 'TGFBR1', 'SMAD3']
1330	GO:BP	GO:0090175	regulation of establishment of planar polarity	0.015965693600734	True	"""Any process that modulates the rate, frequency or extent of the establishment of planar polarity, the coordinated organization of groups of cells in a tissue, such that they all orient to similar coordinates."" [GOC:ascb_2009, GOC:dph, GOC:tb]"	56	100	3	15719	0.03	0.0535714285714285	query_1	['GO:0001736', 'GO:2000027']	['SMURF2', 'DVL2', 'SMURF1']
1331	GO:BP	GO:0030042	actin filament depolymerization	0.015965693600734	True	"""Disassembly of actin filaments by the removal of actin monomers from a filament."" [GOC:mah]"	56	100	3	15719	0.03	0.0535714285714285	query_1	['GO:0008154', 'GO:0051261']	['NCK1', 'PIK3CA', 'NCK2']
290	REAC	REAC:R-HSA-9696270	RND2 GTPase cycle	0.0160284294227105	True	RND2 GTPase cycle	42	96	3	10022	0.03125	0.0714285714285714	query_1	['REAC:R-HSA-9012999']	['PIK3R2', 'PIK3R1', 'PRAG1']
1332	GO:BP	GO:0090630	activation of GTPase activity	0.0161511494329848	True	"""Any process that initiates the activity of an inactive GTPase through the replacement of GDP by GTP."" [GOC:dph, GOC:mah, GOC:tb]"	111	100	4	15719	0.04	0.036036036036036	query_1	['GO:0043547']	['RAPGEF1', 'CRK', 'PTK2B', 'CRKL']
1333	GO:BP	GO:0045787	positive regulation of cell cycle	0.0162483163297878	True	"""Any process that activates or increases the rate or extent of progression through the cell cycle."" [GOC:go_curators]"	335	100	7	15719	0.07	0.0208955223880597	query_1	['GO:0007049', 'GO:0048522', 'GO:0051726']	['SRC', 'FGFR2', 'PLCG2', 'SHB', 'TGFB1', 'EGFR', 'PTPN11']
291	REAC	REAC:R-HSA-1295596	Spry regulation of FGF signaling	0.0162980839734623	True	Spry regulation of FGF signaling	14	96	2	10022	0.0208333333333333	0.1428571428571428	query_1	['REAC:R-HSA-5654726', 'REAC:R-HSA-5654727', 'REAC:R-HSA-5654732', 'REAC:R-HSA-5654733']	['PTPN11', 'CBL']
292	REAC	REAC:R-HSA-399955	SEMA3A-Plexin repulsion signaling by inhibiting Integrin adhesion	0.0162980839734623	True	SEMA3A-Plexin repulsion signaling by inhibiting Integrin adhesion	14	96	2	10022	0.0208333333333333	0.1428571428571428	query_1	['REAC:R-HSA-373755']	['FYN', 'TLN1']
293	REAC	REAC:R-HSA-5654719	SHC-mediated cascade:FGFR4	0.0162980839734623	True	SHC-mediated cascade:FGFR4	14	96	2	10022	0.0208333333333333	0.1428571428571428	query_1	['REAC:R-HSA-5654716']	['SOS1', 'HRAS']
1334	GO:BP	GO:0007517	muscle organ development	0.0164969409349023	True	"""The process whose specific outcome is the progression of the muscle over time, from its formation to the mature structure. The muscle is an organ consisting of a tissue made up of various elongated cells that are specialized to contract and thus to produce movement and mechanical work."" [GOC:jid, ISBN:0198506732]"	336	100	7	15719	0.07	0.0208333333333333	query_1	['GO:0048513', 'GO:0061061']	['ITGB1', 'SMAD7', 'FGFR2', 'CTNNB1', 'TGFB1', 'TGFBR1', 'SMAD3']
1335	GO:BP	GO:0033365	protein localization to organelle	0.0166297398180108	True	"""A process in which a protein is transported to, or maintained in, a location within an organelle."" [GOC:mah]"	924	100	13	15719	0.13	0.014069264069264	query_1	['GO:0008104']	['PIK3R2', 'SRC', 'PIK3R1', 'PARD6A', 'SQSTM1', 'FYN', 'TGFB1', 'HRAS', 'SYK', 'SMURF1', 'ERBB2', 'PRKCZ', 'SMAD3']
1336	GO:BP	GO:0002763	positive regulation of myeloid leukocyte differentiation	0.016700551458298	True	"""Any process that activates or increases the frequency, rate, or extent of myeloid leukocyte differentiation."" [GOC:add]"	57	100	3	15719	0.03	0.0526315789473684	query_1	['GO:0002573', 'GO:0002761', 'GO:0045639', 'GO:1902107']	['KITLG', 'TGFB1', 'TRAF6']
1337	GO:BP	GO:2000630	positive regulation of miRNA metabolic process	0.016700551458298	True	"""Any process that activates or increases the frequency, rate or extent of miRNA metabolic process."" [GOC:dph]"	57	100	3	15719	0.03	0.0526315789473684	query_1	['GO:0010586', 'GO:0051254', 'GO:2000628']	['EGFR', 'HRAS', 'SMAD3']
