Waardenburg-Shah syndrome	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
1638	GO:BP	GO:0002833	positive regulation of response to biotic stimulus	0.0357685670403305	True	"""Any process that activates or increases the frequency, rate, or extent of a response to biotic stimulus."" [GOC:add]"	303	104	6	15719	0.0576923076923076	0.0198019801980198	query_1	['GO:0002831', 'GO:0009607', 'GO:0048584']	['SRC', 'PLCG2', 'FYN', 'LYN', 'VAV1', 'SYK']
1637	GO:BP	GO:0061008	hepaticobiliary system development	0.0357685670403305	True	"""The progression of the hepaticobiliary system over time, from its formation to the mature structure. The hepaticobiliary system is responsible for metabolic and catabolic processing of small molecules absorbed from the blood or gut, hormones and serum proteins, detoxification, storage of glycogen, triglycerides, metals and lipid soluble vitamins and excretion of bile. Included are the synthesis of albumin, blood coagulation factors, complement, and specific binding proteins."" [GOC:dph]"	144	104	4	15719	0.0384615384615384	0.0277777777777777	query_1	['GO:0048731']	['MET', 'HGF', 'TGFB1', 'VTN']
1640	GO:BP	GO:0009743	response to carbohydrate	0.0359266090427299	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a carbohydrate stimulus."" [GOC:jl]"	220	104	5	15719	0.048076923076923	0.0227272727272727	query_1	['GO:0010033', 'GO:1901700']	['TGFBR2', 'LYN', 'TGFB1', 'PTK2B', 'THBS1']
1639	GO:BP	GO:0001649	osteoblast differentiation	0.0359266090427299	True	"""The process whereby a relatively unspecialized cell acquires the specialized features of an osteoblast, a mesodermal or neural crest cell that gives rise to bone."" [CL:0000062, GO_REF:0000034, GOC:jid]"	220	104	5	15719	0.048076923076923	0.0227272727272727	query_1	['GO:0001503', 'GO:0030154']	['SPP1', 'HGF', 'TNC', 'PTK2', 'SEMA4D']
1641	GO:BP	GO:1900407	regulation of cellular response to oxidative stress	0.0360051696840786	True	"""Any process that modulates the frequency, rate or extent of cellular response to oxidative stress."" [GOC:mah, GOC:TermGenie]"	79	104	3	15719	0.0288461538461538	0.0379746835443038	query_1	['GO:0034599', 'GO:0080135', 'GO:1902882']	['MET', 'HGF', 'FYN']
1648	GO:BP	GO:0036314	response to sterol	0.0362215777246608	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a sterol stimulus."" [GOC:bf]"	29	104	2	15719	0.0192307692307692	0.0689655172413793	query_1	['GO:0014070', 'GO:0033993', 'GO:1901700']	['TGFBR2', 'TGFBR1']
1651	GO:BP	GO:0014044	Schwann cell development	0.0362215777246608	True	"""The process aimed at the progression of a Schwann cell over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell. Schwann cells are found in the peripheral nervous system, where they insulate neurons and axons, and regulate the environment in which neurons function."" [GOC:dgh, GOC:ef]"	29	104	2	15719	0.0192307692307692	0.0689655172413793	query_1	['GO:0014037', 'GO:0021782']	['POU3F1', 'POU3F2']
1646	GO:BP	GO:0030878	thyroid gland development	0.0362215777246608	True	"""The process whose specific outcome is the progression of the thyroid gland over time, from its formation to the mature structure. The thyroid gland is an endoderm-derived gland that produces thyroid hormone."" [GOC:dgh]"	29	104	2	15719	0.0192307692307692	0.0689655172413793	query_1	['GO:0035270', 'GO:0048732']	['EDNRA', 'EDN1']
1652	GO:BP	GO:0035886	vascular associated smooth muscle cell differentiation	0.0362215777246608	True	"""The process in which a relatively unspecialized cell acquires specialized features of a vascular smooth muscle cell."" [GOC:sl, PMID:16151017, PMID:18267954]"	29	104	2	15719	0.0192307692307692	0.0689655172413793	query_1	['GO:0001944', 'GO:0051145']	['EDNRA', 'VEGFA']
1647	GO:BP	GO:0055094	response to lipoprotein particle	0.0362215777246608	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a lipoprotein particle stimulus."" [GOC:BHF, GOC:rl]"	29	104	2	15719	0.0192307692307692	0.0689655172413793	query_1	['GO:0009719', 'GO:0010243']	['ITGB1', 'SYK']
1645	GO:BP	GO:0090322	regulation of superoxide metabolic process	0.0362215777246608	True	"""Any process that modulates the rate, frequency, or extent of superoxide metabolism, the chemical reactions and pathways involving superoxide, the superoxide anion O2- (superoxide free radical), or any compound containing this species."" [GOC:tb]"	29	104	2	15719	0.0192307692307692	0.0689655172413793	query_1	['GO:0006801', 'GO:2000377']	['SHC1', 'SYK']
1649	GO:BP	GO:0097205	renal filtration	0.0362215777246608	True	"""A renal system process in which fluid circulating through the body is filtered through a barrier system."" [GOC:pr, GOC:sart]"	29	104	2	15719	0.0192307692307692	0.0689655172413793	query_1	['GO:0003014']	['EDNRA', 'ITGA3']
1643	GO:BP	GO:0010743	regulation of macrophage derived foam cell differentiation	0.0362215777246608	True	"""Any process that modulates the rate, frequency or extent of macrophage derived foam cell differentiation. Macrophage derived foam cell differentiation is the process in which a macrophage acquires the specialized features of a foam cell. A foam cell is a type of cell containing lipids in small vacuoles and typically seen in atherosclerotic lesions, as well as other conditions."" [GOC:add, GOC:BHF, GOC:dph, GOC:tb]"	29	104	2	15719	0.0192307692307692	0.0689655172413793	query_1	['GO:0010742', 'GO:0045595']	['ITGAV', 'ITGB3']
1642	GO:BP	GO:0090314	positive regulation of protein targeting to membrane	0.0362215777246608	True	"""Any process that increases the frequency, rate or extent of the process of directing proteins towards a membrane, usually using signals contained within the protein."" [GOC:tb]"	29	104	2	15719	0.0192307692307692	0.0689655172413793	query_1	['GO:0006612', 'GO:0090313', 'GO:0090316', 'GO:1905477']	['FYN', 'ERBB2']
1650	GO:BP	GO:0045987	positive regulation of smooth muscle contraction	0.0362215777246608	True	"""Any process that activates or increases the frequency, rate or extent of smooth muscle contraction."" [GOC:go_curators]"	29	104	2	15719	0.0192307692307692	0.0689655172413793	query_1	['GO:0006939', 'GO:0006940', 'GO:0045933']	['EDN2', 'EDN1']
1644	GO:BP	GO:0060390	regulation of SMAD protein signal transduction	0.0362215777246608	True	"""Any process that modulates the rate, frequency or extent of SMAD protein signal transduction. Pathway-restricted SMAD proteins and common-partner SMAD proteins are involved in the transforming growth factor beta receptor signaling pathways."" [GOC:BHF, GOC:dph, GOC:tb]"	29	104	2	15719	0.0192307692307692	0.0689655172413793	query_1	['GO:0060395', 'GO:1902531']	['TGFB3', 'TGFBR1']
1653	GO:BP	GO:0050671	positive regulation of lymphocyte proliferation	0.0362519247370559	True	"""Any process that activates or increases the rate or extent of lymphocyte proliferation."" [GOC:ai]"	145	104	4	15719	0.0384615384615384	0.0275862068965517	query_1	['GO:0032946', 'GO:0046651', 'GO:0050670', 'GO:0051251']	['TGFBR2', 'ZAP70', 'SYK', 'VCAM1']
1654	GO:BP	GO:0051649	establishment of localization in cell	0.0362764553776565	True	"""Any process, occuring in a cell, that localizes a substance or cellular component. This may occur via movement, tethering or selective degradation."" [GOC:ai, GOC:dos, GOC:dph, GOC:tb]"	2072	104	22	15719	0.2115384615384615	0.0106177606177606	query_1	['GO:0051234', 'GO:0051641']	['KEL', 'ITGB1', 'PIK3R2', 'SRC', 'ITGB3', 'PIK3R1', 'EDN3', 'EML3', 'FYN', 'ITGA4', 'LAT', 'LYN', 'TGFB1', 'PLK1', 'SYK', 'ERBB2', 'CDH1', 'NUDC', 'EML4', 'SH3GL2', 'CBL', 'PTPN11']
1655	GO:BP	GO:0007346	regulation of mitotic cell cycle	0.0364744993157438	True	"""Any process that modulates the rate or extent of progress through the mitotic cell cycle."" [GOC:dph, GOC:go_curators, GOC:tb]"	489	104	8	15719	0.0769230769230769	0.016359918200409	query_1	['GO:0000278', 'GO:0051726']	['EDN3', 'NEK6', 'NEK7', 'TGFB1', 'PLK1', 'EGFR', 'EDN1', 'PTPN11']
147	GO:CC	GO:0005942	phosphatidylinositol 3-kinase complex	0.036729084768867	True	"""A protein complex capable of phosphatidylinositol 3-kinase activity and containing subunits of any phosphatidylinositol 3-kinase (PI3K) enzyme. These complexes are divided in three classes (called I, II and III) that differ for their presence across taxonomic groups and for the type of their constituents. Catalytic subunits of phosphatidylinositol 3-kinase enzymes are present in all 3 classes; regulatory subunits of phosphatidylinositol 3-kinase enzymes are present in classes I and III; adaptor proteins have been observed in class II complexes and may be present in other classes too."" [GOC:bf, PMID:24587488]"	30	104	2	16420	0.0192307692307692	0.0666666666666666	query_1	['GO:0019898', 'GO:0061695', 'GO:0098796']	['PIK3R2', 'PIK3R1']
146	GO:CC	GO:0031941	filamentous actin	0.036729084768867	True	"""A two-stranded helical polymer of the protein actin."" [GOC:mah]"	30	104	2	16420	0.0192307692307692	0.0666666666666666	query_1	['GO:0005884', 'GO:0032991']	['CD2AP', 'JAM3']
1656	GO:BP	GO:0010324	membrane invagination	0.036894573244937	True	"""The infolding of a membrane."" [GOC:tb]"	80	104	3	15719	0.0288461538461538	0.0375	query_1	['GO:0061024']	['PLCG2', 'FCGR1A', 'THBS1']
1657	GO:BP	GO:0051592	response to calcium ion	0.0369987287124221	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a calcium ion stimulus."" [GOC:ai]"	146	104	4	15719	0.0384615384615384	0.0273972602739726	query_1	['GO:0010033', 'GO:0010038', 'GO:1901700', 'GO:1902074']	['PLCG2', 'EDN1', 'PTK2B', 'THBS1']
1658	GO:BP	GO:0050803	regulation of synapse structure or activity	0.0374694464238766	True	"""Any process that modulates the physical form or the activity of a synapse, the junction between a neuron and a target (neuron, muscle, or secretory cell)."" [GOC:ai]"	223	104	5	15719	0.048076923076923	0.0224215246636771	query_1	['GO:0065008']	['ITGB1', 'FYN', 'NRP2', 'PTK2B', 'SEMA4D']
289	REAC	REAC:R-HSA-5654732	Negative regulation of FGFR3 signaling	0.0374853531274559	True	Negative regulation of FGFR3 signaling	22	96	2	10022	0.0208333333333333	0.0909090909090909	query_1	['REAC:R-HSA-5654741']	['CBL', 'PTPN11']
1659	GO:BP	GO:0019953	sexual reproduction	0.0375796508754165	True	"""A type of reproduction that combines the genetic material of two gametes (such as a sperm or egg cell or fungal spores). The gametes have an haploid genome (with a single set of chromosomes, the product of a meiotic division) and combines with one another to produce a zygote (diploid)."" [Wikipedia:Sexual_reproduction]"	1015	104	13	15719	0.125	0.012807881773399	query_1	['GO:0000003']	['ITGB1', 'SRC', 'EDNRA', 'SOS1', 'CLGN', 'TGFB1', 'PLK1', 'JAM3', 'EDN1', 'PTK2B', 'CRKL', 'TGFBR1', 'JAM2']
1660	GO:BP	GO:0022402	cell cycle process	0.037626144976938	True	"""The cellular process that ensures successive accurate and complete genome replication and chromosome segregation."" [GOC:isa_complete, GOC:mtg_cell_cycle]"	1241	104	15	15719	0.1442307692307692	0.0120870265914585	query_1	['GO:0007049', 'GO:0009987']	['ITGB1', 'EDNRA', 'PLCG2', 'EDN3', 'EML3', 'NEK6', 'NEK7', 'TGFB1', 'PLK1', 'EGFR', 'EML1', 'EDN1', 'NUDC', 'EML4', 'PTPN11']
1662	GO:BP	GO:0032675	regulation of interleukin-6 production	0.0377312392222113	True	"""Any process that modulates the frequency, rate, or extent of interleukin-6 production."" [GOC:mah]"	147	104	4	15719	0.0384615384615384	0.0272108843537414	query_1	['GO:0001817', 'GO:0032635']	['HGF', 'PLCG2', 'SYK', 'PTPN11']
1661	GO:BP	GO:0032635	interleukin-6 production	0.0377312392222113	True	"""The appearance of interleukin-6 due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels."" [GOC:mah]"	147	104	4	15719	0.0384615384615384	0.0272108843537414	query_1	['GO:0001816']	['HGF', 'PLCG2', 'SYK', 'PTPN11']
1663	GO:BP	GO:0055006	cardiac cell development	0.0379726107872742	True	"""The process whose specific outcome is the progression of a cardiac cell over time, from its formation to the mature state. A cardiac cell is a cell that will form part of the cardiac organ of an individual."" [GOC:devbiol]"	81	104	3	15719	0.0288461538461538	0.037037037037037	query_1	['GO:0035051', 'GO:0048468']	['EDN1', 'VEGFA', 'PDGFRA']
1664	GO:BP	GO:0009892	negative regulation of metabolic process	0.0379907871041776	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism."" [GOC:go_curators]"	2846	104	28	15719	0.2692307692307692	0.0098383696416022	query_1	['GO:0008152', 'GO:0019222', 'GO:0048519']	['MET', 'VEGFB', 'FN1', 'ITGAV', 'CD2AP', 'SRC', 'ITGB3', 'TGFB3', 'MITF', 'HGF', 'SHC1', 'TFE3', 'FYN', 'SOX10', 'LYN', 'TGFB1', 'PLK1', 'EGFR', 'POU3F2', 'EDN1', 'VEGFA', 'SH3GL2', 'CRKL', 'EDNRB', 'VTN', 'THBS1', 'CBL', 'SEMA4D']
1665	GO:BP	GO:0048705	skeletal system morphogenesis	0.0379907871041776	True	"""The process in which the anatomical structures of the skeleton are generated and organized."" [GOC:dph, GOC:dsf, GOC:jid, GOC:tb]"	224	104	5	15719	0.048076923076923	0.0223214285714285	query_1	['GO:0001501', 'GO:0009887']	['TGFB3', 'TGFBR2', 'TGFB1', 'TGFBR1', 'PDGFRA']
1676	GO:BP	GO:0008045	motor neuron axon guidance	0.0380901734739588	True	"""The process in which the migration of an axon growth cone of a motor neuron is directed to a specific target site in response to a combination of attractive and repulsive cues."" [CL:0000100, GOC:pr, ISBN:0878932437]"	30	104	2	15719	0.0192307692307692	0.0666666666666666	query_1	['GO:0007411']	['ERBB2', 'NRP1']
1675	GO:BP	GO:0001945	lymph vessel development	0.0380901734739588	True	"""The process whose specific outcome is the progression of a lymph vessel over time, from its formation to the mature structure."" [GOC:dph, UBERON:0001473]"	30	104	2	15719	0.0192307692307692	0.0666666666666666	query_1	['GO:0001944', 'GO:0048856']	['SYK', 'VEGFA']
1674	GO:BP	GO:0007176	regulation of epidermal growth factor-activated receptor activity	0.0380901734739588	True	"""Any process that modulates the frequency, rate or extent of EGF-activated receptor activity."" [GOC:dph, GOC:go_curators]"	30	104	2	15719	0.0192307692307692	0.0666666666666666	query_1	['GO:0010469', 'GO:0061097']	['SHC1', 'CBL']
1673	GO:BP	GO:0097254	renal tubular secretion	0.0380901734739588	True	"""The elimination of substances from peritubular capillaries (or surrounding hemolymph in invertebrates) into the renal tubules to be incorporated subsequently into the urine. Substances that are secreted include organic anions, ammonia, potassium and drugs."" [GOC:rph, PMID:25287933, Wikipedia:Renal_secretion#Secretion]"	30	104	2	15719	0.0192307692307692	0.0666666666666666	query_1	['GO:0003014', 'GO:0007588']	['EDN1', 'EDNRB']
1672	GO:BP	GO:0061037	negative regulation of cartilage development	0.0380901734739588	True	"""Any process that decreases the rate, frequency, or extent of cartilage development, the process whose specific outcome is the progression of the cartilage over time, from its formation to the mature structure. Cartilage is a connective tissue dominated by extracellular matrix containing collagen type II and large amounts of proteoglycan, particularly chondroitin sulfate."" [GOC:dph]"	30	104	2	15719	0.0192307692307692	0.0666666666666666	query_1	['GO:0051093', 'GO:0051216', 'GO:0051241', 'GO:0061035']	['TGFBR1', 'PTPN11']
1671	GO:BP	GO:0048265	response to pain	0.0380901734739588	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a pain stimulus. Pain stimuli cause activation of nociceptors, peripheral receptors for pain, include receptors which are sensitive to painful mechanical stimuli, extreme heat or cold, and chemical stimuli."" [GOC:jid, PMID:10203867, PMID:12723742, PMID:12843304, Wikipedia:Pain]"	30	104	2	15719	0.0192307692307692	0.0666666666666666	query_1	['GO:0033555']	['EDNRB', 'THBS1']
1670	GO:BP	GO:0090330	regulation of platelet aggregation	0.0380901734739588	True	"""Any process that modulates the rate, frequency or extent of platelet aggregation. Platelet aggregation is the adhesion of one platelet to one or more other platelets via adhesion molecules."" [GOC:dph, GOC:tb]"	30	104	2	15719	0.0192307692307692	0.0666666666666666	query_1	['GO:0010543', 'GO:0034110', 'GO:0070527']	['LYN', 'SYK']
1669	GO:BP	GO:0050820	positive regulation of coagulation	0.0380901734739588	True	"""Any process that activates or increases the frequency, rate or extent of coagulation."" [GOC:ai]"	30	104	2	15719	0.0192307692307692	0.0666666666666666	query_1	['GO:0050817', 'GO:0050818', 'GO:0051240']	['VTN', 'THBS1']
1668	GO:BP	GO:0001516	prostaglandin biosynthetic process	0.0380901734739588	True	"""The chemical reactions and pathways resulting in the formation of prostaglandins, any of a group of biologically active metabolites which contain a cyclopentane ring."" [GOC:ai]"	30	104	2	15719	0.0192307692307692	0.0666666666666666	query_1	['GO:0006693', 'GO:0046457']	['EDN2', 'EDN1']
1667	GO:BP	GO:0046457	prostanoid biosynthetic process	0.0380901734739588	True	"""The chemical reactions and pathways resulting in the formation of prostanoids, any compound based on or derived from the prostanoate structure."" [GOC:ai]"	30	104	2	15719	0.0192307692307692	0.0666666666666666	query_1	['GO:0006636', 'GO:0006692', 'GO:0046456']	['EDN2', 'EDN1']
1666	GO:BP	GO:1901889	negative regulation of cell junction assembly	0.0380901734739588	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of cell junction assembly."" [GOC:TermGenie]"	30	104	2	15719	0.0192307692307692	0.0666666666666666	query_1	['GO:0034329', 'GO:0051129', 'GO:1901888']	['SRC', 'THBS1']
1677	GO:BP	GO:1901214	regulation of neuron death	0.0381217636777583	True	"""Any process that modulates the frequency, rate or extent of neuron death."" [GOC:rph, GOC:TermGenie]"	309	104	6	15719	0.0576923076923076	0.0194174757281553	query_1	['GO:0010941', 'GO:0070997']	['VEGFB', 'TGFB3', 'FYN', 'PTK2B', 'NRP1', 'CBL']
1678	GO:BP	GO:0032946	positive regulation of mononuclear cell proliferation	0.0382193230582713	True	"""Any process that activates or increases the frequency, rate or extent of mononuclear cell proliferation."" [GOC:add]"	148	104	4	15719	0.0384615384615384	0.027027027027027	query_1	['GO:0032943', 'GO:0032944', 'GO:0070665']	['TGFBR2', 'ZAP70', 'SYK', 'VCAM1']
1679	GO:BP	GO:0043270	positive regulation of monoatomic ion transport	0.038311185304204	True	"""Any process that activates or increases the frequency, rate or extent of the directed movement of charged atoms or small charged molecules into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:jl]"	225	104	5	15719	0.048076923076923	0.0222222222222222	query_1	['GO:0006811', 'GO:0043269', 'GO:0051050']	['EDNRA', 'PLCG2', 'EDN3', 'PLCG1', 'EDN1']
148	GO:CC	GO:0012506	vesicle membrane	0.0384072268875516	True	"""The lipid bilayer surrounding any membrane-bounded vesicle in the cell."" [GOC:mah, GOC:vesicle]"	1176	104	14	16420	0.1346153846153846	0.0119047619047619	query_1	['GO:0031090', 'GO:0031982']	['RAPGEF1', 'ITGB1', 'ITGAV', 'ITGB3', 'ITGA2B', 'LYN', 'GRB2', 'EGFR', 'FCGR1A', 'ERBB2', 'SH3KBP1', 'ECE1', 'SH3GL2', 'ECE2']
1680	GO:BP	GO:0003002	regionalization	0.0384178303396993	True	"""The pattern specification process that results in the subdivision of an axis or axes in space to define an area or volume in which specific patterns of cell differentiation will take place or in which cells interpret a specific environment."" [GOC:dph, GOC:isa_complete]"	400	104	7	15719	0.0673076923076923	0.0175	query_1	['GO:0007389']	['EDNRA', 'TGFBR2', 'NRP2', 'EDN1', 'CRKL', 'TGFBR1', 'NRP1']
290	REAC	REAC:R-HSA-68881	Mitotic Metaphase/Anaphase Transition	0.0384616996787417	True	Mitotic Metaphase/Anaphase Transition	2	96	1	10022	0.0104166666666666	0.5	query_1	['REAC:R-HSA-2555396']	['PLK1']
1681	GO:BP	GO:0008625	extrinsic apoptotic signaling pathway via death domain receptors	0.0387860390700387	True	"""The series of molecular signals in which a signal is conveyed from the cell surface to trigger the apoptotic death of a cell. The pathway starts with a ligand binding to a death domain receptor on the cell surface, and ends when the execution phase of apoptosis is triggered."" [GOC:mah, GOC:mtg_apoptosis]"	82	104	3	15719	0.0288461538461538	0.0365853658536585	query_1	['GO:0097191']	['PIK3R1', 'HGF', 'THBS1']
1682	GO:BP	GO:0060419	heart growth	0.0387860390700387	True	"""The increase in size or mass of the heart."" [GOC:dph, GOC:tb]"	82	104	3	15719	0.0288461538461538	0.0365853658536585	query_1	['GO:0007507', 'GO:0035265']	['TGFBR2', 'EDN1', 'TGFBR1']
1683	GO:BP	GO:0030902	hindbrain development	0.0389629170087207	True	"""The process whose specific outcome is the progression of the hindbrain over time, from its formation to the mature structure. The hindbrain is the posterior of the three primary divisions of the developing chordate brain, or the corresponding part of the adult brain (in vertebrates, includes the cerebellum, pons, and medulla oblongata and controls the autonomic functions and equilibrium)."" [http://www2.merriam-webster.com/cgi-bin/mwmednlm?book=Medical&va=hindbrain]"	149	104	4	15719	0.0384615384615384	0.0268456375838926	query_1	['GO:0007420', 'GO:0048856']	['ITGB1', 'CRK', 'CRKL', 'PTPN11']
1684	GO:BP	GO:0000819	sister chromatid segregation	0.039534186591992	True	"""The cell cycle process in which sister chromatids are organized and then physically separated and apportioned to two or more sets."" [GOC:ai, GOC:elh]"	227	104	5	15719	0.048076923076923	0.0220264317180616	query_1	['GO:0051276', 'GO:0098813']	['EML3', 'NEK6', 'PLK1', 'NUDC', 'EML4']
149	GO:CC	GO:0005829	cytosol	0.039591267068545	True	"""The part of the cytoplasm that does not contain organelles but which does contain other particulate matter, such as protein complexes."" [GOC:hjd, GOC:jl]"	5250	104	44	16420	0.4230769230769231	0.0083809523809523	query_1	['GO:0005737', 'GO:0110165']	['RAPGEF1', 'KEL', 'ITGAV', 'PIK3R2', 'BCAR1', 'SRC', 'PIK3R1', 'NEK9', 'CRK', 'SHC1', 'ITK', 'PLCG2', 'TFE3', 'SOS1', 'TGFBR2', 'PXN', 'FYN', 'NEK6', 'SH3PXD2A', 'ZAP70', 'LYN', 'GRB2', 'LCP2', 'PLK1', 'TFEB', 'VCL', 'VAV1', 'SYK', 'PLCG1', 'EML1', 'ERBB2', 'SH3KBP1', 'PTK2B', 'NUDC', 'EML4', 'SH3GL2', 'CRKL', 'TLN1', 'PTK2', 'NRP1', 'LCK', 'CBL', 'PTPN11', 'PLXNA1']
150	GO:CC	GO:0043005	neuron projection	0.0396681651883502	True	"""A prolongation or process extending from a nerve cell, e.g. an axon or dendrite."" [GOC:jl, http://www.cogsci.princeton.edu/~wn/]"	1302	104	15	16420	0.1442307692307692	0.0115207373271889	query_1	['GO:0120025']	['ITGB1', 'BCAR1', 'CD2AP', 'SRC', 'FYN', 'ITGA4', 'TGFB1', 'NRP2', 'SH3KBP1', 'PTK2B', 'L1CAM', 'PTK2', 'NRP1', 'ITGA3', 'CBL']
1685	GO:BP	GO:0046488	phosphatidylinositol metabolic process	0.0397847318028214	True	"""The chemical reactions and pathways involving phosphatidylinositol, any glycophospholipid in which a sn-glycerol 3-phosphate residue is esterified to the 1-hydroxyl group of 1D-myo-inositol."" [ISBN:0198506732]"	150	104	4	15719	0.0384615384615384	0.0266666666666666	query_1	['GO:0006650']	['PIK3R2', 'PIK3R1', 'PLCG2', 'PLCG1']
1686	GO:BP	GO:0046903	secretion	0.0399301458294642	True	"""The controlled release of a substance by a cell or a tissue."" [GOC:ai]"	915	104	12	15719	0.1153846153846153	0.0131147540983606	query_1	['GO:0006810']	['CD2AP', 'SPP1', 'TGFB3', 'EDN3', 'LAT', 'LYN', 'SYK', 'EDN1', 'VEGFA', 'EDNRB', 'CBL', 'PTPN11']
1687	GO:BP	GO:0051303	establishment of chromosome localization	0.0399323489891363	True	"""The directed movement of a chromosome to a specific location."" [GOC:ai]"	83	104	3	15719	0.0288461538461538	0.036144578313253	query_1	['GO:0050000', 'GO:0051649', 'GO:0051656']	['EML3', 'NUDC', 'EML4']
1688	GO:BP	GO:0031349	positive regulation of defense response	0.0400419815254751	True	"""Any process that activates or increases the frequency, rate or extent of a defense response."" [GOC:mah]"	404	104	7	15719	0.0673076923076923	0.0173267326732673	query_1	['GO:0006952', 'GO:0031347', 'GO:0048584']	['SRC', 'PLCG2', 'FYN', 'LYN', 'VAV1', 'SYK', 'FCGR1A']
1689	GO:BP	GO:0042044	fluid transport	0.0400419815254751	True	"""The directed movement of substances that are in liquid form in normal living conditions into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]"	31	104	2	15719	0.0192307692307692	0.064516129032258	query_1	['GO:0006810']	['EDN1', 'EDNRB']
1691	GO:BP	GO:0032232	negative regulation of actin filament bundle assembly	0.0400419815254751	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the assembly of actin filament bundles."" [GOC:mah]"	31	104	2	15719	0.0192307692307692	0.064516129032258	query_1	['GO:0032231', 'GO:0051017', 'GO:0051494', 'GO:1902904']	['MET', 'PIK3R1']
1692	GO:BP	GO:0002313	mature B cell differentiation involved in immune response	0.0400419815254751	True	"""The process in which a naive B cell acquires the specialized features of a mature or memory B cell during an immune response."" [GOC:jal]"	31	104	2	15719	0.0192307692307692	0.064516129032258	query_1	['GO:0002312', 'GO:0002335']	['PLCG2', 'PTK2B']
1693	GO:BP	GO:1900225	regulation of NLRP3 inflammasome complex assembly	0.0400419815254751	True	"""Any process that modulates the frequency, rate or extent of NLRP3 inflammasome complex assembly."" [GOC:TermGenie]"	31	104	2	15719	0.0192307692307692	0.064516129032258	query_1	['GO:0043254', 'GO:0044546']	['PLCG2', 'NEK7']
1694	GO:BP	GO:0001782	B cell homeostasis	0.0400419815254751	True	"""The process of regulating the proliferation and elimination of B cells such that the total number of B cells within a whole or part of an organism is stable over time in the absence of an outside stimulus."" [GOC:add, ISBN:0781735149, PMID:12956429]"	31	104	2	15719	0.0192307692307692	0.064516129032258	query_1	['GO:0002260']	['SOS1', 'LYN']
1695	GO:BP	GO:1901185	negative regulation of ERBB signaling pathway	0.0400419815254751	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of ERBB signaling pathway."" [GOC:BHF, GOC:TermGenie]"	31	104	2	15719	0.0192307692307692	0.064516129032258	query_1	['GO:0009968', 'GO:0038127', 'GO:1901184']	['EGFR', 'CBL']
1696	GO:BP	GO:0006869	lipid transport	0.0400419815254751	True	"""The directed movement of lipids into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Lipids are compounds soluble in an organic solvent but not, or sparingly, in an aqueous solvent."" [ISBN:0198506732]"	404	104	7	15719	0.0673076923076923	0.0173267326732673	query_1	['GO:0010876', 'GO:0071702']	['ITGAV', 'SPP1', 'ITGB3', 'SYK', 'EDN1', 'THBS1', 'PTPN11']
1697	GO:BP	GO:0043304	regulation of mast cell degranulation	0.0400419815254751	True	"""Any process that modulates the frequency, rate, or extent of mast cell degranulation."" [ISBN:0781735149]"	31	104	2	15719	0.0192307692307692	0.064516129032258	query_1	['GO:0002886', 'GO:0033006', 'GO:0043300', 'GO:0043303']	['LYN', 'SYK']
1690	GO:BP	GO:0097421	liver regeneration	0.0400419815254751	True	"""The regrowth of lost or destroyed liver."" [GOC:gap, PMID:19447520]"	31	104	2	15719	0.0192307692307692	0.064516129032258	query_1	['GO:0001889', 'GO:0031100']	['TGFB1', 'VTN']
151	GO:CC	GO:0045334	clathrin-coated endocytic vesicle	0.0401380002715534	True	"""A clathrin-coated, membrane-bounded intracellular vesicle formed by invagination of the plasma membrane around an extracellular substance."" [GOC:go_curators]"	86	104	3	16420	0.0288461538461538	0.0348837209302325	query_1	['GO:0030136', 'GO:0030139']	['EGFR', 'FCGR1A', 'SH3GL2']
1700	GO:BP	GO:0002088	lens development in camera-type eye	0.0409013408679041	True	"""The process whose specific outcome is the progression of the lens over time, from its formation to the mature structure. The lens is a transparent structure in the eye through which light is focused onto the retina. An example of this process is found in Mus musculus."" [GOC:dph, ISBN:0582064333]"	84	104	3	15719	0.0288461538461538	0.0357142857142857	query_1	['GO:0043010', 'GO:0048856']	['TGFBR2', 'TGFB1', 'TGFBR1']
