Seckel syndrome	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
504	GO:BP	GO:0048660	regulation of smooth muscle cell proliferation	0.0144817920789698	True	"""Any process that modulates the frequency, rate or extent of smooth muscle cell proliferation."" [CL:0000192, GOC:ebc]"	139	108	5	15719	0.0462962962962962	0.0359712230215827	query_1	['GO:0042127', 'GO:0048659']	['AKT1', 'XRCC6', 'HDAC1', 'XRCC5', 'PRKDC']
503	GO:BP	GO:0007623	circadian rhythm	0.0144817920789698	True	"""Any biological process in an organism that recurs with a regularity of approximately 24 hours."" [GOC:bf, GOC:go_curators]"	202	108	6	15719	0.0555555555555555	0.0297029702970297	query_1	['GO:0048511']	['HDAC1', 'PHLPP1', 'PARP1', 'PRKDC', 'KAT5', 'TP53']
505	GO:BP	GO:0034599	cellular response to oxidative stress	0.0144960966574001	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of oxidative stress, a state often resulting from exposure to high levels of reactive oxygen species, e.g. superoxide anions, hydrogen peroxide (H2O2), and hydroxyl radicals."" [GOC:mah]"	272	108	7	15719	0.0648148148148148	0.025735294117647	query_1	['GO:0006979', 'GO:0062197']	['AKT1', 'RAD52', 'PCNA', 'PARP1', 'FANCD2', 'APEX1', 'TP53']
506	GO:BP	GO:0022412	cellular process involved in reproduction in multicellular organism	0.0146374999035142	True	"""A process, occurring at the cellular level, that is involved in the reproductive function of a multicellular organism."" [GOC:isa_complete]"	428	108	9	15719	0.0833333333333333	0.0210280373831775	query_1	['GO:0009987', 'GO:0022414', 'GO:0032504']	['BRIP1', 'AKT1', 'MSH2', 'MLH1', 'BRCA2', 'ERCC1', 'ATM', 'KAT5', 'RNF8']
507	GO:BP	GO:0061053	somite development	0.0148084833534411	True	"""The progression of a somite from its initial formation to the mature structure. Somites are mesodermal clusters that are arranged segmentally along the anterior posterior axis of an embryo."" [GOC:dph]"	85	108	4	15719	0.037037037037037	0.0470588235294117	query_1	['GO:0009790', 'GO:0060429']	['ATM', 'PRKDC', 'XRCC2', 'TP53']
508	GO:BP	GO:0051090	regulation of DNA-binding transcription factor activity	0.0148084833534411	True	"""Any process that modulates the frequency, rate or extent of the activity of a transcription factor, any factor involved in the initiation or regulation of transcription."" [GOC:ai]"	429	108	9	15719	0.0833333333333333	0.0209790209790209	query_1	['GO:0006355', 'GO:0065009']	['AKT1', 'TP53BP1', 'PAXIP1', 'TRAIP', 'AR', 'SUMO1', 'FANCD2', 'NPM1', 'KDM1A']
157	REAC	REAC:R-HSA-68877	Mitotic Prometaphase	0.0150077669150915	True	Mitotic Prometaphase	198	104	7	10022	0.0673076923076923	0.0353535353535353	query_1	['REAC:R-HSA-68886']	['PLK4', 'CENPJ', 'CEP152', 'CENPE', 'CEP63', 'NUP85', 'PCNT']
158	REAC	REAC:R-HSA-196791	Vitamin D (calciferol) metabolism	0.0151817273589585	True	Vitamin D (calciferol) metabolism	10	104	2	10022	0.0192307692307692	0.2	query_1	['REAC:R-HSA-8957322']	['UBE2I', 'SUMO2']
510	GO:BP	GO:0048856	anatomical structure development	0.0153942978277397	True	"""The biological process whose specific outcome is the progression of an anatomical structure from an initial condition to its mature state. This process begins with the formation of the structure and ends with the mature structure, whatever form that may be including its natural destruction. An anatomical structure is any biological entity that occupies space and is distinguished from its surroundings. Anatomical structures can be macroscopic such as a carpel, or microscopic such as an acrosome."" [GO_REF:0000021]"	5478	108	52	15719	0.4814814814814814	0.0094925155166119	query_1	['GO:0032502']	['RBBP8', 'HUS1', 'BRIP1', 'AKT1', 'NBN', 'MSH2', 'USP1', 'TP53BP1', 'XRCC6', 'HLTF', 'WDR48', 'PAXIP1', 'LIG4', 'HDAC1', 'APLF', 'MLH1', 'PLK4', 'CEP152', 'H2AX', 'MSH3', 'LIG1', 'PLK2', 'BRCA2', 'PHLPP1', 'RAD1', 'PCNA', 'AR', 'SUMO1', 'PMS2', 'PARP1', 'XRCC4', 'XRCC5', 'ERCC1', 'NHEJ1', 'FANCD2', 'ATM', 'CEP63', 'EXO1', 'BRCA1', 'PRKDC', 'XRCC1', 'XRCC2', 'NUP85', 'KAT5', 'POLB', 'WRN', 'TP53', 'PHLPP2', 'KDM1A', 'POLE', 'RNF8', 'MSH6']
512	GO:BP	GO:0006285	base-excision repair, AP site formation	0.0153942978277397	True	"""The formation of an AP site, a deoxyribose sugar with a missing base, by DNA glycosylase which recognizes an altered base in DNA and catalyzes its hydrolytic removal. This sugar phosphate is the substrate recognized by the AP endonuclease, which cuts the DNA phosphodiester backbone at the 5' side of the altered site to leave a gap which is subsequently repaired."" [ISBN:0815316194]"	12	108	2	15719	0.0185185185185185	0.1666666666666666	query_1	['GO:0006259', 'GO:0006284']	['OGG1', 'NEIL1']
514	GO:BP	GO:0043523	regulation of neuron apoptotic process	0.0153942978277397	True	"""Any process that modulates the occurrence or rate of cell death by apoptotic process in neurons."" [GOC:go_curators, GOC:mtg_apoptosis]"	205	108	6	15719	0.0555555555555555	0.0292682926829268	query_1	['GO:0042981', 'GO:0051402', 'GO:1901214']	['MSH2', 'LIG4', 'PARP1', 'ATM', 'XRCC2', 'TP53']
515	GO:BP	GO:0007548	sex differentiation	0.0153942978277397	True	"""The establishment of the sex of an organism by physical differentiation."" [GOC:ai]"	276	108	7	15719	0.0648148148148148	0.0253623188405797	query_1	['GO:0003006']	['BRIP1', 'MSH2', 'WDR48', 'BRCA2', 'AR', 'ERCC1', 'ATM']
516	GO:BP	GO:0010826	negative regulation of centrosome duplication	0.0153942978277397	True	"""Any process that decreases the frequency, rate or extent of centrosome duplication. Centrosome duplication is the replication of a centrosome, a structure comprised of a pair of centrioles and peri-centriolar material from which a microtubule spindle apparatus is organized."" [GOC:dph, GOC:tb]"	12	108	2	15719	0.0185185185185185	0.1666666666666666	query_1	['GO:0010824', 'GO:0046606', 'GO:0051298']	['BRCA1', 'NPM1']
517	GO:BP	GO:0033148	positive regulation of intracellular estrogen receptor signaling pathway	0.0153942978277397	True	"""Any process that activates or increases the frequency, rate or extent of the activity of an intracellular estrogen receptor signaling pathway."" [GOC:mah]"	12	108	2	15719	0.0185185185185185	0.1666666666666666	query_1	['GO:0030520', 'GO:0033145', 'GO:0033146']	['AR', 'PARP1']
511	GO:BP	GO:0070997	neuron death	0.0153942978277397	True	"""The process of cell death in a neuron."" [GOC:BHF, GOC:mah]"	352	108	8	15719	0.074074074074074	0.0227272727272727	query_1	['GO:0008219']	['AKT1', 'MSH2', 'LIG4', 'PARP1', 'ATM', 'XRCC2', 'POLB', 'TP53']
509	GO:BP	GO:0072710	response to hydroxyurea	0.0153942978277397	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a hydroxyurea stimulus."" [GOC:mah]"	12	108	2	15719	0.0185185185185185	0.1666666666666666	query_1	['GO:0010033', 'GO:1901698']	['BLM', 'RAD51']
513	GO:BP	GO:0046606	negative regulation of centrosome cycle	0.0153942978277397	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the centrosome cycle."" [GOC:ai]"	12	108	2	15719	0.0185185185185185	0.1666666666666666	query_1	['GO:0007098', 'GO:0010948', 'GO:0046605', 'GO:0051494']	['BRCA1', 'NPM1']
518	GO:BP	GO:0060322	head development	0.0155566020703519	True	"""The biological process whose specific outcome is the progression of a head from an initial condition to its mature state. The head is the anterior-most division of the body."" [GOC:dph]"	791	108	13	15719	0.1203703703703703	0.0164348925410872	query_1	['GO:0048856']	['HDAC1', 'H2AX', 'BRCA2', 'RAD1', 'XRCC5', 'FANCD2', 'ATM', 'PRKDC', 'XRCC1', 'WRN', 'TP53', 'PHLPP2', 'KDM1A']
519	GO:BP	GO:0044270	cellular nitrogen compound catabolic process	0.0156556517717174	True	"""The chemical reactions and pathways resulting in the breakdown of organic and inorganic nitrogenous compounds."" [GOC:jl, ISBN:0198506732]"	434	108	9	15719	0.0833333333333333	0.02073732718894	query_1	['GO:0034641', 'GO:0044248']	['AKT1', 'MLH1', 'FEN1', 'OGG1', 'ATM', 'APEX1', 'POLB', 'NPM1', 'NEIL1']
520	GO:BP	GO:0048232	male gamete generation	0.0156727452661907	True	"""Generation of the male gamete; specialised haploid cells produced by meiosis and along with a female gamete takes part in sexual reproduction."" [GOC:dph, GOC:jid]"	607	108	11	15719	0.1018518518518518	0.0181219110378912	query_1	['GO:0007276']	['BRIP1', 'WDR48', 'MLH1', 'H2AX', 'BRCA2', 'AR', 'ERCC1', 'ATM', 'KAT5', 'RNF8', 'MSH6']
521	GO:BP	GO:0051247	positive regulation of protein metabolic process	0.0157226941508651	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving a protein."" [GOC:ai]"	1401	108	19	15719	0.1759259259259259	0.0135617416131334	query_1	['GO:0010604', 'GO:0019538', 'GO:0051173', 'GO:0051246']	['AKT1', 'NBN', 'RAD50', 'FANCI', 'XRCC6', 'PAXIP1', 'PLK2', 'CENPE', 'SUMO1', 'XRCC5', 'MRE11', 'SUMO2', 'BRCA1', 'PRKDC', 'KAT5', 'BARD1', 'NPM1', 'TP53', 'KDM1A']
523	GO:BP	GO:0046700	heterocycle catabolic process	0.0157749817529862	True	"""The chemical reactions and pathways resulting in the breakdown of heterocyclic compounds, those with a cyclic molecular structure and at least two different atoms in the ring (or rings)."" [GOC:ai]"	435	108	9	15719	0.0833333333333333	0.0206896551724137	query_1	['GO:0044248', 'GO:0046483']	['AKT1', 'MLH1', 'FEN1', 'OGG1', 'ATM', 'APEX1', 'POLB', 'NPM1', 'NEIL1']
522	GO:BP	GO:0048659	smooth muscle cell proliferation	0.0157749817529862	True	"""The multiplication or reproduction of smooth muscle cells, resulting in the expansion of a cell population."" [CL:0000192, GOC:ebc, PMID:1840698]"	143	108	5	15719	0.0462962962962962	0.0349650349650349	query_1	['GO:0033002']	['AKT1', 'XRCC6', 'HDAC1', 'XRCC5', 'PRKDC']
524	GO:BP	GO:0006355	regulation of DNA-templated transcription	0.0158773913974291	True	"""Any process that modulates the frequency, rate or extent of cellular DNA-templated transcription."" [GOC:go_curators, GOC:txnOH]"	3143	108	34	15719	0.3148148148148148	0.0108176901049952	query_1	['GO:0006351', 'GO:0010468', 'GO:1903506']	['RBBP8', 'UBE2I', 'BRIP1', 'AKT1', 'TP53BP1', 'UIMC1', 'XRCC6', 'HLTF', 'PAXIP1', 'HDAC1', 'CENPJ', 'TRAIP', 'OGG1', 'BRCA2', 'PCNA', 'AR', 'SUMO1', 'PARP1', 'XRCC5', 'ERCC1', 'FANCD2', 'BLM', 'ATM', 'SUMO2', 'APEX1', 'BRCA1', 'CDK2', 'PRKDC', 'NUP85', 'KAT5', 'NPM1', 'TP53', 'KDM1A', 'RNF8']
525	GO:BP	GO:1903506	regulation of nucleic acid-templated transcription	0.0160178127790047	True	"""Any process that modulates the frequency, rate or extent of nucleic acid-templated transcription."" [GO_REF:0000058, GOC:pr, GOC:TermGenie, GOC:txnOH, GOC:vw]"	3145	108	34	15719	0.3148148148148148	0.0108108108108108	query_1	['GO:0097659', 'GO:2001141']	['RBBP8', 'UBE2I', 'BRIP1', 'AKT1', 'TP53BP1', 'UIMC1', 'XRCC6', 'HLTF', 'PAXIP1', 'HDAC1', 'CENPJ', 'TRAIP', 'OGG1', 'BRCA2', 'PCNA', 'AR', 'SUMO1', 'PARP1', 'XRCC5', 'ERCC1', 'FANCD2', 'BLM', 'ATM', 'SUMO2', 'APEX1', 'BRCA1', 'CDK2', 'PRKDC', 'NUP85', 'KAT5', 'NPM1', 'TP53', 'KDM1A', 'RNF8']
526	GO:BP	GO:0006401	RNA catabolic process	0.0160240866954069	True	"""The chemical reactions and pathways resulting in the breakdown of RNA, ribonucleic acid, one of the two main type of nucleic acid, consisting of a long, unbranched macromolecule formed from ribonucleotides joined in 3',5'-phosphodiester linkage."" [ISBN:0198506732]"	279	108	7	15719	0.0648148148148148	0.025089605734767	query_1	['GO:0009057', 'GO:0016070', 'GO:0034655']	['AKT1', 'MLH1', 'FEN1', 'ATM', 'APEX1', 'POLB', 'NPM1']
94	GO:CC	GO:0000922	spindle pole	0.0161215805862642	True	"""Either of the ends of a spindle, where spindle microtubules are organized; usually contains a microtubule organizing center and accessory molecules, spindle microtubules and astral microtubules."" [GOC:clt]"	171	109	5	16420	0.0458715596330275	0.0292397660818713	query_1	['GO:0005819', 'GO:0110165']	['PLK4', 'PLK2', 'CEP63', 'KAT5', 'NPM1']
527	GO:BP	GO:0008608	attachment of spindle microtubules to kinetochore	0.0163137427785962	True	"""The process in which spindle microtubules become physically associated with the proteins making up the kinetochore complex."" [GOC:vw, PMID:10322137]"	43	108	3	15719	0.0277777777777777	0.0697674418604651	query_1	['GO:0022402', 'GO:0098813']	['CENPE', 'KAT5', 'ABRAXAS1']
528	GO:BP	GO:0031396	regulation of protein ubiquitination	0.0163313936576609	True	"""Any process that modulates the frequency, rate or extent of the addition of ubiquitin groups to a protein."" [GOC:mah]"	209	108	6	15719	0.0555555555555555	0.0287081339712918	query_1	['GO:0016567', 'GO:1903320']	['AKT1', 'FANCI', 'WDR48', 'PAXIP1', 'BRCA1', 'KDM1A']
529	GO:BP	GO:0008584	male gonad development	0.0165531997779401	True	"""The process whose specific outcome is the progression of the male gonad over time, from its formation to the mature structure."" [GOC:jid]"	145	108	5	15719	0.0462962962962962	0.0344827586206896	query_1	['GO:0008406', 'GO:0046546']	['BRIP1', 'MSH2', 'WDR48', 'AR', 'ERCC1']
95	GO:CC	GO:0016607	nuclear speck	0.0166562363204181	True	"""A discrete extra-nucleolar subnuclear domain, 20-50 in number, in which splicing factors are seen to be localized by immunofluorescence microscopy."" [http://www.cellnucleus.com/]"	409	109	8	16420	0.073394495412844	0.0195599022004889	query_1	['GO:0016604']	['H2AX', 'OGG1', 'AR', 'SUMO1', 'APEX1', 'BARD1', 'WRN', 'RMI2']
530	GO:BP	GO:0046546	development of primary male sexual characteristics	0.0170160092280673	True	"""The process whose specific outcome is the progression of the primary male sexual characteristics over time, from their formation to the mature structures. The primary male sexual characteristics are the testes, and they develop in response to sex hormone secretion."" [GOC:ai]"	146	108	5	15719	0.0462962962962962	0.0342465753424657	query_1	['GO:0045137', 'GO:0046661']	['BRIP1', 'MSH2', 'WDR48', 'AR', 'ERCC1']
159	REAC	REAC:R-HSA-8953750	Transcriptional Regulation by E2F6	0.0170687437487445	True	Transcriptional Regulation by E2F6	34	104	3	10022	0.0288461538461538	0.088235294117647	query_1	['REAC:R-HSA-212436']	['RBBP8', 'RAD51', 'BRCA1']
532	GO:BP	GO:0031952	regulation of protein autophosphorylation	0.0172573142878966	True	"""Any process that modulates the frequency, rate or extent of addition of the phosphorylation by a protein of one or more of its own residues."" [GOC:mah]"	44	108	3	15719	0.0277777777777777	0.0681818181818181	query_1	['GO:0001932', 'GO:0046777']	['NBN', 'RAD50', 'MRE11']
531	GO:BP	GO:1900087	positive regulation of G1/S transition of mitotic cell cycle	0.0172573142878966	True	"""Any signalling pathway that increases or activates a cell cycle cyclin-dependent protein kinase to modulate the switch from G1 phase to S phase of the mitotic cell cycle."" [GOC:mtg_cell_cycle]"	44	108	3	15719	0.0277777777777777	0.0681818181818181	query_1	['GO:0000082', 'GO:1901992', 'GO:1902808', 'GO:2000045']	['AKT1', 'CENPJ', 'APEX1']
533	GO:BP	GO:0050000	chromosome localization	0.0173209795676196	True	"""Any process in which a chromosome is transported to, or maintained in, a specific location."" [GOC:ai]"	90	108	4	15719	0.037037037037037	0.0444444444444444	query_1	['GO:0051640']	['MLH1', 'CENPE', 'ATM', 'KAT5']
96	GO:CC	GO:0000930	gamma-tubulin complex	0.0174131354666031	True	"""A multiprotein complex composed of gamma-tubulin and other non-tubulin proteins. Gamma-tubulin complexes are localized to microtubule organizing centers, and play an important role in the nucleation of microtubules. The number and complexity of non-tubulin proteins associated with these complexes varies between species."" [GOC:clt, PMID:12134075]"	18	109	2	16420	0.018348623853211	0.1111111111111111	query_1	['GO:0005815', 'GO:0032991']	['CENPJ', 'BRCA1']
99	GO:CC	GO:0033593	BRCA2-MAGE-D1 complex	0.0174656764778925	True	"""A heterodimeric protein complex formed of BRCA2 and MAGE-D1; may mediate the synergistic activities of the two proteins in regulating cell growth."" [PMID:15930293]"	1	109	1	16420	0.0091743119266055	1.0	query_1	['GO:0140535']	['BRCA2']
98	GO:CC	GO:0005715	late recombination nodule	0.0174656764778925	True	"""An electron dense structure that is associated with meiotic chromosomes in pachytene during meiosis I."" [GOC:elh]"	1	109	1	16420	0.0091743119266055	1.0	query_1	['GO:0005713']	['MLH1']
97	GO:CC	GO:0044796	DNA polymerase processivity factor complex	0.0174656764778925	True	"""A protein complex which is capable of increasing the processivity of nucleotide polymerization by DNA polymerase as a part of DNA replication."" [GOC:bhm, GOC:jl]"	1	109	1	16420	0.0091743119266055	1.0	query_1	['GO:0150005']	['PCNA']
100	GO:CC	GO:0055029	nuclear DNA-directed RNA polymerase complex	0.0174656764778925	True	"""A protein complex, located in the nucleus, that possesses DNA-directed RNA polymerase activity."" [GOC:mtg_sensu]"	111	109	4	16420	0.036697247706422	0.036036036036036	query_1	['GO:0000428', 'GO:0140513']	['POLA1', 'PRIM1', 'PRIM2', 'POLA2']
102	GO:CC	GO:0043626	PCNA complex	0.0174656764778925	True	"""A protein complex composed of three identical PCNA monomers, each comprising two similar domains, which are joined in a head-to-tail arrangement to form a homotrimer. Forms a ring-like structure in solution, with a central hole sufficiently large to accommodate the double helix of DNA. Originally characterized as a DNA sliding clamp for replicative DNA polymerases and as an essential component of the replisome, and has also been shown to be involved in other processes including Okazaki fragment processing, DNA repair, translesion DNA synthesis, DNA methylation, chromatin remodeling and cell cycle regulation."" [GOC:jl, PMID:12829735]"	1	109	1	16420	0.0091743119266055	1.0	query_1	['GO:0044796', 'GO:0140513']	['PCNA']
101	GO:CC	GO:0070421	DNA ligase III-XRCC1 complex	0.0174656764778925	True	"""A protein complex that contains DNA ligase III and XRCC1, and is involved in base excision repair."" [PMID:15141024, PMID:7760816]"	1	109	1	16420	0.0091743119266055	1.0	query_1	['GO:0140513', 'GO:1902494']	['LIG3']
534	GO:BP	GO:0002327	immature B cell differentiation	0.0175036508667836	True	"""The process in which a precursor cell type acquires the specialized features of an immature B cell."" [GOC:jal, ISBN:0781735149, PMID:16551251]"	13	108	2	15719	0.0185185185185185	0.1538461538461538	query_1	['GO:0030183']	['ATM', 'PRKDC']
535	GO:BP	GO:0033145	positive regulation of intracellular steroid hormone receptor signaling pathway	0.0175036508667836	True	"""Any process that activates or increases the frequency, rate or extent of the activity of any intracellular steroid hormone receptor signaling pathway."" [GOC:mah]"	13	108	2	15719	0.0185185185185185	0.1538461538461538	query_1	['GO:0009967', 'GO:0030518', 'GO:0033143']	['AR', 'PARP1']
103	GO:CC	GO:0000775	chromosome, centromeric region	0.01811235661819	True	"""The region of a chromosome that includes the centromeric DNA and associated proteins. In monocentric chromosomes, this region corresponds to a single area of the chromosome, whereas in holocentric chromosomes, it is evenly distributed along the chromosome."" [GOC:cjm, GOC:elh, GOC:kmv, GOC:pr]"	254	109	6	16420	0.055045871559633	0.0236220472440944	query_1	['GO:0098687']	['TP53BP1', 'CENPE', 'POLE3', 'CHRAC1', 'NUP85', 'KAT5']
536	GO:BP	GO:2001233	regulation of apoptotic signaling pathway	0.0181735931405069	True	"""Any process that modulates the frequency, rate or extent of apoptotic signaling pathway."" [GOC:mtg_apoptosis]"	364	108	8	15719	0.074074074074074	0.0219780219780219	query_1	['GO:0009966', 'GO:0042981', 'GO:0097190']	['AKT1', 'HDAC1', 'AR', 'PARP1', 'RAD9A', 'BRCA1', 'TP53', 'KDM1A']
160	REAC	REAC:R-HSA-4755510	SUMOylation of immune response proteins	0.0182013618026642	True	SUMOylation of immune response proteins	11	104	2	10022	0.0192307692307692	0.1818181818181818	query_1	['REAC:R-HSA-3108232']	['UBE2I', 'SUMO1']
161	REAC	REAC:R-HSA-3232142	SUMOylation of ubiquitinylation proteins	0.0183009701947244	True	SUMOylation of ubiquitinylation proteins	35	104	3	10022	0.0288461538461538	0.0857142857142857	query_1	['REAC:R-HSA-3108232']	['UBE2I', 'SUMO1', 'NUP85']
104	GO:CC	GO:0000428	DNA-directed RNA polymerase complex	0.0186528623618972	True	"""A protein complex that possesses DNA-directed RNA polymerase activity."" [GOC:krc]"	115	109	4	16420	0.036697247706422	0.0347826086956521	query_1	['GO:0030880']	['POLA1', 'PRIM1', 'PRIM2', 'POLA2']
537	GO:BP	GO:0019439	aromatic compound catabolic process	0.0189286587483552	True	"""The chemical reactions and pathways resulting in the breakdown of aromatic compounds, any substance containing an aromatic carbon ring."" [GOC:ai]"	449	108	9	15719	0.0833333333333333	0.0200445434298441	query_1	['GO:0006725', 'GO:0044248']	['AKT1', 'MLH1', 'FEN1', 'OGG1', 'ATM', 'APEX1', 'POLB', 'NPM1', 'NEIL1']
538	GO:BP	GO:0070925	organelle assembly	0.0189769687775624	True	"""The aggregation, arrangement and bonding together of a set of components to form an organelle. An organelle is an organized structure of distinctive morphology and function. Includes the nucleus, mitochondria, plastids, vacuoles, vesicles, ribosomes and the cytoskeleton. Excludes the plasma membrane."" [GOC:mah]"	911	108	14	15719	0.1296296296296296	0.0153677277716794	query_1	['GO:0006996', 'GO:0022607']	['MLH1', 'PLK4', 'CENPJ', 'CEP152', 'PLK2', 'CENPE', 'XRCC5', 'CEP63', 'BRCA1', 'CDK2', 'PRKDC', 'NPM1', 'PCNT', 'ABRAXAS1']
539	GO:BP	GO:0030521	androgen receptor signaling pathway	0.019330779964347	True	"""The series of molecular signals initiated by androgen binding to its receptor, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:mah]"	46	108	3	15719	0.0277777777777777	0.0652173913043478	query_1	['GO:0030518']	['HDAC1', 'AR', 'KDM1A']
540	GO:BP	GO:1901701	cellular response to oxygen-containing compound	0.0197763404498973	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an oxygen-containing compound stimulus."" [GOC:pr, GOC:TermGenie]"	1222	108	17	15719	0.1574074074074074	0.013911620294599	query_1	['GO:0070887', 'GO:1901700']	['BRIP1', 'AKT1', 'LIG4', 'PCNA', 'AR', 'PARP1', 'XRCC5', 'BLM', 'ATM', 'RAD51', 'APEX1', 'BRCA1', 'CDK2', 'PRKDC', 'KAT5', 'TP53', 'KDM1A']
541	GO:BP	GO:0030183	B cell differentiation	0.0197959220817836	True	"""The process in which a precursor cell type acquires the specialized features of a B cell. A B cell is a lymphocyte of B lineage with the phenotype CD19-positive and capable of B cell mediated immunity."" [GO_REF:0000022, GOC:mah]"	152	108	5	15719	0.0462962962962962	0.0328947368421052	query_1	['GO:0030098', 'GO:0042113']	['MSH2', 'NHEJ1', 'ATM', 'PRKDC', 'TP53']
542	GO:BP	GO:0051570	regulation of histone H3-K9 methylation	0.0199939161313234	True	"""Any process that modulates the frequency, rate or extent of the covalent addition of a methyl group to the lysine at position 9 of histone H3."" [GOC:ai]"	14	108	2	15719	0.0185185185185185	0.1428571428571428	query_1	['GO:0031060', 'GO:0051567']	['BRCA1', 'KDM1A']
544	GO:BP	GO:0009057	macromolecule catabolic process	0.0199939161313234	True	"""The chemical reactions and pathways resulting in the breakdown of a macromolecule, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:mah]"	1330	108	18	15719	0.1666666666666666	0.0135338345864661	query_1	['GO:0043170', 'GO:1901575']	['UBE2I', 'AKT1', 'USP1', 'MLH1', 'FEN1', 'PLK2', 'USP12', 'SUMO1', 'ATM', 'SUMO2', 'APEX1', 'USP46', 'CDK2', 'KAT5', 'POLB', 'BARD1', 'NPM1', 'RNF8']
543	GO:BP	GO:2001034	positive regulation of double-strand break repair via nonhomologous end joining	0.0199939161313234	True	"""Any process that activates or increases the frequency, rate or extent of double-strand break repair via nonhomologous end joining."" [GOC:obol]"	14	108	2	15719	0.0185185185185185	0.1428571428571428	query_1	['GO:0006303', 'GO:2000781', 'GO:2001032']	['PRKDC', 'PNKP']
105	GO:CC	GO:0030880	RNA polymerase complex	0.0202024792016493	True	"""Any complex that possesses RNA polymerase activity; generally comprises a catalytic subunit and one or more additional subunits."" [GOC:mah]"	118	109	4	16420	0.036697247706422	0.0338983050847457	query_1	['GO:0061695', 'GO:0140535']	['POLA1', 'PRIM1', 'PRIM2', 'POLA2']
545	GO:BP	GO:0009889	regulation of biosynthetic process	0.0204543152368729	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of substances."" [GOC:go_curators]"	3831	108	39	15719	0.3611111111111111	0.0101801096319498	query_1	['GO:0009058', 'GO:0019222']	['RBBP8', 'UBE2I', 'BRIP1', 'AKT1', 'USP1', 'TP53BP1', 'UIMC1', 'XRCC6', 'HLTF', 'PAXIP1', 'HDAC1', 'MLH1', 'CENPJ', 'TRAIP', 'OGG1', 'BRCA2', 'PCNA', 'ATR', 'AR', 'SUMO1', 'PARP1', 'XRCC5', 'ERCC1', 'FANCD2', 'BLM', 'ATM', 'SUMO2', 'APEX1', 'PRIM2', 'BRCA1', 'CDK2', 'PRKDC', 'NUP85', 'KAT5', 'NPM1', 'TP53', 'PNKP', 'KDM1A', 'RNF8']
546	GO:BP	GO:0007417	central nervous system development	0.0205079322693216	True	"""The process whose specific outcome is the progression of the central nervous system over time, from its formation to the mature structure. The central nervous system is the core nervous system that serves an integrating and coordinating function. In vertebrates it consists of the brain and spinal cord. In those invertebrates with a central nervous system it typically consists of a brain, cerebral ganglia and a nerve cord."" [GOC:bf, GOC:jid, ISBN:0582227089]"	1021	108	15	15719	0.1388888888888889	0.0146914789422135	query_1	['GO:0007399', 'GO:0048731']	['LIG4', 'HDAC1', 'H2AX', 'BRCA2', 'RAD1', 'XRCC5', 'NHEJ1', 'FANCD2', 'ATM', 'PRKDC', 'XRCC1', 'WRN', 'TP53', 'PHLPP2', 'KDM1A']
547	GO:BP	GO:0048511	rhythmic process	0.0205338530156503	True	"""Any process pertinent to the generation and maintenance of rhythms in the physiology of an organism."" [GOC:jid]"	294	108	7	15719	0.0648148148148148	0.0238095238095238	query_1	['GO:0008150']	['HDAC1', 'PHLPP1', 'PCNA', 'PARP1', 'PRKDC', 'KAT5', 'TP53']
548	GO:BP	GO:0048608	reproductive structure development	0.0208782621812708	True	"""The reproductive developmental process whose specific outcome is the progression of somatic structures that will be used in the process of creating new individuals from one or more parents, from their formation to the mature structures."" [GOC:dph, GOC:isa_complete, GOC:jid]"	295	108	7	15719	0.0648148148148148	0.023728813559322	query_1	['GO:0003006', 'GO:0048856', 'GO:0061458']	['BRIP1', 'MSH2', 'WDR48', 'BRCA2', 'AR', 'ERCC1', 'ATM']
162	REAC	REAC:R-HSA-8864260	Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors	0.0212724010674733	True	Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors	37	104	3	10022	0.0288461538461538	0.081081081081081	query_1	['REAC:R-HSA-212436']	['UBE2I', 'SUMO1', 'NPM1']
163	REAC	REAC:R-HSA-6803207	TP53 Regulates Transcription of Caspase Activators and Caspases	0.0212976053190674	True	TP53 Regulates Transcription of Caspase Activators and Caspases	12	104	2	10022	0.0192307692307692	0.1666666666666666	query_1	['REAC:R-HSA-5633008']	['ATM', 'TP53']
