Dermatosparaxis Ehlers-Danlos syndrome	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
1010	HP	HP:0410243	Abnormal circulating IgM level	0.0039682931534937	True	An abnormal deviation from normal levels of IgM immunoglobulin in blood.	92	49	8	4851	0.1632653061224489	0.0869565217391304	query_1	['HP:0010701']	['PIK3CG', 'PIK3R1', 'PLCG2', 'PIK3CD', 'WAS', 'SYK', 'CD247', 'BLNK']
1011	GO:BP	GO:0007409	axonogenesis	0.0040053191834262	True	"""De novo generation of a long process of a neuron, including the terminal branched region. Refers to the morphogenesis or creation of shape or form of the developing axon, which carries efferent (outgoing) action potentials from the cell body towards target cells."" [GOC:dph, GOC:jid, GOC:pg, GOC:pr, ISBN:0198506732]"	460	100	12	21110	0.12	0.0260869565217391	query_1	['GO:0048667', 'GO:0048812', 'GO:0061564']	['ITGB1', 'FN1', 'SPP1', 'RET', 'SOS1', 'FYN', 'GFRA3', 'VCL', 'ERBB2', 'PTK2', 'ARTN', 'PTPN11']
1012	GO:BP	GO:0071675	regulation of mononuclear cell migration	0.0040388327186034	True	"""Any process that modulates the rate, frequency or extent of mononuclear cell migration. Mononuclear cell migration is the movement of a mononuclear cell within or between different tissues and organs of the body."" [GOC:mah]"	122	100	7	21110	0.07	0.0573770491803278	query_1	['GO:0002685', 'GO:0071674']	['ITGB3', 'CRK', 'WASL', 'LYN', 'PTK2B', 'CRKL', 'PTK2']
1013	HP	HP:0009098	Chronic oral candidiasis	0.0042441970068518	True	Chronic accumulation and overgrowth of the fungus Candida albicans on the mucous membranes of the mouth, generally manifested as associated with creamy white lesions on the tongue or inner cheeks, occasionally spreading to the gums, tonsils, palate or oropharynx.	24	49	5	4851	0.1020408163265306	0.2083333333333333	query_1	['HP:0002728']	['PIK3CD', 'ZAP70', 'CD247', 'DOCK2', 'CD3E']
1014	GO:MF	GO:0045296	cadherin binding	0.0042514875054417	True	"""Binding to cadherin, a type I membrane protein involved in cell adhesion."" [GOC:bf]"	334	100	10	20195	0.1	0.029940119760479	query_1	['GO:0050839']	['ITGB1', 'NCK1', 'SRC', 'EGFR', 'VCL', 'USP8', 'CRKL', 'TLN1', 'PTPN11', 'CBL']
1015	GO:MF	GO:0060229	lipase activator activity	0.0045269877468509	True	"""Binds to and increases the activity of a lipase, an enzyme that catalyzes of the hydrolysis of a lipid."" [GOC:BHF, GOC:dph, GOC:tb]"	25	100	4	20195	0.04	0.16	query_1	['GO:0008047']	['SRC', 'FYN', 'EGFR', 'LCK']
1016	REAC	REAC:R-HSA-1226099	Signaling by FGFR in disease	0.0045962878597278	True	Signaling by FGFR in disease	56	97	6	10790	0.0618556701030927	0.1071428571428571	query_1	['REAC:R-HSA-5663202']	['PIK3R1', 'SOS1', 'GAB1', 'PIK3CA', 'PLCG1', 'GAB2']
1017	HP	HP:0020064	Abnormal eosinophil count	0.0046154110312972	True	Any deviation from the normal number of eosinophils per volume in the blood circulation.	66	49	7	4851	0.1428571428571428	0.106060606060606	query_1	['HP:0001879', 'HP:0032309']	['PIK3CG', 'WAS', 'ZAP70', 'USP8', 'CD247', 'CD3E', 'PDGFRA']
1018	GO:BP	GO:0072376	protein activation cascade	0.0047101000435281	True	"""A sequential series of modifications to a set of proteins where the product of one reaction catalyzes the following reaction, ultimately leading to the generation of a mature protein. Modifications typically include proteolysis or covalent modification, and may also include binding events."" [GOC:add, GOC:mah, GOC:pde]"	20	100	4	21110	0.04	0.2	query_1	['GO:0051604']	['FN1', 'FGA', 'FGB', 'FGG']
1019	GO:BP	GO:0035728	response to hepatocyte growth factor	0.0047101000435281	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a hepatocyte growth factor stimulus."" [GOC:bf]"	20	100	4	21110	0.04	0.2	query_1	['GO:0070848']	['BCAR1', 'CRK', 'HGF', 'GAB1']
1020	GO:BP	GO:0006650	glycerophospholipid metabolic process	0.0047277917305483	True	"""The chemical reactions and pathways involving glycerophospholipids, any derivative of glycerophosphate that contains at least one O-acyl, O-alkyl, or O-alkenyl group attached to the glycerol residue."" [ISBN:0198506732]"	310	100	10	21110	0.1	0.032258064516129	query_1	['GO:0006644', 'GO:0046486']	['PIK3CB', 'PIK3R2', 'PIK3CG', 'PIK3R1', 'PIK3R6', 'PLCG2', 'PIK3CD', 'PIK3CA', 'PLCG1', 'PIK3R3']
1021	GO:CC	GO:0061695	transferase complex, transferring phosphorus-containing groups	0.0048549721730523	True	"""A transferase complex capable of catalysis of the transfer of a phosphorus-containing group from one compound (donor) to another (acceptor)."" [GOC:bhm, GOC:dph]"	324	100	9	22122	0.09	0.0277777777777777	query_1	['GO:1990234']	['PIK3R5', 'PIK3CB', 'PIK3R2', 'PIK3CG', 'PIK3R1', 'PIK3R6', 'PIK3CD', 'PIK3CA', 'PIK3R3']
1022	GO:CC	GO:0031983	vesicle lumen	0.0049747584890126	True	"""The volume enclosed by the membrane or protein that forms a vesicle."" [GOC:mah, GOC:vesicles]"	325	100	9	22122	0.09	0.0276923076923076	query_1	['GO:0031982', 'GO:0043233']	['FN1', 'FGA', 'TGFB3', 'HGF', 'EGFR', 'FGB', 'VCL', 'FGG', 'DOCK2']
1023	GO:BP	GO:0048812	neuron projection morphogenesis	0.0050077857301514	True	"""The process in which the anatomical structures of a neuron projection are generated and organized. A neuron projection is any process extending from a neural cell, such as axons or dendrites."" [GOC:mah]"	650	100	14	21110	0.14	0.0215384615384615	query_1	['GO:0031175', 'GO:0120039']	['ITGB1', 'FN1', 'SPP1', 'RET', 'WASL', 'SOS1', 'FYN', 'GFRA3', 'VCL', 'ERBB2', 'SH3GL2', 'PTK2', 'ARTN', 'PTPN11']
1024	GO:BP	GO:0022607	cellular component assembly	0.0050291330237186	True	"""The aggregation, arrangement and bonding together of a cellular component."" [GOC:isa_complete]"	4661	100	43	21110	0.43	0.0092254880926839	query_1	['GO:0016043', 'GO:0044085']	['MET', 'RAPGEF1', 'ITGB1', 'NCK1', 'ITGB5', 'FN1', 'PIK3R2', 'SRC', 'FGA', 'ITGB3', 'HGS', 'TGFB3', 'PIK3R1', 'STAM2', 'CRK', 'PTPN23', 'PLCG2', 'WASL', 'USP4', 'WIPF1', 'ITGA5', 'PXN', 'SH3BP1', 'WAS', 'STAM', 'GRB2', 'PIK3CA', 'FGB', 'VCL', 'SYK', 'FGG', 'PTK2B', 'CRKL', 'VTN', 'CD247', 'TLN1', 'PTK2', 'CD3E', 'DOCK5', 'PTPN11', 'NCK2', 'PDGFRA', 'GRB7']
1025	GO:BP	GO:0046903	secretion	0.0050680649075015	True	"""The controlled release of a substance by a cell or a tissue."" [GOC:ai]"	955	100	17	21110	0.17	0.0178010471204188	query_1	['GO:0006810']	['PIK3CG', 'SPP1', 'FGA', 'HGS', 'TGFB3', 'PTPN23', 'PIK3CD', 'CYP4A11', 'LAT', 'LYN', 'STAM', 'FGB', 'SYK', 'FGG', 'GAB2', 'PTPN11', 'CBL']
1026	GO:CC	GO:0070062	extracellular exosome	0.0051070145179725	True	"""A vesicle that is released into the extracellular region by fusion of the limiting endosomal membrane of a multivesicular body with the plasma membrane. Extracellular exosomes, also simply called exosomes, have a diameter of about 40-100 nm."" [GOC:BHF, GOC:mah, GOC:vesicles, PMID:15908444, PMID:17641064, PMID:19442504, PMID:19498381, PMID:22418571, PMID:24009894]"	2109	100	24	22122	0.24	0.011379800853485	query_1	['GO:0005615', 'GO:1903561']	['ITGB1', 'ITGB5', 'ITGAV', 'FN1', 'SRC', 'SPP1', 'FGA', 'ITGB3', 'HGS', 'CRK', 'PTPN23', 'PLCG2', 'WASL', 'ITGA2B', 'WAS', 'LYN', 'GRB2', 'FGB', 'VCL', 'FGG', 'VTN', 'TLN1', 'DOCK2', 'LCK']
1027	GO:BP	GO:0051222	positive regulation of protein transport	0.0051526222602513	True	"""Any process that activates or increases the frequency, rate or extent of the directed movement of a protein into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]"	313	100	10	21110	0.1	0.0319488817891373	query_1	['GO:0015031', 'GO:0051050', 'GO:0051223', 'GO:1904951']	['PIK3R2', 'SRC', 'FGA', 'TGFB3', 'PIK3R1', 'PTPN23', 'FYN', 'FGB', 'FGG', 'ERBB2']
1028	WP	WP:WP3931	Embryonic stem cell pluripotency pathways	0.0051559741394155	True	Embryonic stem cell pluripotency pathways	116	88	8	8133	0.0909090909090909	0.0689655172413793	query_1	['WP:000000']	['PIK3R2', 'SOS1', 'GAB1', 'PIK3CD', 'GRB2', 'EGFR', 'PTPN11', 'PDGFRA']
1029	HP	HP:0002250	Abnormal large intestine morphology	0.0051875991285881	True	Any abnormality of the large intestine.	292	49	13	4851	0.2653061224489796	0.0445205479452054	query_1	['HP:0002242']	['PIK3CG', 'SRC', 'RET', 'PLCG2', 'PIK3CD', 'WIPF1', 'WAS', 'ZAP70', 'PIK3CA', 'SYK', 'SH3KBP1', 'DOCK2', 'PDGFRA']
1030	HP	HP:0031381	Decreased lymphocyte proliferation in response to mitogen	0.0052651394510565	True	A decreased proliferative response of lymphocytes in vitro or in vivo, when stimulated with mitogens, such as phytohemagglutinin (PHA).	25	49	5	4851	0.1020408163265306	0.2	query_1	['HP:0031378']	['PIK3CD', 'ZAP70', 'SYK', 'CD247', 'CD3E']
1031	TF	TF:M07348_1	Factor: AP-2alpha; motif: NSCCNCRGGSN; match class: 1	0.005309383532149	True	Factor: AP-2alpha; motif: NSCCNCRGGSN; match class: 1	3023	100	34	20011	0.34	0.0112471055243135	query_1	['TF:M07348']	['MET', 'ITGB1', 'ITGB5', 'NCR3LG1', 'ITGAV', 'PIK3R2', 'BCAR1', 'DOCK1', 'ITGB3', 'HGS', 'PIK3R1', 'CRK', 'PTPN23', 'RET', 'PIK3AP1', 'PLCG2', 'SOS1', 'PIK3CD', 'SH3BP1', 'FYN', 'ADAMTS2', 'LAT', 'LYN', 'SHB', 'VCL', 'VAV1', 'PLCG1', 'SH3KBP1', 'LITAF', 'DOCK3', 'TLN1', 'PTK2', 'GAREM1', 'ELMO1']
1032	HP	HP:0032309	Abnormal granulocyte count	0.0053794254541807	True	Any deviation from the normal cell count per volume of granulocytes in the blood circulation.	247	49	12	4851	0.2448979591836734	0.048582995951417	query_1	['HP:0001911', 'HP:0011893']	['PIK3CG', 'PIK3R1', 'PIK3CD', 'WIPF1', 'WAS', 'ZAP70', 'USP8', 'CD247', 'BLNK', 'CD3E', 'CBL', 'PDGFRA']
1033	GO:BP	GO:1990090	cellular response to nerve growth factor stimulus	0.0055086401586721	True	"""A process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a nerve growth factor stimulus."" [PMID:22399805, Wikipedia:Nerve_growth_factor]"	46	100	5	21110	0.05	0.108695652173913	query_1	['GO:0071363', 'GO:1990089']	['RAPGEF1', 'CRK', 'USP8', 'SH3GL2', 'CBL']
1034	KEGG	KEGG:05207	Chemical carcinogenesis - receptor activation	0.0055579716749553	True	Chemical carcinogenesis - receptor activation	211	85	10	8161	0.1176470588235294	0.0473933649289099	query_1	['KEGG:00000']	['PIK3CB', 'PIK3R2', 'SRC', 'PIK3R1', 'SOS1', 'PIK3CD', 'GRB2', 'EGFR', 'PIK3CA', 'PIK3R3']
1035	REAC	REAC:R-HSA-3000171	Non-integrin membrane-ECM interactions	0.0056474964526286	True	Non-integrin membrane-ECM interactions	58	97	6	10790	0.0618556701030927	0.1034482758620689	query_1	['REAC:R-HSA-1474244']	['ITGB1', 'ITGB5', 'ITGAV', 'FN1', 'ITGB3', 'VTN']
1036	HP	HP:0011873	Abnormal platelet count	0.0056918212250985	True	Abnormal number of platelets per volume of blood. In a healthy adult, a normal platelet count is between 150,000 and 450,000 per microliter of blood.	395	49	15	4851	0.3061224489795918	0.0379746835443038	query_1	['HP:0011875']	['PIK3CG', 'SRC', 'SPP1', 'ITGB3', 'ITK', 'SOS1', 'PIK3CD', 'WIPF1', 'ITGA2B', 'WAS', 'LAT', 'ZAP70', 'DOCK2', 'PTPN11', 'CBL']
1037	GO:BP	GO:0044403	biological process involved in symbiotic interaction	0.0057705494283062	True	"""A process carried out by gene products in an organism that enable the organism to engage in a symbiotic relationship, a more or less intimate association, with another organism. The various forms of symbiosis include parasitism, in which the association is disadvantageous or destructive to one of the organisms; mutualism, in which the association is advantageous, or often necessary to one or both and not harmful to either; and commensalism, in which one member of the association benefits while the other is not affected. However, mutualism, parasitism, and commensalism are often not discrete categories of interactions and should rather be perceived as a continuum of interaction ranging from parasitism to mutualism. In fact, the direction of a symbiotic interaction can change during the lifetime of the symbionts due to developmental changes as well as changes in the biotic/abiotic environment in which the interaction occurs. Microscopic symbionts are often referred to as endosymbionts."" [GOC:cc, PMID:31257129]"	317	100	10	21110	0.1	0.0315457413249211	query_1	['GO:0044419']	['ITGB1', 'ITGB5', 'ITGAV', 'FN1', 'SRC', 'ITGB3', 'ITGA5', 'EGFR', 'ITGB6', 'CBL']
1038	HP	HP:0012252	Abnormal respiratory system morphology	0.0058859910556986	True	A structural anomaly of the respiratory system.	1358	49	29	4851	0.5918367346938775	0.0213549337260677	query_1	['HP:0002086']	['PIK3CG', 'SPP1', 'TGFB3', 'PIK3R1', 'RET', 'ITK', 'ADAMTSL2', 'PLCG2', 'SOS1', 'PIK3CD', 'WIPF1', 'WAS', 'ADAMTS2', 'LAT', 'ZAP70', 'EGFR', 'PIK3CA', 'SYK', 'ERBB2', 'SH3KBP1', 'CRKL', 'CD247', 'DOCK2', 'LCK', 'BLNK', 'CD3E', 'PTPN11', 'CBL', 'PDGFRA']
1039	GO:CC	GO:0034684	integrin alphav-beta5 complex	0.0059853472331323	True	"""An integrin complex that comprises one alphav subunit and one beta5 subunit."" [PMID:12297042]"	2	100	2	22122	0.02	1.0	query_1	['GO:0008305']	['ITGB5', 'ITGAV']
1040	GO:CC	GO:0034674	integrin alpha5-beta1 complex	0.0059853472331323	True	"""An integrin complex that comprises one alpha5 subunit and one beta1 subunit."" [PMID:12297042]"	2	100	2	22122	0.02	1.0	query_1	['GO:0008305']	['ITGB1', 'ITGA5']
1041	GO:CC	GO:0070435	Shc-EGFR complex	0.0059853472331323	True	"""A protein complex that contains the epidermal growth factor receptor (EGFR) and the adaptor protein Shc, and is involved in linking EGFR activation to the p21-Ras pathway."" [GOC:mah, PMID:7798267]"	2	100	2	22122	0.02	1.0	query_1	['GO:0098797']	['SHC1', 'EGFR']
1042	GO:CC	GO:0034685	integrin alphav-beta6 complex	0.0059853472331323	True	"""An integrin complex that comprises one alphav subunit and one beta6 subunit."" [PMID:12297042]"	2	100	2	22122	0.02	1.0	query_1	['GO:0008305']	['ITGAV', 'ITGB6']
1043	REAC	REAC:R-HSA-9703465	Signaling by FLT3 fusion proteins	0.0060151388724881	True	Signaling by FLT3 fusion proteins	17	97	4	10790	0.0412371134020618	0.2352941176470588	query_1	['REAC:R-HSA-9682385']	['PIK3R1', 'SOS1', 'PIK3CA', 'GAB2']
1044	REAC	REAC:R-HSA-5654720	PI-3K cascade:FGFR4	0.0060151388724881	True	PI-3K cascade:FGFR4	17	97	4	10790	0.0412371134020618	0.2352941176470588	query_1	['REAC:R-HSA-5654716']	['PIK3R1', 'GAB1', 'PIK3CA', 'PTPN11']
1045	GO:BP	GO:0070849	response to epidermal growth factor	0.0061413727859621	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an epidermal growth factor stimulus."" [GOC:BHF, GOC:mah]"	47	100	5	21110	0.05	0.1063829787234042	query_1	['GO:0070848']	['EGFR', 'PLCG1', 'ERBB2', 'GAREM1', 'PTPN11']
1046	GO:CC	GO:1903561	extracellular vesicle	0.0061588607016216	True	"""Any vesicle that is part of the extracellular region."" [GO_REF:0000064, GOC:pm, GOC:TermGenie, PMID:24769233]"	2133	100	24	22122	0.24	0.0112517580872011	query_1	['GO:0031982', 'GO:0065010']	['ITGB1', 'ITGB5', 'ITGAV', 'FN1', 'SRC', 'SPP1', 'FGA', 'ITGB3', 'HGS', 'CRK', 'PTPN23', 'PLCG2', 'WASL', 'ITGA2B', 'WAS', 'LYN', 'GRB2', 'FGB', 'VCL', 'FGG', 'VTN', 'TLN1', 'DOCK2', 'LCK']
1047	GO:BP	GO:0000904	cell morphogenesis involved in differentiation	0.0061916996263202	True	"""The change in form (cell shape and size) that occurs when relatively unspecialized cells, e.g. embryonic or regenerative cells, acquire specialized structural and/or functional features that characterize the cells, tissues, or organs of the mature organism or some other relatively stable phase of the organism's life history."" [GOC:go_curators]"	662	100	14	21110	0.14	0.0211480362537764	query_1	['GO:0000902', 'GO:0048468']	['MET', 'ITGB1', 'FN1', 'SPP1', 'RET', 'WASL', 'SOS1', 'FYN', 'GFRA3', 'VCL', 'ERBB2', 'PTK2', 'ARTN', 'PTPN11']
1048	GO:CC	GO:0065010	extracellular membrane-bounded organelle	0.0062066812322642	True	"""Organized structure of distinctive morphology and function, bounded by a lipid bilayer membrane and occurring outside the cell."" [GOC:isa_complete]"	2134	100	24	22122	0.24	0.0112464854732895	query_1	['GO:0043227', 'GO:0043230']	['ITGB1', 'ITGB5', 'ITGAV', 'FN1', 'SRC', 'SPP1', 'FGA', 'ITGB3', 'HGS', 'CRK', 'PTPN23', 'PLCG2', 'WASL', 'ITGA2B', 'WAS', 'LYN', 'GRB2', 'FGB', 'VCL', 'FGG', 'VTN', 'TLN1', 'DOCK2', 'LCK']
1049	GO:CC	GO:0043230	extracellular organelle	0.0062066812322642	True	"""Organized structure of distinctive morphology and function, occurring outside the cell. Includes, for example, extracellular membrane vesicles (EMVs) and the cellulosomes of anaerobic bacteria and fungi."" [GOC:jl, PMID:9914479]"	2134	100	24	22122	0.24	0.0112464854732895	query_1	['GO:0005576', 'GO:0043226']	['ITGB1', 'ITGB5', 'ITGAV', 'FN1', 'SRC', 'SPP1', 'FGA', 'ITGB3', 'HGS', 'CRK', 'PTPN23', 'PLCG2', 'WASL', 'ITGA2B', 'WAS', 'LYN', 'GRB2', 'FGB', 'VCL', 'FGG', 'VTN', 'TLN1', 'DOCK2', 'LCK']
1050	REAC	REAC:R-HSA-9706374	FLT3 signaling through SRC family kinases	0.0062224299186666	True	FLT3 signaling through SRC family kinases	6	97	3	10790	0.0309278350515463	0.5	query_1	['REAC:R-HSA-9607240']	['FYN', 'SYK', 'LCK']
1051	REAC	REAC:R-HSA-1566977	Fibronectin matrix formation	0.0062224299186666	True	Fibronectin matrix formation	6	97	3	10790	0.0309278350515463	0.5	query_1	['REAC:R-HSA-1474244']	['ITGB1', 'FN1', 'ITGA5']
1052	REAC	REAC:R-HSA-9028335	Activated NTRK2 signals through PI3K	0.0062224299186666	True	Activated NTRK2 signals through PI3K	6	97	3	10790	0.0309278350515463	0.5	query_1	['REAC:R-HSA-9006115']	['PIK3R1', 'GAB1', 'PIK3CA']
1053	REAC	REAC:R-HSA-9603381	Activated NTRK3 signals through PI3K	0.0062224299186666	True	Activated NTRK3 signals through PI3K	6	97	3	10790	0.0309278350515463	0.5	query_1	['REAC:R-HSA-9034015']	['SRC', 'PIK3R1', 'PIK3CA']
1054	GO:BP	GO:0046486	glycerolipid metabolic process	0.0062359295843634	True	"""The chemical reactions and pathways involving glycerolipids, any lipid with a glycerol backbone. Diacylglycerol and phosphatidate are key lipid intermediates of glycerolipid biosynthesis."" [GOC:ai, PMID:8906569]"	397	100	11	21110	0.11	0.0277078085642317	query_1	['GO:0044255']	['PIK3CB', 'PIK3R2', 'PIK3CG', 'PIK3R1', 'PIK3R6', 'PLCG2', 'PIK3CD', 'PIK3CA', 'PLCG1', 'PIK3R3', 'PTPN11']
1055	WP	WP:WP4927	COVID-19, thrombosis and anticoagulation	0.0064081797692559	True	COVID-19, thrombosis and anticoagulation	7	88	3	8133	0.034090909090909	0.4285714285714285	query_1	['WP:000000']	['FGA', 'FGB', 'FGG']
1056	GO:BP	GO:0045017	glycerolipid biosynthetic process	0.0066393835567128	True	"""The chemical reactions and pathways resulting in the formation of glycerolipids, any lipid with a glycerol backbone."" [GOC:ai]"	251	100	9	21110	0.09	0.0358565737051792	query_1	['GO:0008610', 'GO:0044249', 'GO:0046486']	['PIK3CB', 'PIK3R2', 'PIK3CG', 'PIK3R1', 'PIK3R6', 'PLCG2', 'PIK3CD', 'PIK3CA', 'PIK3R3']
1057	GO:BP	GO:0007492	endoderm development	0.0068241851984385	True	"""The process whose specific outcome is the progression of the endoderm over time, from its formation to the mature structure. The endoderm is the innermost germ layer that develops into the gastrointestinal tract, the lungs and associated tissues."" [GOC:dph, GOC:tb]"	85	100	6	21110	0.06	0.0705882352941176	query_1	['GO:0009888']	['ITGB5', 'ITGAV', 'FN1', 'ITGA5', 'GRB2', 'VTN']
1058	GO:BP	GO:1990089	response to nerve growth factor	0.0068298449920059	True	"""A process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a nerve growth factor stimulus."" [PMID:22399805]"	48	100	5	21110	0.05	0.1041666666666666	query_1	['GO:0070848']	['RAPGEF1', 'CRK', 'USP8', 'SH3GL2', 'CBL']
1059	GO:BP	GO:0048009	insulin-like growth factor receptor signaling pathway	0.0068298449920059	True	"""The series of molecular signals initiated by a ligand binding to an insulin-like growth factor receptor on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:ceb]"	48	100	5	21110	0.05	0.1041666666666666	query_1	['GO:0007169']	['PIK3R1', 'SHC1', 'SOS1', 'GRB2', 'PIK3CA']
1060	HP	HP:0011875	Abnormal platelet morphology	0.0068684112473431	True	An anomaly in platelet form, ultrastructure, or intracellular organelles.	401	49	15	4851	0.3061224489795918	0.0374064837905236	query_1	['HP:0001872']	['PIK3CG', 'SRC', 'SPP1', 'ITGB3', 'ITK', 'SOS1', 'PIK3CD', 'WIPF1', 'ITGA2B', 'WAS', 'LAT', 'ZAP70', 'DOCK2', 'PTPN11', 'CBL']
1061	REAC	REAC:R-HSA-170834	Signaling by TGF-beta Receptor Complex	0.0069849163015055	True	Signaling by TGF-beta Receptor Complex	90	97	7	10790	0.0721649484536082	0.0777777777777777	query_1	['REAC:R-HSA-9006936']	['ITGB1', 'ITGB5', 'ITGAV', 'ITGB3', 'TGFB3', 'ITGB6', 'CBL']
1062	GO:BP	GO:0033630	positive regulation of cell adhesion mediated by integrin	0.0070597655002469	True	"""Any process that activates or increases the frequency, rate, or extent of cell adhesion mediated by integrin."" [GOC:add]"	22	100	4	21110	0.04	0.1818181818181818	query_1	['GO:0033627', 'GO:0033628', 'GO:0045785']	['ITGB3', 'RET', 'SYK', 'CD3E']
1063	GO:BP	GO:0035020	regulation of Rac protein signal transduction	0.0070597655002469	True	"""Any process that modulates the frequency, rate or extent of Rac protein signal transduction."" [GOC:bf]"	22	100	4	21110	0.04	0.1818181818181818	query_1	['GO:0016601', 'GO:0046578']	['PIK3CB', 'PIK3CG', 'CRK', 'SH3BP1']
1064	GO:BP	GO:0036120	cellular response to platelet-derived growth factor stimulus	0.0070597655002469	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a platelet-derived growth factor stimulus."" [GOC:yaf]"	22	100	4	21110	0.04	0.1818181818181818	query_1	['GO:0036119', 'GO:0071363']	['SRC', 'ITGB3', 'FYN', 'CBL']
1065	GO:BP	GO:0046629	gamma-delta T cell activation	0.0070597655002469	True	"""The change in morphology and behavior of a gamma-delta T cell resulting from exposure to a mitogen, cytokine, chemokine, cellular ligand, or an antigen for which it is specific."" [GOC:add]"	22	100	4	21110	0.04	0.1818181818181818	query_1	['GO:0042110']	['ITK', 'SYK', 'CD247', 'CD3E']
1066	GO:BP	GO:0045595	regulation of cell differentiation	0.0070965757393706	True	"""Any process that modulates the frequency, rate or extent of cell differentiation, the process in which relatively unspecialized cells acquire specialized structural and functional features."" [GOC:go_curators]"	1568	100	22	21110	0.22	0.0140306122448979	query_1	['GO:0030154', 'GO:0050793', 'GO:0050794']	['ITGB1', 'ITGAV', 'FN1', 'SPP1', 'ITGB3', 'TGFB3', 'PIK3R1', 'PIK3R6', 'HGF', 'RET', 'SOS1', 'ZAP70', 'LYN', 'SHB', 'EGFR', 'VCL', 'SYK', 'ERBB2', 'PTK2B', 'PTK2', 'PTPN11', 'PDGFRA']
1067	GO:BP	GO:0007267	cell-cell signaling	0.0071631454198232	True	"""Any process that mediates the transfer of information from one cell to another. This process includes signal transduction in the receiving cell and, where applicable, release of a ligand and any processes that actively facilitate its transport and presentation to the receiving cell. Examples include signaling via soluble ligands, via cell adhesion molecules and via gap junctions."" [GOC:dos, GOC:mah]"	1696	100	23	21110	0.23	0.0135613207547169	query_1	['GO:0007154', 'GO:0023052']	['RAPGEF1', 'ITGB1', 'ITGAV', 'SRC', 'SPP1', 'FGA', 'PTPN23', 'HGF', 'PLCG2', 'FYN', 'LYN', 'EGFR', 'FGB', 'SYK', 'PLCG1', 'FGG', 'USP8', 'SH3KBP1', 'PTK2B', 'CRKL', 'ITGB6', 'PTPN11', 'GRAP2']
1068	GO:BP	GO:0002699	positive regulation of immune effector process	0.0073156611641869	True	"""Any process that activates or increases the frequency, rate, or extent of an immune effector process."" [GOC:add]"	254	100	9	21110	0.09	0.0354330708661417	query_1	['GO:0002252', 'GO:0002684', 'GO:0002697']	['RAPGEF1', 'NCR3', 'PLCG2', 'LYN', 'SHB', 'VAV1', 'SYK', 'FCGR1A', 'GAB2']
1069	HP	HP:0000421	Epistaxis	0.00746488472184	True	Epistaxis, or nosebleed, refers to a hemorrhage localized in the nose.	100	49	8	4851	0.1632653061224489	0.08	query_1	['HP:0000366', 'HP:0001892']	['SRC', 'FGA', 'ITGB3', 'WIPF1', 'ITGA2B', 'WAS', 'FGB', 'FGG']
1070	KEGG	KEGG:05166	Human T-cell leukemia virus 1 infection	0.0075972149588294	True	Human T-cell leukemia virus 1 infection	219	85	10	8161	0.1176470588235294	0.045662100456621	query_1	['KEGG:00000']	['PIK3CB', 'PIK3R2', 'TGFB3', 'PIK3R1', 'PIK3CD', 'PIK3CA', 'PIK3R3', 'TLN1', 'LCK', 'CD3E']
1071	HP	HP:0010974	Abnormal myeloid leukocyte morphology	0.0076235150298703	True	An abnormality of myeloid leukocytes.	352	49	14	4851	0.2857142857142857	0.0397727272727272	query_1	['HP:0001881']	['PIK3CG', 'PIK3R1', 'PIK3CD', 'WIPF1', 'WAS', 'ZAP70', 'LCP2', 'VCL', 'USP8', 'CD247', 'BLNK', 'CD3E', 'CBL', 'PDGFRA']
1072	REAC	REAC:R-HSA-1250196	SHC1 events in ERBB2 signaling	0.0076805533208458	True	SHC1 events in ERBB2 signaling	18	97	4	10790	0.0412371134020618	0.2222222222222222	query_1	['REAC:R-HSA-1227986']	['SHC1', 'SOS1', 'EGFR', 'ERBB2']
1073	REAC	REAC:R-HSA-5654695	PI-3K cascade:FGFR2	0.0076805533208458	True	PI-3K cascade:FGFR2	18	97	4	10790	0.0412371134020618	0.2222222222222222	query_1	['REAC:R-HSA-5654696']	['PIK3R1', 'GAB1', 'PIK3CA', 'PTPN11']
1074	KEGG	KEGG:04620	Toll-like receptor signaling pathway	0.0076986661668762	True	Toll-like receptor signaling pathway	102	85	7	8161	0.0823529411764705	0.0686274509803921	query_1	['KEGG:00000']	['PIK3CB', 'PIK3R2', 'SPP1', 'PIK3R1', 'PIK3CD', 'PIK3CA', 'PIK3R3']
