Branchio-oculo-facial syndrome	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
940	GO:BP	GO:0001658	branching involved in ureteric bud morphogenesis	0.020973714894164	True	"""The process in which the branching structure of the ureteric bud is generated and organized. The ureteric bud is an epithelial tube that grows out from the metanephric duct. The bud elongates and branches to give rise to the ureter and kidney collecting tubules."" [GOC:dph, PMID:16916378]"	57	100	3	15719	0.03	0.0526315789473684	query_1	['GO:0048754', 'GO:0060675']	['MYC', 'CTNNB1', 'SMAD4']
939	GO:BP	GO:1901522	positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus	0.020973714894164	True	"""Any positive regulation of transcription from RNA polymerase II promoter that is involved in cellular response to chemical stimulus."" [GOC:TermGenie, PMID:22840777]"	18	100	2	15719	0.02	0.1111111111111111	query_1	['GO:0045944', 'GO:0070887']	['SMAD4', 'TP53']
938	GO:BP	GO:2000136	regulation of cell proliferation involved in heart morphogenesis	0.020973714894164	True	"""Any process that modulates the frequency, rate or extent of cell proliferation involved in heart morphogenesis."" [GOC:dph]"	18	100	2	15719	0.02	0.1111111111111111	query_1	['GO:0042127', 'GO:0061323']	['CTNNB1', 'SMAD4']
937	GO:BP	GO:0007063	regulation of sister chromatid cohesion	0.020973714894164	True	"""Any process that modulates the frequency, rate or extent of sister chromatid cohesion."" [GOC:go_curators]"	18	100	2	15719	0.02	0.1111111111111111	query_1	['GO:0007062', 'GO:0010564', 'GO:0033044']	['CTCF', 'CTNNB1']
936	GO:BP	GO:0051988	regulation of attachment of spindle microtubules to kinetochore	0.020973714894164	True	"""Any process that modulates the frequency, rate or extent of the attachment of spindle microtubules to the kinetochore."" [GOC:ai]"	18	100	2	15719	0.02	0.1111111111111111	query_1	['GO:0008608', 'GO:0010564']	['CCNB1', 'KAT5']
935	GO:BP	GO:0035092	sperm DNA condensation	0.020973714894164	True	"""The progressive compaction of the spermatid chromatin so that it reaches a level of condensation that is not compatible with nuclear activities such as transcription or DNA replication."" [GOC:bf, PMID:11735001]"	18	100	2	15719	0.02	0.1111111111111111	query_1	['GO:0006325', 'GO:0007289', 'GO:0022412']	['KAT5', 'EPC1']
934	GO:BP	GO:0090308	regulation of DNA methylation-dependent heterochromatin formation	0.020973714894164	True	"""Any process that modulates the rate, frequency, or extent of DNA methylation-dependent heterochromatin formation."" [GOC:BHF]"	18	100	2	15719	0.02	0.1111111111111111	query_1	['GO:0006346', 'GO:0031445']	['DNMT1', 'KDM1A']
933	GO:BP	GO:0048339	paraxial mesoderm development	0.020973714894164	True	"""The process whose specific outcome is the progression of the paraxial mesoderm over time, from its formation to the mature structure. The paraxial mesoderm is the mesoderm located bilaterally adjacent to the notochord and neural tube."" [GOC:dgh]"	18	100	2	15719	0.02	0.1111111111111111	query_1	['GO:0007498', 'GO:0060485']	['SMAD2', 'SMAD3']
932	GO:BP	GO:0007062	sister chromatid cohesion	0.020973714894164	True	"""The cell cycle process in which the sister chromatids of a replicated chromosome become tethered to each other."" [GOC:jh, GOC:mah, ISBN:0815316194]"	57	100	3	15719	0.03	0.0526315789473684	query_1	['GO:0022402', 'GO:0051276']	['CTCF', 'CTNNB1', 'RB1']
942	GO:BP	GO:0048699	generation of neurons	0.0211587543135123	True	"""The process in which nerve cells are generated. This includes the production of neuroblasts and their differentiation into neurons."" [GOC:nln]"	1375	100	17	15719	0.17	0.0123636363636363	query_1	['GO:0022008']	['REST', 'AKT1', 'EZH2', 'CDK5', 'EHMT2', 'CTNNB1', 'RB1', 'HDAC1', 'FOXG1', 'SIN3A', 'SMAD4', 'EP300', 'TP53', 'HDAC2', 'KDM1A', 'CDK6', 'CCND1']
114	GO:CC	GO:0005635	nuclear envelope	0.0212023194289666	True	"""The double lipid bilayer enclosing the nucleus and separating its contents from the rest of the cytoplasm; includes the intermembrane space, a gap of width 20-40 nm (also called the perinuclear space)."" [ISBN:0198547684]"	471	100	8	16420	0.08	0.0169851380042462	query_1	['GO:0005634', 'GO:0012505', 'GO:0031967']	['MYC', 'CBX3', 'CCND2', 'CDK4', 'SMAD3', 'YEATS4', 'EPC1', 'CCND1']
943	GO:BP	GO:0000280	nuclear division	0.0213844166987264	True	"""The division of a cell nucleus into two nuclei, with DNA and other nuclear contents distributed between the daughter nuclei."" [GOC:mah]"	427	100	8	15719	0.08	0.018735362997658	query_1	['GO:0048285']	['EHMT2', 'CCNB1', 'CCNA1', 'CCNE2', 'RB1', 'CCNE1', 'KAT5', 'CDKN1B']
271	REAC	REAC:R-HSA-9723905	Loss of function of TP53 in cancer due to loss of tetramerization ability	0.0215986368450946	True	Loss of function of TP53 in cancer due to loss of tetramerization ability	1	98	1	10022	0.010204081632653	1.0	query_1	['REAC:R-HSA-9723907']	['TP53']
268	REAC	REAC:R-HSA-9646304	Evasion of Oxidative Stress Induced Senescence Due to p14ARF Defects	0.0215986368450946	True	Evasion of Oxidative Stress Induced Senescence Due to p14ARF Defects	1	98	1	10022	0.010204081632653	1.0	query_1	['REAC:R-HSA-9630747']	['CDKN2A']
269	REAC	REAC:R-HSA-9723907	Loss of Function of TP53 in Cancer	0.0215986368450946	True	Loss of Function of TP53 in Cancer	1	98	1	10022	0.010204081632653	1.0	query_1	['REAC:R-HSA-9734009']	['TP53']
270	REAC	REAC:R-HSA-9646303	Evasion of Oncogene Induced Senescence Due to p14ARF Defects	0.0215986368450946	True	Evasion of Oncogene Induced Senescence Due to p14ARF Defects	1	98	1	10022	0.010204081632653	1.0	query_1	['REAC:R-HSA-9630747']	['CDKN2A']
272	REAC	REAC:R-HSA-9661070	Defective translocation of RB1 mutants to the nucleus	0.0215986368450946	True	Defective translocation of RB1 mutants to the nucleus	1	98	1	10022	0.010204081632653	1.0	query_1	['REAC:R-HSA-9659787']	['RB1']
944	GO:BP	GO:0071824	protein-DNA complex subunit organization	0.0217721573536971	True	"""Any process in which macromolecules aggregate, disaggregate, or are modified, resulting in the formation, disassembly, or alteration of a protein-DNA complex."" [GOC:mah]"	257	100	6	15719	0.06	0.0233463035019455	query_1	['GO:0043933']	['MYC', 'RB1', 'RBBP4', 'SMARCA4', 'ESR1', 'TP53']
945	GO:BP	GO:0008347	glial cell migration	0.0217847484315726	True	"""The orderly movement of a glial cell, non-neuronal cells that provide support and nutrition, maintain homeostasis, form myelin, and participate in signal transmission in the nervous system."" [GOC:jl, GOC:mtg_sensu]"	58	100	3	15719	0.03	0.0517241379310344	query_1	['GO:0016477', 'GO:0042063']	['CDK5', 'CTNNB1', 'FOXG1']
273	REAC	REAC:R-HSA-2565942	Regulation of PLK1 Activity at G2/M Transition	0.0217999300655945	True	Regulation of PLK1 Activity at G2/M Transition	86	98	4	10022	0.0408163265306122	0.0465116279069767	query_1	['REAC:R-HSA-69275']	['CCNB1', 'SKP1', 'CDK1', 'CUL1']
279	REAC	REAC:R-HSA-167161	HIV Transcription Initiation	0.021869624410788	True	HIV Transcription Initiation	46	98	3	10022	0.0306122448979591	0.0652173913043478	query_1	['REAC:R-HSA-167172']	['CDK7', 'CCNH', 'MNAT1']
278	REAC	REAC:R-HSA-167162	RNA Polymerase II HIV Promoter Escape	0.021869624410788	True	RNA Polymerase II HIV Promoter Escape	46	98	3	10022	0.0306122448979591	0.0652173913043478	query_1	['REAC:R-HSA-167172']	['CDK7', 'CCNH', 'MNAT1']
277	REAC	REAC:R-HSA-73776	RNA Polymerase II Promoter Escape	0.021869624410788	True	RNA Polymerase II Promoter Escape	46	98	3	10022	0.0306122448979591	0.0652173913043478	query_1	['REAC:R-HSA-76042']	['CDK7', 'CCNH', 'MNAT1']
276	REAC	REAC:R-HSA-73779	RNA Polymerase II Transcription Pre-Initiation And Promoter Opening	0.021869624410788	True	RNA Polymerase II Transcription Pre-Initiation And Promoter Opening	46	98	3	10022	0.0306122448979591	0.0652173913043478	query_1	['REAC:R-HSA-73857']	['CDK7', 'CCNH', 'MNAT1']
275	REAC	REAC:R-HSA-76042	RNA Polymerase II Transcription Initiation And Promoter Clearance	0.021869624410788	True	RNA Polymerase II Transcription Initiation And Promoter Clearance	46	98	3	10022	0.0306122448979591	0.0652173913043478	query_1	['REAC:R-HSA-73857']	['CDK7', 'CCNH', 'MNAT1']
274	REAC	REAC:R-HSA-75953	RNA Polymerase II Transcription Initiation	0.021869624410788	True	RNA Polymerase II Transcription Initiation	46	98	3	10022	0.0306122448979591	0.0652173913043478	query_1	['REAC:R-HSA-76042']	['CDK7', 'CCNH', 'MNAT1']
282	REAC	REAC:R-HSA-2995383	Initiation of Nuclear Envelope (NE) Reformation	0.0220566419555408	True	Initiation of Nuclear Envelope (NE) Reformation	16	98	2	10022	0.0204081632653061	0.125	query_1	['REAC:R-HSA-2995410']	['CCNB1', 'CDK1']
283	REAC	REAC:R-HSA-5684264	MAP3K8 (TPL2)-dependent MAPK1/3 activation	0.0220566419555408	True	MAP3K8 (TPL2)-dependent MAPK1/3 activation	16	98	2	10022	0.0204081632653061	0.125	query_1	['REAC:R-HSA-450294', 'REAC:R-HSA-9020702']	['SKP1', 'CUL1']
281	REAC	REAC:R-HSA-2559584	Formation of Senescence-Associated Heterochromatin Foci (SAHF)	0.0220566419555408	True	Formation of Senescence-Associated Heterochromatin Foci (SAHF)	16	98	2	10022	0.0204081632653061	0.125	query_1	['REAC:R-HSA-2559586']	['RB1', 'TP53']
280	REAC	REAC:R-HSA-210744	Regulation of gene expression in late stage (branching morphogenesis) pancreatic bud precursor cells	0.0220566419555408	True	Regulation of gene expression in late stage (branching morphogenesis) pancreatic bud precursor cells	16	98	2	10022	0.0204081632653061	0.125	query_1	['REAC:R-HSA-186712']	['CREBBP', 'EP300']
978	GO:BP	GO:0044336	canonical Wnt signaling pathway involved in negative regulation of apoptotic process	0.0221232723904842	True	"""The series of molecular signals initiated by binding of a Wnt protein to a frizzled family receptor on the surface of the target cell, followed by propagation of the signal via beta-catenin, and ending with a change in transcription of target genes involved in the negative regulation of apoptotic process."" [GOC:BHF, GOC:jl, GOC:mtg_apoptosis]"	1	100	1	15719	0.01	1.0	query_1	['GO:0043066', 'GO:0060070']	['CTNNB1']
977	GO:BP	GO:0061040	female gonad morphogenesis	0.0221232723904842	True	"""The process in which a female gonad is generated and organized."" [GOC:BHF, GOC:dph]"	1	100	1	15719	0.01	1.0	query_1	['GO:0008585', 'GO:0035262']	['SMAD4']
976	GO:BP	GO:0060039	pericardium development	0.0221232723904842	True	"""The process whose specific outcome is the progression of the pericardium over time, from its formation to the mature structure. The pericardium is a double-walled sac that contains the heart and the roots of the aorta, vena cava and the pulmonary artery."" [GOC:dph, GOC:rph, PMID:15138308, PMID:16376438]"	19	100	2	15719	0.02	0.1052631578947368	query_1	['GO:0007507', 'GO:0060429']	['SMAD2', 'SMAD3']
974	GO:BP	GO:0090094	metanephric cap mesenchymal cell proliferation involved in metanephros development	0.0221232723904842	True	"""The multiplication or reproduction of metanephric cap mesenchymal cells, resulting in the expansion of the cell population. A metanephric cap mesenchymal cell is a mesenchymal cell that has condensed with other mesenchymal cells surrounding the ureteric bud tip."" [GOC:dph, GOC:tb, GOC:yaf, PMID:19161241]"	1	100	1	15719	0.01	1.0	query_1	['GO:0010463', 'GO:0072186', 'GO:0072203']	['MYC']
973	GO:BP	GO:0061323	cell proliferation involved in heart morphogenesis	0.0221232723904842	True	"""The multiplication or reproduction of cells, resulting in the expansion of a cell population that contributes to the shaping of the heart."" [GOC:dph, GOC:mtg_heart]"	19	100	2	15719	0.02	0.1052631578947368	query_1	['GO:0003007', 'GO:0008283']	['CTNNB1', 'SMAD4']
951	GO:BP	GO:0002682	regulation of immune system process	0.0221232723904842	True	"""Any process that modulates the frequency, rate, or extent of an immune system process."" [GOC:add]"	1382	100	17	15719	0.17	0.012301013024602	query_1	['GO:0002376', 'GO:0050789']	['BMI1', 'AKT1', 'MYC', 'CREBBP', 'FOXO3', 'CTNNB1', 'RB1', 'SMARCA4', 'SIN3A', 'CDKN1A', 'EP300', 'CDKN2A', 'RCOR1', 'ESR1', 'KAT5', 'SMAD3', 'CDK6']
975	GO:BP	GO:2000011	regulation of adaxial/abaxial pattern formation	0.0221232723904842	True	"""Any process that modulates the frequency, rate or extent of adaxial/abaxial pattern formation."" [GOC:obol]"	1	100	1	15719	0.01	1.0	query_1	['GO:0009955', 'GO:0051239']	['BMI1']
979	GO:BP	GO:0060709	glycogen cell differentiation involved in embryonic placenta development	0.0221232723904842	True	"""The process in which a relatively unspecialized cell acquires specialized features of a glycogen cell of the placenta. A glycogen cell is a vacuolated glycogen-rich cell that appears in compact cell islets of the spongiotrophoblast layer."" [GOC:dph, PMID:16269175]"	1	100	1	15719	0.01	1.0	query_1	['GO:0060706', 'GO:0060712']	['AKT1']
981	GO:BP	GO:0060514	prostate induction	0.0221232723904842	True	"""The close range interaction of the urogenital sinus mesenchyme and the urogenital sinus epithelium that causes the cells of the urogenital sinus epithelium to change their fates and specify the development of the prostate gland."" [GOC:dph, PMID:18977204]"	1	100	1	15719	0.01	1.0	query_1	['GO:0001759', 'GO:0060515', 'GO:0060685', 'GO:1905332', 'GO:2000243']	['AR']
982	GO:BP	GO:2000797	regulation of amniotic stem cell differentiation	0.0221232723904842	True	"""Any process that modulates the frequency, rate or extent of amniotic stem cell differentiation."" [GOC:obol]"	1	100	1	15719	0.01	1.0	query_1	['GO:0097086', 'GO:2000739']	['REST']
983	GO:BP	GO:2000798	negative regulation of amniotic stem cell differentiation	0.0221232723904842	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of amniotic stem cell differentiation."" [GOC:obol]"	1	100	1	15719	0.01	1.0	query_1	['GO:0097086', 'GO:2000740', 'GO:2000797']	['REST']
984	GO:BP	GO:0061921	peptidyl-lysine propionylation	0.0221232723904842	True	"""The propionylation of peptidyl-lysine."" [PMID:17267393]"	1	100	1	15719	0.01	1.0	query_1	['GO:0043543']	['EP300']
985	GO:BP	GO:1904828	positive regulation of hydrogen sulfide biosynthetic process	0.0221232723904842	True	"""Any process that activates or increases the frequency, rate or extent of hydrogen sulfide biosynthetic process."" [GO_REF:0000058, GOC:BHF, GOC:BHF_miRNA, GOC:rph, GOC:TermGenie, PMID:22034194]"	1	100	1	15719	0.01	1.0	query_1	['GO:0031328', 'GO:0051176', 'GO:0070814', 'GO:1904826']	['SP1']
986	GO:BP	GO:0007344	pronuclear fusion	0.0221232723904842	True	"""The merging of two pronuclei in a fertilized egg to fuse and produce a single zygotic genome."" [GOC:ems, ISBN:087969307X]"	1	100	1	15719	0.01	1.0	query_1	['GO:0000741', 'GO:0007338', 'GO:0022414']	['CDK1']
987	GO:BP	GO:1904505	regulation of telomere maintenance in response to DNA damage	0.0221232723904842	True	"""Any process that modulates the frequency, rate or extent of telomere maintenance in response to DNA damage."" [GO_REF:0000058, GOC:BHF, GOC:BHF_telomere, GOC:nc, GOC:TermGenie, PMID:22579284]"	19	100	2	15719	0.02	0.1052631578947368	query_1	['GO:0032204', 'GO:0043247', 'GO:0080135']	['RUVBL1', 'YY1']
988	GO:BP	GO:1904826	regulation of hydrogen sulfide biosynthetic process	0.0221232723904842	True	"""Any process that modulates the frequency, rate or extent of hydrogen sulfide biosynthetic process."" [GO_REF:0000058, GOC:BHF, GOC:BHF_miRNA, GOC:rph, GOC:TermGenie, PMID:22034194]"	1	100	1	15719	0.01	1.0	query_1	['GO:0031326', 'GO:0042762', 'GO:0070814']	['SP1']
989	GO:BP	GO:0036333	hepatocyte homeostasis	0.0221232723904842	True	"""Any biological process involved in the maintenance of the steady-state number of hepatocytes within a population of cells. Hepatocytes are specialized epithelial cells of the liver that are organized into interconnected plates called lobules."" [CL:0000182, GOC:nhn, PMID:19878874]"	1	100	1	15719	0.01	1.0	query_1	['GO:0048872']	['EZH2']
990	GO:BP	GO:0010424	DNA methylation on cytosine within a CG sequence	0.0221232723904842	True	"""The covalent transfer of a methyl group to C-5 or N-4 of a cytosine located within a CG sequence in a DNA molecule."" [GOC:dph, GOC:tb, PMID:17239600]"	1	100	1	15719	0.01	1.0	query_1	['GO:0032776']	['EHMT2']
991	GO:BP	GO:0000741	karyogamy	0.0221232723904842	True	"""The creation of a single nucleus from multiple nuclei as a result of fusing the lipid bilayers that surround each nuclei."" [GOC:elh]"	1	100	1	15719	0.01	1.0	query_1	['GO:0006997', 'GO:0048284']	['CDK1']
992	GO:BP	GO:0070314	G1 to G0 transition	0.0221232723904842	True	"""A cell cycle arrest process that results in arrest during G1 phase, whereupon the cell enters a specialized resting state known as G0 or quiescence."" [GOC:mah, GOC:mtg_cell_cycle, ISBN:0815316194]"	19	100	2	15719	0.02	0.1052631578947368	query_1	['GO:0022402']	['EZH2', 'TP53']
993	GO:BP	GO:1903451	negative regulation of G1 to G0 transition	0.0221232723904842	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of G1 to G0 transition."" [GO_REF:0000058, GOC:di, GOC:TermGenie, PMID:24088570]"	1	100	1	15719	0.01	1.0	query_1	['GO:0010948', 'GO:0070314', 'GO:1903450']	['TP53']
980	GO:BP	GO:2000706	negative regulation of dense core granule biogenesis	0.0221232723904842	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of dense core granule biogenesis."" [GOC:obol]"	1	100	1	15719	0.01	1.0	query_1	['GO:0048523', 'GO:0061110', 'GO:2000705']	['REST']
971	GO:BP	GO:1905305	negative regulation of cardiac myofibril assembly	0.0221232723904842	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of cardiac myofibril assembly."" [GO_REF:0000058, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:16151019]"	1	100	1	15719	0.01	1.0	query_1	['GO:0051494', 'GO:0055003', 'GO:1902116', 'GO:1902904', 'GO:1905304', 'GO:2000726']	['SMAD4']
952	GO:BP	GO:0046686	response to cadmium ion	0.0221232723904842	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a cadmium (Cd) ion stimulus."" [GOC:ai]"	59	100	3	15719	0.03	0.0508474576271186	query_1	['GO:0010038']	['AKT1', 'CDK1', 'CDKN1B']
969	GO:BP	GO:0009955	adaxial/abaxial pattern specification	0.0221232723904842	True	"""The regionalization process in which differences in cell differentiation along the adaxial/abaxial are generated. Adaxial refers to being situated toward an axis of an anatomical structure. Abaxial refers to being situated away from an axis of an anatomical structure."" [GOC:dph, GOC:isa_complete, GOC:tb]"	1	100	1	15719	0.01	1.0	query_1	['GO:0003002']	['BMI1']
953	GO:BP	GO:0099533	positive regulation of presynaptic cytosolic calcium concentration	0.0221232723904842	True	"""Any process that increases the concentration of calcium ions in the presynaptic cytosol."" [GOC:dos]"	1	100	1	15719	0.01	1.0	query_1	['GO:0007204']	['CDK5']
954	GO:BP	GO:0007403	glial cell fate determination	0.0221232723904842	True	"""The cell fate determination process in which a cell becomes capable of differentiating autonomously into a glial cell regardless of its environment; upon determination, the cell fate cannot be reversed."" [GOC:go_curators, GOC:mtg_sensu]"	1	100	1	15719	0.01	1.0	query_1	['GO:0001709', 'GO:0021781']	['CTNNB1']
955	GO:BP	GO:0072186	metanephric cap morphogenesis	0.0221232723904842	True	"""The process in which the anatomical structures of the metanephric cap are generated and organized. The metanephric cap is formed by the condensation of metanephric mesenchymal cells surrounding the ureteric bud tip."" [GOC:mtg_kidney_jan10]"	1	100	1	15719	0.01	1.0	query_1	['GO:0072133', 'GO:0072185']	['MYC']
956	GO:BP	GO:0072185	metanephric cap development	0.0221232723904842	True	"""The biological process whose specific outcome is the progression of the metanephric cap from an initial condition to its mature state. The metanephric cap is formed by the condensation of metanephric mesenchymal cells surrounding the ureteric bud tip."" [GOC:mtg_kidney_jan10]"	1	100	1	15719	0.01	1.0	query_1	['GO:0072075']	['MYC']
970	GO:BP	GO:1905304	regulation of cardiac myofibril assembly	0.0221232723904842	True	"""Any process that modulates the frequency, rate or extent of cardiac myofibril assembly."" [GO_REF:0000058, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:16151019]"	1	100	1	15719	0.01	1.0	query_1	['GO:0055003', 'GO:0060284', 'GO:0110020', 'GO:1902115', 'GO:1902903']	['SMAD4']
958	GO:BP	GO:0060515	prostate field specification	0.0221232723904842	True	"""The process that results in the delineation of a specific region of the urogenital sinus epithelium into the area in which the prostate gland will develop."" [GOC:dph, PMID:18977204]"	1	100	1	15719	0.01	1.0	query_1	['GO:0003006', 'GO:0010092', 'GO:0060513']	['AR']
959	GO:BP	GO:0006006	glucose metabolic process	0.0221232723904842	True	"""The chemical reactions and pathways involving glucose, the aldohexose gluco-hexose. D-glucose is dextrorotatory and is sometimes known as dextrose; it is an important source of energy for living organisms and is found free as well as combined in homo- and hetero-oligosaccharides and polysaccharides."" [ISBN:0198506732]"	182	100	5	15719	0.05	0.0274725274725274	query_1	['GO:0019318']	['AKT1', 'EP300', 'FOXO1', 'TFAP2B', 'TP53']
960	GO:BP	GO:0003409	optic cup structural organization	0.0221232723904842	True	"""The process that contributes to creating the structural organization of the optic cup. This process pertains to the physical shaping of the rudimentary structure."" [GOC:ascb_2009, GOC:dph, GOC:tb]"	1	100	1	15719	0.01	1.0	query_1	['GO:0002072', 'GO:0048532']	['TFAP2A']
961	GO:BP	GO:0097086	amniotic stem cell differentiation	0.0221232723904842	True	"""The process whereby a relatively unspecialized cell acquires specialized features of an amniotic stem cell. An amniotic stem cell is a mesenchymal stem cell extracted from amniotic fluid. Amniotic stem cells are able to differentiate into various tissue types such as skin, cartilage, cardiac tissue, nerves, muscle, and bone."" [CL:0002639, GOC:yaf, PMID:20942606, Wikipedia:Amniotic_stem_cells]"	1	100	1	15719	0.01	1.0	query_1	['GO:0072497']	['REST']
950	GO:BP	GO:0090096	positive regulation of metanephric cap mesenchymal cell proliferation	0.0221232723904842	True	"""Any process that increases the frequency, rate, or extent of metanephric cap mesenchymal cell proliferation. Metanephric cap mesenchymal cell proliferation is the multiplication or reproduction of metanephric cap mesenchymal cells, resulting in the expansion of the cell population. A metanephric cap mesenchymal cell is a mesenchymal cell that has condensed with other mesenchymal cells surrounding the ureteric bud tip."" [GOC:dph, GOC:tb, GOC:yaf]"	1	100	1	15719	0.01	1.0	query_1	['GO:0002053', 'GO:0090094', 'GO:0090095', 'GO:0090184', 'GO:1901724']	['MYC']
949	GO:BP	GO:0043086	negative regulation of catalytic activity	0.0221232723904842	True	"""Any process that stops or reduces the activity of an enzyme."" [GOC:ebc, GOC:jl, GOC:tb, GOC:vw]"	624	100	10	15719	0.1	0.016025641025641	query_1	['GO:0044092', 'GO:0050790']	['CDKN2B', 'AKT1', 'RB1', 'CDKN2D', 'CDKN1A', 'MNAT1', 'CDKN2C', 'CDKN2A', 'CDKN1B', 'TP53']
957	GO:BP	GO:0032916	positive regulation of transforming growth factor beta3 production	0.0221232723904842	True	"""Any process that activates or increases the frequency, rate, or extent of production of transforming growth factor-beta3."" [GOC:mah]"	1	100	1	15719	0.01	1.0	query_1	['GO:0032907', 'GO:0032910', 'GO:0071636']	['SMAD3']
947	GO:BP	GO:0090095	regulation of metanephric cap mesenchymal cell proliferation	0.0221232723904842	True	"""Any process that modulates the frequency, rate, or extent of metanephric cap mesenchymal cell proliferation. Metanephric cap mesenchymal cell proliferation is the multiplication or reproduction of metanephric cap mesenchymal cells, resulting in the expansion of the cell population. A metanephric cap mesenchymal cell is a mesenchymal cell that has condensed with other mesenchymal cells surrounding the ureteric bud tip."" [GOC:dph, GOC:tb, GOC:yaf]"	1	100	1	15719	0.01	1.0	query_1	['GO:0010464', 'GO:0090094', 'GO:1901722']	['MYC']
948	GO:BP	GO:0140067	peptidyl-lysine butyrylation	0.0221232723904842	True	"""The butyrylation of a lysine residue in a protein. Butyryl is the univalent radical C3H7COO- derived from butyric acid."" [PMID:27105113, Wikipedia:butyryl]"	1	100	1	15719	0.01	1.0	query_1	['GO:0043543']	['EP300']
968	GO:BP	GO:0036268	swimming	0.0221232723904842	True	"""Self-propelled movement of an organism from one location to another through water, often by means of active fin movement."" [GOC:cvs, PMID:22459995]"	1	100	1	15719	0.01	1.0	query_1	['GO:0040011']	['EP300']
967	GO:BP	GO:0061767	negative regulation of lung blood pressure	0.0221232723904842	True	"""The process that decreases the force with which blood travels through the lungs."" [GOC:bc, GOC:BHF, GOC:BHF_miRNA, GOC:dph, PMID:22161164]"	1	100	1	15719	0.01	1.0	query_1	['GO:0014916']	['SMAD3']
966	GO:BP	GO:1905856	negative regulation of pentose-phosphate shunt	0.0221232723904842	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of pentose-phosphate shunt."" [GO_REF:0000058, GOC:TermGenie, PMID:19015259]"	1	100	1	15719	0.01	1.0	query_1	['GO:0006098', 'GO:0043456', 'GO:1900543']	['TP53']
965	GO:BP	GO:0060520	activation of prostate induction by androgen receptor signaling pathway	0.0221232723904842	True	"""The series of molecular signals initiated by androgen binding to its receptor in the urogenital sinus mesenchyme that initiates prostate induction. Prostate induction is the close range interaction of the urogenital sinus mesenchyme and the urogenital sinus epithelium that causes the cells of the urogenital sinus epithelium to change their fates and specify the development of the prostate gland."" [GOC:dph, GOC:tb, PMID:18977204]"	1	100	1	15719	0.01	1.0	query_1	['GO:0010647', 'GO:0023056', 'GO:0030521', 'GO:0042659', 'GO:0060514', 'GO:0060685', 'GO:0110110', 'GO:1905332', 'GO:2000243']	['AR']
972	GO:BP	GO:0061324	canonical Wnt signaling pathway involved in positive regulation of cardiac outflow tract cell proliferation	0.0221232723904842	True	"""The canonical Wnt signaling pathway that contributes to the modulation of the expansion of a population of cardiac outflow tract cells."" [GOC:dph, GOC:mtg_heart]"	1	100	1	15719	0.01	1.0	query_1	['GO:0044340', 'GO:0061316', 'GO:1901963']	['CTNNB1']
963	GO:BP	GO:0019102	male somatic sex determination	0.0221232723904842	True	"""The determination of sex and sexual phenotypes in a male organism's soma."" [GOC:mah]"	1	100	1	15719	0.01	1.0	query_1	['GO:0018993', 'GO:0030238']	['AR']
962	GO:BP	GO:0043550	regulation of lipid kinase activity	0.0221232723904842	True	"""Any process that modulates the frequency, rate or extent of lipid kinase activity, the catalysis of the transfer of a phosphate group, usually from ATP, to a simple or complex lipid."" [GOC:bf]"	59	100	3	15719	0.03	0.0508474576271186	query_1	['GO:0043549']	['RBL1', 'RBL2', 'RB1']
964	GO:BP	GO:0003251	positive regulation of cell proliferation involved in heart valve morphogenesis	0.0221232723904842	True	"""Any process that increases the rate, frequency or extent of cell proliferation that contributes to the shaping of a heart valve."" [GOC:mtg_heart]"	1	100	1	15719	0.01	1.0	query_1	['GO:0003249', 'GO:0003250', 'GO:2000138']	['SMAD4']
946	GO:BP	GO:0048871	multicellular organismal-level homeostasis	0.0221232723904842	True	"""Any process involved in the maintenance of an internal steady state at the level of the multicellular organism."" [GOC:isa_complete]"	725	100	11	15719	0.11	0.0151724137931034	query_1	['GO:0032501', 'GO:0042592']	['CITED2', 'AKT1', 'EZH2', 'FOXO3', 'CTNNB1', 'RB1', 'EHMT1', 'RCOR1', 'FOXO1', 'KDM1A', 'CDK6']
994	GO:BP	GO:0002761	regulation of myeloid leukocyte differentiation	0.0221878974586628	True	"""Any process that modulates the frequency, rate, or extent of myeloid leukocyte differentiation."" [GOC:add]"	116	100	4	15719	0.04	0.0344827586206896	query_1	['GO:0002573', 'GO:0045637', 'GO:1902105']	['MYC', 'CTNNB1', 'RB1', 'CDK6']
995	GO:BP	GO:0031329	regulation of cellular catabolic process	0.0225971056989051	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the breakdown of substances, carried out by individual cells."" [GOC:mah]"	627	100	10	15719	0.1	0.0159489633173843	query_1	['GO:0009894', 'GO:0031323', 'GO:0044248']	['AKT1', 'CDK5', 'EHMT2', 'FOXO3', 'EP300', 'E2F1', 'CDKN2A', 'FOXO1', 'KAT5', 'TP53']
