Cerebrotendinous xanthomatosis	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
692	GO:BP	GO:0048685	negative regulation of collateral sprouting of intact axon in response to injury	0.0241391244313191	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of collateral sprouting of an intact axon as a result of injury to an axon."" [GOC:dgh, GOC:dph, GOC:jid, GOC:lm]"	1	98	1	15719	0.010204081632653	1.0	query_1	['GO:0048671', 'GO:0048673', 'GO:0048681', 'GO:0048683']	['SPP1']
693	GO:BP	GO:0060345	spleen trabecula formation	0.0241391244313191	True	"""The process of creating a trabecula in the spleen. A trabecula is a tissue element in the form of a small beam, strut or rod."" [GOC:dph]"	1	98	1	15719	0.010204081632653	1.0	query_1	['GO:0048536', 'GO:0060343']	['SLC40A1']
694	GO:BP	GO:1905000	regulation of membrane repolarization during atrial cardiac muscle cell action potential	0.0241391244313191	True	"""Any process that modulates the frequency, rate or extent of membrane repolarization during atrial cardiac muscle cell action potential."" [GO_REF:0000058, GOC:BHF, GOC:BHF_miRNA, GOC:mtg_cardiac_conduct_nov11, GOC:rph, GOC:TermGenie, PMID:21098446]"	1	98	1	15719	0.010204081632653	1.0	query_1	['GO:0060372', 'GO:0098914', 'GO:1905031']	['FLNA']
695	GO:BP	GO:1903039	positive regulation of leukocyte cell-cell adhesion	0.0241391244313191	True	"""Any process that activates or increases the frequency, rate or extent of leukocyte cell-cell adhesion."" [GO_REF:0000058, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:21106532]"	264	98	6	15719	0.0612244897959183	0.0227272727272727	query_1	['GO:0007159', 'GO:0022409', 'GO:1903037']	['CR1', 'SRC', 'ELANE', 'GP1BA', 'TFRC', 'CD46']
704	GO:BP	GO:0140298	endocytic iron import into cell	0.0241391244313191	True	"""Uptake of iron into a cell via binding to an extracellular receptor, which is internalized by endocytosis."" [PMID:23092063]"	1	98	1	15719	0.010204081632653	1.0	query_1	['GO:0006898', 'GO:0033212']	['TFR2']
690	GO:BP	GO:0002148	hypochlorous acid metabolic process	0.0241391244313191	True	"""The chemical reactions and pathways involving hypochlorous acid."" [GOC:add, PMID:10085024, PMID:176150]"	1	98	1	15719	0.010204081632653	1.0	query_1	['GO:0043436', 'GO:0072593']	['MPO']
698	GO:BP	GO:0098784	biofilm matrix organization	0.0241391244313191	True	"""A process that results in the assembly, arrangement of constituent parts, or disassembly of a biofilm matrix."" [GOC:mah]"	1	98	1	15719	0.010204081632653	1.0	query_1	['GO:0030198']	['CTSG']
699	GO:BP	GO:0098786	biofilm matrix disassembly	0.0241391244313191	True	"""A process that results in the disassembly of a biofilm matrix."" [GOC:mah]"	1	98	1	15719	0.010204081632653	1.0	query_1	['GO:0022617', 'GO:0098784']	['CTSG']
700	GO:BP	GO:0048626	myoblast fate specification	0.0241391244313191	True	"""The process in which a cell becomes capable of differentiating autonomously into a myoblast in an environment that is neutral with respect to the developmental pathway. Upon specification, the cell fate can be reversed. A myoblast is a mononucleate cell type that, by fusion with other myoblasts, gives rise to the myotubes that eventually develop into skeletal muscle fibers."" [CL:0000056, GOC:dph, GOC:mtg_muscle]"	1	98	1	15719	0.010204081632653	1.0	query_1	['GO:0001708', 'GO:0048625']	['ITGB1']
701	GO:BP	GO:0060695	negative regulation of cholesterol transporter activity	0.0241391244313191	True	"""Any process that decreases the rate, frequency, or extent of cholesterol transporter activity."" [GOC:BHF, GOC:dph, GOC:tb]"	1	98	1	15719	0.010204081632653	1.0	query_1	['GO:0060694', 'GO:0110114']	['APOA2']
702	GO:BP	GO:0010987	negative regulation of high-density lipoprotein particle clearance	0.0241391244313191	True	"""Any process that decreases the rate, frequency or extent of high-density lipoprotein particle clearance. High-density lipoprotein particle clearance is the process in which a high-density lipoprotein particle is removed from the blood via receptor-mediated endocytosis and its constituent parts degraded."" [GOC:BHF, GOC:dph, GOC:tb]"	1	98	1	15719	0.010204081632653	1.0	query_1	['GO:0010982', 'GO:0010985', 'GO:0034384']	['APOC3']
703	GO:BP	GO:0110114	negative regulation of lipid transporter activity	0.0241391244313191	True	"""Any process that decreases the frequency, rate, or extent of lipid transporter activity."" [GOC:BHF, GOC:BHF_miRNA, GOC:rph, PMID:27365390]"	1	98	1	15719	0.010204081632653	1.0	query_1	['GO:0032369', 'GO:0032410', 'GO:0110112']	['APOA2']
697	GO:BP	GO:1903000	regulation of lipid transport across blood-brain barrier	0.0241391244313191	True	"""Any process that modulates the frequency, rate or extent of lipid transport across blood-brain barrier."" [GO_REF:0000058, GOC:sjp, GOC:TermGenie, PMID:24345162]"	1	98	1	15719	0.010204081632653	1.0	query_1	['GO:0032368', 'GO:0150200', 'GO:1990379']	['APOE']
696	GO:BP	GO:1903002	positive regulation of lipid transport across blood-brain barrier	0.0241391244313191	True	"""Any process that activates or increases the frequency, rate or extent of lipid transport across blood-brain barrier."" [GO_REF:0000058, GOC:sjp, GOC:TermGenie, PMID:24345162]"	1	98	1	15719	0.010204081632653	1.0	query_1	['GO:0032370', 'GO:0150201', 'GO:1903000', 'GO:1990379']	['APOE']
681	GO:BP	GO:2000266	regulation of blood coagulation, intrinsic pathway	0.0241391244313191	True	"""Any process that modulates the frequency, rate or extent of blood coagulation, intrinsic pathway."" [GOC:mah]"	1	98	1	15719	0.010204081632653	1.0	query_1	['GO:0007597', 'GO:0030193', 'GO:2000257']	['SERPINC1']
687	GO:BP	GO:1900729	regulation of adenylate cyclase-inhibiting opioid receptor signaling pathway	0.0241391244313191	True	"""Any process that modulates the frequency, rate or extent of adenylate cyclase-inhibiting opioid receptor signaling pathway."" [GOC:sjw, GOC:TermGenie, PMID:17157995]"	1	98	1	15719	0.010204081632653	1.0	query_1	['GO:0031635', 'GO:2000474']	['ITGB3']
705	GO:BP	GO:0048683	regulation of collateral sprouting of intact axon in response to injury	0.0241391244313191	True	"""Any process that modulates the frequency, rate or extent of collateral sprouting of an intact axon as a result of injury to an axon."" [GOC:dgh, GOC:dph, GOC:jid, GOC:lm]"	1	98	1	15719	0.010204081632653	1.0	query_1	['GO:0048670', 'GO:0048673', 'GO:0048679']	['SPP1']
673	GO:BP	GO:0019430	removal of superoxide radicals	0.0241391244313191	True	"""Any process, acting at the cellular level, involved in removing superoxide radicals (O2-) from a cell or organism, e.g. by conversion to dioxygen (O2) and hydrogen peroxide (H2O2)."" [GOC:jl]"	19	98	2	15719	0.0204081632653061	0.1052631578947368	query_1	['GO:0006801', 'GO:0071451', 'GO:0098869']	['MPO', 'APOA4']
674	GO:BP	GO:1905858	regulation of heparan sulfate proteoglycan binding	0.0241391244313191	True	"""Any process that modulates the frequency, rate or extent of heparan sulfate proteoglycan binding."" [GO_REF:0000059, GOC:aruk, GOC:bc, GOC:TermGenie, PMID:7683668]"	1	98	1	15719	0.010204081632653	1.0	query_1	['GO:0043393']	['APOE']
675	GO:BP	GO:1905860	positive regulation of heparan sulfate proteoglycan binding	0.0241391244313191	True	"""Any process that activates or increases the frequency, rate or extent of heparan sulfate proteoglycan binding."" [GO_REF:0000059, GOC:aruk, GOC:bc, GOC:TermGenie, PMID:7683668]"	1	98	1	15719	0.010204081632653	1.0	query_1	['GO:0032092', 'GO:1905858']	['APOE']
676	GO:BP	GO:0043550	regulation of lipid kinase activity	0.0241391244313191	True	"""Any process that modulates the frequency, rate or extent of lipid kinase activity, the catalysis of the transfer of a phosphate group, usually from ATP, to a simple or complex lipid."" [GOC:bf]"	59	98	3	15719	0.0306122448979591	0.0508474576271186	query_1	['GO:0043549']	['SRC', 'F2', 'PTK2']
677	GO:BP	GO:0150200	regulation of transport across blood-brain barrier	0.0241391244313191	True	"""Any process that modulates the frequency, rate or extent of transport across the blood-brain barrier."" [GOC:aruk, GOC:bc, PMID:29377008, PMID:30280653]"	1	98	1	15719	0.010204081632653	1.0	query_1	['GO:0043114', 'GO:0044057', 'GO:0051049', 'GO:0150104']	['APOE']
689	GO:BP	GO:0085017	entry into host cell by a symbiont-containing vacuole	0.0241391244313191	True	"""The invasion by a symbiont of a cell of a host organism, forming a vacuole in which the symbiont resides. The vacuole membrane is formed from lipids and proteins derived from both host and symbiont. Begins when the symbiont attaches on to the host cell membrane which invaginates and deepens as the symbiont enters, and ends when the host cell membrane closes behind the newly-formed vacuole."" [GOC:jl, PMID:18665841, PMID:8690024, PMID:9580555]"	1	98	1	15719	0.010204081632653	1.0	query_1	['GO:0044409']	['ITGAV']
678	GO:BP	GO:1905855	positive regulation of heparan sulfate binding	0.0241391244313191	True	"""Any process that activates or increases the frequency, rate or extent of heparan sulfate binding."" [GO_REF:0000059, GOC:aruk, GOC:bc, GOC:TermGenie, PMID:7683668]"	1	98	1	15719	0.010204081632653	1.0	query_1	['GO:0051099', 'GO:1905853']	['APOE']
680	GO:BP	GO:0051580	regulation of neurotransmitter uptake	0.0241391244313191	True	"""Any process that modulates the frequency, rate or extent of the directed movement of a neurotransmitter into a neuron or glial cell."" [GOC:ai]"	19	98	2	15719	0.0204081632653061	0.1052631578947368	query_1	['GO:0001504', 'GO:0001505', 'GO:0051588']	['ITGB1', 'ITGB3']
682	GO:BP	GO:0002812	biosynthetic process of antibacterial peptides active against Gram-negative bacteria	0.0241391244313191	True	"""The chemical reactions and pathways resulting in the formation of an antibacterial peptide with activity against Gram-negative bacteria."" [GOC:add, PMID:11807545]"	1	98	1	15719	0.010204081632653	1.0	query_1	['GO:0002780', 'GO:0050829']	['ELANE']
683	GO:BP	GO:1900731	positive regulation of adenylate cyclase-inhibiting opioid receptor signaling pathway	0.0241391244313191	True	"""Any process that activates or increases the frequency, rate or extent of adenylate cyclase-inhibiting opioid receptor signaling pathway."" [GOC:sjw, GOC:TermGenie, PMID:17157995]"	1	98	1	15719	0.010204081632653	1.0	query_1	['GO:0031635', 'GO:1900729', 'GO:2000476']	['ITGB3']
684	GO:BP	GO:0060341	regulation of cellular localization	0.0241391244313191	True	"""Any process that modulates the frequency, rate or extent of a process in which a cell, a substance, or a cellular entity is transported to, or maintained in a specific location within or in the membrane of a cell."" [GOC:dph, GOC:tb]"	951	98	13	15719	0.1326530612244898	0.0136698212407991	query_1	['GO:0032879', 'GO:0050794', 'GO:0051641']	['ITGB1', 'SRC', 'FGA', 'ITGB3', 'TGFB3', 'FLNA', 'TFRC', 'APOE', 'HFE', 'LRP1', 'F2', 'FGB', 'FGG']
685	GO:BP	GO:0071831	intermediate-density lipoprotein particle clearance	0.0241391244313191	True	"""The process in which a intermediate-density lipoprotein particle is removed from the blood via receptor-mediated endocytosis and its constituent parts degraded."" [GOC:BHF]"	1	98	1	15719	0.010204081632653	1.0	query_1	['GO:0071830']	['APOE']
686	GO:BP	GO:2000476	positive regulation of opioid receptor signaling pathway	0.0241391244313191	True	"""Any process that activates or increases the frequency, rate or extent of opioid receptor signaling pathway."" [GOC:obol]"	1	98	1	15719	0.010204081632653	1.0	query_1	['GO:0038003', 'GO:0045745', 'GO:2000474']	['ITGB3']
679	GO:BP	GO:1905890	regulation of cellular response to very-low-density lipoprotein particle stimulus	0.0241391244313191	True	"""Any process that modulates the frequency, rate or extent of cellular response to very-low-density lipoprotein particle stimulus."" [GO_REF:0000058, GOC:aruk, GOC:bc, GOC:TermGenie, PMID:7592957]"	1	98	1	15719	0.010204081632653	1.0	query_1	['GO:0048583', 'GO:0050794', 'GO:0090731']	['APOE']
706	GO:BP	GO:0016126	sterol biosynthetic process	0.0241391244313191	True	"""The chemical reactions and pathways resulting in the formation of sterols, steroids with one or more hydroxyl groups and a hydrocarbon side-chain in the molecule."" [GOC:go_curators]"	59	98	3	15719	0.0306122448979591	0.0508474576271186	query_1	['GO:0006694', 'GO:0016125', 'GO:1901617']	['APOE', 'APOA1', 'APOA4']
688	GO:BP	GO:0002149	hypochlorous acid biosynthetic process	0.0241391244313191	True	"""The chemical reactions and pathways resulting in the formation of hypochlorous acid."" [GOC:add, PMID:10085024, PMID:176150]"	1	98	1	15719	0.010204081632653	1.0	query_1	['GO:0002148', 'GO:0044283', 'GO:1903409']	['MPO']
708	GO:BP	GO:1903988	iron ion export across plasma membrane	0.0241391244313191	True	"""The directed movement of iron ions from inside of a cell, across the plasma membrane and into the extracellular region."" [GO_REF:0000074, GOC:BHF, GOC:kom, GOC:rl, GOC:TermGenie, PMID:15514116]"	1	98	1	15719	0.010204081632653	1.0	query_1	['GO:0034755', 'GO:0140115']	['SLC40A1']
709	GO:BP	GO:0002626	negative regulation of T cell antigen processing and presentation	0.0241391244313191	True	"""Any process that stops, prevents, or reduces the frequency, rate, or extent of T cell antigen processing and presentation."" [GOC:add]"	1	98	1	15719	0.010204081632653	1.0	query_1	['GO:0002457', 'GO:0002578', 'GO:0002625', 'GO:0002710']	['HFE']
710	GO:BP	GO:0020027	hemoglobin metabolic process	0.0241391244313191	True	"""The chemical reactions and pathways involving hemoglobin, including its uptake and utilization."" [GOC:go_curators, GOC:jl]"	19	98	2	15719	0.0204081632653061	0.1052631578947368	query_1	['GO:0019538']	['INHA', 'HPX']
711	GO:BP	GO:0090731	cellular response to very-low-density lipoprotein particle stimulus	0.0241391244313191	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a very-low-density lipoprotein particle stimulus."" [GOC:aruk, GOC:bc]"	1	98	1	15719	0.010204081632653	1.0	query_1	['GO:0055094', 'GO:0071402']	['APOE']
712	GO:BP	GO:0150054	regulation of postsynaptic neurotransmitter receptor diffusion trapping	0.0241391244313191	True	"""Any process that modulates the frequency, rate or extent of postsynaptic neurotransmitter receptor diffusion trapping."" [GOC:aruk, GOC:bc, PMID:20935643]"	1	98	1	15719	0.010204081632653	1.0	query_1	['GO:0060341', 'GO:0065008', 'GO:0098970', 'GO:1902683']	['ITGB3']
713	GO:BP	GO:1904282	regulation of antigen processing and presentation of endogenous peptide antigen via MHC class I	0.0241391244313191	True	"""Any process that modulates the frequency, rate or extent of antigen processing and presentation of endogenous peptide antigen via MHC class I."" [GO_REF:0000058, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:24643698]"	1	98	1	15719	0.010204081632653	1.0	query_1	['GO:0002589', 'GO:0019885']	['HFE']
714	GO:BP	GO:0048673	collateral sprouting of intact axon in response to injury	0.0241391244313191	True	"""The process in which outgrowths develop from the axons of intact undamaged neurons as a result of injury to an axon. The collateral sprouts typically appear from undamaged axons in a tissue which has had part of its nerve supply removed, and they can often innervate successfully any cells that have lost some or all of their original synaptic input."" [GOC:dgh, GOC:dph, GOC:jid]"	1	98	1	15719	0.010204081632653	1.0	query_1	['GO:0031103', 'GO:0048668']	['SPP1']
715	GO:BP	GO:0002435	immune complex clearance by erythrocytes	0.0241391244313191	True	"""The process of immune complex clearance by erythrocytes. The process often starts with binding of complement receptor 1 (CR1) on the surface of erythrocytes to a complement coated immune complex. The complex bound to erythrocyte CR1 is then transported to the liver or spleen where it is presented to phagocytes. The process ends when the complex is removed from CR1, allowing the erythrocyte to return to general circulation."" [GOC:add, PMID:11414352, PMID:24022490]"	1	98	1	15719	0.010204081632653	1.0	query_1	['GO:0002434']	['CR1']
716	GO:BP	GO:1904283	negative regulation of antigen processing and presentation of endogenous peptide antigen via MHC class I	0.0241391244313191	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of antigen processing and presentation of endogenous peptide antigen via MHC class I."" [GO_REF:0000058, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:24643698]"	1	98	1	15719	0.010204081632653	1.0	query_1	['GO:0002590', 'GO:0019885', 'GO:1904282']	['HFE']
717	GO:BP	GO:0150103	reactive gliosis	0.0241391244313191	True	"""A neuroinflammatory response, occurring over several days, during which glial cells undergo nonspecific reactive changes in response to damage to the central nervous system (CNS); typically involves the proliferation or hypertrophy of different types of glial cells."" [GOC:aruk, GOC:bc, PMID:24462092]"	1	98	1	15719	0.010204081632653	1.0	query_1	['GO:0150076']	['ITGB1']
707	GO:BP	GO:1905853	regulation of heparan sulfate binding	0.0241391244313191	True	"""Any process that modulates the frequency, rate or extent of heparan sulfate binding."" [GO_REF:0000059, GOC:aruk, GOC:bc, GOC:TermGenie, PMID:7683668]"	1	98	1	15719	0.010204081632653	1.0	query_1	['GO:0051098']	['APOE']
718	GO:BP	GO:0050830	defense response to Gram-positive bacterium	0.0245141551449377	True	"""Reactions triggered in response to the presence of a Gram-positive bacterium that act to protect the cell or organism."" [GOC:ai]"	118	98	4	15719	0.0408163265306122	0.0338983050847457	query_1	['GO:0042742']	['FCN2', 'CRP', 'CTSG', 'MBL2']
719	GO:BP	GO:0022603	regulation of anatomical structure morphogenesis	0.0246777760549755	True	"""Any process that modulates the frequency, rate or extent of anatomical structure morphogenesis."" [GOC:mah]"	848	98	12	15719	0.1224489795918367	0.0141509433962264	query_1	['GO:0009653', 'GO:0050793']	['RHOD', 'C3', 'ITGB1', 'FN1', 'SRC', 'SPP1', 'ITGB3', 'TFRC', 'ITGA5', 'F2', 'PTK2', 'C5']
720	GO:BP	GO:0002695	negative regulation of leukocyte activation	0.0247904790957017	True	"""Any process that stops, prevents, or reduces the frequency, rate, or extent of leukocyte activation."" [GOC:add]"	188	98	5	15719	0.0510204081632653	0.026595744680851	query_1	['GO:0002683', 'GO:0002694', 'GO:0045321', 'GO:0050866']	['CR1', 'INHA', 'FN1', 'HFE', 'CTSG']
721	GO:BP	GO:0019229	regulation of vasoconstriction	0.0250356261094019	True	"""Any process that modulates the frequency, rate or extent of reductions in the diameter of blood vessels."" [GOC:jl]"	61	98	3	15719	0.0306122448979591	0.0491803278688524	query_1	['GO:0042310', 'GO:0097746', 'GO:1903522']	['FGA', 'FGB', 'FGG']
722	GO:BP	GO:0070613	regulation of protein processing	0.0250356261094019	True	"""Any process that modulates the frequency, rate or extent of protein processing, a protein maturation process achieved by the cleavage of a peptide bond or bonds within a protein."" [GOC:mah]"	61	98	3	15719	0.0306122448979591	0.0491803278688524	query_1	['GO:0016485', 'GO:0030162', 'GO:1903317']	['F12', 'SRC', 'PLAUR']
723	GO:BP	GO:0000165	MAPK cascade	0.0251659891502904	True	"""An intracellular protein kinase cascade containing at least a MAPK, a MAPKK and a MAP3K. The cascade can also contain an additional tiers: the upstream MAP4K. The kinases in each tier phosphorylate and activate the kinase in the downstream tier to transmit a signal within a cell."" [GOC:bf, GOC:mtg_signaling_feb11, PMID:20811974, PMID:9561267]"	744	98	11	15719	0.1122448979591836	0.0147849462365591	query_1	['GO:0035556']	['ITGAV', 'FN1', 'SRC', 'FGA', 'ITGB3', 'TGFB3', 'ELANE', 'APOE', 'TF', 'FGB', 'FGG']
724	GO:BP	GO:0007179	transforming growth factor beta receptor signaling pathway	0.0257570377531234	True	"""The series of molecular signals initiated by an extracellular ligand binding to a transforming growth factor beta receptor on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:BHF, GOC:mah, GOC:signaling]"	190	98	5	15719	0.0510204081632653	0.0263157894736842	query_1	['GO:0007178', 'GO:0071560']	['ITGB5', 'SRC', 'TGFB3', 'PTK2', 'ITGB6']
725	GO:BP	GO:0090109	regulation of cell-substrate junction assembly	0.0259756100754413	True	"""Any process that modulates the rate, frequency, or extent of cell-substrate junction assembly. Cell-substrate junction assembly is the aggregation, arrangement and bonding together of a set of components to form a junction between a cell and its substrate."" [GOC:dph, GOC:tb]"	62	98	3	15719	0.0306122448979591	0.0483870967741935	query_1	['GO:0007044', 'GO:0150116', 'GO:1901888']	['SRC', 'TLN1', 'PTK2']
726	GO:BP	GO:0034755	iron ion transmembrane transport	0.0259756100754413	True	"""A process in which an iron ion is transported from one side of a membrane to the other by means of some agent such as a transporter or pore."" [GOC:mah, PMID:11390404]"	20	98	2	15719	0.0204081632653061	0.1	query_1	['GO:0006826', 'GO:0098655', 'GO:0098662']	['HFE', 'SLC40A1']
727	GO:BP	GO:0051893	regulation of focal adhesion assembly	0.0259756100754413	True	"""Any process that modulates the frequency, rate or extent of focal adhesion formation, the establishment and maturation of focal adhesions."" [GOC:ai]"	62	98	3	15719	0.0306122448979591	0.0483870967741935	query_1	['GO:0001952', 'GO:0048041', 'GO:0090109']	['SRC', 'TLN1', 'PTK2']
728	GO:BP	GO:0035313	wound healing, spreading of epidermal cells	0.0259756100754413	True	"""The migration of an epidermal cell along or through a wound gap that contributes to the reestablishment of a continuous epidermis."" [GOC:bf, PMID:15269788]"	20	98	2	15719	0.0204081632653061	0.1	query_1	['GO:0044319']	['ITGB1', 'ITGA5']
106	GO:CC	GO:0045335	phagocytic vesicle	0.0263493681730617	True	"""A membrane-bounded intracellular vesicle that arises from the ingestion of particulate material by phagocytosis."" [GOC:go_curators, ISBN:0198506732]"	136	99	4	16420	0.0404040404040404	0.0294117647058823	query_1	['GO:0030139']	['ITGB5', 'ITGAV', 'ELANE', 'MPO']
729	GO:BP	GO:0031623	receptor internalization	0.0263549549097959	True	"""A receptor-mediated endocytosis process that results in the movement of receptors from the plasma membrane to the inside of the cell. The process begins when cell surface receptors are monoubiquitinated following ligand-induced activation. Receptors are subsequently taken up into endocytic vesicles from where they are either targeted to the lysosome or vacuole for degradation or recycled back to the plasma membrane."" [GOC:bf, GOC:mah, GOC:signaling, PMID:15006537, PMID:19643732]"	121	98	4	15719	0.0408163265306122	0.0330578512396694	query_1	['GO:0006898']	['ITGB1', 'ITGB3', 'TFRC', 'LRP1']
107	GO:CC	GO:0005905	clathrin-coated pit	0.0265112134158076	True	"""A part of the endomembrane system in the form of an invagination of a membrane upon which a clathrin coat forms, and that can be converted by vesicle budding into a clathrin-coated vesicle. Coated pits form on the plasma membrane, where they are involved in receptor-mediated selective transport of many proteins and other macromolecules across the cell membrane, in the trans-Golgi network, and on some endosomes."" [GOC:mah, ISBN:0198506732, NIF_Subcellular:sao1969557946, PMID:10559856, PMID:17284835]"	72	99	3	16420	0.0303030303030303	0.0416666666666666	query_1	['GO:0012505', 'GO:0098590']	['TFRC', 'LRP1', 'TF']
730	GO:BP	GO:0006801	superoxide metabolic process	0.0270413829872193	True	"""The chemical reactions and pathways involving superoxide, the superoxide anion O2- (superoxide free radical), or any compound containing this species."" [GOC:jl]"	63	98	3	15719	0.0306122448979591	0.0476190476190476	query_1	['GO:0072593']	['CRP', 'MPO', 'APOA4']
731	GO:BP	GO:0032757	positive regulation of interleukin-8 production	0.0270413829872193	True	"""Any process that activates or increases the frequency, rate, or extent of interleukin-8 production."" [GOC:mah]"	63	98	3	15719	0.0306122448979591	0.0476190476190476	query_1	['GO:0001819', 'GO:0032637', 'GO:0032677']	['ELANE', 'APOA2', 'FCN1']
732	GO:BP	GO:0016043	cellular component organization	0.0276632280739128	True	"""A process that results in the assembly, arrangement of constituent parts, or disassembly of a cellular component."" [GOC:ai, GOC:jl, GOC:mah]"	6037	98	50	15719	0.5102040816326531	0.0082822594003644	query_1	['GO:0071840']	['RHOD', 'PTX3', 'C3', 'ITGB1', 'APOC3', 'CR1', 'ITGB5', 'ITGAV', 'FN1', 'SRC', 'SPP1', 'FGA', 'ITGB3', 'TGFB3', 'FCN2', 'ELANE', 'FCN3', 'FLNA', 'TFRC', 'COLEC11', 'APOE', 'CFP', 'ITGA5', 'HFE', 'COLEC10', 'ROBO3', 'PRDX4', 'WHAMM', 'C4A', 'APOA1', 'LRP1', 'F2', 'TF', 'TFR2', 'FGB', 'APOA2', 'C4B_2', 'FGG', 'MPO', 'APOA4', 'C2', 'CTSG', 'MBL2', 'VTN', 'APOC2', 'FCN1', 'TLN1', 'PLAUR', 'PTK2', 'C9']
733	GO:BP	GO:0051098	regulation of binding	0.0279199923182167	True	"""Any process that modulates the frequency, rate or extent of binding, the selective interaction of a molecule with one or more specific sites on another molecule."" [GOC:ai]"	361	98	7	15719	0.0714285714285714	0.0193905817174515	query_1	['GO:0065009']	['SRC', 'APOE', 'HFE', 'LRP1', 'CFHR1', 'VTN', 'PLAUR']
737	GO:BP	GO:0019835	cytolysis	0.0281744650982504	True	"""The rupture of cell membranes and the loss of cytoplasm."" [UniProtKB-KW:KW-0204]"	21	98	2	15719	0.0204081632653061	0.0952380952380952	query_1	['GO:0009987']	['C9', 'C5']
735	GO:BP	GO:0071450	cellular response to oxygen radical	0.0281744650982504	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an oxygen radical stimulus. An oxygen radical is any oxygen species that carries a free electron; examples include hydroxyl radicals and the superoxide anion."" [GOC:mah]"	21	98	2	15719	0.0204081632653061	0.0952380952380952	query_1	['GO:0000305', 'GO:0034614']	['MPO', 'APOA4']
734	GO:BP	GO:0071451	cellular response to superoxide	0.0281744650982504	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a superoxide stimulus. Superoxide is the anion, oxygen-, formed by addition of one electron to dioxygen (O2) or any compound containing the superoxide anion."" [GOC:mah]"	21	98	2	15719	0.0204081632653061	0.0952380952380952	query_1	['GO:0000303', 'GO:0071450']	['MPO', 'APOA4']
736	GO:BP	GO:0010984	regulation of lipoprotein particle clearance	0.0281744650982504	True	"""Any process that modulates the rate, frequency, or extent of lipoprotein particle clearance. Lipoprotein particle clearance is the process in which a lipoprotein particle is removed from the blood via receptor-mediated endocytosis and its constituent parts degraded."" [GOC:BHF, GOC:dph, GOC:tb]"	21	98	2	15719	0.0204081632653061	0.0952380952380952	query_1	['GO:0034381', 'GO:0051239']	['APOC3', 'APOC2']
103	REAC	REAC:R-HSA-392499	Metabolism of proteins	0.0290477985146995	True	Metabolism of proteins	1857	97	28	10022	0.2886597938144329	0.0150780829294561	query_1	['REAC:0000000']	['C3', 'INHA', 'FN1', 'SPP1', 'FGA', 'APOE', 'CFP', 'INHBE', 'INHBC', 'ITIH2', 'SERPIND1', 'C4A', 'APOA1', 'F2', 'TF', 'F9', 'GALNT12', 'UAP1', 'APOA2', 'PROS1', 'FGG', 'APOA4', 'SERPINC1', 'CTSG', 'SERPINA1', 'PLAUR', 'CP', 'ALB']
738	GO:BP	GO:0051057	positive regulation of small GTPase mediated signal transduction	0.0291606025734777	True	"""Any process that activates or increases the frequency, rate or extent of small GTPase mediated signal transduction."" [GOC:ai]"	65	98	3	15719	0.0306122448979591	0.0461538461538461	query_1	['GO:0007264', 'GO:0051056', 'GO:1902533']	['ITGAV', 'SRC', 'APOA1']
739	GO:BP	GO:0060193	positive regulation of lipase activity	0.0291606025734777	True	"""Any process that increases the frequency, rate or extent of lipase activity, the hydrolysis of a lipid or phospholipid."" [GOC:BHF, GOC:dph, GOC:tb]"	65	98	3	15719	0.0306122448979591	0.0461538461538461	query_1	['GO:0051345', 'GO:0060191']	['APOA1', 'APOA4', 'APOC2']
740	GO:BP	GO:0031032	actomyosin structure organization	0.0292462227053534	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures containing both actin and myosin or paramyosin. The myosin may be organized into filaments."" [GOC:dph, GOC:jl, GOC:mah]"	197	98	5	15719	0.0510204081632653	0.0253807106598984	query_1	['GO:0030036']	['ITGB1', 'ITGB5', 'SRC', 'TGFB3', 'APOA1']
108	GO:CC	GO:0030667	secretory granule membrane	0.0296073928603095	True	"""The lipid bilayer surrounding a secretory granule."" [GOC:mah]"	307	99	6	16420	0.0606060606060606	0.019543973941368	query_1	['GO:0030141', 'GO:0030659', 'GO:0098588']	['CR1', 'ITGAV', 'ITGB3', 'ITGA2B', 'CD46', 'PLAUR']
109	GO:CC	GO:0046930	pore complex	0.0296073928603095	True	"""A protein complex providing a discrete opening in a membrane that allows the passage of gases and/or liquids."" [ISBN:0198506732]"	26	99	2	16420	0.0202020202020202	0.0769230769230769	query_1	['GO:0098796']	['C9', 'C5']
