KID syndrome	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
1123	GO:BP	GO:0051961	negative regulation of nervous system development	0.0079795576623916	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of nervous system development, the origin and formation of nervous tissue."" [GOC:ai]"	143	101	5	15719	0.0495049504950495	0.0349650349650349	query_1	['GO:0007399', 'GO:0051093', 'GO:0051241', 'GO:0051960']	['SPP1', 'CTNNB1', 'CERS2', 'NRP1', 'SEMA4D']
1124	GO:BP	GO:0048659	smooth muscle cell proliferation	0.0079795576623916	True	"""The multiplication or reproduction of smooth muscle cells, resulting in the expansion of a cell population."" [CL:0000192, GOC:ebc, PMID:1840698]"	143	101	5	15719	0.0495049504950495	0.0349650349650349	query_1	['GO:0033002']	['SRC', 'ITGB3', 'TGFB3', 'CTNNB1', 'PIK3CA']
1125	GO:BP	GO:0050866	negative regulation of cell activation	0.0079795576623916	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of cell activation."" [GOC:ai]"	209	101	6	15719	0.0594059405940594	0.0287081339712918	query_1	['GO:0001775', 'GO:0048523', 'GO:0050865', 'GO:0051241']	['FN1', 'HFE', 'LYN', 'FGG', 'ERBB2', 'PDGFRA']
1126	GO:BP	GO:2000249	regulation of actin cytoskeleton reorganization	0.008016990887532	True	"""Any process that modulates the frequency, rate or extent of actin cytoskeleton reorganization."" [GOC:BHF]"	41	101	3	15719	0.0297029702970297	0.073170731707317	query_1	['GO:0031532', 'GO:0032956']	['PTK2B', 'NRP1', 'PDGFRA']
252	REAC	REAC:R-HSA-74749	Signal attenuation	0.0080253257939974	True	Signal attenuation	9	100	2	10022	0.02	0.2222222222222222	query_1	['REAC:R-HSA-74751']	['SHC1', 'SOS1']
254	REAC	REAC:R-HSA-8964058	HDL remodeling	0.0080253257939974	True	HDL remodeling	9	100	2	10022	0.02	0.2222222222222222	query_1	['REAC:R-HSA-8963899']	['APOA1', 'ALB']
253	REAC	REAC:R-HSA-447041	CHL1 interactions	0.0080253257939974	True	CHL1 interactions	9	100	2	10022	0.02	0.2222222222222222	query_1	['REAC:R-HSA-373760']	['ITGB1', 'NRP1']
251	REAC	REAC:R-HSA-212718	EGFR interacts with phospholipase C-gamma	0.0080253257939974	True	EGFR interacts with phospholipase C-gamma	9	100	2	10022	0.02	0.2222222222222222	query_1	['REAC:R-HSA-177929']	['EGFR', 'PLCG1']
250	REAC	REAC:R-HSA-8876493	InlA-mediated entry of Listeria monocytogenes into host cells	0.0080253257939974	True	InlA-mediated entry of Listeria monocytogenes into host cells	9	100	2	10022	0.02	0.2222222222222222	query_1	['REAC:R-HSA-8876384']	['SRC', 'CTNNB1']
255	REAC	REAC:R-HSA-9028731	Activated NTRK2 signals through FRS2 and FRS3	0.0080253257939974	True	Activated NTRK2 signals through FRS2 and FRS3	9	100	2	10022	0.02	0.2222222222222222	query_1	['REAC:R-HSA-9006115']	['SOS1', 'PTPN11']
1127	GO:BP	GO:0043535	regulation of blood vessel endothelial cell migration	0.0082790914601177	True	"""Any process that modulates the frequency, rate or extent of the migration of the endothelial cells of blood vessels."" [GOC:go_curators]"	87	101	4	15719	0.0396039603960396	0.0459770114942528	query_1	['GO:0010594', 'GO:0043534']	['KDR', 'PLCG1', 'VEGFA', 'NRP1']
256	REAC	REAC:R-HSA-5602358	Diseases associated with the TLR signaling cascade	0.0083097993631118	True	Diseases associated with the TLR signaling cascade	31	100	3	10022	0.03	0.0967741935483871	query_1	['REAC:R-HSA-5260271']	['FGA', 'FGB', 'FGG']
257	REAC	REAC:R-HSA-5260271	Diseases of Immune System	0.0083097993631118	True	Diseases of Immune System	31	100	3	10022	0.03	0.0967741935483871	query_1	['REAC:R-HSA-1643685']	['FGA', 'FGB', 'FGG']
1129	GO:BP	GO:0001959	regulation of cytokine-mediated signaling pathway	0.008446131736126	True	"""Any process that modulates the frequency, rate or extent of the cytokine mediated signaling pathway."" [GOC:hjd]"	145	101	5	15719	0.0495049504950495	0.0344827586206896	query_1	['GO:0009966', 'GO:0019221', 'GO:0060759']	['CXCR4', 'APOA1', 'SYK', 'PTPN11', 'HPX']
1128	GO:BP	GO:0050671	positive regulation of lymphocyte proliferation	0.008446131736126	True	"""Any process that activates or increases the rate or extent of lymphocyte proliferation."" [GOC:ai]"	145	101	5	15719	0.0495049504950495	0.0344827586206896	query_1	['GO:0032946', 'GO:0046651', 'GO:0050670', 'GO:0051251']	['TFRC', 'ZAP70', 'SYK', 'CD81', 'VCAM1']
1131	GO:BP	GO:0010828	positive regulation of glucose transmembrane transport	0.0085482093488792	True	"""Any process that increases the frequency, rate or extent of glucose transport across a membrane. Glucose transport is the directed movement of the hexose monosaccharide glucose into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:BHF, GOC:dph, GOC:tb]"	42	101	3	15719	0.0297029702970297	0.0714285714285714	query_1	['GO:0010827', 'GO:0034764', 'GO:1904659']	['C3', 'PIK3R1', 'PTPN11']
1132	GO:BP	GO:0002920	regulation of humoral immune response	0.0085482093488792	True	"""Any process that modulates the frequency, rate, or extent of a humoral immune response."" [GOC:add]"	42	101	3	15719	0.0297029702970297	0.0714285714285714	query_1	['GO:0006959', 'GO:0050776']	['C3', 'HPX', 'CR2']
1130	GO:BP	GO:1905521	regulation of macrophage migration	0.0085482093488792	True	"""Any process that modulates the frequency, rate or extent of macrophage migration."" [GO_REF:0000058, GOC:TermGenie, PMID:25749876]"	42	101	3	15719	0.0297029702970297	0.0714285714285714	query_1	['GO:0002685', 'GO:1905517']	['PTK2B', 'CD81', 'PTK2']
1135	GO:BP	GO:1902882	regulation of response to oxidative stress	0.0085703101351372	True	"""Any process that modulates the frequency, rate or extent of response to oxidative stress."" [GO_REF:0000058, GOC:kmv, GOC:TermGenie, PMID:16899554]"	88	101	4	15719	0.0396039603960396	0.0454545454545454	query_1	['GO:0006979', 'GO:0080134']	['MET', 'HGF', 'CTNNB1', 'FYN']
1134	GO:BP	GO:0045638	negative regulation of myeloid cell differentiation	0.0085703101351372	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of myeloid cell differentiation."" [GOC:go_curators]"	88	101	4	15719	0.0396039603960396	0.0454545454545454	query_1	['GO:0030099', 'GO:0045596', 'GO:0045637']	['PIK3R1', 'CTNNB1', 'LYN', 'PTK2B']
1133	GO:BP	GO:0060021	roof of mouth development	0.0085703101351372	True	"""The biological process whose specific outcome is the progression of the roof of the mouth from an initial condition to its mature state. This process begins with the formation of the structure and ends with the mature structure. The roof of the mouth is the partition that separates the nasal and oral cavities."" [GOC:dph, ISBN:0721662544]"	88	101	4	15719	0.0396039603960396	0.0454545454545454	query_1	['GO:0048856']	['TGFB3', 'SOS1', 'ITGB6', 'PDGFRA']
1137	GO:BP	GO:0051592	response to calcium ion	0.0086405997407227	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a calcium ion stimulus."" [GOC:ai]"	146	101	5	15719	0.0495049504950495	0.0342465753424657	query_1	['GO:0010033', 'GO:0010038', 'GO:1901700', 'GO:1902074']	['FGA', 'PLCG2', 'FGB', 'FGG', 'PTK2B']
1136	GO:BP	GO:0008064	regulation of actin polymerization or depolymerization	0.0086405997407227	True	"""Any process that modulates the frequency, rate or extent of the assembly or disassembly of actin filaments by the addition or removal of actin monomers from a filament."" [GOC:mah]"	146	101	5	15719	0.0495049504950495	0.0342465753424657	query_1	['GO:0008154', 'GO:0030832', 'GO:0110053']	['PIK3R2', 'CXCL12', 'GRB2', 'PIK3CA', 'PTK2B']
258	REAC	REAC:R-HSA-416476	G alpha (q) signalling events	0.0086458451238198	True	G alpha (q) signalling events	199	100	7	10022	0.07	0.0351758793969849	query_1	['REAC:R-HSA-388396']	['ADRA1A', 'PIK3R2', 'PIK3R1', 'SOS1', 'EGFR', 'PIK3CA', 'PIK3R3']
1140	GO:BP	GO:0051781	positive regulation of cell division	0.0088564116724589	True	"""Any process that activates or increases the frequency, rate or extent of cell division."" [GOC:ai]"	89	101	4	15719	0.0396039603960396	0.0449438202247191	query_1	['GO:0048522', 'GO:0051301', 'GO:0051302']	['VEGFB', 'TGFB3', 'VEGFA', 'PGF']
1141	GO:BP	GO:0097048	dendritic cell apoptotic process	0.0088564116724589	True	"""Any apoptotic process in a dendritic cell, a cell of hematopoietic origin, typically resident in particular tissues, specialized in the uptake, processing, and transport of antigens to lymph nodes for the purpose of stimulating an immune response via T cell activation."" [CL:0000451, GOC:BHF, GOC:mtg_apoptosis, PMID:15059845]"	12	101	2	15719	0.0198019801980198	0.1666666666666666	query_1	['GO:0071887']	['CXCL12', 'LYN']
1142	GO:BP	GO:2000668	regulation of dendritic cell apoptotic process	0.0088564116724589	True	"""Any process that modulates the frequency, rate or extent of dendritic cell apoptotic process."" [GOC:mtg_apoptosis, GOC:obol]"	12	101	2	15719	0.0198019801980198	0.1666666666666666	query_1	['GO:0097048', 'GO:2000106']	['CXCL12', 'LYN']
1143	GO:BP	GO:0097468	programmed cell death in response to reactive oxygen species	0.0088564116724589	True	"""Cell death resulting from activation of endogenous cellular processes and occurring as a result of a reactive oxygen species stimulus. Reactive oxygen species include singlet oxygen, superoxide, and oxygen free radicals."" [GOC:mtg_apoptosis]"	12	101	2	15719	0.0198019801980198	0.1666666666666666	query_1	['GO:0012501', 'GO:0034614', 'GO:0036473']	['MET', 'HGF']
1144	GO:BP	GO:1905664	regulation of calcium ion import across plasma membrane	0.0088564116724589	True	"""Any process that modulates the frequency, rate or extent of calcium ion import across plasma membrane."" [GO_REF:0000058, GOC:bhm, GOC:TermGenie, PMID:17640527]"	12	101	2	15719	0.0198019801980198	0.1666666666666666	query_1	['GO:0098703', 'GO:1903169']	['FYN', 'MS4A1']
1145	GO:BP	GO:0010421	hydrogen peroxide-mediated programmed cell death	0.0088564116724589	True	"""Programmed cell death induced by hydrogen peroxide. Programmed cell death is the cell death resulting from activation of endogenous cellular processes."" [GOC:mtg_apoptosis, PMID:16036580]"	12	101	2	15719	0.0198019801980198	0.1666666666666666	query_1	['GO:0036474', 'GO:0097468']	['MET', 'HGF']
1146	GO:BP	GO:0070571	negative regulation of neuron projection regeneration	0.0088564116724589	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of neuron projection regeneration, the regrowth of neuronal processes such as axons or dendrites following their loss or damage."" [GOC:mah]"	12	101	2	15719	0.0198019801980198	0.1666666666666666	query_1	['GO:0010977', 'GO:0031102', 'GO:0048585', 'GO:0051093', 'GO:0070570']	['SPP1', 'CERS2']
1147	GO:BP	GO:0001890	placenta development	0.0088564116724589	True	"""The process whose specific outcome is the progression of the placenta over time, from its formation to the mature structure. The placenta is an organ of metabolic interchange between fetus and mother, partly of embryonic origin and partly of maternal origin."" [GOC:add, ISBN:068340007X]"	147	101	5	15719	0.0495049504950495	0.0340136054421768	query_1	['GO:0048513']	['SPP1', 'GJB2', 'GRB2', 'EGFR', 'PTK2']
1138	GO:BP	GO:0061430	bone trabecula morphogenesis	0.0088564116724589	True	"""The process of shaping a trabecula in bone. A trabecula is a tissue element in the form of a small beam, strut or rod."" [GOC:BHF, GOC:dph, GOC:vk]"	12	101	2	15719	0.0198019801980198	0.1666666666666666	query_1	['GO:0061383']	['PLXNB1', 'SEMA4D']
1139	GO:BP	GO:0072683	T cell extravasation	0.0088564116724589	True	"""The migration of a T cell from the blood vessels into the surrounding tissue."" [CL:0000084, GOC:BHF, GOC:mah]"	12	101	2	15719	0.0198019801980198	0.1666666666666666	query_1	['GO:0045123', 'GO:0072678']	['CRK', 'CRKL']
116	GO:CC	GO:0099092	postsynaptic density, intracellular component	0.0089653184719878	True	"""A network of proteins adjacent to the postsynaptic membrane forming an electron dense disc. Its major components include neurotransmitter receptors and the proteins that spatially and functionally organize neurotransmitter receptors in the adjacent membrane, such as anchoring and scaffolding molecules, signaling enzymes and cytoskeletal components."" [GOC:dos]"	13	102	2	16420	0.0196078431372549	0.1538461538461538	query_1	['GO:0014069', 'GO:0099091']	['CTNNB1', 'PTK2B']
1148	GO:BP	GO:0044057	regulation of system process	0.0089913367242593	True	"""Any process that modulates the frequency, rate or extent of a system process, a multicellular organismal process carried out by any of the organs or tissues in an organ system."" [GOC:jl]"	545	101	10	15719	0.099009900990099	0.018348623853211	query_1	['GO:0003008', 'GO:0051239']	['ADRA1A', 'SRC', 'SPP1', 'FGA', 'HGF', 'APOA1', 'FGB', 'FGG', 'PTK2B', 'PTPN11']
1149	GO:BP	GO:1902692	regulation of neuroblast proliferation	0.0090115878407672	True	"""Any process that modulates the frequency, rate or extent of neuroblast proliferation."" [GO_REF:0000058, GOC:PARL, GOC:rl, GOC:TermGenie, PMID:21168496]"	43	101	3	15719	0.0297029702970297	0.0697674418604651	query_1	['GO:0007405', 'GO:2000177']	['ITGB1', 'CTNNB1', 'VEGFA']
1151	GO:BP	GO:0030010	establishment of cell polarity	0.0090536012396003	True	"""The specification and formation of anisotropic intracellular organization or cell growth patterns."" [GOC:mah]"	148	101	5	15719	0.0495049504950495	0.0337837837837837	query_1	['GO:0007163']	['ITGB1', 'CRK', 'PTK2B', 'CRKL', 'PTK2']
1150	GO:BP	GO:0032946	positive regulation of mononuclear cell proliferation	0.0090536012396003	True	"""Any process that activates or increases the frequency, rate or extent of mononuclear cell proliferation."" [GOC:add]"	148	101	5	15719	0.0495049504950495	0.0337837837837837	query_1	['GO:0032943', 'GO:0032944', 'GO:0070665']	['TFRC', 'ZAP70', 'SYK', 'CD81', 'VCAM1']
1152	GO:BP	GO:0048872	homeostasis of number of cells	0.0090583718222448	True	"""Any biological process involved in the maintenance of the steady-state number of cells within a population of cells."" [GOC:isa_complete]"	290	101	7	15719	0.0693069306930693	0.0241379310344827	query_1	['GO:0048871']	['PIK3CB', 'SOS1', 'PIK3CD', 'LAT', 'LYN', 'VEGFA', 'PTPN11']
1153	GO:BP	GO:0030902	hindbrain development	0.0092887376244657	True	"""The process whose specific outcome is the progression of the hindbrain over time, from its formation to the mature structure. The hindbrain is the posterior of the three primary divisions of the developing chordate brain, or the corresponding part of the adult brain (in vertebrates, includes the cerebellum, pons, and medulla oblongata and controls the autonomic functions and equilibrium)."" [http://www2.merriam-webster.com/cgi-bin/mwmednlm?book=Medical&va=hindbrain]"	149	101	5	15719	0.0495049504950495	0.0335570469798657	query_1	['GO:0007420', 'GO:0048856']	['ITGB1', 'CRK', 'CTNNB1', 'CRKL', 'PTPN11']
1155	GO:BP	GO:0030832	regulation of actin filament length	0.0092887376244657	True	"""Any process that controls the length of actin filaments in a cell."" [GOC:dph, GOC:mah]"	149	101	5	15719	0.0495049504950495	0.0335570469798657	query_1	['GO:0032535', 'GO:0032956']	['PIK3R2', 'CXCL12', 'GRB2', 'PIK3CA', 'PTK2B']
1154	GO:BP	GO:0010951	negative regulation of endopeptidase activity	0.0092887376244657	True	"""Any process that decreases the frequency, rate or extent of endopeptidase activity, the endohydrolysis of peptide bonds within proteins."" [GOC:dph, GOC:tb]"	149	101	5	15719	0.0495049504950495	0.0335570469798657	query_1	['GO:0010466', 'GO:0052548']	['SRC', 'HGF', 'VEGFA', 'SERPINA1', 'VTN']
117	GO:CC	GO:0016323	basolateral plasma membrane	0.0093086876221801	True	"""The region of the plasma membrane that includes the basal end and sides of the cell. Often used in reference to animal polarized epithelial membranes, where the basal membrane is the part attached to the extracellular matrix, or in plant cells, where the basal membrane is defined with respect to the zygotic axis."" [GOC:go_curators]"	228	102	6	16420	0.0588235294117647	0.0263157894736842	query_1	['GO:0009925', 'GO:0098590']	['TFRC', 'CTNNB1', 'EGFR', 'ERBB2', 'ABCC1', 'CD81']
1156	GO:BP	GO:0010001	glial cell differentiation	0.0093609538254625	True	"""The process in which a relatively unspecialized cell acquires the specialized features of a glial cell."" [GOC:go_curators, GOC:mtg_sensu]"	217	101	6	15719	0.0594059405940594	0.0276497695852534	query_1	['GO:0030154', 'GO:0042063']	['CTNNB1', 'LYN', 'CXCR4', 'ERBB2', 'VTN', 'PTPN11']
1157	GO:BP	GO:0001654	eye development	0.0093970478388199	True	"""The process whose specific outcome is the progression of the eye over time, from its formation to the mature structure. The eye is the organ of sight."" [GOC:jid, GOC:jl]"	373	101	8	15719	0.0792079207920792	0.0214477211796246	query_1	['GO:0007423', 'GO:0150063']	['CTNNB1', 'SOS1', 'EGFR', 'KDR', 'VEGFA', 'NRP1', 'PDGFRA', 'FLT1']
1160	GO:BP	GO:0014033	neural crest cell differentiation	0.009471555993063	True	"""The process in which a relatively unspecialized cell acquires specialized features of a neural crest cell."" [GOC:dh, GOC:ef]"	91	101	4	15719	0.0396039603960396	0.0439560439560439	query_1	['GO:0048762', 'GO:0048863']	['FN1', 'NRP2', 'NRP1', 'SEMA4D']
1159	GO:BP	GO:1901890	positive regulation of cell junction assembly	0.009471555993063	True	"""Any process that activates or increases the frequency, rate or extent of cell junction assembly."" [GOC:TermGenie]"	91	101	4	15719	0.0396039603960396	0.0439560439560439	query_1	['GO:0034329', 'GO:0044089', 'GO:0051130', 'GO:1901888']	['KDR', 'VEGFA', 'NRP1', 'SEMA4D']
1158	GO:BP	GO:2000106	regulation of leukocyte apoptotic process	0.009471555993063	True	"""Any process that modulates the frequency, rate or extent of leukocyte apoptotic process."" [GOC:BHF, GOC:mtg_apoptosis]"	91	101	4	15719	0.0396039603960396	0.0439560439560439	query_1	['GO:0042981', 'GO:0071887']	['PIK3CB', 'PIK3CD', 'CXCL12', 'LYN']
1163	GO:BP	GO:0061098	positive regulation of protein tyrosine kinase activity	0.0095104530235262	True	"""Any process that increases the rate, frequency, or extent of protein tyrosine kinase activity."" [GOC:dph, GOC:tb]"	44	101	3	15719	0.0297029702970297	0.0681818181818181	query_1	['GO:0045860', 'GO:0050731', 'GO:0061097']	['ADRA1A', 'SRC', 'FCGR1A']
1162	GO:BP	GO:0043114	regulation of vascular permeability	0.0095104530235262	True	"""Any process that modulates the extent to which blood vessels can be pervaded by fluid."" [GOC:jl]"	44	101	3	15719	0.0297029702970297	0.0681818181818181	query_1	['GO:0003018', 'GO:0008015', 'GO:0065008']	['SRC', 'VEGFA', 'SH3GL2']
1161	GO:BP	GO:0002701	negative regulation of production of molecular mediator of immune response	0.0095104530235262	True	"""Any process that stops, prevents, or reduces the frequency, rate, or extent of the production of molecular mediator of immune response."" [GOC:add]"	44	101	3	15719	0.0297029702970297	0.0681818181818181	query_1	['GO:0002440', 'GO:0002698', 'GO:0002700', 'GO:0010629']	['TGFB3', 'HFE', 'APOA1']
1164	GO:BP	GO:0050807	regulation of synapse organization	0.009510953862599	True	"""Any process that modulates the physical form of a synapse, the junction between a neuron and a target (neuron, muscle, or secretory cell)."" [GOC:ai, GOC:dph, GOC:tb]"	218	101	6	15719	0.0594059405940594	0.0275229357798165	query_1	['GO:0050803', 'GO:0050808', 'GO:0051128']	['ITGB1', 'CTNNB1', 'FYN', 'NRP2', 'PTK2B', 'SEMA4D']
1165	GO:BP	GO:0034220	monoatomic ion transmembrane transport	0.0096135551871681	True	"""A process in which a monoatomic ion is transported across a membrane. Monatomic ions (also called simple ions) are ions consisting of exactly one atom."" [GOC:mah]"	946	101	14	15719	0.1386138613861386	0.014799154334038	query_1	['GO:0006811', 'GO:0055085']	['ITGB1', 'ADRA1A', 'ITGAV', 'ITGB3', 'PLCG2', 'KCNK1', 'HFE', 'FYN', 'MS4A1', 'LYN', 'PLCG1', 'PTK2B', 'LCK', 'CD19']
259	REAC	REAC:R-HSA-8847993	ERBB2 Activates PTK6 Signaling	0.0097013207274586	True	ERBB2 Activates PTK6 Signaling	10	100	2	10022	0.02	0.2	query_1	['REAC:R-HSA-1227986', 'REAC:R-HSA-8848021']	['EGFR', 'ERBB2']
260	REAC	REAC:R-HSA-5690714	CD22 mediated BCR regulation	0.0097013207274586	True	CD22 mediated BCR regulation	10	100	2	10022	0.02	0.2	query_1	['REAC:R-HSA-983705']	['LYN', 'IGHM']
262	REAC	REAC:R-HSA-1250347	SHC1 events in ERBB4 signaling	0.0097013207274586	True	SHC1 events in ERBB4 signaling	10	100	2	10022	0.02	0.2	query_1	['REAC:R-HSA-1236394']	['SHC1', 'SOS1']
261	REAC	REAC:R-HSA-9702518	STAT5 activation downstream of FLT3 ITD mutants	0.0097013207274586	True	STAT5 activation downstream of FLT3 ITD mutants	10	100	2	10022	0.02	0.2	query_1	['REAC:R-HSA-9703648']	['GRB2', 'PTPN11']
1166	GO:BP	GO:0033036	macromolecule localization	0.0097478458986111	True	"""Any process in which a macromolecule is transported to, or maintained in, a specific location."" [GOC:mah]"	2841	101	30	15719	0.297029702970297	0.010559662090813	query_1	['GO:0051179']	['C3', 'ITGB1', 'ITGAV', 'PIK3R2', 'SRC', 'SPP1', 'FGA', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'TFRC', 'CTNNB1', 'HFE', 'FYN', 'ITGA4', 'EGFR', 'APOA1', 'TFR2', 'FGB', 'VCL', 'SYK', 'FGG', 'ERBB2', 'VEGFA', 'CRKL', 'ABCC1', 'CD81', 'NRP1', 'PTPN11']
1167	GO:BP	GO:0001649	osteoblast differentiation	0.0099250558546242	True	"""The process whereby a relatively unspecialized cell acquires the specialized features of an osteoblast, a mesodermal or neural crest cell that gives rise to bone."" [CL:0000062, GO_REF:0000034, GOC:jid]"	220	101	6	15719	0.0594059405940594	0.0272727272727272	query_1	['GO:0001503', 'GO:0030154']	['SPP1', 'HGF', 'CTNNB1', 'TNC', 'PTK2', 'SEMA4D']
1168	GO:BP	GO:0061351	neural precursor cell proliferation	0.0100098129829482	True	"""The multiplication or reproduction of neural precursor cells, resulting in the expansion of a cell population. A neural precursor cell is either a nervous system stem cell or a nervous system progenitor cell."" [GOC:dph, GOC:yaf]"	152	101	5	15719	0.0495049504950495	0.0328947368421052	query_1	['GO:0008283']	['RAPGEF1', 'ITGB1', 'CTNNB1', 'LYN', 'VEGFA']
1169	GO:BP	GO:2000648	positive regulation of stem cell proliferation	0.010082013772568	True	"""Any process that activates or increases the frequency, rate or extent of stem cell proliferation."" [GOC:dph]"	45	101	3	15719	0.0297029702970297	0.0666666666666666	query_1	['GO:0008284', 'GO:0072089', 'GO:0072091']	['CTNNB1', 'KDR', 'NANOG']
1170	GO:BP	GO:0002762	negative regulation of myeloid leukocyte differentiation	0.010082013772568	True	"""Any process that stops, prevents, or reduces the frequency, rate, or extent of myeloid leukocyte differentiation."" [GOC:add]"	45	101	3	15719	0.0297029702970297	0.0666666666666666	query_1	['GO:0002573', 'GO:0002761', 'GO:0045638', 'GO:1902106']	['PIK3R1', 'CTNNB1', 'LYN']
1172	GO:BP	GO:1904427	positive regulation of calcium ion transmembrane transport	0.0101316859355792	True	"""Any process that activates or increases the frequency, rate or extent of calcium ion transmembrane transport."" [GO_REF:0000058, GOC:TermGenie, PMID:22910094]"	93	101	4	15719	0.0396039603960396	0.043010752688172	query_1	['GO:0051928', 'GO:0070588', 'GO:1903169', 'GO:1904064']	['PLCG2', 'MS4A1', 'PLCG1', 'CD19']
1173	GO:BP	GO:0071696	ectodermal placode development	0.0101316859355792	True	"""The progression of an ectodermal placode over time from its initial formation until its mature state. An ectodermal placode is a thickening of the ectoderm that is the primordium of many structures derived from the ectoderm."" [GOC:mah]"	13	101	2	15719	0.0198019801980198	0.1538461538461538	query_1	['GO:0048856']	['CTNNB1', 'NRP1']
1180	GO:BP	GO:0032486	Rap protein signal transduction	0.0101316859355792	True	"""The series of molecular signals within the cell that are mediated by a member of the Rap family of proteins switching to a GTP-bound active state."" [GOC:mah]"	13	101	2	15719	0.0198019801980198	0.1538461538461538	query_1	['GO:0007265']	['RAPGEF1', 'CBL']
1174	GO:BP	GO:0010745	negative regulation of macrophage derived foam cell differentiation	0.0101316859355792	True	"""Any process that decreases the rate, frequency or extent of macrophage derived foam cell differentiation. Macrophage derived foam cell differentiation is the process in which a macrophage acquires the specialized features of a foam cell. A foam cell is a type of cell containing lipids in small vacuoles and typically seen in atherosclerotic lesions, as well as other conditions."" [GOC:add, GOC:BHF, GOC:dph, GOC:tb]"	13	101	2	15719	0.0198019801980198	0.1538461538461538	query_1	['GO:0010742', 'GO:0010743', 'GO:0045596']	['ITGAV', 'ITGB3']
1175	GO:BP	GO:1901163	regulation of trophoblast cell migration	0.0101316859355792	True	"""Any process that modulates the frequency, rate or extent of trophoblast cell migration."" [GOC:BHF, GOC:TermGenie]"	13	101	2	15719	0.0198019801980198	0.1538461538461538	query_1	['GO:0030334', 'GO:0061450', 'GO:2000241']	['ITGB3', 'VEGFA']
1176	GO:BP	GO:0070486	leukocyte aggregation	0.0101316859355792	True	"""The adhesion of one leukocyte to one or more other leukocytes via adhesion molecules."" [GOC:sl, PMID:12972508]"	13	101	2	15719	0.0198019801980198	0.1538461538461538	query_1	['GO:0007159']	['ZAP70', 'SEMA4D']
1177	GO:BP	GO:0034333	adherens junction assembly	0.0101316859355792	True	"""The aggregation, arrangement and bonding together of a set of components to form an adherens junction. An adherens junction is a cell-cell junction composed of the epithelial cadherin-catenin complex at which the cytoplasmic face of the plasma membrane is attached to actin filaments."" [GOC:aruk, GOC:bc, GOC:mah]"	13	101	2	15719	0.0198019801980198	0.1538461538461538	query_1	['GO:0007043', 'GO:0034332']	['CTNNB1', 'VCL']
1178	GO:BP	GO:0097475	motor neuron migration	0.0101316859355792	True	"""The orderly movement of a motor neuron from one site to another. A motor neuron is an efferent neuron that passes from the central nervous system or a ganglion toward or to a muscle and conducts an impulse that causes movement."" [CL:0000100, GOC:yaf, PMID:20711475]"	13	101	2	15719	0.0198019801980198	0.1538461538461538	query_1	['GO:0001764']	['VEGFA', 'NRP1']
1179	GO:BP	GO:0032957	inositol trisphosphate metabolic process	0.0101316859355792	True	"""The chemical reactions and pathways involving myo-inositol phosphate, 1,2,3,4,5,6-cyclohexanehexol, with three phosphate groups attached."" [GOC:mah]"	13	101	2	15719	0.0198019801980198	0.1538461538461538	query_1	['GO:0043647']	['PLCG2', 'PTK2B']
1171	GO:BP	GO:0033690	positive regulation of osteoblast proliferation	0.0101316859355792	True	"""Any process that activates or increases the rate or extent of osteoblast proliferation."" [GOC:mah]"	13	101	2	15719	0.0198019801980198	0.1538461538461538	query_1	['GO:0008284', 'GO:0033687', 'GO:0033688']	['ITGAV', 'ITGB3']
1181	GO:BP	GO:0031400	negative regulation of protein modification process	0.0103509764943089	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the covalent alteration of one or more amino acid residues within a protein."" [GOC:mah, GOC:tb]"	467	101	9	15719	0.0891089108910891	0.019271948608137	query_1	['GO:0031399', 'GO:0036211', 'GO:0051248']	['PIK3CB', 'HGF', 'CTNNB1', 'FYN', 'LYN', 'SH3GL2', 'CRKL', 'CBL', 'SEMA4D']
1182	GO:BP	GO:0014013	regulation of gliogenesis	0.0104519446558825	True	"""Any process that modulates the frequency, rate or extent of gliogenesis, the formation of mature glia."" [GOC:ef]"	94	101	4	15719	0.0396039603960396	0.0425531914893617	query_1	['GO:0042063', 'GO:0050767']	['CTNNB1', 'LYN', 'CXCR4', 'CERS2']
1183	GO:BP	GO:0090316	positive regulation of intracellular protein transport	0.0104541608942151	True	"""Any process that activates or increases the frequency, rate or extent of the directed movement of proteins within cells."" [GOC:tb]"	154	101	5	15719	0.0495049504950495	0.0324675324675324	query_1	['GO:0006886', 'GO:0032388', 'GO:0033157', 'GO:0051222']	['PIK3R2', 'PIK3R1', 'FYN', 'ERBB2', 'CD81']
