FG syndrome type 1	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
1083	GO:BP	GO:0010749	regulation of nitric oxide mediated signal transduction	0.0076834507032208	True	"""Any process that modulates the rate, frequency or extent of nitric oxide mediated signal transduction. Nitric oxide mediated signal transduction is The series of molecular signals mediated by the detection of nitric oxide (NO)."" [GOC:BHF, GOC:dph, GOC:tb]"	11	100	2	15719	0.02	0.1818181818181818	query_1	['GO:0007263', 'GO:1902531']	['EGFR', 'VEGFA']
1084	GO:BP	GO:0061043	regulation of vascular wound healing	0.0076834507032208	True	"""Any process that modulates the rate, frequency, or extent of blood vessel formation when new vessels emerge from the proliferation of pre-existing blood vessels and contribute to the series of events that restore integrity to damaged vasculature."" [GOC:dph]"	11	100	2	15719	0.02	0.1818181818181818	query_1	['GO:0045765', 'GO:0061041', 'GO:0061042']	['VEGFB', 'CXCR4']
1085	GO:BP	GO:0051098	regulation of binding	0.0076880128700149	True	"""Any process that modulates the frequency, rate or extent of binding, the selective interaction of a molecule with one or more specific sites on another molecule."" [GOC:ai]"	361	100	8	15719	0.08	0.0221606648199446	query_1	['GO:0065009']	['MET', 'SRC', 'CRK', 'CTNNB1', 'HFE', 'ITGA4', 'VTN', 'NRP1']
1087	GO:BP	GO:0050866	negative regulation of cell activation	0.007844895005012	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of cell activation."" [GOC:ai]"	209	100	6	15719	0.06	0.0287081339712918	query_1	['GO:0001775', 'GO:0048523', 'GO:0050865', 'GO:0051241']	['FN1', 'HFE', 'LYN', 'FGG', 'ERBB2', 'PDGFRA']
1086	GO:BP	GO:0002064	epithelial cell development	0.007844895005012	True	"""The process whose specific outcome is the progression of an epithelial cell over time, from its formation to the mature structure. An epithelial cell is a cell usually found in a two-dimensional sheet with a free surface."" [GOC:dph]"	209	100	6	15719	0.06	0.0287081339712918	query_1	['GO:0030855', 'GO:0048468']	['MET', 'RAPGEF1', 'SRC', 'CXCR4', 'VCL', 'VEGFA']
1088	GO:BP	GO:0051961	negative regulation of nervous system development	0.0078858036132917	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of nervous system development, the origin and formation of nervous tissue."" [GOC:ai]"	143	100	5	15719	0.05	0.0349650349650349	query_1	['GO:0007399', 'GO:0051093', 'GO:0051241', 'GO:0051960']	['SPP1', 'CTNNB1', 'CERS2', 'NRP1', 'SEMA4D']
1089	GO:BP	GO:0048659	smooth muscle cell proliferation	0.0078858036132917	True	"""The multiplication or reproduction of smooth muscle cells, resulting in the expansion of a cell population."" [CL:0000192, GOC:ebc, PMID:1840698]"	143	100	5	15719	0.05	0.0349650349650349	query_1	['GO:0033002']	['SRC', 'ITGB3', 'TGFB3', 'CTNNB1', 'PIK3CA']
1090	GO:BP	GO:0002312	B cell activation involved in immune response	0.0078861752215204	True	"""The change in morphology and behavior of a mature or immature B cell during an immune response, resulting from exposure to a mitogen, cytokine, chemokine, cellular ligand, or an antigen for which it is specific."" [GOC:jal]"	86	100	4	15719	0.04	0.0465116279069767	query_1	['GO:0002285', 'GO:0042113']	['PLCG2', 'TFRC', 'PTK2B', 'CD19']
1091	GO:BP	GO:0070301	cellular response to hydrogen peroxide	0.0078861752215204	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a hydrogen peroxide (H2O2) stimulus."" [CHEBI:16240, GOC:mah]"	86	100	4	15719	0.04	0.0465116279069767	query_1	['GO:0034614', 'GO:0042542']	['MET', 'SRC', 'HGF', 'FYN']
1092	GO:BP	GO:0036473	cell death in response to oxidative stress	0.0078861752215204	True	"""Any biological process that results in permanent cessation of all vital functions of a cell upon exposure to an oxidative stress stimulus."" [GOC:bf, GOC:PARL]"	86	100	4	15719	0.04	0.0465116279069767	query_1	['GO:0008219', 'GO:0034599']	['MET', 'HGF', 'CTNNB1', 'FYN']
1093	GO:BP	GO:0048864	stem cell development	0.0078861752215204	True	"""The process whose specific outcome is the progression of the stem cell over time, from its formation to the mature structure. Cell development does not include the steps involved in committing a cell to its specific fate."" [CL:0000034, GOC:isa_complete]"	86	100	4	15719	0.04	0.0465116279069767	query_1	['GO:0048468', 'GO:0048863']	['FN1', 'NRP2', 'NRP1', 'SEMA4D']
254	REAC	REAC:R-HSA-8964058	HDL remodeling	0.0078993463824482	True	HDL remodeling	9	99	2	10022	0.0202020202020202	0.2222222222222222	query_1	['REAC:R-HSA-8963899']	['APOA1', 'ALB']
253	REAC	REAC:R-HSA-74749	Signal attenuation	0.0078993463824482	True	Signal attenuation	9	99	2	10022	0.0202020202020202	0.2222222222222222	query_1	['REAC:R-HSA-74751']	['SHC1', 'SOS1']
252	REAC	REAC:R-HSA-8876493	InlA-mediated entry of Listeria monocytogenes into host cells	0.0078993463824482	True	InlA-mediated entry of Listeria monocytogenes into host cells	9	99	2	10022	0.0202020202020202	0.2222222222222222	query_1	['REAC:R-HSA-8876384']	['SRC', 'CTNNB1']
251	REAC	REAC:R-HSA-9028731	Activated NTRK2 signals through FRS2 and FRS3	0.0078993463824482	True	Activated NTRK2 signals through FRS2 and FRS3	9	99	2	10022	0.0202020202020202	0.2222222222222222	query_1	['REAC:R-HSA-9006115']	['SOS1', 'PTPN11']
250	REAC	REAC:R-HSA-447041	CHL1 interactions	0.0078993463824482	True	CHL1 interactions	9	99	2	10022	0.0202020202020202	0.2222222222222222	query_1	['REAC:R-HSA-373760']	['ITGB1', 'NRP1']
249	REAC	REAC:R-HSA-212718	EGFR interacts with phospholipase C-gamma	0.0078993463824482	True	EGFR interacts with phospholipase C-gamma	9	99	2	10022	0.0202020202020202	0.2222222222222222	query_1	['REAC:R-HSA-177929']	['EGFR', 'PLCG1']
1094	GO:BP	GO:2000249	regulation of actin cytoskeleton reorganization	0.0080145080431623	True	"""Any process that modulates the frequency, rate or extent of actin cytoskeleton reorganization."" [GOC:BHF]"	41	100	3	15719	0.03	0.073170731707317	query_1	['GO:0031532', 'GO:0032956']	['PTK2B', 'NRP1', 'PDGFRA']
255	REAC	REAC:R-HSA-5260271	Diseases of Immune System	0.0081087585252573	True	Diseases of Immune System	31	99	3	10022	0.0303030303030303	0.0967741935483871	query_1	['REAC:R-HSA-1643685']	['FGA', 'FGB', 'FGG']
256	REAC	REAC:R-HSA-5602358	Diseases associated with the TLR signaling cascade	0.0081087585252573	True	Diseases associated with the TLR signaling cascade	31	99	3	10022	0.0303030303030303	0.0967741935483871	query_1	['REAC:R-HSA-5260271']	['FGA', 'FGB', 'FGG']
257	REAC	REAC:R-HSA-416476	G alpha (q) signalling events	0.0082065776353464	True	G alpha (q) signalling events	199	99	7	10022	0.0707070707070707	0.0351758793969849	query_1	['REAC:R-HSA-388396']	['ADRA1A', 'PIK3R2', 'PIK3R1', 'SOS1', 'EGFR', 'PIK3CA', 'PIK3R3']
1096	GO:BP	GO:0001959	regulation of cytokine-mediated signaling pathway	0.0083239495883498	True	"""Any process that modulates the frequency, rate or extent of the cytokine mediated signaling pathway."" [GOC:hjd]"	145	100	5	15719	0.05	0.0344827586206896	query_1	['GO:0009966', 'GO:0019221', 'GO:0060759']	['CXCR4', 'APOA1', 'SYK', 'PTPN11', 'HPX']
1095	GO:BP	GO:0050671	positive regulation of lymphocyte proliferation	0.0083239495883498	True	"""Any process that activates or increases the rate or extent of lymphocyte proliferation."" [GOC:ai]"	145	100	5	15719	0.05	0.0344827586206896	query_1	['GO:0032946', 'GO:0046651', 'GO:0050670', 'GO:0051251']	['TFRC', 'ZAP70', 'SYK', 'CD81', 'VCAM1']
1097	GO:BP	GO:0008064	regulation of actin polymerization or depolymerization	0.0085142402149941	True	"""Any process that modulates the frequency, rate or extent of the assembly or disassembly of actin filaments by the addition or removal of actin monomers from a filament."" [GOC:mah]"	146	100	5	15719	0.05	0.0342465753424657	query_1	['GO:0008154', 'GO:0030832', 'GO:0110053']	['PIK3R2', 'CXCL12', 'GRB2', 'PIK3CA', 'PTK2B']
1104	GO:BP	GO:0010828	positive regulation of glucose transmembrane transport	0.0085142402149941	True	"""Any process that increases the frequency, rate or extent of glucose transport across a membrane. Glucose transport is the directed movement of the hexose monosaccharide glucose into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:BHF, GOC:dph, GOC:tb]"	42	100	3	15719	0.03	0.0714285714285714	query_1	['GO:0010827', 'GO:0034764', 'GO:1904659']	['C3', 'PIK3R1', 'PTPN11']
1103	GO:BP	GO:0002920	regulation of humoral immune response	0.0085142402149941	True	"""Any process that modulates the frequency, rate, or extent of a humoral immune response."" [GOC:add]"	42	100	3	15719	0.03	0.0714285714285714	query_1	['GO:0006959', 'GO:0050776']	['C3', 'HPX', 'CR2']
1101	GO:BP	GO:0051592	response to calcium ion	0.0085142402149941	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a calcium ion stimulus."" [GOC:ai]"	146	100	5	15719	0.05	0.0342465753424657	query_1	['GO:0010033', 'GO:0010038', 'GO:1901700', 'GO:1902074']	['FGA', 'PLCG2', 'FGB', 'FGG', 'PTK2B']
1100	GO:BP	GO:1905521	regulation of macrophage migration	0.0085142402149941	True	"""Any process that modulates the frequency, rate or extent of macrophage migration."" [GO_REF:0000058, GOC:TermGenie, PMID:25749876]"	42	100	3	15719	0.03	0.0714285714285714	query_1	['GO:0002685', 'GO:1905517']	['PTK2B', 'CD81', 'PTK2']
1099	GO:BP	GO:0060021	roof of mouth development	0.0085142402149941	True	"""The biological process whose specific outcome is the progression of the roof of the mouth from an initial condition to its mature state. This process begins with the formation of the structure and ends with the mature structure. The roof of the mouth is the partition that separates the nasal and oral cavities."" [GOC:dph, ISBN:0721662544]"	88	100	4	15719	0.04	0.0454545454545454	query_1	['GO:0048856']	['TGFB3', 'SOS1', 'ITGB6', 'PDGFRA']
1098	GO:BP	GO:1902882	regulation of response to oxidative stress	0.0085142402149941	True	"""Any process that modulates the frequency, rate or extent of response to oxidative stress."" [GO_REF:0000058, GOC:kmv, GOC:TermGenie, PMID:16899554]"	88	100	4	15719	0.04	0.0454545454545454	query_1	['GO:0006979', 'GO:0080134']	['MET', 'HGF', 'CTNNB1', 'FYN']
1102	GO:BP	GO:0045638	negative regulation of myeloid cell differentiation	0.0085142402149941	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of myeloid cell differentiation."" [GOC:go_curators]"	88	100	4	15719	0.04	0.0454545454545454	query_1	['GO:0030099', 'GO:0045596', 'GO:0045637']	['PIK3R1', 'CTNNB1', 'LYN', 'PTK2B']
1105	GO:BP	GO:0044057	regulation of system process	0.0086714982029905	True	"""Any process that modulates the frequency, rate or extent of a system process, a multicellular organismal process carried out by any of the organs or tissues in an organ system."" [GOC:jl]"	545	100	10	15719	0.1	0.018348623853211	query_1	['GO:0003008', 'GO:0051239']	['ADRA1A', 'SRC', 'SPP1', 'FGA', 'HGF', 'APOA1', 'FGB', 'FGG', 'PTK2B', 'PTPN11']
1106	GO:BP	GO:0033036	macromolecule localization	0.008693229854323	True	"""Any process in which a macromolecule is transported to, or maintained in, a specific location."" [GOC:mah]"	2841	100	30	15719	0.3	0.010559662090813	query_1	['GO:0051179']	['C3', 'ITGB1', 'ITGAV', 'PIK3R2', 'SRC', 'SPP1', 'FGA', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'TFRC', 'CTNNB1', 'HFE', 'FYN', 'ITGA4', 'EGFR', 'APOA1', 'TFR2', 'FGB', 'VCL', 'SYK', 'FGG', 'ERBB2', 'VEGFA', 'CRKL', 'ABCC1', 'CD81', 'NRP1', 'PTPN11']
1107	GO:BP	GO:0001890	placenta development	0.0087465348419651	True	"""The process whose specific outcome is the progression of the placenta over time, from its formation to the mature structure. The placenta is an organ of metabolic interchange between fetus and mother, partly of embryonic origin and partly of maternal origin."" [GOC:add, ISBN:068340007X]"	147	100	5	15719	0.05	0.0340136054421768	query_1	['GO:0048513']	['SPP1', 'GJB2', 'GRB2', 'EGFR', 'PTK2']
1108	GO:BP	GO:0051781	positive regulation of cell division	0.0088080543477529	True	"""Any process that activates or increases the frequency, rate or extent of cell division."" [GOC:ai]"	89	100	4	15719	0.04	0.0449438202247191	query_1	['GO:0048522', 'GO:0051301', 'GO:0051302']	['VEGFB', 'TGFB3', 'VEGFA', 'PGF']
1109	GO:BP	GO:0048704	embryonic skeletal system morphogenesis	0.0088080543477529	True	"""The process in which the anatomical structures of the skeleton are generated and organized during the embryonic phase."" [GOC:dph, GOC:dsf, GOC:jid, GOC:tb, PMID:16049113]"	89	100	4	15719	0.04	0.0449438202247191	query_1	['GO:0048562', 'GO:0048705', 'GO:0048706']	['TGFB3', 'CTNNB1', 'MED12', 'PDGFRA']
1110	GO:BP	GO:0007423	sensory organ development	0.0088641407925238	True	"""The process whose specific outcome is the progression of sensory organs over time, from its formation to the mature structure."" [GOC:go_curators]"	547	100	10	15719	0.1	0.0182815356489945	query_1	['GO:0048513']	['TGFB3', 'CTNNB1', 'SOS1', 'GJB2', 'EGFR', 'VEGFA', 'NRP1', 'PTPN11', 'PDGFRA', 'FLT1']
1111	GO:BP	GO:0048872	homeostasis of number of cells	0.0088714707533277	True	"""Any biological process involved in the maintenance of the steady-state number of cells within a population of cells."" [GOC:isa_complete]"	290	100	7	15719	0.07	0.0241379310344827	query_1	['GO:0048871']	['PIK3CB', 'SOS1', 'PIK3CD', 'LAT', 'LYN', 'VEGFA', 'PTPN11']
1119	GO:BP	GO:0010421	hydrogen peroxide-mediated programmed cell death	0.0088950315885423	True	"""Programmed cell death induced by hydrogen peroxide. Programmed cell death is the cell death resulting from activation of endogenous cellular processes."" [GOC:mtg_apoptosis, PMID:16036580]"	12	100	2	15719	0.02	0.1666666666666666	query_1	['GO:0036474', 'GO:0097468']	['MET', 'HGF']
1118	GO:BP	GO:0097468	programmed cell death in response to reactive oxygen species	0.0088950315885423	True	"""Cell death resulting from activation of endogenous cellular processes and occurring as a result of a reactive oxygen species stimulus. Reactive oxygen species include singlet oxygen, superoxide, and oxygen free radicals."" [GOC:mtg_apoptosis]"	12	100	2	15719	0.02	0.1666666666666666	query_1	['GO:0012501', 'GO:0034614', 'GO:0036473']	['MET', 'HGF']
1112	GO:BP	GO:0061430	bone trabecula morphogenesis	0.0088950315885423	True	"""The process of shaping a trabecula in bone. A trabecula is a tissue element in the form of a small beam, strut or rod."" [GOC:BHF, GOC:dph, GOC:vk]"	12	100	2	15719	0.02	0.1666666666666666	query_1	['GO:0061383']	['PLXNB1', 'SEMA4D']
1113	GO:BP	GO:1905664	regulation of calcium ion import across plasma membrane	0.0088950315885423	True	"""Any process that modulates the frequency, rate or extent of calcium ion import across plasma membrane."" [GO_REF:0000058, GOC:bhm, GOC:TermGenie, PMID:17640527]"	12	100	2	15719	0.02	0.1666666666666666	query_1	['GO:0098703', 'GO:1903169']	['FYN', 'MS4A1']
1114	GO:BP	GO:0032946	positive regulation of mononuclear cell proliferation	0.0088950315885423	True	"""Any process that activates or increases the frequency, rate or extent of mononuclear cell proliferation."" [GOC:add]"	148	100	5	15719	0.05	0.0337837837837837	query_1	['GO:0032943', 'GO:0032944', 'GO:0070665']	['TFRC', 'ZAP70', 'SYK', 'CD81', 'VCAM1']
1115	GO:BP	GO:0072683	T cell extravasation	0.0088950315885423	True	"""The migration of a T cell from the blood vessels into the surrounding tissue."" [CL:0000084, GOC:BHF, GOC:mah]"	12	100	2	15719	0.02	0.1666666666666666	query_1	['GO:0045123', 'GO:0072678']	['CRK', 'CRKL']
1116	GO:BP	GO:0070571	negative regulation of neuron projection regeneration	0.0088950315885423	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of neuron projection regeneration, the regrowth of neuronal processes such as axons or dendrites following their loss or damage."" [GOC:mah]"	12	100	2	15719	0.02	0.1666666666666666	query_1	['GO:0010977', 'GO:0031102', 'GO:0048585', 'GO:0051093', 'GO:0070570']	['SPP1', 'CERS2']
1117	GO:BP	GO:2000668	regulation of dendritic cell apoptotic process	0.0088950315885423	True	"""Any process that modulates the frequency, rate or extent of dendritic cell apoptotic process."" [GOC:mtg_apoptosis, GOC:obol]"	12	100	2	15719	0.02	0.1666666666666666	query_1	['GO:0097048', 'GO:2000106']	['CXCL12', 'LYN']
1121	GO:BP	GO:0030010	establishment of cell polarity	0.0088950315885423	True	"""The specification and formation of anisotropic intracellular organization or cell growth patterns."" [GOC:mah]"	148	100	5	15719	0.05	0.0337837837837837	query_1	['GO:0007163']	['ITGB1', 'CRK', 'PTK2B', 'CRKL', 'PTK2']
1120	GO:BP	GO:0097048	dendritic cell apoptotic process	0.0088950315885423	True	"""Any apoptotic process in a dendritic cell, a cell of hematopoietic origin, typically resident in particular tissues, specialized in the uptake, processing, and transport of antigens to lymph nodes for the purpose of stimulating an immune response via T cell activation."" [CL:0000451, GOC:BHF, GOC:mtg_apoptosis, PMID:15059845]"	12	100	2	15719	0.02	0.1666666666666666	query_1	['GO:0071887']	['CXCL12', 'LYN']
1123	GO:BP	GO:0048701	embryonic cranial skeleton morphogenesis	0.0089563121226114	True	"""The process in which the anatomical structures of the cranial skeleton are generated and organized during the embryonic phase."" [GOC:dsf, GOC:jid, PMID:16049113]"	43	100	3	15719	0.03	0.0697674418604651	query_1	['GO:0048704', 'GO:1904888']	['TGFB3', 'MED12', 'PDGFRA']
1122	GO:BP	GO:1902692	regulation of neuroblast proliferation	0.0089563121226114	True	"""Any process that modulates the frequency, rate or extent of neuroblast proliferation."" [GO_REF:0000058, GOC:PARL, GOC:rl, GOC:TermGenie, PMID:21168496]"	43	100	3	15719	0.03	0.0697674418604651	query_1	['GO:0007405', 'GO:2000177']	['ITGB1', 'CTNNB1', 'VEGFA']
1124	GO:BP	GO:0034220	monoatomic ion transmembrane transport	0.0090654676155938	True	"""A process in which a monoatomic ion is transported across a membrane. Monatomic ions (also called simple ions) are ions consisting of exactly one atom."" [GOC:mah]"	946	100	14	15719	0.14	0.014799154334038	query_1	['GO:0006811', 'GO:0055085']	['ITGB1', 'ADRA1A', 'ITGAV', 'ITGB3', 'PLCG2', 'KCNK1', 'HFE', 'FYN', 'MS4A1', 'LYN', 'PLCG1', 'PTK2B', 'LCK', 'CD19']
1126	GO:BP	GO:0030832	regulation of actin filament length	0.0091014236140113	True	"""Any process that controls the length of actin filaments in a cell."" [GOC:dph, GOC:mah]"	149	100	5	15719	0.05	0.0335570469798657	query_1	['GO:0032535', 'GO:0032956']	['PIK3R2', 'CXCL12', 'GRB2', 'PIK3CA', 'PTK2B']
1128	GO:BP	GO:0010951	negative regulation of endopeptidase activity	0.0091014236140113	True	"""Any process that decreases the frequency, rate or extent of endopeptidase activity, the endohydrolysis of peptide bonds within proteins."" [GOC:dph, GOC:tb]"	149	100	5	15719	0.05	0.0335570469798657	query_1	['GO:0010466', 'GO:0052548']	['SRC', 'HGF', 'VEGFA', 'SERPINA1', 'VTN']
1125	GO:BP	GO:0030902	hindbrain development	0.0091014236140113	True	"""The process whose specific outcome is the progression of the hindbrain over time, from its formation to the mature structure. The hindbrain is the posterior of the three primary divisions of the developing chordate brain, or the corresponding part of the adult brain (in vertebrates, includes the cerebellum, pons, and medulla oblongata and controls the autonomic functions and equilibrium)."" [http://www2.merriam-webster.com/cgi-bin/mwmednlm?book=Medical&va=hindbrain]"	149	100	5	15719	0.05	0.0335570469798657	query_1	['GO:0007420', 'GO:0048856']	['ITGB1', 'CRK', 'CTNNB1', 'CRKL', 'PTPN11']
1127	GO:BP	GO:0048754	branching morphogenesis of an epithelial tube	0.0091014236140113	True	"""The process in which the anatomical structures of branches in an epithelial tube are generated and organized. A tube is a long hollow cylinder."" [GOC:dgh, GOC:dph, GOC:jid]"	149	100	5	15719	0.05	0.0335570469798657	query_1	['GO:0035239', 'GO:0060562', 'GO:0061138']	['MET', 'SRC', 'CTNNB1', 'VEGFA', 'NRP1']
112	GO:CC	GO:0005737	cytoplasm	0.0092060491321998	True	"""The contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures."" [ISBN:0198547684]"	11233	101	82	16420	0.8118811881188119	0.0072999198789281	query_1	['GO:0005622', 'GO:0110165']	['RAPGEF1', 'C3', 'ITGB1', 'PIK3CB', 'ITGB5', 'ADRA1A', 'VEGFB', 'FN1', 'ITGAV', 'PIK3R2', 'BCAR1', 'SRC', 'SPP1', 'FGA', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'TFRC', 'CTNNB1', 'SOS1', 'PIK3CD', 'ITGA2B', 'KCNK1', 'ITGA5', 'HFE', 'PXN', 'FYN', 'GJB1', 'LAT', 'ZAP70', 'CXCL12', 'CERS6', 'LYN', 'GJB2', 'GRB2', 'TNC', 'LCP2', 'CXCR4', 'VKORC1', 'EGFR', 'APOA1', 'TF', 'GALNT12', 'TFR2', 'PIK3CA', 'FGB', 'VCL', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'FGG', 'ERBB2', 'CERS2', 'SH3KBP1', 'PTK2B', 'VEGFA', 'PIK3R3', 'SH3GL2', 'SERPINA1', 'CRKL', 'VTN', 'TLN1', 'VCAM1', 'PTK2', 'NRP1', 'LCK', 'BLNK', 'ALB', 'CBL', 'PTPN11', 'ACKR3', 'PDGFRA', 'HPX', 'FLT1', 'GOLGA5', 'PLXNA1']
111	GO:CC	GO:0099092	postsynaptic density, intracellular component	0.0092060491321998	True	"""A network of proteins adjacent to the postsynaptic membrane forming an electron dense disc. Its major components include neurotransmitter receptors and the proteins that spatially and functionally organize neurotransmitter receptors in the adjacent membrane, such as anchoring and scaffolding molecules, signaling enzymes and cytoskeletal components."" [GOC:dos]"	13	101	2	16420	0.0198019801980198	0.1538461538461538	query_1	['GO:0014069', 'GO:0099091']	['CTNNB1', 'PTK2B']
113	GO:CC	GO:0016323	basolateral plasma membrane	0.0092224800838466	True	"""The region of the plasma membrane that includes the basal end and sides of the cell. Often used in reference to animal polarized epithelial membranes, where the basal membrane is the part attached to the extracellular matrix, or in plant cells, where the basal membrane is defined with respect to the zygotic axis."" [GOC:go_curators]"	228	101	6	16420	0.0594059405940594	0.0263157894736842	query_1	['GO:0009925', 'GO:0098590']	['TFRC', 'CTNNB1', 'EGFR', 'ERBB2', 'ABCC1', 'CD81']
1129	GO:BP	GO:0050807	regulation of synapse organization	0.0093215862298549	True	"""Any process that modulates the physical form of a synapse, the junction between a neuron and a target (neuron, muscle, or secretory cell)."" [GOC:ai, GOC:dph, GOC:tb]"	218	100	6	15719	0.06	0.0275229357798165	query_1	['GO:0050803', 'GO:0050808', 'GO:0051128']	['ITGB1', 'CTNNB1', 'FYN', 'NRP2', 'PTK2B', 'SEMA4D']
1130	GO:BP	GO:2000106	regulation of leukocyte apoptotic process	0.0093632580690298	True	"""Any process that modulates the frequency, rate or extent of leukocyte apoptotic process."" [GOC:BHF, GOC:mtg_apoptosis]"	91	100	4	15719	0.04	0.0439560439560439	query_1	['GO:0042981', 'GO:0071887']	['PIK3CB', 'PIK3CD', 'CXCL12', 'LYN']
1131	GO:BP	GO:0014033	neural crest cell differentiation	0.0093632580690298	True	"""The process in which a relatively unspecialized cell acquires specialized features of a neural crest cell."" [GOC:dh, GOC:ef]"	91	100	4	15719	0.04	0.0439560439560439	query_1	['GO:0048762', 'GO:0048863']	['FN1', 'NRP2', 'NRP1', 'SEMA4D']
1132	GO:BP	GO:0002701	negative regulation of production of molecular mediator of immune response	0.009474908376434	True	"""Any process that stops, prevents, or reduces the frequency, rate, or extent of the production of molecular mediator of immune response."" [GOC:add]"	44	100	3	15719	0.03	0.0681818181818181	query_1	['GO:0002440', 'GO:0002698', 'GO:0002700', 'GO:0010629']	['TGFB3', 'HFE', 'APOA1']
1133	GO:BP	GO:0061098	positive regulation of protein tyrosine kinase activity	0.009474908376434	True	"""Any process that increases the rate, frequency, or extent of protein tyrosine kinase activity."" [GOC:dph, GOC:tb]"	44	100	3	15719	0.03	0.0681818181818181	query_1	['GO:0045860', 'GO:0050731', 'GO:0061097']	['ADRA1A', 'SRC', 'FCGR1A']
1134	GO:BP	GO:0043114	regulation of vascular permeability	0.009474908376434	True	"""Any process that modulates the extent to which blood vessels can be pervaded by fluid."" [GOC:jl]"	44	100	3	15719	0.03	0.0681818181818181	query_1	['GO:0003018', 'GO:0008015', 'GO:0065008']	['SRC', 'VEGFA', 'SH3GL2']
260	REAC	REAC:R-HSA-9702518	STAT5 activation downstream of FLT3 ITD mutants	0.009548667772961	True	STAT5 activation downstream of FLT3 ITD mutants	10	99	2	10022	0.0202020202020202	0.2	query_1	['REAC:R-HSA-9703648']	['GRB2', 'PTPN11']
259	REAC	REAC:R-HSA-8847993	ERBB2 Activates PTK6 Signaling	0.009548667772961	True	ERBB2 Activates PTK6 Signaling	10	99	2	10022	0.0202020202020202	0.2	query_1	['REAC:R-HSA-1227986', 'REAC:R-HSA-8848021']	['EGFR', 'ERBB2']
261	REAC	REAC:R-HSA-1250347	SHC1 events in ERBB4 signaling	0.009548667772961	True	SHC1 events in ERBB4 signaling	10	99	2	10022	0.0202020202020202	0.2	query_1	['REAC:R-HSA-1236394']	['SHC1', 'SOS1']
258	REAC	REAC:R-HSA-5690714	CD22 mediated BCR regulation	0.009548667772961	True	CD22 mediated BCR regulation	10	99	2	10022	0.0202020202020202	0.2	query_1	['REAC:R-HSA-983705']	['LYN', 'IGHM']
1135	GO:BP	GO:0150063	visual system development	0.0096032760565086	True	"""The process whose specific outcome is the progression of the visual system over time, from its formation to the mature structure, including the eye, parts of the central nervous system (CNS) involved in processing of visual inputs, and connecting nerve pathways."" [GOC:aruk, GOC:bc, GOC:krc, PMID:15004427, PMID:20647017, PMID:22632727]"	377	100	8	15719	0.08	0.0212201591511936	query_1	['GO:0048880']	['C3', 'CTNNB1', 'SOS1', 'EGFR', 'VEGFA', 'NRP1', 'PDGFRA', 'FLT1']
1136	GO:BP	GO:0001649	osteoblast differentiation	0.0096934674770612	True	"""The process whereby a relatively unspecialized cell acquires the specialized features of an osteoblast, a mesodermal or neural crest cell that gives rise to bone."" [CL:0000062, GO_REF:0000034, GOC:jid]"	220	100	6	15719	0.06	0.0272727272727272	query_1	['GO:0001503', 'GO:0030154']	['SPP1', 'HGF', 'CTNNB1', 'TNC', 'PTK2', 'SEMA4D']
1137	GO:BP	GO:0061351	neural precursor cell proliferation	0.00984132558654	True	"""The multiplication or reproduction of neural precursor cells, resulting in the expansion of a cell population. A neural precursor cell is either a nervous system stem cell or a nervous system progenitor cell."" [GOC:dph, GOC:yaf]"	152	100	5	15719	0.05	0.0328947368421052	query_1	['GO:0008283']	['RAPGEF1', 'ITGB1', 'CTNNB1', 'LYN', 'VEGFA']
1138	GO:BP	GO:0031400	negative regulation of protein modification process	0.0100337709179885	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the covalent alteration of one or more amino acid residues within a protein."" [GOC:mah, GOC:tb]"	467	100	9	15719	0.09	0.019271948608137	query_1	['GO:0031399', 'GO:0036211', 'GO:0051248']	['PIK3CB', 'HGF', 'CTNNB1', 'FYN', 'LYN', 'SH3GL2', 'CRKL', 'CBL', 'SEMA4D']
1139	GO:BP	GO:0002762	negative regulation of myeloid leukocyte differentiation	0.0100520709296144	True	"""Any process that stops, prevents, or reduces the frequency, rate, or extent of myeloid leukocyte differentiation."" [GOC:add]"	45	100	3	15719	0.03	0.0666666666666666	query_1	['GO:0002573', 'GO:0002761', 'GO:0045638', 'GO:1902106']	['PIK3R1', 'CTNNB1', 'LYN']
