ALG8-CDG	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
955	GO:BP	GO:0034394	protein localization to cell surface	0.024606308163657	True	"""A process in which a protein is transported to, or maintained in, a location within the external part of the cell wall and/or plasma membrane."" [GOC:mah]"	67	97	3	17376	0.0309278350515463	0.044776119402985	query_1	['GO:0008104']	['FLNA', 'HFE', 'FCN1']
956	GO:BP	GO:0050866	negative regulation of cell activation	0.0249093421647183	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of cell activation."" [GOC:ai]"	209	97	5	17376	0.0515463917525773	0.0239234449760765	query_1	['GO:0001775', 'GO:0048523', 'GO:0050865', 'GO:0051241']	['FN1', 'APOE', 'HFE', 'F2', 'FGG']
957	GO:BP	GO:0034220	monoatomic ion transmembrane transport	0.0249235354200495	True	"""A process in which a monoatomic ion is transported across a membrane. Monatomic ions (also called simple ions) are ions consisting of exactly one atom."" [GOC:mah]"	946	97	12	17376	0.1237113402061855	0.0126849894291754	query_1	['GO:0006811', 'GO:0055085']	['GP1BB', 'ITGB1', 'ITGAV', 'ITGB3', 'GP1BA', 'GP9', 'GJA1', 'FLNA', 'HFE', 'BDKRB1', 'F2', 'GP5']
958	REAC	REAC:R-HSA-418555	G alpha (s) signalling events	0.02538542938499	True	G alpha (s) signalling events	142	97	4	17376	0.0412371134020618	0.028169014084507	query_1	['REAC:R-HSA-388396']	['ITGB1', 'FN1', 'SRC', 'ITGA5']
959	GO:BP	GO:0007159	leukocyte cell-cell adhesion	0.0256914292936985	True	"""The attachment of a leukocyte to another cell via adhesion molecules."" [GOC:go_curators]"	394	97	7	17376	0.0721649484536082	0.0177664974619289	query_1	['GO:0098609']	['ITGB1', 'SRC', 'GP1BA', 'TFRC', 'ITGA5', 'HFE', 'CD46']
960	GO:BP	GO:0098754	detoxification	0.0257548134298616	True	"""Any process that reduces or removes the toxicity of a toxic substance. These may include transport of the toxic substance away from sensitive areas and to compartments or complexes whose purpose is sequestration of the toxic substance."" [GOC:dos]"	133	97	4	17376	0.0412371134020618	0.0300751879699248	query_1	['GO:0008150', 'GO:0009636']	['HBB', 'APOE', 'HP', 'ALB']
961	GO:BP	GO:0090208	positive regulation of triglyceride metabolic process	0.0258392978707258	True	"""Any process that increases the frequency, rate or extent of the chemical reactions and pathways involving triglyceride, any triester of glycerol."" [GOC:dph, GOC:sl, GOC:tb]"	22	97	2	17376	0.0206185567010309	0.0909090909090909	query_1	['GO:0006641', 'GO:0031325', 'GO:0045834', 'GO:0090207']	['APOA1', 'APOC2']
962	GO:BP	GO:0098856	intestinal lipid absorption	0.0258392978707258	True	"""Any process in which lipids are taken up from the contents of the intestine."" [GOC:dos, GOC:sl, PMID:18768481]"	22	97	2	17376	0.0206185567010309	0.0909090909090909	query_1	['GO:0006869', 'GO:0050892']	['APOA1', 'APOA2']
963	GO:BP	GO:0036120	cellular response to platelet-derived growth factor stimulus	0.0258392978707258	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a platelet-derived growth factor stimulus."" [GOC:yaf]"	22	97	2	17376	0.0206185567010309	0.0909090909090909	query_1	['GO:0036119', 'GO:0071363']	['SRC', 'ITGB3']
964	GO:BP	GO:0045056	transcytosis	0.0258392978707258	True	"""The directed movement of endocytosed material through the cell and its exocytosis from the plasma membrane at the opposite side."" [ISBN:0716731363]"	22	97	2	17376	0.0206185567010309	0.0909090909090909	query_1	['GO:0016192', 'GO:0032501']	['SRC', 'LRP1']
965	REAC	REAC:R-HSA-372790	Signaling by GPCR	0.0265247202415697	True	Signaling by GPCR	631	97	9	17376	0.0927835051546391	0.0142630744849445	query_1	['REAC:R-HSA-162582']	['C3', 'ITGB1', 'FN1', 'SRC', 'BDKRB2', 'ITGA5', 'BDKRB1', 'F2', 'KNG1']
966	GO:BP	GO:0008203	cholesterol metabolic process	0.0269433682165876	True	"""The chemical reactions and pathways involving cholesterol, cholest-5-en-3 beta-ol, the principal sterol of vertebrates and the precursor of many steroids, including bile acids and steroid hormones. It is a component of the plasma membrane lipid bilayer and of plasma lipoproteins and can be found in all animal tissues."" [ISBN:0198506732]"	135	97	4	17376	0.0412371134020618	0.0296296296296296	query_1	['GO:0016125', 'GO:1902652']	['APOE', 'APOA1', 'APOA2', 'SC5D']
967	GO:BP	GO:0051223	regulation of protein transport	0.0270051698087432	True	"""Any process that modulates the frequency, rate or extent of the directed movement of a protein into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]"	501	97	8	17376	0.0824742268041237	0.0159680638722554	query_1	['GO:0015031', 'GO:0051049', 'GO:0070201']	['SRC', 'FGA', 'TGFB3', 'FLNA', 'APOE', 'F2', 'FGB', 'FGG']
968	GO:BP	GO:0001707	mesoderm formation	0.0273656009307121	True	"""The process that gives rise to the mesoderm. This process pertains to the initial formation of the structure from unspecified parts."" [GOC:go_curators]"	70	97	3	17376	0.0309278350515463	0.0428571428571428	query_1	['GO:0001704', 'GO:0048332']	['ITGB1', 'ITGB3', 'GJA1']
969	GO:BP	GO:2000377	regulation of reactive oxygen species metabolic process	0.0275305284089813	True	"""Any process that modulates the frequency, rate or extent of reactive oxygen species metabolic process."" [GOC:mah]"	136	97	4	17376	0.0412371134020618	0.0294117647058823	query_1	['GO:0031323', 'GO:0072593']	['CRP', 'F2', 'HP', 'PRCP']
970	GO:BP	GO:0072593	reactive oxygen species metabolic process	0.0275408386495199	True	"""The chemical reactions and pathways involving a reactive oxygen species, any molecules or ions formed by the incomplete one-electron reduction of oxygen. They contribute to the microbicidal activity of phagocytes, regulation of signal transduction and gene expression, and the oxidative damage to biopolymers."" [GOC:mah]"	215	97	5	17376	0.0515463917525773	0.0232558139534883	query_1	['GO:0044237']	['HBB', 'CRP', 'F2', 'HP', 'PRCP']
971	GO:CC	GO:0031253	cell projection membrane	0.0279654928044579	True	"""The portion of the plasma membrane surrounding a plasma membrane bounded cell surface projection."" [GOC:krc, GOC:mah]"	327	97	6	17376	0.0618556701030927	0.018348623853211	query_1	['GO:0098590', 'GO:0120025']	['ITGB1', 'ITGAV', 'SRC', 'ITGB3', 'ITGA5', 'TLN1']
972	GO:BP	GO:0010640	regulation of platelet-derived growth factor receptor signaling pathway	0.0279686327559655	True	"""Any process that modulates the frequency, rate or extent of the platelet-derived growth factor receptor signaling pathway."" [GOC:dph, GOC:hjd, GOC:tb]"	23	97	2	17376	0.0206185567010309	0.0869565217391304	query_1	['GO:0009966', 'GO:0048008']	['SRC', 'LRP1']
973	GO:CC	GO:0031528	microvillus membrane	0.0280174773142261	True	"""The portion of the plasma membrane surrounding a microvillus."" [GOC:mah]"	28	97	2	17376	0.0206185567010309	0.0714285714285714	query_1	['GO:0005902', 'GO:0031253']	['ITGAV', 'ITGB3']
974	GO:CC	GO:0034680	integrin alpha10-beta1 complex	0.0280174773142261	True	"""An integrin complex that comprises one alpha10 subunit and one beta1 subunit."" [PMID:12297042]"	2	97	1	17376	0.0103092783505154	0.5	query_1	['GO:0008305']	['ITGB1']
975	GO:CC	GO:0034681	integrin alpha11-beta1 complex	0.0280174773142261	True	"""An integrin complex that comprises one alpha11 subunit and one beta1 subunit."" [PMID:12297042]"	2	97	1	17376	0.0103092783505154	0.5	query_1	['GO:0008305']	['ITGB1']
976	GO:CC	GO:0034667	integrin alpha3-beta1 complex	0.0280174773142261	True	"""An integrin complex that comprises one alpha3 subunit and one beta1 subunit."" [PMID:12297042]"	2	97	1	17376	0.0103092783505154	0.5	query_1	['GO:0008305']	['ITGB1']
977	GO:CC	GO:0034665	integrin alpha1-beta1 complex	0.0280174773142261	True	"""An integrin complex that comprises one alpha1 subunit and one beta1 subunit."" [PMID:12297042]"	2	97	1	17376	0.0103092783505154	0.5	query_1	['GO:0008305']	['ITGB1']
978	GO:CC	GO:0034686	integrin alphav-beta8 complex	0.0280174773142261	True	"""An integrin complex that comprises one alphav subunit and one beta8 subunit."" [PMID:12297042]"	2	97	1	17376	0.0103092783505154	0.5	query_1	['GO:0008305']	['ITGAV']
979	GO:CC	GO:0034365	discoidal high-density lipoprotein particle	0.0280174773142261	True	"""A newly formed high-density lipoprotein particle; consists of a phospholipid bilayer surrounded by two or more APOA1 molecules. The discoidal HDL particle is formed when lipid-free or lipid-poor APOA1 acquires phospholipids and unesterified cholesterol from either cell membranes or triglyceride-rich lipoproteins (undergoing lipolysis by lipoprotein lipase)."" [GOC:BHF, GOC:expert_pt, GOC:mah, GOC:rl]"	2	97	1	17376	0.0103092783505154	0.5	query_1	['GO:0034364']	['APOE']
980	GO:CC	GO:0042581	specific granule	0.0280174773142261	True	"""Granule with a membranous, tubular internal structure, found primarily in mature neutrophil cells. Most are released into the extracellular fluid. Specific granules contain lactoferrin, lysozyme, vitamin B12 binding protein and elastase."" [GOC:jl, ISBN:0721662544, PMID:7334549]"	155	97	4	17376	0.0412371134020618	0.0258064516129032	query_1	['GO:0030141']	['PTX3', 'ITGAV', 'HP', 'ORM1']
981	GO:CC	GO:0019897	extrinsic component of plasma membrane	0.0280174773142261	True	"""The component of a plasma membrane consisting of gene products and protein complexes that are loosely bound to one of its surfaces, but not integrated into the hydrophobic region."" [GOC:curators, GOC:dos]"	154	97	4	17376	0.0412371134020618	0.0259740259740259	query_1	['GO:0005886', 'GO:0019898']	['SRC', 'TF', 'FCN1', 'PTK2']
982	GO:CC	GO:0034678	integrin alpha8-beta1 complex	0.0280174773142261	True	"""An integrin complex that comprises one alpha8 subunit and one beta1 subunit."" [PMID:12297042]"	2	97	1	17376	0.0103092783505154	0.5	query_1	['GO:0008305']	['ITGB1']
983	GO:CC	GO:0071133	alpha9-beta1 integrin-ADAM8 complex	0.0280174773142261	True	"""A protein complex that consists of an alpha9-beta1 integrin complex bound to the transmembrane metallopeptidase ADAM8."" [PMID:16995821]"	2	97	1	17376	0.0103092783505154	0.5	query_1	['GO:0098797']	['ITGB3']
984	GO:CC	GO:0005921	gap junction	0.0280174773142261	True	"""A cell-cell junction composed of pannexins or innexins and connexins, two different families of channel-forming proteins."" [GOC:mah, GOC:mtg_muscle, ISBN:0815332181, PMID:22366062, Wikipedia:Gap_junction]"	28	97	2	17376	0.0206185567010309	0.0714285714285714	query_1	['GO:0005911']	['TJP1', 'GJA1']
985	GO:BP	GO:0080090	regulation of primary metabolic process	0.0280494063265921	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism involving those compounds formed as a part of the normal anabolic and catabolic processes. These processes take place in most, if not all, cells of the organism."" [PMID:19211694]"	5398	97	42	17376	0.4329896907216495	0.0077806595035198	query_1	['GO:0019222', 'GO:0044238']	['PTX3', 'C3', 'F12', 'APOC3', 'FN1', 'ITGAV', 'SRC', 'SPP1', 'ITGB3', 'TGFB3', 'BDKRB2', 'FCN3', 'FLNA', 'TFRC', 'APOE', 'ITGA5', 'HFE', 'A2M', 'INHBE', 'INHBC', 'SERPIND1', 'C4BPB', 'ZNF655', 'BDKRB1', 'APOA1', 'LRP1', 'F2', 'TF', 'TFR2', 'KLKB1', 'YWHAZ', 'APOA2', 'FITM2', 'SERPINC1', 'C4BPA', 'SERPINA1', 'VTN', 'APOC2', 'KNG1', 'PTK2', 'C1QBP', 'HPX']
986	GO:BP	GO:0030032	lamellipodium assembly	0.0282664997291114	True	"""Formation of a lamellipodium, a thin sheetlike extension of the surface of a migrating cell."" [GOC:mah, ISBN:0815316194]"	71	97	3	17376	0.0309278350515463	0.0422535211267605	query_1	['GO:0097581', 'GO:0120031']	['RHOD', 'ITGB1', 'WHAMM']
987	GO:BP	GO:1900180	regulation of protein localization to nucleus	0.0287647966674084	True	"""Any process that modulates the frequency, rate or extent of protein localization to nucleus."" [GOC:TermGenie]"	138	97	4	17376	0.0412371134020618	0.0289855072463768	query_1	['GO:0032880', 'GO:0034504']	['SRC', 'FLNA', 'TFRC', 'F2']
988	GO:BP	GO:0048332	mesoderm morphogenesis	0.0292985195725484	True	"""The process in which the anatomical structures of the mesoderm are generated and organized."" [GOC:go_curators]"	72	97	3	17376	0.0309278350515463	0.0416666666666666	query_1	['GO:0007498', 'GO:0048729']	['ITGB1', 'ITGB3', 'GJA1']
989	GO:BP	GO:0062013	positive regulation of small molecule metabolic process	0.0293971985878267	True	"""Any process that activates or increases the frequency, rate or extent of a small molecule metabolic process."" [GOC:vw]"	139	97	4	17376	0.0412371134020618	0.0287769784172661	query_1	['GO:0009893', 'GO:0044281', 'GO:0062012']	['SRC', 'APOE', 'APOA1', 'APOC2']
990	GO:BP	GO:0098660	inorganic ion transmembrane transport	0.0293971985878267	True	"""The process in which an inorganic ion is transported across a membrane."" [GOC:mah]"	849	97	11	17376	0.1134020618556701	0.0129564193168433	query_1	['GO:0055085']	['GP1BB', 'ITGB1', 'ITGAV', 'ITGB3', 'GP1BA', 'GP9', 'FLNA', 'HFE', 'BDKRB1', 'F2', 'GP5']
991	GO:BP	GO:0010817	regulation of hormone levels	0.0298204053894857	True	"""Any process that modulates the levels of hormone within an organism or a tissue. A hormone is any substance formed in very small amounts in one specialized organ or group of cells and carried (sometimes in the bloodstream) to another organ or group of cells in the same organism, upon which it has a specific regulatory action."" [GOC:BHF, GOC:dph, GOC:tb]"	511	97	8	17376	0.0824742268041237	0.0156555772994129	query_1	['GO:0065008']	['SPP1', 'FGA', 'GJA1', 'HFE', 'F2', 'TFR2', 'FGB', 'FGG']
992	GO:BP	GO:0048679	regulation of axon regeneration	0.0298747418485518	True	"""Any process that modulates the frequency, rate or extent of axon regeneration."" [GOC:dgh, GOC:dph, GOC:jid, GOC:lm]"	24	97	2	17376	0.0206185567010309	0.0833333333333333	query_1	['GO:0031103', 'GO:0032101', 'GO:0070570', 'GO:1903034']	['SPP1', 'FLNA']
993	GO:BP	GO:0062009	secondary palate development	0.0298747418485518	True	"""The biological process whose specific outcome is the progression of the secondary palate from an initial condition to its mature state. This process begins with the formation of the structure and ends with the mature structure. The secondary palate is the part of the palate formed from the fusion of the two palatine shelves, extensions of the maxillary prominences."" [PMID:28784960]"	24	97	2	17376	0.0206185567010309	0.0833333333333333	query_1	['GO:0060021']	['TGFB3', 'ITGB6']
994	GO:BP	GO:0010884	positive regulation of lipid storage	0.0298747418485518	True	"""Any process that increases the rate, frequency or extent of lipid storage. Lipid storage is the accumulation and maintenance in cells or tissues of lipids, compounds soluble in organic solvents but insoluble or sparingly soluble in aqueous solvents. Lipid reserves can be accumulated during early developmental stages for mobilization and utilization at later stages of development."" [GOC:BHF, GOC:dph, GOC:tb]"	24	97	2	17376	0.0206185567010309	0.0833333333333333	query_1	['GO:0010883', 'GO:0019915', 'GO:1905954']	['C3', 'FITM2']
995	GO:BP	GO:0002685	regulation of leukocyte migration	0.0298747418485518	True	"""Any process that modulates the frequency, rate, or extent of leukocyte migration."" [GOC:add]"	220	97	5	17376	0.0515463917525773	0.0227272727272727	query_1	['GO:0002682', 'GO:0030334', 'GO:0050900']	['ITGB3', 'GP1BA', 'BDKRB1', 'PTK2', 'C1QBP']
996	GO:BP	GO:0006706	steroid catabolic process	0.0298747418485518	True	"""The chemical reactions and pathways resulting in the breakdown of steroids, compounds with a 1,2,cyclopentanoperhydrophenanthrene nucleus."" [GOC:go_curators]"	24	97	2	17376	0.0206185567010309	0.0833333333333333	query_1	['GO:0008202', 'GO:0016042', 'GO:1901361']	['SPP1', 'APOE']
997	GO:BP	GO:0036119	response to platelet-derived growth factor	0.0298747418485518	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a platelet-derived growth factor stimulus."" [GOC:yaf]"	24	97	2	17376	0.0206185567010309	0.0833333333333333	query_1	['GO:0070848']	['SRC', 'ITGB3']
998	GO:BP	GO:0009896	positive regulation of catabolic process	0.0302130581516464	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways resulting in the breakdown of substances."" [GOC:go_curators]"	513	97	8	17376	0.0824742268041237	0.0155945419103313	query_1	['GO:0009056', 'GO:0009893', 'GO:0009894']	['APOE', 'C4BPB', 'APOA1', 'LRP1', 'APOA2', 'C4BPA', 'APOC2', 'PTK2']
999	GO:BP	GO:0097191	extrinsic apoptotic signaling pathway	0.0306981683726575	True	"""The series of molecular signals in which a signal is conveyed from the cell surface to trigger the apoptotic death of a cell. The pathway starts with either a ligand binding to a cell surface receptor, or a ligand being withdrawn from a cell surface receptor (e.g. in the case of signaling by dependence receptors), and ends when the execution phase of apoptosis is triggered."" [GOC:mtg_apoptosis, GOC:yaf, PMID:17340152]"	222	97	5	17376	0.0515463917525773	0.0225225225225225	query_1	['GO:0007166', 'GO:0097190']	['ITGAV', 'SRC', 'FGA', 'FGB', 'FGG']
1000	GO:BP	GO:0010632	regulation of epithelial cell migration	0.0306981683726575	True	"""Any process that modulates the frequency, rate or extent of epithelial cell migration."" [GOC:BHF, GOC:dph, GOC:tb]"	222	97	5	17376	0.0515463917525773	0.0225225225225225	query_1	['GO:0010631', 'GO:0030334', 'GO:0051239']	['SRC', 'ITGB3', 'APOE', 'PTK2', 'PRCP']
1001	GO:CC	GO:0045334	clathrin-coated endocytic vesicle	0.0308392989106787	True	"""A clathrin-coated, membrane-bounded intracellular vesicle formed by invagination of the plasma membrane around an extracellular substance."" [GOC:go_curators]"	86	97	3	17376	0.0309278350515463	0.0348837209302325	query_1	['GO:0030136', 'GO:0030139']	['TFRC', 'APOE', 'TF']
1002	GO:BP	GO:0050793	regulation of developmental process	0.0312913994773101	True	"""Any process that modulates the frequency, rate or extent of development, the biological process whose specific outcome is the progression of a multicellular organism over time from an initial condition (e.g. a zygote, or a young adult) to a later condition (e.g. a multicellular animal or an aged adult)."" [GOC:go_curators]"	2325	97	22	17376	0.2268041237113402	0.0094623655913978	query_1	['GO:0032502', 'GO:0050789']	['RHOD', 'C3', 'ITGB1', 'FN1', 'ITGAV', 'SRC', 'SPP1', 'ITGB3', 'TGFB3', 'TJP1', 'GJA1', 'FLNA', 'TFRC', 'APOE', 'ITGA5', 'CRP', 'CD46', 'F2', 'YWHAZ', 'FITM2', 'PTK2', 'C1QBP']
1003	GO:CC	GO:0002102	podosome	0.0319604568227125	True	"""An actin-rich adhesion structure characterized by formation upon cell substrate contact and localization at the substrate-attached part of the cell, contain an F-actin-rich core surrounded by a ring structure containing proteins such as vinculin and talin, and have a diameter of 0.5 mm."" [PMID:12837608, PMID:15890982]"	31	97	2	17376	0.0206185567010309	0.064516129032258	query_1	['GO:0015629', 'GO:0043232']	['SRC', 'TJP1']
1004	GO:BP	GO:0002437	inflammatory response to antigenic stimulus	0.0320846439756843	True	"""An inflammatory response to an antigenic stimulus, which can be include any number of T cell or B cell epitopes."" [GOC:add, ISBN:0781735149]"	75	97	3	17376	0.0309278350515463	0.04	query_1	['GO:0006954', 'GO:0006955']	['C3', 'SRC', 'A2M']
1005	GO:BP	GO:0032967	positive regulation of collagen biosynthetic process	0.0320846439756843	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of collagen, any of a group of fibrous proteins of very high tensile strength that form the main component of connective tissue in animals."" [GOC:mah]"	25	97	2	17376	0.0206185567010309	0.08	query_1	['GO:0009891', 'GO:0010714', 'GO:0032964', 'GO:0032965']	['TGFB3', 'F2']
1006	GO:BP	GO:0050995	negative regulation of lipid catabolic process	0.0320846439756843	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways resulting in the breakdown of lipids."" [GOC:ai]"	25	97	2	17376	0.0206185567010309	0.08	query_1	['GO:0009895', 'GO:0016042', 'GO:0045833', 'GO:0050994']	['APOC3', 'APOA2']
1007	GO:BP	GO:0065009	regulation of molecular function	0.0322770847048193	True	"""Any process that modulates the frequency, rate or extent of a molecular function, an elemental biological activity occurring at the molecular level, such as catalysis or binding."" [GOC:isa_complete]"	2477	97	23	17376	0.2371134020618556	0.0092854259184497	query_1	['GO:0065007']	['PTX3', 'ITGB1', 'APOC3', 'ITGAV', 'SRC', 'ITGB3', 'FLNA', 'TFRC', 'APOE', 'HFE', 'A2M', 'SERPIND1', 'APOA1', 'LRP1', 'F2', 'HP', 'APOA2', 'SERPINC1', 'SERPINA1', 'VTN', 'APOC2', 'KNG1', 'PTK2']
1008	GO:BP	GO:1902652	secondary alcohol metabolic process	0.0324816876325026	True	"""The chemical reactions and pathways involving secondary alcohol."" [GO_REF:0000068, GOC:mengo_curators, GOC:TermGenie, PMID:11288200]"	144	97	4	17376	0.0412371134020618	0.0277777777777777	query_1	['GO:0006066']	['APOE', 'APOA1', 'APOA2', 'SC5D']
1009	GO:BP	GO:0006979	response to oxidative stress	0.0326276721267098	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of oxidative stress, a state often resulting from exposure to high levels of reactive oxygen species, e.g. superoxide anions, hydrogen peroxide (H2O2), and hydroxyl radicals."" [GOC:jl, PMID:12115731]"	416	97	7	17376	0.0721649484536082	0.016826923076923	query_1	['GO:0006950']	['SIGMAR1', 'HBB', 'SRC', 'APOE', 'HP', 'MBL2', 'VKORC1L1']
1010	REAC	REAC:R-HSA-9673240	Defective gamma-carboxylation of F9	0.0329703939790468	True	Defective gamma-carboxylation of F9	2	97	1	17376	0.0103092783505154	0.5	query_1	['REAC:R-HSA-9668250']	['F9']
1011	REAC	REAC:R-HSA-5682113	Defective ABCA1 causes TGD	0.0329703939790468	True	Defective ABCA1 causes TGD	2	97	1	17376	0.0103092783505154	0.5	query_1	['REAC:R-HSA-5619084']	['APOA1']
1012	REAC	REAC:R-HSA-9672393	Defective F8 binding to von Willebrand factor	0.0329703939790468	True	Defective F8 binding to von Willebrand factor	2	97	1	17376	0.0103092783505154	0.5	query_1	['REAC:R-HSA-9662001']	['VWF']
1013	REAC	REAC:R-HSA-9645722	Defective Intrinsic Pathway for Apoptosis Due to p14ARF Loss of Function	0.0329703939790468	True	Defective Intrinsic Pathway for Apoptosis Due to p14ARF Loss of Function	2	97	1	17376	0.0103092783505154	0.5	query_1	['REAC:R-HSA-9734009']	['C1QBP']
1014	GO:BP	GO:0048731	system development	0.0332599943245459	True	"""The process whose specific outcome is the progression of an organismal system over time, from its formation to the mature structure. A system is a regularly interacting or interdependent group of organs or tissues that work together to carry out a given biological process."" [GOC:dph, GOC:jid]"	3689	97	31	17376	0.3195876288659793	0.0084033613445378	query_1	['GO:0007275', 'GO:0048856']	['PTX3', 'C3', 'GP1BB', 'ITGB1', 'SIGMAR1', 'FN1', 'ITGAV', 'SRC', 'SPP1', 'ITGB3', 'TGFB3', 'GP1BA', 'GP9', 'TJP1', 'GJA1', 'FLNA', 'TFRC', 'APOE', 'ITGA2B', 'ITGA5', 'A2M', 'ROBO3', 'APOA1', 'LRP1', 'F2', 'YWHAZ', 'VTN', 'GP5', 'PTK2', 'ITGB6', 'PRCP']
1015	GO:BP	GO:0002433	immune response-regulating cell surface receptor signaling pathway involved in phagocytosis	0.0341192692065294	True	"""An immune response-regulating cell surface receptor signaling pathway that contributes to the endocytic engulfment of external particulate material by phagocytes."" [GO_REF:0000022, GOC:add, GOC:bf, ISBN:0781735149]"	26	97	2	17376	0.0206185567010309	0.0769230769230769	query_1	['GO:0002252', 'GO:0002768', 'GO:0006909']	['SRC', 'PTK2']
1016	GO:BP	GO:0038096	Fc-gamma receptor signaling pathway involved in phagocytosis	0.0341192692065294	True	"""An Fc-gamma receptor signaling pathway that contributes to the endocytic engulfment of external particulate material by phagocytes."" [GOC:phg, PMID:12488490, PMID:15466916]"	26	97	2	17376	0.0206185567010309	0.0769230769230769	query_1	['GO:0002431', 'GO:0002433', 'GO:0038094']	['SRC', 'PTK2']
1017	GO:BP	GO:0010714	positive regulation of collagen metabolic process	0.0341192692065294	True	"""Any process that increases the frequency, rate or extent of the chemical reactions and pathways resulting in the metabolism of collagen, any of a group of fibrous proteins of very high tensile strength that form the main component of connective tissue in animals."" [GOC:dph, GOC:tb]"	26	97	2	17376	0.0206185567010309	0.0769230769230769	query_1	['GO:0009893', 'GO:0010712', 'GO:0032963']	['TGFB3', 'F2']
1018	GO:BP	GO:0034764	positive regulation of transmembrane transport	0.0341192692065294	True	"""Any process that activates or increases the frequency, rate or extent of the directed movement of a solute from one side of a membrane to the other."" [GOC:mah]"	229	97	5	17376	0.0515463917525773	0.0218340611353711	query_1	['GO:0034762', 'GO:0048522', 'GO:0051050', 'GO:0055085']	['C3', 'ITGB1', 'FLNA', 'BDKRB1', 'F2']
1019	GO:BP	GO:0045940	positive regulation of steroid metabolic process	0.0341192692065294	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving steroids."" [GOC:go_curators]"	26	97	2	17376	0.0206185567010309	0.0769230769230769	query_1	['GO:0008202', 'GO:0019218', 'GO:0045834']	['APOE', 'APOA1']
1020	GO:BP	GO:0070201	regulation of establishment of protein localization	0.0341192692065294	True	"""Any process that modulates the frequency, rate or extent of the directed movement of a protein to a specific location."" [GOC:BHF, GOC:mah]"	526	97	8	17376	0.0824742268041237	0.0152091254752851	query_1	['GO:0032880', 'GO:0045184']	['SRC', 'FGA', 'TGFB3', 'FLNA', 'APOE', 'F2', 'FGB', 'FGG']
1021	GO:BP	GO:0006656	phosphatidylcholine biosynthetic process	0.0341192692065294	True	"""The chemical reactions and pathways resulting in the formation of phosphatidylcholines, any of a class of glycerophospholipids in which the phosphatidyl group is esterified to the hydroxyl group of choline."" [ISBN:0198506732]"	26	97	2	17376	0.0206185567010309	0.0769230769230769	query_1	['GO:0046470', 'GO:0046474', 'GO:1901566']	['APOA1', 'APOA2']
1022	GO:BP	GO:0071363	cellular response to growth factor stimulus	0.0341192692065294	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a growth factor stimulus."" [GOC:mah]"	637	97	9	17376	0.0927835051546391	0.0141287284144427	query_1	['GO:0070848', 'GO:0071495']	['ITGB5', 'SRC', 'ITGB3', 'TGFB3', 'ITGA5', 'HFE', 'VTN', 'PTK2', 'ITGB6']
1023	GO:BP	GO:0008360	regulation of cell shape	0.0343204631336063	True	"""Any process that modulates the surface configuration of a cell."" [GOC:dph, GOC:go_curators, GOC:tb]"	147	97	4	17376	0.0412371134020618	0.0272108843537414	query_1	['GO:0022604', 'GO:0065008']	['RHOD', 'FN1', 'F2', 'PTK2']
1024	GO:BP	GO:0002687	positive regulation of leukocyte migration	0.0343204631336063	True	"""Any process that activates or increases the frequency, rate, or extent of leukocyte migration."" [GOC:add]"	147	97	4	17376	0.0412371134020618	0.0272108843537414	query_1	['GO:0002684', 'GO:0002685', 'GO:0030335', 'GO:0050900']	['ITGB3', 'BDKRB1', 'PTK2', 'C1QBP']
1025	REAC	REAC:R-HSA-3000157	Laminin interactions	0.035342071488405	True	Laminin interactions	30	97	2	17376	0.0206185567010309	0.0666666666666666	query_1	['REAC:R-HSA-1474244']	['ITGB1', 'ITGAV']
1026	REAC	REAC:R-HSA-1251985	Nuclear signaling by ERBB4	0.035342071488405	True	Nuclear signaling by ERBB4	30	97	2	17376	0.0206185567010309	0.0666666666666666	query_1	['REAC:R-HSA-1236394']	['SRC', 'APOE']
1027	GO:BP	GO:0016125	sterol metabolic process	0.0358044314397966	True	"""The chemical reactions and pathways involving sterols, steroids with one or more hydroxyl groups and a hydrocarbon side-chain in the molecule."" [ISBN:0198547684]"	149	97	4	17376	0.0412371134020618	0.0268456375838926	query_1	['GO:0008202', 'GO:1901615']	['APOE', 'APOA1', 'APOA2', 'SC5D']
