Moyamoya angiopathy-short stature-facial dysmorphism-hypergonadotropic hypogonadism syndrome	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
1509	GO:BP	GO:0071241	cellular response to inorganic substance	0.028172085285411	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an inorganic substance stimulus."" [GOC:mah]"	225	100	5	17376	0.05	0.0222222222222222	query_1	['GO:0010035', 'GO:0070887']	['AKT1', 'CHUK', 'CFLAR', 'TRAF2', 'BAD']
1510	GO:BP	GO:0140374	antiviral innate immune response	0.028172085285411	True	"""A defense response against viruses mediated through an innate immune response. An innate immune response is mediated by germline encoded components that directly recognize components of potential pathogens."" [PMID:31006531]"	26	100	2	17376	0.02	0.0769230769230769	query_1	['GO:0045087', 'GO:0051607']	['CARD8', 'NLRP1']
1511	GO:BP	GO:0060706	cell differentiation involved in embryonic placenta development	0.028172085285411	True	"""The process in which a relatively unspecialized cell acquires specialized features of the embryonic placenta."" [GOC:dph]"	26	100	2	17376	0.02	0.0769230769230769	query_1	['GO:0001892', 'GO:0003006', 'GO:0030154']	['AKT1', 'CASP8']
1512	GO:BP	GO:0039529	RIG-I signaling pathway	0.028172085285411	True	"""The series of molecular signals initiated by the binding ssRNA or dsRNA from another organism to the cytoplasmic pattern recognition receptor (PRR) RIG-1 (also known as DDX58). RIG-I detects RNA synthesized during viral replication or shed by non-viral pathogens, and triggers a signaling pathway to protect the host against infection, for example by inducing the expression of cytokines."" [GOC:bf, PMID:17328678, PMID:19620789, PMID:21435580, PMID:25579795]"	26	100	2	17376	0.02	0.0769230769230769	query_1	['GO:0002753']	['BIRC3', 'BIRC2']
1513	GO:BP	GO:2000001	regulation of DNA damage checkpoint	0.028172085285411	True	"""Any process that modulates the frequency, rate or extent of a DNA damage checkpoint."" [GOC:obol]"	26	100	2	17376	0.02	0.0769230769230769	query_1	['GO:0000077', 'GO:0080135', 'GO:1901976']	['BABAM2', 'BRCC3']
1514	GO:BP	GO:1904385	cellular response to angiotensin	0.028172085285411	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an angiotensin stimulus. Angiotensin is any of three physiologically active peptides (angiotensin II, III, or IV) processed from angiotensinogen."" [GO_REF:0000071, GOC:TermGenie, PMID:22982863]"	26	100	2	17376	0.02	0.0769230769230769	query_1	['GO:0071375', 'GO:1990776']	['RELA', 'NFKB1']
1515	REAC	REAC:R-HSA-69481	G2/M Checkpoints	0.0282616372897305	True	G2/M Checkpoints	167	100	4	17376	0.04	0.0239520958083832	query_1	['REAC:R-HSA-69620']	['BABAM2', 'BRCC3', 'SFN', 'UBE2N']
1516	GO:BP	GO:0009410	response to xenobiotic stimulus	0.0283868963283099	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus from a xenobiotic, a compound foreign to the organim exposed to it. It may be synthesized by another organism (like ampicilin) or it can be a synthetic chemical."" [GOC:jl, GOC:krc]"	413	100	7	17376	0.07	0.0169491525423728	query_1	['GO:0042221']	['BCL2', 'TNF', 'LTA', 'HSP90AA1', 'AIM2', 'BAK1', 'BAD']
1517	GO:BP	GO:0008584	male gonad development	0.0283868963283099	True	"""The process whose specific outcome is the progression of the male gonad over time, from its formation to the mature structure."" [GOC:jid]"	145	100	4	17376	0.04	0.0275862068965517	query_1	['GO:0008406', 'GO:0046546']	['BCL2L11', 'BAX', 'BCL2', 'BCL2L1']
1518	REAC	REAC:R-HSA-69052	Switching of origins to a post-replicative state	0.0285833886315772	True	Switching of origins to a post-replicative state	92	100	3	17376	0.03	0.0326086956521739	query_1	['REAC:R-HSA-69239']	['RBX1', 'SKP1', 'CUL1']
1519	GO:BP	GO:0002532	production of molecular mediator involved in inflammatory response	0.0286674882620089	True	"""The synthesis or release of any molecular mediator of the inflammatory response following an inflammatory stimulus, resulting in an increase in its intracellular or extracellular levels."" [GOC:add, GOC:dph, GOC:tb, ISBN:0781735149]"	77	100	3	17376	0.03	0.0389610389610389	query_1	['GO:0006954', 'GO:0032501']	['TNF', 'MEFV', 'PYCARD']
1520	GO:BP	GO:2000514	regulation of CD4-positive, alpha-beta T cell activation	0.0286674882620089	True	"""Any process that modulates the frequency, rate or extent of CD4-positive, alpha-beta T cell activation."" [GOC:obol]"	77	100	3	17376	0.03	0.0389610389610389	query_1	['GO:0035710', 'GO:0046634']	['CARD11', 'NLRP3', 'MALT1']
1521	GO:BP	GO:0046546	development of primary male sexual characteristics	0.0289855081936216	True	"""The process whose specific outcome is the progression of the primary male sexual characteristics over time, from their formation to the mature structures. The primary male sexual characteristics are the testes, and they develop in response to sex hormone secretion."" [GOC:ai]"	146	100	4	17376	0.04	0.0273972602739726	query_1	['GO:0045137', 'GO:0046661']	['BCL2L11', 'BAX', 'BCL2', 'BCL2L1']
1522	GO:BP	GO:2000628	regulation of miRNA metabolic process	0.0295659993823673	True	"""Any process that modulates the frequency, rate or extent of miRNA metabolic process."" [GOC:dph]"	78	100	3	17376	0.03	0.0384615384615384	query_1	['GO:0010586', 'GO:0051252']	['RELA', 'TNF', 'NFKB1']
1523	GO:BP	GO:0002687	positive regulation of leukocyte migration	0.0295659993823673	True	"""Any process that activates or increases the frequency, rate, or extent of leukocyte migration."" [GOC:add]"	147	100	4	17376	0.04	0.0272108843537414	query_1	['GO:0002684', 'GO:0002685', 'GO:0030335', 'GO:0050900']	['TNF', 'FADD', 'TNFSF14', 'PYCARD']
1524	GO:BP	GO:0001890	placenta development	0.0295659993823673	True	"""The process whose specific outcome is the progression of the placenta over time, from its formation to the mature structure. The placenta is an organ of metabolic interchange between fetus and mother, partly of embryonic origin and partly of maternal origin."" [GOC:add, ISBN:068340007X]"	147	100	4	17376	0.04	0.0272108843537414	query_1	['GO:0048513']	['AKT1', 'HSP90AB1', 'BIRC2', 'CASP8']
1525	GO:BP	GO:0045069	regulation of viral genome replication	0.0295659993823673	True	"""Any process that modulates the frequency, rate or extent of viral genome replication."" [GOC:ai]"	78	100	3	17376	0.03	0.0384615384615384	query_1	['GO:0019079', 'GO:1903900']	['BCL2', 'TNF', 'TNIP1']
1526	GO:BP	GO:0042104	positive regulation of activated T cell proliferation	0.0299514580666226	True	"""Any process that activates or increases the rate or extent of activated T cell proliferation."" [GOC:jl]"	27	100	2	17376	0.02	0.074074074074074	query_1	['GO:0042102', 'GO:0046006', 'GO:0050798']	['FADD', 'PYCARD']
1527	GO:BP	GO:0033137	negative regulation of peptidyl-serine phosphorylation	0.0299514580666226	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the phosphorylation of peptidyl-serine."" [GOC:mah]"	27	100	2	17376	0.02	0.074074074074074	query_1	['GO:0001933', 'GO:0018105', 'GO:0033135']	['BAX', 'BAK1']
1528	GO:BP	GO:0042634	regulation of hair cycle	0.0299514580666226	True	"""Any process that modulates the frequency, rate or extent of the cyclical phases of growth (anagen), regression (catagen), quiescence (telogen), and shedding (exogen) in the life of a hair."" [GOC:go_curators, PMID:12230507]"	27	100	2	17376	0.02	0.074074074074074	query_1	['GO:0042633', 'GO:0051239']	['TNF', 'TRADD']
1529	GO:BP	GO:0003094	glomerular filtration	0.0299514580666226	True	"""The process in which plasma is filtered through the glomerular membrane which consists of capillary endothelial cells, the basement membrane, and epithelial cells. The glomerular filtrate is the same as plasma except it has no significant amount of protein."" [GOC:mtg_cardio, GOC:sart, ISBN:0721643949]"	27	100	2	17376	0.02	0.074074074074074	query_1	['GO:0097205']	['XPNPEP3', 'RHPN2']
1530	GO:BP	GO:0042026	protein refolding	0.0299514580666226	True	"""The process carried out by a cell that restores the biological activity of an unfolded or misfolded protein, using helper proteins such as chaperones."" [GOC:mb]"	27	100	2	17376	0.02	0.074074074074074	query_1	['GO:0006457']	['HSPA1A', 'HSP90AA1']
1531	REAC	REAC:R-HSA-3249367	STAT6-mediated induction of chemokines	0.0300270917930289	True	STAT6-mediated induction of chemokines	3	100	1	17376	0.01	0.3333333333333333	query_1	['REAC:R-HSA-1834941']	['TBK1']
1532	REAC	REAC:R-HSA-9603505	NTRK3 as a dependence receptor	0.0300270917930289	True	NTRK3 as a dependence receptor	3	100	1	17376	0.01	0.3333333333333333	query_1	['REAC:R-HSA-9034015']	['BAX']
1533	REAC	REAC:R-HSA-71262	Carnitine synthesis	0.0300270917930289	True	Carnitine synthesis	3	100	1	17376	0.01	0.3333333333333333	query_1	['REAC:R-HSA-71291']	['SHMT1']
1534	REAC	REAC:R-HSA-111446	Activation of BIM and translocation to mitochondria 	0.0300270917930289	True	Activation of BIM and translocation to mitochondria 	3	100	1	17376	0.01	0.3333333333333333	query_1	['REAC:R-HSA-114452']	['BCL2L11']
1535	REAC	REAC:R-HSA-5602571	TRAF3 deficiency - HSE	0.0300270917930289	True	TRAF3 deficiency - HSE	3	100	1	17376	0.01	0.3333333333333333	query_1	['REAC:R-HSA-5602358']	['TRAF3']
1536	GO:BP	GO:0030010	establishment of cell polarity	0.0301015121105183	True	"""The specification and formation of anisotropic intracellular organization or cell growth patterns."" [GOC:mah]"	148	100	4	17376	0.04	0.027027027027027	query_1	['GO:0007163']	['GSK3B', 'HSP90AB1', 'HSP90AA1', 'FBXW11']
1537	GO:BP	GO:0002292	T cell differentiation involved in immune response	0.0304234230727114	True	"""The process in which an antigenically naive T cell acquires the specialized features of an effector, regulatory, or memory T cell as part of an immune response. Effector T cells include cells which provide T cell help or exhibit cytotoxicity towards other cells."" [GOC:add, ISBN:0781735149]"	79	100	3	17376	0.03	0.0379746835443038	query_1	['GO:0002286', 'GO:0030217']	['NLRP3', 'MALT1', 'RELB']
1538	GO:CC	GO:0044295	axonal growth cone	0.0310139375739433	True	"""The migrating motile tip of a growing nerve cell axon."" [GOC:jl, NIF_Subcellular:sao203987954]"	24	100	2	17376	0.02	0.0833333333333333	query_1	['GO:0030426']	['HSP90AB1', 'HSP90AA1']
1539	GO:BP	GO:0070201	regulation of establishment of protein localization	0.0311711053143722	True	"""Any process that modulates the frequency, rate or extent of the directed movement of a protein to a specific location."" [GOC:BHF, GOC:mah]"	526	100	8	17376	0.08	0.0152091254752851	query_1	['GO:0032880', 'GO:0045184']	['GSK3B', 'TNF', 'RNF31', 'BBC3', 'HSP90AA1', 'SFN', 'FBXW7', 'BAD']
1540	GO:CC	GO:0001650	fibrillar center	0.0312590379732763	True	"""A structure found most metazoan nucleoli, but not usually found in lower eukaryotes; surrounded by the dense fibrillar component; the zone of transcription from multiple copies of the pre-rRNA genes is in the border region between these two structures."" [PMID:10754561]"	139	100	4	17376	0.04	0.0287769784172661	query_1	['GO:0005730', 'GO:0110165']	['NFKBIE', 'MAP3K14', 'MALT1', 'UBE2N']
1541	GO:BP	GO:2000673	positive regulation of motor neuron apoptotic process	0.0313850970800725	True	"""Any process that activates or increases the frequency, rate or extent of motor neuron apoptotic process."" [GOC:mtg_apoptosis, GOC:obol]"	2	100	1	17376	0.01	0.5	query_1	['GO:0043525', 'GO:0097049', 'GO:2000671']	['BAX']
1542	GO:BP	GO:2000740	negative regulation of mesenchymal stem cell differentiation	0.0313850970800725	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of mesenchymal stem cell differentiation."" [GOC:obol]"	2	100	1	17376	0.01	0.5	query_1	['GO:0072497', 'GO:2000737', 'GO:2000739']	['GSK3B']
1543	GO:BP	GO:0032724	positive regulation of fractalkine production	0.0313850970800725	True	"""Any process that activates or increases the frequency, rate, or extent of fractalkine production."" [GOC:mah]"	2	100	1	17376	0.01	0.5	query_1	['GO:0032603', 'GO:0032644', 'GO:0032722']	['TNF']
1544	GO:BP	GO:2000452	regulation of CD8-positive, alpha-beta cytotoxic T cell extravasation	0.0313850970800725	True	"""Any process that modulates the frequency, rate or extent of CD8-positive, alpha-beta cytotoxic T cell extravasation."" [GOC:obol]"	2	100	1	17376	0.01	0.5	query_1	['GO:0035698', 'GO:2000449']	['FADD']
1545	GO:BP	GO:2000451	positive regulation of CD8-positive, alpha-beta T cell extravasation	0.0313850970800725	True	"""Any process that activates or increases the frequency, rate or extent of CD8-positive, alpha-beta T cell extravasation."" [GOC:obol]"	2	100	1	17376	0.01	0.5	query_1	['GO:0035697', 'GO:2000409', 'GO:2000449']	['FADD']
1546	GO:BP	GO:0046671	negative regulation of retinal cell programmed cell death	0.0313850970800725	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of programmed cell death that occurs in the retina."" [GOC:ai, GOC:tb]"	2	100	1	17376	0.01	0.5	query_1	['GO:0043069', 'GO:0046666', 'GO:0046668', 'GO:0051093']	['BCL2']
1547	GO:BP	GO:0051051	negative regulation of transport	0.0313850970800725	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the directed movement of substances (such as macromolecules, small molecules, ions) into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]"	425	100	7	17376	0.07	0.0164705882352941	query_1	['GO:0006810', 'GO:0048519', 'GO:0051049']	['AKT1', 'TNFRSF1B', 'BCL2', 'TNFRSF1A', 'TNF', 'NFKB1', 'SNX33']
1548	GO:BP	GO:0006913	nucleocytoplasmic transport	0.0313850970800725	True	"""The directed movement of molecules between the nucleus and the cytoplasm."" [GOC:go_curators]"	326	100	6	17376	0.06	0.0184049079754601	query_1	['GO:0051169']	['GSK3B', 'AKT1', 'MALT1', 'HSP90AA1', 'SFN', 'NFKBIA']
1549	GO:BP	GO:2000334	positive regulation of blood microparticle formation	0.0313850970800725	True	"""Any process that activates or increases the frequency, rate or extent of blood microparticle formation."" [GOC:BHF, GOC:mah]"	2	100	1	17376	0.01	0.5	query_1	['GO:0051094', 'GO:0051130', 'GO:0072564', 'GO:2000332']	['TNF']
1550	GO:BP	GO:0010614	negative regulation of cardiac muscle hypertrophy	0.0313850970800725	True	"""Any process that decreases the rate, frequency or extent of the enlargement or overgrowth of all or part of the heart due to an increase in size (not length) of individual cardiac muscle fibers, without cell division."" [GOC:BHF, GOC:dph, GOC:tb]"	28	100	2	17376	0.02	0.0714285714285714	query_1	['GO:0003300', 'GO:0010611', 'GO:0014741']	['TNFRSF1B', 'TNFRSF1A']
1551	GO:BP	GO:0002037	negative regulation of L-glutamate import across plasma membrane	0.0313850970800725	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of L-glutamate import into a cell."" [GOC:TermGenie]"	2	100	1	17376	0.01	0.5	query_1	['GO:0002036', 'GO:0034763', 'GO:0051956', 'GO:0098712']	['TNF']
1552	GO:BP	GO:0032644	regulation of fractalkine production	0.0313850970800725	True	"""Any process that modulates the frequency, rate, or extent of fractalkine production."" [GOC:mah]"	2	100	1	17376	0.01	0.5	query_1	['GO:0032603', 'GO:0032642']	['TNF']
1553	GO:BP	GO:2000349	negative regulation of CD40 signaling pathway	0.0313850970800725	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of signaling via the CD40 signaling pathway."" [GOC:BHF, GOC:mah]"	2	100	1	17376	0.01	0.5	query_1	['GO:0009968', 'GO:0023035', 'GO:2000348']	['TNFAIP3']
1554	GO:BP	GO:0051169	nuclear transport	0.0313850970800725	True	"""The directed movement of substances into, out of, or within the nucleus."" [GOC:ai]"	326	100	6	17376	0.06	0.0184049079754601	query_1	['GO:0046907']	['GSK3B', 'AKT1', 'MALT1', 'HSP90AA1', 'SFN', 'NFKBIA']
1555	GO:BP	GO:0022402	cell cycle process	0.0313850970800725	True	"""The cellular process that ensures successive accurate and complete genome replication and chromosome segregation."" [GOC:isa_complete, GOC:mtg_cell_cycle]"	1235	100	14	17376	0.14	0.0113360323886639	query_1	['GO:0007049', 'GO:0009987']	['BCL2L11', 'HSPA1A', 'AKT1', 'BABAM2', 'BCL2', 'BRCC3', 'TNF', 'BID', 'ABRAXAS2', 'FBXW11', 'SNX33', 'BCL2L1', 'CUL1', 'FBXW7']
1556	GO:BP	GO:2000332	regulation of blood microparticle formation	0.0313850970800725	True	"""Any process that modulates the frequency, rate or extent of blood microparticle formation."" [GOC:BHF, GOC:mah]"	2	100	1	17376	0.01	0.5	query_1	['GO:0050793', 'GO:0051128', 'GO:0072564']	['TNF']
1557	GO:BP	GO:0032603	fractalkine production	0.0313850970800725	True	"""The appearance of fractalkine due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels."" [GOC:mah, PMID:12729461]"	2	100	1	17376	0.01	0.5	query_1	['GO:0032602']	['TNF']
1558	GO:BP	GO:0032464	positive regulation of protein homooligomerization	0.0313850970800725	True	"""Any process that activates or increases the frequency, rate or extent of protein homooligomerization."" [GOC:mah]"	2	100	1	17376	0.01	0.5	query_1	['GO:0032461', 'GO:0032462', 'GO:0051260']	['BBC3']
1559	GO:BP	GO:0090291	negative regulation of osteoclast proliferation	0.0313850970800725	True	"""Any process that decreases the rate, frequency, or extent of the multiplication or reproduction of osteoclasts, resulting in the expansion of an osteoclast cell population."" [GOC:tb]"	2	100	1	17376	0.01	0.5	query_1	['GO:0002158', 'GO:0070664', 'GO:0090289']	['TNFAIP3']
1560	GO:BP	GO:0060557	positive regulation of vitamin D biosynthetic process	0.0313850970800725	True	"""Any process that increases the rate, frequency or extent of a vitamin D biosynthetic process. Vitamin D biosynthesis is the chemical reactions and pathways resulting in the formation of vitamin D, any of a group of related, fat-soluble compounds that are derived from delta-5,7 steroids and play a central role in calcium metabolism. Specific forms of vitamin D include calciferol (ergocalciferol; vitamin D2) and cholecalciferol (calciol; vitamin D3)."" [CHEBI:27300, GOC:BHF, GOC:mah, ISBN:0471331309]"	2	100	1	17376	0.01	0.5	query_1	['GO:0010893', 'GO:0031328', 'GO:0042368', 'GO:0046136', 'GO:0060556']	['TNF']
1561	GO:BP	GO:1904700	granulosa cell apoptotic process	0.0313850970800725	True	"""Any apoptotic process in a granulosa cell."" [GO_REF:0000085, GOC:TermGenie, PMID:19208546]"	2	100	1	17376	0.01	0.5	query_1	['GO:1904019']	['BAD']
1562	GO:BP	GO:1990268	response to gold nanoparticle	0.0313850970800725	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a gold nanoparticle stimulus."" [PMID:23150627]"	2	100	1	17376	0.01	0.5	query_1	['GO:1990267']	['TNF']
1563	GO:BP	GO:1990267	response to transition metal nanoparticle	0.0313850970800725	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a transition metal nanoparticle."" [PMID:23150627]"	2	100	1	17376	0.01	0.5	query_1	['GO:0042221']	['TNF']
1564	GO:BP	GO:1990117	B cell receptor apoptotic signaling pathway	0.0313850970800725	True	"""An extrinsic apoptotic signaling pathway initiated by the cross-linking of an antigen receptor on a B cell."" [GOC:BHF, GOC:mtg_apoptosis, GOC:rl, PMID:15214043]"	2	100	1	17376	0.01	0.5	query_1	['GO:0001783', 'GO:0050853', 'GO:0097191']	['BAX']
1565	GO:BP	GO:0030262	apoptotic nuclear changes	0.0313850970800725	True	"""Alterations undergone by nuclei at the molecular and morphological level as part of the execution phase of apoptosis."" [GOC:mah, GOC:mtg_apoptosis]"	28	100	2	17376	0.02	0.0714285714285714	query_1	['GO:0006921']	['SHARPIN', 'BAX']
1566	GO:BP	GO:1905240	negative regulation of canonical Wnt signaling pathway involved in osteoblast differentiation	0.0313850970800725	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of canonical Wnt signaling pathway involved in osteoblast differentiation."" [GO_REF:0000058, GOC:BHF, GOC:BHF_miRNA, GOC:rph, GOC:TermGenie, PMID:19342382]"	2	100	1	17376	0.01	0.5	query_1	['GO:0044339', 'GO:0090090', 'GO:1905239']	['GSK3B']
1567	GO:BP	GO:1905239	regulation of canonical Wnt signaling pathway involved in osteoblast differentiation	0.0313850970800725	True	"""Any process that modulates the frequency, rate or extent of canonical Wnt signaling pathway involved in osteoblast differentiation."" [GO_REF:0000058, GOC:BHF, GOC:BHF_miRNA, GOC:rph, GOC:TermGenie, PMID:19342382]"	2	100	1	17376	0.01	0.5	query_1	['GO:0044339', 'GO:0060828']	['GSK3B']
1568	GO:BP	GO:1904999	positive regulation of leukocyte adhesion to arterial endothelial cell	0.0313850970800725	True	"""Any process that activates or increases the frequency, rate or extent of leukocyte adhesion to arterial endothelial cell."" [GO_REF:0000058, GOC:bc, GOC:BHF, GOC:BHF_miRNA, GOC:TermGenie, PMID:22267480]"	2	100	1	17376	0.01	0.5	query_1	['GO:0061757', 'GO:1904996', 'GO:1904997']	['TNF']
1569	GO:BP	GO:0010962	regulation of glucan biosynthetic process	0.0313850970800725	True	"""Any process that modulates the rate, frequency, or extent of glucan biosynthesis. Glucan biosynthetic processes are the chemical reactions and pathways resulting in the formation of glucans, polysaccharides consisting only of glucose residues."" [GOC:dph, GOC:tb]"	28	100	2	17376	0.02	0.0714285714285714	query_1	['GO:0009250', 'GO:0032885']	['GSK3B', 'AKT1']
1570	GO:BP	GO:0002479	antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent	0.0313850970800725	True	"""The process in which an antigen-presenting cell expresses a peptide antigen of exogenous origin on its cell surface in association with an MHC class I protein complex following intracellular transport via a TAP (transporter associated with antigen processing) pathway. The peptide is typically a fragment of a larger exogenous protein which has been degraded within the cell and is dependent on TAP transport from the cytosol to ER for association with the MHC class I molecule. Class I here refers to classical class I molecules."" [GOC:add, PMID:15224093, PMID:15771591, PMID:16181335]"	2	100	1	17376	0.01	0.5	query_1	['GO:0042590']	['IKBKB']
1571	GO:BP	GO:0005979	regulation of glycogen biosynthetic process	0.0313850970800725	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of glycogen."" [GOC:go_curators]"	28	100	2	17376	0.02	0.0714285714285714	query_1	['GO:0005978', 'GO:0010962', 'GO:0070873']	['GSK3B', 'AKT1']
1572	GO:BP	GO:0060055	angiogenesis involved in wound healing	0.0313850970800725	True	"""Blood vessel formation when new vessels emerge from the proliferation of pre-existing blood vessels and contribute to the series of events that restore integrity to a damaged tissue, following an injury."" [GOC:dph, PMID:15039218]"	28	100	2	17376	0.02	0.0714285714285714	query_1	['GO:0001525', 'GO:0042060']	['TNF', 'TNFAIP3']
1573	GO:BP	GO:1904708	regulation of granulosa cell apoptotic process	0.0313850970800725	True	"""Any process that modulates the frequency, rate or extent of granulosa cell apoptotic process."" [GO_REF:0000058, GOC:TermGenie, PMID:19208546]"	2	100	1	17376	0.01	0.5	query_1	['GO:1904035', 'GO:1904700']	['BAD']
1574	GO:BP	GO:0006447	regulation of translational initiation by iron	0.0313850970800725	True	"""Any process that modulates the frequency, rate or extent of the translation of certain mRNAs involved in iron metabolism; regulated by the concentration of iron."" [GOC:jl]"	2	100	1	17376	0.01	0.5	query_1	['GO:0006446']	['TNF']
1575	GO:BP	GO:0072564	blood microparticle formation	0.0313850970800725	True	"""The cellular component organization process in which microparticles bud off from a parent cell. A microparticle is a phospholipid microvesicle that is derived from any of several cell types, such as platelets, blood cells, endothelial cells, or others, and contains membrane receptors as well as other proteins characteristic of the parental cell."" [GOC:BHF, GOC:mah, PMID:16373184]"	2	100	1	17376	0.01	0.5	query_1	['GO:0016043', 'GO:0048646']	['TNF']
1576	GO:BP	GO:0033522	histone H2A ubiquitination	0.0313850970800725	True	"""The modification of histone H2A by addition of one or more ubiquitin groups."" [GOC:bf, GOC:mah, PMID:15509584, PMID:16473935, PMID:18430235]"	28	100	2	17376	0.02	0.0714285714285714	query_1	['GO:0016574']	['BABAM2', 'BRCC3']
1577	GO:BP	GO:0035698	CD8-positive, alpha-beta cytotoxic T cell extravasation	0.0313850970800725	True	"""The migration of a CD8-positive, alpha-beta cytotoxic T cell from the blood vessels into the surrounding tissue."" [CL:0000794, GOC:BHF]"	2	100	1	17376	0.01	0.5	query_1	['GO:0035697']	['FADD']
1578	GO:BP	GO:0002268	follicular dendritic cell differentiation	0.0313850970800725	True	"""The process in which a relatively unspecialized precursor cell acquires the specialized features of a follicular dendritic cell."" [GOC:add, ISBN:0781735149]"	2	100	1	17376	0.01	0.5	query_1	['GO:0002266', 'GO:0030154']	['NFKB2']
1579	GO:BP	GO:0071363	cellular response to growth factor stimulus	0.0313850970800725	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a growth factor stimulus."" [GOC:mah]"	637	100	9	17376	0.09	0.0141287284144427	query_1	['GO:0070848', 'GO:0071495']	['HSPA1A', 'AKT1', 'TNFRSF1B', 'HSP90AB1', 'RELA', 'RIPK1', 'CFLAR', 'TAB1', 'MAP3K7']
1580	GO:BP	GO:0042942	D-serine transport	0.0313850970800725	True	"""The directed movement of D-serine, the D-enantiomer of 2-amino-3-hydroxypropanoic acid, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:jl, GOC:jsg, GOC:mah]"	2	100	1	17376	0.01	0.5	query_1	['GO:0032329', 'GO:0042940']	['NFKBIE']
1581	GO:BP	GO:0033598	mammary gland epithelial cell proliferation	0.0313850970800725	True	"""The multiplication or reproduction of mammary gland epithelial cells, resulting in the expansion of a cell population. Mammary gland epithelial cells make up the covering of surfaces of the mammary gland. The mammary gland is a large compound sebaceous gland that in female mammals is modified to secrete milk."" [GOC:dph, GOC:mah]"	28	100	2	17376	0.02	0.0714285714285714	query_1	['GO:0050673', 'GO:0061180']	['BAX', 'BTRC']
1582	GO:BP	GO:0002582	positive regulation of antigen processing and presentation of peptide or polysaccharide antigen via MHC class II	0.0313850970800725	True	"""Any process that activates or increases the frequency, rate, or extent of antigen processing and presentation of antigen (peptide or polysaccharide) via MHC class II."" [GOC:add]"	2	100	1	17376	0.01	0.5	query_1	['GO:0002504', 'GO:0002579', 'GO:0002580']	['PYCARD']
1583	GO:BP	GO:0034146	toll-like receptor 5 signaling pathway	0.0313850970800725	True	"""The series of molecular signals initiated by a ligand binding to toll-like receptor 5."" [GOC:add, PMID:16551253, PMID:17328678]"	2	100	1	17376	0.01	0.5	query_1	['GO:0140895']	['TNFAIP3']
1584	GO:BP	GO:0043375	CD8-positive, alpha-beta T cell lineage commitment	0.0313850970800725	True	"""The process in which an immature T cell becomes committed to becoming a CD8-positive, alpha-beta T cell."" [ISBN:0781735149]"	2	100	1	17376	0.01	0.5	query_1	['GO:0002363', 'GO:0043369', 'GO:0043374']	['BCL2']
1585	GO:BP	GO:2000078	positive regulation of type B pancreatic cell development	0.0313850970800725	True	"""Any process that activates or increases the frequency, rate or extent of pancreatic B cell development."" [GOC:obol, GOC:yaf]"	2	100	1	17376	0.01	0.5	query_1	['GO:0003323', 'GO:0010720', 'GO:0030858', 'GO:0051240', 'GO:2000074']	['BAD']
1586	GO:BP	GO:0002358	B cell homeostatic proliferation	0.0313850970800725	True	"""The non-specific expansion of B cell populations within a whole or part of an organism to reach to a total number of B cells which will then remain stable over time in the absence of an external stimulus."" [GOC:jal]"	2	100	1	17376	0.01	0.5	query_1	['GO:0042100', 'GO:0042592']	['BAX']
1587	GO:BP	GO:0071109	superior temporal gyrus development	0.0313850970800725	True	"""The process whose specific outcome is the progression of the superior temporal gyrus over time, from its formation to the mature structure. The superior temporal gyrus is a portion of the cerebral cortex that extends from the lateral sulcus to the superior temporal sulcus."" [FMA:61905, GOC:BHF, GOC:mah, PMID:11484000]"	2	100	1	17376	0.01	0.5	query_1	['GO:0021987', 'GO:0048856']	['GSK3B']
1588	GO:BP	GO:2000077	negative regulation of type B pancreatic cell development	0.0313850970800725	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of pancreatic B cell development."" [GOC:obol, GOC:yaf]"	2	100	1	17376	0.01	0.5	query_1	['GO:0003323', 'GO:0010721', 'GO:0051241', 'GO:2000074']	['GSK3B']
