Moyamoya angiopathy-short stature-facial dysmorphism-hypergonadotropic hypogonadism syndrome	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
1040	GO:BP	GO:0035518	histone H2A monoubiquitination	0.0201896496746224	True	"""The modification of histone H2A by addition of a single ubiquitin group."" [PMID:18206970]"	19	100	2	15719	0.02	0.1052631578947368	query_1	['GO:0010390', 'GO:0033522']	['BABAM2', 'BRCC3']
1041	GO:BP	GO:0034263	positive regulation of autophagy in response to ER overload	0.0201896496746224	True	"""The process in which the accumulation of misfolded proteins in the endoplasmic reticulum triggers a response that positively regulates autophagy."" [GOC:mah]"	1	100	1	15719	0.01	1.0	query_1	['GO:0006983', 'GO:0010508']	['BCL2L11']
1042	GO:BP	GO:0034148	negative regulation of toll-like receptor 5 signaling pathway	0.0201896496746224	True	"""Any process that stops, prevents, or reduces the frequency, rate, or extent of toll-like receptor 5 signaling pathway."" [GOC:add, PMID:16551253, PMID:17328678]"	1	100	1	15719	0.01	1.0	query_1	['GO:0002683', 'GO:0009968', 'GO:0034146', 'GO:0034147']	['TNFAIP3']
1047	GO:BP	GO:0072573	tolerance induction to lipopolysaccharide	0.0201896496746224	True	"""Tolerance induction directed at lipopolysaccharide antigens."" [GOC:BHF, GOC:mah]"	1	100	1	15719	0.01	1.0	query_1	['GO:0002507', 'GO:0031665', 'GO:0071222']	['TNFAIP3']
1044	GO:BP	GO:0046687	response to chromate	0.0201896496746224	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a chromate stimulus."" [ISBN:0721662544]"	1	100	1	15719	0.01	1.0	query_1	['GO:0010035', 'GO:1901700', 'GO:1902074']	['BAD']
1045	GO:BP	GO:1904710	positive regulation of granulosa cell apoptotic process	0.0201896496746224	True	"""Any process that activates or increases the frequency, rate or extent of granulosa cell apoptotic process."" [GO_REF:0000058, GOC:TermGenie, PMID:19208546]"	1	100	1	15719	0.01	1.0	query_1	['GO:1904037', 'GO:1904700', 'GO:1904708']	['BAD']
1046	GO:BP	GO:1904784	NLRP1 inflammasome complex assembly	0.0201896496746224	True	"""The aggregation, arrangement and bonding together of a set of components to form a NLRP1 inflammasome complex."" [GO_REF:0000079, GOC:TermGenie, PMID:19124602]"	1	100	1	15719	0.01	1.0	query_1	['GO:0140632']	['NLRP1']
1036	GO:BP	GO:1901389	negative regulation of transforming growth factor beta activation	0.0201896496746224	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of transforming growth factor beta activation."" [GOC:sl, GOC:TermGenie]"	1	100	1	15719	0.01	1.0	query_1	['GO:0010648', 'GO:0023057', 'GO:0036363', 'GO:0071635', 'GO:1901388']	['HSP90AB1']
1048	GO:BP	GO:0070429	negative regulation of nucleotide-binding oligomerization domain containing 1 signaling pathway	0.0201896496746224	True	"""Any process that stops, prevents, or reduces the frequency, rate, or extent of the nucleotide-binding oligomerization domain containing 1 (NOD1) pathway."" [GOC:add]"	1	100	1	15719	0.01	1.0	query_1	['GO:0070425', 'GO:0070427', 'GO:0070428']	['TNFAIP3']
1043	GO:BP	GO:1901554	response to paracetamol	0.0201896496746224	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a paracetamol stimulus."" [GOC:TermGenie]"	1	100	1	15719	0.01	1.0	query_1	['GO:0010243', 'GO:0014070', 'GO:1901700']	['TNF']
1035	GO:BP	GO:0150129	positive regulation of interleukin-33 production	0.0201896496746224	True	"""Any process that activates or increases the frequency, rate or extent of interleukin-33 production."" [GOC:aruk]"	1	100	1	15719	0.01	1.0	query_1	['GO:0001819', 'GO:0072639', 'GO:0150127']	['TNF']
1058	GO:BP	GO:1902220	positive regulation of intrinsic apoptotic signaling pathway in response to osmotic stress	0.0201896496746224	True	"""Any process that activates or increases the frequency, rate or extent of intrinsic apoptotic signaling pathway in response to osmotic stress."" [GOC:BHF, GOC:mtg_apoptosis, GOC:rl, GOC:TermGenie, PMID:14569084]"	1	100	1	15719	0.01	1.0	query_1	['GO:0008627', 'GO:1902218', 'GO:2001244']	['BAD']
1033	GO:BP	GO:0150101	regulation of microtubule anchoring at centrosome	0.0201896496746224	True	"""Any process that modulates the frequency, rate or extent of microtubule anchoring at centrosome."" [GOC:aruk, GOC:bc, PMID:17139249]"	1	100	1	15719	0.01	1.0	query_1	['GO:0034454', 'GO:0070507']	['GSK3B']
1050	GO:BP	GO:0072639	interleukin-33 production	0.0201896496746224	True	"""The appearance of interleukin-33 due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels."" [GOC:BHF, GOC:mah, PMID:29778524]"	1	100	1	15719	0.01	1.0	query_1	['GO:0001816']	['TNF']
1020	GO:BP	GO:1902443	negative regulation of ripoptosome assembly involved in necroptotic process	0.0201896496746224	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of ripoptosome assembly involved in a necroptotic process."" [GOC:dph, GOC:mtg_apoptosis, GOC:TermGenie, PMID:21052097]"	1	100	1	15719	0.01	1.0	query_1	['GO:0031333', 'GO:1901026', 'GO:1902442']	['BIRC2']
1021	GO:BP	GO:0034147	regulation of toll-like receptor 5 signaling pathway	0.0201896496746224	True	"""Any process that modulates the frequency, rate, or extent of toll-like receptor 5 signaling pathway."" [GOC:add, PMID:16551253, PMID:17328678]"	1	100	1	15719	0.01	1.0	query_1	['GO:0034146', 'GO:0062207']	['TNFAIP3']
1022	GO:BP	GO:0009070	serine family amino acid biosynthetic process	0.0201896496746224	True	"""The chemical reactions and pathways resulting in the formation of amino acids of the serine family, comprising cysteine, glycine, homoserine, selenocysteine and serine."" [GOC:ai]"	19	100	2	15719	0.02	0.1052631578947368	query_1	['GO:0009069', 'GO:1901607']	['SHMT1', 'SHMT2']
1023	GO:BP	GO:0071247	cellular response to chromate	0.0201896496746224	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a chromate stimulus."" [GOC:mah]"	1	100	1	15719	0.01	1.0	query_1	['GO:0046687', 'GO:0071241', 'GO:1901701', 'GO:1902075']	['BAD']
1024	GO:BP	GO:1904482	cellular response to tetrahydrofolate	0.0201896496746224	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a tetrahydrofolate stimulus."" [GO_REF:0000071, GOC:BHF, GOC:hal, GOC:TermGenie, PMID:24698160]"	1	100	1	15719	0.01	1.0	query_1	['GO:0071417', 'GO:1901701', 'GO:1904481']	['SHMT1']
1034	GO:BP	GO:0150127	regulation of interleukin-33 production	0.0201896496746224	True	"""Any process that modulates the frequency, rate or extent of interleukin-33 production."" [GOC:aruk, PMID:29778524]"	1	100	1	15719	0.01	1.0	query_1	['GO:0001817', 'GO:0072639']	['TNF']
1025	GO:BP	GO:0045994	positive regulation of translational initiation by iron	0.0201896496746224	True	"""Any process involving iron that activates or increases the rate of translational initiation."" [GOC:go_curators]"	1	100	1	15719	0.01	1.0	query_1	['GO:0006447', 'GO:0045948']	['TNF']
1027	GO:BP	GO:0009110	vitamin biosynthetic process	0.0201896496746224	True	"""The chemical reactions and pathways resulting in the formation of a vitamin, one of a number of unrelated organic substances that occur in many foods in small amounts and that are necessary in trace amounts for the normal metabolic functioning of the body."" [GOC:go_curators, ISBN:0198506732]"	19	100	2	15719	0.02	0.1052631578947368	query_1	['GO:0006766', 'GO:0044249', 'GO:0044283']	['TNF', 'NFKB1']
1028	GO:BP	GO:0140460	response to Gram-negative bacterium	0.0201896496746224	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus from a Gram-negative bacterium."" [PMID:23664307]"	1	100	1	15719	0.01	1.0	query_1	['GO:0009617']	['TNF']
1029	GO:BP	GO:0120190	negative regulation of bile acid secretion	0.0201896496746224	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of the controlled release of bile acid from a cell or a tissue."" [GOC:BHF, GOC:BHF_miRNA, GOC:rph, PMID:22767443]"	1	100	1	15719	0.01	1.0	query_1	['GO:0032782', 'GO:0032891', 'GO:0051048', 'GO:0120188']	['TNF']
1030	GO:BP	GO:0070926	regulation of ATP:ADP antiporter activity	0.0201896496746224	True	"""Any process that modulates the activity of an ATP:ADP antiporter."" [GOC:BHF, GOC:mah]"	1	100	1	15719	0.01	1.0	query_1	['GO:0022898', 'GO:0032239', 'GO:1903959']	['RIPK1']
1031	GO:BP	GO:1901423	response to benzene	0.0201896496746224	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a benzene stimulus."" [GOC:mengo_curators, GOC:TermGenie]"	1	100	1	15719	0.01	1.0	query_1	['GO:0014070']	['BAD']
1032	GO:BP	GO:2000158	positive regulation of ubiquitin-specific protease activity	0.0201896496746224	True	"""Any process that activates or increases the frequency, rate or extent of ubiquitin-specific protease (deubiquitinase) activity."" [GOC:obol]"	1	100	1	15719	0.01	1.0	query_1	['GO:0010952', 'GO:2000152']	['TANK']
1057	GO:BP	GO:1905780	regulation of phosphatidylserine exposure on apoptotic cell surface	0.0201896496746224	True	"""Any process that modulates the frequency, rate or extent of phosphatidylserine exposure on apoptotic cell surface."" [GO_REF:0000058, GOC:kmv, GOC:TermGenie, PMID:17401362]"	1	100	1	15719	0.01	1.0	query_1	['GO:0061091', 'GO:0070782', 'GO:1903729']	['FASLG']
1051	GO:BP	GO:1902380	positive regulation of endoribonuclease activity	0.0201896496746224	True	"""Any process that activates or increases the frequency, rate or extent of endoribonuclease activity."" [GOC:bf, GOC:TermGenie]"	1	100	1	15719	0.01	1.0	query_1	['GO:0032075', 'GO:0060699']	['HSPA1A']
1026	GO:BP	GO:1904481	response to tetrahydrofolate	0.0201896496746224	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a tetrahydrofolate stimulus."" [GO_REF:0000071, GOC:BHF, GOC:hal, GOC:TermGenie, PMID:24698160]"	1	100	1	15719	0.01	1.0	query_1	['GO:0010243', 'GO:1901700']	['SHMT1']
1053	GO:BP	GO:1905782	positive regulation of phosphatidylserine exposure on apoptotic cell surface	0.0201896496746224	True	"""Any process that activates or increases the frequency, rate or extent of phosphatidylserine exposure on apoptotic cell surface."" [GO_REF:0000058, GOC:kmv, GOC:TermGenie, PMID:17401362]"	1	100	1	15719	0.01	1.0	query_1	['GO:0061092', 'GO:0070782', 'GO:1905780']	['FASLG']
1054	GO:BP	GO:1902442	regulation of ripoptosome assembly involved in necroptotic process	0.0201896496746224	True	"""Any process that modulates the frequency, rate or extent of ripoptosome assembly involved in a necroptotic process."" [GOC:dph, GOC:mtg_apoptosis, GOC:TermGenie, PMID:21052097]"	1	100	1	15719	0.01	1.0	query_1	['GO:0043254', 'GO:1901026']	['BIRC2']
1055	GO:BP	GO:0032502	developmental process	0.0201896496746224	True	"""A biological process whose specific outcome is the progression of an integrated living unit: an anatomical structure (which may be a subcellular structure, cell, tissue, or organ), or organism over time from an initial condition to a later condition."" [GOC:isa_complete]"	6018	100	51	15719	0.51	0.0084745762711864	query_1	['GO:0008150']	['SHARPIN', 'BCL2L11', 'CARD11', 'BAX', 'HSPA1A', 'GSK3B', 'AKT1', 'TNFRSF1B', 'UBE2V1', 'BCL2', 'HSP90AB1', 'CHUK', 'TNFRSF1A', 'TAB2', 'RELA', 'IKBKB', 'FASLG', 'MCL1', 'CASP5', 'AZI2', 'BTRC', 'TNF', 'FADD', 'NFKB1', 'NLRP3', 'LTA', 'RIPK1', 'CFLAR', 'TNFSF14', 'TRADD', 'MALT1', 'LTB', 'NFKB2', 'HSP90AA1', 'FBXW11', 'TAB1', 'BIRC3', 'TNFAIP3', 'LTBR', 'RELB', 'TRAF6', 'BIRC2', 'BCL2L1', 'SFN', 'NFKBIA', 'BAK1', 'CASP8', 'CUL1', 'FBXW7', 'BCL10', 'BAD']
1056	GO:BP	GO:0032976	release of matrix enzymes from mitochondria	0.0201896496746224	True	"""The process in which enzymes, such as aspartate aminotransferase, are enabled to move from the mitochondrial matrix into the cytosol, as part of the apoptotic process."" [GOC:mah, GOC:mtg_apoptosis, PMID:9843949]"	1	100	1	15719	0.01	1.0	query_1	['GO:0008637']	['BAX']
1052	GO:BP	GO:0051797	regulation of hair follicle development	0.0201896496746224	True	"""Any process that modulates the frequency, rate or extent of hair follicle development."" [GOC:ai]"	19	100	2	15719	0.02	0.1052631578947368	query_1	['GO:0001942', 'GO:0042634', 'GO:2000026']	['TNF', 'TRADD']
1061	GO:BP	GO:0061048	negative regulation of branching involved in lung morphogenesis	0.0201896496746224	True	"""Any process that decreases the rate, frequency, or extent of the process in which a highly ordered sequence of patterning events generates the branched structures of the lung, consisting of reiterated combinations of bud outgrowth, elongation, and dichotomous subdivision of terminal units."" [GOC:dph, GOC:yaf]"	1	100	1	15719	0.01	1.0	query_1	['GO:0051241', 'GO:0060441', 'GO:0061046', 'GO:1905331']	['TNF']
1060	GO:BP	GO:0030540	female genitalia development	0.0201896496746224	True	"""The process whose specific outcome is the progression of the female genitalia over time, from formation to the mature structure."" [GOC:mah]"	19	100	2	15719	0.02	0.1052631578947368	query_1	['GO:0046660', 'GO:0048806']	['BAX', 'BAK1']
1059	GO:BP	GO:0032609	type II interferon production	0.0201896496746224	True	"""The appearance of interferon-gamma due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels. Interferon-gamma is also known as type II interferon."" [GOC:add, GOC:mah, PMID:15546383]"	115	100	4	15719	0.04	0.0347826086956521	query_1	['GO:0001816']	['TNF', 'FADD', 'LTA', 'PYCARD']
1062	GO:BP	GO:0018210	peptidyl-threonine modification	0.0202499294908179	True	"""The modification of peptidyl-threonine."" [GOC:go_curators]"	116	100	4	15719	0.04	0.0344827586206896	query_1	['GO:0018193']	['GSK3B', 'AKT1', 'BCL2', 'TBK1']
208	REAC	REAC:R-HSA-3371556	Cellular response to heat stress	0.0203845154905339	True	Cellular response to heat stress	87	93	4	10022	0.043010752688172	0.0459770114942528	query_1	['REAC:R-HSA-2262752']	['HSPA1A', 'GSK3B', 'HSP90AB1', 'HSP90AA1']
1063	GO:BP	GO:0048002	antigen processing and presentation of peptide antigen	0.0207534569190829	True	"""The process in which an antigen-presenting cell expresses peptide antigen in association with an MHC protein complex on its cell surface, including proteolysis and transport steps for the peptide antigen both prior to and following assembly with the MHC protein complex. The peptide antigen is typically, but not always, processed from an endogenous or exogenous protein."" [GOC:add, ISBN:0781735149, PMID:15771591]"	60	100	3	15719	0.03	0.05	query_1	['GO:0019882']	['IKBKB', 'PYCARD', 'TRAF6']
1065	GO:BP	GO:0071346	cellular response to type II interferon	0.0208074678210824	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an interferon-gamma stimulus. Interferon gamma is the only member of the type II interferon found so far."" [GOC:mah]"	117	100	4	15719	0.04	0.0341880341880341	query_1	['GO:0034341', 'GO:0071345']	['FASLG', 'TNF', 'CASP1', 'CDC37']
1064	GO:BP	GO:0042752	regulation of circadian rhythm	0.0208074678210824	True	"""Any process that modulates the frequency, rate or extent of a circadian rhythm. A circadian rhythm is a biological process in an organism that recurs with a regularity of approximately 24 hours."" [GOC:dph, GOC:jl, GOC:tb]"	117	100	4	15719	0.04	0.0341880341880341	query_1	['GO:0007623', 'GO:0050789']	['GSK3B', 'BTRC', 'FBXW11', 'FBXW7']
209	REAC	REAC:R-HSA-392499	Metabolism of proteins	0.0208272334819481	True	Metabolism of proteins	1857	93	27	10022	0.2903225806451613	0.0145395799676898	query_1	['REAC:0000000']	['BABAM2', 'TRAF3', 'BRCC3', 'RELA', 'IKBKE', 'RBX1', 'BTRC', 'TNIP2', 'RIPK1', 'SKP1', 'ABRAXAS2', 'TNIP1', 'NFKB2', 'FBXW11', 'IKBKG', 'TAB1', 'BIRC3', 'TRAF2', 'MAP3K7', 'TNFAIP3', 'TRAF6', 'BIRC2', 'NFKBIA', 'CUL1', 'FBXW7', 'BCL10', 'UBE2N']
1066	GO:BP	GO:0071417	cellular response to organonitrogen compound	0.0210166619022354	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an organonitrogen stimulus. An organonitrogen compound is formally a compound containing at least one carbon-nitrogen bond."" [GOC:mah]"	629	100	10	15719	0.1	0.0158982511923688	query_1	['GO:0010243', 'GO:0071310', 'GO:0071495', 'GO:1901699']	['BCL2L11', 'GSK3B', 'AKT1', 'RELA', 'TNF', 'NFKB1', 'NLRP3', 'CFLAR', 'SHMT1', 'BCL2L1']
1067	GO:BP	GO:0046632	alpha-beta T cell differentiation	0.0213941466190494	True	"""The process in which a precursor cell type acquires the specialized features of an alpha-beta T cell. An alpha-beta T cell is a T cell that expresses an alpha-beta T cell receptor complex."" [CL:0000789, GOC:ai]"	118	100	4	15719	0.04	0.0338983050847457	query_1	['GO:0030217', 'GO:0046631']	['BCL2', 'NLRP3', 'MALT1', 'RELB']
1068	GO:BP	GO:0060429	epithelium development	0.0215109241154094	True	"""The process whose specific outcome is the progression of an epithelium over time, from its formation to the mature structure. An epithelium is a tissue that covers the internal or external surfaces of an anatomical structure."" [GOC:dph, GOC:mtg_lung]"	1168	100	15	15719	0.15	0.0128424657534246	query_1	['GO:0009888']	['SHARPIN', 'BAX', 'GSK3B', 'AKT1', 'BCL2', 'TNFRSF1A', 'RELA', 'IKBKB', 'BTRC', 'TNF', 'TRADD', 'TRAF6', 'SFN', 'BCL10', 'BAD']
1069	GO:BP	GO:0046824	positive regulation of nucleocytoplasmic transport	0.0215652856508474	True	"""Any process that activates or increases the frequency, rate or extent of the directed movement of substances between the nucleus and the cytoplasm."" [GOC:bf]"	61	100	3	15719	0.03	0.0491803278688524	query_1	['GO:0006913', 'GO:0032388', 'GO:0046822']	['GSK3B', 'HSP90AA1', 'SFN']
1070	GO:BP	GO:0032481	positive regulation of type I interferon production	0.0215652856508474	True	"""Any process that activates or increases the frequency, rate, or extent of type I interferon production. Type I interferons include the interferon-alpha, beta, delta, episilon, zeta, kappa, tau, and omega gene families."" [GOC:add, GOC:mah]"	61	100	3	15719	0.03	0.0491803278688524	query_1	['GO:0001819', 'GO:0032479', 'GO:0032606']	['CHUK', 'TBK1', 'HSP90AA1']
1071	GO:BP	GO:0000271	polysaccharide biosynthetic process	0.0215652856508474	True	"""The chemical reactions and pathways resulting in the formation of a polysaccharide, a polymer of many (typically more than 10) monosaccharide residues linked glycosidically."" [GOC:go_curators]"	61	100	3	15719	0.03	0.0491803278688524	query_1	['GO:0005976', 'GO:0009059', 'GO:0016051']	['GSK3B', 'AKT1', 'NFKB1']
211	REAC	REAC:R-HSA-1640170	Cell Cycle	0.0216356846924699	True	Cell Cycle	676	93	13	10022	0.1397849462365591	0.0192307692307692	query_1	['REAC:0000000']	['GSK3B', 'AKT1', 'BABAM2', 'HSP90AB1', 'BRCC3', 'RBX1', 'BTRC', 'SKP1', 'HSP90AA1', 'FBXW11', 'SFN', 'CUL1', 'UBE2N']
210	REAC	REAC:R-HSA-168330	Viral RNP Complexes in the Host Cell Nucleus	0.0216356846924699	True	Viral RNP Complexes in the Host Cell Nucleus	1	93	1	10022	0.010752688172043	1.0	query_1	['REAC:R-HSA-168274']	['HSPA1A']
212	REAC	REAC:R-HSA-2219528	PI3K/AKT Signaling in Cancer	0.0216356846924699	True	PI3K/AKT Signaling in Cancer	89	93	4	10022	0.043010752688172	0.0449438202247191	query_1	['REAC:R-HSA-5663202']	['GSK3B', 'AKT1', 'CHUK', 'BAD']
213	REAC	REAC:R-HSA-399954	Sema3A PAK dependent Axon repulsion	0.0217280179365959	True	Sema3A PAK dependent Axon repulsion	16	93	2	10022	0.021505376344086	0.125	query_1	['REAC:R-HSA-373755']	['HSP90AB1', 'HSP90AA1']
1072	GO:BP	GO:0071674	mononuclear cell migration	0.021886343968995	True	"""The movement of a mononuclear cell within or between different tissues and organs of the body."" [GOC:mah]"	188	100	5	15719	0.05	0.026595744680851	query_1	['GO:0050900']	['AKT1', 'TNF', 'FADD', 'TNFSF14', 'PYCARD']
1073	GO:BP	GO:0071731	response to nitric oxide	0.0219477892035716	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a nitric oxide stimulus."" [GOC:mah, GOC:yaf]"	20	100	2	15719	0.02	0.1	query_1	['GO:0010035', 'GO:1901698', 'GO:1901700']	['CFLAR', 'TRAF2']
1074	GO:BP	GO:0061042	vascular wound healing	0.0219477892035716	True	"""Blood vessel formation when new vessels emerge from the proliferation of pre-existing blood vessels and contribute to the series of events that restore integrity to damaged vasculature."" [GOC:BHF, GOC:dph]"	20	100	2	15719	0.02	0.1	query_1	['GO:0060055']	['TNF', 'TNFAIP3']
1075	GO:BP	GO:0039535	regulation of RIG-I signaling pathway	0.0219477892035716	True	"""Any process that modulates the frequency, rate or extent of the RIG-I signaling pathway."" [GOC:bf, GOC:jl]"	20	100	2	15719	0.02	0.1	query_1	['GO:0039529', 'GO:0039531']	['BIRC3', 'BIRC2']
1076	GO:BP	GO:0006144	purine nucleobase metabolic process	0.0219477892035716	True	"""The chemical reactions and pathways involving purine nucleobases, one of the two classes of nitrogen-containing ring compounds found in DNA and RNA, which include adenine and guanine."" [GOC:go_curators]"	20	100	2	15719	0.02	0.1	query_1	['GO:0009112', 'GO:0072521']	['SHMT1', 'SHMT2']
1077	GO:BP	GO:0032069	regulation of nuclease activity	0.0219477892035716	True	"""Any process that modulates the frequency, rate or extent of nuclease activity, the hydrolysis of ester linkages within nucleic acids."" [GOC:mah]"	20	100	2	15719	0.02	0.1	query_1	['GO:0051336', 'GO:0060255']	['HSPA1A', 'AKT1']
1078	GO:BP	GO:1902236	negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway	0.0219477892035716	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of an endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway."" [GOC:BHF, GOC:mtg_apoptosis, GOC:rl, GOC:TermGenie, PMID:20160352]"	20	100	2	15719	0.02	0.1	query_1	['GO:0070059', 'GO:1902235', 'GO:1903573', 'GO:2001243']	['HSPA1A', 'BCL2L1']
1079	GO:BP	GO:0009179	purine ribonucleoside diphosphate metabolic process	0.0219477892035716	True	"""The chemical reactions and pathways involving purine ribonucleoside diphosphate, a compound consisting of a purine base linked to a ribose sugar esterified with diphosphate on the sugar."" [GOC:go_curators, ISBN:0198506732]"	20	100	2	15719	0.02	0.1	query_1	['GO:0009135', 'GO:0009185']	['CARD11', 'BAD']
1080	GO:BP	GO:0009135	purine nucleoside diphosphate metabolic process	0.0219477892035716	True	"""The chemical reactions and pathways involving purine nucleoside diphosphate, a compound consisting of a purine base linked to a ribose or deoxyribose sugar esterified with diphosphate on the sugar."" [GOC:go_curators, ISBN:0198506732]"	20	100	2	15719	0.02	0.1	query_1	['GO:0009132']	['CARD11', 'BAD']
1081	GO:BP	GO:0014015	positive regulation of gliogenesis	0.0223500793869617	True	"""Any process that activates or increases the frequency, rate or extent of gliogenesis, the formation of mature glia."" [GOC:ef]"	62	100	3	15719	0.03	0.0483870967741935	query_1	['GO:0014013', 'GO:0042063', 'GO:0050769']	['TNFRSF1B', 'TNF', 'LTA']
1082	GO:BP	GO:0046660	female sex differentiation	0.0223684849871604	True	"""The establishment of the sex of a female organism by physical differentiation."" [GOC:bf]"	120	100	4	15719	0.04	0.0333333333333333	query_1	['GO:0007275', 'GO:0007548']	['BAX', 'BCL2', 'BCL2L1', 'BAK1']
1083	GO:BP	GO:0008104	protein localization	0.0229168064464725	True	"""Any process in which a protein is transported to, or maintained in, a specific location."" [GOC:ai]"	2399	100	25	15719	0.25	0.0104210087536473	query_1	['GO:0070727']	['BAX', 'GSK3B', 'AKT1', 'NFKBIE', 'NFKBIB', 'BCL2', 'HSP90AB1', 'TNFRSF1A', 'IKBKB', 'MCL1', 'FYB1', 'TNF', 'RNF31', 'BID', 'BBC3', 'SKP1', 'HSP90AA1', 'SNX33', 'TNFAIP3', 'BCL2L1', 'SFN', 'NFKBIA', 'FBXW7', 'BAD', 'CDC37']
1084	GO:BP	GO:0032355	response to estradiol	0.0229799245903226	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of stimulus by estradiol, a C18 steroid hormone hydroxylated at C3 and C17 that acts as a potent estrogen."" [GOC:mah, ISBN:0911910123]"	121	100	4	15719	0.04	0.0330578512396694	query_1	['GO:0014070', 'GO:0033993', 'GO:1901700']	['BCL2L11', 'CFLAR', 'CASP8', 'BAD']
1085	GO:BP	GO:0031343	positive regulation of cell killing	0.0232746429464751	True	"""Any process that activates or increases the frequency, rate or extent of cell killing."" [GOC:mah]"	63	100	3	15719	0.03	0.0476190476190476	query_1	['GO:0001906', 'GO:0031341', 'GO:0048522']	['BCL2L11', 'FADD', 'BAD']
1086	GO:BP	GO:0070584	mitochondrion morphogenesis	0.0238710436099852	True	"""The process in which the anatomical structures of a mitochondrion are generated and organized."" [GOC:mah]"	21	100	2	15719	0.02	0.0952380952380952	query_1	['GO:0007005', 'GO:0032990']	['BAX', 'BCL2L1']
1087	GO:BP	GO:2000319	regulation of T-helper 17 cell differentiation	0.0238710436099852	True	"""Any process that modulates the frequency, rate or extent of T-helper 17 cell differentiation."" [GOC:BHF, GOC:mah]"	21	100	2	15719	0.02	0.0952380952380952	query_1	['GO:0045622', 'GO:0072539', 'GO:2000316']	['NLRP3', 'MALT1']
1089	GO:BP	GO:1901739	regulation of myoblast fusion	0.0238710436099852	True	"""Any process that modulates the frequency, rate or extent of myoblast fusion."" [GOC:BHF, GOC:rl, GOC:TermGenie, PMID:21364645]"	21	100	2	15719	0.02	0.0952380952380952	query_1	['GO:0007520', 'GO:0060142']	['CFLAR', 'TNFSF14']
1091	GO:BP	GO:0051000	positive regulation of nitric-oxide synthase activity	0.0238710436099852	True	"""Any process that activates or increases the activity of the enzyme nitric-oxide synthase."" [GOC:ai]"	21	100	2	15719	0.02	0.0952380952380952	query_1	['GO:0032770', 'GO:0050999']	['AKT1', 'TNF']
1093	GO:BP	GO:0002082	regulation of oxidative phosphorylation	0.0238710436099852	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the phosphorylation of ADP to ATP that accompanies the oxidation of a metabolite through the operation of the respiratory chain. Oxidation of compounds establishes a proton gradient across the membrane, providing the energy for ATP synthesis."" [GOC:dph]"	21	100	2	15719	0.02	0.0952380952380952	query_1	['GO:0006119', 'GO:1903715']	['TNF', 'SHMT2']
1088	GO:BP	GO:0045624	positive regulation of T-helper cell differentiation	0.0238710436099852	True	"""Any process that activates or increases the frequency, rate or extent of T-helper cell differentiation."" [GOC:go_curators]"	21	100	2	15719	0.02	0.0952380952380952	query_1	['GO:0002699', 'GO:0042093', 'GO:0043372', 'GO:0045622', 'GO:0050778']	['NLRP3', 'MALT1']
1092	GO:BP	GO:0010888	negative regulation of lipid storage	0.0238710436099852	True	"""Any process that decreases the rate, frequency or extent of lipid storage. Lipid storage is the accumulation and maintenance in cells or tissues of lipids, compounds soluble in organic solvents but insoluble or sparingly soluble in aqueous solvents. Lipid reserves can be accumulated during early developmental stages for mobilization and utilization at later stages of development."" [GOC:BHF, GOC:dph, GOC:tb]"	21	100	2	15719	0.02	0.0952380952380952	query_1	['GO:0010883', 'GO:0019915', 'GO:1905953']	['TNF', 'NFKBIA']
