Acral peeling skin syndrome	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
1296	MIRNA	MIRNA:hsa-miR-491-5p	hsa-miR-491-5p	0.007494297264721	True	hsa-miR-491-5p	171	94	8	14850	0.0851063829787234	0.0467836257309941	query_1	['MIRNA:000000']	['NOTCH3', 'SIN3A', 'AR', 'SUMO1', 'EGFR', 'APH1A', 'TP53', 'SMAD3']
1297	HP	HP:0002589	Gastrointestinal atresia	0.007596009186651	True	Gastrointestinal atresia	91	54	8	4851	0.1481481481481481	0.0879120879120879	query_1	['HP:0012718']	['PTCH1', 'TGIF1', 'CDON', 'SIN3A', 'DLL1', 'AR', 'SHH', 'FOXH1']
1298	WP	WP:WP3657	Hematopoietic stem cell gene regulation by GABP alpha/beta complex	0.0076823325898294	True	Hematopoietic stem cell gene regulation by GABP alpha/beta complex	20	87	4	8133	0.0459770114942528	0.2	query_1	['WP:000000']	['CREBBP', 'FOXO3', 'SMAD4', 'EP300']
1299	WP	WP:WP3927	BMP signaling in eyelid development	0.0076823325898294	True	BMP signaling in eyelid development	20	87	4	8133	0.0459770114942528	0.2	query_1	['WP:000000']	['EGFR', 'SMAD4', 'NOTCH1', 'SHH']
1300	GO:BP	GO:0040029	epigenetic regulation of gene expression	0.0076852209055182	True	"""A process that modulates the frequency, rate or extent of gene expression through chromatin remodelling either by modifying higher order chromatin fiber structure, nucleosomal histones, or the DNA. Once established, this regulation may be maintained over many cell divisions. It can also be heritable in the absence of the instigating signal."" [PMID:10521337, PMID:11498582, PMID:22243696, PMID:34414474]"	189	101	8	21110	0.0792079207920792	0.0423280423280423	query_1	['GO:0006338', 'GO:0010468']	['HDAC1', 'SIN3A', 'SIRT1', 'EP300', 'MECP2', 'KAT2B', 'TP53', 'KDM1A']
1301	GO:BP	GO:0044057	regulation of system process	0.0077137031373972	True	"""Any process that modulates the frequency, rate or extent of a system process, a multicellular organismal process carried out by any of the organs or tissues in an organ system."" [GOC:jl]"	574	101	13	21110	0.1287128712871287	0.0226480836236933	query_1	['GO:0003008', 'GO:0051239']	['SRC', 'FOXO3', 'NR1H2', 'ABL1', 'NR1H3', 'SUMO1', 'SMAD4', 'NOTCH1', 'MECP2', 'FOXO1', 'APP', 'SMAD3', 'JUP']
1302	HP	HP:0011545	Abnormal connection of the cardiac segments	0.007753496325101	True	A deviance in the normal connections between two cardiac segements.	273	54	13	4851	0.2407407407407407	0.0476190476190476	query_1	['HP:0001627']	['PTCH1', 'TGIF1', 'CDK8', 'CDON', 'DLL1', 'SMAD2', 'NOTCH1', 'SHH', 'RBPJ', 'NOTCH2', 'SKI', 'FOXH1', 'JAG1']
1303	HPA	HPA:0170253	endometrium 2; cells in endometrial stroma[High]	0.0077727967305152	True	endometrium 2; cells in endometrial stroma[High]	359	76	11	11006	0.1447368421052631	0.0306406685236768	query_1	['HPA:0170252']	['MAML2', 'RXRA', 'AKT1', 'CREBBP', 'FOXO3', 'MECP2', 'SNW1', 'ESR1', 'TBL1XR1', 'HDAC2', 'KDM1A']
1304	GO:MF	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	0.0077737890879931	True	"""A DNA-binding transcription factor activity that modulates the transcription of specific gene sets transcribed by RNA polymerase II."" [GOC:txnOH-2018]"	1364	101	20	20195	0.198019801980198	0.0146627565982404	query_1	['GO:0003700']	['RXRA', 'TGIF1', 'FOXO3', 'NR1H2', 'FOXG1', 'RXRB', 'NR1H3', 'AR', 'SMAD2', 'SMAD4', 'RBPJ', 'SKI', 'SP1', 'ESR1', 'FOXO1', 'RARA', 'FOXH1', 'TP53', 'SMAD3', 'SKIL']
1305	REAC	REAC:R-HSA-446728	Cell junction organization	0.00782335025815	True	Cell junction organization	91	98	7	10790	0.0714285714285714	0.0769230769230769	query_1	['REAC:R-HSA-1500931']	['CTNNB1', 'CTNNA1', 'CDH2', 'CDH1', 'CTNND1', 'CDH10', 'JUP']
1306	REAC	REAC:R-HSA-2262752	Cellular responses to stress	0.0078667579254147	True	Cellular responses to stress	778	98	20	10790	0.2040816326530612	0.0257069408740359	query_1	['REAC:R-HSA-8953897']	['NRIP1', 'RXRA', 'AKT1', 'SYVN1', 'CREBBP', 'VCP', 'NCOA2', 'TBL1X', 'NCOR2', 'SIN3A', 'AR', 'SIRT1', 'NOTCH1', 'EP300', 'NCOR1', 'HDAC3', 'SP1', 'TBL1XR1', 'TP53', 'NCOA1']
1307	GO:BP	GO:0052548	regulation of endopeptidase activity	0.0078861891637586	True	"""Any process that modulates the frequency, rate or extent of endopeptidase activity, the endohydrolysis of peptide bonds within proteins."" [GOC:ai, GOC:hjd]"	325	101	10	21110	0.099009900990099	0.0307692307692307	query_1	['GO:0052547']	['AKT1', 'SRC', 'VCP', 'APH1B', 'HDAC1', 'NCSTN', 'PSENEN', 'SIRT1', 'APH1A', 'SMAD3']
1308	HP	HP:0011100	Intestinal atresia	0.007917755629835	True	An abnormal closure, or atresia of the tubular structure of the intestine.	65	54	7	4851	0.1296296296296296	0.1076923076923077	query_1	['HP:0002242', 'HP:0002589']	['PTCH1', 'TGIF1', 'CDON', 'SIN3A', 'DLL1', 'SHH', 'FOXH1']
1309	GO:BP	GO:1903320	regulation of protein modification by small protein conjugation or removal	0.0079479531825419	True	"""Any process that modulates the frequency, rate or extent of protein modification by small protein conjugation or removal."" [GO_REF:0000058, GOC:TermGenie, GOC:vw]"	254	101	9	21110	0.0891089108910891	0.0354330708661417	query_1	['GO:0031399', 'GO:0070647']	['UBE2I', 'AKT1', 'PSEN1', 'VCP', 'CTNNB1', 'ABL1', 'GPS2', 'HDAC3', 'KDM1A']
1310	GO:BP	GO:0097305	response to alcohol	0.0079479531825419	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an alcohol stimulus."" [GOC:pr, PMID:24014527]"	254	101	9	21110	0.0891089108910891	0.0354330708661417	query_1	['GO:0010033', 'GO:1901700']	['PTCH1', 'AKT1', 'CTNNB1', 'CTNNA1', 'SMAD2', 'CDH1', 'RARA', 'HDAC2', 'JUP']
1311	GO:BP	GO:0030857	negative regulation of epithelial cell differentiation	0.0079583434401752	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of epithelial cell differentiation."" [GOC:mah]"	49	101	5	21110	0.0495049504950495	0.1020408163265306	query_1	['GO:0030855', 'GO:0030856', 'GO:0045596']	['CTNNB1', 'DLL1', 'NOTCH1', 'JAG1', 'NOTCH4']
1312	GO:BP	GO:1900164	nodal signaling pathway involved in determination of lateral mesoderm left/right asymmetry	0.0079763779264528	True	"""The series of molecular signals initiated by a nodal protein binding to an activin receptor on the surface of a target cell, which contributes to the establishment of lateral mesoderm with respect to the left and right halves."" [GOC:BHF, GOC:TermGenie, GOC:vk]"	7	101	3	21110	0.0297029702970297	0.4285714285714285	query_1	['GO:0003140', 'GO:0038107']	['SMAD2', 'SHH', 'FOXH1']
1313	GO:BP	GO:0070933	histone H4 deacetylation	0.0079763779264528	True	"""The modification of histone H4 by the removal of one or more acetyl groups."" [GOC:BHF, GOC:rl]"	7	101	3	21110	0.0297029702970297	0.4285714285714285	query_1	['GO:0016575']	['HDAC1', 'HDAC3', 'HDAC2']
1314	GO:BP	GO:0038107	nodal signaling pathway involved in determination of left/right asymmetry	0.0079763779264528	True	"""The series of molecular signals initiated by a nodal protein binding of to an activin receptor on the surface of a target cell, which contributes to the establishment of an organism's body plan or part of an organism with respect to the left and right halves."" [GOC:BHF, GOC:vk, PMID:12857784, PMID:17287255, PMID:20413706]"	7	101	3	21110	0.0297029702970297	0.4285714285714285	query_1	['GO:0007368', 'GO:0038092']	['SMAD2', 'SHH', 'FOXH1']
1315	TF	TF:M10112	Factor: Miz-1; motif: NNRGGWGGGGGAGGGGMRR	0.0080294056794829	True	Factor: Miz-1; motif: NNRGGWGGGGGAGGGGMRR	8711	101	67	20011	0.6633663366336634	0.0076914246355183	query_1	['TF:M00000']	['MAML2', 'NRIP1', 'RXRA', 'UBE2I', 'PTCH1', 'NOTCH3', 'TGIF1', 'SYVN1', 'CDK8', 'CREBBP', 'BOC', 'ADAM10', 'PSEN1', 'DERL2', 'KAT2A', 'VCP', 'APH1B', 'FOXO3', 'TACC3', 'NR1H2', 'NCOA2', 'CTNNB1', 'HDAC1', 'CENPJ', 'ABL1', 'TBL1X', 'DLL1', 'AMIGO1', 'RXRB', 'NR1H3', 'TGM5', 'AR', 'CTNNA1', 'SUMO1', 'SMAD2', 'EGFR', 'SMAD4', 'NOTCH1', 'CDH2', 'EP300', 'RBPJ', 'MECP2', 'NOTCH2', 'HDAC3', 'ERLEC1', 'CDH1', 'RCOR1', 'SP1', 'KAT2B', 'CTNNA2', 'FOXO1', 'DRAP1', 'HHIP', 'APP', 'FOXH1', 'JAG1', 'CTNND1', 'TBL1XR1', 'TP53', 'SMAD3', 'NOTCH4', 'HDAC2', 'KDM1A', 'SKIL', 'CCNC', 'CDH10', 'JUP']
1316	KEGG	KEGG:05166	Human T-cell leukemia virus 1 infection	0.0080525042490706	True	Human T-cell leukemia virus 1 infection	219	86	10	8161	0.1162790697674418	0.045662100456621	query_1	['KEGG:00000']	['AKT1', 'CREBBP', 'KAT2A', 'SMAD2', 'SMAD4', 'EP300', 'GPS2', 'KAT2B', 'TP53', 'SMAD3']
1317	HPA	HPA:0220051	gallbladder; glandular cells[≥Low]	0.0080584606076876	True	gallbladder; glandular cells[≥Low]	7656	76	68	11006	0.8947368421052632	0.0088819226750261	query_1	['HPA:0220000']	['MAML1', 'MAML2', 'NRIP1', 'RXRA', 'UBE2I', 'NOTCH3', 'NCOA3', 'CCDC51', 'AKT1', 'SYVN1', 'CREBBP', 'SMURF2', 'ADAM10', 'SRC', 'PSEN1', 'DERL2', 'VCP', 'FOXO3', 'CTNNB1', 'HDAC1', 'ADAM17', 'ITGB3BP', 'NCSTN', 'ABL1', 'OS9', 'UBE2J1', 'TBL1X', 'NCOR2', 'SIN3A', 'PLK2', 'AMIGO1', 'RXRB', 'NR1H3', 'PSENEN', 'CTNNA1', 'SUMO1', 'SMAD2', 'SEL1L', 'EGFR', 'SIRT1', 'SMAD4', 'NOTCH1', 'EP300', 'MECP2', 'NOTCH2', 'APH1A', 'GPS2', 'NCOR1', 'HDAC3', 'ERLEC1', 'CDH1', 'SKI', 'SNW1', 'RCOR1', 'SP1', 'KAT2B', 'FOXO1', 'MAML3', 'PDE8A', 'APP', 'JAG1', 'CTNND1', 'TBL1XR1', 'SMAD3', 'HDAC2', 'KDM1A', 'NCOA1', 'JUP']
1318	HPA	HPA:0220000	gallbladder	0.0080584606076876	True	gallbladder	7656	76	68	11006	0.8947368421052632	0.0088819226750261	query_1	['HPA:0000000']	['MAML1', 'MAML2', 'NRIP1', 'RXRA', 'UBE2I', 'NOTCH3', 'NCOA3', 'CCDC51', 'AKT1', 'SYVN1', 'CREBBP', 'SMURF2', 'ADAM10', 'SRC', 'PSEN1', 'DERL2', 'VCP', 'FOXO3', 'CTNNB1', 'HDAC1', 'ADAM17', 'ITGB3BP', 'NCSTN', 'ABL1', 'OS9', 'UBE2J1', 'TBL1X', 'NCOR2', 'SIN3A', 'PLK2', 'AMIGO1', 'RXRB', 'NR1H3', 'PSENEN', 'CTNNA1', 'SUMO1', 'SMAD2', 'SEL1L', 'EGFR', 'SIRT1', 'SMAD4', 'NOTCH1', 'EP300', 'MECP2', 'NOTCH2', 'APH1A', 'GPS2', 'NCOR1', 'HDAC3', 'ERLEC1', 'CDH1', 'SKI', 'SNW1', 'RCOR1', 'SP1', 'KAT2B', 'FOXO1', 'MAML3', 'PDE8A', 'APP', 'JAG1', 'CTNND1', 'TBL1XR1', 'SMAD3', 'HDAC2', 'KDM1A', 'NCOA1', 'JUP']
1319	HPA	HPA:0540000	stomach 1	0.0080584606076876	True	stomach 1	7656	76	68	11006	0.8947368421052632	0.0088819226750261	query_1	['HPA:0000000']	['MAML1', 'MAML2', 'NRIP1', 'RXRA', 'UBE2I', 'NOTCH3', 'NCOA3', 'CCDC51', 'AKT1', 'SYVN1', 'CREBBP', 'SMURF2', 'ADAM10', 'SRC', 'PSEN1', 'DERL2', 'VCP', 'FOXO3', 'CTNNB1', 'HDAC1', 'ADAM17', 'ITGB3BP', 'NCSTN', 'ABL1', 'OS9', 'UBE2J1', 'TBL1X', 'NCOR2', 'SIN3A', 'PLK2', 'AMIGO1', 'RXRB', 'NR1H3', 'PSENEN', 'CTNNA1', 'SUMO1', 'SMAD2', 'SEL1L', 'EGFR', 'SMAD4', 'NOTCH1', 'CDH2', 'EP300', 'CSTA', 'MECP2', 'NOTCH2', 'APH1A', 'GPS2', 'NCOR1', 'HDAC3', 'ERLEC1', 'CDH1', 'SKI', 'SNW1', 'RCOR1', 'SP1', 'KAT2B', 'FOXO1', 'MAML3', 'PDE8A', 'JAG1', 'CTNND1', 'TBL1XR1', 'SMAD3', 'HDAC2', 'KDM1A', 'NCOA1', 'JUP']
1320	HPA	HPA:0540051	stomach 1; glandular cells[≥Low]	0.0080584606076876	True	stomach 1; glandular cells[≥Low]	7656	76	68	11006	0.8947368421052632	0.0088819226750261	query_1	['HPA:0540000']	['MAML1', 'MAML2', 'NRIP1', 'RXRA', 'UBE2I', 'NOTCH3', 'NCOA3', 'CCDC51', 'AKT1', 'SYVN1', 'CREBBP', 'SMURF2', 'ADAM10', 'SRC', 'PSEN1', 'DERL2', 'VCP', 'FOXO3', 'CTNNB1', 'HDAC1', 'ADAM17', 'ITGB3BP', 'NCSTN', 'ABL1', 'OS9', 'UBE2J1', 'TBL1X', 'NCOR2', 'SIN3A', 'PLK2', 'AMIGO1', 'RXRB', 'NR1H3', 'PSENEN', 'CTNNA1', 'SUMO1', 'SMAD2', 'SEL1L', 'EGFR', 'SMAD4', 'NOTCH1', 'CDH2', 'EP300', 'CSTA', 'MECP2', 'NOTCH2', 'APH1A', 'GPS2', 'NCOR1', 'HDAC3', 'ERLEC1', 'CDH1', 'SKI', 'SNW1', 'RCOR1', 'SP1', 'KAT2B', 'FOXO1', 'MAML3', 'PDE8A', 'JAG1', 'CTNND1', 'TBL1XR1', 'SMAD3', 'HDAC2', 'KDM1A', 'NCOA1', 'JUP']
1321	REAC	REAC:R-HSA-5663205	Infectious disease	0.0080813281001304	True	Infectious disease	1059	98	24	10790	0.2448979591836734	0.0226628895184136	query_1	['REAC:R-HSA-1643685']	['UBE2I', 'AKT1', 'CREBBP', 'SRC', 'VCP', 'CTNNB1', 'HDAC1', 'ADAM17', 'ABL1', 'TBL1X', 'NCOR2', 'PLK2', 'SUMO1', 'EGFR', 'GPS2', 'NCOR1', 'HDAC3', 'CDH1', 'RCOR1', 'APP', 'CTNND1', 'TBL1XR1', 'HDAC2', 'KDM1A']
1322	TF	TF:M00800	Factor: AP-2; motif: GSCCSCRGGCNRNRNN	0.0081632379396983	True	Factor: AP-2; motif: GSCCSCRGGCNRNRNN	9321	101	70	20011	0.693069306930693	0.0075099238279154	query_1	['TF:M00000']	['MAML1', 'NRIP1', 'RXRA', 'UBE2I', 'NOTCH3', 'NCOA3', 'TGIF1', 'IHH', 'AKT1', 'CDK8', 'CREBBP', 'SMURF2', 'BOC', 'ADAM10', 'YOD1', 'SRC', 'PSEN1', 'APH1B', 'FOXO3', 'TACC3', 'NR1H2', 'NCOA2', 'HDAC1', 'ADAM17', 'CENPJ', 'ABL1', 'OS9', 'FOXG1', 'UBE2J1', 'TBL1X', 'NCOR2', 'SIN3A', 'DLL1', 'PLK2', 'AMIGO1', 'RXRB', 'CTNNA1', 'SMAD2', 'SEL1L', 'EGFR', 'SIRT1', 'NOTCH1', 'CDH2', 'EP300', 'RBPJ', 'MECP2', 'NOTCH2', 'GPS2', 'HDAC3', 'CDH1', 'SKI', 'SNW1', 'RCOR1', 'SP1', 'KAT2B', 'ESR1', 'CTNNA2', 'FOXO1', 'PDE8A', 'DRAP1', 'HHIP', 'FOXH1', 'JAG1', 'TP53', 'SMAD3', 'NOTCH4', 'HDAC2', 'KDM1A', 'SKIL', 'NCOA1']
1323	GO:BP	GO:0003006	developmental process involved in reproduction	0.0082547113579709	True	"""A developmental process in which a progressive change in the state of some part of an organism, germline or somatic, specifically contributes to its ability to form offspring."" [GOC:dph, GOC:isa_complete]"	980	101	17	21110	0.1683168316831683	0.0173469387755102	query_1	['GO:0022414', 'GO:0032502']	['NRIP1', 'PTCH1', 'IHH', 'AKT1', 'DHH', 'SRC', 'CTNNB1', 'UBE2J1', 'AR', 'CTNNA1', 'SIRT1', 'SMAD4', 'NOTCH1', 'SHH', 'ESR1', 'RARA', 'SKIL']
1324	GO:BP	GO:0033077	T cell differentiation in thymus	0.0082861470432792	True	"""The process in which a precursor cell type acquires the specialized features of a T cell via a differentiation pathway dependent upon transit through the thymus."" [GOC:add, ISBN:0781735149]"	87	101	6	21110	0.0594059405940594	0.0689655172413793	query_1	['GO:0030217']	['IHH', 'CTNNB1', 'ADAM17', 'ABL1', 'SHH', 'TP53']
1325	GO:BP	GO:0032370	positive regulation of lipid transport	0.0082861470432792	True	"""Any process that activates or increases the frequency, rate or extent of the directed movement of lipids into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:mah]"	87	101	6	21110	0.0594059405940594	0.0689655172413793	query_1	['GO:0006869', 'GO:0032368', 'GO:0051050', 'GO:1905954']	['RXRA', 'PTCH1', 'NR1H2', 'NR1H3', 'SIRT1', 'GPS2']
1326	GO:BP	GO:0022408	negative regulation of cell-cell adhesion	0.0083084080228423	True	"""Any process that stops, prevents or reduces the rate or extent of cell adhesion to another cell."" [GOC:isa_complete]"	191	101	8	21110	0.0792079207920792	0.0418848167539267	query_1	['GO:0007162', 'GO:0022407', 'GO:0098609']	['IHH', 'AKT1', 'ABL1', 'NOTCH1', 'SHH', 'CDH1', 'JAG1', 'NOTCH4']
1327	HP	HP:0000589	Coloboma	0.0085016891828071	True	A developmental defect characterized by a cleft of some portion of the eye or ocular adnexa.	233	54	12	4851	0.2222222222222222	0.0515021459227467	query_1	['HP:0012372']	['PTCH1', 'NOTCH3', 'TGIF1', 'AKT1', 'CREBBP', 'CDON', 'SIN3A', 'DLL1', 'SHH', 'EP300', 'NOTCH2', 'FOXH1']
1328	GO:MF	GO:0042802	identical protein binding	0.0085582521373043	True	"""Binding to an identical protein or proteins."" [GOC:jl]"	2136	101	26	20195	0.2574257425742574	0.0121722846441947	query_1	['GO:0005515']	['RXRA', 'NOTCH3', 'AKT1', 'SMURF2', 'ADAM10', 'VCP', 'CENPJ', 'TBL1X', 'CTNNA1', 'SMAD2', 'EGFR', 'SIRT1', 'SMAD4', 'NOTCH1', 'CDH2', 'CDH1', 'SKI', 'SP1', 'ESR1', 'DRAP1', 'APP', 'TP53', 'SMAD3', 'SKIL', 'CCNC', 'JUP']
1329	GO:BP	GO:0010629	negative regulation of gene expression	0.008619474790547	True	"""Any process that decreases the frequency, rate or extent of gene expression. Gene expression is the process in which a gene's coding sequence is converted into a mature gene product (protein or RNA)."" [GOC:txnOH-2018]"	1570	101	22	21110	0.2178217821782178	0.0140127388535031	query_1	['GO:0010467', 'GO:0010468', 'GO:0010605']	['AKT1', 'ADAM10', 'PSEN1', 'NR1H2', 'CTNNB1', 'HDAC1', 'SIN3A', 'DLL1', 'SMAD2', 'SIRT1', 'NOTCH1', 'SHH', 'MECP2', 'NOTCH2', 'RCOR1', 'KAT2B', 'ESR1', 'RARA', 'APP', 'TP53', 'SMAD3', 'KDM1A']
1330	HPA	HPA:0480000	small intestine	0.0087420595401485	True	small intestine	7868	76	69	11006	0.9078947368421052	0.0087697000508388	query_1	['HPA:0000000']	['MAML1', 'MAML2', 'NRIP1', 'RXRA', 'UBE2I', 'NOTCH3', 'NCOA3', 'CCDC51', 'AKT1', 'SYVN1', 'CREBBP', 'SMURF2', 'ADAM10', 'SRC', 'PSEN1', 'DERL2', 'VCP', 'FOXO3', 'TACC3', 'CTNNB1', 'HDAC1', 'ADAM17', 'ITGB3BP', 'NCSTN', 'ABL1', 'OS9', 'TBL1X', 'NCOR2', 'SIN3A', 'PLK2', 'AMIGO1', 'RXRB', 'NR1H3', 'PSENEN', 'CTNNA1', 'SUMO1', 'SMAD2', 'SEL1L', 'EGFR', 'SIRT1', 'SMAD4', 'NOTCH1', 'CDH2', 'EP300', 'MECP2', 'NOTCH2', 'APH1A', 'GPS2', 'NCOR1', 'HDAC3', 'ERLEC1', 'CDH1', 'SKI', 'SNW1', 'RCOR1', 'SP1', 'KAT2B', 'FOXO1', 'MAML3', 'PDE8A', 'JAG1', 'CTNND1', 'TBL1XR1', 'TP53', 'SMAD3', 'HDAC2', 'KDM1A', 'NCOA1', 'JUP']
1331	GO:BP	GO:0006111	regulation of gluconeogenesis	0.0088091890739876	True	"""Any process that modulates the frequency, rate or extent of gluconeogenesis, the formation of glucose from noncarbohydrate precursors, such as pyruvate, amino acids and glycerol."" [GOC:go_curators]"	50	101	5	21110	0.0495049504950495	0.1	query_1	['GO:0006094', 'GO:0010906', 'GO:0043255']	['KAT2A', 'SIRT1', 'EP300', 'KAT2B', 'FOXO1']
1332	KEGG	KEGG:05223	Non-small cell lung cancer	0.0088222114580486	True	Non-small cell lung cancer	72	86	6	8161	0.0697674418604651	0.0833333333333333	query_1	['KEGG:00000']	['RXRA', 'AKT1', 'FOXO3', 'RXRB', 'EGFR', 'TP53']
1333	GO:BP	GO:0046599	regulation of centriole replication	0.0088597418558395	True	"""Any process that modulates the frequency, rate or extent of the formation of a daughter centriole of an existing centriole."" [GOC:ai]"	23	101	4	21110	0.0396039603960396	0.1739130434782608	query_1	['GO:0007099', 'GO:0010824', 'GO:1902115']	['KAT2A', 'CENPJ', 'PLK2', 'KAT2B']
1334	GO:BP	GO:2000629	negative regulation of miRNA metabolic process	0.0088597418558395	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of miRNA metabolic process."" [GOC:dph]"	23	101	4	21110	0.0396039603960396	0.1739130434782608	query_1	['GO:0010586', 'GO:0051253', 'GO:2000628']	['NCOR2', 'NCOR1', 'ESR1', 'RARA']
1335	GO:BP	GO:0090090	negative regulation of canonical Wnt signaling pathway	0.008910923152236	True	"""Any process that decreases the rate, frequency, or extent of the Wnt signaling pathway through beta-catenin, the series of molecular signals initiated by binding of a Wnt protein to a frizzled family receptor on the surface of the target cell, followed by propagation of the signal via beta-catenin, and ending with a change in transcription of target genes."" [GOC:dph, GOC:tb]"	136	101	7	21110	0.0693069306930693	0.0514705882352941	query_1	['GO:0030178', 'GO:0060070', 'GO:0060828']	['CTNNB1', 'HDAC1', 'NOTCH1', 'CDH2', 'SHH', 'FOXO1', 'CTNND1']
1336	GO:MF	GO:0001099	basal RNA polymerase II transcription machinery binding	0.0089939539340932	True	"""Binding to a component of the basal transcription machinery for RNA polymerase II which is composed of the RNA polymerase II core enzyme, a multisubunit eukaryotic nuclear RNA polymerase typically composed of twelve subunits, and the basal RNA polymerase II transcription factors, the minimal set of factors required for formation of the preinitiation complex (PIC) by the RNA polymerase."" [GOC:txnOH]"	61	101	5	20195	0.0495049504950495	0.081967213114754	query_1	['GO:0001098']	['NCOA3', 'AR', 'ESR1', 'DRAP1', 'TP53']
1337	GO:MF	GO:0001098	basal transcription machinery binding	0.0089939539340932	True	"""Binding to a component of the basal transcription machinery which is composed of the RNA polymerase core enzyme and the basal transcription factor(s), the minimal set of factors required for formation of the preinitiation complex (PIC) by the RNA polymerase."" [GOC:txnOH]"	61	101	5	20195	0.0495049504950495	0.081967213114754	query_1	['GO:0005515']	['NCOA3', 'AR', 'ESR1', 'DRAP1', 'TP53']
1338	GO:BP	GO:0005996	monosaccharide metabolic process	0.0090255999101264	True	"""The chemical reactions and pathways involving monosaccharides, the simplest carbohydrates. They are polyhydric alcohols containing either an aldehyde or a keto group and between three to ten or more carbon atoms. They form the constitutional repeating units of oligo- and polysaccharides."" [ISBN:0198506732]"	258	101	9	21110	0.0891089108910891	0.0348837209302325	query_1	['GO:0005975', 'GO:0044281']	['AKT1', 'SRC', 'KAT2A', 'NCOA2', 'SIRT1', 'EP300', 'KAT2B', 'FOXO1', 'TP53']
1339	HPA	HPA:0590052	thyroid gland; glandular cells[≥Medium]	0.0090409353027508	True	thyroid gland; glandular cells[≥Medium]	5595	76	56	11006	0.7368421052631579	0.0100089365504915	query_1	['HPA:0590051']	['MAML1', 'MAML2', 'RXRA', 'UBE2I', 'NCOA3', 'CCDC51', 'AKT1', 'SYVN1', 'CREBBP', 'SMURF2', 'PSEN1', 'DERL2', 'VCP', 'FOXO3', 'CTNNB1', 'HDAC1', 'ADAM17', 'ITGB3BP', 'ABL1', 'OS9', 'TBL1X', 'NCOR2', 'SIN3A', 'PLK2', 'AMIGO1', 'RXRB', 'NR1H3', 'PSENEN', 'CTNNA1', 'SUMO1', 'SEL1L', 'EGFR', 'SMAD4', 'NOTCH1', 'EP300', 'MECP2', 'NOTCH2', 'APH1A', 'GPS2', 'NCOR1', 'HDAC3', 'ERLEC1', 'CDH1', 'SNW1', 'RCOR1', 'SP1', 'KAT2B', 'MAML3', 'JAG1', 'CTNND1', 'TBL1XR1', 'SMAD3', 'HDAC2', 'KDM1A', 'NCOA1', 'JUP']
1340	TF	TF:M00986	Factor: Churchill; motif: CGGGNN	0.0090492240855697	True	Factor: Churchill; motif: CGGGNN	14512	101	92	20011	0.9108910891089108	0.0063395810363836	query_1	['TF:M00000']	['MAML1', 'MAML2', 'NRIP1', 'RXRA', 'UBE2I', 'PTCH1', 'NOTCH3', 'NCOA3', 'CCDC51', 'TGIF1', 'IHH', 'AKT1', 'SYVN1', 'CDK8', 'CREBBP', 'SMURF2', 'BOC', 'ADAM10', 'DHH', 'YOD1', 'CDON', 'SRC', 'DERL2', 'KAT2A', 'APH1B', 'FOXO3', 'TACC3', 'NR1H2', 'NCOA2', 'HDAC1', 'ADAM17', 'ITGB3BP', 'NCSTN', 'CENPJ', 'ABL1', 'OS9', 'FOXG1', 'UBE2J1', 'NCOR2', 'SIN3A', 'DLL1', 'PLK2', 'AMIGO1', 'RXRB', 'NR1H3', 'AR', 'PSENEN', 'CTNNA1', 'SUMO1', 'SMAD2', 'SEL1L', 'EGFR', 'SIRT1', 'SMAD4', 'NOTCH1', 'CDH2', 'SHH', 'EP300', 'RBPJ', 'MECP2', 'NOTCH2', 'APH1A', 'HDAC3', 'ERLEC1', 'CDH1', 'SKI', 'RCOR1', 'SP1', 'KAT2B', 'ESR1', 'CTNNA2', 'FOXO1', 'MAML3', 'PDE8A', 'DRAP1', 'RARA', 'HHIP', 'APP', 'FOXH1', 'JAG1', 'CTNND1', 'TBL1XR1', 'TP53', 'SMAD3', 'NOTCH4', 'HDAC2', 'KDM1A', 'SKIL', 'NCOA1', 'CCNC', 'CDH10', 'JUP']
1341	CORUM	CORUM:5184	SWI/SNF-related chromatin-remodeling complex	0.0090521856744028	True	SWI/SNF-related chromatin-remodeling complex	5	65	3	3383	0.0461538461538461	0.6	query_1	['CORUM:0000000']	['HDAC1', 'SIN3A', 'MECP2']
1342	CORUM	CORUM:6886	AUP1-OS9-SEL1L-UBC6e-UBXD8 complex	0.0090521856744028	True	AUP1-OS9-SEL1L-UBC6e-UBXD8 complex	5	65	3	3383	0.0461538461538461	0.6	query_1	['CORUM:0000000']	['OS9', 'UBE2J1', 'SEL1L']
1343	CORUM	CORUM:2638	HES1 promoter corepressor complex	0.0090521856744028	True	HES1 promoter corepressor complex	5	65	3	3383	0.0461538461538461	0.6	query_1	['CORUM:0000000']	['CREBBP', 'EP300', 'RBPJ']
1344	CORUM	CORUM:634	XFIM complex	0.0090521856744028	True	XFIM complex	5	65	3	3383	0.0461538461538461	0.6	query_1	['CORUM:0000000']	['HDAC1', 'HDAC2', 'KDM1A']
