Progeroid syndrome, Petty type	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
1208	GO:BP	GO:0070723	response to cholesterol	0.0274308392358783	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a cholesterol stimulus."" [GOC:BHF, GOC:vk]"	24	96	2	15719	0.0208333333333333	0.0833333333333333	query_1	['GO:0036314', 'GO:0097305']	['TGFBR2', 'TGFBR1']
1206	GO:BP	GO:1903205	regulation of hydrogen peroxide-induced cell death	0.0274308392358783	True	"""Any process that modulates the frequency, rate or extent of hydrogen peroxide-induced cell death."" [GO_REF:0000058, GOC:bf, GOC:PARL, GOC:TermGenie]"	24	96	2	15719	0.0208333333333333	0.0833333333333333	query_1	['GO:0036474', 'GO:1901031', 'GO:1903201']	['MET', 'HGF']
1207	GO:BP	GO:0051220	cytoplasmic sequestering of protein	0.0274308392358783	True	"""The selective interaction of a protein with specific molecules in the cytoplasm, thereby inhibiting its transport into other areas of the cell."" [GOC:ai]"	24	96	2	15719	0.0208333333333333	0.0833333333333333	query_1	['GO:0045185']	['LATS1', 'PKD1']
1209	GO:BP	GO:0034114	regulation of heterotypic cell-cell adhesion	0.0274308392358783	True	"""Any process that modulates the frequency, rate, or extent of heterotypic cell-cell adhesion."" [GOC:add]"	24	96	2	15719	0.0208333333333333	0.0833333333333333	query_1	['GO:0022407', 'GO:0034113']	['SKAP1', 'LCK']
1213	GO:BP	GO:2000178	negative regulation of neural precursor cell proliferation	0.0274308392358783	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of neural precursor cell proliferation."" [GOC:dph, GOC:yaf]"	24	96	2	15719	0.0208333333333333	0.0833333333333333	query_1	['GO:0008285', 'GO:0061351', 'GO:2000177']	['RAPGEF1', 'TGFB1']
1211	GO:BP	GO:0071230	cellular response to amino acid stimulus	0.0274308392358783	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an amino acid stimulus. An amino acid is a carboxylic acids containing one or more amino groups."" [GOC:mah]"	71	96	3	15719	0.03125	0.0422535211267605	query_1	['GO:0043200', 'GO:0071229', 'GO:0071417', 'GO:1901701']	['FYN', 'EGFR', 'PDGFRA']
1210	GO:BP	GO:0042058	regulation of epidermal growth factor receptor signaling pathway	0.0274308392358783	True	"""Any process that modulates the frequency, rate or extent of epidermal growth factor receptor signaling pathway activity."" [GOC:go_curators]"	71	96	3	15719	0.03125	0.0422535211267605	query_1	['GO:0007173', 'GO:1901184']	['SOS1', 'EGFR', 'CBL']
1215	GO:BP	GO:0043555	regulation of translation in response to stress	0.0274308392358783	True	"""Modulation of the frequency, rate or extent of translation as a result of a stimulus indicating the organism is under stress. The stress is usually, but not necessarily, exogenous (e.g. temperature, humidity, ionizing radiation)."" [GOC:jl]"	24	96	2	15719	0.0208333333333333	0.0833333333333333	query_1	['GO:0006417', 'GO:0033554']	['NCK1', 'NCK2']
1214	GO:BP	GO:0045932	negative regulation of muscle contraction	0.0274308392358783	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of muscle contraction."" [GOC:go_curators]"	24	96	2	15719	0.0208333333333333	0.0833333333333333	query_1	['GO:0006936', 'GO:0006937', 'GO:0051241']	['DOCK4', 'DOCK5']
1212	GO:BP	GO:0032331	negative regulation of chondrocyte differentiation	0.0274308392358783	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of chondrocyte differentiation."" [GOC:mah]"	24	96	2	15719	0.0208333333333333	0.0833333333333333	query_1	['GO:0002062', 'GO:0032330', 'GO:0045596', 'GO:0061037']	['TGFBR1', 'PTPN11']
1216	GO:BP	GO:0042552	myelination	0.0282766866267126	True	"""The process in which myelin sheaths are formed and maintained around neurons. Oligodendrocytes in the brain and spinal cord and Schwann cells in the peripheral nervous system wrap axons with compact layers of their plasma membrane. Adjacent myelin segments are separated by a non-myelinated stretch of axon called a node of Ranvier."" [GOC:dgh, GOC:mah]"	136	96	4	15719	0.0416666666666666	0.0294117647058823	query_1	['GO:0008366']	['HGF', 'PARD3', 'TGFB1', 'ERBB2']
1217	GO:BP	GO:0070373	negative regulation of ERK1 and ERK2 cascade	0.0283819813116621	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of signal transduction mediated by the ERK1 and ERK2 cascade."" [GOC:add, ISBN:0121245462, ISBN:0896039986]"	72	96	3	15719	0.03125	0.0416666666666666	query_1	['GO:0043409', 'GO:0070371', 'GO:0070372']	['RAPGEF1', 'LYN', 'SIRPA']
1218	GO:BP	GO:0048332	mesoderm morphogenesis	0.0283819813116621	True	"""The process in which the anatomical structures of the mesoderm are generated and organized."" [GOC:go_curators]"	72	96	3	15719	0.03125	0.0416666666666666	query_1	['GO:0007498', 'GO:0048729']	['ITGB1', 'ITGB3', 'SMAD3']
1219	GO:BP	GO:0007585	respiratory gaseous exchange by respiratory system	0.0283819813116621	True	"""The process of gaseous exchange between an organism and its environment. In plants, microorganisms, and many small animals, air or water makes direct contact with the organism's cells or tissue fluids, and the processes of diffusion supply the organism with dioxygen (O2) and remove carbon dioxide (CO2). In larger animals the efficiency of gaseous exchange is improved by specialized respiratory organs, such as lungs and gills, which are ventilated by breathing mechanisms."" [ISBN:0198506732]"	72	96	3	15719	0.03125	0.0416666666666666	query_1	['GO:0032501']	['SFTPA1', 'SFTPD', 'SFTPA2']
1220	GO:BP	GO:0042698	ovulation cycle	0.0283819813116621	True	"""The type of sexual cycle seen in females, often with physiologic changes in the endometrium that recur at regular intervals during the reproductive years."" [ISBN:0721662544]"	72	96	3	15719	0.03125	0.0416666666666666	query_1	['GO:0048511', 'GO:0048609']	['SRC', 'TGFB3', 'PDGFRA']
1221	GO:BP	GO:0097190	apoptotic signaling pathway	0.0284376253553364	True	"""The series of molecular signals which triggers the apoptotic death of a cell. The pathway starts with reception of a signal, and ends when the execution phase of apoptosis is triggered."" [GOC:mtg_apoptosis]"	588	96	9	15719	0.09375	0.0153061224489795	query_1	['GO:0006915', 'GO:0007165']	['NCK1', 'ITGAV', 'SRC', 'PIK3R1', 'HGF', 'TGFBR1', 'LCK', 'SMAD3', 'NCK2']
1224	GO:BP	GO:0035270	endocrine system development	0.0288042298544683	True	"""Progression of the endocrine system over time, from its formation to a mature structure. The endocrine system is a system of hormones and ductless glands, where the glands release hormones directly into the blood, lymph or other intercellular fluid, and the hormones circulate within the body to affect distant organs. The major glands that make up the human endocrine system are the hypothalamus, pituitary, thyroid, parathryoids, adrenals, pineal body, and the reproductive glands which include the ovaries and testes."" [GOC:bf, Wikipedia:Development_of_the_endocrine_system]"	137	96	4	15719	0.0416666666666666	0.0291970802919708	query_1	['GO:0048731']	['CRKL', 'TGFBR1', 'SMAD3', 'PDGFRA']
1222	GO:BP	GO:0031644	regulation of nervous system process	0.0288042298544683	True	"""Any process that modulates the frequency, rate or extent of a neurophysiological process, an organ system process carried out by any of the organs or tissues of the nervous system."" [GOC:dph, GOC:mah, GOC:tb]"	137	96	4	15719	0.0416666666666666	0.0291970802919708	query_1	['GO:0044057', 'GO:0050877']	['SRC', 'HGF', 'PARD3', 'PTK2B']
1223	GO:BP	GO:0030177	positive regulation of Wnt signaling pathway	0.0288042298544683	True	"""Any process that activates or increases the frequency, rate or extent of Wnt signal transduction."" [GOC:dph, GOC:go_curators, GOC:tb]"	137	96	4	15719	0.0416666666666666	0.0291970802919708	query_1	['GO:0009967', 'GO:0016055', 'GO:0030111']	['SMURF2', 'SRC', 'EGFR', 'SMAD3']
272	REAC	REAC:R-HSA-8941858	Regulation of RUNX3 expression and activity	0.0289483775321255	True	Regulation of RUNX3 expression and activity	54	94	3	10022	0.0319148936170212	0.0555555555555555	query_1	['REAC:R-HSA-8878159']	['SMURF2', 'SRC', 'SMURF1']
1231	GO:BP	GO:0003281	ventricular septum development	0.0291738824098146	True	"""The progression of the ventricular septum over time from its formation to the mature structure."" [GOC:mtg_heart]"	73	96	3	15719	0.03125	0.0410958904109589	query_1	['GO:0003231', 'GO:0003279']	['SMAD7', 'TGFBR2', 'TGFBR1']
1229	GO:BP	GO:0032967	positive regulation of collagen biosynthetic process	0.0291738824098146	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of collagen, any of a group of fibrous proteins of very high tensile strength that form the main component of connective tissue in animals."" [GOC:mah]"	25	96	2	15719	0.0208333333333333	0.08	query_1	['GO:0009891', 'GO:0010714', 'GO:0032964', 'GO:0032965']	['TGFB3', 'TGFB1']
1232	GO:BP	GO:0046628	positive regulation of insulin receptor signaling pathway	0.0291738824098146	True	"""Any process that increases the frequency, rate or extent of insulin receptor signaling."" [GOC:bf]"	25	96	2	15719	0.0208333333333333	0.08	query_1	['GO:0008286', 'GO:0009967', 'GO:0046626', 'GO:1900078']	['SRC', 'PTPN11']
1233	GO:BP	GO:0032958	inositol phosphate biosynthetic process	0.0291738824098146	True	"""The chemical reactions and pathways resulting in the formation of an inositol phosphate, 1,2,3,4,5,6-cyclohexanehexol, with one or more phosphate groups attached."" [GOC:mah]"	25	96	2	15719	0.0208333333333333	0.08	query_1	['GO:0043647', 'GO:0046173', 'GO:0090407']	['PLCG2', 'PTK2B']
1228	GO:BP	GO:0051450	myoblast proliferation	0.0291738824098146	True	"""The multiplication or reproduction of myoblasts, resulting in the expansion of a myoblast cell population. A myoblast is a mononucleate cell type that, by fusion with other myoblasts, gives rise to the myotubes that eventually develop into skeletal muscle fibers."" [CL:0000056, GOC:ai, GOC:mtg_muscle]"	25	96	2	15719	0.0208333333333333	0.08	query_1	['GO:0008283']	['SRC', 'HGF']
1230	GO:BP	GO:0015868	purine ribonucleotide transport	0.0291738824098146	True	"""The directed movement of a purine ribonucleotide, any compound consisting of a purine ribonucleoside (a purine organic base attached to a ribose sugar) esterified with (ortho)phosphate, into, out of or within a cell."" [GOC:ai]"	25	96	2	15719	0.0208333333333333	0.08	query_1	['GO:0015865', 'GO:1901264']	['CD47', 'SLC25A24']
1227	GO:BP	GO:0006929	substrate-dependent cell migration	0.0291738824098146	True	"""The orderly movement of a cell from one site to another along a substrate such as the extracellular matrix; the migrating cell forms a protrusion that attaches to the substrate."" [ISBN:0815316194, PMID:11944043, PMID:14657486]"	25	96	2	15719	0.0208333333333333	0.08	query_1	['GO:0016477']	['NCK1', 'FN1']
1234	GO:BP	GO:0002218	activation of innate immune response	0.0291738824098146	True	"""Any process that initiates an innate immune response. Innate immune responses are defense responses mediated by germline encoded components that directly recognize components of potential pathogens. Examples of this process include activation of the hypersensitive response of Arabidopsis thaliana and activation of any NOD or TLR signaling pathway in vertebrate species."" [GO_REF:0000022, GOC:add, GOC:mtg_sensu, ISBN:0781735149, PMID:15199967, PMID:16177805]"	214	96	5	15719	0.0520833333333333	0.0233644859813084	query_1	['GO:0002253', 'GO:0045089']	['SRC', 'PLCG2', 'FYN', 'LYN', 'SYK']
1225	GO:BP	GO:1904752	regulation of vascular associated smooth muscle cell migration	0.0291738824098146	True	"""Any process that modulates the frequency, rate or extent of vascular associated smooth muscle cell migration."" [GO_REF:0000058, GOC:BHF, GOC:BHF_miRNA, GOC:rph, GOC:TermGenie, PMID:20693317]"	25	96	2	15719	0.0208333333333333	0.08	query_1	['GO:0014910', 'GO:1904738']	['DOCK4', 'DOCK5']
1235	GO:BP	GO:0097186	amelogenesis	0.0291738824098146	True	"""The process whose specific outcome is the formation of tooth enamel, occurring in two stages: secretory stage and maturation stage."" [GOC:cjm, GOC:sl, PMID:10206335, PMID:21196346]"	25	96	2	15719	0.0208333333333333	0.08	query_1	['GO:0042475', 'GO:0048646']	['TGFB1', 'ITGB6']
1226	GO:BP	GO:0051016	barbed-end actin filament capping	0.0291738824098146	True	"""The binding of a protein or protein complex to the barbed (or plus) end of an actin filament, thus preventing the addition, exchange or removal of further actin subunits."" [ISBN:071673706X]"	25	96	2	15719	0.0208333333333333	0.08	query_1	['GO:0051693']	['NCK1', 'NCK2']
1236	GO:BP	GO:0045727	positive regulation of translation	0.0291944322516987	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of proteins by the translation of mRNA or circRNA."" [GOC:dph, GOC:go_curators, GOC:tb]"	138	96	4	15719	0.0416666666666666	0.0289855072463768	query_1	['GO:0006412', 'GO:0006417', 'GO:0010557', 'GO:0010628', 'GO:0031328', 'GO:0034250', 'GO:0051247']	['NCK1', 'ERBB2', 'PTK2B', 'NCK2']
1238	GO:BP	GO:0008366	axon ensheathment	0.0291944322516987	True	"""Any process in which the axon of a neuron is insulated, and that insulation maintained, thereby preventing dispersion of the electrical signal."" [GOC:jl, ISBN:0878932437]"	138	96	4	15719	0.0416666666666666	0.0289855072463768	query_1	['GO:0007272']	['HGF', 'PARD3', 'TGFB1', 'ERBB2']
1237	GO:BP	GO:0007272	ensheathment of neurons	0.0291944322516987	True	"""The process in which glial cells envelop neuronal cell bodies and/or axons to form an insulating layer. This can take the form of myelinating or non-myelinating ensheathment."" [GOC:dgh, GOC:dph, GOC:tb]"	138	96	4	15719	0.0416666666666666	0.0289855072463768	query_1	['GO:0007399', 'GO:0009987']	['HGF', 'PARD3', 'TGFB1', 'ERBB2']
1239	GO:BP	GO:0043588	skin development	0.0292385841077458	True	"""The process whose specific outcome is the progression of the skin over time, from its formation to the mature structure. The skin is the external membranous integument of an animal. In vertebrates the skin generally consists of two layers, an outer nonsensitive and nonvascular epidermis (cuticle or skarfskin) composed of cells which are constantly growing and multiplying in the deeper, and being thrown off in the superficial layers, as well as an inner vascular dermis (cutis, corium or true skin) composed mostly of connective tissue."" [GOC:jl, UBERON:0002097]"	300	96	6	15719	0.0625	0.02	query_1	['GO:0048513']	['MET', 'LATS1', 'SOS1', 'EGFR', 'PKD1', 'ITGB6']
1240	GO:BP	GO:0072073	kidney epithelium development	0.0298494157290012	True	"""The process whose specific outcome is the progression of an epithelium in the kidney over time, from its formation to the mature structure. An epithelium is a tissue that covers the internal or external surfaces of an anatomical structure."" [GOC:mtg_kidney_jan10]"	139	96	4	15719	0.0416666666666666	0.0287769784172661	query_1	['GO:0001822', 'GO:0060429']	['SMAD7', 'TGFB1', 'PKD1', 'SMAD3']
1241	GO:BP	GO:0048660	regulation of smooth muscle cell proliferation	0.0298494157290012	True	"""Any process that modulates the frequency, rate or extent of smooth muscle cell proliferation."" [CL:0000192, GOC:ebc]"	139	96	4	15719	0.0416666666666666	0.0287769784172661	query_1	['GO:0042127', 'GO:0048659']	['SRC', 'ITGB3', 'TGFB3', 'TGFBR2']
1242	GO:BP	GO:0030968	endoplasmic reticulum unfolded protein response	0.0300394246100548	True	"""The series of molecular signals generated as a consequence of the presence of unfolded proteins in the endoplasmic reticulum (ER) or other ER-related stress; results in changes in the regulation of transcription and translation."" [GOC:mah, PMID:12042763]"	74	96	3	15719	0.03125	0.0405405405405405	query_1	['GO:0007165', 'GO:0034620', 'GO:0034976']	['NCK1', 'PIK3R1', 'NCK2']
275	REAC	REAC:R-HSA-1226099	Signaling by FGFR in disease	0.0302265037254428	True	Signaling by FGFR in disease	55	94	3	10022	0.0319148936170212	0.0545454545454545	query_1	['REAC:R-HSA-5663202']	['PIK3R1', 'SOS1', 'PLCG1']
274	REAC	REAC:R-HSA-5621575	CD209 (DC-SIGN) signaling	0.0302265037254428	True	CD209 (DC-SIGN) signaling	20	94	2	10022	0.0212765957446808	0.1	query_1	['REAC:R-HSA-5621481']	['FYN', 'LYN']
273	REAC	REAC:R-HSA-202430	Translocation of ZAP-70 to Immunological synapse	0.0302265037254428	True	Translocation of ZAP-70 to Immunological synapse	20	94	2	10022	0.0212765957446808	0.1	query_1	['REAC:R-HSA-202403']	['ZAP70', 'LCK']
1243	GO:BP	GO:0002833	positive regulation of response to biotic stimulus	0.0305082730667349	True	"""Any process that activates or increases the frequency, rate, or extent of a response to biotic stimulus."" [GOC:add]"	303	96	6	15719	0.0625	0.0198019801980198	query_1	['GO:0002831', 'GO:0009607', 'GO:0048584']	['SRC', 'PLCG2', 'FYN', 'LYN', 'VAV1', 'SYK']
126	GO:CC	GO:0070436	Grb2-EGFR complex	0.0309436476961171	True	"""A protein complex that contains the epidermal growth factor receptor (EGFR) and Grb2, and is involved in linking EGFR activation to the p21-Ras pathway."" [GOC:mah, PMID:7798267]"	2	98	1	16420	0.010204081632653	0.5	query_1	['GO:0098797']	['GRB2']
128	GO:CC	GO:0005901	caveola	0.0309436476961171	True	"""A membrane raft that forms small pit, depression, or invagination that communicates with the outside of a cell and extends inward, indenting the cytoplasm and the cell membrane. Examples include flask-shaped invaginations of the plasma membrane in adipocytes associated with caveolin proteins, and minute pits or incuppings of the cell membrane formed during pinocytosis. Caveolae may be pinched off to form free vesicles within the cytoplasm."" [GOC:mah, ISBN:0721662544, PMID:16645198]"	79	98	3	16420	0.0306122448979591	0.0379746835443038	query_1	['GO:0044853']	['SRC', 'TGFBR2', 'CBL']
124	GO:CC	GO:1902911	protein kinase complex	0.0309436476961171	True	"""A protein complex which is capable of protein kinase activity."" [GO_REF:0000088, GOC:bhm, GOC:TermGenie, PMID:24606918]"	146	98	4	16420	0.0408163265306122	0.0273972602739726	query_1	['GO:0061695']	['TGFBR2', 'PARD6A', 'PARD3', 'TGFBR1']
125	GO:CC	GO:0034681	integrin alpha11-beta1 complex	0.0309436476961171	True	"""An integrin complex that comprises one alpha11 subunit and one beta1 subunit."" [PMID:12297042]"	2	98	1	16420	0.010204081632653	0.5	query_1	['GO:0008305']	['ITGB1']
127	GO:CC	GO:0002133	polycystin complex	0.0309436476961171	True	"""A stable heterodimeric complex composed of polycystin-1 and polycystin-2."" [GOC:hjd, PMID:11901144]"	2	98	1	16420	0.010204081632653	0.5	query_1	['GO:0032991']	['PKD1']
129	GO:CC	GO:0034665	integrin alpha1-beta1 complex	0.0309436476961171	True	"""An integrin complex that comprises one alpha1 subunit and one beta1 subunit."" [PMID:12297042]"	2	98	1	16420	0.010204081632653	0.5	query_1	['GO:0008305']	['ITGB1']
130	GO:CC	GO:0034667	integrin alpha3-beta1 complex	0.0309436476961171	True	"""An integrin complex that comprises one alpha3 subunit and one beta1 subunit."" [PMID:12297042]"	2	98	1	16420	0.010204081632653	0.5	query_1	['GO:0008305']	['ITGB1']
132	GO:CC	GO:0071133	alpha9-beta1 integrin-ADAM8 complex	0.0309436476961171	True	"""A protein complex that consists of an alpha9-beta1 integrin complex bound to the transmembrane metallopeptidase ADAM8."" [PMID:16995821]"	2	98	1	16420	0.010204081632653	0.5	query_1	['GO:0098797']	['ITGB3']
133	GO:CC	GO:0034686	integrin alphav-beta8 complex	0.0309436476961171	True	"""An integrin complex that comprises one alphav subunit and one beta8 subunit."" [PMID:12297042]"	2	98	1	16420	0.010204081632653	0.5	query_1	['GO:0008305']	['ITGAV']
131	GO:CC	GO:0034678	integrin alpha8-beta1 complex	0.0309436476961171	True	"""An integrin complex that comprises one alpha8 subunit and one beta1 subunit."" [PMID:12297042]"	2	98	1	16420	0.010204081632653	0.5	query_1	['GO:0008305']	['ITGB1']
138	GO:CC	GO:0043231	intracellular membrane-bounded organelle	0.0309436476961171	True	"""Organized structure of distinctive morphology and function, bounded by a single or double lipid bilayer membrane and occurring within the cell. Includes the nucleus, mitochondria, plastids, vacuoles, and vesicles. Excludes the plasma membrane."" [GOC:go_curators]"	11275	98	78	16420	0.7959183673469388	0.0069179600886917	query_1	['GO:0043227', 'GO:0043229']	['RAPGEF1', 'LATS1', 'ITGB1', 'SFTPA1', 'NCK1', 'SMURF2', 'ITGB5', 'ITGAV', 'FN1', 'DOCK1', 'SRC', 'SPP1', 'SMAD7', 'ITGB3', 'TGFB3', 'PIK3R1', 'WIPF3', 'SKAP1', 'SFTPD', 'CRK', 'NPHP4', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'ZNF398', 'WASL', 'USP4', 'RPGRIP1L', 'WIPF1', 'PARD6A', 'ITGA2B', 'ITGA5', 'FYN', 'CHST10', 'FYB1', 'PAX3', 'WAS', 'LAT', 'DOCK4', 'SKAP2', 'LYN', 'SHB', 'GRB2', 'DVL2', 'TGFB1', 'EGFR', 'CD47', 'VCL', 'SYK', 'DMBT1', 'PLCG1', 'FCGR1A', 'OSCAR', 'SIRPA', 'SMURF1', 'ERBB2', 'SUGCT', 'SH3KBP1', 'PTK2B', 'CKAP4', 'SH3GL2', 'CRKL', 'VTN', 'CC2D1B', 'SLC25A24', 'TGFBR1', 'PKD1', 'PTK2', 'ITGB6', 'DOCK2', 'SMAD3', 'PTPN11', 'CBL', 'NCK2', 'PDGFRA', 'SFTPA2', 'ZDHHC2']
134	GO:CC	GO:0034774	secretory granule lumen	0.0309436476961171	True	"""The volume enclosed by the membrane of a secretory granule."" [GOC:rph]"	313	98	6	16420	0.0612244897959183	0.0191693290734824	query_1	['GO:0030141', 'GO:0060205']	['FN1', 'TGFB3', 'HGF', 'VCL', 'OSCAR', 'DOCK2']
139	GO:CC	GO:0060205	cytoplasmic vesicle lumen	0.0309436476961171	True	"""The volume enclosed by a cytoplasmic vesicle."" [GOC:dph, GOC:vesicles]"	316	98	6	16420	0.0612244897959183	0.0189873417721519	query_1	['GO:0031410', 'GO:0031983', 'GO:0070013']	['FN1', 'TGFB3', 'HGF', 'VCL', 'OSCAR', 'DOCK2']
135	GO:CC	GO:0034680	integrin alpha10-beta1 complex	0.0309436476961171	True	"""An integrin complex that comprises one alpha10 subunit and one beta1 subunit."" [PMID:12297042]"	2	98	1	16420	0.010204081632653	0.5	query_1	['GO:0008305']	['ITGB1']
136	GO:CC	GO:0036398	TCR signalosome	0.0309436476961171	True	"""A multi-protein complex containing at least the T-cell receptor complex and the LAT (linker for activation of T cells) scaffold protein. Also contains a variety of signaling proteins including co-receptors, kinases, phosphatases and adaptors such as CD8. Connects events on the plasma membrane to distal signaling cascades to ultimately modulate T cell biology."" [GOC:krc, PMID:17534068, PMID:20107804, PMID:22426112]"	2	98	1	16420	0.010204081632653	0.5	query_1	['GO:0032991']	['LCP2']
137	GO:CC	GO:0038143	ERBB3:ERBB2 complex	0.0309436476961171	True	"""A heterodimeric complex between the tyrosine kinase receptor ERBB2 and a ligand-activated receptor ERBB3. ERBB2, which does not bind any known ligand, is activated through formation of a heterodimer with another ligand-activated ERBB family member such as ERBB3."" [GOC:signaling, PMID:16460914, PMID:8665853, Reactome:R-HSA-1247502, Reactome:R-HSA-1963573, Reactome:R-HSA-1963589]"	2	98	1	16420	0.010204081632653	0.5	query_1	['GO:0098802']	['ERBB2']
1244	GO:BP	GO:0050807	regulation of synapse organization	0.030969820747694	True	"""Any process that modulates the physical form of a synapse, the junction between a neuron and a target (neuron, muscle, or secretory cell)."" [GOC:ai, GOC:dph, GOC:tb]"	218	96	5	15719	0.0520833333333333	0.0229357798165137	query_1	['GO:0050803', 'GO:0050808', 'GO:0051128']	['ITGB1', 'WASL', 'ASAP1', 'FYN', 'PTK2B']
1245	GO:BP	GO:2000573	positive regulation of DNA biosynthetic process	0.0310548137303116	True	"""Any process that activates or increases the frequency, rate or extent of DNA biosynthetic process."" [GOC:obol]"	75	96	3	15719	0.03125	0.04	query_1	['GO:0010557', 'GO:0031328', 'GO:0051054', 'GO:0071897', 'GO:2000278']	['SRC', 'HGF', 'PTK2B']
1246	GO:BP	GO:0071479	cellular response to ionizing radiation	0.0310548137303116	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a ionizing radiation stimulus. Ionizing radiation is radiation with sufficient energy to remove electrons from atoms and may arise from spontaneous decay of unstable isotopes, resulting in alpha and beta particles and gamma rays. Ionizing radiation also includes X-rays."" [GOC:mah]"	75	96	3	15719	0.03125	0.04	query_1	['GO:0010212', 'GO:0071478']	['GRB2', 'TGFB1', 'ITGB6']
1247	GO:BP	GO:0002092	positive regulation of receptor internalization	0.0310602709715712	True	"""Any process that activates or increases the frequency, rate or extent of receptor internalization."" [GOC:hjd]"	26	96	2	15719	0.0208333333333333	0.0769230769230769	query_1	['GO:0002090', 'GO:0031623', 'GO:0048260']	['PLCG2', 'SYK']
1250	GO:BP	GO:0010714	positive regulation of collagen metabolic process	0.0310602709715712	True	"""Any process that increases the frequency, rate or extent of the chemical reactions and pathways resulting in the metabolism of collagen, any of a group of fibrous proteins of very high tensile strength that form the main component of connective tissue in animals."" [GOC:dph, GOC:tb]"	26	96	2	15719	0.0208333333333333	0.0769230769230769	query_1	['GO:0009893', 'GO:0010712', 'GO:0032963']	['TGFB3', 'TGFB1']
1249	GO:BP	GO:0050921	positive regulation of chemotaxis	0.0310602709715712	True	"""Any process that activates or increases the frequency, rate or extent of the directed movement of a motile cell or organism in response to a specific chemical concentration gradient."" [GOC:ai]"	141	96	4	15719	0.0416666666666666	0.0283687943262411	query_1	['GO:0006935', 'GO:0032103', 'GO:0040017', 'GO:0050920']	['MET', 'PTK2B', 'PTK2', 'SMAD3']
1248	GO:BP	GO:0033081	regulation of T cell differentiation in thymus	0.0310602709715712	True	"""Any process that modulates the frequency, rate or extent of T cell differentiation in the thymus."" [GOC:add, GOC:mah]"	26	96	2	15719	0.0208333333333333	0.0769230769230769	query_1	['GO:0033077', 'GO:0045580']	['SOS1', 'ERBB2']
1252	GO:BP	GO:0014829	vascular associated smooth muscle contraction	0.0310602709715712	True	"""A process, occurring in the vascular tissue, whereby actin/myosin complex activity generates force through ATP hydrolysis resulting in a change in smooth muscle geometry. This process is always coupled to chemo-mechanical energy conversion."" [GOC:mtg_muscle, MA:0002718]"	26	96	2	15719	0.0208333333333333	0.0769230769230769	query_1	['GO:0006939', 'GO:0042310']	['DOCK4', 'DOCK5']
1251	GO:BP	GO:0072012	glomerulus vasculature development	0.0310602709715712	True	"""The biological process whose specific outcome is the progression of a glomerulus vasculature from an initial condition to its mature state. This process begins with the formation of the glomerulus vasculature and ends with the mature structure. The glomerulus vasculature is composed of the tubule structures that carry blood or lymph in the glomerulus."" [GOC:mtg_kidney_jan10]"	26	96	2	15719	0.0208333333333333	0.0769230769230769	query_1	['GO:0001568', 'GO:0032835', 'GO:0061440']	['ITGB3', 'PDGFRA']
140	GO:CC	GO:0031528	microvillus membrane	0.031102583201183	True	"""The portion of the plasma membrane surrounding a microvillus."" [GOC:mah]"	28	98	2	16420	0.0204081632653061	0.0714285714285714	query_1	['GO:0005902', 'GO:0031253']	['ITGAV', 'ITGB3']
276	REAC	REAC:R-HSA-375165	NCAM signaling for neurite out-growth	0.0314603887308473	True	NCAM signaling for neurite out-growth	56	94	3	10022	0.0319148936170212	0.0535714285714285	query_1	['REAC:R-HSA-422475']	['SOS1', 'FYN', 'PTK2']
1253	GO:BP	GO:0072006	nephron development	0.0317634738772082	True	"""The process whose specific outcome is the progression of the nephron over time, from its formation to the mature structure. A nephron is the functional unit of the kidney."" [GOC:mtg_kidney_jan10]"	142	96	4	15719	0.0416666666666666	0.028169014084507	query_1	['GO:0001822', 'GO:0048856']	['ITGB3', 'TGFB1', 'PKD1', 'PDGFRA']
1254	GO:BP	GO:2001056	positive regulation of cysteine-type endopeptidase activity	0.0317634738772082	True	"""Any process that activates or increases the frequency, rate or extent of cysteine-type endopeptidase activity."" [GOC:obol]"	142	96	4	15719	0.0416666666666666	0.028169014084507	query_1	['GO:0010950', 'GO:2000116']	['FYN', 'SYK', 'LCK', 'SMAD3']
1256	GO:BP	GO:1901184	regulation of ERBB signaling pathway	0.0319087563369686	True	"""Any process that modulates the frequency, rate or extent of ERBB signaling pathway."" [GOC:BHF, GOC:TermGenie]"	76	96	3	15719	0.03125	0.0394736842105263	query_1	['GO:0009966', 'GO:0038127']	['SOS1', 'EGFR', 'CBL']
