Neuroectodermal melanolysosomal disease	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
1666	REAC	REAC:R-HSA-5696394	DNA Damage Recognition in GG-NER	0.0356513173706873	True	DNA Damage Recognition in GG-NER	38	101	2	17376	0.0198019801980198	0.0526315789473684	query_1	['REAC:R-HSA-5696399']	['RBX1', 'RUVBL1']
1667	REAC	REAC:R-HSA-202424	Downstream TCR signaling	0.0356513173706873	True	Downstream TCR signaling	100	101	3	17376	0.0297029702970297	0.03	query_1	['REAC:R-HSA-202403']	['PSMC5', 'SKP1', 'CUL1']
1668	REAC	REAC:R-HSA-5668541	TNFR2 non-canonical NF-kB pathway	0.0356513173706873	True	TNFR2 non-canonical NF-kB pathway	100	101	3	17376	0.0297029702970297	0.03	query_1	['REAC:R-HSA-1280215']	['PSMC5', 'SKP1', 'CUL1']
1669	GO:BP	GO:0031397	negative regulation of protein ubiquitination	0.0358970864386664	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the addition of ubiquitin groups to a protein."" [GOC:mah]"	82	101	3	17376	0.0297029702970297	0.0365853658536585	query_1	['GO:0016567', 'GO:0031396', 'GO:1903321']	['AKT1', 'CDK5', 'CDKN2A']
1670	GO:BP	GO:0060964	regulation of miRNA-mediated gene silencing	0.0362076608713554	True	"""A process that modulates the rate, frequency, or extent of the downregulation of gene expression through the action of microRNAs (miRNAs)."" [GOC:aruk, GOC:bc, GOC:dph, GOC:rl, GOC:tb, PMID:23985560, PMID:28379604]"	29	101	2	17376	0.0198019801980198	0.0689655172413793	query_1	['GO:0035195', 'GO:1900368']	['STAT3', 'TP53']
1671	GO:BP	GO:0040013	negative regulation of locomotion	0.0362076608713554	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of locomotion of a cell or organism."" [GOC:go_curators]"	328	101	6	17376	0.0594059405940594	0.0182926829268292	query_1	['GO:0040011', 'GO:0040012', 'GO:0048519']	['AKT1', 'STAT3', 'HDAC1', 'RBBP4', 'SIN3A', 'HDAC2']
1672	GO:BP	GO:0014044	Schwann cell development	0.0362076608713554	True	"""The process aimed at the progression of a Schwann cell over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell. Schwann cells are found in the peripheral nervous system, where they insulate neurons and axons, and regulate the environment in which neurons function."" [GOC:dgh, GOC:ef]"	29	101	2	17376	0.0198019801980198	0.0689655172413793	query_1	['GO:0014037', 'GO:0021782']	['AKT1', 'CDK5']
1673	GO:BP	GO:0090314	positive regulation of protein targeting to membrane	0.0362076608713554	True	"""Any process that increases the frequency, rate or extent of the process of directing proteins towards a membrane, usually using signals contained within the protein."" [GOC:tb]"	29	101	2	17376	0.0198019801980198	0.0689655172413793	query_1	['GO:0006612', 'GO:0090313', 'GO:0090316', 'GO:1905477']	['CDK5', 'CDK5R1']
1674	REAC	REAC:R-HSA-975138	TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation	0.0364967473088868	True	TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation	101	101	3	17376	0.0297029702970297	0.0297029702970297	query_1	['REAC:R-HSA-975155']	['SKP1', 'CUL1', 'TP53']
1675	GO:BP	GO:0007265	Ras protein signal transduction	0.0366373123942426	True	"""The series of molecular signals within the cell that are mediated by a member of the Ras superfamily of proteins switching to a GTP-bound active state."" [GOC:bf]"	329	101	6	17376	0.0594059405940594	0.0182370820668693	query_1	['GO:0007264']	['RB1', 'CDKN1A', 'CCNA2', 'CDKN2A', 'CDK2', 'TP53']
1676	REAC	REAC:R-HSA-9716542	Signaling by Rho GTPases, Miro GTPases and RHOBTB3	0.0368191057061765	True	Signaling by Rho GTPases, Miro GTPases and RHOBTB3	704	101	9	17376	0.0891089108910891	0.0127840909090909	query_1	['REAC:R-HSA-162582']	['KIF5A', 'KLC4', 'CTNNB1', 'CCNE1', 'KIF5B', 'KLC2', 'CDKN1B', 'KLC1', 'KDM1A']
1677	REAC	REAC:R-HSA-2426168	Activation of gene expression by SREBF (SREBP)	0.0371445600063667	True	Activation of gene expression by SREBF (SREBP)	39	101	2	17376	0.0198019801980198	0.0512820512820512	query_1	['REAC:R-HSA-1655829']	['CREBBP', 'SP1']
1678	REAC	REAC:R-HSA-975155	MyD88 dependent cascade initiated on endosome	0.0371602514566687	True	MyD88 dependent cascade initiated on endosome	102	101	3	17376	0.0297029702970297	0.0294117647058823	query_1	['REAC:R-HSA-168138', 'REAC:R-HSA-168181']	['SKP1', 'CUL1', 'TP53']
1679	GO:CC	GO:0016514	SWI/SNF complex	0.0377349884377011	True	"""A SWI/SNF-type complex that contains 8 to 14 proteins, including both conserved (core) and nonconserved components; contains the ATPase product of the yeast SNF2 or mammalian SMARCA4/BAF190A/BRG1 gene, or an ortholog thereof."" [GOC:bhm, PMID:12672490]"	30	101	2	17376	0.0198019801980198	0.0666666666666666	query_1	['GO:0070603']	['RB1', 'SMARCA4']
1680	REAC	REAC:R-HSA-168181	Toll Like Receptor 7/8 (TLR7/8) Cascade	0.0379232118255721	True	Toll Like Receptor 7/8 (TLR7/8) Cascade	103	101	3	17376	0.0297029702970297	0.029126213592233	query_1	['REAC:R-HSA-168898']	['SKP1', 'CUL1', 'TP53']
1681	REAC	REAC:R-HSA-168164	Toll Like Receptor 3 (TLR3) Cascade	0.0379232118255721	True	Toll Like Receptor 3 (TLR3) Cascade	103	101	3	17376	0.0297029702970297	0.029126213592233	query_1	['REAC:R-HSA-168898']	['SKP1', 'CUL1', 'TP53']
1682	GO:BP	GO:0002088	lens development in camera-type eye	0.0381051921838803	True	"""The process whose specific outcome is the progression of the lens over time, from its formation to the mature structure. The lens is a transparent structure in the eye through which light is focused onto the retina. An example of this process is found in Mus musculus."" [GOC:dph, ISBN:0582064333]"	84	101	3	17376	0.0297029702970297	0.0357142857142857	query_1	['GO:0043010', 'GO:0048856']	['CTNNB1', 'CDKN1B', 'SMAD3']
1683	GO:BP	GO:0007584	response to nutrient	0.038361772668486	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a nutrient stimulus."" [GOC:go_curators]"	156	101	4	17376	0.0396039603960396	0.0256410256410256	query_1	['GO:0031667', 'GO:0042221']	['CDKN2B', 'CDKN2D', 'NQO1', 'CCND1']
1684	GO:BP	GO:2000108	positive regulation of leukocyte apoptotic process	0.0384494250630747	True	"""Any process that activates or increases the frequency, rate or extent of leukocyte apoptotic process."" [GOC:BHF, GOC:mtg_apoptosis]"	30	101	2	17376	0.0198019801980198	0.0666666666666666	query_1	['GO:0043065', 'GO:0071887', 'GO:2000106']	['CDKN2A', 'TP53']
1685	GO:BP	GO:0003309	type B pancreatic cell differentiation	0.0384494250630747	True	"""The process in which relatively unspecialized cells acquire specialized structural and/or functional features of a type B pancreatic cell. A type B pancreatic cell is a cell located towards center of the islets of Langerhans that secretes insulin."" [CL:0000169, GOC:dph, PMID:11076772]"	30	101	2	17376	0.0198019801980198	0.0666666666666666	query_1	['GO:0031018', 'GO:0035883']	['AKT1', 'CDK6']
1686	GO:BP	GO:0002360	T cell lineage commitment	0.0384494250630747	True	"""The process in which a lymphoid progenitor cell becomes committed to becoming any type of T cell."" [GOC:add, ISBN:0781735149]"	30	101	2	17376	0.0198019801980198	0.0666666666666666	query_1	['GO:0030217', 'GO:0045165']	['STAT3', 'TP53']
1687	REAC	REAC:R-HSA-983169	Class I MHC mediated antigen processing & presentation	0.038705626234454	True	Class I MHC mediated antigen processing & presentation	377	101	6	17376	0.0594059405940594	0.0159151193633952	query_1	['REAC:R-HSA-1280218']	['RBX1', 'PSMC5', 'SKP1', 'UBE2W', 'SKP2', 'CUL1']
1688	REAC	REAC:R-HSA-9679514	SARS-CoV-1 Genome Replication and Transcription	0.0388218921004753	True	SARS-CoV-1 Genome Replication and Transcription	4	101	1	17376	0.0099009900990099	0.25	query_1	['REAC:R-HSA-9678108']	['RB1']
1689	REAC	REAC:R-HSA-9694686	Replication of the SARS-CoV-2 genome	0.0388218921004753	True	Replication of the SARS-CoV-2 genome	4	101	1	17376	0.0099009900990099	0.25	query_1	['REAC:R-HSA-9694682']	['RB1']
1690	REAC	REAC:R-HSA-9694682	SARS-CoV-2 Genome Replication and Transcription	0.0388218921004753	True	SARS-CoV-2 Genome Replication and Transcription	4	101	1	17376	0.0099009900990099	0.25	query_1	['REAC:R-HSA-9772572']	['RB1']
1691	REAC	REAC:R-HSA-8849474	PTK6 Activates STAT3	0.0388218921004753	True	PTK6 Activates STAT3	4	101	1	17376	0.0099009900990099	0.25	query_1	['REAC:R-HSA-8848021']	['STAT3']
1692	REAC	REAC:R-HSA-9682706	Replication of the SARS-CoV-1 genome	0.0388218921004753	True	Replication of the SARS-CoV-1 genome	4	101	1	17376	0.0099009900990099	0.25	query_1	['REAC:R-HSA-9679514']	['RB1']
1693	GO:BP	GO:0042475	odontogenesis of dentin-containing tooth	0.0391670326465	True	"""The process whose specific outcome is the progression of a dentin-containing tooth over time, from its formation to the mature structure. A dentin-containing tooth is a hard, bony organ borne on the jaw or other bone of a vertebrate, and is composed mainly of dentin, a dense calcified substance, covered by a layer of enamel."" [GOC:cjm, GOC:mah, GOC:mtg_sensu, PMID:10333884, PMID:15355794]"	85	101	3	17376	0.0297029702970297	0.0352941176470588	query_1	['GO:0042476']	['CTNNB1', 'HDAC1', 'HDAC2']
1694	GO:BP	GO:0048568	embryonic organ development	0.0395006476035944	True	"""Development, taking place during the embryonic phase, of a tissue or tissues that work together to perform a specific function or functions. Development pertains to the process whose specific outcome is the progression of a structure over time, from its formation to the mature structure. Organs are commonly observed as visibly distinct structures, but may also exist as loosely associated clusters of cells that work together to perform a specific function or functions."" [GOC:jid]"	435	101	7	17376	0.0693069306930693	0.0160919540229885	query_1	['GO:0009790', 'GO:0048513']	['BMI1', 'AKT1', 'CTNNB1', 'SMAD2', 'PCGF2', 'TP53', 'SMAD3']
1695	GO:CC	GO:0005721	pericentric heterochromatin	0.039874535201833	True	"""Heterochromatin that is located adjacent to the CENP-A rich centromere 'central core' and characterized by methylated H3 histone at lysine 9 (H3K9me2/H3K9me3)."" [PMID:12019236, PMID:20206496, PMID:21437270, PMID:22729156, PMID:9413993]"	31	101	2	17376	0.0198019801980198	0.064516129032258	query_1	['GO:0000775', 'GO:0000792']	['CBX3', 'DNMT1']
1696	GO:BP	GO:0007517	muscle organ development	0.0400173268904358	True	"""The process whose specific outcome is the progression of the muscle over time, from its formation to the mature structure. The muscle is an organ consisting of a tissue made up of various elongated cells that are specialized to contract and thus to produce movement and mechanical work."" [GOC:jid, ISBN:0198506732]"	336	101	6	17376	0.0594059405940594	0.0178571428571428	query_1	['GO:0048513', 'GO:0061061']	['CDK5', 'CTNNB1', 'RB1', 'SMAD4', 'EP300', 'SMAD3']
1697	REAC	REAC:R-HSA-168138	Toll Like Receptor 9 (TLR9) Cascade	0.0401444494280672	True	Toll Like Receptor 9 (TLR9) Cascade	106	101	3	17376	0.0297029702970297	0.0283018867924528	query_1	['REAC:R-HSA-168898']	['SKP1', 'CUL1', 'TP53']
1698	GO:BP	GO:0007259	receptor signaling pathway via JAK-STAT	0.040610519202144	True	"""Any process in which STAT proteins (Signal Transducers and Activators of Transcription) and JAK (Janus Activated Kinase) proteins convey a signal to trigger a change in the activity or state of a cell. The receptor signaling pathway via JAK-STAT begins with activation of a receptor and proceeeds through STAT protein activation by members of the JAK family of tyrosine kinases. STAT proteins dimerize and subsequently translocate to the nucleus. The pathway ends with regulation of target gene expression by STAT proteins."" [GOC:bf, GOC:jl, GOC:signaling, PMID:12039028]"	159	101	4	17376	0.0396039603960396	0.0251572327044025	query_1	['GO:0097696']	['CDK5', 'STAT3', 'CDK5R1', 'HDAC2']
1699	GO:BP	GO:0030178	negative regulation of Wnt signaling pathway	0.040610519202144	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the Wnt signaling pathway."" [GOC:dph, GOC:go_curators, GOC:tb]"	159	101	4	17376	0.0396039603960396	0.0251572327044025	query_1	['GO:0009968', 'GO:0016055', 'GO:0030111']	['CTNNB1', 'HDAC1', 'RBX1', 'FOXO1']
1700	GO:BP	GO:1902230	negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage	0.0406332618706103	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of intrinsic apoptotic signaling pathway in response to DNA damage."" [GOC:BHF, GOC:mtg_apoptosis, GOC:rl, GOC:TermGenie, PMID:15314165]"	31	101	2	17376	0.0198019801980198	0.064516129032258	query_1	['GO:0008630', 'GO:1902229', 'GO:2001243']	['CDKN2D', 'KDM1A']
1701	GO:BP	GO:1901798	positive regulation of signal transduction by p53 class mediator	0.0406332618706103	True	"""Any process that activates or increases the frequency, rate or extent of signal transduction by p53 class mediator."" [GOC:TermGenie]"	31	101	2	17376	0.0198019801980198	0.064516129032258	query_1	['GO:0072331', 'GO:1901796', 'GO:1902533']	['MYC', 'CDKN2A']
1702	GO:BP	GO:0010464	regulation of mesenchymal cell proliferation	0.0406332618706103	True	"""Any process that modulates the frequency, rate or extent of mesenchymal cell proliferation. A mesenchymal cell is a cell that normally gives rise to other cells that are organized as three-dimensional masses, rather than sheets."" [GOC:dph, GOC:tb]"	31	101	2	17376	0.0198019801980198	0.064516129032258	query_1	['GO:0010463', 'GO:0042127']	['MYC', 'CTNNB1']
1703	GO:BP	GO:1900368	regulation of post-transcriptional gene silencing by RNA	0.0406332618706103	True	"""Any process that modulates the frequency, rate or extent of post-transcriptional gene silencing by RNA."" [GOC:kmv, GOC:TermGenie, PMID:22412382]"	31	101	2	17376	0.0198019801980198	0.064516129032258	query_1	['GO:0035194', 'GO:0060147', 'GO:0060966']	['STAT3', 'TP53']
1704	REAC	REAC:R-HSA-937061	TRIF(TICAM1)-mediated TLR4 signaling 	0.0409276601475753	True	TRIF(TICAM1)-mediated TLR4 signaling 	107	101	3	17376	0.0297029702970297	0.02803738317757	query_1	['REAC:R-HSA-166166']	['SKP1', 'CUL1', 'TP53']
1705	REAC	REAC:R-HSA-166166	MyD88-independent TLR4 cascade 	0.0409276601475753	True	MyD88-independent TLR4 cascade 	107	101	3	17376	0.0297029702970297	0.02803738317757	query_1	['REAC:R-HSA-166016']	['SKP1', 'CUL1', 'TP53']
1706	GO:BP	GO:0070661	leukocyte proliferation	0.0414005951426368	True	"""The expansion of a leukocyte population by cell division."" [GOC:add]"	339	101	6	17376	0.0594059405940594	0.0176991150442477	query_1	['GO:0008283']	['BMI1', 'CTNNB1', 'CDKN1A', 'CDKN2A', 'CCND3', 'TP53']
1707	GO:CC	GO:0030426	growth cone	0.0416274281941833	True	"""The migrating motile tip of a growing neuron projection, where actin accumulates, and the actin cytoskeleton is the most dynamic."" [GOC:aruk, GOC:bc, ISBN:0815316194, PMID:10082468]"	162	101	4	17376	0.0396039603960396	0.0246913580246913	query_1	['GO:0030427', 'GO:0150034']	['CDK5', 'CDK5R1', 'MYO5A', 'KLC1']
1708	GO:CC	GO:0000776	kinetochore	0.0416274281941833	True	"""A multisubunit complex that is located at the centromeric region of DNA and provides an attachment point for the spindle microtubules."" [GOC:elh]"	162	101	4	17376	0.0396039603960396	0.0246913580246913	query_1	['GO:0000779', 'GO:0043232', 'GO:0099080']	['CCNB1', 'SMARCA4', 'SIN3A', 'KAT5']
1709	GO:BP	GO:0045638	negative regulation of myeloid cell differentiation	0.0425756943270507	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of myeloid cell differentiation."" [GOC:go_curators]"	88	101	3	17376	0.0297029702970297	0.034090909090909	query_1	['GO:0030099', 'GO:0045596', 'GO:0045637']	['MYC', 'CTNNB1', 'CDK6']
1710	GO:BP	GO:0001656	metanephros development	0.0425756943270507	True	"""The process whose specific outcome is the progression of the metanephros over time, from its formation to the mature structure. In mammals, the metanephros is the excretory organ of the fetus, which develops into the mature kidney and is formed from the rear portion of the nephrogenic cord. The metanephros is an endocrine and metabolic organ that filters the blood and excretes the end products of body metabolism in the form of urine."" [GOC:bf, ISBN:0192800752]"	88	101	3	17376	0.0297029702970297	0.034090909090909	query_1	['GO:0001822']	['MYC', 'CTNNB1', 'SMAD4']
1711	GO:BP	GO:0001764	neuron migration	0.0428875985250729	True	"""The characteristic movement of an immature neuron from germinal zones to specific positions where they will reside as they mature."" [CL:0000540, GOC:go_curators]"	162	101	4	17376	0.0396039603960396	0.0246913580246913	query_1	['GO:0016477', 'GO:0048699']	['CDK5', 'STAT3', 'CTNNB1', 'CDK5R1']
1712	GO:BP	GO:0031116	positive regulation of microtubule polymerization	0.0428875985250729	True	"""Any process that activates or increases the frequency, rate or extent of microtubule polymerization."" [GOC:mah]"	32	101	2	17376	0.0198019801980198	0.0625	query_1	['GO:0031112', 'GO:0031113', 'GO:0032273', 'GO:0046785', 'GO:1902905']	['CDK5R1', 'CDKN1B']
1713	GO:BP	GO:0060147	regulation of post-transcriptional gene silencing	0.0428875985250729	True	"""Any process that modulates the frequency, rate or extent of the inactivation of gene expression by a posttranscriptional mechanism."" [GOC:dph]"	32	101	2	17376	0.0198019801980198	0.0625	query_1	['GO:0010468', 'GO:0016441']	['STAT3', 'TP53']
1714	GO:BP	GO:1903670	regulation of sprouting angiogenesis	0.0428875985250729	True	"""Any process that modulates the frequency, rate or extent of sprouting angiogenesis."" [GO_REF:0000058, GOC:TermGenie, PMID:16756958]"	32	101	2	17376	0.0198019801980198	0.0625	query_1	['GO:0002040', 'GO:0045765']	['SMAD1', 'E2F2']
1715	GO:BP	GO:0017145	stem cell division	0.0428875985250729	True	"""The self-renewing division of a stem cell. A stem cell is an undifferentiated cell, in the embryo or adult, that can undergo unlimited division and give rise to one or several different cell types."" [GOC:jid, ISBN:0582227089]"	32	101	2	17376	0.0198019801980198	0.0625	query_1	['GO:0051301']	['BMI1', 'CDKN2A']
1716	GO:CC	GO:0005874	microtubule	0.043139147223946	True	"""Any of the long, generally straight, hollow tubes of internal diameter 12-15 nm and external diameter 24 nm found in a wide variety of eukaryotic cells; each consists (usually) of 13 protofilaments of polymeric tubulin, staggered in such a manner that the tubulin monomers are arranged in a helical pattern on the microtubular surface, and with the alpha/beta axes of the tubulin subunits parallel to the long axis of the tubule; exist in equilibrium with pool of tubulin monomers and can be rapidly assembled or disassembled in response to physiological stimuli; concerned with force generation, e.g. in the spindle."" [ISBN:0879693568]"	447	101	7	17376	0.0693069306930693	0.0156599552572706	query_1	['GO:0015630', 'GO:0099513']	['CDK5', 'KIF5A', 'KLC4', 'KIF5B', 'KLC2', 'CDK1', 'KLC1']
1717	GO:BP	GO:0060996	dendritic spine development	0.0436093810536438	True	"""The process whose specific outcome is the progression of the dendritic spine over time, from its formation to the mature structure. A dendritic spine is a protrusion from a dendrite and a specialized subcellular compartment involved in synaptic transmission."" [GOC:dph]"	89	101	3	17376	0.0297029702970297	0.0337078651685393	query_1	['GO:0016358', 'GO:0048856']	['CDK5', 'CDK5R1', 'HDAC2']
1718	GO:BP	GO:0007519	skeletal muscle tissue development	0.0436093810536438	True	"""The developmental sequence of events leading to the formation of adult skeletal muscle tissue. The main events are: the fusion of myoblasts to form myotubes that increase in size by further fusion to them of myoblasts, the formation of myofibrils within their cytoplasm and the establishment of functional neuromuscular junctions with motor neurons. At this stage they can be regarded as mature muscle fibers."" [GOC:mtg_muscle]"	163	101	4	17376	0.0396039603960396	0.0245398773006134	query_1	['GO:0060537', 'GO:0060538']	['CDK5', 'CTNNB1', 'RB1', 'EP300']
1719	GO:BP	GO:0009611	response to wounding	0.0436093810536438	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating damage to the organism."" [GOC:go_curators]"	552	101	8	17376	0.0792079207920792	0.0144927536231884	query_1	['GO:0006950']	['CDK5', 'MAX', 'CDKN1A', 'SMAD2', 'SMAD4', 'CDK1', 'SMAD3', 'RAB27A']
1720	REAC	REAC:R-HSA-5633008	TP53 Regulates Transcription of Cell Death Genes	0.0448183496563885	True	TP53 Regulates Transcription of Cell Death Genes	44	101	2	17376	0.0198019801980198	0.0454545454545454	query_1	['REAC:R-HSA-3700989']	['CREBBP', 'TP53']
1721	REAC	REAC:R-HSA-1989781	PPARA activates gene expression	0.0448183496563885	True	PPARA activates gene expression	111	101	3	17376	0.0297029702970297	0.027027027027027	query_1	['REAC:R-HSA-400206']	['CREBBP', 'EP300', 'SP1']
1722	REAC	REAC:R-HSA-9024446	NR1H2 and NR1H3-mediated signaling	0.0448183496563885	True	NR1H2 and NR1H3-mediated signaling	44	101	2	17376	0.0198019801980198	0.0454545454545454	query_1	['REAC:R-HSA-9006931']	['EP300', 'KDM1A']
1723	GO:BP	GO:0072080	nephron tubule development	0.044823125273133	True	"""The progression of a nephron tubule over time, from its initial formation to the mature structure. A nephron tubule is an epithelial tube that is part of the nephron, the functional part of the kidney."" [GOC:mtg_kidney_jan10]"	90	101	3	17376	0.0297029702970297	0.0333333333333333	query_1	['GO:0061326', 'GO:0072009']	['MYC', 'CTNNB1', 'SMAD4']
1724	GO:BP	GO:0060993	kidney morphogenesis	0.044823125273133	True	"""Morphogenesis of a kidney. A kidney is an organ that filters the blood and excretes the end products of body metabolism in the form of urine."" [GOC:dph, GOC:mtg_kidney_jan10]"	90	101	3	17376	0.0297029702970297	0.0333333333333333	query_1	['GO:0001822', 'GO:0009887']	['MYC', 'CTNNB1', 'SMAD4']
1725	GO:BP	GO:0007616	long-term memory	0.0449890140444855	True	"""The memory process that deals with the storage, retrieval and modification of information a long time (typically weeks, months or years) after receiving that information. This type of memory is typically dependent on gene transcription regulated by second messenger activation."" [http://hebb.mit.edu/courses/9.03/lecture4.html, ISBN:0582227089]"	33	101	2	17376	0.0198019801980198	0.0606060606060606	query_1	['GO:0007613']	['EHMT2', 'CCND2']
1726	GO:BP	GO:0097696	receptor signaling pathway via STAT	0.0449890140444855	True	"""An intracellular signal transduction process in which STAT proteins (Signal Transducers and Activators of Transcription) convey a signal to trigger a change in the activity or state of a cell. The STAT cascade begins with receptor activation followed by activation of STAT proteins by kinases. It proceeds through STA dimerization and subsequent nuclear translocation of STAT proteins, and ends with regulation of target gene expression by STAT proteins."" [GOC:rjd, PMID:21534947, PMID:24587195]"	165	101	4	17376	0.0396039603960396	0.0242424242424242	query_1	['GO:0007166']	['CDK5', 'STAT3', 'CDK5R1', 'HDAC2']
1727	GO:BP	GO:0061036	positive regulation of cartilage development	0.0449890140444855	True	"""Any process that increases the rate, frequency, or extent of cartilage development, the process whose specific outcome is the progression of the cartilage over time, from its formation to the mature structure. Cartilage is a connective tissue dominated by extracellular matrix containing collagen type II and large amounts of proteoglycan, particularly chondroitin sulfate."" [GOC:dph]"	33	101	2	17376	0.0198019801980198	0.0606060606060606	query_1	['GO:0051094', 'GO:0051216', 'GO:0051240', 'GO:0061035']	['SMAD1', 'SMAD3']
1728	GO:BP	GO:0071354	cellular response to interleukin-6	0.0449890140444855	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an interleukin-6 stimulus."" [GOC:mah]"	33	101	2	17376	0.0198019801980198	0.0606060606060606	query_1	['GO:0070741', 'GO:0071345']	['STAT3', 'SMAD4']
1729	GO:BP	GO:0046825	regulation of protein export from nucleus	0.0449890140444855	True	"""Any process that modulates the frequency, rate or extent of the directed movement of proteins from the nucleus to the cytoplasm."" [GOC:bf]"	33	101	2	17376	0.0198019801980198	0.0606060606060606	query_1	['GO:0006611', 'GO:0033157', 'GO:0046822']	['CDK5', 'CDKN2A']
1730	GO:BP	GO:0060795	cell fate commitment involved in formation of primary germ layer	0.0449890140444855	True	"""The commitment of cells to specific cell fates of the endoderm, ectoderm, or mesoderm as a part of gastrulation."" [GOC:dph, GOC:sdb_2009, GOC:tb]"	33	101	2	17376	0.0198019801980198	0.0606060606060606	query_1	['GO:0001704', 'GO:0045165']	['SMAD1', 'CTNNB1']
1731	GO:BP	GO:0060966	regulation of gene silencing by RNA	0.0449890140444855	True	"""Any process that regulates the rate, frequency, or extent of gene silencing by RNA. Gene silencing by RNA is the process in which RNA molecules inactivate expression of target genes."" [GOC:dph, GOC:tb]"	33	101	2	17376	0.0198019801980198	0.0606060606060606	query_1	['GO:0010468', 'GO:0031047']	['STAT3', 'TP53']
1732	GO:BP	GO:0021591	ventricular system development	0.0449890140444855	True	"""The process whose specific outcome is the progression of the brain ventricular system over time, from its formation to the mature structure. The brain ventricular system consists of four communicating cavities within the brain that are continuous with the central canal of the spinal cord. These cavities include two lateral ventricles, the third ventricle and the fourth ventricle. Cerebrospinal fluid fills the ventricles and is produced by the choroid plexus."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid, ISBN:0838580343]"	33	101	2	17376	0.0198019801980198	0.0606060606060606	query_1	['GO:0007420', 'GO:0048731']	['MNAT1', 'CDK6']
1733	REAC	REAC:R-HSA-199991	Membrane Trafficking	0.045133088329687	True	Membrane Trafficking	617	101	8	17376	0.0792079207920792	0.012965964343598	query_1	['REAC:R-HSA-5653656']	['AKT1', 'KIF5A', 'KLC4', 'KIF5B', 'KLC2', 'MYO5A', 'KLC1', 'RAB27A']
1734	GO:CC	GO:0030427	site of polarized growth	0.0453541786470296	True	"""Any part of a cell where non-isotropic growth takes place."" [GOC:mah]"	167	101	4	17376	0.0396039603960396	0.0239520958083832	query_1	['GO:0110165']	['CDK5', 'CDK5R1', 'MYO5A', 'KLC1']
1735	REAC	REAC:R-HSA-168188	Toll Like Receptor TLR6:TLR2 Cascade	0.0453607522439883	True	Toll Like Receptor TLR6:TLR2 Cascade	112	101	3	17376	0.0297029702970297	0.0267857142857142	query_1	['REAC:R-HSA-181438']	['SKP1', 'CUL1', 'TP53']
1736	REAC	REAC:R-HSA-166058	MyD88:MAL(TIRAP) cascade initiated on plasma membrane	0.0453607522439883	True	MyD88:MAL(TIRAP) cascade initiated on plasma membrane	112	101	3	17376	0.0297029702970297	0.0267857142857142	query_1	['REAC:R-HSA-166016', 'REAC:R-HSA-168179', 'REAC:R-HSA-168188']	['SKP1', 'CUL1', 'TP53']
1737	GO:BP	GO:0030071	regulation of mitotic metaphase/anaphase transition	0.0457740752192047	True	"""Any process that modulates the frequency, rate or extent of the cell cycle process in which a cell progresses from metaphase to anaphase during mitosis, triggered by the activation of the anaphase promoting complex by Cdc20/Sleepy homolog which results in the degradation of Securin."" [GOC:mah]"	91	101	3	17376	0.0297029702970297	0.0329670329670329	query_1	['GO:0007091', 'GO:1901990', 'GO:1902099']	['CCNB1', 'RB1', 'SMARCA4']
1738	GO:BP	GO:0045185	maintenance of protein location	0.0457740752192047	True	"""Any process in which a protein is maintained in a location and prevented from moving elsewhere. These include sequestration, stabilization to prevent transport elsewhere and the active retrieval of proteins that do move away."" [GOC:bf]"	91	101	3	17376	0.0297029702970297	0.0329670329670329	query_1	['GO:0008104', 'GO:0051235']	['AKT1', 'CDK5', 'SKP1']
1739	GO:BP	GO:0010950	positive regulation of endopeptidase activity	0.0457772474368265	True	"""Any process that increases the frequency, rate or extent of endopeptidase activity, the endohydrolysis of peptide bonds within proteins."" [GOC:dph, GOC:tb]"	166	101	4	17376	0.0396039603960396	0.0240963855421686	query_1	['GO:0010952', 'GO:0052548']	['MYC', 'STAT3', 'CDKN2A', 'SMAD3']
1740	REAC	REAC:R-HSA-983705	Signaling by the B Cell Receptor (BCR)	0.0462927425541889	True	Signaling by the B Cell Receptor (BCR)	113	101	3	17376	0.0297029702970297	0.0265486725663716	query_1	['REAC:R-HSA-1280218']	['PSMC5', 'SKP1', 'CUL1']
