Dermatosparaxis Ehlers-Danlos syndrome	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
909	GO:BP	GO:0010761	fibroblast migration	0.0165032079560098	True	"""Cell migration that is accomplished by extension and retraction of a fibroblast pseudopodium. A fibroblast is a connective tissue cell which secretes an extracellular matrix rich in collagen and other macromolecules."" [GOC:BHF, GOC:dph, GOC:tb]"	53	100	3	15719	0.03	0.0566037735849056	query_1	['GO:0001667']	['ITGB1', 'ITGB3', 'PTK2']
908	GO:BP	GO:0010518	positive regulation of phospholipase activity	0.0165032079560098	True	"""Any process that increases the frequency, rate or extent of phospholipase activity, the hydrolysis of a phospholipid."" [GOC:BHF, GOC:dph, GOC:tb]"	53	100	3	15719	0.03	0.0566037735849056	query_1	['GO:0010517', 'GO:0060193']	['ITK', 'EGFR', 'PDGFRA']
912	GO:BP	GO:0048144	fibroblast proliferation	0.0165145902199254	True	"""The multiplication or reproduction of fibroblast cells, resulting in the expansion of the fibroblast population."" [GOC:jid]"	106	100	4	15719	0.04	0.0377358490566037	query_1	['GO:0008283']	['FN1', 'ITGB3', 'EGFR', 'PDGFRA']
911	GO:BP	GO:0120034	positive regulation of plasma membrane bounded cell projection assembly	0.0165145902199254	True	"""Any process that activates or increases the frequency, rate or extent of plasma membrane bounded cell projection assembly."" [GOC:krc]"	106	100	4	15719	0.04	0.0377358490566037	query_1	['GO:0031346', 'GO:0044089', 'GO:0120031', 'GO:0120032']	['TGFB3', 'PIK3R1', 'WASL', 'PIK3CA']
910	GO:BP	GO:1903522	regulation of blood circulation	0.0165145902199254	True	"""Any process that modulates the frequency, rate or extent of blood circulation."" [GO_REF:0000058, GOC:mr, GOC:TermGenie, PMID:10659969]"	244	100	6	15719	0.06	0.0245901639344262	query_1	['GO:0008015', 'GO:0044057']	['PIK3CG', 'FGA', 'DOCK4', 'FGB', 'FGG', 'DOCK5']
913	GO:BP	GO:0022037	metencephalon development	0.0170124281025445	True	"""The process whose specific outcome is the progression of the metencephalon over time, from its formation to the mature structure."" [GO_REF:0000021, GOC:cls, GOC:curators, GOC:dgh, GOC:dph, GOC:jid]"	107	100	4	15719	0.04	0.0373831775700934	query_1	['GO:0030902', 'GO:0048856']	['CRK', 'CRKL', 'CD3E', 'PTPN11']
914	GO:BP	GO:0009410	response to xenobiotic stimulus	0.0170124281025445	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus from a xenobiotic, a compound foreign to the organim exposed to it. It may be synthesized by another organism (like ampicilin) or it can be a synthetic chemical."" [GOC:jl, GOC:krc]"	413	100	8	15719	0.08	0.0193704600484261	query_1	['GO:0042221']	['SRC', 'ITGB3', 'RET', 'LYN', 'VAV1', 'PTK2B', 'CRKL', 'LCK']
915	GO:BP	GO:0007254	JNK cascade	0.0170124281025445	True	"""An intracellular protein kinase cascade containing at least a JNK (a MAPK), a JNKK (a MAPKK) and a JUN3K (a MAP3K). The cascade can also contain an additional tier: the upstream MAP4K. The kinases in each tier phosphorylate and activate the kinases in the downstream tier to transmit a signal within a cell."" [GOC:bf, GOC:signaling, PMID:11790549, PMID:20811974]"	172	100	5	15719	0.05	0.0290697674418604	query_1	['GO:0051403']	['RAPGEF1', 'CRK', 'EGFR', 'PTK2B', 'CRKL']
916	GO:BP	GO:0071774	response to fibroblast growth factor	0.0170124281025445	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a fibroblast growth factor stimulus."" [GOC:mah]"	107	100	4	15719	0.04	0.0373831775700934	query_1	['GO:0070848']	['SOS1', 'GRB2', 'CRKL', 'PTPN11']
917	GO:BP	GO:0001954	positive regulation of cell-matrix adhesion	0.0172238390260243	True	"""Any process that activates or increases the rate or extent of cell adhesion to an extracellular matrix."" [GOC:hjd]"	54	100	3	15719	0.03	0.0555555555555555	query_1	['GO:0001952', 'GO:0007160', 'GO:0010811']	['ITGB3', 'PTK2B', 'CD3E']
918	GO:BP	GO:0045010	actin nucleation	0.0172238390260243	True	"""The initial step in the formation of an actin filament, in which actin monomers combine to form a new filament. Nucleation is slow relative to the subsequent addition of more monomers to extend the filament."" [ISBN:0815316194]"	54	100	3	15719	0.03	0.0555555555555555	query_1	['GO:0007015']	['WIPF3', 'WASL', 'WAS']
919	GO:BP	GO:0033036	macromolecule localization	0.017267642662052	True	"""Any process in which a macromolecule is transported to, or maintained in, a specific location."" [GOC:mah]"	2841	100	29	15719	0.29	0.0102076733544526	query_1	['GO:0051179']	['ITGB1', 'ITGAV', 'PIK3R2', 'SRC', 'SPP1', 'FGA', 'ITGB3', 'HGS', 'TGFB3', 'PIK3R1', 'STAM2', 'CRK', 'PTPN23', 'WASL', 'USP4', 'CYP4A11', 'FYN', 'STAM', 'EGFR', 'AKAP10', 'FGB', 'VCL', 'SYK', 'FGG', 'USP8', 'ERBB2', 'CRKL', 'CD247', 'PTPN11']
269	REAC	REAC:R-HSA-5654693	FRS-mediated FGFR1 signaling	0.0172728435333402	True	FRS-mediated FGFR1 signaling	15	97	2	10022	0.0206185567010309	0.1333333333333333	query_1	['REAC:R-HSA-5654687']	['SOS1', 'PTPN11']
268	REAC	REAC:R-HSA-8866910	TFAP2 (AP-2) family regulates transcription of growth factors and their receptors	0.0172728435333402	True	TFAP2 (AP-2) family regulates transcription of growth factors and their receptors	15	97	2	10022	0.0206185567010309	0.1333333333333333	query_1	['REAC:R-HSA-8864260']	['EGFR', 'ERBB2']
920	GO:BP	GO:0019216	regulation of lipid metabolic process	0.017605580459091	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving lipids."" [GOC:go_curators]"	329	100	7	15719	0.07	0.0212765957446808	query_1	['GO:0006629', 'GO:0080090']	['PIK3CG', 'SRC', 'PLCG2', 'LYN', 'PTK2B', 'PTK2', 'PDGFRA']
921	GO:BP	GO:0001558	regulation of cell growth	0.017613565175221	True	"""Any process that modulates the frequency, rate, extent or direction of cell growth."" [GOC:go_curators]"	416	100	8	15719	0.08	0.0192307692307692	query_1	['GO:0016049', 'GO:0040008', 'GO:0051128']	['FN1', 'BCAR1', 'SPP1', 'CRK', 'EGFR', 'ERBB2', 'PTK2B', 'CRKL']
923	GO:BP	GO:1901032	negative regulation of response to reactive oxygen species	0.0178085232486989	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of response to reactive oxygen species."" [GOC:kmv, GOC:TermGenie]"	17	100	2	15719	0.02	0.1176470588235294	query_1	['GO:0000302', 'GO:1901031', 'GO:1902883']	['MET', 'HGF']
924	GO:BP	GO:0035729	cellular response to hepatocyte growth factor stimulus	0.0178085232486989	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a hepatocyte growth factor stimulus."" [GOC:bf]"	17	100	2	15719	0.02	0.1176470588235294	query_1	['GO:0035728', 'GO:0071363']	['BCAR1', 'HGF']
925	GO:BP	GO:2000641	regulation of early endosome to late endosome transport	0.0178085232486989	True	"""Any process that modulates the frequency, rate or extent of early endosome to late endosome transport."" [GOC:BHF]"	17	100	2	15719	0.02	0.1176470588235294	query_1	['GO:0045022', 'GO:0060627', 'GO:1903649']	['SRC', 'PTPN23']
926	GO:BP	GO:0050746	regulation of lipoprotein metabolic process	0.0178085232486989	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving lipoproteins, any conjugated, water-soluble protein in which the nonprotein group consists of a lipid or lipids."" [GOC:ai]"	17	100	2	15719	0.02	0.1176470588235294	query_1	['GO:0031323', 'GO:0042157', 'GO:0051246']	['ITGAV', 'ITGB3']
927	GO:BP	GO:1903206	negative regulation of hydrogen peroxide-induced cell death	0.0178085232486989	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of hydrogen peroxide-induced cell death."" [GO_REF:0000058, GOC:bf, GOC:PARL, GOC:TermGenie, PMID:14749723, PMID:24252804]"	17	100	2	15719	0.02	0.1176470588235294	query_1	['GO:0036474', 'GO:1901032', 'GO:1903202', 'GO:1903205']	['MET', 'HGF']
928	GO:BP	GO:1903541	regulation of exosomal secretion	0.0178085232486989	True	"""Any process that modulates the frequency, rate or extent of exosomal secretion."" [GO_REF:0000058, GOC:TermGenie, PMID:24105262]"	17	100	2	15719	0.02	0.1176470588235294	query_1	['GO:0017157', 'GO:1990182']	['HGS', 'STAM']
922	GO:BP	GO:0051235	maintenance of location	0.0178085232486989	True	"""Any process in which a cell, substance or cellular entity, such as a protein complex or organelle, is maintained in a location and prevented from moving elsewhere."" [GOC:ai, GOC:dph, GOC:tb]"	330	100	7	15719	0.07	0.0212121212121212	query_1	['GO:0051179']	['ITGAV', 'ITGB3', 'PLCG2', 'LYN', 'PLCG1', 'PTK2B', 'LCK']
929	GO:BP	GO:0007417	central nervous system development	0.0178304533544757	True	"""The process whose specific outcome is the progression of the central nervous system over time, from its formation to the mature structure. The central nervous system is the core nervous system that serves an integrating and coordinating function. In vertebrates it consists of the brain and spinal cord. In those invertebrates with a central nervous system it typically consists of a brain, cerebral ganglia and a nerve cord."" [GOC:bf, GOC:jid, ISBN:0582227089]"	1021	100	14	15719	0.14	0.0137120470127326	query_1	['GO:0007399', 'GO:0048731']	['ITGB1', 'SRC', 'CRK', 'SOS1', 'FYN', 'LYN', 'EGFR', 'ERBB2', 'SH3GL2', 'CRKL', 'VTN', 'SHC3', 'CD3E', 'PTPN11']
106	GO:CC	GO:0090637	inner dense plaque of desmosome	0.0178314733734944	True	"""The desmosomal part containing the C-termini of desmoplakins which interact with the keratin intermediate filaments, serving to tether the intermediate filaments to the plasma membrane."" [PMID:20066089]"	1	100	1	16420	0.01	1.0	query_1	['GO:0030057', 'GO:0110165']	['VCL']
107	GO:CC	GO:0090636	outer dense plaque of desmosome	0.0178314733734944	True	"""The desmosomal part containing plakoglobins, plakophilins, the N-termini of desmoplakins, as well as the cytoplasmic tails of the desmosomal cadherins, which together attach the plaque to the plasma membrane."" [PMID:20066089]"	1	100	1	16420	0.01	1.0	query_1	['GO:0030057', 'GO:0110165']	['VCL']
108	GO:CC	GO:0061826	podosome ring	0.0178314733734944	True	"""The ring structure surrounding the podosome core, containing proteins such as vinculin and talin."" [PMID:23158496]"	1	100	1	16420	0.01	1.0	query_1	['GO:0002102', 'GO:0110165']	['VCL']
109	GO:CC	GO:0034677	integrin alpha7-beta1 complex	0.0178314733734944	True	"""An integrin complex that comprises one alpha7 subunit and one beta1 subunit."" [PMID:12297042]"	1	100	1	16420	0.01	1.0	query_1	['GO:0008305']	['ITGB1']
110	GO:CC	GO:0032045	guanyl-nucleotide exchange factor complex	0.0178314733734944	True	"""A protein complex that stimulates the exchange of guanyl nucleotides associated with a GTPase."" [GOC:mah]"	19	100	2	16420	0.02	0.1052631578947368	query_1	['GO:0140535']	['DOCK1', 'ELMO1']
105	GO:CC	GO:0097489	multivesicular body, internal vesicle lumen	0.0178314733734944	True	"""The volume enclosed by the membrane of the multivesicular body internal vesicle."" [GOC:pde, PMID:21183070]"	1	100	1	16420	0.01	1.0	query_1	['GO:0031983', 'GO:0070013', 'GO:0097487']	['EGFR']
930	GO:BP	GO:0002931	response to ischemia	0.0179006095100543	True	"""Any process that results in a change in state or activity of an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a inadequate blood supply."" [GOC:hjd]"	55	100	3	15719	0.03	0.0545454545454545	query_1	['GO:0006950']	['PIK3CB', 'SOS1', 'PTK2B']
931	GO:BP	GO:0032386	regulation of intracellular transport	0.0179738504537508	True	"""Any process that modulates the frequency, rate or extent of the directed movement of substances within cells."" [GOC:mah]"	331	100	7	15719	0.07	0.0211480362537764	query_1	['GO:0046907', 'GO:0051049', 'GO:0060341']	['PIK3R2', 'SRC', 'PIK3R1', 'PTPN23', 'FYN', 'ERBB2', 'PTPN11']
932	GO:BP	GO:0010952	positive regulation of peptidase activity	0.0179795926330048	True	"""Any process that increases the frequency, rate or extent of peptidase activity, the hydrolysis of peptide bonds within proteins."" [GOC:dph, GOC:tb]"	175	100	5	15719	0.05	0.0285714285714285	query_1	['GO:0045862', 'GO:0051345', 'GO:0052547']	['RET', 'FYN', 'LYN', 'SYK', 'LCK']
274	REAC	REAC:R-HSA-9674404	Sorafenib-resistant PDGFR mutants	0.0181694135717305	True	Sorafenib-resistant PDGFR mutants	1	97	1	10022	0.0103092783505154	1.0	query_1	['REAC:R-HSA-9674415']	['PDGFRA']
275	REAC	REAC:R-HSA-9674415	Drug resistance of PDGFR mutants	0.0181694135717305	True	Drug resistance of PDGFR mutants	1	97	1	10022	0.0103092783505154	1.0	query_1	['REAC:R-HSA-9671555']	['PDGFRA']
273	REAC	REAC:R-HSA-9674396	Imatinib-resistant PDGFR mutants	0.0181694135717305	True	Imatinib-resistant PDGFR mutants	1	97	1	10022	0.0103092783505154	1.0	query_1	['REAC:R-HSA-9674415']	['PDGFRA']
272	REAC	REAC:R-HSA-9635644	Inhibition of membrane repair	0.0181694135717305	True	Inhibition of membrane repair	1	97	1	10022	0.0103092783505154	1.0	query_1	['REAC:R-HSA-9637690']	['HGS']
271	REAC	REAC:R-HSA-9674403	Regorafenib-resistant PDGFR mutants	0.0181694135717305	True	Regorafenib-resistant PDGFR mutants	1	97	1	10022	0.0103092783505154	1.0	query_1	['REAC:R-HSA-9674415']	['PDGFRA']
270	REAC	REAC:R-HSA-9674428	PDGFR mutants bind TKIs	0.0181694135717305	True	PDGFR mutants bind TKIs	1	97	1	10022	0.0103092783505154	1.0	query_1	['REAC:R-HSA-9671555']	['PDGFRA']
276	REAC	REAC:R-HSA-9674401	Sunitinib-resistant PDGFR mutants	0.0181694135717305	True	Sunitinib-resistant PDGFR mutants	1	97	1	10022	0.0103092783505154	1.0	query_1	['REAC:R-HSA-9674415']	['PDGFRA']
933	GO:BP	GO:0010720	positive regulation of cell development	0.0183987020805993	True	"""Any process that increases the rate, frequency or extent of the progression of the cell over time, from its formation to the mature structure. Cell development does not include the steps involved in committing a cell to a specific fate."" [GOC:BHF, GOC:dph, GOC:tb]"	420	100	8	15719	0.08	0.019047619047619	query_1	['GO:0045597', 'GO:0048468', 'GO:0060284']	['ITGB1', 'FN1', 'PIK3R6', 'RET', 'ZAP70', 'LYN', 'SHB', 'SYK']
934	GO:BP	GO:0048247	lymphocyte chemotaxis	0.0187469791072602	True	"""The directed movement of a lymphocyte in response to an external stimulus."" [GOC:hjd, GOC:jid, PMID:12391252]"	56	100	3	15719	0.03	0.0535714285714285	query_1	['GO:0030595', 'GO:0072676']	['PIK3CG', 'PIK3CD', 'PTK2B']
111	GO:CC	GO:0097038	perinuclear endoplasmic reticulum	0.0188488758024422	True	"""The portion of endoplasmic reticulum, the intracellular network of tubules and cisternae, that occurs near the nucleus. The lumen of the perinuclear endoplasmic reticulum is contiguous with the nuclear envelope lumen (also called perinuclear space), the region between the inner and outer nuclear membranes."" [GOC:bf, GOC:mah, GOC:mcc, GOC:pr, GOC:vw]"	20	100	2	16420	0.02	0.1	query_1	['GO:0005783', 'GO:0048471', 'GO:0110165']	['PIK3R1', 'FYN']
935	GO:BP	GO:0090630	activation of GTPase activity	0.0189587031684325	True	"""Any process that initiates the activity of an inactive GTPase through the replacement of GDP by GTP."" [GOC:dph, GOC:mah, GOC:tb]"	111	100	4	15719	0.04	0.036036036036036	query_1	['GO:0043547']	['RAPGEF1', 'CRK', 'PTK2B', 'CRKL']
277	REAC	REAC:R-HSA-881907	Gastrin-CREB signalling pathway via PKC and MAPK	0.0190522884587424	True	Gastrin-CREB signalling pathway via PKC and MAPK	16	97	2	10022	0.0206185567010309	0.125	query_1	['REAC:R-HSA-416476']	['SOS1', 'EGFR']
936	GO:BP	GO:0046634	regulation of alpha-beta T cell activation	0.0195456199385188	True	"""Any process that modulates the frequency, rate or extent of alpha-beta T cell activation."" [GOC:ai]"	112	100	4	15719	0.04	0.0357142857142857	query_1	['GO:0046631', 'GO:0050863']	['ZAP70', 'SHB', 'SYK', 'CD3E']
937	GO:BP	GO:0002011	morphogenesis of an epithelial sheet	0.0195725852320686	True	"""The process in which the anatomical structures of an epithelial sheet are generated and organized. An epithelial sheet is a flat surface consisting of closely packed epithelial cells."" [GOC:jl]"	57	100	3	15719	0.03	0.0526315789473684	query_1	['GO:0002009']	['ITGB1', 'SOS1', 'ITGA5']
938	GO:BP	GO:0032613	interleukin-10 production	0.0195725852320686	True	"""The appearance of interleukin-10 due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels."" [GOC:mah]"	57	100	3	15719	0.03	0.0526315789473684	query_1	['GO:0001816']	['HGF', 'PLCG2', 'SYK']
939	GO:BP	GO:0046579	positive regulation of Ras protein signal transduction	0.0195725852320686	True	"""Any process that activates or increases the frequency, rate or extent of Ras protein signal transduction."" [GOC:bf]"	57	100	3	15719	0.03	0.0526315789473684	query_1	['GO:0007265', 'GO:0046578', 'GO:0051057']	['PIK3CB', 'PIK3CG', 'SRC']
940	GO:BP	GO:0032653	regulation of interleukin-10 production	0.0195725852320686	True	"""Any process that modulates the frequency, rate, or extent of interleukin-10 production."" [GOC:mah]"	57	100	3	15719	0.03	0.0526315789473684	query_1	['GO:0001817', 'GO:0032613']	['HGF', 'PLCG2', 'SYK']
941	GO:BP	GO:2000369	regulation of clathrin-dependent endocytosis	0.0195933610677231	True	"""Any process that modulates the frequency, rate or extent of clathrin-mediated endocytosis."" [GOC:mah]"	18	100	2	15719	0.02	0.1111111111111111	query_1	['GO:0048259', 'GO:0072583']	['PIK3CB', 'WASL']
942	GO:BP	GO:0090136	epithelial cell-cell adhesion	0.0195933610677231	True	"""The attachment of an epithelial cell to another epithelial cell via adhesion molecules."" [GOC:ascb_2009, GOC:dph, GOC:tb]"	18	100	2	15719	0.02	0.1111111111111111	query_1	['GO:0098609']	['ITGB5', 'VCL']
943	GO:BP	GO:0036499	PERK-mediated unfolded protein response	0.0195933610677231	True	"""The series of molecular signals mediated by the endoplasmic reticulum membrane stress sensor PERK (PKR-like ER kinase). Begins with activation of PERK in response to endoplasmic reticulum (ER) stress and ends with regulation of a downstream cellular process, e.g. transcription. The main substrate of PERK is the translation initiation factor eIF2alpha. Serine-phosphorylation of eIF2alpha by PERK inactivates eIF2alpha and inhibits general protein translation. In addition, eIF2alpha phosphorylation preferentially increases the translation of selective mRNAs such as ATF4 (activating transcription factor 4), which up regulates a subset of UPR genes required to restore folding capacity."" [GOC:bf, GOC:PARL, PMID:22013210, PMID:27629041]"	18	100	2	15719	0.02	0.1111111111111111	query_1	['GO:0006984', 'GO:0030968', 'GO:0140467']	['NCK1', 'NCK2']
944	GO:BP	GO:2000269	regulation of fibroblast apoptotic process	0.0195933610677231	True	"""Any process that modulates the frequency, rate or extent of fibroblast apoptotic process."" [GOC:mtg_apoptosis, GOC:obol, GOC:yaf]"	18	100	2	15719	0.02	0.1111111111111111	query_1	['GO:0042981', 'GO:0044346']	['PIK3CG', 'PIK3CA']
945	GO:BP	GO:0010544	negative regulation of platelet activation	0.0195933610677231	True	"""Any process that decreases the rate or frequency of platelet activation. Platelet activation is a series of progressive, overlapping events triggered by exposure of the platelets to subendothelial tissue."" [GOC:BHF, GOC:dph, GOC:tb]"	18	100	2	15719	0.02	0.1111111111111111	query_1	['GO:0010543', 'GO:0030168', 'GO:0030195', 'GO:0050866']	['FGG', 'PDGFRA']
946	GO:BP	GO:0050708	regulation of protein secretion	0.0196374741832195	True	"""Any process that modulates the frequency, rate or extent of the controlled release of a protein from a cell."" [GOC:ai]"	255	100	6	15719	0.06	0.0235294117647058	query_1	['GO:0009306', 'GO:0051223', 'GO:1903530']	['FGA', 'TGFB3', 'PTPN23', 'FGB', 'FGG', 'PTPN11']
947	GO:BP	GO:0045582	positive regulation of T cell differentiation	0.0199316537193801	True	"""Any process that activates or increases the frequency, rate or extent of T cell differentiation."" [GOC:go_curators]"	113	100	4	15719	0.04	0.0353982300884955	query_1	['GO:0030217', 'GO:0045580', 'GO:0045621', 'GO:0050870']	['PIK3R6', 'ZAP70', 'SHB', 'SYK']
948	GO:BP	GO:0050808	synapse organization	0.0199561613036598	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a synapse, the junction between a neuron and a target (neuron, muscle, or secretory cell)."" [GOC:ai, GOC:pr]"	427	100	8	15719	0.08	0.018735362997658	query_1	['GO:0034330']	['ITGB1', 'ITGB3', 'CRK', 'WASL', 'FYN', 'ERBB2', 'PTK2B', 'CRKL']
949	GO:BP	GO:1904036	negative regulation of epithelial cell apoptotic process	0.020351381497818	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of epithelial cell apoptotic process."" [GO_REF:0000058, GOC:TermGenie, PMID:19137015]"	58	100	3	15719	0.03	0.0517241379310344	query_1	['GO:0043066', 'GO:1904019', 'GO:1904035']	['FGA', 'FGB', 'FGG']
950	GO:BP	GO:0002367	cytokine production involved in immune response	0.0204709482579749	True	"""The appearance of a cytokine due to biosynthesis or secretion following a cellular stimulus contributing to an immune response, resulting in an increase in its intracellular or extracellular levels."" [GO_REF:0000022, GOC:add, ISBN:0781735149]"	114	100	4	15719	0.04	0.0350877192982456	query_1	['GO:0001816', 'GO:0002440', 'GO:0006955']	['TGFB3', 'PLCG2', 'SYK', 'LITAF']
951	GO:BP	GO:0002718	regulation of cytokine production involved in immune response	0.0204709482579749	True	"""Any process that modulates the frequency, rate, or extent of cytokine production that contributes to an immune response."" [GOC:add]"	114	100	4	15719	0.04	0.0350877192982456	query_1	['GO:0001817', 'GO:0002367', 'GO:0002700']	['TGFB3', 'PLCG2', 'SYK', 'LITAF']
112	GO:CC	GO:0031258	lamellipodium membrane	0.0205671144468947	True	"""The portion of the plasma membrane surrounding a lamellipodium."" [GOC:mah]"	21	100	2	16420	0.02	0.0952380952380952	query_1	['GO:0030027', 'GO:0031253', 'GO:0031256']	['ITGAV', 'ITGB3']
952	GO:BP	GO:0007178	transmembrane receptor protein serine/threonine kinase signaling pathway	0.0209314124294489	True	"""The series of molecular signals initiated by an extracellular ligand binding to a receptor on the surface of the target cell where the receptor possesses serine/threonine kinase activity, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:mah, GOC:signaling]"	342	100	7	15719	0.07	0.0204678362573099	query_1	['GO:0007167']	['ITGB5', 'SRC', 'TGFB3', 'ADAMTSL2', 'PXN', 'PTK2', 'ITGB6']
981	GO:BP	GO:0006837	serotonin transport	0.0210086467374094	True	"""The directed movement of serotonin into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Serotonin (5-hydroxytryptamine) is a monoamine neurotransmitter occurring in the peripheral and central nervous systems."" [GOC:ai]"	19	100	2	15719	0.02	0.1052631578947368	query_1	['GO:0015844', 'GO:0015850']	['ITGB3', 'SYK']
980	GO:BP	GO:0048673	collateral sprouting of intact axon in response to injury	0.0210086467374094	True	"""The process in which outgrowths develop from the axons of intact undamaged neurons as a result of injury to an axon. The collateral sprouts typically appear from undamaged axons in a tissue which has had part of its nerve supply removed, and they can often innervate successfully any cells that have lost some or all of their original synaptic input."" [GOC:dgh, GOC:dph, GOC:jid]"	1	100	1	15719	0.01	1.0	query_1	['GO:0031103', 'GO:0048668']	['SPP1']
979	GO:BP	GO:0048626	myoblast fate specification	0.0210086467374094	True	"""The process in which a cell becomes capable of differentiating autonomously into a myoblast in an environment that is neutral with respect to the developmental pathway. Upon specification, the cell fate can be reversed. A myoblast is a mononucleate cell type that, by fusion with other myoblasts, gives rise to the myotubes that eventually develop into skeletal muscle fibers."" [CL:0000056, GOC:dph, GOC:mtg_muscle]"	1	100	1	15719	0.01	1.0	query_1	['GO:0001708', 'GO:0048625']	['ITGB1']
978	GO:BP	GO:0048683	regulation of collateral sprouting of intact axon in response to injury	0.0210086467374094	True	"""Any process that modulates the frequency, rate or extent of collateral sprouting of an intact axon as a result of injury to an axon."" [GOC:dgh, GOC:dph, GOC:jid, GOC:lm]"	1	100	1	15719	0.01	1.0	query_1	['GO:0048670', 'GO:0048673', 'GO:0048679']	['SPP1']
977	GO:BP	GO:0048685	negative regulation of collateral sprouting of intact axon in response to injury	0.0210086467374094	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of collateral sprouting of an intact axon as a result of injury to an axon."" [GOC:dgh, GOC:dph, GOC:jid, GOC:lm]"	1	100	1	15719	0.01	1.0	query_1	['GO:0048671', 'GO:0048673', 'GO:0048681', 'GO:0048683']	['SPP1']
976	GO:BP	GO:0002281	macrophage activation involved in immune response	0.0210086467374094	True	"""A change in morphology and behavior of a macrophage resulting from exposure to a cytokine, chemokine, cellular ligand, or soluble factor, leading to the initiation or perpetuation of an immune response."" [GOC:add, ISBN:0781735149]"	19	100	2	15719	0.02	0.1052631578947368	query_1	['GO:0002275', 'GO:0042116']	['PLCG2', 'SYK']
975	GO:BP	GO:0032752	positive regulation of interleukin-3 production	0.0210086467374094	True	"""Any process that activates or increases the frequency, rate, or extent of interleukin-3 production."" [GOC:mah]"	1	100	1	15719	0.01	1.0	query_1	['GO:0001819', 'GO:0032632', 'GO:0032672']	['SYK']
974	GO:BP	GO:0043157	response to cation stress	0.0210086467374094	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of cation stress, an increase or decrease in the concentration of positively charged ions in the environment."" [GOC:jl, PMID:14762213]"	1	100	1	15719	0.01	1.0	query_1	['GO:0009651']	['PTK2B']
973	GO:BP	GO:0001780	neutrophil homeostasis	0.0210086467374094	True	"""The process of regulating the proliferation and elimination of neutrophils such that the total number of neutrophils within a whole or part of an organism is stable over time in the absence of an outside stimulus."" [GOC:add, GOC:pr, PMID:12752675, PMID:12960266]"	19	100	2	15719	0.02	0.1052631578947368	query_1	['GO:0001776', 'GO:0002262']	['PIK3CB', 'PIK3CD']
972	GO:BP	GO:0051580	regulation of neurotransmitter uptake	0.0210086467374094	True	"""Any process that modulates the frequency, rate or extent of the directed movement of a neurotransmitter into a neuron or glial cell."" [GOC:ai]"	19	100	2	15719	0.02	0.1052631578947368	query_1	['GO:0001504', 'GO:0001505', 'GO:0051588']	['ITGB1', 'ITGB3']
971	GO:BP	GO:0000304	response to singlet oxygen	0.0210086467374094	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a singlet oxygen stimulus. Singlet oxygen is a dioxygen (O2) molecule in which two 2p electrons have similar spin. Singlet oxygen is more highly reactive than the form in which these electrons are of opposite spin, and it is produced in mutant chloroplasts lacking carotenoids and by leukocytes during metabolic burst."" [GOC:krc, ISBN:0124325653, ISBN:0198506732]"	1	100	1	15719	0.01	1.0	query_1	['GO:0000302', 'GO:0010035']	['FYN']
970	GO:BP	GO:0061847	response to cholecystokinin	0.0210086467374094	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a cholecystokinin stimulus."" [PMID:14622258]"	1	100	1	15719	0.01	1.0	query_1	['GO:0043434']	['CRK']
968	GO:BP	GO:2001244	positive regulation of intrinsic apoptotic signaling pathway	0.0210086467374094	True	"""Any process that activates or increases the frequency, rate or extent of intrinsic apoptotic signaling pathway."" [GOC:mtg_apoptosis]"	59	100	3	15719	0.03	0.0508474576271186	query_1	['GO:0097193', 'GO:1902533', 'GO:2001235', 'GO:2001242']	['NCK1', 'LCK', 'NCK2']
967	GO:BP	GO:0150103	reactive gliosis	0.0210086467374094	True	"""A neuroinflammatory response, occurring over several days, during which glial cells undergo nonspecific reactive changes in response to damage to the central nervous system (CNS); typically involves the proliferation or hypertrophy of different types of glial cells."" [GOC:aruk, GOC:bc, PMID:24462092]"	1	100	1	15719	0.01	1.0	query_1	['GO:0150076']	['ITGB1']
