KID syndrome	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
1618	GO:BP	GO:2000273	positive regulation of signaling receptor activity	0.0080956581468762	True	"""Any process that activates or increases the frequency, rate or extent of signaling receptor activity."" [GOC:obol]"	46	102	3	17376	0.0294117647058823	0.0652173913043478	query_1	['GO:0010469', 'GO:0044093']	['ITGB1', 'HFE', 'NRP1']
1619	GO:BP	GO:0046640	regulation of alpha-beta T cell proliferation	0.0080956581468762	True	"""Any process that modulates the frequency, rate or extent of alpha-beta T cell proliferation."" [GOC:ai]"	46	102	3	17376	0.0294117647058823	0.0652173913043478	query_1	['GO:0042129', 'GO:0046633', 'GO:0046634']	['ZAP70', 'SYK', 'CD81']
1620	GO:BP	GO:0061383	trabecula morphogenesis	0.0080956581468762	True	"""The process of shaping a trabecula in an organ. A trabecula is a small, often microscopic, tissue element in the form of a small beam, strut or rod, which generally has a mechanical function. Trabecula are usually but not necessarily, composed of dense collagenous tissue."" [GOC:dph]"	46	102	3	17376	0.0294117647058823	0.0652173913043478	query_1	['GO:0009653']	['PLXNB1', 'SOS1', 'SEMA4D']
1621	GO:BP	GO:1905953	negative regulation of lipid localization	0.0080956581468762	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of lipid localization."" [GO_REF:0000058, GOC:TermGenie, PMID:17564681]"	46	102	3	17376	0.0294117647058823	0.0652173913043478	query_1	['GO:0010876', 'GO:0048519', 'GO:1905952']	['ITGAV', 'ITGB3', 'PTPN11']
1622	GO:CC	GO:0030426	growth cone	0.0081763683337633	True	"""The migrating motile tip of a growing neuron projection, where actin accumulates, and the actin cytoskeleton is the most dynamic."" [GOC:aruk, GOC:bc, ISBN:0815316194, PMID:10082468]"	162	102	5	17376	0.0490196078431372	0.0308641975308641	query_1	['GO:0030427', 'GO:0150034']	['SRC', 'ITGA4', 'PTK2B', 'L1CAM', 'CBL']
1623	GO:BP	GO:0030072	peptide hormone secretion	0.0081932955933633	True	"""The regulated release of a peptide hormone from a cell."" [GOC:mah]"	233	102	6	17376	0.0588235294117647	0.0257510729613733	query_1	['GO:0002790', 'GO:0046879']	['FGA', 'HFE', 'TFR2', 'FGB', 'FGG', 'PTPN11']
1624	GO:BP	GO:0016358	dendrite development	0.0081932955933633	True	"""The process whose specific outcome is the progression of the dendrite over time, from its formation to the mature structure."" [GOC:aruk, GOC:bc, GOC:jl, ISBN:0198506732, PMID:22683681]"	233	102	6	17376	0.0588235294117647	0.0257510729613733	query_1	['GO:0031175', 'GO:0048856']	['ITGB1', 'CRK', 'FYN', 'CRKL', 'NRP1', 'SEMA4D']
1625	GO:BP	GO:0033690	positive regulation of osteoblast proliferation	0.0082330547621012	True	"""Any process that activates or increases the rate or extent of osteoblast proliferation."" [GOC:mah]"	13	102	2	17376	0.0196078431372549	0.1538461538461538	query_1	['GO:0008284', 'GO:0033687', 'GO:0033688']	['ITGAV', 'ITGB3']
1626	GO:BP	GO:0071696	ectodermal placode development	0.0082330547621012	True	"""The progression of an ectodermal placode over time from its initial formation until its mature state. An ectodermal placode is a thickening of the ectoderm that is the primordium of many structures derived from the ectoderm."" [GOC:mah]"	13	102	2	17376	0.0196078431372549	0.1538461538461538	query_1	['GO:0048856']	['CTNNB1', 'NRP1']
1627	GO:BP	GO:0032957	inositol trisphosphate metabolic process	0.0082330547621012	True	"""The chemical reactions and pathways involving myo-inositol phosphate, 1,2,3,4,5,6-cyclohexanehexol, with three phosphate groups attached."" [GOC:mah]"	13	102	2	17376	0.0196078431372549	0.1538461538461538	query_1	['GO:0043647']	['PLCG2', 'PTK2B']
1628	GO:BP	GO:0060100	positive regulation of phagocytosis, engulfment	0.0082330547621012	True	"""Any process that activates or increases the frequency, rate or extent of the internalization of bacteria, immune complexes and other particulate matter or of an apoptotic cell by phagocytosis."" [GOC:dph]"	13	102	2	17376	0.0196078431372549	0.1538461538461538	query_1	['GO:0006911', 'GO:0050766', 'GO:0060099', 'GO:1905155']	['C3', 'PLCG2']
1629	GO:BP	GO:1905155	positive regulation of membrane invagination	0.0082330547621012	True	"""Any process that activates or increases the frequency, rate or extent of membrane invagination."" [GO_REF:0000058, GOC:bf, GOC:PARL, GOC:TermGenie]"	13	102	2	17376	0.0196078431372549	0.1538461538461538	query_1	['GO:0010324', 'GO:0051130', 'GO:1905153']	['C3', 'PLCG2']
1630	GO:BP	GO:0097475	motor neuron migration	0.0082330547621012	True	"""The orderly movement of a motor neuron from one site to another. A motor neuron is an efferent neuron that passes from the central nervous system or a ganglion toward or to a muscle and conducts an impulse that causes movement."" [CL:0000100, GOC:yaf, PMID:20711475]"	13	102	2	17376	0.0196078431372549	0.1538461538461538	query_1	['GO:0001764']	['VEGFA', 'NRP1']
1631	GO:BP	GO:0032486	Rap protein signal transduction	0.0082330547621012	True	"""The series of molecular signals within the cell that are mediated by a member of the Rap family of proteins switching to a GTP-bound active state."" [GOC:mah]"	13	102	2	17376	0.0196078431372549	0.1538461538461538	query_1	['GO:0007265']	['RAPGEF1', 'CBL']
1632	GO:BP	GO:0010745	negative regulation of macrophage derived foam cell differentiation	0.0082330547621012	True	"""Any process that decreases the rate, frequency or extent of macrophage derived foam cell differentiation. Macrophage derived foam cell differentiation is the process in which a macrophage acquires the specialized features of a foam cell. A foam cell is a type of cell containing lipids in small vacuoles and typically seen in atherosclerotic lesions, as well as other conditions."" [GOC:add, GOC:BHF, GOC:dph, GOC:tb]"	13	102	2	17376	0.0196078431372549	0.1538461538461538	query_1	['GO:0010742', 'GO:0010743', 'GO:0045596']	['ITGAV', 'ITGB3']
1633	GO:BP	GO:0070486	leukocyte aggregation	0.0082330547621012	True	"""The adhesion of one leukocyte to one or more other leukocytes via adhesion molecules."" [GOC:sl, PMID:12972508]"	13	102	2	17376	0.0196078431372549	0.1538461538461538	query_1	['GO:0007159']	['ZAP70', 'SEMA4D']
1634	GO:BP	GO:1901163	regulation of trophoblast cell migration	0.0082330547621012	True	"""Any process that modulates the frequency, rate or extent of trophoblast cell migration."" [GOC:BHF, GOC:TermGenie]"	13	102	2	17376	0.0196078431372549	0.1538461538461538	query_1	['GO:0030334', 'GO:0061450', 'GO:2000241']	['ITGB3', 'VEGFA']
1635	GO:BP	GO:0034333	adherens junction assembly	0.0082330547621012	True	"""The aggregation, arrangement and bonding together of a set of components to form an adherens junction. An adherens junction is a cell-cell junction composed of the epithelial cadherin-catenin complex at which the cytoplasmic face of the plasma membrane is attached to actin filaments."" [GOC:aruk, GOC:bc, GOC:mah]"	13	102	2	17376	0.0196078431372549	0.1538461538461538	query_1	['GO:0007043', 'GO:0034332']	['CTNNB1', 'VCL']
1636	GO:BP	GO:0098742	cell-cell adhesion via plasma-membrane adhesion molecules	0.0082804515728734	True	"""The attachment of one cell to another cell via adhesion molecules that are at least partially embedded in the plasma membrane."" [GOC:dos]"	234	102	6	17376	0.0588235294117647	0.0256410256410256	query_1	['GO:0098609']	['ITGB1', 'PIK3CB', 'ITGA5', 'APOA1', 'VCAM1', 'L1CAM']
1637	GO:BP	GO:1903706	regulation of hemopoiesis	0.0082804515728734	True	"""Any process that modulates the frequency, rate or extent of hemopoiesis."" [GO_REF:0000058, GOC:pad, GOC:PARL, GOC:TermGenie, PMID:20080761]"	403	102	8	17376	0.0784313725490196	0.0198511166253101	query_1	['GO:0002682', 'GO:0030097', 'GO:0060284', 'GO:2000026']	['PIK3R1', 'CTNNB1', 'SOS1', 'ZAP70', 'LYN', 'SYK', 'ERBB2', 'PTK2B']
1638	GO:BP	GO:0008104	protein localization	0.0084447896813695	True	"""Any process in which a protein is transported to, or maintained in, a specific location."" [GOC:ai]"	2400	102	25	17376	0.2450980392156862	0.0104166666666666	query_1	['GO:0070727']	['ITGB1', 'PIK3R2', 'SRC', 'FGA', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'TFRC', 'CTNNB1', 'HFE', 'FYN', 'ITGA4', 'EGFR', 'TFR2', 'FGB', 'VCL', 'SYK', 'FGG', 'ERBB2', 'VEGFA', 'CRKL', 'CD81', 'NRP1', 'PTPN11']
1639	GO:BP	GO:0010171	body morphogenesis	0.0084774002679541	True	"""The process in which the anatomical structures of the soma are generated and organized."" [GOC:ems, ISBN:0140512888]"	47	102	3	17376	0.0294117647058823	0.0638297872340425	query_1	['GO:0009653']	['TGFB3', 'PTPN11', 'PDGFRA']
1640	GO:BP	GO:0048806	genitalia development	0.0084774002679541	True	"""The process whose specific outcome is the progression of the genitalia over time, from its formation to the mature structure."" [GOC:jid]"	47	102	3	17376	0.0294117647058823	0.0638297872340425	query_1	['GO:0007548', 'GO:0048513', 'GO:0048608']	['CTNNB1', 'PTPN11', 'PDGFRA']
1641	GO:BP	GO:0031103	axon regeneration	0.0084774002679541	True	"""The regrowth of axons following their loss or damage."" [GOC:dgh, GOC:dph, GOC:tb]"	47	102	3	17376	0.0294117647058823	0.0638297872340425	query_1	['GO:0031102', 'GO:0048678', 'GO:0061564']	['SPP1', 'TNC', 'CERS2']
1642	GO:BP	GO:0042742	defense response to bacterium	0.0085017628440551	True	"""Reactions triggered in response to the presence of a bacterium that act to protect the cell or organism."" [GOC:jl]"	317	102	7	17376	0.0686274509803921	0.0220820189274447	query_1	['GO:0009617', 'GO:0098542']	['FGA', 'SHC1', 'TF', 'FGB', 'SYK', 'FCGR1A', 'IGHM']
1643	GO:CC	GO:0043226	organelle	0.0085181448960557	True	"""Organized structure of distinctive morphology and function. Includes the nucleus, mitochondria, plastids, vacuoles, vesicles, ribosomes and the cytoskeleton, and prokaryotic structures such as anammoxosomes and pirellulosomes. Excludes the plasma membrane."" [GOC:go_curators]"	12942	102	88	17376	0.8627450980392157	0.0067995673002627	query_1	['GO:0110165']	['GJB6', 'RAPGEF1', 'C3', 'ITGB1', 'PIK3CB', 'ITGB5', 'ADRA1A', 'VEGFB', 'FN1', 'ITGAV', 'PIK3R2', 'BCAR1', 'SRC', 'SPP1', 'FGA', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'TFRC', 'CTNNB1', 'SOS1', 'ITGA2B', 'KCNK1', 'ITGA5', 'HFE', 'PXN', 'FYN', 'GJB1', 'ITGA4', 'LAT', 'CXCL12', 'MS4A1', 'CERS6', 'LYN', 'GJB2', 'GRB2', 'TNC', 'CXCR4', 'VKORC1', 'EGFR', 'APOA1', 'TF', 'GALNT12', 'TFR2', 'KDR', 'FGB', 'VCL', 'SYK', 'PLCG1', 'FCGR1A', 'FGG', 'ERBB2', 'CERS2', 'SH3KBP1', 'PTK2B', 'IGHM', 'VEGFA', 'SH3GL2', 'SERPINA1', 'CRKL', 'ABCC1', 'VTN', 'CD81', 'TLN1', 'VCAM1', 'PTK2', 'ITGB6', 'NRP1', 'LCK', 'CD19', 'BLNK', 'ALB', 'CBL', 'PTPN11', 'ACKR3', 'PDGFRA', 'HPX', 'FLT1', 'CR2', 'GOLGA5', 'PLXNA1', 'HPR', 'NANOG']
1644	GO:BP	GO:0050954	sensory perception of mechanical stimulus	0.008539685221561	True	"""The series of events required for an organism to receive a sensory mechanical stimulus, convert it to a molecular signal, and recognize and characterize the signal. This is a neurological process."" [GOC:ai]"	162	102	5	17376	0.0490196078431372	0.0308641975308641	query_1	['GO:0007600']	['GJB6', 'FYN', 'CXCL12', 'GJB2', 'CXCR4']
1645	GO:BP	GO:0009991	response to extracellular stimulus	0.008539685221561	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an extracellular stimulus."" [GOC:go_curators]"	499	102	9	17376	0.088235294117647	0.0180360721442885	query_1	['GO:0009605']	['SRC', 'SPP1', 'TFRC', 'HFE', 'ITGA4', 'LYN', 'VCAM1', 'ALB', 'CBL']
1646	REAC	REAC:R-HSA-8934593	Regulation of RUNX1 Expression and Activity	0.0087629089933695	True	Regulation of RUNX1 Expression and Activity	17	102	2	17376	0.0196078431372549	0.1176470588235294	query_1	['REAC:R-HSA-8878171']	['SRC', 'PTPN11']
1647	REAC	REAC:R-HSA-375165	NCAM signaling for neurite out-growth	0.0087629089933695	True	NCAM signaling for neurite out-growth	56	102	3	17376	0.0294117647058823	0.0535714285714285	query_1	['REAC:R-HSA-422475']	['SOS1', 'FYN', 'PTK2']
1648	REAC	REAC:R-HSA-167044	Signalling to RAS	0.0087629089933695	True	Signalling to RAS	17	102	2	17376	0.0196078431372549	0.1176470588235294	query_1	['REAC:R-HSA-187687']	['SHC1', 'SOS1']
1649	REAC	REAC:R-HSA-5654712	FRS-mediated FGFR4 signaling	0.0087629089933695	True	FRS-mediated FGFR4 signaling	17	102	2	17376	0.0196078431372549	0.1176470588235294	query_1	['REAC:R-HSA-5654716']	['SOS1', 'PTPN11']
1650	REAC	REAC:R-HSA-380108	Chemokine receptors bind chemokines	0.0087629089933695	True	Chemokine receptors bind chemokines	56	102	3	17376	0.0294117647058823	0.0535714285714285	query_1	['REAC:R-HSA-375276']	['CXCL12', 'CXCR4', 'ACKR3']
1651	GO:BP	GO:0051346	negative regulation of hydrolase activity	0.0087828024067239	True	"""Any process that stops or reduces the rate of hydrolase activity, the catalysis of the hydrolysis of various bonds."" [GOC:ai]"	319	102	7	17376	0.0686274509803921	0.0219435736677116	query_1	['GO:0043086', 'GO:0051336']	['SRC', 'HGF', 'APOA1', 'VEGFA', 'SERPINA1', 'VTN', 'SEMA4D']
1652	GO:BP	GO:0032760	positive regulation of tumor necrosis factor production	0.0087927343622029	True	"""Any process that activates or increases the frequency, rate or extent of tumor necrosis factor production."" [GO_REF:0000058, GOC:TermGenie, PMID:10891884, PMID:15560120]"	99	102	4	17376	0.0392156862745098	0.0404040404040404	query_1	['GO:0032640', 'GO:0032680', 'GO:1903557']	['PIK3R1', 'PLCG2', 'SYK', 'PTPN11']
1653	GO:BP	GO:0070727	cellular macromolecule localization	0.00887242616709	True	"""Any process in which a macromolecule is transported to, and/or maintained in, a specific location at the level of a cell. Localization at the cellular level encompasses movement within the cell, from within the cell to the cell surface, or from one location to another at the surface of a cell."" [GOC:mah]"	2410	102	25	17376	0.2450980392156862	0.0103734439834024	query_1	['GO:0033036', 'GO:0051641']	['ITGB1', 'PIK3R2', 'SRC', 'FGA', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'TFRC', 'CTNNB1', 'HFE', 'FYN', 'ITGA4', 'EGFR', 'TFR2', 'FGB', 'VCL', 'SYK', 'FGG', 'ERBB2', 'VEGFA', 'CRKL', 'CD81', 'NRP1', 'PTPN11']
1654	GO:BP	GO:0046677	response to antibiotic	0.0089025081153821	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an antibiotic stimulus. An antibiotic is a chemical substance produced by a microorganism which has the capacity to inhibit the growth of or to kill other microorganisms."" [GOC:ai, GOC:ef]"	48	102	3	17376	0.0294117647058823	0.0625	query_1	['GO:0042221']	['GJB2', 'VKORC1', 'CBL']
1655	GO:BP	GO:0048286	lung alveolus development	0.0089025081153821	True	"""The process whose specific outcome is the progression of the alveolus over time, from its formation to the mature structure. The alveolus is a sac for holding air in the lungs; formed by the terminal dilation of air passageways."" [GOC:mtg_lung, PMID:9751757]"	48	102	3	17376	0.0294117647058823	0.0625	query_1	['GO:0030324', 'GO:0048856']	['TGFB3', 'KDR', 'ITGB6']
1656	GO:BP	GO:0043277	apoptotic cell clearance	0.0089025081153821	True	"""The recognition and removal of an apoptotic cell by a neighboring cell or by a phagocyte."" [GOC:rk, PMID:14685684]"	48	102	3	17376	0.0294117647058823	0.0625	query_1	['GO:0006909']	['C3', 'ITGAV', 'ITGB3']
1657	GO:BP	GO:0048546	digestive tract morphogenesis	0.0089025081153821	True	"""The process in which the anatomical structures of the digestive tract are generated and organized. The digestive tract is the anatomical structure through which food passes and is processed."" [GOC:dph, GOC:go_curators, PMID:12618131]"	48	102	3	17376	0.0294117647058823	0.0625	query_1	['GO:0035239', 'GO:0048565']	['CTNNB1', 'EGFR', 'PDGFRA']
1658	GO:BP	GO:0002790	peptide secretion	0.0089025081153821	True	"""The controlled release of a peptide from a cell or a tissue."" [GOC:add]"	238	102	6	17376	0.0588235294117647	0.0252100840336134	query_1	['GO:0015833', 'GO:0046903']	['FGA', 'HFE', 'TFR2', 'FGB', 'FGG', 'PTPN11']
1659	GO:BP	GO:0021872	forebrain generation of neurons	0.0089025081153821	True	"""The process in which nerve cells are generated in the forebrain. This includes the production of neuroblasts from and their differentiation into neurons."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid]"	48	102	3	17376	0.0294117647058823	0.0625	query_1	['GO:0030900', 'GO:0048699']	['NRP2', 'NRP1', 'PLXNA1']
1660	GO:BP	GO:0051604	protein maturation	0.0089025081153821	True	"""Any process leading to the attainment of the full functional capacity of a protein."" [GOC:ai]"	320	102	7	17376	0.0686274509803921	0.021875	query_1	['GO:0010467', 'GO:0019538']	['FN1', 'SRC', 'FGA', 'TFR2', 'FGB', 'FGG', 'HPR']
1661	GO:BP	GO:0051489	regulation of filopodium assembly	0.0089025081153821	True	"""Any process that modulates the frequency, rate or extent of the assembly of a filopodium, a thin, stiff protrusion extended by the leading edge of a motile cell such as a crawling fibroblast or amoeba, or an axonal growth cone."" [GOC:ai, GOC:dph, GOC:tb]"	48	102	3	17376	0.0294117647058823	0.0625	query_1	['GO:0046847', 'GO:0120032']	['TGFB3', 'PIK3R1', 'NRP1']
1662	GO:CC	GO:0099092	postsynaptic density, intracellular component	0.0089451776611477	True	"""A network of proteins adjacent to the postsynaptic membrane forming an electron dense disc. Its major components include neurotransmitter receptors and the proteins that spatially and functionally organize neurotransmitter receptors in the adjacent membrane, such as anchoring and scaffolding molecules, signaling enzymes and cytoskeletal components."" [GOC:dos]"	14	102	2	17376	0.0196078431372549	0.1428571428571428	query_1	['GO:0014069', 'GO:0099091']	['CTNNB1', 'PTK2B']
1663	GO:BP	GO:0018209	peptidyl-serine modification	0.0090120841205932	True	"""The modification of peptidyl-serine."" [GOC:go_curators]"	321	102	7	17376	0.0686274509803921	0.0218068535825545	query_1	['GO:0018193']	['SRC', 'HGF', 'TFRC', 'EGFR', 'PIK3CA', 'SYK', 'VEGFA']
1664	GO:CC	GO:0030427	site of polarized growth	0.0090193137619452	True	"""Any part of a cell where non-isotropic growth takes place."" [GOC:mah]"	167	102	5	17376	0.0490196078431372	0.029940119760479	query_1	['GO:0110165']	['SRC', 'ITGA4', 'PTK2B', 'L1CAM', 'CBL']
1665	GO:CC	GO:0005912	adherens junction	0.0090193137619452	True	"""A cell-cell junction composed of the epithelial cadherin-catenin complex. The epithelial cadherins, or E-cadherins, of each interacting cell extend through the plasma membrane into the extracellular space and bind to each other. The E-cadherins bind to catenins on the cytoplasmic side of the membrane, where the E-cadherin-catenin complex binds to cytoskeletal components and regulatory and signaling molecules."" [GOC:aruk, GOC:bc, GOC:mah, ISBN:0198506732, PMID:17854762, PMID:20571587, PMID:21422226, PMID:28096264]"	167	102	5	17376	0.0490196078431372	0.029940119760479	query_1	['GO:0005911']	['CTNNB1', 'LYN', 'VCL', 'VEGFA', 'TLN1']
1666	GO:BP	GO:2001243	negative regulation of intrinsic apoptotic signaling pathway	0.0090374707729666	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of intrinsic apoptotic signaling pathway."" [GOC:mtg_apoptosis]"	100	102	4	17376	0.0392156862745098	0.04	query_1	['GO:0097193', 'GO:1902532', 'GO:2001234', 'GO:2001242']	['PIK3CB', 'SRC', 'CXCL12', 'ACKR3']
1667	GO:BP	GO:0044255	cellular lipid metabolic process	0.0091106780391654	True	"""The chemical reactions and pathways involving lipids, as carried out by individual cells."" [GOC:jl]"	923	102	13	17376	0.1274509803921568	0.0140845070422535	query_1	['GO:0006629', 'GO:0044237']	['C3', 'PIK3CB', 'PIK3R2', 'PIK3R1', 'PLCG2', 'PIK3CD', 'CERS6', 'APOA1', 'PIK3CA', 'PLCG1', 'CERS2', 'PIK3R3', 'PTPN11']
1668	GO:BP	GO:0006958	complement activation, classical pathway	0.0093151148314769	True	"""Any process involved in the activation of any of the steps of the classical pathway of the complement cascade which allows for the direct killing of microbes, the disposal of immune complexes, and the regulation of other immune processes."" [GOC:add, ISBN:0781735149]"	49	102	3	17376	0.0294117647058823	0.0612244897959183	query_1	['GO:0002455', 'GO:0006956']	['C3', 'IGHM', 'CR2']
1669	GO:BP	GO:0032768	regulation of monooxygenase activity	0.0093151148314769	True	"""Any process that modulates the activity of a monooxygenase."" [GOC:mah]"	49	102	3	17376	0.0294117647058823	0.0612244897959183	query_1	['GO:0051341']	['PIK3CB', 'EGFR', 'PTK2B']
1670	GO:BP	GO:0046633	alpha-beta T cell proliferation	0.0093151148314769	True	"""The expansion of an alpha-beta T cell population by cell division."" [GOC:ai]"	49	102	3	17376	0.0294117647058823	0.0612244897959183	query_1	['GO:0042098', 'GO:0046631']	['ZAP70', 'SYK', 'CD81']
1671	GO:BP	GO:0002524	hypersensitivity	0.0093151148314769	True	"""An inflammatory response to an exogenous environmental antigen or an endogenous antigen initiated by the adaptive immune system."" [GOC:jal, ISBN:0781735149]"	14	102	2	17376	0.0196078431372549	0.1428571428571428	query_1	['GO:0002438']	['C3', 'FCGR1A']
1672	GO:BP	GO:0008585	female gonad development	0.0093151148314769	True	"""The process whose specific outcome is the progression of the female gonad over time, from its formation to the mature structure."" [GOC:dph, GOC:jid, GOC:tb]"	101	102	4	17376	0.0392156862745098	0.0396039603960396	query_1	['GO:0008406', 'GO:0046545']	['SRC', 'KDR', 'VEGFA', 'PDGFRA']
1673	GO:BP	GO:1903909	regulation of receptor clustering	0.0093151148314769	True	"""Any process that modulates the frequency, rate or extent of receptor clustering."" [GO_REF:0000058, GOC:als, GOC:TermGenie, PMID:23575248]"	14	102	2	17376	0.0196078431372549	0.1428571428571428	query_1	['GO:0043113', 'GO:1905475']	['CRKL', 'CD81']
1674	GO:BP	GO:0006968	cellular defense response	0.0093151148314769	True	"""A defense response that is mediated by cells."" [GOC:ebc]"	49	102	3	17376	0.0294117647058823	0.0612244897959183	query_1	['GO:0006952']	['ITGB1', 'ITK', 'PTK2B']
1675	GO:BP	GO:0007528	neuromuscular junction development	0.0093151148314769	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a neuromuscular junction."" [GOC:mtg_OBO2OWL_2013]"	49	102	3	17376	0.0294117647058823	0.0612244897959183	query_1	['GO:0050808']	['TNC', 'ERBB2', 'CRKL']
1676	GO:BP	GO:0060324	face development	0.0093151148314769	True	"""The biological process whose specific outcome is the progression of a face from an initial condition to its mature state. The face is the ventral division of the head."" [GOC:dph]"	49	102	3	17376	0.0294117647058823	0.0612244897959183	query_1	['GO:0048856', 'GO:0060322']	['TGFB3', 'PTPN11', 'PDGFRA']
1677	GO:BP	GO:0098883	synapse pruning	0.0093151148314769	True	"""A cellular process that results in the controlled breakdown of synapse. After it starts the process is continuous until the synapse has disappeared."" [GOC:dos, PMID:12062020, PMID:18083105, PMID:22632716, PMID:29844190]"	14	102	2	17376	0.0196078431372549	0.1428571428571428	query_1	['GO:0050808', 'GO:0150146']	['C3', 'ITGB1']
1678	GO:BP	GO:0061450	trophoblast cell migration	0.0093151148314769	True	"""Trophoblast cell migration that is accomplished by extension and retraction of a pseudopodium. Trophoblast cells line the outside of the blastocyst."" [GOC:dph]"	14	102	2	17376	0.0196078431372549	0.1428571428571428	query_1	['GO:0001667', 'GO:0007566', 'GO:0022414']	['ITGB3', 'VEGFA']
1679	GO:BP	GO:0061082	myeloid leukocyte cytokine production	0.0093151148314769	True	"""Any process that contributes to cytokine production by a myeloid cell."" [GOC:dph]"	49	102	3	17376	0.0294117647058823	0.0612244897959183	query_1	['GO:0002367']	['TGFB3', 'PLCG2', 'SYK']
1680	GO:BP	GO:0061029	eyelid development in camera-type eye	0.0093151148314769	True	"""The progression of the eyelid in a camera-type eye from its formation to the mature state. The eyelid is a membranous cover that helps protect and lubricate the eye."" [GOC:dph, GOC:yaf]"	14	102	2	17376	0.0196078431372549	0.1428571428571428	query_1	['GO:0043010', 'GO:0048856']	['SOS1', 'EGFR']
1681	GO:BP	GO:0061028	establishment of endothelial barrier	0.0093151148314769	True	"""The establishment of a barrier between endothelial cell layers, such as those in the brain, lung or intestine, to exert specific and selective control over the passage of water and solutes, thus allowing formation and maintenance of compartments that differ in fluid and solute composition."" [GOC:dph]"	49	102	3	17376	0.0294117647058823	0.0612244897959183	query_1	['GO:0001885']	['RAPGEF1', 'VCL', 'VEGFA']
1682	GO:BP	GO:0009895	negative regulation of catabolic process	0.0093600964794341	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways resulting in the breakdown of substances."" [GOC:go_curators]"	324	102	7	17376	0.0686274509803921	0.0216049382716049	query_1	['GO:0009056', 'GO:0009892', 'GO:0009894']	['MET', 'ADRA1A', 'HGF', 'HFE', 'FYN', 'EGFR', 'PIK3CA']
1683	GO:BP	GO:0030593	neutrophil chemotaxis	0.0095684287306691	True	"""The directed movement of a neutrophil cell, the most numerous polymorphonuclear leukocyte found in the blood, in response to an external stimulus, usually an infection or wounding."" [GOC:jl, ISBN:0198506732]"	102	102	4	17376	0.0392156862745098	0.0392156862745098	query_1	['GO:0071621', 'GO:1990266']	['ITGA9', 'PIK3CD', 'VAV1', 'SYK']
1684	GO:BP	GO:1902106	negative regulation of leukocyte differentiation	0.0095684287306691	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of leukocyte differentiation."" [GOC:add, GOC:TermGenie]"	102	102	4	17376	0.0392156862745098	0.0392156862745098	query_1	['GO:0002521', 'GO:1902105', 'GO:1903707']	['PIK3R1', 'CTNNB1', 'LYN', 'ERBB2']
1685	GO:BP	GO:2001242	regulation of intrinsic apoptotic signaling pathway	0.009732899941512	True	"""Any process that modulates the frequency, rate or extent of intrinsic apoptotic signaling pathway."" [GOC:mtg_apoptosis]"	168	102	5	17376	0.0490196078431372	0.0297619047619047	query_1	['GO:0097193', 'GO:1902531', 'GO:2001233']	['PIK3CB', 'SRC', 'CXCL12', 'LCK', 'ACKR3']
1686	GO:BP	GO:0010817	regulation of hormone levels	0.0097360423987992	True	"""Any process that modulates the levels of hormone within an organism or a tissue. A hormone is any substance formed in very small amounts in one specialized organ or group of cells and carried (sometimes in the bloodstream) to another organ or group of cells in the same organism, upon which it has a specific regulatory action."" [GOC:BHF, GOC:dph, GOC:tb]"	511	102	9	17376	0.088235294117647	0.0176125244618395	query_1	['GO:0065008']	['SPP1', 'FGA', 'HFE', 'LYN', 'TFR2', 'FGB', 'FGG', 'PTPN11', 'PDGFRA']
1687	REAC	REAC:R-HSA-446353	Cell-extracellular matrix interactions	0.0097562975275198	True	Cell-extracellular matrix interactions	18	102	2	17376	0.0196078431372549	0.1111111111111111	query_1	['REAC:R-HSA-446728']	['ITGB1', 'PXN']
1688	REAC	REAC:R-HSA-5654700	FRS-mediated FGFR2 signaling	0.0097562975275198	True	FRS-mediated FGFR2 signaling	18	102	2	17376	0.0196078431372549	0.1111111111111111	query_1	['REAC:R-HSA-5654696']	['SOS1', 'PTPN11']
1689	GO:BP	GO:0010883	regulation of lipid storage	0.0098208740663339	True	"""Any process that modulates the rate, frequency or extent of lipid storage. Lipid storage is the accumulation and maintenance in cells or tissues of lipids, compounds soluble in organic solvents but insoluble or sparingly soluble in aqueous solvents. Lipid reserves can be accumulated during early developmental stages for mobilization and utilization at later stages of development."" [GOC:BHF, GOC:dph, GOC:tb]"	50	102	3	17376	0.0294117647058823	0.06	query_1	['GO:0019915', 'GO:0032879']	['C3', 'ITGAV', 'ITGB3']
