Hutchinson-Gilford progeria syndrome	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
424	GO:BP	GO:0046546	development of primary male sexual characteristics	0.0133049457633109	True	"""The process whose specific outcome is the progression of the primary male sexual characteristics over time, from their formation to the mature structures. The primary male sexual characteristics are the testes, and they develop in response to sex hormone secretion."" [GOC:ai]"	146	101	5	15719	0.0495049504950495	0.0342465753424657	query_1	['GO:0045137', 'GO:0046661']	['BRIP1', 'MSH2', 'WDR48', 'AR', 'ERCC1']
130	REAC	REAC:R-HSA-6806003	Regulation of TP53 Expression and Degradation	0.0135090545124648	True	Regulation of TP53 Expression and Degradation	37	94	3	10022	0.0319148936170212	0.081081081081081	query_1	['REAC:R-HSA-5633007']	['ATM', 'CDK2', 'TP53']
425	GO:BP	GO:0006285	base-excision repair, AP site formation	0.0135655779836	True	"""The formation of an AP site, a deoxyribose sugar with a missing base, by DNA glycosylase which recognizes an altered base in DNA and catalyzes its hydrolytic removal. This sugar phosphate is the substrate recognized by the AP endonuclease, which cuts the DNA phosphodiester backbone at the 5' side of the altered site to leave a gap which is subsequently repaired."" [ISBN:0815316194]"	12	101	2	15719	0.0198019801980198	0.1666666666666666	query_1	['GO:0006259', 'GO:0006284']	['OGG1', 'NEIL1']
426	GO:BP	GO:1903798	regulation of miRNA processing	0.0135655779836	True	"""Any process that modulates the frequency, rate or extent of microRNA processing."" [GO_REF:0000058, GOC:BHF, GOC:BHF_miRNA, GOC:rph, GOC:TermGenie, PMID:22269326]"	12	101	2	15719	0.0198019801980198	0.1666666666666666	query_1	['GO:0035196', 'GO:0070920']	['ZMPSTE24', 'TP53']
427	GO:BP	GO:0033148	positive regulation of intracellular estrogen receptor signaling pathway	0.0135655779836	True	"""Any process that activates or increases the frequency, rate or extent of the activity of an intracellular estrogen receptor signaling pathway."" [GOC:mah]"	12	101	2	15719	0.0198019801980198	0.1666666666666666	query_1	['GO:0030520', 'GO:0033145', 'GO:0033146']	['AR', 'PARP1']
428	GO:BP	GO:0009987	cellular process	0.0135655779836	True	"""Any process that is carried out at the cellular level, but not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."" [GOC:go_curators, GOC:isa_complete]"	14494	101	100	15719	0.99009900990099	0.006899406651028	query_1	['GO:0008150']	['RBBP8', 'MCM6', 'HUS1', 'RPA4', 'LMNA', 'BRIP1', 'RAD9B', 'XPA', 'NBN', 'MCM5', 'MSH2', 'USP1', 'TP53BP1', 'POLD3', 'RAD50', 'MCM7', 'FANCI', 'RAD52', 'DCLRE1C', 'RAD51AP1', 'LIG3', 'XRCC6', 'HLTF', 'WDR48', 'ZMPSTE24', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'FEN1', 'TDP1', 'POLD4', 'H2AX', 'RPA2', 'MSH3', 'MDC1', 'OGG1', 'LIG1', 'POLE4', 'BRCA2', 'POLA1', 'SPATA48', 'PRIM1', 'RAD1', 'PCNA', 'MCM10', 'ATR', 'RPA3', 'AR', 'PMS2', 'PARP1', 'XRCC4', 'XRCC5', 'ERCC1', 'NHEJ1', 'RPA1', 'APTX', 'ERCC4', 'ATRIP', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'POLE3', 'MRE11', 'RAD51', 'TOP3A', 'MCM4', 'APEX1', 'PRIM2', 'VRK1', 'EXO1', 'HUS1B', 'USP46', 'BRCA1', 'CDK2', 'MCM2', 'PRKDC', 'CHRAC1', 'POLA2', 'XRCC1', 'KAT5', 'POLD1', 'POLB', 'BARD1', 'WRN', 'EMD', 'RMI2', 'POLE2', 'RMI1', 'MCM3', 'TP53', 'PNKP', 'NEIL1', 'BANF1', 'POLE', 'POLD2', 'RNF8', 'MSH6', 'CDX1']
429	GO:BP	GO:0048145	regulation of fibroblast proliferation	0.0135655779836	True	"""Any process that modulates the frequency, rate or extent of multiplication or reproduction of fibroblast cells."" [GOC:jid]"	89	101	4	15719	0.0396039603960396	0.0449438202247191	query_1	['GO:0042127', 'GO:0048144']	['ZMPSTE24', 'LIG4', 'EMD', 'TP53']
430	GO:BP	GO:0072710	response to hydroxyurea	0.0135655779836	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a hydroxyurea stimulus."" [GOC:mah]"	12	101	2	15719	0.0198019801980198	0.1666666666666666	query_1	['GO:0010033', 'GO:1901698']	['BLM', 'RAD51']
131	REAC	REAC:R-HSA-162906	HIV Infection	0.0136217748041859	True	HIV Infection	224	94	7	10022	0.0744680851063829	0.03125	query_1	['REAC:R-HSA-5663205']	['XRCC6', 'LIG4', 'FEN1', 'LIG1', 'XRCC4', 'XRCC5', 'BANF1']
431	GO:BP	GO:0032781	positive regulation of ATP-dependent activity	0.013795304871215	True	"""Any process that activates or increases the rate of an ATP-dependent activity."" [GOC:mah]"	43	101	3	15719	0.0297029702970297	0.0697674418604651	query_1	['GO:0043462', 'GO:0044093']	['MSH2', 'MSH3', 'MSH6']
91	GO:CC	GO:0005813	centrosome	0.0138414199261477	True	"""A structure comprised of a core structure (in most organisms, a pair of centrioles) and peripheral material from which a microtubule-based structure, such as a spindle apparatus, is organized. Centrosomes occur close to the nucleus during interphase in many eukaryotic cells, though in animal cells it changes continually during the cell-division cycle."" [GOC:mah, ISBN:0198547684]"	624	102	10	16420	0.0980392156862745	0.016025641025641	query_1	['GO:0005815']	['H2AX', 'BRCA2', 'PCNA', 'ATM', 'APEX1', 'CDK2', 'WRN', 'EMD', 'MCM3', 'TP53']
432	GO:BP	GO:0050000	chromosome localization	0.0140306746243776	True	"""Any process in which a chromosome is transported to, or maintained in, a specific location."" [GOC:ai]"	90	101	4	15719	0.0396039603960396	0.0444444444444444	query_1	['GO:0051640']	['LMNA', 'MLH1', 'ATM', 'KAT5']
433	GO:BP	GO:0010035	response to inorganic substance	0.01405475537418	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an inorganic substance stimulus."" [GOC:sm]"	547	101	10	15719	0.099009900990099	0.0182815356489945	query_1	['GO:0042221']	['LIG4', 'OGG1', 'PCNA', 'PARP1', 'ERCC1', 'BLM', 'RAD51', 'APEX1', 'CDK2', 'TP53']
434	GO:BP	GO:0051301	cell division	0.0142481069783349	True	"""The process resulting in division and partitioning of components of a cell to form more cells; may or may not be accompanied by the physical separation of a cell into distinct, individually membrane-bounded daughter cells."" [GOC:di, GOC:go_curators, GOC:pr]"	642	101	11	15719	0.1089108910891089	0.0171339563862928	query_1	['GO:0009987']	['RBBP8', 'BRIP1', 'MCM5', 'LIG3', 'LIG4', 'LIG1', 'BRCA2', 'BLM', 'VRK1', 'CDK2', 'RNF8']
132	REAC	REAC:R-HSA-6803207	TP53 Regulates Transcription of Caspase Activators and Caspases	0.0145864931963038	True	TP53 Regulates Transcription of Caspase Activators and Caspases	12	94	2	10022	0.0212765957446808	0.1666666666666666	query_1	['REAC:R-HSA-5633008']	['ATM', 'TP53']
435	GO:BP	GO:0031952	regulation of protein autophosphorylation	0.0146010330682641	True	"""Any process that modulates the frequency, rate or extent of addition of the phosphorylation by a protein of one or more of its own residues."" [GOC:mah]"	44	101	3	15719	0.0297029702970297	0.0681818181818181	query_1	['GO:0001932', 'GO:0046777']	['NBN', 'RAD50', 'MRE11']
96	GO:CC	GO:0033593	BRCA2-MAGE-D1 complex	0.0149593576772974	True	"""A heterodimeric protein complex formed of BRCA2 and MAGE-D1; may mediate the synergistic activities of the two proteins in regulating cell growth."" [PMID:15930293]"	1	102	1	16420	0.0098039215686274	1.0	query_1	['GO:0140535']	['BRCA2']
92	GO:CC	GO:0043626	PCNA complex	0.0149593576772974	True	"""A protein complex composed of three identical PCNA monomers, each comprising two similar domains, which are joined in a head-to-tail arrangement to form a homotrimer. Forms a ring-like structure in solution, with a central hole sufficiently large to accommodate the double helix of DNA. Originally characterized as a DNA sliding clamp for replicative DNA polymerases and as an essential component of the replisome, and has also been shown to be involved in other processes including Okazaki fragment processing, DNA repair, translesion DNA synthesis, DNA methylation, chromatin remodeling and cell cycle regulation."" [GOC:jl, PMID:12829735]"	1	102	1	16420	0.0098039215686274	1.0	query_1	['GO:0044796', 'GO:0140513']	['PCNA']
93	GO:CC	GO:0070421	DNA ligase III-XRCC1 complex	0.0149593576772974	True	"""A protein complex that contains DNA ligase III and XRCC1, and is involved in base excision repair."" [PMID:15141024, PMID:7760816]"	1	102	1	16420	0.0098039215686274	1.0	query_1	['GO:0140513', 'GO:1902494']	['LIG3']
94	GO:CC	GO:0005715	late recombination nodule	0.0149593576772974	True	"""An electron dense structure that is associated with meiotic chromosomes in pachytene during meiosis I."" [GOC:elh]"	1	102	1	16420	0.0098039215686274	1.0	query_1	['GO:0005713']	['MLH1']
97	GO:CC	GO:0044796	DNA polymerase processivity factor complex	0.0149593576772974	True	"""A protein complex which is capable of increasing the processivity of nucleotide polymerization by DNA polymerase as a part of DNA replication."" [GOC:bhm, GOC:jl]"	1	102	1	16420	0.0098039215686274	1.0	query_1	['GO:0150005']	['PCNA']
95	GO:CC	GO:0160045	TMEM240-body	0.0149593576772974	True	"""A multilamellar subcellular structure formed in the cytoplasm of developing neuron, composed of Tmem240 and Emd proteins."" [PMID:32535204]"	1	102	1	16420	0.0098039215686274	1.0	query_1	['GO:0043231']	['EMD']
436	GO:BP	GO:0048608	reproductive structure development	0.0151134313354457	True	"""The reproductive developmental process whose specific outcome is the progression of somatic structures that will be used in the process of creating new individuals from one or more parents, from their formation to the mature structures."" [GOC:dph, GOC:isa_complete, GOC:jid]"	295	101	7	15719	0.0693069306930693	0.023728813559322	query_1	['GO:0003006', 'GO:0048856', 'GO:0061458']	['BRIP1', 'MSH2', 'WDR48', 'BRCA2', 'AR', 'ERCC1', 'ATM']
437	GO:BP	GO:0012501	programmed cell death	0.0152744914049748	True	"""A process which begins when a cell receives an internal or external signal and activates a series of biochemical events (signaling pathway). The process ends with the death of the cell."" [GOC:lr, GOC:mtg_apoptosis]"	1850	101	22	15719	0.2178217821782178	0.0118918918918918	query_1	['GO:0008219']	['LMNA', 'NBN', 'MSH2', 'ZMPSTE24', 'LIG4', 'MLH1', 'OGG1', 'BRCA2', 'AR', 'PARP1', 'ATM', 'RAD9A', 'MRE11', 'APEX1', 'BRCA1', 'MCM2', 'PRKDC', 'KAT5', 'POLB', 'BARD1', 'TP53', 'MSH6']
438	GO:BP	GO:0002327	immature B cell differentiation	0.0155677280365774	True	"""The process in which a precursor cell type acquires the specialized features of an immature B cell."" [GOC:jal, ISBN:0781735149, PMID:16551251]"	13	101	2	15719	0.0198019801980198	0.1538461538461538	query_1	['GO:0030183']	['ATM', 'PRKDC']
439	GO:BP	GO:0070920	regulation of regulatory ncRNA processing	0.0155677280365774	True	"""Any process that modulates the frequency, rate or extent of regulatory non-coding RNA processing."" [GOC:mah]"	13	101	2	15719	0.0198019801980198	0.1538461538461538	query_1	['GO:0051252', 'GO:0060966', 'GO:0070918']	['ZMPSTE24', 'TP53']
440	GO:BP	GO:0033145	positive regulation of intracellular steroid hormone receptor signaling pathway	0.0155677280365774	True	"""Any process that activates or increases the frequency, rate or extent of the activity of any intracellular steroid hormone receptor signaling pathway."" [GOC:mah]"	13	101	2	15719	0.0198019801980198	0.1538461538461538	query_1	['GO:0009967', 'GO:0030518', 'GO:0033143']	['AR', 'PARP1']
441	GO:BP	GO:0060965	negative regulation of miRNA-mediated gene silencing	0.0155677280365774	True	"""A process that decreases the rate, frequency, or extent of gene silencing by a microRNA (miRNA)."" [GOC:aruk, GOC:bc, GOC:dph, GOC:rl, GOC:tb, PMID:23985560, PMID:28379604]"	13	101	2	15719	0.0198019801980198	0.1538461538461538	query_1	['GO:0035195', 'GO:0060964', 'GO:1900369']	['ZMPSTE24', 'TP53']
442	GO:BP	GO:0061458	reproductive system development	0.0159954609527269	True	"""The progression of the reproductive system over time from its formation to the mature structure. The reproductive system consists of the organs that function in reproduction."" [GOC:dph]"	299	101	7	15719	0.0693069306930693	0.0234113712374581	query_1	['GO:0048731']	['BRIP1', 'MSH2', 'WDR48', 'BRCA2', 'AR', 'ERCC1', 'ATM']
443	GO:BP	GO:0016573	histone acetylation	0.0159954609527269	True	"""The modification of a histone by the addition of an acetyl group."" [GOC:ai]"	154	101	5	15719	0.0495049504950495	0.0324675324675324	query_1	['GO:0016570', 'GO:0018393']	['ZMPSTE24', 'BRCA2', 'POLE3', 'BRCA1', 'KAT5']
444	GO:BP	GO:0048534	hematopoietic or lymphoid organ development	0.0159954609527269	True	"""The process whose specific outcome is the progression of any organ involved in hematopoiesis (also known as hemopoiesis) or lymphoid cell activation over time, from its formation to the mature structure. Such development includes differentiation of resident cell types (stromal cells) and of migratory cell types dependent on the unique microenvironment afforded by the organ for their proper differentiation."" [GOC:add, GOC:rl, ISBN:0781735149]"	94	101	4	15719	0.0396039603960396	0.0425531914893617	query_1	['GO:0002520', 'GO:0048513']	['ZMPSTE24', 'ATM', 'POLB', 'TP53']
445	GO:BP	GO:0065009	regulation of molecular function	0.0165588545545208	True	"""Any process that modulates the frequency, rate or extent of a molecular function, an elemental biological activity occurring at the molecular level, such as catalysis or binding."" [GOC:isa_complete]"	2480	101	27	15719	0.2673267326732673	0.0108870967741935	query_1	['GO:0065007']	['NBN', 'MSH2', 'TP53BP1', 'RAD50', 'XRCC6', 'ZMPSTE24', 'PAXIP1', 'MSH3', 'PCNA', 'AR', 'PARP1', 'XRCC4', 'XRCC5', 'NHEJ1', 'ERCC4', 'FANCD2', 'BLM', 'MRE11', 'PRIM2', 'MCM2', 'XRCC1', 'WRN', 'TP53', 'PNKP', 'NEIL1', 'BANF1', 'MSH6']
446	GO:BP	GO:0071241	cellular response to inorganic substance	0.0166608277025674	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an inorganic substance stimulus."" [GOC:mah]"	225	101	6	15719	0.0594059405940594	0.0266666666666666	query_1	['GO:0010035', 'GO:0070887']	['LIG4', 'OGG1', 'PARP1', 'BLM', 'RAD51', 'CDK2']
447	GO:BP	GO:0009891	positive regulation of biosynthetic process	0.0168814250079484	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of substances."" [GOC:go_curators]"	1989	101	23	15719	0.2277227722772277	0.0115635997988939	query_1	['GO:0009058', 'GO:0009889', 'GO:0009893']	['USP1', 'TP53BP1', 'XRCC6', 'HLTF', 'PAXIP1', 'BRCA2', 'PCNA', 'ATR', 'AR', 'PARP1', 'XRCC5', 'ERCC1', 'BLM', 'ATM', 'APEX1', 'PRIM2', 'BRCA1', 'CDK2', 'PRKDC', 'KAT5', 'TP53', 'PNKP', 'CDX1']
133	REAC	REAC:R-HSA-2564830	Cytosolic iron-sulfur cluster assembly	0.0170059390242307	True	Cytosolic iron-sulfur cluster assembly	13	94	2	10022	0.0212765957446808	0.1538461538461538	query_1	['REAC:R-HSA-1430728']	['BRIP1', 'POLD1']
448	GO:BP	GO:0048584	positive regulation of response to stimulus	0.0170648944199031	True	"""Any process that activates, maintains or increases the rate of a response to a stimulus. Response to stimulus is a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus."" [GOC:jid]"	2113	101	24	15719	0.2376237623762376	0.0113582584003786	query_1	['GO:0048518', 'GO:0048583', 'GO:0050896']	['RBBP8', 'MSH2', 'USP1', 'TP53BP1', 'RAD51AP1', 'XRCC6', 'WDR48', 'PAXIP1', 'MLH1', 'H2AX', 'PCNA', 'ATR', 'AR', 'PARP1', 'XRCC5', 'ATM', 'RAD9A', 'BRCA1', 'PRKDC', 'XRCC1', 'KAT5', 'TP53', 'PNKP', 'RNF8']
449	GO:BP	GO:0042771	intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator	0.0170811603128959	True	"""The series of molecular signals in which an intracellular signal is conveyed to trigger the apoptotic death of a cell. The pathway is induced by the cell cycle regulator phosphoprotein p53, or an equivalent protein, in response to the detection of DNA damage, and ends when the execution phase of apoptosis is triggered."" [GOC:go_curators, GOC:mtg_apoptosis]"	47	101	3	15719	0.0297029702970297	0.0638297872340425	query_1	['GO:0008630', 'GO:0072332']	['MSH2', 'BRCA2', 'TP53']
450	GO:BP	GO:0051570	regulation of histone H3-K9 methylation	0.0175311984682971	True	"""Any process that modulates the frequency, rate or extent of the covalent addition of a methyl group to the lysine at position 9 of histone H3."" [GOC:ai]"	14	101	2	15719	0.0198019801980198	0.1428571428571428	query_1	['GO:0031060', 'GO:0051567']	['LMNA', 'BRCA1']
451	GO:BP	GO:1900369	negative regulation of post-transcriptional gene silencing by RNA	0.0175311984682971	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of post-transcriptional gene silencing by RNA."" [GOC:kmv, GOC:TermGenie, PMID:22412382]"	14	101	2	15719	0.0198019801980198	0.1428571428571428	query_1	['GO:0035194', 'GO:0060149', 'GO:0060967', 'GO:1900368']	['ZMPSTE24', 'TP53']
454	GO:BP	GO:0060149	negative regulation of post-transcriptional gene silencing	0.0175311984682971	True	"""Any process that decreases the frequency, rate or extent of the inactivation of gene expression by a posttranscriptional mechanism."" [GOC:dph]"	14	101	2	15719	0.0198019801980198	0.1428571428571428	query_1	['GO:0010628', 'GO:0016441', 'GO:0048519', 'GO:0060147']	['ZMPSTE24', 'TP53']
452	GO:BP	GO:2001034	positive regulation of double-strand break repair via nonhomologous end joining	0.0175311984682971	True	"""Any process that activates or increases the frequency, rate or extent of double-strand break repair via nonhomologous end joining."" [GOC:obol]"	14	101	2	15719	0.0198019801980198	0.1428571428571428	query_1	['GO:0006303', 'GO:2000781', 'GO:2001032']	['PRKDC', 'PNKP']
453	GO:BP	GO:0060967	negative regulation of gene silencing by RNA	0.0175311984682971	True	"""Any process that decreases the rate, frequency, or extent of gene silencing by RNA. Gene silencing by RNA is the process in which RNA molecules inactivate expression of target genes."" [GOC:dph, GOC:tb]"	14	101	2	15719	0.0198019801980198	0.1428571428571428	query_1	['GO:0010628', 'GO:0031047', 'GO:0048519', 'GO:0060966']	['ZMPSTE24', 'TP53']
455	GO:BP	GO:0050871	positive regulation of B cell activation	0.0175311984682971	True	"""Any process that activates or increases the frequency, rate or extent of B cell activation."" [GOC:ai]"	97	101	4	15719	0.0396039603960396	0.0412371134020618	query_1	['GO:0042113', 'GO:0050864', 'GO:0051251']	['MSH2', 'TP53BP1', 'PAXIP1', 'MLH1']
456	GO:BP	GO:0043085	positive regulation of catalytic activity	0.0178518293996192	True	"""Any process that activates or increases the activity of an enzyme."" [GOC:ebc, GOC:jl, GOC:tb, GOC:vw]"	1078	101	15	15719	0.1485148514851485	0.0139146567717996	query_1	['GO:0044093', 'GO:0050790']	['NBN', 'MSH2', 'RAD50', 'XRCC6', 'MSH3', 'PCNA', 'XRCC4', 'XRCC5', 'NHEJ1', 'MRE11', 'PRIM2', 'XRCC1', 'WRN', 'PNKP', 'MSH6']
457	GO:BP	GO:0051130	positive regulation of cellular component organization	0.0179682719691305	True	"""Any process that activates or increases the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of cell structures, including the plasma membrane and any external encapsulating structures such as the cell wall and cell envelope."" [GOC:ai]"	1079	101	15	15719	0.1485148514851485	0.0139017608897126	query_1	['GO:0016043', 'GO:0048522', 'GO:0051128']	['NBN', 'RAD50', 'RAD51AP1', 'LIG4', 'FEN1', 'ATR', 'AR', 'XRCC5', 'ERCC1', 'ATM', 'MRE11', 'CDK2', 'KAT5', 'TP53', 'PNKP']
458	GO:BP	GO:0048477	oogenesis	0.0179957332149479	True	"""The complete process of formation and maturation of an ovum or female gamete from a primordial female germ cell. Examples of this process are found in Mus musculus and Drosophila melanogaster."" [GOC:kmv, GOC:mtg_sensu, GOC:pr]"	98	101	4	15719	0.0396039603960396	0.0408163265306122	query_1	['GO:0007281', 'GO:0007292']	['MLH1', 'BRCA2', 'ERCC1', 'ATM']
459	GO:BP	GO:0046777	protein autophosphorylation	0.0180321310601483	True	"""The phosphorylation by a protein of one or more of its own amino acid residues (cis-autophosphorylation), or residues on an identical protein (trans-autophosphorylation)."" [ISBN:0198506732]"	230	101	6	15719	0.0594059405940594	0.0260869565217391	query_1	['GO:0006468']	['NBN', 'RAD50', 'ATR', 'ATM', 'MRE11', 'VRK1']
460	GO:BP	GO:0001701	in utero embryonic development	0.0180763581371174	True	"""The process whose specific outcome is the progression of the embryo in the uterus over time, from formation of the zygote in the oviduct, to birth. An example of this process is found in Mus musculus."" [GOC:go_curators, GOC:mtg_sensu]"	391	101	8	15719	0.0792079207920792	0.0204603580562659	query_1	['GO:0043009']	['RBBP8', 'NBN', 'MSH2', 'LIG4', 'BRCA2', 'AR', 'POLB', 'TP53']
461	GO:BP	GO:0018393	internal peptidyl-lysine acetylation	0.0186305613115516	True	"""The addition of an acetyl group to a non-terminal lysine residue in a protein."" [GOC:mah]"	161	101	5	15719	0.0495049504950495	0.031055900621118	query_1	['GO:0006475', 'GO:0018394']	['ZMPSTE24', 'BRCA2', 'POLE3', 'BRCA1', 'KAT5']
463	GO:BP	GO:0050790	regulation of catalytic activity	0.0187299463354644	True	"""Any process that modulates the activity of an enzyme."" [GOC:ai, GOC:ebc, GOC:vw]"	1770	101	21	15719	0.2079207920792079	0.011864406779661	query_1	['GO:0065009']	['NBN', 'MSH2', 'RAD50', 'XRCC6', 'MSH3', 'PCNA', 'PARP1', 'XRCC4', 'XRCC5', 'NHEJ1', 'BLM', 'MRE11', 'PRIM2', 'MCM2', 'XRCC1', 'WRN', 'TP53', 'PNKP', 'NEIL1', 'BANF1', 'MSH6']
462	GO:BP	GO:0034504	protein localization to nucleus	0.0187299463354644	True	"""A process in which a protein transports or maintains the localization of another protein to the nucleus."" [GOC:ecd]"	310	101	7	15719	0.0693069306930693	0.0225806451612903	query_1	['GO:0033365']	['LMNA', 'XPA', 'PARP1', 'POLA2', 'BARD1', 'WRN', 'TP53']
464	GO:BP	GO:0070646	protein modification by small protein removal	0.0194656543580572	True	"""A protein modification process in which one or more covalently attached groups of a small protein, such as ubiquitin or a ubiquitin-like protein, are removed from a target protein."" [GOC:mah]"	163	101	5	15719	0.0495049504950495	0.0306748466257668	query_1	['GO:0006508', 'GO:0070647']	['USP1', 'USP12', 'USP46', 'BRCA1', 'BARD1']
465	GO:BP	GO:0006475	internal protein amino acid acetylation	0.0194656543580572	True	"""The addition of an acetyl group to a non-terminal amino acid in a protein."" [GOC:mah]"	163	101	5	15719	0.0495049504950495	0.0306748466257668	query_1	['GO:0006473']	['ZMPSTE24', 'BRCA2', 'POLE3', 'BRCA1', 'KAT5']
134	REAC	REAC:R-HSA-6804116	TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest	0.0195736826409663	True	TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest	14	94	2	10022	0.0212765957446808	0.1428571428571428	query_1	['REAC:R-HSA-6791312']	['CDK2', 'TP53']
466	GO:BP	GO:0051972	regulation of telomerase activity	0.0196209163624297	True	"""Any process that modulates the frequency, rate or extent of telomerase activity, the catalysis of the reaction: deoxynucleoside triphosphate + DNA(n) = diphosphate + DNA(n+1). Telomerases catalyze extension of the 3'- end of a DNA strand by one deoxynucleotide at a time using an internal RNA template that encodes the telomeric repeat sequence."" [EC:2.-.-.-, GOC:ai]"	50	101	3	15719	0.0297029702970297	0.06	query_1	['GO:0051338', 'GO:2000278']	['XRCC5', 'TP53', 'PNKP']
467	GO:BP	GO:0002694	regulation of leukocyte activation	0.0212392574067804	True	"""Any process that modulates the frequency, rate, or extent of leukocyte activation."" [GOC:add]"	586	101	10	15719	0.099009900990099	0.0170648464163822	query_1	['GO:0002682', 'GO:0045321', 'GO:0050865']	['MSH2', 'TP53BP1', 'XRCC6', 'PAXIP1', 'APLF', 'MLH1', 'FANCD2', 'ATM', 'PRKDC', 'KAT5']
469	GO:BP	GO:0035195	miRNA-mediated gene silencing	0.0217336384922812	True	"""A post-transcriptional gene silencing pathway in which regulatory microRNAs (miRNAs) elicit silencing of specific target genes. miRNAs are endogenous 21-24 nucleotide small RNAs processed from stem-loop RNA precursors (pre-miRNAs). Once incorporated into a RNA-induced silencing complex (RISC), miRNAs can downregulate protein production by either of two posttranscriptional mechanisms: endonucleolytic cleavage of the RNA (often mRNA) or mRNA translational repression, usually accompanied by poly-A tail shortening and subsequent degradation of the mRNA. miRNAs are present in all the animals and in plants, whereas siRNAs are present in lower animals and in plants."" [GOC:aruk, GOC:bc, GOC:rl, PMID:14744438, PMID:15066275, PMID:15066283, PMID:23209154, PMID:23985560, PMID:28379604]"	52	101	3	15719	0.0297029702970297	0.0576923076923076	query_1	['GO:0035194']	['ZMPSTE24', 'TP53', 'NEIL1']
470	GO:BP	GO:0030520	intracellular estrogen receptor signaling pathway	0.0217336384922812	True	"""The series of molecular signals initiated by estrogen binding to an intracellular receptor, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:mah, GOC:signaling]"	52	101	3	15719	0.0297029702970297	0.0576923076923076	query_1	['GO:0030518']	['AR', 'PARP1', 'BRCA1']
468	GO:BP	GO:0035282	segmentation	0.0217336384922812	True	"""The regionalization process that divides an organism or part of an organism into a series of semi-repetitive parts, or segments, often arranged along a longitudinal axis."" [PMID:10611687, PMID:9706689]"	104	101	4	15719	0.0396039603960396	0.0384615384615384	query_1	['GO:0003002']	['ATM', 'PRKDC', 'TP53', 'CDX1']
471	GO:BP	GO:0046661	male sex differentiation	0.0218391931467656	True	"""The establishment of the sex of a male organism by physical differentiation."" [GOC:bf]"	168	101	5	15719	0.0495049504950495	0.0297619047619047	query_1	['GO:0007275', 'GO:0007548']	['BRIP1', 'MSH2', 'WDR48', 'AR', 'ERCC1']
473	GO:BP	GO:1902036	regulation of hematopoietic stem cell differentiation	0.0220548921394205	True	"""Any process that modulates the frequency, rate or extent of hematopoietic stem cell differentiation."" [GOC:TermGenie, PMID:23403623]"	16	101	2	15719	0.0198019801980198	0.125	query_1	['GO:0060218', 'GO:1901532', 'GO:2000736']	['PRKDC', 'KAT5']
472	GO:BP	GO:0010940	positive regulation of necrotic cell death	0.0220548921394205	True	"""Any process that increases the rate, frequency or extent of necrotic cell death. Necrotic cell death is a cell death process that is morphologically characterized by a gain in cell volume (oncosis), swelling of organelles, plasma membrane rupture and subsequent loss of intracellular contents."" [PMID:16507998]"	16	101	2	15719	0.0198019801980198	0.125	query_1	['GO:0010939', 'GO:0010942', 'GO:0070265']	['PARP1', 'TP53']
474	GO:BP	GO:1901796	regulation of signal transduction by p53 class mediator	0.022204287733984	True	"""Any process that modulates the frequency, rate or extent of signal transduction by p53 class mediator."" [GOC:TermGenie]"	105	101	4	15719	0.0396039603960396	0.0380952380952381	query_1	['GO:0072331', 'GO:1902531']	['ZMPSTE24', 'ATR', 'ATM', 'TP53']
475	GO:BP	GO:0007568	aging	0.022204287733984	True	"""A developmental process that is a deterioration and loss of function over time. Aging includes loss of functions such as resistance to disease, homeostasis, and fertility, as well as wear and tear. Aging includes cellular senescence, but is more inclusive. May precede death and may succeed developmental maturation (GO:0021700)."" [GOC:PO_curators]"	169	101	5	15719	0.0495049504950495	0.029585798816568	query_1	['GO:0032502']	['OGG1', 'ERCC1', 'APEX1', 'POLB', 'WRN']
476	GO:BP	GO:0051402	neuron apoptotic process	0.0222634416474382	True	"""Any apoptotic process in a neuron, the basic cellular unit of nervous tissue. Each neuron consists of a body, an axon, and dendrites. Their purpose is to receive, conduct, and transmit impulses in the nervous system."" [CL:0000540, GOC:mtg_apoptosis]"	242	101	6	15719	0.0594059405940594	0.024793388429752	query_1	['GO:0006915', 'GO:0070997']	['MSH2', 'LIG4', 'PARP1', 'ATM', 'POLB', 'TP53']
