Acquired partial lipodystrophy	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
2208	GO:BP	GO:0150019	basal dendrite morphogenesis	0.0371270421122656	True	"""The process in which the anatomical structures of a basal dendrite are generated and organized."" [GOC:aruk, GOC:bc, PMID:22683681]"	3	101	1	17376	0.0099009900990099	0.3333333333333333	query_1	['GO:0048813', 'GO:0150018']	['NRP1']
2209	GO:BP	GO:0031635	adenylate cyclase-inhibiting opioid receptor signaling pathway	0.0371270421122656	True	"""An adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway initiated by an opioid binding to its receptor, and ending with the regulation of a downstream cellular process."" [GOC:dph, GOC:mah, GOC:signaling, GOC:tb]"	3	101	1	17376	0.0099009900990099	0.3333333333333333	query_1	['GO:0007193', 'GO:0038003']	['ITGB3']
2210	GO:BP	GO:1903392	negative regulation of adherens junction organization	0.0371270421122656	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of adherens junction organization."" [GO_REF:0000058, GOC:als, GOC:TermGenie, PMID:21724833]"	3	101	1	17376	0.0099009900990099	0.3333333333333333	query_1	['GO:0034332', 'GO:0051129', 'GO:1903391']	['VEGFA']
2211	GO:BP	GO:0002514	B cell tolerance induction	0.0371270421122656	True	"""A process involving any mechanism for tolerance induction in B cells."" [GOC:jal, ISBN:0781735149, PMID:16460922]"	3	101	1	17376	0.0099009900990099	0.3333333333333333	query_1	['GO:0002507']	['TGFBR2']
2212	GO:BP	GO:0150020	basal dendrite arborization	0.0371270421122656	True	"""The process in which the anatomical structures of a dendritic tree are generated on the basal neuron side and organized into dendritic branches."" [GOC:aruk, GOC:bc, PMID:22683681]"	3	101	1	17376	0.0099009900990099	0.3333333333333333	query_1	['GO:0140059', 'GO:0150019']	['NRP1']
2213	GO:BP	GO:0150106	regulation of protein localization to cell-cell junction	0.0371270421122656	True	"""Any process that modulates the frequency, rate or extent of protein localization to cell-cell junction."" [GOC:aruk, GOC:bc, PMID:26706435]"	3	101	1	17376	0.0099009900990099	0.3333333333333333	query_1	['GO:0032880', 'GO:0150105']	['VCL']
2214	GO:BP	GO:0002351	serotonin production involved in inflammatory response	0.0371270421122656	True	"""The synthesis or release of serotonin following a stimulus as part of an inflammatory response, resulting in an increase in its intracellular or extracellular levels."" [GOC:add, ISBN:0781735149, PMID:16730260]"	3	101	1	17376	0.0099009900990099	0.3333333333333333	query_1	['GO:0002532']	['SYK']
2215	GO:BP	GO:0010693	negative regulation of alkaline phosphatase activity	0.0371270421122656	True	"""Any process that decreases the frequency, rate or extent of alkaline phosphatase activity, the catalysis of the reaction: an orthophosphoric monoester + H2O = an alcohol + phosphate, with an alkaline pH optimum."" [GOC:BHF, GOC:dph, GOC:tb]"	3	101	1	17376	0.0099009900990099	0.3333333333333333	query_1	['GO:0010692', 'GO:0010923']	['SEMA4D']
2216	GO:BP	GO:0060300	regulation of cytokine activity	0.0371270421122656	True	"""Any process that modulates the rate, frequency or extent of the activity of a molecule that controls the survival, growth, differentiation and effector function of tissues and cells."" [GOC:BHF, GOC:dph, GOC:tb]"	3	101	1	17376	0.0099009900990099	0.3333333333333333	query_1	['GO:0010469', 'GO:1900120']	['NRP1']
2217	GO:BP	GO:1904235	regulation of substrate-dependent cell migration, cell attachment to substrate	0.0371270421122656	True	"""Any process that modulates the frequency, rate or extent of substrate-dependent cell migration, cell attachment to substrate."" [GO_REF:0000058, GOC:TermGenie, PMID:25834989]"	3	101	1	17376	0.0099009900990099	0.3333333333333333	query_1	['GO:0006931', 'GO:0010810', 'GO:0030334']	['FN1']
2218	GO:BP	GO:0051170	import into nucleus	0.0371270421122656	True	"""The directed movement of substances into the nucleus."" [GOC:ai]"	170	101	4	17376	0.0396039603960396	0.0235294117647058	query_1	['GO:0006913']	['PIK3R1', 'TGFB1', 'SYK', 'CDH1']
2219	GO:BP	GO:0060424	lung field specification	0.0371270421122656	True	"""The process that results in the delineation of a specific region of the foregut into the area in which the lung will develop."" [GOC:dph, GOC:mtg_lung]"	3	101	1	17376	0.0099009900990099	0.3333333333333333	query_1	['GO:0010092', 'GO:0060423', 'GO:0060431']	['CTNNB1']
2220	GO:BP	GO:0036520	astrocyte-dopaminergic neuron signaling	0.0371270421122656	True	"""Cell-cell signaling that mediates the transfer of information from an astrocyte to a dopaminergic neuron."" [GOC:bf, GOC:PARL, PMID:12794311, PMID:21752258]"	3	101	1	17376	0.0099009900990099	0.3333333333333333	query_1	['GO:0150098']	['CTNNB1']
2221	GO:BP	GO:0002581	negative regulation of antigen processing and presentation of peptide or polysaccharide antigen via MHC class II	0.0371270421122656	True	"""Any process that stops, prevents, or reduces the frequency, rate, or extent of antigen processing and presentation of antigen (peptide or polysaccharide) via MHC class II."" [GOC:add]"	3	101	1	17376	0.0099009900990099	0.3333333333333333	query_1	['GO:0002504', 'GO:0002578', 'GO:0002580']	['THBS1']
2222	GO:BP	GO:1990402	embryonic liver development	0.0371270421122656	True	"""The process occurring during the embryonic phase whose specific outcome is the progression of the liver over time, from its formation to the mature structure."" [PMID:15918910]"	3	101	1	17376	0.0099009900990099	0.3333333333333333	query_1	['GO:0048568']	['TGFB1']
2223	GO:BP	GO:0060769	positive regulation of epithelial cell proliferation involved in prostate gland development	0.0371270421122656	True	"""Any process that increases the rate, frequency or extent of epithelial cell proliferation that contributes to the progression of the prostate gland over time."" [GOC:dph]"	3	101	1	17376	0.0099009900990099	0.3333333333333333	query_1	['GO:0050679', 'GO:0051094', 'GO:0060767', 'GO:0060768', 'GO:2000243']	['CTNNB1']
2224	GO:BP	GO:0010909	positive regulation of heparan sulfate proteoglycan biosynthetic process	0.0371270421122656	True	"""Any process that increases the rate, frequency or extent of heparan sulfate proteoglycan biosynthesis. Heparan sulfate proteoglycan biosynthetic processes are the chemical reactions and pathways resulting in the formation of the heparan sulfate proteoglycan, a glycosaminoglycan with repeat unit consisting of alternating alpha-(1->4)-linked hexuronic acid and glucosamine residues."" [GOC:dph, GOC:tb]"	3	101	1	17376	0.0099009900990099	0.3333333333333333	query_1	['GO:0010908', 'GO:0015012', 'GO:0031328', 'GO:0051176', 'GO:1902730']	['CTNNB1']
2225	GO:BP	GO:0030997	regulation of centriole-centriole cohesion	0.0371270421122656	True	"""Any process that modulates the extent to which the two centrioles within a centrosome remain tightly paired; may be mediated by the assembly and disassembly of a proteinaceous linker."" [PMID:11076968]"	3	101	1	17376	0.0099009900990099	0.3333333333333333	query_1	['GO:0007098', 'GO:0010457', 'GO:0010564']	['CTNNB1']
2226	GO:BP	GO:0033624	negative regulation of integrin activation	0.0371270421122656	True	"""Any process that stops, prevents, or reduces the frequency, rate, or extent of integrin activation."" [GOC:add]"	3	101	1	17376	0.0099009900990099	0.3333333333333333	query_1	['GO:0031333', 'GO:0033622', 'GO:0033623']	['JAM3']
2227	GO:BP	GO:0002894	positive regulation of type II hypersensitivity	0.0371270421122656	True	"""Any process that activates or increases the frequency, rate, or extent of type II hypersensitivity."" [GOC:add]"	3	101	1	17376	0.0099009900990099	0.3333333333333333	query_1	['GO:0002445', 'GO:0002885', 'GO:0002888', 'GO:0002891', 'GO:0002892']	['FCGR1A']
2228	GO:BP	GO:1905451	positive regulation of Fc-gamma receptor signaling pathway involved in phagocytosis	0.0371270421122656	True	"""Any process that activates or increases the frequency, rate or extent of Fc-gamma receptor signaling pathway involved in phagocytosis."" [GO_REF:0000058, GOC:TermGenie, PMID:18832707]"	3	101	1	17376	0.0099009900990099	0.3333333333333333	query_1	['GO:0002699', 'GO:0038096', 'GO:0050766', 'GO:0060369', 'GO:1905449']	['RAPGEF1']
2229	GO:BP	GO:1905430	cellular response to glycine	0.0371270421122656	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a glycine stimulus."" [GO_REF:0000071, GOC:TermGenie, PMID:18984164]"	3	101	1	17376	0.0099009900990099	0.3333333333333333	query_1	['GO:0071230', 'GO:1905429']	['FYN']
2230	GO:BP	GO:0060665	regulation of branching involved in salivary gland morphogenesis by mesenchymal-epithelial signaling	0.0371270421122656	True	"""Any process that modulates the rate, frequency, or extent of branching involved in salivary gland morphogenesis as a result of signals being generated by the mesenchyme and received and interpreted by the salivary gland epithelium."" [GOC:dph, PMID:17336109]"	3	101	1	17376	0.0099009900990099	0.3333333333333333	query_1	['GO:0060638', 'GO:0060693']	['HGF']
2231	GO:BP	GO:0001798	positive regulation of type IIa hypersensitivity	0.0371270421122656	True	"""Any process that activates or increases the frequency, rate or extent of type IIa hypersensitivity, a type of inflammatory response."" [GOC:add, ISBN:0781735149]"	3	101	1	17376	0.0099009900990099	0.3333333333333333	query_1	['GO:0001794', 'GO:0001796', 'GO:0002894']	['FCGR1A']
2232	GO:BP	GO:2000474	regulation of opioid receptor signaling pathway	0.0371270421122656	True	"""Any process that modulates the frequency, rate or extent of opioid receptor signaling pathway."" [GOC:obol]"	3	101	1	17376	0.0099009900990099	0.3333333333333333	query_1	['GO:0008277', 'GO:0038003']	['ITGB3']
2233	GO:BP	GO:0060492	lung induction	0.0371270421122656	True	"""The close range interaction of two or more cells or tissues that causes the cells of the foregut to change their fates and specify the development of the lung."" [GOC:dph]"	3	101	1	17376	0.0099009900990099	0.3333333333333333	query_1	['GO:0001759', 'GO:0045995', 'GO:0060424', 'GO:0061046']	['CTNNB1']
2234	GO:BP	GO:0060423	foregut regionalization	0.0371270421122656	True	"""The pattern specification process that results in the spatial subdivision of an axis or axes along the foregut to define an area or volume in which specific patterns of cell differentiation will take place."" [GOC:dph, GOC:mtg_lung]"	3	101	1	17376	0.0099009900990099	0.3333333333333333	query_1	['GO:0009952']	['CTNNB1']
2235	GO:BP	GO:0044338	canonical Wnt signaling pathway involved in mesenchymal stem cell differentiation	0.0371270421122656	True	"""The series of molecular signals initiated by binding of a Wnt protein to a frizzled family receptor on the surface of the target cell, followed by propagation of the signal via beta-catenin, and ending with a change in transcription of target genes involved in mesenchymal stem cell differentiation."" [GOC:BHF, GOC:jl]"	3	101	1	17376	0.0099009900990099	0.3333333333333333	query_1	['GO:0060070', 'GO:0072497']	['CTNNB1']
2236	GO:BP	GO:0070664	negative regulation of leukocyte proliferation	0.0371270421122656	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of leukocyte proliferation."" [GOC:add, GOC:mah]"	93	101	3	17376	0.0297029702970297	0.032258064516129	query_1	['GO:0008285', 'GO:0070661', 'GO:0070663']	['LYN', 'TGFB1', 'ERBB2']
2237	GO:BP	GO:2000588	positive regulation of platelet-derived growth factor receptor-beta signaling pathway	0.0371270421122656	True	"""Any process that activates or increases the frequency, rate or extent of platelet-derived growth factor receptor-beta signaling pathway."" [GOC:obol]"	3	101	1	17376	0.0099009900990099	0.3333333333333333	query_1	['GO:0010641', 'GO:0035791', 'GO:2000586']	['SRC']
2238	GO:BP	GO:0035938	estradiol secretion	0.0371270421122656	True	"""The regulated release of estradiol into the circulatory system."" [GOC:sl, PMID:21632818]"	3	101	1	17376	0.0099009900990099	0.3333333333333333	query_1	['GO:0015850', 'GO:0035929']	['SPP1']
2239	GO:BP	GO:1905702	regulation of inhibitory synapse assembly	0.0371270421122656	True	"""Any process that modulates the frequency, rate or extent of inhibitory synapse assembly."" [GO_REF:0000058, GOC:TermGenie, PMID:27779093]"	3	101	1	17376	0.0099009900990099	0.3333333333333333	query_1	['GO:0051963', 'GO:1904862']	['SEMA4D']
2240	GO:BP	GO:1904880	response to hydrogen sulfide	0.0371270421122656	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a hydrogen sulfide stimulus."" [GO_REF:0000071, GOC:TermGenie, PMID:24012591]"	3	101	1	17376	0.0099009900990099	0.3333333333333333	query_1	['GO:0010035']	['KDR']
2241	GO:BP	GO:1904693	midbrain morphogenesis	0.0371270421122656	True	"""The developmental process by which a midbrain is generated and organized."" [GO_REF:0000083, GOC:bf, GOC:PARL, GOC:TermGenie, PMID:21347250]"	3	101	1	17376	0.0099009900990099	0.3333333333333333	query_1	['GO:0009653', 'GO:0030901', 'GO:0048854']	['SOS1']
2242	GO:BP	GO:1904398	positive regulation of neuromuscular junction development	0.0371270421122656	True	"""Any process that activates or increases the frequency, rate or extent of neuromuscular junction development."" [GO_REF:0000058, GOC:TermGenie, PMID:7722643]"	3	101	1	17376	0.0099009900990099	0.3333333333333333	query_1	['GO:0007528', 'GO:0051130', 'GO:1904396']	['AGRN']
2243	GO:BP	GO:2000697	negative regulation of epithelial cell differentiation involved in kidney development	0.0371270421122656	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of epithelial cell differentiation involved in kidney development."" [GOC:mtg_kidney_jan10, GOC:yaf]"	3	101	1	17376	0.0099009900990099	0.3333333333333333	query_1	['GO:0030857', 'GO:0035850', 'GO:2000696']	['CTNNB1']
2244	GO:BP	GO:0060846	blood vessel endothelial cell fate commitment	0.0371270421122656	True	"""The commitment of a cell to a blood vessel endothelial cell fate and its capacity to differentiate into a blood vessel endothelial cell."" [GOC:dph, GOC:sdb_2009, GOC:tb]"	3	101	1	17376	0.0099009900990099	0.3333333333333333	query_1	['GO:0060837', 'GO:0060839']	['NRP1']
2245	GO:BP	GO:0010751	negative regulation of nitric oxide mediated signal transduction	0.0371270421122656	True	"""Any process that decreases the rate, frequency or extent of nitric oxide mediated signal transduction. Nitric oxide mediated signal transduction is The series of molecular signals mediated by the detection of nitric oxide (NO)."" [GOC:BHF, GOC:dph, GOC:tb]"	3	101	1	17376	0.0099009900990099	0.3333333333333333	query_1	['GO:0007263', 'GO:0010749', 'GO:1902532']	['THBS1']
2246	GO:BP	GO:0060948	cardiac vascular smooth muscle cell development	0.0371270421122656	True	"""The process whose specific outcome is the progression of a cardiac vascular smooth muscle cell over time, from its formation to the mature state."" [GOC:mtg_heart]"	3	101	1	17376	0.0099009900990099	0.3333333333333333	query_1	['GO:0055006', 'GO:0060947', 'GO:0097084']	['VEGFA']
2247	GO:BP	GO:0097101	blood vessel endothelial cell fate specification	0.0371270421122656	True	"""The process involved in the specification of identity of a blood vessel endothelial cell. Once specification has taken place, a cell will be committed to differentiate down a specific pathway if left in its normal environment. A blood vessel endothelial cell is an endothelial cell of the vascular tree, which includes blood vessels and lymphatic vessels."" [CL:0002139, GOC:dgh, PMID:21521739]"	3	101	1	17376	0.0099009900990099	0.3333333333333333	query_1	['GO:0060846', 'GO:0060847']	['NRP1']
2248	GO:BP	GO:0071692	protein localization to extracellular region	0.0373144249026581	True	"""Any process in which a protein is transported from one specific location in the extracellular region to another, or maintained in a specific extracellular location."" [GOC:mah]"	355	101	6	17376	0.0594059405940594	0.0169014084507042	query_1	['GO:0008104']	['TGFB3', 'VEGFC', 'LTBP1', 'FBN1', 'FBN2', 'PTPN11']
2249	GO:BP	GO:0061326	renal tubule development	0.0373144249026581	True	"""The progression of the renal tubule over time from its formation to the mature form. A renal tubule is a tube that filters, re-absorbs and secretes substances to rid an organism of waste and to play a role in fluid homeostasis."" [GOC:dph, GOC:mtg_kidney_jan10]"	94	101	3	17376	0.0297029702970297	0.0319148936170212	query_1	['GO:0035295', 'GO:0060429', 'GO:0072001']	['CTNNB1', 'TGFB1', 'VEGFA']
2250	GO:BP	GO:0032755	positive regulation of interleukin-6 production	0.0373144249026581	True	"""Any process that activates or increases the frequency, rate, or extent of interleukin-6 production."" [GOC:mah]"	94	101	3	17376	0.0297029702970297	0.0319148936170212	query_1	['GO:0001819', 'GO:0032635', 'GO:0032675']	['PLCG2', 'SYK', 'PTPN11']
2251	GO:BP	GO:1905144	response to acetylcholine	0.0374162160760813	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an acetylcholine stimulus."" [GO_REF:0000071, GOC:TermGenie, PMID:21238497]"	35	101	2	17376	0.0198019801980198	0.0571428571428571	query_1	['GO:0010243', 'GO:1901700', 'GO:1902074']	['AGRN', 'CRKL']
2252	GO:BP	GO:0097106	postsynaptic density organization	0.0374162160760813	True	"""A process that results in the assembly, arrangement of constituent parts, or disassembly of a postsynaptic density, a region that lies adjacent to the cytoplasmic face of the postsynaptic membrane at excitatory synapse."" [GOC:BHF, GOC:sjp, PMID:21525273]"	35	101	2	17376	0.0198019801980198	0.0571428571428571	query_1	['GO:0099084']	['ITGB3', 'PTK2B']
2253	GO:BP	GO:0046326	positive regulation of glucose import	0.0374162160760813	True	"""Any process that activates or increases the frequency, rate or extent of the import of the hexose monosaccharide glucose into a cell or organelle."" [GOC:ai, GOC:dph, GOC:tb]"	35	101	2	17376	0.0198019801980198	0.0571428571428571	query_1	['GO:0010828', 'GO:0046323', 'GO:0046324']	['PIK3R1', 'PTPN11']
2254	GO:BP	GO:0031646	positive regulation of nervous system process	0.0374162160760813	True	"""Any process that activates or increases the frequency, rate or extent of a neurophysiological process."" [GOC:dph, GOC:mah, GOC:tb]"	35	101	2	17376	0.0198019801980198	0.0571428571428571	query_1	['GO:0031644', 'GO:0050877', 'GO:0051240']	['HGF', 'ITGA2']
2255	GO:BP	GO:1904031	positive regulation of cyclin-dependent protein kinase activity	0.0374162160760813	True	"""Any process that activates or increases the frequency, rate or extent of cyclin-dependent protein kinase activity."" [GO_REF:0000059, GOC:als, GOC:TermGenie, PMID:22995177]"	35	101	2	17376	0.0198019801980198	0.0571428571428571	query_1	['GO:0045860', 'GO:1904029']	['SRC', 'EGFR']
2256	GO:BP	GO:0090504	epiboly	0.0374162160760813	True	"""The expansion of one cell sheet over other cells or yolk."" [GOC:dph, GOC:tb]"	35	101	2	17376	0.0198019801980198	0.0571428571428571	query_1	['GO:0002011']	['ITGB1', 'ITGA5']
2257	GO:BP	GO:0090313	regulation of protein targeting to membrane	0.0374162160760813	True	"""Any process that modulates the frequency, rate or extent of the process of directing proteins towards a membrane, usually using signals contained within the protein."" [GOC:tb]"	35	101	2	17376	0.0198019801980198	0.0571428571428571	query_1	['GO:0006612', 'GO:1903533', 'GO:1905475']	['FYN', 'ERBB2']
2258	GO:CC	GO:1990812	growth cone filopodium	0.0378663314477149	True	"""A thin, stiff protrusion extended by the leading edge of an axonal or dendritic growth cone."" [PMID:25598228]"	3	101	1	17376	0.0099009900990099	0.3333333333333333	query_1	['GO:0030175', 'GO:0030426', 'GO:0043005']	['ITGA3']
2259	GO:CC	GO:0048237	rough endoplasmic reticulum lumen	0.0378663314477149	True	"""The volume enclosed by the membranes of the rough endoplasmic reticulum."" [GOC:jid]"	3	101	1	17376	0.0099009900990099	0.3333333333333333	query_1	['GO:0005788', 'GO:0005791']	['VTN']
2260	GO:CC	GO:0070369	beta-catenin-TCF7L2 complex	0.0378663314477149	True	"""A protein complex that contains beta-catenin and TCF7L2 (TCF4), binds to the TCF DNA motif within a promoter element, and is involved in the regulation of WNT target gene transcription."" [GOC:BHF, GOC:rl, PMID:9065401, PMID:9065402]"	3	101	1	17376	0.0099009900990099	0.3333333333333333	query_1	['GO:0071664', 'GO:1990907']	['CTNNB1']
2261	GO:CC	GO:1990578	perinuclear endoplasmic reticulum membrane	0.0378663314477149	True	"""The membrane of the perinuclear endoplasmic reticulum, which is the portion of endoplasmic reticulum, the intracellular network of tubules and cisternae, that occurs near the nucleus."" [PMID:25454947]"	3	101	1	17376	0.0099009900990099	0.3333333333333333	query_1	['GO:0031090', 'GO:0042175', 'GO:0097038']	['PIK3R1']
2262	REAC	REAC:R-HSA-9013149	RAC1 GTPase cycle	0.0380367569753869	True	RAC1 GTPase cycle	182	101	4	17376	0.0396039603960396	0.0219780219780219	query_1	['REAC:R-HSA-9012999']	['ITGB1', 'PIK3R1', 'SOS1', 'VAV1']
2263	GO:BP	GO:0070167	regulation of biomineral tissue development	0.0381637429685831	True	"""Any process that modulates the frequency, rate or extent of biomineral tissue development, the formation of hard tissues that consist mainly of inorganic compounds."" [GOC:mah]"	95	101	3	17376	0.0297029702970297	0.031578947368421	query_1	['GO:0031214', 'GO:2000026']	['TGFB1', 'FBN2', 'PTK2B']
2264	GO:BP	GO:1903321	negative regulation of protein modification by small protein conjugation or removal	0.0381637429685831	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of protein modification by small protein conjugation or removal."" [GO_REF:0000058, GOC:TermGenie, GOC:vw]"	95	101	3	17376	0.0297029702970297	0.031578947368421	query_1	['GO:0031400', 'GO:0070647', 'GO:1903320']	['SMAD7', 'CTNNB1', 'FYN']
2265	REAC	REAC:R-HSA-9665245	Resistance of ERBB2 KD mutants to tesevatinib	0.0388625781535531	True	Resistance of ERBB2 KD mutants to tesevatinib	4	101	1	17376	0.0099009900990099	0.25	query_1	['REAC:R-HSA-9665230']	['ERBB2']
2266	REAC	REAC:R-HSA-9665244	Resistance of ERBB2 KD mutants to sapitinib	0.0388625781535531	True	Resistance of ERBB2 KD mutants to sapitinib	4	101	1	17376	0.0099009900990099	0.25	query_1	['REAC:R-HSA-9665230']	['ERBB2']
2267	REAC	REAC:R-HSA-9665246	Resistance of ERBB2 KD mutants to neratinib	0.0388625781535531	True	Resistance of ERBB2 KD mutants to neratinib	4	101	1	17376	0.0099009900990099	0.25	query_1	['REAC:R-HSA-9665230']	['ERBB2']
2268	REAC	REAC:R-HSA-9665247	Resistance of ERBB2 KD mutants to osimertinib	0.0388625781535531	True	Resistance of ERBB2 KD mutants to osimertinib	4	101	1	17376	0.0099009900990099	0.25	query_1	['REAC:R-HSA-9665230']	['ERBB2']
2269	REAC	REAC:R-HSA-9665251	Resistance of ERBB2 KD mutants to lapatinib	0.0388625781535531	True	Resistance of ERBB2 KD mutants to lapatinib	4	101	1	17376	0.0099009900990099	0.25	query_1	['REAC:R-HSA-9665230']	['ERBB2']
2270	REAC	REAC:R-HSA-9665233	Resistance of ERBB2 KD mutants to trastuzumab	0.0388625781535531	True	Resistance of ERBB2 KD mutants to trastuzumab	4	101	1	17376	0.0099009900990099	0.25	query_1	['REAC:R-HSA-9665230']	['ERBB2']
2271	REAC	REAC:R-HSA-9665249	Resistance of ERBB2 KD mutants to afatinib	0.0388625781535531	True	Resistance of ERBB2 KD mutants to afatinib	4	101	1	17376	0.0099009900990099	0.25	query_1	['REAC:R-HSA-9665230']	['ERBB2']
2272	REAC	REAC:R-HSA-9026527	Activated NTRK2 signals through PLCG1	0.0388625781535531	True	Activated NTRK2 signals through PLCG1	4	101	1	17376	0.0099009900990099	0.25	query_1	['REAC:R-HSA-9006115']	['PLCG1']
2273	REAC	REAC:R-HSA-1306955	GRB7 events in ERBB2 signaling	0.0388625781535531	True	GRB7 events in ERBB2 signaling	4	101	1	17376	0.0099009900990099	0.25	query_1	['REAC:R-HSA-1227986']	['ERBB2']
2274	REAC	REAC:R-HSA-9652282	Drug-mediated inhibition of ERBB2 signaling	0.0388625781535531	True	Drug-mediated inhibition of ERBB2 signaling	4	101	1	17376	0.0099009900990099	0.25	query_1	['REAC:R-HSA-1227986']	['ERBB2']
2275	REAC	REAC:R-HSA-9665737	Drug resistance in ERBB2 TMD/JMD mutants	0.0388625781535531	True	Drug resistance in ERBB2 TMD/JMD mutants	4	101	1	17376	0.0099009900990099	0.25	query_1	['REAC:R-HSA-1227990']	['ERBB2']
2276	REAC	REAC:R-HSA-9665230	Drug resistance in ERBB2 KD mutants	0.0388625781535531	True	Drug resistance in ERBB2 KD mutants	4	101	1	17376	0.0099009900990099	0.25	query_1	['REAC:R-HSA-1227990']	['ERBB2']
2277	REAC	REAC:R-HSA-9665250	Resistance of ERBB2 KD mutants to AEE788	0.0388625781535531	True	Resistance of ERBB2 KD mutants to AEE788	4	101	1	17376	0.0099009900990099	0.25	query_1	['REAC:R-HSA-9665230']	['ERBB2']
2278	GO:BP	GO:0010038	response to metal ion	0.0389833525965394	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a metal ion stimulus."" [GOC:sm]"	359	101	6	17376	0.0594059405940594	0.0167130919220055	query_1	['GO:0010035']	['PLCG2', 'EGFR', 'CDH1', 'PTK2B', 'VCAM1', 'THBS1']
2279	GO:BP	GO:0045165	cell fate commitment	0.0391356836002126	True	"""The cellular developmental process by which a cell establishes the intrinsic character of a cell or tissue region irreversibly committing it to a particular fate."" [ISBN:0716731185]"	262	101	5	17376	0.0495049504950495	0.0190839694656488	query_1	['GO:0030154', 'GO:0048869']	['ITGB1', 'CTNNB1', 'KDR', 'TGFBR1', 'NRP1']
2280	GO:BP	GO:1902745	positive regulation of lamellipodium organization	0.0391617115959519	True	"""Any process that activates or increases the frequency, rate or extent of lamellipodium organization."" [GO_REF:0000058, GOC:als, GOC:TermGenie, PMID:16054028]"	36	101	2	17376	0.0198019801980198	0.0555555555555555	query_1	['GO:0031346', 'GO:0097581', 'GO:1902743']	['SRC', 'PIK3R1']
2281	GO:BP	GO:0072210	metanephric nephron development	0.0391617115959519	True	"""The process whose specific outcome is the progression of a nephron in the metanephros over time, from its formation to the mature structure. A nephron is the functional unit of the kidney."" [GOC:mtg_kidney_jan10]"	36	101	2	17376	0.0198019801980198	0.0555555555555555	query_1	['GO:0001656', 'GO:0072006']	['CTNNB1', 'PDGFRA']
2282	GO:BP	GO:1901532	regulation of hematopoietic progenitor cell differentiation	0.0391617115959519	True	"""Any process that modulates the frequency, rate or extent of hematopoietic progenitor cell differentiation."" [GOC:BHF, GOC:rl, GOC:TermGenie]"	36	101	2	17376	0.0198019801980198	0.0555555555555555	query_1	['GO:0002244', 'GO:0045595']	['SOS1', 'KDR']
2283	GO:BP	GO:0018149	peptide cross-linking	0.0391617115959519	True	"""The formation of a covalent cross-link between or within protein chains."" [GOC:jsg]"	36	101	2	17376	0.0198019801980198	0.0555555555555555	query_1	['GO:0036211']	['FN1', 'THBS1']
2284	GO:BP	GO:0033280	response to vitamin D	0.0391617115959519	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a vitamin D stimulus."" [GOC:sl]"	36	101	2	17376	0.0198019801980198	0.0555555555555555	query_1	['GO:0014070', 'GO:0033273', 'GO:0033993', 'GO:1901700']	['SPP1', 'TGFB1']
2285	GO:BP	GO:0110110	positive regulation of animal organ morphogenesis	0.0391617115959519	True	"""Any process that activates or increases the frequency, rate or extent of animal organ morphogenesis."" [GOC:kmv]"	36	101	2	17376	0.0198019801980198	0.0555555555555555	query_1	['GO:0009887', 'GO:0051094', 'GO:0051240', 'GO:2000027']	['CTNNB1', 'TGFB1']
2286	GO:BP	GO:0045742	positive regulation of epidermal growth factor receptor signaling pathway	0.0391617115959519	True	"""Any process that activates or increases the frequency, rate or extent of epidermal growth factor receptor signaling pathway activity."" [GOC:go_curators]"	36	101	2	17376	0.0198019801980198	0.0555555555555555	query_1	['GO:0007173', 'GO:0042058', 'GO:1901186']	['SOS1', 'CBL']
2287	GO:BP	GO:0010934	macrophage cytokine production	0.0391617115959519	True	"""The appearance of a macrophage cytokine due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels."" [GOC:BHF, GOC:dph, GOC:rl, GOC:tb]"	36	101	2	17376	0.0198019801980198	0.0555555555555555	query_1	['GO:0061082']	['TGFB3', 'PLCG2']
2288	GO:BP	GO:0010935	regulation of macrophage cytokine production	0.0391617115959519	True	"""Any process that modulates the rate, frequency or extent of macrophage cytokine production. Macrophage cytokine production is the appearance of a chemokine due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels."" [GOC:BHF, GOC:rl]"	36	101	2	17376	0.0198019801980198	0.0555555555555555	query_1	['GO:0002718', 'GO:0010934']	['TGFB3', 'PLCG2']
