Peripheral demyelinating neuropathy-central dysmyelinating leukodystrophy-Waardenburg syndrome-Hirschsprung disease	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
1419	GO:BP	GO:1900407	regulation of cellular response to oxidative stress	0.0361058607135923	True	"""Any process that modulates the frequency, rate or extent of cellular response to oxidative stress."" [GOC:mah, GOC:TermGenie]"	79	100	3	15719	0.03	0.0379746835443038	query_1	['GO:0034599', 'GO:0080135', 'GO:1902882']	['REST', 'AKT1', 'CTNNB1']
1418	GO:BP	GO:1903050	regulation of proteolysis involved in protein catabolic process	0.0361058607135923	True	"""Any process that modulates the frequency, rate or extent of proteolysis involved in cellular catabolic process."" [GO_REF:0000058, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:18307834]"	223	100	5	15719	0.05	0.0224215246636771	query_1	['GO:0030162', 'GO:0051603']	['AKT1', 'RBX1', 'CDKN2A', 'CDK2', 'SMARCC1']
1420	GO:BP	GO:0048705	skeletal system morphogenesis	0.0367132724149158	True	"""The process in which the anatomical structures of the skeleton are generated and organized."" [GOC:dph, GOC:dsf, GOC:jid, GOC:tb]"	224	100	5	15719	0.05	0.0223214285714285	query_1	['GO:0001501', 'GO:0009887']	['CTNNB1', 'SMAD2', 'NAB2', 'NAB1', 'SMAD3']
313	REAC	REAC:R-HSA-8951911	RUNX3 regulates RUNX1-mediated transcription	0.0369876510781758	True	RUNX3 regulates RUNX1-mediated transcription	2	96	1	10022	0.0104166666666666	0.5	query_1	['REAC:R-HSA-8878159']	['CBFB']
314	REAC	REAC:R-HSA-9645722	Defective Intrinsic Pathway for Apoptosis Due to p14ARF Loss of Function	0.0369876510781758	True	Defective Intrinsic Pathway for Apoptosis Due to p14ARF Loss of Function	2	96	1	10022	0.0104166666666666	0.5	query_1	['REAC:R-HSA-9734009']	['CDKN2A']
315	REAC	REAC:R-HSA-6804754	Regulation of TP53 Expression	0.0369876510781758	True	Regulation of TP53 Expression	2	96	1	10022	0.0104166666666666	0.5	query_1	['REAC:R-HSA-6806003']	['TP53']
1421	GO:BP	GO:0016071	mRNA metabolic process	0.0369907359723931	True	"""The chemical reactions and pathways involving mRNA, messenger RNA, which is responsible for carrying the coded genetic 'message', transcribed from DNA, to sites of protein assembly at the ribosomes."" [ISBN:0198506732]"	706	100	10	15719	0.1	0.0141643059490084	query_1	['GO:0016070']	['REST', 'AKT1', 'WDR77', 'E2F1', 'PRMT5', 'SNW1', 'TBP', 'CLNS1A', 'TP53', 'KDM1A']
1422	GO:BP	GO:0071241	cellular response to inorganic substance	0.0373106128857101	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an inorganic substance stimulus."" [GOC:mah]"	225	100	5	15719	0.05	0.0222222222222222	query_1	['GO:0010035', 'GO:0070887']	['AKT1', 'CCNA2', 'CDK2', 'FOXO1', 'CDKN1B']
1425	GO:BP	GO:0001773	myeloid dendritic cell activation	0.037480079138536	True	"""The change in morphology and behavior of a dendritic cell resulting from exposure to a cytokine, chemokine, cellular ligand, or soluble factor."" [GOC:mgi_curators, ISBN:0781735149]"	29	100	2	15719	0.02	0.0689655172413793	query_1	['GO:0002274']	['RBPJ', 'NOTCH2']
1423	GO:BP	GO:0035115	embryonic forelimb morphogenesis	0.037480079138536	True	"""The process, occurring in the embryo, by which the anatomical structures of the forelimb are generated and organized. The forelimbs are the front limbs of an animal, e.g. the arms of a human."" [ISBN:0198612001]"	29	100	2	15719	0.02	0.0689655172413793	query_1	['GO:0030326', 'GO:0035136']	['CTNNB1', 'TBX5']
1424	GO:BP	GO:0060390	regulation of SMAD protein signal transduction	0.037480079138536	True	"""Any process that modulates the rate, frequency or extent of SMAD protein signal transduction. Pathway-restricted SMAD proteins and common-partner SMAD proteins are involved in the transforming growth factor beta receptor signaling pathways."" [GOC:BHF, GOC:dph, GOC:tb]"	29	100	2	15719	0.02	0.0689655172413793	query_1	['GO:0060395', 'GO:1902531']	['WWTR1', 'SMAD4']
1426	GO:BP	GO:0035066	positive regulation of histone acetylation	0.037480079138536	True	"""Any process that activates or increases the frequency, rate or extent of the addition of an acetyl group to a histone protein."" [GOC:bf]"	29	100	2	15719	0.02	0.0689655172413793	query_1	['GO:0016573', 'GO:0035065', 'GO:2000758']	['SMARCB1', 'SMAD4']
1427	GO:BP	GO:0034698	response to gonadotropin	0.037480079138536	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a gonadotropin stimulus."" [GOC:BHF, GOC:vk]"	29	100	2	15719	0.02	0.0689655172413793	query_1	['GO:0009725']	['CCNA2', 'NOTCH1']
117	GO:CC	GO:0000792	heterochromatin	0.0377205322441289	True	"""A compact and highly condensed form of chromatin that is refractory to transcription."" [PMID:32017156]"	82	101	3	16420	0.0297029702970297	0.0365853658536585	query_1	['GO:0000785']	['HDAC1', 'SNAI1', 'CDKN2A']
316	REAC	REAC:R-HSA-5610780	Degradation of GLI1 by the proteasome	0.037788882921421	True	Degradation of GLI1 by the proteasome	60	96	3	10022	0.03125	0.05	query_1	['REAC:R-HSA-5610787']	['RBX1', 'SKP1', 'CUL1']
318	REAC	REAC:R-HSA-5610785	GLI3 is processed to GLI3R by the proteasome	0.037788882921421	True	GLI3 is processed to GLI3R by the proteasome	60	96	3	10022	0.03125	0.05	query_1	['REAC:R-HSA-5610787']	['RBX1', 'SKP1', 'CUL1']
317	REAC	REAC:R-HSA-5610783	Degradation of GLI2 by the proteasome	0.037788882921421	True	Degradation of GLI2 by the proteasome	60	96	3	10022	0.03125	0.05	query_1	['REAC:R-HSA-5610787']	['RBX1', 'SKP1', 'CUL1']
1428	GO:BP	GO:0023056	positive regulation of signaling	0.0381567507160891	True	"""Any process that activates, maintains or increases the frequency, rate or extent of a signaling process."" [GOC:mtg_signal]"	1641	100	18	15719	0.18	0.0109689213893967	query_1	['GO:0023051', 'GO:0023052', 'GO:0048518']	['CDKN2B', 'CREBBP', 'CTNNB1', 'SMARCA4', 'SMAD2', 'SMARCB1', 'SMAD4', 'NOTCH1', 'EP300', 'RBPJ', 'PRMT5', 'NOTCH2', 'CDKN2A', 'SNW1', 'SKP2', 'TP53', 'SMAD3', 'YAP1']
1429	GO:BP	GO:0030902	hindbrain development	0.0387759147532775	True	"""The process whose specific outcome is the progression of the hindbrain over time, from its formation to the mature structure. The hindbrain is the posterior of the three primary divisions of the developing chordate brain, or the corresponding part of the adult brain (in vertebrates, includes the cerebellum, pons, and medulla oblongata and controls the autonomic functions and equilibrium)."" [http://www2.merriam-webster.com/cgi-bin/mwmednlm?book=Medical&va=hindbrain]"	149	100	4	15719	0.04	0.0268456375838926	query_1	['GO:0007420', 'GO:0048856']	['CDK5', 'CTNNB1', 'EGR2', 'TP53']
319	REAC	REAC:R-HSA-162906	HIV Infection	0.0391089286325317	True	HIV Infection	224	96	6	10022	0.0625	0.0267857142857142	query_1	['REAC:R-HSA-5663205']	['CDK7', 'RBX1', 'CCNH', 'SKP1', 'MNAT1', 'TBP']
1430	GO:BP	GO:0048661	positive regulation of smooth muscle cell proliferation	0.0395256630634244	True	"""Any process that activates or increases the rate or extent of smooth muscle cell proliferation."" [CL:0000192, GOC:ebc]"	82	100	3	15719	0.03	0.0365853658536585	query_1	['GO:0008284', 'GO:0048659', 'GO:0048660']	['AKT1', 'HDAC1', 'MNAT1']
1432	GO:BP	GO:0006094	gluconeogenesis	0.0395256630634244	True	"""The formation of glucose from noncarbohydrate precursors, such as pyruvate, amino acids and glycerol."" [MetaCyc:GLUCONEO-PWY]"	82	100	3	15719	0.03	0.0365853658536585	query_1	['GO:0006006', 'GO:0019319']	['EP300', 'KAT2B', 'FOXO1']
1431	GO:BP	GO:0021766	hippocampus development	0.0395256630634244	True	"""The progression of the hippocampus over time from its initial formation until its mature state."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid, ISBN:0878937420, UBERON:0002421]"	82	100	3	15719	0.03	0.0365853658536585	query_1	['GO:0021543', 'GO:0021761', 'GO:0048856']	['CDK5', 'HDAC1', 'CDK6']
1433	GO:BP	GO:2000108	positive regulation of leukocyte apoptotic process	0.0397143569002983	True	"""Any process that activates or increases the frequency, rate or extent of leukocyte apoptotic process."" [GOC:BHF, GOC:mtg_apoptosis]"	30	100	2	15719	0.02	0.0666666666666666	query_1	['GO:0043065', 'GO:0071887', 'GO:2000106']	['CDKN2A', 'TP53']
1434	GO:BP	GO:0003309	type B pancreatic cell differentiation	0.0397143569002983	True	"""The process in which relatively unspecialized cells acquire specialized structural and/or functional features of a type B pancreatic cell. A type B pancreatic cell is a cell located towards center of the islets of Langerhans that secretes insulin."" [CL:0000169, GOC:dph, PMID:11076772]"	30	100	2	15719	0.02	0.0666666666666666	query_1	['GO:0031018', 'GO:0035883']	['AKT1', 'CDK6']
1435	GO:BP	GO:0003401	axis elongation	0.0397143569002983	True	"""The developmental growth that results in the elongation of a line that defines polarity or symmetry in an anatomical structure."" [GOC:ascb_2009, GOC:dph, GOC:tb]"	30	100	2	15719	0.02	0.0666666666666666	query_1	['GO:0060560']	['ESR1', 'YAP1']
1436	GO:BP	GO:1903203	regulation of oxidative stress-induced neuron death	0.0397143569002983	True	"""Any process that modulates the frequency, rate or extent of oxidative stress-induced neuron death."" [GO_REF:0000058, GOC:bf, GOC:PARL, GOC:TermGenie]"	30	100	2	15719	0.02	0.0666666666666666	query_1	['GO:0036475', 'GO:1901214', 'GO:1903201']	['REST', 'CTNNB1']
1437	GO:BP	GO:0008045	motor neuron axon guidance	0.0397143569002983	True	"""The process in which the migration of an axon growth cone of a motor neuron is directed to a specific target site in response to a combination of attractive and repulsive cues."" [CL:0000100, GOC:pr, ISBN:0878932437]"	30	100	2	15719	0.02	0.0666666666666666	query_1	['GO:0007411']	['CDK5', 'EGR2']
118	GO:CC	GO:0005819	spindle	0.0397856436575143	True	"""The array of microtubules and associated molecules that forms between opposite poles of a eukaryotic cell during mitosis or meiosis and serves to move the duplicated chromosomes apart."" [ISBN:0198547684]"	420	101	7	16420	0.0693069306930693	0.0166666666666666	query_1	['GO:0015630', 'GO:0043232']	['AKT1', 'CCNB1', 'CTNNB1', 'RB1', 'CDK1', 'KAT2B', 'TFDP2']
1439	GO:BP	GO:0060348	bone development	0.040191334123184	True	"""The process whose specific outcome is the progression of bone over time, from its formation to the mature structure. Bone is the hard skeletal connective tissue consisting of both mineral and cellular components."" [GOC:dph]"	230	100	5	15719	0.05	0.0217391304347826	query_1	['GO:0001501', 'GO:0048513']	['NAB2', 'EP300', 'NOTCH2', 'NAB1', 'TP53']
1438	GO:BP	GO:2000116	regulation of cysteine-type endopeptidase activity	0.040191334123184	True	"""Any process that modulates the frequency, rate or extent of cysteine-type endopeptidase activity."" [GOC:obol, GOC:yaf]"	230	100	5	15719	0.05	0.0217391304347826	query_1	['GO:0052548']	['REST', 'AKT1', 'CDKN2D', 'CDKN2A', 'SMAD3']
320	REAC	REAC:R-HSA-9020702	Interleukin-1 signaling	0.0403069465513712	True	Interleukin-1 signaling	110	96	4	10022	0.0416666666666666	0.0363636363636363	query_1	['REAC:R-HSA-446652']	['RBX1', 'SKP1', 'CUL1', 'TP53']
1440	GO:BP	GO:0031397	negative regulation of protein ubiquitination	0.0405392699343771	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the addition of ubiquitin groups to a protein."" [GOC:mah]"	83	100	3	15719	0.03	0.036144578313253	query_1	['GO:0016567', 'GO:0031396', 'GO:1903321']	['AKT1', 'CDK5', 'CDKN2A']
1441	GO:BP	GO:0051153	regulation of striated muscle cell differentiation	0.0405392699343771	True	"""Any process that modulates the frequency, rate or extent of striated muscle cell differentiation."" [CL:0000737, GOC:ai]"	83	100	3	15719	0.03	0.036144578313253	query_1	['GO:0051146', 'GO:0051147']	['MAML1', 'SMAD4', 'NOTCH1']
1442	GO:BP	GO:0048708	astrocyte differentiation	0.0405392699343771	True	"""The process in which a relatively unspecialized cell acquires the specialized features of an astrocyte. An astrocyte is the most abundant type of glial cell. Astrocytes provide support for neurons and regulate the environment in which they function."" [GOC:vp, PMID:15139015]"	83	100	3	15719	0.03	0.036144578313253	query_1	['GO:0007417', 'GO:0010001']	['NOTCH1', 'POU3F2', 'CDK6']
1443	GO:BP	GO:0030183	B cell differentiation	0.041028753992131	True	"""The process in which a precursor cell type acquires the specialized features of a B cell. A B cell is a lymphocyte of B lineage with the phenotype CD19-positive and capable of B cell mediated immunity."" [GO_REF:0000022, GOC:mah]"	152	100	4	15719	0.04	0.0263157894736842	query_1	['GO:0030098', 'GO:0042113']	['EP300', 'RBPJ', 'NOTCH2', 'TP53']
321	REAC	REAC:R-HSA-174048	APC/C:Cdc20 mediated degradation of Cyclin B	0.04134908165397	True	APC/C:Cdc20 mediated degradation of Cyclin B	24	96	2	10022	0.0208333333333333	0.0833333333333333	query_1	['REAC:R-HSA-176409']	['CCNB1', 'CDK1']
322	REAC	REAC:R-HSA-3371571	HSF1-dependent transactivation	0.04134908165397	True	HSF1-dependent transactivation	24	96	2	10022	0.0208333333333333	0.0833333333333333	query_1	['REAC:R-HSA-3371556']	['CREBBP', 'EP300']
323	REAC	REAC:R-HSA-2173788	Downregulation of TGF-beta receptor signaling	0.04134908165397	True	Downregulation of TGF-beta receptor signaling	24	96	2	10022	0.0208333333333333	0.0833333333333333	query_1	['REAC:R-HSA-2173789']	['SMAD2', 'SMAD3']
1444	GO:BP	GO:0007411	axon guidance	0.0414302118847454	True	"""The chemotaxis process that directs the migration of an axon growth cone to a specific target site in response to a combination of attractive and repulsive cues."" [ISBN:0878932437]"	232	100	5	15719	0.05	0.021551724137931	query_1	['GO:0007409', 'GO:0097485']	['CDK5', 'EGR2', 'SMAD4', 'NOTCH1', 'NOTCH2']
1445	GO:BP	GO:0052548	regulation of endopeptidase activity	0.0417247508744113	True	"""Any process that modulates the frequency, rate or extent of endopeptidase activity, the endohydrolysis of peptide bonds within proteins."" [GOC:ai, GOC:hjd]"	320	100	6	15719	0.06	0.01875	query_1	['GO:0052547']	['REST', 'AKT1', 'HDAC1', 'CDKN2D', 'CDKN2A', 'SMAD3']
1446	GO:BP	GO:0002088	lens development in camera-type eye	0.0417347072986395	True	"""The process whose specific outcome is the progression of the lens over time, from its formation to the mature structure. The lens is a transparent structure in the eye through which light is focused onto the retina. An example of this process is found in Mus musculus."" [GOC:dph, ISBN:0582064333]"	84	100	3	15719	0.03	0.0357142857142857	query_1	['GO:0043010', 'GO:0048856']	['CTNNB1', 'CDKN1B', 'SMAD3']
1449	GO:BP	GO:0036075	replacement ossification	0.0419292882625559	True	"""Ossification that requires the replacement of a preexisting tissue prior to bone tissue formation."" [GO_REF:0000034]"	31	100	2	15719	0.02	0.064516129032258	query_1	['GO:0001503']	['NAB2', 'NAB1']
1447	GO:BP	GO:0097421	liver regeneration	0.0419292882625559	True	"""The regrowth of lost or destroyed liver."" [GOC:gap, PMID:19447520]"	31	100	2	15719	0.02	0.064516129032258	query_1	['GO:0001889', 'GO:0031100']	['PRMT5', 'CCND1']
1448	GO:BP	GO:0001958	endochondral ossification	0.0419292882625559	True	"""Replacement ossification wherein bone tissue replaces cartilage."" [GO_REF:0000034, ISBN:0878932437]"	31	100	2	15719	0.02	0.064516129032258	query_1	['GO:0036075', 'GO:0060350']	['NAB2', 'NAB1']
1450	GO:BP	GO:0097485	neuron projection guidance	0.0419566999950874	True	"""The process in which the migration of a neuron projection is directed to a specific target site in response to a combination of attractive and repulsive cues."" [GOC:BHF, GOC:rl, PMID:22790009]"	233	100	5	15719	0.05	0.0214592274678111	query_1	['GO:0006935', 'GO:0031175', 'GO:0048812']	['CDK5', 'EGR2', 'SMAD4', 'NOTCH1', 'NOTCH2']
324	REAC	REAC:R-HSA-1834949	Cytosolic sensors of pathogen-associated DNA 	0.0421715147010249	True	Cytosolic sensors of pathogen-associated DNA 	63	96	3	10022	0.03125	0.0476190476190476	query_1	['REAC:R-HSA-168249']	['CREBBP', 'CTNNB1', 'EP300']
1451	GO:BP	GO:0071496	cellular response to external stimulus	0.0427167581671494	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an external stimulus."" [GOC:mah]"	322	100	6	15719	0.06	0.0186335403726708	query_1	['GO:0009605']	['CDKN2B', 'CDKN1A', 'SNW1', 'SP1', 'FOXO1', 'TP53']
1452	GO:BP	GO:0042475	odontogenesis of dentin-containing tooth	0.0428584577846956	True	"""The process whose specific outcome is the progression of a dentin-containing tooth over time, from its formation to the mature structure. A dentin-containing tooth is a hard, bony organ borne on the jaw or other bone of a vertebrate, and is composed mainly of dentin, a dense calcified substance, covered by a layer of enamel."" [GOC:cjm, GOC:mah, GOC:mtg_sensu, PMID:10333884, PMID:15355794]"	85	100	3	15719	0.03	0.0352941176470588	query_1	['GO:0042476']	['CTNNB1', 'HDAC1', 'HDAC2']
1453	GO:BP	GO:0019319	hexose biosynthetic process	0.0428584577846956	True	"""The chemical reactions and pathways resulting in the formation of hexose, any monosaccharide with a chain of six carbon atoms in the molecule."" [ISBN:0198506732]"	85	100	3	15719	0.03	0.0352941176470588	query_1	['GO:0019318', 'GO:0046364']	['EP300', 'KAT2B', 'FOXO1']
1454	GO:BP	GO:0036473	cell death in response to oxidative stress	0.0441762522999357	True	"""Any biological process that results in permanent cessation of all vital functions of a cell upon exposure to an oxidative stress stimulus."" [GOC:bf, GOC:PARL]"	86	100	3	15719	0.03	0.0348837209302325	query_1	['GO:0008219', 'GO:0034599']	['REST', 'AKT1', 'CTNNB1']
1456	GO:BP	GO:0046621	negative regulation of organ growth	0.0442665002550748	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of growth of an organ of an organism."" [GOC:bf, GOC:tb]"	32	100	2	15719	0.02	0.0625	query_1	['GO:0035265', 'GO:0046620', 'GO:0048640', 'GO:0051241']	['TBX5', 'VGLL4']
1458	GO:BP	GO:0007584	response to nutrient	0.0442665002550748	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a nutrient stimulus."" [GOC:go_curators]"	156	100	4	15719	0.04	0.0256410256410256	query_1	['GO:0031667', 'GO:0042221']	['CDKN2B', 'CDKN2D', 'SNW1', 'CCND1']
1455	GO:BP	GO:1990845	adaptive thermogenesis	0.0442665002550748	True	"""The regulated production of heat in response to short term environmental changes, such as stress, diet or reduced temperature."" [PMID:17260010, PMID:20363363]"	156	100	4	15719	0.04	0.0256410256410256	query_1	['GO:0008152']	['RB1', 'NOTCH1', 'RBPJ', 'KDM1A']
1457	GO:BP	GO:0035137	hindlimb morphogenesis	0.0442665002550748	True	"""The process in which the anatomical structures of the hindlimb are generated and organized."" [GOC:go_curators]"	32	100	2	15719	0.02	0.0625	query_1	['GO:0035108']	['CTNNB1', 'NOTCH1']
1459	GO:BP	GO:0071216	cellular response to biotic stimulus	0.0445502673919459	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a biotic stimulus, a stimulus caused or produced by a living organism."" [GOC:mah]"	237	100	5	15719	0.05	0.0210970464135021	query_1	['GO:0009607', 'GO:0051716']	['AKT1', 'NOTCH1', 'NOTCH2', 'CDK4', 'TP53']
119	GO:CC	GO:0000123	histone acetyltransferase complex	0.0447663642167434	True	"""A protein complex that possesses histone acetyltransferase activity."" [GOC:mah]"	88	101	3	16420	0.0297029702970297	0.034090909090909	query_1	['GO:0000785', 'GO:0031248']	['CREBBP', 'EP300', 'KAT2B']
325	REAC	REAC:R-HSA-5663205	Infectious disease	0.0447917774867624	True	Infectious disease	983	96	16	10022	0.1666666666666666	0.0162767039674465	query_1	['REAC:R-HSA-1643685']	['REST', 'AKT1', 'CREBBP', 'CDK7', 'CTNNB1', 'RB1', 'HDAC1', 'RBX1', 'CCNH', 'SKP1', 'CHD4', 'MNAT1', 'RCOR1', 'TBP', 'HDAC2', 'KDM1A']
1461	GO:BP	GO:1905457	negative regulation of lymphoid progenitor cell differentiation	0.0455735227158538	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of lymphoid progenitor cell differentiation."" [GO_REF:0000058, GOC:TermGenie, PMID:27010503]"	3	100	1	15719	0.01	0.3333333333333333	query_1	['GO:0002320', 'GO:1901533', 'GO:1905456']	['NOTCH1']
1481	GO:BP	GO:0010909	positive regulation of heparan sulfate proteoglycan biosynthetic process	0.0455735227158538	True	"""Any process that increases the rate, frequency or extent of heparan sulfate proteoglycan biosynthesis. Heparan sulfate proteoglycan biosynthetic processes are the chemical reactions and pathways resulting in the formation of the heparan sulfate proteoglycan, a glycosaminoglycan with repeat unit consisting of alternating alpha-(1->4)-linked hexuronic acid and glucosamine residues."" [GOC:dph, GOC:tb]"	3	100	1	15719	0.01	0.3333333333333333	query_1	['GO:0010908', 'GO:0015012', 'GO:0031328', 'GO:0051176', 'GO:1902730']	['CTNNB1']
1480	GO:BP	GO:0006884	cell volume homeostasis	0.0455735227158538	True	"""Any process involved in maintaining the steady state of a cell's volume. The cell's volume refers to the three-dimensional space occupied by a cell."" [GOC:dph, GOC:go_curators, GOC:tb]"	33	100	2	15719	0.02	0.0606060606060606	query_1	['GO:0008361', 'GO:0019725']	['E2F4', 'CLNS1A']
1479	GO:BP	GO:0045608	negative regulation of inner ear auditory receptor cell differentiation	0.0455735227158538	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of auditory hair cell differentiation."" [GOC:go_curators]"	3	100	1	15719	0.01	0.3333333333333333	query_1	['GO:0042491', 'GO:0045605', 'GO:0045607', 'GO:2000981']	['NOTCH1']
1478	GO:BP	GO:0045632	negative regulation of mechanoreceptor differentiation	0.0455735227158538	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of mechanoreceptor differentiation."" [GOC:go_curators]"	3	100	1	15719	0.01	0.3333333333333333	query_1	['GO:0042490', 'GO:0045631', 'GO:0045665']	['NOTCH1']
1477	GO:BP	GO:0071354	cellular response to interleukin-6	0.0455735227158538	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an interleukin-6 stimulus."" [GOC:mah]"	33	100	2	15719	0.02	0.0606060606060606	query_1	['GO:0070741', 'GO:0071345']	['SMAD4', 'YAP1']
1476	GO:BP	GO:0046825	regulation of protein export from nucleus	0.0455735227158538	True	"""Any process that modulates the frequency, rate or extent of the directed movement of proteins from the nucleus to the cytoplasm."" [GOC:bf]"	33	100	2	15719	0.02	0.0606060606060606	query_1	['GO:0006611', 'GO:0033157', 'GO:0046822']	['CDK5', 'CDKN2A']
1475	GO:BP	GO:0072131	kidney mesenchyme morphogenesis	0.0455735227158538	True	"""The process in which the anatomical structures of a kidney mesenchymal tissue are generated and organized. Kidney mesenchyme is the tissue made up of loosely connected mesenchymal cells in the kidney."" [GOC:mtg_kidney_jan10]"	3	100	1	15719	0.01	0.3333333333333333	query_1	['GO:0072074', 'GO:0072132']	['SMAD4']
1482	GO:BP	GO:0030997	regulation of centriole-centriole cohesion	0.0455735227158538	True	"""Any process that modulates the extent to which the two centrioles within a centrosome remain tightly paired; may be mediated by the assembly and disassembly of a proteinaceous linker."" [PMID:11076968]"	3	100	1	15719	0.01	0.3333333333333333	query_1	['GO:0007098', 'GO:0010457', 'GO:0010564']	['CTNNB1']
1474	GO:BP	GO:0072133	metanephric mesenchyme morphogenesis	0.0455735227158538	True	"""The process in which the anatomical structures of a metanephric mesenchymal tissue are generated and organized. Metanephric mesenchyme is the tissue made up of loosely connected mesenchymal cells in the metanephros."" [GOC:mtg_kidney_jan10]"	3	100	1	15719	0.01	0.3333333333333333	query_1	['GO:0072075', 'GO:0072131']	['SMAD4']
1473	GO:BP	GO:0072262	metanephric glomerular mesangial cell proliferation involved in metanephros development	0.0455735227158538	True	"""The multiplication or reproduction of glomerular mesangial cells in the metanephros, resulting in the expansion of the population."" [GOC:mtg_kidney_jan10]"	3	100	1	15719	0.01	0.3333333333333333	query_1	['GO:0072110', 'GO:0072203', 'GO:0072223']	['EGR1']
1472	GO:BP	GO:1904024	negative regulation of glucose catabolic process to lactate via pyruvate	0.0455735227158538	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of glucose catabolic process to lactate via pyruvate."" [GO_REF:0000058, GOC:dph, GOC:TermGenie, PMID:20935145]"	3	100	1	15719	0.01	0.3333333333333333	query_1	['GO:0009895', 'GO:0019661', 'GO:0045912', 'GO:0062014', 'GO:1901003', 'GO:1904023']	['TP53']
1471	GO:BP	GO:0003241	growth involved in heart morphogenesis	0.0455735227158538	True	"""Developmental growth that contributes to the shaping of the heart."" [GOC:mtg_heart]"	3	100	1	15719	0.01	0.3333333333333333	query_1	['GO:0003007', 'GO:0060419', 'GO:0060560']	['NOTCH1']
1470	GO:BP	GO:2000233	negative regulation of rRNA processing	0.0455735227158538	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of rRNA processing."" [GOC:mah]"	3	100	1	15719	0.01	0.3333333333333333	query_1	['GO:0006364', 'GO:0010629', 'GO:0051253', 'GO:0090071', 'GO:2000232']	['KAT2B']
1469	GO:BP	GO:2000015	regulation of determination of dorsal identity	0.0455735227158538	True	"""Any process that modulates the frequency, rate or extent of determination of dorsal identity."" [GOC:obol]"	3	100	1	15719	0.01	0.3333333333333333	query_1	['GO:0048263', 'GO:0051239']	['CTNNB1']
1468	GO:BP	GO:2000697	negative regulation of epithelial cell differentiation involved in kidney development	0.0455735227158538	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of epithelial cell differentiation involved in kidney development."" [GOC:mtg_kidney_jan10, GOC:yaf]"	3	100	1	15719	0.01	0.3333333333333333	query_1	['GO:0030857', 'GO:0035850', 'GO:2000696']	['CTNNB1']
1467	GO:BP	GO:2000705	regulation of dense core granule biogenesis	0.0455735227158538	True	"""Any process that modulates the frequency, rate or extent of dense core granule biogenesis."" [GOC:obol]"	3	100	1	15719	0.01	0.3333333333333333	query_1	['GO:0044087', 'GO:0061110']	['REST']
1466	GO:BP	GO:2000111	positive regulation of macrophage apoptotic process	0.0455735227158538	True	"""Any process that activates or increases the frequency, rate or extent of macrophage apoptotic process."" [GOC:BHF, GOC:mtg_apoptosis]"	3	100	1	15719	0.01	0.3333333333333333	query_1	['GO:0033034', 'GO:0071888', 'GO:2000108', 'GO:2000109']	['CDKN2A']
1465	GO:BP	GO:0035283	central nervous system segmentation	0.0455735227158538	True	"""Division of the central nervous system into a series of semi-repetitive parts or segments."" [GOC:bf]"	3	100	1	15719	0.01	0.3333333333333333	query_1	['GO:0007417', 'GO:0035282']	['EGR2']
1464	GO:BP	GO:2000182	regulation of progesterone biosynthetic process	0.0455735227158538	True	"""Any process that modulates the frequency, rate or extent of progesterone biosynthetic process."" [GOC:dph]"	3	100	1	15719	0.01	0.3333333333333333	query_1	['GO:0006701', 'GO:0010566', 'GO:0046885', 'GO:0050810']	['EGR1']
1463	GO:BP	GO:0035284	brain segmentation	0.0455735227158538	True	"""Division of the brain into a series of semi-repetitive parts or segments."" [GOC:bf]"	3	100	1	15719	0.01	0.3333333333333333	query_1	['GO:0007420', 'GO:0035282', 'GO:0035283']	['EGR2']
1462	GO:BP	GO:1990418	response to insulin-like growth factor stimulus	0.0455735227158538	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an insulin-like growth factor stimulus."" [PMID:21932665]"	3	100	1	15719	0.01	0.3333333333333333	query_1	['GO:0009725']	['AKT1']
