LMNA-related cardiocutaneous progeria syndrome	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
640	GO:CC	GO:0000783	nuclear telomere cap complex	0.0065346764120954	True	"""A complex of DNA and protein located at the end of a linear chromosome in the nucleus that protects and stabilizes a linear chromosome."" [GOC:elh]"	13	101	2	17376	0.0198019801980198	0.1538461538461538	query_1	['GO:0000782', 'GO:0140513']	['XRCC6', 'XRCC5']
641	GO:CC	GO:0000782	telomere cap complex	0.0065346764120954	True	"""A complex of DNA and protein located at the end of a linear chromosome that protects and stabilizes a linear chromosome."" [GOC:elh]"	13	101	2	17376	0.0198019801980198	0.1538461538461538	query_1	['GO:0032993', 'GO:0044815', 'GO:0140445']	['XRCC6', 'XRCC5']
642	GO:CC	GO:0016607	nuclear speck	0.0067280560979407	True	"""A discrete extra-nucleolar subnuclear domain, 20-50 in number, in which splicing factors are seen to be localized by immunofluorescence microscopy."" [http://www.cellnucleus.com/]"	408	101	8	17376	0.0792079207920792	0.0196078431372549	query_1	['GO:0016604']	['LMNA', 'H2AX', 'OGG1', 'AR', 'APEX1', 'BARD1', 'WRN', 'RMI2']
643	GO:CC	GO:0005667	transcription regulator complex	0.0068950659362705	True	"""A protein complex that is capable of associating with DNA by direct binding, or via other DNA-binding proteins or complexes, and regulating transcription."" [GOC:jl]"	505	101	9	17376	0.0891089108910891	0.0178217821782178	query_1	['GO:0032991']	['RBBP8', 'XRCC6', 'HLTF', 'PARP1', 'APEX1', 'CDK2', 'PRKDC', 'KAT5', 'TP53']
644	GO:BP	GO:0010035	response to inorganic substance	0.0069009387786739	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an inorganic substance stimulus."" [GOC:sm]"	547	101	10	17376	0.099009900990099	0.0182815356489945	query_1	['GO:0042221']	['LIG4', 'OGG1', 'PCNA', 'PARP1', 'ERCC1', 'BLM', 'RAD51', 'APEX1', 'CDK2', 'TP53']
645	GO:BP	GO:0043085	positive regulation of catalytic activity	0.0070935487530232	True	"""Any process that activates or increases the activity of an enzyme."" [GOC:ebc, GOC:jl, GOC:tb, GOC:vw]"	1075	101	15	17376	0.1485148514851485	0.013953488372093	query_1	['GO:0044093', 'GO:0050790']	['NBN', 'MSH2', 'RAD50', 'XRCC6', 'MSH3', 'PCNA', 'XRCC4', 'XRCC5', 'NHEJ1', 'MRE11', 'PRIM2', 'XRCC1', 'WRN', 'PNKP', 'MSH6']
646	GO:CC	GO:0140672	ATAC complex	0.0071952318001589	True	"""A chromatin remodelling complex that regulates transcription via acetylation primarily of nucleosomal histones H3 and possibly H4. Shares the histone acetylation (HAT) module of GCN5/PCAF-ADA2-ADA3-SGF29 (or orthologs) with the related SAGA complex (GO:0000124). Contains HAT subunits GCN5 or PCAF in a mutually exclusive manner. In addition to the HAT module contains DR1/NC2B, KAT14, MBIP, WDR5, YEATS2 and ZZZ3 or orthologs. Also regulates the activity of non-histone targets and orchestrates mitotic progression by regulating Cyclin A degradation through acetylation."" [GOC:bhm, PMID:19936620, PMID:20562830, PMID:28966424]"	14	101	2	17376	0.0198019801980198	0.1428571428571428	query_1	['GO:0070461']	['POLE4', 'POLE3']
647	GO:CC	GO:0031010	ISWI-type complex	0.0071952318001589	True	"""Any nuclear protein complex that contains an ATPase subunit of the imitation switch (ISWI) family. ISWI ATPases are involved in assembling chromatin and in sliding and spacing nucleosomes to regulate transcription of nuclear RNA polymerases I, II, and III and also DNA replication, recombination and repair."" [GOC:krc, GOC:mah, PMID:15020051, PMID:15284901, PMID:16568949, PMID:21810179]"	14	101	2	17376	0.0198019801980198	0.1428571428571428	query_1	['GO:0070603']	['POLE3', 'CHRAC1']
648	GO:CC	GO:0140445	chromosome, telomeric repeat region	0.0071952318001589	True	"""A complex of DNA and protein that seals the end of a chromosome. The telomeric repeat DNA consists of simple tandemly repeated sequences specific for each species. Typically one strand is G-rich and the other C-rich. The G-rich strand forms a 3'-terminal overhang, the length of which varies with species. The single strand overhang is bound by a variety of proteins, including telomere capping proteins that bind to the single-stranded DNA and seal the telomeric loop."" [PMID:11352055, PMID:30208292]"	14	101	2	17376	0.0198019801980198	0.1428571428571428	query_1	['GO:0000781']	['XRCC6', 'XRCC5']
649	GO:BP	GO:0006915	apoptotic process	0.0072779138487709	True	"""A programmed cell death process which begins when a cell receives an internal (e.g. DNA damage) or external signal (e.g. an extracellular death ligand), and proceeds through a series of biochemical events (signaling pathway phase) which trigger an execution phase. The execution phase is the last step of an apoptotic process, and is typically characterized by rounding-up of the cell, retraction of pseudopodes, reduction of cellular volume (pyknosis), chromatin condensation, nuclear fragmentation (karyorrhexis), plasma membrane blebbing and fragmentation of the cell into apoptotic bodies. When the execution phase is completed, the cell has died."" [GOC:cjm, GOC:dhl, GOC:ecd, GOC:go_curators, GOC:mtg_apoptosis, GOC:tb, ISBN:0198506732, PMID:18846107, PMID:21494263]"	1798	101	21	17376	0.2079207920792079	0.0116796440489432	query_1	['GO:0012501']	['LMNA', 'NBN', 'MSH2', 'LIG4', 'MLH1', 'OGG1', 'BRCA2', 'AR', 'PARP1', 'ATM', 'RAD9A', 'MRE11', 'APEX1', 'BRCA1', 'MCM2', 'PRKDC', 'KAT5', 'POLB', 'BARD1', 'TP53', 'MSH6']
650	REAC	REAC:R-HSA-6804116	TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest	0.0072919761993631	True	TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest	14	101	2	17376	0.0198019801980198	0.1428571428571428	query_1	['REAC:R-HSA-6791312']	['CDK2', 'TP53']
651	REAC	REAC:R-HSA-6791312	TP53 Regulates Transcription of Cell Cycle Genes	0.0072919761993631	True	TP53 Regulates Transcription of Cell Cycle Genes	49	101	3	17376	0.0297029702970297	0.0612244897959183	query_1	['REAC:R-HSA-3700989']	['PCNA', 'CDK2', 'TP53']
652	GO:BP	GO:0051130	positive regulation of cellular component organization	0.007324580956971	True	"""Any process that activates or increases the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of cell structures, including the plasma membrane and any external encapsulating structures such as the cell wall and cell envelope."" [GOC:ai]"	1079	101	15	17376	0.1485148514851485	0.0139017608897126	query_1	['GO:0016043', 'GO:0048522', 'GO:0051128']	['NBN', 'RAD50', 'RAD51AP1', 'LIG4', 'FEN1', 'ATR', 'AR', 'ERCC1', 'XRCC5', 'ATM', 'MRE11', 'CDK2', 'KAT5', 'TP53', 'PNKP']
653	GO:BP	GO:0031328	positive regulation of cellular biosynthetic process	0.007543741824541	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of substances, carried out by individual cells."" [GOC:mah]"	1931	101	22	17376	0.2178217821782178	0.0113930605903676	query_1	['GO:0009891', 'GO:0031325', 'GO:0031326', 'GO:0044249']	['USP1', 'TP53BP1', 'XRCC6', 'HLTF', 'PAXIP1', 'BRCA2', 'PCNA', 'ATR', 'AR', 'PARP1', 'ERCC1', 'XRCC5', 'BLM', 'ATM', 'APEX1', 'PRIM2', 'BRCA1', 'CDK2', 'PRKDC', 'KAT5', 'TP53', 'PNKP']
654	GO:BP	GO:0033314	mitotic DNA replication checkpoint signaling	0.007644932388781	True	"""A signal transduction process that contributes to a mitotic DNA replication checkpoint."" [GOC:mtg_cell_cycle]"	10	101	2	17376	0.0198019801980198	0.2	query_1	['GO:0000076', 'GO:0044774', 'GO:0044818']	['HUS1', 'HUS1B']
655	GO:BP	GO:0045141	meiotic telomere clustering	0.007644932388781	True	"""The cell cycle process in which the dynamic reorganization of telomeres occurs in early meiotic prophase, during which meiotic chromosome ends are gathered in a bouquet arrangement at the inner surface of the nuclear envelope proximal to the spindle pole body. This plays an important role in progression through meiosis and precedes synapsis."" [GOC:vw, PMID:10690419]"	10	101	2	17376	0.0198019801980198	0.2	query_1	['GO:0034397', 'GO:0070192', 'GO:0090220']	['MLH1', 'ATM']
656	GO:BP	GO:0043516	regulation of DNA damage response, signal transduction by p53 class mediator	0.0078154272697681	True	"""Any process that modulates the frequency, rate or extent of the cascade of processes induced by the cell cycle regulator phosphoprotein p53, or an equivalent protein, in response to the detection of DNA damage."" [GOC:jl]"	39	101	3	17376	0.0297029702970297	0.0769230769230769	query_1	['GO:0030330', 'GO:0080135', 'GO:1901796']	['ATR', 'ATM', 'TP53']
657	GO:BP	GO:0008584	male gonad development	0.0081800302716882	True	"""The process whose specific outcome is the progression of the male gonad over time, from its formation to the mature structure."" [GOC:jid]"	145	101	5	17376	0.0495049504950495	0.0344827586206896	query_1	['GO:0008406', 'GO:0046546']	['BRIP1', 'MSH2', 'WDR48', 'AR', 'ERCC1']
658	GO:BP	GO:0016579	protein deubiquitination	0.0081800302716882	True	"""The removal of one or more ubiquitin groups from a protein."" [GOC:ai]"	145	101	5	17376	0.0495049504950495	0.0344827586206896	query_1	['GO:0070646']	['USP1', 'USP12', 'USP46', 'BRCA1', 'BARD1']
659	GO:CC	GO:0001741	XY body	0.0081846630333302	True	"""A structure found in a male mammalian spermatocyte containing an unpaired X chromosome that has become densely heterochromatic, silenced and localized at the nuclear periphery."" [GOC:hjd, GOC:mr, PMID:20622855, Wikipedia:XY_sex-determination_system]"	15	101	2	17376	0.0198019801980198	0.1333333333333333	query_1	['GO:0000803']	['H2AX', 'BRCA1']
660	GO:BP	GO:0065009	regulation of molecular function	0.0083988377981288	True	"""Any process that modulates the frequency, rate or extent of a molecular function, an elemental biological activity occurring at the molecular level, such as catalysis or binding."" [GOC:isa_complete]"	2477	101	26	17376	0.2574257425742574	0.0104965684295518	query_1	['GO:0065007']	['NBN', 'MSH2', 'TP53BP1', 'RAD50', 'XRCC6', 'PAXIP1', 'MSH3', 'PCNA', 'AR', 'PARP1', 'XRCC4', 'XRCC5', 'NHEJ1', 'ERCC4', 'FANCD2', 'BLM', 'MRE11', 'PRIM2', 'MCM2', 'XRCC1', 'WRN', 'TP53', 'PNKP', 'NEIL1', 'BANF1', 'MSH6']
661	GO:BP	GO:0046546	development of primary male sexual characteristics	0.0083988377981288	True	"""The process whose specific outcome is the progression of the primary male sexual characteristics over time, from their formation to the mature structures. The primary male sexual characteristics are the testes, and they develop in response to sex hormone secretion."" [GOC:ai]"	146	101	5	17376	0.0495049504950495	0.0342465753424657	query_1	['GO:0045137', 'GO:0046661']	['BRIP1', 'MSH2', 'WDR48', 'AR', 'ERCC1']
662	GO:BP	GO:0048608	reproductive structure development	0.0086254115291404	True	"""The reproductive developmental process whose specific outcome is the progression of somatic structures that will be used in the process of creating new individuals from one or more parents, from their formation to the mature structures."" [GOC:dph, GOC:isa_complete, GOC:jid]"	295	101	7	17376	0.0693069306930693	0.023728813559322	query_1	['GO:0003006', 'GO:0048856', 'GO:0061458']	['BRIP1', 'MSH2', 'WDR48', 'BRCA2', 'AR', 'ERCC1', 'ATM']
663	GO:BP	GO:0031062	positive regulation of histone methylation	0.008911932455304	True	"""Any process that activates or increases the frequency, rate or extent of the covalent addition of methyl groups to histones."" [GOC:mah]"	41	101	3	17376	0.0297029702970297	0.073170731707317	query_1	['GO:0016571', 'GO:0031060', 'GO:0031401']	['LMNA', 'PAXIP1', 'BRCA1']
664	GO:BP	GO:0090220	chromosome localization to nuclear envelope involved in homologous chromosome segregation	0.0090480589630198	True	"""The directed movement of a chromosome to the nuclear envelope that contributes to homologous chromosome segregation and precedes synapsis."" [GOC:ascb_2009, GOC:dph, GOC:tb, PMID:19913287]"	11	101	2	17376	0.0198019801980198	0.1818181818181818	query_1	['GO:0022414', 'GO:0045143', 'GO:0051303']	['MLH1', 'ATM']
665	GO:BP	GO:0072711	cellular response to hydroxyurea	0.0090480589630198	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a hydroxyurea stimulus."" [GOC:mah]"	11	101	2	17376	0.0198019801980198	0.1818181818181818	query_1	['GO:0071241', 'GO:0072710', 'GO:1901699']	['BLM', 'RAD51']
666	GO:BP	GO:0002328	pro-B cell differentiation	0.0090480589630198	True	"""The process in which a precursor cell type acquires the specialized features of a pro-B cell. Pro-B cells are the earliest stage of the B cell lineage and undergo heavy chain D and J gene rearrangements, although they are not fully committed."" [GOC:jal, ISBN:0781735149]"	11	101	2	17376	0.0198019801980198	0.1818181818181818	query_1	['GO:0002320']	['LIG4', 'PRKDC']
667	GO:BP	GO:0090657	telomeric loop disassembly	0.0090480589630198	True	"""The telomere maintenance process in which telomeric loops are disassembled to permit efficient telomere replication."" [GOC:BHF, GOC:BHF_telomere, GOC:nc, PMID:22579284]"	11	101	2	17376	0.0198019801980198	0.1818181818181818	query_1	['GO:0000723']	['BLM', 'WRN']
668	GO:BP	GO:0034397	telomere localization	0.0090480589630198	True	"""Any process in which a telomere is transported to, and/or maintained in, a specific location."" [GOC:mah, GOC:vw]"	11	101	2	17376	0.0198019801980198	0.1818181818181818	query_1	['GO:0050000']	['MLH1', 'ATM']
669	GO:BP	GO:0050000	chromosome localization	0.0091314770149239	True	"""Any process in which a chromosome is transported to, or maintained in, a specific location."" [GOC:ai]"	89	101	4	17376	0.0396039603960396	0.0449438202247191	query_1	['GO:0051640']	['LMNA', 'MLH1', 'ATM', 'KAT5']
670	GO:BP	GO:0061458	reproductive system development	0.0091379567837517	True	"""The progression of the reproductive system over time from its formation to the mature structure. The reproductive system consists of the organs that function in reproduction."" [GOC:dph]"	299	101	7	17376	0.0693069306930693	0.0234113712374581	query_1	['GO:0048731']	['BRIP1', 'MSH2', 'WDR48', 'BRCA2', 'AR', 'ERCC1', 'ATM']
671	GO:BP	GO:0044093	positive regulation of molecular function	0.0092400841163345	True	"""Any process that activates or increases the rate or extent of a molecular function, an elemental biological activity occurring at the molecular level, such as catalysis or binding."" [GO:jl]"	1465	101	18	17376	0.1782178217821782	0.0122866894197952	query_1	['GO:0065009']	['NBN', 'MSH2', 'TP53BP1', 'RAD50', 'XRCC6', 'MSH3', 'PCNA', 'AR', 'PARP1', 'XRCC4', 'XRCC5', 'NHEJ1', 'MRE11', 'PRIM2', 'XRCC1', 'WRN', 'PNKP', 'MSH6']
672	GO:BP	GO:0071763	nuclear membrane organization	0.0093585879029158	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of the nuclear inner or outer membrane."" [GOC:mah]"	42	101	3	17376	0.0297029702970297	0.0714285714285714	query_1	['GO:0006998', 'GO:0061024']	['VRK1', 'EMD', 'BANF1']
673	GO:CC	GO:0015630	microtubule cytoskeleton	0.0095684430841124	True	"""The part of the cytoskeleton (the internal framework of a cell) composed of microtubules and associated proteins."" [GOC:jl, ISBN:0395825172]"	1324	101	16	17376	0.1584158415841584	0.0120845921450151	query_1	['GO:0005856']	['H2AX', 'BRCA2', 'PCNA', 'ATM', 'RAD51', 'APEX1', 'BRCA1', 'CDK2', 'KAT5', 'POLB', 'WRN', 'EMD', 'MCM3', 'TP53', 'NEIL1', 'ORC2']
674	GO:BP	GO:0012501	programmed cell death	0.0098115840766525	True	"""A process which begins when a cell receives an internal or external signal and activates a series of biochemical events (signaling pathway). The process ends with the death of the cell."" [GOC:lr, GOC:mtg_apoptosis]"	1849	101	21	17376	0.2079207920792079	0.0113574905354245	query_1	['GO:0008219']	['LMNA', 'NBN', 'MSH2', 'LIG4', 'MLH1', 'OGG1', 'BRCA2', 'AR', 'PARP1', 'ATM', 'RAD9A', 'MRE11', 'APEX1', 'BRCA1', 'MCM2', 'PRKDC', 'KAT5', 'POLB', 'BARD1', 'TP53', 'MSH6']
675	GO:BP	GO:0032781	positive regulation of ATP-dependent activity	0.009972262054822	True	"""Any process that activates or increases the rate of an ATP-dependent activity."" [GOC:mah]"	43	101	3	17376	0.0297029702970297	0.0697674418604651	query_1	['GO:0043462', 'GO:0044093']	['MSH2', 'MSH3', 'MSH6']
676	GO:BP	GO:0001701	in utero embryonic development	0.0100273594512605	True	"""The process whose specific outcome is the progression of the embryo in the uterus over time, from formation of the zygote in the oviduct, to birth. An example of this process is found in Mus musculus."" [GOC:go_curators, GOC:mtg_sensu]"	391	101	8	17376	0.0792079207920792	0.0204603580562659	query_1	['GO:0043009']	['RBBP8', 'NBN', 'MSH2', 'LIG4', 'BRCA2', 'AR', 'POLB', 'TP53']
677	GO:BP	GO:0071241	cellular response to inorganic substance	0.0100429975529201	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an inorganic substance stimulus."" [GOC:mah]"	225	101	6	17376	0.0594059405940594	0.0266666666666666	query_1	['GO:0010035', 'GO:0070887']	['LIG4', 'OGG1', 'PARP1', 'BLM', 'RAD51', 'CDK2']
678	GO:BP	GO:0007292	female gamete generation	0.0102160531602792	True	"""Generation of the female gamete; specialised haploid cells produced by meiosis and along with a male gamete takes part in sexual reproduction."" [GOC:dph, ISBN:0198506732]"	154	101	5	17376	0.0495049504950495	0.0324675324675324	query_1	['GO:0007276']	['MLH1', 'BRCA2', 'ERCC1', 'ATM', 'ORC4']
679	GO:BP	GO:0009891	positive regulation of biosynthetic process	0.0102260548894785	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of substances."" [GOC:go_curators]"	1986	101	22	17376	0.2178217821782178	0.0110775427995971	query_1	['GO:0009058', 'GO:0009889', 'GO:0009893']	['USP1', 'TP53BP1', 'XRCC6', 'HLTF', 'PAXIP1', 'BRCA2', 'PCNA', 'ATR', 'AR', 'PARP1', 'ERCC1', 'XRCC5', 'BLM', 'ATM', 'APEX1', 'PRIM2', 'BRCA1', 'CDK2', 'PRKDC', 'KAT5', 'TP53', 'PNKP']
680	GO:BP	GO:0033148	positive regulation of intracellular estrogen receptor signaling pathway	0.0104747530463214	True	"""Any process that activates or increases the frequency, rate or extent of the activity of an intracellular estrogen receptor signaling pathway."" [GOC:mah]"	12	101	2	17376	0.0198019801980198	0.1666666666666666	query_1	['GO:0030520', 'GO:0033145', 'GO:0033146']	['AR', 'PARP1']
681	GO:BP	GO:0031952	regulation of protein autophosphorylation	0.0104747530463214	True	"""Any process that modulates the frequency, rate or extent of addition of the phosphorylation by a protein of one or more of its own residues."" [GOC:mah]"	44	101	3	17376	0.0297029702970297	0.0681818181818181	query_1	['GO:0001932', 'GO:0046777']	['NBN', 'RAD50', 'MRE11']
682	GO:BP	GO:0072710	response to hydroxyurea	0.0104747530463214	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a hydroxyurea stimulus."" [GOC:mah]"	12	101	2	17376	0.0198019801980198	0.1666666666666666	query_1	['GO:0010033', 'GO:1901698']	['BLM', 'RAD51']
683	GO:BP	GO:0006285	base-excision repair, AP site formation	0.0104747530463214	True	"""The formation of an AP site, a deoxyribose sugar with a missing base, by DNA glycosylase which recognizes an altered base in DNA and catalyzes its hydrolytic removal. This sugar phosphate is the substrate recognized by the AP endonuclease, which cuts the DNA phosphodiester backbone at the 5' side of the altered site to leave a gap which is subsequently repaired."" [ISBN:0815316194]"	12	101	2	17376	0.0198019801980198	0.1666666666666666	query_1	['GO:0006259', 'GO:0006284']	['OGG1', 'NEIL1']
684	GO:BP	GO:0034504	protein localization to nucleus	0.0106799416017666	True	"""A process in which a protein transports or maintains the localization of another protein to the nucleus."" [GOC:ecd]"	309	101	7	17376	0.0693069306930693	0.0226537216828478	query_1	['GO:0033365']	['LMNA', 'XPA', 'PARP1', 'POLA2', 'BARD1', 'WRN', 'TP53']
685	GO:BP	GO:0002694	regulation of leukocyte activation	0.0109618078224422	True	"""Any process that modulates the frequency, rate, or extent of leukocyte activation."" [GOC:add]"	589	101	10	17376	0.099009900990099	0.0169779286926994	query_1	['GO:0002682', 'GO:0045321', 'GO:0050865']	['MSH2', 'TP53BP1', 'XRCC6', 'PAXIP1', 'APLF', 'MLH1', 'FANCD2', 'ATM', 'PRKDC', 'KAT5']
686	GO:BP	GO:0046777	protein autophosphorylation	0.0109618078224422	True	"""The phosphorylation by a protein of one or more of its own amino acid residues (cis-autophosphorylation), or residues on an identical protein (trans-autophosphorylation)."" [ISBN:0198506732]"	230	101	6	17376	0.0594059405940594	0.0260869565217391	query_1	['GO:0006468']	['NBN', 'RAD50', 'ATR', 'ATM', 'MRE11', 'VRK1']
687	GO:BP	GO:0007283	spermatogenesis	0.0109618078224422	True	"""The developmental process by which male germ line stem cells self renew or give rise to successive cell types resulting in the development of a spermatozoa."" [GOC:jid, ISBN:9780878933846, PMID:28073824, PMID:30990821]"	589	101	10	17376	0.099009900990099	0.0169779286926994	query_1	['GO:0003006', 'GO:0048232']	['BRIP1', 'WDR48', 'MLH1', 'H2AX', 'BRCA2', 'AR', 'ERCC1', 'KAT5', 'RNF8', 'MSH6']
688	REAC	REAC:R-HSA-392499	Metabolism of proteins	0.0114199999100567	True	Metabolism of proteins	1854	101	20	17376	0.198019801980198	0.0107874865156418	query_1	['REAC:0000000']	['TP53BP1', 'RAD52', 'HLTF', 'WDR48', 'H2AX', 'WDR20', 'MDC1', 'PCNA', 'USP12', 'AR', 'PARP1', 'XRCC4', 'RPA1', 'BLM', 'BRCA1', 'PRKDC', 'POLB', 'BARD1', 'WRN', 'TP53']
689	REAC	REAC:R-HSA-8866654	E3 ubiquitin ligases ubiquitinate target proteins	0.0115364549342383	True	E3 ubiquitin ligases ubiquitinate target proteins	58	101	3	17376	0.0297029702970297	0.0517241379310344	query_1	['REAC:R-HSA-8852135']	['HLTF', 'PCNA', 'PRKDC']
690	REAC	REAC:R-HSA-110329	Cleavage of the damaged pyrimidine 	0.0117029669878441	True	Cleavage of the damaged pyrimidine 	59	101	3	17376	0.0297029702970297	0.0508474576271186	query_1	['REAC:R-HSA-73928']	['H2AX', 'OGG1', 'NEIL1']
691	REAC	REAC:R-HSA-73928	Depyrimidination	0.0117029669878441	True	Depyrimidination	59	101	3	17376	0.0297029702970297	0.0508474576271186	query_1	['REAC:R-HSA-73929']	['H2AX', 'OGG1', 'NEIL1']
692	REAC	REAC:R-HSA-6804114	TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest	0.0117029669878441	True	TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest	18	101	2	17376	0.0198019801980198	0.1111111111111111	query_1	['REAC:R-HSA-6791312']	['PCNA', 'TP53']
693	REAC	REAC:R-HSA-110328	Recognition and association of DNA glycosylase with site containing an affected pyrimidine	0.0117029669878441	True	Recognition and association of DNA glycosylase with site containing an affected pyrimidine	59	101	3	17376	0.0297029702970297	0.0508474576271186	query_1	['REAC:R-HSA-73928']	['H2AX', 'OGG1', 'NEIL1']
694	REAC	REAC:R-HSA-3232118	SUMOylation of transcription factors	0.0117029669878441	True	SUMOylation of transcription factors	18	101	2	17376	0.0198019801980198	0.1111111111111111	query_1	['REAC:R-HSA-3108232']	['TP53BP1', 'TP53']
695	GO:BP	GO:0033145	positive regulation of intracellular steroid hormone receptor signaling pathway	0.0121676337457649	True	"""Any process that activates or increases the frequency, rate or extent of the activity of any intracellular steroid hormone receptor signaling pathway."" [GOC:mah]"	13	101	2	17376	0.0198019801980198	0.1538461538461538	query_1	['GO:0009967', 'GO:0030518', 'GO:0033143']	['AR', 'PARP1']
696	GO:BP	GO:0002327	immature B cell differentiation	0.0121676337457649	True	"""The process in which a precursor cell type acquires the specialized features of an immature B cell."" [GOC:jal, ISBN:0781735149, PMID:16551251]"	13	101	2	17376	0.0198019801980198	0.1538461538461538	query_1	['GO:0030183']	['ATM', 'PRKDC']
697	REAC	REAC:R-HSA-73929	Base-Excision Repair, AP Site Formation	0.0121868065777003	True	Base-Excision Repair, AP Site Formation	60	101	3	17376	0.0297029702970297	0.05	query_1	['REAC:R-HSA-73884']	['H2AX', 'OGG1', 'NEIL1']
698	GO:BP	GO:0042771	intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator	0.0124550841926704	True	"""The series of molecular signals in which an intracellular signal is conveyed to trigger the apoptotic death of a cell. The pathway is induced by the cell cycle regulator phosphoprotein p53, or an equivalent protein, in response to the detection of DNA damage, and ends when the execution phase of apoptosis is triggered."" [GOC:go_curators, GOC:mtg_apoptosis]"	47	101	3	17376	0.0297029702970297	0.0638297872340425	query_1	['GO:0008630', 'GO:0072332']	['MSH2', 'BRCA2', 'TP53']
699	REAC	REAC:R-HSA-6804760	Regulation of TP53 Activity through Methylation	0.0126548492631625	True	Regulation of TP53 Activity through Methylation	19	101	2	17376	0.0198019801980198	0.1052631578947368	query_1	['REAC:R-HSA-5633007']	['ATM', 'TP53']
700	GO:BP	GO:0070646	protein modification by small protein removal	0.0126976364381019	True	"""A protein modification process in which one or more covalently attached groups of a small protein, such as ubiquitin or a ubiquitin-like protein, are removed from a target protein."" [GOC:mah]"	163	101	5	17376	0.0495049504950495	0.0306748466257668	query_1	['GO:0006508', 'GO:0070647']	['USP1', 'USP12', 'USP46', 'BRCA1', 'BARD1']
701	REAC	REAC:R-HSA-192814	vRNA Synthesis	0.0131147128222831	True	vRNA Synthesis	1	101	1	17376	0.0099009900990099	1.0	query_1	['REAC:R-HSA-168273']	['PARP1']
702	REAC	REAC:R-HSA-9723907	Loss of Function of TP53 in Cancer	0.0131147128222831	True	Loss of Function of TP53 in Cancer	1	101	1	17376	0.0099009900990099	1.0	query_1	['REAC:R-HSA-9734009']	['TP53']
703	REAC	REAC:R-HSA-9723905	Loss of function of TP53 in cancer due to loss of tetramerization ability	0.0131147128222831	True	Loss of function of TP53 in cancer due to loss of tetramerization ability	1	101	1	17376	0.0099009900990099	1.0	query_1	['REAC:R-HSA-9723907']	['TP53']
704	REAC	REAC:R-HSA-9656249	Defective Base Excision Repair Associated with OGG1	0.0131147128222831	True	Defective Base Excision Repair Associated with OGG1	1	101	1	17376	0.0099009900990099	1.0	query_1	['REAC:R-HSA-9605308']	['OGG1']
705	REAC	REAC:R-HSA-9656256	Defective OGG1 Substrate Processing	0.0131147128222831	True	Defective OGG1 Substrate Processing	1	101	1	17376	0.0099009900990099	1.0	query_1	['REAC:R-HSA-9656249']	['OGG1']
706	REAC	REAC:R-HSA-9616334	Defective Base Excision Repair Associated with NEIL1	0.0131147128222831	True	Defective Base Excision Repair Associated with NEIL1	1	101	1	17376	0.0099009900990099	1.0	query_1	['REAC:R-HSA-9605308']	['NEIL1']
707	REAC	REAC:R-HSA-9656255	Defective OGG1 Substrate Binding	0.0131147128222831	True	Defective OGG1 Substrate Binding	1	101	1	17376	0.0099009900990099	1.0	query_1	['REAC:R-HSA-9656249']	['OGG1']
708	GO:BP	GO:0048477	oogenesis	0.0132603218627357	True	"""The complete process of formation and maturation of an ovum or female gamete from a primordial female germ cell. Examples of this process are found in Mus musculus and Drosophila melanogaster."" [GOC:kmv, GOC:mtg_sensu, GOC:pr]"	100	101	4	17376	0.0396039603960396	0.04	query_1	['GO:0007281', 'GO:0007292']	['MLH1', 'BRCA2', 'ERCC1', 'ATM']
709	GO:BP	GO:0050871	positive regulation of B cell activation	0.0132603218627357	True	"""Any process that activates or increases the frequency, rate or extent of B cell activation."" [GOC:ai]"	100	101	4	17376	0.0396039603960396	0.04	query_1	['GO:0042113', 'GO:0050864', 'GO:0051251']	['MSH2', 'TP53BP1', 'PAXIP1', 'MLH1']
710	GO:CC	GO:0044796	DNA polymerase processivity factor complex	0.0132617917359505	True	"""A protein complex which is capable of increasing the processivity of nucleotide polymerization by DNA polymerase as a part of DNA replication."" [GOC:bhm, GOC:jl]"	1	101	1	17376	0.0099009900990099	1.0	query_1	['GO:0150005']	['PCNA']
