Acquired partial lipodystrophy	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
1298	GO:BP	GO:0046545	development of primary female sexual characteristics	0.0132031226285061	True	"""The process whose specific outcome is the progression of the primary female sexual characteristics over time, from their formation to the mature structure. The primary female sexual characteristics are the ovaries, and they develop in response to sex hormone secretion."" [GOC:ai]"	105	100	4	15719	0.04	0.0380952380952381	query_1	['GO:0045137', 'GO:0046660']	['SRC', 'KDR', 'VEGFA', 'PDGFRA']
1302	GO:BP	GO:0021783	preganglionic parasympathetic fiber development	0.0132038515555918	True	"""The process whose specific outcome is the progression of a preganglionic parasympathetic fiber over time, from its formation to the mature structure. A preganglionic parasympathetic fiber is a cholinergic axonal fiber projecting from the CNS to a parasympathetic ganglion."" [GO_REF:0000021, GOC:cjm, GOC:cls, GOC:dgh, GOC:dph, GOC:jid]"	16	100	2	15719	0.02	0.125	query_1	['GO:0007417', 'GO:0048486', 'GO:0048731']	['NRP2', 'NRP1']
1303	GO:BP	GO:0033623	regulation of integrin activation	0.0132038515555918	True	"""Any process that modulates the frequency, rate, or extent of integrin activation."" [GOC:add]"	16	100	2	15719	0.02	0.125	query_1	['GO:0033622', 'GO:0043254']	['SRC', 'JAM3']
1304	GO:BP	GO:0060099	regulation of phagocytosis, engulfment	0.0132038515555918	True	"""Any process that modulates the frequency, rate or extent of the internalization of bacteria, immune complexes and other particulate matter or of an apoptotic cell by phagocytosis."" [GOC:dph]"	16	100	2	15719	0.02	0.125	query_1	['GO:0006911', 'GO:0050764', 'GO:1905153']	['PLCG2', 'ITGA2']
1300	GO:BP	GO:0023035	CD40 signaling pathway	0.0132038515555918	True	"""The series of molecular signals initiated by the binding of the cell surface receptor CD40 to one of its physiological ligands, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:mtg_signal, GOC:signaling, PMID:11348017]"	16	100	2	15719	0.02	0.125	query_1	['GO:0007166']	['ITGB1', 'ITGA5']
1305	GO:BP	GO:0055091	phospholipid homeostasis	0.0132038515555918	True	"""Any process involved in the maintenance of an internal steady state of phospholipid within an organism or cell."" [GOC:BHF, GOC:rl]"	16	100	2	15719	0.02	0.125	query_1	['GO:0055088']	['TGFB1', 'ITGB6']
1301	GO:BP	GO:0036035	osteoclast development	0.0132038515555918	True	"""The process whose specific outcome is the progression of a osteoclast from its formation to the mature structure. Cell development does not include the steps involved in committing a cell to a specific fate. An osteoclast is a specialized phagocytic cell associated with the absorption and removal of the mineralized matrix of bone tissue."" [CL:0000092, GOC:bf, GOC:yaf]"	16	100	2	15719	0.02	0.125	query_1	['GO:0030316', 'GO:0061515', 'GO:0098751']	['SRC', 'FBN1']
1299	GO:BP	GO:1905153	regulation of membrane invagination	0.0132038515555918	True	"""Any process that modulates the frequency, rate or extent of membrane invagination."" [GO_REF:0000058, GOC:bf, GOC:PARL, GOC:TermGenie, PMID:26589353]"	16	100	2	15719	0.02	0.125	query_1	['GO:0010324', 'GO:0051128']	['PLCG2', 'ITGA2']
233	REAC	REAC:R-HSA-9009391	Extra-nuclear estrogen signaling	0.0132085171621976	True	Extra-nuclear estrogen signaling	73	98	4	10022	0.0408163265306122	0.0547945205479452	query_1	['REAC:R-HSA-8939211']	['SRC', 'PIK3R1', 'EGFR', 'PTK2']
119	GO:CC	GO:0036477	somatodendritic compartment	0.0133561408043194	True	"""The region of a neuron that includes the cell body (cell soma) and dendrite(s), but excludes the axon."" [GOC:pad, GOC:PARL]"	821	101	12	16420	0.1188118811881188	0.0146163215590742	query_1	['GO:0110165']	['ITGB1', 'SRC', 'TGFB3', 'LRP4', 'SOS1', 'FYN', 'ITGA4', 'TGFB1', 'PTK2B', 'L1CAM', 'PTK2', 'JAM2']
1306	GO:BP	GO:0046631	alpha-beta T cell activation	0.0133669014548033	True	"""The change in morphology and behavior of an alpha-beta T cell resulting from exposure to a mitogen, cytokine, chemokine, cellular ligand, or an antigen for which it is specific."" [GOC:add]"	170	100	5	15719	0.05	0.0294117647058823	query_1	['GO:0042110']	['SMAD7', 'ITK', 'TGFBR2', 'ZAP70', 'SYK']
1307	GO:BP	GO:0051223	regulation of protein transport	0.0134088600413025	True	"""Any process that modulates the frequency, rate or extent of the directed movement of a protein into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]"	501	100	9	15719	0.09	0.0179640718562874	query_1	['GO:0015031', 'GO:0051049', 'GO:0070201']	['SRC', 'TGFB3', 'PIK3R1', 'VEGFC', 'FYN', 'TGFB1', 'ERBB2', 'CDH1', 'PTPN11']
235	REAC	REAC:R-HSA-9027276	Erythropoietin activates Phosphoinositide-3-kinase (PI3K)	0.0137326099470309	True	Erythropoietin activates Phosphoinositide-3-kinase (PI3K)	12	98	2	10022	0.0204081632653061	0.1666666666666666	query_1	['REAC:R-HSA-9006335']	['PIK3R1', 'LYN']
234	REAC	REAC:R-HSA-5654710	PI-3K cascade:FGFR3	0.0137326099470309	True	PI-3K cascade:FGFR3	12	98	2	10022	0.0204081632653061	0.1666666666666666	query_1	['REAC:R-HSA-5654708']	['PIK3R1', 'PTPN11']
236	REAC	REAC:R-HSA-381426	Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)	0.0137988815848164	True	Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)	118	98	5	10022	0.0510204081632653	0.0423728813559322	query_1	['REAC:R-HSA-392499']	['FN1', 'SPP1', 'LTBP1', 'TNC', 'FBN1']
237	REAC	REAC:R-HSA-112399	IRS-mediated signalling	0.0138705288834283	True	IRS-mediated signalling	38	98	3	10022	0.0306122448979591	0.0789473684210526	query_1	['REAC:R-HSA-2428928', 'REAC:R-HSA-74751']	['PIK3R1', 'SOS1', 'PTPN11']
1309	GO:BP	GO:0104004	cellular response to environmental stimulus	0.0140908977926801	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an environmental stimulus."" [GOC:dos]"	327	100	7	15719	0.07	0.0214067278287461	query_1	['GO:0051716']	['ITGB3', 'PIK3R1', 'GRB2', 'TGFB1', 'ITGB6', 'ITGA2', 'MFAP4']
1308	GO:BP	GO:0071214	cellular response to abiotic stimulus	0.0140908977926801	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an abiotic (non-living) stimulus."" [GOC:mah]"	327	100	7	15719	0.07	0.0214067278287461	query_1	['GO:0009628', 'GO:0104004']	['ITGB3', 'PIK3R1', 'GRB2', 'TGFB1', 'ITGB6', 'ITGA2', 'MFAP4']
1310	GO:BP	GO:0031102	neuron projection regeneration	0.0141929458510605	True	"""The regrowth of neuronal processes such as axons or dendrites in response to their loss or damage."" [GOC:dgh, GOC:dph, GOC:tb]"	54	100	3	15719	0.03	0.0555555555555555	query_1	['GO:0031099', 'GO:0031175', 'GO:0033554']	['SPP1', 'HGF', 'TNC']
1311	GO:BP	GO:0001541	ovarian follicle development	0.0141929458510605	True	"""The process whose specific outcome is the progression of the ovarian follicle over time, from its formation to the mature structure."" [https://www.ncbi.nlm.nih.gov/books/NBK279054/]"	54	100	3	15719	0.03	0.0555555555555555	query_1	['GO:0003006', 'GO:0008585', 'GO:0048856']	['SRC', 'KDR', 'VEGFA']
1312	GO:BP	GO:0019216	regulation of lipid metabolic process	0.0145280111369531	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving lipids."" [GOC:go_curators]"	329	100	7	15719	0.07	0.0212765957446808	query_1	['GO:0006629', 'GO:0080090']	['SRC', 'PLCG2', 'LYN', 'PTK2B', 'PTK2', 'PDGFRA', 'FLT1']
1325	GO:BP	GO:1903140	regulation of establishment of endothelial barrier	0.014655696344024	True	"""Any process that modulates the frequency, rate or extent of establishment of endothelial barrier."" [GO_REF:0000058, GOC:als, GOC:TermGenie, PMID:24851274]"	17	100	2	15719	0.02	0.1176470588235294	query_1	['GO:0061028', 'GO:1901550']	['VCL', 'VEGFA']
1327	GO:BP	GO:0051895	negative regulation of focal adhesion assembly	0.014655696344024	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of focal adhesion assembly, the establishment and maturation of focal adhesions."" [GOC:ai]"	17	100	2	15719	0.02	0.1176470588235294	query_1	['GO:0001953', 'GO:0048041', 'GO:0051893', 'GO:0150118', 'GO:1901889']	['SRC', 'THBS1']
1321	GO:BP	GO:1903672	positive regulation of sprouting angiogenesis	0.014655696344024	True	"""Any process that activates or increases the frequency, rate or extent of sprouting angiogenesis."" [GO_REF:0000058, GOC:TermGenie, PMID:16756958]"	17	100	2	15719	0.02	0.1176470588235294	query_1	['GO:0002040', 'GO:0045766', 'GO:1903670']	['ITGA5', 'VEGFA']
1320	GO:BP	GO:0003198	epithelial to mesenchymal transition involved in endocardial cushion formation	0.014655696344024	True	"""A transition where a cardiac epithelial cell loses apical/basolateral polarity, severs intercellular adhesive junctions, degrades basement membrane components and becomes a migratory mesenchymal cell that will contribute to the formation of the endocardial cushion."" [GOC:mtg_heart]"	17	100	2	15719	0.02	0.1176470588235294	query_1	['GO:0003272', 'GO:0060317']	['TGFBR2', 'TGFBR1']
1319	GO:BP	GO:1901550	regulation of endothelial cell development	0.014655696344024	True	"""Any process that modulates the frequency, rate or extent of endothelial cell development."" [GOC:pr, GOC:TermGenie, PMID:19470579]"	17	100	2	15719	0.02	0.1176470588235294	query_1	['GO:0001885', 'GO:0045601', 'GO:0060284']	['VCL', 'VEGFA']
1326	GO:BP	GO:0050746	regulation of lipoprotein metabolic process	0.014655696344024	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving lipoproteins, any conjugated, water-soluble protein in which the nonprotein group consists of a lipid or lipids."" [GOC:ai]"	17	100	2	15719	0.02	0.1176470588235294	query_1	['GO:0031323', 'GO:0042157', 'GO:0051246']	['ITGAV', 'ITGB3']
1317	GO:BP	GO:0010759	positive regulation of macrophage chemotaxis	0.014655696344024	True	"""Any process that increases the rate, frequency or extent of macrophage chemotaxis. Macrophage chemotaxis is the movement of a macrophage in response to an external stimulus."" [GOC:BHF, GOC:dph, GOC:tb]"	17	100	2	15719	0.02	0.1176470588235294	query_1	['GO:0002690', 'GO:0010758', 'GO:0048246', 'GO:0071622', 'GO:0071675', 'GO:1905523']	['PTK2', 'THBS1']
1316	GO:BP	GO:0001946	lymphangiogenesis	0.014655696344024	True	"""Lymph vessel formation when new vessels emerge from the proliferation of pre-existing vessels."" [GOC:dph, PMID:11596157]"	17	100	2	15719	0.02	0.1176470588235294	query_1	['GO:0009653', 'GO:0036303', 'GO:0048646']	['VEGFC', 'FLT4']
1314	GO:BP	GO:0060252	positive regulation of glial cell proliferation	0.014655696344024	True	"""Any process that activates or increases the rate or extent of glial cell proliferation."" [GOC:dph, GOC:sl, GOC:tb]"	17	100	2	15719	0.02	0.1176470588235294	query_1	['GO:0008284', 'GO:0014009', 'GO:0014015', 'GO:0060251']	['VEGFC', 'LYN']
1313	GO:BP	GO:1901032	negative regulation of response to reactive oxygen species	0.014655696344024	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of response to reactive oxygen species."" [GOC:kmv, GOC:TermGenie]"	17	100	2	15719	0.02	0.1176470588235294	query_1	['GO:0000302', 'GO:1901031', 'GO:1902883']	['MET', 'HGF']
1322	GO:BP	GO:0016202	regulation of striated muscle tissue development	0.014655696344024	True	"""Any process that modulates the frequency, rate or extent of striated muscle development."" [GOC:go_curators]"	17	100	2	15719	0.02	0.1176470588235294	query_1	['GO:0014706', 'GO:0048634', 'GO:1901861']	['LOX', 'TGFB1']
1323	GO:BP	GO:0048532	anatomical structure arrangement	0.014655696344024	True	"""The process that gives rise to the configuration of the constituent parts of an anatomical structure. This process pertains to the physical shaping of a rudimentary structure. Anatomical structures can be macroscopic such as a carpel, or microscopic such as an acrosome."" [GOC:go_curators]"	17	100	2	15719	0.02	0.1176470588235294	query_1	['GO:0009653', 'GO:0032502']	['NRP2', 'NRP1']
1324	GO:BP	GO:1903206	negative regulation of hydrogen peroxide-induced cell death	0.014655696344024	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of hydrogen peroxide-induced cell death."" [GO_REF:0000058, GOC:bf, GOC:PARL, GOC:TermGenie, PMID:14749723, PMID:24252804]"	17	100	2	15719	0.02	0.1176470588235294	query_1	['GO:0036474', 'GO:1901032', 'GO:1903202', 'GO:1903205']	['MET', 'HGF']
1318	GO:BP	GO:0048486	parasympathetic nervous system development	0.014655696344024	True	"""The process whose specific outcome is the progression of the parasympathetic nervous system over time, from its formation to the mature structure. The parasympathetic nervous system is one of the two divisions of the vertebrate autonomic nervous system. Parasympathetic nerves emerge cranially as pre ganglionic fibers from oculomotor, facial, glossopharyngeal and vagus and from the sacral region of the spinal cord. Most neurons are cholinergic and responses are mediated by muscarinic receptors. The parasympathetic system innervates, for example: salivary glands, thoracic and abdominal viscera, bladder and genitalia."" [FMA:9907, GOC:jid, GOC:sr]"	17	100	2	15719	0.02	0.1176470588235294	query_1	['GO:0048483', 'GO:0048731']	['NRP2', 'NRP1']
1315	GO:BP	GO:0150118	negative regulation of cell-substrate junction organization	0.014655696344024	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of cell-substrate junction organization."" [GOC:aruk]"	17	100	2	15719	0.02	0.1176470588235294	query_1	['GO:0051129', 'GO:0150115', 'GO:0150116']	['SRC', 'THBS1']
1328	GO:BP	GO:0002699	positive regulation of immune effector process	0.0146882556178057	True	"""Any process that activates or increases the frequency, rate, or extent of an immune effector process."" [GOC:add]"	249	100	6	15719	0.06	0.0240963855421686	query_1	['GO:0002252', 'GO:0002684', 'GO:0002697']	['RAPGEF1', 'PLCG2', 'LYN', 'VAV1', 'SYK', 'FCGR1A']
1329	GO:BP	GO:1901655	cellular response to ketone	0.0147213720288077	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a ketone stimulus."" [GOC:pr, GOC:TermGenie]"	109	100	4	15719	0.04	0.036697247706422	query_1	['GO:1901654', 'GO:1901701']	['SRC', 'SPP1', 'TGFB1', 'ADAM15']
1330	GO:BP	GO:0003229	ventricular cardiac muscle tissue development	0.0147299189068623	True	"""The process whose specific outcome is the progression of ventricular cardiac muscle over time, from its formation to the mature structure."" [GOC:mtg_heart]"	55	100	3	15719	0.03	0.0545454545454545	query_1	['GO:0048738']	['SMAD7', 'TGFB1', 'TGFBR1']
1331	GO:BP	GO:0032386	regulation of intracellular transport	0.0147838585448652	True	"""Any process that modulates the frequency, rate or extent of the directed movement of substances within cells."" [GOC:mah]"	331	100	7	15719	0.07	0.0211480362537764	query_1	['GO:0046907', 'GO:0051049', 'GO:0060341']	['SRC', 'PIK3R1', 'FYN', 'TGFB1', 'ERBB2', 'CDH1', 'PTPN11']
1332	GO:BP	GO:0048545	response to steroid hormone	0.0147838585448652	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a steroid hormone stimulus."" [GOC:go_curators]"	331	100	7	15719	0.07	0.0211480362537764	query_1	['GO:0009725', 'GO:0014070', 'GO:0033993']	['SRC', 'SPP1', 'TGFB3', 'TGFBR2', 'LOX', 'TGFB1', 'THBS1']
1333	GO:BP	GO:0051099	positive regulation of binding	0.0147933513932406	True	"""Any process that activates or increases the rate or extent of binding, the selective interaction of a molecule with one or more specific sites on another molecule."" [GOC:ai]"	175	100	5	15719	0.05	0.0285714285714285	query_1	['GO:0044093', 'GO:0051098']	['MET', 'CTNNB1', 'VTN', 'NRP1', 'ITGA2']
238	REAC	REAC:R-HSA-9013420	RHOU GTPase cycle	0.0148586626119625	True	RHOU GTPase cycle	39	98	3	10022	0.0306122448979591	0.0769230769230769	query_1	['REAC:R-HSA-9012999']	['SRC', 'PIK3R1', 'PTK2B']
120	GO:CC	GO:0009925	basal plasma membrane	0.0149906855840011	True	"""The region of the plasma membrane located at the basal end of the cell. Often used in reference to animal polarized epithelial membranes, where the basal membrane is the part attached to the extracellular matrix, or in plant cells, where the basal membrane is defined with respect to the zygotic axis."" [GOC:go_curators]"	257	101	6	16420	0.0594059405940594	0.0233463035019455	query_1	['GO:0045178', 'GO:0098590']	['MET', 'ITGA9', 'CTNNB1', 'EGFR', 'ERBB2', 'ITGA3']
1335	GO:BP	GO:0046822	regulation of nucleocytoplasmic transport	0.0151239372742804	True	"""Any process that modulates the frequency, rate or extent of the directed movement of substances between the nucleus and the cytoplasm."" [GOC:bf]"	110	100	4	15719	0.04	0.0363636363636363	query_1	['GO:0006913', 'GO:0032386']	['PIK3R1', 'TGFB1', 'CDH1', 'PTPN11']
1334	GO:BP	GO:0042303	molting cycle	0.0151239372742804	True	"""The periodic casting off and regeneration of an outer covering of cuticle, feathers, hair, horns, skin, etc."" [GOC:jl, ISBN:0198506732]"	110	100	4	15719	0.04	0.0363636363636363	query_1	['GO:0032501']	['CTNNB1', 'LRP4', 'SOS1', 'EGFR']
1336	GO:BP	GO:0042633	hair cycle	0.0151239372742804	True	"""The cyclical phases of growth (anagen), regression (catagen), quiescence (telogen), and shedding (exogen) in the life of a hair; one of the collection or mass of filaments growing from the skin of an animal, and forming a covering for a part of the head or for any part or the whole of the body."" [GOC:go_curators, PMID:12230507]"	110	100	4	15719	0.04	0.0363636363636363	query_1	['GO:0042303']	['CTNNB1', 'LRP4', 'SOS1', 'EGFR']
121	GO:CC	GO:0099572	postsynaptic specialization	0.0153195489925767	True	"""A network of proteins within and adjacent to the postsynaptic membrane. Its major components include neurotransmitter receptors and the proteins that spatially and functionally organize them such as anchoring and scaffolding molecules, signaling enzymes and cytoskeletal components."" [PMID:22046028]"	343	101	7	16420	0.0693069306930693	0.0204081632653061	query_1	['GO:0043226', 'GO:0098794']	['SRC', 'CTNNB1', 'LRP4', 'SOS1', 'FYN', 'LYN', 'PTK2B']
1337	GO:BP	GO:0090630	activation of GTPase activity	0.0156023233389836	True	"""Any process that initiates the activity of an inactive GTPase through the replacement of GDP by GTP."" [GOC:dph, GOC:mah, GOC:tb]"	111	100	4	15719	0.04	0.036036036036036	query_1	['GO:0043547']	['RAPGEF1', 'CRK', 'PTK2B', 'CRKL']
240	REAC	REAC:R-HSA-5654706	FRS-mediated FGFR3 signaling	0.0157531497718066	True	FRS-mediated FGFR3 signaling	13	98	2	10022	0.0204081632653061	0.1538461538461538	query_1	['REAC:R-HSA-5654708']	['SOS1', 'PTPN11']
241	REAC	REAC:R-HSA-418885	DCC mediated attractive signaling	0.0157531497718066	True	DCC mediated attractive signaling	13	98	2	10022	0.0204081632653061	0.1538461538461538	query_1	['REAC:R-HSA-373752']	['SRC', 'PTK2']
239	REAC	REAC:R-HSA-3928662	EPHB-mediated forward signaling	0.0157531497718066	True	EPHB-mediated forward signaling	40	98	3	10022	0.0306122448979591	0.075	query_1	['REAC:R-HSA-2682334']	['FYN', 'LYN', 'PTK2']
1338	GO:BP	GO:0007517	muscle organ development	0.0159483556070833	True	"""The process whose specific outcome is the progression of the muscle over time, from its formation to the mature structure. The muscle is an organ consisting of a tissue made up of various elongated cells that are specialized to contract and thus to produce movement and mechanical work."" [GOC:jid, ISBN:0198506732]"	336	100	7	15719	0.07	0.0208333333333333	query_1	['GO:0048513', 'GO:0061061']	['ITGB1', 'SMAD7', 'CTNNB1', 'LOX', 'TGFB1', 'TGFBR1', 'ELN']
1339	GO:BP	GO:0046634	regulation of alpha-beta T cell activation	0.0160784860744958	True	"""Any process that modulates the frequency, rate or extent of alpha-beta T cell activation."" [GOC:ai]"	112	100	4	15719	0.04	0.0357142857142857	query_1	['GO:0046631', 'GO:0050863']	['SMAD7', 'TGFBR2', 'ZAP70', 'SYK']
1341	GO:BP	GO:0032653	regulation of interleukin-10 production	0.016121277706743	True	"""Any process that modulates the frequency, rate, or extent of interleukin-10 production."" [GOC:mah]"	57	100	3	15719	0.03	0.0526315789473684	query_1	['GO:0001817', 'GO:0032613']	['HGF', 'PLCG2', 'SYK']
1343	GO:BP	GO:0002011	morphogenesis of an epithelial sheet	0.016121277706743	True	"""The process in which the anatomical structures of an epithelial sheet are generated and organized. An epithelial sheet is a flat surface consisting of closely packed epithelial cells."" [GOC:jl]"	57	100	3	15719	0.03	0.0526315789473684	query_1	['GO:0002009']	['ITGB1', 'SOS1', 'ITGA5']
1342	GO:BP	GO:0001658	branching involved in ureteric bud morphogenesis	0.016121277706743	True	"""The process in which the branching structure of the ureteric bud is generated and organized. The ureteric bud is an epithelial tube that grows out from the metanephric duct. The bud elongates and branches to give rise to the ureter and kidney collecting tubules."" [GOC:dph, PMID:16916378]"	57	100	3	15719	0.03	0.0526315789473684	query_1	['GO:0048754', 'GO:0060675']	['CTNNB1', 'TGFB1', 'VEGFA']
1340	GO:BP	GO:0032613	interleukin-10 production	0.016121277706743	True	"""The appearance of interleukin-10 due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels."" [GOC:mah]"	57	100	3	15719	0.03	0.0526315789473684	query_1	['GO:0001816']	['HGF', 'PLCG2', 'SYK']
1344	GO:BP	GO:0061298	retina vasculature development in camera-type eye	0.016140078428286	True	"""The process whose specific outcome is the progression of the vasculature of the retina over time, from its formation to the mature structure."" [GOC:BHF, GOC:dph]"	18	100	2	15719	0.02	0.1111111111111111	query_1	['GO:0001944', 'GO:0060041']	['NRP1', 'PDGFRA']
1346	GO:BP	GO:0060438	trachea development	0.016140078428286	True	"""The process whose specific outcome is the progression of a trachea over time, from its formation to the mature structure. The trachea is the portion of the airway that attaches to the bronchi as it branches."" [GOC:dph]"	18	100	2	15719	0.02	0.1111111111111111	query_1	['GO:0048513', 'GO:0060541']	['CTNNB1', 'TGFBR2']
1347	GO:BP	GO:1905564	positive regulation of vascular endothelial cell proliferation	0.016140078428286	True	"""Any process that activates or increases the frequency, rate or extent of vascular endothelial cell proliferation."" [GO_REF:0000058, GOC:BHF, GOC:BHF_telomere, GOC:nc, GOC:TermGenie, PMID:23201774]"	18	100	2	15719	0.02	0.1111111111111111	query_1	['GO:0001938', 'GO:0101023', 'GO:1905562']	['ITGA4', 'PLCG1']
1348	GO:BP	GO:0090136	epithelial cell-cell adhesion	0.016140078428286	True	"""The attachment of an epithelial cell to another epithelial cell via adhesion molecules."" [GOC:ascb_2009, GOC:dph, GOC:tb]"	18	100	2	15719	0.02	0.1111111111111111	query_1	['GO:0098609']	['ITGB5', 'VCL']
1349	GO:BP	GO:0002544	chronic inflammatory response	0.016140078428286	True	"""Inflammation of prolonged duration (weeks or months) in which active inflammation, tissue destruction, and attempts at repair are proceeding simultaneously. Although it may follow acute inflammation, chronic inflammation frequently begins insidiously, as a low-grade, smoldering, often asymptomatic response."" [GO_REF:0000022, GOC:jal, ISBN:0781735149]"	18	100	2	15719	0.02	0.1111111111111111	query_1	['GO:0006954']	['VCAM1', 'THBS1']
1350	GO:BP	GO:0051917	regulation of fibrinolysis	0.016140078428286	True	"""Any process that modulates the frequency, rate or extent of fibrinolysis, an ongoing process that solubilizes fibrin, resulting in the removal of small blood clots."" [GOC:ai]"	18	100	2	15719	0.02	0.1111111111111111	query_1	['GO:0030193', 'GO:0042730']	['VTN', 'THBS1']
1345	GO:BP	GO:0097094	craniofacial suture morphogenesis	0.016140078428286	True	"""The process in which any suture between cranial and/or facial bones is generated and organized."" [GOC:pr, GOC:sl, Wikipedia:Cranial_sutures, Wikipedia:Head_and_neck_anatomy#Musculoskeletal_system]"	18	100	2	15719	0.02	0.1111111111111111	query_1	['GO:0009653', 'GO:0060349', 'GO:1904888']	['TGFB3', 'TGFB1']
1351	GO:BP	GO:0045582	positive regulation of T cell differentiation	0.0164291383080118	True	"""Any process that activates or increases the frequency, rate or extent of T cell differentiation."" [GOC:go_curators]"	113	100	4	15719	0.04	0.0353982300884955	query_1	['GO:0030217', 'GO:0045580', 'GO:0045621', 'GO:0050870']	['TGFBR2', 'ZAP70', 'TGFB1', 'SYK']
1352	GO:BP	GO:0043200	response to amino acid	0.0164291383080118	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an amino acid stimulus. An amino acid is a carboxylic acids containing one or more amino groups."" [GOC:ef, GOC:mlg]"	113	100	4	15719	0.04	0.0353982300884955	query_1	['GO:0001101', 'GO:0010243', 'GO:1901700']	['FYN', 'LYN', 'EGFR', 'PDGFRA']
129	GO:CC	GO:0030666	endocytic vesicle membrane	0.0167157906481562	True	"""The lipid bilayer surrounding an endocytic vesicle."" [GOC:mah]"	187	101	5	16420	0.0495049504950495	0.0267379679144385	query_1	['GO:0030139', 'GO:0030659', 'GO:0098588']	['RAPGEF1', 'LYN', 'EGFR', 'FCGR1A', 'SH3GL2']
127	GO:CC	GO:0043005	neuron projection	0.0167157906481562	True	"""A prolongation or process extending from a nerve cell, e.g. an axon or dendrite."" [GOC:jl, http://www.cogsci.princeton.edu/~wn/]"	1302	101	16	16420	0.1584158415841584	0.0122887864823348	query_1	['GO:0120025']	['ITGB1', 'BCAR1', 'SRC', 'LRP4', 'FYN', 'ITGA4', 'TGFB1', 'NRP2', 'PTK2B', 'SH3KBP1', 'L1CAM', 'PTK2', 'NRP1', 'ITGA3', 'CBL', 'ITGA2']
130	GO:CC	GO:0090636	outer dense plaque of desmosome	0.0167157906481562	True	"""The desmosomal part containing plakoglobins, plakophilins, the N-termini of desmoplakins, as well as the cytoplasmic tails of the desmosomal cadherins, which together attach the plaque to the plasma membrane."" [PMID:20066089]"	1	101	1	16420	0.0099009900990099	1.0	query_1	['GO:0030057', 'GO:0110165']	['VCL']
122	GO:CC	GO:1990150	VEGF-A complex	0.0167157906481562	True	"""A homodimeric, extracellular protein complex containing two VEGF-A monomers. Binds to and activates a receptor tyrosine kinase."" [GOC:bf, GOC:bhm, PMID:12207021, PMID:19658168]"	1	101	1	16420	0.0099009900990099	1.0	query_1	['GO:0036454']	['VEGFA']
123	GO:CC	GO:0034677	integrin alpha7-beta1 complex	0.0167157906481562	True	"""An integrin complex that comprises one alpha7 subunit and one beta1 subunit."" [PMID:12297042]"	1	101	1	16420	0.0099009900990099	1.0	query_1	['GO:0008305']	['ITGB1']
124	GO:CC	GO:0097489	multivesicular body, internal vesicle lumen	0.0167157906481562	True	"""The volume enclosed by the membrane of the multivesicular body internal vesicle."" [GOC:pde, PMID:21183070]"	1	101	1	16420	0.0099009900990099	1.0	query_1	['GO:0031983', 'GO:0070013', 'GO:0097487']	['EGFR']
125	GO:CC	GO:0090637	inner dense plaque of desmosome	0.0167157906481562	True	"""The desmosomal part containing the C-termini of desmoplakins which interact with the keratin intermediate filaments, serving to tether the intermediate filaments to the plasma membrane."" [PMID:20066089]"	1	101	1	16420	0.0099009900990099	1.0	query_1	['GO:0030057', 'GO:0110165']	['VCL']
126	GO:CC	GO:0071065	alpha9-beta1 integrin-vascular cell adhesion molecule-1 complex	0.0167157906481562	True	"""A protein complex that consists of an alpha9-beta1 integrin complex bound to vascular cell adhesion molecule-1."" [PMID:10209034]"	1	101	1	16420	0.0099009900990099	1.0	query_1	['GO:0098797']	['VCAM1']
128	GO:CC	GO:0061826	podosome ring	0.0167157906481562	True	"""The ring structure surrounding the podosome core, containing proteins such as vinculin and talin."" [PMID:23158496]"	1	101	1	16420	0.0099009900990099	1.0	query_1	['GO:0002102', 'GO:0110165']	['VCL']
